ERR1913308.242__1.242	28117__B0MUR5__BHV66_03900
ERR1913308.991198__1.991198	39491__A0A396FF66__DXD95_01810
ERR1913308.991200__1.991200	853__D4KAK8__C4N21_13380
ERR1913308.991292__1.991292	166486__C7GAX1__ERS852572_03188
ERR1913308.991335__1.991335	1262753__R5B358__BN813_01778
ERR1913308.991333__1.991333	626940__E8LGZ9__DCQ00_03475
ERR1913308.991372__1.991372	47715__A0A2Y8ZBZ2__ACS99_04910
ERR1913308.991571__1.991571	301302__A0A173T8V6__ERS852420_01966
ERR1913308.991614__1.991614	246787__R6KBH9__HMPREF1062_04676
ERR1913308.991627__1.991627	39491__A0A395V397__EUR_09960
ERR1913308.991727__1.991727	46228__V8BYB0__HMPREF1202_02063
ERR1913308.991742__1.991742	384638__B7ARU3__BACPEC_01797
ERR1913308.991783__1.991783	246787__I8V2S2__BACCELL_02524
ERR1913308.991960__1.991960	88431__A0A3D0F1H3__ERS852573_02429
ERR1913308.992089__1.992089	818__A0A0P0F989__BJP75_019080
ERR1913308.992090__1.992090	1262753__R5B0G5__BN813_01922
ERR1913308.992116__1.992116	166486__D4KZW9__degS
ERR1913308.992368__1.992368	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.992806__1.992806	39491__A0A395UZZ5__htpG_1
ERR1913308.992822__1.992822	28118__F9Z857__DER54_07670
ERR1913308.992865__1.992865	47678__R5UG30__ERS852558_03525
ERR1913308.993101__1.993101	820__A0A374Q351__DXD40_05850
ERR1913308.993406__1.993406	820__R9I3Q7__HMPREF1072_01668
ERR1913308.993623__1.993623	74426__pflB_2
ERR1913308.993658__1.993658	853__A0A174BZY1__xerD_1
ERR1913308.993992__1.993992	204516__U6RNE3__HMPREF1534_00331
ERR1913308.994222__1.994222	820__A7V9F9__B5G17_14640
ERR1913308.994308__1.994308	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913308.994344__1.994344	820__A0A174F0C1__nreB
ERR1913308.994388__1.994388	39485__A0A174ZA72__glgB_1
ERR1913308.994773__1.994773	39491__A0A2U2EED4__ERS852580_01584
ERR1913308.994774__1.994774	818__A0A0P0FI06__BJP75_017205
ERR1913308.994802__1.994802	1262753__R5B7Q4__BN813_00234
ERR1913308.994909__1.994909	39491__A0A395V397__EUR_09960
ERR1913308.994979__1.994979	823__A6LEQ6__DXB14_05705
ERR1913308.995071__1.995071	166486__A0A173VSP1__ERS852572_03465
ERR1913308.995089__1.995089	820__A7UYX8__DXD40_11635
ERR1913308.995095__1.995095	410072__A0A173XU61__ykvU
ERR1913308.995142__1.995142	626929__F3PGY0__SAMN05444376_1243
ERR1913308.995188__1.995188	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913308.995324__1.995324	1262753__R5B6I2__BN813_00596
ERR1913308.995367__1.995367	626940__R6X4D9__HMPREF9443_00471
ERR1913308.995435__1.995435	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.995838__1.995838	166486__D4KUC4__arcB_1
ERR1913308.995847__1.995847	291644__I9T2X5__ERS852428_03729
ERR1913308.995869__1.995869	47678__R5UXJ2__DW706_08325
ERR1913308.996150__1.996150	1150298__A0A174E950__ERS852498_02096
ERR1913308.996128__1.996128	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913308.996436__1.996436	649756__B0NZX5__lytC_2
ERR1913308.996354__1.996354	820__A7V092__hldE
ERR1913308.996593__1.996593	39491__A0A395UWA3__DXB69_11805
ERR1913308.996633__1.996633	1150298__A0A174SLE6__mlc_1
ERR1913308.996636__1.996636	853__A0A3E2U7E6__ERS852582_01640
ERR1913308.996716__1.996716	328814__GCA_004558275.1_00289
ERR1913308.996751__1.996751	626929__F3PJ28__B5F24_03465
ERR1913308.997154__1.997154	28117__B0MWH8__BHV66_01330
ERR1913308.997282__1.997282	166486__D4L1P3__ERS852572_00760
ERR1913308.997388__1.997388	204516__U6RAM4__HMPREF1534_03439
ERR1913308.997617__1.997617	1262824__R6SUI3__BN719_00366
ERR1913308.997736__1.997736	166486__D4KX18__ROSINTL182_07596
ERR1913308.997825__1.997825	166486__D4KVZ2__cbiT
ERR1913308.998037__1.998037	823__A0A078SYK6__DXB14_02485
ERR1913308.998058__1.998058	371601__C3QVE5__CW1_1049
ERR1913308.998132__1.998132	310298__B3JQJ5__BACCOP_04231
ERR1913308.998182__1.998182	1628085__A0A2U1BHS7__C7386_101494
ERR1913308.998183__1.998183	1262753__R5B890__BN813_02145
ERR1913308.998199__1.998199	853__A0A173YYY4__DWZ04_09420
ERR1913308.998233__1.998233	410072__A0A173YNZ0__ERS852481_00766
ERR1913308.998237__1.998237	1262753__R5AYZ5__BN813_01435
ERR1913308.998374__1.998374	46228__V8C484__HMPREF1202_01707
ERR1913308.998571__1.998571	28118__F9ZA35__DER54_10915
ERR1913308.998649__1.998649	853__A0A174BZY1__xerD_1
ERR1913308.998659__1.998659	39491__C4ZCV7__ERE_23110
ERR1913308.998722__1.998722	301302__A0A173T929__M72_26841
ERR1913308.998773__1.998773	1235835__R9LCU2__C814_02677
ERR1913308.998841__1.998841	820__A0A173YYG4__evgS_3
ERR1913308.998935__1.998935	301302__A0A173RYX5__ERS852420_00973
ERR1913308.999027__1.999027	820__A0A139KA34__B5G17_05520
ERR1913308.999164__1.999164	1262753__R5B072__BN813_02023
ERR1913308.999404__1.999404	328814__GCA_004558275.1_00076
ERR1913308.999447__1.999447	46228__B5CPY7__DXD17_03515
ERR1913308.999588__1.999588	166486__D4L1P5__ERS852572_00758
ERR1913308.999877__1.999877	40518__R5E670__DXD93_06195
ERR1913308.999943__1.999943	39491__A0A173VYV1__DXC13_02710
ERR1913308.999999__1.999999	820__A0A139K426__B5G17_09115
ERR1913308.1000032__1.1000032	626929__R6L3U9__B5F97_00045
ERR1913308.1000034__1.1000034	820__A0A174QT76__B5G17_18060
ERR1913308.1000103__1.1000103	820__A7VAR9__ERS852421_00197
ERR1913308.1000218__1.1000218	246787__A0A3D6AZF8__BACCELL_02529
ERR1913308.1000381__1.1000381	39491__A0A395V1T9__DXD13_03310
ERR1913308.1000517__1.1000517	1262753__R5AZK1__BN813_01611
ERR1913308.1000639__1.1000639	166486__D4KYD7__ERS852572_03817
ERR1913308.1000659__1.1000659	1262873__R6W962__BN605_01040
ERR1913308.1000729__1.1000729	823__A0A173W8N5__ERS852513_00780
ERR1913308.1000940__1.1000940	853__A0A174BZY1__xerD_1
ERR1913308.1001267__1.1001267	823__A0A174L7J4__CF162_00380
ERR1913308.1001354__1.1001354	214851__D1PSM4__SUBVAR_07407
ERR1913308.1001682__1.1001682	28052__A0A174MI15__pleD
ERR1913308.1001772__1.1001772	1262753__R5B890__BN813_02145
ERR1913308.1001773__1.1001773	1262753__R5B4N0__BN813_02222
ERR1913308.1001834__1.1001834	39491__A0A395ZHH5__ERS852497_02076
ERR1913308.1001879__1.1001879	357276__I8WPR6__EL88_06675
ERR1913308.1001960__1.1001960	39491__A0A396FE96__EUR_00280
ERR1913308.1002103__1.1002103	649756__B0P476__ERS852475_00941
ERR1913308.1002382__1.1002382	1262753__R5B6W4__BN813_00699
ERR1913308.1002383__1.1002383	39491__A0A396FUZ3__phoR_1
ERR1913308.1002448__1.1002448	1262743__R5C054__BN727_01980
ERR1913308.1002449__1.1002449	1531__A0A227LVU5__HMPREF1098_03909
ERR1913308.1002612__1.1002612	1262824__R6RN55__BN719_00811
ERR1913308.1002615__1.1002615	39491__A0A395ZBQ4__cph2_2
ERR1913308.1002719__1.1002719	166486__D4KW38__ERS852572_02341
ERR1913308.1002852__1.1002852	820__A0A3E4WA06__ERS852554_03404
ERR1913308.1003052__1.1003052	820__A0A139JV05__B5G17_18125
ERR1913308.1003131__1.1003131	357276__A0A076ISJ4__B5F95_19420
ERR1913308.1003325__1.1003325	1235835__R9LCU2__C814_02677
ERR1913308.1003457__1.1003457	820__A0A3E4RUC4__DHU98_02635
ERR1913308.1003525__1.1003525	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913308.1003626__1.1003626	458033__GCA_001482755.1_02203
ERR1913308.1003649__1.1003649	1262756__R5XMX1__BN568_02078
ERR1913308.1003799__1.1003799	853__A0A2A7B9I6__DW855_13690
ERR1913308.1003928__1.1003928	166486__D4KY48__gmr_5
ERR1913308.1004020__1.1004020	116085__D4J6K8__DW747_07970
ERR1913308.1004140__1.1004140	39486__B0G2S4__DXD10_16540
ERR1913308.1004469__1.1004469	820__A0A174QLF0__SAMN05444418_109151
ERR1913308.1004526__1.1004526	39492__D4JWL2__ERS852540_01201
ERR1913308.1004553__1.1004553	301302__R5VCU3__cbiK_2
ERR1913308.1004803__1.1004803	166486__D4L457__ROSINTL182_07087
ERR1913308.1004977__1.1004977	853__A0A2A7B9I6__DW855_13690
ERR1913308.1005002__1.1005002	166486__D4KZP0__ERS852572_00486
ERR1913308.1005457__1.1005457	39485__A0A174YVS4__EUBELI_00620
ERR1913308.1005561__1.1005561	214856__I3YMN6__Alfi_1938
ERR1913308.1005643__1.1005643	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.1005807__1.1005807	39491__A0A174K9A3__DXB69_07785
ERR1913308.1005808__1.1005808	820__A0A3E4W9W8__C801_01069
ERR1913308.1006031__1.1006031	166486__D4L1P5__ERS852572_00758
ERR1913308.1006078__1.1006078	820__A0A174CK74__DXB48_07060
ERR1913308.1006150__1.1006150	246787__A0A3D6ARN8__yehU_6
ERR1913308.1006167__1.1006167	1262753__R5BAP6__BN813_01649
ERR1913308.1006256__1.1006256	328814__GCA_004558275.1_00293
ERR1913308.1006291__1.1006291	35833__E5Y875__HMPREF0179_02391
ERR1913308.1006335__1.1006335	166486__D4KVZ4__sleB_3
ERR1913308.1006406__1.1006406	820__A0A374Q4X1__HMPREF2141_02370
ERR1913308.1006425__1.1006425	1262753__R5B3F1__BN813_01888
ERR1913308.1006432__1.1006432	1262992__R5DC57__BN795_01509
ERR1913308.1006474__1.1006474	626929__F3PGX7__B5F97_10750
ERR1913308.1006815__1.1006815	28052__A0A174KUL2__phoR_1
ERR1913308.1007198__1.1007198	853__A0A173YYY4__DWZ04_09420
ERR1913308.1007368__1.1007368	39485__C4Z355__ERS852490_01971
ERR1913308.1007406__1.1007406	821__A0A3E4KIM1__M097_3660
ERR1913308.1007547__1.1007547	39491__A0A396FF66__DXD95_01810
ERR1913308.1007486__1.1007486	166486__C7GAX1__ERS852572_03188
ERR1913308.1007505__1.1007505	166486__D4KXK8__xynB_1
ERR1913308.1007702__1.1007702	820__I9TWZ7__DXC80_10550
ERR1913308.1007795__1.1007795	674529__A0A174I6X2__DXB21_05420
ERR1913308.1007830__1.1007830	216816__A0A061M1M5__HMPREF0177_01046
ERR1913308.1007859__1.1007859	1520815__A0A1I3NE76__SAMN02910435_01328
ERR1913308.1007872__1.1007872	46506__A0A108T991__AA415_01433
ERR1913308.1007961__1.1007961	1262753__R5B874__BN813_02125
ERR1913308.1008014__1.1008014	1262753__R5B1J6__BN813_01319
ERR1913308.1008100__1.1008100	820__A0A174KKV6__DXC07_02635
ERR1913308.1008113__1.1008113	166486__D4L284__ERS852572_01651
ERR1913308.1008120__1.1008120	626929__F3PLK3__SAMN05444376_0455
ERR1913308.1008187__1.1008187	291644__R5JG91__HMPREF1532_01961
ERR1913308.1008215__1.1008215	818__A0A0N7I9H8__ERS852461_00040
ERR1913308.1008225__1.1008225	246787__R6KQ08__AA416_01934
ERR1913308.1008481__1.1008481	1262753__R5B5Z6__BN813_00492
ERR1913308.1008529__1.1008529	626929__F3PEC1__SAMN05444376_2633
ERR1913308.1008637__1.1008637	674529__A0A174P761__SAMN05444400_106145
ERR1913308.1008868__1.1008868	820__A0A139K1Y6__DXB48_02610
ERR1913308.1008914__1.1008914	1263109__GCA_000438135.1_00835
ERR1913308.1008945__1.1008945	74426__rpoB
ERR1913308.1009095__1.1009095	1235793__R9KSF0__C809_01679
ERR1913308.1009099__1.1009099	214856__I3YPR5__ERS852447_01364
ERR1913308.1009363__1.1009363	853__A0A174BZY1__xerD_1
ERR1913308.1009457__1.1009457	853__A0A173T6P2__DWZ46_14595
ERR1913308.1009530__1.1009530	47678__A5ZL09__BACCAC_03608
ERR1913308.1009586__1.1009586	88431__A0A174EJA6__DXB16_03345
ERR1913308.1009672__1.1009672	1262753__R5B072__BN813_02023
ERR1913308.1009738__1.1009738	821__U6RDC2__DXD46_15675
ERR1913308.1009815__1.1009815	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913308.1009856__1.1009856	821__A0A174WBC9__ERS852556_03145
ERR1913308.1009865__1.1009865	820__A0A139K2N9__DXB62_12420
ERR1913308.1009883__1.1009883	853__A0A173T751__C4N24_10280
ERR1913308.1009906__1.1009906	46228__V8CE19__DXD17_01950
ERR1913308.1010047__1.1010047	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913308.1010067__1.1010067	40518__R5E4X1__DXD93_05270
ERR1913308.1010375__1.1010375	166486__D4L457__ROSINTL182_07087
ERR1913308.1010586__1.1010586	39485__A0A174ZBK4__ERS852490_01585
ERR1913308.1010688__1.1010688	821__A0A396F598__CUU_3259
ERR1913308.1010703__1.1010703	39491__A0A173VH71__ERS852497_01827
ERR1913308.1010903__1.1010903	1160721__W0U1Y5__BHW50_01965
ERR1913308.1011141__1.1011141	626940__E8LFZ5__HMPREF9443_01789
ERR1913308.1011170__1.1011170	820__A0A174F0C1__nreB
ERR1913308.1011231__1.1011231	820__A0A3E4W984__pssA
ERR1913308.1011263__1.1011263	1262777__R5VL09__BN512_01862
ERR1913308.1011339__1.1011339	820__A7V470__HMPREF1072_02076
ERR1913308.1011527__1.1011527	1262743__R5C054__BN727_01980
ERR1913308.1011655__1.1011655	165179__A0A174SA26__PREVCOP_05758
ERR1913308.1011726__1.1011726	204516__U6RR05__HMPREF1534_00736
ERR1913308.1011922__1.1011922	823__A0A395YSW8__CF162_05645
ERR1913308.1011990__1.1011990	820__A0A374Q854__HMPREF1073_03281
ERR1913308.1012115__1.1012115	1160721__R6SUP4__vanY3
ERR1913308.1012236__1.1012236	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913308.1012315__1.1012315	853__A0A3E2V168__FAEPRAM212_00929
ERR1913308.1012358__1.1012358	97253__N2A756__C823_05027
ERR1913308.1012376__1.1012376	626929__R6MB88__B5F97_05310
ERR1913308.1012427__1.1012427	40518__R5DZU5__RBL263_00458
ERR1913308.1012645__1.1012645	820__A0A374QGD2__ERS852421_02382
ERR1913308.1012651__1.1012651	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913308.1012658__1.1012658	1262753__R5B0D6__BN813_01004
ERR1913308.1012778__1.1012778	291644__I9HG96__HMPREF1071_03510
ERR1913308.1012836__1.1012836	39485__A0A174ZLN0__EUBELI_00120
ERR1913308.1012896__1.1012896	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913308.1012910__1.1012910	820__A7VAR9__ERS852421_00197
ERR1913308.1012948__1.1012948	649756__E5VJ94__CL2_21810
ERR1913308.1013069__1.1013069	239935__A0A2N8IXN0__CXT95_01765
ERR1913308.1013092__1.1013092	338188__A0A174EU88__BACFIN_08820
ERR1913308.1013321__1.1013321	357276__A0A076IS26__EL88_15950
ERR1913308.1013348__1.1013348	1262753__R5B189__BN813_02086
ERR1913308.1013507__1.1013507	820__A0A174M9V5__M093_0237
ERR1913308.1013650__1.1013650	820__A0A396EUU8__luxQ_3
ERR1913308.1013656__1.1013656	820__R9I2U8__DXC68_09590
ERR1913308.1013727__1.1013727	649756__D4MXW9__ERS852520_02286
ERR1913308.1013737__1.1013737	39485__C4Z684__ERS852492_01895
ERR1913308.1013847__1.1013847	39491__A0A174K265__DXB76_05915
ERR1913308.1013901__1.1013901	291644__I8YWU4__HMPREF1532_01473
ERR1913308.1013969__1.1013969	487174__K0X429__HMPREF9448_00932
ERR1913308.1014049__1.1014049	291644__I9SJA4__ERS852428_03529
ERR1913308.1014053__1.1014053	40518__R5DLW4__thiN
ERR1913308.1014076__1.1014076	1262753__R5AZB4__BN813_00782
ERR1913308.1014103__1.1014103	47678__R5U7A9__C5Z00_03635
ERR1913308.1014191__1.1014191	246787__A0A0P0GCR8__xynD_3
ERR1913308.1014206__1.1014206	291644__I8Z4N9__HMPREF1532_01310
ERR1913308.1014628__1.1014628	39491__A0A3E4E7C5__DXB69_03255
ERR1913308.1014630__1.1014630	39486__R6S7Q3__DXD84_03220
ERR1913308.1014750__1.1014750	39491__A0A174K265__DXB76_05915
ERR1913308.1014823__1.1014823	820__A0A174DZ97__SAMN05444418_101240
ERR1913308.1014841__1.1014841	39485__C4Z684__ERS852492_01895
ERR1913308.1014817__1.1014817	410072__A0A173Y2U9__aprX_2
ERR1913308.1014950__1.1014950	853__A0A173T751__C4N24_10280
ERR1913308.1014987__1.1014987	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913308.1015110__1.1015110	1262930__R6AVG7__BN693_02115
ERR1913308.1015755__1.1015755	291644__I8YR49__ERS852428_01188
ERR1913308.1015763__1.1015763	820__A0A139K4T0__ERS852510_03146
ERR1913308.1015955__1.1015955	626940__E8LGW7__HMPREF9443_02123
ERR1913308.1016085__1.1016085	1897011__A0A1Q6RET2__BHW41_04000
ERR1913308.1016107__1.1016107	46228__V8C5M9__HMPREF1202_01286
ERR1913308.1016144__1.1016144	291644__I8YXS6__HMPREF1071_01285
ERR1913308.1016369__1.1016369	853__A0A174BZY1__xerD_1
ERR1913308.1016775__1.1016775	820__A0A139KIL9__DXC68_05945
ERR1913308.1016858__1.1016858	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913308.1016920__1.1016920	821__A0A174AYT0__DXC02_03530
ERR1913308.1016936__1.1016936	292800__U2BU47__ERS852544_01880
ERR1913308.1017250__1.1017250	1160721__W0U2P8__RBI_I00340
ERR1913308.1017386__1.1017386	853__A0A3E2U7E6__ERS852582_01640
ERR1913308.1017482__1.1017482	821__A0A174WBC9__ERS852556_03145
ERR1913308.1017641__1.1017641	214851__D1PSM4__SUBVAR_07407
ERR1913308.1017839__1.1017839	821__A0A0P0LFP6__C5Z04_13890
ERR1913308.1017779__1.1017779	820__R9I2U8__DXC68_09590
ERR1913308.1017794__1.1017794	216816__A0A395XZB7__DXD37_04075
ERR1913308.1017800__1.1017800	39491__A0A395V0H6__ERS852580_02570
ERR1913308.1017963__1.1017963	410072__A0A174E1G6__phoR_6
ERR1913308.1017947__1.1017947	166486__D4L0J8__ROSINTL182_08089
ERR1913308.1018274__1.1018274	823__A0A174DZM1__DDY96_10310
ERR1913308.1018556__1.1018556	46228__B5CKX6__RUMLAC_00090
ERR1913308.1018786__1.1018786	820__A0A3E4HWJ4__DXD40_05945
ERR1913308.1018919__1.1018919	626929__R6LKK1__B5F24_07400
ERR1913308.1019248__1.1019248	1262743__R5C054__BN727_01980
ERR1913308.1019254__1.1019254	820__A0A3E4XM43__DXC91_13960
ERR1913308.1019386__1.1019386	301302__R5UNJ6__M72_26701
ERR1913308.1019361__1.1019361	40520__A0A396A0Q9__DXC87_14025
ERR1913308.1019530__1.1019530	39491__A0A173TM76__DXB72_10535
ERR1913308.1019589__1.1019589	394340__glnA_1
ERR1913308.1019736__1.1019736	39491__A0A395ZG74__licR
ERR1913308.1019775__1.1019775	394340__uvrC
ERR1913308.1019813__1.1019813	39485__A0A174ZA08__EUBELI_01019
ERR1913308.1019996__1.1019996	820__A0A396CMY7__HMPREF1072_03009
ERR1913308.1020052__1.1020052	821__R7P1Q7__M099_2990
ERR1913308.1020103__1.1020103	821__A0A174NM17__lacZ_6
ERR1913308.1020165__1.1020165	820__A0A174R952__DXB48_02570
ERR1913308.1020261__1.1020261	166486__D4L0J8__ROSINTL182_08089
ERR1913308.1020399__1.1020399	39491__A0A174LTW7__DXD13_08720
ERR1913308.1020419__1.1020419	39485__C4Z5L8__ERS852490_00665
ERR1913308.1020546__1.1020546	291645__I8WZT8__HMPREF1068_04327
ERR1913308.1020608__1.1020608	88431__A0A173UIQ4__lip2
ERR1913308.1020698__1.1020698	1262753__R5B274__BN813_01516
ERR1913308.1020769__1.1020769	204516__U6RPN2__HMPREF1534_00368
ERR1913308.1020869__1.1020869	820__A0A1T4IY71__HMPREF2141_02402
ERR1913308.1021012__1.1021012	820__A0A139K8N1__ERS852554_00951
ERR1913308.1021164__1.1021164	40518__R5DU38__DXD83_06770
ERR1913308.1021290__1.1021290	39491__A0A395UUN5__EUBREC_0291
ERR1913308.1021321__1.1021321	820__A0A3E4WCX3__C801_02709
ERR1913308.1021345__1.1021345	166486__D4L284__ERS852572_01651
ERR1913308.1021359__1.1021359	29361__B6FKH5__CLONEX_00621
ERR1913308.1021374__1.1021374	39491__A0A0M6WWT1__dus_2
ERR1913308.1021404__1.1021404	626929__F3PF45__B5F24_16795
ERR1913308.1021674__1.1021674	166486__D4L1P5__ERS852572_00758
ERR1913308.1021854__1.1021854	1160721__R6U5L6__RBI_I01802
ERR1913308.1022374__1.1022374	40518__R5DUG7__sbcC
ERR1913308.1022347__1.1022347	626929__F3PGX9__HMPREF9445_01323
ERR1913308.1022538__1.1022538	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913308.1022555__1.1022555	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913308.1022726__1.1022726	40518__R5DTW7__phoU
ERR1913308.1022709__1.1022709	820__A0A174M9V5__M093_0237
ERR1913308.1022715__1.1022715	821__A0A396F598__CUU_3259
ERR1913308.1022991__1.1022991	853__A0A174BA00__DW905_01145
ERR1913308.1023068__1.1023068	853__A0A173SUU8__CGS54_06840
ERR1913308.1023137__1.1023137	1099853__G9S127__NSB1T_01845
ERR1913308.1023344__1.1023344	39485__A0A174YKY3__EUBELI_00877
ERR1913308.1023605__1.1023605	1262753__R5B0G5__BN813_01922
ERR1913308.1023580__1.1023580	1262753__R5B890__BN813_02145
ERR1913308.1023646__1.1023646	246787__I8V2S2__BACCELL_02524
ERR1913308.1023765__1.1023765	301302__A0A0M6WF57__M72_22681
ERR1913308.1024003__1.1024003	1262753__R5B0D1__BN813_02073
ERR1913308.1024155__1.1024155	820__A0A396EWL3__ERS417307_03868
ERR1913308.1024177__1.1024177	823__A0A355XKR1__DHP27_04035
ERR1913308.1024186__1.1024186	649756__D4MUZ2__ERS852571_00392
ERR1913308.1024369__1.1024369	46228__V8BPD3__HMPREF1202_02498
ERR1913308.1024628__1.1024628	39485__A0A174Z2K9__ERS852490_02052
ERR1913308.1024643__1.1024643	40518__R5DXW3__DXD86_07900
ERR1913308.1024873__1.1024873	39491__D6E118__DXB69_05765
ERR1913308.1024927__1.1024927	820__A0A174F696__macB_13
ERR1913308.1025254__1.1025254	418240__C6JFD7__ERS852523_02475
ERR1913308.1025431__1.1025431	39491__A0A174LTW7__DXD13_08720
ERR1913308.1025518__1.1025518	823__A0A355XKR1__DHP27_04035
ERR1913308.1025544__1.1025544	820__A7UYX8__DXD40_11635
ERR1913308.1025646__1.1025646	1262824__R6RKD3__BN719_00225
ERR1913308.1025671__1.1025671	853__A0A173XRA8__CGS56_09290
ERR1913308.1025737__1.1025737	39491__A0A395ZDC6__addB
ERR1913308.1025934__1.1025934	39491__A0A395UZZ5__htpG_1
ERR1913308.1026007__1.1026007	853__C7H7F5__DWZ46_01780
ERR1913308.1026073__1.1026073	28117__B0MWH8__BHV66_01330
ERR1913308.1026341__1.1026341	823__A6LGI3__DXB14_09215
ERR1913308.1026619__1.1026619	46228__B5CPX5__RUMLAC_01520
ERR1913308.1026627__1.1026627	39491__A0A395ZE48__DXB76_02395
ERR1913308.1026727__1.1026727	1262753__R5B0D6__BN813_01004
ERR1913308.1026904__1.1026904	1284680__A0A095WT82__HMPREF1627_04130
ERR1913308.1026933__1.1026933	61171__B9Y5T9__HOLDEFILI_01171
ERR1913308.1026962__1.1026962	1160721__W0U330__BHW50_08125
ERR1913308.1027461__1.1027461	39496__A5Z5I2__EUBVEN_00963
ERR1913308.1027495__1.1027495	853__A0A2A7A628__CGS57_13755
ERR1913308.1027674__1.1027674	410072__A0A173XQG6__ERS852574_01620
ERR1913308.1027786__1.1027786	28052__A0A174GS61__ERS852451_00341
ERR1913308.1027998__1.1027998	853__A0A174C5M1__CGS58_04460
ERR1913308.1027971__1.1027971	1262753__R5B0D1__BN813_02073
ERR1913308.1028042__1.1028042	28117__B0MTH2__ALIPUT_00061
ERR1913308.1028111__1.1028111	820__A0A374Q854__HMPREF1073_03281
ERR1913308.1028299__1.1028299	1297617__A0A0S2W827__C7373_107121
ERR1913308.1028309__1.1028309	358743__G5HST5__HMPREF9469_05647
ERR1913308.1028336__1.1028336	820__A0A139JRS5__HMPREF1073_04025
ERR1913308.1028438__1.1028438	384638__B7ASI3__BACPEC_02038
ERR1913308.1028748__1.1028748	1262777__R5W5N8__BN512_01774
ERR1913308.1028811__1.1028811	28117__B0MY41__BHV66_05165
ERR1913308.1028871__1.1028871	28052__A0A174YMS1__ERS852499_02271
ERR1913308.1028878__1.1028878	1160721__W0U3Z9__RBI_I00543
ERR1913308.1029068__1.1029068	246787__R6KQ08__AA416_01934
ERR1913308.1029137__1.1029137	39491__A0A395UWZ1__DXC13_02175
ERR1913308.1029505__1.1029505	39485__A0A174Z9M2__yhbU_1
ERR1913308.1029674__1.1029674	853__A0A173XRA8__CGS56_09290
ERR1913308.1029821__1.1029821	823__A0A073I9P2__CF162_18000
ERR1913308.1029822__1.1029822	39491__D4JMW8__ERS852497_01971
ERR1913308.1029945__1.1029945	40518__R5DNI6__RBATCC27255_00844
ERR1913308.1029960__1.1029960	39491__A0A395ZKJ0__DXD13_11010
