ERR1913290.39__1.39	28118__F9Z5N6__SAMEA44545918_01718
ERR1913290.239840__1.239840	28116__E5C3L0__B5F02_21065
ERR1913290.239985__1.239985	823__A0A173VS36__M091_4727
ERR1913290.239994__1.239994	39491__A0A174G6M3__DXD13_14470
ERR1913290.240015__1.240015	820__A0A174FUF0__HMPREF1073_03308
ERR1913290.240107__1.240107	1262743__R5C054__BN727_01980
ERR1913290.240383__1.240383	821__A0A395UNT8__DXD64_15275
ERR1913290.240403__1.240403	39492__D4JQM9__EUBSIR_00669
ERR1913290.240478__1.240478	39492__D4JWL2__ERS852540_01201
ERR1913290.240540__1.240540	821__E5UY21__C800_02204
ERR1913290.240648__1.240648	28116__R6DIL2__DXD69_10970
ERR1913290.240661__1.240661	821__A0A174ALF2__BvMPK_3016
ERR1913290.240736__1.240736	821__A0A174K302__CUU_3129
ERR1913290.240928__1.240928	28116__A0A396DFW5__C5Z02_07010
ERR1913290.240947__1.240947	1099853__R7DFM0__NSB1T_03310
ERR1913290.241088__1.241088	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913290.241095__1.241095	1262743__R5C054__BN727_01980
ERR1913290.241164__1.241164	214851__D1PSL1__SUBVAR_07394
ERR1913290.241211__1.241211	1263107__GCA_000436995.1_00198
ERR1913290.241264__1.241264	821__A0A0P0L8F8__ERS852509_03705
ERR1913290.241353__1.241353	853__A0A2A7A4A9__C4N21_14870
ERR1913290.241535__1.241535	820__A0A174CG08__DXB62_13215
ERR1913290.241577__1.241577	46503__R6X0R5__DXB85_12380
ERR1913290.241598__1.241598	556259__E5C9G2__BSGG_2011
ERR1913290.241602__1.241602	821__A6L0C7__ERS852556_03520
ERR1913290.241617__1.241617	1897011__A0A1Q6REW8__BHW41_04435
ERR1913290.241711__1.241711	1262922__R6E9C2__BN487_00401
ERR1913290.241791__1.241791	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913290.241876__1.241876	1150298__A0A174R918__ERS852535_01749
ERR1913290.241900__1.241900	28116__E5C3L0__B5F02_21065
ERR1913290.241906__1.241906	301301__A0A395V736__ERS852391_01566
ERR1913290.242001__1.242001	556259__I0PXW0__BSGG_5187
ERR1913290.242044__1.242044	371601__F7LA63__HMPREF1074_04288
ERR1913290.242144__1.242144	33025__A0A395JEP7__C8D73_10844
ERR1913290.242167__1.242167	1262911__R6GPI7__BN557_00907
ERR1913290.242177__1.242177	821__A0A0P0LFP6__C5Z04_13890
ERR1913290.242226__1.242226	39491__C4Z9Y3__ERS852417_01808
ERR1913290.242336__1.242336	1897011__A0A1Q6RE67__BHW41_04635
ERR1913290.242493__1.242493	28116__A0A395VSP8__ERS852555_02642
ERR1913290.242505__1.242505	556259__I0PXW0__BSGG_5187
ERR1913290.242745__1.242745	28116__I9TDA4__BACOV975_03134
ERR1913290.242808__1.242808	28116__A0A3D2LWY1__ERS852555_01619
ERR1913290.243016__1.243016	821__C6Z087__DXB90_00750
ERR1913290.243020__1.243020	39492__D4JR58__EUBSIR_02090
ERR1913290.243043__1.243043	1262992__R5D070__BN795_00072
ERR1913290.243178__1.243178	28116__C3QMW5__M089_4133
ERR1913290.243131__1.243131	28116__A0A3A9HTT7__BACOVA_05446
ERR1913290.243307__1.243307	649756__D4MZ13__DCR88_08760
ERR1913290.243584__1.243584	1262824__R6ST66__BN719_02285
ERR1913290.243613__1.243613	28116__A0A3D2LWY1__ERS852555_01619
ERR1913290.243653__1.243653	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.243681__1.243681	166486__D4L458__ROSINTL182_07088
ERR1913290.243787__1.243787	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.243958__1.243958	214856__A0A173YXX1__ERS852559_01651
ERR1913290.244427__1.244427	28116__A0A1Y4Q112__evgS_13
ERR1913290.244657__1.244657	820__A0A3E4VXP2__yesR
ERR1913290.244639__1.244639	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913290.244736__1.244736	820__A0A3E4G2R7__DXC07_00510
ERR1913290.244754__1.244754	371601__C3R2J2__ERS852396_04353
ERR1913290.244885__1.244885	821__R7P1Q7__M099_2990
ERR1913290.245047__1.245047	39492__D4JVG7__ERS852540_00946
ERR1913290.245166__1.245166	487174__K0X488__HMPREF9448_00323
ERR1913290.245239__1.245239	214856__R5UN64__ERS852447_02669
ERR1913290.245250__1.245250	39492__D4JTL0__EUBSIR_01428
ERR1913290.245317__1.245317	820__A0A173W419__DXC68_17760
ERR1913290.245339__1.245339	28116__C3QVY2__SAMN05444282_12234
ERR1913290.245403__1.245403	28116__A0A1Y4Q112__evgS_13
ERR1913290.245469__1.245469	39492__D4JR08__ERS852540_02467
ERR1913290.245532__1.245532	817__Q64UC5__M139_2208
ERR1913290.245624__1.245624	371601__A0A1H4AKU1__BXY_45200
ERR1913290.245750__1.245750	28116__R6DIL2__DXD69_10970
ERR1913290.245845__1.245845	338188__A0A174ETX3__ERS852397_01955
ERR1913290.245875__1.245875	28116__F7L8I3__M089_1421
ERR1913290.245907__1.245907	823__C7XBX3__HMPREF1059_03212
ERR1913290.246066__1.246066	204516__U6RAM4__HMPREF1534_03439
ERR1913290.246131__1.246131	301301__A0A395VBG0__ERS852391_01236
ERR1913290.246437__1.246437	28116__A0A078QGJ1__AA414_00533
ERR1913290.246493__1.246493	1262882__R5MZF2__BN519_00592
ERR1913290.246640__1.246640	29347__B0NJX6__CLOSCI_03817
ERR1913290.246656__1.246656	214856__R6YD52__ERS852447_02171
ERR1913290.246675__1.246675	28118__R6FBE6__DHW44_11635
ERR1913290.246758__1.246758	820__R9I3Q7__HMPREF1072_01668
ERR1913290.247111__1.247111	28116__A0A1Y4Q119__DXD69_10975
ERR1913290.247210__1.247210	823__A0A355XN73__DXC05_07000
ERR1913290.247216__1.247216	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.247306__1.247306	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913290.247417__1.247417	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.247761__1.247761	817__Q8VST0__M115_3890
ERR1913290.247852__1.247852	28116__A0A395VSP8__ERS852555_02642
ERR1913290.247853__1.247853	204516__U6RAM4__HMPREF1534_03439
ERR1913290.247854__1.247854	166486__D4KPQ7__ROSINTL182_09065
ERR1913290.247895__1.247895	28116__C3QMW4__BACOVA_04147
ERR1913290.247928__1.247928	28116__E5C3L8__DXF98_06270
ERR1913290.247988__1.247988	39491__A0A174K265__DXB76_05915
ERR1913290.248144__1.248144	28116__R6DIL2__DXD69_10970
ERR1913290.248190__1.248190	1150298__A0A174DPC6__ERS852535_01374
ERR1913290.248411__1.248411	28116__A0A1Y4PZ83__DHW41_02625
ERR1913290.248422__1.248422	820__A0A139KG60__M094_2679
ERR1913290.248457__1.248457	487175__R5DY71__HMPREF9439_00300
ERR1913290.248475__1.248475	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913290.248801__1.248801	817__Q64ZX9__M067_0167
ERR1913290.248919__1.248919	820__A0A374Q8T2__DXB64_16190
ERR1913290.248877__1.248877	39492__D4JQS6__ykoD
ERR1913290.248897__1.248897	1150298__A0A174EA00__ERS852406_01720
ERR1913290.249008__1.249008	1550024__A0A3B9WIW5__TQ39_04755
ERR1913290.249146__1.249146	28116__I9SW74__BACOVA_04237
ERR1913290.249176__1.249176	1262992__R5D5B1__BN795_00105
ERR1913290.249312__1.249312	28116__A0A395VSP8__ERS852555_02642
ERR1913290.249394__1.249394	28116__A7LS06__HMPREF2532_04668
ERR1913290.249668__1.249668	28116__A0A3D2LPA1__CUY_3388
ERR1913290.249813__1.249813	28116__D4WLZ3__C5Z02_24105
ERR1913290.249849__1.249849	28116__F7L4X5__M089_2857
ERR1913290.249901__1.249901	39492__D4JSS2__EUBSIR_00553
ERR1913290.250193__1.250193	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913290.250259__1.250259	1897011__A0A1Q6RF71__BHW41_03215
ERR1913290.250337__1.250337	28116__A0A395VZB9__Bovatus_03205
ERR1913290.250415__1.250415	371601__F7LA63__HMPREF1074_04288
ERR1913290.250385__1.250385	292800__A0A174Y0J1__HMPREF0372_03035
ERR1913290.250422__1.250422	28116__A7M344__BACOV975_04644
ERR1913290.250525__1.250525	28116__C3QXZ9__DXA80_15295
ERR1913290.250459__1.250459	39492__D4JWY7__EUBSIR_01655
ERR1913290.250603__1.250603	820__A7V092__hldE
ERR1913290.250608__1.250608	28116__E5C5U2__HMPREF2532_02418
ERR1913290.250667__1.250667	39492__D4JUP6__ERS852540_01404
ERR1913290.250675__1.250675	39492__D4JUR4__ERS852540_01427
ERR1913290.250693__1.250693	28116__A7LXT7__HMPREF1070_00356
ERR1913290.250835__1.250835	1150298__A0A174KZR5__ERS852498_01375
ERR1913290.250964__1.250964	310298__B3JQJ5__BACCOP_04231
ERR1913290.250972__1.250972	823__D7IXG8__ERS852560_01232
ERR1913290.251110__1.251110	821__A0A0P0LJ37__DXB82_14270
ERR1913290.251363__1.251363	39492__D4JTW6__ERS852540_00220
ERR1913290.251369__1.251369	674529__A0A174EXC1__DXB21_01255
ERR1913290.251353__1.251353	28116__A0A1Y4Q112__evgS_13
ERR1913290.251297__1.251297	28116__A0A139LL51__B5F02_01570
ERR1913290.251306__1.251306	28116__C3QMW5__M089_4133
ERR1913290.251550__1.251550	28116__A0A078QGJ1__AA414_00533
ERR1913290.251711__1.251711	2108523__A0A2P2F4H9__LAWASA_905
ERR1913290.251796__1.251796	39492__D4JQP0__ypeB
ERR1913290.251765__1.251765	820__A7UYX8__DXD40_11635
ERR1913290.251845__1.251845	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913290.251914__1.251914	28116__F7M1Q5__CUY_1584
ERR1913290.252149__1.252149	28116__C3QXZ9__DXA80_15295
ERR1913290.252188__1.252188	821__E5UY21__C800_02204
ERR1913290.252304__1.252304	28116__D4WJ30__DHW41_06080
ERR1913290.252261__1.252261	556259__E5C6L5__BSGG_0298
ERR1913290.252560__1.252560	28116__E5CHV5__B5F02_08530
ERR1913290.252579__1.252579	823__A6LB63__M095_1847
ERR1913290.252603__1.252603	28116__A0A1Y4Q367__ERS852555_04706
ERR1913290.252641__1.252641	301301__A0A395VDQ5__RHOM_08975
ERR1913290.252695__1.252695	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913290.252725__1.252725	28116__D7J6A7__NCTC11153_02798
ERR1913290.252838__1.252838	39492__D4JRM9__bglB_2
ERR1913290.252799__1.252799	1263006__R6LU28__BN515_01365
ERR1913290.252941__1.252941	39492__D4JTG7__EUBSIR_00572
ERR1913290.253065__1.253065	28116__E5CHV5__B5F02_08530
ERR1913290.253158__1.253158	28116__A7LXU0__HMPREF1070_00358
ERR1913290.253265__1.253265	1150298__A0A174L2G3__ERS852498_01371
ERR1913290.253418__1.253418	820__R9I324__HMPREF2141_02414
ERR1913290.253806__1.253806	29466__D1YPG9__HMPREF1865_00598
ERR1913290.253821__1.253821	28116__I9ST00__M088_5588
ERR1913290.253880__1.253880	39492__D4JVT0__EUBSIR_00059
ERR1913290.253887__1.253887	821__A0A0P0M2J4__DXD46_10295
ERR1913290.253908__1.253908	28116__A7LXU0__HMPREF1070_00358
ERR1913290.253995__1.253995	28116__I9AKR7__DXA80_22960
ERR1913290.253952__1.253952	1262882__R5MXW0__BN519_00317
ERR1913290.254045__1.254045	239935__A0A2N8IUQ8__CXU09_01665
ERR1913290.254022__1.254022	214856__R6Z5D0__resA_4
ERR1913290.254236__1.254236	820__A0A374QGD2__ERS852421_02382
ERR1913290.254291__1.254291	1262920__R5KD76__BN467_01465
ERR1913290.254296__1.254296	310298__B3JQJ5__BACCOP_04231
ERR1913290.254465__1.254465	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913290.254473__1.254473	28117__B0MY82__BHV66_04755
ERR1913290.254517__1.254517	1897011__A0A1Q6RE76__BHW41_04850
ERR1913290.254610__1.254610	28117__B0MU58__BHV66_05630
ERR1913290.254541__1.254541	1262882__R5N1T9__BN519_00804
ERR1913290.254648__1.254648	28118__R6G2E8__DHW44_05790
ERR1913290.254684__1.254684	410072__C0B8Z3__ERS852525_03236
ERR1913290.254809__1.254809	39492__D4JWY1__rnfA_1
ERR1913290.254925__1.254925	821__A0A174TD86__C800_00949
ERR1913290.255038__1.255038	823__A0A073I5R7__cloSI
ERR1913290.255050__1.255050	328814__GCA_004558275.1_00234
ERR1913290.255075__1.255075	1897011__A0A1Q6RE52__BHW41_04690
ERR1913290.255099__1.255099	817__A0A015S228__M065_4173
ERR1913290.255229__1.255229	357276__B6W1J2__BACDOR_03380
ERR1913290.255272__1.255272	371601__D7J3Z9__CW1_1788
ERR1913290.255463__1.255463	28116__C3R1N5__SAMN05444282_12443
ERR1913290.255525__1.255525	821__A0A0P0L8F8__ERS852509_03705
ERR1913290.255591__1.255591	371601__A0A1H4AKU1__BXY_45200
ERR1913290.255639__1.255639	820__A0A173YYG4__evgS_3
ERR1913290.255908__1.255908	28116__A7LXT4__DXF98_03755
ERR1913290.255974__1.255974	671267__R9IB12__C802_00696
ERR1913290.256120__1.256120	33025__A0A395JA92__C8D73_108100
ERR1913290.256188__1.256188	329854__R5LZK1__DXD27_00590
ERR1913290.256294__1.256294	246787__A0A0P0GNB7__xyl4
ERR1913290.256300__1.256300	360807__A0A0M6WW50__ROSEINA2194_00764
ERR1913290.256339__1.256339	1262743__R5C054__BN727_01980
ERR1913290.256379__1.256379	328814__GCA_004558275.1_00079
ERR1913290.256434__1.256434	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913290.256487__1.256487	39492__D4MIY5__EUBSIR_00233
ERR1913290.256615__1.256615	301301__G2SZ66__RHOM_00485
ERR1913290.256672__1.256672	28116__D4WLZ3__C5Z02_24105
ERR1913290.256784__1.256784	246787__R6KBH9__HMPREF1062_04676
ERR1913290.256808__1.256808	39492__D4JTG7__EUBSIR_00572
ERR1913290.256828__1.256828	214856__I3YPI7__pepD_1
ERR1913290.256896__1.256896	40520__A5ZSL9__DXC87_07025
ERR1913290.256944__1.256944	820__A0A396CMY7__HMPREF1072_03009
ERR1913290.257110__1.257110	33025__A0A395JE11__C8D73_101318
ERR1913290.257777__1.257777	821__C3RB94__DXC03_15585
ERR1913290.257948__1.257948	214856__A0A173YXX1__ERS852559_01651
ERR1913290.258056__1.258056	671267__R9IB12__C802_00696
ERR1913290.258184__1.258184	246787__A0A108TGC9__BACCELL_01371
ERR1913290.258186__1.258186	1263107__GCA_000436995.1_00213
ERR1913290.258228__1.258228	328814__GCA_004558275.1_00234
ERR1913290.258283__1.258283	35833__E5Y6B3__HMPREF0179_01726
ERR1913290.258323__1.258323	28116__E5CH90__M089_2359
ERR1913290.258460__1.258460	387090__S0F8B2__BACCOPRO_02129
ERR1913290.258555__1.258555	556259__I0PXW0__BSGG_5187
ERR1913290.258994__1.258994	1262948__R7E9D8__BN671_02221
ERR1913290.259186__1.259186	1720294__U2BCZ9__DWY69_04765
ERR1913290.259252__1.259252	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.259326__1.259326	28116__A0A395VUS9__DXD69_03560
ERR1913290.259546__1.259546	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913290.259590__1.259590	674529__R6UY37__SAMN05444400_12650
ERR1913290.259684__1.259684	28116__A0A1Y4P7B7__M088_2098
ERR1913290.259665__1.259665	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913290.259657__1.259657	458033__GCA_001482755.1_02203
ERR1913290.259733__1.259733	28116__D4WLZ3__C5Z02_24105
ERR1913290.259876__1.259876	214856__R6YC22__ERS852447_01215
ERR1913290.259925__1.259925	28116__I9T1P7__BACOV975_02228
ERR1913290.260029__1.260029	246787__E2NH87__BcellWH2_04496
ERR1913290.260200__1.260200	328814__GCA_004558275.1_00296
ERR1913290.260342__1.260342	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913290.260384__1.260384	387090__S0F8B2__BACCOPRO_02129
ERR1913290.260711__1.260711	246787__A0A0P0G254__axeA1_2
ERR1913290.260714__1.260714	556259__E5C690__BSGG_1431
ERR1913290.260757__1.260757	28116__F7L8H9__BACOVA_00587
ERR1913290.260805__1.260805	357276__B6VYT9__HMPREF1063_05030
ERR1913290.260809__1.260809	820__I9A4U7__DHU98_12785
ERR1913290.260810__1.260810	820__A0A174QT76__B5G17_18060
ERR1913290.261030__1.261030	214851__D1PSK7__SUBVAR_07390
ERR1913290.261157__1.261157	371601__A0A139LNL6__ERS852396_04350
ERR1913290.261441__1.261441	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.261487__1.261487	821__A0A396F9T7__M097_3427
ERR1913290.261500__1.261500	28116__C3QMW5__M089_4133
ERR1913290.261586__1.261586	39492__D4JTK2__EUBSIR_01439
ERR1913290.261621__1.261621	821__D4VD59__BHV80_04260
ERR1913290.261746__1.261746	214856__R6XNE7__ERS852447_02267
ERR1913290.261780__1.261780	853__C7H1R8__DW905_06675
ERR1913290.261871__1.261871	745368__A0A1T4X705__SAMN02745178_01472
ERR1913290.262013__1.262013	338188__R6RT73__HMPREF1057_02828
ERR1913290.262164__1.262164	1262882__R5MM10__BN519_01679
ERR1913290.262373__1.262373	821__A0A174TD86__C800_00949
ERR1913290.262350__1.262350	28116__E5C3L8__DXF98_06270
ERR1913290.262434__1.262434	820__A0A396EUU8__luxQ_3
ERR1913290.262452__1.262452	820__A0A3E4W9D9__B5G17_12400
ERR1913290.262456__1.262456	28116__A0A3D2LWY1__ERS852555_01619
ERR1913290.262616__1.262616	821__D4VD59__BHV80_04260
ERR1913290.262794__1.262794	88431__A0A3D0EYA4__atpH
ERR1913290.262897__1.262897	214856__A0A174EQR4__rsmA
ERR1913290.263005__1.263005	28116__E5CHV5__B5F02_08530
ERR1913290.263036__1.263036	246787__R6LGA6__tmoS_11
ERR1913290.263047__1.263047	28116__C3QN68__BACOVA_04250
ERR1913290.263143__1.263143	28116__A7M344__BACOV975_04644
ERR1913290.263191__1.263191	820__A0A139JRH8__HMPREF2141_04326
ERR1913290.263363__1.263363	216816__V6XY04__APK78_02285
ERR1913290.263378__1.263378	28116__A0A1Y4PWN5__M088_3731
ERR1913290.263486__1.263486	371601__I9ABK9__B5E50_12420
ERR1913290.263501__1.263501	246787__A0A0P0G684__cirA_10
ERR1913290.263513__1.263513	28116__A0A396DFW5__C5Z02_07010
ERR1913290.263568__1.263568	1262992__R5D6J2__BN795_00288
ERR1913290.263572__1.263572	28116__A7M018__M089_5540
ERR1913290.263576__1.263576	1262911__R6GXS5__BN557_00160
ERR1913290.263590__1.263590	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913290.263697__1.263697	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913290.263719__1.263719	820__A0A3E4G3J9__ERS852459_02265
ERR1913290.263828__1.263828	1897011__A0A1Q6REP0__BHW41_04040
ERR1913290.264071__1.264071	28116__A0A0J9IIV5__M089_5519
ERR1913290.264134__1.264134	39492__D4MIX3__ERS852540_01230
ERR1913290.264181__1.264181	28116__A7LS06__HMPREF2532_04668
ERR1913290.264252__1.264252	1262992__R5CY03__BN795_01148
ERR1913290.264267__1.264267	28116__A0A1G8H1M8__DXF98_11065
ERR1913290.264445__1.264445	28117__B0MTY2__BHV66_06485
ERR1913290.264511__1.264511	28116__E5CHV5__B5F02_08530
ERR1913290.264592__1.264592	821__D4V4X2__DXC16_18525
ERR1913290.264700__1.264700	39491__C4ZF05__vpr
ERR1913290.264769__1.264769	1262911__R6GQM3__BN557_01245
ERR1913290.264811__1.264811	39491__A0A395UXH0__EUBREC_0021
ERR1913290.265038__1.265038	820__A7UYX8__DXD40_11635
ERR1913290.265085__1.265085	487174__K0XG34__HMPREF9448_02234
ERR1913290.265101__1.265101	1628085__A0A2U1BAH2__C7386_11127
ERR1913290.265148__1.265148	357276__I9QBT7__BSEG_03340
ERR1913290.265137__1.265137	1150298__A0A174E950__ERS852498_02096
ERR1913290.265217__1.265217	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.265298__1.265298	820__A7V470__HMPREF1072_02076
ERR1913290.265302__1.265302	820__A0A174DZ97__SAMN05444418_101240
ERR1913290.265336__1.265336	39492__D4JUL3__nreC_2
ERR1913290.265355__1.265355	28117__B0MY40__BHV66_05170
ERR1913290.265369__1.265369	821__A0A174V2F3__NCTC10583_01474
ERR1913290.265402__1.265402	28116__F7L4N5__BACOVA_00137
ERR1913290.265409__1.265409	28118__F9Z4Y7__DF785_06945
ERR1913290.265710__1.265710	820__A0A174A6K0__M093_0079
ERR1913290.265825__1.265825	853__E2ZGD9__C7J97_11715
ERR1913290.266001__1.266001	39485__C4Z390__EUBELI_01689
ERR1913290.266010__1.266010	246787__A0A108T429__BACCELL_00192
ERR1913290.266350__1.266350	28116__A0A3D2LPA1__CUY_3388
ERR1913290.266411__1.266411	821__A0A174NM17__lacZ_6
ERR1913290.266528__1.266528	28116__D4WJ30__DHW41_06080
ERR1913290.266592__1.266592	821__E5UY21__C800_02204
ERR1913290.266654__1.266654	28116__A0A078QF71__HMPREF1070_01231
ERR1913290.266704__1.266704	1318__A0A3E4U8W0__trpD
ERR1913290.266795__1.266795	214856__R6XS46__ERS852559_00812
ERR1913290.266837__1.266837	821__A0A3E4HP25__SAMN04487923_102450
ERR1913290.266848__1.266848	371601__E5CE41__ERS852396_04351
ERR1913290.266888__1.266888	28116__C3QXZ9__DXA80_15295
ERR1913290.267133__1.267133	28116__A0A395VSP8__ERS852555_02642
ERR1913290.267084__1.267084	821__A0A396F9T7__M097_3427
ERR1913290.267252__1.267252	1262743__R5C054__BN727_01980
ERR1913290.267544__1.267544	1897011__A0A1Q6REU9__BHW41_04345
ERR1913290.267637__1.267637	39492__R6SPM9__pheT
ERR1913290.267666__1.267666	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.267728__1.267728	33025__A0A395JEP7__C8D73_10844
ERR1913290.267811__1.267811	1262882__R5MKV8__BN519_01281
ERR1913290.267867__1.267867	28116__F7M1Q5__CUY_1584
ERR1913290.267888__1.267888	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913290.267946__1.267946	28116__I9SW74__BACOVA_04237
ERR1913290.267995__1.267995	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913290.268108__1.268108	28116__E5CHV5__B5F02_08530
ERR1913290.268071__1.268071	556259__I0PYL9__BSGG_5205
ERR1913290.268089__1.268089	28116__A0A139LKF7__DXA80_16100
ERR1913290.268175__1.268175	28116__E5CHV5__B5F02_08530
ERR1913290.268261__1.268261	820__A0A139K1Y6__DXB48_02610
ERR1913290.268330__1.268330	823__A0A355XH29__lolE_1
ERR1913290.268542__1.268542	39485__A0A175A273__plsX_2
ERR1913290.268690__1.268690	28116__A0A1Y4PH15__DXA80_17985
ERR1913290.268751__1.268751	821__A0A173XDD3__DXB82_17180
ERR1913290.268757__1.268757	28116__C3QMW5__M089_4133
ERR1913290.268863__1.268863	1099853__G9S6N8__NSB1T_13280
ERR1913290.268962__1.268962	28116__A7LYG5__M089_5828
ERR1913290.269012__1.269012	823__A6LHU5__M092_0203
ERR1913290.269116__1.269116	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913290.269145__1.269145	371601__F7LYR1__DXD03_13150
ERR1913290.269235__1.269235	821__E5UMZ6__BVU_1450
ERR1913290.269247__1.269247	487175__R5EK97__HMPREF9439_01943
ERR1913290.269323__1.269323	28116__A0A396DFW5__C5Z02_07010
ERR1913290.269354__1.269354	28116__A7LYG5__M089_5828
ERR1913290.269364__1.269364	246787__E2NCX3__HMPREF1062_01637
ERR1913290.269427__1.269427	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913290.269441__1.269441	28116__F7M1Q5__CUY_1584
ERR1913290.269592__1.269592	820__A0A173YYG4__evgS_3
ERR1913290.269798__1.269798	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.269908__1.269908	28116__A0A078QGJ1__AA414_00533
ERR1913290.270008__1.270008	28116__E5C687__DXA80_21890
ERR1913290.269997__1.269997	853__A0A173YYY4__DWZ04_09420
ERR1913290.270081__1.270081	46503__R6XCJ0__PARMER_01847
ERR1913290.270317__1.270317	823__A0A395YY84__DXC05_19515
ERR1913290.270338__1.270338	410072__C0BF75__ERS852389_02248
ERR1913290.270402__1.270402	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.270467__1.270467	1150298__A0A174I2L4__ERS852535_01377
ERR1913290.270472__1.270472	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913290.270666__1.270666	1535__A7VNP8__CH238_14985
ERR1913290.270618__1.270618	214856__I3YK71__ERS852559_02472
ERR1913290.270798__1.270798	357276__I9QBT7__BSEG_03340
ERR1913290.270776__1.270776	39492__D4JWT3__ERS852540_00301
ERR1913290.270828__1.270828	28116__A7LYG5__M089_5828
ERR1913290.270748__1.270748	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913290.271061__1.271061	239935__A0A139TT05__CXU09_03335
ERR1913290.271153__1.271153	820__A0A3E4VXP2__yesR
ERR1913290.271166__1.271166	166486__D4KWX6__slyA_1
ERR1913290.271198__1.271198	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.271217__1.271217	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913290.271358__1.271358	28116__E5CHV5__B5F02_08530
ERR1913290.271735__1.271735	820__A0A174DZ97__SAMN05444418_101240
ERR1913290.271862__1.271862	671267__R9IB12__C802_00696
ERR1913290.271826__1.271826	820__A7V9F9__B5G17_14640
ERR1913290.271916__1.271916	371601__A0A1H3XPY7__CW1_0993
ERR1913290.271976__1.271976	821__A0A395UNT8__DXD64_15275
