ERR1913176.458__1.458	818__A0A0P0F391__BJP75_009470
ERR1913176.506971__1.506971	1160721__W0U4W5__BHW50_05260
ERR1913176.506993__1.506993	310297__R5VHE6__BACPLE_02321
ERR1913176.507006__1.507006	820__A0A396EUU8__luxQ_3
ERR1913176.507390__1.507390	1263109__GCA_000438135.1_01117
ERR1913176.507628__1.507628	328814__GCA_004558275.1_00239
ERR1913176.507755__1.507755	1263000__R5EGY7__BN466_01478
ERR1913176.507949__1.507949	569__A0A097R354__AT03_12550
ERR1913176.508175__1.508175	1262927__R7EW33__BN677_01078
ERR1913176.508180__1.508180	310297__R5VHY5__DXD04_12265
ERR1913176.508338__1.508338	239935__A0A2N8INZ4__CXU08_03560
ERR1913176.508372__1.508372	820__A0A139KEW8__DXB64_06405
ERR1913176.508429__1.508429	301301__A0A395V9V2__nplT_1
ERR1913176.508476__1.508476	820__R9I3Q7__HMPREF1072_01668
ERR1913176.508575__1.508575	820__A0A174A6K0__M093_0079
ERR1913176.508622__1.508622	1262992__R5D2Z2__BN795_00316
ERR1913176.508736__1.508736	28117__B0MXG8__ALIPUT_01814
ERR1913176.508795__1.508795	47678__A0A174VGP6__HMPREF1061_01625
ERR1913176.508900__1.508900	310297__R5VFU0__DXD04_13360
ERR1913176.508855__1.508855	1304__C2LTN8__DL07_04840
ERR1913176.508883__1.508883	1318__I1ZNB1__HMPREF1195_01023
ERR1913176.509023__1.509023	246787__A0A0P0G684__cirA_10
ERR1913176.509520__1.509520	46506__A0A108TCU0__etk
ERR1913176.509552__1.509552	46506__B0NP81__SAMN05444283_10688
ERR1913176.509563__1.509563	820__A0A139KG04__ERS852459_01249
ERR1913176.509696__1.509696	821__A0A395UNT8__DXD64_15275
ERR1913176.509762__1.509762	820__A0A139K8N1__ERS852554_00951
ERR1913176.509755__1.509755	28116__C3R1N5__SAMN05444282_12443
ERR1913176.509760__1.509760	28117__B0MSR5__BHV66_02095
ERR1913176.509780__1.509780	46506__B0NT08__BACSTE_02624
ERR1913176.509831__1.509831	46506__R6LDN0__HMPREF1181_03103
ERR1913176.509938__1.509938	310297__B5CXJ7__DXB87_06645
ERR1913176.510176__1.510176	246787__R6KDR9__BcellWH2_02360
ERR1913176.510252__1.510252	823__A6LEF1__CF162_12695
ERR1913176.510330__1.510330	47678__A5ZEP5__CGC64_03450
ERR1913176.510335__1.510335	1897011__A0A1Q6RH35__BHW41_01705
ERR1913176.510603__1.510603	853__A0A173XRA8__CGS56_09290
ERR1913176.510628__1.510628	46503__R6X2Z6__PARMER_01597
ERR1913176.510702__1.510702	818__A0A174RFL1__ERS852511_03380
ERR1913176.510739__1.510739	1262927__R7F075__BN677_01562
ERR1913176.510783__1.510783	1099853__R7DEQ7__NSB1T_12415
ERR1913176.510844__1.510844	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913176.510886__1.510886	1262986__R6AAL4__BN492_00774
ERR1913176.510949__1.510949	246787__A0A3D6AXI0__AA416_04256
ERR1913176.511087__1.511087	328814__GCA_004558275.1_01003
ERR1913176.511069__1.511069	1263107__GCA_000436995.1_00126
ERR1913176.511058__1.511058	357276__A0A0M1W657__HMPREF1064_04629
ERR1913176.511131__1.511131	39496__A5Z5I2__EUBVEN_00963
ERR1913176.511172__1.511172	820__A0A174I980__gldH
ERR1913176.511146__1.511146	301301__A0A395V9G1__RHOM_02750
ERR1913176.511218__1.511218	357276__A0A076IYG1__B5F95_22465
ERR1913176.511277__1.511277	823__A6LFW2__M095_1860
ERR1913176.511507__1.511507	46503__R6Y8M7__ERS852463_01228
ERR1913176.511796__1.511796	28116__C3QXZ9__DXA80_15295
ERR1913176.511860__1.511860	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913176.511870__1.511870	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913176.511893__1.511893	820__A0A3E4VXP2__yesR
ERR1913176.512076__1.512076	1681__A0A0M4MI21__BBB_0611
ERR1913176.512121__1.512121	1262886__R6QAU3__BN563_00998
ERR1913176.512136__1.512136	33043__A0A173WWJ5__ERS852386_00339
ERR1913176.512221__1.512221	818__A0A3E5HEU1__NCTC10582_02468
ERR1913176.512232__1.512232	1262988__R7N221__BN816_01561
ERR1913176.512435__1.512435	487174__K0X4F7__DDY40_08055
ERR1913176.512480__1.512480	1263109__GCA_000438135.1_00367
ERR1913176.512583__1.512583	28117__B0MWC6__BHV66_00965
ERR1913176.512683__1.512683	1263000__R5EF60__BN466_01316
ERR1913176.512763__1.512763	46506__B0NPY3__BACSTE_02000
ERR1913176.512859__1.512859	328814__GCA_004558275.1_01000
ERR1913176.513008__1.513008	301301__A0A395VAM3__yfiN_2
ERR1913176.513033__1.513033	1263006__R6LGA5__BN515_00076
ERR1913176.513107__1.513107	310297__B5D0I4__gldH
ERR1913176.513238__1.513238	310297__B5CZ21__DXB87_00235
ERR1913176.513433__1.513433	1263000__R5EHB0__BN466_01647
ERR1913176.513448__1.513448	46506__B0NU77__AA415_02810
ERR1913176.513480__1.513480	28117__B0MYW7__ALIPUT_02336
ERR1913176.513619__1.513619	820__R9HP61__DXC91_01090
ERR1913176.513639__1.513639	1304__J7SIV6__pspA_3
ERR1913176.513736__1.513736	1263109__GCA_000438135.1_00243
ERR1913176.513755__1.513755	818__A0A0P0FSA3__ERS852557_00283
ERR1913176.513825__1.513825	28117__B0MYI9__BHV66_05415
ERR1913176.513882__1.513882	357276__A0A0K2HG61__BACDOR_02028
ERR1913176.513895__1.513895	357276__B6W5Q9__HMPREF1063_03125
ERR1913176.513928__1.513928	39491__A0A395V397__EUR_09960
ERR1913176.513952__1.513952	1160721__R6SUP4__vanY3
ERR1913176.514255__1.514255	301301__A0A395VBK4__RHOM_13190
ERR1913176.514273__1.514273	572010__nrdD
ERR1913176.514325__1.514325	818__A0A3E5HWN5__BSIG_3066
ERR1913176.514305__1.514305	28117__B0MWH8__BHV66_01330
ERR1913176.514407__1.514407	1262761__R6QN52__BN606_00884
ERR1913176.514409__1.514409	310297__B5CU49__DXD04_00310
ERR1913176.514575__1.514575	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913176.514653__1.514653	1304__J7SI29__DL08_08910
ERR1913176.515081__1.515081	116085__D4J6A3__cls
ERR1913176.515062__1.515062	28117__B0MY40__BHV66_05170
ERR1913176.515271__1.515271	853__A0A2A7B9I6__DW855_13690
ERR1913176.515361__1.515361	338188__A0A174ETX3__ERS852397_01955
ERR1913176.515429__1.515429	310297__R5VD67__BHV76_00270
ERR1913176.515677__1.515677	360807__C0G0A1__ERS852444_02410
ERR1913176.515740__1.515740	246787__A0A108T429__BACCELL_00192
ERR1913176.515757__1.515757	46228__V8BPQ7__HMPREF1202_02326
ERR1913176.515968__1.515968	301301__A0A395V7G5__RHOM_16755
ERR1913176.516090__1.516090	46506__R6AA48__SAMN05444283_105100
ERR1913176.516148__1.516148	301301__A0A174C8W8__ERS852391_01378
ERR1913176.516245__1.516245	28117__B0N007__BHV66_10275
ERR1913176.516355__1.516355	1262848__R6UEX2__BN818_00035
ERR1913176.516511__1.516511	328814__GCA_004558275.1_00075
ERR1913176.516581__1.516581	817__Q64VD4__M113_1792
ERR1913176.516788__1.516788	823__D7IXG8__ERS852560_01232
ERR1913176.516924__1.516924	1160721__W0U429__RBI_I00578
ERR1913176.517011__1.517011	46506__R6A5T2__DXC41_10795
ERR1913176.517305__1.517305	1262992__R5DBE5__BN795_01410
ERR1913176.517347__1.517347	301301__A0A395V573__RHOM_13925
ERR1913176.517398__1.517398	820__R9I3N4__M093_0061
ERR1913176.517524__1.517524	310297__B5CXJ7__DXB87_06645
ERR1913176.517655__1.517655	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913176.517660__1.517660	487174__K0X694__DIT83_09060
ERR1913176.517597__1.517597	39491__A0A395ZDC6__addB
ERR1913176.517709__1.517709	46506__R5K3I5__BACSTE_02520
ERR1913176.517828__1.517828	328814__GCA_004558275.1_00036
ERR1913176.518035__1.518035	166486__D4L273__ERS852572_01638
ERR1913176.518310__1.518310	360807__A0A173WE18__prkC_2
ERR1913176.518354__1.518354	1262743__R5C054__BN727_01980
ERR1913176.518471__1.518471	310297__A0A174A833__DXB87_09380
ERR1913176.518485__1.518485	820__R9I2U8__DXC68_09590
ERR1913176.518517__1.518517	310297__B5CTT3__DXC17_00385
ERR1913176.518687__1.518687	46506__S3YD95__AA415_02538
ERR1913176.518802__1.518802	357276__B6W5Q7__DXD47_13945
ERR1913176.518959__1.518959	1263006__R6LZM6__BN515_01762
ERR1913176.519174__1.519174	239935__R6JD78__CXU05_09250
ERR1913176.519370__1.519370	357276__I9FGI3__EL88_12385
ERR1913176.519379__1.519379	1263006__R6LWF1__BN515_02111
ERR1913176.519568__1.519568	46228__B5CP91__RUMLAC_01282
ERR1913176.519583__1.519583	1262992__R5DG08__BN795_00475
ERR1913176.519710__1.519710	1262927__R7EZI7__BN677_01321
ERR1913176.519723__1.519723	46506__R6A5T2__DXC41_10795
ERR1913176.519800__1.519800	46506__S3YVT5__BACSTE_02352
ERR1913176.520131__1.520131	328814__GCA_004558275.1_00076
ERR1913176.520150__1.520150	820__A0A139K1Y6__DXB48_02610
ERR1913176.520191__1.520191	1304__W3Y4W5__AWB63_09370
ERR1913176.520210__1.520210	818__R9GZ02__C799_04453
ERR1913176.520582__1.520582	1262927__R7EX56__BN677_00089
ERR1913176.520620__1.520620	28117__B0MTH2__ALIPUT_00061
ERR1913176.520754__1.520754	246787__A0A3D6AXH7__BACCELL_04262
ERR1913176.520774__1.520774	410072__C0B801__mucD
ERR1913176.520792__1.520792	818__A0A1H7S810__BJP75_003270
ERR1913176.520969__1.520969	246787__A0A3D6AXH7__BACCELL_04262
ERR1913176.521026__1.521026	246787__I8V2S2__BACCELL_02524
ERR1913176.521074__1.521074	1262927__R7F6Z2__BN677_00644
ERR1913176.521167__1.521167	1318__I1ZPA7__Spaf_1939
ERR1913176.521217__1.521217	46503__R6Y837__PARMER_03866
ERR1913176.521313__1.521313	328814__GCA_004558275.1_00990
ERR1913176.521286__1.521286	310297__B5CXJ7__DXB87_06645
ERR1913176.521374__1.521374	40520__R7D610__ERS852533_02951
ERR1913176.521382__1.521382	820__A0A174G065__DXB62_08975
ERR1913176.521492__1.521492	1262761__R6R3I7__BN606_01771
ERR1913176.521567__1.521567	310297__B5CWQ0__DXB87_14670
ERR1913176.521721__1.521721	1535__A7VS87__CLOLEP_01425
ERR1913176.521767__1.521767	1263006__R6LKF3__BN515_02083
ERR1913176.521846__1.521846	45851__D4S1E0__BUTYVIB_01910
ERR1913176.521967__1.521967	1304__D0EMA3__CKU37_11015
ERR1913176.522267__1.522267	46506__S3YVF9__BACSTE_02487
ERR1913176.522338__1.522338	1304__T0T9N5__CQA85_09935
ERR1913176.522428__1.522428	1263006__R6MLL2__BN515_00946
ERR1913176.522443__1.522443	246787__R6K756__HMPREF1062_01819
ERR1913176.522752__1.522752	1160721__W0U3P2__RBI_I00640
ERR1913176.522861__1.522861	820__A0A173W419__DXC68_17760
ERR1913176.522938__1.522938	820__A0A3E4PYB0__yejM
ERR1913176.522995__1.522995	310297__B5CZS7__BACPLE_02243
ERR1913176.523362__1.523362	310297__B5D3X5__BHV76_01155
ERR1913176.523513__1.523513	46506__B0NRL5__DXC34_10445
ERR1913176.523499__1.523499	544644__GCA_001915615.1_01913
ERR1913176.523600__1.523600	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913176.523660__1.523660	446660__GCA_003428235.1_00225
ERR1913176.523707__1.523707	239935__A0A2N8ITX2__CXT86_11265
ERR1913176.523728__1.523728	360807__C0FUR6__RIL183_24171
ERR1913176.523842__1.523842	246787__I8V2S2__BACCELL_02524
ERR1913176.523899__1.523899	357276__I9RCD3__IY41_15070
ERR1913176.523873__1.523873	239935__A0A2N8I375__menA
ERR1913176.524136__1.524136	246787__A0A0P0FV02__AA416_03728
ERR1913176.524253__1.524253	28117__B0MUL5__ALIPUT_00722
ERR1913176.524430__1.524430	28117__B0MXX3__BHV66_07695
ERR1913176.524493__1.524493	310297__B5D2V1__DXC17_04215
ERR1913176.524569__1.524569	1262761__R6QND0__BN606_00112
ERR1913176.524980__1.524980	33025__A0A395JJE3__C8D73_101669
ERR1913176.525510__1.525510	47678__R5USR9__HMPREF1061_01404
ERR1913176.525795__1.525795	301301__G2SX00__RHOM_09015
ERR1913176.526102__1.526102	820__A0A139K5E7__DXC68_09550
ERR1913176.526146__1.526146	1262920__R5KD76__BN467_01465
ERR1913176.526280__1.526280	357276__A0A0K2HJA6__DXD47_07320
ERR1913176.526298__1.526298	487174__K0XKD7__HMPREF9448_01550
ERR1913176.526329__1.526329	357276__A0A076IP73__BACDOR_04237
ERR1913176.526384__1.526384	39491__A0A395V5R3__EUBREC_1883
ERR1913176.526397__1.526397	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913176.526496__1.526496	1262761__R6QXE4__BN606_02110
ERR1913176.526569__1.526569	820__A0A174VD39__DXD90_12235
ERR1913176.526739__1.526739	1262927__R7F1Y0__BN677_00489
ERR1913176.526991__1.526991	310297__R5VHE6__BACPLE_02321
ERR1913176.527189__1.527189	820__R9HP61__DXC91_01090
ERR1913176.527230__1.527230	310297__R5VHE6__BACPLE_02321
ERR1913176.527298__1.527298	246787__A0A3D6AZF8__BACCELL_02529
ERR1913176.527305__1.527305	387090__S0F8B2__BACCOPRO_02129
ERR1913176.527359__1.527359	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913176.527447__1.527447	1628085__A0A2U1BCN9__C7386_10764
ERR1913176.527686__1.527686	106588__A6NUL8__BACCAP_01900
ERR1913176.527770__1.527770	28117__B0MWP2__ALIPUT_01468
ERR1913176.527879__1.527879	46506__B0NUC3__SAMN05444283_1019
ERR1913176.528013__1.528013	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.528208__1.528208	360807__C0FYZ7__ERS852444_03522
ERR1913176.528209__1.528209	820__A0A174DZ97__SAMN05444418_101240
ERR1913176.528473__1.528473	47678__R5U9Z0__HMPREF1061_03210
ERR1913176.528622__1.528622	28116__A0A0J9IIV5__M089_5519
ERR1913176.528810__1.528810	1520815__A0A1I3T339__SAMN02910435_02518
ERR1913176.528895__1.528895	310297__B5CUX2__DXB87_15440
ERR1913176.528901__1.528901	310297__B5CV67__DXD04_03690
ERR1913176.528890__1.528890	1099853__G9S6Y8__NSB1T_06345
ERR1913176.528844__1.528844	1628085__A0A2U1BCQ4__C7386_10768
ERR1913176.528916__1.528916	820__A0A173WUD7__DXB48_08055
ERR1913176.528922__1.528922	246787__R6KCH8__csbC
ERR1913176.528990__1.528990	46506__B0NM94__HMPREF1181_03250
ERR1913176.529100__1.529100	820__A0A174B4N2__M093_2531
ERR1913176.529153__1.529153	820__A0A3E4VZS7__DXC07_14435
ERR1913176.529291__1.529291	301301__G2T2X5__ERS852391_00403
ERR1913176.529443__1.529443	569__A0A097QZP8__GHAL_1706
ERR1913176.529537__1.529537	1263006__R6LGA5__BN515_00076
ERR1913176.529548__1.529548	1263006__R6LKA3__BN515_00205
ERR1913176.529722__1.529722	88431__A0A174G8Q6__ERS852526_02711
ERR1913176.529928__1.529928	1262986__R6AQW4__BN492_00061
ERR1913176.529983__1.529983	310297__B5CTT3__DXC17_00385
ERR1913176.530010__1.530010	1262911__R6GKS1__BN557_00184
ERR1913176.530043__1.530043	853__C7H7F5__DWZ46_01780
ERR1913176.530086__1.530086	569__A0A377PM37__XK86_08630
ERR1913176.530218__1.530218	28118__R6F707__B5F99_15665
ERR1913176.530222__1.530222	328814__GCA_004558275.1_01000
ERR1913176.530300__1.530300	357276__B6W1Y1__BSEG_03960
ERR1913176.530383__1.530383	28117__B0MYW7__ALIPUT_02336
ERR1913176.530455__1.530455	310297__B5D2R6__DXB87_15610
ERR1913176.530668__1.530668	357276__A0A0M1W4C0__DXD47_07095
ERR1913176.530795__1.530795	487174__R5EXS5__HMPREF9448_02541
ERR1913176.530824__1.530824	1262948__R7EDK5__BN671_00579
ERR1913176.530825__1.530825	46506__A0A108TAK3__fepA_3
ERR1913176.530923__1.530923	310297__B5D2R6__DXB87_15610
ERR1913176.530959__1.530959	487174__R5F4K8__HMPREF9448_01532
ERR1913176.530996__1.530996	371601__D7J3Z9__CW1_1788
ERR1913176.531089__1.531089	310297__B5CXJ7__DXB87_06645
ERR1913176.531126__1.531126	1262911__R6GPC5__BN557_00852
ERR1913176.531318__1.531318	487174__K0WUZ1__DIT83_10815
ERR1913176.531526__1.531526	46506__A0A108TCU0__etk
ERR1913176.531614__1.531614	357276__I9QBT7__BSEG_03340
ERR1913176.531760__1.531760	28117__B0MUL5__ALIPUT_00722
ERR1913176.531785__1.531785	1262783__R6D1K1__BN558_02422
ERR1913176.531833__1.531833	74426__purC
ERR1913176.531894__1.531894	487174__R5F2W8__HMPREF9448_01730
ERR1913176.532052__1.532052	2292352__A0A374URH1__DXC23_03540
ERR1913176.532259__1.532259	1262927__R7EZL7__BN677_00148
ERR1913176.532282__1.532282	39491__A0A395UZ82__EUR_31520
ERR1913176.532295__1.532295	457421__C5ERC0__CBFG_04276
ERR1913176.532457__1.532457	2173__A0A1D2WWQ7__METSMIF1_03169
ERR1913176.532505__1.532505	310297__R5VE57__BACPLE_03332
ERR1913176.532513__1.532513	357276__B6VYT9__HMPREF1063_05030
ERR1913176.532525__1.532525	999425__K8MVD2__HMPREF9186_01124
ERR1913176.532623__1.532623	1160721__W0U1Y8__BHW50_02040
ERR1913176.532757__1.532757	28117__B0MTV0__BHV66_06395
ERR1913176.532833__1.532833	487174__K0X773__DIT83_07170
ERR1913176.533125__1.533125	820__A7V470__HMPREF1072_02076
ERR1913176.533283__1.533283	1981510__A0A2K9P0B3__B9O19_00522
ERR1913176.533309__1.533309	820__A0A174A6K0__M093_0079
ERR1913176.533340__1.533340	328814__GCA_004558275.1_01004
ERR1913176.533401__1.533401	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.533654__1.533654	46506__B0NMY5__AA415_00377
ERR1913176.533735__1.533735	357276__I9QWD4__DXD47_15075
ERR1913176.533815__1.533815	46503__R6X0L4__DXB61_05325
ERR1913176.533831__1.533831	310297__B5CWN5__DXD04_07295
ERR1913176.534114__1.534114	329854__R7E733__DXD57_00120
ERR1913176.534180__1.534180	418240__A0A174MZV1__ERS852523_01489
ERR1913176.534281__1.534281	46228__V8C484__HMPREF1202_01707
ERR1913176.534350__1.534350	310297__R5VE57__BACPLE_03332
ERR1913176.534592__1.534592	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.534649__1.534649	569__A0A377PQM8__PU01_17990
ERR1913176.534650__1.534650	820__R9I3N4__M093_0061
ERR1913176.534653__1.534653	1263107__GCA_000436995.1_00067
ERR1913176.534725__1.534725	1262761__R6QHZ3__BN606_00478
ERR1913176.534760__1.534760	39491__A0A174EQV2__DXB69_10230
ERR1913176.534920__1.534920	1263000__R5EKR4__BN466_01609
ERR1913176.535078__1.535078	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913176.535029__1.535029	357276__I8WPR6__EL88_06675
ERR1913176.535119__1.535119	310297__B5CZ21__DXB87_00235
ERR1913176.535138__1.535138	820__E5VA63__DXC80_01025
ERR1913176.535207__1.535207	410072__A0A174CHL0__ERS852574_02022
ERR1913176.535209__1.535209	820__A0A396EXA7__DXB37_15530
ERR1913176.535286__1.535286	821__R9HFW2__DXD01_00365
ERR1913176.535293__1.535293	1796613__C6Z8X0__ADH74_11325
ERR1913176.535388__1.535388	46506__R6AEP1__HMPREF1181_01415
ERR1913176.535520__1.535520	1263107__GCA_000436995.1_00194
ERR1913176.535542__1.535542	1304__A0A1V0GHA0__SSALIVM18_08666
ERR1913176.535545__1.535545	246787__A0A0P0GCR8__xynD_3
ERR1913176.535598__1.535598	246787__A0A108T1Y3__fepA_8
ERR1913176.535608__1.535608	310297__B5CW17__DXC17_13800
ERR1913176.535681__1.535681	28117__B0MTY2__BHV66_06485
ERR1913176.535722__1.535722	458033__GCA_001482755.1_02203
ERR1913176.535756__1.535756	28117__B0MXG8__ALIPUT_01814
ERR1913176.535803__1.535803	1263044__GCA_000433375.1_00351
ERR1913176.535936__1.535936	357276__A0A0K2HG61__BACDOR_02028
ERR1913176.535999__1.535999	28117__B0MXG8__ALIPUT_01814
ERR1913176.536068__1.536068	328814__GCA_004558275.1_00076
ERR1913176.536397__1.536397	301301__A0A395V654__RHOM_11910
ERR1913176.536501__1.536501	820__A0A174QT76__B5G17_18060
ERR1913176.536561__1.536561	1262777__R5WDX9__BN512_01473
ERR1913176.536629__1.536629	820__R9I3N4__M093_0061
ERR1913176.536668__1.536668	246787__R6KM92__AA416_01456
ERR1913176.536782__1.536782	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913176.536786__1.536786	310297__R5VT57__BACPLE_00602
ERR1913176.536899__1.536899	1262886__R6QIW7__BN563_00997
ERR1913176.536911__1.536911	823__D0TCC2__HMPREF1075_01590
ERR1913176.536994__1.536994	328814__GCA_004558275.1_01000
ERR1913176.537158__1.537158	569__A0A1C6YYN9__NCTC8105_01569
ERR1913176.537297__1.537297	310297__B5CZW4__BACPLE_02283
ERR1913176.537365__1.537365	328814__GCA_004558275.1_01000
ERR1913176.537410__1.537410	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913176.537712__1.537712	410072__C0B8G3__DXD67_01535
ERR1913176.537735__1.537735	28117__B0MYZ8__BHV66_04535
ERR1913176.537805__1.537805	28117__B0MUL5__ALIPUT_00722
ERR1913176.537824__1.537824	410072__A0A174E1G6__phoR_6
ERR1913176.537875__1.537875	1160721__W0U3I6__RBI_I00579
ERR1913176.537901__1.537901	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913176.537876__1.537876	246787__A0A3D6ARC7__BACCELL_03328
ERR1913176.537881__1.537881	239935__A0A2N8HAQ1__DEF40_05290
ERR1913176.537930__1.537930	46228__B5CTB8__DXD17_12310
ERR1913176.537952__1.537952	1160721__W0U3K9__BHW50_11040
ERR1913176.538106__1.538106	1263006__R6LR21__BN515_00462
ERR1913176.538113__1.538113	328814__GCA_004558275.1_00051
ERR1913176.538217__1.538217	46228__V8BPH3__RUMLAC_01268
ERR1913176.538249__1.538249	328814__GCA_004558275.1_00069
ERR1913176.538400__1.538400	1160721__W0U5X6__RBI_I01796
ERR1913176.538480__1.538480	310298__B3JII2__BACCOP_01694
ERR1913176.538631__1.538631	246787__A0A139L268__BcellWH2_03192
ERR1913176.539112__1.539112	387090__S0F4H1__BACCOPRO_00084
ERR1913176.539276__1.539276	301301__A0A395VAT7__dhaS_1
ERR1913176.539364__1.539364	310297__B5D0X9__BACPLE_02656
ERR1913176.539495__1.539495	1680__A0A0C2YPV2__AL0462_1474
ERR1913176.539477__1.539477	394340__clpP
ERR1913176.539549__1.539549	214856__D4IMT6__Alfi_1830
ERR1913176.539622__1.539622	239935__R6J9Y2__CXT85_07000
ERR1913176.539661__1.539661	823__A6L930__DDY96_14995
ERR1913176.539716__1.539716	487174__K0WVG2__DDY40_00285
ERR1913176.539741__1.539741	301301__A0A174HIB3__ERS852391_02730
ERR1913176.539797__1.539797	853__A0A173YYY4__DWZ04_09420
ERR1913176.539847__1.539847	823__E1YSG0__DHP27_00465
ERR1913176.539851__1.539851	46228__B5CNQ2__HMPREF1202_00124
ERR1913176.539873__1.539873	1263109__GCA_000438135.1_00266
ERR1913176.539957__1.539957	936548__J1LMD1__HMPREF1136_2137
ERR1913176.540017__1.540017	1262986__R5ZUP0__BN492_01284
ERR1913176.540025__1.540025	821__A0A174WBC9__ERS852556_03145
ERR1913176.540075__1.540075	39488__A0A173RSC6__ERS852450_01530
ERR1913176.540106__1.540106	46506__S3YBS6__AA415_01011
ERR1913176.540392__1.540392	239935__A0A2N8I368__CXT95_04550
ERR1913176.540413__1.540413	46506__B0NU77__AA415_02810
ERR1913176.540477__1.540477	1262761__R6QS21__BN606_00301
ERR1913176.540575__1.540575	457421__C5ERC0__CBFG_04276
ERR1913176.540638__1.540638	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913176.540734__1.540734	28117__B0MXG8__ALIPUT_01814
ERR1913176.541418__1.541418	301301__A0A174G0R7__RHOM_09270
ERR1913176.541437__1.541437	487175__R5EEQ9__HMPREF9439_02786
ERR1913176.541519__1.541519	310297__R5VD67__BHV76_00270
ERR1913176.541601__1.541601	28117__B0MVL5__BHV66_01660
ERR1913176.541989__1.541989	820__A0A1Q6IDS8__chtA
ERR1913176.542191__1.542191	310297__B5CUF3__DXB87_07245
ERR1913176.542160__1.542160	28117__B0MXQ6__ALIPUT_01917
ERR1913176.542221__1.542221	46506__B0NT08__BACSTE_02624
ERR1913176.542236__1.542236	301301__A0A395VA04__RHOM_13090
ERR1913176.542444__1.542444	28117__B0MXQ6__ALIPUT_01917
ERR1913176.542484__1.542484	39491__A0A396FRE7__EUR_27520
ERR1913176.542518__1.542518	246787__R6KIG0__BcellWH2_02358
ERR1913176.542501__1.542501	310297__R6ZR16__DXB87_17250
ERR1913176.542661__1.542661	328814__GCA_004558275.1_02294
ERR1913176.542682__1.542682	1263109__GCA_000438135.1_01118
ERR1913176.542687__1.542687	1897011__A0A1Q6RET2__BHW41_04000
ERR1913176.542761__1.542761	301301__A0A395V407__ERS852391_02230
