ERR1913207.106__1.106	39492__D4JSU6__dacB_3
ERR1913207.158167__1.158167	820__A0A139KHX1__HMPREF2141_00289
ERR1913207.158420__1.158420	487174__K0X2W8__HMPREF9448_02611
ERR1913207.158503__1.158503	820__A7V470__HMPREF1072_02076
ERR1913207.158513__1.158513	165179__A0A3E5E3D6__DXC61_05750
ERR1913207.158600__1.158600	544644__GCA_001915615.1_02201
ERR1913207.158693__1.158693	239935__A0A2N8IIB9__CXU04_01970
ERR1913207.158665__1.158665	1501391__GCA_000786575.1_00019
ERR1913207.158799__1.158799	471189__GCA_003340385.1_00050
ERR1913207.158775__1.158775	818__Q8A5L9__BJP75_000955
ERR1913207.158905__1.158905	239935__A0A139TVJ4__CXT86_02020
ERR1913207.158940__1.158940	239935__A0A2N8I390__CXU16_10675
ERR1913207.159044__1.159044	820__A0A139K2N9__DXB62_12420
ERR1913207.159047__1.159047	820__A0A3E4VZT7__DXB48_16145
ERR1913207.159063__1.159063	333367__C0CUA7__CLOSTASPAR_00556
ERR1913207.159141__1.159141	239935__A0A2N8HUU6__CXT90_06150
ERR1913207.159204__1.159204	821__A6L0C7__ERS852556_03520
ERR1913207.159343__1.159343	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.159355__1.159355	821__A0A174RA14__M099_1655
ERR1913207.159427__1.159427	239935__A0A2N8HQQ5__CXU12_06805
ERR1913207.159617__1.159617	239935__A0A139TSG7__CXU17_09600
ERR1913207.159637__1.159637	820__A0A139KHX1__HMPREF2141_00289
ERR1913207.159671__1.159671	821__A0A395UNT8__DXD64_15275
ERR1913207.159960__1.159960	818__A0A0P0F391__BJP75_009470
ERR1913207.160401__1.160401	821__A0A397WGD6__M098_0084
ERR1913207.160406__1.160406	246787__R6KM92__AA416_01456
ERR1913207.160461__1.160461	820__A0A374MMF0__HMPREF1073_03811
ERR1913207.160633__1.160633	239935__A0A2N8IF99__lpdA
ERR1913207.160819__1.160819	487174__K0WZU7__HMPREF9448_01154
ERR1913207.160913__1.160913	818__A0A139KKJ5__Btheta7330_00072
ERR1913207.160953__1.160953	246787__A0A0P0GR24__BcellWH2_03263
ERR1913207.161047__1.161047	1550024__G9RPC6__TQ39_05630
ERR1913207.161289__1.161289	246787__A0A3D6AZF8__BACCELL_02529
ERR1913207.161227__1.161227	487174__K0XES7__HMPREF9448_00566
ERR1913207.161386__1.161386	165179__A0A3E5E2C8__folA
ERR1913207.161314__1.161314	239935__A0A2N8HB50__CXU17_02615
ERR1913207.161437__1.161437	239935__A0A2N8HJX0__CXU19_08380
ERR1913207.161500__1.161500	28117__B0MSS9__BHV66_06085
ERR1913207.161553__1.161553	820__A0A396EUU8__luxQ_3
ERR1913207.161783__1.161783	821__A0A0P0M405__DXC02_15075
ERR1913207.162208__1.162208	821__A6L0C7__ERS852556_03520
ERR1913207.162395__1.162395	818__A0A0P0F004__SAMN02910322_02925
ERR1913207.162434__1.162434	820__A0A139KG04__ERS852459_01249
ERR1913207.162456__1.162456	292800__A0A096CPP2__yfkN_3
ERR1913207.162534__1.162534	818__A0A0P0F525__C799_04575
ERR1913207.162579__1.162579	820__R9I3Q7__HMPREF1072_01668
ERR1913207.162621__1.162621	823__D7IKW8__DXD05_10310
ERR1913207.162709__1.162709	239935__A0A2N8I1R3__CXU05_06075
ERR1913207.162795__1.162795	47678__R5UU99__C5Z00_11925
ERR1913207.162969__1.162969	239935__A0A2N8I390__CXU16_10675
ERR1913207.163002__1.163002	818__E5C5U7__SAMN05216253_101163
ERR1913207.163097__1.163097	1547__B0N1X6__DXB93_06205
ERR1913207.163113__1.163113	1653434__A0A150Y5M9__DW871_14715
ERR1913207.163299__1.163299	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.163552__1.163552	820__A0A3E4W7J3__DXC07_00330
ERR1913207.163581__1.163581	820__E5VA63__DXC80_01025
ERR1913207.163628__1.163628	823__D7IT19__DHP27_03495
ERR1913207.163738__1.163738	357276__A0A0K2HDP3__IY41_00705
ERR1913207.163740__1.163740	820__A0A139K1Y6__DXB48_02610
ERR1913207.163806__1.163806	820__A0A1T4IYF4__mprA_1
ERR1913207.163918__1.163918	821__A0A0P0M2J4__DXD46_10295
ERR1913207.163943__1.163943	28117__R7JMT0__BHV66_05875
ERR1913207.163971__1.163971	239935__R6J4Y4__CXU17_09810
ERR1913207.163984__1.163984	239935__A0A139TPU7__CXT91_06575
ERR1913207.164029__1.164029	1263064__GCA_000431175.1_00158
ERR1913207.164226__1.164226	820__A0A174CK74__DXB48_07060
ERR1913207.164244__1.164244	1378168__V2YA11__N510_02528
ERR1913207.164398__1.164398	169435__B0P8L2__B5F11_06120
ERR1913207.164720__1.164720	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.164805__1.164805	357276__B6VYT9__HMPREF1063_05030
ERR1913207.164814__1.164814	820__R9I324__HMPREF2141_02414
ERR1913207.165036__1.165036	820__A0A139K8X8__DXC80_17665
ERR1913207.165161__1.165161	556259__I0PXW0__BSGG_5187
ERR1913207.165349__1.165349	33025__A0A395J976__C8D73_1123
ERR1913207.165352__1.165352	169435__A0A174RFR8__ftsX
ERR1913207.165675__1.165675	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913207.165845__1.165845	820__A0A174G065__DXB62_08975
ERR1913207.165849__1.165849	239935__A0A2N8IDR5__CXU13_04315
ERR1913207.165912__1.165912	1262989__R6XV98__BN815_00688
ERR1913207.166009__1.166009	820__A0A396EUU8__luxQ_3
ERR1913207.166144__1.166144	820__A0A174TRB5__DXD40_11305
ERR1913207.166180__1.166180	1522__G1VP46__CIAN88_18795
ERR1913207.166188__1.166188	1262989__R6YIL4__BN815_02393
ERR1913207.166224__1.166224	338188__A0A174ETX3__ERS852397_01955
ERR1913207.166449__1.166449	28117__B0MY45__ALIPUT_02164
ERR1913207.166627__1.166627	820__A7V470__HMPREF1072_02076
ERR1913207.166693__1.166693	1501392__A0A0B2JH74__PU94_06100
ERR1913207.166704__1.166704	28117__B0MXW9__ALIPUT_01981
ERR1913207.166917__1.166917	47678__R5UAF6__ERS852494_02966
ERR1913207.166949__1.166949	820__A0A3E4PYB0__yejM
ERR1913207.166958__1.166958	821__A0A0P0M5Z6__BVU_0429
ERR1913207.166982__1.166982	820__A7VAR9__ERS852421_00197
ERR1913207.167200__1.167200	333367__C0CU58__CLOSTASPAR_00507
ERR1913207.167176__1.167176	1550024__A0A3B9WI04__ASJ35_06105
ERR1913207.167210__1.167210	818__D7I7V5__BJP75_001030
ERR1913207.167314__1.167314	820__A0A3E4RUC4__DHU98_02635
ERR1913207.167589__1.167589	28117__B0MSR5__BHV66_02095
ERR1913207.167735__1.167735	487174__K0WZU9__HMPREF9448_01159
ERR1913207.167921__1.167921	208479__A8RP18__HMPREF1085_04904
ERR1913207.168001__1.168001	820__A0A139KEW8__DXB64_06405
ERR1913207.168180__1.168180	471189__GCA_003340385.1_00002
ERR1913207.168317__1.168317	853__A0A174BZY1__xerD_1
ERR1913207.168623__1.168623	818__A0A1H7L4U6__BSIG_3287
ERR1913207.168591__1.168591	39492__D4MMN2__EUBSIR_00964
ERR1913207.168636__1.168636	818__A0A0P0F391__BJP75_009470
ERR1913207.168724__1.168724	1262743__R5C054__BN727_01980
ERR1913207.168897__1.168897	239935__B2UL82__CXU14_06655
ERR1913207.169017__1.169017	239935__A0A2N8IUW6__Amuc_1525
ERR1913207.169037__1.169037	239935__A0A2N8HB50__CXU17_02615
ERR1913207.169048__1.169048	818__A0A0P0FLN9__NCTC13706_01794
ERR1913207.169195__1.169195	47678__R5UGX6__CGC64_16275
ERR1913207.169238__1.169238	820__A0A174QLF0__SAMN05444418_109151
ERR1913207.169306__1.169306	818__R9H3B0__SAMN02910322_04803
ERR1913207.169383__1.169383	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.169391__1.169391	333367__C0DBI1__CLOSTASPAR_06636
ERR1913207.169456__1.169456	214856__A0A174G1M7__ERS852559_00594
ERR1913207.169497__1.169497	821__A6L0C7__ERS852556_03520
ERR1913207.169549__1.169549	28117__B0MTV5__BHV66_06415
ERR1913207.169610__1.169610	239935__A0A139TTZ7__CXU14_07900
ERR1913207.169640__1.169640	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913207.169686__1.169686	818__A0A174TT69__SAMN02910322_02680
ERR1913207.169722__1.169722	39492__D4JT56__lepB
ERR1913207.169866__1.169866	487174__K0X7X4__DIT83_09125
ERR1913207.170256__1.170256	823__A0A3E4PAQ2__DDY96_18275
ERR1913207.170305__1.170305	820__A0A174F0C1__nreB
ERR1913207.170386__1.170386	246787__A0A3D6AWJ7__AA416_00506
ERR1913207.170393__1.170393	246787__I9QX02__HMPREF1062_01641
ERR1913207.170467__1.170467	820__A0A174TRB5__DXD40_11305
ERR1913207.170928__1.170928	487174__K0XES7__HMPREF9448_00566
ERR1913207.171053__1.171053	818__R7KVH8__SAMN02910322_00597
ERR1913207.171369__1.171369	818__Q8AAE0__Btheta7330_02023
ERR1913207.171410__1.171410	1262700__R5XD02__BN695_01659
ERR1913207.171423__1.171423	40518__R5DTH7__DXD83_02405
ERR1913207.171501__1.171501	292800__A0A174XBF3__ERS852504_03492
ERR1913207.171527__1.171527	1099853__G9S865__NSB1T_02675
ERR1913207.171529__1.171529	1262989__R6YI19__BN815_02193
ERR1913207.171603__1.171603	239935__R7E4Y3__CXU15_13135
ERR1913207.171614__1.171614	820__A0A174GYA8__DXB64_07370
ERR1913207.171764__1.171764	246787__R6KM92__AA416_01456
ERR1913207.171819__1.171819	487174__K0X9T7__HMPREF9448_00996
ERR1913207.171836__1.171836	820__A0A374Q1D8__SAMN05444418_112114
ERR1913207.171966__1.171966	1099853__R7DH49__NSB1T_05240
ERR1913207.171969__1.171969	1099853__G9S4M7__NSB1T_14390
ERR1913207.171974__1.171974	818__R6VB25__BSIG_5053
ERR1913207.172266__1.172266	239935__A0A139TSG7__CXU17_09600
ERR1913207.172348__1.172348	1547__H1AM40__DW242_05290
ERR1913207.172361__1.172361	47678__A5ZEX0__DW706_08045
ERR1913207.172506__1.172506	818__A0A0P0FT56__BSIG_1453
ERR1913207.172700__1.172700	820__A0A3E4W4Y7__B5G17_02055
ERR1913207.172809__1.172809	28118__F9ZCB1__Odosp_1317
ERR1913207.172910__1.172910	821__A0A174JYD3__ERS852457_02610
ERR1913207.172977__1.172977	292800__A0A173ZLU6__A4U99_17975
ERR1913207.173010__1.173010	1512__U2B6W4__ERS852479_02202
ERR1913207.173355__1.173355	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913207.173485__1.173485	471189__GCA_003340385.1_00567
ERR1913207.173587__1.173587	47678__R5UER2__CGC64_00710
ERR1913207.173689__1.173689	821__A0A3E4WAR6__DXD64_10735
ERR1913207.173712__1.173712	818__A0A174TT69__SAMN02910322_02680
ERR1913207.173791__1.173791	239935__R6IYQ1__CXU15_06450
ERR1913207.173927__1.173927	1099853__U5C8M9__NSB1T_02745
ERR1913207.174128__1.174128	820__A0A173YYG4__evgS_3
ERR1913207.174438__1.174438	818__R6VB25__BSIG_5053
ERR1913207.174580__1.174580	239935__A0A2N8HPX2__CXT90_09930
ERR1913207.174636__1.174636	820__A0A3E4XDK3__ERS852554_03650
ERR1913207.174699__1.174699	246787__R6LCL3__AA416_03522
ERR1913207.174717__1.174717	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913207.174839__1.174839	821__A0A173WG51__BVU_2549
ERR1913207.174867__1.174867	1550024__G9RPC6__TQ39_05630
ERR1913207.174927__1.174927	818__A0A174T624__HMPREF2534_01176
ERR1913207.175284__1.175284	246787__R6K7I2__BcellWH2_03256
ERR1913207.175506__1.175506	2049039__A0A316S5S8__DBY32_08720
ERR1913207.175540__1.175540	418240__C6JFK4__ERS852523_01172
ERR1913207.175945__1.175945	1262746__R5SS80__BN750_02125
ERR1913207.176048__1.176048	820__A0A3E4VZT7__DXB48_16145
ERR1913207.176174__1.176174	823__A0A174U5E4__BDI_3390
ERR1913207.176333__1.176333	1550024__G9RZN9__ASJ35_05735
ERR1913207.176362__1.176362	818__A0A3E5HN92__C5Z03_22280
ERR1913207.177138__1.177138	1501391__GCA_000786575.1_00146
ERR1913207.177179__1.177179	310298__B3JFI7__BACCOP_00636
ERR1913207.177288__1.177288	239935__A0A2N8HL50__CXT98_09135
ERR1913207.177309__1.177309	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.177351__1.177351	239935__R6IYQ1__CXU15_06450
ERR1913207.177529__1.177529	33025__A0A395JBB5__C8D73_107104
ERR1913207.177626__1.177626	239935__A0A139TPD8__CXU12_11015
ERR1913207.177879__1.177879	239935__A0A2N8IQX1__dnaA
ERR1913207.177963__1.177963	818__A0A1H7TGM1__BJP75_010615
ERR1913207.178032__1.178032	487174__K0XES7__HMPREF9448_00566
ERR1913207.178147__1.178147	239935__A0A2N8HWQ2__CXU13_01775
ERR1913207.178165__1.178165	239935__A0A139TSG7__CXU17_09600
ERR1913207.178299__1.178299	333367__C0CUA7__CLOSTASPAR_00556
ERR1913207.178222__1.178222	820__E5VEH7__ERS852459_01300
ERR1913207.178419__1.178419	214856__R6YD52__ERS852447_02171
ERR1913207.178513__1.178513	820__A0A139KIL9__DXC68_05945
ERR1913207.178570__1.178570	823__A0A355XLH0__fepA_1
ERR1913207.178598__1.178598	246787__A0A0P0GCH1__BACCELL_02793
ERR1913207.178614__1.178614	818__A0A3E5HWN5__BSIG_3066
ERR1913207.178690__1.178690	47678__R5UT79__ERS852558_03890
ERR1913207.178764__1.178764	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.179312__1.179312	1099853__U5CKV1__NSB1T_12505
ERR1913207.179413__1.179413	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.179414__1.179414	818__R7KZF1__C5Z03_07410
ERR1913207.179554__1.179554	39492__D4JQP0__ypeB
ERR1913207.179580__1.179580	338188__A0A174ETX3__ERS852397_01955
ERR1913207.179721__1.179721	818__A0A1H7TGM1__BJP75_010615
ERR1913207.179727__1.179727	1512__E7GRL7__ERS852479_00138
ERR1913207.179752__1.179752	818__A0A1H7L4U6__BSIG_3287
ERR1913207.179645__1.179645	823__A0A355XKQ8__DHP27_04010
ERR1913207.179911__1.179911	47678__R5UPZ8__ERS852494_01752
ERR1913207.179920__1.179920	239935__R7DVL7__CXT93_01180
ERR1913207.180001__1.180001	28117__B0MYI9__BHV66_05415
ERR1913207.180049__1.180049	487175__F3QHY7__HMPREF9439_00534
ERR1913207.180308__1.180308	239935__A0A2N8HB50__CXU17_02615
ERR1913207.180320__1.180320	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.180513__1.180513	818__A0A0P0FWH4__Btheta7330_05099
ERR1913207.180514__1.180514	820__A0A3E4VXP2__yesR
ERR1913207.180531__1.180531	28117__B0MY45__ALIPUT_02164
ERR1913207.180566__1.180566	820__A0A1Q6IDS8__chtA
ERR1913207.180613__1.180613	357276__A0A0P0M2G3__BACDOR_03913
ERR1913207.180785__1.180785	33038__A0A2N5PDA1__C5Y99_06180
ERR1913207.181008__1.181008	820__A0A139KJ23__celCCA
ERR1913207.181210__1.181210	28117__B0MUT8__ALIPUT_00879
ERR1913207.181273__1.181273	853__A0A2A7B9I6__DW855_13690
ERR1913207.181379__1.181379	1378168__V2YA11__N510_02528
ERR1913207.181488__1.181488	853__A0A174C5M1__CGS58_04460
ERR1913207.181576__1.181576	189722__E0NQU7__HMPREF0658_0548
ERR1913207.181681__1.181681	820__A0A3E4VXP2__yesR
ERR1913207.181705__1.181705	246787__A0A108T429__BACCELL_00192
ERR1913207.181779__1.181779	28118__F9Z9Z6__DHW44_15190
ERR1913207.181825__1.181825	820__R9I324__HMPREF2141_02414
ERR1913207.181843__1.181843	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.181857__1.181857	821__A0A396F1N0__M099_1553
ERR1913207.181992__1.181992	823__D7IT19__DHP27_03495
ERR1913207.182045__1.182045	39492__D4JSB6__ERS852540_00627
ERR1913207.182149__1.182149	2108523__A0A2P2F3I3__LAWASA_548
ERR1913207.182179__1.182179	1653434__A0A150YA26__DW166_06960
ERR1913207.182198__1.182198	239935__A0A2N8I5A2__DEF40_08455
ERR1913207.182263__1.182263	817__A0A2M9UV73__HMPREF1018_04087
ERR1913207.182329__1.182329	333367__C0CX95__CLOSTASPAR_01616
ERR1913207.182462__1.182462	28117__R7JH62__BHV66_05735
ERR1913207.182508__1.182508	1262700__R5XLR2__BN695_01660
ERR1913207.182529__1.182529	239935__A0A139TVG9__CXU13_01700
ERR1913207.182610__1.182610	820__A0A139KIL9__DXC68_05945
ERR1913207.182660__1.182660	246787__A0A0P0FW66__sigW_7
ERR1913207.182661__1.182661	371601__F7LYI1__BN891_45470
ERR1913207.182830__1.182830	823__A0A395YZ10__NCTC11152_02955
ERR1913207.182843__1.182843	821__A0A395UNT8__DXD64_15275
ERR1913207.183062__1.183062	820__A0A139KA34__B5G17_05520
ERR1913207.183154__1.183154	820__A0A139KG60__M094_2679
ERR1913207.183173__1.183173	820__A7V470__HMPREF1072_02076
ERR1913207.183234__1.183234	820__A0A173YYG4__evgS_3
ERR1913207.183530__1.183530	28117__B0MTI4__ALIPUT_00084
ERR1913207.183610__1.183610	239935__A0A2N8IQX1__dnaA
ERR1913207.183620__1.183620	820__A0A173XIP7__B5G17_16050
ERR1913207.183865__1.183865	820__R9HP61__DXC91_01090
ERR1913207.183878__1.183878	1262700__R5XWM8__BN695_01537
ERR1913207.183879__1.183879	1501392__A0A0B2JLF2__PU94_07485
ERR1913207.183892__1.183892	821__A0A174NM17__lacZ_6
ERR1913207.184030__1.184030	818__A0A3E5HN77__HMPREF2534_00072
ERR1913207.184195__1.184195	818__A0A3E5HY51__rpfC_2
ERR1913207.184199__1.184199	820__A0A174CK74__DXB48_07060
ERR1913207.184237__1.184237	821__A0A3E4WAR6__DXD64_10735
ERR1913207.184328__1.184328	239935__B2URL9__CXU12_02290
ERR1913207.184343__1.184343	239935__A0A139TMD2__CXU18_02250
ERR1913207.184462__1.184462	821__A0A0P0M2J4__DXD46_10295
ERR1913207.184466__1.184466	239935__A0A139TSG7__CXU17_09600
ERR1913207.184484__1.184484	671267__R9IB12__C802_00696
ERR1913207.184630__1.184630	239935__A0A2N8I390__CXU16_10675
ERR1913207.184740__1.184740	818__A0A3E5HN92__C5Z03_22280
ERR1913207.184703__1.184703	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.184715__1.184715	821__A0A395UNT8__DXD64_15275
ERR1913207.184985__1.184985	47678__R5U7X8__C5Z00_18270
ERR1913207.184986__1.184986	333367__C0D943__CLOSTASPAR_05792
ERR1913207.184988__1.184988	39492__D4JSA4__ERS852540_00596
ERR1913207.185030__1.185030	239935__A0A2N8I390__CXU16_10675
ERR1913207.185055__1.185055	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.185175__1.185175	239935__A0A2N8I390__CXU16_10675
ERR1913207.185202__1.185202	1263005__R6EZU9__BN497_00304
ERR1913207.185441__1.185441	821__A0A174T998__DXB82_10860
ERR1913207.185461__1.185461	821__A0A3E4WAR6__DXD64_10735
ERR1913207.185480__1.185480	1099853__U5CA60__NSB1T_01535
ERR1913207.185630__1.185630	214856__R6XUN2__rcsC_1
ERR1913207.185632__1.185632	214856__A0A174ZER9__ERS852559_00614
ERR1913207.185648__1.185648	544645__A0A1U7L9U1__DXC42_00420
ERR1913207.185965__1.185965	39492__D4JT87__clpC
ERR1913207.186097__1.186097	246787__I9QX02__HMPREF1062_01641
ERR1913207.186469__1.186469	189722__E0NQU7__HMPREF0658_0548
ERR1913207.186548__1.186548	28117__B0MTW8__ALIPUT_00502
ERR1913207.186600__1.186600	47678__A5ZEA3__ERS852558_00257
ERR1913207.186800__1.186800	820__A0A174G065__DXB62_08975
ERR1913207.186833__1.186833	239935__A0A139TMY7__CXU13_02020
ERR1913207.186927__1.186927	820__A0A174F696__macB_13
ERR1913207.186943__1.186943	853__A0A173T751__C4N24_10280
ERR1913207.186986__1.186986	823__C7XBX3__HMPREF1059_03212
ERR1913207.187029__1.187029	820__A0A173YYG4__evgS_3
ERR1913207.187288__1.187288	820__A7VAR9__ERS852421_00197
ERR1913207.187395__1.187395	214856__A0A174H3U9__ERS852559_00612
ERR1913207.187405__1.187405	818__Q8A3R2__C799_03293
ERR1913207.187441__1.187441	28117__B0MUL5__ALIPUT_00722
ERR1913207.187572__1.187572	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913207.187559__1.187559	820__A7UYX8__DXD40_11635
ERR1913207.187603__1.187603	47678__A0A174TQR6__CGC64_14735
ERR1913207.187639__1.187639	820__A0A174CK74__DXB48_07060
ERR1913207.187774__1.187774	333367__C0CV38__CLOSTASPAR_00839
ERR1913207.187944__1.187944	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913207.188086__1.188086	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913207.188152__1.188152	333367__C0CW59__citN
ERR1913207.188177__1.188177	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.188200__1.188200	1547__H1AIB4__DW242_15915
ERR1913207.188317__1.188317	544644__GCA_001915615.1_01797
ERR1913207.188339__1.188339	821__A0A396F1N0__M099_1553
ERR1913207.188397__1.188397	28117__B0MUR5__BHV66_03900
ERR1913207.188538__1.188538	818__Q8A3I3__HMPREF2534_00068
ERR1913207.188640__1.188640	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913207.188724__1.188724	818__A0A174VV39__BT_3492
ERR1913207.188934__1.188934	820__A0A3E4G826__C801_01612
ERR1913207.188943__1.188943	471189__GCA_003340385.1_00326
ERR1913207.189006__1.189006	239935__A0A2N8IUE8__CXU20_02935
ERR1913207.189013__1.189013	239935__A0A2N8HB50__CXU17_02615
ERR1913207.189131__1.189131	154046__A0A3E3DP97__DXC39_02820
ERR1913207.189132__1.189132	214856__R6Z590__ERS852447_01059
ERR1913207.189137__1.189137	820__A0A174R952__DXB48_02570
ERR1913207.189144__1.189144	246787__I8V2S2__BACCELL_02524
ERR1913207.189254__1.189254	47678__A5ZHL2__DXB67_12495
ERR1913207.189269__1.189269	1262700__R5XM04__BN695_00162
ERR1913207.189391__1.189391	487174__R5FJH0__DDY40_07055
ERR1913207.189437__1.189437	820__A0A173YYG4__evgS_3
ERR1913207.189520__1.189520	818__A0A139KDV3__HMPREF2534_02467
ERR1913207.189556__1.189556	214856__R6XS46__ERS852559_00812
ERR1913207.189608__1.189608	47678__A5ZL09__BACCAC_03608
ERR1913207.189683__1.189683	818__R9HBA6__HMPREF2534_04317
ERR1913207.189708__1.189708	853__D4JY61__C4N21_10560
ERR1913207.189887__1.189887	239935__R6J4Y4__CXU17_09810
ERR1913207.189913__1.189913	487175__R5E7M6__HMPREF9439_02807
ERR1913207.189950__1.189950	47678__R5U8Y1__BACCAC_02615
ERR1913207.189996__1.189996	28117__B0MWP2__ALIPUT_01468
ERR1913207.190215__1.190215	1547__B0N166__CLORAM_00427
ERR1913207.190299__1.190299	208479__A8RL62__DXC96_19305
ERR1913207.190308__1.190308	487175__R5EEJ8__HMPREF9439_00269
ERR1913207.190370__1.190370	28117__B0MVL5__BHV66_01660
ERR1913207.190343__1.190343	394340__group_3347
ERR1913207.190490__1.190490	239935__A0A139TPD4__CXT86_06450
ERR1913207.190710__1.190710	239935__A0A2N8I390__CXU16_10675
ERR1913207.190852__1.190852	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913207.191041__1.191041	821__A0A3E4XY72__NCTC10583_01067
ERR1913207.191044__1.191044	154046__A0A174J776__DXD79_28730
ERR1913207.191057__1.191057	214856__A0A174A1J3__ERS852447_01000
ERR1913207.191134__1.191134	820__A0A174F696__macB_13
ERR1913207.191179__1.191179	239935__A0A139TSG7__CXU17_09600
ERR1913207.191272__1.191272	189722__E0NQU7__HMPREF0658_0548
ERR1913207.191387__1.191387	239935__A0A139TPD8__CXU12_11015
ERR1913207.191682__1.191682	239935__A0A2N8HX65__CXU17_02540
ERR1913207.191719__1.191719	33025__A0A395JA92__C8D73_108100
ERR1913207.191803__1.191803	818__C6IJ09__SAMN05216253_102150
ERR1913207.192073__1.192073	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.192590__1.192590	820__A0A3E4FWC8__DXC91_14635
ERR1913207.192814__1.192814	821__A0A174K302__CUU_3129
ERR1913207.192893__1.192893	28117__B0MY82__BHV66_04755
ERR1913207.193002__1.193002	556259__I0PXW0__BSGG_5187
ERR1913207.193082__1.193082	487175__F3QMT1__HMPREF9439_02260
ERR1913207.193096__1.193096	246787__A0A3D6AXI0__AA416_04256
ERR1913207.193102__1.193102	820__A0A3E4QZJ7__C801_01798
ERR1913207.193114__1.193114	40518__R5DVQ2__DXD93_00365
ERR1913207.193167__1.193167	821__C6Z451__BHV80_04265
ERR1913207.193236__1.193236	1535__A7VU68__CH238_10220
ERR1913207.193255__1.193255	239935__B2UQP8__CXU15_01110
ERR1913207.193377__1.193377	357276__A0A0K2HJA6__DXD47_07320
ERR1913207.193518__1.193518	820__A0A3E4WA06__ERS852554_03404
ERR1913207.193539__1.193539	239935__A0A139TPD8__CXU12_11015
ERR1913207.193874__1.193874	1262743__R5C054__BN727_01980
ERR1913207.193907__1.193907	239935__A0A2N8HDT1__CXT94_05270
ERR1913207.194077__1.194077	214856__A0A174H3U9__ERS852559_00612
ERR1913207.194144__1.194144	821__A0A174K302__CUU_3129
ERR1913207.194147__1.194147	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.194153__1.194153	239935__A0A2N8ILG3__CXT93_10135
ERR1913207.194231__1.194231	820__A0A174F696__macB_13
