ERR1912996.488__1.488	45851__D4RY81__BUTYVIB_00786
ERR1912996.1433368__1.1433368	1263006__R6LMV4__BN515_01401
ERR1912996.1433387__1.1433387	1263006__R6LMV4__BN515_01401
ERR1912996.1434205__1.1434205	301302__R5UKP4__cbiT
ERR1912996.1434244__1.1434244	1680__A0A2R4G1K8__BBMN23_0315
ERR1912996.1434246__1.1434246	1897011__A0A1Q6RG59__BHW41_02475
ERR1912996.1434300__1.1434300	901__B6WVR2__DESPIGER_2124
ERR1912996.1434330__1.1434330	301302__R5VBF4__ERS852420_01650
ERR1912996.1434390__1.1434390	301302__R5UKP4__cbiT
ERR1912996.1434594__1.1434594	74426__purL
ERR1912996.1434637__1.1434637	901__B6WXA0__aroE
ERR1912996.1434803__1.1434803	1262936__R7J360__BN799_00345
ERR1912996.1434755__1.1434755	1263006__R6LU28__BN515_01365
ERR1912996.1434852__1.1434852	1897011__A0A1Q6RBT0__BHW41_06785
ERR1912996.1434880__1.1434880	901__B6WR34__DHV46_00895
ERR1912996.1434899__1.1434899	706562__GCA_900112995.1_02104
ERR1912996.1435049__1.1435049	1897011__A0A1Q6RG93__BHW41_02645
ERR1912996.1435086__1.1435086	1550024__G9RX51__TQ39_04720
ERR1912996.1435174__1.1435174	147206__GCF_000156215.1_01774
ERR1912996.1435618__1.1435618	901__B6WQB0__DHV46_07090
ERR1912996.1435683__1.1435683	216816__B3DNW2__BL171B_07980
ERR1912996.1435942__1.1435942	1263006__R6LLP6__BN515_01041
ERR1912996.1435960__1.1435960	301302__R5UK77__M72_08681
ERR1912996.1436033__1.1436033	1628085__A0A2U1BGN2__C7386_10147
ERR1912996.1436167__1.1436167	1262936__R7IYW8__BN799_00842
ERR1912996.1436171__1.1436171	1263006__R6LLP6__BN515_01041
ERR1912996.1436338__1.1436338	2022527__A0A264Y8R9__CHL74_05250
ERR1912996.1436371__1.1436371	74426__group_4823
ERR1912996.1436616__1.1436616	901__B6WVS1__DESPIG_02189
ERR1912996.1436929__1.1436929	1262936__R7IY18__BN799_00607
ERR1912996.1436969__1.1436969	1680__A0A087DHN0__AL0462_1532
ERR1912996.1436971__1.1436971	901__B6WXG1__DHV46_02130
ERR1912996.1437121__1.1437121	1262911__R6H1A6__BN557_01286
ERR1912996.1437362__1.1437362	1262936__R7J3B1__BN799_00034
ERR1912996.1438024__1.1438024	45851__D4RWN6__BUTYVIB_00072
ERR1912996.1438333__1.1438333	40518__R5DRG6__ylbJ
ERR1912996.1438636__1.1438636	39491__A0A395UWA3__DXB69_11805
ERR1912996.1438746__1.1438746	28111__R5JN40__HMPREF1016_01803
ERR1912996.1439106__1.1439106	301301__A0A395V8G6__RHOM_11005
ERR1912996.1439215__1.1439215	384638__B7APN3__BACPEC_00639
ERR1912996.1439217__1.1439217	1897011__A0A1Q6RGB4__BHW41_02795
ERR1912996.1439449__1.1439449	39488__C0ET99__ERS852578_00102
ERR1912996.1439384__1.1439384	45851__D4S140__BUTYVIB_01810
ERR1912996.1439391__1.1439391	74426__nifJ
ERR1912996.1439566__1.1439566	901__B6WQD5__DESPIG_00255
ERR1912996.1439575__1.1439575	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1912996.1439776__1.1439776	901__B6WQ96__DESPIGER_1063
ERR1912996.1439957__1.1439957	1262882__R5N1L4__BN519_00757
ERR1912996.1440191__1.1440191	1262936__R7J358__BN799_01390
ERR1912996.1440193__1.1440193	301302__R5V4M3__ERS852420_01171
ERR1912996.1440517__1.1440517	301302__R5UJV1__ERS852420_01672
ERR1912996.1440813__1.1440813	301302__A0A173TYC8__M72_00761
ERR1912996.1440929__1.1440929	45851__D4RWS3__BUTYVIB_00110
ERR1912996.1441012__1.1441012	1628085__A0A374VV54__C7386_11332
ERR1912996.1441018__1.1441018	1262924__R7HPG6__BN585_00099
ERR1912996.1441128__1.1441128	39491__A0A396FUZ3__phoR_1
ERR1912996.1441241__1.1441241	1628085__A0A1C5YAJ9__C7386_10197
ERR1912996.1441346__1.1441346	1262911__R6GTN3__BN557_01365
ERR1912996.1441348__1.1441348	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.1441368__1.1441368	1897011__A0A1Q6REX8__BHW41_04475
ERR1912996.1441375__1.1441375	1263027__R6ZZT7__BN699_02065
ERR1912996.1441970__1.1441970	572010__ydhV
ERR1912996.1442135__1.1442135	2022527__A0A264YA19__CHL74_03075
ERR1912996.1442300__1.1442300	853__D4K7X0__DW905_09540
ERR1912996.1442445__1.1442445	39485__A0A174Z7G5__EUBELI_01168
ERR1912996.1442482__1.1442482	552398__F4XCR9__HMPREF0866_01636
ERR1912996.1442606__1.1442606	1262911__R6GJ95__BN557_01617
ERR1912996.1442647__1.1442647	301302__R5UU15__ERS852420_02998
ERR1912996.1442804__1.1442804	40518__R5E2U9__RBL263_01292
ERR1912996.1442947__1.1442947	1680__R5GZF2__DXC60_01925
ERR1912996.1443057__1.1443057	1150298__R7JTG8__smf
ERR1912996.1443075__1.1443075	901__B6WQD5__DESPIG_00255
ERR1912996.1443535__1.1443535	172901__A0A2U1AEJ5__C8D82_14617
ERR1912996.1443673__1.1443673	39491__D6DXZ8__DXB72_15035
ERR1912996.1443857__1.1443857	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1443859__1.1443859	147206__GCF_000156215.1_01775
ERR1912996.1444196__1.1444196	1680__A0A174BEE7__BSTER_1311
ERR1912996.1444330__1.1444330	45851__R5LTQ3__BHV86_02315
ERR1912996.1444340__1.1444340	901__B6WRI8__DHV46_05150
ERR1912996.1444440__1.1444440	1680__A0A087DHN0__AL0462_1532
ERR1912996.1444624__1.1444624	544580__A0A1Q8VTP3__BKH24_02655
ERR1912996.1444840__1.1444840	901__B6WUN6__DHV46_11020
ERR1912996.1445312__1.1445312	1262936__R7IYJ1__BN799_00810
ERR1912996.1445615__1.1445615	147206__GCF_000156215.1_01774
ERR1912996.1445693__1.1445693	40519__U2MCQ8__RUMCAL_00556
ERR1912996.1445737__1.1445737	74426__rpoB
ERR1912996.1445951__1.1445951	39496__A5Z5I2__EUBVEN_00963
ERR1912996.1445929__1.1445929	1680__A0A174BEE7__BSTER_1311
ERR1912996.1446078__1.1446078	384638__B7APR0__BACPEC_00666
ERR1912996.1446232__1.1446232	1262936__R7J5J9__BN799_00247
ERR1912996.1446400__1.1446400	1628085__A0A396MGZ2__C7386_12111
ERR1912996.1446448__1.1446448	1263006__R6M0F1__BN515_00198
ERR1912996.1446705__1.1446705	2173__A0A1D2WXI2__METSMIF1_02140
ERR1912996.1446739__1.1446739	216816__A0A1V8RHV4__DXD44_06445
ERR1912996.1446978__1.1446978	74426__infB
ERR1912996.1447083__1.1447083	74426__rpoC
ERR1912996.1447174__1.1447174	1262919__R5P5Y8__BN465_01244
ERR1912996.1447250__1.1447250	39491__A0A395UZ89__DXB72_12805
ERR1912996.1447259__1.1447259	74426__purC
ERR1912996.1447650__1.1447650	901__B6WY92__DESPIG_03073
ERR1912996.1447845__1.1447845	901__B6WVE2__DHV46_05785
ERR1912996.1447887__1.1447887	1262924__R7HUG0__BN585_00790
ERR1912996.1447958__1.1447958	2022527__A0A264Y8D3__CHL74_06055
ERR1912996.1448004__1.1448004	74426__infB
ERR1912996.1448113__1.1448113	39491__A0A395V0E5__ERE_31370
ERR1912996.1448473__1.1448473	1262936__R7J5M6__BN799_00272
ERR1912996.1448584__1.1448584	1262889__R7HDI0__BN634_01483
ERR1912996.1448682__1.1448682	1897011__A0A1Q6RG59__BHW41_02475
ERR1912996.1448745__1.1448745	147206__GCF_000156215.1_01777
ERR1912996.1448766__1.1448766	901__B6WXF1__DESPIGER_1660
ERR1912996.1448797__1.1448797	1262911__R6H2J2__BN557_01228
ERR1912996.1449003__1.1449003	39485__C4Z6F3__EUBELI_20400
ERR1912996.1449386__1.1449386	1262911__R6H2J2__BN557_01228
ERR1912996.1449505__1.1449505	1680__A0A174BEE7__BSTER_1311
ERR1912996.1449723__1.1449723	10680__GeneID:1261099
ERR1912996.1449727__1.1449727	1680__A0A087DHN0__AL0462_1532
ERR1912996.1449801__1.1449801	216816__E8MVM4__APC1480_1562
ERR1912996.1449900__1.1449900	901__B6WVN9__DESPIG_02157
ERR1912996.1449861__1.1449861	572010__group_1842
ERR1912996.1449884__1.1449884	301302__A0A173R1Q9__M72_20711
ERR1912996.1450093__1.1450093	116085__D4J6Y2__DW747_12995
ERR1912996.1450106__1.1450106	1680__A7A2Y2__NCTC11814_00537
ERR1912996.1450136__1.1450136	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1912996.1450425__1.1450425	572010__group_1842
ERR1912996.1450677__1.1450677	901__B6WWM4__DHV46_10355
ERR1912996.1450644__1.1450644	216816__A0A3D8U0T6__BN57_1990
ERR1912996.1450774__1.1450774	172901__A0A2U1AVU0__C8D82_11776
ERR1912996.1450863__1.1450863	853__E2ZGD9__C7J97_11715
ERR1912996.1450894__1.1450894	1897011__A0A1Q6RJU8__BHW41_00020
ERR1912996.1451177__1.1451177	1628085__A0A2U1BC68__C7386_10857
ERR1912996.1451334__1.1451334	74426__pflB_2
ERR1912996.1451603__1.1451603	39496__A5Z5I2__EUBVEN_00963
ERR1912996.1451764__1.1451764	901__B6WPV2__DHV46_04070
ERR1912996.1452055__1.1452055	1263011__R6E2C8__BN553_00191
ERR1912996.1452201__1.1452201	1660__J0SN57__CYJ22_04135
ERR1912996.1452253__1.1452253	39485__R5ZSI4__ERS852492_00875
ERR1912996.1452806__1.1452806	1550024__G9RVU1__TQ39_06560
ERR1912996.1452914__1.1452914	301302__R5UUM8__ganB_1
ERR1912996.1453513__1.1453513	1680__A0A174BEE7__BSTER_1311
ERR1912996.1453675__1.1453675	301302__A0A0M6WSS7__ERS852420_02367
ERR1912996.1453691__1.1453691	572010__tgt
ERR1912996.1453730__1.1453730	165179__A0A3E5EB26__CFT61_02800
ERR1912996.1453811__1.1453811	1262911__R6GMZ7__BN557_01741
ERR1912996.1453927__1.1453927	216816__E8MW20__DD674_07905
ERR1912996.1454080__1.1454080	1262882__R5MYX5__BN519_00333
ERR1912996.1454276__1.1454276	626929__F3PIZ9__B5F24_03600
ERR1912996.1454288__1.1454288	1680__A0A087CWH8__ERS852382_00646
ERR1912996.1454595__1.1454595	116085__D4J4Z6__DW747_07495
ERR1912996.1454955__1.1454955	901__B6WPV2__DHV46_04070
ERR1912996.1455236__1.1455236	1680__A0A173XYA2__B0703_0121
ERR1912996.1455254__1.1455254	147206__GCF_000156215.1_01776
ERR1912996.1455546__1.1455546	2022527__A0A264YAM6__grpE
ERR1912996.1455550__1.1455550	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912996.1455613__1.1455613	45851__D4RZD5__BUTYVIB_01201
ERR1912996.1455796__1.1455796	1680__A0A076JNH5__DXC60_03835
ERR1912996.1455799__1.1455799	649756__D4MYP6__DO83_09290
ERR1912996.1455903__1.1455903	1262936__R7J169__BN799_00083
ERR1912996.1456117__1.1456117	301302__A0A0M6WIX9__ERS852420_01972
ERR1912996.1456138__1.1456138	1263006__R6LSL5__BN515_00102
ERR1912996.1456309__1.1456309	147206__GCF_000156215.1_01773
ERR1912996.1456408__1.1456408	40518__R5DYU1__DXD86_01160
ERR1912996.1456502__1.1456502	1262936__R7J354__BN799_00281
ERR1912996.1456682__1.1456682	74426__group_4823
ERR1912996.1456732__1.1456732	1262936__R7J146__BN799_01697
ERR1912996.1456958__1.1456958	116085__D4J6V9__DW747_08450
ERR1912996.1457173__1.1457173	1262936__R7J6F9__BN799_00540
ERR1912996.1457256__1.1457256	239935__R6JAS2__CXU02_10725
ERR1912996.1457258__1.1457258	301302__R5UMB9__M72_25011
ERR1912996.1457282__1.1457282	28052__R7NAV8__ERS852451_01869
ERR1912996.1457344__1.1457344	33039__A0A174ZX07__dapE_1
ERR1912996.1457375__1.1457375	1262911__R6GPI7__BN557_00907
ERR1912996.1457470__1.1457470	1680__A0A0C2VBJ4__birA
ERR1912996.1457536__1.1457536	1262936__R7J3N4__BN799_00434
ERR1912996.1457564__1.1457564	1262936__R7J420__BN799_00406
ERR1912996.1458125__1.1458125	901__B6WUW8__DESPIGER_1921
ERR1912996.1458487__1.1458487	1680__A0A0C2YPV2__AL0462_1474
ERR1912996.1458586__1.1458586	74426__asnS
ERR1912996.1458608__1.1458608	45851__D4RY81__BUTYVIB_00786
ERR1912996.1458732__1.1458732	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.1458921__1.1458921	1897011__A0A1Q6RE52__BHW41_04690
ERR1912996.1459032__1.1459032	1262936__R7J0K9__BN799_01537
ERR1912996.1459066__1.1459066	471189__GCA_003340385.1_00696
ERR1912996.1459418__1.1459418	147206__GCF_000156215.1_00014
ERR1912996.1459862__1.1459862	216816__C2GW26__chb
ERR1912996.1459989__1.1459989	1680__A0A087DHN0__AL0462_1532
ERR1912996.1460167__1.1460167	1262924__R7HPZ6__BN585_00681
ERR1912996.1460191__1.1460191	328814__GCA_004558275.1_00999
ERR1912996.1460508__1.1460508	1680__A7A2Y2__NCTC11814_00537
ERR1912996.1460531__1.1460531	1262936__R7IZZ2__BN799_01307
ERR1912996.1460618__1.1460618	216816__A0A0S2ML20__B5780_2007
ERR1912996.1460762__1.1460762	1550024__A0A3B9WFL2__ASJ35_03875
ERR1912996.1461070__1.1461070	712888__U1PSN5__HMPREF0043_01057
ERR1912996.1461205__1.1461205	40518__R5DYT8__mscS
ERR1912996.1461213__1.1461213	1262919__R5PB87__BN465_00813
ERR1912996.1461243__1.1461243	1262936__R7IYJ1__BN799_00810
ERR1912996.1461271__1.1461271	712888__U1RIF2__HMPREF0043_00731
ERR1912996.1461455__1.1461455	901__B6WUN6__DHV46_11020
ERR1912996.1461586__1.1461586	301302__A0A0M6WTB1__M72_11101
ERR1912996.1461681__1.1461681	301302__A0A0M6WTB1__M72_11101
ERR1912996.1461787__1.1461787	40518__A0A1C6H8C4__DXD93_02535
ERR1912996.1461856__1.1461856	1262882__R5MMY3__BN519_00724
ERR1912996.1461989__1.1461989	1262911__R6H1A6__BN557_01286
ERR1912996.1462029__1.1462029	147206__GCF_000156215.1_01776
ERR1912996.1462872__1.1462872	901__A0A1K1LG50__DESPIG_01817
ERR1912996.1462925__1.1462925	1262911__R6GN99__BN557_01784
ERR1912996.1462941__1.1462941	1263006__R6LXG0__BN515_01067
ERR1912996.1463115__1.1463115	884684__GCA_002892425.1_01408
ERR1912996.1463119__1.1463119	1262936__R7IYH4__BN799_00795
ERR1912996.1463290__1.1463290	1897011__A0A1Q6RGE1__BHW41_02880
ERR1912996.1463610__1.1463610	1680__A0A087DLC6__C8077_00815
ERR1912996.1463774__1.1463774	1680__A0A173Y6N7__yhaH
ERR1912996.1463950__1.1463950	901__B6WYC9__DHV46_00060
ERR1912996.1464005__1.1464005	1680__A0A0B5BME4__DXD63_05015
ERR1912996.1464340__1.1464340	572010__aspS
ERR1912996.1464643__1.1464643	45851__D4S1N9__BHV86_08300
ERR1912996.1464790__1.1464790	39486__R6SE83__DXD82_03080
ERR1912996.1464955__1.1464955	39491__C4Z872__LD38_07250
ERR1912996.1465025__1.1465025	216816__D6D9A3__BLNIAS_01911
ERR1912996.1465046__1.1465046	1263006__R6MR77__BN515_00434
ERR1912996.1465077__1.1465077	901__B6WXZ7__BHW59_00765
ERR1912996.1465079__1.1465079	39491__C4Z872__LD38_07250
ERR1912996.1465372__1.1465372	544581__G9PQU2__HMPREF1549_02360
ERR1912996.1465547__1.1465547	1262936__R7J6F9__BN799_00540
ERR1912996.1465569__1.1465569	39485__A0A174Z9M2__yhbU_1
ERR1912996.1465703__1.1465703	1680__A0A0C2YPV2__AL0462_1474
ERR1912996.1466086__1.1466086	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1466194__1.1466194	301302__R5ULM4__M72_25081
ERR1912996.1466260__1.1466260	216816__C5E9C3__CJO32_03030
ERR1912996.1466282__1.1466282	1262936__R7J3B1__BN799_00034
ERR1912996.1466615__1.1466615	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1912996.1466824__1.1466824	1628085__A0A374VP93__C7386_10150
ERR1912996.1466928__1.1466928	1262936__R7IY78__BN799_00717
ERR1912996.1466996__1.1466996	853__A0A174CVG7__CGS58_09335
ERR1912996.1467288__1.1467288	901__B6WUY7__DHV46_11425
ERR1912996.1467554__1.1467554	1628085__A0A1C5ZCR8__C7386_10447
ERR1912996.1467557__1.1467557	2317__Q2NHI4__Msp_0017
ERR1912996.1467814__1.1467814	853__A0A174C5M1__CGS58_04460
ERR1912996.1468243__1.1468243	1262911__R6GZX7__BN557_00838
ERR1912996.1468349__1.1468349	45851__R5LTQ3__BHV86_02315
ERR1912996.1468759__1.1468759	1897011__A0A1Q6RDI4__BHW41_05605
ERR1912996.1468840__1.1468840	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1468868__1.1468868	1262911__R6GZX7__BN557_00838
ERR1912996.1469083__1.1469083	40518__R5DZE2__DXD86_07400
ERR1912996.1469425__1.1469425	216816__A0A083XFS3__APC1472_0413
ERR1912996.1469458__1.1469458	45851__D4S2F3__BUTYVIB_02275
ERR1912996.1469507__1.1469507	1680__A0A087DHN0__AL0462_1532
ERR1912996.1469784__1.1469784	74426__rpoB
ERR1912996.1469800__1.1469800	40518__R5DS37__DXD93_01965
ERR1912996.1469918__1.1469918	45851__R5LHP6__BUTYVIB_00994
ERR1912996.1469988__1.1469988	74426__nifJ
ERR1912996.1470012__1.1470012	1262936__R7J5M9__BN799_00277
ERR1912996.1470122__1.1470122	1262992__R5DA07__BN795_01576
ERR1912996.1470158__1.1470158	74426__purL
ERR1912996.1470452__1.1470452	1263027__R7A4S0__BN699_00938
ERR1912996.1470471__1.1470471	1897011__A0A1Q6RGX0__BHW41_01465
ERR1912996.1470750__1.1470750	901__B6WUN6__DHV46_11020
ERR1912996.1470757__1.1470757	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912996.1470833__1.1470833	1262911__R6GQ41__BN557_00435
ERR1912996.1471341__1.1471341	572010__pnp
ERR1912996.1471393__1.1471393	572010__hgdC_1
ERR1912996.1471395__1.1471395	116085__D4J7J1__DW747_10195
ERR1912996.1471460__1.1471460	301302__A0A173R6H4__M72_21671
ERR1912996.1471543__1.1471543	1262936__R7J358__BN799_01390
ERR1912996.1471604__1.1471604	40518__R5E426__DXD93_04485
ERR1912996.1471788__1.1471788	301302__R5UQ67__M72_23121
ERR1912996.1471869__1.1471869	1897011__A0A1Q6RC34__BHW41_06455
ERR1912996.1471923__1.1471923	216816__D6DCR3__APC1464_1142
ERR1912996.1471978__1.1471978	357276__I9QBT7__BSEG_03340
ERR1912996.1472140__1.1472140	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.1472459__1.1472459	901__B6WXL8__DESPIG_02845
ERR1912996.1472478__1.1472478	45851__D4RYS4__BHV86_05460
ERR1912996.1472556__1.1472556	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912996.1472667__1.1472667	1680__A0A087DHN0__AL0462_1532
ERR1912996.1472699__1.1472699	1897011__A0A1Q6RJV2__BHW41_00030
ERR1912996.1472964__1.1472964	1680__A7A7Z9__AAX71_05385
ERR1912996.1473068__1.1473068	1262924__R7HLJ9__BN585_01064
ERR1912996.1473187__1.1473187	418240__A0A174C465__ydaM
ERR1912996.1473530__1.1473530	1262936__R7J169__BN799_00083
ERR1912996.1473564__1.1473564	1263006__R6LR21__BN515_00462
ERR1912996.1474001__1.1474001	165179__A0A3E5DX15__DXC61_00345
ERR1912996.1474413__1.1474413	1263011__R6DMN6__BN553_01074
ERR1912996.1474788__1.1474788	1680__A0A174BEE7__BSTER_1311
ERR1912996.1474977__1.1474977	239935__A0A2N8HUU6__CXT90_06150
ERR1912996.1475066__1.1475066	901__B6WXF1__DESPIGER_1660
ERR1912996.1475120__1.1475120	74426__purL
ERR1912996.1475270__1.1475270	39491__A0A395V6A3__DXB69_00505
ERR1912996.1475392__1.1475392	301302__A0A0M6WBZ5__spr
ERR1912996.1475454__1.1475454	39485__R6A1W2__ERS852490_01584
ERR1912996.1475374__1.1475374	1262936__R7J5J9__BN799_00247
ERR1912996.1475507__1.1475507	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1475723__1.1475723	1262936__R7J0W9__BN799_00634
ERR1912996.1475867__1.1475867	74426__rpoC
ERR1912996.1476091__1.1476091	45851__D4RZD5__BUTYVIB_01201
ERR1912996.1476156__1.1476156	301302__A0A173T248__M72_19091
ERR1912996.1476586__1.1476586	1680__A0A087DHN0__AL0462_1532
ERR1912996.1476609__1.1476609	1432052__A0A1E3ASZ7__BEI62_12855
ERR1912996.1476927__1.1476927	901__B6WYD7__DESPIG_03118
ERR1912996.1477105__1.1477105	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1912996.1477106__1.1477106	1680__R5GRA4__ERS852382_01548
ERR1912996.1477138__1.1477138	1262882__R5MM10__BN519_01679
ERR1912996.1477347__1.1477347	1680__A0A076JNH5__DXC60_03835
ERR1912996.1477411__1.1477411	74426__nifJ
ERR1912996.1477469__1.1477469	39485__A0A174YMI9__cph2_5
ERR1912996.1477573__1.1477573	1262924__R7HLJ9__BN585_01064
ERR1912996.1477590__1.1477590	172901__A0A2U1AJM8__C8D82_13432
ERR1912996.1477646__1.1477646	901__B6WUG8__DHV46_10540
ERR1912996.1477655__1.1477655	165179__R6CJG8__DXC61_09290
ERR1912996.1477805__1.1477805	1262936__R7J3N4__BN799_00434
ERR1912996.1477918__1.1477918	147206__GCF_000156215.1_01776
ERR1912996.1477926__1.1477926	1735__B7CD30__EUBIFOR_02109
ERR1912996.1477951__1.1477951	706562__GCA_900112995.1_01618
ERR1912996.1478068__1.1478068	901__B6WXI1__DESPIGER_1636
ERR1912996.1478050__1.1478050	1262936__R7J169__BN799_00083
ERR1912996.1478171__1.1478171	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1478746__1.1478746	1680__A0A1X3A951__AL0462_1583
ERR1912996.1478895__1.1478895	33039__A0A174ZIS2__RTO_10090
ERR1912996.1478882__1.1478882	1550024__A0A0D8IWU5__TQ39_13940
ERR1912996.1479043__1.1479043	1262961__R6DW57__BN710_00287
ERR1912996.1479132__1.1479132	1262882__R5MDR8__BN519_00124
ERR1912996.1479256__1.1479256	100884__E7GFK3__DXB26_14415
ERR1912996.1479364__1.1479364	2022527__A0A264YA09__CHL74_03035
ERR1912996.1479521__1.1479521	1262988__R7N366__BN816_02620
ERR1912996.1479891__1.1479891	1262959__R5YS04__BN680_00455
ERR1912996.1479966__1.1479966	45851__D4RWC6__BHV86_07010
ERR1912996.1480330__1.1480330	74426__purL
ERR1912996.1480490__1.1480490	1262936__R7J146__BN799_01697
ERR1912996.1480494__1.1480494	1680__A0A374QDL4__LMG18897_0432
ERR1912996.1480891__1.1480891	1262936__R7J0U9__BN799_01484
ERR1912996.1481328__1.1481328	301301__A0A395VA63__sbcC
ERR1912996.1481507__1.1481507	853__A0A173TAZ8__DWZ46_14590
ERR1912996.1481580__1.1481580	1655__J2ZUA7__BKH04_09025
ERR1912996.1481805__1.1481805	1263000__R5EXT3__BN466_02213
ERR1912996.1481839__1.1481839	39488__A0A285PPV7__DXD91_14610
ERR1912996.1481875__1.1481875	572010__aspS
ERR1912996.1481908__1.1481908	1897011__A0A1Q6RIP3__BHW41_00615
ERR1912996.1481969__1.1481969	1262936__R7J1V8__BN799_00957
ERR1912996.1482102__1.1482102	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.1482229__1.1482229	216816__A0A2U0BLP0__tsaB
ERR1912996.1482357__1.1482357	1262936__R7J0W9__BN799_00634
ERR1912996.1482377__1.1482377	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.1482615__1.1482615	301301__A0A395V6S0__dosP
ERR1912996.1482900__1.1482900	45851__D4RWZ9__murF
ERR1912996.1483537__1.1483537	1263000__R5EXT3__BN466_02213
ERR1912996.1483679__1.1483679	239935__A0A139TQT9__Amuc_1197
ERR1912996.1483940__1.1483940	1262936__R7J5M9__BN799_00277
ERR1912996.1484116__1.1484116	901__B6WRL8__epaO
ERR1912996.1484282__1.1484282	1262992__R5DCN3__BN795_00359
ERR1912996.1484363__1.1484363	901__B6WXT8__DESPIGER_1543
ERR1912996.1484404__1.1484404	39485__R5ZT20__ERS852490_00975
ERR1912996.1484619__1.1484619	2022527__A0A264Y7D2__CHL74_07285
ERR1912996.1484673__1.1484673	853__A0A3E2U7E6__ERS852582_01640
ERR1912996.1484923__1.1484923	1897011__A0A1Q6RDE2__BHW41_05525
ERR1912996.1485175__1.1485175	1897011__A0A1Q6RGG6__BHW41_02770
ERR1912996.1485461__1.1485461	147206__GCF_000156215.1_01776
ERR1912996.1485579__1.1485579	39485__C4Z058__ERS852492_00130
ERR1912996.1485888__1.1485888	40518__R5DPI9__DXD83_07375
ERR1912996.1486030__1.1486030	45851__D4RYB8__BHV86_01965
ERR1912996.1486306__1.1486306	100884__E7GFK8__HMPREF9488_03551
ERR1912996.1486362__1.1486362	1262911__R6GII0__BN557_01496
ERR1912996.1486403__1.1486403	901__B6WTT7__DESPIG_01494
ERR1912996.1486506__1.1486506	1628085__A0A2U1BCR5__C7386_10796
ERR1912996.1486529__1.1486529	1897011__A0A1Q6RIC6__BHW41_01345
ERR1912996.1486898__1.1486898	901__B6WQD5__DESPIG_00255
ERR1912996.1486957__1.1486957	1680__R5GRA4__ERS852382_01548
ERR1912996.1487011__1.1487011	1680__A0A0C2YPV2__AL0462_1474
ERR1912996.1487026__1.1487026	1680__A0A0C2YPV2__AL0462_1474
ERR1912996.1487532__1.1487532	1262911__R6GMZ7__BN557_01741
ERR1912996.1487822__1.1487822	901__B6WX15__DESPIG_02640
ERR1912996.1487970__1.1487970	40518__R5DVL2__penA
ERR1912996.1488081__1.1488081	40518__R5DME2__DXD86_07315
ERR1912996.1488164__1.1488164	239935__A0A139TPU7__CXT91_06575
ERR1912996.1488192__1.1488192	301302__R5UIY5__M72_17461
ERR1912996.1488281__1.1488281	901__B6WV45__DESPIGER_1962
ERR1912996.1488265__1.1488265	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912996.1488325__1.1488325	301302__A0A0M6WIU8__M72_26811
ERR1912996.1488396__1.1488396	1262936__R7J360__BN799_00345
ERR1912996.1488486__1.1488486	1262936__R7J169__BN799_00083
ERR1912996.1488488__1.1488488	2022527__A0A264YA73__CHL74_04745
ERR1912996.1488822__1.1488822	28111__R5K5Y3__BACEGG_03205
ERR1912996.1489232__1.1489232	1628085__A0A1C6BMM1__C7386_11221
