ERR1913161.22__1.22	1550024__A0A0D8J179__ASJ35_09245
ERR1913161.305708__1.305708	357276__B6VT86__IY41_22515
ERR1913161.305795__1.305795	1262882__R5N0J9__BN519_00773
ERR1913161.305945__1.305945	2173__A5ULL1__Msm_0884
ERR1913161.305998__1.305998	2173__A0A1D2WXL3__Msm_1788
ERR1913161.306154__1.306154	239935__A0A2N8IKW7__pstA
ERR1913161.306162__1.306162	39496__A5Z5I2__EUBVEN_00963
ERR1913161.306636__1.306636	214856__I3YMC8__ERS852447_02666
ERR1913161.306782__1.306782	47678__R5UZM4__DW706_15680
ERR1913161.306824__1.306824	357276__B6VT86__IY41_22515
ERR1913161.306950__1.306950	40518__R5DV58__htrA
ERR1913161.306974__1.306974	1263005__R6EQ31__BN497_00348
ERR1913161.307135__1.307135	1262882__R5N3T7__BN519_01188
ERR1913161.307221__1.307221	357276__I9QBT7__BSEG_03340
ERR1913161.307473__1.307473	214856__A0A174ZEF7__mboIIM_1
ERR1913161.307979__1.307979	28116__A7LS02__DXF98_24100
ERR1913161.308134__1.308134	1262992__R5DH34__BN795_00678
ERR1913161.308373__1.308373	1262882__R5N5S3__BN519_00085
ERR1913161.308590__1.308590	1262869__R7CPR8__BN625_01586
ERR1913161.308934__1.308934	1263006__R6LU28__BN515_01365
ERR1913161.308943__1.308943	1550024__A0A0D8J084__TQ39_06930
ERR1913161.309059__1.309059	239935__R6JWJ7__CXT94_02580
ERR1913161.309038__1.309038	1262869__R7CUK0__BN625_00521
ERR1913161.309199__1.309199	1262882__R5MLP5__BN519_01602
ERR1913161.309293__1.309293	1297617__A0A0S2W724__IB211_02743
ERR1913161.309584__1.309584	2173__A5ULL1__Msm_0884
ERR1913161.309623__1.309623	147206__GCF_000156215.1_01777
ERR1913161.309972__1.309972	1262938__R5FB00__BN812_01603
ERR1913161.309998__1.309998	821__A0A395US34__C5Z04_18975
ERR1913161.310007__1.310007	84112__C8WI51__Elen_1827
ERR1913161.310071__1.310071	239935__A0A2N8INZ4__CXU08_03560
ERR1913161.310133__1.310133	239935__B2UNC5__B5G29_07685
ERR1913161.310347__1.310347	357276__I9QBT7__BSEG_03340
ERR1913161.310470__1.310470	1393034__GCA_001552785.1_00502
ERR1913161.310650__1.310650	357276__B6VXX7__HMPREF1063_02683
ERR1913161.310708__1.310708	823__A0A395YS82__M091_1569
ERR1913161.311592__1.311592	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913161.311668__1.311668	1262992__R5DCV6__BN795_00412
ERR1913161.311727__1.311727	239935__A0A2N8IFA0__CXT92_02050
ERR1913161.312090__1.312090	204516__U6RAM4__HMPREF1534_03439
ERR1913161.312236__1.312236	823__A0A174L7J4__CF162_00380
ERR1913161.312253__1.312253	1262882__R5N1T9__BN519_00804
ERR1913161.312330__1.312330	1262882__R5MZ58__BN519_00525
ERR1913161.312462__1.312462	1262882__R5MM90__BN519_01721
ERR1913161.312535__1.312535	1262869__R7CPD0__BN625_00137
ERR1913161.312732__1.312732	47678__A5ZI88__BACCAC_02617
ERR1913161.312739__1.312739	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913161.312844__1.312844	1262882__R5MPY4__BN519_01128
ERR1913161.312944__1.312944	328814__GCA_004558275.1_00033
ERR1913161.313013__1.313013	1262869__R7CQI7__BN625_01450
ERR1913161.313014__1.313014	1897011__A0A1Q6RG48__BHW41_02345
ERR1913161.313262__1.313262	1262882__R5MHZ2__BN519_00742
ERR1913161.313302__1.313302	239935__A0A2N8IG27__CXT85_07805
ERR1913161.313326__1.313326	1262882__R5MZZ3__BN519_00482
ERR1913161.313515__1.313515	1262882__R5N3T7__BN519_01188
ERR1913161.313708__1.313708	1262992__R5DCM8__BN795_01561
ERR1913161.313717__1.313717	214856__R6XKW1__ERS852559_01141
ERR1913161.313725__1.313725	343516__GeneID:3952996
ERR1913161.313955__1.313955	2173__A0A1D2WVF8__Msm_1030
ERR1913161.313964__1.313964	214856__A0A174BBG7__ERS852447_01289
ERR1913161.314139__1.314139	371601__A0A139LNL6__ERS852396_04350
ERR1913161.314426__1.314426	357276__A0A076IXE0__HMPREF1064_04364
ERR1913161.314850__1.314850	1262882__R5MF51__BN519_00287
ERR1913161.315035__1.315035	1683__C4FD81__BIFANG_02264
ERR1913161.315138__1.315138	1262882__R5MIY9__BN519_01097
ERR1913161.315152__1.315152	1262882__R5MHQ8__BN519_00707
ERR1913161.315213__1.315213	1262921__R5LVV3__BN473_00490
ERR1913161.315477__1.315477	357276__I9FTR0__HMPREF1065_02861
ERR1913161.315567__1.315567	1262882__R5MJ49__BN519_01124
ERR1913161.315731__1.315731	820__A0A3E4G3J9__ERS852459_02265
ERR1913161.315733__1.315733	1262869__R7CLU9__BN625_01053
ERR1913161.315857__1.315857	28117__B0MY41__BHV66_05165
ERR1913161.315862__1.315862	39485__A0A174ZPJ9__tig_2
ERR1913161.316175__1.316175	1262882__R5MEN2__BN519_00200
ERR1913161.316673__1.316673	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913161.316804__1.316804	47678__R5USR9__HMPREF1061_01404
ERR1913161.316858__1.316858	1897011__A0A1Q6RH12__BHW41_01505
ERR1913161.316917__1.316917	47678__R5UPZ8__ERS852494_01752
ERR1913161.317144__1.317144	818__A0A0N7IAS6__HMPREF2534_04869
ERR1913161.317157__1.317157	1262882__R5MRS7__BN519_01490
ERR1913161.317188__1.317188	214856__A0A174Z5D7__ERS852447_00499
ERR1913161.317305__1.317305	28116__A7LS02__DXF98_24100
ERR1913161.317684__1.317684	1262882__R5MFM2__BN519_00460
ERR1913161.317926__1.317926	1262869__R7CQE2__BN625_01548
ERR1913161.318030__1.318030	239935__A0A2N8IL82__CXU02_11740
ERR1913161.318220__1.318220	216816__A0A2U0BLP0__tsaB
ERR1913161.318348__1.318348	1263006__R6LU28__BN515_01365
ERR1913161.318454__1.318454	291645__I9SGK8__HMPREF1068_00004
ERR1913161.318626__1.318626	1550024__A0A3B9WIW5__TQ39_04755
ERR1913161.318566__1.318566	823__A0A355XFH7__ERS852513_00769
ERR1913161.318620__1.318620	1550024__A0A0W7TQU7__TQ39_10940
ERR1913161.318791__1.318791	1550024__G9RUM6__TQ39_16565
ERR1913161.318676__1.318676	821__R6F3Y1__SAMN04487923_104318
ERR1913161.318874__1.318874	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.319410__1.319410	28116__D7K2E0__endOF2_3
ERR1913161.319516__1.319516	1263000__R5EF36__BN466_01303
ERR1913161.319498__1.319498	820__A0A3E4WCC2__lptB_1
ERR1913161.319668__1.319668	261299__B0AAA5__SAMN02745147_0941
ERR1913161.319878__1.319878	1262882__R5MZ58__BN519_00525
ERR1913161.320492__1.320492	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.320508__1.320508	214856__I3YK71__ERS852559_02472
ERR1913161.320627__1.320627	28116__F7L4N5__BACOVA_00137
ERR1913161.320732__1.320732	1263006__R6LU28__BN515_01365
ERR1913161.320733__1.320733	823__A0A073I9P2__CF162_18000
ERR1913161.320766__1.320766	2173__A5UNK1__METSMIF1_03217
ERR1913161.320788__1.320788	239935__R6J9Y2__CXT85_07000
ERR1913161.320895__1.320895	410072__A0A174HCW3__ERS852574_00529
ERR1913161.320911__1.320911	1262992__R5D749__BN795_01063
ERR1913161.320915__1.320915	239935__A0A2N8HM32__CXT85_08075
ERR1913161.321438__1.321438	552398__F4XHU2__HMPREF0866_03196
ERR1913161.321634__1.321634	410072__A0A174AMX4__dacB_1
ERR1913161.321818__1.321818	239935__A0A2N8IUW6__Amuc_1525
ERR1913161.321949__1.321949	1262882__R5MDR8__BN519_00124
ERR1913161.322153__1.322153	357276__A0A076IP73__BACDOR_04237
ERR1913161.322172__1.322172	820__A0A3E4HWJ4__DXD40_05945
ERR1913161.322291__1.322291	454154__G5SVM9__HMPREF9441_03446
ERR1913161.322459__1.322459	1124654__GeneID:14005735
ERR1913161.322529__1.322529	1262848__R6U8I0__BN818_01131
ERR1913161.322685__1.322685	28052__A0A174KUL2__phoR_1
ERR1913161.322806__1.322806	820__A0A374Q854__HMPREF1073_03281
ERR1913161.323033__1.323033	239935__A0A2N8IL82__CXU02_11740
ERR1913161.323213__1.323213	214856__R6XS46__ERS852559_00812
ERR1913161.323179__1.323179	1262882__R5N3H1__BN519_01121
ERR1913161.323324__1.323324	214856__A0A174FWM7__ERS852559_00590
ERR1913161.323486__1.323486	239935__A0A2N8HT68__ADH72_00510
ERR1913161.323569__1.323569	328814__GCA_004558275.1_00293
ERR1913161.323617__1.323617	61171__B9Y5T9__HOLDEFILI_01171
ERR1913161.323804__1.323804	936548__J1BAS3__HMPREF1136_1394
ERR1913161.323824__1.323824	1965629__A0A1Y4BQX5__B5F88_15445
ERR1913161.323926__1.323926	1550024__G9RTW5__TQ39_08270
ERR1913161.324134__1.324134	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913161.324161__1.324161	47678__A5ZF31__DXB67_11050
ERR1913161.324684__1.324684	1034346__A0A3C0DCA4__DES51_12422
ERR1913161.324709__1.324709	1550024__A0A0W7TQU7__TQ39_10940
ERR1913161.324734__1.324734	28118__F9Z9Z6__DHW44_15190
ERR1913161.325297__1.325297	239935__A0A2N8IRW0__A4V05_11620
ERR1913161.325975__1.325975	239935__A0A2N8HB50__CXU17_02615
ERR1913161.326064__1.326064	1262889__R7HAY6__BN634_02225
ERR1913161.326059__1.326059	1550024__A0A3B9WI04__ASJ35_06105
ERR1913161.326185__1.326185	239935__A0A139TQT9__Amuc_1197
ERR1913161.326261__1.326261	1550024__A0A0D8IYY8__TQ39_09180
ERR1913161.326389__1.326389	239935__A0A139TVJ4__CXT86_02020
ERR1913161.326533__1.326533	821__A0A395US34__C5Z04_18975
ERR1913161.326492__1.326492	1262882__R5N1T9__BN519_00804
ERR1913161.326710__1.326710	1262869__R7CT13__BN625_00558
ERR1913161.327005__1.327005	1262882__R5MQ68__BN519_01178
ERR1913161.327136__1.327136	47678__A0A174G5P3__DXB67_14265
ERR1913161.327207__1.327207	187327__R6MDJ4__ACDG_00402
ERR1913161.327278__1.327278	239935__R6IZU4__CXT87_08085
ERR1913161.327509__1.327509	1550024__A0A3B9WM87__TQ39_06420
ERR1913161.327752__1.327752	1262869__R7CLU9__BN625_01053
ERR1913161.328014__1.328014	74426__rpoC
ERR1913161.328048__1.328048	239935__A0A139TMG9__CXU07_10650
ERR1913161.328128__1.328128	1897011__A0A1Q6RF44__BHW41_03065
ERR1913161.328206__1.328206	239935__R6J9Y2__CXT85_07000
ERR1913161.328392__1.328392	74426__rpoC
ERR1913161.328324__1.328324	239935__B2UQP8__CXU15_01110
ERR1913161.328415__1.328415	239935__A0A2N8ITX2__CXT86_11265
ERR1913161.328431__1.328431	78345__A0A087BD60__SAMN02745589_1627
ERR1913161.328441__1.328441	214856__I3YMC8__ERS852447_02666
ERR1913161.328514__1.328514	1262924__R7HQB3__BN585_00435
ERR1913161.328601__1.328601	1262882__R5MDR8__BN519_00124
ERR1913161.328686__1.328686	1965569__A0A1Y4NK94__B5F07_19320
ERR1913161.328827__1.328827	40518__R5DU74__RBATCC27255_00707
ERR1913161.328890__1.328890	214856__R5UN64__ERS852447_02669
ERR1913161.329518__1.329518	1262803__R6NL95__BN649_00814
ERR1913161.329619__1.329619	1308__A0A0E2RBL2__BEL03_04400
ERR1913161.329685__1.329685	544645__A0A1U7L9C2__DXC42_03640
ERR1913161.330204__1.330204	1262882__R5MGX3__BN519_00046
ERR1913161.330305__1.330305	40518__R5DWP7__ansA
ERR1913161.330669__1.330669	28116__I8YA52__M088_0798
ERR1913161.330677__1.330677	214856__I3YPQ3__Alfi_2711
ERR1913161.331065__1.331065	1262882__R5N1R4__BN519_00788
ERR1913161.331133__1.331133	239935__A0A2N8HL50__CXT98_09135
ERR1913161.331186__1.331186	1034346__A0A3C0DCY0__DES51_11390
ERR1913161.331214__1.331214	328813__A0A1Y3QZ64__B5G41_14235
ERR1913161.331248__1.331248	28117__B0MU76__ALIPUT_00202
ERR1913161.331463__1.331463	544645__A0A3E4TEK2__DXC42_06710
ERR1913161.331614__1.331614	1262869__R7CUK0__BN625_00521
ERR1913161.331636__1.331636	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913161.331747__1.331747	1262882__R5MYX5__BN519_00333
ERR1913161.331853__1.331853	357276__G5SMD3__BSEG_02959
ERR1913161.332078__1.332078	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913161.332221__1.332221	214856__I3YPP3__Alfi_2701
ERR1913161.332263__1.332263	1262869__R7CR66__BN625_01456
ERR1913161.332517__1.332517	1262869__R7CU59__BN625_00397
ERR1913161.332547__1.332547	47678__R5U969__C5Z00_13130
ERR1913161.332554__1.332554	239935__A0A2N8HPX2__CXT90_09930
ERR1913161.332601__1.332601	1262882__R5MM25__BN519_00600
ERR1913161.332793__1.332793	1432052__A0A1E3AUY8__BEI61_05984
ERR1913161.332897__1.332897	28117__B0MY45__ALIPUT_02164
ERR1913161.333025__1.333025	671267__R9IB12__C802_00696
ERR1913161.333321__1.333321	674529__A0A174P761__SAMN05444400_106145
ERR1913161.333415__1.333415	239935__A0A2N8HBM4__CXT85_06270
ERR1913161.333546__1.333546	239935__A0A3F3K9J9__DEF40_00940
ERR1913161.333679__1.333679	239935__R6JD78__CXU05_09250
ERR1913161.333818__1.333818	239935__R6J5N6__CXT99_10770
ERR1913161.333837__1.333837	1262869__R7CNH9__BN625_01092
ERR1913161.333850__1.333850	1262882__R5MFA5__BN519_00331
ERR1913161.334061__1.334061	1262882__R5MIC9__BN519_00834
ERR1913161.334711__1.334711	1297617__A0A0S2W384__IB211_01413
ERR1913161.334985__1.334985	328814__GCA_004558275.1_01570
ERR1913161.335452__1.335452	214856__A0A174A0R8__ERS852447_00998
ERR1913161.335522__1.335522	39485__R5ZPP8__EUBELI_20334
ERR1913161.335602__1.335602	239935__A0A2N8IVK9__CXU08_03750
ERR1913161.335750__1.335750	1160721__W0U2T9__BHW50_11050
ERR1913161.335813__1.335813	2173__A0A1D2WU59__Msm_1444
ERR1913161.336003__1.336003	821__C6ZAA5__ERS852556_00403
ERR1913161.336023__1.336023	39496__A5Z5I2__EUBVEN_00963
ERR1913161.336551__1.336551	1262882__R5MSS9__BN519_01662
ERR1913161.336613__1.336613	47678__R5UV30__C5Z00_12615
ERR1913161.336736__1.336736	47678__A5ZJ14__ERS852494_02225
ERR1913161.337113__1.337113	1235835__R9LCU2__C814_02677
ERR1913161.337363__1.337363	1299998__GCA_001494635.1_00296
ERR1913161.337590__1.337590	1262869__R7CRC3__BN625_00209
ERR1913161.337595__1.337595	1262882__R5MYI1__BN519_00416
ERR1913161.337650__1.337650	1262869__R7CT13__BN625_00558
ERR1913161.337662__1.337662	28116__A0A1Y4PHM7__DXA80_25130
ERR1913161.337678__1.337678	410072__C0BBR9__yqeC
ERR1913161.337864__1.337864	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913161.337991__1.337991	47678__R5UG22__ERS852558_01514
ERR1913161.338079__1.338079	818__A0A396EA53__ERS852557_04332
ERR1913161.338193__1.338193	239935__A0A2N8HHB6__B5G29_11500
ERR1913161.338246__1.338246	239935__A0A2N8I1R3__CXU05_06075
ERR1913161.338537__1.338537	1550024__G9RPG8__TQ39_05515
ERR1913161.338563__1.338563	239935__A0A2N8I8X8__B5G29_00185
ERR1913161.338793__1.338793	1262882__R5MKI3__BN519_00334
ERR1913161.339393__1.339393	1262882__R5MEN9__BN519_00201
ERR1913161.339548__1.339548	46503__K5ZX50__dnaG_1
ERR1913161.339785__1.339785	28116__C3QVY2__SAMN05444282_12234
ERR1913161.339816__1.339816	28117__B0MZ50__ALIPUT_02424
ERR1913161.340096__1.340096	328814__GCA_004558275.1_00239
ERR1913161.340250__1.340250	821__A0A0P0M2J4__DXD46_10295
ERR1913161.340476__1.340476	821__A0A0P0LFP6__C5Z04_13890
ERR1913161.340600__1.340600	74426__nifJ
ERR1913161.341110__1.341110	1550024__G9RP65__ASJ35_11645
ERR1913161.341111__1.341111	823__D7IV95__DXC05_09565
ERR1913161.341278__1.341278	2108523__A0A2P2F5G5__LAWASA_1244
ERR1913161.341595__1.341595	1262869__R7CPP0__BN625_01332
ERR1913161.341782__1.341782	239935__A0A139TVJ4__CXT86_02020
ERR1913161.341741__1.341741	1262882__R5MM25__BN519_00600
ERR1913161.341956__1.341956	28117__B0MUX7__ALIPUT_00918
ERR1913161.342368__1.342368	1262537__GeneID:16385341
ERR1913161.342519__1.342519	239935__A0A2N8IRH4__CXT92_05605
ERR1913161.342617__1.342617	1550024__A0A0D8IWM4__TQ39_15635
ERR1913161.342801__1.342801	823__A0A395YXR9__M091_4086
ERR1913161.342939__1.342939	823__A6LBY1__ERS852380_00510
ERR1913161.343030__1.343030	1780376__A0A143XQT4__BN3659_01658
ERR1913161.343316__1.343316	239935__B2URG6__CXU02_00030
ERR1913161.343430__1.343430	1262869__R7CUK0__BN625_00521
ERR1913161.343558__1.343558	1680__R5GKP2__DXD60_06200
ERR1913161.343821__1.343821	214856__R6Y6H8__ERS852447_01719
ERR1913161.343835__1.343835	1550024__G9RT56__TQ39_09200
ERR1913161.343908__1.343908	239935__A0A2N8HB50__CXU17_02615
ERR1913161.343958__1.343958	1262869__R7CM75__BN625_00831
ERR1913161.344268__1.344268	239935__A0A2N8IMC3__CXT96_03840
ERR1913161.344361__1.344361	1262882__R5MZ58__BN519_00525
ERR1913161.344456__1.344456	39485__R5ZZA6__ERS852490_00168
ERR1913161.344474__1.344474	1160721__R6SUP4__vanY3
ERR1913161.344643__1.344643	818__Q8A0V7__BSIG_2755
ERR1913161.344720__1.344720	1262924__R7HMZ4__BN585_01629
ERR1913161.344777__1.344777	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.344990__1.344990	239935__A0A2N8HHB6__B5G29_11500
ERR1913161.345223__1.345223	823__A6LEQ6__DXB14_05705
ERR1913161.345229__1.345229	556259__E5C614__BSGG_0177
ERR1913161.345366__1.345366	357276__C3RDQ5__HMPREF1065_03827
ERR1913161.345434__1.345434	328814__GCA_004558275.1_00043
ERR1913161.345473__1.345473	853__A0A2A7B1Y7__C7K05_11930
ERR1913161.345575__1.345575	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.345590__1.345590	39492__D4JUL3__nreC_2
ERR1913161.345685__1.345685	1262869__R7CVG2__BN625_00790
ERR1913161.345700__1.345700	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.345866__1.345866	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913161.345953__1.345953	28116__E5CCI3__NCTC11153_04275
ERR1913161.346229__1.346229	53442__A0A1E7S3R5__SAMN04515649_10324
ERR1913161.346246__1.346246	1262869__R7CPN9__BN625_01440
ERR1913161.346262__1.346262	1262882__R5N3T7__BN519_01188
ERR1913161.346312__1.346312	371601__E5CE41__ERS852396_04351
ERR1913161.346331__1.346331	1160721__R6TGH1__BHW50_05060
ERR1913161.346339__1.346339	214856__R6YD52__ERS852447_02171
ERR1913161.346436__1.346436	1262882__R5MYP8__BN519_00439
ERR1913161.346544__1.346544	40518__R5DTJ1__DXD86_03635
ERR1913161.346693__1.346693	544645__A0A3E4SZ64__DXC42_14790
ERR1913161.346899__1.346899	1262869__R7CM75__BN625_00831
ERR1913161.346912__1.346912	818__A0A3E5HWN5__BSIG_3066
ERR1913161.347483__1.347483	823__A0A355XLS2__ERS852380_02644
ERR1913161.347571__1.347571	301301__A0A395V5S1__ERS852391_01890
ERR1913161.347595__1.347595	853__A0A2A7B1Y7__C7K05_11930
ERR1913161.347617__1.347617	239935__A0A2N8HTZ8__CXU09_01270
ERR1913161.348014__1.348014	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.348363__1.348363	371601__D0TRG1__HMPREF1074_04676
ERR1913161.348562__1.348562	1262882__R5MGX3__BN519_00046
ERR1913161.348587__1.348587	214856__R6XNE7__ERS852447_02267
ERR1913161.349041__1.349041	40518__R5DZB1__DXD83_08840
ERR1913161.349343__1.349343	1262882__R5MM90__BN519_01721
ERR1913161.349492__1.349492	214856__R6XKT4__ERS852559_01719
ERR1913161.349450__1.349450	1160721__R6TF33__sig6
ERR1913161.349445__1.349445	1235835__R9LCU2__C814_02677
ERR1913161.349908__1.349908	820__A0A3E4WCC2__lptB_1
ERR1913161.349983__1.349983	28117__B0MTW8__ALIPUT_00502
ERR1913161.350033__1.350033	1262911__R6GXH0__BN557_00389
ERR1913161.350136__1.350136	239935__A0A2N8HUU6__CXT90_06150
ERR1913161.350168__1.350168	214856__A0A174A0R8__ERS852447_00998
ERR1913161.350255__1.350255	410072__A0A174DFS8__ERS852574_01251
ERR1913161.350410__1.350410	357276__B6W1J2__BACDOR_03380
ERR1913161.350514__1.350514	214856__I3YPR6__Alfi_2724
ERR1913161.350528__1.350528	1550024__G9RWG1__ASJ35_03770
ERR1913161.350532__1.350532	47678__R5U969__C5Z00_13130
ERR1913161.350559__1.350559	39029__A0A0J6WW00__AB840_08435
ERR1913161.350867__1.350867	328814__GCA_004558275.1_01976
ERR1913161.351002__1.351002	343516__GeneID:3952996
ERR1913161.351137__1.351137	39492__D4JUJ6__ssuB_2
ERR1913161.351171__1.351171	239935__A0A2N8HUU6__CXT90_06150
ERR1913161.351206__1.351206	821__E5UY21__C800_02204
ERR1913161.351261__1.351261	1550024__G9RWG5__TQ39_04290
ERR1913161.351338__1.351338	239935__A0A3F3K985__CXT98_05805
ERR1913161.351394__1.351394	47678__R5UXY0__CGC64_03535
ERR1913161.351367__1.351367	487175__R5E4E1__HMPREF9439_00344
ERR1913161.351436__1.351436	384638__B7ASI3__BACPEC_02038
ERR1913161.351448__1.351448	204516__U6RGK1__HMPREF1534_01924
ERR1913161.351471__1.351471	820__A0A174TRB5__DXD40_11305
ERR1913161.351476__1.351476	239935__A0A2N8HT44__CXT84_11035
ERR1913161.351639__1.351639	28117__B0MY41__BHV66_05165
ERR1913161.351741__1.351741	1262911__R6GKS1__BN557_00184
ERR1913161.351758__1.351758	1160721__A0A373ML50__RBI_I01893
ERR1913161.352053__1.352053	487175__F3QMH5__HMPREF9439_02154
ERR1913161.352093__1.352093	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913161.352207__1.352207	28118__F9Z857__DER54_07670
ERR1913161.352457__1.352457	357276__I8VLL2__HMPREF1065_03395
ERR1913161.352472__1.352472	239935__A0A2N8INK7__Amuc_0521
ERR1913161.352495__1.352495	1262882__R5MSQ8__BN519_01647
ERR1913161.352564__1.352564	239935__A0A2N8IVR0__CXT87_07115
ERR1913161.352567__1.352567	1262869__R7CSY3__BN625_00523
ERR1913161.352912__1.352912	363265__G6AUM0__HMPREF0673_00305
ERR1913161.352923__1.352923	818__A0A396E9L6__C799_02774
ERR1913161.352978__1.352978	239935__A0A2N8IYM5__CXT84_05130
ERR1913161.352986__1.352986	1262869__R7CS12__BN625_00205
ERR1913161.353026__1.353026	239935__A0A2N8IMC3__CXT96_03840
ERR1913161.353000__1.353000	292800__A0A1C7FRP6__HMPREF9460_00386
ERR1913161.353012__1.353012	1160721__R6T4W2__RBI_I00237
ERR1913161.353712__1.353712	363265__G6AVR7__HMPREF0673_00706
ERR1913161.354073__1.354073	1550024__A0A0D8IYY8__TQ39_09180
ERR1913161.354012__1.354012	292800__A0A1C7FI72__ERS852504_01815
ERR1913161.354025__1.354025	1262882__R5MF51__BN519_00287
ERR1913161.354140__1.354140	1550024__G9RW08__ASJ35_03155
ERR1913161.354111__1.354111	820__A7V092__hldE
ERR1913161.354192__1.354192	1550024__A0A0D8IU01__TQ39_19670
ERR1913161.354198__1.354198	28117__B0MWP2__ALIPUT_01468
ERR1913161.354278__1.354278	216816__A0A396FRQ5__DD678_01245
ERR1913161.354523__1.354523	239935__A0A2N8HBM4__CXT85_06270
ERR1913161.354691__1.354691	1262882__R5MLE6__BN519_01423
ERR1913161.354736__1.354736	1262924__R7HT26__BN585_00306
ERR1913161.354881__1.354881	1262882__R5MYG7__BN519_00405
ERR1913161.355202__1.355202	239935__A0A2N8IKW7__pstA
ERR1913161.355221__1.355221	1235835__R9LCU2__C814_02677
ERR1913161.355434__1.355434	2108523__A0A2P2FEG2__LAWASA_4468
ERR1913161.355471__1.355471	239935__R7E524__CXT91_06180
ERR1913161.355529__1.355529	239935__A0A2N8I5H6__CXT92_05565
ERR1913161.355548__1.355548	216816__A0A087BBV6__BFS26_06210
ERR1913161.355634__1.355634	216816__A0A2I1IYC5__BLNIAS_00571
ERR1913161.355589__1.355589	165179__A0A3E5DZA5__DXB80_12550
ERR1913161.355612__1.355612	818__A0A3E5HDS4__BJP75_002620
ERR1913161.355703__1.355703	47678__A5ZF31__DXB67_11050
ERR1913161.355737__1.355737	552398__F4XHU2__HMPREF0866_03196
ERR1913161.355791__1.355791	1378168__V2YA11__N510_02528
ERR1913161.355981__1.355981	239935__A0A2N8I6R6__CXU04_04335
ERR1913161.356421__1.356421	821__A0A174NSU0__BVU_3144
ERR1913161.356464__1.356464	28117__B0MUR5__BHV66_03900
ERR1913161.356605__1.356605	487175__D9Y3F1__HMPREF9439_00163
ERR1913161.356974__1.356974	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.356983__1.356983	239935__A0A2N8HPS5__Amuc_0950
ERR1913161.356934__1.356934	239935__A0A2N8IZ16__CXT84_05850
