ERR1913209.41__1.41	39492__D4JTU4__ykfG
ERR1913209.269463__1.269463	1150298__A0A174I056__ERS852535_01387
ERR1913209.269555__1.269555	820__R9HP61__DXC91_01090
ERR1913209.269577__1.269577	357276__B6W5Q9__HMPREF1063_03125
ERR1913209.269626__1.269626	239935__A0A2N8I368__CXT95_04550
ERR1913209.269725__1.269725	46228__B5CPF2__RUMLAC_01345
ERR1913209.269801__1.269801	242750__D1PVH0__HMPREF0645_0955
ERR1913209.269840__1.269840	39496__A5Z937__EUBVEN_02230
ERR1913209.269921__1.269921	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913209.269958__1.269958	39492__D4JV48__ERS852540_00852
ERR1913209.270199__1.270199	1262921__R5LMK9__BN473_01331
ERR1913209.270287__1.270287	28026__C0BV24__DXC75_08705
ERR1913209.270603__1.270603	357276__I9R994__BACDOR_04044
ERR1913209.270728__1.270728	418240__A0A174AX68__ERS852478_00844
ERR1913209.270744__1.270744	817__A0A2M9V8W4__M140_0910
ERR1913209.270827__1.270827	46228__B5CSZ7__HMPREF1202_01559
ERR1913209.270907__1.270907	39492__D4JVG1__ERS852540_00951
ERR1913209.271073__1.271073	1150298__A0A174R4D7__tmpC_2
ERR1913209.271105__1.271105	239935__R6JAS2__CXU02_10725
ERR1913209.271200__1.271200	357276__B6W1Y1__BSEG_03960
ERR1913209.271360__1.271360	39486__B0G2S6__DXC93_16450
ERR1913209.271510__1.271510	74426__groL
ERR1913209.271608__1.271608	239935__A0A2N8ITX2__CXT86_11265
ERR1913209.271726__1.271726	39496__A5Z8N9__EUBVEN_02081
ERR1913209.271759__1.271759	1262911__R6GYH0__BN557_00317
ERR1913209.271869__1.271869	214856__R5UN64__ERS852447_02669
ERR1913209.272016__1.272016	1262921__R5M1D5__BN473_00043
ERR1913209.272047__1.272047	1262744__R6FHL2__BN744_02799
ERR1913209.272667__1.272667	28117__B0MUL5__ALIPUT_00722
ERR1913209.272803__1.272803	1262882__R5MMD8__BN519_01576
ERR1913209.272851__1.272851	39492__D4JV86__spoIIE
ERR1913209.272940__1.272940	239935__A0A2N8IEP3__CXT84_03735
ERR1913209.272904__1.272904	562__P77616__CSC08_0123
ERR1913209.273041__1.273041	33043__A0A173WWJ5__ERS852386_00339
ERR1913209.273127__1.273127	239935__A0A2N8J1K0__CXT97_05765
ERR1913209.273157__1.273157	1262911__R6GY78__BN557_00532
ERR1913209.273290__1.273290	410072__A0A173XQG6__ERS852574_01620
ERR1913209.273570__1.273570	820__A0A396EWL3__ERS417307_03868
ERR1913209.273652__1.273652	1262882__R5MKV8__BN519_01281
ERR1913209.273724__1.273724	214856__A0A175A6T5__ERS852447_02658
ERR1913209.273785__1.273785	357276__I9QBT7__BSEG_03340
ERR1913209.273838__1.273838	1262882__R5MLA4__BN519_01536
ERR1913209.273928__1.273928	46228__B5CR74__HMPREF1202_02190
ERR1913209.274003__1.274003	562__P76296__yecT
ERR1913209.274051__1.274051	1262882__R5MRS7__BN519_01490
ERR1913209.274516__1.274516	1150298__R7JRJ7__ERS852406_01438
ERR1913209.274553__1.274553	1262882__R5MEK3__BN519_00296
ERR1913209.274665__1.274665	357276__U6R8F9__DXD47_04035
ERR1913209.274821__1.274821	820__A0A396EUU8__luxQ_3
ERR1913209.275023__1.275023	1262743__R5C054__BN727_01980
ERR1913209.275089__1.275089	1099853__G9S8L1__NSB1T_03030
ERR1913209.275170__1.275170	454155__F3QUC1__HMPREF9442_01791
ERR1913209.275154__1.275154	357276__I9R1V6__DXD47_04125
ERR1913209.275398__1.275398	820__R7E9Z4__DXC68_06065
ERR1913209.275582__1.275582	820__R9I3N4__M093_0061
ERR1913209.275938__1.275938	214856__R6Y6H8__ERS852447_01719
ERR1913209.275956__1.275956	39488__A0A173T8Z7__hemZ_2
ERR1913209.276092__1.276092	147206__GCF_000156215.1_01776
ERR1913209.276074__1.276074	40518__R5DS37__DXD93_01965
ERR1913209.276166__1.276166	239935__A0A139TPD4__CXT86_06450
ERR1913209.276302__1.276302	39492__D4JU81__xseA
ERR1913209.276330__1.276330	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913209.276497__1.276497	39492__D4JV38__EUBSIR_01205
ERR1913209.276503__1.276503	1262744__R6F8K3__BN744_00841
ERR1913209.276512__1.276512	214856__R6XNE7__ERS852447_02267
ERR1913209.276543__1.276543	820__A0A174A6K0__M093_0079
ERR1913209.276714__1.276714	1262882__R5N1V0__BN519_00816
ERR1913209.276737__1.276737	1262882__R5MH82__BN519_00752
ERR1913209.276858__1.276858	823__K6APS3__DDY96_02400
ERR1913209.276814__1.276814	357276__I8VN30__HMPREF1065_03051
ERR1913209.277068__1.277068	1262803__R6PPC8__BN649_02172
ERR1913209.277048__1.277048	39492__D4JRV7__EUBSIR_01513
ERR1913209.277239__1.277239	1262882__R5MHZ2__BN519_00742
ERR1913209.277488__1.277488	39492__D4JX40__EUBSIR_00020
ERR1913209.277820__1.277820	39492__D4JQY4__EUBSIR_01325
ERR1913209.277870__1.277870	28026__A0A174ALX1__DXB66_00950
ERR1913209.277912__1.277912	1262958__R7GWW1__BN645_01330
ERR1913209.278261__1.278261	563769__GeneID:6973158
ERR1913209.278387__1.278387	39492__B0MNQ2__EUBSIR_01459
ERR1913209.278420__1.278420	1262744__R6FIX7__BN744_00720
ERR1913209.278443__1.278443	39485__C4Z355__ERS852490_01971
ERR1913209.278544__1.278544	454155__F3QT57__HMPREF9442_01374
ERR1913209.278546__1.278546	28052__A0A174M4Z9__blaR1
ERR1913209.278743__1.278743	28052__R7NFJ5__ERS852499_01893
ERR1913209.278775__1.278775	28117__B0MU76__ALIPUT_00202
ERR1913209.278980__1.278980	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913209.279063__1.279063	1262882__R5N1T9__BN519_00804
ERR1913209.279037__1.279037	1160721__W0U4D5__RBI_I01230
ERR1913209.279124__1.279124	46228__V8BL46__HMPREF1202_02714
ERR1913209.279673__1.279673	1150298__R7JVR8__ERS852498_01126
ERR1913209.279738__1.279738	823__A0A355XKQ8__DHP27_04010
ERR1913209.279837__1.279837	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913209.279838__1.279838	446660__GCA_003428235.1_00802
ERR1913209.279841__1.279841	823__A6LH14__B5F32_11640
ERR1913209.280105__1.280105	246787__I8V2S2__BACCELL_02524
ERR1913209.280197__1.280197	1262911__R6HLC0__BN557_00578
ERR1913209.280336__1.280336	823__A6LEF1__CF162_12695
ERR1913209.280344__1.280344	562__P77789__fimF_3
ERR1913209.280862__1.280862	46228__V8CE19__DXD17_01950
ERR1913209.280864__1.280864	10678__GeneID:2777456
ERR1913209.281051__1.281051	239935__A0A2N8IXN0__CXT95_01765
ERR1913209.281082__1.281082	357276__A0A076J8M3__ABI39_13695
ERR1913209.281138__1.281138	1150298__A0A174DU21__toxA_3
ERR1913209.281202__1.281202	239935__A0A2N8HPS5__Amuc_0950
ERR1913209.281221__1.281221	823__A0A355XFH7__ERS852513_00769
ERR1913209.281447__1.281447	40518__R5DMC7__blaR1
ERR1913209.281541__1.281541	454154__G5SPP3__HMPREF9441_01326
ERR1913209.281789__1.281789	1262882__R5MH81__BN519_00748
ERR1913209.281761__1.281761	1262958__R7H2C8__BN645_00177
ERR1913209.281918__1.281918	39492__D4JR20__trmD
ERR1913209.281922__1.281922	1262744__R6FIX7__BN744_00720
ERR1913209.281932__1.281932	823__D7ILK2__ERS852380_00031
ERR1913209.281897__1.281897	562__P77393__PU31_14870
ERR1913209.281903__1.281903	46228__B5CPF2__RUMLAC_01345
ERR1913209.281912__1.281912	10678__GeneID:2777387
ERR1913209.282042__1.282042	1160721__W0U5X6__RBI_I01796
ERR1913209.282410__1.282410	823__A0A069SAX6__ERS852380_00710
ERR1913209.282649__1.282649	562__P0ABR8__antA
ERR1913209.282810__1.282810	1150298__R7JTW4__yvhJ
ERR1913209.283003__1.283003	823__A0A355XLQ9__DXC05_02185
ERR1913209.283072__1.283072	1262744__R6FNH9__BN744_01775
ERR1913209.283237__1.283237	204516__U6RN30__HMPREF1534_00370
ERR1913209.283279__1.283279	1262958__R7GQW0__BN645_00907
ERR1913209.283284__1.283284	1263000__R5EF36__BN466_01303
ERR1913209.283292__1.283292	820__A0A3E4G826__C801_01612
ERR1913209.283577__1.283577	820__R9HVB9__DXC68_17285
ERR1913209.283999__1.283999	1150298__A0A174R918__ERS852535_01749
ERR1913209.284151__1.284151	817__D1JSR5__M071_2945
ERR1913209.284289__1.284289	1262882__R5MEN9__BN519_00201
ERR1913209.284310__1.284310	1262882__R5N1T9__BN519_00804
ERR1913209.284450__1.284450	88431__A0A174RV97__ERS852573_01297
ERR1913209.284460__1.284460	39492__D4JW10__pppA
ERR1913209.284534__1.284534	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913209.284764__1.284764	40520__R7DA92__DXC87_13515
ERR1913209.284911__1.284911	1150298__A0A174HHW8__yhbU_1
ERR1913209.284925__1.284925	1263000__R5ER71__BN466_00316
ERR1913209.285326__1.285326	218538__C9LNQ3__GCWU000321_01176
ERR1913209.285351__1.285351	1262882__R5MMD8__BN519_01576
ERR1913209.285582__1.285582	357276__B6VXX7__HMPREF1063_02683
ERR1913209.285700__1.285700	10678__GeneID:2777439
ERR1913209.285710__1.285710	823__A0A355XKQ8__DHP27_04010
ERR1913209.285902__1.285902	853__A0A174UDE9__C4N25_12775
ERR1913209.285999__1.285999	1150298__R7JUS2__ERS852498_02193
ERR1913209.286058__1.286058	28117__B0MXG8__ALIPUT_01814
ERR1913209.286149__1.286149	239935__A0A2N8HB50__CXU17_02615
ERR1913209.286291__1.286291	357276__A0A076IRZ5__BACDOR_00630
ERR1913209.286486__1.286486	552398__F4XCR9__HMPREF0866_01636
ERR1913209.286497__1.286497	1628085__A0A1C6AZZ4__C7386_101481
ERR1913209.286657__1.286657	454154__G5SLB1__HMPREF9441_00130
ERR1913209.286676__1.286676	823__A6LDT7__CEQ22_002595
ERR1913209.286693__1.286693	1262882__R5MLK3__BN519_00491
ERR1913209.286805__1.286805	28117__R7JLL3__ALIPUT_02219
ERR1913209.286904__1.286904	74426__nifJ
ERR1913209.286995__1.286995	28117__B0MTY2__BHV66_06485
ERR1913209.287116__1.287116	562__A0A376L0A6__CQA14_19985
ERR1913209.287301__1.287301	823__D0TJX4__M095_1560
ERR1913209.287590__1.287590	239935__A0A139TMG9__CXU07_10650
ERR1913209.287714__1.287714	214856__A0A173XXB0__ERS852559_00248
ERR1913209.287770__1.287770	1262882__R5MRT2__BN519_01494
ERR1913209.287890__1.287890	1262921__R5M2J9__BN473_00593
ERR1913209.287973__1.287973	1262921__R5LMK9__BN473_01331
ERR1913209.288094__1.288094	1262882__R5MF51__BN519_00287
ERR1913209.288118__1.288118	1262882__R5N2U9__BN519_01221
ERR1913209.288289__1.288289	39492__D4JSA4__ERS852540_00596
ERR1913209.288328__1.288328	39492__D4JRZ7__smc
ERR1913209.288370__1.288370	1262921__R5M7E3__BN473_01889
ERR1913209.288383__1.288383	39491__A0A396FJJ9__DXB76_11995
ERR1913209.288397__1.288397	853__A0A3E2V168__FAEPRAM212_00929
ERR1913209.288408__1.288408	1262958__R7H1L1__BN645_01584
ERR1913209.288438__1.288438	410072__A0A174IQI6__ERS852574_01030
ERR1913209.288643__1.288643	820__A0A1T4IYF4__mprA_1
ERR1913209.288561__1.288561	1262882__R5N5C3__BN519_01664
ERR1913209.288579__1.288579	1263000__R5ER71__BN466_00316
ERR1913209.288679__1.288679	820__A0A174Q0F0__DXB48_08080
ERR1913209.288725__1.288725	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913209.288851__1.288851	820__A0A139KG60__M094_2679
ERR1913209.288980__1.288980	1262911__R6GPL1__BN557_00927
ERR1913209.289218__1.289218	28026__A0A173ZIY8__B5791_0318
ERR1913209.289230__1.289230	820__A0A3E4IGA7__DXD40_07110
ERR1913209.289313__1.289313	252393__A0A328TRZ1__ACZ87_00977
ERR1913209.289573__1.289573	1262921__R5LTU7__BN473_01717
ERR1913209.289627__1.289627	820__A0A3E4PYB0__yejM
ERR1913209.289697__1.289697	39491__C4ZF05__vpr
ERR1913209.289839__1.289839	1262882__R5N3H1__BN519_01121
ERR1913209.290027__1.290027	39492__D4JRX7__EUBSIR_01480
ERR1913209.290080__1.290080	1262911__R6HN87__BN557_00926
ERR1913209.290402__1.290402	1099853__G9S297__NSB1T_13915
ERR1913209.290455__1.290455	39492__D4JWG3__EUBSIR_00308
ERR1913209.290470__1.290470	28117__B0N028__BHV66_05935
ERR1913209.290507__1.290507	246787__R6KBH9__HMPREF1062_04676
ERR1913209.290960__1.290960	28118__F9Z4U0__B5F99_17595
ERR1913209.291094__1.291094	820__A0A139KHD8__ERS417307_00569
ERR1913209.291225__1.291225	301302__A0A0M6W9I4__M72_19871
ERR1913209.291276__1.291276	562__P23837__phoQ
ERR1913209.291339__1.291339	1262882__R5MHQ8__BN519_00707
ERR1913209.291361__1.291361	239935__A0A139TT05__CXU09_03335
ERR1913209.291366__1.291366	1147144__GeneID:14182120
ERR1913209.291446__1.291446	46228__V8C7M2__RUMLAC_01453
ERR1913209.291805__1.291805	853__A0A173SUU8__CGS54_06840
ERR1913209.291937__1.291937	1262899__R7JCQ9__BN657_02291
ERR1913209.291957__1.291957	1262882__R5MND9__BN519_00831
ERR1913209.292085__1.292085	46228__B5CPT9__DXD17_07345
ERR1913209.292088__1.292088	820__A0A3E4GA19__SAMN05444418_10562
ERR1913209.292280__1.292280	1147152__GeneID:14182018
ERR1913209.292475__1.292475	817__A0A396EMA4__M108_0298
ERR1913209.292681__1.292681	1263000__R5EMC8__BN466_00317
ERR1913209.292874__1.292874	1150298__A0A174K7D2__ERS852498_01147
ERR1913209.292881__1.292881	28026__C0BQB7__DXD71_05105
ERR1913209.293093__1.293093	823__A0A173VS36__M091_4727
ERR1913209.293133__1.293133	1150298__A0A174K7D2__ERS852498_01147
ERR1913209.293154__1.293154	357276__A0A076INK2__BSEG_04225
ERR1913209.293203__1.293203	1262882__R5N678__BN519_01604
ERR1913209.293340__1.293340	239935__A0A2N8HL50__CXT98_09135
ERR1913209.293359__1.293359	562__P77616__CSC08_0123
ERR1913209.293665__1.293665	1262882__R5MGX3__BN519_00046
ERR1913209.293727__1.293727	820__A0A173WUD7__DXB48_08055
ERR1913209.293779__1.293779	1262921__R5MIC1__BN473_01006
ERR1913209.293909__1.293909	1262921__R5MC25__BN473_02562
ERR1913209.294219__1.294219	1262921__R5LSI3__BN473_01312
ERR1913209.294253__1.294253	39491__A0A395ZG74__licR
ERR1913209.294289__1.294289	239935__A0A2N8ILG3__CXT93_10135
ERR1913209.294413__1.294413	328814__GCA_004558275.1_01393
ERR1913209.294619__1.294619	28116__C3QXZ9__DXA80_15295
ERR1913209.294765__1.294765	1262882__R5N1L4__BN519_00757
ERR1913209.294901__1.294901	410072__A0A174JCL9__tee6
ERR1913209.294888__1.294888	214856__A0A173YE57__ERS852559_00126
ERR1913209.295046__1.295046	1262911__R6GZX7__BN557_00838
ERR1913209.295092__1.295092	1262882__R5MEN9__BN519_00201
ERR1913209.295142__1.295142	39492__A0A174ZG93__EUBSIR_00254
ERR1913209.295173__1.295173	165179__A0A174SA26__PREVCOP_05758
ERR1913209.295252__1.295252	239935__A0A2N8HT18__CXT93_06135
ERR1913209.295356__1.295356	1262882__R5MEK3__BN519_00296
ERR1913209.295324__1.295324	28026__A0A174ALX1__DXB66_00950
ERR1913209.295427__1.295427	564__B7LVH7__VL22_0208320
ERR1913209.295526__1.295526	821__A0A173WG51__BVU_2549
ERR1913209.295601__1.295601	1262882__R5MLP5__BN519_01602
ERR1913209.295855__1.295855	28117__B0MTI4__ALIPUT_00084
ERR1913209.295859__1.295859	39486__R6TK96__DXB12_05650
ERR1913209.296001__1.296001	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913209.296035__1.296035	39492__R6RT40__prkC_3
ERR1913209.296062__1.296062	820__A0A139K4W1__M093_0353
ERR1913209.296213__1.296213	29361__B6FKH5__CLONEX_00621
ERR1913209.296133__1.296133	853__A0A2A7B1Y7__C7K05_11930
ERR1913209.296142__1.296142	1262882__R5MYG7__BN519_00405
ERR1913209.296202__1.296202	246787__I9QX02__HMPREF1062_01641
ERR1913209.296242__1.296242	239935__A0A2N8HT18__CXT93_06135
ERR1913209.296410__1.296410	1262911__R6GT99__BN557_01335
ERR1913209.296435__1.296435	1124654__GeneID:14005780
ERR1913209.296587__1.296587	1262921__R5M951__BN473_02141
ERR1913209.296629__1.296629	189722__E0NQU7__HMPREF0658_0548
ERR1913209.296745__1.296745	28117__B0MTV0__BHV66_06395
ERR1913209.296846__1.296846	39492__D4JWY7__EUBSIR_01655
ERR1913209.297022__1.297022	39492__D4JT68__spoIIIE
ERR1913209.297024__1.297024	384638__B7APN3__BACPEC_00639
ERR1913209.297035__1.297035	1262921__R5MBU7__BN473_02531
ERR1913209.297038__1.297038	328814__GCA_004558275.1_00036
ERR1913209.297237__1.297237	1262882__R5MFM2__BN519_00460
ERR1913209.297384__1.297384	820__A7V470__HMPREF1072_02076
ERR1913209.297422__1.297422	1262744__R6FRL5__BN744_00055
ERR1913209.297475__1.297475	1262882__R5MY46__BN519_00355
ERR1913209.297440__1.297440	1262921__R5M5S6__BN473_01072
ERR1913209.297585__1.297585	1262911__R6GMA5__BN557_00481
ERR1913209.297589__1.297589	1262882__R5MFA5__BN519_00331
ERR1913209.297754__1.297754	1150298__A0A174HEB6__ypdC_2
ERR1913209.297816__1.297816	823__A6LBY1__ERS852380_00510
ERR1913209.297839__1.297839	823__A0A395YY84__DXC05_19515
ERR1913209.297964__1.297964	1263000__R5EUM2__BN466_01747
ERR1913209.298245__1.298245	1262911__R6GQ41__BN557_00435
ERR1913209.298430__1.298430	239935__R6JD78__CXU05_09250
ERR1913209.298515__1.298515	823__A0A078TE44__DD466_14830
ERR1913209.298528__1.298528	28117__B0MUX4__ALIPUT_00911
ERR1913209.298669__1.298669	39485__A0A174YMI9__cph2_5
ERR1913209.298793__1.298793	28117__B0MUX4__ALIPUT_00911
ERR1913209.299016__1.299016	218538__C9LQG6__GCWU000321_01798
ERR1913209.299213__1.299213	39492__D4JQY4__EUBSIR_01325
ERR1913209.299648__1.299648	328814__GCA_004558275.1_02023
ERR1913209.299598__1.299598	39492__D4JQX3__EUBSIR_01310
ERR1913209.299785__1.299785	1262882__R5MZZ3__BN519_00482
ERR1913209.299987__1.299987	246787__R6K756__HMPREF1062_01819
ERR1913209.300181__1.300181	1262911__R6GQM3__BN557_01245
ERR1913209.300250__1.300250	706562__GCA_900112995.1_01630
ERR1913209.300279__1.300279	1262882__R5MDR8__BN519_00124
ERR1913209.300374__1.300374	487174__K0WUM9__HMPREF9448_02608
ERR1913209.300466__1.300466	39492__D4JT87__clpC
ERR1913209.300497__1.300497	40520__A0A174I8K5__ERS852394_02169
ERR1913209.300646__1.300646	10678__GeneID:2777379
ERR1913209.300691__1.300691	674529__R6UW30__SAMN05444400_107160
ERR1913209.300706__1.300706	310298__B3JII2__BACCOP_01694
ERR1913209.300773__1.300773	39491__D6E408__EUBREC_1466
ERR1913209.300847__1.300847	820__A0A3E4WA06__ERS852554_03404
ERR1913209.301041__1.301041	1262882__R5MQ63__BN519_01173
ERR1913209.301047__1.301047	1262882__R5MYX5__BN519_00333
ERR1913209.301089__1.301089	39492__D4JUD7__EUBSIR_01877
ERR1913209.301161__1.301161	1147148__GeneID:14181631
ERR1913209.301385__1.301385	1262882__R5ML49__BN519_01361
ERR1913209.301514__1.301514	46228__V8BRM9__HMPREF1202_02379
ERR1913209.301837__1.301837	39492__D4JU30__EUBSIR_00838
ERR1913209.301982__1.301982	1150298__A0A174K7D2__ERS852498_01147
ERR1913209.302202__1.302202	40520__A0A395XDY5__ERS852394_00913
ERR1913209.302337__1.302337	147206__GCF_000156215.1_01776
ERR1913209.302348__1.302348	187327__G4Q2V4__Acin_1541
ERR1913209.302491__1.302491	820__A0A173YYG4__evgS_3
ERR1913209.303210__1.303210	88431__A0A174LBC0__DORLON_00105
ERR1913209.303444__1.303444	564886__GeneID:6973115
ERR1913209.303668__1.303668	40518__R5E4X1__DXD93_05270
ERR1913209.303705__1.303705	1263000__R5ES99__BN466_01121
ERR1913209.303878__1.303878	10678__GeneID:2777387
ERR1913209.304028__1.304028	46228__V8BL81__DXD17_11825
ERR1913209.304034__1.304034	712368__A0A222P7H6__BCB68_01255
ERR1913209.304049__1.304049	1796613__I8YN26__ADH74_13170
ERR1913209.304076__1.304076	1262921__R5LTU7__BN473_01717
ERR1913209.304183__1.304183	821__A0A395VIK7__BVU_1225
ERR1913209.304368__1.304368	39492__D4JRV7__EUBSIR_01513
ERR1913209.304656__1.304656	29348__B1C233__B5E98_05555
ERR1913209.304649__1.304649	147206__GCF_000156215.1_01776
ERR1913209.304750__1.304750	1150298__A0A174E950__ERS852498_02096
ERR1913209.304979__1.304979	239935__A0A2N8HL50__CXT98_09135
ERR1913209.304984__1.304984	357276__A0A076IN21__BSEG_03078
ERR1913209.305067__1.305067	630129__A0A3E5HJB5__AH68_08040
ERR1913209.305295__1.305295	1262882__R5N0F4__BN519_00593
ERR1913209.305329__1.305329	1262882__R5MHZ2__BN519_00742
ERR1913209.305404__1.305404	1262958__R7GR59__BN645_00956
ERR1913209.305503__1.305503	28117__B0MT86__BHV66_02450
ERR1913209.305531__1.305531	39492__D4JV38__EUBSIR_01205
ERR1913209.305542__1.305542	74426__pflB_2
ERR1913209.305599__1.305599	39491__A0A396FP46__cobD_2
ERR1913209.305700__1.305700	1262882__R5MYX5__BN519_00333
ERR1913209.305781__1.305781	1262911__R6H1P0__BN557_00940
ERR1913209.305820__1.305820	1262882__R5MM10__BN519_01679
ERR1913209.305846__1.305846	239935__R6JAS2__CXU02_10725
ERR1913209.305871__1.305871	1262911__R6GT76__BN557_01150
ERR1913209.305988__1.305988	630129__A0A087AYI4__BBKW_1921
ERR1913209.305998__1.305998	239935__A0A139TPD4__CXT86_06450
ERR1913209.306127__1.306127	310298__B3JMG0__BACCOP_03099
ERR1913209.306347__1.306347	39492__D4JTJ1__EUBSIR_01453
ERR1913209.306409__1.306409	471189__GCA_003340385.1_00303
ERR1913209.306559__1.306559	35833__E5YAY4__HMPREF0179_03355
ERR1913209.306658__1.306658	820__A7VAR9__ERS852421_00197
ERR1913209.306664__1.306664	1262882__R5MDR8__BN519_00124
ERR1913209.306725__1.306725	1686__B6XVQ0__BBCT_0382
ERR1913209.306822__1.306822	28117__B0MXR4__BHV66_08025
ERR1913209.306759__1.306759	823__A0A395YRE1__DXC05_20005
ERR1913209.306997__1.306997	1150298__R7JRT0__ERS852498_01068
ERR1913209.307016__1.307016	39491__A0A395UUN5__EUBREC_0291
ERR1913209.307046__1.307046	39492__D4JTJ1__EUBSIR_01453
ERR1913209.307224__1.307224	562__P77183__CDL50_13955
ERR1913209.307302__1.307302	853__A0A173T6P2__DWZ46_14595
ERR1913209.307413__1.307413	33039__D4M2F6__RTO_06900
ERR1913209.307438__1.307438	1262882__R5N5W2__BN519_00074
ERR1913209.307526__1.307526	28117__B0MTI4__ALIPUT_00084
ERR1913209.307673__1.307673	39492__D4JTG7__EUBSIR_00572
ERR1913209.307716__1.307716	853__A0A2A7B1Y7__C7K05_11930
ERR1913209.307816__1.307816	823__D0TDY6__DHP27_09090
ERR1913209.308059__1.308059	39488__A0A174KVU1__EUBHAL_00302
ERR1913209.308207__1.308207	172901__A0A2U1B0B0__C8D82_11295
ERR1913209.308285__1.308285	301302__A0A0M6W9I4__M72_19871
ERR1913209.308439__1.308439	28026__A0A174C4P8__DXC83_07990
ERR1913209.308454__1.308454	204516__U6R9E7__HMPREF1534_03313
ERR1913209.308698__1.308698	1262882__R5MNC1__BN519_00818
ERR1913209.309046__1.309046	28117__B0MU57__ALIPUT_00175
ERR1913209.309137__1.309137	1262911__R6GMA5__BN557_00481
ERR1913209.309304__1.309304	820__A0A139K8N1__ERS852554_00951
ERR1913209.309543__1.309543	564886__GeneID:6973115
ERR1913209.310751__1.310751	239935__A0A2N8HMQ8__pgsA
ERR1913209.310799__1.310799	1150298__R7JL35__ERS852498_02809
ERR1913209.310798__1.310798	1150298__R7JL35__ERS852498_02809
ERR1913209.310825__1.310825	1262882__R5MT08__BN519_01706
ERR1913209.310832__1.310832	853__A0A174C5M1__CGS58_04460
ERR1913209.311189__1.311189	244366__A0A0B7GCL1__sucC
ERR1913209.311193__1.311193	384638__B7APR1__BACPEC_00667
ERR1913209.311210__1.311210	674529__R6V7P0__SAMN05444400_102331
ERR1913209.311709__1.311709	823__A6LB63__M095_1847
ERR1913209.311732__1.311732	562__P77616__CSC08_0123
ERR1913209.311865__1.311865	1262882__R5MH82__BN519_00752
