ERR1913186.42__1.42	1262882__R5N5S3__BN519_00085
ERR1913186.438396__1.438396	1263107__GCA_000436995.1_00191
ERR1913186.438722__1.438722	74426__group_4823
ERR1913186.438836__1.438836	301302__A0A173S3L8__vpr
ERR1913186.439103__1.439103	901__B6WXX4__DESPIGER_1515
ERR1913186.439104__1.439104	74426__purL
ERR1913186.439303__1.439303	1262936__R7IYW6__BN799_00686
ERR1913186.439486__1.439486	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913186.439936__1.439936	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.439947__1.439947	1262936__R7J169__BN799_00083
ERR1913186.440014__1.440014	853__A8SCP3__C4N26_07960
ERR1913186.440038__1.440038	471189__GCA_003340385.1_00221
ERR1913186.440064__1.440064	33043__A0A173ZZ54__ERS852400_00193
ERR1913186.440105__1.440105	1262936__R7J169__BN799_00083
ERR1913186.440252__1.440252	1680__A0A174BEE7__BSTER_1311
ERR1913186.440274__1.440274	2022527__A0A264Y6S5__CHL74_08455
ERR1913186.440358__1.440358	1262882__R5MLP0__BN519_01597
ERR1913186.440714__1.440714	1680__A0A374QDL4__LMG18897_0432
ERR1913186.440971__1.440971	820__A0A374QGD2__ERS852421_02382
ERR1913186.441384__1.441384	901__B6WXL8__DESPIG_02845
ERR1913186.441703__1.441703	147206__GCF_000156215.1_01772
ERR1913186.441792__1.441792	2022527__A0A264Y4B7__CHL74_13115
ERR1913186.441855__1.441855	239935__B2UNF6__CXU17_03450
ERR1913186.442035__1.442035	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913186.442366__1.442366	853__A0A173T0Y8__CGS54_07215
ERR1913186.442367__1.442367	1262886__R6QI91__BN563_00800
ERR1913186.442486__1.442486	552398__F4XCR9__HMPREF0866_01636
ERR1913186.442783__1.442783	39491__A0A395V0H6__ERS852580_02570
ERR1913186.442911__1.442911	1262936__R7J0S3__BN799_01459
ERR1913186.443074__1.443074	39491__C4ZHS4__EUR_24420
ERR1913186.443636__1.443636	61171__B9Y5T8__HOLDEFILI_01170
ERR1913186.443723__1.443723	1680__A0A374QDL4__LMG18897_0432
ERR1913186.443791__1.443791	1262936__R7J3L8__BN799_00414
ERR1913186.443759__1.443759	1262911__R6H2J2__BN557_01228
ERR1913186.444254__1.444254	552398__T5S086__HMPREF0866_01580
ERR1913186.444988__1.444988	1262889__R7HD87__BN634_01680
ERR1913186.445517__1.445517	1685__F9Y281__B31L_1344
ERR1913186.445586__1.445586	74426__group_4808
ERR1913186.445814__1.445814	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.446280__1.446280	901__B6WUN9__DESPIGER_1850
ERR1913186.446339__1.446339	1262936__R7J5J9__BN799_00247
ERR1913186.446373__1.446373	1628085__A0A2U1BH26__C7386_101229
ERR1913186.446693__1.446693	239935__B2UPZ6__CXU03_03800
ERR1913186.446965__1.446965	1897011__A0A1Q6RC30__BHW41_06700
ERR1913186.447215__1.447215	1550024__A0A0W7TNX6__ASJ35_13710
ERR1913186.447616__1.447616	1263000__R5EXT3__BN466_02213
ERR1913186.447622__1.447622	301302__A0A0M6WI31__znuC_2
ERR1913186.447896__1.447896	39485__A0A174ZNW9__luxQ_1
ERR1913186.448077__1.448077	216816__C2GUV2__APC1478_0430
ERR1913186.448171__1.448171	1263000__R5EXT3__BN466_02213
ERR1913186.448412__1.448412	39485__A0A174YMI9__cph2_5
ERR1913186.449019__1.449019	39491__C4Z9K7__EUBREC_0050
ERR1913186.449066__1.449066	100884__E7GFK8__HMPREF9488_03551
ERR1913186.449042__1.449042	1262919__R5P5E2__BN465_00672
ERR1913186.449171__1.449171	1262936__R7J169__BN799_00083
ERR1913186.449294__1.449294	1262936__R7J158__BN799_01406
ERR1913186.449370__1.449370	2024223__A0A255T7E7__CIL02_08155
ERR1913186.449487__1.449487	301302__R5UQW7__ERS852420_02102
ERR1913186.449576__1.449576	166486__D4L0L8__ROSINTL182_08063
ERR1913186.449752__1.449752	40518__R5DYU1__DXD86_01160
ERR1913186.450140__1.450140	74426__asnS
ERR1913186.450200__1.450200	301302__A0A173RZU9__M72_23561
ERR1913186.450238__1.450238	74426__rpoB
ERR1913186.450527__1.450527	1262924__R7HQ14__BN585_00419
ERR1913186.451035__1.451035	28052__A0A174IBJ6__luxQ_1
ERR1913186.451302__1.451302	1262911__R6GKS1__BN557_00184
ERR1913186.451552__1.451552	1262936__R7IYH4__BN799_00795
ERR1913186.451518__1.451518	1628085__A0A2U1B477__C7386_12136
ERR1913186.451521__1.451521	74426__purL
ERR1913186.451640__1.451640	39485__R5ZVC3__ERS852490_00250
ERR1913186.451867__1.451867	74426__thrZ
ERR1913186.452309__1.452309	1262741__R6CUK7__BN697_01807
ERR1913186.452648__1.452648	1299998__GCA_001494635.1_00422
ERR1913186.452720__1.452720	1897011__A0A1Q6REV3__BHW41_04080
ERR1913186.453828__1.453828	1262911__R6GMZ7__BN557_01741
ERR1913186.454393__1.454393	471189__GCA_003340385.1_00016
ERR1913186.454365__1.454365	74426__rpoB
ERR1913186.454550__1.454550	394340__group_3267
ERR1913186.455099__1.455099	1262936__R7J0K5__BN799_01232
ERR1913186.455490__1.455490	1262919__R5P6B8__BN465_01356
ERR1913186.455686__1.455686	1432052__A0A1E3A9A0__BEI64_12750
ERR1913186.456159__1.456159	572010__group_1842
ERR1913186.456242__1.456242	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913186.456212__1.456212	28052__A0A174I4I1__ERS852499_00646
ERR1913186.457063__1.457063	1262936__R7J5X5__BN799_00356
ERR1913186.457309__1.457309	100884__E7GFK8__HMPREF9488_03551
ERR1913186.457786__1.457786	1262936__R7IY33__BN799_00622
ERR1913186.457849__1.457849	1263027__R6ZZT7__BN699_02065
ERR1913186.457868__1.457868	1628085__A0A374VUS5__C7386_10980
ERR1913186.457967__1.457967	1262959__R5Y4F4__BN680_00751
ERR1913186.458073__1.458073	1680__A0A087DLC6__C8077_00815
ERR1913186.458045__1.458045	45851__D4S1A8__BHV86_08940
ERR1913186.459301__1.459301	410072__A0A173SWT8__ERS852389_01443
ERR1913186.459568__1.459568	46503__R6X3F9__DCY29_09585
ERR1913186.459652__1.459652	1262882__R5MMD8__BN519_01576
ERR1913186.459975__1.459975	471189__GCA_003340385.1_00459
ERR1913186.460183__1.460183	216816__C2GSX7__DD678_03555
ERR1913186.460305__1.460305	1262959__R5YQL7__BN680_01863
ERR1913186.460327__1.460327	1262911__R6GPA3__BN557_00827
ERR1913186.460402__1.460402	147206__GCF_000156215.1_00014
ERR1913186.460449__1.460449	1262911__R6GZX7__BN557_00838
ERR1913186.460555__1.460555	74426__infB
ERR1913186.460778__1.460778	1680__A0A173XYA2__B0703_0121
ERR1913186.460960__1.460960	39485__C4Z6Z5__EUBELI_20593
ERR1913186.461147__1.461147	39485__A0A174Z1T6__sfp
ERR1913186.462299__1.462299	45851__D4RYC4__BHV86_01935
ERR1913186.462709__1.462709	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913186.463320__1.463320	45851__R5LHE7__BUTYVIB_00061
ERR1913186.463495__1.463495	1262936__R7IY18__BN799_00607
ERR1913186.463499__1.463499	1263027__R7AUY9__BN699_02011
ERR1913186.463621__1.463621	301302__A0A0M6WV88__dhaS_2
ERR1913186.463648__1.463648	901__B6WUL1__DESPIG_01755
ERR1913186.463691__1.463691	901__B6WUN6__DHV46_11020
ERR1913186.463741__1.463741	1897011__A0A1Q6RH12__BHW41_01505
ERR1913186.463776__1.463776	901__B6WUN6__DHV46_11020
ERR1913186.464003__1.464003	1262945__R6Z392__BN600_01644
ERR1913186.464188__1.464188	1680__A0A374QDL4__LMG18897_0432
ERR1913186.464453__1.464453	1680__A0A174BH90__B0487_1759
ERR1913186.464628__1.464628	45851__D4S0P1__BUTYVIB_01660
ERR1913186.464743__1.464743	1150298__R7JRK4__ERS852406_01648
ERR1913186.464907__1.464907	39485__A0A174ZNW9__luxQ_1
ERR1913186.465306__1.465306	301302__A0A173TNM6__luxQ
ERR1913186.465364__1.465364	39485__A0A174ZA72__glgB_1
ERR1913186.465551__1.465551	40518__R5DR39__mreB_2
ERR1913186.465858__1.465858	239935__R7DVL7__CXT93_01180
ERR1913186.465865__1.465865	1680__A0A374QDL4__LMG18897_0432
ERR1913186.465895__1.465895	301302__A0A173T248__M72_19091
ERR1913186.465986__1.465986	239935__A0A139TQT9__Amuc_1197
ERR1913186.466038__1.466038	487174__K0WUZ1__DIT83_10815
ERR1913186.466528__1.466528	301302__A0A0M6WZT5__M72_18331
ERR1913186.466848__1.466848	338188__R6SVZ5__ERS852397_02415
ERR1913186.467295__1.467295	1262882__R5MLA4__BN519_01536
ERR1913186.467607__1.467607	40518__R5E642__RBATCC27255_00729
ERR1913186.467740__1.467740	1680__A7A7Z9__AAX71_05385
ERR1913186.468144__1.468144	1263000__R5EXT3__BN466_02213
ERR1913186.468245__1.468245	39485__A0A174Z1A6__EUBELI_00220
ERR1913186.468579__1.468579	239935__A0A2N8IFA0__CXT92_02050
ERR1913186.468810__1.468810	901__B6WPV2__DHV46_04070
ERR1913186.468977__1.468977	357276__I8VLL2__HMPREF1065_03395
ERR1913186.469130__1.469130	1550024__G9RX51__TQ39_04720
ERR1913186.469095__1.469095	39491__A0A396FJJ9__DXB76_11995
ERR1913186.469202__1.469202	1472761__GCA_002159295.1_00660
ERR1913186.469324__1.469324	45851__D4S200__BHV86_07815
ERR1913186.469365__1.469365	853__A0A3E2U7E6__ERS852582_01640
ERR1913186.469555__1.469555	301302__A0A173TYC8__M72_00761
ERR1913186.469594__1.469594	147206__GCF_000156215.1_01777
ERR1913186.469691__1.469691	901__B6WY92__DESPIG_03073
ERR1913186.469994__1.469994	901__B6WXD6__DHV46_02215
ERR1913186.470192__1.470192	1263000__R5EXT3__BN466_02213
ERR1913186.470243__1.470243	901__B6WUN6__DHV46_11020
ERR1913186.470359__1.470359	1262936__R7J6F9__BN799_00540
ERR1913186.470431__1.470431	572010__hgdC_1
ERR1913186.470450__1.470450	901__B6WUN6__DHV46_11020
ERR1913186.470770__1.470770	1680__A0A0B5BHY4__DXD63_03525
ERR1913186.471026__1.471026	1263027__R6ZXA4__BN699_00085
ERR1913186.471373__1.471373	39485__C4Z208__ywiB
ERR1913186.471405__1.471405	853__A0A3E2U7E6__ERS852582_01640
ERR1913186.471391__1.471391	1680__A0A174BEE7__BSTER_1311
ERR1913186.471553__1.471553	1680__A0A174BEE7__BSTER_1311
ERR1913186.471614__1.471614	74426__thrZ
ERR1913186.471784__1.471784	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913186.472112__1.472112	40518__R5DYT8__mscS
ERR1913186.472177__1.472177	301302__A0A173TWC1__phoR_7
ERR1913186.472862__1.472862	28052__A0A174MSU9__ERS852499_02010
ERR1913186.472864__1.472864	901__B6WUY7__DHV46_11425
ERR1913186.472915__1.472915	147206__GCF_000156215.1_00014
ERR1913186.473215__1.473215	1150298__A0A174HEB6__ypdC_2
ERR1913186.473451__1.473451	901__B6WR31__DESPIG_00511
ERR1913186.474441__1.474441	1262936__R7J0N1__BN799_01252
ERR1913186.474675__1.474675	901__A0A1K1LG50__DESPIG_01817
ERR1913186.475279__1.475279	1680__A0A1E7Y0K2__DXC59_05185
ERR1913186.475248__1.475248	1680__A0A087DHN0__AL0462_1532
ERR1913186.475308__1.475308	1680__A0A087DHN0__AL0462_1532
ERR1913186.475337__1.475337	2173__R7PXA1__Msm_1180
ERR1913186.475395__1.475395	147206__GCF_000156215.1_01775
ERR1913186.475679__1.475679	1897011__A0A1Q6RG85__BHW41_02670
ERR1913186.475791__1.475791	1680__A7A7Z9__AAX71_05385
ERR1913186.475808__1.475808	1262936__R7J169__BN799_00083
ERR1913186.475941__1.475941	901__B6WXI1__DESPIGER_1636
ERR1913186.475924__1.475924	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913186.476068__1.476068	1262936__R7J169__BN799_00083
ERR1913186.476480__1.476480	74426__rpoB
ERR1913186.476481__1.476481	28052__A0A174MJI0__ERS852451_02496
ERR1913186.476540__1.476540	901__B6WTR4__DESPIGER_1248
ERR1913186.476635__1.476635	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913186.477274__1.477274	1680__A0A3E4SB79__BAD_1517
ERR1913186.477512__1.477512	40518__R5DLM5__RB5AMG_00422
ERR1913186.477514__1.477514	1262882__R5MRS7__BN519_01490
ERR1913186.477550__1.477550	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913186.477573__1.477573	1299998__GCA_001494635.1_00819
ERR1913186.477618__1.477618	45851__D4RX43__BUTYVIB_00394
ERR1913186.477966__1.477966	1680__R5GRA4__ERS852382_01548
ERR1913186.478207__1.478207	301302__A0A0M6WB53__mcp4_4
ERR1913186.478228__1.478228	45851__D4RYC7__BUTYVIB_00832
ERR1913186.478520__1.478520	853__A0A174UDE9__C4N25_12775
ERR1913186.478676__1.478676	820__A0A1T4IYF4__mprA_1
ERR1913186.478784__1.478784	147206__GCF_000156215.1_01777
ERR1913186.478921__1.478921	39492__D4JU31__ERS852540_00198
ERR1913186.479086__1.479086	45851__D4RYD1__ytvI
ERR1913186.479204__1.479204	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913186.479250__1.479250	1680__A0A3E4SB79__BAD_1517
ERR1913186.479287__1.479287	1262882__R5MK82__BN519_00260
ERR1913186.479514__1.479514	2022527__A0A264YCK3__CHL74_00095
ERR1913186.479648__1.479648	1628085__A0A2U1BGI3__C7386_10130
ERR1913186.479689__1.479689	901__B6WSE8__DESPIG_01070
ERR1913186.479991__1.479991	74426__infB
ERR1913186.480055__1.480055	100886__E2NNV6__CATMIT_00217
ERR1913186.480363__1.480363	1262936__R7J169__BN799_00083
ERR1913186.480531__1.480531	1897011__A0A1Q6REY1__BHW41_04470
ERR1913186.480859__1.480859	821__A0A0P0M3U7__DXB90_14325
ERR1913186.480883__1.480883	1262741__R6CFZ5__BN697_02112
ERR1913186.481035__1.481035	28052__R7N9Y1__spoIIE
ERR1913186.481231__1.481231	40518__R5DXH2__DXD83_10135
ERR1913186.481306__1.481306	1680__A0A174BEE7__BSTER_1311
ERR1913186.481546__1.481546	74426__argF
ERR1913186.481606__1.481606	901__B6WX92__DESPIG_02718
ERR1913186.481765__1.481765	1262911__R6H2J2__BN557_01228
ERR1913186.481952__1.481952	301302__R5UNJ6__M72_26701
ERR1913186.482070__1.482070	40518__R5DS23__DXD86_01715
ERR1913186.482416__1.482416	1680__A0A087DKM6__B0042_0664
ERR1913186.482610__1.482610	1262911__R6HLR5__BN557_00628
ERR1913186.482698__1.482698	1680__A0A173XYA2__B0703_0121
ERR1913186.482736__1.482736	1262911__R6GS70__BN557_00854
ERR1913186.482819__1.482819	1262882__R5N4D8__BN519_01497
ERR1913186.482901__1.482901	39485__A0A174Z851__cdaR_1
ERR1913186.483021__1.483021	147206__GCF_000156215.1_01776
ERR1913186.483050__1.483050	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913186.483103__1.483103	239935__A0A2N8HAQ1__DEF40_05290
ERR1913186.483461__1.483461	45851__D4RYS4__BHV86_05460
ERR1913186.483945__1.483945	1150298__A0A174FT27__ERS852535_01803
ERR1913186.484006__1.484006	1262911__R6GN99__BN557_01784
ERR1913186.483976__1.483976	40518__R5DVL2__penA
ERR1913186.484009__1.484009	1689__W2VBL1__HMPREF9003_1410
ERR1913186.484338__1.484338	216816__A0A395XYV2__APC1468_1887
ERR1913186.484372__1.484372	1262936__R7J169__BN799_00083
ERR1913186.484746__1.484746	1472761__GCA_002159295.1_00660
ERR1913186.485148__1.485148	61171__B9Y5T8__HOLDEFILI_01170
ERR1913186.485613__1.485613	1680__A0A087DHN0__AL0462_1532
ERR1913186.485937__1.485937	1262882__R5MYI1__BN519_00416
ERR1913186.485979__1.485979	901__B6WQG2__DHV46_07300
ERR1913186.486091__1.486091	1628085__A0A374VPP0__C7386_11442
ERR1913186.486330__1.486330	40518__R5DMZ0__DXD83_05610
ERR1913186.486356__1.486356	239935__A0A2N8I6R6__CXU04_04335
ERR1913186.486956__1.486956	1680__A0A174BEE7__BSTER_1311
ERR1913186.487096__1.487096	1680__A0A174BEE7__BSTER_1311
ERR1913186.487478__1.487478	1263000__R5EXT3__BN466_02213
ERR1913186.487531__1.487531	1680__A0A173XYA2__B0703_0121
ERR1913186.487953__1.487953	301301__A0A395VC27__adaA_5
ERR1913186.488071__1.488071	301302__A0A0M6WB53__mcp4_4
ERR1913186.488427__1.488427	301302__R5UK77__M72_08681
ERR1913186.488527__1.488527	357276__I9FRW5__B5F95_21685
ERR1913186.489108__1.489108	45851__D4RWN6__BUTYVIB_00072
ERR1913186.489119__1.489119	1680__A0A0B5BME4__DXD63_05015
ERR1913186.489274__1.489274	45851__D4S1R7__BUTYVIB_02039
ERR1913186.489471__1.489471	1263006__R6MLU5__BN515_01014
ERR1913186.489673__1.489673	1680__A0A0C2YNK5__BADO_0780
ERR1913186.489682__1.489682	39491__A0A395ZG74__licR
ERR1913186.489736__1.489736	1263027__R6ZRD0__BN699_01105
ERR1913186.489817__1.489817	1262936__R7J1X7__BN799_01807
ERR1913186.489888__1.489888	39485__A0A174Z8V5__fliU_2
ERR1913186.489998__1.489998	901__B6WRB3__DESPIGER_0300
ERR1913186.490022__1.490022	901__A0A1K1LGQ2__DESPIG_02072
ERR1913186.490234__1.490234	2022527__A0A264YCK3__CHL74_00095
ERR1913186.490214__1.490214	1262936__R7IYH4__BN799_00795
ERR1913186.490626__1.490626	100884__E7GFK8__HMPREF9488_03551
ERR1913186.490923__1.490923	1680__A0A174BEE7__BSTER_1311
ERR1913186.491035__1.491035	39491__A0A174LTW7__DXD13_08720
ERR1913186.491347__1.491347	1897011__A0A1Q6RET2__BHW41_04000
ERR1913186.491476__1.491476	1262936__R7J3N4__BN799_00434
ERR1913186.491734__1.491734	1680__R5GRA4__ERS852382_01548
ERR1913186.491911__1.491911	74426__rpoB
ERR1913186.492201__1.492201	1680__A0A174BEE7__BSTER_1311
ERR1913186.492219__1.492219	901__B6WYD7__DESPIG_03118
ERR1913186.492375__1.492375	2022527__A0A264Y9E9__CHL74_03710
ERR1913186.492399__1.492399	1680__A7A2Y2__NCTC11814_00537
ERR1913186.492436__1.492436	1150298__R7JUS7__ytlR
ERR1913186.492501__1.492501	1628085__A0A374VP93__C7386_10150
ERR1913186.492617__1.492617	1150298__A0A174HYM9__ERS852406_01664
ERR1913186.492936__1.492936	1680__A0A174BEE7__BSTER_1311
ERR1913186.492971__1.492971	39485__A0A174ZLH6__EUBELI_01564
ERR1913186.493008__1.493008	147206__GCF_000156215.1_01776
ERR1913186.493331__1.493331	901__B6WVD2__DESPIGER_2029
ERR1913186.495123__1.495123	1262936__R7J1E6__BN799_01664
ERR1913186.495621__1.495621	1680__A0A087DHN0__AL0462_1532
ERR1913186.495936__1.495936	74426__sufB
ERR1913186.496181__1.496181	74426__rpoC
ERR1913186.496417__1.496417	45851__D4S366__BUTYVIB_02552
ERR1913186.496470__1.496470	1680__A0A076JNH5__DXC60_03835
ERR1913186.496830__1.496830	1263027__R6ZJY5__BN699_00150
ERR1913186.496954__1.496954	1262882__R5MYP8__BN519_00439
ERR1913186.496975__1.496975	301302__R5UQ67__M72_23121
ERR1913186.497039__1.497039	1263044__GCA_000433375.1_00495
ERR1913186.497175__1.497175	1150298__A0A174SLE6__mlc_1
ERR1913186.497134__1.497134	74426__groL
ERR1913186.498017__1.498017	1550024__G9RTN6__TQ39_08170
ERR1913186.498118__1.498118	2022527__A0A264Y5J5__CHL74_11035
ERR1913186.498427__1.498427	901__B6WUN6__DHV46_11020
ERR1913186.498499__1.498499	45851__D4S141__BHV86_05760
ERR1913186.498791__1.498791	301301__A0A395V944__ERS852391_00514
ERR1913186.499002__1.499002	1262911__R6GS70__BN557_00854
ERR1913186.499074__1.499074	147206__GCF_000156215.1_00014
ERR1913186.499092__1.499092	216816__A0A0A6VML2__DD678_06965
ERR1913186.499221__1.499221	649756__A0A173TB83__HMPREF0369_01758
ERR1913186.499928__1.499928	39485__R5ZT06__EUBELI_20526
ERR1913186.500026__1.500026	901__B6WRK3__DESPIG_00694
ERR1913186.500318__1.500318	45851__D4RYZ4__BHV86_03155
ERR1913186.500404__1.500404	1680__A0A374QDL4__LMG18897_0432
ERR1913186.500512__1.500512	1262936__R7IYH4__BN799_00795
ERR1913186.501375__1.501375	45851__D4RZ27__BHV86_03325
ERR1913186.501508__1.501508	1150298__R7JNU0__nagK
ERR1913186.501571__1.501571	39485__C4Z0G6__spoIVB
ERR1913186.501610__1.501610	1262936__R7J3L8__BN799_00414
ERR1913186.501680__1.501680	239935__A0A2N8IF99__lpdA
ERR1913186.501862__1.501862	1262992__R5CXL4__BN795_01001
ERR1913186.502161__1.502161	301302__R5VFU2__xynA1
ERR1913186.502423__1.502423	1680__A0A087DHN0__AL0462_1532
ERR1913186.502736__1.502736	1262936__R7J3N4__BN799_00434
ERR1913186.502985__1.502985	1263000__R5EXT3__BN466_02213
ERR1913186.503361__1.503361	1262936__R7J5X5__BN799_00356
ERR1913186.503391__1.503391	853__A0A174UDE9__C4N25_12775
ERR1913186.503596__1.503596	1262911__R6GMZ7__BN557_01741
ERR1913186.503742__1.503742	1262924__R7HLJ9__BN585_01064
ERR1913186.504097__1.504097	1262882__R5MFR3__BN519_00473
ERR1913186.504148__1.504148	508460__GCF_000585335.1_00297
ERR1913186.504208__1.504208	1262919__R5P777__BN465_01262
ERR1913186.504209__1.504209	45851__D4RXA4__BUTYVIB_00455
ERR1913186.504504__1.504504	1262882__R5MHZ2__BN519_00742
ERR1913186.504573__1.504573	572010__rpoB
ERR1913186.505004__1.505004	147206__GCF_000156215.1_00014
ERR1913186.505020__1.505020	2022527__A0A264YAK6__CHL74_02645
ERR1913186.505346__1.505346	853__A0A173XRA8__CGS56_09290
ERR1913186.505383__1.505383	901__B6WXD6__DHV46_02215
ERR1913186.505467__1.505467	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913186.505791__1.505791	1680__A0A0B5BME4__DXD63_05015
ERR1913186.505965__1.505965	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.506253__1.506253	301302__A0A0M6WBZ5__spr
ERR1913186.506648__1.506648	1262936__R7J3B1__BN799_00034
ERR1913186.506767__1.506767	301302__A0A173TYC8__M72_00761
ERR1913186.506807__1.506807	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913186.507061__1.507061	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913186.507874__1.507874	301302__R5UK77__M72_08681
ERR1913186.508068__1.508068	1897011__A0A1Q6RDI2__BHW41_05530
ERR1913186.509173__1.509173	45851__D4RWC8__BHV86_07020
ERR1913186.509685__1.509685	33043__A0A173YEP6__ERS852575_00888
ERR1913186.509748__1.509748	322505__xre_3
ERR1913186.509848__1.509848	74426__group_1871
ERR1913186.509967__1.509967	1680__A7A7Z9__AAX71_05385
ERR1913186.510051__1.510051	1262936__R7J420__BN799_00406
ERR1913186.510338__1.510338	1262936__R7J420__BN799_00406
ERR1913186.510785__1.510785	626940__R6X002__BN587_01038
ERR1913186.511043__1.511043	216816__A0A133LQN7__BL15B_00780
ERR1913186.511089__1.511089	1262936__R7J358__BN799_01390
ERR1913186.511168__1.511168	301302__A0A173RZU9__M72_23561
ERR1913186.511179__1.511179	147206__GCF_000156215.1_01776
ERR1913186.511353__1.511353	39485__A0A174YZZ2__ERS852492_00215
ERR1913186.511693__1.511693	1550024__G9RP69__ASJ35_11625
ERR1913186.511885__1.511885	901__B6WR27__lnt
ERR1913186.513040__1.513040	901__B6WVR2__DESPIGER_2124
ERR1913186.513443__1.513443	165179__D1PGD2__DXC61_10875
ERR1913186.513486__1.513486	1263107__GCA_000436995.1_00020
ERR1913186.514052__1.514052	1262936__R7J0S3__BN799_01459
ERR1913186.514181__1.514181	1262924__R7HRJ9__BN585_00557
ERR1913186.514212__1.514212	1501391__GCA_000786575.1_00064
ERR1913186.514229__1.514229	301302__R5VBF4__ERS852420_01650
ERR1913186.514474__1.514474	74426__nifJ
ERR1913186.514589__1.514589	301302__R5UK77__M72_08681
ERR1913186.514678__1.514678	1263000__R5EC87__BN466_00713
ERR1913186.515063__1.515063	1262882__R5N5W2__BN519_00074
ERR1913186.515226__1.515226	1262882__R5N0J9__BN519_00773
ERR1913186.515383__1.515383	1897011__A0A1Q6RI93__BHW41_01175
ERR1913186.515585__1.515585	28052__R7N9D0__yhaP
ERR1913186.516131__1.516131	40518__R5DVQ2__DXD93_00365
ERR1913186.516298__1.516298	552398__F4XCR9__HMPREF0866_01636
ERR1913186.516543__1.516543	1262924__R7HQB3__BN585_00435
ERR1913186.516657__1.516657	1262924__R7HNF7__BN585_01769
ERR1913186.516959__1.516959	1262936__R7J1R1__BN799_00897
ERR1913186.517173__1.517173	1262936__R7J420__BN799_00406
ERR1913186.517325__1.517325	165179__A0A174WRI9__DXB80_04870
ERR1913186.517744__1.517744	74426__rpoB
ERR1913186.518226__1.518226	74426__asnS
