ERR1913260.118__1.118	39488__A0A173UQ83__mutY
ERR1913260.230758__1.230758	820__A0A3E4W6P0__gmhA
ERR1913260.231108__1.231108	39491__A0A395UVM9__DXB76_04540
ERR1913260.231252__1.231252	1263109__GCA_000438135.1_01184
ERR1913260.231476__1.231476	39491__A0A395UWZ1__DXC13_02175
ERR1913260.231648__1.231648	187327__G4Q669__Acin_0941
ERR1913260.231650__1.231650	1262924__R7HQS1__BN585_00657
ERR1913260.231722__1.231722	116085__D4J6A4__DW747_12795
ERR1913260.231921__1.231921	28117__B0MWP2__ALIPUT_01468
ERR1913260.231938__1.231938	39491__C4ZHS4__EUR_24420
ERR1913260.232027__1.232027	216816__C2GSX7__DD678_03555
ERR1913260.232038__1.232038	1262743__R5C054__BN727_01980
ERR1913260.232067__1.232067	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913260.232084__1.232084	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913260.232099__1.232099	28025__A0A315S0E5__BAAA27673_08175
ERR1913260.232275__1.232275	357276__A0A0P0M2G3__BACDOR_03913
ERR1913260.232348__1.232348	1262848__R6V5C0__BN818_00210
ERR1913260.232636__1.232636	1681__E4VAQ0__B0156_0567
ERR1913260.232576__1.232576	649756__A0A173T0Q8__DCR88_01335
ERR1913260.232712__1.232712	239935__A0A2N8INZ4__CXU08_03560
ERR1913260.232786__1.232786	1262736__R5YW03__BN496_00822
ERR1913260.232945__1.232945	820__A0A3E4XM43__DXC91_13960
ERR1913260.232951__1.232951	1262848__R6TXT2__BN818_00327
ERR1913260.233174__1.233174	40520__A0A174M3Q7__DXD81_08640
ERR1913260.233206__1.233206	39491__A0A396FI89__DXD95_01300
ERR1913260.233425__1.233425	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913260.233576__1.233576	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913260.233637__1.233637	1262882__R5N1R4__BN519_00788
ERR1913260.233696__1.233696	28117__B0MYW5__ALIPUT_02334
ERR1913260.233888__1.233888	1262882__R5MIQ8__BN519_01036
ERR1913260.233926__1.233926	39492__B0MM84__lgt
ERR1913260.234184__1.234184	1520815__A0A1I3Q9U1__SAMN02910435_01736
ERR1913260.234349__1.234349	239935__A0A2N8HHB6__B5G29_11500
ERR1913260.234353__1.234353	1263107__GCA_000436995.1_00018
ERR1913260.234470__1.234470	1680__R5GRA4__ERS852382_01548
ERR1913260.234462__1.234462	1262848__R6U2B6__BN818_00428
ERR1913260.234518__1.234518	187327__G4Q5J0__apbA
ERR1913260.234551__1.234551	1263107__GCA_000436995.1_00032
ERR1913260.234584__1.234584	1550024__A0A3B9WI04__ASJ35_06105
ERR1913260.234740__1.234740	39491__A0A396FM36__DXB99_00820
ERR1913260.234822__1.234822	216816__A0A087BBV6__BFS26_06210
ERR1913260.234859__1.234859	1680__A0A0C2VBJ4__birA
ERR1913260.234933__1.234933	239935__A0A2N8HX65__CXU17_02540
ERR1913260.234985__1.234985	1262911__R6GN33__BN557_00616
ERR1913260.234958__1.234958	45851__D4RYB8__BHV86_01965
ERR1913260.234991__1.234991	239935__A0A2N8HQR1__Amuc_0287
ERR1913260.235163__1.235163	1680__A0A0C2YNK5__BADO_0780
ERR1913260.235278__1.235278	28025__A0A0L7BY57__DD696_06170
ERR1913260.235227__1.235227	1680__A0A076JNH5__DXC60_03835
ERR1913260.235362__1.235362	1150298__A0A174HYM9__ERS852406_01664
ERR1913260.235373__1.235373	239935__A0A2N8IHY1__CXU06_00035
ERR1913260.235412__1.235412	1150298__A0A174MDL5__ERS852406_00648
ERR1913260.235448__1.235448	28025__D3R7N9__DD695_06270
ERR1913260.235482__1.235482	820__A0A139KEW8__DXB64_06405
ERR1913260.235662__1.235662	357276__B6VW91__BACDOR_01584
ERR1913260.235679__1.235679	39492__D4JW10__pppA
ERR1913260.235852__1.235852	28025__D3R4J8__BL03_00319
ERR1913260.235911__1.235911	394340__group_3119
ERR1913260.236014__1.236014	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913260.236077__1.236077	39491__A0A395ZHW3__ERS852417_01359
ERR1913260.236082__1.236082	1680__R5GSL8__DXD60_03315
ERR1913260.236150__1.236150	1262848__R6UMA7__BN818_01315
ERR1913260.236204__1.236204	384638__B7APR1__BACPEC_00667
ERR1913260.236496__1.236496	74426__sugC
ERR1913260.236562__1.236562	649756__A0A173S591__CL2_28060
ERR1913260.236619__1.236619	1262882__R5MHQ8__BN519_00707
ERR1913260.236747__1.236747	39491__A0A396FF66__DXD95_01810
ERR1913260.236853__1.236853	267818__A0A0R1PM72__WANG_0105
ERR1913260.237071__1.237071	46503__R6WYJ8__DXB85_13825
ERR1913260.237048__1.237048	39491__A0A396FI89__DXD95_01300
ERR1913260.237118__1.237118	418240__A0A174NZX7__tagF_1
ERR1913260.237126__1.237126	1681__A0A292G7V3__BBIF_1776
ERR1913260.237134__1.237134	1681__I3WGI8__DD715_03705
ERR1913260.237190__1.237190	46503__R6Y8M7__ERS852463_01228
ERR1913260.237458__1.237458	1680__A0A173XYA2__B0703_0121
ERR1913260.237497__1.237497	239935__R6JD78__CXU05_09250
ERR1913260.237523__1.237523	1150298__R7JUW7__ERS852406_02089
ERR1913260.238033__1.238033	1150298__R7JUS2__ERS852498_02193
ERR1913260.238211__1.238211	820__A0A174F0C1__nreB
ERR1913260.238313__1.238313	1262761__R6RU22__BN606_01110
ERR1913260.238604__1.238604	1680__A7A7Z9__AAX71_05385
ERR1913260.238864__1.238864	1680__A0A076JNH5__DXC60_03835
ERR1913260.239060__1.239060	1680__A0A0B5BL52__ERS852382_00480
ERR1913260.239070__1.239070	74426__rpoB
ERR1913260.239199__1.239199	820__A0A3E4G2R7__DXC07_00510
ERR1913260.239415__1.239415	1680__A0A174BEE7__BSTER_1311
ERR1913260.239547__1.239547	387090__S0F8B2__BACCOPRO_02129
ERR1913260.239723__1.239723	239935__A0A2N8I791__CXT99_09415
ERR1913260.239917__1.239917	823__A0A173W404__DHP27_04905
ERR1913260.240270__1.240270	1262777__R5VLR4__BN512_00267
ERR1913260.240550__1.240550	1262848__R6V922__BN818_00633
ERR1913260.240553__1.240553	1550024__A0A0D8J0K7__TQ39_06245
ERR1913260.241145__1.241145	357276__I8WAB8__B5F00_08100
ERR1913260.241064__1.241064	79604__atpA
ERR1913260.241078__1.241078	216816__E8MVM4__APC1480_1562
ERR1913260.241616__1.241616	39491__A0A395UWZ1__DXC13_02175
ERR1913260.241802__1.241802	39491__A0A396FP46__cobD_2
ERR1913260.241815__1.241815	1262848__R6U7R7__BN818_01043
ERR1913260.241839__1.241839	1681__A0A0H3E849__BBJK_01758
ERR1913260.241856__1.241856	1680__A0A173Y6N7__yhaH
ERR1913260.241909__1.241909	39491__A0A395V1T9__DXD13_03310
ERR1913260.241987__1.241987	1897011__A0A1Q6RH58__BHW41_01950
ERR1913260.241958__1.241958	1150298__A0A174LE54__cysA
ERR1913260.242110__1.242110	33039__D4M5J1__spoIIIAE_2
ERR1913260.242121__1.242121	1522__E4LTK2__tetD_2
ERR1913260.242333__1.242333	1263107__GCA_000436995.1_00133
ERR1913260.242512__1.242512	371601__I9UUB0__SAMN04487924_11836
ERR1913260.242659__1.242659	301302__R5VFU2__xynA1
ERR1913260.242590__1.242590	1150298__A0A174U7I9__ERS852406_02991
ERR1913260.242776__1.242776	454155__F3QT57__HMPREF9442_01374
ERR1913260.242867__1.242867	184870__A0A2J6NW53__CYK25_00340
ERR1913260.242847__1.242847	820__A0A174CG08__DXB62_13215
ERR1913260.242991__1.242991	1262942__R7QXM6__BN520_01371
ERR1913260.243196__1.243196	1262761__R6RU22__BN606_01110
ERR1913260.243197__1.243197	1262882__R5N3H1__BN519_01121
ERR1913260.243532__1.243532	39492__D4JVG1__ERS852540_00951
ERR1913260.243500__1.243500	1680__A7A7Z9__AAX71_05385
ERR1913260.243707__1.243707	1308__Q5M5E4__STER_0585
ERR1913260.243734__1.243734	39491__A0A174LTW7__DXD13_08720
ERR1913260.243784__1.243784	649756__R7C0E8__ERS852387_01288
ERR1913260.243744__1.243744	74426__pflB_2
ERR1913260.243850__1.243850	823__A0A395YVY3__ERS852513_03204
ERR1913260.243851__1.243851	357276__A0A0M1W1I8__ABI39_13620
ERR1913260.243953__1.243953	28052__R7NAP6__ERS852499_01969
ERR1913260.244014__1.244014	239935__A0A2N8IVK9__CXU08_03750
ERR1913260.244290__1.244290	1897011__A0A1Q6RCW9__BHW41_06050
ERR1913260.244380__1.244380	454155__F3QRD9__HMPREF9442_00740
ERR1913260.244393__1.244393	184870__A0A2I1YBM5__CJ240_02695
ERR1913260.244841__1.244841	387090__S0F8B2__BACCOPRO_02129
ERR1913260.244845__1.244845	1263107__GCA_000436995.1_00031
ERR1913260.244872__1.244872	28111__E5X0Y0__HMPREF1016_02598
ERR1913260.244938__1.244938	74426__sufB
ERR1913260.245010__1.245010	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913260.245014__1.245014	216816__E8MH24__APS65_02760
ERR1913260.245088__1.245088	216816__A0A395XYV2__APC1468_1887
ERR1913260.245139__1.245139	2173__A0A1D2WST6__METSMIALI_00213
ERR1913260.245192__1.245192	39491__C4ZC33__DXC13_11585
ERR1913260.245246__1.245246	1681__A0A0H2PP44__BBTM_02041
ERR1913260.245322__1.245322	39491__A0A396FUZ3__phoR_1
ERR1913260.245377__1.245377	357276__B6VXX7__HMPREF1063_02683
ERR1913260.245445__1.245445	39491__A0A173TM76__DXB72_10535
ERR1913260.245561__1.245561	357276__A0A076J8M3__ABI39_13695
ERR1913260.245803__1.245803	246787__I9QX02__HMPREF1062_01641
ERR1913260.246135__1.246135	1262848__R6TXR7__BN818_00316
ERR1913260.246136__1.246136	1262848__R6TXR7__BN818_00316
ERR1913260.246087__1.246087	820__A0A139K0J1__HMPREF2141_03205
ERR1913260.246090__1.246090	649756__R7C2R1__marR
ERR1913260.246098__1.246098	39491__A0A395V464__EUBREC_1509
ERR1913260.246158__1.246158	820__A0A374QGD2__ERS852421_02382
ERR1913260.246257__1.246257	216816__Q8G4D7__DD721_10575
ERR1913260.246426__1.246426	1378168__V2YA11__N510_02528
ERR1913260.246454__1.246454	88431__A0A3D0F1J0__ERS852526_00938
ERR1913260.246530__1.246530	39491__A0A395ZHW9__DXC13_02590
ERR1913260.246628__1.246628	39491__A0A396FP46__cobD_2
ERR1913260.247179__1.247179	39491__C4Z875__T1815_09771
ERR1913260.247205__1.247205	40518__R5DVU7__RBL236_00839
ERR1913260.247302__1.247302	1550024__A0A0D8J3P2__TQ39_00965
ERR1913260.247419__1.247419	39492__D4JVG1__ERS852540_00951
ERR1913260.247478__1.247478	246787__E2N7F5__AA416_04404
ERR1913260.247480__1.247480	2173__A0A1D2WRY2__Msm_1736
ERR1913260.247491__1.247491	239935__A0A139TQT9__Amuc_1197
ERR1913260.247633__1.247633	1550024__A0A0D8J179__ASJ35_09245
ERR1913260.247683__1.247683	28052__A0A174MH21__ERS852499_01905
ERR1913260.247712__1.247712	39491__A0A173VYV1__DXC13_02710
ERR1913260.247754__1.247754	821__D4VD59__BHV80_04260
ERR1913260.247779__1.247779	649756__D4MV03__ERS852425_01248
ERR1913260.247875__1.247875	1680__A0A173XYA2__B0703_0121
ERR1913260.247962__1.247962	357276__A0A076IP73__BACDOR_04237
ERR1913260.248177__1.248177	40518__R5DV58__htrA
ERR1913260.248143__1.248143	267818__A0A0R1P9V4__B8W86_03395
ERR1913260.248208__1.248208	357276__A0A076INR8__EL88_12300
ERR1913260.248263__1.248263	2173__A0A1D2WS51__METSMIALI_00230
ERR1913260.248692__1.248692	1262882__R5MRS7__BN519_01490
ERR1913260.248813__1.248813	116085__D4J6A3__cls
ERR1913260.248861__1.248861	1263000__R5EXT3__BN466_02213
ERR1913260.248978__1.248978	45851__D4S0Q4__lepB
ERR1913260.249033__1.249033	239935__A0A2N8J2P6__ADH72_06730
ERR1913260.249064__1.249064	394340__group_1007
ERR1913260.249437__1.249437	1262911__R6GR13__BN557_00618
ERR1913260.249457__1.249457	301301__A0A395VAM3__yfiN_2
ERR1913260.249608__1.249608	239935__A0A2N8HPX2__CXT90_09930
ERR1913260.249624__1.249624	28111__E5WTP4__NCTC11155_01928
ERR1913260.249774__1.249774	39486__B0G2A7__DXB12_08805
ERR1913260.249968__1.249968	39491__A0A173U130__ERE_16110
ERR1913260.250098__1.250098	907__A0A1M6LUW6__C6Y28_11075
ERR1913260.250491__1.250491	1681__I3WGI8__DD715_03705
ERR1913260.250689__1.250689	28117__B0MWZ9__ALIPUT_01735
ERR1913260.250804__1.250804	1550024__G9RPC6__TQ39_05630
ERR1913260.250932__1.250932	39492__D4JRM4__tap_5
ERR1913260.251050__1.251050	418240__C6JFI7__ERS852523_01130
ERR1913260.251080__1.251080	820__A0A139K8N1__ERS852554_00951
ERR1913260.251264__1.251264	39491__A0A396FEW6__T1815_18721
ERR1913260.251545__1.251545	1262911__R6H174__BN557_01246
ERR1913260.251736__1.251736	39491__A0A396FBR6__DXC13_08575
ERR1913260.251745__1.251745	116085__D4JAK3__DW747_10755
ERR1913260.251824__1.251824	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913260.252111__1.252111	1680__A0A0C2VBJ4__birA
ERR1913260.252304__1.252304	40520__A0A395ZYA8__DXC87_11720
ERR1913260.252323__1.252323	626929__F3PER9__HMPREF9445_00479
ERR1913260.252434__1.252434	45851__D4RWS6__BHV86_06350
ERR1913260.252603__1.252603	1680__A0A173Y6N7__yhaH
ERR1913260.252648__1.252648	39491__A0A396FRE7__EUR_27520
ERR1913260.252885__1.252885	2173__A0A1D2WTZ3__frhB
ERR1913260.252832__1.252832	28117__B0MYI9__BHV66_05415
ERR1913260.252942__1.252942	410072__C0BAS6__ERS852481_01274
ERR1913260.253038__1.253038	216816__D6DAZ0__DXD28_02040
ERR1913260.253158__1.253158	1680__R5GZJ8__BSTER_1195
ERR1913260.253568__1.253568	39491__A0A396FF66__DXD95_01810
ERR1913260.253674__1.253674	1681__E4VBF7__DD684_05570
ERR1913260.253832__1.253832	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913260.254178__1.254178	239935__A0A2N8I3G2__CXT89_00720
ERR1913260.254217__1.254217	33043__A0A174B5C6__acm_3
ERR1913260.254433__1.254433	39491__D6DXZ8__DXB72_15035
ERR1913260.254531__1.254531	40520__A0A396A2X4__RUMOBE_00875
ERR1913260.254633__1.254633	74426__pflB_2
ERR1913260.254793__1.254793	820__A7V470__HMPREF1072_02076
ERR1913260.254842__1.254842	1262848__R6UBC5__BN818_01849
ERR1913260.254852__1.254852	239935__A0A2N8I694__CXU04_06245
ERR1913260.254938__1.254938	239935__R6JD78__CXU05_09250
ERR1913260.255098__1.255098	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913260.255314__1.255314	301301__A0A395VFD3__ERS852391_02492
ERR1913260.255404__1.255404	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913260.255763__1.255763	28117__B0MSS1__ALIPUT_00273
ERR1913260.255911__1.255911	301301__A0A395V736__ERS852391_01566
ERR1913260.255884__1.255884	216816__E8MVC5__B5787_1493
ERR1913260.256015__1.256015	1263107__GCA_000436995.1_00180
ERR1913260.256471__1.256471	165179__A0A174SA26__PREVCOP_05758
ERR1913260.256541__1.256541	649756__D4MZI8__ERS852387_00933
ERR1913260.256775__1.256775	821__C6Z087__DXB90_00750
ERR1913260.256779__1.256779	46228__V8CF50__tig
ERR1913260.257018__1.257018	239935__A0A2N8IMC3__CXT96_03840
ERR1913260.257028__1.257028	39491__A0A395ZGU6__ERS852417_01456
ERR1913260.257063__1.257063	216816__C2GSX7__DD678_03555
ERR1913260.257166__1.257166	1680__A0A173XYA2__B0703_0121
ERR1913260.257241__1.257241	1680__A1A2N8__LMG10734_1314
ERR1913260.257348__1.257348	28052__A0A174MI15__pleD
ERR1913260.257378__1.257378	216816__D6D9H5__APC1466_0493
ERR1913260.257439__1.257439	74426__sufB
ERR1913260.257452__1.257452	357276__C3RA36__HMPREF1065_03270
ERR1913260.257585__1.257585	1680__A0A174BEE7__BSTER_1311
ERR1913260.257609__1.257609	1680__A0A174BEE7__BSTER_1311
ERR1913260.257703__1.257703	1262848__R6V8P9__BN818_00594
ERR1913260.257728__1.257728	626929__F3PF45__B5F24_16795
ERR1913260.257888__1.257888	1680__A7A4N3__ERS852382_00779
ERR1913260.257899__1.257899	39491__C4ZHS4__EUR_24420
ERR1913260.258150__1.258150	1680__A0A173XYA2__B0703_0121
ERR1913260.258179__1.258179	1550024__G9RUM6__TQ39_16565
ERR1913260.258183__1.258183	39491__A0A0M6WNS5__DXC13_02015
ERR1913260.258190__1.258190	1150298__A0A174QNY9__ERS852498_01028
ERR1913260.258445__1.258445	28111__E5X3F5__BACEGG_02868
ERR1913260.258469__1.258469	1262920__R5KD76__BN467_01465
ERR1913260.258470__1.258470	39485__C4Z028__ERS852492_00100
ERR1913260.258569__1.258569	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913260.258682__1.258682	239935__A0A2N8I368__CXT95_04550
ERR1913260.258716__1.258716	394340__fldZ
ERR1913260.259032__1.259032	1262736__R5Y652__BN496_00300
ERR1913260.259180__1.259180	39491__A0A396FNY7__LD38_16155
ERR1913260.259380__1.259380	418240__A0A173YA50__ERS852478_00137
ERR1913260.259603__1.259603	267818__A0A0R1P8P8__FC94_GL000470
ERR1913260.259698__1.259698	40518__R5E1J7__RBL236_02062
ERR1913260.259776__1.259776	39488__A0A173URJ8__misCB
ERR1913260.260207__1.260207	1262848__R6UME4__BN818_01337
ERR1913260.260236__1.260236	39485__C4Z1S0__ERS852492_00886
ERR1913260.260328__1.260328	1681__A0A286TBJ5__LMG13195_1856
ERR1913260.260414__1.260414	39488__A0A285PQP4__DXD91_02025
ERR1913260.260686__1.260686	40518__R5DZ88__DXD93_06320
ERR1913260.260917__1.260917	39491__A0A395V5R3__EUBREC_1883
ERR1913260.261117__1.261117	239935__A0A139TPG3__CXT86_08810
ERR1913260.261234__1.261234	1681__A0A0E2ZBQ4__DXD53_02285
ERR1913260.261416__1.261416	2292352__A0A374UQ84__DXC23_03855
ERR1913260.261604__1.261604	820__A7V780__adaA_3
ERR1913260.261802__1.261802	40520__R7D610__ERS852533_02951
ERR1913260.261918__1.261918	239935__A0A2N8IRW0__A4V05_11620
ERR1913260.261974__1.261974	301302__R5UUM8__ganB_1
ERR1913260.262047__1.262047	446660__GCA_003428235.1_02195
ERR1913260.262165__1.262165	1263011__R6DWT0__BN553_00469
ERR1913260.262325__1.262325	301302__R5V7D6__tagA
ERR1913260.262358__1.262358	301302__R5VGE0__ERS852420_00121
ERR1913260.262430__1.262430	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913260.262540__1.262540	487174__K0WYC5__HMPREF9448_01493
ERR1913260.262598__1.262598	239935__B2UNC5__B5G29_07685
ERR1913260.262603__1.262603	39491__A0A173SH34__EUR_24920
ERR1913260.262770__1.262770	1262911__R6GT12__BN557_01070
ERR1913260.262925__1.262925	39491__A0A395ZG74__licR
ERR1913260.263053__1.263053	1686__B6XTW8__B5782_0877
ERR1913260.263059__1.263059	1262920__R5KD76__BN467_01465
ERR1913260.263461__1.263461	1680__R5GR82__AD0028_0014
ERR1913260.263492__1.263492	1263107__GCA_000436995.1_00249
ERR1913260.263595__1.263595	1263107__GCA_000436995.1_00211
ERR1913260.263875__1.263875	46228__B5CNQ2__HMPREF1202_00124
ERR1913260.263967__1.263967	239935__A0A2N8J1K0__CXT97_05765
ERR1913260.264135__1.264135	39485__A0A175A273__plsX_2
ERR1913260.264439__1.264439	165179__D1P9T6__PREVCOP_04016
ERR1913260.264458__1.264458	1262848__R6U9S9__BN818_01676
ERR1913260.264629__1.264629	40520__A0A396FNU7__ERS852394_01913
ERR1913260.264694__1.264694	384638__B7AT14__BACPEC_01282
ERR1913260.264983__1.264983	45851__D4RZ27__BHV86_03325
ERR1913260.265177__1.265177	28111__E5WUX1__HMPREF1016_00548
ERR1913260.265248__1.265248	936548__J0SKX3__trpD
ERR1913260.265395__1.265395	239935__A0A2N8I3Z7__CXU05_10555
ERR1913260.265636__1.265636	116085__D4J6U8__DW747_08385
ERR1913260.265665__1.265665	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913260.265801__1.265801	74426__nifJ
ERR1913260.265857__1.265857	28025__D3R6V5__BLC1_1405
ERR1913260.266190__1.266190	28025__D3R7U1__BLC1_0143
ERR1913260.266220__1.266220	853__E2ZGD9__C7J97_11715
ERR1913260.266221__1.266221	28025__A0A0L7BUQ4__Balat_0268
ERR1913260.266476__1.266476	1150298__R7JTY5__ERS852406_02079
ERR1913260.266588__1.266588	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913260.266644__1.266644	1263107__GCA_000436995.1_00028
ERR1913260.266707__1.266707	1263107__GCA_000436995.1_00179
ERR1913260.266658__1.266658	626940__R6X4D9__HMPREF9443_00471
ERR1913260.266665__1.266665	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913260.266829__1.266829	357276__A0A0K2HG61__BACDOR_02028
ERR1913260.267002__1.267002	40520__A0A396A2X4__RUMOBE_00875
ERR1913260.267098__1.267098	1680__A0A173W5Z2__DXC53_01290
ERR1913260.267483__1.267483	1262882__R5MFM2__BN519_00460
ERR1913260.267503__1.267503	1262919__R5PP73__BN465_01032
ERR1913260.267729__1.267729	357276__A0A076IRZ5__BACDOR_00630
ERR1913260.267760__1.267760	28117__B0MTV3__BHV66_06405
ERR1913260.267801__1.267801	820__A0A3E4GE89__DXB48_02565
ERR1913260.267854__1.267854	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913260.267944__1.267944	820__A0A3E4GA19__SAMN05444418_10562
ERR1913260.268034__1.268034	1680__A0A076JNH5__DXC60_03835
ERR1913260.268062__1.268062	39491__C4Z9D4__DXD95_00055
ERR1913260.268104__1.268104	239935__A0A2N8IVR0__CXT87_07115
ERR1913260.268147__1.268147	301301__A0A395VD41__RHOM_11540
ERR1913260.268443__1.268443	39485__A0A174Z8V5__fliU_2
ERR1913260.268478__1.268478	239935__A0A2N8I694__CXU04_06245
ERR1913260.268537__1.268537	1681__A0A292G7V3__BBIF_1776
ERR1913260.268553__1.268553	28052__A0A174HY73__ERS852451_01605
ERR1913260.268594__1.268594	907__S7IT45__AZ49_03295
ERR1913260.268597__1.268597	45851__D4RYC5__BHV86_01930
ERR1913260.268653__1.268653	116085__D4J8D7__DW747_09195
ERR1913260.268656__1.268656	2173__A0A1D2WTZ3__frhB
ERR1913260.268701__1.268701	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913260.268847__1.268847	246787__A0A3D6B182__HMPREF1062_00600
ERR1913260.269147__1.269147	40520__A0A395XAI7__DXB81_16005
ERR1913260.269163__1.269163	74426__sufB
ERR1913260.269483__1.269483	357276__A0A076IXE0__HMPREF1064_04364
ERR1913260.269540__1.269540	1262848__R6UQ18__BN818_01625
ERR1913260.269848__1.269848	33039__D4M4L0__ERS852577_02891
ERR1913260.269853__1.269853	820__A0A139KIL9__DXC68_05945
ERR1913260.269830__1.269830	33043__A0A173WWJ5__ERS852386_00339
ERR1913260.269839__1.269839	820__A0A374Q854__HMPREF1073_03281
ERR1913260.270131__1.270131	39488__A0A174IFL3__DXD91_00270
ERR1913260.270115__1.270115	28117__B0MXQ6__ALIPUT_01917
ERR1913260.270291__1.270291	853__A0A3E2U7E6__ERS852582_01640
ERR1913260.270489__1.270489	39491__R6TQ09__DXC13_03010
ERR1913260.270599__1.270599	1393034__GCA_001552785.1_00506
ERR1913260.270882__1.270882	301302__R5VCB8__M72_07901
ERR1913260.270887__1.270887	357276__I9QBT7__BSEG_03340
ERR1913260.270907__1.270907	239935__A0A139TPG3__CXT86_08810
ERR1913260.270943__1.270943	1862668__GCA_001945525.1_00031
ERR1913260.270911__1.270911	1965650__A0A1Y3VA28__B5G16_11230
ERR1913260.271285__1.271285	1680__A0A087DLC6__C8077_00815
ERR1913260.271368__1.271368	39491__A0A396FEW6__T1815_18721
ERR1913260.271381__1.271381	1680__R5GRA4__ERS852382_01548
ERR1913260.271667__1.271667	40518__R5DMC7__blaR1
ERR1913260.271686__1.271686	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913260.272037__1.272037	28025__D3R7S8__DD693_04905
ERR1913260.272083__1.272083	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913260.272106__1.272106	1262848__R6UQ08__BN818_01621
ERR1913260.272200__1.272200	28052__A0A174IBJ6__luxQ_1
ERR1913260.272246__1.272246	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913260.272502__1.272502	216816__A0A133L7N8__BL0153
ERR1913260.272724__1.272724	820__A7UYX8__DXD40_11635
ERR1913260.272853__1.272853	39491__A0A396FBR6__DXC13_08575
ERR1913260.272909__1.272909	45851__D4RZ86__BHV86_03570
ERR1913260.272917__1.272917	1262848__R6TXR7__BN818_00316
ERR1913260.272988__1.272988	28025__D3R3B1__BAAM0483_03040
ERR1913260.273055__1.273055	1262848__R6U2B6__BN818_00428
ERR1913260.273251__1.273251	1262882__R5MFA5__BN519_00331
ERR1913260.273349__1.273349	1263107__GCA_000436995.1_00130
ERR1913260.273328__1.273328	239935__A0A2N8HPS5__Amuc_0950
ERR1913260.273485__1.273485	28025__A0A315S8J6__BIFLAC_01957
ERR1913260.273812__1.273812	1550024__G9RPP6__ASJ35_08860
ERR1913260.273831__1.273831	39492__D4JRV7__EUBSIR_01513
ERR1913260.273883__1.273883	1262924__R7HRJ9__BN585_00557
ERR1913260.274033__1.274033	39491__C4ZGN3__DXB99_14175
