ERR1913319.248__1.248	47678__R5U8S9__DW706_06260
ERR1913319.605735__1.605735	1263005__R6EQ31__BN497_00348
ERR1913319.605939__1.605939	216816__A0A0A6VPB9__B624_1780
ERR1913319.606000__1.606000	328814__GCA_004558275.1_00135
ERR1913319.606082__1.606082	214856__R5UN64__ERS852447_02669
ERR1913319.606119__1.606119	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913319.606472__1.606472	328814__GCA_004558275.1_00033
ERR1913319.606504__1.606504	28117__B0MVL5__BHV66_01660
ERR1913319.606518__1.606518	820__R9I3Q7__HMPREF1072_01668
ERR1913319.606622__1.606622	46503__R6X0L4__DXB61_05325
ERR1913319.606694__1.606694	39492__D4JW25__EUBSIR_02203
ERR1913319.606775__1.606775	820__A7V049__DXB48_04755
ERR1913319.606760__1.606760	28117__B0MY40__BHV66_05170
ERR1913319.606820__1.606820	371601__D7K8P3__SAMN05216250_10395
ERR1913319.606888__1.606888	291644__I8Y788__HMPREF1532_02550
ERR1913319.607015__1.607015	28139__A0A379ND44__NCTC11190_02421
ERR1913319.607105__1.607105	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913319.607198__1.607198	820__A7UYX8__DXD40_11635
ERR1913319.607242__1.607242	626932__G5HAB3__HMPREF9450_01578
ERR1913319.607467__1.607467	1305__F0IPN6__HMPREF9397_1288
ERR1913319.607753__1.607753	384638__B7APR0__BACPEC_00666
ERR1913319.607795__1.607795	246787__R6KBH9__HMPREF1062_04676
ERR1913319.607921__1.607921	301301__A0A395V7X3__RHOM_05050
ERR1913319.608017__1.608017	820__A0A139JV05__B5G17_18125
ERR1913319.608128__1.608128	39492__D4JUS6__accD5
ERR1913319.608132__1.608132	39492__A0A174ZP27__EUBSIR_00033
ERR1913319.608205__1.608205	1897011__A0A1Q6RI37__BHW41_00895
ERR1913319.608351__1.608351	291644__I9T2X5__ERS852428_03729
ERR1913319.608362__1.608362	28117__B0MYM2__BHV66_04910
ERR1913319.608297__1.608297	820__A0A139KG04__ERS852459_01249
ERR1913319.608447__1.608447	291644__I9TLE2__HMPREF1071_00556
ERR1913319.608386__1.608386	28117__B0MYW7__ALIPUT_02336
ERR1913319.608397__1.608397	418240__A0A173Y587__ERS852523_00316
ERR1913319.608613__1.608613	823__A0A3E4PAQ2__DDY96_18275
ERR1913319.608686__1.608686	1965604__A0A1Y4EXQ1__B5F54_01105
ERR1913319.608726__1.608726	39492__D4JWR6__dnaN
ERR1913319.608749__1.608749	821__A6L0C7__ERS852556_03520
ERR1913319.609436__1.609436	246787__R6K756__HMPREF1062_01819
ERR1913319.609947__1.609947	239935__A0A3F3K9J9__DEF40_00940
ERR1913319.610072__1.610072	821__R7P1Q7__M099_2990
ERR1913319.610541__1.610541	39492__D4JSS2__EUBSIR_00553
ERR1913319.610644__1.610644	820__A0A173WZS4__DXD90_10250
ERR1913319.610862__1.610862	820__A0A139KJ23__celCCA
ERR1913319.611017__1.611017	39492__D4JVG1__ERS852540_00951
ERR1913319.611025__1.611025	410072__A0A173SHF2__COPCOM_03201
ERR1913319.611081__1.611081	820__A0A3E4WA06__ERS852554_03404
ERR1913319.611335__1.611335	216816__C2GUV2__APC1478_0430
ERR1913319.611349__1.611349	39492__D4JT87__clpC
ERR1913319.611423__1.611423	821__A0A3E4WAR6__DXD64_10735
ERR1913319.611434__1.611434	33043__A0A173WWJ5__ERS852386_00339
ERR1913319.611532__1.611532	239935__A0A139TSG7__CXU17_09600
ERR1913319.611508__1.611508	214856__I3YPI7__pepD_1
ERR1913319.611585__1.611585	1262746__R5SS80__BN750_02125
ERR1913319.611597__1.611597	214856__A0A174A257__ERS852447_01007
ERR1913319.611625__1.611625	47678__A5ZEX0__DW706_08045
ERR1913319.611644__1.611644	239935__R6IZT7__CXU18_11710
ERR1913319.611719__1.611719	821__A0A396F9T7__M097_3427
ERR1913319.611858__1.611858	1262915__R6HQV2__BN574_01665
ERR1913319.611887__1.611887	1262824__R6S1J4__BN719_01997
ERR1913319.612067__1.612067	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.612119__1.612119	28117__B0MYW7__ALIPUT_02336
ERR1913319.612143__1.612143	28117__B0MWZ9__ALIPUT_01735
ERR1913319.612145__1.612145	28117__B0MWZ9__ALIPUT_01735
ERR1913319.612161__1.612161	291644__R5JG91__HMPREF1532_01961
ERR1913319.612194__1.612194	39492__D4JSB6__ERS852540_00627
ERR1913319.612204__1.612204	39492__D4JSS2__EUBSIR_00553
ERR1913319.612211__1.612211	820__A0A396EUU8__luxQ_3
ERR1913319.612264__1.612264	821__A0A174WBC9__ERS852556_03145
ERR1913319.612394__1.612394	1262824__R6S1J4__BN719_01997
ERR1913319.612397__1.612397	820__A0A139KJR5__M093_4469
ERR1913319.612423__1.612423	35833__E5Y9T2__HMPREF0179_02950
ERR1913319.612436__1.612436	246787__R6KCH8__csbC
ERR1913319.612465__1.612465	291644__I9HP97__HMPREF1532_00061
ERR1913319.612445__1.612445	28117__B0MXG7__BHV66_08620
ERR1913319.612565__1.612565	820__R9I3Q7__HMPREF1072_01668
ERR1913319.612602__1.612602	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913319.612620__1.612620	39492__D4JVG7__ERS852540_00946
ERR1913319.612634__1.612634	39492__B0MNL5__phoR_1
ERR1913319.612727__1.612727	74426__nrdD
ERR1913319.612849__1.612849	820__A0A139JRS5__HMPREF1073_04025
ERR1913319.612822__1.612822	28117__B0MTV3__BHV66_06405
ERR1913319.612904__1.612904	820__A0A173YYG4__evgS_3
ERR1913319.612916__1.612916	1262743__R5C054__BN727_01980
ERR1913319.613065__1.613065	47678__R5U878__ERS852494_03300
ERR1913319.613066__1.613066	1855299__A0A1I5LCY5__SAMN05216343_101101
ERR1913319.613123__1.613123	39492__R6RYB8__ERS852540_00322
ERR1913319.613130__1.613130	820__A7V470__HMPREF1072_02076
ERR1913319.613156__1.613156	357276__B6W1J2__BACDOR_03380
ERR1913319.613167__1.613167	291644__I8YFE9__HMPREF1071_02973
ERR1913319.613174__1.613174	823__A0A395YRW4__DD466_15895
ERR1913319.613237__1.613237	39492__D4JQP0__ypeB
ERR1913319.613281__1.613281	28052__R7NF63__ERS852499_01792
ERR1913319.613282__1.613282	823__A0A073I9P2__CF162_18000
ERR1913319.613585__1.613585	820__A0A174TRB5__DXD40_11305
ERR1913319.613587__1.613587	821__E5UMZ6__BVU_1450
ERR1913319.613595__1.613595	823__D7ILK2__ERS852380_00031
ERR1913319.613650__1.613650	328814__GCA_004558275.1_00293
ERR1913319.613739__1.613739	821__A0A174WBC9__ERS852556_03145
ERR1913319.613845__1.613845	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.613920__1.613920	820__A0A174F696__macB_13
ERR1913319.613985__1.613985	820__A0A374QGD2__ERS852421_02382
ERR1913319.614096__1.614096	291644__U6RV10__ERS852428_00490
ERR1913319.614196__1.614196	39492__D4JSA4__ERS852540_00596
ERR1913319.614255__1.614255	239935__B2URG6__CXU02_00030
ERR1913319.614262__1.614262	821__C6ZAA5__ERS852556_00403
ERR1913319.614462__1.614462	1501391__GCA_000786575.1_00152
ERR1913319.614525__1.614525	28117__B0MY40__BHV66_05170
ERR1913319.614528__1.614528	291644__I8YR49__ERS852428_01188
ERR1913319.614604__1.614604	821__A0A0P0M3U7__DXB90_14325
ERR1913319.614626__1.614626	291644__I8YR49__ERS852428_01188
ERR1913319.614769__1.614769	46228__V8BSH8__HMPREF1202_02173
ERR1913319.614822__1.614822	239935__B2UQB8__CXT86_01740
ERR1913319.614806__1.614806	823__A6LBY1__ERS852380_00510
ERR1913319.614883__1.614883	820__R9HP61__DXC91_01090
ERR1913319.614903__1.614903	820__A0A374Q854__HMPREF1073_03281
ERR1913319.614913__1.614913	821__A0A395UNT8__DXD64_15275
ERR1913319.615015__1.615015	1512__A0A174F9P4__CLOSYM_04710
ERR1913319.615245__1.615245	239935__A0A2N8ITX2__CXT86_11265
ERR1913319.615405__1.615405	823__A0A395Z0N9__DHW69_05890
ERR1913319.615511__1.615511	239935__R7E524__CXT91_06180
ERR1913319.615518__1.615518	1501392__A0A0B2JPM8__PU94_03150
ERR1913319.615632__1.615632	39492__D4JVC7__yfgF
ERR1913319.615762__1.615762	1263005__R6ESN6__BN497_00509
ERR1913319.615830__1.615830	649756__B0NZX5__lytC_2
ERR1913319.615892__1.615892	329854__R7E733__DXD57_00120
ERR1913319.616016__1.616016	291644__I9SZW4__HMPREF1071_02889
ERR1913319.616188__1.616188	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.616288__1.616288	28117__B0N007__BHV66_10275
ERR1913319.616332__1.616332	39492__D4JTJ1__EUBSIR_01453
ERR1913319.616439__1.616439	28117__R7JJM9__ALIPUT_00662
ERR1913319.616486__1.616486	821__A6L0C7__ERS852556_03520
ERR1913319.616549__1.616549	821__A0A174V2F3__NCTC10583_01474
ERR1913319.616583__1.616583	214856__R6Z7Q9__ERS852447_02172
ERR1913319.616689__1.616689	204516__U6RAM4__HMPREF1534_03439
ERR1913319.616712__1.616712	291644__I8Y2A3__HMPREF1532_03851
ERR1913319.616721__1.616721	291644__I9TDH8__HMPREF1071_01321
ERR1913319.616761__1.616761	821__C6Z451__BHV80_04265
ERR1913319.616768__1.616768	291644__I8Y778__HMPREF1532_02537
ERR1913319.616896__1.616896	28117__B0MTV5__BHV66_06415
ERR1913319.616967__1.616967	28117__B0MT73__ALIPUT_00412
ERR1913319.616968__1.616968	28117__B0MT73__ALIPUT_00412
ERR1913319.616931__1.616931	820__A0A3E4WA06__ERS852554_03404
ERR1913319.617036__1.617036	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.617187__1.617187	821__A0A3E4HP25__SAMN04487923_102450
ERR1913319.617190__1.617190	39492__D4JRM9__bglB_2
ERR1913319.617197__1.617197	820__E5VA63__DXC80_01025
ERR1913319.617296__1.617296	821__A0A174WBC9__ERS852556_03145
ERR1913319.617373__1.617373	28116__I8YA52__M088_0798
ERR1913319.617350__1.617350	820__A0A3E4W7J3__DXC07_00330
ERR1913319.617335__1.617335	239935__A0A2N8HPX2__CXT90_09930
ERR1913319.617459__1.617459	214856__A0A174A1J3__ERS852447_01000
ERR1913319.617608__1.617608	47678__R5UPZ8__ERS852494_01752
ERR1913319.617719__1.617719	1263044__GCA_000433375.1_00496
ERR1913319.617774__1.617774	39492__D4JUD7__EUBSIR_01877
ERR1913319.617791__1.617791	291644__I8YWR0__HMPREF1071_01375
ERR1913319.617816__1.617816	291644__I9SXJ9__ERS852428_02285
ERR1913319.617860__1.617860	818__A0A3E5HGB5__ERS852511_02145
ERR1913319.617932__1.617932	301301__A0A395V3C0__mcpC_6
ERR1913319.617948__1.617948	328814__GCA_004558275.1_00100
ERR1913319.618025__1.618025	853__A8S882__C4N23_07600
ERR1913319.618049__1.618049	820__A0A174Q0F0__DXB48_08080
ERR1913319.618105__1.618105	328814__GCA_004558275.1_00089
ERR1913319.618113__1.618113	216816__A0A061M1M5__HMPREF0177_01046
ERR1913319.618211__1.618211	291644__R5JDR3__HMPREF1071_02272
ERR1913319.618221__1.618221	328814__GCA_004558275.1_00993
ERR1913319.618224__1.618224	821__A0A3E4XY72__NCTC10583_01067
ERR1913319.618462__1.618462	1263005__R6F1A1__BN497_00406
ERR1913319.618490__1.618490	820__A0A174R952__DXB48_02570
ERR1913319.618560__1.618560	239935__A0A2N8HUU6__CXT90_06150
ERR1913319.618599__1.618599	239935__A0A139TT05__CXU09_03335
ERR1913319.618617__1.618617	544644__GCA_001915615.1_02043
ERR1913319.618626__1.618626	820__A0A078S4C2__ERS417307_00828
ERR1913319.618663__1.618663	28117__B0MXR4__BHV66_08025
ERR1913319.618679__1.618679	821__I9R3W6__DXC16_12455
ERR1913319.618693__1.618693	820__A0A173WUD7__DXB48_08055
ERR1913319.618733__1.618733	823__A0A395YXR9__M091_4086
ERR1913319.618755__1.618755	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913319.618787__1.618787	328814__GCA_004558275.1_00236
ERR1913319.618843__1.618843	1263005__R6ETF4__BN497_00777
ERR1913319.618906__1.618906	28118__F9ZAK9__DF785_10030
ERR1913319.619096__1.619096	328814__GCA_004558275.1_00135
ERR1913319.619145__1.619145	853__A0A173YYY4__DWZ04_09420
ERR1913319.619156__1.619156	214856__R6Z5D0__resA_4
ERR1913319.619295__1.619295	291644__I8Y2A3__HMPREF1532_03851
ERR1913319.619303__1.619303	410072__A0A174L0Z1__ERS852525_00863
ERR1913319.619311__1.619311	820__A0A396EUV1__B5G17_06465
ERR1913319.619326__1.619326	823__A0A174PLE5__DXD05_03010
ERR1913319.619459__1.619459	47678__R5UAF6__ERS852494_02966
ERR1913319.619844__1.619844	1262743__R5C054__BN727_01980
ERR1913319.619896__1.619896	45851__D4RW69__BUTYVIB_00200
ERR1913319.619998__1.619998	1262824__R6RVE9__BN719_01395
ERR1913319.620059__1.620059	28117__B0MYM2__BHV66_04910
ERR1913319.620127__1.620127	820__A0A3E4VXP2__yesR
ERR1913319.620359__1.620359	214856__I3YMN6__Alfi_1938
ERR1913319.620276__1.620276	544645__A0A1Y3VP90__DXC42_05845
ERR1913319.620470__1.620470	328814__GCA_004558275.1_00993
ERR1913319.620392__1.620392	820__A0A3E4GA19__SAMN05444418_10562
ERR1913319.620410__1.620410	823__D7IUM6__M091_1082
ERR1913319.620532__1.620532	820__A0A374Q854__HMPREF1073_03281
ERR1913319.620650__1.620650	820__R9I2U8__DXC68_09590
ERR1913319.620802__1.620802	39492__D4JVC7__yfgF
ERR1913319.620817__1.620817	39492__D4JT87__clpC
ERR1913319.621427__1.621427	216816__E8MFM6__DXC54_08560
ERR1913319.621588__1.621588	328814__GCA_004558275.1_00989
ERR1913319.621601__1.621601	291644__R5JG91__HMPREF1532_01961
ERR1913319.621610__1.621610	28117__B0MWH8__BHV66_01330
ERR1913319.621621__1.621621	28117__B0MT86__BHV66_02450
ERR1913319.621820__1.621820	384638__B7ANG7__BACPEC_00221
ERR1913319.622017__1.622017	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.622156__1.622156	39492__A0A174ZYY6__EUBSIR_02510
ERR1913319.622276__1.622276	823__D0T9E4__DHW69_09115
ERR1913319.622429__1.622429	47678__A5ZLX1__C5Z00_04825
ERR1913319.622623__1.622623	39492__D4JWT3__ERS852540_00301
ERR1913319.622661__1.622661	820__R9I3N4__M093_0061
ERR1913319.622681__1.622681	821__A6L0C7__ERS852556_03520
ERR1913319.622744__1.622744	1263109__GCA_000438135.1_00482
ERR1913319.622818__1.622818	39492__D4JSA4__ERS852540_00596
ERR1913319.623106__1.623106	823__A0A078TL61__ERS852429_00610
ERR1913319.623132__1.623132	820__A7V9F9__B5G17_14640
ERR1913319.623323__1.623323	291644__I9SK54__HMPREF1532_03743
ERR1913319.623328__1.623328	328814__GCA_004558275.1_00139
ERR1913319.623462__1.623462	239935__A0A2N8HPX2__CXT90_09930
ERR1913319.623678__1.623678	820__A0A3E4FZM1__adaA_2
ERR1913319.624008__1.624008	239935__A0A2N8HEH9__CXU07_11710
ERR1913319.624124__1.624124	820__A0A1T4IYF4__mprA_1
ERR1913319.624136__1.624136	291644__I9I0P6__HMPREF1532_01982
ERR1913319.624170__1.624170	820__R9I3Q7__HMPREF1072_01668
ERR1913319.624256__1.624256	328814__GCA_004558275.1_00088
ERR1913319.624383__1.624383	487174__K0XRP0__DDY40_09260
ERR1913319.624511__1.624511	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913319.624656__1.624656	360807__C0FPV5__ERS852444_03160
ERR1913319.624984__1.624984	820__A0A174LJB2__HMPREF1072_04112
ERR1913319.624940__1.624940	1262743__R5C054__BN727_01980
ERR1913319.624954__1.624954	820__A7V092__hldE
ERR1913319.625017__1.625017	821__A0A174NM17__lacZ_6
ERR1913319.625062__1.625062	820__A0A174QT76__B5G17_18060
ERR1913319.625065__1.625065	266762__GCA_000769135.1_00284
ERR1913319.625107__1.625107	46228__B5CP91__RUMLAC_01282
ERR1913319.625150__1.625150	39492__B0MNQ2__EUBSIR_01459
ERR1913319.625159__1.625159	291644__I8Y011__HMPREF1071_04228
ERR1913319.625198__1.625198	821__A0A3E4WAR6__DXD64_10735
ERR1913319.625277__1.625277	328814__GCA_004558275.1_00995
ERR1913319.625485__1.625485	216816__A0A0A6VPB9__B624_1780
ERR1913319.625514__1.625514	291644__R5JAW4__HMPREF1071_01744
ERR1913319.625517__1.625517	1304__A0A2I1TLS3__DL07_03485
ERR1913319.625836__1.625836	214856__A0A174ZER9__ERS852559_00614
ERR1913319.625840__1.625840	820__A0A3E4RU03__M093_0563
ERR1913319.625861__1.625861	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913319.625884__1.625884	28117__B0MYW7__ALIPUT_02336
ERR1913319.625958__1.625958	1897011__A0A1Q6REU3__BHW41_04025
ERR1913319.626043__1.626043	821__A0A174T998__DXB82_10860
ERR1913319.626114__1.626114	821__A0A395UNT8__DXD64_15275
ERR1913319.626119__1.626119	39492__D4JRV7__EUBSIR_01513
ERR1913319.626309__1.626309	820__A0A3E4RU03__M093_0563
ERR1913319.626265__1.626265	1535__A7VQX7__CLOLEP_00959
ERR1913319.626272__1.626272	410072__A0A174ND44__ERS852389_01731
ERR1913319.626348__1.626348	820__A0A3E5E0T0__ERS852554_00312
ERR1913319.626364__1.626364	820__A0A139K8X8__DXC80_17665
ERR1913319.626462__1.626462	291644__I9SQZ5__ERS852428_01656
ERR1913319.626616__1.626616	28117__B0MWP2__ALIPUT_01468
ERR1913319.626735__1.626735	28117__B0MYZ8__BHV66_04535
ERR1913319.626883__1.626883	28117__B0MWH8__BHV66_01330
ERR1913319.627041__1.627041	1262743__R5C054__BN727_01980
ERR1913319.627127__1.627127	291644__I9TEJ3__luxQ_1
ERR1913319.627120__1.627120	291644__I9I0P6__HMPREF1532_01982
ERR1913319.627285__1.627285	328814__GCA_004558275.1_00296
ERR1913319.627432__1.627432	649756__L1PU84__ERS852571_01295
ERR1913319.627440__1.627440	214856__A0A174FX52__yddM
ERR1913319.627363__1.627363	820__A0A174CG08__DXB62_13215
ERR1913319.627491__1.627491	214856__A0A174FX52__yddM
ERR1913319.627646__1.627646	1262824__R6RLS2__BN719_02323
ERR1913319.627772__1.627772	328814__GCA_004558275.1_00025
ERR1913319.627792__1.627792	291644__I9T9Y0__HMPREF1071_01813
ERR1913319.627985__1.627985	328814__GCA_004558275.1_00999
ERR1913319.628138__1.628138	214856__A0A174ZJU0__ERS852559_00619
ERR1913319.628094__1.628094	39492__D4JRM9__bglB_2
ERR1913319.628212__1.628212	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913319.628397__1.628397	291644__I9HGG9__HMPREF1071_03600
ERR1913319.628541__1.628541	1262743__R5C054__BN727_01980
ERR1913319.628616__1.628616	28117__B0MXX3__BHV66_07695
ERR1913319.628621__1.628621	28117__B0MWZ9__ALIPUT_01735
ERR1913319.628654__1.628654	28117__B0MTV5__BHV66_06415
ERR1913319.628799__1.628799	28117__B0MY40__BHV66_05170
ERR1913319.628819__1.628819	820__A0A3E4XM43__DXC91_13960
ERR1913319.628869__1.628869	328814__GCA_004558275.1_00096
ERR1913319.629166__1.629166	820__A0A374QGD2__ERS852421_02382
ERR1913319.629133__1.629133	28117__B0MU57__ALIPUT_00175
ERR1913319.629220__1.629220	28117__B0MYW7__ALIPUT_02336
ERR1913319.629182__1.629182	328814__GCA_004558275.1_01621
ERR1913319.629189__1.629189	46503__R6X5I4__ERS852463_01136
ERR1913319.629204__1.629204	291644__R5JUY5__HMPREF1071_00941
ERR1913319.629340__1.629340	820__A0A3E4VXP2__yesR
ERR1913319.629388__1.629388	820__R9I324__HMPREF2141_02414
ERR1913319.629389__1.629389	820__A0A174G065__DXB62_08975
ERR1913319.629480__1.629480	853__A0A173TAZ8__DWZ46_14590
ERR1913319.629482__1.629482	291644__R5JR13__ERS852428_02453
ERR1913319.629534__1.629534	328814__GCA_004558275.1_00135
ERR1913319.629805__1.629805	246787__A0A108T4D5__HMPREF1062_06346
ERR1913319.629830__1.629830	820__A0A174QLF0__SAMN05444418_109151
ERR1913319.629917__1.629917	328814__GCA_004558275.1_00035
ERR1913319.629955__1.629955	328814__GCA_004558275.1_00135
ERR1913319.629977__1.629977	39492__D4JTW7__EUBSIR_00859
ERR1913319.630028__1.630028	239935__A0A2N8J1K0__CXT97_05765
ERR1913319.630040__1.630040	214856__I3YPP0__ERS852447_01388
ERR1913319.630182__1.630182	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.630206__1.630206	1965604__A0A1Y4EXM5__B5F54_15370
ERR1913319.630233__1.630233	39492__A0A174Z2N0__EUBSIR_01615
ERR1913319.630329__1.630329	291644__I9SMF9__HMPREF1532_02933
ERR1913319.630357__1.630357	28117__B0MU57__ALIPUT_00175
ERR1913319.630423__1.630423	328814__GCA_004558275.1_00074
ERR1913319.630392__1.630392	649756__L1PU84__ERS852571_01295
ERR1913319.630503__1.630503	328814__GCA_004558275.1_00090
ERR1913319.630687__1.630687	328814__GCA_004558275.1_01570
ERR1913319.630721__1.630721	821__E5UPR6__SAMN04487923_101768
ERR1913319.631047__1.631047	28117__B0MXR1__BHV66_08035
ERR1913319.631139__1.631139	291644__I8YYM8__HMPREF1532_01562
ERR1913319.631158__1.631158	1262746__R5SRE2__BN750_01171
ERR1913319.631198__1.631198	28118__F9Z7B3__SAMEA44545918_00670
ERR1913319.631278__1.631278	820__A0A374Q854__HMPREF1073_03281
ERR1913319.631251__1.631251	556259__E5C3Z4__BSGG_0880
ERR1913319.631291__1.631291	820__A0A174LJB2__HMPREF1072_04112
ERR1913319.631332__1.631332	39492__D4JU56__hemZ
ERR1913319.631368__1.631368	239935__A0A2N8HPS5__Amuc_0950
ERR1913319.631392__1.631392	1262743__R5C054__BN727_01980
ERR1913319.631402__1.631402	820__A0A3E4FWC8__DXC91_14635
ERR1913319.631459__1.631459	626932__G5H523__HMPREF9450_00033
ERR1913319.631466__1.631466	820__A0A139K8N1__ERS852554_00951
ERR1913319.631514__1.631514	820__A0A174CG08__DXB62_13215
ERR1913319.631554__1.631554	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.631708__1.631708	1501391__GCA_000786575.1_00114
ERR1913319.631817__1.631817	246787__A0A0P0GG22__BACCELL_01899
ERR1913319.631923__1.631923	1263005__R6EPZ8__BN497_01419
ERR1913319.631977__1.631977	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913319.632031__1.632031	823__A0A395YZG9__M092_4358
ERR1913319.632190__1.632190	39492__D4JUR4__ERS852540_01427
ERR1913319.632361__1.632361	357276__A0A0K2HJA6__DXD47_07320
ERR1913319.632417__1.632417	544645__A0A1U7L710__DXC42_05105
ERR1913319.632554__1.632554	291644__I9T9Y0__HMPREF1071_01813
ERR1913319.632574__1.632574	239935__A0A2N8HBM4__CXT85_06270
ERR1913319.632862__1.632862	28052__A0A174IP79__gmr_4
ERR1913319.633116__1.633116	39492__D4JQY4__EUBSIR_01325
ERR1913319.633081__1.633081	820__R9I2U8__DXC68_09590
ERR1913319.633311__1.633311	291644__I9T9G0__atsA_3
ERR1913319.633439__1.633439	214856__I3YMC8__ERS852447_02666
ERR1913319.633622__1.633622	820__A0A3E4HWJ4__DXD40_05945
ERR1913319.633732__1.633732	28117__B0MYP3__BHV66_04995
ERR1913319.633785__1.633785	328814__GCA_004558275.1_00092
ERR1913319.633883__1.633883	47678__R5U8S9__DW706_06260
ERR1913319.634316__1.634316	39492__R6RT40__prkC_3
ERR1913319.634348__1.634348	216816__C5E8I1__yciB
ERR1913319.634391__1.634391	1897011__A0A1Q6RE47__BHW41_04715
ERR1913319.634505__1.634505	820__A0A139JV05__B5G17_18125
ERR1913319.634530__1.634530	28118__F9Z695__DER54_04745
ERR1913319.634563__1.634563	820__A0A3E4W4W5__ERS852554_02179
ERR1913319.634766__1.634766	46503__A7ADV9__ERS852463_01504
ERR1913319.634784__1.634784	204516__U6RAM4__HMPREF1534_03439
ERR1913319.634905__1.634905	820__A0A139KG60__M094_2679
ERR1913319.634878__1.634878	820__A0A139KG60__M094_2679
ERR1913319.635061__1.635061	1965562__A0A1Y4RHC5__B5E84_12540
ERR1913319.635065__1.635065	820__R9I3Q7__HMPREF1072_01668
ERR1913319.635182__1.635182	821__D4VD59__BHV80_04260
ERR1913319.635185__1.635185	820__A0A396EUU8__luxQ_3
ERR1913319.635257__1.635257	47678__A5ZHJ2__DXB67_12405
ERR1913319.635328__1.635328	239935__R7E524__CXT91_06180
ERR1913319.635368__1.635368	823__A0A395YZG9__M092_4358
ERR1913319.635392__1.635392	1262915__R6ICM3__BN574_00148
ERR1913319.635472__1.635472	820__A0A3E4G493__ERS417307_00253
ERR1913319.635728__1.635728	291644__I8YYM8__HMPREF1532_01562
ERR1913319.635892__1.635892	47678__R5UZM4__DW706_15680
ERR1913319.635935__1.635935	39492__D4JTG7__EUBSIR_00572
ERR1913319.635960__1.635960	820__A0A396CMY7__HMPREF1072_03009
ERR1913319.635961__1.635961	820__A7V470__HMPREF1072_02076
ERR1913319.636063__1.636063	328814__GCA_004558275.1_00293
ERR1913319.636196__1.636196	214856__A0A174G1M7__ERS852559_00594
ERR1913319.636306__1.636306	291644__I8Z2C6__HMPREF1071_00595
