ERR1913042.39__1.39	39491__A0A395ZDC6__addB
ERR1913042.356020__1.356020	69974__A0A090FEL8__MPL3365_630008
ERR1913042.356049__1.356049	301302__A0A173TEJ2__M72_09031
ERR1913042.356053__1.356053	487174__R5FJY1__DDY40_07045
ERR1913042.356106__1.356106	165179__A0A229I6N7__DXC61_06720
ERR1913042.356433__1.356433	301301__G2SX14__RHOM_09085
ERR1913042.356410__1.356410	1203556__S2Z566__HMPREF1478_01916
ERR1913042.356628__1.356628	28117__B0MXL6__ALIPUT_01851
ERR1913042.356756__1.356756	626933__H1DGX0__HMPREF9449_01506
ERR1913042.356771__1.356771	853__A0A174AML0__FPR_08640
ERR1913042.357088__1.357088	39491__C4Z9K7__EUBREC_0050
ERR1913042.357093__1.357093	39485__A0A174YZE2__spoIIE
ERR1913042.357113__1.357113	310298__B3JN71__BACCOP_03383
ERR1913042.357161__1.357161	165179__D1PEQ5__PREVCOP_05711
ERR1913042.357163__1.357163	165179__A0A3E5AER8__DXB80_07075
ERR1913042.357179__1.357179	1262929__R6F6C8__BN691_01344
ERR1913042.357190__1.357190	301301__G2SXB0__RHOM_09565
ERR1913042.357276__1.357276	69974__A0A090FEL8__MPL3365_630008
ERR1913042.357316__1.357316	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.357347__1.357347	39485__A0A175A023__yhhT
ERR1913042.357369__1.357369	1262913__R7JCU2__BN646_01689
ERR1913042.357507__1.357507	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913042.357571__1.357571	28116__A7LS06__HMPREF2532_04668
ERR1913042.357575__1.357575	204516__U6R9E0__HMPREF1534_03742
ERR1913042.357613__1.357613	165179__W1I4H6__DXB80_13655
ERR1913042.357630__1.357630	40518__R5DME2__DXD86_07315
ERR1913042.357656__1.357656	116085__D4JBB3__DW747_02145
ERR1913042.357707__1.357707	39485__A0A174ZA08__EUBELI_01019
ERR1913042.357765__1.357765	28117__B0MU76__ALIPUT_00202
ERR1913042.357783__1.357783	1262924__R7HST1__BN585_00215
ERR1913042.357787__1.357787	69974__A0A090FEL8__MPL3365_630008
ERR1913042.357830__1.357830	820__A0A078S4C2__ERS417307_00828
ERR1913042.357852__1.357852	39491__A0A0M6WWT1__dus_2
ERR1913042.357879__1.357879	39485__A0A174YR99__ERS852492_00943
ERR1913042.357890__1.357890	1262924__R7HKX0__BN585_01279
ERR1913042.357897__1.357897	28116__I8Y7V6__HMPREF1017_02728
ERR1913042.357972__1.357972	1262743__R5C3A8__BN727_00457
ERR1913042.358014__1.358014	39491__A0A173TM76__DXB72_10535
ERR1913042.358066__1.358066	165179__A0A229I443__DXB80_10950
ERR1913042.358106__1.358106	69974__A0A090FEL8__MPL3365_630008
ERR1913042.358122__1.358122	69974__A0A090FEL8__MPL3365_630008
ERR1913042.358151__1.358151	69974__A0A090FEL8__MPL3365_630008
ERR1913042.358278__1.358278	40520__A5ZSL9__DXC87_07025
ERR1913042.358297__1.358297	69974__A0A090FEL8__MPL3365_630008
ERR1913042.358385__1.358385	165179__A0A3E5EB26__CFT61_02800
ERR1913042.358393__1.358393	310298__B3JNG7__BACCOP_03480
ERR1913042.358399__1.358399	1262924__R7HRE7__BN585_00055
ERR1913042.358472__1.358472	820__A0A1T4IYF4__mprA_1
ERR1913042.358504__1.358504	165179__A0A174IPI3__CFT61_10940
ERR1913042.358518__1.358518	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.358559__1.358559	1735__B7CE08__EUBIFOR_02443
ERR1913042.358589__1.358589	1262924__R7HRA8__BN585_01680
ERR1913042.358742__1.358742	626933__H1DGX0__HMPREF9449_01506
ERR1913042.358745__1.358745	69974__A0A090FEL8__MPL3365_630008
ERR1913042.358776__1.358776	853__A0A2A7B9I6__DW855_13690
ERR1913042.359006__1.359006	371601__D4WBK5__BN891_3970
ERR1913042.359095__1.359095	853__A0A174AML0__FPR_08640
ERR1913042.359077__1.359077	1897011__A0A1Q6RE56__BHW41_04765
ERR1913042.359198__1.359198	69974__A0A090FEL8__MPL3365_630008
ERR1913042.359281__1.359281	649756__D4MZ64__ERS852425_00811
ERR1913042.359302__1.359302	39491__A0A396FSN2__EUBREC_0707
ERR1913042.359384__1.359384	33039__A0A173VTT4__frdB_1
ERR1913042.359412__1.359412	39485__A0A174Z9M2__yhbU_1
ERR1913042.359487__1.359487	487174__K0XLV6__DIT83_00940
ERR1913042.359555__1.359555	310298__B3JNG7__BACCOP_03480
ERR1913042.359535__1.359535	1308__G6EQV1__STN4L_01011
ERR1913042.359643__1.359643	39485__A0A174ZPH7__ERS852490_01992
ERR1913042.359665__1.359665	310298__B3JK97__BACCOP_02326
ERR1913042.359793__1.359793	165179__A0A229I443__DXB80_10950
ERR1913042.359834__1.359834	74426__infB
ERR1913042.359929__1.359929	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913042.359959__1.359959	487173__H1D020__HMPREF9453_00958
ERR1913042.359969__1.359969	69974__A0A090FEL8__MPL3365_630008
ERR1913042.359990__1.359990	39485__C4Z0B2__EUBELI_01024
ERR1913042.359987__1.359987	1262924__R7HPU8__BN585_00010
ERR1913042.360024__1.360024	371601__D4WBK5__BN891_3970
ERR1913042.360056__1.360056	418240__A0A173YKG4__ycjO_4
ERR1913042.360064__1.360064	1262924__R7HTW2__BN585_00604
ERR1913042.360187__1.360187	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360248__1.360248	39485__A0A174ZA08__EUBELI_01019
ERR1913042.360271__1.360271	1262924__R7HTW2__BN585_00604
ERR1913042.360325__1.360325	626933__H1DGX0__HMPREF9449_01506
ERR1913042.360343__1.360343	39485__A0A174ZBJ8__speA_2
ERR1913042.360345__1.360345	820__A0A3E4PYB0__yejM
ERR1913042.360362__1.360362	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360381__1.360381	39491__A0A396FNY7__LD38_16155
ERR1913042.360445__1.360445	487173__H1CY53__HMPREF9453_00291
ERR1913042.360493__1.360493	28116__C3QMW5__M089_4133
ERR1913042.360496__1.360496	310298__B3JEE8__BACCOP_00239
ERR1913042.360648__1.360648	39492__D4JUD9__EUBSIR_01875
ERR1913042.360604__1.360604	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360613__1.360613	165179__D1PHC0__PREVCOP_06640
ERR1913042.360664__1.360664	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360724__1.360724	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360735__1.360735	28117__B0MZ50__ALIPUT_02424
ERR1913042.360742__1.360742	39491__C4ZD70__LD38_03510
ERR1913042.360769__1.360769	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360784__1.360784	301301__G2SXA1__frc_2
ERR1913042.360839__1.360839	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360907__1.360907	69974__A0A090FEL8__MPL3365_630008
ERR1913042.360971__1.360971	1262924__R7HPB3__BN585_00488
ERR1913042.361055__1.361055	40518__R5DUU2__yvhJ_2
ERR1913042.361095__1.361095	39485__C4Z5L9__ERS852490_00668
ERR1913042.361101__1.361101	116085__D4J9F2__DW747_04020
ERR1913042.361220__1.361220	706562__GCA_900112995.1_00664
ERR1913042.361233__1.361233	1855299__A0A1I5UY91__SAMN05216343_12033
ERR1913042.361251__1.361251	204516__U6RHM5__HMPREF1534_02096
ERR1913042.361333__1.361333	204516__U6RFV1__HMPREF1534_02560
ERR1913042.361516__1.361516	69974__A0A090FEL8__MPL3365_630008
ERR1913042.361525__1.361525	69974__A0A090FEL8__MPL3365_630008
ERR1913042.361663__1.361663	69974__A0A090FEL8__MPL3365_630008
ERR1913042.361664__1.361664	1680__R5GZJ8__BSTER_1195
ERR1913042.361801__1.361801	39485__C4Z5L2__ERS852490_00659
ERR1913042.361794__1.361794	818__C6ILT7__BSIG_2708
ERR1913042.361879__1.361879	69974__A0A090FEL8__MPL3365_630008
ERR1913042.361936__1.361936	40518__R5DUG7__sbcC
ERR1913042.362022__1.362022	28118__F9Z5M1__NCTC10826_02946
ERR1913042.362155__1.362155	39485__C4Z6I9__ERS852492_02038
ERR1913042.362320__1.362320	28117__B0MXX3__BHV66_07695
ERR1913042.362322__1.362322	1262924__R7HR75__BN585_00689
ERR1913042.362595__1.362595	39485__A0A174YMC1__recN
ERR1913042.362705__1.362705	28118__F9ZCN9__DHW44_07820
ERR1913042.362709__1.362709	39492__D4JT67__EUBSIR_01784
ERR1913042.362726__1.362726	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.362740__1.362740	310298__B3JH76__BACCOP_01230
ERR1913042.362765__1.362765	40518__R5E426__DXD93_04485
ERR1913042.362821__1.362821	40518__R5E2U9__RBL263_01292
ERR1913042.362914__1.362914	820__A0A3E4W7J3__DXC07_00330
ERR1913042.362915__1.362915	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.362935__1.362935	820__A0A174R952__DXB48_02570
ERR1913042.362956__1.362956	69974__A0A090FEL8__MPL3365_630008
ERR1913042.362978__1.362978	165179__A0A3E5AHY4__CFT61_07675
ERR1913042.363098__1.363098	1262743__R5C054__BN727_01980
ERR1913042.363155__1.363155	69974__A0A090FEL8__MPL3365_630008
ERR1913042.363168__1.363168	204516__U6RFU0__HMPREF1534_02545
ERR1913042.363217__1.363217	69974__A0A090FEL8__MPL3365_630008
ERR1913042.363249__1.363249	216816__C5E7T6__B5781_0828
ERR1913042.363413__1.363413	821__E5UY21__C800_02204
ERR1913042.363537__1.363537	69974__A0A090FEL8__MPL3365_630008
ERR1913042.363626__1.363626	1262924__R7HQ14__BN585_00419
ERR1913042.363751__1.363751	69974__A0A090FEL8__MPL3365_630008
ERR1913042.363810__1.363810	820__A0A3E4QZJ7__C801_01798
ERR1913042.363789__1.363789	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.364046__1.364046	39491__A0A396FBR6__DXC13_08575
ERR1913042.364115__1.364115	487173__H1CYJ4__HMPREF9453_00432
ERR1913042.364179__1.364179	204516__U6RFB2__HMPREF1534_01733
ERR1913042.364180__1.364180	418240__A0A174SJB0__toxA_3
ERR1913042.364246__1.364246	853__A0A173T8T3__DW882_06555
ERR1913042.364277__1.364277	165179__A0A229I7F5__DXB80_02650
ERR1913042.364281__1.364281	204516__U6RFU0__HMPREF1534_02545
ERR1913042.364293__1.364293	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.364295__1.364295	39491__A0A396FKI0__DXC13_11560
ERR1913042.364501__1.364501	40518__R5E6G1__DXD83_06815
ERR1913042.364538__1.364538	626933__H1DGX0__HMPREF9449_01506
ERR1913042.364590__1.364590	165179__A0A174SA26__PREVCOP_05758
ERR1913042.364783__1.364783	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913042.364830__1.364830	39485__A0A174ZUV1__tig_3
ERR1913042.364923__1.364923	69974__A0A090FEL8__MPL3365_630008
ERR1913042.365052__1.365052	487173__H1CXF4__HMPREF9453_00042
ERR1913042.365167__1.365167	39485__A0A174ZBJ8__speA_2
ERR1913042.365260__1.365260	165179__A0A3E5DY64__CFT61_10025
ERR1913042.365320__1.365320	165179__D1PGU8__PREVCOP_06463
ERR1913042.365430__1.365430	39485__C4Z5L2__ERS852490_00659
ERR1913042.365617__1.365617	39491__A0A395ZHV7__ykvU
ERR1913042.365705__1.365705	204516__U6RFU0__HMPREF1534_02545
ERR1913042.365895__1.365895	69974__A0A090FEL8__MPL3365_630008
ERR1913042.365892__1.365892	165179__A0A3E5DN34__DXC61_07865
ERR1913042.366022__1.366022	165179__A0A3E5AER8__DXB80_07075
ERR1913042.366385__1.366385	69974__A0A090FEL8__MPL3365_630008
ERR1913042.366416__1.366416	165179__A0A3E5DY64__CFT61_10025
ERR1913042.366458__1.366458	821__A0A395VLM8__BvMPK_3650
ERR1913042.366491__1.366491	487175__R5DYU5__HMPREF9439_02354
ERR1913042.366586__1.366586	1262913__R7JCU2__BN646_01689
ERR1913042.366661__1.366661	2292284__A0A374V9L1__DXC10_09375
ERR1913042.366696__1.366696	1160721__A0A1C6DCM8__RBI_I01997
ERR1913042.366810__1.366810	40518__R5DXI4__DXD86_07420
ERR1913042.366868__1.366868	69974__A0A090FEL8__MPL3365_630008
ERR1913042.366901__1.366901	28117__B0MYM2__BHV66_04910
ERR1913042.366908__1.366908	310298__B3JNH3__BACCOP_03486
ERR1913042.366914__1.366914	39485__R5ZSI4__ERS852492_00875
ERR1913042.366964__1.366964	204516__U6RFY9__HMPREF1534_02069
ERR1913042.367013__1.367013	69974__A0A090FEL8__MPL3365_630008
ERR1913042.367110__1.367110	1262986__R6AQW4__BN492_00061
ERR1913042.367161__1.367161	69974__A0A090FEL8__MPL3365_630008
ERR1913042.367201__1.367201	69974__A0A090FEL8__MPL3365_630008
ERR1913042.367208__1.367208	154288__A0A0X1TKF7__ERS852422_00343
ERR1913042.367271__1.367271	820__A0A3E4G2R7__DXC07_00510
ERR1913042.367369__1.367369	39491__A0A395V464__EUBREC_1509
ERR1913042.367390__1.367390	310298__B3JEE8__BACCOP_00239
ERR1913042.367518__1.367518	28117__B0MU57__ALIPUT_00175
ERR1913042.367741__1.367741	88431__A0A3D0EYE9__rafA
ERR1913042.367781__1.367781	165179__D1PCL6__DXB80_13435
ERR1913042.367813__1.367813	39492__D4JRV5__acrR_2
ERR1913042.367821__1.367821	626933__H1DGX0__HMPREF9449_01506
ERR1913042.367870__1.367870	204516__U6RH18__HMPREF1534_01847
ERR1913042.367921__1.367921	310298__B3JMG0__BACCOP_03099
ERR1913042.368049__1.368049	204516__U6RSX5__HMPREF1534_00314
ERR1913042.368077__1.368077	28117__B0MZ50__ALIPUT_02424
ERR1913042.368123__1.368123	69974__A0A090FEL8__MPL3365_630008
ERR1913042.368179__1.368179	39492__D4JVC7__yfgF
ERR1913042.368365__1.368365	69974__A0A090FEL8__MPL3365_630008
ERR1913042.368456__1.368456	204516__U6R9L2__HMPREF1534_03110
ERR1913042.368471__1.368471	216816__E8MVM4__APC1480_1562
ERR1913042.368663__1.368663	2293125__A0A374CIC9__DW917_02045
ERR1913042.368778__1.368778	69974__A0A090FEL8__MPL3365_630008
ERR1913042.368793__1.368793	69974__A0A090FEL8__MPL3365_630008
ERR1913042.368865__1.368865	88431__A0A3D0EYA4__atpH
ERR1913042.368935__1.368935	165179__A0A3E5E920__DXB80_11625
ERR1913042.369038__1.369038	69974__A0A090FEL8__MPL3365_630008
ERR1913042.369046__1.369046	214856__I3YMC8__ERS852447_02666
ERR1913042.369049__1.369049	69974__A0A090FEL8__MPL3365_630008
ERR1913042.369118__1.369118	69974__A0A090FEL8__MPL3365_630008
ERR1913042.369259__1.369259	40520__D4LXF6__RUMOBE_00717
ERR1913042.369245__1.369245	40518__R5DVX3__RBL263_01584
ERR1913042.369598__1.369598	1262924__R7HLK0__BN585_01496
ERR1913042.369666__1.369666	39491__A0A395UXH0__EUBREC_0021
ERR1913042.369707__1.369707	820__A7VAR9__ERS852421_00197
ERR1913042.369718__1.369718	165179__D1PCL6__DXB80_13435
ERR1913042.369749__1.369749	39491__A0A396FMT0__EUBREC_3020
ERR1913042.369927__1.369927	39485__A0A174YIY1__cheY_1
ERR1913042.370067__1.370067	165179__D1PGU8__PREVCOP_06463
ERR1913042.370090__1.370090	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.370081__1.370081	69974__A0A090FEL8__MPL3365_630008
ERR1913042.370087__1.370087	69974__A0A090FEL8__MPL3365_630008
ERR1913042.370122__1.370122	853__A0A2A7B9I6__DW855_13690
ERR1913042.370194__1.370194	165179__A0A3E5DN34__DXC61_07865
ERR1913042.370265__1.370265	165179__A0A3E5DV57__DXB80_11400
ERR1913042.370257__1.370257	69974__A0A090FEL8__MPL3365_630008
ERR1913042.370577__1.370577	69974__A0A090FEL8__MPL3365_630008
ERR1913042.370821__1.370821	165179__A0A3E4SID1__DXB80_01945
ERR1913042.370822__1.370822	39485__R5ZSH7__EUBELI_00953
ERR1913042.370768__1.370768	29361__B6FRT6__CLONEX_02860
ERR1913042.370862__1.370862	40520__A5ZSL9__DXC87_07025
ERR1913042.370864__1.370864	204516__U6RR96__HMPREF1534_00277
ERR1913042.371003__1.371003	69974__A0A090FEL8__MPL3365_630008
ERR1913042.371115__1.371115	165179__D1PHM6__DXC61_06700
ERR1913042.371239__1.371239	28118__R6F2P2__NCTC10826_02131
ERR1913042.371214__1.371214	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.371316__1.371316	69974__A0A090FEL8__MPL3365_630008
ERR1913042.371339__1.371339	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913042.371380__1.371380	204516__U6RM57__HMPREF1534_00757
ERR1913042.371517__1.371517	69974__A0A090FEL8__MPL3365_630008
ERR1913042.371559__1.371559	69974__A0A090FEL8__MPL3365_630008
ERR1913042.371710__1.371710	853__A0A173YYY4__DWZ04_09420
ERR1913042.371715__1.371715	204516__U6R8Z4__HMPREF1534_03879
ERR1913042.371815__1.371815	487173__H1D0E0__HMPREF9453_01078
ERR1913042.371828__1.371828	39485__A0A174YMI9__cph2_5
ERR1913042.371923__1.371923	69974__A0A090FEL8__MPL3365_630008
ERR1913042.371997__1.371997	69974__A0A090FEL8__MPL3365_630008
ERR1913042.372038__1.372038	1628085__A0A2U1BFW2__C7386_10288
ERR1913042.372115__1.372115	39491__A0A395V297__EUR_01010
ERR1913042.372389__1.372389	310297__A0A174A833__DXB87_09380
ERR1913042.372393__1.372393	69974__A0A090FEL8__MPL3365_630008
ERR1913042.372536__1.372536	820__R9I3Q7__HMPREF1072_01668
ERR1913042.372726__1.372726	552398__F4XCQ4__HMPREF0866_01621
ERR1913042.372808__1.372808	165179__A0A3E5AGH1__DXB80_05820
ERR1913042.372794__1.372794	39485__A0A174ZA72__glgB_1
ERR1913042.372898__1.372898	1262924__R7HMN2__BN585_01573
ERR1913042.372872__1.372872	69974__A0A090FEL8__MPL3365_630008
ERR1913042.372876__1.372876	69974__A0A090FEL8__MPL3365_630008
ERR1913042.372932__1.372932	88431__A0A174G8Q6__ERS852526_02711
ERR1913042.372982__1.372982	626933__H1DGX0__HMPREF9449_01506
ERR1913042.373237__1.373237	204516__U6R921__HMPREF1534_03932
ERR1913042.373343__1.373343	39485__C4Z5L2__ERS852490_00659
ERR1913042.373345__1.373345	69974__A0A090FEL8__MPL3365_630008
ERR1913042.373351__1.373351	39491__A0A395UZ82__EUR_31520
ERR1913042.373410__1.373410	1262924__R7HRW9__BN585_00665
ERR1913042.373417__1.373417	626933__H1DGX0__HMPREF9449_01506
ERR1913042.373556__1.373556	820__A0A3E4W4Y7__B5G17_02055
ERR1913042.373577__1.373577	310297__A0A174A833__DXB87_09380
ERR1913042.373588__1.373588	39491__A0A396FUZ3__phoR_1
ERR1913042.373656__1.373656	40518__R5E7G3__DXD86_03405
ERR1913042.373659__1.373659	1262743__R5C054__BN727_01980
ERR1913042.373735__1.373735	39491__A0A395ZGU6__ERS852417_01456
ERR1913042.373928__1.373928	28117__B0MTV0__BHV66_06395
ERR1913042.374052__1.374052	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913042.374140__1.374140	165179__D1PGU8__PREVCOP_06463
ERR1913042.374143__1.374143	39485__A0A174YNW2__cph2_3
ERR1913042.374178__1.374178	88431__A0A174RXE9__ERS852526_02186
ERR1913042.374292__1.374292	69974__A0A090FEL8__MPL3365_630008
ERR1913042.374474__1.374474	818__A0A3E5HVG2__C5Z03_11060
ERR1913042.374764__1.374764	69974__A0A090FEL8__MPL3365_630008
ERR1913042.374741__1.374741	39491__A0A396FJJ9__DXB76_11995
ERR1913042.374781__1.374781	39491__A0A395UWZ1__DXC13_02175
ERR1913042.374855__1.374855	39485__R5ZHA7__ERS852490_00039
ERR1913042.374858__1.374858	69974__A0A090FEL8__MPL3365_630008
ERR1913042.374864__1.374864	204516__U6R838__HMPREF1534_03867
ERR1913042.374874__1.374874	69974__A0A090FEL8__MPL3365_630008
ERR1913042.374900__1.374900	69974__A0A090FEL8__MPL3365_630008
ERR1913042.375036__1.375036	1262913__R7JG60__BN646_02159
ERR1913042.375161__1.375161	310298__B3JH76__BACCOP_01230
ERR1913042.375249__1.375249	626933__H1DGX0__HMPREF9449_01506
ERR1913042.375261__1.375261	1501392__A0A0B2JLX7__PU94_06195
ERR1913042.375344__1.375344	165179__A0A229I4J4__proA
ERR1913042.375354__1.375354	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913042.375385__1.375385	626933__H1DGX0__HMPREF9449_01506
ERR1913042.375536__1.375536	39485__C4Z0T2__ykvU
ERR1913042.375537__1.375537	69974__A0A090FEL8__MPL3365_630008
ERR1913042.375543__1.375543	371601__A0A139LNM6__BN891_32770
ERR1913042.375654__1.375654	310298__B3JF96__BACCOP_00544
ERR1913042.375661__1.375661	853__A0A3E2V168__FAEPRAM212_00929
ERR1913042.375729__1.375729	69974__A0A090FEL8__MPL3365_630008
ERR1913042.375704__1.375704	165179__D1PEQ5__PREVCOP_05711
ERR1913042.375756__1.375756	69974__A0A090FEL8__MPL3365_630008
ERR1913042.375812__1.375812	165179__D1PCL6__DXB80_13435
ERR1913042.375844__1.375844	410072__A0A174K1W4__apxIB
ERR1913042.375871__1.375871	818__C6ILT7__BSIG_2708
ERR1913042.375898__1.375898	39491__A0A395UZ89__DXB72_12805
ERR1913042.375930__1.375930	310298__B3JH76__BACCOP_01230
ERR1913042.375941__1.375941	1262924__R7HPU8__BN585_00010
ERR1913042.376028__1.376028	47678__R5U9X5__BACCAC_01339
ERR1913042.376040__1.376040	310298__B3JPR1__BACCOP_03861
ERR1913042.376194__1.376194	310298__B3JQD7__BACCOP_04095
ERR1913042.376237__1.376237	69974__A0A090FEL8__MPL3365_630008
ERR1913042.376340__1.376340	69974__A0A090FEL8__MPL3365_630008
ERR1913042.376359__1.376359	310298__B3JFQ2__BACCOP_00703
ERR1913042.376398__1.376398	28117__B0MU57__ALIPUT_00175
ERR1913042.376391__1.376391	28118__F9Z6D1__DER54_04565
ERR1913042.376578__1.376578	69974__A0A090FEL8__MPL3365_630008
ERR1913042.376635__1.376635	39485__A0A174YYW2__benM
ERR1913042.376663__1.376663	39485__R5ZT06__EUBELI_20526
ERR1913042.376769__1.376769	69974__A0A090FEL8__MPL3365_630008
ERR1913042.376865__1.376865	820__A7V859__ERS852462_00341
ERR1913042.376985__1.376985	165179__D1PHV2__PREVCOP_06822
ERR1913042.377134__1.377134	1262911__R6H0J9__BN557_01024
ERR1913042.377159__1.377159	39485__R5ZRT8__gmr_6
ERR1913042.377280__1.377280	1262924__R7HQV3__BN585_00017
ERR1913042.377398__1.377398	69974__A0A090FEL8__MPL3365_630008
ERR1913042.377620__1.377620	310298__B3JEV4__BACCOP_00398
ERR1913042.377664__1.377664	487173__H1D1P5__HMPREF9453_01533
ERR1913042.377669__1.377669	69974__A0A090FEL8__MPL3365_630008
ERR1913042.377691__1.377691	626933__H1DGX0__HMPREF9449_01506
ERR1913042.377755__1.377755	165179__A0A3E5AFJ9__CFT61_15180
ERR1913042.377760__1.377760	301301__A0A395V5W5__RHOM_01200
ERR1913042.378075__1.378075	69974__A0A090FEL8__MPL3365_630008
ERR1913042.378078__1.378078	626933__H1DGX0__HMPREF9449_01506
ERR1913042.378081__1.378081	28117__B0MSS1__ALIPUT_00273
ERR1913042.378102__1.378102	1262924__R7HP98__BN585_02065
ERR1913042.378342__1.378342	69974__A0A090FEL8__MPL3365_630008
ERR1913042.378345__1.378345	301302__A0A173T010__M72_26571
ERR1913042.378451__1.378451	204516__U6R7Y8__HMPREF1534_03942
ERR1913042.378460__1.378460	165179__D1PGU8__PREVCOP_06463
ERR1913042.378592__1.378592	418240__A0A173YKG4__ycjO_4
ERR1913042.378621__1.378621	39491__A0A395V1R3__T1815_08181
ERR1913042.378691__1.378691	69974__A0A090FEL8__MPL3365_630008
ERR1913042.378679__1.378679	69974__A0A090FEL8__MPL3365_630008
ERR1913042.378719__1.378719	1262924__R7HMZ0__BN585_01986
ERR1913042.378723__1.378723	2293125__A0A374BLR6__DW917_15555
ERR1913042.378784__1.378784	820__A7VAR9__ERS852421_00197
ERR1913042.378902__1.378902	821__D4VD59__BHV80_04260
ERR1913042.379075__1.379075	39485__A0A174YMD0__EUBELI_01093
ERR1913042.379081__1.379081	69974__A0A090FEL8__MPL3365_630008
ERR1913042.379315__1.379315	39491__A0A173TAZ5__DXB99_09520
ERR1913042.379371__1.379371	1262924__R7HPU8__BN585_00010
ERR1913042.379438__1.379438	1262924__R7HMZ0__BN585_01986
ERR1913042.379667__1.379667	165179__A0A3E5EB26__CFT61_02800
ERR1913042.379750__1.379750	214856__I3YPQ9__ERS852447_01370
ERR1913042.379737__1.379737	214856__R6Z186__ERS852447_00718
ERR1913042.379818__1.379818	39485__A0A174YMD0__EUBELI_01093
ERR1913042.379825__1.379825	1262929__R6F6C8__BN691_01344
ERR1913042.379858__1.379858	69974__A0A090FEL8__MPL3365_630008
ERR1913042.379871__1.379871	39485__A0A175A2T1__EUBELI_02034
ERR1913042.380025__1.380025	39492__D4MIK7__EUBSIR_00676
ERR1913042.380180__1.380180	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.380153__1.380153	1262924__R7HMW0__BN585_01951
ERR1913042.380155__1.380155	165179__D1PCY7__DXB80_02765
ERR1913042.380165__1.380165	69974__A0A090FEL8__MPL3365_630008
