ERR1913301.129__1.129	28118__F9Z8K4__Odosp_0843
ERR1913301.167257__1.167257	165179__A0A174IYW3__DXC61_01235
ERR1913301.167329__1.167329	165179__D1PCL6__DXB80_13435
ERR1913301.167374__1.167374	165179__A0A229I1J2__DXB80_03950
ERR1913301.167441__1.167441	165179__A0A3E4SG51__DXC61_10575
ERR1913301.167486__1.167486	165179__A0A3E5AF88__DXC61_14960
ERR1913301.167720__1.167720	1262929__R6EW63__BN691_01045
ERR1913301.167738__1.167738	1262886__R6QIW2__BN563_00992
ERR1913301.167975__1.167975	165179__A0A174SA26__PREVCOP_05758
ERR1913301.168090__1.168090	1262929__R6F4F7__BN691_01167
ERR1913301.168165__1.168165	28052__A0A174K6D6__ERS852451_01708
ERR1913301.168304__1.168304	165179__D1PES9__DXB80_11585
ERR1913301.168335__1.168335	165179__A0A3E5A554__DXB80_13805
ERR1913301.168337__1.168337	39492__D4JR31__EUBSIR_00106
ERR1913301.168514__1.168514	39486__G1WPN2__DORFOR_01095
ERR1913301.168611__1.168611	363265__R7GTD0__HMPREF0673_00320
ERR1913301.168652__1.168652	820__A0A139JUD3__DXC91_19380
ERR1913301.168935__1.168935	1501391__GCA_000786575.1_00151
ERR1913301.168993__1.168993	165179__A0A3E5AE59__DXC61_12885
ERR1913301.169017__1.169017	165179__A0A174XZU8__DXB80_12180
ERR1913301.169066__1.169066	39492__D4JQS6__ykoD
ERR1913301.169099__1.169099	39485__C4Z389__ERS852490_01920
ERR1913301.169122__1.169122	301302__A0A173SCU7__M72_12871
ERR1913301.169162__1.169162	820__R9HP61__DXC91_01090
ERR1913301.169165__1.169165	1262929__R6EV27__BN691_00137
ERR1913301.169214__1.169214	39492__B0MN61__epsF_2
ERR1913301.169231__1.169231	544645__A0A3E4T937__DXC42_08175
ERR1913301.169413__1.169413	458033__GCA_001482755.1_02203
ERR1913301.169414__1.169414	261299__R5Y4V6__addA
ERR1913301.169453__1.169453	165179__A0A3E5AGH1__DXB80_05820
ERR1913301.169472__1.169472	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913301.169498__1.169498	820__A0A139K8N1__ERS852554_00951
ERR1913301.169666__1.169666	165179__A0A174IHQ2__PREVCOP_05478
ERR1913301.169759__1.169759	823__A0A174EFT7__luxQ_5
ERR1913301.169686__1.169686	1262929__R6F5I2__BN691_01051
ERR1913301.169900__1.169900	1262936__R7J2N8__BN799_01236
ERR1913301.169973__1.169973	357276__C3R5A0__B5F00_02960
ERR1913301.169977__1.169977	165179__D1PEW8__DXB80_13775
ERR1913301.170024__1.170024	39492__D4JWY0__EUBSIR_01648
ERR1913301.170123__1.170123	165179__A0A3E5E189__PREVCOP_06699
ERR1913301.170178__1.170178	1262929__R6EYF9__BN691_01816
ERR1913301.170190__1.170190	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913301.170212__1.170212	166486__D4KNM9__ERS852572_00072
ERR1913301.170292__1.170292	301302__R5VFV9__ERS852420_01969
ERR1913301.170368__1.170368	820__A0A1T4IYF4__mprA_1
ERR1913301.170450__1.170450	166486__D4L1P5__ERS852572_00758
ERR1913301.170818__1.170818	301302__A0A0M6W9I4__M72_19871
ERR1913301.171037__1.171037	363265__R6F6E7__HMPREF0673_02119
ERR1913301.171159__1.171159	39491__A0A395V297__EUR_01010
ERR1913301.171275__1.171275	1262929__R6F573__BN691_00942
ERR1913301.171277__1.171277	40520__A0A174JSI5__ERS852394_00345
ERR1913301.171606__1.171606	165179__A0A3E5DZD8__DXB80_09150
ERR1913301.171609__1.171609	1262929__R6F1E4__BN691_00073
ERR1913301.171631__1.171631	1235793__R9KSF0__C809_01679
ERR1913301.171649__1.171649	1262924__R7HLJ5__BN585_01491
ERR1913301.171723__1.171723	1262929__R6F9D0__BN691_00320
ERR1913301.171934__1.171934	166486__D4L0L1__ROSINTL182_08075
ERR1913301.171956__1.171956	39485__A0A174YMM2__ERS852490_01019
ERR1913301.172084__1.172084	165179__D1PCL6__DXB80_13435
ERR1913301.172208__1.172208	301302__A0A173R1Q9__M72_20711
ERR1913301.172419__1.172419	820__A0A173WUD7__DXB48_08055
ERR1913301.172438__1.172438	301302__R5UUM8__ganB_1
ERR1913301.172577__1.172577	820__A0A374Q351__DXD40_05850
ERR1913301.172805__1.172805	166486__C7G7A6__ROSINTL182_05773
ERR1913301.172824__1.172824	301302__A0A173T010__M72_26571
ERR1913301.172972__1.172972	165179__A0A174W369__PREVCOP_04548
ERR1913301.172942__1.172942	454155__F3QYB1__HMPREF9442_03204
ERR1913301.172943__1.172943	291645__I8XPK0__HMPREF1068_01554
ERR1913301.173363__1.173363	39492__D4JQX3__EUBSIR_01310
ERR1913301.173368__1.173368	165179__A0A3E5AGH1__DXB80_05820
ERR1913301.173464__1.173464	165179__D1P8K1__DXB80_06045
ERR1913301.173606__1.173606	301302__R5ULQ3__ERS852420_02626
ERR1913301.173653__1.173653	166486__D4L458__ROSINTL182_07088
ERR1913301.173691__1.173691	165179__R6CNX7__DXB80_02200
ERR1913301.173740__1.173740	33039__D4M379__selB
ERR1913301.173796__1.173796	165179__A0A3E5AER8__DXB80_07075
ERR1913301.173909__1.173909	1262929__R6FRG9__BN691_01453
ERR1913301.173942__1.173942	360807__C0FR49__ROSEINA2194_01203
ERR1913301.173987__1.173987	363265__G6AY47__HMPREF0673_01556
ERR1913301.174037__1.174037	363265__R6F4I0__HMPREF0673_00778
ERR1913301.174088__1.174088	853__E2ZJT1__C4N23_03535
ERR1913301.174165__1.174165	1262927__R7F4R4__BN677_00060
ERR1913301.174206__1.174206	301301__A0A395V8T7__ERS852391_01243
ERR1913301.174210__1.174210	1262936__R7J0S3__BN799_01459
ERR1913301.174317__1.174317	165179__A0A3E5E5L1__DXB80_05980
ERR1913301.174442__1.174442	1262929__R6F8F6__BN691_02017
ERR1913301.174512__1.174512	1262929__R6F9R1__BN691_00465
ERR1913301.174607__1.174607	47678__R5U8Y1__BACCAC_02615
ERR1913301.174616__1.174616	39485__A0A174ZNW9__luxQ_1
ERR1913301.174701__1.174701	28132__D9RV83__HMPREF0660_00835
ERR1913301.174964__1.174964	1262929__R6F620__BN691_01750
ERR1913301.174916__1.174916	626940__A0A1Q6R984__BHW43_02680
ERR1913301.175081__1.175081	165179__R6CNX7__DXB80_02200
ERR1913301.175097__1.175097	165179__D1PGU8__PREVCOP_06463
ERR1913301.175112__1.175112	39492__D4JWP8__EUBSIR_00699
ERR1913301.175151__1.175151	301302__R5V5K3__M72_10541
ERR1913301.175174__1.175174	165179__A0A3E5E8M8__DXB80_11580
ERR1913301.175274__1.175274	363265__G6B0I3__HMPREF0673_02401
ERR1913301.175264__1.175264	165179__A0A3E5EBV0__DXB80_01745
ERR1913301.175473__1.175473	165179__A0A3E5AER8__DXB80_07075
ERR1913301.175496__1.175496	1262924__R7HRE7__BN585_00055
ERR1913301.175550__1.175550	1628085__A0A396Q7T2__C7386_1303
ERR1913301.175820__1.175820	39485__C4Z538__EUBELI_00734
ERR1913301.175885__1.175885	46506__B0NU77__AA415_02810
ERR1913301.175958__1.175958	39492__D4JRZ7__smc
ERR1913301.175908__1.175908	165179__D1PHV2__PREVCOP_06822
ERR1913301.175920__1.175920	39485__C4Z6R3__mcp2_1
ERR1913301.176170__1.176170	1262741__R6CVQ4__BN697_00413
ERR1913301.176265__1.176265	820__A7V470__HMPREF1072_02076
ERR1913301.176283__1.176283	1262929__R6F053__BN691_00334
ERR1913301.176424__1.176424	166486__D4KWV3__ROSINTL182_07514
ERR1913301.176570__1.176570	1262929__R6FRG9__BN691_01453
ERR1913301.176594__1.176594	33039__A0A173VSH9__ERS852530_05439
ERR1913301.176664__1.176664	165179__D1P8V8__DXC61_01940
ERR1913301.176692__1.176692	165179__R6BPK1__DXB80_04445
ERR1913301.176736__1.176736	2024224__A0A255TXW1__CIK98_00380
ERR1913301.176766__1.176766	39491__A0A395V464__EUBREC_1509
ERR1913301.176875__1.176875	165179__D1PGU8__PREVCOP_06463
ERR1913301.176970__1.176970	1262929__R6F7M1__BN691_00234
ERR1913301.177263__1.177263	1262929__R6F4F7__BN691_01167
ERR1913301.177433__1.177433	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.177464__1.177464	165179__A0A3E5DX15__DXC61_00345
ERR1913301.177614__1.177614	28052__R7NF63__ERS852499_01792
ERR1913301.177689__1.177689	357276__C3RA36__HMPREF1065_03270
ERR1913301.177996__1.177996	39491__C4ZCH3__EUR_17560
ERR1913301.178079__1.178079	360807__A0A173UCM1__RIL183_07511
ERR1913301.178185__1.178185	39485__A0A174YYW2__benM
ERR1913301.178268__1.178268	301302__A0A173S3L8__vpr
ERR1913301.178269__1.178269	1262936__R7J5M6__BN799_00272
ERR1913301.178630__1.178630	563769__GeneID:6973158
ERR1913301.178910__1.178910	46506__S3YVT5__BACSTE_02352
ERR1913301.179042__1.179042	28132__D9RV83__HMPREF0660_00835
ERR1913301.179074__1.179074	1262929__R6F3S2__BN691_00920
ERR1913301.179083__1.179083	165179__D1PAN5__PREVCOP_04260
ERR1913301.179116__1.179116	363265__R6F6E7__HMPREF0673_02119
ERR1913301.179144__1.179144	166486__D4KPQ7__ROSINTL182_09065
ERR1913301.179229__1.179229	39492__D4MMZ8__ERS852540_01407
ERR1913301.179286__1.179286	1262929__R6ETB4__BN691_00101
ERR1913301.179309__1.179309	28118__R6FCU5__B5F99_14335
ERR1913301.179474__1.179474	39492__D4JSU6__dacB_3
ERR1913301.179506__1.179506	165179__A0A174IPI3__CFT61_10940
ERR1913301.179671__1.179671	165179__A0A174SA26__PREVCOP_05758
ERR1913301.179836__1.179836	820__A0A396EUU8__luxQ_3
ERR1913301.179840__1.179840	39492__D4JT56__lepB
ERR1913301.180271__1.180271	28118__R6F390__ypdA_1
ERR1913301.180372__1.180372	165179__D1PB89__DXC61_08425
ERR1913301.180472__1.180472	165179__A0A3E5EA83__DXC61_07750
ERR1913301.180545__1.180545	39492__A0A174ZL16__EUBSIR_01269
ERR1913301.180613__1.180613	1262929__R6EUN6__BN691_01271
ERR1913301.180559__1.180559	363265__G6AUM0__HMPREF0673_00305
ERR1913301.180585__1.180585	1262936__R7J0U9__BN799_01484
ERR1913301.180623__1.180623	39485__A0A174YVS4__EUBELI_00620
ERR1913301.180634__1.180634	387661__K5ZF23__HMPREF1077_00436
ERR1913301.180870__1.180870	165179__A0A229I4J4__proA
ERR1913301.180847__1.180847	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.181012__1.181012	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.181181__1.181181	39492__D4JWY5__rpe
ERR1913301.181198__1.181198	166486__D4KZH8__ERS852572_00419
ERR1913301.181212__1.181212	165179__A0A3E5DWZ6__DXC61_10880
ERR1913301.181320__1.181320	46506__B0NQN6__AA415_00632
ERR1913301.181407__1.181407	301302__A0A0M6X050__M72_15361
ERR1913301.181444__1.181444	165179__A0A3E5A554__DXB80_13805
ERR1913301.181451__1.181451	165179__D1PB89__DXC61_08425
ERR1913301.181455__1.181455	47678__R5U7M7__CGC64_14730
ERR1913301.181716__1.181716	363265__G6AUD5__HMPREF0673_00225
ERR1913301.182061__1.182061	39492__D4JU30__EUBSIR_00838
ERR1913301.182229__1.182229	820__A0A139K5A6__DXB48_12175
ERR1913301.182236__1.182236	729__F0EV68__PARA_10750
ERR1913301.182238__1.182238	1262929__R6F7R3__BN691_01777
ERR1913301.182287__1.182287	1150298__A0A174HYM9__ERS852406_01664
ERR1913301.182683__1.182683	165179__R6CNX7__DXB80_02200
ERR1913301.182706__1.182706	28132__D9RV83__HMPREF0660_00835
ERR1913301.182728__1.182728	572010__dnaK2
ERR1913301.182786__1.182786	357276__A0A0M1W4C0__DXD47_07095
ERR1913301.182792__1.182792	1262929__R6F0A6__BN691_00414
ERR1913301.182927__1.182927	1501391__GCA_000786575.1_00002
ERR1913301.183021__1.183021	626940__E8LGB3__HMPREF9443_01929
ERR1913301.183112__1.183112	301301__A0A173YWF6__RHOM_00725
ERR1913301.183241__1.183241	165179__D1PGU8__PREVCOP_06463
ERR1913301.183256__1.183256	165179__A0A3E5AE59__DXC61_12885
ERR1913301.183308__1.183308	166486__D4KQG8__ERS852572_02379
ERR1913301.183372__1.183372	1262929__R6F3S2__BN691_00920
ERR1913301.183377__1.183377	301302__A0A173T010__M72_26571
ERR1913301.183392__1.183392	40518__R5DVH6__DXD86_08955
ERR1913301.183489__1.183489	116085__D4J571__DW747_06990
ERR1913301.183428__1.183428	47678__R5UER2__CGC64_00710
ERR1913301.183555__1.183555	166486__D4KXK8__xynB_1
ERR1913301.183927__1.183927	363265__R6FVK6__HMPREF0673_01906
ERR1913301.183997__1.183997	165179__D1PAR0__DXB80_01190
ERR1913301.184082__1.184082	820__A0A174A6K0__M093_0079
ERR1913301.184177__1.184177	301302__R5V7K8__M72_11711
ERR1913301.184227__1.184227	165179__D1PES9__DXB80_11585
ERR1913301.184298__1.184298	39486__R6S7Q3__DXD84_03220
ERR1913301.184401__1.184401	1262924__R7HQ14__BN585_00419
ERR1913301.184610__1.184610	40518__R5E6U1__yunB
ERR1913301.184615__1.184615	410072__A0A173Y2U9__aprX_2
ERR1913301.184777__1.184777	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913301.184994__1.184994	1897011__A0A1Q6REU9__BHW41_04345
ERR1913301.185056__1.185056	28025__D3R624__BALAC2494_00068
ERR1913301.185068__1.185068	40518__R5E8B6__RB5AMG_00876
ERR1913301.185271__1.185271	166486__R6B4E4__sinR_2
ERR1913301.185409__1.185409	39492__D4JWI6__EUBSIR_01073
ERR1913301.185598__1.185598	46503__K5ZAK9__NCTC13052_03308
ERR1913301.185669__1.185669	39485__A0A174Z501__EUBELI_00678
ERR1913301.185695__1.185695	1501391__GCA_000786575.1_00074
ERR1913301.185725__1.185725	100884__E7GF12__HMPREF9488_03355
ERR1913301.185804__1.185804	820__A0A374MMF0__HMPREF1073_03811
ERR1913301.185882__1.185882	39492__D4JV38__EUBSIR_01205
ERR1913301.186217__1.186217	39492__D4JRX7__EUBSIR_01480
ERR1913301.186443__1.186443	1501391__GCA_000786575.1_00055
ERR1913301.186489__1.186489	166486__D4KPQ7__ROSINTL182_09065
ERR1913301.186502__1.186502	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913301.186644__1.186644	1262886__R6QRM1__BN563_01480
ERR1913301.186661__1.186661	1262736__R5YMY1__BN496_00701
ERR1913301.186693__1.186693	363265__R6F4I0__HMPREF0673_00778
ERR1913301.186677__1.186677	165179__D1PGJ6__DXC61_07300
ERR1913301.186756__1.186756	39485__A0A174Z7G5__EUBELI_01168
ERR1913301.186817__1.186817	820__A0A174QLF0__SAMN05444418_109151
ERR1913301.186873__1.186873	1262929__R6FUB1__BN691_00386
ERR1913301.186967__1.186967	39492__D4JWI6__EUBSIR_01073
ERR1913301.187244__1.187244	2024224__A0A255TXW1__CIK98_00380
ERR1913301.187402__1.187402	820__A0A139KJR5__M093_4469
ERR1913301.187422__1.187422	39492__D4JWY7__EUBSIR_01655
ERR1913301.187573__1.187573	301302__A0A173S3L8__vpr
ERR1913301.187842__1.187842	165179__A0A174W369__PREVCOP_04548
ERR1913301.187807__1.187807	39485__A0A174ZBK4__ERS852490_01585
ERR1913301.187989__1.187989	165179__A0A229I1J2__DXB80_03950
ERR1913301.188082__1.188082	165179__A0A174WGF6__PREVCOP_04095
ERR1913301.188176__1.188176	165179__D1PD99__PREVCOP_05186
ERR1913301.188197__1.188197	820__A7V859__ERS852462_00341
ERR1913301.188341__1.188341	165179__D1PGD2__DXC61_10875
ERR1913301.188434__1.188434	1262929__R6EYD9__BN691_00502
ERR1913301.188442__1.188442	1262992__R5DA07__BN795_01576
ERR1913301.188508__1.188508	1262911__R6GMZ7__BN557_01741
ERR1913301.188701__1.188701	165179__R6XIF8__DXC61_07265
ERR1913301.188678__1.188678	165179__D1P8V8__DXC61_01940
ERR1913301.188833__1.188833	1262929__R6EYQ0__BN691_00631
ERR1913301.188840__1.188840	165179__A0A229I740__DXC61_10430
ERR1913301.188871__1.188871	1262929__R6EUN6__BN691_01271
ERR1913301.188878__1.188878	301301__A0A395VD41__RHOM_11540
ERR1913301.188967__1.188967	363265__R7H115__HMPREF0673_02883
ERR1913301.188993__1.188993	1262783__R6D5H4__BN558_00559
ERR1913301.189069__1.189069	363265__G6AUD5__HMPREF0673_00225
ERR1913301.189207__1.189207	165179__W1I4H6__DXB80_13655
ERR1913301.189277__1.189277	2293125__A0A374CIC9__DW917_02045
ERR1913301.189298__1.189298	1262924__R7HQ03__BN585_01295
ERR1913301.189404__1.189404	820__A0A374Q854__HMPREF1073_03281
ERR1913301.189421__1.189421	1262929__R6F8A0__BN691_00413
ERR1913301.189657__1.189657	1262929__R6FUB1__BN691_00386
ERR1913301.189773__1.189773	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913301.189811__1.189811	165179__A0A3E5E920__DXB80_11625
ERR1913301.189959__1.189959	363265__G6AX60__HMPREF0673_01211
ERR1913301.190032__1.190032	39492__D4JSD3__EUBSIR_00131
ERR1913301.190006__1.190006	46506__R6L6Y9__wza_1
ERR1913301.190252__1.190252	1262924__R7HRJ9__BN585_00557
ERR1913301.190305__1.190305	1262924__R7HQD9__BN585_00129
ERR1913301.190346__1.190346	626940__E8LC65__HMPREF9443_00431
ERR1913301.190355__1.190355	1262936__R7J0S3__BN799_01459
ERR1913301.190368__1.190368	853__A0A173T6P2__DWZ46_14595
ERR1913301.190535__1.190535	363265__R6F6E7__HMPREF0673_02119
ERR1913301.190799__1.190799	1262929__R6EW63__BN691_01045
ERR1913301.191018__1.191018	165179__D1PDJ4__DXB80_08505
ERR1913301.191080__1.191080	1262924__R7HKZ9__BN585_01304
ERR1913301.191180__1.191180	626940__R6X0Z1__DCQ00_01035
ERR1913301.191189__1.191189	301302__A0A0M6WSS7__ERS852420_02367
ERR1913301.191267__1.191267	1262929__R6F4F7__BN691_01167
ERR1913301.191335__1.191335	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913301.191374__1.191374	39492__D4JWM0__atpF
ERR1913301.191615__1.191615	165179__R6CJG8__DXC61_09290
ERR1913301.191653__1.191653	820__A0A139JRS5__HMPREF1073_04025
ERR1913301.191900__1.191900	165179__A0A174SA26__PREVCOP_05758
ERR1913301.191919__1.191919	357276__I8VQA2__HMPREF1065_04183
ERR1913301.191949__1.191949	39485__R5ZPP8__EUBELI_20334
ERR1913301.191959__1.191959	1689__D2Q6N2__SAMN05192536_1570
ERR1913301.192005__1.192005	39492__D4JSA4__ERS852540_00596
ERR1913301.192037__1.192037	1263000__R5EUM2__BN466_01747
ERR1913301.192169__1.192169	33043__A0A173ZDC4__malL_1
ERR1913301.192346__1.192346	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.192395__1.192395	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913301.192462__1.192462	357276__B6VVS0__HMPREF1064_03951
ERR1913301.192502__1.192502	39486__B0G9D1__DXC93_13935
ERR1913301.192507__1.192507	820__A0A139KJR5__M093_4469
ERR1913301.192676__1.192676	1608898__A0A369Z322__HMPREF3279_03020
ERR1913301.192624__1.192624	363265__G6AUM0__HMPREF0673_00305
ERR1913301.192814__1.192814	165179__A0A174W369__PREVCOP_04548
ERR1913301.192837__1.192837	301302__R5VE56__M72_25941
ERR1913301.192906__1.192906	28116__F7L4N5__BACOVA_00137
ERR1913301.192911__1.192911	1262882__R5MFA5__BN519_00331
ERR1913301.193009__1.193009	1262929__R6EYQ0__BN691_00631
ERR1913301.193034__1.193034	1262929__R6FTQ6__BN691_00232
ERR1913301.193254__1.193254	165179__A0A229I1J2__DXB80_03950
ERR1913301.193318__1.193318	39492__D4JTG7__EUBSIR_00572
ERR1913301.193493__1.193493	28052__A0A174P635__ERS852499_02418
ERR1913301.193634__1.193634	1262924__R7HQ73__BN585_02030
ERR1913301.193768__1.193768	820__A0A173YYG4__evgS_3
ERR1913301.193811__1.193811	301302__R5UQ61__M72_23071
ERR1913301.193847__1.193847	820__A7V470__HMPREF1072_02076
ERR1913301.193935__1.193935	39492__D4JQS6__ykoD
ERR1913301.193986__1.193986	1262924__R7HM98__BN585_01697
ERR1913301.194152__1.194152	39492__A0A174ZG93__EUBSIR_00254
ERR1913301.194158__1.194158	1262537__GeneID:16385341
ERR1913301.194278__1.194278	165179__A0A3E5E5L1__DXB80_05980
ERR1913301.194281__1.194281	384639__GCA_003096855.1_01996
ERR1913301.194295__1.194295	1262911__R6GPB5__BN557_00842
ERR1913301.194223__1.194223	166486__A0A173T114__ROSINTL182_05085
ERR1913301.194397__1.194397	1262929__R6FV83__BN691_00675
ERR1913301.194526__1.194526	901__B6WRI8__DHV46_05150
ERR1913301.194505__1.194505	165179__D1PCL6__DXB80_13435
ERR1913301.194570__1.194570	1262929__R6F7M1__BN691_00234
ERR1913301.194613__1.194613	820__A0A396EUU8__luxQ_3
ERR1913301.194689__1.194689	166486__D4L398__ERS852572_03633
ERR1913301.194760__1.194760	363265__G6AY47__HMPREF0673_01556
ERR1913301.194778__1.194778	1262924__R7HQX0__BN585_00307
ERR1913301.194986__1.194986	165179__D1PGD2__DXC61_10875
ERR1913301.195002__1.195002	28132__D9RV83__HMPREF0660_00835
ERR1913301.195018__1.195018	1262929__R6F825__BN691_00333
ERR1913301.195047__1.195047	165179__A0A3E5E8M8__DXB80_11580
ERR1913301.195143__1.195143	1263000__R5ES99__BN466_01121
ERR1913301.195061__1.195061	165179__A0A3E5E643__DXB80_06030
ERR1913301.195183__1.195183	166486__D4KZY4__ERS852572_03347
ERR1913301.195195__1.195195	853__A0A2A7A4A9__C4N21_14870
ERR1913301.195219__1.195219	1262824__R6S1A7__BN719_01944
ERR1913301.195343__1.195343	418240__D4LQH5__ERS852478_00800
ERR1913301.195358__1.195358	165179__A0A174IPI3__CFT61_10940
ERR1913301.195522__1.195522	384638__B7ASI3__BACPEC_02038
ERR1913301.195604__1.195604	166486__A0A173V5I7__ERS852572_02640
ERR1913301.195746__1.195746	301302__R5V5K3__M72_10541
ERR1913301.195702__1.195702	626940__E8LB53__holA
ERR1913301.195707__1.195707	165179__D1PGJ6__DXC61_07300
ERR1913301.195831__1.195831	165179__D1PAJ7__PREVCOP_04222
ERR1913301.195976__1.195976	363265__R6F4I0__HMPREF0673_00778
ERR1913301.195954__1.195954	301302__A0A173TWC1__phoR_7
ERR1913301.196082__1.196082	1262929__R6FV83__BN691_00675
ERR1913301.196274__1.196274	363265__R6FUC6__HMPREF0673_00680
ERR1913301.196340__1.196340	384638__B7ASI3__BACPEC_02038
ERR1913301.196332__1.196332	1262924__R7HQ73__BN585_02030
ERR1913301.196613__1.196613	165179__D1PDJ4__DXB80_08505
ERR1913301.196649__1.196649	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913301.196686__1.196686	165179__A0A3E5DX33__PREVCOP_05190
ERR1913301.196759__1.196759	39485__R5ZT06__EUBELI_20526
ERR1913301.196811__1.196811	626940__E8LG47__BHW43_08400
ERR1913301.196907__1.196907	165179__D1PES9__DXB80_11585
ERR1913301.196919__1.196919	165179__R6CNX7__DXB80_02200
ERR1913301.196951__1.196951	39777__A0A133S3W6__NCTC11830_01902
ERR1913301.196983__1.196983	1262924__R7HSV3__BN585_00240
ERR1913301.197037__1.197037	363265__G6AY47__HMPREF0673_01556
ERR1913301.197269__1.197269	818__Q8A3A6__Btheta7330_00071
ERR1913301.197425__1.197425	823__A0A355XLS2__ERS852380_02644
ERR1913301.197649__1.197649	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913301.197707__1.197707	301301__G2T1C2__RHOM_06165
ERR1913301.197790__1.197790	301302__R5UNJ6__M72_26701
ERR1913301.198007__1.198007	301302__A0A173UN64__manA_2
ERR1913301.197954__1.197954	165179__A0A3E5E7J5__DXC61_10360
ERR1913301.198039__1.198039	165179__A0A174SA26__PREVCOP_05758
ERR1913301.198172__1.198172	39492__D4JWX2__accB
ERR1913301.198184__1.198184	454155__F3QQI3__HMPREF9442_00425
ERR1913301.198216__1.198216	39492__B0MM26__ERS852540_00640
ERR1913301.198227__1.198227	363265__G6B1I3__HMPREF0673_02754
ERR1913301.198289__1.198289	165179__D1PCL6__DXB80_13435
ERR1913301.198290__1.198290	40518__R5E4X1__DXD93_05270
ERR1913301.198325__1.198325	1262929__R6F753__BN691_02112
ERR1913301.198362__1.198362	165179__A0A229I1J2__DXB80_03950
ERR1913301.198396__1.198396	1262929__R6F825__BN691_00333
ERR1913301.198420__1.198420	360807__C0FVL1__ERS852392_00394
ERR1913301.198460__1.198460	1263000__R5EEL2__BN466_01100
ERR1913301.198841__1.198841	1262929__R6FUB1__BN691_00386
ERR1913301.198868__1.198868	1262929__R6F558__BN691_01421
ERR1913301.198870__1.198870	363265__G6AUD5__HMPREF0673_00225
ERR1913301.198928__1.198928	165179__A0A3E5AGH1__DXB80_05820
ERR1913301.198960__1.198960	39492__D4MMN2__EUBSIR_00964
