ERR1913171.1__1.1	74426__group_4823
ERR1913171.188505__1.188505	357276__A0A076IRX7__HMPREF1064_00526
ERR1913171.188573__1.188573	291645__I8WZT8__HMPREF1068_04327
ERR1913171.188674__1.188674	239935__A0A139TVJ4__CXT86_02020
ERR1913171.188629__1.188629	823__A0A173RD26__B5F32_03910
ERR1913171.188642__1.188642	626929__F3PJ33__HMPREF9445_02027
ERR1913171.188737__1.188737	28116__E5C458__BACOV975_02730
ERR1913171.188777__1.188777	338188__A0A174ETX3__ERS852397_01955
ERR1913171.188724__1.188724	1150298__R7JPI7__cotI
ERR1913171.188726__1.188726	28116__C3R1N5__SAMN05444282_12443
ERR1913171.188837__1.188837	39486__B0G928__DORFOR_02790
ERR1913171.188893__1.188893	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913171.188938__1.188938	626929__F3PL44__SAMN05444376_0934
ERR1913171.188890__1.188890	823__A0A073I748__M096_3057
ERR1913171.188999__1.188999	39491__D4JMW8__ERS852497_01971
ERR1913171.189018__1.189018	239935__A0A2N8IEP3__CXT84_03735
ERR1913171.189144__1.189144	487174__K0X3E9__DDY40_04905
ERR1913171.189170__1.189170	40518__R5DY98__mepA_5
ERR1913171.189386__1.189386	818__A0A174RFL1__ERS852511_03380
ERR1913171.189553__1.189553	820__A0A173WUD7__DXB48_08055
ERR1913171.189617__1.189617	853__A0A2A7B9I6__DW855_13690
ERR1913171.189675__1.189675	357276__A0A076IN21__BSEG_03078
ERR1913171.189718__1.189718	39491__A0A174K9A3__DXB69_07785
ERR1913171.189781__1.189781	39491__C4ZAT2__ERE_28440
ERR1913171.189898__1.189898	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.190009__1.190009	28117__R7JIJ8__BHV66_01635
ERR1913171.190070__1.190070	820__A0A173WZS4__DXD90_10250
ERR1913171.190129__1.190129	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.190186__1.190186	166486__D4KW38__ERS852572_02341
ERR1913171.190163__1.190163	818__D7I7V5__BJP75_001030
ERR1913171.190315__1.190315	823__C7XA51__BDI_0499
ERR1913171.190261__1.190261	820__A0A174LIN6__HMPREF1072_03144
ERR1913171.190297__1.190297	357276__I9QBT7__BSEG_03340
ERR1913171.190402__1.190402	487174__K0X591__DDY40_01805
ERR1913171.190479__1.190479	818__A0A3E5HN77__HMPREF2534_00072
ERR1913171.190713__1.190713	818__A0A139K748__Btheta7330_03034
ERR1913171.190807__1.190807	1262746__R5S771__BN750_00769
ERR1913171.190864__1.190864	360807__C0FVL6__ERS852444_00333
ERR1913171.190992__1.190992	371601__I9A9L7__CW1_3649
ERR1913171.191114__1.191114	33039__D4M2F6__RTO_06900
ERR1913171.191271__1.191271	357276__A0A076IYE6__IY41_04275
ERR1913171.191289__1.191289	39491__A0A395V5R3__EUBREC_1883
ERR1913171.191290__1.191290	357276__D1K3K9__EL88_23995
ERR1913171.191356__1.191356	39496__A5Z612__EUBVEN_01144
ERR1913171.191388__1.191388	357276__A6L053__ABI39_04450
ERR1913171.191507__1.191507	33038__F7JTR7__CDL22_03005
ERR1913171.191510__1.191510	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913171.191695__1.191695	28116__A0A1Y4PHM7__DXA80_25130
ERR1913171.191607__1.191607	239935__A0A2N8ITG2__Amuc_0335
ERR1913171.191651__1.191651	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913171.191719__1.191719	1262746__R5SS80__BN750_02125
ERR1913171.191636__1.191636	818__R9HBA6__HMPREF2534_04317
ERR1913171.191760__1.191760	39491__C4Z9K7__EUBREC_0050
ERR1913171.191798__1.191798	820__A0A139KIL9__DXC68_05945
ERR1913171.191856__1.191856	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.191862__1.191862	820__A0A3E4IGA7__DXD40_07110
ERR1913171.192360__1.192360	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.192446__1.192446	357276__D1K3K9__EL88_23995
ERR1913171.192477__1.192477	649756__E5VJS7__mecR1_3
ERR1913171.192674__1.192674	40518__R5DZM6__lytR_3
ERR1913171.192678__1.192678	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.192747__1.192747	1150298__A0A174SLE6__mlc_1
ERR1913171.192859__1.192859	357276__I8WPR6__EL88_06675
ERR1913171.192861__1.192861	357276__A0A076INK2__BSEG_04225
ERR1913171.192893__1.192893	820__A0A139K4T0__ERS852510_03146
ERR1913171.193010__1.193010	360807__A0A396AIC7__ERS852392_01627
ERR1913171.193087__1.193087	39492__D4MMN2__EUBSIR_00964
ERR1913171.193158__1.193158	371601__D0TLK9__BN890_11250
ERR1913171.193211__1.193211	160404__A0A1M6L4N3__SAMN02745138_00275
ERR1913171.193212__1.193212	371601__C3R2J2__ERS852396_04353
ERR1913171.193336__1.193336	357276__I9QBT7__BSEG_03340
ERR1913171.193634__1.193634	357276__A0A076IS73__GV66_00410
ERR1913171.193761__1.193761	357276__I9F327__DXD47_22495
ERR1913171.193846__1.193846	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913171.193951__1.193951	820__A0A3E4VXP2__yesR
ERR1913171.193958__1.193958	28117__R7JPX7__BHV66_00900
ERR1913171.194169__1.194169	820__A0A3E4WA06__ERS852554_03404
ERR1913171.194176__1.194176	823__D7IUM6__M091_1082
ERR1913171.194518__1.194518	357276__I9R1V6__DXD47_04125
ERR1913171.194554__1.194554	47678__R5U9Z0__HMPREF1061_03210
ERR1913171.194603__1.194603	28117__B0MYP3__BHV66_04995
ERR1913171.194657__1.194657	820__A0A139KG60__M094_2679
ERR1913171.194684__1.194684	853__A0A173T0Y8__CGS54_07215
ERR1913171.194694__1.194694	818__Q8A3I3__HMPREF2534_00068
ERR1913171.194805__1.194805	1262930__R6AVG7__BN693_02115
ERR1913171.194932__1.194932	292800__A0A174VWN6__HMPREF9460_03556
ERR1913171.194941__1.194941	239935__A0A3F3K985__CXT98_05805
ERR1913171.195217__1.195217	33038__A0A2N5P4D9__ERS852409_00051
ERR1913171.195222__1.195222	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913171.195254__1.195254	2173__A0A1D2WXL3__Msm_1788
ERR1913171.195479__1.195479	823__A0A355XJ56__DDY96_07685
ERR1913171.195481__1.195481	820__A0A173YYG4__evgS_3
ERR1913171.195495__1.195495	40518__R5DLU0__fmt
ERR1913171.195402__1.195402	552398__F4XCR9__HMPREF0866_01636
ERR1913171.195613__1.195613	818__Q8A3A6__Btheta7330_00071
ERR1913171.195617__1.195617	166486__D4L284__ERS852572_01651
ERR1913171.195651__1.195651	821__C6ZAA5__ERS852556_00403
ERR1913171.195763__1.195763	820__A0A374Q854__HMPREF1073_03281
ERR1913171.195867__1.195867	28117__B0N028__BHV66_05935
ERR1913171.196095__1.196095	487174__K0X5U7__DDY40_04950
ERR1913171.196057__1.196057	40518__R5E6K4__RB5AMG_02070
ERR1913171.196170__1.196170	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.196338__1.196338	626929__F3PLU6__SAMN05444376_0082
ERR1913171.196503__1.196503	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913171.196599__1.196599	823__A0A355XLT7__HMPREF1075_03402
ERR1913171.196603__1.196603	357276__I9R994__BACDOR_04044
ERR1913171.196706__1.196706	820__R9HP61__DXC91_01090
ERR1913171.196668__1.196668	820__A0A396EUU8__luxQ_3
ERR1913171.196679__1.196679	357276__I9G0T7__BACDOR_04266
ERR1913171.196914__1.196914	853__A8SB03__C4Q21_07960
ERR1913171.197070__1.197070	239935__A0A2N8IRW0__A4V05_11620
ERR1913171.197084__1.197084	214856__A0A174H6R3__ERS852447_02809
ERR1913171.197168__1.197168	823__A0A078TL61__ERS852429_00610
ERR1913171.197180__1.197180	820__A0A139KHD8__ERS417307_00569
ERR1913171.197307__1.197307	246787__A0A0P0G254__axeA1_2
ERR1913171.197442__1.197442	820__A0A139KIL9__DXC68_05945
ERR1913171.197656__1.197656	371601__I9UMY2__DXD03_18740
ERR1913171.197747__1.197747	28117__B0MUB3__ALIPUT_00727
ERR1913171.197710__1.197710	853__A0A3E2V168__FAEPRAM212_00929
ERR1913171.197723__1.197723	820__A0A3E5BMG9__DXD40_05130
ERR1913171.197725__1.197725	204516__U6RFB2__HMPREF1534_01733
ERR1913171.197768__1.197768	357276__A0A0K2HKT7__B5F95_21090
ERR1913171.197810__1.197810	626933__H1DGX0__HMPREF9449_01506
ERR1913171.197854__1.197854	28116__I8YA52__M088_0798
ERR1913171.197887__1.197887	884684__GCA_002892425.1_01408
ERR1913171.197978__1.197978	820__A0A374MXK3__HMPREF1072_00166
ERR1913171.198053__1.198053	47678__R5U6J0__ERS852558_00310
ERR1913171.198076__1.198076	204516__U6RAM4__HMPREF1534_03439
ERR1913171.198096__1.198096	820__A0A3E4HWJ4__DXD40_05945
ERR1913171.198204__1.198204	820__A0A3E4G826__C801_01612
ERR1913171.198263__1.198263	88431__A0A3E5GJ50__DORLON_02273
ERR1913171.198313__1.198313	28117__B0MTW8__ALIPUT_00502
ERR1913171.198339__1.198339	357276__A0A0K2HJA6__DXD47_07320
ERR1913171.198497__1.198497	39491__A0A0M6WPN4__DXB69_06325
ERR1913171.198465__1.198465	39491__C4Z872__LD38_07250
ERR1913171.198468__1.198468	39491__A0A395UUN5__EUBREC_0291
ERR1913171.198522__1.198522	47678__R5U7T0__CGC64_00755
ERR1913171.198710__1.198710	357276__I8W0U0__BACDOR_02820
ERR1913171.198998__1.198998	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913171.199031__1.199031	387090__S0F7Y3__BACCOPRO_02028
ERR1913171.199072__1.199072	820__A0A173WUD7__DXB48_08055
ERR1913171.199103__1.199103	39486__A0A3E4M8R7__mobB
ERR1913171.199184__1.199184	820__A0A3E4VXP2__yesR
ERR1913171.199258__1.199258	820__A0A139K4W1__M093_0353
ERR1913171.199402__1.199402	357276__A0A076IRX4__ABI39_13585
ERR1913171.199483__1.199483	820__A0A139K9Q2__DXD40_08795
ERR1913171.199501__1.199501	28116__I9TDA4__BACOV975_03134
ERR1913171.199625__1.199625	818__A0A174LEN9__BJP75_006595
ERR1913171.199651__1.199651	39491__A0A395ZHW3__ERS852417_01359
ERR1913171.199659__1.199659	357276__A0A076II57__GV66_07710
ERR1913171.199669__1.199669	1262886__R6RCC2__BN563_00326
ERR1913171.199699__1.199699	357276__B6W5Q7__DXD47_13945
ERR1913171.199720__1.199720	820__A0A173YYG4__evgS_3
ERR1913171.199754__1.199754	39496__A5Z5I2__EUBVEN_00963
ERR1913171.199802__1.199802	820__A0A396EWL3__ERS417307_03868
ERR1913171.199819__1.199819	820__A7V9F9__B5G17_14640
ERR1913171.199992__1.199992	47678__A5ZG68__ERS852494_02968
ERR1913171.200061__1.200061	1262992__R5D546__BN795_00726
ERR1913171.200233__1.200233	214856__A0A173YG17__ERS852447_00662
ERR1913171.200390__1.200390	39491__A0A395ZHV7__ykvU
ERR1913171.200424__1.200424	28117__R7JIJ8__BHV66_01635
ERR1913171.200544__1.200544	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.200552__1.200552	820__A0A3E4G2R7__DXC07_00510
ERR1913171.200566__1.200566	35518__W2BZ18__HMPREF0378_1378
ERR1913171.200713__1.200713	39491__A0A3E4YFT8__DXB69_10940
ERR1913171.200890__1.200890	357276__I8WC65__EL88_00520
ERR1913171.200989__1.200989	214856__R5UN64__ERS852447_02669
ERR1913171.201113__1.201113	239935__A0A2N8I6R6__CXU04_04335
ERR1913171.201314__1.201314	357276__I8WEZ6__BACDOR_02323
ERR1913171.201366__1.201366	371601__D7K8P3__SAMN05216250_10395
ERR1913171.201443__1.201443	204516__U6R9E7__HMPREF1534_03313
ERR1913171.201479__1.201479	33039__D4M6R9__truA_4
ERR1913171.201485__1.201485	357276__A0A0M1W4C0__DXD47_07095
ERR1913171.201524__1.201524	39491__A0A395V464__EUBREC_1509
ERR1913171.201584__1.201584	820__A0A3E4VZS7__DXC07_14435
ERR1913171.201613__1.201613	40518__R5DX17__DXD86_01230
ERR1913171.201615__1.201615	39491__A0A395UVM9__DXB76_04540
ERR1913171.201780__1.201780	820__A0A139K0J1__HMPREF2141_03205
ERR1913171.201782__1.201782	823__A6LBY1__ERS852380_00510
ERR1913171.201786__1.201786	820__A0A139KG04__ERS852459_01249
ERR1913171.201933__1.201933	39491__A0A395ZDC6__addB
ERR1913171.202014__1.202014	1703337__A0A2U0U7Q7__C7379_11089
ERR1913171.202047__1.202047	239935__A0A139TPD4__CXT86_06450
ERR1913171.202053__1.202053	39491__A0A396FNY7__LD38_16155
ERR1913171.202257__1.202257	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.202496__1.202496	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913171.202650__1.202650	33038__A0A2N5NUB0__CCY17_12840
ERR1913171.202616__1.202616	820__A0A3E4WCX3__C801_02709
ERR1913171.202619__1.202619	823__A6LBY1__ERS852380_00510
ERR1913171.202789__1.202789	357276__I8WML9__DXD47_10570
ERR1913171.202967__1.202967	39491__A0A3E4YFT8__DXB69_10940
ERR1913171.202990__1.202990	357276__D1K3K9__EL88_23995
ERR1913171.203005__1.203005	28117__B0MY40__BHV66_05170
ERR1913171.203063__1.203063	487174__K0X347__DIT83_07775
ERR1913171.203281__1.203281	246787__A0A0P0GR24__BcellWH2_03263
ERR1913171.203328__1.203328	820__A0A374MMF0__HMPREF1073_03811
ERR1913171.203331__1.203331	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913171.203336__1.203336	820__A0A174RFI5__SAMN05444418_12240
ERR1913171.203466__1.203466	28118__F9Z5N6__SAMEA44545918_01718
ERR1913171.203569__1.203569	204516__U6R9E6__HMPREF1534_03149
ERR1913171.203582__1.203582	853__A0A173YYY4__DWZ04_09420
ERR1913171.203641__1.203641	820__A0A396EXA7__DXB37_15530
ERR1913171.203760__1.203760	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.204082__1.204082	820__I9J701__ERS852510_01809
ERR1913171.204150__1.204150	357276__I9QBT7__BSEG_03340
ERR1913171.204199__1.204199	357276__A0A076IYE6__IY41_04275
ERR1913171.204220__1.204220	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.204280__1.204280	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.204363__1.204363	418240__C6JFD7__ERS852523_02475
ERR1913171.204386__1.204386	357276__I9QBT7__BSEG_03340
ERR1913171.204392__1.204392	28116__A0A3A9HTT7__BACOVA_05446
ERR1913171.204505__1.204505	820__A0A139KHD8__ERS417307_00569
ERR1913171.204625__1.204625	1263044__GCA_000433375.1_01436
ERR1913171.204712__1.204712	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.204893__1.204893	357276__D1K3K9__EL88_23995
ERR1913171.205048__1.205048	818__A0A174Q773__SAMN02910322_03683
ERR1913171.204963__1.204963	418240__C6J8B6__ERS852523_03677
ERR1913171.205054__1.205054	820__A0A3E4G8F8__ERS852421_01645
ERR1913171.205055__1.205055	40518__R5DYU1__DXD86_01160
ERR1913171.205076__1.205076	239935__A0A2N8ITX2__CXT86_11265
ERR1913171.205265__1.205265	33039__D4M0U9__mucD
ERR1913171.205379__1.205379	818__A0A1H7L4U6__BSIG_3287
ERR1913171.205427__1.205427	1150298__R7JU58__ssuC_2
ERR1913171.205434__1.205434	371601__D4WBK5__BN891_3970
ERR1913171.205394__1.205394	357276__I8WML9__DXD47_10570
ERR1913171.205527__1.205527	39491__A0A0M6WWT1__dus_2
ERR1913171.205707__1.205707	357276__A0A076INK2__BSEG_04225
ERR1913171.205799__1.205799	820__A0A139K8N1__ERS852554_00951
ERR1913171.205883__1.205883	821__I9R3W6__DXC16_12455
ERR1913171.205893__1.205893	357276__I9G0T7__BACDOR_04266
ERR1913171.205946__1.205946	820__A0A396EUU8__luxQ_3
ERR1913171.205964__1.205964	820__A0A139K1Y6__DXB48_02610
ERR1913171.206145__1.206145	820__A0A174F696__macB_13
ERR1913171.206338__1.206338	47678__R5U3L4__C5Z00_12600
ERR1913171.206356__1.206356	204516__U6R9E7__HMPREF1534_03313
ERR1913171.206406__1.206406	820__A0A3E5E0T0__ERS852554_00312
ERR1913171.206473__1.206473	2108523__A0A2P2F4H9__LAWASA_905
ERR1913171.206628__1.206628	357276__A0A076IN30__DXD47_09350
ERR1913171.206874__1.206874	239935__A0A2N8IF99__lpdA
ERR1913171.206887__1.206887	40518__R5DX93__DXD93_03055
ERR1913171.207046__1.207046	28117__B0MTW8__ALIPUT_00502
ERR1913171.207065__1.207065	166486__D4L0J8__ROSINTL182_08089
ERR1913171.207155__1.207155	820__A0A174F696__macB_13
ERR1913171.207389__1.207389	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913171.207402__1.207402	39488__C0ESJ2__DXD91_14695
ERR1913171.207429__1.207429	820__A0A139K4W1__M093_0353
ERR1913171.207491__1.207491	39491__A0A395ZEI6__ERE_07950
ERR1913171.207567__1.207567	820__A0A173W419__DXC68_17760
ERR1913171.207789__1.207789	39491__A0A395V6A3__DXB69_00505
ERR1913171.207987__1.207987	246787__A0A108T1Y3__fepA_8
ERR1913171.208030__1.208030	357276__I9FRW5__B5F95_21685
ERR1913171.208122__1.208122	40518__R5DZB1__DXD83_08840
ERR1913171.208146__1.208146	820__A0A396EUU8__luxQ_3
ERR1913171.208203__1.208203	820__A7V9F9__B5G17_14640
ERR1913171.208204__1.208204	823__A0A355XN73__DXC05_07000
ERR1913171.208164__1.208164	820__A0A3E4WCX3__C801_02709
ERR1913171.208166__1.208166	820__A0A139JY23__B5G17_06330
ERR1913171.208167__1.208167	214856__A0A175A6T5__ERS852447_02658
ERR1913171.208378__1.208378	884684__GCA_002892425.1_01408
ERR1913171.208393__1.208393	823__A6LC27__DXB14_11470
ERR1913171.208515__1.208515	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913171.208712__1.208712	47678__A5ZG68__ERS852494_02968
ERR1913171.208791__1.208791	357276__A0A076IS73__GV66_00410
ERR1913171.208880__1.208880	357276__A0A076J8D4__HMPREF1064_00553
ERR1913171.208883__1.208883	820__A0A3E4QZJ7__C801_01798
ERR1913171.208925__1.208925	487174__R5F5Z4__DIT83_00635
ERR1913171.208994__1.208994	39491__A0A395V1Y4__DXB99_08035
ERR1913171.209070__1.209070	820__R9I3N4__M093_0061
ERR1913171.209189__1.209189	818__A0A0P0F2P7__BT_1771
ERR1913171.209270__1.209270	239935__R6JAS2__CXU02_10725
ERR1913171.209285__1.209285	1262992__R5D8P4__BN795_00650
ERR1913171.209399__1.209399	820__A0A173YYG4__evgS_3
ERR1913171.209484__1.209484	820__A0A3E4VXP2__yesR
ERR1913171.209568__1.209568	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.209626__1.209626	820__A0A3E4VZT7__DXB48_16145
ERR1913171.209702__1.209702	1897011__A0A1Q6RG37__BHW41_02405
ERR1913171.209811__1.209811	357276__A0A076IIL0__EL88_03065
ERR1913171.209919__1.209919	28117__B0N028__BHV66_05935
ERR1913171.209921__1.209921	214856__A0A173ZR84__ERS852559_00013
ERR1913171.210175__1.210175	818__A0A396E023__ERS852430_02808
ERR1913171.210152__1.210152	357276__I8WML9__DXD47_10570
ERR1913171.210234__1.210234	33038__A7B0X0__CDL26_06830
ERR1913171.210256__1.210256	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913171.210308__1.210308	39486__R6TCA8__DXB36_11850
ERR1913171.210353__1.210353	853__A0A2A7B9I6__DW855_13690
ERR1913171.210374__1.210374	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.210471__1.210471	357276__I9FRW5__B5F95_21685
ERR1913171.210508__1.210508	28117__B0MY40__BHV66_05170
ERR1913171.210544__1.210544	820__A0A174TRB5__DXD40_11305
ERR1913171.210571__1.210571	820__A0A174A6K0__M093_0079
ERR1913171.210618__1.210618	1550024__G9RWG1__ASJ35_03770
ERR1913171.210899__1.210899	357276__A0A076IP73__BACDOR_04237
ERR1913171.210806__1.210806	820__A0A173WZS4__DXD90_10250
ERR1913171.210829__1.210829	39491__C4Z9E9__T1815_12341
ERR1913171.210922__1.210922	820__A0A173YYG4__evgS_3
ERR1913171.210992__1.210992	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913171.210996__1.210996	357276__B6W1J2__BACDOR_03380
ERR1913171.211074__1.211074	820__A0A374QGD2__ERS852421_02382
ERR1913171.211149__1.211149	371601__A0A174G502__SAMN05216250_10758
ERR1913171.211209__1.211209	357276__I9QBT7__BSEG_03340
ERR1913171.211232__1.211232	357276__I8VQA2__HMPREF1065_04183
ERR1913171.211375__1.211375	1150298__A0A174J629__ERS852498_00833
ERR1913171.211527__1.211527	33039__A0A174XLA4__araR
ERR1913171.211676__1.211676	1150298__A0A174SZP5__ERS852535_02327
ERR1913171.211699__1.211699	39491__A0A173TAZ5__DXB99_09520
ERR1913171.211714__1.211714	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.211778__1.211778	357276__I8WPR6__EL88_06675
ERR1913171.211849__1.211849	820__A0A174LJB2__HMPREF1072_04112
ERR1913171.211890__1.211890	821__A0A174T998__DXB82_10860
ERR1913171.211950__1.211950	853__A0A2A7B9I6__DW855_13690
ERR1913171.212142__1.212142	1150298__A0A174M5S6__ERS852498_01656
ERR1913171.212293__1.212293	47678__R5U2F6__HMPREF1061_00767
ERR1913171.212432__1.212432	853__A0A173XRA8__CGS56_09290
ERR1913171.212491__1.212491	40518__R5DYM0__DXD86_08165
ERR1913171.212562__1.212562	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913171.212666__1.212666	357276__B6VT86__IY41_22515
ERR1913171.212727__1.212727	357276__B6W5Q7__DXD47_13945
ERR1913171.212731__1.212731	39491__A0A396FFW0__ERE_10580
ERR1913171.212753__1.212753	246787__R6LGB3__BcellWH2_02361
ERR1913171.212793__1.212793	166486__D4KRN2__ERS852572_01816
ERR1913171.212803__1.212803	371601__I9A9L7__CW1_3649
ERR1913171.212808__1.212808	84112__C8WMN5__Elen_0685
ERR1913171.212810__1.212810	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913171.212818__1.212818	28117__B0MTW8__ALIPUT_00502
ERR1913171.213012__1.213012	47678__R5U9Z0__HMPREF1061_03210
ERR1913171.213065__1.213065	204516__U6R9E7__HMPREF1534_03313
ERR1913171.213411__1.213411	39491__A0A395ZHW9__DXC13_02590
ERR1913171.213389__1.213389	47678__R5UU99__C5Z00_11925
ERR1913171.213555__1.213555	47678__A5ZEX0__DW706_08045
ERR1913171.213701__1.213701	820__A0A174QT76__B5G17_18060
ERR1913171.213838__1.213838	239935__A0A139TMG9__CXU07_10650
ERR1913171.213841__1.213841	39486__B0G6T5__DXD50_07965
ERR1913171.213829__1.213829	357276__B6VXX7__HMPREF1063_02683
ERR1913171.213935__1.213935	823__A0A174L7J4__CF162_00380
ERR1913171.214008__1.214008	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.214198__1.214198	357276__I9F327__DXD47_22495
ERR1913171.214352__1.214352	1150298__A0A174S2H3__spoIIQ
ERR1913171.214400__1.214400	28117__B0MTY2__BHV66_06485
ERR1913171.214688__1.214688	246787__R6K756__HMPREF1062_01819
ERR1913171.214843__1.214843	47678__R5U9M8__CGC64_07665
ERR1913171.214980__1.214980	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.215139__1.215139	39492__D4JSU6__dacB_3
ERR1913171.215118__1.215118	820__A0A174Q0F0__DXB48_08080
ERR1913171.215266__1.215266	820__A0A374QGD2__ERS852421_02382
ERR1913171.215172__1.215172	820__A0A3E4PYB0__yejM
ERR1913171.215320__1.215320	239935__A0A2N8I365__CXU20_11690
ERR1913171.215395__1.215395	39491__A0A396FPV7__ERS852580_01177
ERR1913171.215645__1.215645	820__A0A173XIP7__B5G17_16050
ERR1913171.215610__1.215610	39486__G1WQ06__DXD84_02875
ERR1913171.215683__1.215683	823__D0T9E4__DHW69_09115
ERR1913171.215755__1.215755	39491__A0A395ZBW8__DXC13_08840
ERR1913171.216108__1.216108	823__A6LFW2__M095_1860
ERR1913171.216115__1.216115	39491__C4Z9Y3__ERS852417_01808
ERR1913171.216193__1.216193	820__A0A396EWL3__ERS417307_03868
ERR1913171.216299__1.216299	28116__I9TDA4__BACOV975_03134
ERR1913171.216337__1.216337	357276__I9QWD4__DXD47_15075
ERR1913171.216362__1.216362	239935__A0A2N8HB50__CXU17_02615
ERR1913171.216483__1.216483	820__A0A3E4FWC8__DXC91_14635
ERR1913171.216454__1.216454	820__A0A174M9V5__M093_0237
ERR1913171.216635__1.216635	39491__A0A396FKI0__DXC13_11560
ERR1913171.216725__1.216725	823__A6LEF3__ERS852560_01356
ERR1913171.216822__1.216822	246787__A0A108T429__BACCELL_00192
ERR1913171.216869__1.216869	239935__A0A2N8HT18__CXT93_06135
ERR1913171.216929__1.216929	823__D7IUM6__M091_1082
ERR1913171.217307__1.217307	649756__A0A174F5S4__ecfA2
ERR1913171.217317__1.217317	39491__C4Z8Y4__ERS852417_00909
ERR1913171.217491__1.217491	552398__F4XCR9__HMPREF0866_01636
ERR1913171.217531__1.217531	28117__B0MUT8__ALIPUT_00879
ERR1913171.217589__1.217589	820__A0A174GK47__ERS852421_00200
ERR1913171.217676__1.217676	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.217678__1.217678	556259__E5C638__BSGG_0201
ERR1913171.217621__1.217621	820__A0A3E4XM43__DXC91_13960
ERR1913171.217829__1.217829	823__A6L9D3__ERS852560_03374
