ERR1913261.83__1.83	1150298__A0A174AM35__ERS852498_00645
ERR1913261.160711__1.160711	39491__D4JMW8__ERS852497_01971
ERR1913261.160850__1.160850	39491__A0A395V0H3__ERS852417_01192
ERR1913261.160928__1.160928	410072__A0A174QU55__luxQ
ERR1913261.161091__1.161091	821__E5UPR6__SAMN04487923_101768
ERR1913261.161109__1.161109	165179__D1PES9__DXB80_11585
ERR1913261.161111__1.161111	172901__A0A2U1AAK5__C8D82_1615
ERR1913261.161216__1.161216	28117__R7JR95__ALIPUT_01367
ERR1913261.161338__1.161338	1262922__R6E9U7__BN487_01899
ERR1913261.161498__1.161498	39491__A0A395V5R3__EUBREC_1883
ERR1913261.161565__1.161565	1150298__A0A174CCD5__ERS852406_01310
ERR1913261.161723__1.161723	1263000__R5EK63__BN466_02075
ERR1913261.161618__1.161618	28118__F9ZAB4__B5F93_06270
ERR1913261.162110__1.162110	160404__A0A1M6SQD9__B5G26_10420
ERR1913261.162174__1.162174	28117__B0MZ50__ALIPUT_02424
ERR1913261.162215__1.162215	1262922__R6E4W9__BN487_01554
ERR1913261.162249__1.162249	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913261.162366__1.162366	1501391__GCA_000786575.1_00075
ERR1913261.162597__1.162597	1262922__R6E290__BN487_01114
ERR1913261.162604__1.162604	39491__A0A395V1Y4__DXB99_08035
ERR1913261.162584__1.162584	39491__C4ZF05__vpr
ERR1913261.162729__1.162729	39491__A0A395V0H3__ERS852417_01192
ERR1913261.162758__1.162758	1262922__R6EEB5__BN487_01228
ERR1913261.162774__1.162774	39491__A0A396FI89__DXD95_01300
ERR1913261.162776__1.162776	1150298__A0A174TDE7__ERS852535_00299
ERR1913261.162970__1.162970	301302__A0A0M6WBZ5__spr
ERR1913261.163142__1.163142	39491__C4ZGN3__DXB99_14175
ERR1913261.163242__1.163242	821__A0A0P0M405__DXC02_15075
ERR1913261.163316__1.163316	39491__A0A395UWA3__DXB69_11805
ERR1913261.163368__1.163368	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913261.163909__1.163909	1262922__R6EXS9__BN487_01090
ERR1913261.163958__1.163958	39491__A0A173TAZ5__DXB99_09520
ERR1913261.164086__1.164086	39491__A0A396FE96__EUR_00280
ERR1913261.164372__1.164372	39491__A0A395UZ89__DXB72_12805
ERR1913261.164444__1.164444	821__R7P1Q7__M099_2990
ERR1913261.164458__1.164458	39485__C4Z2J8__ERS852490_02044
ERR1913261.164509__1.164509	328814__GCA_004558275.1_00834
ERR1913261.164608__1.164608	246787__A0A3D6AZF8__BACCELL_02529
ERR1913261.165233__1.165233	1262922__R6E8C9__BN487_00223
ERR1913261.165411__1.165411	160404__R6Q8J9__B5G26_00495
ERR1913261.165451__1.165451	671267__R9IB12__C802_00696
ERR1913261.165486__1.165486	1262922__R6E219__BN487_00678
ERR1913261.165519__1.165519	1099853__R7DKP8__NSB1T_07205
ERR1913261.165527__1.165527	28117__B0MTW8__ALIPUT_00502
ERR1913261.165604__1.165604	1262922__R6E5N1__BN487_01313
ERR1913261.165843__1.165843	1262922__R6E8V3__BN487_01763
ERR1913261.165962__1.165962	28117__B0MWZ9__ALIPUT_01735
ERR1913261.166159__1.166159	33039__A0A173VXR3__ERS852577_04630
ERR1913261.166174__1.166174	821__A0A174NVL6__NCTC10583_01782
ERR1913261.166321__1.166321	40518__R5E282__DXD86_08940
ERR1913261.166341__1.166341	328814__GCA_004558275.1_02021
ERR1913261.166514__1.166514	1262922__R6ECW3__BN487_01323
ERR1913261.166517__1.166517	1262922__R6EHA3__BN487_01987
ERR1913261.166684__1.166684	357276__I9QBT7__BSEG_03340
ERR1913261.166722__1.166722	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913261.166898__1.166898	39485__C4Z6J7__ERS852492_02047
ERR1913261.167215__1.167215	39485__A0A174YMD0__EUBELI_01093
ERR1913261.167243__1.167243	39491__D4JMW8__ERS852497_01971
ERR1913261.167400__1.167400	28117__B0N007__BHV66_10275
ERR1913261.167406__1.167406	39491__A0A396FRK0__ERS852417_00541
ERR1913261.167452__1.167452	1262922__R6EBN7__BN487_01095
ERR1913261.167523__1.167523	39491__A0A395ZE48__DXB76_02395
ERR1913261.167562__1.167562	39491__A0A395ZKJ0__DXD13_11010
ERR1913261.167524__1.167524	853__A0A174C5M1__CGS58_04460
ERR1913261.167902__1.167902	823__A6LB62__B5F32_04550
ERR1913261.168052__1.168052	487174__R5F4K8__HMPREF9448_01532
ERR1913261.168136__1.168136	39491__A0A0M6WLC7__ERS852497_00640
ERR1913261.168318__1.168318	214856__A0A175A6T5__ERS852447_02658
ERR1913261.168325__1.168325	360807__C0FVL1__ERS852392_00394
ERR1913261.168574__1.168574	39485__A0A174ZKZ4__spoIIQ_1
ERR1913261.168634__1.168634	1263000__R5EK63__BN466_02075
ERR1913261.168635__1.168635	823__A6LEF3__ERS852560_01356
ERR1913261.168708__1.168708	28117__B0MYI9__BHV66_05415
ERR1913261.168958__1.168958	1262922__R6E2E4__BN487_00734
ERR1913261.169019__1.169019	1150298__A0A174LLX0__dhaD
ERR1913261.169056__1.169056	39491__D6E555__DXB99_06765
ERR1913261.169137__1.169137	39491__A0A395ZDC6__addB
ERR1913261.169454__1.169454	1262922__R6E3T8__BN487_00972
ERR1913261.169611__1.169611	39491__C4Z9E9__T1815_12341
ERR1913261.170059__1.170059	39491__A0A396FF17__EUR_31400
ERR1913261.170086__1.170086	1262933__R7P962__BN736_01206
ERR1913261.170278__1.170278	39491__A0A395ZG74__licR
ERR1913261.170351__1.170351	823__D7ILK2__ERS852380_00031
ERR1913261.170450__1.170450	39491__A0A396FFW0__ERE_10580
ERR1913261.170359__1.170359	820__A0A139KHX1__HMPREF2141_00289
ERR1913261.170464__1.170464	1262922__R6E8Z6__BN487_01791
ERR1913261.170592__1.170592	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.170612__1.170612	39491__D6E555__DXB99_06765
ERR1913261.170785__1.170785	40518__R5E6Y7__DXD83_08230
ERR1913261.171005__1.171005	2108523__A0A2P2FCM2__LAWASA_3816
ERR1913261.171301__1.171301	28117__B0MXR4__BHV66_08025
ERR1913261.171323__1.171323	39491__C4ZHS4__EUR_24420
ERR1913261.171327__1.171327	1262922__R6E9C2__BN487_00401
ERR1913261.171364__1.171364	1262922__R6EYJ3__BN487_01212
ERR1913261.171387__1.171387	358743__A0A0F0CA28__HMPREF9470_01206
ERR1913261.171519__1.171519	301302__R5VC75__ERS852420_02858
ERR1913261.171868__1.171868	39491__A0A395UXH0__EUBREC_0021
ERR1913261.171877__1.171877	487174__K0X0F6__HMPREF9448_01444
ERR1913261.171890__1.171890	1262922__R6EZH3__BN487_01393
ERR1913261.172040__1.172040	214856__E4MF20__Alfi_0697
ERR1913261.172063__1.172063	39485__A0A174YSS6__trxB_2
ERR1913261.172084__1.172084	1262922__R6EF96__BN487_01418
ERR1913261.172191__1.172191	28117__B0MZ50__ALIPUT_02424
ERR1913261.172648__1.172648	821__A0A0P0M2J4__DXD46_10295
ERR1913261.172893__1.172893	39491__D4JMW8__ERS852497_01971
ERR1913261.173024__1.173024	39491__A0A396FUZ3__phoR_1
ERR1913261.173055__1.173055	46503__R6Y2Q2__DCY29_15375
ERR1913261.173218__1.173218	39491__A0A396FKG5__DXB76_07455
ERR1913261.173428__1.173428	39491__C4ZHS4__EUR_24420
ERR1913261.173391__1.173391	39491__A0A395ZG74__licR
ERR1913261.173512__1.173512	1263000__R5EEL2__BN466_01100
ERR1913261.173711__1.173711	823__D7IKW8__DXD05_10310
ERR1913261.173896__1.173896	28117__B0MXX2__ALIPUT_01984
ERR1913261.173918__1.173918	1262824__R6RQ68__BN719_02310
ERR1913261.174152__1.174152	301302__A0A173T7E8__M72_26791
ERR1913261.174388__1.174388	39491__C4ZGN3__DXB99_14175
ERR1913261.174525__1.174525	39491__C4ZC33__DXC13_11585
ERR1913261.174562__1.174562	823__C7XBX3__HMPREF1059_03212
ERR1913261.174663__1.174663	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913261.174683__1.174683	1262922__R6EAM2__BN487_00919
ERR1913261.174797__1.174797	39491__A0A174EQV2__DXB69_10230
ERR1913261.174925__1.174925	1150298__A0A174HD82__yusO_2
ERR1913261.174935__1.174935	39491__A0A395V5R3__EUBREC_1883
ERR1913261.175104__1.175104	1262920__R5KD76__BN467_01465
ERR1913261.175234__1.175234	39491__A0A396FPV7__ERS852580_01177
ERR1913261.175258__1.175258	1263000__R5EKG2__BN466_02040
ERR1913261.175315__1.175315	2108523__A0A2P2FCX9__LAWASA_3932
ERR1913261.175486__1.175486	1262933__R7PE73__BN736_00490
ERR1913261.175516__1.175516	39491__A0A395ZHV7__ykvU
ERR1913261.175616__1.175616	821__A0A3E4KIM1__M097_3660
ERR1913261.175927__1.175927	28116__I9JM49__NCTC11153_01044
ERR1913261.175872__1.175872	214856__I3YMN6__Alfi_1938
ERR1913261.175845__1.175845	1262922__R6F3R3__BN487_01995
ERR1913261.175868__1.175868	1501391__GCA_000786575.1_00141
ERR1913261.176065__1.176065	28117__B0MYZ8__BHV66_04535
ERR1913261.176468__1.176468	39483__D4JER1__HMPREF0367_00646
ERR1913261.176958__1.176958	39485__C4Z6U7__EUBELI_20545
ERR1913261.177308__1.177308	360807__C0FVV2__RIL183_27361
ERR1913261.177501__1.177501	823__A0A173V751__DXD05_02690
ERR1913261.177572__1.177572	160404__R6PVP0__SAMN02745138_00007
ERR1913261.177587__1.177587	39491__A0A395UWA3__DXB69_11805
ERR1913261.177741__1.177741	1262922__R6E9C2__BN487_00401
ERR1913261.177847__1.177847	1262922__R6E5U1__BN487_01344
ERR1913261.177928__1.177928	1150298__A0A174I2L4__ERS852535_01377
ERR1913261.177961__1.177961	28117__B0MTY2__BHV66_06485
ERR1913261.178361__1.178361	823__A0A355XF06__B5F32_11480
ERR1913261.178464__1.178464	1465754__A0A1H4FGH5__SAMN05444145_11058
ERR1913261.178560__1.178560	1262922__R6EBP8__BN487_00770
ERR1913261.178659__1.178659	1550024__G9RWC0__ASJ35_03560
ERR1913261.178680__1.178680	39491__A0A395UZ82__EUR_31520
ERR1913261.178801__1.178801	301301__A0A395V7P2__ERS852391_05080
ERR1913261.178977__1.178977	1262922__R6E5U1__BN487_01344
ERR1913261.179306__1.179306	823__D7IUM6__M091_1082
ERR1913261.179309__1.179309	1262948__R7EDA7__BN671_00036
ERR1913261.179366__1.179366	1262922__R6E4G3__BN487_01085
ERR1913261.179331__1.179331	1262922__R6E9C2__BN487_00401
ERR1913261.179465__1.179465	1150298__A0A174BC67__ERS852498_00837
ERR1913261.179979__1.179979	821__A0A173XDD3__DXB82_17180
ERR1913261.179983__1.179983	487174__R5EP60__DIT83_09045
ERR1913261.180027__1.180027	28116__D4WLZ3__C5Z02_24105
ERR1913261.180076__1.180076	39491__A0A395V1R3__T1815_08181
ERR1913261.180177__1.180177	823__A0A395YQ63__B5F32_15335
ERR1913261.180183__1.180183	1262922__R6E5H3__BN487_01250
ERR1913261.180282__1.180282	853__R6QDR1__C4N27_08170
ERR1913261.180243__1.180243	1262922__R6EXU8__BN487_01099
ERR1913261.180306__1.180306	357276__C3R9Y0__HMPREF1064_01889
ERR1913261.180448__1.180448	1262922__R6EYJ3__BN487_01212
ERR1913261.180765__1.180765	2137880__A0A316NRR4__DBY21_05775
ERR1913261.180781__1.180781	1262922__R6E682__BN487_01726
ERR1913261.181294__1.181294	1262922__R6E4W9__BN487_01554
ERR1913261.181668__1.181668	1262922__R6E682__BN487_01726
ERR1913261.181746__1.181746	1150298__R7JPI7__cotI
ERR1913261.181814__1.181814	1262933__R7PDE9__BN736_00222
ERR1913261.182191__1.182191	1262922__R6DZZ7__BN487_00771
ERR1913261.182313__1.182313	28118__F9ZBL7__DER54_00840
ERR1913261.182792__1.182792	39491__C4ZGN3__DXB99_14175
ERR1913261.182900__1.182900	301302__R5V4M3__ERS852420_01171
ERR1913261.182989__1.182989	1501391__GCA_000786575.1_00032
ERR1913261.183087__1.183087	1262922__R6E5U1__BN487_01344
ERR1913261.183471__1.183471	39491__A0A396FRK0__ERS852417_00541
ERR1913261.183570__1.183570	1262922__R6EF96__BN487_01418
ERR1913261.183787__1.183787	1965537__A0A1Y4WET0__B5E42_13755
ERR1913261.183859__1.183859	328812__A0A0F5JH27__HMPREF1535_01537
ERR1913261.183919__1.183919	823__A6L9D3__ERS852560_03374
ERR1913261.184037__1.184037	2137880__A0A316NNE6__DBY21_08645
ERR1913261.184109__1.184109	823__A0A174UI22__CF162_13840
ERR1913261.184128__1.184128	39491__A0A396FI89__DXD95_01300
ERR1913261.184239__1.184239	1262933__R7PAJ4__BN736_00159
ERR1913261.184403__1.184403	160404__A0A1Y4F405__B5G26_06625
ERR1913261.184417__1.184417	39491__A0A395V0H3__ERS852417_01192
ERR1913261.184588__1.184588	1262933__R7PEZ3__BN736_00729
ERR1913261.184926__1.184926	28117__B0MYI9__BHV66_05415
ERR1913261.185075__1.185075	39491__A0A395V0E5__ERE_31370
ERR1913261.185103__1.185103	360807__A0A0M6WIL3__ERS852444_01365
ERR1913261.185336__1.185336	1965537__A0A1Y4WKX1__B5E42_05770
ERR1913261.185681__1.185681	818__Q8A335__HMPREF2534_01154
ERR1913261.185852__1.185852	1150298__A0A174BR70__ERS852535_01666
ERR1913261.186052__1.186052	39491__A0A174K9A3__DXB69_07785
ERR1913261.186163__1.186163	292800__A0A1C7FR40__ERS852518_06781
ERR1913261.186186__1.186186	821__A0A0P0LFP6__C5Z04_13890
ERR1913261.186187__1.186187	39491__A0A0M6WLC7__ERS852497_00640
ERR1913261.186369__1.186369	39491__A0A395ZEI6__ERE_07950
ERR1913261.186692__1.186692	853__A0A3E2U7E6__ERS852582_01640
ERR1913261.186753__1.186753	1262933__R7PBM6__BN736_01468
ERR1913261.187237__1.187237	1262922__R6DZZ7__BN487_00771
ERR1913261.187357__1.187357	823__A6L930__DDY96_14995
ERR1913261.187369__1.187369	1263000__R5EKR4__BN466_01609
ERR1913261.187524__1.187524	1262824__R6RS05__BN719_01112
ERR1913261.187637__1.187637	1262922__R6ECX9__BN487_01332
ERR1913261.187694__1.187694	214856__E4MFP6__ERS852447_01708
ERR1913261.187792__1.187792	418240__C6JEJ0__ERS852478_00752
ERR1913261.187946__1.187946	1262922__R6E6U3__BN487_00260
ERR1913261.188079__1.188079	823__D0T9E4__DHW69_09115
ERR1913261.188107__1.188107	39485__A0A174YTF7__ERS852490_01271
ERR1913261.188188__1.188188	39491__A0A395ZHH5__ERS852497_02076
ERR1913261.188234__1.188234	1262922__R6EG11__BN487_01517
ERR1913261.188502__1.188502	1262945__R6ZXV9__BN600_01599
ERR1913261.188932__1.188932	46503__R6X607__HMPREF1060_03545
ERR1913261.189233__1.189233	1262922__R6E9C2__BN487_00401
ERR1913261.189254__1.189254	39491__A0A174K1W6__DXB99_15020
ERR1913261.189493__1.189493	33039__A0A173VTT4__frdB_1
ERR1913261.189531__1.189531	1263000__R5EIH8__BN466_01210
ERR1913261.189566__1.189566	40518__R5E1J2__DXD93_04070
ERR1913261.189740__1.189740	28117__B0MY40__BHV66_05170
ERR1913261.190137__1.190137	39491__C4ZF05__vpr
ERR1913261.190168__1.190168	1262920__R5KD76__BN467_01465
ERR1913261.190341__1.190341	371601__A0A1C7H1Z9__BN890_35950
ERR1913261.190403__1.190403	28117__B0MZ22__BHV66_04430
ERR1913261.190409__1.190409	39485__A0A174Z1A6__EUBELI_00220
ERR1913261.190451__1.190451	39485__C4Z684__ERS852492_01895
ERR1913261.190641__1.190641	28117__B0MUX4__ALIPUT_00911
ERR1913261.190709__1.190709	39491__A0A173RA59__EUR_24800
ERR1913261.190740__1.190740	1262824__R6ST59__BN719_02280
ERR1913261.190792__1.190792	39491__A0A395UYL9__ERS852417_00624
ERR1913261.190905__1.190905	40518__R5DVL2__penA
ERR1913261.190916__1.190916	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913261.190920__1.190920	1262933__R7PAM5__BN736_01124
ERR1913261.190925__1.190925	1262922__R6E3S7__BN487_01394
ERR1913261.190987__1.190987	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.191022__1.191022	1262933__R7PBM6__BN736_01468
ERR1913261.191199__1.191199	28117__B0N007__BHV66_10275
ERR1913261.191277__1.191277	39485__A0A174YSU1__ERS852492_00576
ERR1913261.191413__1.191413	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.191692__1.191692	2108523__A0A2P2FCM2__LAWASA_3816
ERR1913261.191886__1.191886	46228__V8BL81__DXD17_11825
ERR1913261.191934__1.191934	39491__A0A395ZHW9__DXC13_02590
ERR1913261.192266__1.192266	46228__V8C8S2__RUMLAC_01015
ERR1913261.192281__1.192281	39491__D6E118__DXB69_05765
ERR1913261.192317__1.192317	39491__A0A395ZKJ0__DXD13_11010
ERR1913261.192355__1.192355	1160721__W0U839__pheB
ERR1913261.192554__1.192554	28117__B0MT73__ALIPUT_00412
ERR1913261.192568__1.192568	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913261.192655__1.192655	487174__K0WZU9__HMPREF9448_01159
ERR1913261.192994__1.192994	214856__I3YPI7__pepD_1
ERR1913261.193324__1.193324	823__A0A395YS82__M091_1569
ERR1913261.193339__1.193339	39491__A0A395UWZ1__DXC13_02175
ERR1913261.193389__1.193389	160404__A0A1M6PWR6__B5G26_08020
ERR1913261.193471__1.193471	2108523__A0A2P2FCQ2__LAWASA_3778
ERR1913261.193842__1.193842	1099853__U5CKM5__NSB1T_03870
ERR1913261.194034__1.194034	1465754__A0A1H3XMS4__SAMN05444145_101270
ERR1913261.194074__1.194074	2108523__A0A2P2FCQ2__LAWASA_3778
ERR1913261.194391__1.194391	160404__R6Q3L4__B5G26_06515
ERR1913261.194582__1.194582	28117__B0MTV5__BHV66_06415
ERR1913261.194766__1.194766	28117__B0MXU0__BHV66_07550
ERR1913261.194893__1.194893	823__A0A395YRW4__DD466_15895
ERR1913261.194909__1.194909	40518__R5DV58__htrA
ERR1913261.194959__1.194959	820__A0A173WUD7__DXB48_08055
ERR1913261.194917__1.194917	853__A0A3E2V168__FAEPRAM212_00929
ERR1913261.194988__1.194988	214856__E4MFP6__ERS852447_01708
ERR1913261.195006__1.195006	39491__A0A396FNP1__DXD95_06025
ERR1913261.195009__1.195009	1262922__R6E4W9__BN487_01554
ERR1913261.195100__1.195100	2293125__A0A374BZ50__DW917_11090
ERR1913261.195169__1.195169	1501391__GCA_000786575.1_00006
ERR1913261.195301__1.195301	291645__I8WZT8__HMPREF1068_04327
ERR1913261.195396__1.195396	1263000__R5ENB9__BN466_00780
ERR1913261.195410__1.195410	214856__R6YBX3__msbA_2
ERR1913261.195556__1.195556	1262922__R6F3E6__BN487_01915
ERR1913261.195761__1.195761	823__D0TJX4__M095_1560
ERR1913261.195762__1.195762	410072__A0A173YNZ0__ERS852481_00766
ERR1913261.195846__1.195846	28117__R7JH62__BHV66_05735
ERR1913261.195950__1.195950	1263000__R5ESM1__BN466_01440
ERR1913261.196018__1.196018	1262922__R6E4S1__BN487_00090
ERR1913261.196105__1.196105	39496__A5Z5I2__EUBVEN_00963
ERR1913261.196153__1.196153	823__A6LB63__M095_1847
ERR1913261.196354__1.196354	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.196359__1.196359	562__A0A377AAV3__CDL32_10800
ERR1913261.196456__1.196456	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.196492__1.196492	671266__GCA_004801615.1_01312
ERR1913261.196673__1.196673	1263000__R5EV67__BN466_01611
ERR1913261.196703__1.196703	1262933__R7PF93__BN736_00841
ERR1913261.196884__1.196884	39483__D4JEK3__HMPREF0367_00712
ERR1913261.197073__1.197073	28118__F9ZCN1__B5F99_10605
ERR1913261.197299__1.197299	821__C3RB94__DXC03_15585
ERR1913261.197834__1.197834	28117__B0MYW5__ALIPUT_02334
ERR1913261.197888__1.197888	39491__A0A396FMF1__EUR_28700
ERR1913261.198073__1.198073	39491__A0A395V0H6__ERS852580_02570
ERR1913261.198215__1.198215	853__E2ZJT1__C4N23_03535
ERR1913261.198321__1.198321	46228__V8BYC1__RUMLAC_00426
ERR1913261.198481__1.198481	39491__A0A2U2EKL1__ERS852580_00911
ERR1913261.198570__1.198570	39496__A5ZA25__EUBVEN_02572
ERR1913261.198636__1.198636	40518__R5E4E8__phoR_4
ERR1913261.198721__1.198721	46503__R6WUV4__DD461_04535
ERR1913261.198814__1.198814	1262922__R6EA55__BN487_00827
ERR1913261.198848__1.198848	39491__A0A396FJJ9__DXB76_11995
ERR1913261.198878__1.198878	39491__A0A395V0H3__ERS852417_01192
ERR1913261.198927__1.198927	39491__A0A174EQV2__DXB69_10230
ERR1913261.198956__1.198956	823__A0A395YZG9__M092_4358
ERR1913261.199013__1.199013	360807__C0G083__ROSEINA2194_04432
ERR1913261.199098__1.199098	39491__A0A395ZHV7__ykvU
ERR1913261.199241__1.199241	328814__GCA_004558275.1_00293
ERR1913261.199331__1.199331	823__A6LC27__DXB14_11470
ERR1913261.199719__1.199719	823__A0A174U5E4__BDI_3390
ERR1913261.199767__1.199767	1262922__R6EEP0__BN487_01314
ERR1913261.200495__1.200495	1262933__R7PBI9__BN736_01430
ERR1913261.200699__1.200699	823__D7IRG1__NCTC11152_02276
ERR1913261.200706__1.200706	610243__A0A060QJF7__ASAP_2763
ERR1913261.200713__1.200713	1263000__R5EFJ5__BN466_01372
ERR1913261.200770__1.200770	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913261.201260__1.201260	1150298__R7JRK4__ERS852406_01648
ERR1913261.201302__1.201302	1262922__R6ECX9__BN487_01332
ERR1913261.201574__1.201574	820__A0A374QGD2__ERS852421_02382
ERR1913261.201649__1.201649	28117__B0MXW9__ALIPUT_01981
ERR1913261.201658__1.201658	39491__A0A396FJJ9__DXB76_11995
ERR1913261.201819__1.201819	39491__C4Z9K7__EUBREC_0050
ERR1913261.201999__1.201999	1262922__R6E4G3__BN487_01085
ERR1913261.202072__1.202072	39488__A0A285PP79__murD
ERR1913261.202207__1.202207	1150298__A0A174KW35__cbbX
ERR1913261.202268__1.202268	28117__B0MTV0__BHV66_06395
ERR1913261.202315__1.202315	823__A0A173TL14__M095_0764
ERR1913261.202379__1.202379	1262824__R6RS05__BN719_01112
ERR1913261.202606__1.202606	1262922__R6E4S1__BN487_00090
ERR1913261.202633__1.202633	1263000__R5EQY7__BN466_01150
ERR1913261.202704__1.202704	39491__A0A174IJH1__DXB76_01865
ERR1913261.202824__1.202824	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.202960__1.202960	1262899__R7J831__BN657_01859
ERR1913261.202995__1.202995	39491__A0A395UZZ5__htpG_1
ERR1913261.203108__1.203108	1262933__R7PAV0__BN736_01209
ERR1913261.203118__1.203118	1262922__R6E4G3__BN487_01085
ERR1913261.203335__1.203335	821__A0A0P0LQT3__DXC03_05050
ERR1913261.203547__1.203547	1263000__R5EF60__BN466_01316
ERR1913261.203601__1.203601	39491__A0A174K265__DXB76_05915
ERR1913261.203561__1.203561	39491__A0A395UVM9__DXB76_04540
ERR1913261.203745__1.203745	28117__B0MY41__BHV66_05165
ERR1913261.203780__1.203780	418240__T5LWD7__ERS852478_00191
ERR1913261.204143__1.204143	1263000__R5EU91__BN466_01432
ERR1913261.204544__1.204544	301302__R5UK77__M72_08681
ERR1913261.204625__1.204625	39491__A0A395V0H3__ERS852417_01192
ERR1913261.204665__1.204665	1262889__R7HBS9__BN634_01225
ERR1913261.204671__1.204671	39491__A0A395ZHW9__DXC13_02590
ERR1913261.204726__1.204726	1150298__A0A174S2H3__spoIIQ
ERR1913261.204709__1.204709	1262922__R6E3T8__BN487_00972
ERR1913261.204715__1.204715	28117__B0MYW7__ALIPUT_02336
ERR1913261.204757__1.204757	39491__D6E2U1__EUBREC_3278
ERR1913261.204827__1.204827	28117__B0MUL5__ALIPUT_00722
ERR1913261.204859__1.204859	39491__A0A396FS17__envC
ERR1913261.204987__1.204987	1262922__R6E8V3__BN487_01763
ERR1913261.205001__1.205001	46228__V8BL81__DXD17_11825
ERR1913261.205023__1.205023	39491__A0A396FUZ3__phoR_1
ERR1913261.205292__1.205292	28117__B0MWX3__BHV66_03010
ERR1913261.205391__1.205391	1262922__R6EXS9__BN487_01090
ERR1913261.205443__1.205443	39485__C4Z058__ERS852492_00130
ERR1913261.205463__1.205463	39491__A0A395V6A3__DXB69_00505
ERR1913261.205552__1.205552	28117__B0MXI8__BHV66_08505
ERR1913261.205804__1.205804	1262922__R6E5H3__BN487_01250
ERR1913261.205828__1.205828	823__D7IW29__DXD05_13365
ERR1913261.205968__1.205968	853__A0A174CVG7__CGS58_09335
ERR1913261.205982__1.205982	1150298__A0A173ZYU8__sipT_2
ERR1913261.206227__1.206227	1262933__R7PE73__BN736_00490
ERR1913261.206235__1.206235	1262922__R6EZH3__BN487_01393
ERR1913261.206470__1.206470	39491__A0A396FNY7__LD38_16155
ERR1913261.206484__1.206484	1262922__R6E5U1__BN487_01344
ERR1913261.206579__1.206579	1262922__R6DZZ7__BN487_00771
ERR1913261.206595__1.206595	823__A0A174VHT1__DHP27_04775
