ERR1913276.154__1.154	1262929__R6EXF7__BN691_00015
ERR1913276.150544__1.150544	28052__A0A174P635__ERS852499_02418
ERR1913276.150593__1.150593	246787__A0A0P0GPP9__BACCELL_01902
ERR1913276.150616__1.150616	214856__A0A174C683__ERS852559_00523
ERR1913276.150622__1.150622	820__A0A173W419__DXC68_17760
ERR1913276.151097__1.151097	394340__panF
ERR1913276.151162__1.151162	28117__R7JIJ8__BHV66_01635
ERR1913276.151621__1.151621	214856__A0A174A1J3__ERS852447_01000
ERR1913276.151656__1.151656	216816__Q8G4X6__DXD52_09895
ERR1913276.151695__1.151695	28117__B0MVL5__BHV66_01660
ERR1913276.151868__1.151868	820__A0A174KKV6__DXC07_02635
ERR1913276.152089__1.152089	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913276.152169__1.152169	28117__B0MXR4__BHV66_08025
ERR1913276.152218__1.152218	1262740__R7CUS8__BN666_01511
ERR1913276.152331__1.152331	78535__E6J446__laaN_2
ERR1913276.152439__1.152439	820__A0A3E4RUC4__DHU98_02635
ERR1913276.152524__1.152524	165179__D1PES9__DXB80_11585
ERR1913276.152680__1.152680	649756__D4MYV7__HMPREF0369_00400
ERR1913276.152736__1.152736	28117__B0MTV5__BHV66_06415
ERR1913276.153159__1.153159	46228__V8C9Y1__DXD17_09525
ERR1913276.153279__1.153279	1686__B6XSS3__BCAT_0381
ERR1913276.153485__1.153485	360807__A0A0M6X0S9__RIL183_10591
ERR1913276.153738__1.153738	28116__A7M0H0__DXA80_15290
ERR1913276.153968__1.153968	165179__A0A174SA26__PREVCOP_05758
ERR1913276.154072__1.154072	820__A0A174F0C1__nreB
ERR1913276.154176__1.154176	28117__B0MUX4__ALIPUT_00911
ERR1913276.154383__1.154383	817__A0A149NCG3__M134_4715
ERR1913276.154546__1.154546	357276__A0A0K2HJA6__DXD47_07320
ERR1913276.154597__1.154597	387661__K6AIS2__B5F96_14865
ERR1913276.154599__1.154599	384639__GCA_003096855.1_00253
ERR1913276.154606__1.154606	357276__A0A174L570__GV66_05720
ERR1913276.154862__1.154862	33039__A0A173RPT9__ERS852502_02389
ERR1913276.154875__1.154875	1263107__GCA_000436995.1_00243
ERR1913276.154906__1.154906	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913276.154957__1.154957	46228__V8CHW6__DXD17_13890
ERR1913276.155005__1.155005	39492__D4JT68__spoIIIE
ERR1913276.155028__1.155028	818__A0A3E5GXM2__BJP75_025230
ERR1913276.155131__1.155131	1262929__R6F7R3__BN691_01777
ERR1913276.155178__1.155178	1463165__A0A377U318__evgS
ERR1913276.155198__1.155198	371601__A0A1H3XPY7__CW1_0993
ERR1913276.155222__1.155222	35833__E5Y8N1__HMPREF0179_02549
ERR1913276.155366__1.155366	39491__A0A2U2EK03__ERE_28780
ERR1913276.155453__1.155453	357276__B6W1J2__BACDOR_03380
ERR1913276.155501__1.155501	214856__A0A174G0N0__ERS852447_02436
ERR1913276.155507__1.155507	1150298__A0A174BP05__murAA
ERR1913276.155560__1.155560	820__I9J701__ERS852510_01809
ERR1913276.155583__1.155583	820__A0A1T4IYF4__mprA_1
ERR1913276.155811__1.155811	33039__D4M1V6__bioA
ERR1913276.155868__1.155868	28052__A0A174GS61__ERS852451_00341
ERR1913276.155988__1.155988	84030__R5MAP3__B5F06_05440
ERR1913276.156142__1.156142	820__A0A374Q4X1__HMPREF2141_02370
ERR1913276.156114__1.156114	165179__D1PGU8__PREVCOP_06463
ERR1913276.156198__1.156198	39492__D4JTJ1__EUBSIR_01453
ERR1913276.156168__1.156168	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913276.156285__1.156285	384638__B7APR1__BACPEC_00667
ERR1913276.156263__1.156263	165179__A0A3E5AFJ9__CFT61_15180
ERR1913276.156433__1.156433	1262911__R6H212__BN557_01031
ERR1913276.156459__1.156459	823__A0A174VBJ5__M091_5021
ERR1913276.156551__1.156551	820__A0A139KJ23__celCCA
ERR1913276.156536__1.156536	214856__A0A174ZB00__ERS852559_00631
ERR1913276.156619__1.156619	328814__GCA_004558275.1_00236
ERR1913276.156643__1.156643	1680__A0A3E4SB79__BAD_1517
ERR1913276.156993__1.156993	817__A0A139TB74__M116_3004
ERR1913276.156964__1.156964	214856__A0A174G1M7__ERS852559_00594
ERR1913276.157112__1.157112	33039__A0A173VTT4__frdB_1
ERR1913276.157204__1.157204	239935__A0A2N8INZ4__CXU08_03560
ERR1913276.157260__1.157260	1263006__R6LT73__BN515_01094
ERR1913276.157261__1.157261	39485__R5ZRN3__ERS852490_00208
ERR1913276.157730__1.157730	214856__I3YPP9__Alfi_2707
ERR1913276.157766__1.157766	487174__K0X2Y1__lepB
ERR1913276.157874__1.157874	820__A0A139JRS5__HMPREF1073_04025
ERR1913276.157938__1.157938	820__A0A174A6K0__M093_0079
ERR1913276.157943__1.157943	823__D0T9Q9__M095_2648
ERR1913276.158117__1.158117	214856__E4MFP6__ERS852447_01708
ERR1913276.158815__1.158815	214856__A0A174A0P3__ERS852447_00994
ERR1913276.159077__1.159077	1680__A0A174BEE7__BSTER_1311
ERR1913276.159203__1.159203	214856__A0A174A1J3__ERS852447_01000
ERR1913276.159774__1.159774	1263000__R5ES99__BN466_01121
ERR1913276.159829__1.159829	33039__R6P284__spoIIIE
ERR1913276.159929__1.159929	28117__B0N028__BHV66_05935
ERR1913276.159899__1.159899	823__A0A174UR44__M095_2641
ERR1913276.159990__1.159990	871324__A0A1M6CBQ3__SAMN05444350_10466
ERR1913276.159962__1.159962	820__R9I324__HMPREF2141_02414
ERR1913276.160035__1.160035	165179__A0A174W369__PREVCOP_04548
ERR1913276.160101__1.160101	28117__B0MXQ6__ALIPUT_01917
ERR1913276.160254__1.160254	410072__C0B8G7__ERS852525_00626
ERR1913276.160306__1.160306	1680__A0A0B5BKZ3__DXD60_01450
ERR1913276.160342__1.160342	40518__R5E282__DXD86_08940
ERR1913276.160547__1.160547	418240__C6JFK4__ERS852523_01172
ERR1913276.160779__1.160779	820__A0A139K1Y6__DXB48_02610
ERR1913276.160790__1.160790	820__A7V859__ERS852462_00341
ERR1913276.160928__1.160928	823__A6LEF1__CF162_12695
ERR1913276.161104__1.161104	817__A0A149N485__HMPREF1056_02940
ERR1913276.161122__1.161122	820__A0A174M9V5__M093_0237
ERR1913276.161379__1.161379	28117__R7JR95__ALIPUT_01367
ERR1913276.161443__1.161443	290053__E6SSI8__Bache_0130
ERR1913276.161539__1.161539	1262740__R7D2F7__BN666_00773
ERR1913276.162001__1.162001	410072__A0A3E4GRP6__DXD67_05285
ERR1913276.162026__1.162026	39491__C4ZEW3__T1815_18241
ERR1913276.162177__1.162177	1965650__A0A1Y3VA28__B5G16_11230
ERR1913276.162605__1.162605	214856__A0A174ZJU0__ERS852559_00619
ERR1913276.162866__1.162866	39491__A0A395ZJZ1__LD38_01870
ERR1913276.163062__1.163062	823__C7XBX3__HMPREF1059_03212
ERR1913276.163179__1.163179	239935__A0A2N8IVR0__CXT87_07115
ERR1913276.163181__1.163181	823__A6LB63__M095_1847
ERR1913276.163273__1.163273	1262924__R7HRJ9__BN585_00557
ERR1913276.163382__1.163382	40518__R5DXH2__DXD83_10135
ERR1913276.163451__1.163451	387661__R5DJM3__B5F96_05590
ERR1913276.164061__1.164061	357276__A0A0M1W657__HMPREF1064_04629
ERR1913276.164227__1.164227	28117__B0MY40__BHV66_05170
ERR1913276.164244__1.164244	239935__R6JD78__CXU05_09250
ERR1913276.164561__1.164561	40518__R5DQL2__RBATCC27255_00937
ERR1913276.164685__1.164685	74426__nifJ
ERR1913276.165036__1.165036	214856__A0A173YXX1__ERS852559_01651
ERR1913276.165182__1.165182	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913276.165277__1.165277	1680__R5GRA4__ERS852382_01548
ERR1913276.165298__1.165298	28117__B0MUT8__ALIPUT_00879
ERR1913276.165423__1.165423	820__A0A374Q8T2__DXB64_16190
ERR1913276.165567__1.165567	74426__purL
ERR1913276.165584__1.165584	1150298__A0A174S4G4__dacB_1
ERR1913276.165798__1.165798	74426__pflB_2
ERR1913276.165867__1.165867	214856__A0A174EQR4__rsmA
ERR1913276.166347__1.166347	1262929__R6F825__BN691_00333
ERR1913276.166598__1.166598	573__A0A1D3U127__thiD
ERR1913276.166714__1.166714	39492__D4JR20__trmD
ERR1913276.166748__1.166748	216816__Q8G4X6__DXD52_09895
ERR1913276.166801__1.166801	214856__A0A174FWM7__ERS852559_00590
ERR1913276.166844__1.166844	410072__A0A174CHL0__ERS852574_02022
ERR1913276.166859__1.166859	853__A0A174C5M1__CGS58_04460
ERR1913276.166900__1.166900	823__A0A073I9P2__CF162_18000
ERR1913276.167132__1.167132	239935__A0A139TQT9__Amuc_1197
ERR1913276.167226__1.167226	40518__R5DV58__htrA
ERR1913276.167375__1.167375	239935__B2UL21__CXT98_03395
ERR1913276.167596__1.167596	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913276.168127__1.168127	28117__B0MSS1__ALIPUT_00273
ERR1913276.168300__1.168300	1262777__R5VQJ8__BN512_00852
ERR1913276.168488__1.168488	1965650__A0A1Y3VA28__B5G16_11230
ERR1913276.168823__1.168823	1262929__R6F4F7__BN691_01167
ERR1913276.168830__1.168830	458033__GCA_001482755.1_02203
ERR1913276.169013__1.169013	818__Q89ZX6__ERS852511_03600
ERR1913276.169189__1.169189	214856__A0A174G1M7__ERS852559_00594
ERR1913276.169240__1.169240	40518__R5DXW3__DXD86_07900
ERR1913276.169335__1.169335	820__A0A3E4G826__C801_01612
ERR1913276.169343__1.169343	33039__D4M1W4__RTO_04640
ERR1913276.169386__1.169386	165179__A0A3E4SB80__DXC61_12880
ERR1913276.169480__1.169480	292800__A0A096CNX9__ADH75_06125
ERR1913276.169522__1.169522	1262911__R6GUQ4__BN557_01581
ERR1913276.170052__1.170052	1550024__A0A0D8J3J4__TQ39_01275
ERR1913276.170267__1.170267	35833__E5YAA4__HMPREF0179_03124
ERR1913276.170340__1.170340	387661__R5DJM3__B5F96_05590
ERR1913276.170362__1.170362	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913276.170440__1.170440	28117__B0MY41__BHV66_05165
ERR1913276.170590__1.170590	626940__E8LE60__BN587_02208
ERR1913276.170646__1.170646	823__A6LHJ7__ERS852380_00253
ERR1913276.170651__1.170651	239935__A0A2N8IMC9__CXU09_02095
ERR1913276.171055__1.171055	1680__A0A174BEE7__BSTER_1311
ERR1913276.171188__1.171188	821__A0A174NVL6__NCTC10583_01782
ERR1913276.171190__1.171190	823__A0A395YVY3__ERS852513_03204
ERR1913276.171321__1.171321	165179__R6BPK1__DXB80_04445
ERR1913276.171711__1.171711	46503__R6Y9P8__evgS_3
ERR1913276.171811__1.171811	40520__R7DA92__DXC87_13515
ERR1913276.171885__1.171885	214856__A0A174FWM7__ERS852559_00590
ERR1913276.171931__1.171931	1550024__A0A3B9WKW6__TQ39_07780
ERR1913276.171935__1.171935	821__R9HFW2__DXD01_00365
ERR1913276.172034__1.172034	820__A0A174F0C1__nreB
ERR1913276.172538__1.172538	1550024__A0A3B9WG46__ASJ35_14590
ERR1913276.172645__1.172645	40518__R5DQN7__DXD93_03540
ERR1913276.172658__1.172658	818__A0A0P0F7K1__ERS852461_02719
ERR1913276.172942__1.172942	818__A0A139L1D5__BT_2967
ERR1913276.172975__1.172975	357276__A0A0K2HDP3__IY41_00705
ERR1913276.173144__1.173144	1262929__R6EZP7__BN691_00230
ERR1913276.173772__1.173772	216816__C2GSX7__DD678_03555
ERR1913276.174124__1.174124	649756__A0A173TWP5__DCR88_07775
ERR1913276.174156__1.174156	28116__A0A1G6G9R4__CUY_0131
ERR1913276.174188__1.174188	28117__B0N028__BHV66_05935
ERR1913276.174306__1.174306	1535__A7VRX0__CH238_12790
ERR1913276.174403__1.174403	1308__Q5M640__CG712_07405
ERR1913276.174532__1.174532	39492__D4JUD7__EUBSIR_01877
ERR1913276.174538__1.174538	28117__B0MTW8__ALIPUT_00502
ERR1913276.174683__1.174683	28116__A0A1Y4PH15__DXA80_17985
ERR1913276.174823__1.174823	487174__K0WZP2__DDY40_04000
ERR1913276.174740__1.174740	40518__R5DVL2__penA
ERR1913276.174833__1.174833	39491__C4Z9D4__DXD95_00055
ERR1913276.174786__1.174786	239935__A0A139TMG9__CXU07_10650
ERR1913276.175151__1.175151	214856__I3YPP3__Alfi_2701
ERR1913276.175192__1.175192	165179__A0A229I9X5__CFT61_01205
ERR1913276.175540__1.175540	1660__D4TWL2__APY09_09675
ERR1913276.175685__1.175685	818__A0A174LEN9__BJP75_006595
ERR1913276.175781__1.175781	165179__A0A3E5E920__DXB80_11625
ERR1913276.175950__1.175950	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.176017__1.176017	39491__D6E2U1__EUBREC_3278
ERR1913276.176122__1.176122	410072__A0A174J5N8__sbcC
ERR1913276.176213__1.176213	818__A0A3E5H5M0__SAMN05216253_12081
ERR1913276.176334__1.176334	853__A0A173YYY4__DWZ04_09420
ERR1913276.176347__1.176347	357276__I9R002__HMPREF1064_01826
ERR1913276.176349__1.176349	823__A6LC27__DXB14_11470
ERR1913276.176516__1.176516	214856__A0A174G1M7__ERS852559_00594
ERR1913276.176792__1.176792	39492__B0MP07__ERS852540_02083
ERR1913276.176922__1.176922	39491__A0A396FPV7__ERS852580_01177
ERR1913276.177017__1.177017	818__A0A3E5HN77__HMPREF2534_00072
ERR1913276.177078__1.177078	33039__A0A174ZIS2__RTO_10090
ERR1913276.177151__1.177151	214856__A0A174FWM7__ERS852559_00590
ERR1913276.177203__1.177203	2108523__A0A2P2F507__LAWASA_1081
ERR1913276.177308__1.177308	74426__sugC
ERR1913276.177676__1.177676	28052__A0A174MKP3__ERS852451_02483
ERR1913276.177843__1.177843	651822__GCA_000210715.1_00753
ERR1913276.178030__1.178030	1262924__R7HQP2__BN585_01509
ERR1913276.178158__1.178158	39492__D4JTF2__mutS2
ERR1913276.178233__1.178233	1262929__R6EYD9__BN691_00502
ERR1913276.178312__1.178312	291645__I8WZT8__HMPREF1068_04327
ERR1913276.178343__1.178343	820__A0A3E4WCC2__lptB_1
ERR1913276.178510__1.178510	1262777__R5VKZ4__BN512_01842
ERR1913276.178731__1.178731	33039__D4M4Y2__ERS852390_00147
ERR1913276.178785__1.178785	28116__A7M344__BACOV975_04644
ERR1913276.178813__1.178813	820__A0A139K9Q2__DXD40_08795
ERR1913276.179211__1.179211	820__A0A139KJR5__M093_4469
ERR1913276.179530__1.179530	820__A0A139K0J1__HMPREF2141_03205
ERR1913276.179719__1.179719	74426__purL
ERR1913276.179842__1.179842	214856__I3YPR6__Alfi_2724
ERR1913276.179939__1.179939	817__D1JSX5__M105_3516
ERR1913276.180295__1.180295	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913276.180464__1.180464	78535__F5U160__NCTC1080_01596
ERR1913276.180614__1.180614	853__A0A174C5M1__CGS58_04460
ERR1913276.180886__1.180886	357276__A0A076IN21__BSEG_03078
ERR1913276.180922__1.180922	33039__D4M0J9__ERS852577_03924
ERR1913276.180957__1.180957	1550024__A0A0D8J3J4__TQ39_01275
ERR1913276.181112__1.181112	40518__R5DVX3__RBL263_01584
ERR1913276.181187__1.181187	820__A0A3E5BMG9__DXD40_05130
ERR1913276.181317__1.181317	387661__K5YAU5__PRABACTJOHN_00490
ERR1913276.181420__1.181420	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913276.181427__1.181427	214856__A0A174CRY5__ERS852559_01060
ERR1913276.181517__1.181517	74426__infB
ERR1913276.181554__1.181554	1303__A0A1X1HYZ2__B7716_01005
ERR1913276.181557__1.181557	28117__B0MT86__BHV66_02450
ERR1913276.181816__1.181816	1150298__A0A174U7I9__ERS852406_02991
ERR1913276.181871__1.181871	1686__B6XSS3__BCAT_0381
ERR1913276.181966__1.181966	357276__A0A174L570__GV66_05720
ERR1913276.182234__1.182234	2108523__A0A2P2F504__LAWASA_1087
ERR1913276.182307__1.182307	818__A0A0P0EV21__NCTC13706_01181
ERR1913276.182399__1.182399	40518__R5DU52__RB5AMG_02245
ERR1913276.182563__1.182563	47678__R5U7P3__DXB67_08985
ERR1913276.182880__1.182880	357276__A0A1Y3Z6X3__GV66_07715
ERR1913276.182892__1.182892	820__A0A139KEW8__DXB64_06405
ERR1913276.182981__1.182981	817__Q64RY5__M122_2555
ERR1913276.182997__1.182997	74426__thrZ
ERR1913276.183101__1.183101	28117__B0MXG8__ALIPUT_01814
ERR1913276.183649__1.183649	387661__K5Z309__B5F96_00900
ERR1913276.183843__1.183843	363265__G6AY47__HMPREF0673_01556
ERR1913276.183910__1.183910	328814__GCA_004558275.1_00035
ERR1913276.183940__1.183940	1680__R5GRA4__ERS852382_01548
ERR1913276.183994__1.183994	853__A0A174C5M1__CGS58_04460
ERR1913276.184112__1.184112	818__R7KLE6__BJP75_004275
ERR1913276.184128__1.184128	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.184312__1.184312	1262911__R6GQM3__BN557_01245
ERR1913276.184359__1.184359	214856__A0A174A1J3__ERS852447_01000
ERR1913276.184467__1.184467	28116__A0A395VZB9__Bovatus_03205
ERR1913276.184593__1.184593	28117__B0MWZ9__ALIPUT_01735
ERR1913276.184616__1.184616	74426__sufB
ERR1913276.184706__1.184706	216816__B3DRU6__DPC6323_0992
ERR1913276.184713__1.184713	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.184667__1.184667	820__A0A174B4N2__M093_2531
ERR1913276.184684__1.184684	74426__group_4851
ERR1913276.184772__1.184772	40518__R5E6K5__speA
ERR1913276.184838__1.184838	1680__R5GZJ8__BSTER_1195
ERR1913276.184810__1.184810	28117__B0MU53__ALIPUT_00569
ERR1913276.185202__1.185202	487174__K0WZP2__DDY40_04000
ERR1913276.185240__1.185240	1303__A0A133S0N3__glyQ
ERR1913276.185321__1.185321	671232__E6IZ64__CYK11_03670
ERR1913276.185416__1.185416	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913276.185651__1.185651	1686__B6XSS3__BCAT_0381
ERR1913276.185827__1.185827	28117__B0MTV3__BHV66_06405
ERR1913276.185835__1.185835	214856__A0A174ZEF7__mboIIM_1
ERR1913276.186191__1.186191	28117__B0MTI4__ALIPUT_00084
ERR1913276.186245__1.186245	357276__I9FRW5__B5F95_21685
ERR1913276.186309__1.186309	214856__A0A174ZB00__ERS852559_00631
ERR1913276.186330__1.186330	1848158__A0A1E3C344__A7W90_15845
ERR1913276.186500__1.186500	46503__R6Y9P8__evgS_3
ERR1913276.186727__1.186727	214856__A0A174A0R8__ERS852447_00998
ERR1913276.186748__1.186748	165179__A0A3E5E3D6__DXC61_05750
ERR1913276.187093__1.187093	853__A8SB03__C4Q21_07960
ERR1913276.187107__1.187107	28117__B0MXG8__ALIPUT_01814
ERR1913276.187156__1.187156	626932__G5H6M5__HMPREF9450_00585
ERR1913276.187296__1.187296	78535__E6J2Q7__NCTC1080_00189
ERR1913276.187357__1.187357	818__A0A3E5HGB5__ERS852511_02145
ERR1913276.187382__1.187382	820__A0A174M9V5__M093_0237
ERR1913276.187427__1.187427	28052__A0A174JFU5__yhbU_1
ERR1913276.187463__1.187463	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913276.187500__1.187500	28117__B0MTW8__ALIPUT_00502
ERR1913276.187725__1.187725	823__A0A395YZG9__M092_4358
ERR1913276.187734__1.187734	823__A0A069SAX6__ERS852380_00710
ERR1913276.187738__1.187738	39492__R6RT40__prkC_3
ERR1913276.187751__1.187751	818__A0A139K9H8__C5Z03_23905
ERR1913276.188267__1.188267	820__A0A3E4VZT7__DXB48_16145
ERR1913276.188296__1.188296	1160721__A0A1C6CMR2__BHW50_00085
ERR1913276.188318__1.188318	328814__GCA_004558275.1_00996
ERR1913276.188607__1.188607	1262929__R6EZX4__BN691_00295
ERR1913276.188656__1.188656	1686__B6XSS3__BCAT_0381
ERR1913276.188682__1.188682	360807__C0FRZ9__RIL183_20711
ERR1913276.188777__1.188777	39492__B0MS79__ERS852540_01394
ERR1913276.188800__1.188800	626940__E8LEB8__DCQ00_02555
ERR1913276.188807__1.188807	1262929__R6EZP7__BN691_00230
ERR1913276.188849__1.188849	820__A7VAR9__ERS852421_00197
ERR1913276.188851__1.188851	214856__I3YPR2__Alfi_2720
ERR1913276.188950__1.188950	214856__A0A174CRY5__ERS852559_01060
ERR1913276.189099__1.189099	1262924__R7HQI4__BN585_00500
ERR1913276.189189__1.189189	357276__B6W5Q7__DXD47_13945
ERR1913276.189363__1.189363	28117__B0MU58__BHV66_05630
ERR1913276.189388__1.189388	246787__A0A0P0FV02__AA416_03728
ERR1913276.189439__1.189439	817__Q64VD4__M113_1792
ERR1913276.189553__1.189553	1628085__A0A374VUI1__C7386_11920
ERR1913276.189770__1.189770	84030__D4MTJ5__B5F06_06085
ERR1913276.189831__1.189831	1739394__A0A1F1E3F7__HMPREF2890_04140
ERR1913276.190011__1.190011	817__A0A0K6BQ31__M066_0764
ERR1913276.190121__1.190121	853__C7H7F8__yccM_1
ERR1913276.190144__1.190144	165179__A0A3E4S980__PREVCOP_04626
ERR1913276.190189__1.190189	39492__D4JWJ4__EUBSIR_01090
ERR1913276.190269__1.190269	47678__R5U7X8__C5Z00_18270
ERR1913276.190329__1.190329	39491__A0A173SH34__EUR_24920
ERR1913276.190367__1.190367	39491__A0A395ZGU6__ERS852417_01456
ERR1913276.190657__1.190657	817__Q64VX6__M085_5191
ERR1913276.190838__1.190838	39492__R6RT40__prkC_3
ERR1913276.190990__1.190990	651822__GCA_000210715.1_00753
ERR1913276.191029__1.191029	1680__R5GZJ8__BSTER_1195
ERR1913276.191064__1.191064	328814__GCA_004558275.1_01000
ERR1913276.191151__1.191151	1686__A0A1X2YT39__BIFCAT_00301
ERR1913276.191341__1.191341	328814__GCA_004558275.1_01621
ERR1913276.191406__1.191406	1150298__A0A174TF64__ERS852406_00108
ERR1913276.191637__1.191637	28117__B0MWP2__ALIPUT_01468
ERR1913276.191602__1.191602	28117__B0MUL5__ALIPUT_00722
ERR1913276.191721__1.191721	28117__B0MT84__ALIPUT_00402
ERR1913276.191891__1.191891	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913276.192030__1.192030	28117__B0MXG8__ALIPUT_01814
ERR1913276.192414__1.192414	820__A0A174A6K0__M093_0079
ERR1913276.192444__1.192444	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913276.192484__1.192484	214856__A0A174ZER9__ERS852559_00614
ERR1913276.192519__1.192519	46228__B5CKX6__RUMLAC_00090
ERR1913276.192550__1.192550	301302__A0A0M6W9N8__tig_2
ERR1913276.192557__1.192557	35833__E5Y6S9__HMPREF0179_01914
ERR1913276.192816__1.192816	1262736__R5YZ60__BN496_01783
ERR1913276.192917__1.192917	357276__I8WML9__DXD47_10570
ERR1913276.193370__1.193370	28117__B0MY40__BHV66_05170
ERR1913276.193632__1.193632	820__I9J701__ERS852510_01809
ERR1913276.193769__1.193769	28117__B0MTW8__ALIPUT_00502
ERR1913276.193818__1.193818	28117__B0MY40__BHV66_05170
ERR1913276.193856__1.193856	74426__thrZ
ERR1913276.193912__1.193912	39492__D4MIK7__EUBSIR_00676
ERR1913276.193968__1.193968	820__A0A3E4WCC2__lptB_1
ERR1913276.193983__1.193983	820__A0A174RFI5__SAMN05444418_12240
ERR1913276.193999__1.193999	165179__R6XIF8__DXC61_07265
ERR1913276.194006__1.194006	487174__K0WR72__HMPREF9448_02610
ERR1913276.194012__1.194012	28117__B0MWZ3__BHV66_03240
ERR1913276.194254__1.194254	1262740__R7CU84__BN666_01047
ERR1913276.194317__1.194317	216816__D6ZW33__azlC
ERR1913276.194552__1.194552	820__A0A174G065__DXB62_08975
ERR1913276.194678__1.194678	214856__A0A174ZER9__ERS852559_00614
ERR1913276.194696__1.194696	239935__A0A2N8ITW6__CXT91_06265
ERR1913276.194812__1.194812	214856__A0A174A0P3__ERS852447_00994
ERR1913276.194929__1.194929	328814__GCA_004558275.1_00043
ERR1913276.194972__1.194972	39491__D6E4H2__DXB99_00485
ERR1913276.195129__1.195129	1150298__R7JU97__ERS852498_02579
ERR1913276.195304__1.195304	214856__A0A174ZED5__ERS852559_00591
ERR1913276.195523__1.195523	357276__C3RA36__HMPREF1065_03270
ERR1913276.195550__1.195550	28117__B0MSS9__BHV66_06085
ERR1913276.195606__1.195606	410072__A0A174AQ98__COPCOM_03377
ERR1913276.195834__1.195834	1262929__R6EXI8__BN691_01531
ERR1913276.195987__1.195987	357276__A0A076IN30__DXD47_09350
ERR1913276.196274__1.196274	165179__D1PGU8__PREVCOP_06463
ERR1913276.196325__1.196325	39491__D4JMW8__ERS852497_01971
ERR1913276.196371__1.196371	1262929__R6FV20__BN691_00610
ERR1913276.196431__1.196431	410072__A0A173S1W0__COPCOM_00541
ERR1913276.196803__1.196803	820__A0A174VD39__DXD90_12235
ERR1913276.196806__1.196806	817__A0A395WNA4__HMPREF1067_03282
ERR1913276.196739__1.196739	216816__E8MW20__DD674_07905
ERR1913276.197179__1.197179	74426__nifJ
ERR1913276.197248__1.197248	820__R9HP61__DXC91_01090
ERR1913276.197457__1.197457	1680__A0A173W5Z2__DXC53_01290
ERR1913276.197592__1.197592	1680__A7A7Z9__AAX71_05385
