ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.159520__1.159520	239935__A0A2N8HT44__CXT84_11035
ERR1913284.159527__1.159527	39491__A0A395V1Y4__DXB99_08035
ERR1913284.159599__1.159599	1262743__R5C564__BN727_01104
ERR1913284.159741__1.159741	36343__GeneID:1261160
ERR1913284.159816__1.159816	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.159994__1.159994	1262924__R7HRF6__BN585_01735
ERR1913284.160204__1.160204	239935__A0A2N8INK7__Amuc_0521
ERR1913284.160269__1.160269	39491__D4JMW8__ERS852497_01971
ERR1913284.160303__1.160303	33043__D5HFA1__ERS852400_02183
ERR1913284.160394__1.160394	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.160421__1.160421	33043__A8SWM2__ERS852575_01910
ERR1913284.160507__1.160507	1262911__R6H1J5__BN557_00905
ERR1913284.160512__1.160512	1660__J3EEV9__APY09_02625
ERR1913284.160576__1.160576	360807__C0FP74__ERS852444_00195
ERR1913284.160631__1.160631	28117__B0MT73__ALIPUT_00412
ERR1913284.160698__1.160698	39486__B0G7W4__DXD50_04530
ERR1913284.160766__1.160766	338188__A0A174ETX3__ERS852397_01955
ERR1913284.160889__1.160889	165179__D1PAJ7__PREVCOP_04222
ERR1913284.160951__1.160951	187979__A0A174CQ04__ERS852385_02192
ERR1913284.160982__1.160982	52226__A0A173ZSL9__MITSMUL_04307
ERR1913284.161108__1.161108	2108523__A0A2P2F3W3__LAWASA_692
ERR1913284.161229__1.161229	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.161232__1.161232	853__A0A3E2U7E6__ERS852582_01640
ERR1913284.161250__1.161250	853__A0A174CVG7__CGS58_09335
ERR1913284.161445__1.161445	853__E2ZJT1__C4N23_03535
ERR1913284.161603__1.161603	28116__A0A078Q626__HMPREF1070_02735
ERR1913284.161669__1.161669	165179__A0A3E5DWQ1__DXB80_06635
ERR1913284.161743__1.161743	46503__B7BG40__ERS852463_01623
ERR1913284.161804__1.161804	46503__A7AH78__DD461_04085
ERR1913284.161860__1.161860	165179__R6CNX7__DXB80_02200
ERR1913284.161918__1.161918	1262743__R5C2M9__BN727_01655
ERR1913284.162302__1.162302	39485__A0A174ZPJ9__tig_2
ERR1913284.162543__1.162543	165179__D1PAJ7__PREVCOP_04222
ERR1913284.162706__1.162706	853__A0A173T0Y8__CGS54_07215
ERR1913284.162764__1.162764	33043__A0A174B5C6__acm_3
ERR1913284.162768__1.162768	853__A0A2A7ATM9__DWZ89_13645
ERR1913284.162821__1.162821	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.162924__1.162924	165179__A0A3E5AER8__DXB80_07075
ERR1913284.163128__1.163128	46503__R6X6L7__HMPREF1060_00291
ERR1913284.163208__1.163208	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913284.163510__1.163510	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913284.163521__1.163521	39491__A0A395V5R3__EUBREC_1883
ERR1913284.163819__1.163819	39491__A0A395ZHW9__DXC13_02590
ERR1913284.163947__1.163947	33043__A0A173WPI1__ERS852400_02100
ERR1913284.163996__1.163996	28052__R7N6Q7__rafA
ERR1913284.164119__1.164119	39491__A0A396FP46__cobD_2
ERR1913284.164099__1.164099	28052__A0A174I4I1__ERS852499_00646
ERR1913284.164133__1.164133	33043__D5HH62__ERS852575_00121
ERR1913284.164224__1.164224	357276__A0A0M1W1I8__ABI39_13620
ERR1913284.164467__1.164467	239935__A0A2N8HL50__CXT98_09135
ERR1913284.164479__1.164479	33043__A0A174AEP1__apr
ERR1913284.164556__1.164556	28052__A0A174KGM3__ERS852451_01819
ERR1913284.164540__1.164540	357276__I8VLL2__HMPREF1065_03395
ERR1913284.164802__1.164802	1262924__R7HQB3__BN585_00435
ERR1913284.164876__1.164876	165179__A0A3E5E9I4__DXB80_09745
ERR1913284.164955__1.164955	1262911__R6GPI7__BN557_00907
ERR1913284.164994__1.164994	39491__A0A395ZIT8__EUR_13460
ERR1913284.165077__1.165077	39491__A0A395ZHV7__ykvU
ERR1913284.165140__1.165140	1262911__R6HN72__BN557_00911
ERR1913284.165268__1.165268	165179__A0A174PS14__DXC61_13945
ERR1913284.165359__1.165359	165179__A0A174SR12__DXB80_04410
ERR1913284.165871__1.165871	165179__A0A3E5AGH1__DXB80_05820
ERR1913284.165916__1.165916	39491__A0A174EQV2__DXB69_10230
ERR1913284.166070__1.166070	165179__D1PCT4__DXB80_09470
ERR1913284.166398__1.166398	360807__C0FSM3__ROSEINA2194_01739
ERR1913284.166416__1.166416	239935__A0A2N8IVR0__CXT87_07115
ERR1913284.166427__1.166427	1308__V8LZ20__amtB
ERR1913284.166505__1.166505	360807__A0A1Q6SXK5__RIL183_06541
ERR1913284.166680__1.166680	39491__A0A174G6M3__DXD13_14470
ERR1913284.166820__1.166820	39485__A0A174Z7G5__EUBELI_01168
ERR1913284.167146__1.167146	820__A0A3E4VZS7__DXC07_14435
ERR1913284.167067__1.167067	1262743__R5C8J0__BN727_01904
ERR1913284.167247__1.167247	165179__A0A3E5AGH1__DXB80_05820
ERR1913284.167433__1.167433	165179__R6CNX7__DXB80_02200
ERR1913284.167436__1.167436	33043__A0A173YLD4__ERS852575_00535
ERR1913284.167463__1.167463	33043__A0A174D8D4__ERS852386_02537
ERR1913284.167556__1.167556	165179__R6CNX7__DXB80_02200
ERR1913284.167681__1.167681	1150298__A0A174MLY5__ERS852498_01797
ERR1913284.167725__1.167725	33043__D5HFF6__yihX
ERR1913284.167786__1.167786	165179__A0A3E5EB26__CFT61_02800
ERR1913284.167934__1.167934	39492__D4JQS6__ykoD
ERR1913284.168084__1.168084	1262929__R6FTR6__BN691_00242
ERR1913284.168044__1.168044	360807__C0FPN7__ERS852444_02993
ERR1913284.168336__1.168336	28052__A0A174M0I3__ERS852451_02171
ERR1913284.168292__1.168292	1262803__R6PJV2__BN649_01613
ERR1913284.168303__1.168303	165179__A0A3E5EBQ2__DXC61_01930
ERR1913284.168362__1.168362	165179__A0A229I9X5__CFT61_01205
ERR1913284.168371__1.168371	821__A0A0P0L952__M097_4235
ERR1913284.168372__1.168372	821__A0A0P0L952__M097_4235
ERR1913284.168468__1.168468	301302__A0A173SUI7__M72_11091
ERR1913284.168524__1.168524	28052__A0A174IKM0__ERS852499_00833
ERR1913284.168531__1.168531	165179__A0A174SA26__PREVCOP_05758
ERR1913284.168658__1.168658	39492__R6SPM9__pheT
ERR1913284.168669__1.168669	1965560__A0A1Y4RRU2__B5E82_02250
ERR1913284.168717__1.168717	28117__B0MWX3__BHV66_03010
ERR1913284.168885__1.168885	39491__D4JMW8__ERS852497_01971
ERR1913284.168971__1.168971	40518__R5DYF6__RBL263_01812
ERR1913284.168932__1.168932	165179__D1PGD2__DXC61_10875
ERR1913284.169167__1.169167	853__E2ZJT1__C4N23_03535
ERR1913284.169183__1.169183	39491__A0A396FNY7__LD38_16155
ERR1913284.169285__1.169285	33043__A0A174B5C6__acm_3
ERR1913284.169520__1.169520	28052__A0A174YME0__acm_2
ERR1913284.169530__1.169530	39491__A0A395V2Y7__DXB72_13970
ERR1913284.169787__1.169787	165179__A0A174W369__PREVCOP_04548
ERR1913284.169761__1.169761	165179__A0A174W369__PREVCOP_04548
ERR1913284.170083__1.170083	1262743__R5C534__BN727_01046
ERR1913284.170088__1.170088	1262736__R5YX38__BN496_01145
ERR1913284.170212__1.170212	39491__R6TQ09__DXC13_03010
ERR1913284.170233__1.170233	39491__A0A396FP46__cobD_2
ERR1913284.170331__1.170331	39491__R6TQ09__DXC13_03010
ERR1913284.170334__1.170334	28052__A0A174HY73__ERS852451_01605
ERR1913284.170517__1.170517	165179__A0A229I6N7__DXC61_06720
ERR1913284.170722__1.170722	649756__D4MW45__DCR88_11455
ERR1913284.170695__1.170695	28052__R7N6Q7__rafA
ERR1913284.170760__1.170760	165179__D1PFV4__PREVCOP_06112
ERR1913284.170788__1.170788	1262803__R6NS26__BN649_01231
ERR1913284.171099__1.171099	360807__C0FZM4__RIL183_06871
ERR1913284.171108__1.171108	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913284.171418__1.171418	165179__D1PCL6__DXB80_13435
ERR1913284.171571__1.171571	1262924__R7HTA4__BN585_00391
ERR1913284.171713__1.171713	165179__R6CNX7__DXB80_02200
ERR1913284.171813__1.171813	33043__A0A173X520__ERS852575_01617
ERR1913284.171976__1.171976	39491__D4JMW8__ERS852497_01971
ERR1913284.172316__1.172316	28052__R7NAP6__ERS852499_01969
ERR1913284.172327__1.172327	165179__D1PCT4__DXB80_09470
ERR1913284.172390__1.172390	165179__A0A3E5ED28__PREVCOP_06655
ERR1913284.172465__1.172465	165179__A0A3E5DV57__DXB80_11400
ERR1913284.172655__1.172655	40518__R5E2Z2__DXD93_09295
ERR1913284.172944__1.172944	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.173106__1.173106	39485__A0A175A403__EUBELI_20577
ERR1913284.173303__1.173303	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.173395__1.173395	936548__J1B837__HMPREF1136_0022
ERR1913284.173411__1.173411	301301__A0A174ENJ9__RHOM_05945
ERR1913284.173485__1.173485	39492__D4JR08__ERS852540_02467
ERR1913284.173506__1.173506	853__A0A174BZY1__xerD_1
ERR1913284.173957__1.173957	33043__D5HIL5__ERS852445_01761
ERR1913284.174005__1.174005	39492__R6SPM9__pheT
ERR1913284.173980__1.173980	47678__R5U948__ERS852494_02962
ERR1913284.174089__1.174089	33043__A0A174AEP1__apr
ERR1913284.174113__1.174113	40518__R5DYT8__mscS
ERR1913284.174145__1.174145	46228__B5CLJ3__HMPREF1202_00485
ERR1913284.174419__1.174419	301301__A0A395V7G5__RHOM_16755
ERR1913284.174428__1.174428	28117__B0MWP2__ALIPUT_01468
ERR1913284.174494__1.174494	1263000__R5EFJ5__BN466_01372
ERR1913284.174577__1.174577	39491__A0A395V297__EUR_01010
ERR1913284.174658__1.174658	301301__G2T5S1__gsiA_1
ERR1913284.174791__1.174791	40518__R5DME2__DXD86_07315
ERR1913284.174795__1.174795	39491__A0A396FPV7__ERS852580_01177
ERR1913284.174898__1.174898	165179__A0A174K816__DXB80_12000
ERR1913284.175084__1.175084	33043__D5HEU4__ftsW_3
ERR1913284.175086__1.175086	165179__A0A3E5DX15__DXC61_00345
ERR1913284.175258__1.175258	239935__A0A2N8IUK0__CXU01_07370
ERR1913284.175391__1.175391	39485__A0A174YMC1__recN
ERR1913284.175456__1.175456	39492__A0A174Z2N0__EUBSIR_01615
ERR1913284.175520__1.175520	33043__D5HGR0__rpfC_2
ERR1913284.175592__1.175592	33043__A0A173YYE7__ERS852445_00670
ERR1913284.175674__1.175674	28052__A0A174PNN9__ERS852451_02058
ERR1913284.175695__1.175695	1262924__R7HMZ4__BN585_01629
ERR1913284.175754__1.175754	384638__B7AN60__BACPEC_00112
ERR1913284.175756__1.175756	28052__R7N8X2__ERS852451_01586
ERR1913284.175785__1.175785	46503__R6X0L4__DXB61_05325
ERR1913284.175899__1.175899	39491__A0A396FUZ3__phoR_1
ERR1913284.175966__1.175966	39491__A0A395ZGU6__ERS852417_01456
ERR1913284.175982__1.175982	165179__D1PCY7__DXB80_02765
ERR1913284.175992__1.175992	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.176001__1.176001	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.176214__1.176214	28052__A0A174M373__speA_2
ERR1913284.176348__1.176348	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.176420__1.176420	39491__A0A396FRK0__ERS852417_00541
ERR1913284.176434__1.176434	301302__A0A0M6WF57__M72_22681
ERR1913284.176620__1.176620	394340__group_3330
ERR1913284.176644__1.176644	1262929__R6FTR6__BN691_00242
ERR1913284.176815__1.176815	821__A0A078R9Y9__M097_2119
ERR1913284.176871__1.176871	39492__A0A174Z2N0__EUBSIR_01615
ERR1913284.177013__1.177013	165179__A0A3E5E2C8__folA
ERR1913284.176990__1.176990	39491__A0A395ZHW3__ERS852417_01359
ERR1913284.177189__1.177189	239935__A0A2N8I3G2__CXT89_00720
ERR1913284.177323__1.177323	33043__D5HFA0__glfT2
ERR1913284.177334__1.177334	33043__A0A374K1H3__ykoD_2
ERR1913284.177430__1.177430	239935__R6JAS2__CXU02_10725
ERR1913284.177584__1.177584	39491__C4ZEW3__T1815_18241
ERR1913284.177648__1.177648	165179__D1PCU4__PREVCOP_05029
ERR1913284.177834__1.177834	39485__A0A174YMI9__cph2_5
ERR1913284.177915__1.177915	33043__D5HGK4__ERS852445_01371
ERR1913284.177951__1.177951	39492__D4JTF2__mutS2
ERR1913284.178009__1.178009	853__C7H7F5__DWZ46_01780
ERR1913284.178168__1.178168	165179__D1PHV2__PREVCOP_06822
ERR1913284.178273__1.178273	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.178286__1.178286	39491__A0A174LTW7__DXD13_08720
ERR1913284.178309__1.178309	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.178392__1.178392	165179__D1PCY7__DXB80_02765
ERR1913284.178484__1.178484	33043__D5HEY0__ERS852386_01426
ERR1913284.178819__1.178819	165179__D1PAJ7__PREVCOP_04222
ERR1913284.178943__1.178943	853__A0A2J4JL53__CRH10_10795
ERR1913284.179116__1.179116	649756__R5Z9G3__ERS852571_02234
ERR1913284.179120__1.179120	165179__D1PCL6__DXB80_13435
ERR1913284.179401__1.179401	28052__R7NFJ0__lytR_8
ERR1913284.179692__1.179692	853__A0A2A7B1Y7__C7K05_11930
ERR1913284.179772__1.179772	410072__A0A174E1G6__phoR_6
ERR1913284.179778__1.179778	357276__I8WFU9__BACDOR_02006
ERR1913284.179840__1.179840	46228__B5CS18__RUMLAC_02269
ERR1913284.179879__1.179879	853__A0A174AML0__FPR_08640
ERR1913284.180015__1.180015	33043__D5HIK4__ERS852400_01112
ERR1913284.180035__1.180035	165179__D1PHM6__DXC61_06700
ERR1913284.180157__1.180157	74426__nifJ
ERR1913284.180372__1.180372	1378168__V2YA11__N510_02528
ERR1913284.180477__1.180477	46228__B5CLE1__HMPREF1202_01861
ERR1913284.180593__1.180593	1262924__R7HUG0__BN585_00790
ERR1913284.180594__1.180594	239935__R6JFR5__CXT84_04850
ERR1913284.180616__1.180616	1150298__A0A174HB98__ERS852406_02617
ERR1913284.180860__1.180860	165179__A0A3E5EBQ2__DXC61_01930
ERR1913284.180978__1.180978	1308__A0A2X3U861__CV713_04305
ERR1913284.180969__1.180969	28117__B0MTV3__BHV66_06405
ERR1913284.181051__1.181051	33043__A0A174BBC4__ERS852575_02261
ERR1913284.181041__1.181041	1262924__R7HT26__BN585_00306
ERR1913284.181043__1.181043	853__A0A173RZ39__C4N22_01650
ERR1913284.181638__1.181638	33043__A0A174AEP1__apr
ERR1913284.181680__1.181680	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913284.181818__1.181818	165179__A0A3E4SB80__DXC61_12880
ERR1913284.181925__1.181925	33043__A0A174A113__ERS852445_00416
ERR1913284.182067__1.182067	165179__D1PGJ6__DXC61_07300
ERR1913284.182086__1.182086	39491__C4Z9E9__T1815_12341
ERR1913284.182346__1.182346	165179__R6C3A5__DXC61_11820
ERR1913284.182558__1.182558	1262803__R6NUU3__BN649_00403
ERR1913284.182567__1.182567	165179__A0A3E4SID1__DXB80_01945
ERR1913284.182584__1.182584	165179__A0A174IYW3__DXC61_01235
ERR1913284.182603__1.182603	239935__A0A2N8IKW7__pstA
ERR1913284.182644__1.182644	165179__D1PAJ7__PREVCOP_04222
ERR1913284.183036__1.183036	357276__A0A0P0M2G3__BACDOR_03913
ERR1913284.183129__1.183129	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.183091__1.183091	165179__A0A3E5AER8__DXB80_07075
ERR1913284.183290__1.183290	46503__A7AHD3__DXB85_00810
ERR1913284.183382__1.183382	28117__B0MZ14__ALIPUT_02383
ERR1913284.183654__1.183654	239935__R6JAS2__CXU02_10725
ERR1913284.183727__1.183727	39492__D4JS88__ERS852540_00578
ERR1913284.183757__1.183757	357276__A0A076ISD9__EL88_07480
ERR1913284.183854__1.183854	28118__F9Z5L6__Odosp_1662
ERR1913284.183968__1.183968	1262986__R5ZUV9__BN492_01330
ERR1913284.184145__1.184145	39491__A0A173QT73__alaS_2
ERR1913284.184236__1.184236	410072__C0BEV2__ERS852525_03010
ERR1913284.184387__1.184387	165179__D1PDT3__PREVCOP_05375
ERR1913284.184461__1.184461	28117__B0MWP2__ALIPUT_01468
ERR1913284.184510__1.184510	820__A7V8C2__ERS852554_01338
ERR1913284.184656__1.184656	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913284.184686__1.184686	39492__A0A174ZG93__EUBSIR_00254
ERR1913284.184776__1.184776	47678__R5U3L4__C5Z00_12600
ERR1913284.184795__1.184795	239935__B2UL21__CXT98_03395
ERR1913284.185049__1.185049	1263011__R6DR81__BN553_01264
ERR1913284.185355__1.185355	1262924__R7HLJ9__BN585_01064
ERR1913284.185385__1.185385	487175__F3QK43__HMPREF9439_01300
ERR1913284.185469__1.185469	46503__R6XAG6__DXB85_14995
ERR1913284.185477__1.185477	39491__A0A395UVM9__DXB76_04540
ERR1913284.185499__1.185499	1262924__R7HUR1__BN585_00057
ERR1913284.185512__1.185512	40518__R5DNI6__RBATCC27255_00844
ERR1913284.185516__1.185516	165179__A0A3E5DN34__DXC61_07865
ERR1913284.185752__1.185752	47678__A5ZI88__BACCAC_02617
ERR1913284.185756__1.185756	706562__GCA_900112995.1_02104
ERR1913284.185807__1.185807	28052__A0A174KNE1__ptsI_2
ERR1913284.186068__1.186068	1628085__A0A2U1BCH3__C7386_10746
ERR1913284.186256__1.186256	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913284.186341__1.186341	853__A0A2A7A628__CGS57_13755
ERR1913284.186699__1.186699	165179__D1PDT3__PREVCOP_05375
ERR1913284.186785__1.186785	165179__D1PCY7__DXB80_02765
ERR1913284.186842__1.186842	817__A0A015NVK9__HMPREF1204_01972
ERR1913284.186895__1.186895	165179__A0A174IPI3__CFT61_10940
ERR1913284.186898__1.186898	28117__B0MY40__BHV66_05170
ERR1913284.187222__1.187222	40520__R7DCK3__DXD81_02605
ERR1913284.187446__1.187446	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913284.187458__1.187458	1262746__R5S4S7__BN750_02366
ERR1913284.187462__1.187462	46503__R6X2Z6__PARMER_01597
ERR1913284.187615__1.187615	28117__B0MWC6__BHV66_00965
ERR1913284.187839__1.187839	626940__E8LE57__HMPREF9443_01128
ERR1913284.187874__1.187874	1780376__A0A143XQT4__BN3659_01658
ERR1913284.187821__1.187821	39485__C4Z6F3__EUBELI_20400
ERR1913284.187829__1.187829	165179__R6CNX7__DXB80_02200
ERR1913284.187888__1.187888	1263000__R5EHB0__BN466_01647
ERR1913284.187908__1.187908	33043__A0A3A6J8T3__yvhJ
ERR1913284.187918__1.187918	39491__A0A395UZ89__DXB72_12805
ERR1913284.187963__1.187963	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.187966__1.187966	165179__D1PCL6__DXB80_13435
ERR1913284.187971__1.187971	165179__D1PEW8__DXB80_13775
ERR1913284.187976__1.187976	39491__A0A396FSN2__EUBREC_0707
ERR1913284.188059__1.188059	28052__A0A174K0K8__ERS852451_01224
ERR1913284.188221__1.188221	33043__D5HGZ8__nnr
ERR1913284.188249__1.188249	39492__A0A174ZP27__EUBSIR_00033
ERR1913284.188266__1.188266	360807__C0FSM3__ROSEINA2194_01739
ERR1913284.188300__1.188300	46228__V8CBW1__HMPREF1202_00636
ERR1913284.188593__1.188593	39492__D4JW10__pppA
ERR1913284.188776__1.188776	39491__A0A395ZEN3__DXD95_12655
ERR1913284.188954__1.188954	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.189051__1.189051	165179__A0A3E5A554__DXB80_13805
ERR1913284.189101__1.189101	33043__D5HFX2__ERS852445_02161
ERR1913284.189165__1.189165	239935__A0A2N8IMD6__CXU03_05585
ERR1913284.189136__1.189136	47678__R5UT83__DW706_09750
ERR1913284.189197__1.189197	165179__A0A174SR12__DXB80_04410
ERR1913284.189204__1.189204	165179__D1PAJ7__PREVCOP_04222
ERR1913284.189243__1.189243	165179__A0A174UTZ7__DXC61_06705
ERR1913284.189374__1.189374	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.189401__1.189401	28117__B0MY45__ALIPUT_02164
ERR1913284.189709__1.189709	28117__R7JH62__BHV66_05735
ERR1913284.189838__1.189838	28117__B0MTV0__BHV66_06395
ERR1913284.189849__1.189849	165179__A0A3E5E643__DXB80_06030
ERR1913284.189782__1.189782	165179__A0A3E4SG51__DXC61_10575
ERR1913284.190118__1.190118	40520__D4LUV4__DXB81_08455
ERR1913284.190306__1.190306	1680__A0A173X776__B0070_1318
ERR1913284.190458__1.190458	853__A0A174AML0__FPR_08640
ERR1913284.190461__1.190461	853__A0A173YYY4__DWZ04_09420
ERR1913284.190576__1.190576	28118__R6F6B2__B5F99_03180
ERR1913284.190710__1.190710	165179__A0A3E4S980__PREVCOP_04626
ERR1913284.190840__1.190840	821__R7P1Q7__M099_2990
ERR1913284.191129__1.191129	33043__A0A173YQY3__ERS852445_01438
ERR1913284.191396__1.191396	1262924__R7HUR1__BN585_00057
ERR1913284.191465__1.191465	165179__D1P8Q2__trpF
ERR1913284.191526__1.191526	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913284.191604__1.191604	239935__A0A2N8HQR1__Amuc_0287
ERR1913284.191815__1.191815	410072__A0A174JCL9__tee6
ERR1913284.192111__1.192111	28052__A0A174M0I3__ERS852451_02171
ERR1913284.192115__1.192115	626940__R6X4V5__DCQ00_10410
ERR1913284.192344__1.192344	301302__R5UVR7__ERS852420_00118
ERR1913284.192348__1.192348	239935__A0A2N8INZ4__CXU08_03560
ERR1913284.192441__1.192441	1262746__R5SUJ9__BN750_00526
ERR1913284.192485__1.192485	1262803__R6P1C2__BN649_00451
ERR1913284.192514__1.192514	39492__D4JVT0__EUBSIR_00059
ERR1913284.192532__1.192532	1262911__R6GSH8__BN557_00939
ERR1913284.192597__1.192597	28052__A0A174MI15__pleD
ERR1913284.192613__1.192613	33043__D5HIS6__ERS852575_02019
ERR1913284.192752__1.192752	39492__D4JVG1__ERS852540_00951
ERR1913284.192799__1.192799	357276__I9QWD4__DXD47_15075
ERR1913284.192900__1.192900	39492__R6SPM9__pheT
ERR1913284.193041__1.193041	1262889__R7HB69__BN634_01104
ERR1913284.193077__1.193077	39491__D4JMW8__ERS852497_01971
ERR1913284.193172__1.193172	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.193433__1.193433	1262924__R7HLJ5__BN585_01491
ERR1913284.193567__1.193567	165179__A0A3E4S980__PREVCOP_04626
ERR1913284.193683__1.193683	33043__A0A174B7D6__ERS852400_01331
ERR1913284.193756__1.193756	1262803__R6NRB9__BN649_01933
ERR1913284.193961__1.193961	165179__D1PDJ4__DXB80_08505
ERR1913284.194145__1.194145	328814__GCA_004558275.1_02280
ERR1913284.194125__1.194125	40518__R5DPI9__DXD83_07375
ERR1913284.194134__1.194134	1263011__R6DWT0__BN553_00469
ERR1913284.194166__1.194166	39492__D4MMN2__EUBSIR_00964
ERR1913284.194538__1.194538	853__C7H1R8__DW905_06675
ERR1913284.194658__1.194658	39492__D4JTU4__ykfG
ERR1913284.194702__1.194702	1262924__R7HPS8__BN585_00646
ERR1913284.194834__1.194834	1262743__R5C564__BN727_01104
ERR1913284.194895__1.194895	33043__A8SPT5__yfiN_2
ERR1913284.195096__1.195096	357276__E5UTL1__HMPREF1065_03551
ERR1913284.195194__1.195194	165179__R6CNX7__DXB80_02200
ERR1913284.195348__1.195348	39491__A0A173RA59__EUR_24800
ERR1913284.195389__1.195389	357276__I9FTR0__HMPREF1065_02861
ERR1913284.195418__1.195418	165179__D1PAJ7__PREVCOP_04222
ERR1913284.195627__1.195627	165179__A0A3E5AE59__DXC61_12885
ERR1913284.195607__1.195607	33043__D5HHY4__luxQ_1
ERR1913284.195897__1.195897	1780376__A0A143XQT4__BN3659_01658
ERR1913284.195817__1.195817	360807__A0A396AIC7__ERS852392_01627
ERR1913284.195834__1.195834	39491__C4Z9Y3__ERS852417_01808
ERR1913284.195879__1.195879	165179__A0A174W369__PREVCOP_04548
ERR1913284.195981__1.195981	33043__D5HF29__eglS_1
ERR1913284.196024__1.196024	239935__A0A139TSG7__CXU17_09600
ERR1913284.196269__1.196269	357276__I9FTR0__HMPREF1065_02861
ERR1913284.196336__1.196336	165179__A0A229I740__DXC61_10430
ERR1913284.196344__1.196344	165179__D1PAJ7__PREVCOP_04222
ERR1913284.196438__1.196438	39491__A0A396FNY7__LD38_16155
ERR1913284.196443__1.196443	1262911__R6H1M1__BN557_00925
ERR1913284.196551__1.196551	28117__B0MY40__BHV66_05170
ERR1913284.196590__1.196590	40520__D4LUV4__DXB81_08455
ERR1913284.196841__1.196841	28052__A0A174KNE1__ptsI_2
ERR1913284.196857__1.196857	165179__A0A229I1J2__DXB80_03950
ERR1913284.196872__1.196872	1262911__R6GTN3__BN557_01365
ERR1913284.196908__1.196908	33043__A0A173ZXG0__ERS852400_00169
ERR1913284.197025__1.197025	360807__C0FRV5__ROSEINA2194_01466
ERR1913284.197125__1.197125	28052__A0A174MH21__ERS852499_01905
ERR1913284.197112__1.197112	33043__A0A173W9Y8__ERS852575_00062
ERR1913284.197175__1.197175	47678__A5ZJ14__ERS852494_02225
ERR1913284.197207__1.197207	33043__A0A174BPV6__ERS852445_01773
