ERR1913167.17__1.17	47678__R5U3D5__DW706_05635
ERR1913167.210635__1.210635	1262924__R7HQB7__BN585_02057
ERR1913167.210765__1.210765	1262743__R5C7D3__BN727_00606
ERR1913167.210792__1.210792	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.210828__1.210828	544645__A0A1Y3W0T0__DXC42_17695
ERR1913167.211008__1.211008	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.211030__1.211030	1262882__R5MN65__BN519_00771
ERR1913167.211087__1.211087	820__A0A174F696__macB_13
ERR1913167.211181__1.211181	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.211204__1.211204	820__A0A174QT76__B5G17_18060
ERR1913167.211235__1.211235	454155__F3QTM3__HMPREF9442_01541
ERR1913167.211310__1.211310	820__A0A139K4T0__ERS852510_03146
ERR1913167.211299__1.211299	1262882__R5MHQ8__BN519_00707
ERR1913167.211399__1.211399	820__A0A374QGD2__ERS852421_02382
ERR1913167.211404__1.211404	1262882__R5MS31__BN519_01529
ERR1913167.211502__1.211502	454154__G5SU91__HMPREF9441_02946
ERR1913167.211632__1.211632	40518__R5E4X1__DXD93_05270
ERR1913167.211683__1.211683	820__R9I324__HMPREF2141_02414
ERR1913167.211829__1.211829	1263044__GCA_000433375.1_01438
ERR1913167.211787__1.211787	820__A7V9F9__B5G17_14640
ERR1913167.211813__1.211813	1262882__R5MYX5__BN519_00333
ERR1913167.211876__1.211876	820__A0A174CG08__DXB62_13215
ERR1913167.211979__1.211979	239935__R6IZU4__CXT87_08085
ERR1913167.212061__1.212061	820__A0A3E4VZT7__DXB48_16145
ERR1913167.212309__1.212309	1262882__R5MRT2__BN519_01494
ERR1913167.212358__1.212358	820__A0A139KG60__M094_2679
ERR1913167.212375__1.212375	487173__H1D0W9__HMPREF9453_01257
ERR1913167.212380__1.212380	204516__U6RAM4__HMPREF1534_03439
ERR1913167.212383__1.212383	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.212426__1.212426	820__A0A3E4FZM1__adaA_2
ERR1913167.212533__1.212533	820__A0A3E4W084__BACUNI_04042
ERR1913167.212811__1.212811	47678__A5ZEX0__DW706_08045
ERR1913167.213002__1.213002	487174__K0WX28__HMPREF9448_02178
ERR1913167.213124__1.213124	357276__I8WC65__EL88_00520
ERR1913167.213308__1.213308	820__A0A139JUD3__DXC91_19380
ERR1913167.213340__1.213340	820__A7V9F9__B5G17_14640
ERR1913167.213376__1.213376	1628085__A0A374VRS5__C7386_10481
ERR1913167.213460__1.213460	28117__B0MXU0__BHV66_07550
ERR1913167.213535__1.213535	1263006__R6LRF6__BN515_00540
ERR1913167.213632__1.213632	28111__E5WWI4__HMPREF1016_01032
ERR1913167.213727__1.213727	239935__A0A2N8IKW7__pstA
ERR1913167.213745__1.213745	1262743__R5C054__BN727_01980
ERR1913167.213782__1.213782	39491__A0A174LTW7__DXD13_08720
ERR1913167.213823__1.213823	1263107__GCA_000436995.1_00076
ERR1913167.213826__1.213826	40520__A5ZRI6__DXC87_12175
ERR1913167.213897__1.213897	360807__C0FVT5__RIL183_27241
ERR1913167.213966__1.213966	1263107__GCA_000436995.1_00059
ERR1913167.214277__1.214277	821__R6F3Y1__SAMN04487923_104318
ERR1913167.214280__1.214280	1897011__A0A1Q6REW8__BHW41_04435
ERR1913167.214500__1.214500	1262882__R5MGX3__BN519_00046
ERR1913167.214514__1.214514	1262882__R5N048__BN519_00502
ERR1913167.214792__1.214792	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913167.214803__1.214803	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.214870__1.214870	1160721__W0U560__RBI_I01229
ERR1913167.214965__1.214965	1262882__R5MGK3__BN519_00655
ERR1913167.215270__1.215270	1262882__R5N3H1__BN519_01121
ERR1913167.215351__1.215351	820__A0A173WUD7__DXB48_08055
ERR1913167.215352__1.215352	820__A7UYX8__DXD40_11635
ERR1913167.215431__1.215431	371601__I9JDI5__B5E50_12405
ERR1913167.215433__1.215433	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913167.215500__1.215500	1262882__R5MZ58__BN519_00525
ERR1913167.215620__1.215620	239935__A0A3F3K9J9__DEF40_00940
ERR1913167.215677__1.215677	1150298__R7JNQ8__ERS852406_00857
ERR1913167.215885__1.215885	820__A7UYX8__DXD40_11635
ERR1913167.216008__1.216008	820__A0A3E4W9W8__C801_01069
ERR1913167.216158__1.216158	410072__A0A3E4GRE0__DXD67_07105
ERR1913167.216213__1.216213	28117__B0MTW8__ALIPUT_00502
ERR1913167.216283__1.216283	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.216503__1.216503	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.216506__1.216506	820__A0A139K4W1__M093_0353
ERR1913167.216545__1.216545	39491__C4ZCV5__DXB99_11855
ERR1913167.216675__1.216675	820__A0A3E4W984__pssA
ERR1913167.216865__1.216865	301302__R5VEI6__cysA_2
ERR1913167.216975__1.216975	820__A0A374Q8T2__DXB64_16190
ERR1913167.217038__1.217038	28118__R6FA80__DHW44_06470
ERR1913167.217094__1.217094	820__A0A374QGD2__ERS852421_02382
ERR1913167.217277__1.217277	1550024__G9RPS1__TQ39_05000
ERR1913167.217440__1.217440	371601__C3R2J2__ERS852396_04353
ERR1913167.217632__1.217632	487173__H1D0A3__HMPREF9453_01041
ERR1913167.217847__1.217847	821__A0A174AYT0__DXC02_03530
ERR1913167.217997__1.217997	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.218017__1.218017	204516__U6RDD8__HMPREF1534_02559
ERR1913167.218279__1.218279	301301__G2SZ66__RHOM_00485
ERR1913167.218316__1.218316	216816__V6XY04__APK78_02285
ERR1913167.218333__1.218333	821__A0A173XDD3__DXB82_17180
ERR1913167.218584__1.218584	820__A0A374Q1D8__SAMN05444418_112114
ERR1913167.218637__1.218637	820__A7UYX8__DXD40_11635
ERR1913167.218731__1.218731	1297617__A0A0S2W1Z3__BIV19_01060
ERR1913167.218904__1.218904	820__A0A174CG08__DXB62_13215
ERR1913167.218844__1.218844	239935__R6JCH3__CXT95_08205
ERR1913167.218819__1.218819	487174__K0WZ94__HMPREF9448_00984
ERR1913167.218947__1.218947	820__A0A174TRB5__DXD40_11305
ERR1913167.219275__1.219275	820__I9A4U7__DHU98_12785
ERR1913167.219290__1.219290	820__A0A173XIP7__B5G17_16050
ERR1913167.219349__1.219349	820__A7VAR9__ERS852421_00197
ERR1913167.219400__1.219400	47678__R5U7X8__C5Z00_18270
ERR1913167.219499__1.219499	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.219562__1.219562	1550024__A0A3B9WEL2__TQ39_11090
ERR1913167.219688__1.219688	28117__B0MTV3__BHV66_06405
ERR1913167.219779__1.219779	1262743__R5CEY1__BN727_01432
ERR1913167.219949__1.219949	1628085__A0A374VUS5__C7386_10980
ERR1913167.219980__1.219980	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.220074__1.220074	39492__D4JUJ6__ssuB_2
ERR1913167.220425__1.220425	1965627__A0A1Y4BAX1__B5F86_05040
ERR1913167.220544__1.220544	204516__U6R898__HMPREF1534_03335
ERR1913167.220696__1.220696	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.220759__1.220759	820__A0A174M9V5__M093_0237
ERR1913167.220775__1.220775	1147151__GeneID:14182047
ERR1913167.221205__1.221205	1262924__R7HQ73__BN585_02030
ERR1913167.221268__1.221268	820__A0A396EWL3__ERS417307_03868
ERR1913167.221321__1.221321	1262882__A0A356PSJ4__BN519_01180
ERR1913167.221375__1.221375	820__A0A173WUD7__DXB48_08055
ERR1913167.221658__1.221658	1262882__R5N526__BN519_01603
ERR1913167.221750__1.221750	1263044__GCA_000433375.1_02953
ERR1913167.221910__1.221910	820__A7V780__adaA_3
ERR1913167.222099__1.222099	39492__D4JWY7__EUBSIR_01655
ERR1913167.222212__1.222212	47678__R5U6J0__ERS852558_00310
ERR1913167.222177__1.222177	820__A0A3E4VXP2__yesR
ERR1913167.222303__1.222303	1262882__R5N678__BN519_01604
ERR1913167.222381__1.222381	1262882__R5MFR3__BN519_00473
ERR1913167.222716__1.222716	1262882__R5MXW0__BN519_00317
ERR1913167.222722__1.222722	28111__E5X3F5__BACEGG_02868
ERR1913167.222929__1.222929	821__A0A396ER29__ERS852457_02298
ERR1913167.223100__1.223100	338188__R6RWS7__HMPREF1057_00911
ERR1913167.223214__1.223214	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.223334__1.223334	204516__U6RPN2__HMPREF1534_00368
ERR1913167.223909__1.223909	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913167.224049__1.224049	39492__D4JU36__cobC_1
ERR1913167.224139__1.224139	820__A0A174F696__macB_13
ERR1913167.224176__1.224176	357276__A0A0K2HDP3__IY41_00705
ERR1913167.224141__1.224141	820__A0A3E4VXP2__yesR
ERR1913167.224261__1.224261	1262882__R5MGX3__BN519_00046
ERR1913167.224293__1.224293	853__A0A173XRA8__CGS56_09290
ERR1913167.224319__1.224319	239935__A0A2N8HT44__CXT84_11035
ERR1913167.224322__1.224322	39486__B0G7C0__DXD10_08735
ERR1913167.224369__1.224369	1262882__R5N2U9__BN519_01221
ERR1913167.224372__1.224372	853__A0A173XRA8__CGS56_09290
ERR1913167.224534__1.224534	39492__D4JUD7__EUBSIR_01877
ERR1913167.224817__1.224817	39492__D4JRM9__bglB_2
ERR1913167.224832__1.224832	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.224909__1.224909	820__A0A174LIN6__HMPREF1072_03144
ERR1913167.224870__1.224870	820__A0A396EUU8__luxQ_3
ERR1913167.225066__1.225066	674529__A0A174HPT9__SAMN05444400_11358
ERR1913167.225075__1.225075	674529__R6UXI6__DXB21_03540
ERR1913167.225169__1.225169	821__I9R3W6__DXC16_12455
ERR1913167.225182__1.225182	1262882__R5MZQ5__BN519_00648
ERR1913167.225275__1.225275	820__A0A174TRB5__DXD40_11305
ERR1913167.225285__1.225285	1262882__R5MSI5__BN519_01596
ERR1913167.225342__1.225342	47678__R5U3D5__DW706_05635
ERR1913167.225540__1.225540	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.225577__1.225577	410072__A0A3E4GT98__ERS852574_02351
ERR1913167.225629__1.225629	820__A0A374Q4X1__HMPREF2141_02370
ERR1913167.225635__1.225635	820__A0A374QGD2__ERS852421_02382
ERR1913167.225665__1.225665	820__A7VAR9__ERS852421_00197
ERR1913167.225762__1.225762	820__A0A174CK74__DXB48_07060
ERR1913167.225892__1.225892	1262882__R5N004__BN519_00490
ERR1913167.225903__1.225903	820__A0A173YYG4__evgS_3
ERR1913167.225907__1.225907	820__A0A174G065__DXB62_08975
ERR1913167.226010__1.226010	821__E5UPR6__SAMN04487923_101768
ERR1913167.226272__1.226272	47678__R5UGX6__CGC64_16275
ERR1913167.226416__1.226416	357276__A0A0M1W657__HMPREF1064_04629
ERR1913167.226448__1.226448	357276__A0A076IXE0__HMPREF1064_04364
ERR1913167.226533__1.226533	820__A0A1T4IYF4__mprA_1
ERR1913167.226551__1.226551	820__A0A139JUD3__DXC91_19380
ERR1913167.226606__1.226606	1262882__R5MYP2__BN519_00435
ERR1913167.226649__1.226649	820__A0A396EWL3__ERS417307_03868
ERR1913167.226672__1.226672	1796613__A0A1C7H0F7__ADH74_00160
ERR1913167.226731__1.226731	239935__A0A139TVH7__CXU22_00215
ERR1913167.226702__1.226702	1263044__GCA_000433375.1_01436
ERR1913167.226765__1.226765	487173__H1D2L5__HMPREF9453_01853
ERR1913167.226815__1.226815	1262882__R5MS31__BN519_01529
ERR1913167.226903__1.226903	823__D7IUM6__M091_1082
ERR1913167.226959__1.226959	821__E5UMZ6__BVU_1450
ERR1913167.226983__1.226983	820__A0A174A6K0__M093_0079
ERR1913167.227090__1.227090	1262882__R5N1T9__BN519_00804
ERR1913167.227211__1.227211	853__A0A2J4JL53__CRH10_10795
ERR1913167.227401__1.227401	1262992__R5DA07__BN795_01576
ERR1913167.227348__1.227348	47678__R5UAY9__DW706_07200
ERR1913167.227463__1.227463	820__A0A3E4G3J9__ERS852459_02265
ERR1913167.227470__1.227470	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.227493__1.227493	1262882__R5N1L4__BN519_00757
ERR1913167.227525__1.227525	820__A0A173YYG4__evgS_3
ERR1913167.227748__1.227748	46506__R6AA48__SAMN05444283_105100
ERR1913167.227819__1.227819	47678__A0A174H7W9__ERS852494_00524
ERR1913167.227920__1.227920	1262882__R5MLP5__BN519_01602
ERR1913167.227929__1.227929	1262882__R5MFA5__BN519_00331
ERR1913167.227962__1.227962	853__A0A2A7B1Y7__C7K05_11930
ERR1913167.227979__1.227979	1262882__R5MM69__BN519_00075
ERR1913167.228015__1.228015	329854__R5LZ68__BACINT_01603
ERR1913167.228054__1.228054	820__A0A374Q4X1__HMPREF2141_02370
ERR1913167.228106__1.228106	371601__I9AGU6__CW1_2721
ERR1913167.228201__1.228201	1262882__R5N004__BN519_00490
ERR1913167.228248__1.228248	1262924__R7HQN1__BN585_00550
ERR1913167.228284__1.228284	820__A0A139K1Y6__DXB48_02610
ERR1913167.228459__1.228459	371601__I9UNH8__SAMN04487924_12147
ERR1913167.228418__1.228418	1297617__A0A0S2W6G4__IB211_02516c
ERR1913167.228432__1.228432	820__A0A139K1Y6__DXB48_02610
ERR1913167.228591__1.228591	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913167.228604__1.228604	820__A0A139KG60__M094_2679
ERR1913167.228570__1.228570	820__A0A3E4VXP2__yesR
ERR1913167.228628__1.228628	674529__A0A174PUY5__SAMN05444400_103201
ERR1913167.228699__1.228699	820__A7V9F9__B5G17_14640
ERR1913167.228701__1.228701	239935__A0A2N8HHB6__B5G29_11500
ERR1913167.228766__1.228766	820__A0A174GYA8__DXB64_07370
ERR1913167.228914__1.228914	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913167.229020__1.229020	301302__R5VFU2__xynA1
ERR1913167.229047__1.229047	487173__H1D1P5__HMPREF9453_01533
ERR1913167.229057__1.229057	820__A0A174TRB5__DXD40_11305
ERR1913167.229164__1.229164	39492__D4JRV7__EUBSIR_01513
ERR1913167.229316__1.229316	28117__B0MTY2__BHV66_06485
ERR1913167.229458__1.229458	239935__R7E524__CXT91_06180
ERR1913167.229679__1.229679	28118__R6F9B8__Odosp_3480
ERR1913167.229857__1.229857	338188__R6SX54__mscM_1
ERR1913167.230006__1.230006	820__A0A139KG60__M094_2679
ERR1913167.230035__1.230035	74426__nrdD
ERR1913167.230060__1.230060	823__A0A355XKQ8__DHP27_04010
ERR1913167.230262__1.230262	820__A0A3E4VXP2__yesR
ERR1913167.230326__1.230326	820__A0A173W419__DXC68_17760
ERR1913167.230422__1.230422	820__A0A139KA34__B5G17_05520
ERR1913167.230512__1.230512	454155__F3QR04__HMPREF9442_00598
ERR1913167.230518__1.230518	820__A0A173WZS4__DXD90_10250
ERR1913167.230685__1.230685	820__R9I2U8__DXC68_09590
ERR1913167.230725__1.230725	1262992__R5DCU3__BN795_00404
ERR1913167.230751__1.230751	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913167.230927__1.230927	154288__A0A173ZAS0__ERS852561_01343
ERR1913167.230954__1.230954	1262882__R5MQ68__BN519_01178
ERR1913167.230965__1.230965	1263107__GCA_000436995.1_00084
ERR1913167.230998__1.230998	1262743__R5C054__BN727_01980
ERR1913167.231076__1.231076	820__A0A1T4IYF4__mprA_1
ERR1913167.231079__1.231079	1150298__A0A174M5S6__ERS852498_01656
ERR1913167.231133__1.231133	820__A0A174M9V5__M093_0237
ERR1913167.231175__1.231175	487173__H1D1P5__HMPREF9453_01533
ERR1913167.231483__1.231483	246787__A0A0P0FW66__sigW_7
ERR1913167.231632__1.231632	818__Q8A0V7__BSIG_2755
ERR1913167.231622__1.231622	1150298__R7JVR8__ERS852498_01126
ERR1913167.231696__1.231696	1262882__R5MHZ2__BN519_00742
ERR1913167.231769__1.231769	823__A0A355XKR1__DHP27_04035
ERR1913167.231789__1.231789	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913167.231892__1.231892	820__A0A173W419__DXC68_17760
ERR1913167.231975__1.231975	820__A0A173YYG4__evgS_3
ERR1913167.231979__1.231979	454154__G5SU81__HMPREF9441_02936
ERR1913167.232063__1.232063	410072__C0BC63__ERS852525_02815
ERR1913167.232109__1.232109	39492__D4JRM9__bglB_2
ERR1913167.232128__1.232128	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913167.232331__1.232331	40518__R5E6K4__RB5AMG_02070
ERR1913167.232429__1.232429	338188__A0A174FBN4__BACFIN_09139
ERR1913167.232466__1.232466	820__A0A174Q0F0__DXB48_08080
ERR1913167.232477__1.232477	357276__I9RHT4__EL88_09235
ERR1913167.232594__1.232594	820__A0A139JV05__B5G17_18125
ERR1913167.232756__1.232756	820__A0A139KIL9__DXC68_05945
ERR1913167.232909__1.232909	28111__R5JSC9__HMPREF1016_01677
ERR1913167.232971__1.232971	39492__D4JT87__clpC
ERR1913167.233067__1.233067	1262882__R5MKL9__BN519_00353
ERR1913167.233138__1.233138	821__A0A396F9T7__M097_3427
ERR1913167.233176__1.233176	1262882__R5MXW0__BN519_00317
ERR1913167.233220__1.233220	487174__K0XES7__HMPREF9448_00566
ERR1913167.233334__1.233334	1262882__R5MKL9__BN519_00353
ERR1913167.233397__1.233397	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.233419__1.233419	246787__R6K756__HMPREF1062_01819
ERR1913167.233522__1.233522	371601__I9A9Z3__CW3_2765
ERR1913167.233531__1.233531	820__A0A078S4C2__ERS417307_00828
ERR1913167.233579__1.233579	820__A0A3E4FZM1__adaA_2
ERR1913167.233681__1.233681	28111__R5K5Y0__NCTC11155_03071
ERR1913167.233656__1.233656	47678__R5UER2__CGC64_00710
ERR1913167.233833__1.233833	28111__E5WUX1__HMPREF1016_00548
ERR1913167.233904__1.233904	820__A0A174Q0F0__DXB48_08080
ERR1913167.233982__1.233982	1297617__A0A0S2W384__IB211_01413
ERR1913167.234071__1.234071	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.234187__1.234187	28117__R7JQW0__ALIPUT_01453
ERR1913167.234177__1.234177	820__A0A174P0L5__glcK_3
ERR1913167.234368__1.234368	1262992__R5D9T1__BN795_00079
ERR1913167.234342__1.234342	371601__D4VH76__rhaR_1
ERR1913167.234492__1.234492	28111__E5WUH3__BACEGG_02112
ERR1913167.234505__1.234505	820__A0A374QGD2__ERS852421_02382
ERR1913167.234576__1.234576	823__A6LBY1__ERS852380_00510
ERR1913167.234711__1.234711	328814__GCA_004558275.1_00035
ERR1913167.234729__1.234729	820__A0A139K0J1__HMPREF2141_03205
ERR1913167.234740__1.234740	820__A0A174TRB5__DXD40_11305
ERR1913167.234829__1.234829	820__A0A374Q854__HMPREF1073_03281
ERR1913167.234870__1.234870	820__A0A174CG08__DXB62_13215
ERR1913167.234835__1.234835	820__A0A174QT76__B5G17_18060
ERR1913167.234913__1.234913	329854__R5LT45__DXD57_14270
ERR1913167.234999__1.234999	28111__E5WYC1__BACEGG_00354
ERR1913167.235054__1.235054	1262882__R5MHZ2__BN519_00742
ERR1913167.235150__1.235150	820__A0A139JRS5__HMPREF1073_04025
ERR1913167.235163__1.235163	820__A0A3E4WA06__ERS852554_03404
ERR1913167.235178__1.235178	820__R9I3Q7__HMPREF1072_01668
ERR1913167.235279__1.235279	39485__C4Z1W5__ERS852492_01530
ERR1913167.235297__1.235297	820__A0A139K8N1__ERS852554_00951
ERR1913167.235374__1.235374	216816__B3DQ11__APC1466_1528
ERR1913167.235542__1.235542	1229751__GeneID:16385101
ERR1913167.235950__1.235950	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.236070__1.236070	674529__A0A174HKS4__SAMN05444400_113117
ERR1913167.236251__1.236251	823__A0A173RD26__B5F32_03910
ERR1913167.236388__1.236388	823__A0A173RD26__B5F32_03910
ERR1913167.236450__1.236450	39492__D4JRV7__EUBSIR_01513
ERR1913167.236487__1.236487	674529__A0A174EXC1__DXB21_01255
ERR1913167.236498__1.236498	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.236549__1.236549	1262882__R5MFA5__BN519_00331
ERR1913167.236582__1.236582	47678__R5USS6__C5Z00_03300
ERR1913167.236649__1.236649	39491__A0A396FEV5__EUR_24750
ERR1913167.236737__1.236737	820__A0A139KEW8__DXB64_06405
ERR1913167.237112__1.237112	28117__B0MZ50__ALIPUT_02424
ERR1913167.237213__1.237213	820__A0A139KIL9__DXC68_05945
ERR1913167.237291__1.237291	39491__A0A396FEV5__EUR_24750
ERR1913167.237460__1.237460	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.237488__1.237488	820__R9I324__HMPREF2141_02414
ERR1913167.237489__1.237489	239935__A0A139TMG9__CXU07_10650
ERR1913167.237705__1.237705	46503__R6WRM8__HMPREF1060_03046
ERR1913167.237664__1.237664	1262882__R5MSX6__BN519_01697
ERR1913167.237726__1.237726	820__R9I2U8__DXC68_09590
ERR1913167.237815__1.237815	239935__A0A2N8HT44__CXT84_11035
ERR1913167.238210__1.238210	47678__A5ZL09__BACCAC_03608
ERR1913167.238385__1.238385	204516__U6REI9__HMPREF1534_02357
ERR1913167.238959__1.238959	820__A0A3E4XM43__DXC91_13960
ERR1913167.239057__1.239057	820__A0A3E4W9W8__C801_01069
ERR1913167.239154__1.239154	820__A0A374Q854__HMPREF1073_03281
ERR1913167.239280__1.239280	820__R9HP61__DXC91_01090
ERR1913167.239371__1.239371	820__A0A173W419__DXC68_17760
ERR1913167.239533__1.239533	818__A0A1H7L4U6__BSIG_3287
ERR1913167.239612__1.239612	1262992__R5D046__BN795_01532
ERR1913167.239581__1.239581	820__A0A3E4VXP2__yesR
ERR1913167.239802__1.239802	28117__R7JJM9__ALIPUT_00662
ERR1913167.239854__1.239854	1262882__R5MDR8__BN519_00124
ERR1913167.239858__1.239858	820__A0A174M9V5__M093_0237
ERR1913167.239874__1.239874	820__A7V470__HMPREF1072_02076
ERR1913167.239980__1.239980	820__A0A3E4WA06__ERS852554_03404
ERR1913167.240032__1.240032	820__A0A174CK74__DXB48_07060
ERR1913167.240302__1.240302	820__A0A3E4WA06__ERS852554_03404
ERR1913167.240334__1.240334	1262882__R5MYP8__BN519_00439
ERR1913167.240340__1.240340	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913167.240467__1.240467	1262882__R5N4P6__BN519_01346
ERR1913167.240550__1.240550	820__A0A173WZS4__DXD90_10250
ERR1913167.241026__1.241026	674529__R6V9C9__DXB21_16435
ERR1913167.241114__1.241114	239935__A0A3F3K985__CXT98_05805
ERR1913167.241162__1.241162	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.241213__1.241213	40518__R5DXI4__DXD86_07420
ERR1913167.241242__1.241242	823__D0TBY4__M090_0431
ERR1913167.241380__1.241380	1796613__A0A1C7H6N8__ADH74_01350
ERR1913167.241557__1.241557	820__A0A3E4VZT7__DXB48_16145
ERR1913167.241614__1.241614	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.241691__1.241691	487174__K0X079__DIT83_00640
ERR1913167.241762__1.241762	301302__A0A173QV75__M72_03601
ERR1913167.241801__1.241801	1160721__R6SZN5__BHW50_07705
ERR1913167.241792__1.241792	328814__GCA_004558275.1_00391
ERR1913167.241980__1.241980	1263000__R5EXT3__BN466_02213
ERR1913167.242041__1.242041	1262882__R5MKI3__BN519_00334
ERR1913167.242141__1.242141	39492__D4JTI2__ERS852540_00694
ERR1913167.242233__1.242233	820__A0A173W419__DXC68_17760
ERR1913167.242286__1.242286	820__R9I3N4__M093_0061
ERR1913167.242333__1.242333	820__A0A174A6K0__M093_0079
ERR1913167.242340__1.242340	820__A0A374QGD2__ERS852421_02382
ERR1913167.242474__1.242474	204516__U6RAM4__HMPREF1534_03439
ERR1913167.242508__1.242508	818__D7IK38__ERS852430_03017
ERR1913167.242692__1.242692	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.242738__1.242738	820__A0A173YYG4__evgS_3
ERR1913167.242775__1.242775	853__A0A2A7A4A9__C4N21_14870
ERR1913167.242997__1.242997	823__A6L9D3__ERS852560_03374
ERR1913167.243300__1.243300	820__A0A173YYG4__evgS_3
ERR1913167.243355__1.243355	1262882__R5MEW7__BN519_00010
ERR1913167.243427__1.243427	674529__A0A174IB93__SAMN05444400_10956
ERR1913167.243525__1.243525	487174__K0WYG0__DDY40_00295
ERR1913167.243570__1.243570	820__A7V092__hldE
ERR1913167.243782__1.243782	39491__A0A396FJJ9__DXB76_11995
ERR1913167.243788__1.243788	820__A0A139KHD8__ERS417307_00569
ERR1913167.243841__1.243841	328814__GCA_004558275.1_00056
ERR1913167.243984__1.243984	1150298__A0A174LKY6__ERS852535_00447
ERR1913167.243990__1.243990	820__A7V8C2__ERS852554_01338
ERR1913167.244037__1.244037	820__R9HUV5__HMPREF2141_02582
ERR1913167.244302__1.244302	1262882__R5MND9__BN519_00831
ERR1913167.244309__1.244309	820__A7VAR9__ERS852421_00197
ERR1913167.244462__1.244462	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.244580__1.244580	818__Q8A3A6__Btheta7330_00071
ERR1913167.244643__1.244643	239935__A0A2N8IKW7__pstA
ERR1913167.244759__1.244759	820__A0A3E4VZT7__DXB48_16145
