ERR1913224.352__1.352	853__A0A173RZ39__C4N22_01650
ERR1913224.339569__1.339569	1262988__R7N751__BN816_00584
ERR1913224.340116__1.340116	384638__B7ANH5__BACPEC_00229
ERR1913224.340199__1.340199	821__A0A174V2F3__NCTC10583_01474
ERR1913224.340209__1.340209	46228__V8CBX9__HMPREF1202_00568
ERR1913224.340517__1.340517	820__A0A139K8N1__ERS852554_00951
ERR1913224.340631__1.340631	820__A0A139KEW8__DXB64_06405
ERR1913224.340768__1.340768	626933__H1DGX0__HMPREF9449_01506
ERR1913224.340887__1.340887	28116__E5C3L0__B5F02_21065
ERR1913224.341067__1.341067	1262911__R6H212__BN557_01031
ERR1913224.341112__1.341112	820__A0A174LJB2__HMPREF1072_04112
ERR1913224.341646__1.341646	2293125__A0A374C8A8__DW917_07550
ERR1913224.341791__1.341791	2293125__A0A374BSW4__DW917_13420
ERR1913224.341890__1.341890	820__A0A139KG60__M094_2679
ERR1913224.341905__1.341905	1262911__R6H2B5__BN557_01151
ERR1913224.342064__1.342064	418240__A0A174NZX7__tagF_1
ERR1913224.342310__1.342310	1262736__R5YMG1__BN496_00514
ERR1913224.342353__1.342353	28116__A7LXT4__DXF98_03755
ERR1913224.342729__1.342729	1262761__R6QXE4__BN606_02110
ERR1913224.342794__1.342794	1472761__GCA_002159295.1_00731
ERR1913224.342843__1.342843	28118__R6F5X8__DF785_07935
ERR1913224.343491__1.343491	1262988__R7N5Z7__BN816_02182
ERR1913224.343674__1.343674	1262988__R7N4U5__BN816_00495
ERR1913224.343802__1.343802	1262761__R6RP99__BN606_00488
ERR1913224.344026__1.344026	2293125__A0A374BZ93__DW917_11205
ERR1913224.344234__1.344234	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913224.344312__1.344312	2293125__A0A374BZ50__DW917_11090
ERR1913224.344393__1.344393	2293125__A0A374CHQ0__DW917_02295
ERR1913224.344454__1.344454	1262761__R6QS33__BN606_00308
ERR1913224.344589__1.344589	823__A6LER2__ERS852513_00365
ERR1913224.344681__1.344681	821__C6Z451__BHV80_04265
ERR1913224.344632__1.344632	218538__C9LL79__GCWU000321_00015
ERR1913224.345300__1.345300	46228__V8BLW9__DXD17_14090
ERR1913224.345538__1.345538	820__A0A174F0C1__nreB
ERR1913224.345587__1.345587	46228__V8BL81__DXD17_11825
ERR1913224.345838__1.345838	39492__B0MN61__epsF_2
ERR1913224.346021__1.346021	823__A6L930__DDY96_14995
ERR1913224.346439__1.346439	820__A0A3E4G3J9__ERS852459_02265
ERR1913224.346500__1.346500	1501391__GCA_000786575.1_00078
ERR1913224.346551__1.346551	1262889__R7HAY6__BN634_02225
ERR1913224.346875__1.346875	2293125__A0A374CII0__DW917_03470
ERR1913224.346952__1.346952	821__C3RB94__DXC03_15585
ERR1913224.346887__1.346887	166486__D4KW49__ROSINTL182_07746
ERR1913224.346975__1.346975	39485__A0A174YYW2__benM
ERR1913224.347036__1.347036	249189__A0A1L8TQB0__RV04_GL001420
ERR1913224.347075__1.347075	2293125__A0A374CFT0__DW917_03440
ERR1913224.347117__1.347117	1501391__GCA_000786575.1_00006
ERR1913224.347121__1.347121	28118__F9Z5A4__DHW44_14035
ERR1913224.347290__1.347290	820__A0A173YYG4__evgS_3
ERR1913224.347369__1.347369	1160721__W0U3Q4__BHW50_08110
ERR1913224.347444__1.347444	2293125__A0A374C9M9__DW917_08170
ERR1913224.347674__1.347674	820__R9I324__HMPREF2141_02414
ERR1913224.347779__1.347779	2293125__A0A374BIB7__DW917_16550
ERR1913224.347791__1.347791	853__E2ZGD9__C7J97_11715
ERR1913224.348005__1.348005	28116__A7LXT7__HMPREF1070_00356
ERR1913224.348088__1.348088	853__A0A2A7B9I6__DW855_13690
ERR1913224.348128__1.348128	820__A0A1T4IY71__HMPREF2141_02402
ERR1913224.348341__1.348341	39485__C4Z5L2__ERS852490_00659
ERR1913224.348540__1.348540	487174__K0X3E9__DDY40_04905
ERR1913224.348787__1.348787	39485__C4Z684__ERS852492_01895
ERR1913224.348830__1.348830	853__A0A174BZY1__xerD_1
ERR1913224.348931__1.348931	820__A7VAS1__HMPREF2141_03259
ERR1913224.348944__1.348944	823__D7IKW8__DXD05_10310
ERR1913224.349019__1.349019	39485__A0A174ZA08__EUBELI_01019
ERR1913224.349125__1.349125	821__A0A174WBC9__ERS852556_03145
ERR1913224.349205__1.349205	2293125__A0A374BSW4__DW917_13420
ERR1913224.349321__1.349321	28116__I8YA52__M088_0798
ERR1913224.349413__1.349413	817__A0A139TB74__M116_3004
ERR1913224.349438__1.349438	1262761__R6QN56__BN606_00886
ERR1913224.349539__1.349539	46228__B5CTE5__HMPREF1202_00334
ERR1913224.349560__1.349560	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913224.349702__1.349702	418240__A0A173XCL4__ERS852523_02725
ERR1913224.349731__1.349731	820__A0A174LJB2__HMPREF1072_04112
ERR1913224.349883__1.349883	1262777__R5W3H1__BN512_01087
ERR1913224.349988__1.349988	1262761__R6RU22__BN606_01110
ERR1913224.350168__1.350168	39485__A0A174ZQT9__EUBELI_20278
ERR1913224.350233__1.350233	820__A0A174F696__macB_13
ERR1913224.350498__1.350498	1160721__W0U3Q4__BHW50_08110
ERR1913224.350530__1.350530	46228__V8CAV6__addA
ERR1913224.350786__1.350786	1501391__GCA_000786575.1_00055
ERR1913224.350936__1.350936	1160721__R6U7U7__cheW1
ERR1913224.350945__1.350945	39485__A0A175A403__EUBELI_20577
ERR1913224.351047__1.351047	820__A0A078S569__gmhB
ERR1913224.351068__1.351068	821__A0A0P0M6M0__M097_4734
ERR1913224.351233__1.351233	853__A0A173T6P2__DWZ46_14595
ERR1913224.351314__1.351314	2293125__A0A374BZ50__DW917_11090
ERR1913224.351319__1.351319	820__A0A3E4G826__C801_01612
ERR1913224.351323__1.351323	1262761__R6QR72__BN606_01181
ERR1913224.351432__1.351432	2293125__A0A374C4I0__DW917_08630
ERR1913224.351522__1.351522	820__A7VAS1__HMPREF2141_03259
ERR1913224.351524__1.351524	820__R9I3Q7__HMPREF1072_01668
ERR1913224.351538__1.351538	189722__E0NQU7__HMPREF0658_0548
ERR1913224.351658__1.351658	39492__D4MMN2__EUBSIR_00964
ERR1913224.351661__1.351661	820__A0A3E5BMG9__DXD40_05130
ERR1913224.351732__1.351732	1472761__GCA_002159295.1_01779
ERR1913224.351916__1.351916	487174__K0WWT0__DIT83_10190
ERR1913224.352054__1.352054	820__A0A1Y3V743__M093_0235
ERR1913224.352072__1.352072	166486__R6B4E4__sinR_2
ERR1913224.352117__1.352117	820__A0A174A6K0__M093_0079
ERR1913224.352146__1.352146	33043__A8SQU6__ERS852386_01237
ERR1913224.352189__1.352189	1262911__R6H174__BN557_01246
ERR1913224.352259__1.352259	820__A0A139KEW8__DXB64_06405
ERR1913224.352326__1.352326	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913224.352375__1.352375	820__A0A139JUD3__DXC91_19380
ERR1913224.352735__1.352735	40520__U2ENY9__C4886_17680
ERR1913224.352823__1.352823	357276__A0A076IRZ5__BACDOR_00630
ERR1913224.353056__1.353056	2293125__A0A374CC93__DW917_06625
ERR1913224.353211__1.353211	853__A0A174BA00__DW905_01145
ERR1913224.353334__1.353334	39492__D4JQS7__ERS852540_01645
ERR1913224.353685__1.353685	1262988__R7N7D6__BN816_00654
ERR1913224.353763__1.353763	820__A0A1Q6IDS8__chtA
ERR1913224.353824__1.353824	239935__A0A139TVJ4__CXT86_02020
ERR1913224.353913__1.353913	2293125__A0A374BZ93__DW917_11205
ERR1913224.353835__1.353835	853__A0A174BZY1__xerD_1
ERR1913224.354045__1.354045	28116__I9SW74__BACOVA_04237
ERR1913224.354053__1.354053	1501391__GCA_000786575.1_00128
ERR1913224.354080__1.354080	1262942__R7R1F3__BN520_00243
ERR1913224.354083__1.354083	165179__D1PCL6__DXB80_13435
ERR1913224.354231__1.354231	1263044__GCA_000433375.1_03426
ERR1913224.354346__1.354346	820__A0A139K4W1__M093_0353
ERR1913224.354428__1.354428	2293125__A0A374BLR6__DW917_15555
ERR1913224.354462__1.354462	562__A0A377AAV3__CDL32_10800
ERR1913224.354511__1.354511	820__A0A174F696__macB_13
ERR1913224.354524__1.354524	384638__B7AVT0__BACPEC_02830
ERR1913224.354797__1.354797	2293125__A0A374CFZ2__DW917_03445
ERR1913224.355163__1.355163	1262761__R6RU22__BN606_01110
ERR1913224.355179__1.355179	2293125__A0A374BN09__DW917_16245
ERR1913224.355211__1.355211	1262783__R6CI86__BN558_00828
ERR1913224.355478__1.355478	821__U6RDC2__DXD46_15675
ERR1913224.355659__1.355659	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913224.355906__1.355906	1262761__R6QS88__BN606_01626
ERR1913224.356147__1.356147	821__A0A174WBC9__ERS852556_03145
ERR1913224.356379__1.356379	2293125__A0A374C7Q4__DW917_07745
ERR1913224.356471__1.356471	706562__GCA_900112995.1_01429
ERR1913224.356594__1.356594	39485__R5ZQJ7__yniC
ERR1913224.356714__1.356714	1034346__A0A3C0DIP9__DES51_108135
ERR1913224.356804__1.356804	2293125__A0A374CII0__DW917_03470
ERR1913224.356858__1.356858	39491__A0A395ZM93__DXD13_03490
ERR1913224.356961__1.356961	39492__D4JU94__ispE
ERR1913224.357067__1.357067	39492__D4JQS7__ERS852540_01645
ERR1913224.357115__1.357115	1262889__R7HDJ0__BN634_01493
ERR1913224.357273__1.357273	821__E5UY21__C800_02204
ERR1913224.357338__1.357338	823__D7IV95__DXC05_09565
ERR1913224.357600__1.357600	1262783__R6CMY7__BN558_01678
ERR1913224.357590__1.357590	871324__A0A1M6HHK5__SAMN05444350_11870
ERR1913224.357598__1.357598	2293125__A0A374C955__DW917_08135
ERR1913224.357797__1.357797	820__A0A173W419__DXC68_17760
ERR1913224.358149__1.358149	446660__GCA_003428235.1_01547
ERR1913224.358214__1.358214	301301__A0A395V8C2__rhaR_3
ERR1913224.358339__1.358339	2293125__A0A374CII0__DW917_03470
ERR1913224.358368__1.358368	853__A0A3E2U7E6__ERS852582_01640
ERR1913224.358757__1.358757	1262948__R7EFL9__BN671_00524
ERR1913224.358808__1.358808	820__A0A139KJR5__M093_4469
ERR1913224.358944__1.358944	1262736__R5Y035__BN496_00793
ERR1913224.359190__1.359190	1262761__R6QJJ2__BN606_00358
ERR1913224.359430__1.359430	1262761__R6QU88__BN606_01983
ERR1913224.359532__1.359532	39491__A0A174A751__DXB69_15525
ERR1913224.359687__1.359687	1501391__GCA_000786575.1_00012
ERR1913224.359812__1.359812	214856__I3YK71__ERS852559_02472
ERR1913224.359881__1.359881	39496__A5Z5I2__EUBVEN_00963
ERR1913224.360135__1.360135	301301__A0A395VC12__RHOM_04160
ERR1913224.360209__1.360209	2293125__A0A374C7Q4__DW917_07745
ERR1913224.360368__1.360368	165179__A0A3E5A554__DXB80_13805
ERR1913224.360400__1.360400	821__A0A174K302__CUU_3129
ERR1913224.360409__1.360409	1262911__R6HH15__BN557_01507
ERR1913224.360579__1.360579	218538__C9LNQ3__GCWU000321_01176
ERR1913224.360642__1.360642	39485__A0A174ZG70__ERS852492_00929
ERR1913224.360690__1.360690	1262911__R6H1D2__BN557_00855
ERR1913224.360864__1.360864	2293125__A0A374CI55__DW917_03455
ERR1913224.360853__1.360853	40518__R5E304__thiT
ERR1913224.360900__1.360900	487174__K0XL60__DDY40_11760
ERR1913224.361116__1.361116	29361__B6FRT6__CLONEX_02860
ERR1913224.361152__1.361152	820__A0A3E4VXP2__yesR
ERR1913224.361361__1.361361	821__A0A173XDD3__DXB82_17180
ERR1913224.361395__1.361395	487174__K0WTV8__DIT83_04385
ERR1913224.361441__1.361441	1262761__R6QH71__BN606_00371
ERR1913224.361448__1.361448	39491__A0A395ZM93__DXD13_03490
ERR1913224.361518__1.361518	39485__A0A175A403__EUBELI_20577
ERR1913224.361519__1.361519	1262911__R6GSH8__BN557_00939
ERR1913224.361523__1.361523	2293125__A0A374BQ34__DW917_14250
ERR1913224.361726__1.361726	165179__A0A3E5AER8__DXB80_07075
ERR1913224.361742__1.361742	820__A0A3E4G826__C801_01612
ERR1913224.361968__1.361968	823__A0A173W8N5__ERS852513_00780
ERR1913224.362046__1.362046	820__A0A3E4VXP2__yesR
ERR1913224.362433__1.362433	1262911__R6GMD8__BN557_01647
ERR1913224.362726__1.362726	39491__A0A174IJH1__DXB76_01865
ERR1913224.362841__1.362841	1262761__R6QH71__BN606_00371
ERR1913224.362894__1.362894	2293125__A0A374CII6__DW917_03460
ERR1913224.363439__1.363439	1263000__R5ES99__BN466_01121
ERR1913224.363450__1.363450	820__A0A3E4FZM1__adaA_2
ERR1913224.363599__1.363599	1262761__R6QXV6__BN606_00004
ERR1913224.363602__1.363602	820__A0A139KA34__B5G17_05520
ERR1913224.363669__1.363669	1262761__R6QJJ2__BN606_00358
ERR1913224.363765__1.363765	2293125__A0A374CII6__DW917_03460
ERR1913224.363879__1.363879	820__A0A139KEW8__DXB64_06405
ERR1913224.363912__1.363912	1262761__R6QS33__BN606_00308
ERR1913224.363959__1.363959	165179__A0A174IHQ2__PREVCOP_05478
ERR1913224.364180__1.364180	1262944__R7IMI0__BN596_00948
ERR1913224.364232__1.364232	39492__D4JW25__EUBSIR_02203
ERR1913224.364238__1.364238	820__A0A173YYG4__evgS_3
ERR1913224.364294__1.364294	820__A7UYG6__M094_0070
ERR1913224.364330__1.364330	1262761__R6QVL2__BN606_00807
ERR1913224.364574__1.364574	165179__R6PU83__CFT61_14275
ERR1913224.364688__1.364688	28116__I9JM49__NCTC11153_01044
ERR1913224.365009__1.365009	39486__B0G868__DXD84_08295
ERR1913224.364978__1.364978	820__A0A174B4N2__M093_2531
ERR1913224.364980__1.364980	1262889__R7HB16__BN634_02255
ERR1913224.365202__1.365202	189722__E0NQU7__HMPREF0658_0548
ERR1913224.365272__1.365272	28116__E5CHV5__B5F02_08530
ERR1913224.365361__1.365361	1262988__R7N4U5__BN816_00495
ERR1913224.365582__1.365582	820__A7V470__HMPREF1072_02076
ERR1913224.365625__1.365625	1262761__R6QWS5__BN606_02019
ERR1913224.365682__1.365682	39486__R6STY4__DXB36_12980
ERR1913224.365794__1.365794	1150298__A0A174GQV8__ERS852406_02454
ERR1913224.365906__1.365906	88431__A6BIP6__DXB16_05510
ERR1913224.366048__1.366048	1965661__A0A1Y3S578__B5G37_13590
ERR1913224.366356__1.366356	853__A0A2J4JL53__CRH10_10795
ERR1913224.366397__1.366397	2293125__A0A374BSW4__DW917_13420
ERR1913224.366418__1.366418	853__A0A173YYY4__DWZ04_09420
ERR1913224.366684__1.366684	1262761__R6R4K8__BN606_01919
ERR1913224.366795__1.366795	2293125__A0A374C4J1__DW917_09855
ERR1913224.367242__1.367242	1262889__R7HA08__BN634_00271
ERR1913224.367176__1.367176	1262911__R6GHG8__BN557_01301
ERR1913224.367402__1.367402	40520__A5ZTQ5__ERS852533_02495
ERR1913224.367411__1.367411	218538__C9LL79__GCWU000321_00015
ERR1913224.367655__1.367655	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.367868__1.367868	1150298__R7JU23__ERS852498_02342
ERR1913224.368068__1.368068	820__A0A174F696__macB_13
ERR1913224.368150__1.368150	39485__C4Z6J7__ERS852492_02047
ERR1913224.368229__1.368229	821__A0A174NSU0__BVU_3144
ERR1913224.368253__1.368253	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.368420__1.368420	387090__S0F7Y3__BACCOPRO_02028
ERR1913224.368467__1.368467	39485__C4Z2S3__EUBELI_00292
ERR1913224.368471__1.368471	165179__A0A174SA26__PREVCOP_05758
ERR1913224.368491__1.368491	165179__R6C330__DXC61_04975
ERR1913224.368533__1.368533	821__A6L0C7__ERS852556_03520
ERR1913224.368551__1.368551	214856__R6YC22__ERS852447_01215
ERR1913224.368557__1.368557	2293125__A0A374CFW0__DW917_03450
ERR1913224.368575__1.368575	853__A0A174BA00__DW905_01145
ERR1913224.368890__1.368890	39491__A0A395UXH0__EUBREC_0021
ERR1913224.369051__1.369051	820__A0A139KHX1__HMPREF2141_00289
ERR1913224.369228__1.369228	1262988__R7N1D5__BN816_01360
ERR1913224.369272__1.369272	1262761__R6QUP0__BN606_01674
ERR1913224.369388__1.369388	1263109__GCA_000438135.1_01421
ERR1913224.369678__1.369678	1501391__GCA_000786575.1_00115
ERR1913224.369763__1.369763	1262889__R7HD84__BN634_01675
ERR1913224.370004__1.370004	166486__D4KZY5__ROSINTL182_07635
ERR1913224.370145__1.370145	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913224.370187__1.370187	1160721__W0U3P8__RBI_I00386
ERR1913224.370173__1.370173	1501391__GCA_000786575.1_00026
ERR1913224.370389__1.370389	2293125__A0A374CII0__DW917_03470
ERR1913224.370560__1.370560	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913224.370569__1.370569	820__A0A3E4RUC4__DHU98_02635
ERR1913224.370740__1.370740	1262911__R6H2J2__BN557_01228
ERR1913224.370844__1.370844	218538__C9LNQ3__GCWU000321_01176
ERR1913224.370941__1.370941	384638__B7ANH9__BACPEC_00233
ERR1913224.371009__1.371009	2293125__A0A374CI55__DW917_03455
ERR1913224.370988__1.370988	820__A0A1T4IYF4__mprA_1
ERR1913224.371120__1.371120	1262911__R6GPX9__BN557_00406
ERR1913224.371818__1.371818	39485__R5ZQJ7__yniC
ERR1913224.371858__1.371858	1501391__GCA_000786575.1_00022
ERR1913224.371931__1.371931	2293125__A0A374CHT4__DW917_03485
ERR1913224.372253__1.372253	40520__R7D6X4__addA
ERR1913224.372300__1.372300	820__A7V9F9__B5G17_14640
ERR1913224.372342__1.372342	39485__C4Z2I5__ERS852492_02214
ERR1913224.372422__1.372422	2293125__A0A374C9I8__DW917_06795
ERR1913224.372481__1.372481	1262889__R7H7Y5__BN634_02358
ERR1913224.372690__1.372690	39491__R6TQ09__DXC13_03010
ERR1913224.372802__1.372802	39485__C4Z390__EUBELI_01689
ERR1913224.372806__1.372806	820__A0A139JRS5__HMPREF1073_04025
ERR1913224.372917__1.372917	820__A0A174TRB5__DXD40_11305
ERR1913224.372919__1.372919	1160721__W0U4Y3__sipW2
ERR1913224.372982__1.372982	39485__A0A174YQX9__ERS852490_00864
ERR1913224.373003__1.373003	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913224.373056__1.373056	46228__V8CAH7__HMPREF1202_00795
ERR1913224.373138__1.373138	28116__A0A1Y4PHM7__DXA80_25130
ERR1913224.373327__1.373327	1262761__R6R744__BN606_01303
ERR1913224.373257__1.373257	562__P75859__AML60_03870
ERR1913224.373719__1.373719	820__A0A139KEW8__DXB64_06405
ERR1913224.373808__1.373808	2293125__A0A374BLR6__DW917_15555
ERR1913224.374092__1.374092	2293125__A0A374CIC9__DW917_02045
ERR1913224.374125__1.374125	820__E5VA63__DXC80_01025
ERR1913224.374353__1.374353	820__A0A3E4PYB0__yejM
ERR1913224.374369__1.374369	820__A7V9F9__B5G17_14640
ERR1913224.374373__1.374373	39492__D4JWR6__dnaN
ERR1913224.374375__1.374375	820__A0A139KHX1__HMPREF2141_00289
ERR1913224.374306__1.374306	1262988__R7N906__BN816_00547
ERR1913224.374544__1.374544	820__A0A3E4VXP2__yesR
ERR1913224.374563__1.374563	820__A0A3E4G826__C801_01612
ERR1913224.374605__1.374605	2293125__A0A374CHT4__DW917_03485
ERR1913224.374734__1.374734	1501391__GCA_000786575.1_00038
ERR1913224.374839__1.374839	2293125__A0A374C9M9__DW917_08170
ERR1913224.374905__1.374905	418240__C6JGG3__ERS852523_00073
ERR1913224.375323__1.375323	165179__D1PHC0__PREVCOP_06640
ERR1913224.375453__1.375453	2293125__A0A374CC93__DW917_06625
ERR1913224.375490__1.375490	1262911__R6H072__BN557_00615
ERR1913224.375768__1.375768	39485__C4Z684__ERS852492_01895
ERR1913224.375827__1.375827	39485__A0A174YMD0__EUBELI_01093
ERR1913224.376328__1.376328	165179__A0A3E5EAI4__DXC61_10445
ERR1913224.376405__1.376405	2293125__A0A374BSW4__DW917_13420
ERR1913224.376454__1.376454	820__A0A3E4VXP2__yesR
ERR1913224.376492__1.376492	28118__F9ZCN9__DHW44_07820
ERR1913224.376622__1.376622	1262889__R7HCA8__BN634_01668
ERR1913224.376646__1.376646	88431__A0A3D0F0E5__ERS852526_03216
ERR1913224.376648__1.376648	28116__A0A1G6G396__DXD69_22115
ERR1913224.376823__1.376823	2293125__A0A374BSW4__DW917_13420
ERR1913224.376860__1.376860	28118__F9Z4Y7__DF785_06945
ERR1913224.376951__1.376951	2293125__A0A374BUM7__DW917_12980
ERR1913224.376997__1.376997	28118__R6F9B8__Odosp_3480
ERR1913224.377061__1.377061	106588__A6NWG1__BACCAP_02555
ERR1913224.377189__1.377189	47678__R5UPZ8__ERS852494_01752
ERR1913224.377594__1.377594	2293125__A0A374BSW4__DW917_13420
ERR1913224.377634__1.377634	418240__A0A174DPU9__ERS852523_01652
ERR1913224.377653__1.377653	853__A0A173YYY4__DWZ04_09420
ERR1913224.377782__1.377782	823__A0A173W8N5__ERS852513_00780
ERR1913224.377966__1.377966	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.377936__1.377936	46228__V8CE19__DXD17_01950
ERR1913224.377918__1.377918	165179__A0A3E4SEG4__DXC61_11235
ERR1913224.378118__1.378118	1262911__R6GR13__BN557_00618
ERR1913224.378287__1.378287	1262736__R5Y4U2__BN496_01762
ERR1913224.378538__1.378538	387090__S0FDJ4__BACCOPRO_03775
ERR1913224.378545__1.378545	39491__A0A395ZBW8__DXC13_08840
ERR1913224.378591__1.378591	820__A7V470__HMPREF1072_02076
ERR1913224.378596__1.378596	821__R7P1Q7__M099_2990
ERR1913224.378774__1.378774	563769__GeneID:6973158
ERR1913224.378805__1.378805	47678__R5U2I4__ERS852558_03712
ERR1913224.379020__1.379020	820__A0A078S4C2__ERS417307_00828
ERR1913224.379041__1.379041	39485__C4Z390__EUBELI_01689
ERR1913224.379246__1.379246	39491__A0A396FFW0__ERE_10580
ERR1913224.379277__1.379277	166486__D4L334__mcp3_1
ERR1913224.379394__1.379394	821__A0A395US34__C5Z04_18975
ERR1913224.379578__1.379578	853__A0A173YYY4__DWZ04_09420
ERR1913224.379822__1.379822	487174__K0X068__DDY40_07105
ERR1913224.380197__1.380197	820__A0A3E4VZT7__DXB48_16145
ERR1913224.380282__1.380282	1897011__A0A1Q6RI77__BHW41_01180
ERR1913224.380391__1.380391	1965650__A0A1Y3VMM7__B5G16_06950
ERR1913224.380481__1.380481	39492__D4JWI6__EUBSIR_01073
ERR1913224.380505__1.380505	39492__D4JQS7__ERS852540_01645
ERR1913224.380554__1.380554	820__A0A174CK74__DXB48_07060
ERR1913224.380856__1.380856	1262988__R7N8H1__BN816_00011
ERR1913224.380942__1.380942	40520__R7D6T7__DXD81_06600
ERR1913224.381095__1.381095	2293125__A0A374CMK5__DW917_00330
ERR1913224.381397__1.381397	821__A0A0P0L8F8__ERS852509_03705
ERR1913224.381552__1.381552	1262889__R7H7F9__BN634_02079
ERR1913224.381568__1.381568	39485__A0A174YSU1__ERS852492_00576
ERR1913224.381850__1.381850	39492__D4JSS2__EUBSIR_00553
ERR1913224.381925__1.381925	820__A0A139K426__B5G17_09115
ERR1913224.382210__1.382210	1501391__GCA_000786575.1_00024
ERR1913224.382498__1.382498	821__A0A396F9T7__M097_3427
ERR1913224.382572__1.382572	1262911__R6GTZ0__BN557_01437
ERR1913224.382874__1.382874	39485__A0A174ZKZ4__spoIIQ_1
ERR1913224.382872__1.382872	46228__V8CDA4__DXD17_12295
ERR1913224.383038__1.383038	2293125__A0A374C9I8__DW917_06795
ERR1913224.383159__1.383159	1965650__A0A1Y3VKC7__B5G16_04075
ERR1913224.383505__1.383505	165179__A0A3E5EB26__CFT61_02800
ERR1913224.383604__1.383604	820__A7V9F9__B5G17_14640
ERR1913224.383638__1.383638	1262761__R6QU78__BN606_01972
ERR1913224.383772__1.383772	39485__R5ZPP8__EUBELI_20334
ERR1913224.383855__1.383855	46228__B5CPF2__RUMLAC_01345
ERR1913224.384007__1.384007	1262988__R7N3G4__BN816_02057
ERR1913224.384210__1.384210	1262761__R6QU88__BN606_01983
ERR1913224.384415__1.384415	39491__C4Z9D4__DXD95_00055
ERR1913224.384345__1.384345	47678__R5UES3__CGC64_00760
ERR1913224.384448__1.384448	1160721__R6TH97__BHW50_04165
ERR1913224.384469__1.384469	2293125__A0A374BZ50__DW917_11090
ERR1913224.384470__1.384470	39485__A0A174YMC1__recN
ERR1913224.384478__1.384478	1262988__R7N0Q0__BN816_00945
