ERR1913181.91__1.91	39492__D4MMN2__EUBSIR_00964
ERR1913181.1697862__1.1697862	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1697964__1.1697964	39488__C0EVS1__ERS852450_02297
ERR1913181.1698009__1.1698009	1262882__R5MFK5__BN519_00378
ERR1913181.1698139__1.1698139	1262882__R5N5S3__BN519_00085
ERR1913181.1698172__1.1698172	487174__K0X773__DIT83_07170
ERR1913181.1698227__1.1698227	1262911__R6GZX7__BN557_00838
ERR1913181.1698280__1.1698280	1262911__R6GY22__BN557_00023
ERR1913181.1698236__1.1698236	39492__D4MJF3__EUBSIR_02248
ERR1913181.1698419__1.1698419	1263000__R5EU91__BN466_01432
ERR1913181.1698431__1.1698431	1262882__R5N1V0__BN519_00816
ERR1913181.1698557__1.1698557	28117__B0MZ22__BHV66_04430
ERR1913181.1698659__1.1698659	28117__B0MY36__BHV66_05185
ERR1913181.1698633__1.1698633	1262911__R6GZX7__BN557_00838
ERR1913181.1698728__1.1698728	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1698756__1.1698756	74426__rpoC
ERR1913181.1698893__1.1698893	1262882__R5MYX5__BN519_00333
ERR1913181.1698959__1.1698959	33043__A0A173WXS1__ERS852445_00262
ERR1913181.1699155__1.1699155	46503__R6X0F0__DD461_05620
ERR1913181.1699245__1.1699245	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1699450__1.1699450	47678__R5USS6__C5Z00_03300
ERR1913181.1699655__1.1699655	28117__B0MTH2__ALIPUT_00061
ERR1913181.1699663__1.1699663	28117__R7JJM9__ALIPUT_00662
ERR1913181.1699700__1.1699700	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1699729__1.1699729	1262911__R6GVB3__BN557_01690
ERR1913181.1699806__1.1699806	74426__rpoC
ERR1913181.1699832__1.1699832	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1699875__1.1699875	40520__A0A3E5EEJ2__RUMOBE_02848
ERR1913181.1699921__1.1699921	1262915__R6HEL0__BN574_00515
ERR1913181.1700263__1.1700263	374844__GeneID:1260912
ERR1913181.1700287__1.1700287	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1700293__1.1700293	33043__D5HI39__baeS_1
ERR1913181.1700345__1.1700345	1520815__A0A1I3QF79__SAMN02910435_01783
ERR1913181.1700459__1.1700459	1262882__R5MYX5__BN519_00333
ERR1913181.1700543__1.1700543	1501391__GCA_000786575.1_00076
ERR1913181.1700742__1.1700742	1263000__R5EQI3__BN466_00125
ERR1913181.1700767__1.1700767	1263107__GCA_000436995.1_00142
ERR1913181.1700774__1.1700774	28118__F9Z4U0__B5F99_17595
ERR1913181.1701236__1.1701236	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1701275__1.1701275	1262882__R5MYP8__BN519_00439
ERR1913181.1701585__1.1701585	1160721__W0U5X6__RBI_I01796
ERR1913181.1701805__1.1701805	28117__R7JJM9__ALIPUT_00662
ERR1913181.1701881__1.1701881	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1702068__1.1702068	821__A0A0P0M6M0__M097_4734
ERR1913181.1702245__1.1702245	28117__B0MYI9__BHV66_05415
ERR1913181.1702330__1.1702330	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1702341__1.1702341	33043__A0A173WT47__ERS852400_02101
ERR1913181.1702349__1.1702349	853__A0A173XRA8__CGS56_09290
ERR1913181.1702357__1.1702357	301301__A0A395VAM3__yfiN_2
ERR1913181.1702372__1.1702372	74426__group_4851
ERR1913181.1702497__1.1702497	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1702638__1.1702638	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1702897__1.1702897	853__A0A174C5M1__CGS58_04460
ERR1913181.1703004__1.1703004	1262911__R6H174__BN557_01246
ERR1913181.1703075__1.1703075	1262911__R6HP91__BN557_01264
ERR1913181.1703117__1.1703117	1262882__R5N5H2__BN519_01493
ERR1913181.1703204__1.1703204	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1703161__1.1703161	33043__A0A173ZDC4__malL_1
ERR1913181.1703163__1.1703163	47678__R5U9X5__BACCAC_01339
ERR1913181.1703231__1.1703231	1262882__R5MYI1__BN519_00416
ERR1913181.1703459__1.1703459	1263000__R5EXF8__BN466_01942
ERR1913181.1703471__1.1703471	374840__GeneID:2546403
ERR1913181.1703538__1.1703538	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1703492__1.1703492	1262911__R6GKS1__BN557_00184
ERR1913181.1703592__1.1703592	1735__B7C896__EUBIFOR_00393
ERR1913181.1703642__1.1703642	39492__D4JVG7__ERS852540_00946
ERR1913181.1703755__1.1703755	374840__GeneID:2546403
ERR1913181.1703763__1.1703763	187327__G4Q2R6__Acin_2204
ERR1913181.1703948__1.1703948	1262743__R5C054__BN727_01980
ERR1913181.1703818__1.1703818	33043__A0A174DAG8__dapF
ERR1913181.1703819__1.1703819	40518__R5DU28__DXD86_07960
ERR1913181.1704195__1.1704195	1262882__R5N3T7__BN519_01188
ERR1913181.1704331__1.1704331	46503__A7AB74__DD461_00855
ERR1913181.1704735__1.1704735	374844__GeneID:1260912
ERR1913181.1704752__1.1704752	1262911__R6HHG7__BN557_01574
ERR1913181.1704944__1.1704944	1262882__R5MDR8__BN519_00124
ERR1913181.1704795__1.1704795	511969__GeneID:3959334
ERR1913181.1705127__1.1705127	487174__K0X2Q8__DDY40_04590
ERR1913181.1705176__1.1705176	374840__GeneID:2546403
ERR1913181.1705294__1.1705294	1262911__R6GTF7__BN557_01242
ERR1913181.1705627__1.1705627	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1705735__1.1705735	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1705925__1.1705925	28117__B0MTH2__ALIPUT_00061
ERR1913181.1706169__1.1706169	47678__R5UAY9__DW706_07200
ERR1913181.1706174__1.1706174	33043__A0A173QXC2__hyaD_1
ERR1913181.1706222__1.1706222	1263000__R5F0H4__BN466_00249
ERR1913181.1706253__1.1706253	1262911__R6GQM3__BN557_01245
ERR1913181.1706331__1.1706331	562__P0AEK1__CR916_15790
ERR1913181.1706663__1.1706663	1262911__R6GZX7__BN557_00838
ERR1913181.1706700__1.1706700	1735__B7C934__EUBIFOR_00691
ERR1913181.1706751__1.1706751	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1706870__1.1706870	39492__B0MM84__lgt
ERR1913181.1706973__1.1706973	1262882__R5N678__BN519_01604
ERR1913181.1706984__1.1706984	1262882__R5MGX3__BN519_00046
ERR1913181.1706995__1.1706995	564886__GeneID:6973115
ERR1913181.1707038__1.1707038	1262911__R6GTN3__BN557_01365
ERR1913181.1707253__1.1707253	40518__R5DWP7__ansA
ERR1913181.1707293__1.1707293	1150298__A0A174LE54__cysA
ERR1913181.1707357__1.1707357	820__A0A078S4C2__ERS417307_00828
ERR1913181.1707830__1.1707830	40518__R5DYU1__DXD86_01160
ERR1913181.1707947__1.1707947	39492__D4JU81__xseA
ERR1913181.1708002__1.1708002	1262882__R5MZF2__BN519_00592
ERR1913181.1708190__1.1708190	1735__B7CEC3__EUBIFOR_02567
ERR1913181.1708147__1.1708147	1263000__R5EF60__BN466_01316
ERR1913181.1708404__1.1708404	28117__B0MWC6__BHV66_00965
ERR1913181.1708653__1.1708653	39492__D4JT68__spoIIIE
ERR1913181.1708784__1.1708784	216816__B3DPC3__CE169_06855
ERR1913181.1708799__1.1708799	1262882__R5MSX6__BN519_01697
ERR1913181.1709025__1.1709025	1262882__R5MJM8__BN519_01064
ERR1913181.1709340__1.1709340	357276__A0A076INK2__BSEG_04225
ERR1913181.1709482__1.1709482	47678__A5ZHL2__DXB67_12495
ERR1913181.1709495__1.1709495	88431__A0A174G8Q6__ERS852526_02711
ERR1913181.1709555__1.1709555	1263000__R5EJ27__BN466_01916
ERR1913181.1709863__1.1709863	1262882__R5MSI5__BN519_01596
ERR1913181.1709889__1.1709889	1262882__R5MFY4__BN519_00529
ERR1913181.1709891__1.1709891	1262882__R5MZ58__BN519_00525
ERR1913181.1709980__1.1709980	310297__R5VBJ5__DXC17_12085
ERR1913181.1710145__1.1710145	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1710265__1.1710265	1262882__R5MGK3__BN519_00655
ERR1913181.1710454__1.1710454	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1710685__1.1710685	214856__A0A174FWM7__ERS852559_00590
ERR1913181.1710961__1.1710961	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1710991__1.1710991	33043__A0A173WXS1__ERS852445_00262
ERR1913181.1711027__1.1711027	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1711402__1.1711402	1262882__R5MIW5__BN519_00945
ERR1913181.1711437__1.1711437	374840__GeneID:2546403
ERR1913181.1711447__1.1711447	1262882__R5N3H1__BN519_01121
ERR1913181.1711606__1.1711606	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1711641__1.1711641	187327__U2TUH7__ACDG_00970
ERR1913181.1711662__1.1711662	1263107__GCA_000436995.1_00130
ERR1913181.1711711__1.1711711	1263107__GCA_000436995.1_00130
ERR1913181.1712095__1.1712095	2292352__A0A374UKI4__DXC23_09350
ERR1913181.1712489__1.1712489	10678__GeneID:2777482
ERR1913181.1712493__1.1712493	1160721__W0U274__RBI_I00073
ERR1913181.1712522__1.1712522	649756__B0P4Q3__ERS852425_01640
ERR1913181.1712560__1.1712560	821__A0A174NM17__lacZ_6
ERR1913181.1712655__1.1712655	33043__A0A173WZE5__ERS852386_00374
ERR1913181.1712748__1.1712748	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1712972__1.1712972	1735__B7CCQ4__EUBIFOR_01982
ERR1913181.1712982__1.1712982	1262911__R6GP42__BN557_00222
ERR1913181.1713085__1.1713085	1262882__R5N0J9__BN519_00773
ERR1913181.1713414__1.1713414	1262882__R5MJM8__BN519_01064
ERR1913181.1713568__1.1713568	1160721__W0U436__BHW50_10710
ERR1913181.1713911__1.1713911	33043__A0A174AEP1__apr
ERR1913181.1713941__1.1713941	823__A0A174LWY0__lepB
ERR1913181.1713895__1.1713895	46503__R6WRM8__HMPREF1060_03046
ERR1913181.1714162__1.1714162	1262911__R6GZW9__BN557_00833
ERR1913181.1714227__1.1714227	1262882__R5N3T7__BN519_01188
ERR1913181.1714246__1.1714246	40518__R5DS23__DXD86_01715
ERR1913181.1714333__1.1714333	1262882__R5MK82__BN519_00260
ERR1913181.1714371__1.1714371	74426__nifJ
ERR1913181.1714383__1.1714383	853__A0A173XRA8__CGS56_09290
ERR1913181.1714433__1.1714433	1262911__R6GY22__BN557_00023
ERR1913181.1714563__1.1714563	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1714578__1.1714578	487174__K0WUW8__DDY40_02615
ERR1913181.1714748__1.1714748	847__C3X9F8__BRW83_1295
ERR1913181.1714792__1.1714792	357276__D1JZM4__HMPREF1065_01278
ERR1913181.1714873__1.1714873	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1714880__1.1714880	1262911__R6GZ01__BN557_00641
ERR1913181.1715298__1.1715298	301302__A0A173S3L8__vpr
ERR1913181.1715352__1.1715352	1262911__R6H0S8__BN557_01079
ERR1913181.1715375__1.1715375	1262882__R5N5C3__BN519_01664
ERR1913181.1715397__1.1715397	487174__K0X6Z7__DDY40_11525
ERR1913181.1715464__1.1715464	28117__B0MY41__BHV66_05165
ERR1913181.1715783__1.1715783	1262882__R5N0H9__BN519_00764
ERR1913181.1715792__1.1715792	511969__GeneID:3959334
ERR1913181.1715849__1.1715849	28117__B0MWZ9__ALIPUT_01735
ERR1913181.1716035__1.1716035	1262911__R6GLX2__BN557_01573
ERR1913181.1716147__1.1716147	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1716102__1.1716102	1262882__R5N1R4__BN519_00788
ERR1913181.1716415__1.1716415	39492__D4JTW6__ERS852540_00220
ERR1913181.1716470__1.1716470	47678__R5U7U0__DW706_12005
ERR1913181.1716479__1.1716479	28116__A0A1Y4PWN5__M088_3731
ERR1913181.1716659__1.1716659	46228__V8C9Y1__DXD17_09525
ERR1913181.1716675__1.1716675	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1716850__1.1716850	1262882__R5MM69__BN519_00075
ERR1913181.1716974__1.1716974	40518__R5DUG7__sbcC
ERR1913181.1717132__1.1717132	820__A0A139KIL9__DXC68_05945
ERR1913181.1717285__1.1717285	47678__R5UPZ8__ERS852494_01752
ERR1913181.1717322__1.1717322	310297__R5VC78__DXB87_16390
ERR1913181.1717325__1.1717325	2173__A0A1D2WVA1__Msm_0411
ERR1913181.1717365__1.1717365	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1717595__1.1717595	301301__A0A395V5B0__ERS852391_02078
ERR1913181.1717664__1.1717664	28116__A0A1Y4Q119__DXD69_10975
ERR1913181.1717740__1.1717740	301301__G2T5Z5__RHOM_15985
ERR1913181.1717903__1.1717903	1262882__R5N4P6__BN519_01346
ERR1913181.1717929__1.1717929	328814__GCA_004558275.1_00835
ERR1913181.1718042__1.1718042	1160721__R6TGH1__BHW50_05060
ERR1913181.1718044__1.1718044	1263107__GCA_000436995.1_00255
ERR1913181.1718095__1.1718095	410072__A0A174QCZ8__ERS852525_02613
ERR1913181.1718203__1.1718203	1262911__R6GTZ4__BN557_01440
ERR1913181.1718226__1.1718226	1262915__R6HQV2__BN574_01665
ERR1913181.1718261__1.1718261	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1718532__1.1718532	1262911__R6GMZ7__BN557_01741
ERR1913181.1718504__1.1718504	1262911__R6HG37__BN557_01341
ERR1913181.1718559__1.1718559	1262882__R5MSS9__BN519_01662
ERR1913181.1719066__1.1719066	374840__GeneID:2546403
ERR1913181.1719203__1.1719203	154046__A0A174R8A0__CLOSTHATH_05075
ERR1913181.1719280__1.1719280	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1719297__1.1719297	1262945__R6YRW5__BN600_00530
ERR1913181.1719311__1.1719311	1262911__R6GHG8__BN557_01301
ERR1913181.1719354__1.1719354	1262882__R5MEW7__BN519_00010
ERR1913181.1719435__1.1719435	1262911__R6GUQ4__BN557_01581
ERR1913181.1719397__1.1719397	1262986__R5ZVC2__BN492_01430
ERR1913181.1719820__1.1719820	1262882__R5MLP0__BN519_01597
ERR1913181.1719959__1.1719959	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1719961__1.1719961	46228__V8BQF7__RUMLAC_01925
ERR1913181.1720062__1.1720062	28118__F9Z9Z7__B5F99_12650
ERR1913181.1720267__1.1720267	1262911__R6GZW9__BN557_00833
ERR1913181.1720288__1.1720288	1262882__R5MPY4__BN519_01128
ERR1913181.1720307__1.1720307	28117__B0MTD2__ALIPUT_00428
ERR1913181.1720402__1.1720402	239935__A0A2N8HQQ5__CXU12_06805
ERR1913181.1720465__1.1720465	1262882__R5N532__BN519_01420
ERR1913181.1720581__1.1720581	1735__B7CBN5__EUBIFOR_01610
ERR1913181.1720690__1.1720690	47678__R5UUS9__ERS852558_01432
ERR1913181.1720708__1.1720708	853__A0A173YYY4__DWZ04_09420
ERR1913181.1720902__1.1720902	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1720959__1.1720959	1262882__R5MXW0__BN519_00317
ERR1913181.1721200__1.1721200	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1721223__1.1721223	511969__GeneID:3959334
ERR1913181.1721251__1.1721251	40518__R5DS68__hcpC
ERR1913181.1721379__1.1721379	1262918__R5CVD0__BN458_00867
ERR1913181.1721414__1.1721414	1735__B7CB88__EUBIFOR_01463
ERR1913181.1721613__1.1721613	1262882__R5MT42__BN519_01729
ERR1913181.1721848__1.1721848	1262911__R6GZW9__BN557_00833
ERR1913181.1721935__1.1721935	374840__GeneID:2546403
ERR1913181.1722177__1.1722177	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913181.1722294__1.1722294	47678__A5ZL09__BACCAC_03608
ERR1913181.1722417__1.1722417	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1722439__1.1722439	40518__R5E4E8__phoR_4
ERR1913181.1722347__1.1722347	1262911__R6H2B5__BN557_01151
ERR1913181.1722516__1.1722516	1263000__R5EJ27__BN466_01916
ERR1913181.1722667__1.1722667	1262882__R5MSX6__BN519_01697
ERR1913181.1722728__1.1722728	563769__GeneID:6973158
ERR1913181.1722844__1.1722844	33043__A0A173YUV6__ERS852386_00507
ERR1913181.1723071__1.1723071	817__Q64XX5__M126_0821
ERR1913181.1723415__1.1723415	239935__A0A2N8IQ67__CXU20_08505
ERR1913181.1723434__1.1723434	1262882__R5N2E1__BN519_01117
ERR1913181.1723660__1.1723660	1262882__R5N526__BN519_01603
ERR1913181.1723715__1.1723715	1160721__R6THG6__RBI_I00012
ERR1913181.1723866__1.1723866	487174__K0X393__DDY40_02525
ERR1913181.1723930__1.1723930	374840__GeneID:2546403
ERR1913181.1723939__1.1723939	33043__A0A174B7D6__ERS852400_01331
ERR1913181.1724000__1.1724000	487174__R5F4K8__HMPREF9448_01532
ERR1913181.1724057__1.1724057	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1724145__1.1724145	823__A0A355XLT7__HMPREF1075_03402
ERR1913181.1724215__1.1724215	823__A0A355XKQ8__DHP27_04010
ERR1913181.1724244__1.1724244	1262911__R6H092__BN557_00938
ERR1913181.1724280__1.1724280	47678__R5U7T0__CGC64_00755
ERR1913181.1724400__1.1724400	552398__F4XCR9__HMPREF0866_01636
ERR1913181.1724584__1.1724584	39492__D4MIY5__EUBSIR_00233
ERR1913181.1724644__1.1724644	1262882__R5MRT2__BN519_01494
ERR1913181.1724648__1.1724648	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1724684__1.1724684	46228__B5CPY3__DXD17_03535
ERR1913181.1724769__1.1724769	88431__A6BJD4__DXB16_02900
ERR1913181.1724770__1.1724770	374840__GeneID:2546403
ERR1913181.1724918__1.1724918	40518__R5DW64__RBL236_01394
ERR1913181.1724944__1.1724944	853__A0A2A7AXC8__C4N21_14120
ERR1913181.1725080__1.1725080	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1725139__1.1725139	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1725467__1.1725467	374840__GeneID:2546403
ERR1913181.1725548__1.1725548	374840__GeneID:2546403
ERR1913181.1725868__1.1725868	853__A0A2A7B1Y7__C7K05_11930
ERR1913181.1725918__1.1725918	1150298__A0A174S2H3__spoIIQ
ERR1913181.1726087__1.1726087	1262882__R5MM25__BN519_00600
ERR1913181.1726264__1.1726264	357276__A0A076J726__IY41_15030
ERR1913181.1726336__1.1726336	1262882__R5N5H2__BN519_01493
ERR1913181.1726427__1.1726427	40520__R7DC80__RUMOBE_00153
ERR1913181.1726566__1.1726566	1262882__R5MY46__BN519_00355
ERR1913181.1726736__1.1726736	10680__GeneID:1261099
ERR1913181.1726804__1.1726804	1262882__R5MFA5__BN519_00331
ERR1913181.1727014__1.1727014	1150298__A0A174SZP5__ERS852535_02327
ERR1913181.1727054__1.1727054	817__A0A0K6BQ31__M066_0764
ERR1913181.1727195__1.1727195	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1727420__1.1727420	40518__R5DMZ0__DXD83_05610
ERR1913181.1727632__1.1727632	1304__A0A0F3HE04__A6J87_01575
ERR1913181.1727662__1.1727662	28117__B0MYW7__ALIPUT_02336
ERR1913181.1727763__1.1727763	40520__R7D6T7__DXD81_06600
ERR1913181.1727813__1.1727813	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1727727__1.1727727	33043__A0A173ZXG0__ERS852400_00169
ERR1913181.1727903__1.1727903	1262882__R5N3H1__BN519_01121
ERR1913181.1728053__1.1728053	39492__B0MNL5__phoR_1
ERR1913181.1728088__1.1728088	1124654__GeneID:14005780
ERR1913181.1728103__1.1728103	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913181.1728227__1.1728227	39492__D4JV38__EUBSIR_01205
ERR1913181.1728350__1.1728350	1262915__R6ICM3__BN574_00148
ERR1913181.1728897__1.1728897	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1729001__1.1729001	40518__R5DZM6__lytR_3
ERR1913181.1729078__1.1729078	357276__A0A076J8M3__ABI39_13695
ERR1913181.1729131__1.1729131	1262911__R6GNY6__BN557_00004
ERR1913181.1729159__1.1729159	40518__R5E670__DXD93_06195
ERR1913181.1729278__1.1729278	374840__GeneID:2546403
ERR1913181.1729295__1.1729295	1263000__R5EHI3__BN466_01684
ERR1913181.1729484__1.1729484	39492__D4JWI6__EUBSIR_01073
ERR1913181.1729494__1.1729494	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1729547__1.1729547	1262882__R5N2U9__BN519_01221
ERR1913181.1729593__1.1729593	28117__B0MXJ1__BHV66_08445
ERR1913181.1729675__1.1729675	823__A0A173RD26__B5F32_03910
ERR1913181.1729863__1.1729863	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1729924__1.1729924	562__P75859__AML60_03870
ERR1913181.1730008__1.1730008	1262882__R5MDR8__BN519_00124
ERR1913181.1730291__1.1730291	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1730334__1.1730334	1739406__A0A1S1EMV9__HMPREF2902_06265
ERR1913181.1730383__1.1730383	40520__R7D6C0__RUMOBE_01488
ERR1913181.1730532__1.1730532	40520__R7D6G3__DXB81_16300
ERR1913181.1730550__1.1730550	1262882__R5MLP0__BN519_01597
ERR1913181.1730656__1.1730656	116085__D4J7P1__DW747_15085
ERR1913181.1730679__1.1730679	487174__K0XH97__HMPREF9448_01909
ERR1913181.1730872__1.1730872	562__Q8XBR9__G770_00628
ERR1913181.1730925__1.1730925	172901__A0A2U1ARD1__C8D82_12318
ERR1913181.1730915__1.1730915	40518__R5DZ88__DXD93_06320
ERR1913181.1731296__1.1731296	39492__D4MMN2__EUBSIR_00964
ERR1913181.1731487__1.1731487	544644__GCA_001915615.1_00030
ERR1913181.1731589__1.1731589	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1731713__1.1731713	1263107__GCA_000436995.1_00191
ERR1913181.1731728__1.1731728	1262882__R5MFY4__BN519_00529
ERR1913181.1731768__1.1731768	28117__B0N028__BHV66_05935
ERR1913181.1731921__1.1731921	328814__GCA_004558275.1_00056
ERR1913181.1731981__1.1731981	357276__A0A076J8D4__HMPREF1064_00553
ERR1913181.1732072__1.1732072	1150298__R7JUX4__ERS852535_02669
ERR1913181.1732148__1.1732148	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1732201__1.1732201	1735__B7C934__EUBIFOR_00691
ERR1913181.1732110__1.1732110	39492__D4JTL0__EUBSIR_01428
ERR1913181.1732120__1.1732120	1263107__GCA_000436995.1_00140
ERR1913181.1732244__1.1732244	33043__A0A173S5P8__ERS852445_00566
ERR1913181.1732319__1.1732319	1262882__R5MZ41__BN519_00356
ERR1913181.1732410__1.1732410	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913181.1732547__1.1732547	40518__R5E328__DXD86_08885
ERR1913181.1732548__1.1732548	1150298__A0A174RJU1__gsiA_4
ERR1913181.1732798__1.1732798	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1732763__1.1732763	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1732787__1.1732787	40518__R5DVL2__penA
ERR1913181.1732887__1.1732887	1262911__R6GTF7__BN557_01242
ERR1913181.1732876__1.1732876	1263000__R5EQY7__BN466_01150
ERR1913181.1732993__1.1732993	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1733455__1.1733455	820__A0A3E4HWJ4__DXD40_05945
ERR1913181.1733476__1.1733476	1262882__R5N2A9__BN519_00921
ERR1913181.1733622__1.1733622	74426__rpoC
ERR1913181.1733948__1.1733948	28117__B0MSR5__BHV66_02095
ERR1913181.1734266__1.1734266	562__Q8XBR9__G770_00628
ERR1913181.1734272__1.1734272	1262882__R5MRS7__BN519_01490
ERR1913181.1734282__1.1734282	1262882__R5N3H1__BN519_01121
ERR1913181.1734394__1.1734394	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1734434__1.1734434	1150298__A0A174IG30__ERS852535_01135
ERR1913181.1734462__1.1734462	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1734565__1.1734565	39492__R6SPM9__pheT
ERR1913181.1734607__1.1734607	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1734622__1.1734622	374840__GeneID:2546403
ERR1913181.1734689__1.1734689	1262882__R5N3T7__BN519_01188
ERR1913181.1734732__1.1734732	487174__K0X5U7__DDY40_04950
ERR1913181.1734763__1.1734763	33043__A0A173ZXG0__ERS852400_00169
ERR1913181.1734941__1.1734941	821__A0A174V2F3__NCTC10583_01474
ERR1913181.1735172__1.1735172	511969__GeneID:3959334
ERR1913181.1735212__1.1735212	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1735257__1.1735257	2173__A0A1D2WSY6__Msm_1050
ERR1913181.1735307__1.1735307	1520815__A0A1I3NT56__SAMN02910435_01398
ERR1913181.1735280__1.1735280	33043__D5HI36__ERS852400_02168
ERR1913181.1735409__1.1735409	39486__R6SCN1__DXB36_08330
ERR1913181.1735344__1.1735344	239935__A0A139TSG7__CXU17_09600
ERR1913181.1735455__1.1735455	28117__B0MTW8__ALIPUT_00502
ERR1913181.1735522__1.1735522	626933__H1DGX0__HMPREF9449_01506
ERR1913181.1735553__1.1735553	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1735678__1.1735678	1262882__R5MFK5__BN519_00378
ERR1913181.1735698__1.1735698	47678__A5ZHJ2__DXB67_12405
ERR1913181.1735788__1.1735788	69974__A0A090FEL8__MPL3365_630008
ERR1913181.1735981__1.1735981	1262882__R5N2E1__BN519_01117
ERR1913181.1736031__1.1736031	357276__A0A1Y4PPG2__B5F95_02305
ERR1913181.1736450__1.1736450	33043__D5HFA1__ERS852400_02183
ERR1913181.1736544__1.1736544	1262911__R6GPB1__BN557_00837
