ERR1913258.46__1.46	1550024__A0A0D8IWM4__TQ39_15635
ERR1913258.285338__1.285338	239935__A0A2N8HB50__CXU17_02615
ERR1913258.286050__1.286050	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913258.286169__1.286169	1262848__R6UA58__BN818_01710
ERR1913258.286432__1.286432	45851__D4S1R7__BUTYVIB_02039
ERR1913258.286659__1.286659	1680__A0A374QDL4__LMG18897_0432
ERR1913258.286915__1.286915	820__A0A174QLF0__SAMN05444418_109151
ERR1913258.286923__1.286923	39491__A0A396FKG5__DXB76_07455
ERR1913258.287070__1.287070	357276__I9FTR0__HMPREF1065_02861
ERR1913258.287158__1.287158	301301__A0A395VEZ0__mcp4_1
ERR1913258.287191__1.287191	45851__D4RWJ0__BHV86_05915
ERR1913258.287347__1.287347	931074__GCA_000769695.1_00022
ERR1913258.287472__1.287472	39490__U2Q312__ERS852448_03061
ERR1913258.287561__1.287561	39491__A0A395ZF49__DXB69_05290
ERR1913258.287787__1.287787	1262924__R7HMZ4__BN585_01629
ERR1913258.288057__1.288057	1681__A0A133KR12__SAMN05216254_0148
ERR1913258.288301__1.288301	239935__A0A2N8HBM4__CXT85_06270
ERR1913258.288657__1.288657	357276__A0A076IN21__BSEG_03078
ERR1913258.288942__1.288942	39485__A0A174ZNW9__luxQ_1
ERR1913258.288944__1.288944	267818__A0A0R1PDX5__B8W86_07420
ERR1913258.289158__1.289158	39488__A0A173SXL5__DXD91_06505
ERR1913258.289363__1.289363	1680__A0A076JNH5__DXC60_03835
ERR1913258.289916__1.289916	214856__A0A174ZZS1__ERS852559_01484
ERR1913258.289966__1.289966	39491__C4ZGN3__DXB99_14175
ERR1913258.290075__1.290075	39491__A0A396FF66__DXD95_01810
ERR1913258.290414__1.290414	1681__A0A292G7V3__BBIF_1776
ERR1913258.290532__1.290532	1263107__GCA_000436995.1_00213
ERR1913258.290482__1.290482	301302__R5UV35__M72_02721
ERR1913258.290612__1.290612	1262911__R6GY22__BN557_00023
ERR1913258.290716__1.290716	1262848__R6U4T9__BN818_00690
ERR1913258.290853__1.290853	2173__P22350__Msm_0089
ERR1913258.291071__1.291071	1262848__R6U9R7__BN818_00481
ERR1913258.291412__1.291412	1150298__A0A173ZYU8__sipT_2
ERR1913258.291650__1.291650	39491__A0A395ZDC6__addB
ERR1913258.291660__1.291660	239935__A0A2N8HH03__CXU09_08875
ERR1913258.291674__1.291674	487174__K0XJ34__DDY40_06890
ERR1913258.291719__1.291719	239935__A0A2N8ITX2__CXT86_11265
ERR1913258.291940__1.291940	39491__A0A173QT73__alaS_2
ERR1913258.292100__1.292100	1680__A0A2R4G1K8__BBMN23_0315
ERR1913258.292213__1.292213	357276__I8VQA2__HMPREF1065_04183
ERR1913258.292240__1.292240	1262924__R7HRJ9__BN585_00557
ERR1913258.292322__1.292322	1262736__R5Y2W2__BN496_01173
ERR1913258.292584__1.292584	626940__E8LFQ7__BN587_01244
ERR1913258.292901__1.292901	820__A0A139K5A6__DXB48_12175
ERR1913258.292978__1.292978	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913258.293031__1.293031	39491__D4JMW8__ERS852497_01971
ERR1913258.293118__1.293118	33039__A0A174ZCB2__ERS852577_04014
ERR1913258.293066__1.293066	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913258.293140__1.293140	1262989__R6YDD0__BN815_01114
ERR1913258.293216__1.293216	1150298__A0A174M5F7__ERS852535_00457
ERR1913258.293236__1.293236	1550024__G9RZG0__ASJ35_05540
ERR1913258.293255__1.293255	1680__A0A087DHN0__AL0462_1532
ERR1913258.293392__1.293392	1550024__G9RY06__TQ39_00225
ERR1913258.293406__1.293406	39491__A0A396FKI0__DXC13_11560
ERR1913258.293554__1.293554	116085__D4J519__DW747_07275
ERR1913258.293556__1.293556	1680__A0A087DHN0__AL0462_1532
ERR1913258.293922__1.293922	1262848__R6UK30__BN818_01639
ERR1913258.293994__1.293994	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913258.294236__1.294236	1262924__R7HQD9__BN585_00129
ERR1913258.294264__1.294264	239935__R6J5N6__CXT99_10770
ERR1913258.294316__1.294316	1550024__G9RX78__TQ39_04855
ERR1913258.294426__1.294426	116085__D4J519__DW747_07275
ERR1913258.294528__1.294528	1680__A0A0C2YPV2__AL0462_1474
ERR1913258.294977__1.294977	357276__A0A0M1W657__HMPREF1064_04629
ERR1913258.295011__1.295011	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913258.295442__1.295442	1681__K2HUZ1__B0085_0362
ERR1913258.295570__1.295570	1550024__A0A0D8IZK5__TQ39_07980
ERR1913258.295703__1.295703	357276__A0A076IS73__GV66_00410
ERR1913258.295933__1.295933	1262848__R6UBC5__BN818_01849
ERR1913258.296086__1.296086	1263107__GCA_000436995.1_00169
ERR1913258.296251__1.296251	1262924__R7HST1__BN585_00215
ERR1913258.296357__1.296357	418240__C6J887__ERS852523_03392
ERR1913258.296474__1.296474	39488__A0A173SK21__EUBHAL_00799
ERR1913258.296481__1.296481	47678__R5USR9__HMPREF1061_01404
ERR1913258.296486__1.296486	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913258.296490__1.296490	74426__nifJ
ERR1913258.296706__1.296706	1680__A0A2R4G1K8__BBMN23_0315
ERR1913258.297078__1.297078	39491__D4JMW8__ERS852497_01971
ERR1913258.297337__1.297337	357276__I9QBT7__BSEG_03340
ERR1913258.297443__1.297443	239935__A0A2N8HMQ8__pgsA
ERR1913258.297547__1.297547	418240__A0A173WVP8__acm
ERR1913258.297572__1.297572	39491__C4Z872__LD38_07250
ERR1913258.297619__1.297619	74426__purL
ERR1913258.297957__1.297957	39491__C4ZC33__DXC13_11585
ERR1913258.297995__1.297995	39485__A0A174Z851__cdaR_1
ERR1913258.298058__1.298058	40520__R7DEU2__ERS852394_00085
ERR1913258.298827__1.298827	1680__R5GSL8__DXD60_03315
ERR1913258.298987__1.298987	74426__rpoC
ERR1913258.299498__1.299498	1550024__A0A0D8J136__TQ39_12150
ERR1913258.299518__1.299518	820__A0A3E5E0T0__ERS852554_00312
ERR1913258.299567__1.299567	239935__A0A2N8HHB6__B5G29_11500
ERR1913258.299722__1.299722	28118__F9ZBG8__DHW44_04410
ERR1913258.299723__1.299723	216816__D6ZXY6__BL105A_0298
ERR1913258.299841__1.299841	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913258.299845__1.299845	1263000__R5EXT3__BN466_02213
ERR1913258.299917__1.299917	39491__A0A396FVC0__ERE_15900
ERR1913258.299947__1.299947	357276__A0A076IN30__DXD47_09350
ERR1913258.299953__1.299953	39491__A0A395UZ82__EUR_31520
ERR1913258.299955__1.299955	384639__GCA_003096855.1_01214
ERR1913258.300006__1.300006	1263011__R6E488__BN553_00229
ERR1913258.300069__1.300069	1263000__R5EBB0__BN466_00463
ERR1913258.300140__1.300140	116085__D4J7N1__DW747_15135
ERR1913258.300193__1.300193	1262848__R6U2B6__BN818_00428
ERR1913258.300286__1.300286	853__A0A2A7B1Y7__C7K05_11930
ERR1913258.300261__1.300261	1262882__R5N3H1__BN519_01121
ERR1913258.300461__1.300461	33039__A0A173VTT4__frdB_1
ERR1913258.300478__1.300478	649756__D4MYP6__DO83_09290
ERR1913258.300602__1.300602	1681__A0A0H3ED55__IF1010_1588
ERR1913258.300690__1.300690	39488__A0A173UD79__EHLA_0346
ERR1913258.300801__1.300801	39491__A0A173U130__ERE_16110
ERR1913258.300954__1.300954	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913258.301057__1.301057	239935__A0A2N8IVR0__CXT87_07115
ERR1913258.301163__1.301163	39491__A0A395V1Y4__DXB99_08035
ERR1913258.301211__1.301211	40518__R5DRG6__ylbJ
ERR1913258.301377__1.301377	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913258.301494__1.301494	28025__D3R3F8__DD702_05640
ERR1913258.301593__1.301593	1308__A0A0E2RBL2__BEL03_04400
ERR1913258.301622__1.301622	39496__A5Z8C5__EUBVEN_01966
ERR1913258.301670__1.301670	39485__C4Z390__EUBELI_01689
ERR1913258.301785__1.301785	204516__U6R8I1__HMPREF1534_03341
ERR1913258.301755__1.301755	46503__A7AG53__DD461_14240
ERR1913258.301982__1.301982	1262924__R7HR75__BN585_00689
ERR1913258.302074__1.302074	45851__D4RYU0__BHV86_05340
ERR1913258.302109__1.302109	216816__D6DBD5__DXC32_04335
ERR1913258.302217__1.302217	39491__A0A396FSR4__ERS852580_02287
ERR1913258.302215__1.302215	239935__A0A139TQT9__Amuc_1197
ERR1913258.302287__1.302287	39486__B0G468__DXB12_12780
ERR1913258.302574__1.302574	2022527__A0A264YAP7__CHL74_01035
ERR1913258.302488__1.302488	1681__A0A0H2PGZ6__DXD34_05075
ERR1913258.302642__1.302642	40518__R5E2Z2__DXD93_09295
ERR1913258.302804__1.302804	28117__B0MWP2__ALIPUT_01468
ERR1913258.302879__1.302879	39491__A0A396FFW0__ERE_10580
ERR1913258.302937__1.302937	39491__A0A395ZKJ0__DXD13_11010
ERR1913258.303104__1.303104	40518__R5DV58__htrA
ERR1913258.303089__1.303089	239935__A0A2N8I3G2__CXT89_00720
ERR1913258.303377__1.303377	39488__A0A374N0M3__EUBHAL_02860
ERR1913258.303659__1.303659	45851__D4RWI2__BHV86_07325
ERR1913258.303804__1.303804	239935__A0A2N8IVR0__CXT87_07115
ERR1913258.303999__1.303999	301301__A0A395V6S0__dosP
ERR1913258.304619__1.304619	33043__D5HFD3__ybbD
ERR1913258.304688__1.304688	39491__A0A395V1Y4__DXB99_08035
ERR1913258.304727__1.304727	1262924__R7HPY0__BN585_01950
ERR1913258.304918__1.304918	28116__C3QMW5__M089_4133
ERR1913258.304951__1.304951	1680__A0A087DHN0__AL0462_1532
ERR1913258.304994__1.304994	1262911__R6HJZ1__BN557_00331
ERR1913258.305248__1.305248	39491__C4ZHS4__EUR_24420
ERR1913258.305343__1.305343	1263107__GCA_000436995.1_00208
ERR1913258.305596__1.305596	39488__A0A285PT56__ERS852450_02640
ERR1913258.305607__1.305607	39491__A0A395UXH0__EUBREC_0021
ERR1913258.305769__1.305769	2173__A0A1D2WW40__BK798_07930
ERR1913258.305839__1.305839	1432052__A0A1E3ABI2__BEI63_16840
ERR1913258.305992__1.305992	1262848__R6U7U6__BN818_00268
ERR1913258.306008__1.306008	45851__R5LRP4__BUTYVIB_00447
ERR1913258.306246__1.306246	853__D4JY61__C4N21_10560
ERR1913258.306302__1.306302	1681__A0A286TFH5__LMG13200_1490
ERR1913258.306394__1.306394	39491__A0A396FI89__DXD95_01300
ERR1913258.306456__1.306456	239935__A0A2N8I3Z7__CXU05_10555
ERR1913258.306614__1.306614	1263011__R6DRX0__BN553_01918
ERR1913258.306762__1.306762	1262848__R6UB32__BN818_01453
ERR1913258.306729__1.306729	821__C6Z451__BHV80_04265
ERR1913258.306874__1.306874	394340__group_3414
ERR1913258.306969__1.306969	84112__F0HKQ2__Elen_0476
ERR1913258.307079__1.307079	357276__I9FTR0__HMPREF1065_02861
ERR1913258.307511__1.307511	2173__A0A1D2WST6__METSMIALI_00213
ERR1913258.307616__1.307616	712121__L1PGB1__HMPREF9061_01226
ERR1913258.307776__1.307776	1150298__A0A174S4G4__dacB_1
ERR1913258.307972__1.307972	39492__B0MNU1__ERS852540_02349
ERR1913258.308368__1.308368	246787__R6LGA6__tmoS_11
ERR1913258.308495__1.308495	184870__A0A134BP04__Q618_VCMC00001G0494
ERR1913258.308576__1.308576	1263006__R6LL18__BN515_02215
ERR1913258.308610__1.308610	1262848__R6UEX2__BN818_00035
ERR1913258.308649__1.308649	239935__A0A2N8IHY1__CXU06_00035
ERR1913258.308704__1.308704	1472761__GCA_002159295.1_00731
ERR1913258.308750__1.308750	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913258.308819__1.308819	418240__A0A174NZX7__tagF_1
ERR1913258.309049__1.309049	39491__A0A396FPV7__ERS852580_01177
ERR1913258.309167__1.309167	40520__R7D624__DXC87_06475
ERR1913258.309259__1.309259	1150298__R7JV71__ERS852498_00755
ERR1913258.309339__1.309339	487174__R5EV44__HMPREF9448_01630
ERR1913258.309427__1.309427	821__A0A173XDD3__DXB82_17180
ERR1913258.309553__1.309553	39492__D4JRV7__EUBSIR_01513
ERR1913258.309560__1.309560	39485__A0A175A403__EUBELI_20577
ERR1913258.309620__1.309620	40520__R7DFT2__DXD81_08675
ERR1913258.309637__1.309637	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913258.309790__1.309790	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913258.309868__1.309868	39486__R6S9I0__DXB12_08640
ERR1913258.309894__1.309894	40520__R7D7W1__DXB81_08070
ERR1913258.309926__1.309926	39491__A0A396FSK3__ERS852417_00383
ERR1913258.310019__1.310019	1550024__A0A0D8IYB1__TQ39_12130
ERR1913258.309969__1.309969	1262736__R5YAS8__BN496_01746
ERR1913258.309981__1.309981	1235835__R9LCU2__C814_02677
ERR1913258.310274__1.310274	39491__C4ZHS4__EUR_24420
ERR1913258.310587__1.310587	1262889__R7H967__BN634_00445
ERR1913258.310732__1.310732	1550024__A0A0D8IYB1__TQ39_12130
ERR1913258.310849__1.310849	1680__A0A087DHN0__AL0462_1532
ERR1913258.310941__1.310941	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913258.310995__1.310995	626940__E8LFE6__DCQ00_00370
ERR1913258.311020__1.311020	39492__D4MIY5__EUBSIR_00233
ERR1913258.311092__1.311092	853__A0A3E2U7E6__ERS852582_01640
ERR1913258.311115__1.311115	1550024__A0A3B9WIW5__TQ39_04755
ERR1913258.311230__1.311230	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913258.311336__1.311336	572010__rpoB
ERR1913258.311381__1.311381	239935__A0A3F3K9J9__DEF40_00940
ERR1913258.311496__1.311496	39491__A0A396FNY7__LD38_16155
ERR1913258.311516__1.311516	39496__A5Z361__EUBVEN_00107
ERR1913258.311520__1.311520	28117__B0MXG8__ALIPUT_01814
ERR1913258.311521__1.311521	1262777__R5W7T1__BN512_00057
ERR1913258.311571__1.311571	1681__A0A1V8R046__AYW85_06770
ERR1913258.311958__1.311958	1263011__R6EIY4__BN553_01183
ERR1913258.312031__1.312031	39491__A0A395V464__EUBREC_1509
ERR1913258.312287__1.312287	357276__A0A1Y3ZD00__B5F00_16730
ERR1913258.312443__1.312443	239935__A0A2N8HL14__CXT98_09285
ERR1913258.312479__1.312479	216816__C5E9C3__CJO32_03030
ERR1913258.312567__1.312567	301301__G2T5Z5__RHOM_15985
ERR1913258.312940__1.312940	61171__B9Y5T9__HOLDEFILI_01171
ERR1913258.313050__1.313050	184870__A0A134BPA0__HMPREF1862_00211
ERR1913258.313264__1.313264	418240__C6J843__ERS852478_02458
ERR1913258.313481__1.313481	116085__D4JAK3__DW747_10755
ERR1913258.313722__1.313722	239935__A0A2N8HX65__CXU17_02540
ERR1913258.313874__1.313874	1897011__A0A1Q6RE78__BHW41_04770
ERR1913258.313965__1.313965	649756__L1Q2A2__CL2_18610
ERR1913258.313974__1.313974	239935__A0A139TPG3__CXT86_08810
ERR1913258.313995__1.313995	1262924__R7HMZ4__BN585_01629
ERR1913258.314027__1.314027	28025__A0A315RUZ6__EN10_06360
ERR1913258.314050__1.314050	1681__K2I5X7__BJL93_01655
ERR1913258.314188__1.314188	214856__I3YK71__ERS852559_02472
ERR1913258.314214__1.314214	239935__A0A2N8IU14__ADH72_05655
ERR1913258.314273__1.314273	1263011__R6DPZ5__BN553_01010
ERR1913258.314470__1.314470	1680__A0A174BEE7__BSTER_1311
ERR1913258.314687__1.314687	1796613__A0A1C7H6N8__ADH74_01350
ERR1913258.314851__1.314851	1897011__A0A1Q6RH61__BHW41_01970
ERR1913258.314883__1.314883	820__A0A174Q0F0__DXB48_08080
ERR1913258.315027__1.315027	1262848__R6V8K7__BN818_00573
ERR1913258.315039__1.315039	1263000__R5EJ27__BN466_01916
ERR1913258.315250__1.315250	39491__C4ZEW3__T1815_18241
ERR1913258.315321__1.315321	1262911__R6GMZ7__BN557_01741
ERR1913258.315656__1.315656	1681__K2IQY4__RY70_39
ERR1913258.315674__1.315674	29361__B6FRT6__CLONEX_02860
ERR1913258.315720__1.315720	39491__A0A173QT73__alaS_2
ERR1913258.315861__1.315861	1897011__A0A1Q6RDU0__BHW41_05265
ERR1913258.315878__1.315878	1680__A0A087DHN0__AL0462_1532
ERR1913258.315981__1.315981	74426__thrZ
ERR1913258.316124__1.316124	1680__R5GR82__AD0028_0014
ERR1913258.316295__1.316295	46228__V8CBW1__HMPREF1202_00636
ERR1913258.316329__1.316329	239935__A0A2N8IVR0__CXT87_07115
ERR1913258.316396__1.316396	301301__A0A395VA63__sbcC
ERR1913258.316427__1.316427	1550024__A0A0D8J274__ASJ35_12405
ERR1913258.316586__1.316586	39491__A0A395ZF49__DXB69_05290
ERR1913258.316551__1.316551	1550024__G9RWW8__TQ39_12140
ERR1913258.316606__1.316606	39491__C4Z872__LD38_07250
ERR1913258.316645__1.316645	239935__A0A139TT05__CXU09_03335
ERR1913258.316648__1.316648	823__A0A355XN73__DXC05_07000
ERR1913258.316689__1.316689	28052__R7NB18__tcrY_2
ERR1913258.316830__1.316830	39491__D6DXZ8__DXB72_15035
ERR1913258.316929__1.316929	1550024__A0A3B9WI04__ASJ35_06105
ERR1913258.316933__1.316933	39491__A0A395V5R3__EUBREC_1883
ERR1913258.316934__1.316934	1262736__R5YX38__BN496_01145
ERR1913258.316956__1.316956	357276__A0A0M1W657__HMPREF1064_04629
ERR1913258.316972__1.316972	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913258.317158__1.317158	39491__D4JM76__DXC13_02150
ERR1913258.317234__1.317234	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913258.317421__1.317421	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913258.317433__1.317433	88431__A0A3D0EY52__ERS852573_01763
ERR1913258.317993__1.317993	301301__A0A395V8X2__RHOM_00490
ERR1913258.318084__1.318084	28117__B0MTV5__BHV66_06415
ERR1913258.318093__1.318093	46503__R6Y6S8__xynB_2
ERR1913258.318250__1.318250	1680__A0A1X2ZKM8__B5789_0981
ERR1913258.318407__1.318407	1681__E4V7J8__RY70_284
ERR1913258.318422__1.318422	301301__G2T4K1__RHOM_14310
ERR1913258.318440__1.318440	1262924__R7HQ03__BN585_01295
ERR1913258.318522__1.318522	301301__A0A395V3C0__mcpC_6
ERR1913258.318820__1.318820	1262924__R7HQB7__BN585_02057
ERR1913258.318913__1.318913	39491__C4ZEW3__T1815_18241
ERR1913258.319077__1.319077	39491__A0A396FRE7__EUR_27520
ERR1913258.319054__1.319054	39491__A0A395ZHV7__ykvU
ERR1913258.319230__1.319230	552398__F4XCQ4__HMPREF0866_01621
ERR1913258.319326__1.319326	1680__A0A0C2YNK5__BADO_0780
ERR1913258.319419__1.319419	1681__I3WJK6__DXD72_06985
ERR1913258.319578__1.319578	1680__A0A174BEE7__BSTER_1311
ERR1913258.319589__1.319589	1680__A7A7Z9__AAX71_05385
ERR1913258.319715__1.319715	1381__group_773
ERR1913258.319793__1.319793	239935__A0A2N8I368__CXT95_04550
ERR1913258.319830__1.319830	1897011__A0A1Q6RI45__BHW41_00970
ERR1913258.319990__1.319990	239935__A0A2N8I9P4__CXT85_05050
ERR1913258.320004__1.320004	40518__R5E2Z2__DXD93_09295
ERR1913258.320358__1.320358	74426__rpoC
ERR1913258.320384__1.320384	853__A0A173XRA8__CGS56_09290
ERR1913258.320870__1.320870	357276__I9QBT7__BSEG_03340
ERR1913258.321033__1.321033	39491__A0A396FIZ8__ERE_20410
ERR1913258.321000__1.321000	820__A0A3E4G493__ERS417307_00253
ERR1913258.321020__1.321020	1262924__R7HNZ2__BN585_02017
ERR1913258.320961__1.320961	74426__rpoB
ERR1913258.321135__1.321135	853__A0A173XRA8__CGS56_09290
ERR1913258.321144__1.321144	1263107__GCA_000436995.1_00122
ERR1913258.321251__1.321251	357276__D1JYA3__BSEG_00395
ERR1913258.321278__1.321278	28025__D3R5R2__BIF_01062
ERR1913258.321282__1.321282	823__A6LER2__ERS852513_00365
ERR1913258.321309__1.321309	39491__C4ZEW3__T1815_18241
ERR1913258.321354__1.321354	1897011__A0A1Q6RF44__BHW41_03065
ERR1913258.321438__1.321438	1550024__G9RXV5__TQ39_13455
ERR1913258.321612__1.321612	28025__A0A0L7CV42__EN10_08055
ERR1913258.321617__1.321617	40520__R7D6X4__addA
ERR1913258.321914__1.321914	1680__A0A174BEE7__BSTER_1311
ERR1913258.321958__1.321958	1262777__R5W3Q6__BN512_00091
ERR1913258.321989__1.321989	1550024__A0A0D8IZK5__TQ39_07980
ERR1913258.322060__1.322060	626940__E8LDK5__DCQ00_02560
ERR1913258.322075__1.322075	821__A0A173XDD3__DXB82_17180
ERR1913258.322134__1.322134	39491__C4ZHS4__EUR_24420
ERR1913258.322193__1.322193	114527__A0A2S0L5L8__C5Q96_06870
ERR1913258.322273__1.322273	88431__A0A173UIQ4__lip2
ERR1913258.322333__1.322333	1262848__R6U2B6__BN818_00428
ERR1913258.322396__1.322396	1262911__R6HLC0__BN557_00578
ERR1913258.322543__1.322543	39491__A0A396FNY7__LD38_16155
ERR1913258.322544__1.322544	387090__S0F8B2__BACCOPRO_02129
ERR1913258.322689__1.322689	39491__A0A395UWA3__DXB69_11805
ERR1913258.322719__1.322719	45851__D4RY81__BUTYVIB_00786
ERR1913258.322731__1.322731	28025__D3R739__BGL50_07610
ERR1913258.322827__1.322827	45851__D4RW33__ylbJ
ERR1913258.323222__1.323222	116085__D4JBB0__DW747_02175
ERR1913258.323229__1.323229	454155__F3QS51__HMPREF9442_01006
ERR1913258.323346__1.323346	239935__A0A139TVJ4__CXT86_02020
ERR1913258.323479__1.323479	239935__R7E524__CXT91_06180
ERR1913258.323535__1.323535	301301__A0A174HIB3__ERS852391_02730
ERR1913258.323549__1.323549	357276__A0A076J8M3__ABI39_13695
ERR1913258.323639__1.323639	1263011__R6E4R4__BN553_00586
ERR1913258.323813__1.323813	28117__B0MUB4__BHV66_01895
ERR1913258.323959__1.323959	446660__GCA_003428235.1_01663
ERR1913258.323946__1.323946	301301__A0A395V4X8__ERS852391_01546
ERR1913258.324015__1.324015	1681__I3WKD7__DXD34_06365
ERR1913258.324021__1.324021	1381__group_451
ERR1913258.324068__1.324068	28025__A0A0L7CV24__BAAM0499_01305
ERR1913258.324299__1.324299	1381__polA_2
ERR1913258.324303__1.324303	1680__A0A374QDL4__LMG18897_0432
ERR1913258.324431__1.324431	1680__R5GSL8__DXD60_03315
ERR1913258.324386__1.324386	239935__A0A2N8INZ4__CXU08_03560
ERR1913258.324471__1.324471	820__A0A173YYG4__evgS_3
ERR1913258.324546__1.324546	410072__C0BBR9__yqeC
ERR1913258.324654__1.324654	39491__A0A173SH34__EUR_24920
ERR1913258.324586__1.324586	28025__D3R6X2__BAAM0499_07350
ERR1913258.324728__1.324728	39491__R6TNE2__LD38_07270
ERR1913258.324833__1.324833	1262848__R6U6Y7__BN818_00173
ERR1913258.324899__1.324899	1262911__R6H2J2__BN557_01228
ERR1913258.325126__1.325126	853__A0A2A7B1Y7__C7K05_11930
ERR1913258.325168__1.325168	1680__A0A174BEE7__BSTER_1311
ERR1913258.325378__1.325378	1263011__R6E2H3__BN553_00224
ERR1913258.325690__1.325690	39491__A0A395UWA3__DXB69_11805
ERR1913258.325698__1.325698	1897011__A0A1Q6RET2__BHW41_04000
ERR1913258.325814__1.325814	39492__D4JTG7__EUBSIR_00572
ERR1913258.325911__1.325911	301302__R5V7K8__M72_11711
ERR1913258.326060__1.326060	39491__A0A396FNP1__DXD95_06025
ERR1913258.326337__1.326337	1263107__GCA_000436995.1_00183
ERR1913258.326467__1.326467	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913258.326384__1.326384	649756__D4MZI8__ERS852387_00933
ERR1913258.326498__1.326498	1550024__G9RUM6__TQ39_16565
ERR1913258.326477__1.326477	28052__A0A174H9I6__ERS852451_00172
ERR1913258.326631__1.326631	1263000__R5EXT3__BN466_02213
ERR1913258.326698__1.326698	1683__C4FFP8__BIFANG_03162
ERR1913258.326727__1.326727	1680__R5GZF2__DXC60_01925
ERR1913258.326806__1.326806	1262848__R6U148__BN818_00289
ERR1913258.326815__1.326815	33043__D5HDL8__ERS852575_02529
ERR1913258.326892__1.326892	1262736__R5YMQ1__BN496_00619
ERR1913258.326940__1.326940	1150298__A0A174J629__ERS852498_00833
ERR1913258.326932__1.326932	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913258.327043__1.327043	2173__A0A1D2WU59__Msm_1444
ERR1913258.327085__1.327085	1262848__R6UJQ9__BN818_01594
ERR1913258.327222__1.327222	239935__A0A2N8HB50__CXU17_02615
ERR1913258.327262__1.327262	626940__E8LEW0__BN587_02177
ERR1913258.327547__1.327547	39491__A0A174LTW7__DXD13_08720
ERR1913258.327821__1.327821	410072__C0B830__ERS852525_01946
ERR1913258.327964__1.327964	28117__B0MTV0__BHV66_06395
ERR1913258.327965__1.327965	46503__R6X0L4__DXB61_05325
ERR1913258.328068__1.328068	454154__G5SLB0__HMPREF9441_00129
ERR1913258.328079__1.328079	39491__A0A396FFW0__ERE_10580
ERR1913258.328134__1.328134	1262924__R7HQ03__BN585_01295
ERR1913258.328187__1.328187	239935__B2UPZ6__CXU03_03800
ERR1913258.328188__1.328188	147206__GCF_000156215.1_01772
ERR1913258.328271__1.328271	1550024__A0A3B9WI73__ASJ35_03410
ERR1913258.328306__1.328306	239935__A0A2N8IU14__ADH72_05655
ERR1913258.328532__1.328532	1262736__R5Y4B3__BN496_02066
ERR1913258.328562__1.328562	649756__D4MXB5__ERS852387_00488
