ERR1913285.200__1.200	33043__A0A173YEP6__ERS852575_00888
ERR1913285.321073__1.321073	626940__A0A1Q6R984__BHW43_02680
ERR1913285.321344__1.321344	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.321414__1.321414	1262924__R7HTA4__BN585_00391
ERR1913285.321479__1.321479	1262824__R6STZ4__BN719_02485
ERR1913285.321494__1.321494	1262803__R6NU90__BN649_01506
ERR1913285.321525__1.321525	39485__A0A175A871__EUBELI_00414
ERR1913285.321700__1.321700	649756__D4MY23__ERS852571_00200
ERR1913285.321724__1.321724	239935__A0A2N8IMC3__CXT96_03840
ERR1913285.321832__1.321832	165179__A0A229I4J4__proA
ERR1913285.321833__1.321833	165179__A0A3E5E5H1__DXC61_07220
ERR1913285.322006__1.322006	1262911__R6HMT5__BN557_00797
ERR1913285.322283__1.322283	33043__A0A174B7D6__ERS852400_01331
ERR1913285.322306__1.322306	649756__D4MWN6__ERS852571_00821
ERR1913285.322320__1.322320	1262777__R5W4Q6__BN512_01452
ERR1913285.322589__1.322589	165179__A0A3E5E4P9__DXB80_07930
ERR1913285.322592__1.322592	706562__GCA_900112995.1_00663
ERR1913285.322657__1.322657	28052__A0A174MI15__pleD
ERR1913285.322847__1.322847	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913285.322814__1.322814	823__D7IXG8__ERS852560_01232
ERR1913285.322835__1.322835	33043__D5HFA0__glfT2
ERR1913285.322874__1.322874	28052__A0A174M373__speA_2
ERR1913285.322915__1.322915	39491__C4ZCV7__ERE_23110
ERR1913285.323113__1.323113	626940__E8LCB1__BHW43_07535
ERR1913285.323195__1.323195	823__A0A355XEX9__ERS852560_03521
ERR1913285.323280__1.323280	40518__R5DUG7__sbcC
ERR1913285.323286__1.323286	46503__R6X0R5__DXB85_12380
ERR1913285.323392__1.323392	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.323479__1.323479	384639__GCA_003096855.1_01173
ERR1913285.323586__1.323586	39492__D4JRZ7__smc
ERR1913285.323896__1.323896	239935__R6IZU4__CXT87_08085
ERR1913285.323901__1.323901	39488__A0A374NU13__mtnK_2
ERR1913285.324046__1.324046	853__A0A173T751__C4N24_10280
ERR1913285.324104__1.324104	165179__A0A3E4SB80__DXC61_12880
ERR1913285.324198__1.324198	165179__A0A174W369__PREVCOP_04548
ERR1913285.324214__1.324214	33043__A8SPT5__yfiN_2
ERR1913285.324377__1.324377	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913285.324469__1.324469	418240__A0A174NZX7__tagF_1
ERR1913285.324679__1.324679	165179__A0A3E5ED28__PREVCOP_06655
ERR1913285.324695__1.324695	1150298__A0A174SLJ2__ERS852498_03294
ERR1913285.324737__1.324737	165179__D1PC26__PREVCOP_04756
ERR1913285.324663__1.324663	239935__A0A2N8HT44__CXT84_11035
ERR1913285.325088__1.325088	28117__B0MU57__ALIPUT_00175
ERR1913285.325114__1.325114	40518__R5DXH2__DXD83_10135
ERR1913285.325269__1.325269	165179__D1PEQ5__PREVCOP_05711
ERR1913285.325286__1.325286	100886__A0A174HNZ2__ERS852383_04114
ERR1913285.325727__1.325727	33043__A0A173WXS1__ERS852445_00262
ERR1913285.325761__1.325761	165179__D1PGD2__DXC61_10875
ERR1913285.325773__1.325773	165179__R6BPK1__DXB80_04445
ERR1913285.325732__1.325732	39492__D4JWY0__EUBSIR_01648
ERR1913285.325811__1.325811	239935__A0A2N8I1R3__CXU05_06075
ERR1913285.325829__1.325829	820__A0A174CK74__DXB48_07060
ERR1913285.325959__1.325959	39492__D4JTF2__mutS2
ERR1913285.325960__1.325960	40518__R5DU52__RB5AMG_02245
ERR1913285.326009__1.326009	39491__D6E118__DXB69_05765
ERR1913285.326174__1.326174	165179__D1PDG7__DXB80_11180
ERR1913285.326262__1.326262	39492__B0MPL6__EUBSIR_01779
ERR1913285.326532__1.326532	165179__A0A3E5DV57__DXB80_11400
ERR1913285.326632__1.326632	39491__R6UMS6__DXD13_07035
ERR1913285.326677__1.326677	165179__A0A174SA26__PREVCOP_05758
ERR1913285.326689__1.326689	357276__A6L053__ABI39_04450
ERR1913285.326751__1.326751	33043__A0A174A113__ERS852445_00416
ERR1913285.326797__1.326797	68891__A0A0F2DY13__dnaK
ERR1913285.326838__1.326838	28117__B0MY41__BHV66_05165
ERR1913285.326963__1.326963	1262803__R6NXP4__BN649_01953
ERR1913285.326934__1.326934	39491__D6E4H2__DXB99_00485
ERR1913285.326994__1.326994	387090__S0F8B2__BACCOPRO_02129
ERR1913285.327143__1.327143	360807__A0A396AF38__RIL183_00781
ERR1913285.327383__1.327383	165179__A0A3E5AI09__DXC61_05815
ERR1913285.327543__1.327543	39488__C0EYJ6__ERS852578_01971
ERR1913285.327768__1.327768	165179__A0A3E5E7J5__DXC61_10360
ERR1913285.327872__1.327872	39492__D4JWT3__ERS852540_00301
ERR1913285.327945__1.327945	39491__C4ZCV5__DXB99_11855
ERR1913285.328015__1.328015	165179__R6C3K4__PREVCOP_05795
ERR1913285.328251__1.328251	328814__GCA_004558275.1_00074
ERR1913285.328322__1.328322	239935__A0A2N8IU45__DEF40_02365
ERR1913285.329113__1.329113	1262803__R6P1C2__BN649_00451
ERR1913285.329323__1.329323	165179__R6CNX7__DXB80_02200
ERR1913285.329445__1.329445	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.329483__1.329483	28118__F9ZBL7__DER54_00840
ERR1913285.329627__1.329627	626940__E8LDL4__DCQ00_09960
ERR1913285.329754__1.329754	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913285.329787__1.329787	165179__D1PCT4__DXB80_09470
ERR1913285.329788__1.329788	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.330018__1.330018	853__C7H7F5__DWZ46_01780
ERR1913285.330062__1.330062	165179__A0A174IYW3__DXC61_01235
ERR1913285.330336__1.330336	39491__A0A395V2Y7__DXB72_13970
ERR1913285.330445__1.330445	39491__A0A395ZKJ0__DXD13_11010
ERR1913285.330485__1.330485	1263000__R5EXT3__BN466_02213
ERR1913285.330541__1.330541	40518__R5DVR2__RBL236_00303
ERR1913285.330640__1.330640	626940__E8LD48__DCQ00_06315
ERR1913285.331021__1.331021	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.331054__1.331054	1262924__R7HPU8__BN585_00010
ERR1913285.331112__1.331112	28117__B0MYI9__BHV66_05415
ERR1913285.331149__1.331149	165179__A0A3E5AI09__DXC61_05815
ERR1913285.331181__1.331181	33043__A8SWL7__ERS852386_02506
ERR1913285.331166__1.331166	33043__A0A174B7D6__ERS852400_01331
ERR1913285.331378__1.331378	1262986__R6AME2__BN492_00932
ERR1913285.331475__1.331475	39491__A0A396FQV7__T1815_10751
ERR1913285.331510__1.331510	572010__napA
ERR1913285.331600__1.331600	39491__A0A395ZGU6__ERS852417_01456
ERR1913285.331614__1.331614	853__A0A2A7A4A9__C4N21_14870
ERR1913285.331695__1.331695	338188__A0A173XBX1__BACFIN_07139
ERR1913285.331728__1.331728	936548__J1LNH3__HMPREF1136_0622
ERR1913285.332086__1.332086	33043__A0A174B7D6__ERS852400_01331
ERR1913285.332199__1.332199	301302__R5V631__ERS852420_03369
ERR1913285.332399__1.332399	853__D4KAK8__C4N21_13380
ERR1913285.332415__1.332415	33043__D5HEU4__ftsW_3
ERR1913285.332667__1.332667	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913285.332730__1.332730	165179__A0A229I9X5__CFT61_01205
ERR1913285.332705__1.332705	853__D4K7X0__DW905_09540
ERR1913285.332802__1.332802	1628085__A0A2U1BCE8__C7386_10723
ERR1913285.332897__1.332897	165179__D1PCT4__DXB80_09470
ERR1913285.332991__1.332991	338188__C9L0Q9__HMPREF1057_02408
ERR1913285.333260__1.333260	239935__A0A2N8I390__CXU16_10675
ERR1913285.333376__1.333376	33043__D5HIC8__vspIM
ERR1913285.333458__1.333458	820__A0A174Q0F0__DXB48_08080
ERR1913285.333485__1.333485	671267__R9ICM6__C802_00589
ERR1913285.333644__1.333644	39491__A0A395ZBQ4__cph2_2
ERR1913285.333860__1.333860	33043__A0A173YUV6__ERS852386_00507
ERR1913285.333969__1.333969	820__R7E9Z4__DXC68_06065
ERR1913285.334046__1.334046	239935__A0A139TLF5__CXU18_06685
ERR1913285.334051__1.334051	1262803__R6NHJ2__BN649_01811
ERR1913285.334023__1.334023	28117__B0MZ22__BHV66_04430
ERR1913285.334029__1.334029	33043__D5HI50__smf
ERR1913285.334305__1.334305	46503__R6WPS1__lepB
ERR1913285.334306__1.334306	487174__K0WWT0__DIT83_10190
ERR1913285.334514__1.334514	39491__A0A395V5R3__EUBREC_1883
ERR1913285.334717__1.334717	410072__A0A173SHF2__COPCOM_03201
ERR1913285.334922__1.334922	301302__R5UJW6__ERS852420_01698
ERR1913285.334963__1.334963	47678__A5ZL09__BACCAC_03608
ERR1913285.334992__1.334992	1262924__R7HUI3__BN585_00815
ERR1913285.335278__1.335278	28116__A0A078Q626__HMPREF1070_02735
ERR1913285.335422__1.335422	1262803__R6PSW6__BN649_00758
ERR1913285.335543__1.335543	357276__A0A076J9V8__BACDOR_01395
ERR1913285.335544__1.335544	1262803__R6NU79__BN649_00295
ERR1913285.335554__1.335554	39491__A0A395UZ89__DXB72_12805
ERR1913285.335656__1.335656	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913285.335657__1.335657	239935__A0A2N8I3Z7__CXU05_10555
ERR1913285.335767__1.335767	39492__R6SPM9__pheT
ERR1913285.335806__1.335806	418240__A0A174L567__ERS852478_01510
ERR1913285.335854__1.335854	28117__B0MWZ3__BHV66_03240
ERR1913285.335977__1.335977	28117__B0MY41__BHV66_05165
ERR1913285.336062__1.336062	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.336354__1.336354	1263011__R6EJU0__BN553_01322
ERR1913285.336409__1.336409	1262803__R6NV39__BN649_01654
ERR1913285.336443__1.336443	214856__A0A174ZLY7__ERS852447_02456
ERR1913285.336456__1.336456	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.336785__1.336785	28052__A0A174YYK2__ERS852451_01810
ERR1913285.336985__1.336985	239935__A0A2N8I390__CXU16_10675
ERR1913285.337018__1.337018	28052__A0A174M9U3__ERS852451_02548
ERR1913285.337020__1.337020	39492__D4JWD3__EUBSIR_00151
ERR1913285.337058__1.337058	649756__B0P1Y8__ERS852571_00196
ERR1913285.337402__1.337402	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.337463__1.337463	853__E2ZJT1__C4N23_03535
ERR1913285.337653__1.337653	322505__xre_3
ERR1913285.337587__1.337587	39491__C4ZAT2__ERE_28440
ERR1913285.337733__1.337733	165179__A0A174W369__PREVCOP_04548
ERR1913285.337712__1.337712	1262743__R5CD32__BN727_00852
ERR1913285.337765__1.337765	1150298__R7JNU0__nagK
ERR1913285.337774__1.337774	360807__A0A0M6X184__ERS852392_03203
ERR1913285.337873__1.337873	384638__B7AVU0__BACPEC_02840
ERR1913285.337893__1.337893	33043__A0A174GPT0__plsC_2
ERR1913285.338035__1.338035	1262803__R6PRI7__BN649_00531
ERR1913285.338121__1.338121	384639__GCA_003096855.1_00980
ERR1913285.338084__1.338084	1262989__R6Y778__BN815_00522
ERR1913285.338096__1.338096	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.338198__1.338198	33043__D5HHT2__ERS852445_02796
ERR1913285.338253__1.338253	239935__A0A139TQT9__Amuc_1197
ERR1913285.338399__1.338399	853__A0A2A7B1Y7__C7K05_11930
ERR1913285.338695__1.338695	1262803__R6NM49__BN649_00472
ERR1913285.338699__1.338699	28117__B0MT73__ALIPUT_00412
ERR1913285.338756__1.338756	33043__D5HHE4__ERS852445_02332
ERR1913285.338920__1.338920	165179__D1PGU8__PREVCOP_06463
ERR1913285.338966__1.338966	1262803__R6NS26__BN649_01231
ERR1913285.338969__1.338969	33043__A0A173X520__ERS852575_01617
ERR1913285.339061__1.339061	820__A0A174LJB2__HMPREF1072_04112
ERR1913285.339228__1.339228	328814__GCA_004558275.1_00043
ERR1913285.339290__1.339290	487175__R5E7M6__HMPREF9439_02807
ERR1913285.339555__1.339555	39491__A0A3E4YFT8__DXB69_10940
ERR1913285.339667__1.339667	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913285.339706__1.339706	357276__A0A076IS26__EL88_15950
ERR1913285.339760__1.339760	39492__R6SPM9__pheT
ERR1913285.339818__1.339818	33043__D5HIL8__ERS852386_02009
ERR1913285.339870__1.339870	165179__D1PAV8__DXB80_13055
ERR1913285.339904__1.339904	47678__R5UER2__CGC64_00710
ERR1913285.339999__1.339999	338188__K5CL92__BACFIN_07565
ERR1913285.340139__1.340139	1262911__R6GY22__BN557_00023
ERR1913285.340449__1.340449	39485__A0A174YVL0__xynZ_2
ERR1913285.340521__1.340521	301302__R5UQ67__M72_23121
ERR1913285.340538__1.340538	33043__D5HIL5__ERS852445_01761
ERR1913285.340591__1.340591	28117__B0MXL6__ALIPUT_01851
ERR1913285.340614__1.340614	820__A0A078S4C2__ERS417307_00828
ERR1913285.340630__1.340630	165179__D1PES9__DXB80_11585
ERR1913285.340705__1.340705	165179__A0A3E5EDP4__DXB80_05800
ERR1913285.340716__1.340716	1262743__R5C9L3__BN727_01384
ERR1913285.340742__1.340742	33043__D5HIV9__pstS_2
ERR1913285.340805__1.340805	33043__D5HEE1__ERS852386_01671
ERR1913285.340876__1.340876	1628085__A0A1C5YAJ9__C7386_10197
ERR1913285.340969__1.340969	357276__I8WBQ9__HMPREF1065_03212
ERR1913285.341106__1.341106	1262743__R5C601__BN727_01350
ERR1913285.341264__1.341264	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.341269__1.341269	33043__A0A173YEP6__ERS852575_00888
ERR1913285.341318__1.341318	39492__D4JTF2__mutS2
ERR1913285.341337__1.341337	165179__A0A3E5DZD8__DXB80_09150
ERR1913285.341406__1.341406	357276__A0A1Y3Z6X3__GV66_07715
ERR1913285.341553__1.341553	626940__E8LDK5__DCQ00_02560
ERR1913285.341669__1.341669	165179__A0A3E5AE59__DXC61_12885
ERR1913285.341748__1.341748	28052__R7NA73__ERS852451_00115
ERR1913285.341773__1.341773	165179__A0A3E5EB26__CFT61_02800
ERR1913285.341783__1.341783	33043__D5HI50__smf
ERR1913285.341830__1.341830	33043__D5HFE3__lacR
ERR1913285.341839__1.341839	360807__C0FYZ7__ERS852444_03522
ERR1913285.341891__1.341891	239935__A0A2N8J1K0__CXT97_05765
ERR1913285.341954__1.341954	47678__R5UT79__ERS852558_03890
ERR1913285.341964__1.341964	1262803__R6PHT7__BN649_01355
ERR1913285.342028__1.342028	39485__R5ZT06__EUBELI_20526
ERR1913285.342088__1.342088	357276__I9QWD4__DXD47_15075
ERR1913285.342243__1.342243	165179__A0A3E5E2B6__DXB80_02820
ERR1913285.342400__1.342400	853__A0A3E2V168__FAEPRAM212_00929
ERR1913285.342525__1.342525	1262803__R6NI66__BN649_01917
ERR1913285.342539__1.342539	1262803__R6PNM6__BN649_02050
ERR1913285.342558__1.342558	46503__R6WUV4__DD461_04535
ERR1913285.342719__1.342719	165179__D1PEW8__DXB80_13775
ERR1913285.342757__1.342757	458033__GCA_001482755.1_02203
ERR1913285.342779__1.342779	33043__D5HIC8__vspIM
ERR1913285.342831__1.342831	1099853__G9S6N8__NSB1T_13280
ERR1913285.342835__1.342835	853__A8S882__C4N23_07600
ERR1913285.342844__1.342844	39491__A0A2U2EKL1__ERS852580_00911
ERR1913285.342873__1.342873	239935__A0A2N8J1K0__CXT97_05765
ERR1913285.343076__1.343076	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913285.343195__1.343195	165179__D1PFV4__PREVCOP_06112
ERR1913285.343208__1.343208	39491__A0A173RA59__EUR_24800
ERR1913285.343309__1.343309	745368__A0A1T4WAV4__SAMN02745178_00326
ERR1913285.343460__1.343460	165179__A0A3E5DV57__DXB80_11400
ERR1913285.343465__1.343465	1897011__A0A1Q6RH73__BHW41_01885
ERR1913285.343525__1.343525	165179__D1PDG7__DXB80_11180
ERR1913285.343806__1.343806	100886__A0A174GXA8__ywpJ_1
ERR1913285.344000__1.344000	39485__A0A174YNW2__cph2_3
ERR1913285.344005__1.344005	322505__yddM_1
ERR1913285.344082__1.344082	239935__R6JAS2__CXU02_10725
ERR1913285.344348__1.344348	39491__D6E118__DXB69_05765
ERR1913285.344646__1.344646	28052__A0A174PF05__ERS852451_02043
ERR1913285.344739__1.344739	39491__A0A173TAZ5__DXB99_09520
ERR1913285.344744__1.344744	1262882__R5N526__BN519_01603
ERR1913285.344782__1.344782	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.344850__1.344850	39491__A0A174IJH1__DXB76_01865
ERR1913285.345152__1.345152	39486__R6TIP5__DXD50_08735
ERR1913285.345241__1.345241	301302__A0A0M6WV71__ERS852420_01279
ERR1913285.345304__1.345304	239935__A0A2N8HEH9__CXU07_11710
ERR1913285.345922__1.345922	239935__A0A2N8HBP0__CXT94_04450
ERR1913285.345923__1.345923	1262803__R6NS26__BN649_01231
ERR1913285.346050__1.346050	39491__C4ZGN3__DXB99_14175
ERR1913285.345978__1.345978	28117__B0MUB3__ALIPUT_00727
ERR1913285.346144__1.346144	165179__A0A3E5EDS1__DXC61_03115
ERR1913285.346187__1.346187	40518__R5DZ88__DXD93_06320
ERR1913285.346443__1.346443	28117__B0MY34__BHV66_05195
ERR1913285.346554__1.346554	165179__A0A3E5E920__DXB80_11625
ERR1913285.346671__1.346671	239935__A0A2N8ILG3__CXT93_10135
ERR1913285.346731__1.346731	165179__A0A3E5A832__DXC61_13685
ERR1913285.346828__1.346828	40518__R5DQD6__DXD83_09060
ERR1913285.346896__1.346896	40518__R5E6X1__DXD83_01720
ERR1913285.347146__1.347146	853__A0A173YYY4__DWZ04_09420
ERR1913285.347148__1.347148	33043__D5HJ22__ERS852575_02302
ERR1913285.347172__1.347172	165179__A0A174SA26__PREVCOP_05758
ERR1913285.347261__1.347261	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913285.347337__1.347337	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913285.347472__1.347472	1263011__R6DPZ5__BN553_01010
ERR1913285.347659__1.347659	165179__A0A3E5AE59__DXC61_12885
ERR1913285.347757__1.347757	165179__D1PES9__DXB80_11585
ERR1913285.347766__1.347766	239935__A0A2N8HPS5__Amuc_0950
ERR1913285.347774__1.347774	1263000__R5EQL2__BN466_00892
ERR1913285.348086__1.348086	649756__D4MX28__ERS852520_02831
ERR1913285.348106__1.348106	39491__D6E118__DXB69_05765
ERR1913285.348158__1.348158	39491__A0A396FPV7__ERS852580_01177
ERR1913285.348191__1.348191	357276__A0A0M1W1I8__ABI39_13620
ERR1913285.348175__1.348175	360807__C0FYZ7__ERS852444_03522
ERR1913285.348189__1.348189	33043__D5HIS6__ERS852575_02019
ERR1913285.348347__1.348347	853__A0A2A7B9I6__DW855_13690
ERR1913285.348413__1.348413	820__A0A3E4G493__ERS417307_00253
ERR1913285.348446__1.348446	33043__A0A174EI47__inlJ
ERR1913285.348624__1.348624	28117__B0MUY3__BHV66_00515
ERR1913285.348794__1.348794	40518__R5DVR2__RBL236_00303
ERR1913285.348902__1.348902	33043__A0A174BPN9__kfoC_2
ERR1913285.349063__1.349063	33043__A0A173YYE7__ERS852445_00670
ERR1913285.349184__1.349184	165179__D1PCT4__DXB80_09470
ERR1913285.349221__1.349221	165179__A0A229I7F5__DXB80_02650
ERR1913285.349268__1.349268	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.349410__1.349410	39491__A0A173TAZ5__DXB99_09520
ERR1913285.349585__1.349585	165179__A0A3E5E8N5__DXC61_13460
ERR1913285.349592__1.349592	33043__D5HI36__ERS852400_02168
ERR1913285.349597__1.349597	40518__R5DY73__DXD86_02865
ERR1913285.349644__1.349644	39491__D6E408__EUBREC_1466
ERR1913285.349683__1.349683	2022527__A0A264YAP7__CHL74_01035
ERR1913285.349729__1.349729	1262924__R7HRA8__BN585_01680
ERR1913285.349999__1.349999	1235835__R9LCU2__C814_02677
ERR1913285.350261__1.350261	165179__A0A229I2W6__PREVCOP_04332
ERR1913285.350225__1.350225	165179__A0A3E5EBM5__DXC61_02170
ERR1913285.350447__1.350447	28118__F9Z6J0__DHW44_06845
ERR1913285.350461__1.350461	39491__A0A396FSR4__ERS852580_02287
ERR1913285.350514__1.350514	165179__D1PGJ6__DXC61_07300
ERR1913285.350750__1.350750	853__A0A173YYY4__DWZ04_09420
ERR1913285.350810__1.350810	46228__V8C989__HMPREF1202_01036
ERR1913285.350936__1.350936	853__A0A173YYY4__DWZ04_09420
ERR1913285.350944__1.350944	165179__R6CJG8__DXC61_09290
ERR1913285.351152__1.351152	28052__A0A174GR15__mcp3_1
ERR1913285.351317__1.351317	33043__D5HEF6__ERS852445_00180
ERR1913285.351406__1.351406	1262803__R6NJG8__BN649_00067
ERR1913285.351167__1.351167	39496__A5Z5I2__EUBVEN_00963
ERR1913285.351449__1.351449	28117__B0MXJ1__BHV66_08445
ERR1913285.351507__1.351507	239935__A0A2N8IVR0__CXT87_07115
ERR1913285.351570__1.351570	823__A0A355XLT7__HMPREF1075_03402
ERR1913285.351486__1.351486	649756__A0A174SER1__HMPREF0369_00070
ERR1913285.351767__1.351767	165179__D1PCT4__DXB80_09470
ERR1913285.351903__1.351903	165179__A0A3E5E920__DXB80_11625
ERR1913285.351950__1.351950	33043__D5HFA0__glfT2
ERR1913285.352085__1.352085	1262911__R6H1D2__BN557_00855
ERR1913285.352259__1.352259	165179__A0A3E5DZ45__DXC61_02820
ERR1913285.352316__1.352316	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913285.352653__1.352653	33043__A0A174D8D4__ERS852386_02537
ERR1913285.352853__1.352853	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.352854__1.352854	40518__R5E1J2__DXD93_04070
ERR1913285.352898__1.352898	28052__A0A174KKX6__ERS852499_01429
ERR1913285.353043__1.353043	187979__A0A173W4J7__ERS852385_00036
ERR1913285.353084__1.353084	39491__A0A395UZL1__DXB76_05950
ERR1913285.353148__1.353148	1628085__A0A2U1BGZ9__C7386_101169
ERR1913285.353306__1.353306	40518__R5DYP7__envC
ERR1913285.353331__1.353331	357276__A0A076IXE0__HMPREF1064_04364
ERR1913285.353337__1.353337	33043__A0A174B7D6__ERS852400_01331
ERR1913285.353365__1.353365	239935__R6JAS2__CXU02_10725
ERR1913285.353422__1.353422	1897011__A0A1Q6RI93__BHW41_01175
ERR1913285.353475__1.353475	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.353563__1.353563	39491__A0A395UVM9__DXB76_04540
ERR1913285.353565__1.353565	165179__A0A174XZU8__DXB80_12180
ERR1913285.353593__1.353593	33043__D5HFA0__glfT2
ERR1913285.353613__1.353613	39492__D4JS88__ERS852540_00578
ERR1913285.353624__1.353624	39488__A0A174HDU7__EUBHAL_01339
ERR1913285.353687__1.353687	28052__A0A174HXG0__galK_3
ERR1913285.353697__1.353697	165179__A0A3E4SID1__DXB80_01945
ERR1913285.353818__1.353818	33043__A0A173WPI1__ERS852400_02100
ERR1913285.354111__1.354111	33043__A0A173ZDC4__malL_1
ERR1913285.354153__1.354153	239935__A0A2N8IU45__DEF40_02365
ERR1913285.354207__1.354207	33043__D5HHD5__ERS852575_00049
ERR1913285.354220__1.354220	1262743__R5CCF8__BN727_02164
ERR1913285.354542__1.354542	33043__A0A174H5E3__ERS852400_02880
ERR1913285.354641__1.354641	239935__A0A3F3K985__CXT98_05805
ERR1913285.354718__1.354718	357276__B6VVS0__HMPREF1064_03951
ERR1913285.354762__1.354762	239935__A0A2N8IYM5__CXT84_05130
ERR1913285.354829__1.354829	39492__R6SA81__EUBSIR_00402
ERR1913285.354900__1.354900	39488__A0A374NRX1__licR_1
ERR1913285.354920__1.354920	360807__A0A173WJE3__mcp4_4
ERR1913285.354996__1.354996	165179__A0A3E5DX15__DXC61_00345
ERR1913285.354999__1.354999	165179__R6CNX7__DXB80_02200
ERR1913285.355425__1.355425	1262777__R5WBJ1__BN512_00713
ERR1913285.355480__1.355480	165179__A0A3E5E2B6__DXB80_02820
ERR1913285.355548__1.355548	74426__rpoC
ERR1913285.355648__1.355648	39491__A0A396FJA4__DXB99_05435
ERR1913285.355664__1.355664	33039__D4M378__cysL_1
ERR1913285.355688__1.355688	165179__A0A3E4SEG4__DXC61_11235
ERR1913285.355876__1.355876	360807__A0A1Q6SXK5__RIL183_06541
ERR1913285.355892__1.355892	360807__A0A174EGV9__ROSEINA2194_01773
ERR1913285.355999__1.355999	39491__A0A395ZKJ0__DXD13_11010
ERR1913285.356092__1.356092	1262992__R5D1X3__BN795_00176
ERR1913285.356051__1.356051	165179__A0A3E5A554__DXB80_13805
ERR1913285.356020__1.356020	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.356153__1.356153	33043__A0A174BBC4__ERS852575_02261
ERR1913285.356223__1.356223	39491__A0A396FSN2__EUBREC_0707
ERR1913285.356253__1.356253	165179__A0A3E5E4T9__DXB80_08030
ERR1913285.356443__1.356443	46503__R6X0F0__DD461_05620
ERR1913285.356480__1.356480	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913285.356504__1.356504	165179__R6CNX7__DXB80_02200
ERR1913285.356658__1.356658	33043__A0A173SQ62__ERS852575_01610
ERR1913285.356730__1.356730	165179__A0A3E5E4P9__DXB80_07930
