ERR1913195.27__1.27	292800__G9YWZ8__A4U99_12635
ERR1913195.298632__1.298632	165179__A0A174SR12__DXB80_04410
ERR1913195.299021__1.299021	745368__A0A1T4X373__SAMN02745178_01365
ERR1913195.299281__1.299281	1262929__R6EW67__BN691_01050
ERR1913195.299320__1.299320	39491__C4ZAT2__ERE_28440
ERR1913195.299394__1.299394	165179__D1PFV4__PREVCOP_06112
ERR1913195.299897__1.299897	2293125__A0A374BSW4__DW917_13420
ERR1913195.300127__1.300127	649756__A0A173TB83__HMPREF0369_01758
ERR1913195.300250__1.300250	1262882__R5MJ49__BN519_01124
ERR1913195.300558__1.300558	649756__B0NWS2__CL2_06980
ERR1913195.300746__1.300746	901__B6WRK3__DESPIG_00694
ERR1913195.300790__1.300790	820__A0A174CK74__DXB48_07060
ERR1913195.300968__1.300968	165179__D1PAJ7__PREVCOP_04222
ERR1913195.301029__1.301029	301302__A0A0M6WPH4__ERS852420_01173
ERR1913195.301076__1.301076	328814__GCA_004558275.1_01621
ERR1913195.301208__1.301208	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913195.301298__1.301298	28132__D9RV83__HMPREF0660_00835
ERR1913195.301364__1.301364	165179__A0A3E5EBQ2__DXC61_01930
ERR1913195.301447__1.301447	418240__C6JFB3__ERS852523_02503
ERR1913195.301700__1.301700	165179__A0A3E5EA43__DXC61_07775
ERR1913195.301680__1.301680	165179__A0A174PS14__DXC61_13945
ERR1913195.301760__1.301760	1262882__R5N5H2__BN519_01493
ERR1913195.301801__1.301801	165179__D1P8Q2__trpF
ERR1913195.301934__1.301934	1262882__R5MKV8__BN519_01281
ERR1913195.301967__1.301967	301302__A0A173SCU7__M72_12871
ERR1913195.302035__1.302035	301302__R5VG21__M72_16591
ERR1913195.302042__1.302042	257758__A0A150NLG7__B4W83_03940
ERR1913195.302022__1.302022	301302__R5UMP3__lytC_3
ERR1913195.302028__1.302028	165179__A0A3E5EAI4__DXC61_10445
ERR1913195.302265__1.302265	33043__A0A173X520__ERS852575_01617
ERR1913195.302241__1.302241	2022527__A0A264YA42__CHL74_01870
ERR1913195.302276__1.302276	165179__D1PAJ7__PREVCOP_04222
ERR1913195.302278__1.302278	165179__D1PCU4__PREVCOP_05029
ERR1913195.302442__1.302442	28118__R6F6C0__Odosp_0731
ERR1913195.302675__1.302675	301302__A0A173TNM6__luxQ
ERR1913195.302723__1.302723	1262882__R5N1T9__BN519_00804
ERR1913195.302878__1.302878	1160721__W0U3Z9__RBI_I00543
ERR1913195.302908__1.302908	165179__D1PCU4__PREVCOP_05029
ERR1913195.303094__1.303094	1535__A7VQE3__CH238_12130
ERR1913195.303545__1.303545	33043__A0A173XL07__nadD
ERR1913195.303650__1.303650	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.303778__1.303778	1262882__R5MLP5__BN519_01602
ERR1913195.303859__1.303859	853__A0A2A7B1Y7__C7K05_11930
ERR1913195.304133__1.304133	33043__A0A173YSY7__tilS
ERR1913195.304461__1.304461	214856__A0A174H3U9__ERS852559_00612
ERR1913195.304602__1.304602	165179__D1PFV4__PREVCOP_06112
ERR1913195.304735__1.304735	1262882__R5MM10__BN519_01679
ERR1913195.304817__1.304817	165179__A0A3E5EBQ2__DXC61_01930
ERR1913195.304892__1.304892	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913195.305143__1.305143	100886__E2NSF9__rpoB
ERR1913195.305124__1.305124	1262882__R5N2E1__BN519_01117
ERR1913195.305206__1.305206	649756__B0NZZ8__DO83_09740
ERR1913195.305344__1.305344	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913195.305399__1.305399	1262882__R5N3T7__BN519_01188
ERR1913195.305495__1.305495	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913195.305653__1.305653	28117__R7JIY2__BHV66_06465
ERR1913195.305838__1.305838	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913195.305937__1.305937	165179__R6B8D8__DXC61_09245
ERR1913195.305962__1.305962	301302__R5UMU6__M72_26821
ERR1913195.306089__1.306089	823__A6LHK0__M090_1297
ERR1913195.306150__1.306150	166486__D4KU79__ROSINTL182_06970
ERR1913195.306184__1.306184	2292352__A0A374UKS3__DXC23_09270
ERR1913195.306244__1.306244	301302__A0A0M6WJW1__ERS852420_02245
ERR1913195.306470__1.306470	1358__D2BKH7__DRA4_2076
ERR1913195.306499__1.306499	301302__A0A0M6WJW1__ERS852420_02245
ERR1913195.306896__1.306896	165179__D1P9T6__PREVCOP_04016
ERR1913195.306971__1.306971	1262882__R5MJZ4__BN519_01269
ERR1913195.306947__1.306947	40518__R5DR39__mreB_2
ERR1913195.307013__1.307013	165179__D1PGU8__PREVCOP_06463
ERR1913195.307028__1.307028	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913195.307309__1.307309	165179__R6CNX7__DXB80_02200
ERR1913195.307446__1.307446	360807__A0A396ADY6__RIL183_17001
ERR1913195.308041__1.308041	165179__A0A3E5E3D6__DXC61_05750
ERR1913195.308236__1.308236	39486__B0G723__DXC93_09665
ERR1913195.308269__1.308269	301302__A0A0M6WIX9__ERS852420_01972
ERR1913195.308345__1.308345	1262882__R5N2U9__BN519_01221
ERR1913195.308394__1.308394	40518__R5E5W1__RBL263_01034
ERR1913195.308418__1.308418	28118__R6FCY1__DER54_07335
ERR1913195.308595__1.308595	165179__A0A3E5EA43__DXC61_07775
ERR1913195.308651__1.308651	40518__R5DR72__RBL236_02110
ERR1913195.308747__1.308747	28052__A0A174YGN0__mcp4_2
ERR1913195.308866__1.308866	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.308883__1.308883	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913195.309083__1.309083	165179__A0A3E5EA43__DXC61_07775
ERR1913195.309140__1.309140	165179__R6C3K4__PREVCOP_05795
ERR1913195.309651__1.309651	165179__A0A3E5AHY4__CFT61_07675
ERR1913195.309674__1.309674	1262882__R5MEK3__BN519_00296
ERR1913195.309683__1.309683	40518__R5DUG7__sbcC
ERR1913195.309820__1.309820	487174__K0XER9__DDY40_08885
ERR1913195.309981__1.309981	165179__D1PDJ4__DXB80_08505
ERR1913195.310207__1.310207	33039__R6P270__sleB_2
ERR1913195.310254__1.310254	165179__D1PES9__DXB80_11585
ERR1913195.310747__1.310747	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.310993__1.310993	165179__D1P8Q2__trpF
ERR1913195.311108__1.311108	1262930__R6AXR1__BN693_00352
ERR1913195.311132__1.311132	165179__A0A174SA26__PREVCOP_05758
ERR1913195.311135__1.311135	33043__D5HGM5__ERS852575_00437
ERR1913195.311259__1.311259	33043__D5HFA1__ERS852400_02183
ERR1913195.311323__1.311323	418240__A0A173WPF0__spoIIIAE
ERR1913195.312429__1.312429	40518__R5DU92__DXD93_03170
ERR1913195.312441__1.312441	165179__D1PD99__PREVCOP_05186
ERR1913195.312809__1.312809	40518__R5DTH7__DXD83_02405
ERR1913195.312908__1.312908	165179__R6B8D8__DXC61_09245
ERR1913195.313012__1.313012	165179__A0A3E5DX15__DXC61_00345
ERR1913195.313039__1.313039	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.313044__1.313044	1262929__R6FTW1__BN691_00277
ERR1913195.313346__1.313346	1262929__R6EXT3__BN691_00303
ERR1913195.313349__1.313349	301302__R5UK77__M72_08681
ERR1913195.313582__1.313582	165179__W1I4H6__DXB80_13655
ERR1913195.313738__1.313738	1284775__A0A095Y663__HMPREF1640_07240
ERR1913195.313814__1.313814	28116__E5C458__BACOV975_02730
ERR1913195.314085__1.314085	1262929__R6F5I2__BN691_01051
ERR1913195.314190__1.314190	165179__D1PAN5__PREVCOP_04260
ERR1913195.314298__1.314298	649756__D4MXW8__gpr
ERR1913195.314239__1.314239	1284775__A0A095Y663__HMPREF1640_07240
ERR1913195.314755__1.314755	165179__R6CNX7__DXB80_02200
ERR1913195.314847__1.314847	165179__R6CJG8__DXC61_09290
ERR1913195.314969__1.314969	2022527__A0A264Y5H7__CHL74_10790
ERR1913195.314896__1.314896	33043__A0A3A6J8T3__yvhJ
ERR1913195.314922__1.314922	165179__A0A3E5A554__DXB80_13805
ERR1913195.315153__1.315153	363265__R6F7I6__HMPREF0673_02057
ERR1913195.315286__1.315286	28111__E5WVZ4__NCTC11155_02635
ERR1913195.315481__1.315481	410072__A0A173WD04__penA_2
ERR1913195.315494__1.315494	165179__A0A3E5E5H1__DXC61_07220
ERR1913195.315568__1.315568	165179__D1PAJ7__PREVCOP_04222
ERR1913195.315613__1.315613	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.315682__1.315682	1262929__R6FV28__BN691_00620
ERR1913195.315705__1.315705	165179__A0A3E5DZD8__DXB80_09150
ERR1913195.316018__1.316018	39492__D4JWY0__EUBSIR_01648
ERR1913195.316402__1.316402	100886__E2NNF7__ERS852383_05018
ERR1913195.316655__1.316655	165179__D1PAJ7__PREVCOP_04222
ERR1913195.316687__1.316687	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.316735__1.316735	165179__D1P8Q2__trpF
ERR1913195.316719__1.316719	165179__A0A3E5AE59__DXC61_12885
ERR1913195.316919__1.316919	33043__D5HHE4__ERS852445_02332
ERR1913195.317104__1.317104	626933__H1DGX0__HMPREF9449_01506
ERR1913195.317163__1.317163	33039__D4M325__ERS852390_01663
ERR1913195.317189__1.317189	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.317654__1.317654	165179__D1P8K1__DXB80_06045
ERR1913195.317679__1.317679	165179__A0A3E5EBM5__DXC61_02170
ERR1913195.317895__1.317895	100886__A0A174M1X1__CATMIT_00960
ERR1913195.317929__1.317929	39486__R6SN36__HMPREF9457_00956
ERR1913195.318008__1.318008	2293125__A0A374BSW4__DW917_13420
ERR1913195.318251__1.318251	1535__A7VQE3__CH238_12130
ERR1913195.318323__1.318323	165179__D1P8K1__DXB80_06045
ERR1913195.318281__1.318281	165179__A0A174W369__PREVCOP_04548
ERR1913195.318292__1.318292	1262882__R5MZZ3__BN519_00482
ERR1913195.318431__1.318431	165179__A0A174MTF2__DXC61_13200
ERR1913195.318463__1.318463	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913195.318499__1.318499	1284775__A0A095Y663__HMPREF1640_07240
ERR1913195.318751__1.318751	328814__GCA_004558275.1_01621
ERR1913195.318833__1.318833	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913195.318952__1.318952	1262929__R6EV93__BN691_01445
ERR1913195.319113__1.319113	329854__R5MKT2__DXD57_07820
ERR1913195.319130__1.319130	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.319160__1.319160	418240__C6JGZ2__ERS852478_02682
ERR1913195.319223__1.319223	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913195.319258__1.319258	165179__A0A3E5AE59__DXC61_12885
ERR1913195.319335__1.319335	165179__A0A174MTF2__DXC61_13200
ERR1913195.319652__1.319652	301302__A0A173TYC8__M72_00761
ERR1913195.320479__1.320479	165179__A0A174W369__PREVCOP_04548
ERR1913195.320638__1.320638	39485__A0A174ZUV1__tig_3
ERR1913195.320755__1.320755	649756__A0A173UQJ7__ERS852475_02472
ERR1913195.320667__1.320667	165179__D1PEQ5__PREVCOP_05711
ERR1913195.320805__1.320805	40518__R5DUJ5__DXD83_01635
ERR1913195.321015__1.321015	363265__G6B1A9__HMPREF0673_02680
ERR1913195.321096__1.321096	1262882__R5N3H1__BN519_01121
ERR1913195.321062__1.321062	1262882__R5N1T9__BN519_00804
ERR1913195.321041__1.321041	165179__R6CNX7__DXB80_02200
ERR1913195.321131__1.321131	821__A0A0P0M2J4__DXD46_10295
ERR1913195.321374__1.321374	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.321437__1.321437	165179__A0A3E4SID1__DXB80_01945
ERR1913195.321515__1.321515	40518__R5E2X9__RBATCC27255_01546
ERR1913195.321682__1.321682	1262924__R7HRR0__BN585_00872
ERR1913195.321881__1.321881	1262882__R5N3H1__BN519_01121
ERR1913195.322190__1.322190	552398__T5RKT4__HMPREF0866_04531
ERR1913195.322354__1.322354	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913195.322467__1.322467	626940__E8LD48__DCQ00_06315
ERR1913195.322537__1.322537	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913195.322607__1.322607	1262882__R5MKU7__BN519_01276
ERR1913195.322624__1.322624	626940__R6X1L5__HMPREF9443_00059
ERR1913195.322963__1.322963	33043__D5HDL8__ERS852575_02529
ERR1913195.322982__1.322982	1262882__R5N2E1__BN519_01117
ERR1913195.323006__1.323006	165179__D1PAJ7__PREVCOP_04222
ERR1913195.323088__1.323088	165179__A0A229I1J2__DXB80_03950
ERR1913195.323144__1.323144	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.323205__1.323205	165179__D1PER3__DXB80_11525
ERR1913195.323337__1.323337	100886__A0A174KB36__sacY
ERR1913195.323425__1.323425	165179__A0A3E5DX15__DXC61_00345
ERR1913195.323458__1.323458	1965555__A0A1Y4S3A1__B5E77_14885
ERR1913195.323460__1.323460	1262882__R5MIW5__BN519_00945
ERR1913195.323500__1.323500	165179__A0A3E5DRF6__DXC61_00200
ERR1913195.323623__1.323623	28117__B0MSR5__BHV66_02095
ERR1913195.323723__1.323723	360807__C0FSM3__ROSEINA2194_01739
ERR1913195.323773__1.323773	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913195.323786__1.323786	165179__D1PE06__DXC61_05975
ERR1913195.323954__1.323954	1683__C4FCR8__Bang102_001370
ERR1913195.324182__1.324182	301302__A0A173RFF7__yqgN
ERR1913195.324148__1.324148	544644__GCA_001915615.1_00057
ERR1913195.324257__1.324257	1262929__R6EX87__BN691_01422
ERR1913195.324419__1.324419	165179__D1PES9__DXB80_11585
ERR1913195.324840__1.324840	165179__R6B8D8__DXC61_09245
ERR1913195.324976__1.324976	1262882__R5MFY4__BN519_00529
ERR1913195.324990__1.324990	33043__A0A173ZEG7__ERS852386_01252
ERR1913195.325194__1.325194	371601__A0A1H4AKU1__BXY_45200
ERR1913195.325272__1.325272	1656__T5LX01__HMPREF0059_00949
ERR1913195.325630__1.325630	1262882__R5N3H1__BN519_01121
ERR1913195.325642__1.325642	33043__A8SWZ6__ERS852386_02582
ERR1913195.325677__1.325677	165179__R6C3K4__PREVCOP_05795
ERR1913195.325709__1.325709	1262882__R5MEN9__BN519_00201
ERR1913195.325829__1.325829	39490__U2PCP5__HMPREF0373_03001
ERR1913195.325899__1.325899	626940__R6X8K1__HMPREF9443_00862
ERR1913195.325973__1.325973	301302__R5VFU2__xynA1
ERR1913195.325998__1.325998	165179__D1P8K1__DXB80_06045
ERR1913195.326404__1.326404	626940__E8LEV5__DCQ00_04395
ERR1913195.326597__1.326597	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913195.327002__1.327002	301302__R5USI9__prsA3
ERR1913195.327009__1.327009	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913195.327135__1.327135	214856__A0A174FWM7__ERS852559_00590
ERR1913195.327193__1.327193	301302__A0A0M6W9I4__M72_19871
ERR1913195.327368__1.327368	1680__A0A173XYA2__B0703_0121
ERR1913195.327481__1.327481	301302__A0A0M6WSS7__ERS852420_02367
ERR1913195.327530__1.327530	853__A0A174BZY1__xerD_1
ERR1913195.327786__1.327786	1262882__R5N526__BN519_01603
ERR1913195.327835__1.327835	165179__A0A229I1J2__DXB80_03950
ERR1913195.328391__1.328391	901__B6WVE0__DESPIG_02056
ERR1913195.328399__1.328399	39491__A0A173SH34__EUR_24920
ERR1913195.328439__1.328439	165179__A0A229I2W6__PREVCOP_04332
ERR1913195.328634__1.328634	165179__D1PHV2__PREVCOP_06822
ERR1913195.328849__1.328849	165179__D1PGU8__PREVCOP_06463
ERR1913195.328855__1.328855	328814__GCA_004558275.1_00056
ERR1913195.329144__1.329144	165179__A0A229I1J2__DXB80_03950
ERR1913195.329149__1.329149	165179__D1P8K1__DXB80_06045
ERR1913195.329155__1.329155	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913195.329197__1.329197	165179__A0A174NK27__PREVCOP_06433
ERR1913195.329343__1.329343	301302__R5VCU3__cbiK_2
ERR1913195.329583__1.329583	165179__D1PES9__DXB80_11585
ERR1913195.329643__1.329643	214851__D1PSM4__SUBVAR_07407
ERR1913195.329652__1.329652	418240__C6JGZ2__ERS852478_02682
ERR1913195.329737__1.329737	1262882__R5N211__BN519_01033
ERR1913195.329742__1.329742	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913195.329866__1.329866	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913195.330167__1.330167	214856__A0A174FWM7__ERS852559_00590
ERR1913195.330300__1.330300	418240__A0A174E8U8__sigM_3
ERR1913195.330405__1.330405	165179__D1PAV8__DXB80_13055
ERR1913195.330643__1.330643	301302__A0A173TYC8__M72_00761
ERR1913195.330673__1.330673	1263109__GCA_000438135.1_00650
ERR1913195.330964__1.330964	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913195.331094__1.331094	165179__R6CJG8__DXC61_09290
ERR1913195.331347__1.331347	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913195.331695__1.331695	360807__A0A173UCM1__RIL183_07511
ERR1913195.331789__1.331789	40518__R5DYP7__envC
ERR1913195.331906__1.331906	214851__D1PSM4__SUBVAR_07407
ERR1913195.332060__1.332060	649756__A0A173S795__DO83_12945
ERR1913195.332081__1.332081	165179__A0A3E5E189__PREVCOP_06699
ERR1913195.332123__1.332123	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.332166__1.332166	239935__A0A2N8IMD6__CXU03_05585
ERR1913195.332309__1.332309	1262882__R5MYI1__BN519_00416
ERR1913195.332632__1.332632	410072__A0A3E4GRE0__DXD67_07105
ERR1913195.332861__1.332861	301302__A0A0M6WCT0__M72_03221
ERR1913195.333023__1.333023	301302__A0A0M6W9I4__M72_19871
ERR1913195.333043__1.333043	357276__I8WEY2__ABI39_04185
ERR1913195.333599__1.333599	165179__A0A3E5EA43__DXC61_07775
ERR1913195.333685__1.333685	165179__A0A3E5DN34__DXC61_07865
ERR1913195.333788__1.333788	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913195.333946__1.333946	100886__E2NR02__CATMIT_01005
ERR1913195.333965__1.333965	1262929__R6F4M1__BN691_00136
ERR1913195.333992__1.333992	1262911__R6GXH0__BN557_00389
ERR1913195.334003__1.334003	1262882__R5N532__BN519_01420
ERR1913195.334193__1.334193	363265__R7H4Q1__HMPREF0673_02505
ERR1913195.334319__1.334319	165179__A0A3E4SB80__DXC61_12880
ERR1913195.334449__1.334449	165179__A0A3E5DRA5__PREVCOP_06668
ERR1913195.334684__1.334684	1623__A0A3E4MFL3__LRC_00600
ERR1913195.334842__1.334842	1262882__R5MYP8__BN519_00439
ERR1913195.334858__1.334858	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.334865__1.334865	1308__A0A2X3V4X8__Y016_09410
ERR1913195.335027__1.335027	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913195.335029__1.335029	165179__A0A3E5AER8__DXB80_07075
ERR1913195.335109__1.335109	165179__D1PGJ6__DXC61_07300
ERR1913195.335217__1.335217	165179__A0A3E5DY64__CFT61_10025
ERR1913195.335550__1.335550	626940__E8LER5__BHW43_05405
ERR1913195.335752__1.335752	1262929__R6FV28__BN691_00620
ERR1913195.335778__1.335778	454155__F3QSU2__HMPREF9442_01256
ERR1913195.335801__1.335801	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.336000__1.336000	626940__R6WNR3__DCQ00_05790
ERR1913195.336031__1.336031	165179__A0A3E5AER8__DXB80_07075
ERR1913195.336127__1.336127	1262924__R7HRJ9__BN585_00557
ERR1913195.336575__1.336575	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.336934__1.336934	1262929__R6EV27__BN691_00137
ERR1913195.337554__1.337554	165179__A0A3E5AE59__DXC61_12885
ERR1913195.337562__1.337562	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913195.338232__1.338232	33043__D5HHY4__luxQ_1
ERR1913195.338373__1.338373	100886__E2NR02__CATMIT_01005
ERR1913195.338511__1.338511	33039__D4M379__selB
ERR1913195.338753__1.338753	165179__A0A3E5AER8__DXB80_07075
ERR1913195.338821__1.338821	1262882__R5N3H1__BN519_01121
ERR1913195.338983__1.338983	165179__D1PEW8__DXB80_13775
ERR1913195.338900__1.338900	301302__R5VFU2__xynA1
ERR1913195.339022__1.339022	1262882__R5MLP5__BN519_01602
ERR1913195.339122__1.339122	165179__R6CNX7__DXB80_02200
ERR1913195.339255__1.339255	33043__D5HH34__ERS852386_00170
ERR1913195.339429__1.339429	165179__R6PU83__CFT61_14275
ERR1913195.339438__1.339438	165179__A0A3E5AAM8__DXB80_10240
ERR1913195.339487__1.339487	39490__U2P932__ERS852448_00304
ERR1913195.339649__1.339649	418240__R7CED1__sigM_3
ERR1913195.339762__1.339762	28117__B0MT38__BHV66_05995
ERR1913195.339784__1.339784	1262882__R5MDR8__BN519_00124
ERR1913195.339931__1.339931	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913195.339954__1.339954	1262882__R5MT08__BN519_01706
ERR1913195.339906__1.339906	1262924__R7HRW9__BN585_00665
ERR1913195.340035__1.340035	78345__A0A087BD60__SAMN02745589_1627
ERR1913195.340290__1.340290	2022527__A0A264YA42__CHL74_01870
ERR1913195.340350__1.340350	1262924__R7HMN2__BN585_01573
ERR1913195.340397__1.340397	301302__A0A0M6WIX9__ERS852420_01972
ERR1913195.340925__1.340925	410072__C0B8G7__ERS852525_00626
ERR1913195.340962__1.340962	165179__R6PNJ9__PREVCOP_04730
ERR1913195.341139__1.341139	310298__B3JMI6__BACCOP_03139
ERR1913195.341356__1.341356	165179__A0A3E5E3D6__DXC61_05750
ERR1913195.341515__1.341515	301302__A0A173UAS4__M72_15061
ERR1913195.341580__1.341580	1262924__R7HM98__BN585_01697
ERR1913195.341676__1.341676	39491__A0A395V297__EUR_01010
ERR1913195.341795__1.341795	165179__A0A174UI01__DXB80_12165
ERR1913195.342052__1.342052	165179__A0A174SA26__PREVCOP_05758
ERR1913195.342093__1.342093	1683__C4FGU5__BIANG_0917
ERR1913195.342163__1.342163	1262882__R5N1N6__BN519_00968
ERR1913195.342333__1.342333	1262929__R6EYQ0__BN691_00631
ERR1913195.342463__1.342463	165179__A0A3E5DWQ1__DXB80_06635
ERR1913195.342676__1.342676	165179__D1PEQ5__PREVCOP_05711
ERR1913195.342798__1.342798	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.343175__1.343175	301302__R5ULM4__M72_25081
ERR1913195.343301__1.343301	165179__D1PCL6__DXB80_13435
ERR1913195.343473__1.343473	626940__E8LGD9__cdsA
ERR1913195.343780__1.343780	1262929__R6EYQ0__BN691_00631
ERR1913195.344145__1.344145	28116__A0A139LKF7__DXA80_16100
ERR1913195.344176__1.344176	301302__R5V741__M72_13261
ERR1913195.344418__1.344418	1262929__R6EXT3__BN691_00303
ERR1913195.344513__1.344513	1262882__R5N3T7__BN519_01188
ERR1913195.344608__1.344608	165179__R6B8D8__DXC61_09245
ERR1913195.344798__1.344798	1262930__R6AQF3__BN693_01271
ERR1913195.344814__1.344814	165179__A0A174UTZ7__DXC61_06705
ERR1913195.344853__1.344853	2022527__A0A264YA42__CHL74_01870
ERR1913195.344999__1.344999	552398__T5S086__HMPREF0866_01580
ERR1913195.345661__1.345661	28117__B0MY34__BHV66_05195
ERR1913195.345664__1.345664	33039__A0A174YA68__ribU
ERR1913195.345666__1.345666	301302__A0A173SCU7__M72_12871
ERR1913195.345693__1.345693	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.345854__1.345854	165179__A0A3E5DX15__DXC61_00345
ERR1913195.345892__1.345892	74426__infB
ERR1913195.345962__1.345962	165179__A0A3E5E643__DXB80_06030
ERR1913195.346371__1.346371	301302__R5UVE7__ERS852420_01292
ERR1913195.346403__1.346403	52226__C9KLH5__MITSMUL_04059
ERR1913195.346417__1.346417	292800__A0A174NIK9__rbsC_3
ERR1913195.346457__1.346457	1262929__R6EXT3__BN691_00303
ERR1913195.346945__1.346945	544645__A0A3E4TBU3__DXC42_07745
ERR1913195.347034__1.347034	165179__A0A3E5DZD8__DXB80_09150
ERR1913195.347352__1.347352	165179__R6XIF8__DXC61_07265
ERR1913195.347509__1.347509	301302__R5UKP4__cbiT
ERR1913195.347711__1.347711	544645__A0A3E4T484__DXC42_11405
ERR1913195.347799__1.347799	165179__R6B8D8__DXC61_09245
ERR1913195.347772__1.347772	1262882__R5MEK3__BN519_00296
ERR1913195.347974__1.347974	39488__A0A374N0M3__EUBHAL_02860
ERR1913195.348154__1.348154	901__B6WY11__DESPIGER_1484
ERR1913195.348341__1.348341	1262924__R7HRI6__BN585_00824
ERR1913195.348344__1.348344	1262882__R5MEN9__BN519_00201
ERR1913195.348275__1.348275	387661__A7AHF8__PRABACTJOHN_00803
ERR1913195.348287__1.348287	301302__A0A0M6WPH4__ERS852420_01173
ERR1913195.348356__1.348356	1262882__R5MIC9__BN519_00834
ERR1913195.348473__1.348473	165179__D1PCL6__DXB80_13435
