ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.693713__1.693713	820__A0A3E5BMG9__DXD40_05130
ERR1913236.693824__1.693824	291644__R5JMN9__HMPREF1532_00991
ERR1913236.693858__1.693858	820__A0A173YYG4__evgS_3
ERR1913236.693882__1.693882	1262743__R5C054__BN727_01980
ERR1913236.694014__1.694014	40518__R5DSI5__fieF
ERR1913236.694183__1.694183	214856__A0A174CRY5__ERS852559_01060
ERR1913236.694303__1.694303	818__A0A139KMC9__C799_02694
ERR1913236.694354__1.694354	39491__A0A396FSR4__ERS852580_02287
ERR1913236.694588__1.694588	626929__F3PGX9__HMPREF9445_01323
ERR1913236.694819__1.694819	820__A0A396EUV1__B5G17_06465
ERR1913236.695066__1.695066	1304__J7TUP0__CQA85_00410
ERR1913236.695204__1.695204	46503__A7AB74__DD461_00855
ERR1913236.695234__1.695234	823__A0A355XKQ8__DHP27_04010
ERR1913236.695365__1.695365	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.695372__1.695372	820__A0A139K4W5__HMPREF2141_02394
ERR1913236.695329__1.695329	820__R9HXK9__DXB62_08265
ERR1913236.695448__1.695448	40518__R5E2R8__nnr_2
ERR1913236.695656__1.695656	1262948__R7EGP9__BN671_01082
ERR1913236.695593__1.695593	820__A0A1T4IY71__HMPREF2141_02402
ERR1913236.695764__1.695764	29361__B6FRT6__CLONEX_02860
ERR1913236.695842__1.695842	33025__A0A395JF03__C8D73_101684
ERR1913236.695861__1.695861	820__A7VAS1__HMPREF2141_03259
ERR1913236.695933__1.695933	357276__A0A076INK2__BSEG_04225
ERR1913236.696081__1.696081	28117__B0MT73__ALIPUT_00412
ERR1913236.696073__1.696073	28118__R6FCN5__Odosp_2070
ERR1913236.696112__1.696112	39488__A0A174KVU1__EUBHAL_00302
ERR1913236.696245__1.696245	821__A0A174V2F3__NCTC10583_01474
ERR1913236.696253__1.696253	344022__GeneID:3837332
ERR1913236.696315__1.696315	357276__A0A076IYG1__B5F95_22465
ERR1913236.696385__1.696385	820__A0A139K1Y6__DXB48_02610
ERR1913236.696389__1.696389	881953__GeneID:10358956
ERR1913236.696727__1.696727	820__A0A374Q854__HMPREF1073_03281
ERR1913236.696758__1.696758	881953__GeneID:10358844
ERR1913236.696908__1.696908	338188__R6RT73__HMPREF1057_02828
ERR1913236.696949__1.696949	338188__C9KXT4__ERS852397_00312
ERR1913236.696973__1.696973	1263044__GCA_000433375.1_00652
ERR1913236.696990__1.696990	40518__R5DY98__mepA_5
ERR1913236.697160__1.697160	166486__D4L1H3__sacC
ERR1913236.697231__1.697231	28117__B0MYW7__ALIPUT_02336
ERR1913236.697420__1.697420	204516__U6R9H3__HMPREF1534_03348
ERR1913236.697471__1.697471	820__A0A374MXK3__HMPREF1072_00166
ERR1913236.697522__1.697522	338188__C9L0Q6__HMPREF1057_02405
ERR1913236.697543__1.697543	487174__K0X1D9__HMPREF9448_00919
ERR1913236.697564__1.697564	820__A0A374Q1D8__SAMN05444418_112114
ERR1913236.697609__1.697609	338188__R6RPM1__BACFIN_05401
ERR1913236.697634__1.697634	166486__D4KZ95__ERS852572_03327
ERR1913236.697660__1.697660	166486__D4KZ95__ERS852572_03327
ERR1913236.697670__1.697670	301302__R5UUM8__ganB_1
ERR1913236.697744__1.697744	820__A0A139KH21__DXC80_01780
ERR1913236.697810__1.697810	821__A0A0P0M6M0__M097_4734
ERR1913236.697906__1.697906	40518__R5DP21__RBATCC27255_00348
ERR1913236.697918__1.697918	33025__A0A395J973__C8D73_11010
ERR1913236.697938__1.697938	40518__R5DU74__RBATCC27255_00707
ERR1913236.697958__1.697958	823__A0A355XF06__B5F32_11480
ERR1913236.698130__1.698130	33025__A0A395JBU5__C8D73_10423
ERR1913236.698233__1.698233	47678__A5ZJ80__BACCAC_02965
ERR1913236.698294__1.698294	394340__typA
ERR1913236.698303__1.698303	552398__F4XFG7__HMPREF0866_02342
ERR1913236.698334__1.698334	46228__V8CE73__DXD17_11635
ERR1913236.698369__1.698369	820__A0A174R952__DXB48_02570
ERR1913236.698716__1.698716	28118__R6F390__ypdA_1
ERR1913236.698719__1.698719	214856__A0A174EQR4__rsmA
ERR1913236.698819__1.698819	1263044__GCA_000433375.1_01440
ERR1913236.698873__1.698873	1262986__R5ZS37__BN492_00911
ERR1913236.698887__1.698887	552398__F4XAE4__HMPREF0866_00262
ERR1913236.698895__1.698895	674529__R6V5A6__SAMN05444400_12636
ERR1913236.699008__1.699008	357276__B6W5Q9__HMPREF1063_03125
ERR1913236.699099__1.699099	1262948__R7E9X4__BN671_02033
ERR1913236.699238__1.699238	40518__R5DYU1__DXD86_01160
ERR1913236.699257__1.699257	166486__D4KVY5__ERS852572_03136
ERR1913236.699317__1.699317	1263044__GCA_000433375.1_00904
ERR1913236.699510__1.699510	166486__C7GE31__ganB_3
ERR1913236.699687__1.699687	291644__I8Z4G9__ina_1
ERR1913236.699786__1.699786	40520__A5ZSL9__DXC87_07025
ERR1913236.699816__1.699816	820__R9I3Q7__HMPREF1072_01668
ERR1913236.699913__1.699913	820__A0A374Q854__HMPREF1073_03281
ERR1913236.699974__1.699974	166486__D4L402__ROSINTL182_05182
ERR1913236.700012__1.700012	28118__F9Z7M2__B5F99_10065
ERR1913236.700038__1.700038	820__A0A396CMY7__HMPREF1072_03009
ERR1913236.700060__1.700060	1235792__R9K0L5__C808_03856
ERR1913236.700103__1.700103	292800__A0A1C7FMU7__ERS852518_02778
ERR1913236.700120__1.700120	820__A7V9F9__B5G17_14640
ERR1913236.700202__1.700202	214856__A0A173ZQY0__ERS852559_00007
ERR1913236.700281__1.700281	487174__K0WXG8__DIT83_09300
ERR1913236.700368__1.700368	820__A0A3E4WA06__ERS852554_03404
ERR1913236.700512__1.700512	39491__A0A396FIZ8__ERE_20410
ERR1913236.700562__1.700562	881953__GeneID:10358886
ERR1913236.700637__1.700637	394340__thrZ
ERR1913236.700673__1.700673	214856__A0A175A1E9__ERS852559_02611
ERR1913236.700718__1.700718	626929__R5JTP9__HMPREF9445_01944
ERR1913236.700747__1.700747	28117__B0MUL5__ALIPUT_00722
ERR1913236.700811__1.700811	338188__R6RWE8__BACFIN_08980
ERR1913236.700875__1.700875	821__A0A3E4WAR6__DXD64_10735
ERR1913236.700879__1.700879	166486__D4L3V9__ROSINTL182_07680
ERR1913236.700912__1.700912	214856__R6YC22__ERS852447_01215
ERR1913236.700933__1.700933	820__A7VAR9__ERS852421_00197
ERR1913236.700990__1.700990	674529__R6V5A6__SAMN05444400_12636
ERR1913236.700993__1.700993	357276__A0A0M1W1I8__ABI39_13620
ERR1913236.701131__1.701131	820__A0A174VD39__DXD90_12235
ERR1913236.701216__1.701216	1150298__R7JUS2__ERS852498_02193
ERR1913236.701343__1.701343	820__A0A139JV05__B5G17_18125
ERR1913236.701597__1.701597	35833__E5Y5K9__HMPREF0179_01472
ERR1913236.701643__1.701643	820__R9I3Q7__HMPREF1072_01668
ERR1913236.701669__1.701669	820__R9I324__HMPREF2141_02414
ERR1913236.701721__1.701721	310298__B3JFI7__BACCOP_00636
ERR1913236.701808__1.701808	410072__C0BAJ3__ERS852574_01527
ERR1913236.701999__1.701999	820__A7VAS1__HMPREF2141_03259
ERR1913236.702201__1.702201	649756__A0A174Q8Z0__mtlD_4
ERR1913236.702317__1.702317	820__A0A374Q854__HMPREF1073_03281
ERR1913236.702429__1.702429	384638__B7ARU3__BACPEC_01797
ERR1913236.702448__1.702448	394340__purB
ERR1913236.702469__1.702469	39491__A0A395ZHH5__ERS852497_02076
ERR1913236.702681__1.702681	818__A0A1H7L4U6__BSIG_3287
ERR1913236.702776__1.702776	40518__R5DZ88__DXD93_06320
ERR1913236.702799__1.702799	1780376__A0A143XQT4__BN3659_01658
ERR1913236.702804__1.702804	820__A0A173W419__DXC68_17760
ERR1913236.703042__1.703042	1150298__A0A174LYE0__ERS852535_00529
ERR1913236.703339__1.703339	246787__A0A3D6B0E4__BACCELL_02533
ERR1913236.703395__1.703395	820__A0A174A6K0__M093_0079
ERR1913236.703505__1.703505	626929__F3PLK1__B5F97_09750
ERR1913236.703522__1.703522	1262992__R5CXM7__BN795_01016
ERR1913236.703542__1.703542	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913236.703555__1.703555	40518__R5E6K5__speA
ERR1913236.703636__1.703636	881953__GeneID:10358941
ERR1913236.703670__1.703670	88431__A0A173XSN2__ERS852526_00723
ERR1913236.703712__1.703712	487174__K0WZ94__HMPREF9448_00984
ERR1913236.703692__1.703692	39491__A0A395UWZ1__DXC13_02175
ERR1913236.703903__1.703903	28117__B0MSR5__BHV66_02095
ERR1913236.703956__1.703956	820__A0A174R952__DXB48_02570
ERR1913236.704012__1.704012	1263044__GCA_000433375.1_01135
ERR1913236.704041__1.704041	46503__R6Y201__ERS852463_00554
ERR1913236.704054__1.704054	204516__U6RH18__HMPREF1534_01847
ERR1913236.704132__1.704132	820__A0A174KKV6__DXC07_02635
ERR1913236.704159__1.704159	360807__C0FQL8__tipA
ERR1913236.704201__1.704201	821__A0A174V2F3__NCTC10583_01474
ERR1913236.704232__1.704232	626929__F3PF38__HMPREF9445_00603
ERR1913236.704241__1.704241	820__A0A173WUD7__DXB48_08055
ERR1913236.704267__1.704267	33039__R6P9Z4__ERS852502_00114
ERR1913236.704278__1.704278	39491__A0A395V0H6__ERS852580_02570
ERR1913236.704289__1.704289	1263044__GCA_000433375.1_01142
ERR1913236.704533__1.704533	40518__R5DR96__RBATCC27255_01185
ERR1913236.704618__1.704618	1263107__GCA_000436995.1_00225
ERR1913236.704653__1.704653	821__A0A395UNT8__DXD64_15275
ERR1913236.704624__1.704624	28118__F9ZAB4__B5F93_06270
ERR1913236.704630__1.704630	626929__F3PDS3__HMPREF9445_00131
ERR1913236.704644__1.704644	214856__A0A174CRY5__ERS852559_01060
ERR1913236.704913__1.704913	1628085__A0A2U1BGQ7__C7386_101108
ERR1913236.704987__1.704987	204516__U6R9H3__HMPREF1534_03348
ERR1913236.704989__1.704989	214856__A0A174H6R3__ERS852447_02809
ERR1913236.705242__1.705242	360807__A0A0M6WHB7__ERS852444_00092
ERR1913236.705273__1.705273	291644__I8YR49__ERS852428_01188
ERR1913236.705670__1.705670	360807__A0A1Q6T7T2__artP
ERR1913236.705797__1.705797	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913236.705891__1.705891	246787__A0A3D6AWM8__BACCELL_01963
ERR1913236.705905__1.705905	821__A0A173WG51__BVU_2549
ERR1913236.705936__1.705936	40518__R5DV58__htrA
ERR1913236.706265__1.706265	626929__F3PL44__SAMN05444376_0934
ERR1913236.706269__1.706269	820__R9I2U8__DXC68_09590
ERR1913236.706375__1.706375	40518__R5E4V5__RBL263_01242
ERR1913236.706383__1.706383	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913236.706669__1.706669	39491__A0A3E4E7C5__DXB69_03255
ERR1913236.706704__1.706704	39485__R5ZNG4__yerB
ERR1913236.706711__1.706711	33039__A0A174Z5I4__ERS852424_00154
ERR1913236.706806__1.706806	40518__R5E4X1__DXD93_05270
ERR1913236.706814__1.706814	1263044__GCA_000433375.1_00353
ERR1913236.706848__1.706848	40518__R5E4X5__RB5AMG_01438
ERR1913236.706961__1.706961	820__A0A174GYA8__DXB64_07370
ERR1913236.707165__1.707165	820__A0A139KEW8__DXB64_06405
ERR1913236.707182__1.707182	204516__U6REI9__HMPREF1534_02357
ERR1913236.707185__1.707185	821__A0A3E4XY72__NCTC10583_01067
ERR1913236.707305__1.707305	410072__A0A174D6E7__ERS852574_01257
ERR1913236.707322__1.707322	291644__I9ICQ4__HMPREF1532_00686
ERR1913236.707367__1.707367	166486__D4KWN0__ERS852572_00733
ERR1913236.707520__1.707520	216816__B3DP82__DVB78_09640
ERR1913236.707554__1.707554	556259__I0PYL9__BSGG_5205
ERR1913236.707595__1.707595	214856__A0A173ZQY0__ERS852559_00007
ERR1913236.707665__1.707665	435637__GeneID:5075981
ERR1913236.707723__1.707723	357276__A0A076ITU4__EL88_22160
ERR1913236.707884__1.707884	35833__E5Y2B5__HMPREF0179_00325
ERR1913236.707912__1.707912	214856__R6Y0B9__ERS852559_00164
ERR1913236.707915__1.707915	626929__F3PLK1__B5F97_09750
ERR1913236.707928__1.707928	1318__I1ZPA7__Spaf_1939
ERR1913236.707997__1.707997	853__A8SGX8__C4N21_08625
ERR1913236.708002__1.708002	39491__A0A395UXH0__EUBREC_0021
ERR1913236.708026__1.708026	820__A0A139K8N1__ERS852554_00951
ERR1913236.708052__1.708052	1262536__GeneID:16385454
ERR1913236.708069__1.708069	820__A0A173WUD7__DXB48_08055
ERR1913236.708618__1.708618	1262992__R5DGC6__BN795_00540
ERR1913236.708672__1.708672	214856__A0A174H6R3__ERS852447_02809
ERR1913236.708674__1.708674	626930__F3PUB2__HMPREF9446_02335
ERR1913236.708771__1.708771	214856__A0A173ZR84__ERS852559_00013
ERR1913236.708731__1.708731	166486__D4KX18__ROSINTL182_07596
ERR1913236.708700__1.708700	881953__GeneID:10358938
ERR1913236.708800__1.708800	1318__A0A3E4U7U7__HMPREF1195_01751
ERR1913236.708861__1.708861	357276__A0A0P0M2G3__BACDOR_03913
ERR1913236.708926__1.708926	1304__F8LHY7__pspA_6
ERR1913236.709100__1.709100	214856__I3YMC8__ERS852447_02666
ERR1913236.709102__1.709102	823__A0A355XN73__DXC05_07000
ERR1913236.709174__1.709174	418240__A0A173WVP8__acm
ERR1913236.709231__1.709231	28117__R7JIY2__BHV66_06465
ERR1913236.709317__1.709317	821__A0A3E4XY72__NCTC10583_01067
ERR1913236.709357__1.709357	46503__R6X0L4__DXB61_05325
ERR1913236.709287__1.709287	33025__A0A395JED3__C8D73_101461
ERR1913236.709383__1.709383	1263044__GCA_000433375.1_00353
ERR1913236.709521__1.709521	881953__GeneID:10358920
ERR1913236.709502__1.709502	39491__A0A3E4YFT8__DXB69_10940
ERR1913236.709546__1.709546	820__A0A078STJ8__DXC68_04690
ERR1913236.709549__1.709549	39491__A0A3E4YFT8__DXB69_10940
ERR1913236.709675__1.709675	166486__D4KZY5__ROSINTL182_07635
ERR1913236.709735__1.709735	84030__D4MS51__B5F06_01815
ERR1913236.709747__1.709747	820__A0A3E4VZY4__ERS852554_01211
ERR1913236.709790__1.709790	2022527__A0A264Y5H7__CHL74_10790
ERR1913236.709761__1.709761	394340__tsf
ERR1913236.709823__1.709823	1263107__GCA_000436995.1_00244
ERR1913236.709905__1.709905	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.710026__1.710026	1262743__R5C054__BN727_01980
ERR1913236.710185__1.710185	674529__A0A174K9D7__SAMN05444400_1164
ERR1913236.710157__1.710157	338188__A0A174GXA9__bglX_10
ERR1913236.710161__1.710161	1297617__A0A0S2VZT3__C7373_101502
ERR1913236.710216__1.710216	40520__A0A174IJ62__DXC87_06795
ERR1913236.710233__1.710233	338188__A0A173XK96__BACFIN_08439
ERR1913236.710238__1.710238	40518__R5DVU7__RBL236_00839
ERR1913236.710239__1.710239	33039__D4M1B1__ERS852577_03971
ERR1913236.710257__1.710257	214856__A0A174CRY5__ERS852559_01060
ERR1913236.710441__1.710441	853__A0A174BZY1__xerD_1
ERR1913236.710478__1.710478	39491__A0A173SH34__EUR_24920
ERR1913236.710621__1.710621	214856__A0A174G9T6__ERS852447_02535
ERR1913236.710762__1.710762	344022__GeneID:3837332
ERR1913236.711037__1.711037	821__C6Z087__DXB90_00750
ERR1913236.711102__1.711102	204516__U6R9H3__HMPREF1534_03348
ERR1913236.711074__1.711074	820__A0A174A6K0__M093_0079
ERR1913236.711395__1.711395	33039__A0A174YJ10__ERS852502_01829
ERR1913236.711538__1.711538	821__A0A0P0M2J4__DXD46_10295
ERR1913236.711449__1.711449	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.711472__1.711472	39491__C4ZCH3__EUR_17560
ERR1913236.711654__1.711654	246787__R6K756__HMPREF1062_01819
ERR1913236.711758__1.711758	214856__A0A173YXX1__ERS852559_01651
ERR1913236.711761__1.711761	823__A6LHK0__M090_1297
ERR1913236.711838__1.711838	820__A0A374QGD2__ERS852421_02382
ERR1913236.711981__1.711981	626933__H1DGX0__HMPREF9449_01506
ERR1913236.711994__1.711994	674529__A0A174PUY5__SAMN05444400_103201
ERR1913236.712343__1.712343	820__A7V9F9__B5G17_14640
ERR1913236.712435__1.712435	853__A8SB03__C4Q21_07960
ERR1913236.712437__1.712437	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913236.712440__1.712440	1262948__R7E882__BN671_01494
ERR1913236.712458__1.712458	544645__A0A1Y3W252__DXC42_17140
ERR1913236.712462__1.712462	338188__R6S0J1__BACFIN_08786
ERR1913236.712500__1.712500	1262948__R7EBX8__BN671_00264
ERR1913236.712595__1.712595	166486__D4KJ71__ERS852572_03479
ERR1913236.712680__1.712680	853__A0A173YYY4__DWZ04_09420
ERR1913236.712920__1.712920	39491__A0A396FJJ9__DXB76_11995
ERR1913236.712941__1.712941	1262986__R6A1S6__BN492_00715
ERR1913236.713005__1.713005	820__I9TWZ7__DXC80_10550
ERR1913236.713058__1.713058	418240__A0A173X9L0__ERS852523_01318
ERR1913236.713096__1.713096	40520__A0A396A356__DXB81_07630
ERR1913236.713154__1.713154	1263044__GCA_000433375.1_01150
ERR1913236.713192__1.713192	2049039__A0A316SHX8__DBY32_06660
ERR1913236.713208__1.713208	821__D4VD59__BHV80_04260
ERR1913236.713369__1.713369	33039__A0A173VTT4__frdB_1
ERR1913236.713381__1.713381	820__A0A139KJ23__celCCA
ERR1913236.713348__1.713348	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913236.713442__1.713442	487175__R5E441__HMPREF9439_02785
ERR1913236.713429__1.713429	1263107__GCA_000436995.1_00102
ERR1913236.713488__1.713488	820__R9I2U8__DXC68_09590
ERR1913236.713552__1.713552	216816__Q8G464__BFS25_05925
ERR1913236.713560__1.713560	1628085__A0A2U1BFW2__C7386_10288
ERR1913236.713598__1.713598	820__A0A3E4W9W8__C801_01069
ERR1913236.713840__1.713840	204516__U6R898__HMPREF1534_03335
ERR1913236.713846__1.713846	39491__C4Z9J5__DXB69_02495
ERR1913236.713894__1.713894	29361__B6FPC9__CLONEX_01992
ERR1913236.713973__1.713973	820__A0A174DZ97__SAMN05444418_101240
ERR1913236.713938__1.713938	853__A0A2A7B9I6__DW855_13690
ERR1913236.714084__1.714084	820__I9A4U7__DHU98_12785
ERR1913236.714196__1.714196	371601__I9UUB0__SAMN04487924_11836
ERR1913236.714206__1.714206	204516__U6RFV1__HMPREF1534_02560
ERR1913236.714133__1.714133	823__A0A174U5E4__BDI_3390
ERR1913236.714164__1.714164	820__A0A1T4IYF4__mprA_1
ERR1913236.714437__1.714437	820__R9I2U8__DXC68_09590
ERR1913236.714449__1.714449	204516__U6RM57__HMPREF1534_00757
ERR1913236.714537__1.714537	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913236.714515__1.714515	214856__R6XS46__ERS852559_00812
ERR1913236.714520__1.714520	394340__purB
ERR1913236.714595__1.714595	28117__B0MYI9__BHV66_05415
ERR1913236.714615__1.714615	446660__GCA_003428235.1_00097
ERR1913236.714621__1.714621	820__A0A174R952__DXB48_02570
ERR1913236.714799__1.714799	28117__B0MUX4__ALIPUT_00911
ERR1913236.715055__1.715055	569__A0A097R7D7__PU00_01260
ERR1913236.715255__1.715255	1150298__A0A174APS6__kinA
ERR1913236.715265__1.715265	821__E5UMZ6__BVU_1450
ERR1913236.715419__1.715419	626933__H1DGX0__HMPREF9449_01506
ERR1913236.715353__1.715353	1262963__R6CCB0__BN718_00070
ERR1913236.715444__1.715444	204516__U6RR05__HMPREF1534_00736
ERR1913236.715504__1.715504	33039__A0A174XW11__RTO_07780
ERR1913236.715482__1.715482	214856__A0A175A1E9__ERS852559_02611
ERR1913236.715624__1.715624	853__A0A2A7A4A9__C4N21_14870
ERR1913236.715647__1.715647	166486__D4KUC9__ERS852572_00957
ERR1913236.715716__1.715716	214856__A0A174Z2I3__ERS852447_00940
ERR1913236.715682__1.715682	410072__A0A174E1G6__phoR_6
ERR1913236.715747__1.715747	387090__S0F7Y3__BACCOPRO_02028
ERR1913236.715850__1.715850	1263044__GCA_000433375.1_01149
ERR1913236.716144__1.716144	246787__R6KBH9__HMPREF1062_04676
ERR1913236.716320__1.716320	821__A0A0P0M2J4__DXD46_10295
ERR1913236.716293__1.716293	410072__A0A3E4GUH0__COPCOM_01729
ERR1913236.716270__1.716270	821__A0A3E4HP25__SAMN04487923_102450
ERR1913236.716371__1.716371	28118__F9Z857__DER54_07670
ERR1913236.716412__1.716412	881953__GeneID:10358899
ERR1913236.716548__1.716548	40518__R5E7G3__DXD86_03405
ERR1913236.716640__1.716640	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.716666__1.716666	487174__K0WYG8__HMPREF9448_01522
ERR1913236.716836__1.716836	338188__K5CK57__ERS852397_02236
ERR1913236.716887__1.716887	40518__R5DU92__DXD93_03170
ERR1913236.716952__1.716952	821__A0A0P0LFP6__C5Z04_13890
ERR1913236.716980__1.716980	820__A0A173W419__DXC68_17760
ERR1913236.716994__1.716994	1780381__A0A143ZT57__alr1
ERR1913236.717009__1.717009	28117__R7JJM9__ALIPUT_00662
ERR1913236.717084__1.717084	820__A7VAR9__ERS852421_00197
ERR1913236.717087__1.717087	214856__A0A173Z1B0__ERS852447_00765
ERR1913236.717137__1.717137	39491__A0A395ZEN3__DXD95_12655
ERR1913236.717213__1.717213	47678__R5UES3__CGC64_00760
ERR1913236.717307__1.717307	820__A0A139KHD8__ERS417307_00569
ERR1913236.717311__1.717311	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913236.717482__1.717482	820__A0A3E4QZJ7__C801_01798
ERR1913236.717611__1.717611	626933__H1DGX0__HMPREF9449_01506
ERR1913236.717644__1.717644	821__E5UY21__C800_02204
ERR1913236.717719__1.717719	1262920__R5KD76__BN467_01465
ERR1913236.717721__1.717721	1262986__R6AUH5__BN492_00246
ERR1913236.717773__1.717773	820__A0A3E4FWC8__DXC91_14635
ERR1913236.717943__1.717943	39491__A0A174K265__DXB76_05915
ERR1913236.718078__1.718078	46228__V8C458__DXD17_08090
ERR1913236.718217__1.718217	410072__A0A3E4GT98__ERS852574_02351
ERR1913236.718397__1.718397	572010__rpsB
ERR1913236.718511__1.718511	43675__D2NR58__RM6536_1011
ERR1913236.718566__1.718566	1263107__GCA_000436995.1_00126
ERR1913236.718702__1.718702	821__A0A395UNT8__DXD64_15275
ERR1913236.718775__1.718775	820__A0A174R952__DXB48_02570
ERR1913236.718832__1.718832	246787__R6LGA6__tmoS_11
ERR1913236.718942__1.718942	39491__A0A174EQV2__DXB69_10230
ERR1913236.718992__1.718992	823__A0A395YX30__M090_4590
ERR1913236.718981__1.718981	1263044__GCA_000433375.1_00649
ERR1913236.719118__1.719118	1262746__R5S2B4__BN750_01573
ERR1913236.719124__1.719124	39485__A0A174YTF7__ERS852490_01271
ERR1913236.719197__1.719197	626930__F3PWR3__HMPREF9446_03200
ERR1913236.719276__1.719276	246787__A0A0P0GCR8__xynD_3
ERR1913236.719299__1.719299	291644__I9HQ59__HMPREF1071_02479
ERR1913236.719325__1.719325	40520__A0A3E5EMQ4__DXD81_00675
ERR1913236.719332__1.719332	1263044__GCA_000433375.1_01140
ERR1913236.719389__1.719389	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.719471__1.719471	39491__A0A395UWA3__DXB69_11805
ERR1913236.719607__1.719607	850__C3WDF1__FMAG_01469
ERR1913236.719634__1.719634	360807__A0A0M6WAF4__ERS852392_02663
ERR1913236.719640__1.719640	166486__D4KZA5__ERS852572_03317
ERR1913236.719757__1.719757	1150298__A0A174HEB6__ypdC_2
ERR1913236.719913__1.719913	1735__B7CE12__EUBIFOR_02447
ERR1913236.719924__1.719924	338188__A0A174ETX3__ERS852397_01955
ERR1913236.719999__1.719999	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913236.720025__1.720025	820__A0A174R952__DXB48_02570
ERR1913236.720119__1.720119	387090__S0F8B2__BACCOPRO_02129
ERR1913236.720238__1.720238	39491__A0A0M6WNS5__DXC13_02015
ERR1913236.720377__1.720377	33039__R6P284__spoIIIE
ERR1913236.720545__1.720545	820__A0A3E4W4W5__ERS852554_02179
ERR1913236.720531__1.720531	39488__A0A374NKN1__ltaS_2
ERR1913236.720633__1.720633	853__A0A173XRA8__CGS56_09290
ERR1913236.720808__1.720808	853__A0A2A7B1Y7__C7K05_11930
ERR1913236.720811__1.720811	820__A0A173XIP7__B5G17_16050
ERR1913236.720845__1.720845	1304__A0A074J0C2__V471_05910
ERR1913236.720924__1.720924	28117__B0N007__BHV66_10275
ERR1913236.720973__1.720973	552398__F4XCV8__HMPREF0866_01675
ERR1913236.721047__1.721047	674529__A0A174RBF7__SAMN05444400_1464
ERR1913236.721057__1.721057	674529__R6V7P0__SAMN05444400_102331
