ERR1913287.193__1.193	39492__D4JUJ6__ssuB_2
ERR1913287.143788__1.143788	165179__D1PES9__DXB80_11585
ERR1913287.143947__1.143947	301302__A0A0M6WJB3__ERS852420_02173
ERR1913287.144243__1.144243	28117__B0MWX3__BHV66_03010
ERR1913287.144308__1.144308	40518__R5DRG6__ylbJ
ERR1913287.144448__1.144448	357276__B6VT86__IY41_22515
ERR1913287.144602__1.144602	165179__A0A3E5A5E5__DXC61_13965
ERR1913287.144786__1.144786	165179__A0A3E5DX15__DXC61_00345
ERR1913287.144824__1.144824	165179__D1PFV4__PREVCOP_06112
ERR1913287.144943__1.144943	1262746__R5SDA5__BN750_00670
ERR1913287.145306__1.145306	239935__A0A2N8IZ16__CXT84_05850
ERR1913287.145334__1.145334	40520__A0A3E4QB73__adrA
ERR1913287.145455__1.145455	823__K6AMD2__B5F32_04565
ERR1913287.145479__1.145479	165179__A0A174K816__DXB80_12000
ERR1913287.145672__1.145672	1262911__R6GZX7__BN557_00838
ERR1913287.145648__1.145648	46503__R6X3F9__DCY29_09585
ERR1913287.145655__1.145655	165179__A0A3E5E643__DXB80_06030
ERR1913287.145663__1.145663	239935__A0A2N8HB50__CXU17_02615
ERR1913287.145764__1.145764	40518__R5DYU1__DXD86_01160
ERR1913287.145837__1.145837	28052__A0A174M373__speA_2
ERR1913287.145927__1.145927	33043__A0A174GGF8__dcuS_1
ERR1913287.145933__1.145933	165179__A0A174XZU8__DXB80_12180
ERR1913287.145934__1.145934	165179__A0A174XZU8__DXB80_12180
ERR1913287.145939__1.145939	165179__A0A3E5E4T9__DXB80_08030
ERR1913287.145943__1.145943	387090__S0F8B2__BACCOPRO_02129
ERR1913287.146006__1.146006	387090__S0F4B4__BACCOPRO_00014
ERR1913287.146204__1.146204	39491__A0A396FI89__DXD95_01300
ERR1913287.146259__1.146259	338188__K5BSQ8__HMPREF1057_02842
ERR1913287.146369__1.146369	39485__C4Z6B7__EUBELI_20364
ERR1913287.146483__1.146483	33043__A8SWI7__bcrC
ERR1913287.146486__1.146486	39491__A0A174EQV2__DXB69_10230
ERR1913287.146488__1.146488	1262924__R7HLJ9__BN585_01064
ERR1913287.146517__1.146517	28132__D9RV83__HMPREF0660_00835
ERR1913287.146624__1.146624	33043__A0A173QUI0__ERS852386_00036
ERR1913287.146877__1.146877	165179__A0A3E5AFJ9__CFT61_15180
ERR1913287.146878__1.146878	301302__R5VCU3__cbiK_2
ERR1913287.146946__1.146946	1263000__R5EMM7__BN466_00616
ERR1913287.146949__1.146949	39491__A0A395UZ82__EUR_31520
ERR1913287.147021__1.147021	165179__A0A174NK27__PREVCOP_06433
ERR1913287.147158__1.147158	165179__A0A3E5AER8__DXB80_07075
ERR1913287.147280__1.147280	33043__A0A173WXS1__ERS852445_00262
ERR1913287.147284__1.147284	1628085__A0A1C6G0Y6__C7386_103131
ERR1913287.147346__1.147346	39491__A0A396FP46__cobD_2
ERR1913287.147376__1.147376	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913287.147434__1.147434	165179__A0A174WRI9__DXB80_04870
ERR1913287.147557__1.147557	165179__A0A3E5DX33__PREVCOP_05190
ERR1913287.147605__1.147605	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.147660__1.147660	165179__A0A3E5A832__DXC61_13685
ERR1913287.147695__1.147695	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.147792__1.147792	1262893__R5H7Y7__BN782_00665
ERR1913287.147747__1.147747	1262924__R7HUJ5__BN585_00830
ERR1913287.147757__1.147757	239935__A0A2N8ITW6__CXT91_06265
ERR1913287.147934__1.147934	165179__D1PCL6__DXB80_13435
ERR1913287.148046__1.148046	28118__R6FZD6__NCTC10826_00006
ERR1913287.148111__1.148111	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.148267__1.148267	301302__A0A173RZU9__M72_23561
ERR1913287.148270__1.148270	39492__R6SA81__EUBSIR_00402
ERR1913287.148223__1.148223	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.148616__1.148616	165179__D1P8K1__DXB80_06045
ERR1913287.148892__1.148892	360807__A0A1Q6T7T2__artP
ERR1913287.148975__1.148975	165179__D1PEQ5__PREVCOP_05711
ERR1913287.149212__1.149212	187979__A0A174CED3__gspF
ERR1913287.149648__1.149648	165179__A0A174IYW3__DXC61_01235
ERR1913287.149761__1.149761	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913287.149767__1.149767	52226__C9KL71__glyA
ERR1913287.149701__1.149701	39491__A0A395ZGE4__ERS852497_01269
ERR1913287.149702__1.149702	1262911__R6GPM2__BN557_00937
ERR1913287.150081__1.150081	28117__B0MXI8__BHV66_08505
ERR1913287.150543__1.150543	47678__A5ZHL2__DXB67_12495
ERR1913287.150593__1.150593	28117__B0MYI9__BHV66_05415
ERR1913287.150715__1.150715	165179__D1P9T6__PREVCOP_04016
ERR1913287.150821__1.150821	1263000__R5ESM1__BN466_01440
ERR1913287.150852__1.150852	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913287.151016__1.151016	357276__A0A076J726__IY41_15030
ERR1913287.151282__1.151282	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.151352__1.151352	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.151423__1.151423	706562__GCA_900112995.1_01870
ERR1913287.151436__1.151436	1150298__A0A174DX06__ERS852498_00491
ERR1913287.151499__1.151499	1262746__R5SDA5__BN750_00670
ERR1913287.151630__1.151630	1263011__R6DMN6__BN553_01074
ERR1913287.151644__1.151644	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.151709__1.151709	33043__A0A174GGF8__dcuS_1
ERR1913287.151746__1.151746	39491__A0A396FPV7__ERS852580_01177
ERR1913287.151861__1.151861	33043__D5HEE1__ERS852386_01671
ERR1913287.152044__1.152044	28117__B0MXW9__ALIPUT_01981
ERR1913287.152114__1.152114	165179__D1PAJ7__PREVCOP_04222
ERR1913287.152127__1.152127	165179__A0A3E5E7J5__DXC61_10360
ERR1913287.152217__1.152217	165179__A0A174UTZ7__DXC61_06705
ERR1913287.152335__1.152335	33043__A0A173WTV6__ERS852400_02153
ERR1913287.152496__1.152496	1262911__R6H2B5__BN557_01151
ERR1913287.152541__1.152541	46503__R6WWC9__PARMER_03215
ERR1913287.152885__1.152885	28052__A0A174J1L8__ERS852451_00926
ERR1913287.153308__1.153308	357276__I8WEZ6__BACDOR_02323
ERR1913287.153542__1.153542	165179__A0A3E5DR10__DXC61_03505
ERR1913287.153646__1.153646	165179__R6C5D6__PREVCOP_04658
ERR1913287.153754__1.153754	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.153797__1.153797	165179__A0A229I740__DXC61_10430
ERR1913287.153838__1.153838	1263005__R6EPX4__BN497_00009
ERR1913287.153874__1.153874	165179__A0A229I1J2__DXB80_03950
ERR1913287.154359__1.154359	33043__A0A174A113__ERS852445_00416
ERR1913287.154398__1.154398	165179__R6CJG8__DXC61_09290
ERR1913287.154427__1.154427	1262911__R6GUQ4__BN557_01581
ERR1913287.154448__1.154448	39491__A0A395V2Y7__DXB72_13970
ERR1913287.155197__1.155197	33043__D5HEL7__ERS852400_00347
ERR1913287.155299__1.155299	357276__B6W1Y5__IY41_11405
ERR1913287.155362__1.155362	165179__A0A3E5AEF7__DXC61_05000
ERR1913287.155384__1.155384	239935__A0A3F3K9J9__DEF40_00940
ERR1913287.155398__1.155398	39492__D4MMN2__EUBSIR_00964
ERR1913287.155413__1.155413	165179__A0A3E5EDP4__DXB80_05800
ERR1913287.155423__1.155423	1262924__R7HQB3__BN585_00435
ERR1913287.155582__1.155582	39492__D4JQM9__EUBSIR_00669
ERR1913287.155791__1.155791	88431__A0A174GCE2__ERS852423_01397
ERR1913287.155951__1.155951	33043__A0A173WT47__ERS852400_02101
ERR1913287.156018__1.156018	28052__R7N7F2__ERS852499_01211
ERR1913287.156125__1.156125	165179__A0A3E5E920__DXB80_11625
ERR1913287.156284__1.156284	1262743__R5C1N5__BN727_02492
ERR1913287.156462__1.156462	39491__A0A396FRK0__ERS852417_00541
ERR1913287.156480__1.156480	40518__R5E6N4__DXD93_01325
ERR1913287.156952__1.156952	39491__A0A395ZEI6__ERE_07950
ERR1913287.157263__1.157263	165179__A0A3E5AGH1__DXB80_05820
ERR1913287.157278__1.157278	1150298__A0A174SLE6__mlc_1
ERR1913287.157371__1.157371	165179__D1P9T6__PREVCOP_04016
ERR1913287.157393__1.157393	165179__A0A3E5AI09__DXC61_05815
ERR1913287.157403__1.157403	39492__A0A174ZG93__EUBSIR_00254
ERR1913287.157455__1.157455	239935__A0A2N8IVK9__CXU08_03750
ERR1913287.157549__1.157549	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.157591__1.157591	338188__C9L0Q1__HMPREF1057_02400
ERR1913287.157596__1.157596	165179__A0A229I1J2__DXB80_03950
ERR1913287.157626__1.157626	1263011__R6DV48__BN553_00646
ERR1913287.157697__1.157697	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.157823__1.157823	39491__A0A395ZKJ0__DXD13_11010
ERR1913287.157958__1.157958	1262743__R5CAV5__BN727_02664
ERR1913287.157976__1.157976	165179__D1PHV2__PREVCOP_06822
ERR1913287.158281__1.158281	33043__A0A174AEP1__apr
ERR1913287.158394__1.158394	40518__R5DNI6__RBATCC27255_00844
ERR1913287.158415__1.158415	165179__D1PCT4__DXB80_09470
ERR1913287.158474__1.158474	33043__A0A173ZEG7__ERS852386_01252
ERR1913287.158869__1.158869	853__A0A174CVG7__CGS58_09335
ERR1913287.158947__1.158947	39491__A0A395ZHW3__ERS852417_01359
ERR1913287.159244__1.159244	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913287.159292__1.159292	165179__A0A174UI01__DXB80_12165
ERR1913287.159507__1.159507	552398__F4XCR9__HMPREF0866_01636
ERR1913287.159824__1.159824	33043__D5HI50__smf
ERR1913287.159887__1.159887	165179__A0A3E5A832__DXC61_13685
ERR1913287.159947__1.159947	239935__A0A139TVJ4__CXT86_02020
ERR1913287.159996__1.159996	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913287.160099__1.160099	239935__R6IZU4__CXT87_08085
ERR1913287.160296__1.160296	165179__R6BQP4__DXC61_02015
ERR1913287.160402__1.160402	239935__R6J4Y4__CXU17_09810
ERR1913287.160553__1.160553	239935__A0A2N8IFA0__CXT92_02050
ERR1913287.160609__1.160609	39491__A0A395ZM93__DXD13_03490
ERR1913287.160633__1.160633	28118__R6FCY1__DER54_07335
ERR1913287.160975__1.160975	165179__D1P8K1__DXB80_06045
ERR1913287.161065__1.161065	1262986__R6A821__BN492_01136
ERR1913287.161340__1.161340	28117__B0MWC6__BHV66_00965
ERR1913287.161356__1.161356	853__A0A174CVG7__CGS58_09335
ERR1913287.161451__1.161451	1897011__A0A1Q6RE52__BHW41_04690
ERR1913287.161577__1.161577	1150298__R7JXP3__ERS852535_00653
ERR1913287.161670__1.161670	360807__A0A1Q6T5F1__fliF
ERR1913287.161813__1.161813	39492__D4MMN2__EUBSIR_00964
ERR1913287.161861__1.161861	1262924__R7HRW9__BN585_00665
ERR1913287.162220__1.162220	165179__D1P8V8__DXC61_01940
ERR1913287.162223__1.162223	39491__A0A395ZHW3__ERS852417_01359
ERR1913287.162345__1.162345	39491__A0A396FQV7__T1815_10751
ERR1913287.162652__1.162652	853__A0A329UEG4__CHR60_00585
ERR1913287.162805__1.162805	165179__A0A3E4SID1__DXB80_01945
ERR1913287.162836__1.162836	33043__A0A174CPX4__ERS852386_02360
ERR1913287.162885__1.162885	165179__A0A3E5AE59__DXC61_12885
ERR1913287.162955__1.162955	40520__R7D6C0__RUMOBE_01488
ERR1913287.162970__1.162970	1262744__R6FST0__BN744_00381
ERR1913287.163109__1.163109	165179__R6PU83__CFT61_14275
ERR1913287.163142__1.163142	33043__A0A374K1H3__ykoD_2
ERR1913287.163485__1.163485	33043__D5HIK4__ERS852400_01112
ERR1913287.163549__1.163549	487174__K0X347__DIT83_07775
ERR1913287.163736__1.163736	165179__A0A3E5A832__DXC61_13685
ERR1913287.164044__1.164044	1262911__R6HG37__BN557_01341
ERR1913287.164058__1.164058	28117__B0MY82__BHV66_04755
ERR1913287.164061__1.164061	165179__D1PE06__DXC61_05975
ERR1913287.164188__1.164188	28052__R7N8I1__pimB_4
ERR1913287.164294__1.164294	47678__R5U3A7__ERS852494_02965
ERR1913287.164315__1.164315	357276__A0A076IYG1__B5F95_22465
ERR1913287.164505__1.164505	47678__R5UES3__CGC64_00760
ERR1913287.164590__1.164590	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913287.164619__1.164619	357276__I8WC65__EL88_00520
ERR1913287.164890__1.164890	39492__D4JWI6__EUBSIR_01073
ERR1913287.164993__1.164993	1262746__R5S8P9__BN750_01268
ERR1913287.165079__1.165079	239935__A0A3F3KBB8__CXU16_06755
ERR1913287.165219__1.165219	33043__A0A173X520__ERS852575_01617
ERR1913287.165560__1.165560	33043__A0A174AEP1__apr
ERR1913287.165919__1.165919	165179__W1I4H6__DXB80_13655
ERR1913287.165981__1.165981	1262743__R5C534__BN727_01046
ERR1913287.165991__1.165991	187979__A0A174CGB7__ERS852385_02181
ERR1913287.166080__1.166080	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913287.166092__1.166092	820__A0A3E4RUC4__DHU98_02635
ERR1913287.166339__1.166339	165179__A0A174SR12__DXB80_04410
ERR1913287.166355__1.166355	39491__A0A396FBR6__DXC13_08575
ERR1913287.166500__1.166500	39491__D4JMW8__ERS852497_01971
ERR1913287.166765__1.166765	40518__R5DUU0__DXD93_03985
ERR1913287.166927__1.166927	853__A8SCP3__C4N26_07960
ERR1913287.167042__1.167042	39492__A0A174ZG93__EUBSIR_00254
ERR1913287.167085__1.167085	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.167153__1.167153	239935__A0A2N8I3Z7__CXU05_10555
ERR1913287.167155__1.167155	487174__K0X694__DIT83_09060
ERR1913287.167115__1.167115	357276__I9QWD4__DXD47_15075
ERR1913287.167393__1.167393	33043__A0A173YPE0__thiD
ERR1913287.167352__1.167352	39492__R6RYB8__ERS852540_00322
ERR1913287.167760__1.167760	1965560__A0A1Y4RRL7__B5E82_06270
ERR1913287.167803__1.167803	446660__GCA_003428235.1_00291
ERR1913287.167705__1.167705	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.167896__1.167896	410072__C0B7P0__DXD67_07205
ERR1913287.168026__1.168026	33043__D5HIC8__vspIM
ERR1913287.168228__1.168228	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.168236__1.168236	39491__A0A3E4YFT8__DXB69_10940
ERR1913287.168259__1.168259	187979__A0A173XVU1__ERS852385_00755
ERR1913287.168457__1.168457	165179__A0A3E5EB26__CFT61_02800
ERR1913287.168518__1.168518	165179__A0A3E5AI09__DXC61_05815
ERR1913287.168664__1.168664	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.168684__1.168684	1262889__R7HCG5__BN634_01481
ERR1913287.169110__1.169110	39491__A0A395V5R3__EUBREC_1883
ERR1913287.169287__1.169287	853__A0A2A7B1Y7__C7K05_11930
ERR1913287.169417__1.169417	165179__D1PCT4__DXB80_09470
ERR1913287.169667__1.169667	301302__A0A173TZN3__M72_00321
ERR1913287.169727__1.169727	33043__A0A173X520__ERS852575_01617
ERR1913287.169751__1.169751	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.169922__1.169922	28117__R7JIJ8__BHV66_01635
ERR1913287.169996__1.169996	28117__B0MWC6__BHV66_00965
ERR1913287.170037__1.170037	487175__R5DYV2__HMPREF9439_00040
ERR1913287.170136__1.170136	165179__A0A3E5E3D6__DXC61_05750
ERR1913287.170335__1.170335	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913287.170287__1.170287	1263011__R6E016__BN553_01158
ERR1913287.170414__1.170414	165179__D1PAJ7__PREVCOP_04222
ERR1913287.170598__1.170598	1262911__R6H2B5__BN557_01151
ERR1913287.170605__1.170605	39491__C4ZF05__vpr
ERR1913287.170739__1.170739	626940__E8LE41__DCQ00_06695
ERR1913287.170755__1.170755	39491__A0A395V0H3__ERS852417_01192
ERR1913287.170774__1.170774	165179__A0A229I7F5__DXB80_02650
ERR1913287.170916__1.170916	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.170992__1.170992	384639__GCA_003096855.1_01226
ERR1913287.171005__1.171005	39492__D4JWD3__EUBSIR_00151
ERR1913287.171006__1.171006	387090__S0F8B2__BACCOPRO_02129
ERR1913287.171096__1.171096	820__A0A3E4W6P0__gmhA
ERR1913287.171099__1.171099	165179__A0A3E5DV57__DXB80_11400
ERR1913287.171178__1.171178	165179__A0A3E5AGH1__DXB80_05820
ERR1913287.171189__1.171189	1262929__R6FTR6__BN691_00242
ERR1913287.171277__1.171277	165179__A0A229I7F5__DXB80_02650
ERR1913287.171332__1.171332	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.171333__1.171333	40518__R5DV58__htrA
ERR1913287.171555__1.171555	165179__A0A229I1J2__DXB80_03950
ERR1913287.171613__1.171613	328814__GCA_004558275.1_02279
ERR1913287.171645__1.171645	239935__A0A2N8HT44__CXT84_11035
ERR1913287.171807__1.171807	33043__A0A173XL07__nadD
ERR1913287.171894__1.171894	39492__D4MIY5__EUBSIR_00233
ERR1913287.172010__1.172010	165179__D1PEW8__DXB80_13775
ERR1913287.172175__1.172175	165179__A0A3E5AEF7__DXC61_05000
ERR1913287.172292__1.172292	33043__D5HDY1__cdd
ERR1913287.172557__1.172557	649756__L1PU84__ERS852571_01295
ERR1913287.172595__1.172595	39491__A0A396FSR4__ERS852580_02287
ERR1913287.172683__1.172683	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.172697__1.172697	1263011__R6DQB4__BN553_01080
ERR1913287.172661__1.172661	1262945__R6YWN0__BN600_01989
ERR1913287.172932__1.172932	165179__D1P8K1__DXB80_06045
ERR1913287.173134__1.173134	165179__A0A174SA26__PREVCOP_05758
ERR1913287.173186__1.173186	820__A0A3E4G3J9__ERS852459_02265
ERR1913287.173341__1.173341	360807__C0FMY6__ROSEINA2194_00074
ERR1913287.173319__1.173319	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.173332__1.173332	1262911__R6GXS5__BN557_00160
ERR1913287.173531__1.173531	39491__A0A395V1R3__T1815_08181
ERR1913287.173678__1.173678	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.173691__1.173691	28052__R7N9Y1__spoIIE
ERR1913287.173701__1.173701	106588__A6P303__BACCAP_04887
ERR1913287.173963__1.173963	1262924__R7HQ14__BN585_00419
ERR1913287.174166__1.174166	1262986__R6A1C5__BN492_00996
ERR1913287.174214__1.174214	239935__A0A2N8I791__CXT99_09415
ERR1913287.174345__1.174345	1262954__R7FBD9__BN611_01260
ERR1913287.174267__1.174267	28117__B0MXW9__ALIPUT_01981
ERR1913287.174278__1.174278	33043__D5HEE1__ERS852386_01671
ERR1913287.174369__1.174369	239935__A0A139TPD4__CXT86_06450
ERR1913287.174442__1.174442	39485__A0A175A403__EUBELI_20577
ERR1913287.174500__1.174500	165179__R6CJG8__DXC61_09290
ERR1913287.174622__1.174622	818__A0A174LEN9__BJP75_006595
ERR1913287.174633__1.174633	1262893__R5GY02__BN782_01232
ERR1913287.174644__1.174644	39492__D4JRZ7__smc
ERR1913287.174703__1.174703	1262911__R6GPL1__BN557_00927
ERR1913287.174851__1.174851	371601__D0TQ02__CW3_2465
ERR1913287.174880__1.174880	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913287.175192__1.175192	1263107__GCA_000436995.1_00198
ERR1913287.175194__1.175194	165179__A0A174IYW3__DXC61_01235
ERR1913287.175199__1.175199	165179__A0A3E5EDP4__DXB80_05800
ERR1913287.175272__1.175272	1262922__R6E9Q9__BN487_00767
ERR1913287.175407__1.175407	28118__R6F3G8__NCTC10826_00049
ERR1913287.175461__1.175461	1262924__R7HQV3__BN585_00017
ERR1913287.175893__1.175893	1262889__R7HAC7__BN634_01118
ERR1913287.175915__1.175915	33043__D5HDB6__sipT_2
ERR1913287.176041__1.176041	239935__A0A2N8ITX2__CXT86_11265
ERR1913287.176017__1.176017	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913287.176161__1.176161	165179__A0A3E5E2B6__DXB80_02820
ERR1913287.176374__1.176374	1263011__R6EMM3__BN553_01949
ERR1913287.176469__1.176469	39491__A0A2U2EI54__DXD95_12010
ERR1913287.176568__1.176568	818__A0A1H7TGM1__BJP75_010615
ERR1913287.176671__1.176671	1262911__R6H212__BN557_01031
ERR1913287.176949__1.176949	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913287.177209__1.177209	853__D4JY61__C4N21_10560
ERR1913287.177488__1.177488	28117__B0MY40__BHV66_05170
ERR1913287.177547__1.177547	1628085__A0A3E2XUX9__C7386_10290
ERR1913287.177670__1.177670	853__A0A3E2U7E6__ERS852582_01640
ERR1913287.178095__1.178095	39491__A0A396FNY7__LD38_16155
ERR1913287.178124__1.178124	165179__D1PGJ6__DXC61_07300
ERR1913287.178204__1.178204	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.178231__1.178231	39491__A0A395UYA6__EUBREC_0408
ERR1913287.178426__1.178426	165179__D1PDT3__PREVCOP_05375
ERR1913287.178906__1.178906	39492__D4JT67__EUBSIR_01784
ERR1913287.179094__1.179094	165179__A0A229I6N7__DXC61_06720
ERR1913287.179203__1.179203	28117__B0MTD2__ALIPUT_00428
ERR1913287.179281__1.179281	40518__R5DR72__RBL236_02110
ERR1913287.179378__1.179378	165179__A0A3E4SB95__DXC61_13455
ERR1913287.179516__1.179516	626940__E8LGB3__HMPREF9443_01929
ERR1913287.179579__1.179579	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913287.179621__1.179621	239935__A0A2N8HBM4__CXT85_06270
ERR1913287.179756__1.179756	2293125__A0A374CA90__DW917_07695
ERR1913287.179785__1.179785	33043__A0A174DAG8__dapF
ERR1913287.179838__1.179838	39491__A0A173U130__ERE_16110
ERR1913287.179895__1.179895	165179__R6CNX7__DXB80_02200
ERR1913287.179936__1.179936	40518__R5E1X3__clcA
ERR1913287.180044__1.180044	1262911__R6GPB5__BN557_00842
ERR1913287.180111__1.180111	360807__C0FMY6__ROSEINA2194_00074
ERR1913287.180162__1.180162	165179__A0A174NK27__PREVCOP_06433
ERR1913287.180434__1.180434	410072__A0A174BWR4__ERS852389_00309
ERR1913287.180401__1.180401	165179__A0A229I4J4__proA
ERR1913287.180471__1.180471	39491__A0A174K1W6__DXB99_15020
ERR1913287.180554__1.180554	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913287.180678__1.180678	1796613__A0A1C7GYD6__A4V03_03700
ERR1913287.180888__1.180888	33043__D5HGS9__ERS852445_02226
ERR1913287.181018__1.181018	39492__D4JQS6__ykoD
ERR1913287.181342__1.181342	239935__A0A2N8HT44__CXT84_11035
ERR1913287.181315__1.181315	626940__E8LE49__DCQ00_07135
ERR1913287.181426__1.181426	165179__A0A3E5AEF7__DXC61_05000
ERR1913287.181538__1.181538	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.181699__1.181699	29361__B6FRT6__CLONEX_02860
ERR1913287.181786__1.181786	165179__D1PES9__DXB80_11585
ERR1913287.181933__1.181933	165179__D1PGD2__DXC61_10875
ERR1913287.181975__1.181975	28116__A0A0J9IIV5__M089_5519
ERR1913287.182003__1.182003	165179__A0A3E5DZD8__DXB80_09150
ERR1913287.182031__1.182031	823__A0A174VHT1__DHP27_04775
ERR1913287.182043__1.182043	165179__D1PAJ7__PREVCOP_04222
ERR1913287.182022__1.182022	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.182178__1.182178	626940__E8LCG7__DCQ00_01770
ERR1913287.182241__1.182241	165179__R6C3K4__PREVCOP_05795
ERR1913287.182333__1.182333	28052__R7NA50__ERS852499_01486
ERR1913287.182381__1.182381	239935__A0A2N8ITW6__CXT91_06265
ERR1913287.182350__1.182350	165179__A0A3E5EDS1__DXC61_03115
ERR1913287.182514__1.182514	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913287.182623__1.182623	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913287.182659__1.182659	853__E2ZGD9__C7J97_11715
ERR1913287.182900__1.182900	2293125__A0A374CA90__DW917_07695
ERR1913287.183186__1.183186	165179__A0A174IYW3__DXC61_01235
ERR1913287.183290__1.183290	165179__D1P8V8__DXC61_01940
ERR1913287.183382__1.183382	301302__A0A0M6X0D2__cpsB_2
ERR1913287.183684__1.183684	165179__A0A174SA26__PREVCOP_05758
ERR1913287.183847__1.183847	39491__A0A395ZHW9__DXC13_02590
ERR1913287.184034__1.184034	1897011__A0A1Q6RE52__BHW41_04690
ERR1913287.184044__1.184044	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913287.184165__1.184165	1262911__R6H0U7__BN557_01104
ERR1913287.184253__1.184253	33043__D5HFD3__ybbD
ERR1913287.184260__1.184260	853__A8S882__C4N23_07600
ERR1913287.184245__1.184245	39491__A0A0M6WWT1__dus_2
ERR1913287.184449__1.184449	165179__D1P9T6__PREVCOP_04016
ERR1913287.184427__1.184427	28117__R7JMT0__BHV66_05875
ERR1913287.184576__1.184576	239935__A0A2N8HT44__CXT84_11035
ERR1913287.184762__1.184762	446660__GCA_003428235.1_00970
ERR1913287.184770__1.184770	33043__D5HGR0__rpfC_2
ERR1913287.184860__1.184860	1262743__R5C3K9__BN727_00605
ERR1913287.185076__1.185076	239935__A0A2N8IRW0__A4V05_11620
ERR1913287.185157__1.185157	165179__A0A229I1J2__DXB80_03950
