ERR1913225.225__1.225	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913225.211136__1.211136	1262761__R6QU78__BN606_01972
ERR1913225.211108__1.211108	28116__A0A1Y4PNX5__DXF98_26515
ERR1913225.211238__1.211238	1262736__R5Y0M0__BN496_00957
ERR1913225.211330__1.211330	820__A0A173YYG4__evgS_3
ERR1913225.211385__1.211385	2293125__A0A374BN09__DW917_16245
ERR1913225.211707__1.211707	301301__A0A395VAM3__yfiN_2
ERR1913225.211843__1.211843	165179__A0A3E5DY64__CFT61_10025
ERR1913225.211871__1.211871	39492__D4JRR5__ERS852540_02089
ERR1913225.212008__1.212008	853__A0A3E2V168__FAEPRAM212_00929
ERR1913225.212034__1.212034	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913225.212395__1.212395	1263000__R5EXT3__BN466_02213
ERR1913225.212397__1.212397	2293125__A0A374BR61__DW917_14880
ERR1913225.212420__1.212420	820__A0A1T4IYF4__mprA_1
ERR1913225.212458__1.212458	820__A0A3E4G493__ERS417307_00253
ERR1913225.212509__1.212509	214856__R6XUN2__rcsC_1
ERR1913225.212516__1.212516	1501391__GCA_000786575.1_00021
ERR1913225.212617__1.212617	28116__C3R1N5__SAMN05444282_12443
ERR1913225.212934__1.212934	40520__R7DCV6__ERS852394_02102
ERR1913225.212954__1.212954	853__A0A173XRA8__CGS56_09290
ERR1913225.212990__1.212990	39485__A0A174YMC1__recN
ERR1913225.213112__1.213112	2293125__A0A374CFW0__DW917_03450
ERR1913225.213124__1.213124	820__A0A3E4QZJ7__C801_01798
ERR1913225.213137__1.213137	2293125__A0A374CFT0__DW917_03440
ERR1913225.213167__1.213167	39492__R6RYB8__ERS852540_00322
ERR1913225.213452__1.213452	357276__B6VT86__IY41_22515
ERR1913225.213872__1.213872	1262761__R6QR25__BN606_01386
ERR1913225.214075__1.214075	1262911__R6H212__BN557_01031
ERR1913225.214244__1.214244	820__R9HVB9__DXC68_17285
ERR1913225.214223__1.214223	2293125__A0A374CII6__DW917_03460
ERR1913225.214225__1.214225	166486__D4L457__ROSINTL182_07087
ERR1913225.214330__1.214330	387090__S0F7Y3__BACCOPRO_02028
ERR1913225.214269__1.214269	820__A0A174DZ97__SAMN05444418_101240
ERR1913225.214548__1.214548	1262963__R6D9I4__BN718_00461
ERR1913225.214761__1.214761	218538__C9LPD3__GCWU000321_01411
ERR1913225.214753__1.214753	823__A0A355XKQ8__DHP27_04010
ERR1913225.214793__1.214793	820__A7V049__DXB48_04755
ERR1913225.214935__1.214935	1262911__R6HI44__BN557_01691
ERR1913225.215070__1.215070	214856__A0A173YE57__ERS852559_00126
ERR1913225.215142__1.215142	1262761__R6QZJ9__BN606_00492
ERR1913225.215215__1.215215	745368__A0A1T4Y5S3__SAMN02745178_02736
ERR1913225.215335__1.215335	2293125__A0A374BUM7__DW917_12980
ERR1913225.215708__1.215708	2293125__A0A374C8A8__DW917_07550
ERR1913225.215685__1.215685	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.215863__1.215863	820__A0A396EUU8__luxQ_3
ERR1913225.216549__1.216549	2293125__A0A374BUM7__DW917_12980
ERR1913225.216565__1.216565	39485__A0A174ZBK4__ERS852490_01585
ERR1913225.216640__1.216640	165179__D1PGU8__PREVCOP_06463
ERR1913225.216665__1.216665	218538__C9LNQ3__GCWU000321_01176
ERR1913225.216930__1.216930	33043__A0A173ZL29__ERS852386_01345
ERR1913225.216942__1.216942	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913225.217038__1.217038	39485__A0A174YMM2__ERS852490_01019
ERR1913225.217071__1.217071	820__A0A3E4HWJ4__DXD40_05945
ERR1913225.217148__1.217148	820__A0A374Q8T2__DXB64_16190
ERR1913225.217543__1.217543	1262988__R7N397__BN816_01278
ERR1913225.217560__1.217560	218538__C9LQ77__GCWU000321_01709
ERR1913225.217771__1.217771	39485__A0A174YZZ2__ERS852492_00215
ERR1913225.217893__1.217893	2293125__A0A374CC93__DW917_06625
ERR1913225.217907__1.217907	2293125__A0A374BR61__DW917_14880
ERR1913225.217988__1.217988	1262942__R7QXW7__BN520_01310
ERR1913225.218282__1.218282	39485__C4Z2S3__EUBELI_00292
ERR1913225.218512__1.218512	820__A0A174LJB2__HMPREF1072_04112
ERR1913225.218641__1.218641	28116__A0A1Y4PEX5__DXF98_25295
ERR1913225.218675__1.218675	820__R9I3Q7__HMPREF1072_01668
ERR1913225.218700__1.218700	2293125__A0A374CIX5__DW917_01125
ERR1913225.218711__1.218711	1262761__R6QJJ2__BN606_00358
ERR1913225.218812__1.218812	820__A0A174DZ97__SAMN05444418_101240
ERR1913225.218845__1.218845	410072__A0A174K1D5__hscC
ERR1913225.219176__1.219176	39491__A0A2U2EK03__ERE_28780
ERR1913225.219329__1.219329	820__A0A139JRS5__HMPREF1073_04025
ERR1913225.219864__1.219864	2293125__A0A374BRU5__DW917_14365
ERR1913225.219875__1.219875	821__A0A174NM17__lacZ_6
ERR1913225.219888__1.219888	1981510__A0A2K9P1F4__B9O19_00896
ERR1913225.220371__1.220371	39485__C4Z434__tilS
ERR1913225.220502__1.220502	820__A0A173YYG4__evgS_3
ERR1913225.220529__1.220529	820__A0A396EUU8__luxQ_3
ERR1913225.220577__1.220577	47678__R5UU99__C5Z00_11925
ERR1913225.220621__1.220621	820__A7V049__DXB48_04755
ERR1913225.220626__1.220626	2293125__A0A374BZ50__DW917_11090
ERR1913225.220961__1.220961	46228__B5CPV4__DXD17_07415
ERR1913225.220976__1.220976	2293125__A0A374CFT0__DW917_03440
ERR1913225.220982__1.220982	1160721__R6TB54__RBI_I01327
ERR1913225.221076__1.221076	47678__R5UAF6__ERS852494_02966
ERR1913225.221227__1.221227	239935__A0A2N8HM32__CXT85_08075
ERR1913225.221341__1.221341	1981510__A0A2K9P4Z9__B9O19_01540
ERR1913225.221613__1.221613	1262761__R6RU22__BN606_01110
ERR1913225.221651__1.221651	1262911__R6GN99__BN557_01784
ERR1913225.221829__1.221829	820__A0A3E4G826__C801_01612
ERR1913225.221923__1.221923	165179__A0A229I1J2__DXB80_03950
ERR1913225.222248__1.222248	2293125__A0A374BUM7__DW917_12980
ERR1913225.222507__1.222507	2293125__A0A374C955__DW917_08135
ERR1913225.222623__1.222623	1262911__R6GII0__BN557_01496
ERR1913225.222642__1.222642	328813__A0A1Y3QRL5__B5G41_11625
ERR1913225.222840__1.222840	1501391__GCA_000786575.1_00002
ERR1913225.222857__1.222857	1897011__A0A1Q6RE56__BHW41_04765
ERR1913225.223054__1.223054	1160721__R6TH82__BHW50_00835
ERR1913225.223086__1.223086	1262911__R6GPA9__BN557_00286
ERR1913225.223022__1.223022	820__A0A1T4IYF4__mprA_1
ERR1913225.223117__1.223117	33043__A0A173WWJ5__ERS852386_00339
ERR1913225.223132__1.223132	165179__A0A229I9X5__CFT61_01205
ERR1913225.223262__1.223262	301301__A0A395V8M7__ERS852391_00967
ERR1913225.223633__1.223633	2293125__A0A374BQ34__DW917_14250
ERR1913225.223978__1.223978	457421__C5ERC0__CBFG_04276
ERR1913225.224131__1.224131	1501391__GCA_000786575.1_00130
ERR1913225.224232__1.224232	1262761__R6QND7__BN606_00927
ERR1913225.224304__1.224304	2293125__A0A374BSW4__DW917_13420
ERR1913225.224251__1.224251	39486__B0G7Q6__DXD18_07840
ERR1913225.224345__1.224345	2293125__A0A374BN09__DW917_16245
ERR1913225.224390__1.224390	820__A0A3E4VXP2__yesR
ERR1913225.224495__1.224495	2293125__A0A374C8A8__DW917_07550
ERR1913225.224722__1.224722	2293125__A0A374BSW4__DW917_13420
ERR1913225.224858__1.224858	165179__A0A3E5DZD8__DXB80_09150
ERR1913225.224913__1.224913	1262761__R6RMH1__BN606_00005
ERR1913225.225206__1.225206	1262944__R7IXH4__BN596_00679
ERR1913225.225357__1.225357	1897011__A0A1Q6RH12__BHW41_01505
ERR1913225.225406__1.225406	2293125__A0A374C7Q7__DW917_07770
ERR1913225.225470__1.225470	218538__C9LL79__GCWU000321_00015
ERR1913225.225496__1.225496	1262889__R7HBQ2__BN634_01539
ERR1913225.225672__1.225672	165179__R6C330__DXC61_04975
ERR1913225.225771__1.225771	357276__I9QBT7__BSEG_03340
ERR1913225.225809__1.225809	39485__A0A174YTF8__EUBELI_20448
ERR1913225.226157__1.226157	853__A0A173YYY4__DWZ04_09420
ERR1913225.226160__1.226160	2293125__A0A374BQ34__DW917_14250
ERR1913225.226164__1.226164	1501391__GCA_000786575.1_00031
ERR1913225.226094__1.226094	1501391__GCA_000786575.1_00094
ERR1913225.226095__1.226095	820__R9HP61__DXC91_01090
ERR1913225.226209__1.226209	156456__G9YIH0__HMPREF0080_01462
ERR1913225.226414__1.226414	2293125__A0A374BTY6__DW917_13780
ERR1913225.226417__1.226417	40520__A0A3E5EH57__ERS852533_00253
ERR1913225.226553__1.226553	820__A0A374Q854__HMPREF1073_03281
ERR1913225.226554__1.226554	1262889__R7HBH6__BN634_02400
ERR1913225.226557__1.226557	853__C7H1R8__DW905_06675
ERR1913225.226619__1.226619	2293125__A0A374BVX3__DW917_12740
ERR1913225.226661__1.226661	1262761__R6R804__BN606_01411
ERR1913225.226671__1.226671	2293125__A0A374BSW4__DW917_13420
ERR1913225.226840__1.226840	1262761__R6QJJ2__BN606_00358
ERR1913225.227277__1.227277	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913225.227381__1.227381	820__A0A3E4RUC4__DHU98_02635
ERR1913225.227603__1.227603	1160721__W0U4N8__RBI_I00805
ERR1913225.227773__1.227773	820__A0A374MMF0__HMPREF1073_03811
ERR1913225.228065__1.228065	1262761__R6RU22__BN606_01110
ERR1913225.228070__1.228070	1981510__A0A2K9P1L8__B9O19_00984
ERR1913225.228422__1.228422	239935__A0A2N8I3G2__CXT89_00720
ERR1913225.228390__1.228390	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.228583__1.228583	1262911__R6H2J2__BN557_01228
ERR1913225.228658__1.228658	28118__R6F984__B5F93_04540
ERR1913225.228888__1.228888	820__A0A174DZ97__SAMN05444418_101240
ERR1913225.228955__1.228955	820__A0A174G065__DXB62_08975
ERR1913225.229143__1.229143	2293125__A0A374BZ50__DW917_11090
ERR1913225.229199__1.229199	2293125__A0A374CBD1__DW917_06995
ERR1913225.229213__1.229213	1262988__R7N5Z7__BN816_02182
ERR1913225.229368__1.229368	1262761__R6QJJ2__BN606_00358
ERR1913225.229445__1.229445	2293125__A0A374BRB6__DW917_13815
ERR1913225.229490__1.229490	39485__C4Z434__tilS
ERR1913225.229526__1.229526	1262761__R6RU22__BN606_01110
ERR1913225.229695__1.229695	47678__R5UZM4__DW706_15680
ERR1913225.229914__1.229914	1262911__R6H0S8__BN557_01079
ERR1913225.230152__1.230152	239935__R6JAS2__CXU02_10725
ERR1913225.230227__1.230227	39492__D4JT68__spoIIIE
ERR1913225.230355__1.230355	1262761__R6R380__BN606_01693
ERR1913225.230801__1.230801	410072__A0A173XU61__ykvU
ERR1913225.230862__1.230862	39485__A0A174ZJ84__EUBELI_00107
ERR1913225.231180__1.231180	218538__C9LL79__GCWU000321_00015
ERR1913225.231262__1.231262	1262761__R6QS88__BN606_01626
ERR1913225.232149__1.232149	39485__C4Z434__tilS
ERR1913225.232157__1.232157	820__I9TWZ7__DXC80_10550
ERR1913225.232569__1.232569	28116__A0A1Y4PWE4__M089_4352
ERR1913225.232713__1.232713	1501391__GCA_000786575.1_00103
ERR1913225.232815__1.232815	487175__R5EJE4__HMPREF9439_01295
ERR1913225.232841__1.232841	1150298__A0A174BC67__ERS852498_00837
ERR1913225.232863__1.232863	47678__R5UU25__DXB67_16190
ERR1913225.232901__1.232901	39485__A0A174ZA72__glgB_1
ERR1913225.232922__1.232922	1262988__R7N0Q0__BN816_00945
ERR1913225.233030__1.233030	487174__K0WT60__DDY40_05170
ERR1913225.233052__1.233052	1262761__R6R4V4__BN606_00113
ERR1913225.233056__1.233056	39485__A0A174ZQT9__EUBELI_20278
ERR1913225.233063__1.233063	1262889__R7HAY6__BN634_02225
ERR1913225.233487__1.233487	39485__C4Z6R3__mcp2_1
ERR1913225.233442__1.233442	1262761__R6QYZ5__BN606_00402
ERR1913225.233614__1.233614	1262761__R6QN52__BN606_00884
ERR1913225.233846__1.233846	2293125__A0A374BZ50__DW917_11090
ERR1913225.234013__1.234013	1263000__R5EKT2__BN466_02168
ERR1913225.234017__1.234017	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.234241__1.234241	47678__A5ZBL9__C5Z00_18710
ERR1913225.234346__1.234346	1235835__R9LCU2__C814_02677
ERR1913225.234387__1.234387	820__A0A139JY23__B5G17_06330
ERR1913225.234538__1.234538	1263107__GCA_000436995.1_00103
ERR1913225.234549__1.234549	1263006__R6LL73__BN515_00292
ERR1913225.234858__1.234858	1501391__GCA_000786575.1_00042
ERR1913225.234995__1.234995	28118__R6F6F1__B5F93_10805
ERR1913225.235033__1.235033	1501391__GCA_000786575.1_00154
ERR1913225.235222__1.235222	1262761__R6R8B3__BN606_01478
ERR1913225.235290__1.235290	47678__R5U9Z0__HMPREF1061_03210
ERR1913225.235316__1.235316	1160721__W0U3Z9__RBI_I00543
ERR1913225.235491__1.235491	1262761__R6QH71__BN606_00371
ERR1913225.235696__1.235696	39485__A0A174YMI9__cph2_5
ERR1913225.235945__1.235945	39492__D4JSB6__ERS852540_00627
ERR1913225.236153__1.236153	387090__S0F8B2__BACCOPRO_02129
ERR1913225.236287__1.236287	1501391__GCA_000786575.1_00060
ERR1913225.236511__1.236511	322505__xre_3
ERR1913225.236545__1.236545	1262743__R5C054__BN727_01980
ERR1913225.236564__1.236564	1501391__GCA_000786575.1_00129
ERR1913225.236738__1.236738	165179__R6C330__DXC61_04975
ERR1913225.236941__1.236941	2293125__A0A374BUM7__DW917_12980
ERR1913225.237311__1.237311	1262889__R7H889__BN634_02048
ERR1913225.237757__1.237757	487174__K0XH97__HMPREF9448_01909
ERR1913225.237837__1.237837	165179__D1PHC0__PREVCOP_06640
ERR1913225.238207__1.238207	820__A0A174TRB5__DXD40_11305
ERR1913225.238265__1.238265	1501391__GCA_000786575.1_00006
ERR1913225.238393__1.238393	156456__G9YIH0__HMPREF0080_01462
ERR1913225.238747__1.238747	853__A0A329UEG4__CHR60_00585
ERR1913225.238884__1.238884	853__D4KAK8__C4N21_13380
ERR1913225.238961__1.238961	2293125__A0A374CII6__DW917_03460
ERR1913225.239548__1.239548	2293125__A0A374BVX3__DW917_12740
ERR1913225.239578__1.239578	458033__GCA_001482755.1_02203
ERR1913225.239872__1.239872	820__A0A3E4WCX3__C801_02709
ERR1913225.239876__1.239876	39485__C4Z1W5__ERS852492_01530
ERR1913225.239927__1.239927	2293125__A0A374BSW4__DW917_13420
ERR1913225.240181__1.240181	1262761__R6QXV6__BN606_00004
ERR1913225.240327__1.240327	1262761__R6QJJ2__BN606_00358
ERR1913225.240404__1.240404	1735__B7CCE4__EUBIFOR_01871
ERR1913225.240532__1.240532	2293125__A0A374CJ13__DW917_03145
ERR1913225.240872__1.240872	2293125__A0A374BZ93__DW917_11205
ERR1913225.241037__1.241037	1897011__A0A1Q6RF44__BHW41_03065
ERR1913225.241252__1.241252	820__R9I3Q7__HMPREF1072_01668
ERR1913225.241483__1.241483	2293125__A0A374BR61__DW917_14880
ERR1913225.241552__1.241552	1262746__R5SS80__BN750_02125
ERR1913225.241642__1.241642	2293125__A0A374CII0__DW917_03470
ERR1913225.241655__1.241655	1735__B7CCE4__EUBIFOR_01871
ERR1913225.241730__1.241730	820__A0A174TRB5__DXD40_11305
ERR1913225.241738__1.241738	820__A0A174TRB5__DXD40_11305
ERR1913225.241747__1.241747	1262988__R7MY44__BN816_00917
ERR1913225.241888__1.241888	820__A0A374Q854__HMPREF1073_03281
ERR1913225.242078__1.242078	2293125__A0A374CC93__DW917_06625
ERR1913225.242225__1.242225	1262761__R6QR72__BN606_01181
ERR1913225.242268__1.242268	2293125__A0A374C4I0__DW917_08630
ERR1913225.242309__1.242309	384638__B7AU76__BACPEC_02265
ERR1913225.242367__1.242367	821__A0A173XDD3__DXB82_17180
ERR1913225.242420__1.242420	820__E5VA63__DXC80_01025
ERR1913225.242437__1.242437	1862668__GCA_001945525.1_00030
ERR1913225.242642__1.242642	384638__B7AT14__BACPEC_01282
ERR1913225.242655__1.242655	2293125__A0A374BUM7__DW917_12980
ERR1913225.242661__1.242661	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913225.242932__1.242932	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913225.243130__1.243130	1262761__R6RP35__BN606_00461
ERR1913225.243047__1.243047	2293125__A0A374BR61__DW917_14880
ERR1913225.243209__1.243209	28116__A0A1Y4PHM7__DXA80_25130
ERR1913225.243256__1.243256	40520__A0A395XAI7__DXB81_16005
ERR1913225.243418__1.243418	1262889__R7HAE5__BN634_02047
ERR1913225.243517__1.243517	28116__A0A1Y4PEX5__DXF98_25295
ERR1913225.243599__1.243599	39492__D4JWB3__EUBSIR_00040
ERR1913225.243689__1.243689	47678__R5UHH8__HMPREF1061_02584
ERR1913225.244172__1.244172	301301__A0A395V7G5__RHOM_16755
ERR1913225.244217__1.244217	1262761__R6R8A4__BN606_01470
ERR1913225.244194__1.244194	487174__K0X3L3__DDY40_11345
ERR1913225.244470__1.244470	1262988__R7N524__BN816_01860
ERR1913225.244604__1.244604	28116__A0A1Y4PNX5__DXF98_26515
ERR1913225.244680__1.244680	1501391__GCA_000786575.1_00043
ERR1913225.244900__1.244900	820__A0A396EUV1__B5G17_06465
ERR1913225.245019__1.245019	1263107__GCA_000436995.1_00047
ERR1913225.245469__1.245469	820__R7E9Z4__DXC68_06065
ERR1913225.245548__1.245548	1262736__R5Z142__BN496_00440
ERR1913225.245603__1.245603	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913225.245716__1.245716	1262761__R6RU22__BN606_01110
ERR1913225.245897__1.245897	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913225.246046__1.246046	1262889__R7HCM3__BN634_01536
ERR1913225.246280__1.246280	853__A8SGX8__C4N21_08625
ERR1913225.246904__1.246904	39485__A0A174ZKZ4__spoIIQ_1
ERR1913225.247341__1.247341	239935__R7E524__CXT91_06180
ERR1913225.247590__1.247590	1262761__R6RML5__BN606_00248
ERR1913225.247586__1.247586	1262911__R6GS52__BN557_00834
ERR1913225.247819__1.247819	47678__A5ZEA3__ERS852558_00257
ERR1913225.247932__1.247932	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913225.248005__1.248005	2293125__A0A374BVX3__DW917_12740
ERR1913225.248125__1.248125	820__A0A3E4HWJ4__DXD40_05945
ERR1913225.248176__1.248176	165179__D1PCY7__DXB80_02765
ERR1913225.248295__1.248295	823__A0A395YZG9__M092_4358
ERR1913225.248311__1.248311	39492__D4JWG6__EUBSIR_00253
ERR1913225.248479__1.248479	1262889__R7HCM3__BN634_01536
ERR1913225.248586__1.248586	239935__A0A2N8IV82__CXT99_06735
ERR1913225.248816__1.248816	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.249000__1.249000	820__A7V049__DXB48_04755
ERR1913225.249037__1.249037	820__A0A374Q854__HMPREF1073_03281
ERR1913225.249254__1.249254	40518__R5E4V5__RBL263_01242
ERR1913225.249266__1.249266	2293125__A0A374CC93__DW917_06625
ERR1913225.249273__1.249273	39492__A0A174ZG93__EUBSIR_00254
ERR1913225.249213__1.249213	1735__B7CDP2__carA
ERR1913225.249360__1.249360	853__E2ZGD9__C7J97_11715
ERR1913225.249489__1.249489	1262911__R6HGD7__BN557_00108
ERR1913225.249616__1.249616	239935__A0A2N8IKW7__pstA
ERR1913225.249709__1.249709	1501391__GCA_000786575.1_00107
ERR1913225.249871__1.249871	1262944__R7IN61__BN596_01204
ERR1913225.249887__1.249887	820__A0A3E4VZS7__DXC07_14435
ERR1913225.250184__1.250184	820__E5VEH7__ERS852459_01300
ERR1913225.250131__1.250131	2293125__A0A374CFZ2__DW917_03445
ERR1913225.250824__1.250824	33039__D4M6I1__nadB_2
ERR1913225.250886__1.250886	165179__D1PHC0__PREVCOP_06640
ERR1913225.251062__1.251062	1262743__R5C054__BN727_01980
ERR1913225.251161__1.251161	2293125__A0A374CII6__DW917_03460
ERR1913225.251444__1.251444	1262761__R6RU22__BN606_01110
ERR1913225.251448__1.251448	1160721__R6SZN5__BHW50_07705
ERR1913225.251721__1.251721	1501391__GCA_000786575.1_00081
ERR1913225.251814__1.251814	61171__B9Y5U6__HOLDEFILI_01178
ERR1913225.251823__1.251823	1262761__R6R744__BN606_01303
ERR1913225.251896__1.251896	28116__A0A1Y4PWN5__M088_3731
ERR1913225.251955__1.251955	1262761__R6QH71__BN606_00371
ERR1913225.251991__1.251991	1501391__GCA_000786575.1_00156
ERR1913225.252020__1.252020	39492__D4JSU6__dacB_3
ERR1913225.252090__1.252090	820__A0A3E4VXP2__yesR
ERR1913225.252395__1.252395	1897011__A0A1Q6REW8__BHW41_04435
ERR1913225.252538__1.252538	820__A0A174TRB5__DXD40_11305
ERR1913225.253067__1.253067	1262761__R6QRI7__BN606_01503
ERR1913225.253086__1.253086	1262761__R6R5Y2__BN606_00214
ERR1913225.253360__1.253360	214856__I3YMC8__ERS852447_02666
ERR1913225.253533__1.253533	387090__S0F8B2__BACCOPRO_02129
ERR1913225.253780__1.253780	239935__A0A139TT05__CXU09_03335
ERR1913225.253762__1.253762	820__A0A174M9V5__M093_0237
ERR1913225.253932__1.253932	1262736__R5Y2W2__BN496_01173
ERR1913225.254003__1.254003	817__Q64XX5__M126_0821
ERR1913225.254160__1.254160	39491__A0A395UWA3__DXB69_11805
ERR1913225.254395__1.254395	46228__V8BLJ0__DXD17_08675
ERR1913225.254648__1.254648	1378168__V2YA11__N510_02528
ERR1913225.254717__1.254717	820__A0A139K2N9__DXB62_12420
ERR1913225.254898__1.254898	820__A0A174F0C1__nreB
ERR1913225.254921__1.254921	820__A0A396EUU8__luxQ_3
ERR1913225.254993__1.254993	1262761__R6R8A4__BN606_01470
ERR1913225.255031__1.255031	40520__R7D6X4__addA
ERR1913225.255216__1.255216	853__A0A174UDE9__C4N25_12775
ERR1913225.255544__1.255544	1262761__R6QU88__BN606_01983
ERR1913225.255533__1.255533	487174__K0XRP0__DDY40_09260
ERR1913225.255715__1.255715	649756__B0P476__ERS852475_00941
ERR1913225.255815__1.255815	820__A0A374Q854__HMPREF1073_03281
ERR1913225.255968__1.255968	820__A0A174G065__DXB62_08975
ERR1913225.255977__1.255977	28118__R6FH70__NCTC10826_02742
ERR1913225.256059__1.256059	820__A0A3E4FZM1__adaA_2
ERR1913225.256078__1.256078	39485__C4Z6V7__walK
ERR1913225.256058__1.256058	28116__A0A1Y4Q367__ERS852555_04706
ERR1913225.256218__1.256218	418240__C6JFD7__ERS852523_02475
ERR1913225.256179__1.256179	820__A0A173W419__DXC68_17760
ERR1913225.256292__1.256292	1501391__GCA_000786575.1_00065
ERR1913225.256423__1.256423	820__A7V8C2__ERS852554_01338
ERR1913225.256455__1.256455	261299__W1UPA8__yehU
ERR1913225.256487__1.256487	1262911__R6H072__BN557_00615
ERR1913225.256705__1.256705	1262988__R7N4U5__BN816_00495
ERR1913225.257158__1.257158	820__I9A4U7__DHU98_12785
ERR1913225.257253__1.257253	1235835__R9LCU2__C814_02677
ERR1913225.257264__1.257264	671267__R9ICM6__C802_00589
ERR1913225.257384__1.257384	1262761__R6R4Y1__BN606_02001
ERR1913225.257421__1.257421	165179__A0A3E5EB26__CFT61_02800
ERR1913225.257666__1.257666	1262889__R7HFT7__BN634_01537
ERR1913225.257668__1.257668	1262942__R7QYT9__BN520_01736
ERR1913225.258182__1.258182	823__A0A355XIK0__CEQ22_011965
ERR1913225.258751__1.258751	165179__R6C330__DXC61_04975
ERR1913225.258879__1.258879	1262911__R6GQM3__BN557_01245
ERR1913225.259073__1.259073	39492__D4JWL2__ERS852540_01201
ERR1913225.259165__1.259165	239935__A0A2N8HZW2__A4V05_11120
ERR1913225.259248__1.259248	1262942__R7QY93__BN520_00249
ERR1913225.259410__1.259410	1262911__R6GR13__BN557_00618
ERR1913225.259542__1.259542	2293125__A0A374C7Q7__DW917_07770
ERR1913225.259766__1.259766	2293125__A0A374CII6__DW917_03460
ERR1913225.259743__1.259743	1160721__W0U4N3__BHW50_05270
ERR1913225.259852__1.259852	1160721__W0U864__BHW50_04040
ERR1913225.260141__1.260141	239935__A0A2N8IUW6__Amuc_1525
ERR1913225.260210__1.260210	2293125__A0A374C4I0__DW917_08630
ERR1913225.260232__1.260232	2293125__A0A374CC93__DW917_06625
ERR1913225.260326__1.260326	165179__D1PHC0__PREVCOP_06640
ERR1913225.260409__1.260409	820__A0A139KEW8__DXB64_06405
