ERR1913246.489__1.489	84030__D6DE34__B5F06_14455
ERR1913246.211639__1.211639	1262911__R6GPA9__BN557_00286
ERR1913246.211668__1.211668	216816__A0A3D8U3T8__DXD41_09580
ERR1913246.211691__1.211691	1262911__R6H2J2__BN557_01228
ERR1913246.211702__1.211702	1965576__A0A1Y4LFI3__B5F19_08630
ERR1913246.211750__1.211750	562__P0A9K7__AUQ29_19530
ERR1913246.211880__1.211880	1262911__R6GUQ4__BN557_01581
ERR1913246.212079__1.212079	216816__Q8G585__APC1473_0508
ERR1913246.212162__1.212162	218139__GCA_002259595.1_01048
ERR1913246.212220__1.212220	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913246.212222__1.212222	357276__A0A076J8M3__ABI39_13695
ERR1913246.212292__1.212292	28118__F9Z690__SAMEA44545918_01782
ERR1913246.212353__1.212353	47678__A5ZHJ2__DXB67_12405
ERR1913246.212423__1.212423	216816__A0A2U0BT35__BL1206_1860
ERR1913246.213006__1.213006	563769__GeneID:6973158
ERR1913246.213029__1.213029	10678__GeneID:2777454
ERR1913246.212916__1.212916	246787__I8V2S2__BACCELL_02524
ERR1913246.212934__1.212934	1262911__R6H1K1__BN557_00910
ERR1913246.213058__1.213058	10678__GeneID:2777481
ERR1913246.213393__1.213393	562__P0A9K7__AUQ29_19530
ERR1913246.213429__1.213429	216816__V6XY04__APK78_02285
ERR1913246.213594__1.213594	40518__R5DTJ1__DXD86_03635
ERR1913246.213682__1.213682	40518__R5E1J7__RBL236_02062
ERR1913246.213895__1.213895	823__A0A355XKQ8__DHP27_04010
ERR1913246.213974__1.213974	1262911__R6H174__BN557_01246
ERR1913246.214132__1.214132	40520__A0A174KLM2__DXB81_02425
ERR1913246.214182__1.214182	360807__A0A0M6WIL3__ERS852444_01365
ERR1913246.214196__1.214196	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913246.214309__1.214309	218139__GCA_002259595.1_01048
ERR1913246.214350__1.214350	1147151__GeneID:14182075
ERR1913246.214617__1.214617	1262911__R6H174__BN557_01246
ERR1913246.214763__1.214763	10678__GeneID:2777381
ERR1913246.214815__1.214815	10678__GeneID:2777387
ERR1913246.214849__1.214849	418240__A0A173XSX9__ERS852523_01591
ERR1913246.214958__1.214958	214856__A0A174EJT5__mnmA
ERR1913246.214995__1.214995	1262873__R6WV66__BN605_01325
ERR1913246.215009__1.215009	216816__D6DCL7__BFS26_02835
ERR1913246.215058__1.215058	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913246.215159__1.215159	136841__A0A241XN90__AW925_17700
ERR1913246.215260__1.215260	10678__GeneID:2777413
ERR1913246.215350__1.215350	10678__GeneID:2777471
ERR1913246.215377__1.215377	10678__GeneID:2777406
ERR1913246.215453__1.215453	216816__Q8G464__BFS25_05925
ERR1913246.215621__1.215621	39492__D4JRV7__EUBSIR_01513
ERR1913246.215736__1.215736	626932__G5H939__HMPREF9450_02125
ERR1913246.215768__1.215768	40518__R5DVH6__DXD86_08955
ERR1913246.215855__1.215855	214856__I3YPP0__ERS852447_01388
ERR1913246.215816__1.215816	820__A0A3E4VZY4__ERS852554_01211
ERR1913246.215827__1.215827	216816__B3DQ11__APC1466_1528
ERR1913246.215857__1.215857	10678__GeneID:2777431
ERR1913246.215877__1.215877	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913246.215960__1.215960	1147152__GeneID:14181982
ERR1913246.216090__1.216090	1262873__R6WJS4__BN605_00575
ERR1913246.216270__1.216270	246787__R6LGB3__BcellWH2_02361
ERR1913246.216290__1.216290	357276__C3RA36__HMPREF1065_03270
ERR1913246.216396__1.216396	10678__GeneID:2777432
ERR1913246.216445__1.216445	216816__C2GSX7__DD678_03555
ERR1913246.216609__1.216609	1147152__GeneID:14181993
ERR1913246.216808__1.216808	40518__R5DVH6__DXD86_08955
ERR1913246.216781__1.216781	10678__GeneID:2777456
ERR1913246.216925__1.216925	1472761__GCA_002159295.1_01419
ERR1913246.216942__1.216942	1262911__R6H212__BN557_01031
ERR1913246.216998__1.216998	10678__GeneID:2777466
ERR1913246.217028__1.217028	1262911__R6GSH0__BN557_00934
ERR1913246.217064__1.217064	214856__R6XP73__ERS852447_00886
ERR1913246.217106__1.217106	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913246.217144__1.217144	216816__C5E9N8__DD678_02795
ERR1913246.217225__1.217225	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913246.217273__1.217273	357276__I9RHT4__EL88_09235
ERR1913246.217485__1.217485	214856__I3YPP0__ERS852447_01388
ERR1913246.217555__1.217555	562__P0ABR8__antA
ERR1913246.217683__1.217683	1851568__A0A1B8YKN4__Phpb_01224
ERR1913246.218119__1.218119	246787__A0A3D6AXH7__BACCELL_04262
ERR1913246.218204__1.218204	1472761__GCA_002159295.1_00175
ERR1913246.218221__1.218221	487174__K0X1D9__HMPREF9448_00919
ERR1913246.218230__1.218230	823__A0A355XLT7__HMPREF1075_03402
ERR1913246.218404__1.218404	40518__R5DP61__DXD86_06345
ERR1913246.218430__1.218430	84030__D6DFT4__B5F06_13625
ERR1913246.218515__1.218515	357276__I9QBT7__BSEG_03340
ERR1913246.218621__1.218621	823__D7ILK2__ERS852380_00031
ERR1913246.218579__1.218579	357276__C3RDQ5__HMPREF1065_03827
ERR1913246.218713__1.218713	1262911__R6GZX7__BN557_00838
ERR1913246.218779__1.218779	487175__R5E1Y3__HMPREF9439_02586
ERR1913246.218801__1.218801	1262911__R6GSH8__BN557_00939
ERR1913246.218843__1.218843	564886__GeneID:6973115
ERR1913246.218904__1.218904	823__A0A355XKR1__DHP27_04035
ERR1913246.218909__1.218909	47678__R5U206__C5Z00_07065
ERR1913246.218939__1.218939	508460__GCF_000585335.1_00138
ERR1913246.218982__1.218982	1965639__A0A1Y3XML7__B5G03_12130
ERR1913246.219071__1.219071	357276__A0A076IXE0__HMPREF1064_04364
ERR1913246.219133__1.219133	1262911__R6GZX7__BN557_00838
ERR1913246.219356__1.219356	1432052__A0A1E3AVS2__BEI60_31905
ERR1913246.219453__1.219453	35833__E5Y1H2__HMPREF0179_00031
ERR1913246.219674__1.219674	1262873__R6WIF6__BN605_02142
ERR1913246.219654__1.219654	1150298__A0A174DX06__ERS852498_00491
ERR1913246.219770__1.219770	28118__F9ZBV2__NCTC10826_00352
ERR1913246.220030__1.220030	10678__GeneID:2777482
ERR1913246.220244__1.220244	1501391__GCA_000786575.1_00056
ERR1913246.220322__1.220322	432201__GeneID:14182722
ERR1913246.220287__1.220287	10678__GeneID:2777447
ERR1913246.220366__1.220366	1124654__GeneID:14005780
ERR1913246.220414__1.220414	40518__R5DYF6__RBL263_01812
ERR1913246.220562__1.220562	84030__D4CBD2__B5F06_12740
ERR1913246.220581__1.220581	357276__B6W1Y1__BSEG_03960
ERR1913246.220667__1.220667	214856__I3YPP2__Alfi_2700
ERR1913246.220775__1.220775	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913246.221072__1.221072	216816__V6XY04__APK78_02285
ERR1913246.221136__1.221136	418240__C6J843__ERS852478_02458
ERR1913246.221107__1.221107	563769__GeneID:6973157
ERR1913246.221225__1.221225	10678__GeneID:2777422
ERR1913246.221490__1.221490	10678__GeneID:2777481
ERR1913246.221491__1.221491	906669__GeneID:11294425
ERR1913246.221588__1.221588	1262911__R6GPL1__BN557_00927
ERR1913246.221617__1.221617	216816__A0A395XZB7__DXD37_04075
ERR1913246.221668__1.221668	33039__D4M5E1__ERS852577_03873
ERR1913246.221679__1.221679	2292352__A0A374UKS3__DXC23_09270
ERR1913246.221700__1.221700	216816__B7GPE8__I118_0062
ERR1913246.221809__1.221809	39492__D4MJF3__EUBSIR_02248
ERR1913246.221954__1.221954	10678__GeneID:2777395
ERR1913246.222173__1.222173	820__R9I3Q7__HMPREF1072_01668
ERR1913246.222197__1.222197	357276__I9R994__BACDOR_04044
ERR1913246.222222__1.222222	10678__GeneID:2777429
ERR1913246.222240__1.222240	1501391__GCA_000786575.1_00041
ERR1913246.222338__1.222338	10678__GeneID:2777434
ERR1913246.222362__1.222362	40518__R5E6K5__speA
ERR1913246.222372__1.222372	214856__I3YPQ3__Alfi_2711
ERR1913246.222709__1.222709	357276__I9FRW5__B5F95_21685
ERR1913246.222806__1.222806	40518__R5E2U9__RBL263_01292
ERR1913246.222830__1.222830	1262911__R6GT99__BN557_01335
ERR1913246.223094__1.223094	1147152__GeneID:14181992
ERR1913246.223110__1.223110	246787__E2NH87__BcellWH2_04496
ERR1913246.223143__1.223143	246787__A0A3D6AQP8__AA416_04153
ERR1913246.223198__1.223198	1965547__A0A1Y4U0X5__B5E62_05140
ERR1913246.223245__1.223245	357276__I9G0T7__BACDOR_04266
ERR1913246.223296__1.223296	10678__GeneID:2777437
ERR1913246.223539__1.223539	216816__D6DCL7__BFS26_02835
ERR1913246.223730__1.223730	10678__GeneID:2777386
ERR1913246.223787__1.223787	214856__R6YD52__ERS852447_02171
ERR1913246.223832__1.223832	10678__GeneID:2777383
ERR1913246.223847__1.223847	562__A0A376L0A6__CQA14_19985
ERR1913246.224085__1.224085	216816__A0A395XZB7__DXD37_04075
ERR1913246.224123__1.224123	562__P75859__AML60_03870
ERR1913246.224295__1.224295	1262911__R6GPC5__BN557_00852
ERR1913246.224411__1.224411	418240__A0A174R660__rluD_1
ERR1913246.224496__1.224496	216816__C2GV16__APC1504_1666
ERR1913246.224522__1.224522	562__P0AF07__motB_2
ERR1913246.224524__1.224524	328814__GCA_004558275.1_00061
ERR1913246.224534__1.224534	562__P77393__PU31_14870
ERR1913246.224632__1.224632	10678__GeneID:2777481
ERR1913246.224768__1.224768	1262911__R6HN81__BN557_00921
ERR1913246.224855__1.224855	253839__D9VQ27__SSNG_03091
ERR1913246.224871__1.224871	1262911__R6H2B5__BN557_01151
ERR1913246.224935__1.224935	1262911__R6GT12__BN557_01070
ERR1913246.225025__1.225025	1501391__GCA_000786575.1_00036
ERR1913246.225028__1.225028	357276__B6VW91__BACDOR_01584
ERR1913246.225066__1.225066	823__A0A174UI22__CF162_13840
ERR1913246.225316__1.225316	357276__D1JY58__BACDOR_04277
ERR1913246.225389__1.225389	40518__R5DR72__RBL236_02110
ERR1913246.225437__1.225437	216816__D6ZWI5__B5781_1661
ERR1913246.225492__1.225492	10678__GeneID:2777456
ERR1913246.225495__1.225495	1432052__A0A1E3U8W8__BEI63_22620
ERR1913246.225594__1.225594	246787__A0A0P0GNB7__xyl4
ERR1913246.225653__1.225653	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913246.225693__1.225693	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913246.225730__1.225730	471189__GCA_003340385.1_00110
ERR1913246.225845__1.225845	10678__GeneID:2777393
ERR1913246.225917__1.225917	10678__GeneID:2777491
ERR1913246.226077__1.226077	1262911__R6H174__BN557_01246
ERR1913246.226200__1.226200	40518__R5DV58__htrA
ERR1913246.226339__1.226339	84030__D6DH89__B5F06_08080
ERR1913246.226340__1.226340	338188__R6RPM1__BACFIN_05401
ERR1913246.226385__1.226385	100886__A0A174HGR4__pepD
ERR1913246.226528__1.226528	214856__I3YPQ4__Alfi_2712
ERR1913246.226540__1.226540	418240__R7CMK4__ERS852478_03653
ERR1913246.226503__1.226503	10678__GeneID:2777468
ERR1913246.226551__1.226551	544644__GCA_001915615.1_02043
ERR1913246.226578__1.226578	544644__GCA_001915615.1_02007
ERR1913246.226589__1.226589	40518__R5DS38__RBL236_00785
ERR1913246.226601__1.226601	357276__I9FTR0__HMPREF1065_02861
ERR1913246.226633__1.226633	1262911__R6GT99__BN557_01335
ERR1913246.226868__1.226868	10678__GeneID:2777405
ERR1913246.227197__1.227197	821__A0A395VIK7__BVU_1225
ERR1913246.227210__1.227210	328812__A0A0F5JGX7__C803_03618
ERR1913246.227241__1.227241	1965604__A0A1Y4F251__B5F54_01900
ERR1913246.227268__1.227268	84030__D4CE30__B5F06_06580
ERR1913246.227328__1.227328	10678__GeneID:2777412
ERR1913246.227362__1.227362	84030__D6DDP3__B5F06_06075
ERR1913246.227516__1.227516	216816__A0A2N0SME6__BLIF_1881
ERR1913246.227790__1.227790	100886__A0A174IRJ7__argD
ERR1913246.227796__1.227796	216816__B7GNA5__BL71B_04625
ERR1913246.227849__1.227849	1262911__R6HN72__BN557_00911
ERR1913246.227994__1.227994	360807__C0FVL6__ERS852444_00333
ERR1913246.228353__1.228353	1262911__R6GPM2__BN557_00937
ERR1913246.228386__1.228386	216816__A0A1S2VTC3__BLIC_e00847
ERR1913246.228502__1.228502	39491__C4ZHS4__EUR_24420
ERR1913246.228615__1.228615	216816__C2GV16__APC1504_1666
ERR1913246.228735__1.228735	487174__K0X250__DDY40_03675
ERR1913246.228791__1.228791	10678__GeneID:2777483
ERR1913246.228839__1.228839	46503__R6X1R0__ERS852463_00596
ERR1913246.228987__1.228987	487174__K0X429__HMPREF9448_00932
ERR1913246.228996__1.228996	446660__GCA_003428235.1_00344
ERR1913246.229117__1.229117	626932__G5H897__HMPREF9450_01157
ERR1913246.229204__1.229204	39492__D4JRZ7__smc
ERR1913246.229290__1.229290	40518__R5DZU5__RBL263_00458
ERR1913246.229412__1.229412	562__P46855__PU39_09885
ERR1913246.229496__1.229496	10678__GeneID:2777395
ERR1913246.229539__1.229539	214856__A0A173YXX1__ERS852559_01651
ERR1913246.229503__1.229503	1147152__GeneID:14181992
ERR1913246.229524__1.229524	1262992__R5DGC6__BN795_00540
ERR1913246.229593__1.229593	10678__GeneID:2777402
ERR1913246.229604__1.229604	357276__B6W1J2__BACDOR_03380
ERR1913246.229686__1.229686	40518__R5DVV1__RBATCC27255_00999
ERR1913246.229756__1.229756	10678__GeneID:2777493
ERR1913246.229784__1.229784	638849__D1Y2I2__HMPREF7215_1528
ERR1913246.229906__1.229906	216816__B3DR71__CE159_04070
ERR1913246.230006__1.230006	818__A0A0P0F391__BJP75_009470
ERR1913246.230150__1.230150	39492__R6RYB8__ERS852540_00322
ERR1913246.230172__1.230172	33039__D4M6I1__nadB_2
ERR1913246.230131__1.230131	216816__B7GPH6__DXC74_08225
ERR1913246.230076__1.230076	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913246.230240__1.230240	1262911__R6GN99__BN557_01784
ERR1913246.230447__1.230447	1147152__GeneID:14181982
ERR1913246.230495__1.230495	562__P77183__CDL50_13955
ERR1913246.230481__1.230481	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913246.230524__1.230524	820__A0A3E5BMG9__DXD40_05130
ERR1913246.230528__1.230528	214856__A0A175A6T5__ERS852447_02658
ERR1913246.230642__1.230642	357276__I9QBT7__BSEG_03340
ERR1913246.230699__1.230699	1262911__R6GZX7__BN557_00838
ERR1913246.230844__1.230844	216816__C2GTV2__BLIF_0674
ERR1913246.230864__1.230864	10678__GeneID:2777481
ERR1913246.230957__1.230957	216816__E8MVM4__APC1480_1562
ERR1913246.230998__1.230998	508460__GCF_000585335.1_00075
ERR1913246.231295__1.231295	216816__A0A396FRQ5__DD678_01245
ERR1913246.231426__1.231426	357276__D1K3K9__EL88_23995
ERR1913246.231471__1.231471	1550024__A0A0D8J084__TQ39_06930
ERR1913246.231633__1.231633	10678__GeneID:2777385
ERR1913246.231824__1.231824	10678__GeneID:2777481
ERR1913246.231837__1.231837	1501391__GCA_000786575.1_00113
ERR1913246.231893__1.231893	216816__D6D9H5__APC1466_0493
ERR1913246.231911__1.231911	40518__R5DSI5__fieF
ERR1913246.231797__1.231797	10678__GeneID:2777386
ERR1913246.231966__1.231966	214856__I3YMC8__ERS852447_02666
ERR1913246.232006__1.232006	84030__D4MPH8__B5F06_03070
ERR1913246.232128__1.232128	214856__I3YMN6__Alfi_1938
ERR1913246.232133__1.232133	357276__I9R994__BACDOR_04044
ERR1913246.232156__1.232156	328814__GCA_004558275.1_02278
ERR1913246.232200__1.232200	1501391__GCA_000786575.1_00040
ERR1913246.232201__1.232201	458033__GCA_001482755.1_02203
ERR1913246.232280__1.232280	562__A0A377AAV3__CDL32_10800
ERR1913246.232373__1.232373	823__A0A069SAX6__ERS852380_00710
ERR1913246.232431__1.232431	40518__R5E4Y8__RBATCC27255_01448
ERR1913246.232478__1.232478	821__A0A3E4WAR6__DXD64_10735
ERR1913246.232604__1.232604	10678__GeneID:2777415
ERR1913246.232765__1.232765	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913246.232827__1.232827	10678__GeneID:2777481
ERR1913246.232898__1.232898	84030__D4MQ20__B5F06_05055
ERR1913246.232932__1.232932	214856__R6YC22__ERS852447_01215
ERR1913246.233111__1.233111	214856__R6XKW1__ERS852559_01141
ERR1913246.233561__1.233561	1965576__A0A1Y4LM34__B5F19_03815
ERR1913246.233602__1.233602	84030__D4MRQ4__B5F06_03535
ERR1913246.233615__1.233615	626932__G5H7N2__HMPREF9450_00685
ERR1913246.233711__1.233711	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913246.233743__1.233743	562__P75859__AML60_03870
ERR1913246.233940__1.233940	216816__C2GSX7__DD678_03555
ERR1913246.233984__1.233984	40518__R5DS17__RBATCC27255_00416
ERR1913246.234066__1.234066	47678__R5UTU5__CGC64_07175
ERR1913246.234099__1.234099	1851568__A0A1B8YKN4__Phpb_01224
ERR1913246.234201__1.234201	172901__A0A2U1AAK5__C8D82_1615
ERR1913246.234372__1.234372	823__D0TC25__B5F32_04575
ERR1913246.234697__1.234697	29361__B6FKH5__CLONEX_00621
ERR1913246.234782__1.234782	40518__R5DTW7__phoU
ERR1913246.234802__1.234802	1262911__R6GT76__BN557_01150
ERR1913246.235014__1.235014	10678__GeneID:2777418
ERR1913246.235134__1.235134	820__A0A374Q351__DXD40_05850
ERR1913246.235228__1.235228	357276__A0A076INK2__BSEG_04225
ERR1913246.235365__1.235365	10678__GeneID:2777420
ERR1913246.235374__1.235374	40518__R5DUG7__sbcC
ERR1913246.235615__1.235615	1262911__R6GMH5__BN557_00511
ERR1913246.235783__1.235783	418240__A0A173Y0F1__ERS852478_01157
ERR1913246.235879__1.235879	1262911__R6H2J2__BN557_01228
ERR1913246.235883__1.235883	46503__R6WSB3__DCY29_07745
ERR1913246.235984__1.235984	357276__A0A0P0M2G3__BACDOR_03913
ERR1913246.236138__1.236138	328814__GCA_004558275.1_02279
ERR1913246.236241__1.236241	214856__R6YC22__ERS852447_01215
ERR1913246.236575__1.236575	10678__GeneID:2777431
ERR1913246.236672__1.236672	40518__R5DV58__htrA
ERR1913246.236641__1.236641	39491__A0A395ZHW9__DXC13_02590
ERR1913246.236710__1.236710	1262889__R7HD12__BN634_00607
ERR1913246.236900__1.236900	328814__GCA_004558275.1_01742
ERR1913246.236925__1.236925	216816__A0A2N0SME6__BLIF_1881
ERR1913246.236992__1.236992	136841__A0A3E1N8M9__AJ68_05404
ERR1913246.236997__1.236997	100886__E2NVC9__ERS852383_05891
ERR1913246.237051__1.237051	1262911__R6GPI7__BN557_00907
ERR1913246.237115__1.237115	216816__A0A0M0VKE6__BL0626
ERR1913246.237200__1.237200	214856__R6Z5D0__resA_4
ERR1913246.237297__1.237297	1147152__GeneID:14181982
ERR1913246.237261__1.237261	357276__B6W1Y1__BSEG_03960
ERR1913246.237419__1.237419	823__A0A174KUS4__araC_7
ERR1913246.237475__1.237475	100886__E2NNV6__CATMIT_00217
ERR1913246.237573__1.237573	1262911__R6H0U7__BN557_01104
ERR1913246.237773__1.237773	246787__A0A108T4D5__HMPREF1062_06346
ERR1913246.238003__1.238003	1262911__R6GMH5__BN557_00511
ERR1913246.238088__1.238088	216816__C2GUV2__APC1478_0430
ERR1913246.238179__1.238179	1262911__R6GY22__BN557_00023
ERR1913246.238192__1.238192	357276__B6VYT9__HMPREF1063_05030
ERR1913246.238298__1.238298	562__P76656__CD803_05075
ERR1913246.238317__1.238317	10678__GeneID:2777410
ERR1913246.238455__1.238455	821__A0A174AYT0__DXC02_03530
ERR1913246.238676__1.238676	638849__D1Y5A4__HMPREF7215_1471
ERR1913246.238687__1.238687	1262889__R7H889__BN634_02048
ERR1913246.238872__1.238872	357276__B6VXX7__HMPREF1063_02683
ERR1913246.238940__1.238940	10678__GeneID:2777404
ERR1913246.239101__1.239101	246787__A0A0P0GET5__AA416_04410
ERR1913246.239182__1.239182	40518__R5DVV1__RBATCC27255_00999
ERR1913246.239237__1.239237	487174__K0WV13__DIT83_10890
ERR1913246.239444__1.239444	1262911__R6GZX7__BN557_00838
ERR1913246.239723__1.239723	562__P77393__PU31_14870
ERR1913246.239755__1.239755	246787__A0A0P0FSC0__cytR_2
ERR1913246.239872__1.239872	10678__GeneID:2777456
ERR1913246.239873__1.239873	216816__E8MW20__DD674_07905
ERR1913246.239955__1.239955	1262911__R6H1P0__BN557_00940
ERR1913246.239925__1.239925	544645__A0A3E4TH88__DXC42_04955
ERR1913246.240021__1.240021	216816__E8MFM6__DXC54_08560
ERR1913246.240052__1.240052	820__A0A374QGD2__ERS852421_02382
ERR1913246.240417__1.240417	1432052__A0A1E3ABK3__BEI63_16885
ERR1913246.240474__1.240474	10678__GeneID:2777471
ERR1913246.240535__1.240535	328813__A0A1Y3QZ64__B5G41_14235
ERR1913246.240552__1.240552	216816__D6DC91__DXC72_07710
ERR1913246.240589__1.240589	216816__A0A0S2MCH0__AYW81_04880
ERR1913246.240647__1.240647	357276__A0A076IKP2__HMPREF1063_00218
ERR1913246.240689__1.240689	823__A0A073I748__M096_3057
ERR1913246.240758__1.240758	1262911__R6H0S8__BN557_01079
ERR1913246.240829__1.240829	40518__R5DZI2__DXD93_06940
ERR1913246.240891__1.240891	1262911__R6GMH5__BN557_00511
ERR1913246.240943__1.240943	10678__GeneID:2777437
ERR1913246.241225__1.241225	1262911__R6GSH8__BN557_00939
ERR1913246.241297__1.241297	1262911__R6H212__BN557_01031
ERR1913246.241246__1.241246	246787__R6KBH9__HMPREF1062_04676
ERR1913246.241478__1.241478	1262911__R6H2J2__BN557_01228
ERR1913246.241536__1.241536	216816__D6D9J4__DPC6320_0487
ERR1913246.241627__1.241627	1262911__R6GPM2__BN557_00937
ERR1913246.241659__1.241659	379329__GeneID:4397429
ERR1913246.241894__1.241894	216816__B7GQF0__CE170_00160
ERR1913246.241975__1.241975	418240__A0A173XSX9__ERS852523_01591
ERR1913246.241933__1.241933	216816__D6DBD5__DXC32_04335
ERR1913246.242103__1.242103	40518__R5DNI6__RBATCC27255_00844
ERR1913246.242242__1.242242	626932__G5H9Q9__HMPREF9450_01374
ERR1913246.242311__1.242311	1432052__A0A1E3AAD1__cheY_1
ERR1913246.242379__1.242379	216816__D6DC09__BLIC_a02334
ERR1913246.242517__1.242517	10678__GeneID:2777405
ERR1913246.242539__1.242539	216816__B7GQM4__BLIC_f01073
ERR1913246.242564__1.242564	88431__A6BF91__ERS852573_01159
ERR1913246.242604__1.242604	10678__GeneID:2777481
ERR1913246.242678__1.242678	1532__A0A1C7IE41__ascG
ERR1913246.242679__1.242679	100886__E2NWG3__CATMIT_02958
ERR1913246.242880__1.242880	2173__A0A1D2WVW7__Msm_0828
ERR1913246.242822__1.242822	357276__I9R994__BACDOR_04044
ERR1913246.243023__1.243023	487175__R5E3J6__HMPREF9439_01262
ERR1913246.243028__1.243028	214856__R6XS46__ERS852559_00812
ERR1913246.243276__1.243276	246787__A0A0P0GCR8__xynD_3
ERR1913246.243346__1.243346	1262911__R6GZX7__BN557_00838
ERR1913246.243370__1.243370	1262911__R6GPB1__BN557_00837
ERR1913246.243447__1.243447	1099853__R7DMJ2__NSB1T_12820
ERR1913246.243801__1.243801	216816__A0A133L1E2__ptsP
ERR1913246.243965__1.243965	39492__D4JR31__EUBSIR_00106
ERR1913246.244175__1.244175	821__E5UPR6__SAMN04487923_101768
ERR1913246.244269__1.244269	823__A0A078SYK6__DXB14_02485
ERR1913246.244551__1.244551	10678__GeneID:2777456
ERR1913246.244694__1.244694	1501391__GCA_000786575.1_00142
ERR1913246.244713__1.244713	216816__R5MZK3__DPC6320_1630
ERR1913246.244717__1.244717	100886__A0A174IWV6__CATMIT_02431
ERR1913246.244659__1.244659	371601__I9JDI5__B5E50_12405
ERR1913246.244825__1.244825	626932__G5H9Q7__HMPREF9450_01372
