ERR1913280.111__1.111	1262700__R5XM04__BN695_00162
ERR1913280.255968__1.255968	821__A0A173XDD3__DXB82_17180
ERR1913280.256487__1.256487	1262889__R7HBT3__BN634_01319
ERR1913280.256569__1.256569	39486__B0G873__DXC93_02310
ERR1913280.256597__1.256597	338188__C9L2Z7__BACFIN_08979
ERR1913280.256606__1.256606	33025__A0A395JBB5__C8D73_107104
ERR1913280.256714__1.256714	820__A0A139K0J1__HMPREF2141_03205
ERR1913280.256726__1.256726	310514__F8NB46__Premu_0382
ERR1913280.257035__1.257035	820__A0A3E4VZS7__DXC07_14435
ERR1913280.257114__1.257114	39491__A0A395ZG74__licR
ERR1913280.257364__1.257364	28117__B0MTY2__BHV66_06485
ERR1913280.257445__1.257445	39491__C4Z9Y3__ERS852417_01808
ERR1913280.257487__1.257487	820__A0A396EUU8__luxQ_3
ERR1913280.257553__1.257553	239935__A0A2N8I3G2__CXT89_00720
ERR1913280.257754__1.257754	39491__A0A395UVM9__DXB76_04540
ERR1913280.257821__1.257821	40518__R5DVL2__penA
ERR1913280.258012__1.258012	39492__D4JWJ4__EUBSIR_01090
ERR1913280.258134__1.258134	853__A0A174BZY1__xerD_1
ERR1913280.258103__1.258103	820__A0A396EUV1__B5G17_06465
ERR1913280.258397__1.258397	338188__A0A174K6G7__ERS852397_03397
ERR1913280.258407__1.258407	1262889__R7HEG5__BN634_01757
ERR1913280.258505__1.258505	823__K6AMD2__B5F32_04565
ERR1913280.258539__1.258539	821__A0A173WG51__BVU_2549
ERR1913280.258609__1.258609	820__A0A3E4W9D9__B5G17_12400
ERR1913280.259145__1.259145	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913280.259349__1.259349	166486__D4KUC4__arcB_1
ERR1913280.259799__1.259799	33025__A0A395J973__C8D73_11010
ERR1913280.259844__1.259844	28116__A0A078Q626__HMPREF1070_02735
ERR1913280.260053__1.260053	1680__A1A2N8__LMG10734_1314
ERR1913280.260318__1.260318	1262700__R5XK17__BN695_00071
ERR1913280.260344__1.260344	39492__D4JRZ7__smc
ERR1913280.260445__1.260445	1262911__R6GPM2__BN557_00937
ERR1913280.260418__1.260418	1262700__R5X9G7__BN695_00632
ERR1913280.260448__1.260448	28117__R7JIJ8__BHV66_01635
ERR1913280.260574__1.260574	626932__G5H939__HMPREF9450_02125
ERR1913280.260668__1.260668	28118__F9Z8Y8__B5F99_07140
ERR1913280.260947__1.260947	1160721__W0U811__RBI_II00162
ERR1913280.260971__1.260971	853__A8SB03__C4Q21_07960
ERR1913280.261012__1.261012	28117__B0MTV3__BHV66_06405
ERR1913280.261231__1.261231	47678__R5U325__HMPREF1061_03209
ERR1913280.261159__1.261159	820__A0A078S4C2__ERS417307_00828
ERR1913280.261239__1.261239	820__A0A3E4RU03__M093_0563
ERR1913280.261353__1.261353	39491__A0A395UXH0__EUBREC_0021
ERR1913280.261660__1.261660	239935__A0A2N8HSC0__CXU06_05505
ERR1913280.261673__1.261673	1263000__R5EKG2__BN466_02040
ERR1913280.261676__1.261676	357276__B6VXX7__HMPREF1063_02683
ERR1913280.261689__1.261689	39491__A0A396FUZ3__phoR_1
ERR1913280.262093__1.262093	1150298__A0A174EM68__ERS852406_01867
ERR1913280.262362__1.262362	1262777__R5WCV5__BN512_01137
ERR1913280.262456__1.262456	1150298__A0A174PLY5__ERS852406_01056
ERR1913280.262600__1.262600	39491__A0A173RA59__EUR_24800
ERR1913280.262841__1.262841	820__A0A139K8X8__DXC80_17665
ERR1913280.262908__1.262908	338188__C9KXT4__ERS852397_00312
ERR1913280.262969__1.262969	820__A0A3E4WCC2__lptB_1
ERR1913280.263144__1.263144	1262700__R5XWP9__BN695_01562
ERR1913280.263179__1.263179	821__A0A0P0M405__DXC02_15075
ERR1913280.263541__1.263541	28117__B0MY82__BHV66_04755
ERR1913280.263720__1.263720	239935__A0A2N8IG27__CXT85_07805
ERR1913280.263744__1.263744	39492__D4JWG6__EUBSIR_00253
ERR1913280.263978__1.263978	1262911__R6H1K1__BN557_00910
ERR1913280.263992__1.263992	1683__C4FEZ2__Bang102_006185
ERR1913280.264126__1.264126	239935__A0A139TVJ4__CXT86_02020
ERR1913280.264398__1.264398	823__A0A3E4PAQ2__DDY96_18275
ERR1913280.264462__1.264462	1262920__R5KD76__BN467_01465
ERR1913280.264572__1.264572	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913280.264548__1.264548	40518__R5DXW3__DXD86_07900
ERR1913280.264679__1.264679	39492__D4JUS6__accD5
ERR1913280.264768__1.264768	1263000__R5EGE6__BN466_00911
ERR1913280.264849__1.264849	39492__D4JU81__xseA
ERR1913280.264967__1.264967	166486__D4KY48__gmr_5
ERR1913280.264974__1.264974	239935__A0A3F3K985__CXT98_05805
ERR1913280.264992__1.264992	239935__A0A2N8IF99__lpdA
ERR1913280.265046__1.265046	820__R7E9Z4__DXC68_06065
ERR1913280.265302__1.265302	823__A0A173TL14__M095_0764
ERR1913280.265286__1.265286	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913280.265436__1.265436	487174__K0WZN5__HMPREF9448_01108
ERR1913280.265578__1.265578	239935__A0A2N8IYM5__CXT84_05130
ERR1913280.266031__1.266031	338188__C9L1Z4__ERS852397_00648
ERR1913280.266148__1.266148	1262743__R5C054__BN727_01980
ERR1913280.266701__1.266701	33039__A0A173U4W1__ERS852502_00464
ERR1913280.266887__1.266887	46503__R6X8Q3__fepA_2
ERR1913280.266979__1.266979	39492__R6RT40__prkC_3
ERR1913280.267214__1.267214	338188__A0A174GWW7__ERS852397_02491
ERR1913280.267283__1.267283	33025__A0A395J8P0__C8D73_1144
ERR1913280.267315__1.267315	239935__A0A139TQT9__Amuc_1197
ERR1913280.267317__1.267317	1262911__R6HH15__BN557_01507
ERR1913280.267457__1.267457	338188__A0A174K6G7__ERS852397_03397
ERR1913280.267489__1.267489	487174__K0X1V7__DIT83_03020
ERR1913280.267592__1.267592	1262700__R5XBX2__BN695_01297
ERR1913280.267662__1.267662	39492__D4JQX3__EUBSIR_01310
ERR1913280.267683__1.267683	39485__A0A174Z4K7__dosC_2
ERR1913280.267847__1.267847	1262911__R6GY78__BN557_00532
ERR1913280.268002__1.268002	338188__C9L0Q9__HMPREF1057_02408
ERR1913280.268056__1.268056	28116__D6D0T8__DXA80_14760
ERR1913280.268397__1.268397	1262889__R7H889__BN634_02048
ERR1913280.268663__1.268663	544645__A0A1U7LBV3__DXC42_12245
ERR1913280.268718__1.268718	239935__A0A2N8HH03__CXU09_08875
ERR1913280.268729__1.268729	820__A0A139JRS5__HMPREF1073_04025
ERR1913280.268848__1.268848	39491__C4ZF05__vpr
ERR1913280.269040__1.269040	1262911__R6HN81__BN557_00921
ERR1913280.269286__1.269286	360807__C0FNM4__ERS852444_01447
ERR1913280.269422__1.269422	1262889__R7HD87__BN634_01680
ERR1913280.269934__1.269934	39491__A0A395ZHW3__ERS852417_01359
ERR1913280.269988__1.269988	1160721__W0U4W5__BHW50_05260
ERR1913280.270386__1.270386	1263044__GCA_000433375.1_01168
ERR1913280.270410__1.270410	674529__R6UPX3__DXB21_06190
ERR1913280.270598__1.270598	820__A0A1T4IY71__HMPREF2141_02402
ERR1913280.270770__1.270770	820__A0A3E4XM43__DXC91_13960
ERR1913280.270875__1.270875	1262911__R6GPI7__BN557_00907
ERR1913280.270914__1.270914	357276__D1K3K9__EL88_23995
ERR1913280.271264__1.271264	28117__B0MZ14__ALIPUT_02383
ERR1913280.271352__1.271352	28117__B0MXJ1__BHV66_08445
ERR1913280.271545__1.271545	1262911__R6H1J5__BN557_00905
ERR1913280.272036__1.272036	166486__D4L3K7__ERS852572_00904
ERR1913280.272186__1.272186	39491__A0A395ZHW9__DXC13_02590
ERR1913280.272275__1.272275	487174__K0X3A6__HMPREF9448_02725
ERR1913280.272641__1.272641	821__A0A174NVL6__NCTC10583_01782
ERR1913280.272665__1.272665	310298__B3JII2__BACCOP_01694
ERR1913280.272978__1.272978	39492__B0MM84__lgt
ERR1913280.273012__1.273012	28117__B0MSS9__BHV66_06085
ERR1913280.273112__1.273112	39492__D4JU81__xseA
ERR1913280.273441__1.273441	1262963__R6CBY4__BN718_00134
ERR1913280.273456__1.273456	847__C3X8V5__BRW84_07275
ERR1913280.273508__1.273508	1262700__R5Y6W5__BN695_00716
ERR1913280.273609__1.273609	820__A0A3E4VXP2__yesR
ERR1913280.273668__1.273668	28117__B0MUX7__ALIPUT_00918
ERR1913280.274161__1.274161	338188__R6SX54__mscM_1
ERR1913280.274396__1.274396	166486__D4KUC8__ERS852572_00958
ERR1913280.274453__1.274453	1262911__R6GLF4__BN557_01493
ERR1913280.274594__1.274594	39492__D4JR20__trmD
ERR1913280.274767__1.274767	39491__A0A396FBR6__DXC13_08575
ERR1913280.274738__1.274738	820__A0A078S4C2__ERS417307_00828
ERR1913280.275157__1.275157	1262700__R5XJI9__BN695_00813
ERR1913280.275211__1.275211	33039__A0A173VTT4__frdB_1
ERR1913280.275314__1.275314	39491__C4ZF05__vpr
ERR1913280.275529__1.275529	338188__K5CF12__HMPREF1057_00909
ERR1913280.275748__1.275748	239935__A0A2N8IEP3__CXT84_03735
ERR1913280.275931__1.275931	1263044__GCA_000433375.1_01728
ERR1913280.276008__1.276008	1262889__R7HD81__BN634_00648
ERR1913280.276442__1.276442	46506__A0A108T991__AA415_01433
ERR1913280.276691__1.276691	39491__A0A395ZHV7__ykvU
ERR1913280.276820__1.276820	626932__G5H939__HMPREF9450_02125
ERR1913280.276816__1.276816	39492__D4JWG6__EUBSIR_00253
ERR1913280.277049__1.277049	1683__C4FCR7__BBAG_1443
ERR1913280.277263__1.277263	823__A0A173W404__DHP27_04905
ERR1913280.277361__1.277361	1262777__R5W5N8__BN512_01774
ERR1913280.277344__1.277344	338188__R6SW63__BACFIN_05400
ERR1913280.277499__1.277499	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913280.277982__1.277982	239935__A0A2N8IIB9__CXU04_01970
ERR1913280.278016__1.278016	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913280.278298__1.278298	310298__B3JQJ5__BACCOP_04231
ERR1913280.278445__1.278445	1262700__R5Y6U0__BN695_00696
ERR1913280.278460__1.278460	1262911__R6HH15__BN557_01507
ERR1913280.278528__1.278528	820__A0A139KIL9__DXC68_05945
ERR1913280.278943__1.278943	1262743__R5C054__BN727_01980
ERR1913280.278951__1.278951	544645__A0A3E4TJL2__DXC42_00055
ERR1913280.278981__1.278981	1263044__GCA_000433375.1_01133
ERR1913280.279031__1.279031	820__A0A174DZ97__SAMN05444418_101240
ERR1913280.279037__1.279037	1739491__J1DK07__HMPREF2987_07410
ERR1913280.279170__1.279170	820__A0A3E4GA19__SAMN05444418_10562
ERR1913280.279177__1.279177	1520815__A0A1I3K6R0__SAMN02910435_00571
ERR1913280.279578__1.279578	338188__R6RT73__HMPREF1057_02828
ERR1913280.279610__1.279610	544645__A0A3E4TGA9__DXC42_03670
ERR1913280.279666__1.279666	487174__K0WZU9__HMPREF9448_01159
ERR1913280.279886__1.279886	1160721__A0A1C6DCM8__RBI_I01997
ERR1913280.279935__1.279935	360807__C0FPV8__RIL183_29891
ERR1913280.280093__1.280093	218538__C9LQG6__GCWU000321_01798
ERR1913280.280145__1.280145	1160721__W0U2H8__BHW50_07775
ERR1913280.280198__1.280198	338188__A0A173XHS4__BACFIN_08438
ERR1913280.280361__1.280361	28117__B0MU76__ALIPUT_00202
ERR1913280.280422__1.280422	239935__A0A2N8IXN0__CXT95_01765
ERR1913280.280504__1.280504	40518__R5E2F3__artQ
ERR1913280.280545__1.280545	823__A0A174VBJ5__M091_5021
ERR1913280.280637__1.280637	820__A0A3E4QZJ7__C801_01798
ERR1913280.281029__1.281029	1262911__R6GSH8__BN557_00939
ERR1913280.281225__1.281225	1262743__R5C054__BN727_01980
ERR1913280.281307__1.281307	360807__C0FUR6__RIL183_24171
ERR1913280.281541__1.281541	39492__D4JRV7__EUBSIR_01513
ERR1913280.281631__1.281631	1681__A0A292G7V3__BBIF_1776
ERR1913280.281694__1.281694	239935__A0A2N8HT44__CXT84_11035
ERR1913280.281819__1.281819	823__A0A355XP97__M092_2525
ERR1913280.281910__1.281910	338188__K5CK57__ERS852397_02236
ERR1913280.282012__1.282012	39492__D4JRR5__ERS852540_02089
ERR1913280.282094__1.282094	28117__B0MZ22__BHV66_04430
ERR1913280.282136__1.282136	216816__A0A0A0UDU9__BL1246
ERR1913280.282140__1.282140	823__A0A395YQ63__B5F32_15335
ERR1913280.282122__1.282122	33025__A0A395J947__C8D73_11315
ERR1913280.282278__1.282278	239935__A0A2N8I390__CXU16_10675
ERR1913280.282291__1.282291	239935__A0A2N8I791__CXT99_09415
ERR1913280.282470__1.282470	1262700__R5XBU8__BN695_01272
ERR1913280.282850__1.282850	1150298__R7JSE8__coaX_1
ERR1913280.283196__1.283196	820__A0A3E4PYB0__yejM
ERR1913280.283223__1.283223	487174__K0X429__HMPREF9448_00932
ERR1913280.283466__1.283466	544645__A0A3E4T884__DXC42_09175
ERR1913280.283713__1.283713	1262911__R6GMD8__BN557_01647
ERR1913280.283847__1.283847	853__C7H1R8__DW905_06675
ERR1913280.284141__1.284141	820__A0A174FUF0__HMPREF1073_03308
ERR1913280.284220__1.284220	1263109__GCA_000438135.1_00670
ERR1913280.284286__1.284286	1262911__R6GII0__BN557_01496
ERR1913280.284343__1.284343	239935__A0A2N8HM32__CXT85_08075
ERR1913280.284539__1.284539	1263044__GCA_000433375.1_00353
ERR1913280.284590__1.284590	818__R6VB25__BSIG_5053
ERR1913280.284618__1.284618	88431__A0A3D0F2C1__DORLON_02135
ERR1913280.284735__1.284735	28117__B0MXG7__BHV66_08620
ERR1913280.284777__1.284777	820__A0A3E4W4Y7__B5G17_02055
ERR1913280.285129__1.285129	1160721__W0U5X6__RBI_I01796
ERR1913280.285373__1.285373	1262700__R5XX89__BN695_00144
ERR1913280.285464__1.285464	487174__K0X7X4__DIT83_09125
ERR1913280.285514__1.285514	338188__R6RT73__HMPREF1057_02828
ERR1913280.285625__1.285625	239935__R6JAS2__CXU02_10725
ERR1913280.285659__1.285659	853__C7H7F8__yccM_1
ERR1913280.285757__1.285757	35833__E5Y8N1__HMPREF0179_02549
ERR1913280.285808__1.285808	1262777__R5W471__BN512_01274
ERR1913280.285853__1.285853	1262700__R5XM04__BN695_00162
ERR1913280.285970__1.285970	39491__D4JMW8__ERS852497_01971
ERR1913280.286073__1.286073	1262911__R6GPM2__BN557_00937
ERR1913280.286097__1.286097	338188__A0A174FX32__BACFIN_08981
ERR1913280.286237__1.286237	820__A0A374MMF0__HMPREF1073_03811
ERR1913280.286317__1.286317	239935__B2UQP8__CXU15_01110
ERR1913280.286410__1.286410	357276__I8WEY2__ABI39_04185
ERR1913280.286415__1.286415	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913280.286497__1.286497	310298__B3JFI7__BACCOP_00636
ERR1913280.286723__1.286723	47678__A0A174TQR6__CGC64_14735
ERR1913280.286663__1.286663	239935__A0A139TQT9__Amuc_1197
ERR1913280.286914__1.286914	1227276__U2J2A3__HMPREF9148_00058
ERR1913280.286994__1.286994	820__A0A1T4IYF4__mprA_1
ERR1913280.287137__1.287137	39491__A0A395ZG74__licR
ERR1913280.287152__1.287152	820__A0A3E4G826__C801_01612
ERR1913280.287153__1.287153	28117__B0MWP2__ALIPUT_01468
ERR1913280.287177__1.287177	33025__A0A395JBU5__C8D73_10423
ERR1913280.287373__1.287373	820__A0A139K4W1__M093_0353
ERR1913280.287454__1.287454	820__A7V470__HMPREF1072_02076
ERR1913280.287531__1.287531	1262736__R5Y5F6__BN496_00551
ERR1913280.287540__1.287540	28117__R7JN92__BHV66_00550
ERR1913280.287521__1.287521	1262911__R6GI18__BN557_01377
ERR1913280.287648__1.287648	46503__A7AHD3__DXB85_00810
ERR1913280.287704__1.287704	820__A0A173WZS4__DXD90_10250
ERR1913280.287647__1.287647	1897011__A0A1Q6RH58__BHW41_01950
ERR1913280.287789__1.287789	871324__A0A1M6HHB2__SAMN05444350_11868
ERR1913280.288002__1.288002	28117__B0MVL5__BHV66_01660
ERR1913280.288074__1.288074	823__A6LBY1__ERS852380_00510
ERR1913280.288173__1.288173	39492__D4JW10__pppA
ERR1913280.288185__1.288185	338188__A0A174DQN3__HMPREF1057_03481
ERR1913280.288331__1.288331	28117__B0MY34__BHV66_05195
ERR1913280.288618__1.288618	1262889__R7H5X2__BN634_01934
ERR1913280.288672__1.288672	357276__I9R1V6__DXD47_04125
ERR1913280.288680__1.288680	239935__R6JAS2__CXU02_10725
ERR1913280.289007__1.289007	674529__A0A174IYM6__SAMN05444400_107161
ERR1913280.288924__1.288924	39491__A0A3E4E7C5__DXB69_03255
ERR1913280.289088__1.289088	33025__A0A395JF03__C8D73_101684
ERR1913280.289167__1.289167	1263000__R5ES99__BN466_01121
ERR1913280.289232__1.289232	818__D7IK38__ERS852430_03017
ERR1913280.289191__1.289191	218538__C9LPF0__GCWU000321_01429
ERR1913280.289273__1.289273	823__A0A355XGQ3__prmC
ERR1913280.289290__1.289290	338188__A0A173XHS4__BACFIN_08438
ERR1913280.289360__1.289360	1262700__R5Y9F5__BN695_01481
ERR1913280.289364__1.289364	387090__S0F7Y3__BACCOPRO_02028
ERR1913280.289523__1.289523	39491__A0A395ZGE4__ERS852497_01269
ERR1913280.289434__1.289434	1262700__R5XK42__BN695_01020
ERR1913280.289637__1.289637	1262889__R7HCI8__BN634_01565
ERR1913280.289847__1.289847	239935__A0A2N8IKW7__pstA
ERR1913280.289934__1.289934	28117__B0MXG8__ALIPUT_01814
ERR1913280.289952__1.289952	1160721__W0U4D5__RBI_I01230
ERR1913280.290036__1.290036	1262911__R6GPI7__BN557_00907
ERR1913280.290112__1.290112	820__A0A139JY23__B5G17_06330
ERR1913280.290377__1.290377	1262889__R7HDJ0__BN634_01493
ERR1913280.290378__1.290378	239935__A0A139TPD8__CXU12_11015
ERR1913280.290508__1.290508	823__A6L9D3__ERS852560_03374
ERR1913280.290632__1.290632	487174__K0X070__HMPREF9448_01324
ERR1913280.290941__1.290941	47678__R5U325__HMPREF1061_03209
ERR1913280.291127__1.291127	853__A8S882__C4N23_07600
ERR1913280.291208__1.291208	28117__B0N028__BHV66_05935
ERR1913280.291288__1.291288	1262911__R6GMS3__BN557_00579
ERR1913280.291367__1.291367	1263044__GCA_000433375.1_01150
ERR1913280.291380__1.291380	454155__F3QTU9__HMPREF9442_01618
ERR1913280.291438__1.291438	310298__B3JQJ5__BACCOP_04231
ERR1913280.291663__1.291663	33025__A0A395J973__C8D73_11010
ERR1913280.291860__1.291860	39491__A0A174EQV2__DXB69_10230
ERR1913280.292278__1.292278	1263006__R6MQA3__BN515_02104
ERR1913280.292304__1.292304	39492__D4JW10__pppA
ERR1913280.292326__1.292326	1262777__R5VLR4__BN512_00267
ERR1913280.292357__1.292357	487174__K0WV13__DIT83_10890
ERR1913280.292497__1.292497	239935__A0A2N8HL50__CXT98_09135
ERR1913280.292454__1.292454	39491__C4ZF05__vpr
ERR1913280.292518__1.292518	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913280.292727__1.292727	328814__GCA_004558275.1_00033
ERR1913280.292838__1.292838	39492__D4JW10__pppA
ERR1913280.292800__1.292800	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913280.292867__1.292867	357276__D1JZM4__HMPREF1065_01278
ERR1913280.292975__1.292975	487174__K0WWY0__DIT83_10195
ERR1913280.293388__1.293388	556259__I0PYM3__BSGG_5385
ERR1913280.293513__1.293513	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913280.293541__1.293541	853__C7H1R8__DW905_06675
ERR1913280.293627__1.293627	239935__B2URG6__CXU02_00030
ERR1913280.293783__1.293783	39492__B0MM84__lgt
ERR1913280.293913__1.293913	487174__K0X429__HMPREF9448_00932
ERR1913280.293932__1.293932	1262911__R6GPM2__BN557_00937
ERR1913280.293953__1.293953	239935__R6JD78__CXU05_09250
ERR1913280.293971__1.293971	357276__I9F327__DXD47_22495
ERR1913280.294026__1.294026	33025__A0A395JDV3__C8D73_101685
ERR1913280.294251__1.294251	28117__B0MXR4__BHV66_08025
ERR1913280.294237__1.294237	820__A0A174Q0F0__DXB48_08080
ERR1913280.294248__1.294248	820__A0A139K8X8__DXC80_17665
ERR1913280.294311__1.294311	1262777__R5VL09__BN512_01862
ERR1913280.294608__1.294608	39491__C4ZC33__DXC13_11585
ERR1913280.294652__1.294652	674529__R6W4Y1__SAMN05444400_11574
ERR1913280.294718__1.294718	944036__A0A196S9L4__AV274_4588
ERR1913280.294749__1.294749	40518__R5DP61__DXD86_06345
ERR1913280.294787__1.294787	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913280.294846__1.294846	239935__A0A2N8IYM5__CXT84_05130
ERR1913280.295133__1.295133	301302__A0A0M6WV88__dhaS_2
ERR1913280.295162__1.295162	166486__D4KUC9__ERS852572_00957
ERR1913280.295208__1.295208	39492__D4JW25__EUBSIR_02203
ERR1913280.295221__1.295221	1262888__R6PN91__BN582_00489
ERR1913280.295303__1.295303	487174__K0X551__HMPREF9448_02151
ERR1913280.295255__1.295255	360807__C0FNK4__ERS852444_02115
ERR1913280.295376__1.295376	239935__A0A2N8IU45__DEF40_02365
ERR1913280.295390__1.295390	2173__A0A1D2WT40__METSMIALI_00302
ERR1913280.295412__1.295412	1262911__R6GR13__BN557_00618
ERR1913280.295470__1.295470	239935__A0A2N8IU45__DEF40_02365
ERR1913280.295485__1.295485	218538__C9LNQ3__GCWU000321_01176
ERR1913280.295961__1.295961	338188__A0A174GXA9__bglX_10
ERR1913280.296104__1.296104	1262911__R6GI18__BN557_01377
ERR1913280.296188__1.296188	40518__R5DR96__RBATCC27255_01185
ERR1913280.296452__1.296452	1262700__R5XX89__BN695_00144
ERR1913280.296473__1.296473	39491__A0A396FKG5__DXB76_07455
ERR1913280.296588__1.296588	1263006__R6MR77__BN515_00434
ERR1913280.296669__1.296669	820__A0A3E4VZY4__ERS852554_01211
ERR1913280.296965__1.296965	1160721__W0U8M9__RBI_II00386
ERR1913280.297286__1.297286	1680__A0A3E4SB79__BAD_1517
ERR1913280.297361__1.297361	820__A0A139KH21__DXC80_01780
ERR1913280.297545__1.297545	28117__B0MTV3__BHV66_06405
ERR1913280.297663__1.297663	1262785__R6LXM3__BN565_00451
ERR1913280.297705__1.297705	239935__A0A139TPD8__CXU12_11015
ERR1913280.297710__1.297710	823__A0A355XFH7__ERS852513_00769
ERR1913280.298144__1.298144	39491__A0A395ZG74__licR
ERR1913280.298244__1.298244	1262746__R5SS80__BN750_02125
ERR1913280.298248__1.298248	853__A8S882__C4N23_07600
ERR1913280.298352__1.298352	1263000__R5EKG2__BN466_02040
ERR1913280.298376__1.298376	166486__D4L458__ROSINTL182_07088
ERR1913280.298488__1.298488	28116__A0A395VUS9__DXD69_03560
ERR1913280.298866__1.298866	823__A0A173V751__DXD05_02690
ERR1913280.299073__1.299073	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.299078__1.299078	853__D4K7X0__DW905_09540
ERR1913280.299296__1.299296	47678__R5USS6__C5Z00_03300
ERR1913280.299413__1.299413	1263000__R5EMC8__BN466_00317
ERR1913280.299814__1.299814	338188__C9L2Y9__BACFIN_08971
ERR1913280.299834__1.299834	39491__A0A395UUN5__EUBREC_0291
ERR1913280.299836__1.299836	357276__D1JY58__BACDOR_04277
ERR1913280.299857__1.299857	239935__A0A2N8IMC3__CXT96_03840
ERR1913280.300077__1.300077	823__D7IT19__DHP27_03495
ERR1913280.300156__1.300156	28116__A0A078Q626__HMPREF1070_02735
ERR1913280.300319__1.300319	1262911__R6GPM2__BN557_00937
ERR1913280.300332__1.300332	674529__R6UPX3__DXB21_06190
ERR1913280.300618__1.300618	166486__D4KV78__aroA
ERR1913280.300665__1.300665	394340__leuS
ERR1913280.300699__1.300699	78258__E6K1F0__PSDT_0986
ERR1913280.300743__1.300743	239935__A0A2N8HT68__ADH72_00510
ERR1913280.300783__1.300783	820__A0A3E4WCC2__lptB_1
ERR1913280.300821__1.300821	39485__R5ZRT8__gmr_6
ERR1913280.301234__1.301234	626932__G5H6W0__HMPREF9450_00670
ERR1913280.301292__1.301292	357276__C3R5A0__B5F00_02960
ERR1913280.301337__1.301337	239935__A0A2N8HQR1__Amuc_0287
ERR1913280.301454__1.301454	239935__A0A2N8I8X8__B5G29_00185
ERR1913280.301465__1.301465	387090__S0F7Y3__BACCOPRO_02028
ERR1913280.301527__1.301527	214856__A0A175A6T5__ERS852447_02658
ERR1913280.301557__1.301557	820__A0A374MMF0__HMPREF1073_03811
ERR1913280.301599__1.301599	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913280.301652__1.301652	823__A6LBY1__ERS852380_00510
ERR1913280.301620__1.301620	820__A7VAR9__ERS852421_00197
ERR1913280.301622__1.301622	357276__I8WEY2__ABI39_04185
ERR1913280.301626__1.301626	1150298__R7JND0__ERS852498_02814
ERR1913280.301684__1.301684	357276__A0A076IP73__BACDOR_04237
ERR1913280.302046__1.302046	39488__A0A174CH59__DXD91_12625
ERR1913280.302047__1.302047	338188__C9KXT4__ERS852397_00312
