ERR1913060.366__1.366	1262930__R6ACJ7__BN693_00131
ERR1913060.1719772__1.1719772	310298__B3JLC6__BACCOP_02712
ERR1913060.1719942__1.1719942	820__A0A174A6K0__M093_0079
ERR1913060.1720105__1.1720105	39486__R6RY39__DXD82_07230
ERR1913060.1720623__1.1720623	410072__A0A173ZGJ2__ERS852389_01316
ERR1913060.1720830__1.1720830	853__A0A173YYY4__DWZ04_09420
ERR1913060.1720839__1.1720839	39486__R6SE83__DXD82_03080
ERR1913060.1720914__1.1720914	2293125__A0A374BSW4__DW917_13420
ERR1913060.1721080__1.1721080	78257__A0A087CUE0__BSAE_1156
ERR1913060.1721390__1.1721390	2293125__A0A374CJ42__DW917_03305
ERR1913060.1721632__1.1721632	1150298__A0A174SLE6__mlc_1
ERR1913060.1721751__1.1721751	1203556__S2ZBP5__HMPREF1478_00536
ERR1913060.1721783__1.1721783	84112__C8WMN4__Elen_0684
ERR1913060.1721864__1.1721864	166486__D4KJ39__ERS852572_02622
ERR1913060.1721865__1.1721865	1262930__R6A0L1__BN693_02245
ERR1913060.1721955__1.1721955	626932__G5H9Q7__HMPREF9450_01372
ERR1913060.1722093__1.1722093	1262948__R7EGE9__BN671_00967
ERR1913060.1722109__1.1722109	165179__A0A174SA26__PREVCOP_05758
ERR1913060.1722132__1.1722132	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913060.1722191__1.1722191	1150298__A0A174HDJ7__ERS852535_00590
ERR1913060.1722244__1.1722244	410072__A0A174AMX4__dacB_1
ERR1913060.1722272__1.1722272	821__A0A0P0LH09__ERS852457_03390
ERR1913060.1722372__1.1722372	2293125__A0A374BSW4__DW917_13420
ERR1913060.1722716__1.1722716	39496__A5Z7Y8__EUBVEN_01828
ERR1913060.1722798__1.1722798	310298__B3JNR4__BACCOP_03579
ERR1913060.1722876__1.1722876	853__A0A173YYY4__DWZ04_09420
ERR1913060.1723118__1.1723118	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913060.1723236__1.1723236	39488__A0A173RU01__EUBHAL_00881
ERR1913060.1723298__1.1723298	853__C7H1R8__DW905_06675
ERR1913060.1723369__1.1723369	310298__B3JFK6__BACCOP_00656
ERR1913060.1723630__1.1723630	204516__U6R9E6__HMPREF1534_03149
ERR1913060.1723701__1.1723701	357276__I9R2M6__BSEG_03499
ERR1913060.1723775__1.1723775	166486__D4L456__rpfG_10
ERR1913060.1723974__1.1723974	1262924__R7HUJ5__BN585_00830
ERR1913060.1724075__1.1724075	552398__F4XHU2__HMPREF0866_03196
ERR1913060.1724094__1.1724094	371601__D6D2Q4__HMPREF1074_00826
ERR1913060.1724204__1.1724204	1150298__A0A174DQP3__rpe_2
ERR1913060.1724234__1.1724234	165179__D1PHC0__PREVCOP_06640
ERR1913060.1724351__1.1724351	821__A6L0C7__ERS852556_03520
ERR1913060.1724400__1.1724400	2293125__A0A374BSW4__DW917_13420
ERR1913060.1724476__1.1724476	2293125__A0A374BSW4__DW917_13420
ERR1913060.1724516__1.1724516	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913060.1724524__1.1724524	166486__D4KRN9__ERS852572_01822
ERR1913060.1724808__1.1724808	310298__B3JGL4__BACCOP_01016
ERR1913060.1725025__1.1725025	1262930__R6A759__BN693_00811
ERR1913060.1725348__1.1725348	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.1725426__1.1725426	338188__A0A174GJJ1__ERS852397_02405
ERR1913060.1725459__1.1725459	39491__A0A395V0E5__ERE_31370
ERR1913060.1725633__1.1725633	166486__D4L301__ROSINTL182_06234
ERR1913060.1725945__1.1725945	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.1726029__1.1726029	310298__B3JQJ5__BACCOP_04231
ERR1913060.1726081__1.1726081	544644__GCA_001915615.1_01895
ERR1913060.1726136__1.1726136	46503__R6WZ80__PARMER_04397
ERR1913060.1726257__1.1726257	1796613__A0A1C7GYE7__ADH74_04570
ERR1913060.1726322__1.1726322	39491__A0A396FKI0__DXC13_11560
ERR1913060.1726292__1.1726292	1262930__R5ZWP2__BN693_01542
ERR1913060.1726375__1.1726375	28116__I9JM49__NCTC11153_01044
ERR1913060.1726415__1.1726415	165179__D1PGU8__PREVCOP_06463
ERR1913060.1726465__1.1726465	818__A0A2J6AAA9__NCTC10582_00162
ERR1913060.1726762__1.1726762	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1726838__1.1726838	310298__B3JPY4__BACCOP_04016
ERR1913060.1726882__1.1726882	626929__F3PER6__SAMN05444376_2494
ERR1913060.1726924__1.1726924	88431__A0A3D0EYV0__DXB16_09650
ERR1913060.1726952__1.1726952	487174__K0X3L3__DDY40_11345
ERR1913060.1727107__1.1727107	487174__K0XJ34__DDY40_06890
ERR1913060.1727173__1.1727173	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913060.1727231__1.1727231	410072__A0A3E4GLJ0__ERS852481_02689
ERR1913060.1727280__1.1727280	626929__F3PE27__SAMN05444376_0469
ERR1913060.1727436__1.1727436	28118__A0A3D4ZFP4__DHW44_00270
ERR1913060.1727609__1.1727609	820__A0A396EXA7__DXB37_15530
ERR1913060.1727648__1.1727648	820__A0A078S569__gmhB
ERR1913060.1727712__1.1727712	544644__GCA_001915615.1_00036
ERR1913060.1727726__1.1727726	46503__K6A7H7__DCY29_03460
ERR1913060.1727843__1.1727843	328814__GCA_004558275.1_02024
ERR1913060.1727827__1.1727827	821__A6L0C7__ERS852556_03520
ERR1913060.1728126__1.1728126	2108523__A0A2P2FC18__LAWASA_3564
ERR1913060.1728193__1.1728193	371601__D6CWZ8__CW3_1356
ERR1913060.1728198__1.1728198	357276__I9R994__BACDOR_04044
ERR1913060.1728372__1.1728372	357276__I8WEZ6__BACDOR_02323
ERR1913060.1728612__1.1728612	166486__D4KWN4__ERS852572_01865
ERR1913060.1728708__1.1728708	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.1728824__1.1728824	165179__R6B8D8__DXC61_09245
ERR1913060.1728943__1.1728943	1263107__GCA_000436995.1_00129
ERR1913060.1728959__1.1728959	821__A0A395UNT8__DXD64_15275
ERR1913060.1728998__1.1728998	823__D0TC25__B5F32_04575
ERR1913060.1729005__1.1729005	820__A0A174VD39__DXD90_12235
ERR1913060.1729026__1.1729026	357276__A0A0K2HJA6__DXD47_07320
ERR1913060.1729172__1.1729172	884684__GCA_002892425.1_01408
ERR1913060.1729308__1.1729308	1263044__GCA_000433375.1_00023
ERR1913060.1729483__1.1729483	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1729508__1.1729508	1150298__A0A174SLE6__mlc_1
ERR1913060.1729526__1.1729526	1262911__R6GSH8__BN557_00939
ERR1913060.1729552__1.1729552	1262992__R5DB53__BN795_01346
ERR1913060.1729686__1.1729686	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.1729868__1.1729868	88431__A0A174GCE2__ERS852423_01397
ERR1913060.1730013__1.1730013	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1730026__1.1730026	818__A0A0P0FLV3__ERS852430_01650
ERR1913060.1730054__1.1730054	166486__D4L1H3__sacC
ERR1913060.1730060__1.1730060	33039__A0A174ZHW3__ERS852424_00452
ERR1913060.1730096__1.1730096	74426__nrdD
ERR1913060.1730141__1.1730141	487174__K0WR72__HMPREF9448_02610
ERR1913060.1730206__1.1730206	310298__B3JQJ5__BACCOP_04231
ERR1913060.1730239__1.1730239	1262739__R6M9P7__BN659_01903
ERR1913060.1730251__1.1730251	357276__I9FU68__HMPREF1063_00557
ERR1913060.1730762__1.1730762	2293125__A0A374BUM7__DW917_12980
ERR1913060.1730796__1.1730796	2108523__A0A2P2F8K1__LAWASA_2323
ERR1913060.1730949__1.1730949	165179__A0A3E5DV57__DXB80_11400
ERR1913060.1730952__1.1730952	166486__D4KWZ7__cph2_5
ERR1913060.1730954__1.1730954	40520__R7D4G0__ERS852533_01128
ERR1913060.1731170__1.1731170	1680__A0A2R4G1K8__BBMN23_0315
ERR1913060.1731193__1.1731193	1262930__R6AES4__BN693_02093
ERR1913060.1731234__1.1731234	410072__C0B4V0__ERS852481_02420
ERR1913060.1731296__1.1731296	821__A0A395UNT8__DXD64_15275
ERR1913060.1731311__1.1731311	1262930__R6AHV3__BN693_00495
ERR1913060.1731377__1.1731377	39488__C0ESJ2__DXD91_14695
ERR1913060.1731401__1.1731401	1262988__R7N3Y4__BN816_00210
ERR1913060.1731502__1.1731502	1262930__R5ZVQ3__BN693_01357
ERR1913060.1731517__1.1731517	33025__A0A395JAF6__C8D73_10758
ERR1913060.1731739__1.1731739	357276__I8VLL2__HMPREF1065_03395
ERR1913060.1731946__1.1731946	384638__B7ASI3__BACPEC_02038
ERR1913060.1732135__1.1732135	357276__I9QWN0__ABI39_00335
ERR1913060.1732259__1.1732259	166486__A0A173T114__ROSINTL182_05085
ERR1913060.1732277__1.1732277	46503__R6WYJ8__DXB85_13825
ERR1913060.1732278__1.1732278	338188__A0A174ETX3__ERS852397_01955
ERR1913060.1732513__1.1732513	357276__A0A0M1W657__HMPREF1064_04629
ERR1913060.1732654__1.1732654	853__C7H1R8__DW905_06675
ERR1913060.1732899__1.1732899	387661__K5ZF23__HMPREF1077_00436
ERR1913060.1732989__1.1732989	165179__R6B8D8__DXC61_09245
ERR1913060.1733039__1.1733039	371601__A0A3E4NKK5__B5E52_17685
ERR1913060.1733148__1.1733148	487174__K0X9T7__HMPREF9448_00996
ERR1913060.1733166__1.1733166	1262930__R6AAD1__BN693_01367
ERR1913060.1733173__1.1733173	28118__R6F1T8__Odosp_0789
ERR1913060.1733263__1.1733263	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1733360__1.1733360	818__A0A3E5HEU1__NCTC10582_02468
ERR1913060.1733468__1.1733468	821__A0A174AYT0__DXC02_03530
ERR1913060.1733562__1.1733562	410072__A0A3E4GT65__ERS852574_02325
ERR1913060.1733585__1.1733585	39486__R6S4F3__DXD84_10345
ERR1913060.1733593__1.1733593	204516__U6REI9__HMPREF1534_02357
ERR1913060.1733662__1.1733662	2293125__A0A374BSW4__DW917_13420
ERR1913060.1733742__1.1733742	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913060.1733786__1.1733786	357276__C3R9Y0__HMPREF1064_01889
ERR1913060.1734017__1.1734017	28118__R6F7J8__Odosp_3206
ERR1913060.1734093__1.1734093	46503__R6X6Y7__ERS852463_01453
ERR1913060.1734193__1.1734193	2293125__A0A374C4C8__DW917_09805
ERR1913060.1734281__1.1734281	1262924__R7HRI6__BN585_00824
ERR1913060.1734441__1.1734441	821__R9HFW2__DXD01_00365
ERR1913060.1734524__1.1734524	853__A0A173XRA8__CGS56_09290
ERR1913060.1734633__1.1734633	310298__B3JQJ5__BACCOP_04231
ERR1913060.1734684__1.1734684	418240__A0A174E8U8__sigM_3
ERR1913060.1734958__1.1734958	357276__A0A0M1W1I8__ABI39_13620
ERR1913060.1735070__1.1735070	821__A0A0P0M2J4__DXD46_10295
ERR1913060.1735089__1.1735089	487174__K0X3H8__HMPREF9448_02822
ERR1913060.1735338__1.1735338	1262924__R7HSV3__BN585_00240
ERR1913060.1735578__1.1735578	1262930__R6AQL4__BN693_01311
ERR1913060.1735585__1.1735585	820__A0A396EUV1__B5G17_06465
ERR1913060.1735593__1.1735593	328814__GCA_004558275.1_00088
ERR1913060.1735594__1.1735594	820__A0A396CMY7__HMPREF1072_03009
ERR1913060.1735653__1.1735653	556259__E5C445__BSGG_0931
ERR1913060.1735814__1.1735814	360807__C0FP74__ERS852444_00195
ERR1913060.1735867__1.1735867	166486__D4KUE4__ROSINTL182_08606
ERR1913060.1736008__1.1736008	165179__A0A174UTZ7__DXC61_06705
ERR1913060.1736048__1.1736048	357276__I8VQA2__HMPREF1065_04183
ERR1913060.1736146__1.1736146	166486__D4L0E1__ypdA_4
ERR1913060.1736212__1.1736212	39496__A5Z8N1__EUBVEN_02073
ERR1913060.1736268__1.1736268	410072__C0BBP9__ERS852525_00825
ERR1913060.1736429__1.1736429	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.1736567__1.1736567	166486__D4KNM9__ERS852572_00072
ERR1913060.1736619__1.1736619	357276__A0A076IKP2__HMPREF1063_00218
ERR1913060.1736634__1.1736634	1262911__R6HN81__BN557_00921
ERR1913060.1736668__1.1736668	820__A0A3E4XDK3__ERS852554_03650
ERR1913060.1736680__1.1736680	818__Q8A3A6__Btheta7330_00071
ERR1913060.1736693__1.1736693	165179__D1PGU8__PREVCOP_06463
ERR1913060.1736773__1.1736773	46503__A7AKE6__DCY29_01960
ERR1913060.1736817__1.1736817	2293125__A0A374BSW4__DW917_13420
ERR1913060.1736852__1.1736852	33043__A0A173WWJ5__ERS852386_00339
ERR1913060.1736954__1.1736954	357276__A0A076IRX4__ABI39_13585
ERR1913060.1737113__1.1737113	166486__D4KX18__ROSINTL182_07596
ERR1913060.1737190__1.1737190	2293125__A0A374CBD1__DW917_06995
ERR1913060.1737332__1.1737332	216816__D6DD25__APC1482_1109
ERR1913060.1737336__1.1737336	2108523__A0A2P2F677__LAWASA_1497
ERR1913060.1737407__1.1737407	823__A0A078SYK6__DXB14_02485
ERR1913060.1737415__1.1737415	1150298__A0A174AP40__ERS852535_01165
ERR1913060.1737561__1.1737561	357276__I9QBT7__BSEG_03340
ERR1913060.1737649__1.1737649	1099853__U5CNI5__NSB1T_06225
ERR1913060.1737678__1.1737678	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913060.1737857__1.1737857	410072__A0A173SJX0__ytpA
ERR1913060.1737959__1.1737959	33025__A0A395J973__C8D73_11010
ERR1913060.1737991__1.1737991	487174__K0X347__DIT83_07775
ERR1913060.1738005__1.1738005	2293125__A0A374BSW4__DW917_13420
ERR1913060.1738190__1.1738190	1262924__R7HSB4__BN585_00816
ERR1913060.1738173__1.1738173	165179__D1PHC0__PREVCOP_06640
ERR1913060.1738154__1.1738154	818__A0A139KMR0__Btheta7330_03958
ERR1913060.1738248__1.1738248	357276__I9QPN3__EL88_09245
ERR1913060.1738395__1.1738395	39488__A0A173TCD3__lytR_1
ERR1913060.1738579__1.1738579	166486__D4L334__mcp3_1
ERR1913060.1738681__1.1738681	1150298__A0A174DPC6__ERS852535_01374
ERR1913060.1738696__1.1738696	28052__R7NB38__ERS852499_00438
ERR1913060.1738883__1.1738883	556259__E5CGP2__BSGG_4615
ERR1913060.1738885__1.1738885	357276__I8WHY2__HMPREF1063_00555
ERR1913060.1738844__1.1738844	1262930__R5ZSM4__BN693_00813
ERR1913060.1738942__1.1738942	357276__E5UTL1__HMPREF1065_03551
ERR1913060.1739037__1.1739037	310298__B3JED9__BACCOP_00230
ERR1913060.1739250__1.1739250	165179__A0A174SA26__PREVCOP_05758
ERR1913060.1739309__1.1739309	2293125__A0A374BV30__DW917_13395
ERR1913060.1739382__1.1739382	823__A0A355XLT7__HMPREF1075_03402
ERR1913060.1739400__1.1739400	357276__E5UTL1__HMPREF1065_03551
ERR1913060.1739409__1.1739409	310298__B3JK49__BACCOP_02273
ERR1913060.1739579__1.1739579	46503__R6Y901__HMPREF1060_01754
ERR1913060.1739682__1.1739682	2293125__A0A374CBD1__DW917_06995
ERR1913060.1739711__1.1739711	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.1739701__1.1739701	310298__B3JQL6__BACCOP_04252
ERR1913060.1739757__1.1739757	1262924__R7HQB7__BN585_02057
ERR1913060.1739982__1.1739982	2293125__A0A374BY09__DW917_11855
ERR1913060.1739992__1.1739992	820__A0A396EWL3__ERS417307_03868
ERR1913060.1740044__1.1740044	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.1740464__1.1740464	823__A0A174VHT1__DHP27_04775
ERR1913060.1740514__1.1740514	165179__R6B8D8__DXC61_09245
ERR1913060.1740550__1.1740550	853__E2ZJT1__C4N23_03535
ERR1913060.1740587__1.1740587	301301__A0A395V8F3__ERS852391_01776
ERR1913060.1740604__1.1740604	2293125__A0A374BUM7__DW917_12980
ERR1913060.1740668__1.1740668	310298__B3JFK4__BACCOP_00654
ERR1913060.1740831__1.1740831	818__A0A139JW76__BJP75_002555
ERR1913060.1740960__1.1740960	357276__A0A0K2HDP3__IY41_00705
ERR1913060.1741196__1.1741196	310298__B3JQJ5__BACCOP_04231
ERR1913060.1741229__1.1741229	1262930__R6A8Q7__BN693_01064
ERR1913060.1741358__1.1741358	166486__D4KRN9__ERS852572_01822
ERR1913060.1741484__1.1741484	46503__R6X5W5__HMPREF1078_03156
ERR1913060.1741612__1.1741612	33039__A0A174Y5G7__ERS852530_01222
ERR1913060.1741682__1.1741682	1262930__R5ZZI5__BN693_01682
ERR1913060.1741861__1.1741861	39496__A5Z8R4__EUBVEN_02106
ERR1913060.1741865__1.1741865	2293125__A0A374CJ42__DW917_03305
ERR1913060.1741971__1.1741971	166486__D4L337__msbA_4
ERR1913060.1742115__1.1742115	1343__W3XWF0__DXC09_03495
ERR1913060.1742222__1.1742222	1262992__R5DGC6__BN795_00540
ERR1913060.1742395__1.1742395	1262992__R5D2Z2__BN795_00316
ERR1913060.1742408__1.1742408	410072__C0B543__DXD67_15070
ERR1913060.1742630__1.1742630	1262930__R6A468__BN693_01366
ERR1913060.1742669__1.1742669	39491__A0A396FKG5__DXB76_07455
ERR1913060.1743046__1.1743046	46503__R6WWH2__DXB85_00365
ERR1913060.1743280__1.1743280	166486__D4KQG8__ERS852572_02379
ERR1913060.1743372__1.1743372	820__A0A396CMY7__HMPREF1072_03009
ERR1913060.1743392__1.1743392	1262930__R6ALR2__BN693_00077
ERR1913060.1743570__1.1743570	1262743__R5C054__BN727_01980
ERR1913060.1743602__1.1743602	357276__A0A0P0M2G3__BACDOR_03913
ERR1913060.1743644__1.1743644	357276__I9QXD4__IY41_00345
ERR1913060.1743648__1.1743648	2293125__A0A374BSW4__DW917_13420
ERR1913060.1743684__1.1743684	823__A6LBY1__ERS852380_00510
ERR1913060.1743801__1.1743801	165179__A0A174SA26__PREVCOP_05758
ERR1913060.1743805__1.1743805	410072__A0A174Q9M2__DXD67_05965
ERR1913060.1743817__1.1743817	818__A0A1H7TGM1__BJP75_010615
ERR1913060.1744034__1.1744034	39491__A0A395ZL98__DXB99_00620
ERR1913060.1744039__1.1744039	853__A0A174BA00__DW905_01145
ERR1913060.1744047__1.1744047	1263044__GCA_000433375.1_03391
ERR1913060.1744049__1.1744049	818__A0A139KDW2__HMPREF2534_02537
ERR1913060.1744372__1.1744372	1262948__R7EDH6__BN671_00137
ERR1913060.1744523__1.1744523	1262992__R5CX54__BN795_00843
ERR1913060.1744553__1.1744553	165179__R6B8D8__DXC61_09245
ERR1913060.1744594__1.1744594	820__A7V049__DXB48_04755
ERR1913060.1744690__1.1744690	1262930__R5ZWP2__BN693_01542
ERR1913060.1744883__1.1744883	2293125__A0A374BSW4__DW917_13420
ERR1913060.1744958__1.1744958	2293125__A0A374BSW4__DW917_13420
ERR1913060.1744968__1.1744968	39488__A0A285PQE3__DXD91_00180
ERR1913060.1745031__1.1745031	1262992__R5DDC9__BN795_00492
ERR1913060.1745049__1.1745049	2293125__A0A374BUM7__DW917_12980
ERR1913060.1745109__1.1745109	1535__A7VRX1__CLOLEP_01308
ERR1913060.1745303__1.1745303	1262743__R5C054__BN727_01980
ERR1913060.1745679__1.1745679	328814__GCA_004558275.1_00073
ERR1913060.1745710__1.1745710	28118__F9Z8K4__Odosp_0843
ERR1913060.1745885__1.1745885	821__A6L0C7__ERS852556_03520
ERR1913060.1745869__1.1745869	1550024__A0A3B9WIA4__TQ39_14495
ERR1913060.1745990__1.1745990	1262930__R5ZVQ3__BN693_01357
ERR1913060.1746067__1.1746067	39496__A5Z6U6__EUBVEN_01429
ERR1913060.1746080__1.1746080	310298__B3JEV6__BACCOP_00400
ERR1913060.1746156__1.1746156	357276__I9QWD4__DXD47_15075
ERR1913060.1746168__1.1746168	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1746213__1.1746213	823__A0A173V751__DXD05_02690
ERR1913060.1746214__1.1746214	166486__D4KRN2__ERS852572_01816
ERR1913060.1746356__1.1746356	310298__B3JNG7__BACCOP_03480
ERR1913060.1746395__1.1746395	357276__A0A076J8M3__ABI39_13695
ERR1913060.1746529__1.1746529	310298__B3JMZ2__BACCOP_03297
ERR1913060.1746641__1.1746641	310298__B3JNH4__BACCOP_03487
ERR1913060.1746657__1.1746657	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1746674__1.1746674	820__R9I3Q7__HMPREF1072_01668
ERR1913060.1746707__1.1746707	39496__A5Z7Y0__EUBVEN_01820
ERR1913060.1746865__1.1746865	1262924__R7HRJ9__BN585_00557
ERR1913060.1746974__1.1746974	357276__B6W1Y1__BSEG_03960
ERR1913060.1746981__1.1746981	166486__D4KWZ7__cph2_5
ERR1913060.1747040__1.1747040	823__K6ACX1__ERS852513_00266
ERR1913060.1747078__1.1747078	165179__D1PHC0__PREVCOP_06640
ERR1913060.1747172__1.1747172	46503__A7ADV9__ERS852463_01504
ERR1913060.1747375__1.1747375	487174__K0XES7__HMPREF9448_00566
ERR1913060.1747382__1.1747382	853__E2ZJT1__C4N23_03535
ERR1913060.1747466__1.1747466	2293125__A0A374CCM7__DW917_05375
ERR1913060.1747474__1.1747474	310298__B3JJ24__BACCOP_01886
ERR1913060.1747509__1.1747509	371601__I9JHG7__DXD80_12945
ERR1913060.1747544__1.1747544	821__A0A395US34__C5Z04_18975
ERR1913060.1747570__1.1747570	165179__D1PHC0__PREVCOP_06640
ERR1913060.1748028__1.1748028	46503__A7AH78__DD461_04085
ERR1913060.1748071__1.1748071	28118__F9Z408__NCTC10826_01194
ERR1913060.1748130__1.1748130	818__C6IEU8__BSIG_0269
ERR1913060.1748141__1.1748141	166486__D4KW03__ERS852572_03114
ERR1913060.1748197__1.1748197	357276__I9QWD4__DXD47_15075
ERR1913060.1748415__1.1748415	821__A0A396FEL8__C5Z04_06030
ERR1913060.1748493__1.1748493	39496__A5Z7Y4__EUBVEN_01825
ERR1913060.1748495__1.1748495	820__A0A374Q854__HMPREF1073_03281
ERR1913060.1748620__1.1748620	1262930__R6AYA7__BN693_00428
ERR1913060.1748569__1.1748569	39491__D6E408__EUBREC_1466
ERR1913060.1748580__1.1748580	328814__GCA_004558275.1_00991
ERR1913060.1748660__1.1748660	39496__A5Z866__EUBVEN_01906
ERR1913060.1748829__1.1748829	310298__B3JGJ2__BACCOP_00994
ERR1913060.1748881__1.1748881	371601__F7LA63__HMPREF1074_04288
ERR1913060.1748956__1.1748956	2293125__A0A374C9I8__DW917_06795
ERR1913060.1749063__1.1749063	46503__R6X8Q3__fepA_2
ERR1913060.1749218__1.1749218	487174__K0WZP2__DDY40_04000
ERR1913060.1749290__1.1749290	165179__A0A174SA26__PREVCOP_05758
ERR1913060.1749314__1.1749314	165179__D1PHC0__PREVCOP_06640
ERR1913060.1749413__1.1749413	156456__G9YIG0__HMPREF0080_01452
ERR1913060.1749485__1.1749485	1262746__R5SS80__BN750_02125
ERR1913060.1749623__1.1749623	2293125__A0A374CCM7__DW917_05375
ERR1913060.1749749__1.1749749	853__C7H1R8__DW905_06675
ERR1913060.1750013__1.1750013	165179__D1PHC0__PREVCOP_06640
ERR1913060.1750200__1.1750200	818__A0A3E5HGB5__ERS852511_02145
ERR1913060.1750249__1.1750249	166486__D4KW49__ROSINTL182_07746
ERR1913060.1750371__1.1750371	33039__A0A173U4W1__ERS852502_00464
ERR1913060.1750377__1.1750377	46503__R6WQ01__PARMER_03826
ERR1913060.1750389__1.1750389	410072__A0A173R660__ERS852389_00536
ERR1913060.1750403__1.1750403	410072__A0A174LWU8__ERS852481_03155
ERR1913060.1750455__1.1750455	821__A0A396F9T7__M097_3427
ERR1913060.1750549__1.1750549	821__R7P1Q7__M099_2990
ERR1913060.1750698__1.1750698	626933__H1DGX0__HMPREF9449_01506
ERR1913060.1750705__1.1750705	1262739__R6MRD4__BN659_02013
ERR1913060.1751178__1.1751178	1034346__A0A3C0DCS8__DES51_101359
ERR1913060.1751179__1.1751179	28116__F7LEX0__CUY_5042
ERR1913060.1751230__1.1751230	218538__C9LQ92__GCWU000321_01724
ERR1913060.1751427__1.1751427	166486__D4KQG8__ERS852572_02379
ERR1913060.1751657__1.1751657	818__A0A174V5M6__BT_1963
ERR1913060.1751821__1.1751821	165179__D1PGU8__PREVCOP_06463
ERR1913060.1751916__1.1751916	28118__R6FC74__DHW44_13330
ERR1913060.1752014__1.1752014	214856__A0A174A1J3__ERS852447_01000
ERR1913060.1752088__1.1752088	820__A0A139JRS5__HMPREF1073_04025
ERR1913060.1752218__1.1752218	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1752237__1.1752237	328814__GCA_004558275.1_00235
ERR1913060.1752304__1.1752304	2293125__A0A374CMK5__DW917_00330
ERR1913060.1752383__1.1752383	1262992__R5D1T0__BN795_01079
ERR1913060.1752391__1.1752391	165179__A0A3E5AER8__DXB80_07075
ERR1913060.1752492__1.1752492	310298__B3JFK5__BACCOP_00655
ERR1913060.1752473__1.1752473	45851__D4S2F3__BUTYVIB_02275
ERR1913060.1752476__1.1752476	2293125__A0A374BUM7__DW917_12980
ERR1913060.1752490__1.1752490	28116__A0A078QF71__HMPREF1070_01231
ERR1913060.1752540__1.1752540	2293125__A0A374BUM7__DW917_12980
ERR1913060.1752671__1.1752671	357276__A0A076IYG1__B5F95_22465
ERR1913060.1752922__1.1752922	823__A0A395YZ10__NCTC11152_02955
ERR1913060.1753004__1.1753004	823__E1YR62__HMPREF1059_02331
ERR1913060.1753013__1.1753013	166486__D4KYB5__mcp3_2
ERR1913060.1753079__1.1753079	40520__A0A174HSN4__ltaS1_2
ERR1913060.1753107__1.1753107	39488__A0A174BS94__DXD91_16570
ERR1913060.1753332__1.1753332	165179__A0A229I7F5__DXB80_02650
ERR1913060.1753317__1.1753317	39496__A5Z7Y4__EUBVEN_01825
ERR1913060.1753445__1.1753445	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.1753522__1.1753522	357276__I9R994__BACDOR_04044
ERR1913060.1753530__1.1753530	357276__E5UTL1__HMPREF1065_03551
ERR1913060.1753583__1.1753583	310298__B3JQJ5__BACCOP_04231
ERR1913060.1753597__1.1753597	853__A0A173RZ39__C4N22_01650
ERR1913060.1753657__1.1753657	2293125__A0A374C9I8__DW917_06795
ERR1913060.1753793__1.1753793	166486__D4L2T9__lytM
