ERR1913217.134__1.134	1624__A0A089QH34__B6U42_07040
ERR1913217.206193__1.206193	1099853__U5CNI5__NSB1T_06225
ERR1913217.206265__1.206265	1624__A0A089QBF7__A8C46_08780
ERR1913217.206508__1.206508	1262911__R6H1D2__BN557_00855
ERR1913217.206686__1.206686	1263006__R6LSL5__BN515_00102
ERR1913217.206821__1.206821	1628085__A0A396QC65__C7386_101113
ERR1913217.206983__1.206983	40518__R5DYP7__envC
ERR1913217.207215__1.207215	1263006__R6LGA5__BN515_00076
ERR1913217.207450__1.207450	1550024__A0A0D8IUW2__TQ39_17855
ERR1913217.207729__1.207729	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913217.207739__1.207739	1712665__A0A2G3E1H3__CSX02_08860
ERR1913217.207808__1.207808	552398__F4XCR9__HMPREF0866_01636
ERR1913217.207854__1.207854	158787__A0A087DIL0__BSCA_1323
ERR1913217.207892__1.207892	239935__A0A2N8I9P4__CXT85_05050
ERR1913217.208088__1.208088	1262911__R6GPM2__BN557_00937
ERR1913217.208257__1.208257	116085__D4J7I0__DW747_10260
ERR1913217.208300__1.208300	626940__E8LGM9__DCQ00_02420
ERR1913217.208554__1.208554	301301__A0A395VDK3__RHOM_11670
ERR1913217.208603__1.208603	357276__A0A076IYE6__IY41_04275
ERR1913217.208627__1.208627	820__A0A139K5A6__DXB48_12175
ERR1913217.208667__1.208667	1550024__G9RWE3__TQ39_04170
ERR1913217.208777__1.208777	626933__H1DGX0__HMPREF9449_01506
ERR1913217.208884__1.208884	1099853__U5CB66__NSB1T_01370
ERR1913217.208891__1.208891	1262882__R5MZ41__BN519_00356
ERR1913217.209104__1.209104	246787__A0A0P0FSC9__BACCELL_02534
ERR1913217.209142__1.209142	1263006__R6MLE8__BN515_00891
ERR1913217.209224__1.209224	1624__Q1WRD0__B6U45_09410
ERR1913217.209332__1.209332	1099853__G9S612__NSB1T_01470
ERR1913217.209269__1.209269	40518__R5DQJ0__DXD93_03790
ERR1913217.209355__1.209355	1624__A0A385XM47__LSJ_1706c
ERR1913217.209442__1.209442	1584__Q1G889__DTW93_04220
ERR1913217.209498__1.209498	544645__A0A1U7L9C2__DXC42_03640
ERR1913217.209625__1.209625	1262882__R5N048__BN519_00502
ERR1913217.209643__1.209643	820__A0A3E5BMG9__DXD40_05130
ERR1913217.209840__1.209840	1263006__R6LKA3__BN515_00205
ERR1913217.209955__1.209955	818__A0A3E5HEU1__NCTC10582_02468
ERR1913217.209910__1.209910	820__A0A139JRH8__HMPREF2141_04326
ERR1913217.210327__1.210327	239935__A0A139TPU7__CXT91_06575
ERR1913217.210460__1.210460	1624__A0A1V9TRY5__A8C48_02280
ERR1913217.210603__1.210603	1318__U5PE10__HMPREF8577_1394
ERR1913217.210609__1.210609	1624__F7QST0__A8C46_07655
ERR1913217.210903__1.210903	379329__GeneID:4397434
ERR1913217.210946__1.210946	74426__group_1088
ERR1913217.211012__1.211012	820__A0A139KHX1__HMPREF2141_00289
ERR1913217.211072__1.211072	820__R9I2U8__DXC68_09590
ERR1913217.211298__1.211298	1262882__R5MPY4__BN519_01128
ERR1913217.211318__1.211318	820__A0A139KHX1__HMPREF2141_00289
ERR1913217.211439__1.211439	40518__R5DTJ1__DXD86_03635
ERR1913217.211569__1.211569	1263006__R6LN71__BN515_01528
ERR1913217.211571__1.211571	100886__A0A174LEG5__ERS852383_05606
ERR1913217.211712__1.211712	239935__R7DVL7__CXT93_01180
ERR1913217.211787__1.211787	97478__A0A1G9WMR4__FC47_GL001894
ERR1913217.211893__1.211893	1262924__R7HNF7__BN585_01769
ERR1913217.211907__1.211907	552398__F4XCR9__HMPREF0866_01636
ERR1913217.212232__1.212232	301301__G2T4K1__RHOM_14310
ERR1913217.212273__1.212273	239935__A0A2N8HQR1__Amuc_0287
ERR1913217.212343__1.212343	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913217.212318__1.212318	357276__A0A076IRV2__BACDOR_02822
ERR1913217.212546__1.212546	1628085__A0A374VV54__C7386_11332
ERR1913217.212590__1.212590	820__A7V470__HMPREF1072_02076
ERR1913217.212611__1.212611	46503__R6X275__DD461_10840
ERR1913217.212760__1.212760	40518__R5E1J7__RBL236_02062
ERR1913217.212827__1.212827	239935__A0A2N8I1R3__CXU05_06075
ERR1913217.213008__1.213008	1263006__R6LY93__BN515_00695
ERR1913217.213147__1.213147	100886__E2NRW9__ERS852383_05961
ERR1913217.213288__1.213288	1624__Q1WRR9__A8C45_02380
ERR1913217.213305__1.213305	1550024__G9RXY7__TQ39_00100
ERR1913217.213310__1.213310	357276__I9QXD4__IY41_00345
ERR1913217.213344__1.213344	820__A0A139KJ23__celCCA
ERR1913217.213328__1.213328	357276__A0A076J8M3__ABI39_13695
ERR1913217.213514__1.213514	1262882__R5MGI7__BN519_00643
ERR1913217.213603__1.213603	820__A0A139KJR5__M093_4469
ERR1913217.213613__1.213613	1099853__U5C9V7__NSB1T_11195
ERR1913217.213588__1.213588	357276__I8VQA2__HMPREF1065_04183
ERR1913217.213683__1.213683	820__A0A173YYG4__evgS_3
ERR1913217.213692__1.213692	1550024__G9RZN9__ASJ35_05735
ERR1913217.213717__1.213717	1680__A0A0C2YPV2__AL0462_1474
ERR1913217.213861__1.213861	39492__A0A174ZL16__EUBSIR_01269
ERR1913217.214410__1.214410	823__A0A173RD26__B5F32_03910
ERR1913217.214380__1.214380	1680__A7A7Z9__AAX71_05385
ERR1913217.214845__1.214845	1550024__A0A0W7TN61__ASJ35_14460
ERR1913217.214893__1.214893	1550024__A0A0D8J3J4__TQ39_01275
ERR1913217.214928__1.214928	1262911__R6H2J2__BN557_01228
ERR1913217.215018__1.215018	246787__R6LGB3__BcellWH2_02361
ERR1913217.215048__1.215048	97478__A0A0R1P178__FC47_GL001867
ERR1913217.215054__1.215054	820__A0A139K2N9__DXB62_12420
ERR1913217.215191__1.215191	301301__G2SX25__dapF_1
ERR1913217.215346__1.215346	1628085__A0A1C6HK19__C7386_11819
ERR1913217.215623__1.215623	1263006__R6LLQ1__BN515_01046
ERR1913217.215689__1.215689	823__A0A174VBJ5__M091_5021
ERR1913217.215649__1.215649	1624__A0A385XMD2__BUE87_00105
ERR1913217.215811__1.215811	158787__A0A087DGI4__BBSC_2059
ERR1913217.215840__1.215840	671232__X8H547__CYK11_09175
ERR1913217.215850__1.215850	239935__A0A2N8ILG3__CXT93_10135
ERR1913217.215911__1.215911	239935__A0A139TT05__CXU09_03335
ERR1913217.215918__1.215918	301301__A0A395VFD3__ERS852391_02492
ERR1913217.216187__1.216187	818__R6VB25__BSIG_5053
ERR1913217.216127__1.216127	820__A0A174A6K0__M093_0079
ERR1913217.216134__1.216134	1262911__R6H2J2__BN557_01228
ERR1913217.216153__1.216153	357276__D1JY58__BACDOR_04277
ERR1913217.216255__1.216255	1263006__R6LZ17__BN515_01569
ERR1913217.216406__1.216406	165179__A0A3E5AGH1__DXB80_05820
ERR1913217.216501__1.216501	1263006__R6MR77__BN515_00434
ERR1913217.216594__1.216594	1262882__R5MJM8__BN519_01064
ERR1913217.216723__1.216723	357276__I9QWD4__DXD47_15075
ERR1913217.216904__1.216904	820__A0A3E4W9W8__C801_01069
ERR1913217.216941__1.216941	820__A7V8C2__ERS852554_01338
ERR1913217.217105__1.217105	301301__A0A395VA49__RHOM_13895
ERR1913217.217056__1.217056	39492__D4JX34__ERS852540_00411
ERR1913217.217104__1.217104	820__A7V859__ERS852462_00341
ERR1913217.217221__1.217221	1099853__R7DH49__NSB1T_05240
ERR1913217.217309__1.217309	151534__GeneID:920236
ERR1913217.217440__1.217440	301301__A0A395VEZ0__mcp4_1
ERR1913217.217524__1.217524	1263006__R6LTR6__BN515_01217
ERR1913217.217702__1.217702	116085__D4J547__DW747_07130
ERR1913217.217747__1.217747	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913217.217851__1.217851	1262992__R5DA07__BN795_01576
ERR1913217.217887__1.217887	116085__D4JC63__DW747_00205
ERR1913217.218125__1.218125	39488__A0A374NH47__DXD91_11555
ERR1913217.218186__1.218186	1680__A0A374QDL4__LMG18897_0432
ERR1913217.218163__1.218163	820__A0A3E4VZT7__DXB48_16145
ERR1913217.218246__1.218246	239935__A0A2N8HH03__CXU09_08875
ERR1913217.218456__1.218456	239935__A0A2N8IXN0__CXT95_01765
ERR1913217.218539__1.218539	1550024__A0A3B9WIB6__TQ39_08435
ERR1913217.218668__1.218668	239935__A0A2N8HZW2__A4V05_11120
ERR1913217.218695__1.218695	821__A0A3E4WAR6__DXD64_10735
ERR1913217.218696__1.218696	1263006__R6LPZ5__BN515_02090
ERR1913217.218876__1.218876	357276__A0A076IRV2__BACDOR_02822
ERR1913217.218885__1.218885	1263006__R6LKA3__BN515_00205
ERR1913217.218981__1.218981	1263006__R6LM98__BN515_00610
ERR1913217.219251__1.219251	357276__C3RDQ5__HMPREF1065_03827
ERR1913217.219267__1.219267	630129__A0A087B617__BKAS_1320
ERR1913217.219298__1.219298	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913217.219407__1.219407	239935__B2UNC5__B5G29_07685
ERR1913217.219467__1.219467	820__A0A374Q854__HMPREF1073_03281
ERR1913217.219579__1.219579	357276__B6W5Q9__HMPREF1063_03125
ERR1913217.219594__1.219594	97478__A0A0D4CN06__SAMN05216430_11330
ERR1913217.219740__1.219740	1681__A0A1V8R046__AYW85_06770
ERR1913217.219983__1.219983	1160721__R6TAA3__BHW50_03385
ERR1913217.220158__1.220158	239935__A0A2N8I1R3__CXU05_06075
ERR1913217.220274__1.220274	239935__A0A139TMG9__CXU07_10650
ERR1913217.220465__1.220465	823__A0A073I748__M096_3057
ERR1913217.220487__1.220487	1262911__R6GMH5__BN557_00511
ERR1913217.220828__1.220828	40518__R5E4V5__RBL263_01242
ERR1913217.220960__1.220960	1262911__R6GZX7__BN557_00838
ERR1913217.221019__1.221019	1099853__U5CA60__NSB1T_01535
ERR1913217.220992__1.220992	1550024__A0A3B9WEL2__TQ39_11090
ERR1913217.221041__1.221041	1680__A0A174BEE7__BSTER_1311
ERR1913217.221179__1.221179	410072__A0A173XQG6__ERS852574_01620
ERR1913217.221100__1.221100	1263000__R5EVY6__BN466_01709
ERR1913217.221590__1.221590	1263006__R6LWF1__BN515_02111
ERR1913217.221597__1.221597	552398__F4XCR9__HMPREF0866_01636
ERR1913217.221779__1.221779	246787__R6LCL3__AA416_03522
ERR1913217.221933__1.221933	1160721__W0U611__BHW50_08625
ERR1913217.221964__1.221964	74426__purL
ERR1913217.222551__1.222551	69974__A0A090FEL8__MPL3365_630008
ERR1913217.222665__1.222665	1550024__G9RTW4__TQ39_08265
ERR1913217.222850__1.222850	820__A0A174CG08__DXB62_13215
ERR1913217.222979__1.222979	301301__A0A395V7C8__RHOM_02390
ERR1913217.223015__1.223015	552398__F4XCQ4__HMPREF0866_01621
ERR1913217.223017__1.223017	40518__R5E4X1__DXD93_05270
ERR1913217.223224__1.223224	1550024__G9RTE9__ASJ35_09555
ERR1913217.223387__1.223387	357276__I9R994__BACDOR_04044
ERR1913217.223523__1.223523	158787__A0A087D7I9__BSCA_2186
ERR1913217.223780__1.223780	1263006__R6MNM1__BN515_01575
ERR1913217.223814__1.223814	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913217.223873__1.223873	1628085__A0A3E2XRQ2__C7386_10552
ERR1913217.223981__1.223981	239935__A0A2N8HHB6__B5G29_11500
ERR1913217.224017__1.224017	1624__A0A385XP25__HMPREF9269_0593
ERR1913217.224099__1.224099	1262911__R6H0U7__BN557_01104
ERR1913217.224173__1.224173	1263000__R5EXT3__BN466_02213
ERR1913217.224175__1.224175	239935__A0A2N8I694__CXU04_06245
ERR1913217.224504__1.224504	1550024__G9RWR2__TQ39_04385
ERR1913217.224587__1.224587	1262911__R6H2J2__BN557_01228
ERR1913217.224737__1.224737	471189__GCA_003340385.1_00105
ERR1913217.224810__1.224810	239935__A0A2N8IEP3__CXT84_03735
ERR1913217.224920__1.224920	1681__A0A0H3EBV5__B217_06972
ERR1913217.224936__1.224936	820__A0A174LIN6__HMPREF1072_03144
ERR1913217.225008__1.225008	552398__F4XCR9__HMPREF0866_01636
ERR1913217.224954__1.224954	1624__A0A385XPF6__DXC22_01600
ERR1913217.225311__1.225311	1262882__R5MLP5__BN519_01602
ERR1913217.225283__1.225283	1680__A0A0C2VBJ4__birA
ERR1913217.225297__1.225297	820__A0A1T4IYF4__mprA_1
ERR1913217.225511__1.225511	100884__E7GDV4__DXB30_09300
ERR1913217.225796__1.225796	820__A0A374MMF0__HMPREF1073_03811
ERR1913217.225816__1.225816	820__A0A139KG60__M094_2679
ERR1913217.225820__1.225820	820__A0A174Q0F0__DXB48_08080
ERR1913217.225860__1.225860	1318__K8MWD6__CYK20_04200
ERR1913217.225998__1.225998	1596__D1YKH9__CK796_06320
ERR1913217.226013__1.226013	357276__I9QDB8__B5F95_08105
ERR1913217.226142__1.226142	40520__R7D6X4__addA
ERR1913217.226269__1.226269	39492__D4JT75__EUBSIR_01776
ERR1913217.226620__1.226620	1472761__GCA_002159295.1_00744
ERR1913217.226646__1.226646	357276__A0A076J8D4__HMPREF1064_00553
ERR1913217.226767__1.226767	357276__D1K3K9__EL88_23995
ERR1913217.226818__1.226818	239935__A0A2N8HMQ8__pgsA
ERR1913217.226952__1.226952	40518__R5E328__DXD86_08885
ERR1913217.226977__1.226977	820__A0A139K5E7__DXC68_09550
ERR1913217.227015__1.227015	820__A0A3E4WCX3__C801_02709
ERR1913217.227094__1.227094	357276__A0A076IS73__GV66_00410
ERR1913217.227272__1.227272	820__A0A396EUU8__luxQ_3
ERR1913217.227339__1.227339	40518__R5DPI9__DXD83_07375
ERR1913217.227286__1.227286	1262882__R5MFK5__BN519_00378
ERR1913217.227447__1.227447	40518__R5DVL2__penA
ERR1913217.227545__1.227545	1624__A0A385XN09__B6U44_01760
ERR1913217.227548__1.227548	1358__S6FJW9__LMG8526_0816
ERR1913217.227563__1.227563	214856__R6YD52__ERS852447_02171
ERR1913217.227835__1.227835	1262911__R6H1D2__BN557_00855
ERR1913217.227912__1.227912	357276__B6VW91__BACDOR_01584
ERR1913217.228055__1.228055	1624__A0A385XNU7__DBP87_01330
ERR1913217.228462__1.228462	1262911__R6H212__BN557_01031
ERR1913217.228477__1.228477	853__C7H7F5__DWZ46_01780
ERR1913217.228540__1.228540	1262882__R5MIY9__BN519_01097
ERR1913217.228484__1.228484	394340__argS
ERR1913217.228652__1.228652	1263006__R6MPG9__BN515_01866
ERR1913217.228680__1.228680	820__A7VAS1__HMPREF2141_03259
ERR1913217.228835__1.228835	1262911__R6GTG0__BN557_01247
ERR1913217.229012__1.229012	1262911__R6GSH8__BN557_00939
ERR1913217.229122__1.229122	158787__A0A087DBK3__BBSC_0336
ERR1913217.229188__1.229188	301301__A0A395VA18__RHOM_11700
ERR1913217.229166__1.229166	820__A0A3E4PYB0__yejM
ERR1913217.229240__1.229240	823__A6LBY1__ERS852380_00510
ERR1913217.229265__1.229265	1624__A0A1V9TQ30__B6U62_06230
ERR1913217.229303__1.229303	357276__A0A0M1VZP2__IY41_00605
ERR1913217.229440__1.229440	239935__A0A2N8IMD6__CXU03_05585
ERR1913217.229539__1.229539	1262911__R6HG22__BN557_01336
ERR1913217.229542__1.229542	853__A0A3E2U7E6__ERS852582_01640
ERR1913217.229575__1.229575	357276__B6W1Y5__IY41_11405
ERR1913217.229588__1.229588	1550024__A0A0W7TQU7__TQ39_10940
ERR1913217.229652__1.229652	46503__R6XCJ0__PARMER_01847
ERR1913217.229803__1.229803	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913217.229869__1.229869	239935__R6JAS2__CXU02_10725
ERR1913217.229927__1.229927	1680__R5GSL8__DXD60_03315
ERR1913217.230076__1.230076	2173__A0A1D2WRA5__METSMIALI_00279
ERR1913217.230150__1.230150	1263000__R5EDV4__BN466_01097
ERR1913217.230154__1.230154	1680__A7A7Z9__AAX71_05385
ERR1913217.230382__1.230382	357276__A0A0M1W9N4__GV66_05135
ERR1913217.230430__1.230430	40518__R5DTJ1__DXD86_03635
ERR1913217.230509__1.230509	74426__rpoB
ERR1913217.230615__1.230615	239935__A0A139TPG3__CXT86_08810
ERR1913217.230704__1.230704	1550024__G9RTW5__TQ39_08270
ERR1913217.230807__1.230807	1681__A0A292FUY6__DD684_00535
ERR1913217.231233__1.231233	1263006__R6LYW4__BN515_01529
ERR1913217.231790__1.231790	301301__G2T5V7__RHOM_15795
ERR1913217.231842__1.231842	239935__R6JAS2__CXU02_10725
ERR1913217.232056__1.232056	1262924__R7HQD9__BN585_00129
ERR1913217.232164__1.232164	1263006__R6LK25__BN515_01963
ERR1913217.232248__1.232248	820__A0A174M9V5__M093_0237
ERR1913217.232355__1.232355	820__A7V470__HMPREF1072_02076
ERR1913217.232374__1.232374	820__A0A173YYG4__evgS_3
ERR1913217.232484__1.232484	39488__A0A173RU01__EUBHAL_00881
ERR1913217.232548__1.232548	357276__C3RDQ5__HMPREF1065_03827
ERR1913217.232627__1.232627	1680__A0A374QDL4__LMG18897_0432
ERR1913217.232648__1.232648	301301__A0A395V9P9__ERS852391_00747
ERR1913217.232717__1.232717	1550024__G9RT86__ASJ35_16935
ERR1913217.232840__1.232840	1680__A0A173Y6N7__yhaH
ERR1913217.232917__1.232917	28117__B0N007__BHV66_10275
ERR1913217.232976__1.232976	820__A0A173WUD7__DXB48_08055
ERR1913217.233069__1.233069	357276__B6W1Y1__BSEG_03960
ERR1913217.233170__1.233170	239935__A0A2N8IMC9__CXU09_02095
ERR1913217.233752__1.233752	1262911__R6GSH8__BN557_00939
ERR1913217.233725__1.233725	357276__I9R4T1__IY41_06800
ERR1913217.233854__1.233854	1596__A0A087QCB9__BXT97_04570
ERR1913217.233881__1.233881	1624__A0A1D7TQN3__B5G14_02985
ERR1913217.233966__1.233966	301301__A0A395V9G1__RHOM_02750
ERR1913217.234136__1.234136	820__A0A139K4W5__HMPREF2141_02394
ERR1913217.234326__1.234326	1584__A0A0U5KBI0__LBCNRZ333_00265
ERR1913217.234503__1.234503	1262882__R5N0C3__BN519_00731
ERR1913217.234408__1.234408	820__A0A1Q6IDS8__chtA
ERR1913217.234548__1.234548	1363__K2PIH9__fba
ERR1913217.234602__1.234602	1550024__G9RWR2__TQ39_04385
ERR1913217.234613__1.234613	1680__A7A7Z9__AAX71_05385
ERR1913217.234709__1.234709	820__A0A374Q854__HMPREF1073_03281
ERR1913217.234875__1.234875	357276__B6VUQ5__B5F00_10940
ERR1913217.235054__1.235054	1550024__G9RYB3__TQ39_01060
ERR1913217.235148__1.235148	820__A7V092__hldE
ERR1913217.235121__1.235121	239935__A0A139TVJ4__CXT86_02020
ERR1913217.235247__1.235247	1685__D4BN91__BBRI4_12c181
ERR1913217.235263__1.235263	239935__A0A2N8IEP3__CXT84_03735
ERR1913217.235264__1.235264	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913217.235356__1.235356	1263006__R6LM98__BN515_00610
ERR1913217.235537__1.235537	357276__C3R9Y0__HMPREF1064_01889
ERR1913217.235581__1.235581	39488__A0A374NPE4__EUBHAL_00845
ERR1913217.235616__1.235616	357276__A0A076IIL0__EL88_03065
ERR1913217.235900__1.235900	1262911__R6GTZ0__BN557_01437
ERR1913217.235908__1.235908	301301__A0A395VG30__RHOM_05975
ERR1913217.236033__1.236033	820__A7V9F9__B5G17_14640
ERR1913217.236034__1.236034	853__A0A174C5M1__CGS58_04460
ERR1913217.236196__1.236196	820__A0A3E4IGA7__DXD40_07110
ERR1913217.236513__1.236513	1099853__U5CLE4__NSB1T_06555
ERR1913217.236734__1.236734	823__A0A174VHT1__DHP27_04775
ERR1913217.236801__1.236801	820__A0A374Q351__DXD40_05850
ERR1913217.236803__1.236803	1262911__R6GS52__BN557_00834
ERR1913217.237245__1.237245	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913217.237204__1.237204	1596__A0A133P8M9__CYJ86_08645
ERR1913217.237206__1.237206	357276__A0A076J8D4__HMPREF1064_00553
ERR1913217.237314__1.237314	100886__E2NQB7__ERS852383_05743
ERR1913217.237362__1.237362	357276__A0A076IRX4__ABI39_13585
ERR1913217.237528__1.237528	301301__G2T1N2__ERS852391_00344
ERR1913217.237611__1.237611	820__A0A139K4T0__ERS852510_03146
ERR1913217.237776__1.237776	28118__F9Z667__NCTC10826_00403
ERR1913217.237818__1.237818	39485__A0A174ZA72__glgB_1
ERR1913217.237887__1.237887	1262882__A0A356PSJ4__BN519_01180
ERR1913217.237925__1.237925	552398__F4XCR9__HMPREF0866_01636
ERR1913217.238137__1.238137	1262882__R5MXW0__BN519_00317
ERR1913217.238198__1.238198	216816__B7GPH6__DXC74_08225
ERR1913217.238269__1.238269	671232__U2ZHU9__recF
ERR1913217.238568__1.238568	1624__A0A1V9TK42__DBP89_06320
ERR1913217.238779__1.238779	301302__A0A0M6W9I4__M72_19871
ERR1913217.238864__1.238864	1262924__R7HU74__BN585_00690
ERR1913217.239027__1.239027	88431__A0A174EMW0__thiD_1
ERR1913217.239101__1.239101	1263006__R6LYS1__BN515_01485
ERR1913217.239382__1.239382	1624__A0A385XNP0__A8C54_05230
ERR1913217.239524__1.239524	1263006__R6LPZ5__BN515_02090
ERR1913217.239670__1.239670	354260__GeneID:1260673
ERR1913217.239880__1.239880	1263006__R6LXG0__BN515_01067
ERR1913217.239940__1.239940	1550024__G9RTA6__TQ39_10970
ERR1913217.240042__1.240042	69974__A0A090FEL8__MPL3365_630008
ERR1913217.240222__1.240222	1262882__R5MSX6__BN519_01697
ERR1913217.240280__1.240280	357276__A0A076IS26__EL88_15950
ERR1913217.240351__1.240351	1262911__R6GPM2__BN557_00937
ERR1913217.240300__1.240300	1263006__R6LLP6__BN515_01041
ERR1913217.240536__1.240536	712124__F9EEZ7__HMPREF9062_1019
ERR1913217.240728__1.240728	239935__A0A2N8HT44__CXT84_11035
ERR1913217.240749__1.240749	1263000__R5EXT3__BN466_02213
ERR1913217.240834__1.240834	39488__A0A173U8N3__yhbU_1
ERR1913217.240900__1.240900	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.240981__1.240981	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913217.241096__1.241096	1624__A0A385XNZ4__B6U53_05125
ERR1913217.241287__1.241287	301302__R5VF67__M72_01841
ERR1913217.241489__1.241489	239935__A0A2N8INK7__Amuc_0521
ERR1913217.241554__1.241554	1680__A0A374QDL4__LMG18897_0432
ERR1913217.241672__1.241672	301301__G2SZJ7__RHOM_00620
ERR1913217.241689__1.241689	301302__A0A173T1J1__M72_18951
ERR1913217.241827__1.241827	239935__A0A2N8IF99__lpdA
ERR1913217.241964__1.241964	1262882__R5MPY4__BN519_01128
ERR1913217.242011__1.242011	357276__A0A076IN21__BSEG_03078
ERR1913217.242142__1.242142	671232__E6IZ67__ANG1_1241
ERR1913217.242160__1.242160	357276__A0A076IYE6__IY41_04275
ERR1913217.242261__1.242261	821__A0A3E4WAR6__DXD64_10735
ERR1913217.242282__1.242282	239935__A0A2N8IU45__DEF40_02365
ERR1913217.242288__1.242288	357276__A0A0M1W9N4__GV66_05135
ERR1913217.242620__1.242620	1262911__R6H212__BN557_01031
ERR1913217.242662__1.242662	357276__D1JY58__BACDOR_04277
ERR1913217.242733__1.242733	1624__A0A0F7PQX2__A8C38_02390
ERR1913217.242942__1.242942	544580__F2UWU9__BKH18_10855
ERR1913217.243085__1.243085	1547597__A0A0C3ME36__DMB45_11075
ERR1913217.243572__1.243572	1550024__A0A0W7TR84__TQ39_05305
ERR1913217.244045__1.244045	1550024__A0A0D8IZK5__TQ39_07980
ERR1913217.243998__1.243998	1262992__R5DDW9__BN795_00572
ERR1913217.244084__1.244084	1550024__G9RVD5__ASJ35_04350
ERR1913217.244114__1.244114	1263006__R6LRR0__BN515_00627
ERR1913217.244250__1.244250	357276__A0A076J8D4__HMPREF1064_00553
ERR1913217.244449__1.244449	1680__A0A174BEE7__BSTER_1311
ERR1913217.244705__1.244705	671232__F9P6A4__HMPREF0813_01696
ERR1913217.244919__1.244919	1318__E8K6L0__NCTC12854_01784
ERR1913217.245043__1.245043	239935__A0A2N8HUU6__CXT90_06150
ERR1913217.245072__1.245072	239935__R6K0V8__CXT94_02055
ERR1913217.245104__1.245104	1680__A0A087DLC6__C8077_00815
ERR1913217.245133__1.245133	1550024__A0A0D8J3J4__TQ39_01275
ERR1913217.245207__1.245207	39486__G1WVT6__DXD50_09980
ERR1913217.245245__1.245245	1550024__A0A3B9WJ68__TQ39_07150
ERR1913217.245257__1.245257	301301__A0A395V8C2__rhaR_3
ERR1913217.245426__1.245426	1550024__A0A3B9WI04__ASJ35_06105
ERR1913217.245596__1.245596	239935__A0A2N8HT68__ADH72_00510
ERR1913217.245684__1.245684	823__A0A395YVY3__ERS852513_03204
ERR1913217.245865__1.245865	1686__B6XTQ5__B5782_1168
ERR1913217.245883__1.245883	1624__A0A385XKF5__CYR84_01970
ERR1913217.245916__1.245916	1263006__R6M0N6__BN515_00209
ERR1913217.245980__1.245980	301301__A0A395V4X8__ERS852391_01546
ERR1913217.246229__1.246229	74426__yccM
ERR1913217.246250__1.246250	1735__B7CE12__EUBIFOR_02447
ERR1913217.246339__1.246339	100886__A0A174HSW5__supH
ERR1913217.246363__1.246363	823__A0A355XNV2__DXB14_15920
ERR1913217.246365__1.246365	1550024__G9RPH0__TQ39_05505
ERR1913217.246542__1.246542	40518__R5E1J2__DXD93_04070
