ERR1913143.22__1.22	40518__R5DP61__DXD86_06345
ERR1913143.152905__1.152905	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.152920__1.152920	818__R6VB25__BSIG_5053
ERR1913143.153086__1.153086	1262882__R5MSI7__BN519_01601
ERR1913143.153104__1.153104	357276__B6VUQ5__B5F00_10940
ERR1913143.153256__1.153256	818__A0A139KKJ5__Btheta7330_00072
ERR1913143.153315__1.153315	1263044__GCA_000433375.1_01145
ERR1913143.153445__1.153445	2292284__A0A374V8M3__DXC10_12345
ERR1913143.153479__1.153479	40518__R5DS37__DXD93_01965
ERR1913143.153655__1.153655	818__Q8A3I3__HMPREF2534_00068
ERR1913143.154202__1.154202	820__A0A3E4VZY4__ERS852554_01211
ERR1913143.154231__1.154231	357276__I8VQA2__HMPREF1065_04183
ERR1913143.154252__1.154252	1501391__GCA_000786575.1_00027
ERR1913143.154310__1.154310	239935__R7DVW2__CXU02_03915
ERR1913143.154374__1.154374	322505__group_105
ERR1913143.154325__1.154325	239935__R7E524__CXT91_06180
ERR1913143.154347__1.154347	46506__A0A108TBL0__BACSTE_01998
ERR1913143.154397__1.154397	154046__A0A174LWC9__DWX31_17505
ERR1913143.154425__1.154425	820__A0A139KHX1__HMPREF2141_00289
ERR1913143.154575__1.154575	820__A0A3E4VXP2__yesR
ERR1913143.154631__1.154631	54005__E4KY11__HMPREF9286_1419
ERR1913143.154597__1.154597	40518__R5DUU8__DXD86_08440
ERR1913143.154607__1.154607	1501391__GCA_000786575.1_00032
ERR1913143.154813__1.154813	820__A0A174A6K0__M093_0079
ERR1913143.154830__1.154830	1262882__R5MGX3__BN519_00046
ERR1913143.154987__1.154987	357276__A0A076IP73__BACDOR_04237
ERR1913143.155003__1.155003	239935__A0A2N8IMC3__CXT96_03840
ERR1913143.155252__1.155252	47678__A5ZG68__ERS852494_02968
ERR1913143.155265__1.155265	33039__R6P284__spoIIIE
ERR1913143.155266__1.155266	552398__F4XCR9__HMPREF0866_01636
ERR1913143.155340__1.155340	1981510__A0A2K9P2Z7__B9O19_01439
ERR1913143.155341__1.155341	239935__A0A2N8I5A2__DEF40_08455
ERR1913143.155325__1.155325	818__R6VB25__BSIG_5053
ERR1913143.155614__1.155614	820__A7UYX8__DXD40_11635
ERR1913143.155934__1.155934	1235835__R9LCU2__C814_02677
ERR1913143.155917__1.155917	1501391__GCA_000786575.1_00124
ERR1913143.155999__1.155999	47678__R5UPZ8__ERS852494_01752
ERR1913143.156672__1.156672	1501391__GCA_000786575.1_00082
ERR1913143.156812__1.156812	328814__GCA_004558275.1_01621
ERR1913143.157036__1.157036	1501391__GCA_000786575.1_00072
ERR1913143.157223__1.157223	1262882__R5MH81__BN519_00748
ERR1913143.157249__1.157249	1550024__G9RX78__TQ39_04855
ERR1913143.157267__1.157267	239935__A0A139TPG3__CXT86_08810
ERR1913143.157334__1.157334	46506__B0NQN6__AA415_00632
ERR1913143.157477__1.157477	239935__A0A2N8IF99__lpdA
ERR1913143.157497__1.157497	33039__A0A173VTT4__frdB_1
ERR1913143.157784__1.157784	820__A0A3E4RUC4__DHU98_02635
ERR1913143.157860__1.157860	47678__A5ZHJ2__DXB67_12405
ERR1913143.157920__1.157920	46506__R6AA48__SAMN05444283_105100
ERR1913143.158134__1.158134	1501391__GCA_000786575.1_00085
ERR1913143.158450__1.158450	239935__R6J776__CXU07_02355
ERR1913143.158608__1.158608	357276__B6W1Y5__IY41_11405
ERR1913143.158788__1.158788	165179__A0A3E5E643__DXB80_06030
ERR1913143.158872__1.158872	1263006__R6LN71__BN515_01528
ERR1913143.159138__1.159138	46503__K5ZAK9__NCTC13052_03308
ERR1913143.159240__1.159240	47678__R5UA23__C5Z00_15610
ERR1913143.159343__1.159343	1262882__R5N526__BN519_01603
ERR1913143.159640__1.159640	1681__E3EQA8__LMG11582_0199
ERR1913143.159668__1.159668	1262992__R5DC96__BN795_01524
ERR1913143.159823__1.159823	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.159839__1.159839	239935__A0A2N8HHY4__DEF40_10850
ERR1913143.159877__1.159877	1160721__W0U4F5__RBI_I00626
ERR1913143.159985__1.159985	820__R9I2U8__DXC68_09590
ERR1913143.160175__1.160175	818__A0A3E5HGB5__ERS852511_02145
ERR1913143.160252__1.160252	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.160274__1.160274	371601__A0A139LNM6__BN891_32770
ERR1913143.160496__1.160496	1263000__R5EF60__BN466_01316
ERR1913143.160530__1.160530	239935__R7E524__CXT91_06180
ERR1913143.160542__1.160542	39488__A0A173RXS4__ribF
ERR1913143.160677__1.160677	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.160714__1.160714	239935__B2UPZ6__CXU03_03800
ERR1913143.160729__1.160729	1262882__R5N3H1__BN519_01121
ERR1913143.160657__1.160657	1263000__R5ESM1__BN466_01440
ERR1913143.160767__1.160767	239935__R6JWJ7__CXT94_02580
ERR1913143.160829__1.160829	820__A0A139JRS5__HMPREF1073_04025
ERR1913143.161007__1.161007	328814__GCA_004558275.1_00998
ERR1913143.161150__1.161150	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913143.161159__1.161159	1501391__GCA_000786575.1_00081
ERR1913143.161481__1.161481	239935__A0A139TSG7__CXU17_09600
ERR1913143.161504__1.161504	239935__A0A139TVJ4__CXT86_02020
ERR1913143.161677__1.161677	820__A0A139KJR5__M093_4469
ERR1913143.161827__1.161827	820__I9A4U7__DHU98_12785
ERR1913143.161839__1.161839	328814__GCA_004558275.1_00072
ERR1913143.162137__1.162137	39491__A0A396FJA4__DXB99_05435
ERR1913143.162241__1.162241	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913143.162199__1.162199	40520__R7D3V1__RUMOBE_00518
ERR1913143.162479__1.162479	1262882__R5MND9__BN519_00831
ERR1913143.162500__1.162500	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913143.162604__1.162604	820__A0A174GYA8__DXB64_07370
ERR1913143.162562__1.162562	357276__I9QDB8__B5F95_08105
ERR1913143.162738__1.162738	106588__A6P303__BACCAP_04887
ERR1913143.162878__1.162878	820__A0A396EUU8__luxQ_3
ERR1913143.163075__1.163075	33039__R6PZ42__mprA_2
ERR1913143.163261__1.163261	1501391__GCA_000786575.1_00128
ERR1913143.163263__1.163263	1628085__A0A374VPA3__C7386_11438
ERR1913143.163728__1.163728	1550024__A0A0D8IWU5__TQ39_13940
ERR1913143.163923__1.163923	1262882__R5MHA1__BN519_00763
ERR1913143.163981__1.163981	239935__B2URG6__CXU02_00030
ERR1913143.164291__1.164291	1501391__GCA_000786575.1_00015
ERR1913143.164559__1.164559	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.164460__1.164460	820__A0A3E4WA06__ERS852554_03404
ERR1913143.165605__1.165605	1262882__R5MF43__BN519_00282
ERR1913143.165635__1.165635	820__A7VAR9__ERS852421_00197
ERR1913143.165820__1.165820	46503__R6XCJ0__PARMER_01847
ERR1913143.166034__1.166034	818__A0A174N1L6__ERS852511_02039
ERR1913143.166084__1.166084	820__A7V092__hldE
ERR1913143.166288__1.166288	818__A0A0P0FWH4__Btheta7330_05099
ERR1913143.166349__1.166349	1263000__R5EVY6__BN466_01709
ERR1913143.166443__1.166443	214856__A0A175A6T5__ERS852447_02658
ERR1913143.166547__1.166547	357276__A0A1Y4PPG2__B5F95_02305
ERR1913143.166556__1.166556	47678__A5ZJ14__ERS852494_02225
ERR1913143.166691__1.166691	214856__R6YBX3__msbA_2
ERR1913143.166755__1.166755	239935__A0A2N8HT44__CXT84_11035
ERR1913143.166799__1.166799	239935__A0A2N8IL82__CXU02_11740
ERR1913143.166917__1.166917	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.167008__1.167008	1965569__A0A1Y4NK94__B5F07_19320
ERR1913143.167169__1.167169	239935__R7DVL7__CXT93_01180
ERR1913143.167224__1.167224	1160721__R6U983__RBI_I00047
ERR1913143.167330__1.167330	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.167351__1.167351	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.167301__1.167301	239935__A0A2N8HW65__CXU09_08515
ERR1913143.167418__1.167418	1262882__R5MND9__BN519_00831
ERR1913143.167485__1.167485	1262882__R5MM96__BN519_01545
ERR1913143.167654__1.167654	357276__B6VW91__BACDOR_01584
ERR1913143.167768__1.167768	1262882__R5MKU7__BN519_01276
ERR1913143.167843__1.167843	239935__B2UNC5__B5G29_07685
ERR1913143.167852__1.167852	214856__I3YPI7__pepD_1
ERR1913143.167918__1.167918	820__A7V8C2__ERS852554_01338
ERR1913143.167954__1.167954	1848158__A0A1E3C344__A7W90_15845
ERR1913143.168003__1.168003	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.168032__1.168032	820__A7UYX8__DXD40_11635
ERR1913143.168041__1.168041	74426__sufB
ERR1913143.168205__1.168205	239935__R6IZT7__CXU18_11710
ERR1913143.168366__1.168366	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.168622__1.168622	47678__A5ZEA3__ERS852558_00257
ERR1913143.168628__1.168628	1501391__GCA_000786575.1_00068
ERR1913143.168636__1.168636	239935__R7DVL7__CXT93_01180
ERR1913143.168922__1.168922	820__R9I2U8__DXC68_09590
ERR1913143.169494__1.169494	1263107__GCA_000436995.1_00102
ERR1913143.169529__1.169529	46506__B0NM94__HMPREF1181_03250
ERR1913143.169539__1.169539	1550024__G9RX78__TQ39_04855
ERR1913143.169782__1.169782	328814__GCA_004558275.1_00999
ERR1913143.169850__1.169850	239935__A0A2N8HB50__CXU17_02615
ERR1913143.169958__1.169958	1262882__R5MT08__BN519_01706
ERR1913143.170029__1.170029	338188__R6RPM1__BACFIN_05401
ERR1913143.170123__1.170123	328813__A0A1Y3QYI2__B5G41_07050
ERR1913143.170138__1.170138	1501391__GCA_000786575.1_00085
ERR1913143.170199__1.170199	1550024__G9RNN4__ASJ35_08335
ERR1913143.170152__1.170152	1262882__R5MRS7__BN519_01490
ERR1913143.170484__1.170484	1263000__R5EH44__BN466_01492
ERR1913143.170537__1.170537	239935__A0A2N8INK7__Amuc_0521
ERR1913143.170669__1.170669	1150298__R7JSS6__ERS852535_01362
ERR1913143.170690__1.170690	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.170786__1.170786	1501391__GCA_000786575.1_00047
ERR1913143.170893__1.170893	1897011__A0A1Q6RG48__BHW41_02345
ERR1913143.170854__1.170854	1501391__GCA_000786575.1_00052
ERR1913143.170938__1.170938	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.170969__1.170969	239935__R7E524__CXT91_06180
ERR1913143.171186__1.171186	371601__I9UUB0__SAMN04487924_11836
ERR1913143.171203__1.171203	820__A0A139K5E7__DXC68_09550
ERR1913143.171338__1.171338	820__A0A3E4IGA7__DXD40_07110
ERR1913143.171375__1.171375	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913143.171377__1.171377	28052__A0A174MGP2__lyc_2
ERR1913143.171423__1.171423	1550024__G9RWE3__TQ39_04170
ERR1913143.171581__1.171581	239935__A0A2N8ITX2__CXT86_11265
ERR1913143.171592__1.171592	1262882__R5MLE6__BN519_01423
ERR1913143.171632__1.171632	357276__U6R8F9__DXD47_04035
ERR1913143.171941__1.171941	357276__U6R8F9__DXD47_04035
ERR1913143.171959__1.171959	820__A0A174QT76__B5G17_18060
ERR1913143.172350__1.172350	239935__A0A139TMY7__CXU13_02020
ERR1913143.172567__1.172567	1262882__R5MEN2__BN519_00200
ERR1913143.172662__1.172662	1550024__A0A0D8IYB1__TQ39_12130
ERR1913143.172761__1.172761	1262911__R6GKW2__BN557_01379
ERR1913143.172781__1.172781	239935__A0A2N8IV82__CXT99_06735
ERR1913143.172941__1.172941	1501391__GCA_000786575.1_00084
ERR1913143.172989__1.172989	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913143.173356__1.173356	820__A7UYX8__DXD40_11635
ERR1913143.173438__1.173438	47678__R5UPZ8__ERS852494_01752
ERR1913143.173752__1.173752	357276__A0A076IS73__GV66_00410
ERR1913143.174014__1.174014	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.174192__1.174192	46506__B0NQN6__AA415_00632
ERR1913143.174237__1.174237	239935__A0A2N8HQY4__CXT99_03170
ERR1913143.174342__1.174342	239935__A0A2N8HAQ1__DEF40_05290
ERR1913143.174355__1.174355	1262882__R5MPL0__BN519_01038
ERR1913143.174460__1.174460	1262882__R5N1T9__BN519_00804
ERR1913143.174514__1.174514	328813__A0A1Y3QQH7__B5G41_13925
ERR1913143.174534__1.174534	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.174582__1.174582	239935__A0A2N8HT18__CXT93_06135
ERR1913143.174594__1.174594	116085__D4JC63__DW747_00205
ERR1913143.174657__1.174657	1263000__R5EUG9__BN466_01476
ERR1913143.174850__1.174850	1263000__R5EMC1__BN466_00539
ERR1913143.175160__1.175160	239935__R6JAS2__CXU02_10725
ERR1913143.175297__1.175297	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913143.175264__1.175264	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.175435__1.175435	1501391__GCA_000786575.1_00150
ERR1913143.175407__1.175407	820__A0A139K5E7__DXC68_09550
ERR1913143.175495__1.175495	1262911__R6GZ01__BN557_00641
ERR1913143.175618__1.175618	1262882__R5MT42__BN519_01729
ERR1913143.175668__1.175668	357276__B6W1Y1__BSEG_03960
ERR1913143.175983__1.175983	818__A0A139JVX2__ERS852557_01101
ERR1913143.176054__1.176054	328814__GCA_004558275.1_00986
ERR1913143.176198__1.176198	239935__R7DVL7__CXT93_01180
ERR1913143.176161__1.176161	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.176222__1.176222	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913143.176283__1.176283	357276__B6VT86__IY41_22515
ERR1913143.176456__1.176456	39491__A0A396FMF1__EUR_28700
ERR1913143.176498__1.176498	1501391__GCA_000786575.1_00016
ERR1913143.176568__1.176568	239935__B2URG9__CXU00_11290
ERR1913143.176624__1.176624	39492__D4JQU6__ERS852540_02194
ERR1913143.176740__1.176740	239935__A0A2N8IUW6__Amuc_1525
ERR1913143.176752__1.176752	410072__C0BBL7__ERS852389_00531
ERR1913143.176813__1.176813	410072__C0BAQ2__ERS852574_01938
ERR1913143.176797__1.176797	1262882__R5N1T9__BN519_00804
ERR1913143.177140__1.177140	820__A0A3E4WCC2__lptB_1
ERR1913143.177184__1.177184	1550024__A0A0W7TUB9__TQ39_04420
ERR1913143.177222__1.177222	239935__A0A139TPD4__CXT86_06450
ERR1913143.177283__1.177283	47678__A5ZG68__ERS852494_02968
ERR1913143.177544__1.177544	88431__A0A3D0F0E5__ERS852526_03216
ERR1913143.177557__1.177557	239935__R6JAS2__CXU02_10725
ERR1913143.177925__1.177925	1501391__GCA_000786575.1_00087
ERR1913143.178105__1.178105	1262882__R5MIQ8__BN519_01036
ERR1913143.178203__1.178203	357276__B6W5Q7__DXD47_13945
ERR1913143.178314__1.178314	1550024__A0A0W7TNX6__ASJ35_13710
ERR1913143.178334__1.178334	116085__D4J6W1__DW747_08460
ERR1913143.178530__1.178530	820__A0A174QT76__B5G17_18060
ERR1913143.178613__1.178613	239935__A0A2N8I6R6__CXU04_04335
ERR1913143.178775__1.178775	239935__R7E524__CXT91_06180
ERR1913143.179047__1.179047	239935__A0A2N8HSC0__CXU06_05505
ERR1913143.179155__1.179155	39496__A5Z5I2__EUBVEN_00963
ERR1913143.179322__1.179322	823__A0A355XF06__B5F32_11480
ERR1913143.179385__1.179385	239935__A0A2N8IF99__lpdA
ERR1913143.179459__1.179459	1681__A0A0H2P5X3__DXD53_01205
ERR1913143.179408__1.179408	1262746__R5SS80__BN750_02125
ERR1913143.179573__1.179573	820__A0A3E4W9D9__B5G17_12400
ERR1913143.179592__1.179592	360807__C0FRV5__ROSEINA2194_01466
ERR1913143.179666__1.179666	853__A0A173XRA8__CGS56_09290
ERR1913143.180221__1.180221	40518__R5DS37__DXD93_01965
ERR1913143.180294__1.180294	47678__R5UAY9__DW706_07200
ERR1913143.180374__1.180374	239935__R6K0V8__CXT94_02055
ERR1913143.180529__1.180529	328814__GCA_004558275.1_01620
ERR1913143.180531__1.180531	820__A0A174M9V5__M093_0237
ERR1913143.180582__1.180582	239935__A0A139TQT9__Amuc_1197
ERR1913143.180684__1.180684	818__A0A174LEN9__BJP75_006595
ERR1913143.180740__1.180740	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.180908__1.180908	1550024__A0A0D8IZK5__TQ39_07980
ERR1913143.181121__1.181121	239935__A0A2N8INZ4__CXU08_03560
ERR1913143.181295__1.181295	1203556__S3ABK0__HMPREF1478_00331
ERR1913143.181381__1.181381	338188__R6RSY7__ERS852397_02418
ERR1913143.181723__1.181723	1501391__GCA_000786575.1_00063
ERR1913143.181727__1.181727	820__A0A139K5E7__DXC68_09550
ERR1913143.181800__1.181800	818__A0A0P0F004__SAMN02910322_02925
ERR1913143.181813__1.181813	1501391__GCA_000786575.1_00082
ERR1913143.181863__1.181863	820__A0A139KHX1__HMPREF2141_00289
ERR1913143.182001__1.182001	649756__L1Q987__ERS852520_02359
ERR1913143.182158__1.182158	47678__R5USS6__C5Z00_03300
ERR1913143.182257__1.182257	544580__F9PL75__BKH16_00485
ERR1913143.182432__1.182432	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.182675__1.182675	239935__A0A139TMG9__CXU07_10650
ERR1913143.182843__1.182843	1262882__R5MYX5__BN519_00333
ERR1913143.183008__1.183008	823__A6LC27__DXB14_11470
ERR1913143.183263__1.183263	820__A0A3E4W984__pssA
ERR1913143.183423__1.183423	820__A0A139KIL9__DXC68_05945
ERR1913143.183513__1.183513	371601__E5CE41__ERS852396_04351
ERR1913143.183629__1.183629	820__A0A3E4VZT7__DXB48_16145
ERR1913143.183741__1.183741	40518__R5E4E8__phoR_4
ERR1913143.183815__1.183815	1501391__GCA_000786575.1_00003
ERR1913143.183821__1.183821	2137880__A0A316NV06__DBY21_04265
ERR1913143.183863__1.183863	820__A0A374Q351__DXD40_05850
ERR1913143.183913__1.183913	1501391__GCA_000786575.1_00051
ERR1913143.184264__1.184264	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.184226__1.184226	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913143.184407__1.184407	820__R7E9Z4__DXC68_06065
ERR1913143.184360__1.184360	1263000__R5EKY5__BN466_02100
ERR1913143.184397__1.184397	823__A0A395YRX4__ERS852513_03444
ERR1913143.184798__1.184798	239935__A0A2N8IIB9__CXU04_01970
ERR1913143.185119__1.185119	88431__A0A174NWK4__DORLON_02346
ERR1913143.185090__1.185090	39496__A5Z5I2__EUBVEN_00963
ERR1913143.185163__1.185163	410072__A0A173S248__ERS852525_02992
ERR1913143.185175__1.185175	1263000__R5EDV4__BN466_01097
ERR1913143.185538__1.185538	239935__A0A3F3KBB8__CXU16_06755
ERR1913143.185596__1.185596	239935__B2URG6__CXU02_00030
ERR1913143.185797__1.185797	821__A0A173XDD3__DXB82_17180
ERR1913143.185970__1.185970	1262882__R5MIC9__BN519_00834
ERR1913143.186503__1.186503	1262882__R5MSX6__BN519_01697
ERR1913143.186478__1.186478	820__A0A139JV05__B5G17_18125
ERR1913143.186580__1.186580	1520815__A0A1I3RKY2__SAMN02910435_02122
ERR1913143.186597__1.186597	820__A0A173WUD7__DXB48_08055
ERR1913143.186604__1.186604	239935__A0A2N8HQR1__Amuc_0287
ERR1913143.186733__1.186733	360807__C0FVT5__RIL183_27241
ERR1913143.186749__1.186749	823__D0TCC2__HMPREF1075_01590
ERR1913143.186820__1.186820	1262882__R5MEN2__BN519_00200
ERR1913143.186895__1.186895	239935__B2UPZ6__CXU03_03800
ERR1913143.187253__1.187253	1262882__R5MFY4__BN519_00529
ERR1913143.187464__1.187464	239935__A0A2N8IMC3__CXT96_03840
ERR1913143.187703__1.187703	1501391__GCA_000786575.1_00115
ERR1913143.187744__1.187744	410072__C0BD90__rpoD
ERR1913143.187826__1.187826	1501391__GCA_000786575.1_00067
ERR1913143.187884__1.187884	116085__D4JAP5__DW747_11495
ERR1913143.187887__1.187887	1501391__GCA_000786575.1_00061
ERR1913143.187936__1.187936	1263000__R5EGY6__BN466_00973
ERR1913143.187917__1.187917	40518__R5DVL2__penA
ERR1913143.188208__1.188208	357276__A0A076J726__IY41_15030
ERR1913143.188412__1.188412	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.188445__1.188445	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913143.188516__1.188516	1263000__R5ESM1__BN466_01440
ERR1913143.188619__1.188619	371601__A0A1C7H1B8__BN890_22320
ERR1913143.188634__1.188634	820__R9HP61__DXC91_01090
ERR1913143.188645__1.188645	1262882__R5ML49__BN519_01361
ERR1913143.188681__1.188681	1263000__R5EMU9__BN466_00667
ERR1913143.188703__1.188703	239935__A0A2N8IG27__CXT85_07805
ERR1913143.188814__1.188814	1262882__R5N5S3__BN519_00085
ERR1913143.188847__1.188847	239935__R6JWJ7__CXT94_02580
ERR1913143.189419__1.189419	1501391__GCA_000786575.1_00158
ERR1913143.189444__1.189444	39492__D4JUD7__EUBSIR_01877
ERR1913143.189487__1.189487	1262882__R5N2U9__BN519_01221
ERR1913143.189489__1.189489	239935__A0A3F3K985__CXT98_05805
ERR1913143.189566__1.189566	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.189515__1.189515	1262882__R5MIW5__BN519_00945
ERR1913143.189632__1.189632	821__I9R3W6__DXC16_12455
ERR1913143.189707__1.189707	651822__GCA_000210715.1_00753
ERR1913143.189794__1.189794	1262882__R5MXW0__BN519_00317
ERR1913143.189840__1.189840	328814__GCA_004558275.1_00995
ERR1913143.190011__1.190011	1262882__R5MF43__BN519_00282
ERR1913143.190041__1.190041	47678__A5ZHJ2__DXB67_12405
ERR1913143.190129__1.190129	47678__R5USR9__HMPREF1061_01404
ERR1913143.190252__1.190252	47678__R5UPZ8__ERS852494_01752
ERR1913143.190352__1.190352	853__A0A3E2V168__FAEPRAM212_00929
ERR1913143.190476__1.190476	820__R9I2U8__DXC68_09590
ERR1913143.190565__1.190565	1501391__GCA_000786575.1_00102
ERR1913143.191098__1.191098	820__A0A174G065__DXB62_08975
ERR1913143.191101__1.191101	820__A0A174GYA8__DXB64_07370
ERR1913143.191080__1.191080	1262882__R5MNC1__BN519_00818
ERR1913143.191130__1.191130	1262882__R5MFM2__BN519_00460
ERR1913143.191382__1.191382	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.191597__1.191597	1501391__GCA_000786575.1_00112
ERR1913143.191790__1.191790	1501391__GCA_000786575.1_00043
ERR1913143.191813__1.191813	40518__R5DWB0__DXD86_00925
ERR1913143.191714__1.191714	820__A0A3E4RU03__M093_0563
ERR1913143.191727__1.191727	214856__A0A174ZLY7__ERS852447_02456
ERR1913143.192165__1.192165	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.192236__1.192236	357276__A0A1Y3Z6X3__GV66_07715
ERR1913143.192270__1.192270	1501391__GCA_000786575.1_00107
ERR1913143.192349__1.192349	239935__A0A2N8I7W6__CXT90_04245
ERR1913143.192470__1.192470	1299998__GCA_001494635.1_00422
ERR1913143.192493__1.192493	1550024__G9RX51__TQ39_04720
ERR1913143.192501__1.192501	116085__D4JAR2__DW747_11385
ERR1913143.192555__1.192555	410072__A0A3E4GRE0__DXD67_07105
ERR1913143.192732__1.192732	338188__A0A174JXM7__ERS852397_03350
ERR1913143.192857__1.192857	1262882__R5MFK5__BN519_00378
ERR1913143.193015__1.193015	1501391__GCA_000786575.1_00028
ERR1913143.193304__1.193304	28118__F9ZAE1__DF785_04930
ERR1913143.193305__1.193305	239935__A0A2N8HPX2__CXT90_09930
ERR1913143.193398__1.193398	649756__B0P3S8__ywpJ_4
ERR1913143.193845__1.193845	818__A0A174TXD9__C799_03229
ERR1913143.194069__1.194069	239935__A0A139TMG9__CXU07_10650
ERR1913143.194081__1.194081	239935__A0A2N8IMC3__CXT96_03840
ERR1913143.194440__1.194440	818__Q8A2L4__Btheta7330_05011
ERR1913143.194642__1.194642	820__A7V092__hldE
ERR1913143.194680__1.194680	338188__R6S8N0__BACFIN_06127
ERR1913143.194911__1.194911	239935__A0A139TPD4__CXT86_06450
ERR1913143.194921__1.194921	1262824__R6S1J4__BN719_01997
ERR1913143.195067__1.195067	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913143.195225__1.195225	1501391__GCA_000786575.1_00074
ERR1913143.195302__1.195302	357276__A0A076IRZ5__BACDOR_00630
ERR1913143.195410__1.195410	1681__A0A0H2Q3M0__B0085_1011
ERR1913143.195484__1.195484	818__A0A139K9H8__C5Z03_23905
ERR1913143.195606__1.195606	820__R9I2U8__DXC68_09590
ERR1913143.195637__1.195637	853__A0A2J4JL53__CRH10_10795
ERR1913143.195698__1.195698	1501391__GCA_000786575.1_00035
ERR1913143.195765__1.195765	1501391__GCA_000786575.1_00031
ERR1913143.195949__1.195949	823__C7XA51__BDI_0499
ERR1913143.196033__1.196033	39492__D4JU81__xseA
ERR1913143.196468__1.196468	1501391__GCA_000786575.1_00106
