ERR1913214.431__1.431	821__A0A3E4WAR6__DXD64_10735
ERR1913214.252143__1.252143	1262935__R5GUT3__BN773_00488
ERR1913214.252291__1.252291	418240__A0A174C465__ydaM
ERR1913214.252646__1.252646	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913214.252659__1.252659	1547597__A0A0C3MGR5__DMB45_01965
ERR1913214.252681__1.252681	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913214.252689__1.252689	165179__A0A174IPI3__CFT61_10940
ERR1913214.253064__1.253064	487174__K0X429__HMPREF9448_00932
ERR1913214.253381__1.253381	357276__B6W1J2__BACDOR_03380
ERR1913214.253723__1.253723	821__A0A174NM17__lacZ_6
ERR1913214.253908__1.253908	1262889__R7H9Z3__BN634_00978
ERR1913214.253927__1.253927	820__R9I324__HMPREF2141_02414
ERR1913214.254149__1.254149	214856__R6Y7P0__ERS852447_00307
ERR1913214.254230__1.254230	1628085__A0A2U1BGI3__C7386_10130
ERR1913214.254232__1.254232	1262888__R6PCV2__BN582_01344
ERR1913214.254242__1.254242	1262935__R5GFW3__BN773_00404
ERR1913214.254415__1.254415	823__C7X996__DD466_12595
ERR1913214.254504__1.254504	821__I9R3W6__DXC16_12455
ERR1913214.255509__1.255509	552398__F4XCR9__HMPREF0866_01636
ERR1913214.255958__1.255958	28117__B0MSR5__BHV66_02095
ERR1913214.256416__1.256416	821__A0A174NM17__lacZ_6
ERR1913214.256445__1.256445	357276__B6W5Q7__DXD47_13945
ERR1913214.256851__1.256851	357276__I8W1E1__B5F00_10785
ERR1913214.257341__1.257341	291644__I9T2X5__ERS852428_03729
ERR1913214.257611__1.257611	47678__R5U9Z0__HMPREF1061_03210
ERR1913214.258101__1.258101	357276__I8WEZ6__BACDOR_02323
ERR1913214.258397__1.258397	820__A0A3E4VXP2__yesR
ERR1913214.258430__1.258430	40518__R5DSI5__fieF
ERR1913214.258497__1.258497	291644__I9HGA0__wzc
ERR1913214.258574__1.258574	28118__R6FC74__DHW44_13330
ERR1913214.258587__1.258587	1262935__R5GQI1__BN773_00059
ERR1913214.258712__1.258712	487174__K0WYC5__HMPREF9448_01493
ERR1913214.258915__1.258915	204516__U6R9E0__HMPREF1534_03742
ERR1913214.258933__1.258933	823__E1YT73__NCTC11152_02675
ERR1913214.259002__1.259002	1263000__R5EXT3__BN466_02213
ERR1913214.259362__1.259362	28111__E5WVZ4__NCTC11155_02635
ERR1913214.259515__1.259515	1262935__R5GVK8__BN773_00860
ERR1913214.259758__1.259758	1262935__R5GDB4__BN773_01091
ERR1913214.259886__1.259886	487174__K0X028__DIT83_00950
ERR1913214.260210__1.260210	454154__G5STF9__HMPREF9441_02662
ERR1913214.260370__1.260370	291644__I9T2C4__HMPREF1071_02429
ERR1913214.260632__1.260632	291644__R5JNC3__HMPREF1071_03576
ERR1913214.261638__1.261638	357276__A0A1Y3Z3W0__IY41_20500
ERR1913214.261807__1.261807	28118__R6FC74__DHW44_13330
ERR1913214.262519__1.262519	1099853__G9S7Q1__NSB1T_02290
ERR1913214.262538__1.262538	1680__A1A0V3__C8077_03025
ERR1913214.262658__1.262658	821__A0A397WGD6__M098_0084
ERR1913214.262913__1.262913	28118__F9Z4Q2__Odosp_2759
ERR1913214.263035__1.263035	291644__I9TL83__HMPREF1532_00872
ERR1913214.263069__1.263069	39492__B0MM84__lgt
ERR1913214.263912__1.263912	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.263936__1.263936	47678__R5UPZ8__ERS852494_01752
ERR1913214.264039__1.264039	820__A0A3E4RU03__M093_0563
ERR1913214.264095__1.264095	357276__A0A076IS73__GV66_00410
ERR1913214.264271__1.264271	39492__D4JT75__EUBSIR_01776
ERR1913214.264308__1.264308	1262893__R5H034__BN782_01733
ERR1913214.264408__1.264408	487174__K0WXG8__DIT83_09300
ERR1913214.264545__1.264545	821__D4VC51__M099_1508
ERR1913214.264699__1.264699	1318__W1VIP5__HMPREF9626_0938
ERR1913214.265029__1.265029	39492__D4MJF3__EUBSIR_02248
ERR1913214.265112__1.265112	1263006__R6LUH1__BN515_01483
ERR1913214.265580__1.265580	204516__U6RFV1__HMPREF1534_02560
ERR1913214.265603__1.265603	357276__A0A076IS26__EL88_15950
ERR1913214.265966__1.265966	1628085__A0A3E2XZQ1__C7386_101439
ERR1913214.266248__1.266248	357276__C3REQ8__GV66_09740
ERR1913214.266469__1.266469	204516__U6RDD8__HMPREF1534_02559
ERR1913214.266558__1.266558	357276__B6W1Y5__IY41_11405
ERR1913214.266605__1.266605	487174__K0WT65__HMPREF9448_02407
ERR1913214.266928__1.266928	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913214.267116__1.267116	116085__D4J7W6__DW747_05890
ERR1913214.267274__1.267274	357276__B6VT86__IY41_22515
ERR1913214.267543__1.267543	823__A6LER2__ERS852513_00365
ERR1913214.267516__1.267516	357276__I9R4T1__IY41_06800
ERR1913214.267702__1.267702	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913214.267886__1.267886	291644__I9I2F9__HMPREF1532_01625
ERR1913214.268379__1.268379	357276__A0A0K2HKT7__B5F95_21090
ERR1913214.268464__1.268464	246787__A0A3D6AZF8__BACCELL_02529
ERR1913214.268476__1.268476	820__A0A139KJ23__celCCA
ERR1913214.268734__1.268734	821__A0A174JYD3__ERS852457_02610
ERR1913214.268663__1.268663	357276__A0A076INK2__BSEG_04225
ERR1913214.268764__1.268764	487174__K0X3E9__DDY40_04905
ERR1913214.268799__1.268799	1262911__R6H2J2__BN557_01228
ERR1913214.268938__1.268938	357276__B6VW91__BACDOR_01584
ERR1913214.268907__1.268907	1262935__R5GT76__BN773_01902
ERR1913214.268964__1.268964	821__A0A395UNT8__DXD64_15275
ERR1913214.268999__1.268999	357276__A0A076IYE6__IY41_04275
ERR1913214.269062__1.269062	1262935__R5GHV4__BN773_00876
ERR1913214.269091__1.269091	1897011__A0A1Q6RI93__BHW41_01175
ERR1913214.269257__1.269257	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913214.269314__1.269314	823__A6LEF3__ERS852560_01356
ERR1913214.269532__1.269532	357276__A0A076IN30__DXD47_09350
ERR1913214.269585__1.269585	357276__A0A076ITH2__BSEG_03273
ERR1913214.269948__1.269948	823__D0TAX5__HMPREF1075_01064
ERR1913214.270378__1.270378	33039__D4M340__sleB_2
ERR1913214.270443__1.270443	39492__D4JTF2__mutS2
ERR1913214.270499__1.270499	1897011__A0A1Q6RE67__BHW41_04635
ERR1913214.270538__1.270538	1262886__R6Q946__BN563_00499
ERR1913214.270685__1.270685	46506__B0NT08__BACSTE_02624
ERR1913214.270952__1.270952	357276__A0A076J726__IY41_15030
ERR1913214.271073__1.271073	357276__I9FU68__HMPREF1063_00557
ERR1913214.271147__1.271147	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.271174__1.271174	291644__I8Y0K6__HMPREF1532_04085
ERR1913214.271294__1.271294	823__C7XA51__BDI_0499
ERR1913214.271321__1.271321	1105031__J1H3W2__HMPREF1141_2783
ERR1913214.272306__1.272306	1262736__R5YHF2__BN496_00766
ERR1913214.272223__1.272223	33037__C7HWM0__HMPREF0078_1671
ERR1913214.272244__1.272244	371601__D7J4W7__CW3_3382
ERR1913214.272364__1.272364	39492__D4JWI6__EUBSIR_01073
ERR1913214.272444__1.272444	39492__D4JWA3__ERS852540_01332
ERR1913214.272490__1.272490	39492__D4JU79__EUBSIR_01975
ERR1913214.273053__1.273053	291644__I9SRU5__HMPREF1532_02538
ERR1913214.272983__1.272983	818__A0A174TT69__SAMN02910322_02680
ERR1913214.273191__1.273191	1262935__R5GIL8__BN773_01483
ERR1913214.273314__1.273314	1263000__R5EDV4__BN466_01097
ERR1913214.273469__1.273469	823__E1YSG0__DHP27_00465
ERR1913214.273582__1.273582	454155__F3QQQ8__HMPREF9442_00500
ERR1913214.273739__1.273739	46228__B5CKX6__RUMLAC_00090
ERR1913214.273780__1.273780	357276__D1JY58__BACDOR_04277
ERR1913214.274205__1.274205	820__A0A174A6K0__M093_0079
ERR1913214.274236__1.274236	357276__I9QBT7__BSEG_03340
ERR1913214.274449__1.274449	28118__R6FVQ4__DHW44_00725
ERR1913214.274530__1.274530	46503__R6WQ01__PARMER_03826
ERR1913214.274784__1.274784	821__U6RDC2__DXD46_15675
ERR1913214.274870__1.274870	358743__G5HKN3__SAMN05216568_108145
ERR1913214.275452__1.275452	410072__C0B830__ERS852525_01946
ERR1913214.275431__1.275431	821__E5UY21__C800_02204
ERR1913214.275594__1.275594	884684__GCA_002892425.1_00913
ERR1913214.276018__1.276018	39491__A0A395V464__EUBREC_1509
ERR1913214.276078__1.276078	290054__A0A1T4JTN0__SAMN02745114_00082
ERR1913214.276142__1.276142	28117__B0MXW9__ALIPUT_01981
ERR1913214.276170__1.276170	214856__A0A174EQR4__rsmA
ERR1913214.276220__1.276220	1501391__GCA_000786575.1_00016
ERR1913214.276273__1.276273	823__A0A073I1X2__DXD05_18820
ERR1913214.276301__1.276301	820__A0A374Q854__HMPREF1073_03281
ERR1913214.276375__1.276375	357276__I8WEY2__ABI39_04185
ERR1913214.276787__1.276787	454154__G5STF9__HMPREF9441_02662
ERR1913214.276794__1.276794	394340__infB
ERR1913214.276805__1.276805	28111__E5WUU3__HMPREF1016_00520
ERR1913214.276881__1.276881	357276__D1K526__GV66_17250
ERR1913214.277137__1.277137	35833__E5YAA4__HMPREF0179_03124
ERR1913214.277371__1.277371	1262935__R5GGB1__BN773_00342
ERR1913214.277529__1.277529	28118__R6FGF7__SAMEA44545918_01338
ERR1913214.277650__1.277650	1262935__R5GRD8__BN773_01285
ERR1913214.277774__1.277774	821__A0A396EVC9__DXB90_03525
ERR1913214.277831__1.277831	28117__B0MTY2__BHV66_06485
ERR1913214.278148__1.278148	821__E5UY21__C800_02204
ERR1913214.278595__1.278595	357276__A0A076IRV2__BACDOR_02822
ERR1913214.278707__1.278707	1263000__R5EXT3__BN466_02213
ERR1913214.278945__1.278945	357276__A0A076IRZ5__BACDOR_00630
ERR1913214.278985__1.278985	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.279061__1.279061	46503__A7AG53__DD461_14240
ERR1913214.279064__1.279064	823__D0TDY6__DHP27_09090
ERR1913214.279210__1.279210	28118__R6F6F1__B5F93_10805
ERR1913214.279409__1.279409	46228__V8CE19__DXD17_01950
ERR1913214.279546__1.279546	820__A0A374MXK3__HMPREF1072_00166
ERR1913214.279948__1.279948	28117__B0MXD0__ALIPUT_01669
ERR1913214.279954__1.279954	357276__B6W1Y5__IY41_11405
ERR1913214.280062__1.280062	1262889__R7HCG5__BN634_01481
ERR1913214.280265__1.280265	1501391__GCA_000786575.1_00014
ERR1913214.280413__1.280413	291644__I8YXS6__HMPREF1071_01285
ERR1913214.280457__1.280457	291644__I8Y0K6__HMPREF1532_04085
ERR1913214.280462__1.280462	1262911__R6GPC5__BN557_00852
ERR1913214.280750__1.280750	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913214.280955__1.280955	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913214.281121__1.281121	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.281269__1.281269	246787__R6K756__HMPREF1062_01819
ERR1913214.281395__1.281395	310298__B3JQJ5__BACCOP_04231
ERR1913214.281444__1.281444	291644__R5JSX2__HMPREF1071_01120
ERR1913214.282568__1.282568	291644__I9I9V2__ERS852428_00583
ERR1913214.282601__1.282601	328814__GCA_004558275.1_00035
ERR1913214.282986__1.282986	1262911__R6GPC5__BN557_00852
ERR1913214.283252__1.283252	1262935__R5GUQ0__BN773_00559
ERR1913214.283920__1.283920	301301__A0A395VER0__RHOM_06755
ERR1913214.284046__1.284046	384638__B7APR0__BACPEC_00666
ERR1913214.284087__1.284087	40518__R5DQN7__DXD93_03540
ERR1913214.284254__1.284254	1262736__R5Y7T6__BN496_00858
ERR1913214.284495__1.284495	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913214.284771__1.284771	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913214.284850__1.284850	47678__R5UAI1__BACCAC_01922
ERR1913214.285511__1.285511	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.285528__1.285528	1262825__R5ECD0__BN724_02208
ERR1913214.285783__1.285783	1897011__A0A1Q6RD70__BHW41_05845
ERR1913214.285817__1.285817	239935__A0A2N8HDT1__CXT94_05270
ERR1913214.285945__1.285945	357276__I9FRW5__B5F95_21685
ERR1913214.286024__1.286024	357276__A0A076IXE0__HMPREF1064_04364
ERR1913214.286028__1.286028	1262992__R5D9U9__BN795_01022
ERR1913214.286036__1.286036	28116__I9JM49__NCTC11153_01044
ERR1913214.286078__1.286078	46228__V8CC14__HMPREF1202_00614
ERR1913214.286681__1.286681	821__A0A396F598__CUU_3259
ERR1913214.286861__1.286861	40518__R5E1X3__clcA
ERR1913214.287047__1.287047	357276__I9FRW5__B5F95_21685
ERR1913214.287132__1.287132	1262825__R5EN22__BN724_00572
ERR1913214.287234__1.287234	871325__A0A1M5A1T4__SAMN05444349_11422
ERR1913214.287190__1.287190	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913214.287350__1.287350	1262888__R6PAV9__BN582_00909
ERR1913214.287379__1.287379	821__A0A0P0LNX8__ERS852509_03015
ERR1913214.287380__1.287380	821__A0A0P0LNX8__ERS852509_03015
ERR1913214.287657__1.287657	28117__B0MTH2__ALIPUT_00061
ERR1913214.287629__1.287629	28117__B0MY40__BHV66_05170
ERR1913214.288009__1.288009	853__E2ZJT1__C4N23_03535
ERR1913214.288192__1.288192	1262886__R6Q805__BN563_00926
ERR1913214.288557__1.288557	291644__I9TL83__HMPREF1532_00872
ERR1913214.288566__1.288566	357276__A0A076J9V8__BACDOR_01395
ERR1913214.288705__1.288705	820__A0A139K5E7__DXC68_09550
ERR1913214.288706__1.288706	820__A0A139K5E7__DXC68_09550
ERR1913214.288872__1.288872	823__A0A355XJ56__DDY96_07685
ERR1913214.289109__1.289109	39492__D4JR08__ERS852540_02467
ERR1913214.289315__1.289315	46228__V8C7P7__HMPREF1202_01523
ERR1913214.289642__1.289642	1262935__R5GEV7__BN773_01835
ERR1913214.289652__1.289652	821__A0A395VMG0__DXC44_18080
ERR1913214.289659__1.289659	1262958__R7GVA1__BN645_00092
ERR1913214.289853__1.289853	291644__I9TBA1__HMPREF1532_01959
ERR1913214.289903__1.289903	454155__F3QTT0__HMPREF9442_01599
ERR1913214.290372__1.290372	88431__A6BDR0__DXB16_07995
ERR1913214.290708__1.290708	1262935__R5GRH6__BN773_01325
ERR1913214.290812__1.290812	1262935__R5GG37__BN773_00249
ERR1913214.290779__1.290779	820__A0A174P0L5__glcK_3
ERR1913214.290921__1.290921	357276__A0A076IP73__BACDOR_04237
ERR1913214.290925__1.290925	823__A6LEF1__CF162_12695
ERR1913214.291059__1.291059	116085__D4J7Z8__DW747_06065
ERR1913214.291276__1.291276	357276__I9F327__DXD47_22495
ERR1913214.291950__1.291950	418240__A0A173XAN5__ERS852523_02751
ERR1913214.292040__1.292040	820__A0A173YYG4__evgS_3
ERR1913214.292164__1.292164	821__A0A173XDD3__DXB82_17180
ERR1913214.292227__1.292227	2293125__A0A374C5Y6__DW917_09105
ERR1913214.292147__1.292147	1965646__A0A1Y3WTS9__B5G10_01920
ERR1913214.292158__1.292158	853__A0A2A7A4A9__C4N21_14870
ERR1913214.292461__1.292461	454155__F3QS52__HMPREF9442_01007
ERR1913214.292768__1.292768	1262889__R7HC51__BN634_01378
ERR1913214.293024__1.293024	823__A6LEF3__ERS852560_01356
ERR1913214.293184__1.293184	357276__A0A0K2HDP3__IY41_00705
ERR1913214.293209__1.293209	165179__A0A229I7F5__DXB80_02650
ERR1913214.293404__1.293404	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913214.293710__1.293710	1262911__R6GMD8__BN557_01647
ERR1913214.293947__1.293947	214856__R5UN64__ERS852447_02669
ERR1913214.294618__1.294618	820__A0A174LJB2__HMPREF1072_04112
ERR1913214.294839__1.294839	1150298__R7JRT0__ERS852498_01068
ERR1913214.294970__1.294970	544644__GCA_001915615.1_01465
ERR1913214.295114__1.295114	33039__D4M0U9__mucD
ERR1913214.295233__1.295233	28111__R5K5Y3__BACEGG_03205
ERR1913214.295469__1.295469	823__A0A355XIK0__CEQ22_011965
ERR1913214.295662__1.295662	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913214.295775__1.295775	1501391__GCA_000786575.1_00067
ERR1913214.295957__1.295957	291644__R5JC88__HMPREF1532_00990
ERR1913214.296331__1.296331	820__A0A3E4VZT7__DXB48_16145
ERR1913214.296492__1.296492	47678__R5U9Z0__HMPREF1061_03210
ERR1913214.296513__1.296513	1262911__R6GPB5__BN557_00842
ERR1913214.296515__1.296515	28116__A0A395VT11__SAMN05444282_11739
ERR1913214.296691__1.296691	1262886__R6RDI4__BN563_00643
ERR1913214.296778__1.296778	2293125__A0A374BSW4__DW917_13420
ERR1913214.296869__1.296869	1501391__GCA_000786575.1_00128
ERR1913214.297083__1.297083	165179__A0A3E5AER8__DXB80_07075
ERR1913214.297227__1.297227	46506__R5JSP7__AA415_01143
ERR1913214.297333__1.297333	487175__D9Y403__HMPREF9439_02204
ERR1913214.298670__1.298670	1262935__R5GCK3__BN773_01033
ERR1913214.298736__1.298736	165179__D1PEW8__DXB80_13775
ERR1913214.299049__1.299049	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.299149__1.299149	291645__I8XPK0__HMPREF1068_01554
ERR1913214.299153__1.299153	357276__E5UTL1__HMPREF1065_03551
ERR1913214.299388__1.299388	1262935__R5GG37__BN773_00249
ERR1913214.299538__1.299538	820__A0A1T4IY71__HMPREF2141_02402
ERR1913214.299762__1.299762	1262911__R6GTG0__BN557_01247
ERR1913214.299853__1.299853	820__A0A3E5BMG9__DXD40_05130
ERR1913214.300231__1.300231	46228__B5CPY7__DXD17_03515
ERR1913214.300250__1.300250	47678__R5U7T0__CGC64_00755
ERR1913214.300261__1.300261	1262889__R7H9M3__BN634_00850
ERR1913214.300285__1.300285	357276__C3RA36__HMPREF1065_03270
ERR1913214.300447__1.300447	454154__G5SMG6__HMPREF9441_00541
ERR1913214.300510__1.300510	291644__I9I0P6__HMPREF1532_01982
ERR1913214.300511__1.300511	39496__A5Z5I2__EUBVEN_00963
ERR1913214.300620__1.300620	1262935__R5GQL0__BN773_00002
ERR1913214.300695__1.300695	821__D4VD59__BHV80_04260
ERR1913214.300740__1.300740	1501391__GCA_000786575.1_00025
ERR1913214.300810__1.300810	357276__I9R2M6__BSEG_03499
ERR1913214.301076__1.301076	821__A0A395VIK7__BVU_1225
ERR1913214.301169__1.301169	823__A0A355XFH7__ERS852513_00769
ERR1913214.301569__1.301569	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.301665__1.301665	487174__K0X1H0__DDY40_11080
ERR1913214.301924__1.301924	821__A6L0C7__ERS852556_03520
ERR1913214.302276__1.302276	1262935__R5GSG2__BN773_01661
ERR1913214.302362__1.302362	1262825__R5E9U6__BN724_00394
ERR1913214.302753__1.302753	357276__A0A076J8M3__ABI39_13695
ERR1913214.302819__1.302819	1501392__A0A0B2JP76__PU94_03815
ERR1913214.302793__1.302793	357276__I9R4T1__IY41_06800
ERR1913214.302972__1.302972	1501391__GCA_000786575.1_00148
ERR1913214.303052__1.303052	357276__I9QBT7__BSEG_03340
ERR1913214.303557__1.303557	204516__U6RH18__HMPREF1534_01847
ERR1913214.303720__1.303720	823__A0A355XPA0__DXB14_05710
ERR1913214.303785__1.303785	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913214.303795__1.303795	1262935__R5GLD8__BN773_00587
ERR1913214.303833__1.303833	820__A0A173W419__DXC68_17760
ERR1913214.304041__1.304041	74426__rpoB
ERR1913214.304254__1.304254	39492__D4JW10__pppA
ERR1913214.304314__1.304314	1105031__J1H3W2__HMPREF1141_2783
ERR1913214.304369__1.304369	357276__C3REQ8__GV66_09740
ERR1913214.304513__1.304513	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913214.304649__1.304649	487174__K0XF08__DDY40_09050
ERR1913214.305030__1.305030	818__A0A3E5HN72__C799_03359
ERR1913214.305385__1.305385	821__A0A174MBW9__SAMN04487923_10272
ERR1913214.305865__1.305865	28117__B0MVL5__BHV66_01660
ERR1913214.305870__1.305870	39492__D4JWB3__EUBSIR_00040
ERR1913214.306097__1.306097	821__A0A174JYD3__ERS852457_02610
ERR1913214.306107__1.306107	1262889__R7HAC7__BN634_01118
ERR1913214.306152__1.306152	291644__I9HLV6__ERS852428_02603
ERR1913214.306220__1.306220	28118__R6F2P9__B5F99_13925
ERR1913214.306296__1.306296	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913214.306339__1.306339	39492__B0MP07__ERS852540_02083
ERR1913214.306475__1.306475	454155__F3QUP7__HMPREF9442_01920
ERR1913214.306479__1.306479	1262935__R5GK20__BN773_00159
ERR1913214.306628__1.306628	357276__A0A076IS26__EL88_15950
ERR1913214.306630__1.306630	1262889__R7HDN9__BN634_01543
ERR1913214.306604__1.306604	1897011__A0A1Q6RD70__BHW41_05845
ERR1913214.306980__1.306980	821__A0A395UNT8__DXD64_15275
ERR1913214.307077__1.307077	47678__A5ZLX1__C5Z00_04825
ERR1913214.307173__1.307173	357276__A0A076ISD9__EL88_07480
ERR1913214.307188__1.307188	204516__U6RAM4__HMPREF1534_03439
ERR1913214.307212__1.307212	487174__K0X1V7__DIT83_03020
ERR1913214.307246__1.307246	1262935__R5GSF1__BN773_01646
ERR1913214.307531__1.307531	1262935__R5GUQ0__BN773_00559
ERR1913214.307746__1.307746	39492__D4JWI6__EUBSIR_01073
ERR1913214.307937__1.307937	204516__U6RDD8__HMPREF1534_02559
ERR1913214.308577__1.308577	28117__B0MU76__ALIPUT_00202
ERR1913214.308739__1.308739	46228__V8C4T8__RUMLAC_02058
ERR1913214.308919__1.308919	1263000__R5EF36__BN466_01303
ERR1913214.309050__1.309050	1262736__R5Y7T6__BN496_00858
ERR1913214.309271__1.309271	291644__I9SIM2__evgS_11
ERR1913214.309386__1.309386	40520__R7D3S9__DXD81_14140
ERR1913214.309388__1.309388	357276__D1JY58__BACDOR_04277
ERR1913214.309437__1.309437	46228__V8BM45__DXD17_14355
ERR1913214.309613__1.309613	1535__A7VY52__CLOLEP_03528
ERR1913214.309907__1.309907	821__A0A396F9T7__M097_3427
ERR1913214.310227__1.310227	39492__A0A174ZL16__EUBSIR_01269
ERR1913214.310401__1.310401	1897011__A0A1Q6RH97__BHW41_01945
ERR1913214.310881__1.310881	2293125__A0A374CJZ2__DW917_00735
ERR1913214.311216__1.311216	820__A0A3E4IGA7__DXD40_07110
ERR1913214.311332__1.311332	853__A0A3E2V168__FAEPRAM212_00929
ERR1913214.311434__1.311434	28117__B0MTY2__BHV66_06485
ERR1913214.311915__1.311915	821__A0A174NM17__lacZ_6
ERR1913214.311972__1.311972	823__A0A174U5E4__BDI_3390
ERR1913214.312515__1.312515	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913214.312753__1.312753	446660__GCA_003428235.1_01598
ERR1913214.312931__1.312931	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.312932__1.312932	1263006__R6LZ17__BN515_01569
ERR1913214.313189__1.313189	487174__K0XF08__DDY40_09050
ERR1913214.313388__1.313388	821__A0A174NM17__lacZ_6
ERR1913214.313509__1.313509	291644__R5JC88__HMPREF1532_00990
ERR1913214.313681__1.313681	823__A0A395YRW4__DD466_15895
ERR1913214.313685__1.313685	823__A0A355XH29__lolE_1
ERR1913214.313785__1.313785	165179__A0A3E5AER8__DXB80_07075
ERR1913214.313931__1.313931	1262935__R5GIC8__BN773_01423
ERR1913214.313963__1.313963	1550024__G9RNX5__ASJ35_11740
ERR1913214.314284__1.314284	338188__A0A174ETX3__ERS852397_01955
ERR1913214.314414__1.314414	1262935__R5GRH6__BN773_01325
ERR1913214.314933__1.314933	46228__V8CB83__RUMLAC_02479
ERR1913214.314889__1.314889	820__A0A139JRS5__HMPREF1073_04025
ERR1913214.314982__1.314982	39491__R6TNE7__T1815_09811
ERR1913214.315139__1.315139	46503__R6WNB1__PARMER_00135
ERR1913214.315196__1.315196	1262935__R5GT76__BN773_01902
ERR1913214.315206__1.315206	1235835__R9LCU2__C814_02677
ERR1913214.315362__1.315362	821__A6L0C7__ERS852556_03520
ERR1913214.315493__1.315493	39492__D4JVC7__yfgF
ERR1913214.315560__1.315560	357276__D1JYA3__BSEG_00395
ERR1913214.315728__1.315728	357276__B6W5Q7__DXD47_13945
ERR1913214.315862__1.315862	1628085__A0A3E2XXJ5__C7386_10966
ERR1913214.316128__1.316128	1262935__R5GIL8__BN773_01483
ERR1913214.316322__1.316322	291644__R5JDR3__HMPREF1071_02272
ERR1913214.316559__1.316559	35833__E5Y4N9__HMPREF0179_01151
ERR1913214.316943__1.316943	1262958__R7GUV2__BN645_01316
ERR1913214.317145__1.317145	28118__R6FBE6__DHW44_11635
ERR1913214.317367__1.317367	239935__A0A2N8IVT6__CXU13_08520
ERR1913214.317463__1.317463	291644__I8Y0K6__HMPREF1532_04085
