ERR1913174.31__1.31	209880__A0A1G5WTG1__SAMN02910343_01605
ERR1913174.138511__1.138511	360807__A0A1Q6T7T2__artP
ERR1913174.138565__1.138565	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1913174.138626__1.138626	39491__A0A395UWA3__DXB69_11805
ERR1913174.138668__1.138668	214856__A0A173ZQY0__ERS852559_00007
ERR1913174.138681__1.138681	820__A0A173YYG4__evgS_3
ERR1913174.138736__1.138736	454154__G5ST90__HMPREF9441_02591
ERR1913174.138806__1.138806	116085__D4J8F7__DW747_09065
ERR1913174.138761__1.138761	246787__A0A0P0GPP9__BACCELL_01902
ERR1913174.138766__1.138766	818__C6IEU8__BSIG_0269
ERR1913174.138770__1.138770	820__A0A139KH21__DXC80_01780
ERR1913174.138829__1.138829	357276__I9FRW5__B5F95_21685
ERR1913174.138906__1.138906	823__A0A355XN36__DXB14_02385
ERR1913174.139059__1.139059	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.139080__1.139080	371601__D7J3Z9__CW1_1788
ERR1913174.139197__1.139197	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.139329__1.139329	818__Q8A3A6__Btheta7330_00071
ERR1913174.139290__1.139290	301301__A0A174EZ95__graS_1
ERR1913174.139388__1.139388	47678__R5UES3__CGC64_00760
ERR1913174.139547__1.139547	820__A0A3E4W980__M093_3873
ERR1913174.139555__1.139555	818__Q8A5L9__BJP75_000955
ERR1913174.139576__1.139576	626933__H1DGX0__HMPREF9449_01506
ERR1913174.139767__1.139767	820__A0A174A6K0__M093_0079
ERR1913174.140051__1.140051	487174__K0XL60__DDY40_11760
ERR1913174.140083__1.140083	1150298__A0A174PLY5__ERS852406_01056
ERR1913174.140239__1.140239	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.140252__1.140252	820__A0A396EUU8__luxQ_3
ERR1913174.140281__1.140281	28118__R6FGR0__dapF
ERR1913174.140778__1.140778	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913174.140721__1.140721	626929__F3PM30__HMPREF9445_02927
ERR1913174.140918__1.140918	39491__A0A396FI89__DXD95_01300
ERR1913174.140974__1.140974	820__A0A139KG04__ERS852459_01249
ERR1913174.141321__1.141321	28117__B0MWP2__ALIPUT_01468
ERR1913174.141424__1.141424	28118__R6FA80__DHW44_06470
ERR1913174.141463__1.141463	47678__R5UES7__sipS
ERR1913174.141562__1.141562	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.141620__1.141620	818__A0A3E5HVB7__Btheta7330_02386
ERR1913174.141750__1.141750	1262746__R5S759__BN750_00759
ERR1913174.141753__1.141753	820__A0A174G065__DXB62_08975
ERR1913174.141870__1.141870	820__A0A396EUU8__luxQ_3
ERR1913174.141941__1.141941	28117__B0MTW8__ALIPUT_00502
ERR1913174.141946__1.141946	239935__A0A3F3K985__CXT98_05805
ERR1913174.142053__1.142053	357276__B6VVS0__HMPREF1064_03951
ERR1913174.142145__1.142145	1796613__A0A1C7H6N8__ADH74_01350
ERR1913174.142156__1.142156	39491__C4Z872__LD38_07250
ERR1913174.142350__1.142350	47678__A5ZEA3__ERS852558_00257
ERR1913174.142377__1.142377	166486__D4KRN9__ERS852572_01822
ERR1913174.142509__1.142509	357276__A0A0K2HJA6__DXD47_07320
ERR1913174.142641__1.142641	820__A7V092__hldE
ERR1913174.142681__1.142681	39491__A0A396FP46__cobD_2
ERR1913174.142696__1.142696	357276__E5UTL1__HMPREF1065_03551
ERR1913174.142719__1.142719	39491__C4ZCV5__DXB99_11855
ERR1913174.142852__1.142852	204516__U6R8I1__HMPREF1534_03341
ERR1913174.142918__1.142918	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.142965__1.142965	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913174.142951__1.142951	28117__B0MY40__BHV66_05170
ERR1913174.143111__1.143111	901__B6WSB2__DESPIGER_0802
ERR1913174.143083__1.143083	820__A7UYX8__DXD40_11635
ERR1913174.143145__1.143145	357276__A0A076INK2__BSEG_04225
ERR1913174.143147__1.143147	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.143314__1.143314	39486__R6TIP5__DXD50_08735
ERR1913174.143333__1.143333	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913174.143436__1.143436	820__E5VA63__DXC80_01025
ERR1913174.143659__1.143659	552398__F4XHL2__HMPREF0866_03116
ERR1913174.143722__1.143722	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913174.144014__1.144014	1150298__A0A174TF64__ERS852406_00108
ERR1913174.144077__1.144077	454155__F3QUJ2__HMPREF9442_01865
ERR1913174.144222__1.144222	820__A0A174RFI5__SAMN05444418_12240
ERR1913174.144225__1.144225	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.144282__1.144282	820__A0A374Q8T2__DXB64_16190
ERR1913174.144335__1.144335	33038__A0A2N5PDE5__CDL20_07915
ERR1913174.144604__1.144604	901__B6WWW5__DESPIGER_2454
ERR1913174.144678__1.144678	39491__A0A395UWA3__DXB69_11805
ERR1913174.144811__1.144811	39491__A0A396FJJ9__DXB76_11995
ERR1913174.144832__1.144832	853__A0A2A7B1Y7__C7K05_11930
ERR1913174.144936__1.144936	357276__I9R994__BACDOR_04044
ERR1913174.145099__1.145099	823__A0A355XIK0__CEQ22_011965
ERR1913174.145132__1.145132	1262920__R5KD76__BN467_01465
ERR1913174.145305__1.145305	1796613__A0A1C7H6N8__ADH74_01350
ERR1913174.145416__1.145416	39491__A0A395ZM93__DXD13_03490
ERR1913174.145626__1.145626	820__A0A174GYA8__DXB64_07370
ERR1913174.145644__1.145644	820__R9HXK9__DXB62_08265
ERR1913174.145667__1.145667	39491__A0A396FFW0__ERE_10580
ERR1913174.145733__1.145733	418240__A0A173XAN5__ERS852523_02751
ERR1913174.145965__1.145965	74426__purL
ERR1913174.146003__1.146003	556259__I0PYM3__BSGG_5385
ERR1913174.146018__1.146018	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913174.146027__1.146027	823__A0A174VBJ5__M091_5021
ERR1913174.146213__1.146213	246787__A0A0P0FUW6__AA416_03670
ERR1913174.146240__1.146240	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913174.146253__1.146253	74426__thrZ
ERR1913174.146426__1.146426	2259594__B3DPV5__DR871_17155
ERR1913174.146792__1.146792	820__A0A174F696__macB_13
ERR1913174.146725__1.146725	357276__D1JY58__BACDOR_04277
ERR1913174.146896__1.146896	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.146835__1.146835	40518__R5DXH2__DXD83_10135
ERR1913174.147050__1.147050	39492__D4JTK2__EUBSIR_01439
ERR1913174.147161__1.147161	357276__I8WEY2__ABI39_04185
ERR1913174.147183__1.147183	820__A0A174CK74__DXB48_07060
ERR1913174.147254__1.147254	357276__I8VN30__HMPREF1065_03051
ERR1913174.147370__1.147370	28116__A0A1Y4Q363__Bovatus_00608
ERR1913174.147624__1.147624	357276__A0A0P0M2G3__BACDOR_03913
ERR1913174.147646__1.147646	371601__C3QME2__CW1_3650
ERR1913174.147695__1.147695	487174__K0XM88__DDY40_02935
ERR1913174.147718__1.147718	820__A0A173YYG4__evgS_3
ERR1913174.147813__1.147813	818__A0A3E5HGN6__Btheta7330_00798
ERR1913174.147957__1.147957	116085__D4JBM5__DW747_01240
ERR1913174.147961__1.147961	357276__B6VVS0__HMPREF1064_03951
ERR1913174.148184__1.148184	1965576__A0A1Y4L8L7__B5F19_12705
ERR1913174.148196__1.148196	357276__I9QWD4__DXD47_15075
ERR1913174.148288__1.148288	820__A7VAS1__HMPREF2141_03259
ERR1913174.148470__1.148470	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.148526__1.148526	166486__D4KX29__ROSINTL182_09734
ERR1913174.148744__1.148744	357276__B6W1Y1__BSEG_03960
ERR1913174.148862__1.148862	1262743__R5C054__BN727_01980
ERR1913174.148875__1.148875	47678__R5UXY0__CGC64_03535
ERR1913174.148993__1.148993	626929__R6LKK1__B5F24_07400
ERR1913174.149001__1.149001	823__A0A355XKQ8__DHP27_04010
ERR1913174.149015__1.149015	28117__B0MTV3__BHV66_06405
ERR1913174.149150__1.149150	357276__B6W1Y5__IY41_11405
ERR1913174.149251__1.149251	820__A0A3E4VXP2__yesR
ERR1913174.149334__1.149334	823__A0A174W1A8__panE
ERR1913174.149373__1.149373	33039__A0A173VNF2__truB
ERR1913174.149469__1.149469	246787__A0A108T429__BACCELL_00192
ERR1913174.149519__1.149519	40518__R5E5W1__RBL263_01034
ERR1913174.149582__1.149582	39491__C4Z9E9__T1815_12341
ERR1913174.150479__1.150479	820__A0A3E4PYB0__yejM
ERR1913174.150571__1.150571	1263044__GCA_000433375.1_00353
ERR1913174.150663__1.150663	1150298__A0A174SLJ2__ERS852498_03294
ERR1913174.150850__1.150850	39486__G1WMX5__HMPREF9457_00476
ERR1913174.150888__1.150888	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.151001__1.151001	371601__A0A1C7H6N4__SAMN05216250_10764
ERR1913174.151044__1.151044	39491__A0A396FJJ9__DXB76_11995
ERR1913174.151106__1.151106	39491__D6E555__DXB99_06765
ERR1913174.151259__1.151259	160404__R6PX95__SAMN02745138_02841
ERR1913174.151307__1.151307	371601__A0A1C7H1B8__BN890_22320
ERR1913174.151374__1.151374	820__A0A3E4QZJ7__C801_01798
ERR1913174.151331__1.151331	820__A7VAR9__ERS852421_00197
ERR1913174.151617__1.151617	40518__R5DR96__RBATCC27255_01185
ERR1913174.151684__1.151684	820__A0A3E4QZJ7__C801_01798
ERR1913174.151692__1.151692	40518__R5DQK2__DXD93_03730
ERR1913174.151765__1.151765	820__A0A174I980__gldH
ERR1913174.151919__1.151919	39491__D4JMW8__ERS852497_01971
ERR1913174.152008__1.152008	1628085__A0A3E2XZQ1__C7386_101439
ERR1913174.151983__1.151983	28117__B0MXD0__ALIPUT_01669
ERR1913174.152113__1.152113	820__A0A174CG08__DXB62_13215
ERR1913174.152172__1.152172	820__A0A174CK74__DXB48_07060
ERR1913174.152240__1.152240	820__R7E9Z4__DXC68_06065
ERR1913174.152420__1.152420	820__A0A174Q0F0__DXB48_08080
ERR1913174.152515__1.152515	823__A0A174VHT1__DHP27_04775
ERR1913174.152543__1.152543	820__A0A174GYA8__DXB64_07370
ERR1913174.152628__1.152628	28117__B0MYP3__BHV66_04995
ERR1913174.152671__1.152671	357276__I9QWD4__DXD47_15075
ERR1913174.152735__1.152735	820__A0A374Q854__HMPREF1073_03281
ERR1913174.152851__1.152851	820__A0A139KJR5__M093_4469
ERR1913174.152861__1.152861	1297617__A0A2U1CEZ3__BIV19_14435
ERR1913174.152922__1.152922	357276__I8WML9__DXD47_10570
ERR1913174.152865__1.152865	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913174.153145__1.153145	47678__R5UUB5__ERS852558_00247
ERR1913174.153161__1.153161	214856__A0A174H6R3__ERS852447_02809
ERR1913174.153195__1.153195	820__A0A374MMF0__HMPREF1073_03811
ERR1913174.153262__1.153262	357276__I9R1V6__DXD47_04125
ERR1913174.153272__1.153272	246787__R6KBH9__HMPREF1062_04676
ERR1913174.153364__1.153364	204516__U6R9E6__HMPREF1534_03149
ERR1913174.153496__1.153496	357276__D1K3K9__EL88_23995
ERR1913174.153535__1.153535	820__A0A3E4W6P0__gmhA
ERR1913174.153714__1.153714	357276__A0A076IS73__GV66_00410
ERR1913174.153823__1.153823	39491__A0A395ZBQ4__cph2_2
ERR1913174.153879__1.153879	371601__D6CXF7__BN891_50120
ERR1913174.153984__1.153984	239935__A0A3F3KBB8__CXU16_06755
ERR1913174.154010__1.154010	357276__A0A076IKP2__HMPREF1063_00218
ERR1913174.154102__1.154102	39486__R6SE83__DXD82_03080
ERR1913174.154104__1.154104	39491__A0A395ZM93__DXD13_03490
ERR1913174.154184__1.154184	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.154416__1.154416	1262992__R5D559__BN795_00706
ERR1913174.154545__1.154545	1262746__R5SS80__BN750_02125
ERR1913174.154453__1.154453	239935__A0A2N8HBM4__CXT85_06270
ERR1913174.154506__1.154506	820__R9HP61__DXC91_01090
ERR1913174.154583__1.154583	39491__A0A395UUN5__EUBREC_0291
ERR1913174.154585__1.154585	239935__A0A2N8I7W6__CXT90_04245
ERR1913174.154654__1.154654	246787__I8V2S2__BACCELL_02524
ERR1913174.154626__1.154626	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913174.154718__1.154718	818__A0A174LFW3__C5Z03_04710
ERR1913174.154758__1.154758	820__A0A374MMF0__HMPREF1073_03811
ERR1913174.154770__1.154770	28116__A0A1Y4Q112__evgS_13
ERR1913174.155173__1.155173	28052__R7NB47__msbA_2
ERR1913174.155293__1.155293	821__A0A0P0LFP6__C5Z04_13890
ERR1913174.155298__1.155298	820__A0A139K1Y6__DXB48_02610
ERR1913174.155435__1.155435	371601__D4WBK5__BN891_3970
ERR1913174.155463__1.155463	556259__I0PYM3__BSGG_5385
ERR1913174.155476__1.155476	820__A0A374Q8T2__DXB64_16190
ERR1913174.155564__1.155564	84109__J5Y331__HMPREF0762_00590
ERR1913174.155648__1.155648	39486__B0GA07__DXD18_03830
ERR1913174.155709__1.155709	88431__A0A174KCR9__DXB16_06030
ERR1913174.155902__1.155902	40518__R5DYP7__envC
ERR1913174.156032__1.156032	357276__A0A076IRV2__BACDOR_02822
ERR1913174.156069__1.156069	239935__A0A2N8IEP3__CXT84_03735
ERR1913174.156102__1.156102	820__A0A374Q8T2__DXB64_16190
ERR1913174.156118__1.156118	487174__K0X068__DDY40_07105
ERR1913174.156236__1.156236	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.156383__1.156383	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913174.156523__1.156523	853__A0A173YYY4__DWZ04_09420
ERR1913174.156486__1.156486	487174__K0X3E9__DDY40_04905
ERR1913174.156552__1.156552	47678__R5U6J0__ERS852558_00310
ERR1913174.156741__1.156741	823__A6LBY1__ERS852380_00510
ERR1913174.156781__1.156781	818__Q8A3I3__HMPREF2534_00068
ERR1913174.156796__1.156796	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913174.156924__1.156924	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913174.156908__1.156908	853__A0A3E2V168__FAEPRAM212_00929
ERR1913174.156961__1.156961	487174__K0X551__HMPREF9448_02151
ERR1913174.157040__1.157040	39491__A0A395UVM9__DXB76_04540
ERR1913174.157090__1.157090	820__A0A139K4W1__M093_0353
ERR1913174.157423__1.157423	820__R9HXK9__DXB62_08265
ERR1913174.157534__1.157534	818__A0A2J6AED2__C5Z03_02940
ERR1913174.157507__1.157507	820__A0A3E4VZT7__DXB48_16145
ERR1913174.157556__1.157556	28116__I8Y7V6__HMPREF1017_02728
ERR1913174.157599__1.157599	820__A0A174R952__DXB48_02570
ERR1913174.157683__1.157683	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.157652__1.157652	28117__B0MTY2__BHV66_06485
ERR1913174.157755__1.157755	853__A8SCP3__C4N26_07960
ERR1913174.157813__1.157813	28117__B0MUB3__ALIPUT_00727
ERR1913174.157879__1.157879	40518__R5DY73__DXD86_02865
ERR1913174.157918__1.157918	28118__R6FBF6__Odosp_2396
ERR1913174.158035__1.158035	820__A0A139JY23__B5G17_06330
ERR1913174.158050__1.158050	28116__A0A1G6G9R4__CUY_0131
ERR1913174.158166__1.158166	823__A0A355XLQ9__DXC05_02185
ERR1913174.158170__1.158170	204516__U6R7W5__HMPREF1534_03766
ERR1913174.158268__1.158268	28117__B0MXJ1__BHV66_08445
ERR1913174.158291__1.158291	28117__B0MST6__BHV66_06090
ERR1913174.158358__1.158358	820__R7E9Z4__DXC68_06065
ERR1913174.158396__1.158396	853__R6QDR1__C4N27_08170
ERR1913174.158427__1.158427	39486__R6SIF3__DXB12_00775
ERR1913174.158604__1.158604	239935__A0A2N8HPX2__CXT90_09930
ERR1913174.158639__1.158639	47678__R5U2H9__DXB67_10685
ERR1913174.158767__1.158767	649756__D4MVD8__ERS852475_00940
ERR1913174.158773__1.158773	357276__A0A076J8M3__ABI39_13695
ERR1913174.158806__1.158806	39491__A0A395UWA3__DXB69_11805
ERR1913174.158827__1.158827	418240__C6JH13__ERS852478_02750
ERR1913174.158870__1.158870	820__A0A139K4T0__ERS852510_03146
ERR1913174.158873__1.158873	1897011__A0A1Q6REW8__BHW41_04435
ERR1913174.158991__1.158991	357276__A0A0M1W1I8__ABI39_13620
ERR1913174.159011__1.159011	40518__R5DYU1__DXD86_01160
ERR1913174.159063__1.159063	820__A0A139K024__B5G17_02060
ERR1913174.159126__1.159126	357276__I9F327__DXD47_22495
ERR1913174.159169__1.159169	820__A0A3E4VZS7__DXC07_14435
ERR1913174.159306__1.159306	823__A0A355XKQ8__DHP27_04010
ERR1913174.159333__1.159333	823__A6L9D3__ERS852560_03374
ERR1913174.159460__1.159460	1150298__R7JRK4__ERS852406_01648
ERR1913174.159484__1.159484	818__A0A3E5HWN5__BSIG_3066
ERR1913174.159575__1.159575	28117__B0MWP2__ALIPUT_01468
ERR1913174.159934__1.159934	818__A0A0P0F4D0__BT_2503
ERR1913174.160024__1.160024	39491__A0A395ZKJ0__DXD13_11010
ERR1913174.160073__1.160073	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.160178__1.160178	820__A0A139KIL9__DXC68_05945
ERR1913174.160202__1.160202	823__A0A073I748__M096_3057
ERR1913174.160269__1.160269	39491__A0A174LTW7__DXD13_08720
ERR1913174.160545__1.160545	818__A0A3E5HWN5__BSIG_3066
ERR1913174.160680__1.160680	1263044__GCA_000433375.1_00352
ERR1913174.161025__1.161025	853__C7H7F5__DWZ46_01780
ERR1913174.161063__1.161063	820__A0A139JRH8__HMPREF2141_04326
ERR1913174.161151__1.161151	39491__A0A395V1R3__T1815_08181
ERR1913174.161217__1.161217	357276__I9R002__HMPREF1064_01826
ERR1913174.161242__1.161242	166486__D4L1P5__ERS852572_00758
ERR1913174.161280__1.161280	357276__A0A076IN30__DXD47_09350
ERR1913174.161287__1.161287	28118__F9ZB50__Odosp_2374
ERR1913174.161596__1.161596	357276__I8WEY2__ABI39_04185
ERR1913174.161663__1.161663	204516__U6RFU0__HMPREF1534_02545
ERR1913174.161708__1.161708	33039__A0A174YA68__ribU
ERR1913174.162115__1.162115	818__A0A0P0F2P7__BT_1771
ERR1913174.162206__1.162206	1703337__A0A2U0TJK6__C7379_1361
ERR1913174.162247__1.162247	371601__D6D4G5__DXD80_16235
ERR1913174.162393__1.162393	360807__C0FNM3__ERS852392_00919
ERR1913174.162628__1.162628	39491__A0A173QT73__alaS_2
ERR1913174.162741__1.162741	214856__A0A174Z2J8__ERS852447_00942
ERR1913174.162875__1.162875	28116__A0A078Q626__HMPREF1070_02735
ERR1913174.162835__1.162835	39491__A0A396FFW0__ERE_10580
ERR1913174.162841__1.162841	28117__B0MT73__ALIPUT_00412
ERR1913174.162990__1.162990	357276__I9QWD4__DXD47_15075
ERR1913174.163175__1.163175	1262992__R5D4S4__BN795_00634
ERR1913174.163186__1.163186	626929__F3PE78__B5F97_05415
ERR1913174.163258__1.163258	823__D7IKW8__DXD05_10310
ERR1913174.163259__1.163259	649756__E5VMQ9__prkC_2
ERR1913174.163298__1.163298	154046__A0A174I3C1__DXB08_18295
ERR1913174.163299__1.163299	39491__A0A3E4YFT8__DXB69_10940
ERR1913174.163426__1.163426	39491__A0A395ZG74__licR
ERR1913174.163659__1.163659	39491__A0A395ZHW9__DXC13_02590
ERR1913174.163729__1.163729	40518__R5DZB3__RB5AMG_01719
ERR1913174.163774__1.163774	357276__A0A076J8D4__HMPREF1064_00553
ERR1913174.163953__1.163953	160404__A0A1Y3U8Y2__SAMN02745138_03394
ERR1913174.163967__1.163967	1550024__G9RW08__ASJ35_03155
ERR1913174.163924__1.163924	1550024__A0A0D8J296__ASJ35_12655
ERR1913174.163939__1.163939	818__R7KP04__C5Z03_18665
ERR1913174.164061__1.164061	357276__I8WPR6__EL88_06675
ERR1913174.164127__1.164127	820__A0A078S4C2__ERS417307_00828
ERR1913174.164285__1.164285	357276__A0A076IRZ5__BACDOR_00630
ERR1913174.164290__1.164290	820__A0A174A6K0__M093_0079
ERR1913174.164784__1.164784	820__A0A139K1Y6__DXB48_02610
ERR1913174.164709__1.164709	33039__A0A173VNF2__truB
ERR1913174.164872__1.164872	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913174.164916__1.164916	28117__B0MY41__BHV66_05165
ERR1913174.164917__1.164917	292800__A0A174W622__ADH75_01915
ERR1913174.164836__1.164836	820__A0A1T4IYF4__mprA_1
ERR1913174.164841__1.164841	820__A0A374Q8T2__DXB64_16190
ERR1913174.164859__1.164859	820__A0A3E4W9D9__B5G17_12400
ERR1913174.165178__1.165178	357276__I9FRW5__B5F95_21685
ERR1913174.165159__1.165159	820__A0A3E4G493__ERS417307_00253
ERR1913174.165353__1.165353	357276__A0A0K2HG61__BACDOR_02028
ERR1913174.165469__1.165469	357276__A0A076J8M3__ABI39_13695
ERR1913174.165575__1.165575	820__R9HXK9__DXB62_08265
ERR1913174.165662__1.165662	246787__A0A0P0FV02__AA416_03728
ERR1913174.165681__1.165681	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.165783__1.165783	853__A0A173YYY4__DWZ04_09420
ERR1913174.165711__1.165711	28116__A0A1Y4PHM7__DXA80_25130
ERR1913174.165760__1.165760	357276__D1K3K9__EL88_23995
ERR1913174.165830__1.165830	292800__A0A174RYT6__HMPREF9460_02288
ERR1913174.165882__1.165882	47678__R5UAF6__ERS852494_02966
ERR1913174.165932__1.165932	40518__R5DNY7__RBATCC27255_00367
ERR1913174.166088__1.166088	820__A0A173YYG4__evgS_3
ERR1913174.166109__1.166109	357276__A6L053__ABI39_04450
ERR1913174.166138__1.166138	357276__I9QXD4__IY41_00345
ERR1913174.166266__1.166266	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.166449__1.166449	820__A0A3E4VZS7__DXC07_14435
ERR1913174.166645__1.166645	818__A0A139K9H8__C5Z03_23905
ERR1913174.166791__1.166791	39488__A0A173UIN4__EUBHAL_00539
ERR1913174.166762__1.166762	292800__A0A1C7FKU8__B5F52_03705
ERR1913174.166737__1.166737	818__A0A0P0FBI1__NCTC10582_00163
ERR1913174.167138__1.167138	820__R9I2U8__DXC68_09590
ERR1913174.167317__1.167317	28116__A0A1Y4PWN5__M088_3731
ERR1913174.167427__1.167427	820__A0A174QT76__B5G17_18060
ERR1913174.167462__1.167462	818__C6IEU8__BSIG_0269
ERR1913174.167494__1.167494	204516__U6R9E7__HMPREF1534_03313
ERR1913174.167563__1.167563	357276__I8WPR6__EL88_06675
ERR1913174.167565__1.167565	818__A0A0P0FKC9__Btheta7330_01050
ERR1913174.167607__1.167607	246787__A0A139L268__BcellWH2_03192
ERR1913174.167642__1.167642	820__A0A174R952__DXB48_02570
ERR1913174.167689__1.167689	823__A0A173RD26__B5F32_03910
ERR1913174.167867__1.167867	204516__U6RN30__HMPREF1534_00370
ERR1913174.167897__1.167897	39491__A0A395ZDC6__addB
ERR1913174.168032__1.168032	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913174.168034__1.168034	1262746__R5S759__BN750_00759
ERR1913174.167982__1.167982	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913174.168086__1.168086	820__A7VAR9__ERS852421_00197
ERR1913174.168146__1.168146	357276__I8WEY2__ABI39_04185
ERR1913174.168164__1.168164	1897011__A0A1Q6RGA1__BHW41_02610
ERR1913174.168229__1.168229	33039__R6PZ42__mprA_2
ERR1913174.168254__1.168254	239935__A0A2N8IU14__ADH72_05655
ERR1913174.168421__1.168421	823__A0A1Y4I349__DXB14_09300
ERR1913174.168509__1.168509	28052__A0A174M9U3__ERS852451_02548
ERR1913174.168533__1.168533	820__A0A3E4QZJ7__C801_01798
ERR1913174.168869__1.168869	820__A0A139JRS5__HMPREF1073_04025
ERR1913174.168882__1.168882	823__A6LB62__B5F32_04550
ERR1913174.168914__1.168914	820__A0A139JV05__B5G17_18125
ERR1913174.168958__1.168958	1262911__R6GZW9__BN557_00833
ERR1913174.169262__1.169262	40518__R5DTH7__DXD83_02405
ERR1913174.169381__1.169381	246787__A0A108T1Y3__fepA_8
ERR1913174.169398__1.169398	1262992__R5D4S4__BN795_00634
ERR1913174.169458__1.169458	820__R9I3N4__M093_0061
ERR1913174.169530__1.169530	357276__A0A076J9V8__BACDOR_01395
ERR1913174.169536__1.169536	820__A0A3E4VXP2__yesR
ERR1913174.169665__1.169665	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.169696__1.169696	40518__R5E6N4__DXD93_01325
ERR1913174.169986__1.169986	626933__H1DGX0__HMPREF9449_01506
ERR1913174.170035__1.170035	116085__D4J8A4__DW747_06625
ERR1913174.170037__1.170037	28116__D7K2E0__endOF2_3
ERR1913174.170139__1.170139	39486__B0G4W4__DXD82_09880
ERR1913174.170260__1.170260	33039__D4M5D2__ERS852424_00738
ERR1913174.170321__1.170321	1297617__A0A0S2W0Z8__BIV19_14205
ERR1913174.170341__1.170341	39486__B0G9D1__DXC93_13935
ERR1913174.170391__1.170391	820__A0A174F0C1__nreB
ERR1913174.170563__1.170563	160404__A0A1M6R8F8__B5G26_14415
ERR1913174.170606__1.170606	28117__B0MWC6__BHV66_00965
ERR1913174.170617__1.170617	823__K6APS3__DDY96_02400
ERR1913174.170746__1.170746	820__A0A3E4IGA7__DXD40_07110
ERR1913174.170832__1.170832	39491__A0A396FNY7__LD38_16155
