ERR1913312.55__1.55	357276__A0A076IXE0__HMPREF1064_04364
ERR1913312.517395__1.517395	1262882__R5MMP8__BN519_01654
ERR1913312.517484__1.517484	820__R9I2U8__DXC68_09590
ERR1913312.517486__1.517486	166486__D4KVX6__ROSINTL182_06735
ERR1913312.517663__1.517663	820__A7VAS1__HMPREF2141_03259
ERR1913312.517683__1.517683	487174__K0X522__DDY40_12660
ERR1913312.517715__1.517715	1262992__R5CXM7__BN795_01016
ERR1913312.517737__1.517737	214856__R6XTZ7__ERS852447_02314
ERR1913312.517837__1.517837	166486__D4L0E1__ypdA_4
ERR1913312.517811__1.517811	46228__V8C9Y1__DXD17_09525
ERR1913312.517819__1.517819	1262924__R7HQ03__BN585_01295
ERR1913312.517945__1.517945	39485__C4Z467__ERS852490_01684
ERR1913312.518049__1.518049	46228__V8CCX0__HMPREF1202_00620
ERR1913312.518018__1.518018	1262913__R7JDE9__BN646_01761
ERR1913312.518024__1.518024	1262882__R5MEW7__BN519_00010
ERR1913312.518094__1.518094	818__A0A3E5HY51__rpfC_2
ERR1913312.518192__1.518192	1262882__R5MT42__BN519_01729
ERR1913312.518319__1.518319	28117__B0MXQ6__ALIPUT_01917
ERR1913312.518281__1.518281	1262924__R7HM17__BN585_01318
ERR1913312.518434__1.518434	46228__B5CM12__DXD17_00945
ERR1913312.518858__1.518858	1262882__R5MM69__BN519_00075
ERR1913312.518903__1.518903	1262924__R7HLK0__BN585_01496
ERR1913312.518919__1.518919	301301__A0A395VEV6__RHOM_05260
ERR1913312.519070__1.519070	1150298__R7JNQ8__ERS852406_00857
ERR1913312.519092__1.519092	820__A0A3E4VZT7__DXB48_16145
ERR1913312.519250__1.519250	39492__D4JT75__EUBSIR_01776
ERR1913312.519472__1.519472	357276__A0A076J9V8__BACDOR_01395
ERR1913312.519484__1.519484	1262992__R5DA07__BN795_01576
ERR1913312.519518__1.519518	39492__D4JSS2__EUBSIR_00553
ERR1913312.519520__1.519520	28116__A0A1G8H1M8__DXF98_11065
ERR1913312.519556__1.519556	1262882__R5MF58__BN519_00393
ERR1913312.519562__1.519562	216816__A0A083XVP2__HMPREF1315_0108
ERR1913312.519660__1.519660	39492__D4JWJ4__EUBSIR_01090
ERR1913312.519690__1.519690	1262882__R5ML49__BN519_01361
ERR1913312.519717__1.519717	1262882__R5MJZ4__BN519_01269
ERR1913312.519843__1.519843	39492__D4JVG1__ERS852540_00951
ERR1913312.519885__1.519885	1262911__R6H092__BN557_00938
ERR1913312.519889__1.519889	1262882__R5N3H1__BN519_01121
ERR1913312.519938__1.519938	40518__R5DUU0__DXD93_03985
ERR1913312.519953__1.519953	47678__R5UMC3__CGC64_08380
ERR1913312.520025__1.520025	39492__D4MMZ8__ERS852540_01407
ERR1913312.520097__1.520097	418240__A0A174L567__ERS852478_01510
ERR1913312.520270__1.520270	1262924__R7HPU8__BN585_00010
ERR1913312.520315__1.520315	301302__R5UU15__ERS852420_02998
ERR1913312.520499__1.520499	301301__A0A395V7G5__RHOM_16755
ERR1913312.520601__1.520601	40518__R5DS23__DXD86_01715
ERR1913312.520774__1.520774	1262992__R5D3X7__BN795_00539
ERR1913312.520814__1.520814	1262913__R7JDJ2__BN646_01863
ERR1913312.520844__1.520844	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913312.520883__1.520883	39492__D4JWT3__ERS852540_00301
ERR1913312.521230__1.521230	328814__GCA_004558275.1_00995
ERR1913312.521364__1.521364	1262989__R6YQ01__BN815_01878
ERR1913312.521856__1.521856	357276__B6W5Q7__DXD47_13945
ERR1913312.521826__1.521826	1262945__R6YTV0__BN600_01131
ERR1913312.521919__1.521919	1262882__R5MYI1__BN519_00416
ERR1913312.522022__1.522022	301301__G2SZM9__ERS852391_00601
ERR1913312.522076__1.522076	40518__R5E5I9__yvhJ_2
ERR1913312.522131__1.522131	214856__A0A174ZB00__ERS852559_00631
ERR1913312.522149__1.522149	562__A0A377AAV3__CDL32_10800
ERR1913312.522264__1.522264	39491__A0A396FF17__EUR_31400
ERR1913312.522551__1.522551	39492__D4JRX7__EUBSIR_01480
ERR1913312.522564__1.522564	371601__C3QME2__CW1_3650
ERR1913312.522754__1.522754	46228__B5CPY7__DXD17_03515
ERR1913312.522802__1.522802	1262882__R5MYP8__BN519_00439
ERR1913312.522774__1.522774	1680__A0A0C2VBJ4__birA
ERR1913312.522872__1.522872	853__A0A174C5M1__CGS58_04460
ERR1913312.522974__1.522974	39492__B0MM84__lgt
ERR1913312.522934__1.522934	147206__GCF_000156215.1_01920
ERR1913312.523076__1.523076	1262882__R5N1N6__BN519_00968
ERR1913312.523202__1.523202	1262911__R6H0U7__BN557_01104
ERR1913312.523212__1.523212	39492__D4MJF3__EUBSIR_02248
ERR1913312.523362__1.523362	1262913__R7JGP8__BN646_01880
ERR1913312.523508__1.523508	1262913__R7JMN5__BN646_02586
ERR1913312.523547__1.523547	1262882__R5ML49__BN519_01361
ERR1913312.523588__1.523588	1262882__R5MFM2__BN519_00460
ERR1913312.523605__1.523605	40518__R5DLM5__RB5AMG_00422
ERR1913312.523799__1.523799	1262924__R7HM98__BN585_01697
ERR1913312.523772__1.523772	39492__D4JQM9__EUBSIR_00669
ERR1913312.523838__1.523838	39491__C4ZHS4__EUR_24420
ERR1913312.523850__1.523850	39492__D4JSU6__dacB_3
ERR1913312.523940__1.523940	39492__D4JT87__clpC
ERR1913312.524072__1.524072	39492__D4MN06__EUBSIR_02672
ERR1913312.524114__1.524114	40518__R5DYT8__mscS
ERR1913312.524080__1.524080	39492__D4MN06__EUBSIR_02672
ERR1913312.524178__1.524178	1262882__R5MQW1__BN519_01295
ERR1913312.524586__1.524586	357276__I9R994__BACDOR_04044
ERR1913312.524551__1.524551	301301__A0A174GNJ2__RHOM_05610
ERR1913312.524660__1.524660	1262989__R6Y4S3__BN815_02095
ERR1913312.524760__1.524760	39492__D4JT68__spoIIIE
ERR1913312.524767__1.524767	1262913__R7JIT0__BN646_02465
ERR1913312.524774__1.524774	1262913__R7JIT0__BN646_02465
ERR1913312.524867__1.524867	301302__R5VEI6__cysA_2
ERR1913312.524905__1.524905	40518__R5DLU0__fmt
ERR1913312.524959__1.524959	1262882__R5MPY4__BN519_01128
ERR1913312.525071__1.525071	1262924__R7HPS8__BN585_00646
ERR1913312.525018__1.525018	821__A6L0C7__ERS852556_03520
ERR1913312.525035__1.525035	35833__E5Y6Z7__HMPREF0179_01961
ERR1913312.525330__1.525330	39492__D4JX87__EUBSIR_00361
ERR1913312.525309__1.525309	1262882__R5MGX3__BN519_00046
ERR1913312.525367__1.525367	821__A0A174WBC9__ERS852556_03145
ERR1913312.525438__1.525438	39492__D4MJF3__EUBSIR_02248
ERR1913312.525488__1.525488	166486__C7G7A6__ROSINTL182_05773
ERR1913312.525875__1.525875	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913312.525851__1.525851	1262882__R5MS31__BN519_01529
ERR1913312.526145__1.526145	46228__V8CCB0__HMPREF1202_00792
ERR1913312.526184__1.526184	39492__D4JUY6__ERS852540_01913
ERR1913312.526267__1.526267	1150298__R7JTY5__ERS852406_02079
ERR1913312.526343__1.526343	301301__G2SXZ6__RHOM_11570
ERR1913312.526446__1.526446	214856__A0A174A1J3__ERS852447_01000
ERR1913312.526625__1.526625	853__A0A174BZY1__xerD_1
ERR1913312.526593__1.526593	1262913__R7JHR3__BN646_02361
ERR1913312.526840__1.526840	1262882__R5N0C3__BN519_00731
ERR1913312.526848__1.526848	1262913__R7JHF1__BN646_01974
ERR1913312.526976__1.526976	218538__C9LQG6__GCWU000321_01798
ERR1913312.527023__1.527023	487174__K0X3H8__HMPREF9448_02822
ERR1913312.527217__1.527217	1262992__R5D3R1__BN795_01492
ERR1913312.527230__1.527230	2108523__A0A2P2F4H9__LAWASA_905
ERR1913312.527299__1.527299	820__A0A1T4IYF4__mprA_1
ERR1913312.527288__1.527288	246787__I8V2S2__BACCELL_02524
ERR1913312.527412__1.527412	1262882__R5MRS7__BN519_01490
ERR1913312.527417__1.527417	1262924__R7HQD9__BN585_00129
ERR1913312.527491__1.527491	39492__A0A174ZL16__EUBSIR_01269
ERR1913312.527539__1.527539	33039__A0A173VTT4__frdB_1
ERR1913312.527657__1.527657	1262882__R5MHQ8__BN519_00707
ERR1913312.527696__1.527696	2108523__A0A2P2FCH7__LAWASA_3739
ERR1913312.527841__1.527841	39491__A0A395V5R3__EUBREC_1883
ERR1913312.527773__1.527773	39492__D4JTU4__ykfG
ERR1913312.528064__1.528064	39492__D4JWA3__ERS852540_01332
ERR1913312.528098__1.528098	39492__A0A174ZL16__EUBSIR_01269
ERR1913312.528144__1.528144	39491__C4ZC33__DXC13_11585
ERR1913312.528186__1.528186	39491__C4ZC33__DXC13_11585
ERR1913312.528376__1.528376	39492__D4MIK7__EUBSIR_00676
ERR1913312.528395__1.528395	371601__A0A3E4NKK5__B5E52_17685
ERR1913312.528407__1.528407	853__C7H1R8__DW905_06675
ERR1913312.528466__1.528466	1262924__R7HRW9__BN585_00665
ERR1913312.528491__1.528491	1262882__R5MFM2__BN519_00460
ERR1913312.528926__1.528926	338188__R6RT73__HMPREF1057_02828
ERR1913312.528967__1.528967	1262913__R7JCI2__BN646_01688
ERR1913312.529020__1.529020	1262913__R7JHU4__BN646_02031
ERR1913312.529011__1.529011	853__A0A173YYY4__DWZ04_09420
ERR1913312.529197__1.529197	1262882__R5MGJ7__BN519_00652
ERR1913312.529246__1.529246	360807__C0FP74__ERS852444_00195
ERR1913312.529297__1.529297	410072__C0B9A6__yvhJ
ERR1913312.529301__1.529301	39492__D4JQS6__ykoD
ERR1913312.529357__1.529357	1263107__GCA_000436995.1_00076
ERR1913312.529336__1.529336	1150298__A0A174DU21__toxA_3
ERR1913312.529384__1.529384	301301__G2T4K1__RHOM_14310
ERR1913312.529555__1.529555	371601__C3QME2__CW1_3650
ERR1913312.529629__1.529629	1150298__R7JXP3__ERS852535_00653
ERR1913312.529723__1.529723	410072__A0A173SHF2__COPCOM_03201
ERR1913312.529694__1.529694	1263005__R6EPZ8__BN497_01419
ERR1913312.529875__1.529875	39492__A0A174ZL16__EUBSIR_01269
ERR1913312.529924__1.529924	1262882__R5MEI8__BN519_00283
ERR1913312.529968__1.529968	28116__A0A395VSP8__ERS852555_02642
ERR1913312.530215__1.530215	39491__R6TQ09__DXC13_03010
ERR1913312.530223__1.530223	1262913__R7J5K6__BN646_00754
ERR1913312.530236__1.530236	28116__A0A1Y4Q112__evgS_13
ERR1913312.530543__1.530543	1262911__R6GPE3__BN557_00316
ERR1913312.530666__1.530666	39492__D4JVZ6__truB
ERR1913312.530846__1.530846	39492__D4JUD9__EUBSIR_01875
ERR1913312.530850__1.530850	40518__R5DTP7__DXD83_02415
ERR1913312.530918__1.530918	301301__A0A395V8W4__RHOM_04130
ERR1913312.531007__1.531007	487175__F3QNV5__HMPREF9439_02642
ERR1913312.531037__1.531037	1262992__R5D3B5__BN795_00427
ERR1913312.531062__1.531062	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913312.531105__1.531105	39488__A0A173Y251__mscS
ERR1913312.531185__1.531185	1262924__R7HMW0__BN585_01951
ERR1913312.531192__1.531192	40518__R5DYU1__DXD86_01160
ERR1913312.531193__1.531193	1262882__R5MEW7__BN519_00010
ERR1913312.531280__1.531280	371601__I9AJD5__BN890_44160
ERR1913312.531334__1.531334	46228__V8C7P7__HMPREF1202_01523
ERR1913312.531392__1.531392	1262882__R5MLA4__BN519_01536
ERR1913312.531449__1.531449	39485__A0A174ZTY8__ycfH
ERR1913312.531521__1.531521	1262980__R5BMW0__BN814_00437
ERR1913312.531715__1.531715	39492__D4JRZ7__smc
ERR1913312.531798__1.531798	1262882__R5N3T7__BN519_01188
ERR1913312.531805__1.531805	39492__R6SPM9__pheT
ERR1913312.531872__1.531872	218538__C9LMG6__GCWU000321_00719
ERR1913312.531914__1.531914	1263000__R5EXT3__BN466_02213
ERR1913312.531925__1.531925	1550024__A0A3B9WH35__TQ39_04960
ERR1913312.532128__1.532128	1262882__R5MLP0__BN519_01597
ERR1913312.532098__1.532098	39492__D4JU57__EUBSIR_00802
ERR1913312.532106__1.532106	35833__E5Y477__HMPREF0179_00988
ERR1913312.532140__1.532140	1150298__A0A174PZ15__lytA
ERR1913312.532161__1.532161	39492__A0A174ZYY6__EUBSIR_02510
ERR1913312.532306__1.532306	39492__D4JWY7__EUBSIR_01655
ERR1913312.532518__1.532518	246787__I9QX02__HMPREF1062_01641
ERR1913312.532526__1.532526	40518__R5DVQ2__DXD93_00365
ERR1913312.532664__1.532664	156456__G9YIG0__HMPREF0080_01452
ERR1913312.532688__1.532688	360807__A0A173YJ94__ERS852444_03492
ERR1913312.532887__1.532887	1262882__R5MRT2__BN519_01494
ERR1913312.532963__1.532963	418240__A0A174S4S6__adaA_5
ERR1913312.532998__1.532998	1262889__R7HAE5__BN634_02047
ERR1913312.533079__1.533079	1262889__R7HGL8__BN634_01776
ERR1913312.533182__1.533182	1262913__R7JBH4__BN646_01470
ERR1913312.533428__1.533428	214856__R6XUN2__rcsC_1
ERR1913312.533459__1.533459	1297617__A0A0S2VZT4__C7373_101492
ERR1913312.533479__1.533479	1262882__R5MRS7__BN519_01490
ERR1913312.533559__1.533559	418240__A0A174EIE7__pknG
ERR1913312.533730__1.533730	46503__R6X6Y1__DCY29_15600
ERR1913312.534005__1.534005	39492__D4JQL8__ywpJ
ERR1913312.534180__1.534180	1262911__R6H1P0__BN557_00940
ERR1913312.534206__1.534206	46228__B5CPV4__DXD17_07415
ERR1913312.534279__1.534279	39488__A0A174BS94__DXD91_16570
ERR1913312.534309__1.534309	39492__A0A174ZP27__EUBSIR_00033
ERR1913312.534367__1.534367	74426__rpoB
ERR1913312.534445__1.534445	1150298__A0A174EBT8__ERS852406_01739
ERR1913312.534459__1.534459	39485__R5ZRT8__gmr_6
ERR1913312.534503__1.534503	853__A0A173TAZ8__DWZ46_14590
ERR1913312.534702__1.534702	1262924__R7HPZ6__BN585_00681
ERR1913312.534707__1.534707	39491__A0A395UUN5__EUBREC_0291
ERR1913312.534698__1.534698	1262924__R7HML0__BN585_01508
ERR1913312.534776__1.534776	46228__V8CG89__RUMLAC_00663
ERR1913312.534751__1.534751	333367__C0CUA7__CLOSTASPAR_00556
ERR1913312.534796__1.534796	371601__D7J6D0__DXD03_12830
ERR1913312.534922__1.534922	39492__D4JUP6__ERS852540_01404
ERR1913312.535067__1.535067	1262992__R5D546__BN795_00726
ERR1913312.535148__1.535148	39492__D4JTH4__ERS852540_00702
ERR1913312.535149__1.535149	1099853__R7DMC8__NSB1T_00120
ERR1913312.535179__1.535179	1262882__A0A356PSJ4__BN519_01180
ERR1913312.535247__1.535247	214856__A0A174FWM7__ERS852559_00590
ERR1913312.535222__1.535222	39491__C4Z9K0__DXD95_07445
ERR1913312.535345__1.535345	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1913312.535382__1.535382	1262913__R7JG96__BN646_02132
ERR1913312.535448__1.535448	39492__B0MNL5__phoR_1
ERR1913312.535675__1.535675	1262882__R5MQ68__BN519_01178
ERR1913312.535678__1.535678	28116__F7L4N5__BACOVA_00137
ERR1913312.535700__1.535700	357276__A0A0M1W657__HMPREF1064_04629
ERR1913312.536001__1.536001	39492__D4JVN3__spsA
ERR1913312.535959__1.535959	1262913__R7JGS2__BN646_02152
ERR1913312.535983__1.535983	39492__D4JUR4__ERS852540_01427
ERR1913312.536041__1.536041	1150298__R7JTY5__ERS852406_02079
ERR1913312.536102__1.536102	821__A0A174V2F3__NCTC10583_01474
ERR1913312.536112__1.536112	39492__D4JV86__spoIIE
ERR1913312.536161__1.536161	357276__A0A0K2HDP3__IY41_00705
ERR1913312.536363__1.536363	28116__A0A1Y4PWN5__M088_3731
ERR1913312.536340__1.536340	1262924__R7HQX0__BN585_00307
ERR1913312.536469__1.536469	821__A0A0P0M405__DXC02_15075
ERR1913312.536596__1.536596	39492__D4JWA3__ERS852540_01332
ERR1913312.536613__1.536613	1262924__R7HPZ6__BN585_00681
ERR1913312.536695__1.536695	1262882__R5MHQ8__BN519_00707
ERR1913312.536857__1.536857	214856__A0A174FWM7__ERS852559_00590
ERR1913312.536958__1.536958	39491__A0A395ZDC6__addB
ERR1913312.536997__1.536997	1262882__R5MSI5__BN519_01596
ERR1913312.537139__1.537139	487174__K0WUJ8__DIT83_08050
ERR1913312.537430__1.537430	1262989__R6Y7N9__BN815_01311
ERR1913312.537510__1.537510	1262913__R7J737__BN646_00600
ERR1913312.537627__1.537627	1262913__R7J4I7__BN646_00599
ERR1913312.537824__1.537824	1262882__R5MSX6__BN519_01697
ERR1913312.537925__1.537925	2108523__A0A2P2FDM2__LAWASA_4106
ERR1913312.538004__1.538004	649756__D4MW50__HMPREF0369_01323
ERR1913312.538030__1.538030	487175__D9Y8L9__HMPREF9439_01212
ERR1913312.538104__1.538104	1262882__R5MEM1__BN519_00313
ERR1913312.538237__1.538237	39492__D4JRZ7__smc
ERR1913312.538303__1.538303	39491__A0A395ZHH5__ERS852497_02076
ERR1913312.538359__1.538359	1262882__R5MM10__BN519_01679
ERR1913312.538390__1.538390	246787__A0A0P0FSC9__BACCELL_02534
ERR1913312.538452__1.538452	166486__D4KZA5__ERS852572_03317
ERR1913312.538428__1.538428	166486__D4KZ24__ROSINTL182_05766
ERR1913312.538521__1.538521	1262913__R7JEY4__BN646_02004
ERR1913312.538724__1.538724	626932__G5HAR7__HMPREF9450_01732
ERR1913312.538762__1.538762	39492__D4JR58__EUBSIR_02090
ERR1913312.538899__1.538899	818__Q89ZX6__ERS852511_03600
ERR1913312.538953__1.538953	1262882__R5MKV8__BN519_01281
ERR1913312.539013__1.539013	39492__D4JR58__EUBSIR_02090
ERR1913312.538973__1.538973	357276__C3R9Y0__HMPREF1064_01889
ERR1913312.539108__1.539108	357276__A0A076IN30__DXD47_09350
ERR1913312.539115__1.539115	39492__B0MM26__ERS852540_00640
ERR1913312.539193__1.539193	39491__A0A395V297__EUR_01010
ERR1913312.539602__1.539602	39492__B0MS79__ERS852540_01394
ERR1913312.539658__1.539658	39492__B0MNL5__phoR_1
ERR1913312.539777__1.539777	649756__D4MVS5__yxeP
ERR1913312.540004__1.540004	1735__B7CDA5__EUBIFOR_02186
ERR1913312.540013__1.540013	1262882__R5MEW7__BN519_00010
ERR1913312.540051__1.540051	46228__V8CBW1__HMPREF1202_00636
ERR1913312.540241__1.540241	39491__C4Z9E9__T1815_12341
ERR1913312.540442__1.540442	1262913__R7JDP2__BN646_01793
ERR1913312.540618__1.540618	1262882__R5MM69__BN519_00075
ERR1913312.540783__1.540783	246787__A0A0P0GIA4__AA416_04405
ERR1913312.541006__1.541006	371601__D0TRG1__HMPREF1074_04676
ERR1913312.541010__1.541010	46228__V8C8S2__RUMLAC_01015
ERR1913312.540941__1.540941	1262924__R7HRJ9__BN585_00557
ERR1913312.540945__1.540945	28117__B0MXW9__ALIPUT_01981
ERR1913312.541036__1.541036	1262924__R7HTK4__BN585_00496
ERR1913312.541180__1.541180	39492__D4JV70__EUBSIR_01253
ERR1913312.541185__1.541185	39492__D4JTF2__mutS2
ERR1913312.541286__1.541286	239935__A0A2N8IEP3__CXT84_03735
ERR1913312.541335__1.541335	853__D4JY61__C4N21_10560
ERR1913312.541403__1.541403	301301__A0A395V9G1__RHOM_02750
ERR1913312.541513__1.541513	40518__R5DVQ2__DXD93_00365
ERR1913312.541571__1.541571	28116__D7J6A7__NCTC11153_02798
ERR1913312.541847__1.541847	1262924__R7HSB4__BN585_00816
ERR1913312.541898__1.541898	1262882__R5MFY4__BN519_00529
ERR1913312.541906__1.541906	1150298__A0A174QZ74__ERS852406_01102
ERR1913312.541945__1.541945	39488__C0ESJ6__EUBHAL_00369
ERR1913312.541992__1.541992	39492__D4JTH4__ERS852540_00702
ERR1913312.542111__1.542111	1262882__R5MND9__BN519_00831
ERR1913312.542176__1.542176	39492__D4JTF2__mutS2
ERR1913312.542303__1.542303	39492__D4JU57__EUBSIR_00802
ERR1913312.542307__1.542307	1099853__G9S0L2__NSB1T_05115
ERR1913312.542338__1.542338	357276__B6W5Q7__DXD47_13945
ERR1913312.542347__1.542347	821__A0A395VLM8__BvMPK_3650
ERR1913312.542469__1.542469	214856__A0A174EJT5__mnmA
ERR1913312.542484__1.542484	28116__I8YA07__C5Z02_15915
ERR1913312.542505__1.542505	626933__H1DGX0__HMPREF9449_01506
ERR1913312.542515__1.542515	39492__D4JVT0__EUBSIR_00059
ERR1913312.542528__1.542528	39491__A0A174LTW7__DXD13_08720
ERR1913312.542755__1.542755	1262992__R5DGC6__BN795_00540
ERR1913312.543010__1.543010	357276__A0A0K2HG61__BACDOR_02028
ERR1913312.543239__1.543239	1263000__R5EXT3__BN466_02213
ERR1913312.543364__1.543364	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913312.543558__1.543558	1262986__R6A1E4__BN492_00289
ERR1913312.544182__1.544182	46228__V8CB66__RUMLAC_02810
ERR1913312.544153__1.544153	39492__D4JT56__lepB
ERR1913312.544261__1.544261	1262913__R7J758__BN646_00842
ERR1913312.544337__1.544337	301301__A0A395V9A0__RHOM_08800
ERR1913312.544378__1.544378	610243__A0A060QJF7__ASAP_2763
ERR1913312.544469__1.544469	1262882__R5MYI1__BN519_00416
ERR1913312.544564__1.544564	1262913__R7JL29__BN646_02715
ERR1913312.544628__1.544628	39491__A0A173VYV1__DXC13_02710
ERR1913312.544713__1.544713	239935__A0A2N8I3G2__CXT89_00720
ERR1913312.544788__1.544788	40518__R5DXH2__DXD83_10135
ERR1913312.544886__1.544886	410072__C0BC63__ERS852525_02815
ERR1913312.545028__1.545028	218538__C9LPD3__GCWU000321_01411
ERR1913312.545052__1.545052	1262889__R7H8W0__BN634_02256
ERR1913312.545179__1.545179	1262913__R7J615__BN646_00703
ERR1913312.545338__1.545338	39492__D4JVC7__yfgF
ERR1913312.545341__1.545341	39492__D4JTJ1__EUBSIR_01453
ERR1913312.545427__1.545427	40518__R5E6U1__yunB
ERR1913312.545596__1.545596	371601__D6CWZ8__CW3_1356
ERR1913312.545733__1.545733	1262992__R5CXL9__BN795_01014
ERR1913312.546066__1.546066	292800__A0A174V693__HMPREF9460_03050
ERR1913312.546213__1.546213	1262882__R5N1Z9__BN519_01020
ERR1913312.546263__1.546263	1262989__R6YEN7__BN815_00483
ERR1913312.546346__1.546346	239935__A0A2N8HB50__CXU17_02615
ERR1913312.546349__1.546349	1262924__R7HTA4__BN585_00391
ERR1913312.546476__1.546476	1262913__R7JGD1__BN646_02188
ERR1913312.546882__1.546882	1262882__R5N4G2__BN519_01273
ERR1913312.546942__1.546942	821__A0A174NSU0__BVU_3144
ERR1913312.546960__1.546960	39492__D4JQL8__ywpJ
ERR1913312.547044__1.547044	35833__S2KT88__HMPREF0179_05280
ERR1913312.547129__1.547129	39492__D4JQY4__EUBSIR_01325
ERR1913312.547101__1.547101	39491__A0A396FNY7__LD38_16155
ERR1913312.547114__1.547114	1735__B7CEC3__EUBIFOR_02567
ERR1913312.547155__1.547155	820__A7UYX8__DXD40_11635
ERR1913312.547216__1.547216	39491__A0A395UYL9__ERS852417_00624
ERR1913312.547311__1.547311	39491__A0A174G6M3__DXD13_14470
ERR1913312.547557__1.547557	360807__A0A0M6WQ40__hisK_1
ERR1913312.547595__1.547595	39492__D4JRM9__bglB_2
ERR1913312.547633__1.547633	1262924__R7HQX0__BN585_00307
ERR1913312.547638__1.547638	1262913__R7JBL4__BN646_01165
ERR1913312.547686__1.547686	371601__I9ALH7__DXD80_15875
ERR1913312.547747__1.547747	39492__D4JQU6__ERS852540_02194
ERR1913312.547952__1.547952	1262882__R5MFK5__BN519_00378
ERR1913312.548004__1.548004	820__A0A139K4T0__ERS852510_03146
ERR1913312.548036__1.548036	1262992__R5D4D2__BN795_00592
ERR1913312.548080__1.548080	2108523__A0A2P2FDM2__LAWASA_4106
ERR1913312.548100__1.548100	1099853__G9S433__NSB1T_07535
ERR1913312.548117__1.548117	1262924__R7HRE7__BN585_00055
ERR1913312.548180__1.548180	39491__R6TNE7__T1815_09811
ERR1913312.548268__1.548268	46228__B5CPX5__RUMLAC_01520
ERR1913312.548236__1.548236	46228__B5CMW7__DXD17_11810
ERR1913312.548351__1.548351	1262913__R7JB76__BN646_01467
ERR1913312.548451__1.548451	218538__C9LPF0__GCWU000321_01429
ERR1913312.548531__1.548531	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913312.548533__1.548533	1262913__R7JKR8__BN646_02592
ERR1913312.548612__1.548612	39491__A0A395UZZ5__htpG_1
ERR1913312.548667__1.548667	1262889__R7HAY6__BN634_02225
ERR1913312.548768__1.548768	301301__G2SZL1__ERS852391_00584
ERR1913312.548833__1.548833	39492__D4JVW2__EUBSIR_02285
ERR1913312.548918__1.548918	39492__D4JQS6__ykoD
ERR1913312.548936__1.548936	1262882__R5MYX5__BN519_00333
ERR1913312.548940__1.548940	1262882__R5MK03__BN519_01277
ERR1913312.549116__1.549116	239935__A0A139TVJ4__CXT86_02020
ERR1913312.549120__1.549120	39491__A0A395ZF49__DXB69_05290
ERR1913312.549336__1.549336	1099853__G9S362__NSB1T_03260
ERR1913312.549473__1.549473	39485__A0A1Q6PGI7__pehX_3
