ERR1913265.120__1.120	1150298__R7JPB1__corA
ERR1913265.255055__1.255055	1263109__GCA_000438135.1_01668
ERR1913265.255074__1.255074	100886__A0A174LEG5__ERS852383_05606
ERR1913265.255239__1.255239	246787__A0A3D6AXG0__BACCELL_01743
ERR1913265.255276__1.255276	39491__A0A395ZDC6__addB
ERR1913265.255311__1.255311	39491__A0A2U2EI54__DXD95_12010
ERR1913265.255398__1.255398	1150298__A0A174MSM0__toxA_2
ERR1913265.255592__1.255592	40518__R5DS23__DXD86_01715
ERR1913265.255628__1.255628	821__E5UY21__C800_02204
ERR1913265.255744__1.255744	214856__A0A174ZZS1__ERS852559_01484
ERR1913265.255840__1.255840	487174__K0WTW4__DDY40_12630
ERR1913265.255946__1.255946	40518__R5DNY7__RBATCC27255_00367
ERR1913265.255908__1.255908	39491__D6E118__DXB69_05765
ERR1913265.255975__1.255975	328813__A0A1Y3QTU4__B5G41_08575
ERR1913265.255978__1.255978	28117__B0MY40__BHV66_05170
ERR1913265.256038__1.256038	1304__J7SHP5__SALIVA_1499
ERR1913265.256068__1.256068	47678__R5UBT0__CGC64_12195
ERR1913265.256209__1.256209	1304__A0A0Y1UXU5__NX99_02180
ERR1913265.256315__1.256315	310298__B3JGJ2__BACCOP_00994
ERR1913265.256323__1.256323	821__A0A0P0M5Z6__BVU_0429
ERR1913265.256398__1.256398	40518__R5E4V5__RBL263_01242
ERR1913265.256408__1.256408	39491__D6E558__DXB69_00810
ERR1913265.256531__1.256531	40518__R5DU92__DXD93_03170
ERR1913265.256754__1.256754	218538__C9LR41__GCWU000321_00309
ERR1913265.256869__1.256869	1262992__R5DDW9__BN795_00572
ERR1913265.256955__1.256955	40518__R5DT16__ysdC_2
ERR1913265.256940__1.256940	1628085__A0A2U1BGN2__C7386_10147
ERR1913265.257136__1.257136	1680__A0A2R4G1K8__BBMN23_0315
ERR1913265.257153__1.257153	1686__B6XVK7__BIFCAT_01236
ERR1913265.257244__1.257244	823__A0A355XF06__B5F32_11480
ERR1913265.257297__1.257297	1317__A0A2N6PS84__HMPREF9176_0871
ERR1913265.257326__1.257326	214856__R6Y9P5__ERS852559_01811
ERR1913265.257458__1.257458	40518__R5E2R8__nnr_2
ERR1913265.257575__1.257575	544644__GCA_001915615.1_01171
ERR1913265.257694__1.257694	33043__A0A173X520__ERS852575_01617
ERR1913265.257934__1.257934	166486__D4KX18__ROSINTL182_07596
ERR1913265.258015__1.258015	1780376__A0A143XEY2__BN3659_00222
ERR1913265.257963__1.257963	823__A6LHK0__M090_1297
ERR1913265.258058__1.258058	216816__D6ZSV1__CE169_00930
ERR1913265.258077__1.258077	1680__A0A174BEE7__BSTER_1311
ERR1913265.258224__1.258224	216816__B3DQ11__APC1466_1528
ERR1913265.258196__1.258196	35833__E5Y4F1__HMPREF0179_01063
ERR1913265.258270__1.258270	40518__R5DUG7__sbcC
ERR1913265.258543__1.258543	216816__E5Y0K4__B8809_0128
ERR1913265.258571__1.258571	40518__R5E4Y8__RBATCC27255_01448
ERR1913265.258634__1.258634	1304__A0A1V0GHL6__AWB63_08335
ERR1913265.258715__1.258715	1160721__R6T2L9__BHW50_11315
ERR1913265.258720__1.258720	1262992__R5DCN3__BN795_00359
ERR1913265.258768__1.258768	853__A0A173T6P2__DWZ46_14595
ERR1913265.258868__1.258868	1150298__A0A174TF64__ERS852406_00108
ERR1913265.258924__1.258924	116085__D4J6H3__DW747_13755
ERR1913265.258968__1.258968	1150298__A0A174GQV8__ERS852406_02454
ERR1913265.258971__1.258971	33043__D5HEE1__ERS852386_01671
ERR1913265.259002__1.259002	28117__R7JJM9__ALIPUT_00662
ERR1913265.259189__1.259189	1680__A0A2R4G1K8__BBMN23_0315
ERR1913265.259342__1.259342	39491__C4ZF05__vpr
ERR1913265.259437__1.259437	40518__R5DUU2__yvhJ_2
ERR1913265.259594__1.259594	1263006__R6LRF6__BN515_00540
ERR1913265.259659__1.259659	246787__A0A3D6AWM8__BACCELL_01963
ERR1913265.259677__1.259677	40518__R5DP61__DXD86_06345
ERR1913265.260006__1.260006	39491__A0A395V0E5__ERE_31370
ERR1913265.260114__1.260114	39491__A0A174K265__DXB76_05915
ERR1913265.260131__1.260131	28117__B0MU76__ALIPUT_00202
ERR1913265.260232__1.260232	28117__R7JPX7__BHV66_00900
ERR1913265.260347__1.260347	1262992__R5DA18__BN795_01586
ERR1913265.260325__1.260325	28117__R7JG17__ALIPUT_01859
ERR1913265.260521__1.260521	820__A0A3E4RU03__M093_0563
ERR1913265.260610__1.260610	214856__R6XUN2__rcsC_1
ERR1913265.260662__1.260662	33043__A0A174BPV6__ERS852445_01773
ERR1913265.260804__1.260804	47678__R5U2X1__ERS852494_00033
ERR1913265.260908__1.260908	853__A0A2A7AXC8__C4N21_14120
ERR1913265.260917__1.260917	1150298__R7JPI7__cotI
ERR1913265.261038__1.261038	28117__B0MXG8__ALIPUT_01814
ERR1913265.261204__1.261204	78345__A0A087BK46__SAMN02745589_0061
ERR1913265.261348__1.261348	28117__B0MYP3__BHV66_04995
ERR1913265.261644__1.261644	1262746__R5SLM9__BN750_01953
ERR1913265.261659__1.261659	28117__B0MWP2__ALIPUT_01468
ERR1913265.261682__1.261682	33039__R6P9Z4__ERS852502_00114
ERR1913265.261737__1.261737	1304__A0A1W5ZCY0__CKU37_03270
ERR1913265.261857__1.261857	1304__W3Y4W5__AWB63_09370
ERR1913265.261931__1.261931	310298__B3JF96__BACCOP_00544
ERR1913265.262072__1.262072	853__A0A2A7B9I6__DW855_13690
ERR1913265.262079__1.262079	28117__B0MVL5__BHV66_01660
ERR1913265.262088__1.262088	28117__B0MTI4__ALIPUT_00084
ERR1913265.262164__1.262164	1304__A0A1V0GHL6__AWB63_08335
ERR1913265.262228__1.262228	1263107__GCA_000436995.1_00142
ERR1913265.262242__1.262242	40518__R5DVV1__RBATCC27255_00999
ERR1913265.262326__1.262326	1680__A7A7Z9__AAX71_05385
ERR1913265.262749__1.262749	1150298__A0A174S4G4__dacB_1
ERR1913265.262690__1.262690	214856__A0A174EJT5__mnmA
ERR1913265.262875__1.262875	573__A0A1D3KI18__AE87_00092
ERR1913265.263001__1.263001	39491__A0A173VH71__ERS852497_01827
ERR1913265.263053__1.263053	1150298__A0A174T452__kfoC_3
ERR1913265.263412__1.263412	1262911__R6GPM2__BN557_00937
ERR1913265.263457__1.263457	1628085__A0A1C6CK16__C7386_11434
ERR1913265.263529__1.263529	1304__F8LGI5__CQA85_08435
ERR1913265.263615__1.263615	1304__J7TW34__msbA
ERR1913265.263784__1.263784	1304__A0A1C7C632__NX99_03420
ERR1913265.263793__1.263793	1304__A0A2I1TK21__TZ99_00611
ERR1913265.263845__1.263845	820__A0A174DZ97__SAMN05444418_101240
ERR1913265.263866__1.263866	1680__A0A174BEE7__BSTER_1311
ERR1913265.263872__1.263872	1628085__A0A2U1B7S9__C7386_11634
ERR1913265.264135__1.264135	1150298__A0A173ZPH3__rnhA
ERR1913265.264233__1.264233	100886__A0A174HN43__ERS852383_04112
ERR1913265.264169__1.264169	1304__J7SIV6__pspA_3
ERR1913265.264282__1.264282	853__A0A174C5M1__CGS58_04460
ERR1913265.264351__1.264351	40518__R5DYF6__RBL263_01812
ERR1913265.264362__1.264362	39491__A0A395UWZ1__DXC13_02175
ERR1913265.264386__1.264386	853__A0A3E2U7E6__ERS852582_01640
ERR1913265.264406__1.264406	40518__R5DYT8__mscS
ERR1913265.264505__1.264505	40518__R5DSI5__fieF
ERR1913265.264534__1.264534	214856__A0A174CRY5__ERS852559_01060
ERR1913265.264559__1.264559	40518__R5DUU0__DXD93_03985
ERR1913265.264568__1.264568	905__D2RL70__SAMN02910455_02189
ERR1913265.264701__1.264701	40518__R5DQK2__DXD93_03730
ERR1913265.264784__1.264784	1262911__R6HN87__BN557_00926
ERR1913265.265012__1.265012	310298__B3JNF3__BACCOP_03465
ERR1913265.265180__1.265180	1263107__GCA_000436995.1_00015
ERR1913265.265206__1.265206	39491__A0A395UZ82__EUR_31520
ERR1913265.265245__1.265245	1304__J7SIV6__pspA_3
ERR1913265.265392__1.265392	821__A0A173WG51__BVU_2549
ERR1913265.265687__1.265687	371601__D0TQQ4__BN891_30250
ERR1913265.265631__1.265631	853__C7H7F5__DWZ46_01780
ERR1913265.265749__1.265749	820__A0A3E4G493__ERS417307_00253
ERR1913265.265813__1.265813	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913265.265938__1.265938	820__A0A139JRS5__HMPREF1073_04025
ERR1913265.265987__1.265987	40518__R5E6U1__yunB
ERR1913265.266101__1.266101	28117__B0N007__BHV66_10275
ERR1913265.266180__1.266180	853__A0A173TAZ8__DWZ46_14590
ERR1913265.266264__1.266264	33043__A0A173WTR4__ERS852386_00324
ERR1913265.266451__1.266451	853__A0A173T751__C4N24_10280
ERR1913265.266502__1.266502	853__A0A3E2V168__FAEPRAM212_00929
ERR1913265.266507__1.266507	39491__A0A3E4E7C5__DXB69_03255
ERR1913265.266548__1.266548	371601__A7LVF6__SAMN05216250_11511
ERR1913265.266627__1.266627	1304__C2LQE5__V471_05915
ERR1913265.266644__1.266644	216816__B3DRU6__DPC6323_0992
ERR1913265.266604__1.266604	1150298__A0A174DU21__toxA_3
ERR1913265.266606__1.266606	1263109__GCA_000438135.1_00218
ERR1913265.266793__1.266793	1150298__A0A174DU21__toxA_3
ERR1913265.266927__1.266927	40518__R5E670__DXD93_06195
ERR1913265.266929__1.266929	1317__A0A2N6PS75__HMPREF9176_0867
ERR1913265.266908__1.266908	154046__A0A173XMR7__tauA_1
ERR1913265.266910__1.266910	40518__R5DNY7__RBATCC27255_00367
ERR1913265.267011__1.267011	357276__B6W1J2__BACDOR_03380
ERR1913265.267019__1.267019	1304__T0SPD1__HSISS4_01717
ERR1913265.267108__1.267108	216816__A0A2N0SME6__BLIF_1881
ERR1913265.267252__1.267252	40518__R5DQD6__DXD83_09060
ERR1913265.267238__1.267238	28117__B0MU58__BHV66_05630
ERR1913265.267304__1.267304	39491__A0A395ZHW9__DXC13_02590
ERR1913265.267420__1.267420	1318__A0A380L8D7__HMPREF9626_0877
ERR1913265.267509__1.267509	39491__A0A396FF17__EUR_31400
ERR1913265.267600__1.267600	40518__R5DMC7__blaR1
ERR1913265.267698__1.267698	1304__A0A0F3HJ73__RSSL_01900
ERR1913265.267743__1.267743	33043__D5HFE3__lacR
ERR1913265.267766__1.267766	820__R7E9Z4__DXC68_06065
ERR1913265.267800__1.267800	28117__B0MWC6__BHV66_00965
ERR1913265.267939__1.267939	39491__A0A395ZHH5__ERS852497_02076
ERR1913265.267968__1.267968	1304__A0A1V0GHB2__CYK22_09510
ERR1913265.268012__1.268012	28117__B0N007__BHV66_10275
ERR1913265.268222__1.268222	1150298__A0A174K7D2__ERS852498_01147
ERR1913265.268350__1.268350	33043__A0A174EI47__inlJ
ERR1913265.268371__1.268371	214856__A0A174FY07__ERS852447_02457
ERR1913265.268426__1.268426	818__A0A3E5HHE1__Btheta7330_00796
ERR1913265.268562__1.268562	1683__C4FEM4__BIANG_0131
ERR1913265.268533__1.268533	40518__R5DVL2__penA
ERR1913265.268535__1.268535	999425__K8MTZ6__HMPREF9186_00597
ERR1913265.268613__1.268613	116085__D4JA02__DW747_02945
ERR1913265.268635__1.268635	40518__R5DT93__DXD86_08730
ERR1913265.268640__1.268640	28117__B0MT86__BHV66_02450
ERR1913265.268658__1.268658	39491__D4JM76__DXC13_02150
ERR1913265.268736__1.268736	1150298__R7JND0__ERS852498_02814
ERR1913265.268742__1.268742	1683__C4FEM4__BIANG_0131
ERR1913265.268769__1.268769	1263109__GCA_000438135.1_01668
ERR1913265.268799__1.268799	1680__A0A0C2YPV2__AL0462_1474
ERR1913265.268876__1.268876	33043__A0A174DAG8__dapF
ERR1913265.268915__1.268915	39491__A0A396FF17__EUR_31400
ERR1913265.268946__1.268946	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913265.268949__1.268949	1680__A0A174BEE7__BSTER_1311
ERR1913265.269222__1.269222	853__A0A173YYY4__DWZ04_09420
ERR1913265.269248__1.269248	40518__R5DYU1__DXD86_01160
ERR1913265.269279__1.269279	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913265.269337__1.269337	28117__B0MTH2__ALIPUT_00061
ERR1913265.269351__1.269351	28118__F9Z751__DHW44_02965
ERR1913265.269452__1.269452	1150298__A0A174CCD5__ERS852406_01310
ERR1913265.269519__1.269519	39491__A0A396FQV7__T1815_10751
ERR1913265.269552__1.269552	40518__R5DV58__htrA
ERR1913265.269892__1.269892	28117__B0MXL6__ALIPUT_01851
ERR1913265.269964__1.269964	216816__B3DRU6__DPC6323_0992
ERR1913265.270108__1.270108	204516__U6RKS4__HMPREF1534_01431
ERR1913265.270304__1.270304	1304__J7SI29__DL08_08910
ERR1913265.270534__1.270534	626929__F3PF38__HMPREF9445_00603
ERR1913265.270526__1.270526	39491__D4JIB6__ERS852417_01685
ERR1913265.270799__1.270799	35833__E5Y2B5__HMPREF0179_00325
ERR1913265.270843__1.270843	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913265.271011__1.271011	39491__A0A395UXH0__EUBREC_0021
ERR1913265.271097__1.271097	1681__K2IQE2__uvrD
ERR1913265.271098__1.271098	244366__A0A0B7GK14__DMR31_13945
ERR1913265.271103__1.271103	244366__A0A0B7GK14__DMR31_13945
ERR1913265.271134__1.271134	1680__R5GR82__AD0028_0014
ERR1913265.271152__1.271152	39491__C4ZCH3__EUR_17560
ERR1913265.271221__1.271221	310298__B3JFK4__BACCOP_00654
ERR1913265.271490__1.271490	39491__A0A395ZF49__DXB69_05290
ERR1913265.271497__1.271497	853__A8SB03__C4Q21_07960
ERR1913265.271569__1.271569	39491__A0A395V1R3__T1815_08181
ERR1913265.271833__1.271833	100884__E7G896__HMPREF9488_00984
ERR1913265.271870__1.271870	1304__A0A2I1TK21__TZ99_00611
ERR1913265.271976__1.271976	39491__A0A396FRK0__ERS852417_00541
ERR1913265.272012__1.272012	1262992__R5D645__BN795_00736
ERR1913265.272124__1.272124	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913265.272187__1.272187	40518__R5DU92__DXD93_03170
ERR1913265.272338__1.272338	246787__A0A0P0GUU5__BACCELL_02894
ERR1913265.272444__1.272444	1685__A0A2K9B7Y4__BBM1114_01180
ERR1913265.272485__1.272485	820__A0A3E4VZT7__DXB48_16145
ERR1913265.272580__1.272580	1304__A0A1V0GL68__CGZ74_06870
ERR1913265.272654__1.272654	39491__A0A173VYV1__DXC13_02710
ERR1913265.272697__1.272697	1304__J7TN17__DDY67_08855
ERR1913265.272772__1.272772	1660__A7BBA7__gluQ
ERR1913265.272940__1.272940	1304__J7TGU8__Ssal_02017
ERR1913265.272904__1.272904	328813__A0A1Y3QWI2__B5G41_09460
ERR1913265.272979__1.272979	818__A0A174N1L6__ERS852511_02039
ERR1913265.273112__1.273112	1680__A0A087DSA4__B5789_0495
ERR1913265.273279__1.273279	1965662__A0A1Y3RWH2__B5G38_06345
ERR1913265.273294__1.273294	28117__B0MU76__ALIPUT_00202
ERR1913265.273297__1.273297	40518__R5E8B6__RB5AMG_00876
ERR1913265.273304__1.273304	310298__B3JJX9__BACCOP_02203
ERR1913265.273329__1.273329	33043__A0A173YUV6__ERS852386_00507
ERR1913265.273425__1.273425	1680__A0A087DHN0__AL0462_1532
ERR1913265.273474__1.273474	823__D7IV95__DXC05_09565
ERR1913265.273489__1.273489	823__A0A073I748__M096_3057
ERR1913265.273639__1.273639	1262911__R6H1K1__BN557_00910
ERR1913265.273771__1.273771	820__A0A3E4VZY4__ERS852554_01211
ERR1913265.273796__1.273796	1263109__GCA_000438135.1_01435
ERR1913265.273823__1.273823	1680__A0A3E4SB79__BAD_1517
ERR1913265.273922__1.273922	33043__A0A174DSP1__essC_2
ERR1913265.274074__1.274074	40518__R5E1J7__RBL236_02062
ERR1913265.274387__1.274387	40518__R5E1X3__clcA
ERR1913265.274437__1.274437	1304__A0A2I1TLS3__DL07_03485
ERR1913265.274488__1.274488	1680__R5GRA4__ERS852382_01548
ERR1913265.274463__1.274463	28117__B0MXR4__BHV66_08025
ERR1913265.274539__1.274539	40518__R5DQJ0__DXD93_03790
ERR1913265.274689__1.274689	214856__A0A173YE57__ERS852559_00126
ERR1913265.274843__1.274843	40518__R5DMC7__blaR1
ERR1913265.274857__1.274857	40518__R5DSI5__fieF
ERR1913265.274880__1.274880	28117__B0MU76__ALIPUT_00202
ERR1913265.275143__1.275143	310298__B3JMG0__BACCOP_03099
ERR1913265.275189__1.275189	1150298__A0A174FT27__ERS852535_01803
ERR1913265.275304__1.275304	820__A0A174VD39__DXD90_12235
ERR1913265.275405__1.275405	33043__A0A173WCG7__ERS852575_01602
ERR1913265.275483__1.275483	39491__A0A395ZHV7__ykvU
ERR1913265.275526__1.275526	360807__C0FVL1__ERS852392_00394
ERR1913265.275594__1.275594	28117__B0MWC6__BHV66_00965
ERR1913265.275617__1.275617	1262783__R6CVE3__BN558_00695
ERR1913265.275735__1.275735	1317__A0A380JC16__HMPREF9176_0866
ERR1913265.275750__1.275750	1304__A0A2I1TK21__TZ99_00611
ERR1913265.275795__1.275795	1150298__R7JUW7__ERS852406_02089
ERR1913265.275956__1.275956	1263109__GCA_000438135.1_00668
ERR1913265.276052__1.276052	999425__E8K725__HMPREF9186_01091
ERR1913265.276151__1.276151	410072__A0A174DJM1__DXD67_05275
ERR1913265.276167__1.276167	853__A0A2J4JL53__CRH10_10795
ERR1913265.276234__1.276234	821__A0A395US34__C5Z04_18975
ERR1913265.276449__1.276449	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913265.276477__1.276477	820__A0A139JUD3__DXC91_19380
ERR1913265.276520__1.276520	28117__B0MWC6__BHV66_00965
ERR1913265.276716__1.276716	39491__A0A396FMF1__EUR_28700
ERR1913265.276742__1.276742	88431__A0A3D0EY52__ERS852573_01763
ERR1913265.276793__1.276793	1150298__A0A173W9F4__ERS852498_02567
ERR1913265.276831__1.276831	1262911__R6GTA5__BN557_01337
ERR1913265.276894__1.276894	40518__R5DR96__RBATCC27255_01185
ERR1913265.277017__1.277017	556259__I0PXY6__BSGG_5174
ERR1913265.277034__1.277034	1263107__GCA_000436995.1_00080
ERR1913265.276985__1.276985	28117__B0MT73__ALIPUT_00412
ERR1913265.276989__1.276989	40518__R5E6G1__DXD83_06815
ERR1913265.277153__1.277153	1744__A0A341FKP5__PFCIRM118_11340
ERR1913265.277297__1.277297	40518__R5DN55__RBATCC27255_01652
ERR1913265.277452__1.277452	46506__S3YD95__AA415_02538
ERR1913265.277469__1.277469	552398__F4XHU2__HMPREF0866_03196
ERR1913265.277594__1.277594	214856__A0A174CRY5__ERS852559_01060
ERR1913265.277627__1.277627	74426__group_4808
ERR1913265.277741__1.277741	1150298__A0A174S2H3__spoIIQ
ERR1913265.277827__1.277827	39491__C4ZCV7__ERE_23110
ERR1913265.277941__1.277941	1680__A0A374QDL4__LMG18897_0432
ERR1913265.277945__1.277945	823__A0A355XGQ3__prmC
ERR1913265.278018__1.278018	33043__A8SWL7__ERS852386_02506
ERR1913265.278309__1.278309	1317__A0A380JD95__ybhR_2
ERR1913265.278346__1.278346	1680__A0A087DHN0__AL0462_1532
ERR1913265.278442__1.278442	1262992__R5D645__BN795_00736
ERR1913265.278652__1.278652	1150298__A0A174S4G4__dacB_1
ERR1913265.278688__1.278688	1680__A0A0B5BHY4__DXD63_03525
ERR1913265.278712__1.278712	40518__R5DNI6__RBATCC27255_00844
ERR1913265.278753__1.278753	40518__R5E670__DXD93_06195
ERR1913265.278770__1.278770	1686__B6XTW3__BBCT_0900
ERR1913265.278926__1.278926	1463165__A0A0C7KKQ5__CWN03_05450
ERR1913265.278872__1.278872	394340__metK
ERR1913265.279015__1.279015	40518__R5DWH8__DXD86_04530
ERR1913265.279050__1.279050	39491__A0A173TAZ5__DXB99_09520
ERR1913265.279328__1.279328	487175__F3QMH5__HMPREF9439_02154
ERR1913265.279342__1.279342	78257__A0A087CUE0__BSAE_1156
ERR1913265.279371__1.279371	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913265.279393__1.279393	823__A0A355XF06__B5F32_11480
ERR1913265.279472__1.279472	821__R6F3Y1__SAMN04487923_104318
ERR1913265.279552__1.279552	40518__R5DVL2__penA
ERR1913265.279627__1.279627	853__A0A173TAZ8__DWZ46_14590
ERR1913265.279659__1.279659	310298__B3JKM0__BACCOP_02451
ERR1913265.279730__1.279730	1304__A0A1C7C632__NX99_03420
ERR1913265.279798__1.279798	216816__C5E9A6__mutT4
ERR1913265.279837__1.279837	216816__A0A395XZB7__DXD37_04075
ERR1913265.279859__1.279859	820__A0A396EUV1__B5G17_06465
ERR1913265.280003__1.280003	671267__R9IB12__C802_00696
ERR1913265.280112__1.280112	33043__A0A173WWJ5__ERS852386_00339
ERR1913265.280162__1.280162	40518__R5DYP7__envC
ERR1913265.280214__1.280214	1304__A0A074J0C2__V471_05910
ERR1913265.280466__1.280466	357276__B6W1J2__BACDOR_03380
ERR1913265.280572__1.280572	28117__B0MY40__BHV66_05170
ERR1913265.280604__1.280604	40518__R5E6K4__RB5AMG_02070
ERR1913265.280690__1.280690	39491__A0A173QT73__alaS_2
ERR1913265.280704__1.280704	310298__B3JED9__BACCOP_00230
ERR1913265.280749__1.280749	214856__A0A174EJT5__mnmA
ERR1913265.280813__1.280813	821__A0A174WBC9__ERS852556_03145
ERR1913265.280897__1.280897	28118__F9Z410__NCTC10826_01196
ERR1913265.281119__1.281119	1680__R5GSL8__DXD60_03315
ERR1913265.281133__1.281133	823__A0A069S0G2__DXB14_03195
ERR1913265.281198__1.281198	820__A7V470__HMPREF1072_02076
ERR1913265.281340__1.281340	853__A0A2A7A4A9__C4N21_14870
ERR1913265.281363__1.281363	40518__R5DXH2__DXD83_10135
ERR1913265.281414__1.281414	40518__R5E6N4__DXD93_01325
ERR1913265.281449__1.281449	1463165__J2X5E1__B6J66_04670
ERR1913265.281510__1.281510	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913265.281659__1.281659	1150298__R7JUW7__ERS852406_02089
ERR1913265.281715__1.281715	1150298__A0A174APS6__kinA
ERR1913265.281763__1.281763	40518__R5DUG7__sbcC
ERR1913265.281897__1.281897	905__D2RKU4__SAMN02910455_01054
ERR1913265.282031__1.282031	328813__A0A1Y3QUT4__B5G41_06975
ERR1913265.282236__1.282236	33043__D5HIC8__vspIM
ERR1913265.282471__1.282471	1150298__A0A174HHW8__yhbU_1
ERR1913265.282825__1.282825	214856__A0A174EJT5__mnmA
ERR1913265.282898__1.282898	1681__A0A292G0N0__DD699_04260
ERR1913265.283013__1.283013	649756__D4MZI8__ERS852387_00933
ERR1913265.283083__1.283083	218538__C9LQ92__GCWU000321_01724
ERR1913265.283205__1.283205	1685__A0A3D8UE34__NRBB18_0294
ERR1913265.283346__1.283346	853__C7H7F5__DWZ46_01780
ERR1913265.283408__1.283408	28118__R6F2P9__B5F99_13925
ERR1913265.283424__1.283424	301301__A0A395V4S5__RHOM_15770
ERR1913265.283480__1.283480	823__A0A078TL61__ERS852429_00610
ERR1913265.283556__1.283556	39491__A0A2U2EKL1__ERS852580_00911
ERR1913265.283617__1.283617	28117__B0N007__BHV66_10275
ERR1913265.283629__1.283629	853__D4JY61__C4N21_10560
ERR1913265.283799__1.283799	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913265.283829__1.283829	1263107__GCA_000436995.1_00198
ERR1913265.283832__1.283832	310298__B3JK99__BACCOP_02328
ERR1913265.283918__1.283918	214856__A0A173ZQY0__ERS852559_00007
ERR1913265.283968__1.283968	1262992__R5CY03__BN795_01148
ERR1913265.283999__1.283999	626933__H1DGX0__HMPREF9449_01506
ERR1913265.284016__1.284016	1263109__GCA_000438135.1_00605
ERR1913265.284217__1.284217	39491__A0A396FKG5__DXB76_07455
ERR1913265.284267__1.284267	28117__B0MTV3__BHV66_06405
ERR1913265.284381__1.284381	40518__R5DTG5__RBATCC27255_00890
ERR1913265.284640__1.284640	1318__E8K6L0__NCTC12854_01784
ERR1913265.284653__1.284653	853__A0A174BZY1__xerD_1
ERR1913265.284938__1.284938	39491__C4ZCV7__ERE_23110
ERR1913265.285013__1.285013	310298__B3JNR4__BACCOP_03579
ERR1913265.285140__1.285140	33043__D5HEU4__ftsW_3
ERR1913265.285516__1.285516	310298__B3JHU0__BACCOP_01452
ERR1913265.285657__1.285657	216816__E8MVM4__APC1480_1562
ERR1913265.285751__1.285751	1150298__R7JRJ7__ERS852406_01438
ERR1913265.285792__1.285792	1686__B6XVK7__BIFCAT_01236
ERR1913265.285806__1.285806	39491__D4JM76__DXC13_02150
ERR1913265.285963__1.285963	1343__E8KTC3__cah
ERR1913265.286030__1.286030	46506__S3YT03__AA415_01895
ERR1913265.286035__1.286035	100884__E7GBN8__HMPREF9488_02179
ERR1913265.286140__1.286140	1150298__A0A174KZR5__ERS852498_01375
ERR1913265.286188__1.286188	246787__R6KCH8__csbC
ERR1913265.286190__1.286190	1150298__R7JNQ8__ERS852406_00857
ERR1913265.286165__1.286165	853__A0A2A7AXC8__C4N21_14120
ERR1913265.286246__1.286246	823__E1YT73__NCTC11152_02675
ERR1913265.286242__1.286242	853__E2ZGD9__C7J97_11715
ERR1913265.286312__1.286312	40518__R5DU92__DXD93_03170
ERR1913265.286341__1.286341	820__A0A174M9V5__M093_0237
ERR1913265.286391__1.286391	1263109__GCA_000438135.1_01146
ERR1913265.286392__1.286392	39491__A0A174K9A3__DXB69_07785
ERR1913265.286580__1.286580	39485__A0A174ZPH7__ERS852490_01992
