ERR1913243.162__1.162	487174__K0WZN5__HMPREF9448_01108
ERR1913243.193481__1.193481	40518__R5DXH2__DXD83_10135
ERR1913243.193509__1.193509	165179__A0A3E5DRF6__DXC61_00200
ERR1913243.193703__1.193703	239935__A0A2N8HT44__CXT84_11035
ERR1913243.193825__1.193825	1535__A7VWN8__CH238_02485
ERR1913243.193988__1.193988	40518__R5DU92__DXD93_03170
ERR1913243.193999__1.193999	357276__A0A1Y3Z6X3__GV66_07715
ERR1913243.194134__1.194134	823__A0A174VBJ5__M091_5021
ERR1913243.194284__1.194284	371601__A0A1H4AKU1__BXY_45200
ERR1913243.194319__1.194319	246787__A0A3D6AWM8__BACCELL_01963
ERR1913243.194545__1.194545	418240__A0A173XSX9__ERS852523_01591
ERR1913243.194528__1.194528	487174__K0X250__DDY40_03675
ERR1913243.194647__1.194647	310298__B3JFI7__BACCOP_00636
ERR1913243.194788__1.194788	214856__I3YK71__ERS852559_02472
ERR1913243.194796__1.194796	214856__I3YMN6__Alfi_1938
ERR1913243.194992__1.194992	1263107__GCA_000436995.1_00097
ERR1913243.195012__1.195012	88431__A0A3D0EYE9__rafA
ERR1913243.195210__1.195210	1262882__R5N5D7__BN519_01676
ERR1913243.195217__1.195217	410072__A0A3E4GMB7__COPCOM_03357
ERR1913243.195229__1.195229	1262743__R5C054__BN727_01980
ERR1913243.195448__1.195448	40518__R5DRY6__RB5AMG_00549
ERR1913243.195635__1.195635	39492__A0A174ZYY6__EUBSIR_02510
ERR1913243.195685__1.195685	357276__A0A076IYG1__B5F95_22465
ERR1913243.195736__1.195736	1776045__A0A0U5J7K7__BN3456_00132
ERR1913243.195845__1.195845	40518__R5E6X1__DXD83_01720
ERR1913243.195980__1.195980	40518__R5DU92__DXD93_03170
ERR1913243.196133__1.196133	40518__R5E4Y8__RBATCC27255_01448
ERR1913243.196301__1.196301	214856__I3YK71__ERS852559_02472
ERR1913243.196360__1.196360	1262882__R5MLP0__BN519_01597
ERR1913243.196447__1.196447	74426__nifJ
ERR1913243.196468__1.196468	1263000__R5EQY7__BN466_01150
ERR1913243.196515__1.196515	1501391__GCA_000786575.1_00081
ERR1913243.196522__1.196522	40518__R5DWH8__DXD86_04530
ERR1913243.196782__1.196782	39492__D4JR08__ERS852540_02467
ERR1913243.196853__1.196853	1262882__R5MEN9__BN519_00201
ERR1913243.197240__1.197240	1262882__R5N4P6__BN519_01346
ERR1913243.197429__1.197429	357276__A0A0K2HKT7__B5F95_21090
ERR1913243.197485__1.197485	239935__A0A139TPD4__CXT86_06450
ERR1913243.197516__1.197516	387090__S0F8B2__BACCOPRO_02129
ERR1913243.197568__1.197568	820__A0A3E4PYB0__yejM
ERR1913243.197625__1.197625	1965646__A0A1Y3WG78__B5G10_10525
ERR1913243.197626__1.197626	39492__D4JT90__coaE
ERR1913243.197733__1.197733	28117__B0MY40__BHV66_05170
ERR1913243.197771__1.197771	204516__U6RGN8__HMPREF1534_01465
ERR1913243.197973__1.197973	651822__GCA_000210715.1_00753
ERR1913243.198055__1.198055	166486__D4KUC8__ERS852572_00958
ERR1913243.198076__1.198076	1550024__G9RTA6__TQ39_10970
ERR1913243.198153__1.198153	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913243.198201__1.198201	39492__D4JRR5__ERS852540_02089
ERR1913243.198449__1.198449	40518__A0A1C6H844__DXD93_02510
ERR1913243.198608__1.198608	1262882__R5MM25__BN519_00600
ERR1913243.198620__1.198620	1501391__GCA_000786575.1_00018
ERR1913243.198725__1.198725	1550024__A0A3B9WJX7__ASJ35_07080
ERR1913243.198958__1.198958	78345__A0A087BJK4__SAMN02745589_1497
ERR1913243.199112__1.199112	1262924__R7HQ03__BN585_01295
ERR1913243.199141__1.199141	2292352__A0A374URH1__DXC23_03540
ERR1913243.199159__1.199159	1262882__R5MGK3__BN519_00655
ERR1913243.199180__1.199180	820__A0A174CG08__DXB62_13215
ERR1913243.199442__1.199442	40518__R5DW64__RBL236_01394
ERR1913243.199484__1.199484	1262882__R5MSX6__BN519_01697
ERR1913243.199572__1.199572	544644__GCA_001915615.1_00036
ERR1913243.199768__1.199768	246787__A0A0P0G6F2__BcellWH2_02369
ERR1913243.199812__1.199812	437897__H3K8B0__DXD38_02010
ERR1913243.199831__1.199831	820__A0A174R952__DXB48_02570
ERR1913243.199900__1.199900	1535__A7VPV5__CLOLEP_00582
ERR1913243.200045__1.200045	40518__R5E4X5__RB5AMG_01438
ERR1913243.200180__1.200180	328814__GCA_004558275.1_00078
ERR1913243.200255__1.200255	28118__F9Z332__NCTC10826_03194
ERR1913243.200594__1.200594	28116__I9TDA4__BACOV975_03134
ERR1913243.200647__1.200647	28118__R6FCW4__DF785_08500
ERR1913243.200650__1.200650	40518__R5DUU0__DXD93_03985
ERR1913243.200795__1.200795	328814__GCA_004558275.1_00066
ERR1913243.200882__1.200882	28117__B0MT86__BHV66_02450
ERR1913243.201040__1.201040	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913243.201273__1.201273	487174__K0X3H8__HMPREF9448_02822
ERR1913243.201348__1.201348	823__A0A355XJ56__DDY96_07685
ERR1913243.201259__1.201259	40518__R5DU38__DXD83_06770
ERR1913243.201410__1.201410	1262882__R5N526__BN519_01603
ERR1913243.201381__1.201381	40518__R5E2R8__nnr_2
ERR1913243.201580__1.201580	2292352__A0A374UM14__DXC23_07860
ERR1913243.201624__1.201624	487174__K0WRI1__DIT83_06780
ERR1913243.201531__1.201531	471189__GCA_003340385.1_00504
ERR1913243.202118__1.202118	820__A0A374Q854__HMPREF1073_03281
ERR1913243.202275__1.202275	1465754__A0A1H3XBN3__SAMN05444145_101150
ERR1913243.202465__1.202465	40520__R7D3S9__DXD81_14140
ERR1913243.202478__1.202478	1262882__R5MM69__BN519_00075
ERR1913243.202543__1.202543	39492__D4JU94__ispE
ERR1913243.202615__1.202615	487174__K0X3E9__DDY40_04905
ERR1913243.202654__1.202654	671267__R9ICM6__C802_00589
ERR1913243.202804__1.202804	40518__R5DYU1__DXD86_01160
ERR1913243.202926__1.202926	1262882__R5N3T7__BN519_01188
ERR1913243.202969__1.202969	487174__K0X7X4__DIT83_09125
ERR1913243.203233__1.203233	1262882__R5MH55__BN519_00725
ERR1913243.203363__1.203363	28117__B0MSS1__ALIPUT_00273
ERR1913243.203383__1.203383	1262882__R5MZ41__BN519_00356
ERR1913243.203530__1.203530	40518__R5DTH7__DXD83_02405
ERR1913243.203733__1.203733	39496__A5Z9X3__EUBVEN_02520
ERR1913243.203776__1.203776	1501391__GCA_000786575.1_00079
ERR1913243.203862__1.203862	821__R9HFW2__DXD01_00365
ERR1913243.203954__1.203954	39492__D4JSU6__dacB_3
ERR1913243.204054__1.204054	487174__K0WYC5__HMPREF9448_01493
ERR1913243.204475__1.204475	487174__K0X2W8__HMPREF9448_02611
ERR1913243.204487__1.204487	39492__D4JRV7__EUBSIR_01513
ERR1913243.204581__1.204581	246787__A0A108TGC9__BACCELL_01371
ERR1913243.204776__1.204776	626932__G5H4Z7__HMPREF9450_00007
ERR1913243.204795__1.204795	2173__A0A1D2WX16__METSMIALI_00508
ERR1913243.204733__1.204733	821__A0A396F9T7__M097_3427
ERR1913243.204834__1.204834	28117__B0MYW7__ALIPUT_02336
ERR1913243.205462__1.205462	487174__K0WXI9__HMPREF9448_02340
ERR1913243.205342__1.205342	39492__D4JWY7__EUBSIR_01655
ERR1913243.205632__1.205632	28116__A0A395W017__HMPREF1017_03721
ERR1913243.205670__1.205670	1262882__R5MHA1__BN519_00763
ERR1913243.205685__1.205685	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913243.206078__1.206078	1262882__R5MSI5__BN519_01596
ERR1913243.206090__1.206090	39488__C0ERK9__cbiK
ERR1913243.206190__1.206190	2173__P22350__Msm_0089
ERR1913243.206262__1.206262	1262882__R5N678__BN519_01604
ERR1913243.206280__1.206280	823__A0A355XKQ8__DHP27_04010
ERR1913243.206297__1.206297	39492__D4JWM0__atpF
ERR1913243.206312__1.206312	328814__GCA_004558275.1_00067
ERR1913243.206314__1.206314	1262739__R6M9P7__BN659_01903
ERR1913243.206377__1.206377	418240__C6JGL2__ERS852523_00030
ERR1913243.206452__1.206452	46503__R6Y9P8__evgS_3
ERR1913243.206457__1.206457	239935__A0A2N8HHB6__B5G29_11500
ERR1913243.206634__1.206634	46506__R5K437__DXC34_00685
ERR1913243.206989__1.206989	1965569__A0A1Y4NK94__B5F07_19320
ERR1913243.206955__1.206955	40518__R5E7S2__RBL263_00671
ERR1913243.207032__1.207032	1262882__R5MT08__BN519_01706
ERR1913243.207154__1.207154	487174__K0XF08__DDY40_09050
ERR1913243.207166__1.207166	1550024__G9RT56__TQ39_09200
ERR1913243.207236__1.207236	487174__R5EXS5__HMPREF9448_02541
ERR1913243.207252__1.207252	328814__GCA_004558275.1_00025
ERR1913243.207469__1.207469	40518__R5DZC6__mreC
ERR1913243.207554__1.207554	487174__K0X665__DIT83_12000
ERR1913243.207600__1.207600	487174__K0WXG8__DIT83_09300
ERR1913243.207605__1.207605	239935__A0A2N8IHY1__CXU06_00035
ERR1913243.207769__1.207769	1262882__R5MSI5__BN519_01596
ERR1913243.207957__1.207957	649756__E5VJS7__mecR1_3
ERR1913243.208101__1.208101	649756__B0P1H0__DO83_13870
ERR1913243.208587__1.208587	328814__GCA_004558275.1_00997
ERR1913243.208564__1.208564	1535__A7VWP7__CH238_02450
ERR1913243.208798__1.208798	823__A0A355XLT7__HMPREF1075_03402
ERR1913243.208884__1.208884	28118__R6F6F1__B5F93_10805
ERR1913243.208929__1.208929	28116__F7LEX0__CUY_5042
ERR1913243.208917__1.208917	39492__D4JX50__EUBSIR_00410
ERR1913243.208989__1.208989	1263006__R6LU28__BN515_01365
ERR1913243.209288__1.209288	40518__R5DUU0__DXD93_03985
ERR1913243.209339__1.209339	239935__A0A2N8HT44__CXT84_11035
ERR1913243.209619__1.209619	328814__GCA_004558275.1_01000
ERR1913243.209636__1.209636	1262739__R6M9P7__BN659_01903
ERR1913243.209861__1.209861	39492__D4JVG7__ERS852540_00946
ERR1913243.210331__1.210331	471189__GCA_003340385.1_00161
ERR1913243.210393__1.210393	1262882__A0A356PSJ4__BN519_01180
ERR1913243.210488__1.210488	821__A0A396F1N0__M099_1553
ERR1913243.210516__1.210516	40518__R5DWQ2__DXD93_03810
ERR1913243.210539__1.210539	246787__A0A0P0GM08__BcellWH2_01845
ERR1913243.210590__1.210590	821__A0A174JYD3__ERS852457_02610
ERR1913243.211002__1.211002	39492__D4JVC7__yfgF
ERR1913243.211085__1.211085	820__A0A3E4XM43__DXC91_13960
ERR1913243.211049__1.211049	40518__R5E4X5__RB5AMG_01438
ERR1913243.211125__1.211125	371601__D7K8P3__SAMN05216250_10395
ERR1913243.211221__1.211221	39492__D4JSS2__EUBSIR_00553
ERR1913243.211295__1.211295	1262743__R5C054__BN727_01980
ERR1913243.211740__1.211740	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913243.211748__1.211748	821__A0A174NVL6__NCTC10583_01782
ERR1913243.211790__1.211790	40518__R5DYU1__DXD86_01160
ERR1913243.211899__1.211899	40520__R7D9L9__DXC87_14715
ERR1913243.211934__1.211934	1262882__R5MRS7__BN519_01490
ERR1913243.212095__1.212095	630129__A0A087B608__BBKW_1223
ERR1913243.212058__1.212058	1262882__R5N2U9__BN519_01221
ERR1913243.212254__1.212254	40518__R5DUG7__sbcC
ERR1913243.212262__1.212262	40518__R5DM08__DXD83_06415
ERR1913243.212283__1.212283	437897__H3K9H5__HMPREF9454_01898
ERR1913243.213062__1.213062	301302__R5UMB9__M72_25011
ERR1913243.213063__1.213063	39492__B0MM84__lgt
ERR1913243.213142__1.213142	158847__A0A378NUR1__B5F82_04645
ERR1913243.213232__1.213232	40520__A5ZSL9__DXC87_07025
ERR1913243.213338__1.213338	2292352__A0A374USC8__DXC23_03535
ERR1913243.213518__1.213518	328814__GCA_004558275.1_00066
ERR1913243.213461__1.213461	33039__D4M4F8__ERS852502_02771
ERR1913243.213650__1.213650	39492__D4JSS9__btuF
ERR1913243.213834__1.213834	552398__F4XCQ4__HMPREF0866_01621
ERR1913243.213839__1.213839	218538__C9LNQ3__GCWU000321_01176
ERR1913243.213870__1.213870	39492__D4JVG7__ERS852540_00946
ERR1913243.213947__1.213947	487174__K0XMA0__HMPREF9448_01432
ERR1913243.214339__1.214339	39492__D4JVG7__ERS852540_00946
ERR1913243.214465__1.214465	1263107__GCA_000436995.1_00176
ERR1913243.214516__1.214516	820__A0A173WZS4__DXD90_10250
ERR1913243.214570__1.214570	204516__U6R9E7__HMPREF1534_03313
ERR1913243.214606__1.214606	1262882__R5MYP8__BN519_00439
ERR1913243.214659__1.214659	239935__A0A2N8J2P6__ADH72_06730
ERR1913243.214743__1.214743	820__A0A078S4C2__ERS417307_00828
ERR1913243.214897__1.214897	2292352__A0A374UQ84__DXC23_03855
ERR1913243.214901__1.214901	28117__B0MWP2__ALIPUT_01468
ERR1913243.214955__1.214955	39485__C4Z6Z5__EUBELI_20593
ERR1913243.215090__1.215090	1263000__R5EJ27__BN466_01916
ERR1913243.215346__1.215346	28117__B0MWP2__ALIPUT_01468
ERR1913243.215474__1.215474	239935__A0A2N8IVR0__CXT87_07115
ERR1913243.215583__1.215583	1297617__A0A0S2W0K9__C7373_10194
ERR1913243.215674__1.215674	821__A0A174JYD3__ERS852457_02610
ERR1913243.215939__1.215939	360807__C0FPN7__ERS852444_02993
ERR1913243.215947__1.215947	1262882__R5MEN2__BN519_00200
ERR1913243.216081__1.216081	40518__R5DV66__DXD83_04215
ERR1913243.216136__1.216136	39492__D4JX34__ERS852540_00411
ERR1913243.216163__1.216163	1550024__A0A0D8IY45__ASJ35_05575
ERR1913243.216234__1.216234	301302__R5UVE7__ERS852420_01292
ERR1913243.216715__1.216715	39492__D4JRM9__bglB_2
ERR1913243.216677__1.216677	371601__D4WBK5__BN891_3970
ERR1913243.216842__1.216842	40518__R5DRY6__RB5AMG_00549
ERR1913243.217281__1.217281	1262882__R5MEW7__BN519_00010
ERR1913243.217418__1.217418	552398__F4XAJ9__HMPREF0866_00317
ERR1913243.217482__1.217482	239935__A0A2N8HSC0__CXU06_05505
ERR1913243.217615__1.217615	626933__H1DGX0__HMPREF9449_01506
ERR1913243.217719__1.217719	1262882__R5MHA1__BN519_00763
ERR1913243.217952__1.217952	40518__R5E2Z2__DXD93_09295
ERR1913243.218265__1.218265	204516__U6RDD8__HMPREF1534_02559
ERR1913243.218471__1.218471	471189__GCA_003340385.1_00001
ERR1913243.218503__1.218503	818__A0A3E5GXM2__BJP75_025230
ERR1913243.218695__1.218695	820__A0A3E4VZY4__ERS852554_01211
ERR1913243.218714__1.218714	1262882__R5MHQ8__BN519_00707
ERR1913243.218737__1.218737	823__A0A395YRW4__DD466_15895
ERR1913243.218944__1.218944	204516__U6RFB2__HMPREF1534_01733
ERR1913243.218941__1.218941	39492__D4JVC7__yfgF
ERR1913243.218963__1.218963	28026__A0A267WLS3__DXD35_07705
ERR1913243.219040__1.219040	39492__D4JT68__spoIIIE
ERR1913243.219069__1.219069	39488__A0A173URV1__DXD91_07100
ERR1913243.219592__1.219592	328814__GCA_004558275.1_00992
ERR1913243.219663__1.219663	328814__GCA_004558275.1_00075
ERR1913243.220022__1.220022	2292352__A0A374URH1__DXC23_03540
ERR1913243.220057__1.220057	1501391__GCA_000786575.1_00060
ERR1913243.220293__1.220293	35833__E5Y6S9__HMPREF0179_01914
ERR1913243.220406__1.220406	371601__D7K8P3__SAMN05216250_10395
ERR1913243.220519__1.220519	39492__D4JVG1__ERS852540_00951
ERR1913243.220860__1.220860	1262743__R5C054__BN727_01980
ERR1913243.221082__1.221082	1262882__R5N532__BN519_01420
ERR1913243.221031__1.221031	821__A6L0C7__ERS852556_03520
ERR1913243.221039__1.221039	40518__R5DZC6__mreC
ERR1913243.221156__1.221156	33039__D4M5E1__ERS852577_03873
ERR1913243.221182__1.221182	40518__R5DU52__RB5AMG_02245
ERR1913243.221222__1.221222	820__A0A3E4G8F8__ERS852421_01645
ERR1913243.221671__1.221671	357276__B6VYT9__HMPREF1063_05030
ERR1913243.221698__1.221698	820__A0A1T4IY80__ERS852554_01621
ERR1913243.221959__1.221959	821__A0A0P0M3U7__DXB90_14325
ERR1913243.222289__1.222289	39492__D4JR58__EUBSIR_02090
ERR1913243.222739__1.222739	821__A0A174NM17__lacZ_6
ERR1913243.222759__1.222759	39492__D4JRV7__EUBSIR_01513
ERR1913243.222820__1.222820	39491__A0A396FJV5__ERS852417_00035
ERR1913243.222887__1.222887	39492__D4JX34__ERS852540_00411
ERR1913243.222981__1.222981	1297617__A0A0S2W3V6__C7373_102343
ERR1913243.222925__1.222925	410072__A0A173S248__ERS852525_02992
ERR1913243.223284__1.223284	1262882__R5MZ58__BN519_00525
ERR1913243.223360__1.223360	1262911__R6H2J2__BN557_01228
ERR1913243.223388__1.223388	1262882__R5MEN2__BN519_00200
ERR1913243.223684__1.223684	246787__R6K756__HMPREF1062_01819
ERR1913243.223700__1.223700	1550024__G9RT62__ASJ35_10800
ERR1913243.223704__1.223704	39492__D4JUL4__ERS852540_01381
ERR1913243.223751__1.223751	301302__R5UUM8__ganB_1
ERR1913243.223999__1.223999	39485__C4Z355__ERS852490_01971
ERR1913243.224169__1.224169	40518__R5DWP7__ansA
ERR1913243.224289__1.224289	626933__H1DGX0__HMPREF9449_01506
ERR1913243.224505__1.224505	291645__I9SGK8__HMPREF1068_00004
ERR1913243.224548__1.224548	40518__R5DZC6__mreC
ERR1913243.224651__1.224651	39492__D4JR20__trmD
ERR1913243.224736__1.224736	39492__D4JRL2__ERS852540_01608
ERR1913243.224895__1.224895	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913243.225165__1.225165	40518__R5E2F3__artQ
ERR1913243.225285__1.225285	821__U6RDC2__DXD46_15675
ERR1913243.225444__1.225444	821__A0A396F598__CUU_3259
ERR1913243.225540__1.225540	818__A0A0P0F7K1__ERS852461_02719
ERR1913243.225560__1.225560	1262882__R5MJM8__BN519_01064
ERR1913243.226011__1.226011	239935__A0A139TPD4__CXT86_06450
ERR1913243.226317__1.226317	1262882__R5ML49__BN519_01361
ERR1913243.226329__1.226329	2137880__A0A316P4A2__DBY21_00410
ERR1913243.226533__1.226533	40518__R5E7G3__DXD86_03405
ERR1913243.226778__1.226778	39492__D4JQS7__ERS852540_01645
ERR1913243.227003__1.227003	40518__R5DUU2__yvhJ_2
ERR1913243.227041__1.227041	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913243.227134__1.227134	1550024__G9RP65__ASJ35_11645
ERR1913243.227233__1.227233	2108523__A0A2P2FCM2__LAWASA_3816
ERR1913243.227386__1.227386	1297617__A0A0S2W1V2__IB211_00824
ERR1913243.227405__1.227405	1262824__R6SU72__BN719_02581
ERR1913243.227550__1.227550	40518__R5E6K4__RB5AMG_02070
ERR1913243.227789__1.227789	328814__GCA_004558275.1_01625
ERR1913243.228060__1.228060	40520__R7DCR4__DXB81_00490
ERR1913243.228064__1.228064	39492__D4JQS7__ERS852540_01645
ERR1913243.228129__1.228129	39492__R6SPM9__pheT
ERR1913243.228236__1.228236	239935__R6JD78__CXU05_09250
ERR1913243.228420__1.228420	40518__R5DVR2__RBL236_00303
ERR1913243.228424__1.228424	1262886__R6QAU3__BN563_00998
ERR1913243.228485__1.228485	487174__K0WV13__DIT83_10890
ERR1913243.228537__1.228537	40518__R5E2U9__RBL263_01292
ERR1913243.228685__1.228685	821__E5UY21__C800_02204
ERR1913243.228690__1.228690	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913243.228734__1.228734	40518__R5DS23__DXD86_01715
ERR1913243.229310__1.229310	40518__R5DUJ5__DXD83_01635
ERR1913243.229400__1.229400	1262882__R5N1T9__BN519_00804
ERR1913243.229487__1.229487	1262882__R5N2E1__BN519_01117
ERR1913243.229597__1.229597	28117__B0MTI4__ALIPUT_00084
ERR1913243.229700__1.229700	33039__D4M5E1__ERS852577_03873
ERR1913243.229735__1.229735	116085__D4J683__DW747_12695
ERR1913243.229861__1.229861	1262882__R5MZ58__BN519_00525
ERR1913243.229798__1.229798	40518__A0A373KL92__RBATCC27255_01378
ERR1913243.230011__1.230011	487174__K0X347__DIT83_07775
ERR1913243.230027__1.230027	487174__K0X068__DDY40_07105
ERR1913243.230059__1.230059	1262882__R5MRS7__BN519_01490
ERR1913243.230063__1.230063	1262882__R5N4P6__BN519_01346
ERR1913243.230072__1.230072	823__D7ILK2__ERS852380_00031
ERR1913243.230084__1.230084	1550024__A0A0D8J179__ASJ35_09245
ERR1913243.230214__1.230214	818__A0A396EBF0__ERS852430_00820
ERR1913243.230313__1.230313	487174__K0WRZ5__HMPREF9448_02826
ERR1913243.230370__1.230370	328814__GCA_004558275.1_00076
ERR1913243.230383__1.230383	39492__D4JTF2__mutS2
ERR1913243.230566__1.230566	28117__B0MUX7__ALIPUT_00918
ERR1913243.230586__1.230586	39492__D4JU57__EUBSIR_00802
ERR1913243.230661__1.230661	28116__A0A1G8H1M8__DXF98_11065
ERR1913243.230634__1.230634	1262882__R5MZQ5__BN519_00648
ERR1913243.230806__1.230806	1262882__R5N0C3__BN519_00731
ERR1913243.231079__1.231079	1262992__R5D5Z8__BN795_00201
ERR1913243.231239__1.231239	239935__A0A2N8I3G2__CXT89_00720
ERR1913243.231265__1.231265	410072__A0A3E4GRP6__DXD67_05285
ERR1913243.231404__1.231404	239935__A0A2N8IUK0__CXU01_07370
ERR1913243.231333__1.231333	239935__A0A139TVJ4__CXT86_02020
ERR1913243.231437__1.231437	1262882__R5MMD8__BN519_01576
ERR1913243.231465__1.231465	572010__feoB_2
ERR1913243.232050__1.232050	1262882__R5MSP5__BN519_01637
ERR1913243.232129__1.232129	39486__B0G9E4__tilS
ERR1913243.232220__1.232220	39492__A0A174ZYY6__EUBSIR_02510
ERR1913243.232354__1.232354	357276__I9QBT7__BSEG_03340
ERR1913243.232361__1.232361	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913243.232364__1.232364	28117__B0MXI8__BHV66_08505
ERR1913243.232622__1.232622	28117__B0MXG8__ALIPUT_01814
ERR1913243.232728__1.232728	1262882__R5MIY9__BN519_01097
ERR1913243.232855__1.232855	1262882__R5MLT4__BN519_01496
ERR1913243.233090__1.233090	39492__D4JQM9__EUBSIR_00669
ERR1913243.233240__1.233240	40518__R5DRG6__ylbJ
ERR1913243.233469__1.233469	821__D4VD59__BHV80_04260
ERR1913243.233593__1.233593	418240__A0A174G147__toxA_4
ERR1913243.233637__1.233637	1262911__R6GR13__BN557_00618
ERR1913243.233671__1.233671	39485__A0A174ZBK4__ERS852490_01585
ERR1913243.233673__1.233673	328814__GCA_004558275.1_01847
ERR1913243.233732__1.233732	1263107__GCA_000436995.1_00231
ERR1913243.233924__1.233924	40518__R5DR72__RBL236_02110
ERR1913243.233956__1.233956	40518__R5DMZ0__DXD83_05610
ERR1913243.234087__1.234087	821__A0A0P0M3U7__DXB90_14325
ERR1913243.234120__1.234120	40518__R5E1J7__RBL236_02062
ERR1913243.234213__1.234213	1862668__GCA_001945525.1_00498
ERR1913243.234367__1.234367	40518__R5DV58__htrA
ERR1913243.234413__1.234413	239935__A0A2N8IL82__CXU02_11740
ERR1913243.234473__1.234473	1263000__R5EAZ0__BN466_00537
ERR1913243.234610__1.234610	239935__A0A2N8I9P4__CXT85_05050
ERR1913243.234677__1.234677	1262911__R6GHG8__BN557_01301
ERR1913243.234871__1.234871	39488__A0A173U8N3__yhbU_1
ERR1913243.235111__1.235111	214856__I3YMN6__Alfi_1938
ERR1913243.235318__1.235318	1535__A7VWP7__CH238_02450
ERR1913243.235301__1.235301	39492__D4JRV7__EUBSIR_01513
ERR1913243.235351__1.235351	357276__A0A076IYG1__B5F95_22465
ERR1913243.235435__1.235435	820__R9HP61__DXC91_01090
ERR1913243.235473__1.235473	471189__GCA_003340385.1_00220
ERR1913243.235493__1.235493	40518__R5DWH8__DXD86_04530
ERR1913243.235494__1.235494	204516__U6RKS4__HMPREF1534_01431
ERR1913243.235833__1.235833	649756__B0P1V2__ERS852475_00214
ERR1913243.235893__1.235893	820__A0A173YYG4__evgS_3
ERR1913243.235930__1.235930	39496__A5Z5I2__EUBVEN_00963
ERR1913243.235967__1.235967	39492__D4JQM9__EUBSIR_00669
ERR1913243.236052__1.236052	823__A0A173RD26__B5F32_03910
ERR1913243.236108__1.236108	39492__D4JRS7__ERS852540_02076
ERR1913243.236120__1.236120	1262889__R7HAC7__BN634_01118
ERR1913243.236181__1.236181	1262882__R5MFA5__BN519_00331
ERR1913243.236253__1.236253	113107__E7S9F5__HMPREF9421_0595
ERR1913243.236255__1.236255	817__A0A2M9UV73__HMPREF1018_04087
ERR1913243.236437__1.236437	820__A0A139K4T0__ERS852510_03146
ERR1913243.236680__1.236680	1262882__R5MZ41__BN519_00356
ERR1913243.236996__1.236996	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913243.236980__1.236980	301302__A0A0M6WCT0__M72_03221
