ERR1913247.224__1.224	100886__E2NQ59__ERS852383_05954
ERR1913247.241370__1.241370	544644__GCA_001915615.1_00073
ERR1913247.241412__1.241412	562__P26458__cydB
ERR1913247.241436__1.241436	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913247.241471__1.241471	10678__GeneID:2777385
ERR1913247.241487__1.241487	46503__R6WPS1__lepB
ERR1913247.241597__1.241597	1262873__R6WUL2__BN605_01172
ERR1913247.241689__1.241689	214856__R6Z590__ERS852447_01059
ERR1913247.242355__1.242355	10678__GeneID:2777386
ERR1913247.242454__1.242454	10678__GeneID:2777485
ERR1913247.242634__1.242634	432201__GeneID:14182722
ERR1913247.242748__1.242748	100886__A0A174JLG1__ybbH_2
ERR1913247.242797__1.242797	823__A6LGI3__DXB14_09215
ERR1913247.242950__1.242950	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913247.242910__1.242910	10678__GeneID:2777454
ERR1913247.242998__1.242998	47678__A5ZBL9__C5Z00_18710
ERR1913247.243024__1.243024	357276__A0A0K2HI25__DXD47_04465
ERR1913247.243206__1.243206	10678__GeneID:2777423
ERR1913247.243183__1.243183	818__A0A174LEN9__BJP75_006595
ERR1913247.243246__1.243246	823__A0A395YSW8__CF162_05645
ERR1913247.243295__1.243295	1262911__R6GZX7__BN557_00838
ERR1913247.243434__1.243434	216816__A0A396FRQ5__DD678_01245
ERR1913247.243467__1.243467	1262911__R6H2B5__BN557_01151
ERR1913247.243386__1.243386	147206__GCF_000156215.1_01469
ERR1913247.243496__1.243496	39492__D4JUT9__ERS852540_01449
ERR1913247.243516__1.243516	1501391__GCA_000786575.1_00079
ERR1913247.243664__1.243664	10678__GeneID:2777424
ERR1913247.243701__1.243701	10678__GeneID:2777481
ERR1913247.243834__1.243834	39492__D4JXA0__ERS852540_02538
ERR1913247.243997__1.243997	1232426__mfd
ERR1913247.244140__1.244140	216816__C5E9C3__CJO32_03030
ERR1913247.244309__1.244309	10678__GeneID:2777415
ERR1913247.244409__1.244409	357276__B6VVS0__HMPREF1064_03951
ERR1913247.244554__1.244554	1501391__GCA_000786575.1_00123
ERR1913247.244572__1.244572	84030__D4MT51__B5F06_08185
ERR1913247.244609__1.244609	216816__C2GTV2__BLIF_0674
ERR1913247.244673__1.244673	216816__D6DC91__DXC72_07710
ERR1913247.244863__1.244863	446660__GCA_003428235.1_01223
ERR1913247.244955__1.244955	818__A0A396E9L6__C799_02774
ERR1913247.244903__1.244903	357276__A0A076IRX7__HMPREF1064_00526
ERR1913247.245085__1.245085	1965576__A0A1Y4L6Q1__B5F19_13320
ERR1913247.245116__1.245116	214856__R6YC22__ERS852447_01215
ERR1913247.245191__1.245191	84030__D6DES2__B5F06_01745
ERR1913247.245272__1.245272	216816__B7GQF0__CE170_00160
ERR1913247.245475__1.245475	1262911__R6GTZ0__BN557_01437
ERR1913247.245687__1.245687	214856__I3YMC8__ERS852447_02666
ERR1913247.245737__1.245737	214856__A0A174ZLW6__ERS852559_01424
ERR1913247.245745__1.245745	84030__D4CHU9__B5F06_03770
ERR1913247.245882__1.245882	10678__GeneID:2777494
ERR1913247.245884__1.245884	1965627__A0A1Y4BDX6__B5F86_00870
ERR1913247.245834__1.245834	216816__B3DQ11__APC1466_1528
ERR1913247.246017__1.246017	216816__C2GW26__chb
ERR1913247.246129__1.246129	1965576__A0A1Y4LK62__B5F19_04800
ERR1913247.246520__1.246520	47678__R5UD76__BACCAC_01373
ERR1913247.246529__1.246529	1432052__A0A1E3AJB0__lacF_4
ERR1913247.246555__1.246555	1501391__GCA_000786575.1_00108
ERR1913247.246613__1.246613	214856__R6XS46__ERS852559_00812
ERR1913247.246757__1.246757	1501391__GCA_000786575.1_00076
ERR1913247.246820__1.246820	10678__GeneID:2777473
ERR1913247.246886__1.246886	1262911__R6GXH0__BN557_00389
ERR1913247.246931__1.246931	823__A0A355XKQ8__DHP27_04010
ERR1913247.246960__1.246960	562__P32704__COD56_15900
ERR1913247.247095__1.247095	214856__R6Z5D0__resA_4
ERR1913247.247174__1.247174	10678__GeneID:2777452
ERR1913247.247268__1.247268	1501391__GCA_000786575.1_00026
ERR1913247.247540__1.247540	1262911__R6GUQ4__BN557_01581
ERR1913247.247482__1.247482	216816__D6DCQ7__HMPREF1312_1623
ERR1913247.247597__1.247597	357276__A0A0K2HP62__HMPREF1063_01560
ERR1913247.247752__1.247752	357276__A0A076IN30__DXD47_09350
ERR1913247.247938__1.247938	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913247.247880__1.247880	1147152__GeneID:14181982
ERR1913247.248177__1.248177	10678__GeneID:2777416
ERR1913247.248237__1.248237	1501391__GCA_000786575.1_00028
ERR1913247.248271__1.248271	357276__A0A076IS73__GV66_00410
ERR1913247.248274__1.248274	357276__I9RAC4__BSEG_00561
ERR1913247.248275__1.248275	10678__GeneID:2777400
ERR1913247.248431__1.248431	1501391__GCA_000786575.1_00057
ERR1913247.248755__1.248755	33039__D4M1J4__ERS852390_02215
ERR1913247.248833__1.248833	100886__E2NUH9__CATMIT_02260
ERR1913247.248903__1.248903	39492__D4JRM9__bglB_2
ERR1913247.249049__1.249049	28025__A0A315RYU0__DD702_05255
ERR1913247.249412__1.249412	214856__I3YPR5__ERS852447_01364
ERR1913247.249560__1.249560	40518__R5E7G3__DXD86_03405
ERR1913247.249784__1.249784	1501391__GCA_000786575.1_00083
ERR1913247.249856__1.249856	214856__E4MF20__Alfi_0697
ERR1913247.250020__1.250020	246787__A0A3D6B182__HMPREF1062_00600
ERR1913247.250145__1.250145	10678__GeneID:2777427
ERR1913247.250298__1.250298	10678__GeneID:2777383
ERR1913247.250472__1.250472	292800__A0A174HIF9__A4U99_06775
ERR1913247.250526__1.250526	10678__GeneID:2777477
ERR1913247.250561__1.250561	2173__A0A1D2WX19__METSMIF1_03132
ERR1913247.250790__1.250790	10678__GeneID:2777422
ERR1913247.251052__1.251052	1262911__R6HHR1__BN557_01622
ERR1913247.251240__1.251240	214856__R6Z590__ERS852447_01059
ERR1913247.251377__1.251377	216816__A0A374SVM3__BLSL_0492
ERR1913247.251471__1.251471	487174__K0WZ94__HMPREF9448_00984
ERR1913247.251509__1.251509	136841__A6VAP5__APA59_15155
ERR1913247.251789__1.251789	216816__A0A133L1E2__ptsP
ERR1913247.252125__1.252125	564886__GeneID:6973115
ERR1913247.252206__1.252206	460384__A0A1I0GW27__SAMN05216313_11380
ERR1913247.252362__1.252362	418240__A0A174EFK2__ERS852478_02213
ERR1913247.252578__1.252578	10678__GeneID:2777431
ERR1913247.252665__1.252665	562__P46855__PU39_09885
ERR1913247.252749__1.252749	10678__GeneID:2777380
ERR1913247.252846__1.252846	328812__A0A0F5JJ06__ACM15_12775
ERR1913247.252882__1.252882	214856__R5UN64__ERS852447_02669
ERR1913247.252951__1.252951	10678__GeneID:2777482
ERR1913247.252970__1.252970	216816__A0A0S2ML20__B5780_2007
ERR1913247.253022__1.253022	40518__R5DWP7__ansA
ERR1913247.253211__1.253211	1262886__R6QSD5__BN563_01674
ERR1913247.253362__1.253362	1262911__R6GR13__BN557_00618
ERR1913247.253387__1.253387	706562__GCA_900112995.1_02127
ERR1913247.253750__1.253750	84030__D6DIA2__B5F06_10510
ERR1913247.253947__1.253947	84030__D4MSB3__B5F06_07550
ERR1913247.254054__1.254054	1531__A0A0E2H6A0__ERS852480_04820
ERR1913247.254069__1.254069	214856__R6XQX8__ERS852559_02550
ERR1913247.254072__1.254072	1965576__A0A1Y4LJU5__B5F19_05340
ERR1913247.254083__1.254083	820__A0A374Q854__HMPREF1073_03281
ERR1913247.254122__1.254122	216816__C5E884__DXC74_09410
ERR1913247.254279__1.254279	10678__GeneID:2777482
ERR1913247.254305__1.254305	10678__GeneID:2777431
ERR1913247.254309__1.254309	1432052__A0A1E3ABI2__BEI63_16840
ERR1913247.254316__1.254316	1263107__GCA_000436995.1_00030
ERR1913247.254370__1.254370	214856__R6XKT4__ERS852559_01719
ERR1913247.254374__1.254374	562__Q8XBR9__G770_00628
ERR1913247.254383__1.254383	10678__GeneID:2777408
ERR1913247.254606__1.254606	1262911__R6GQM3__BN557_01245
ERR1913247.254628__1.254628	216816__B3DNW2__BL171B_07980
ERR1913247.254702__1.254702	172901__A0A2U1AT14__C8D82_12016
ERR1913247.254716__1.254716	40518__R5DME2__DXD86_07315
ERR1913247.254853__1.254853	10678__GeneID:2777482
ERR1913247.254960__1.254960	246787__A0A3D6B182__HMPREF1062_00600
ERR1913247.255058__1.255058	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913247.255026__1.255026	10678__GeneID:2777387
ERR1913247.255283__1.255283	10678__GeneID:2777413
ERR1913247.255343__1.255343	562__P0ABQ5__COD41_16240
ERR1913247.255586__1.255586	246787__A0A0P0FV02__AA416_03728
ERR1913247.255565__1.255565	40518__R5DR39__mreB_2
ERR1913247.255691__1.255691	216816__B7GPE8__I118_0062
ERR1913247.255703__1.255703	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913247.256004__1.256004	357276__I9FGI3__EL88_12385
ERR1913247.256006__1.256006	1501391__GCA_000786575.1_00082
ERR1913247.256056__1.256056	39492__D4JQM9__EUBSIR_00669
ERR1913247.256034__1.256034	1262911__R6GUQ4__BN557_01581
ERR1913247.256213__1.256213	1262911__R6GPM2__BN557_00937
ERR1913247.256286__1.256286	216816__A0A0M0VK23__BLGT_09805
ERR1913247.256287__1.256287	246787__R6KDR9__BcellWH2_02360
ERR1913247.256388__1.256388	1501391__GCA_000786575.1_00003
ERR1913247.256464__1.256464	47678__R5U7P3__DXB67_08985
ERR1913247.256572__1.256572	40518__R5DRG6__ylbJ
ERR1913247.256959__1.256959	246787__R6K756__HMPREF1062_01819
ERR1913247.257002__1.257002	100886__E2NPN4__mutX_3
ERR1913247.257277__1.257277	216816__V6XWW6__RY67_1738
ERR1913247.257347__1.257347	216816__A0A2U0BLP0__tsaB
ERR1913247.257461__1.257461	216816__A0A133L1E2__ptsP
ERR1913247.257500__1.257500	246787__A0A3D6AWM8__BACCELL_01963
ERR1913247.257518__1.257518	1262911__R6GP58__BN557_00798
ERR1913247.257703__1.257703	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913247.257704__1.257704	1262911__R6GN99__BN557_01784
ERR1913247.258022__1.258022	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913247.258139__1.258139	1851568__A0A1B8YKN4__Phpb_01224
ERR1913247.258302__1.258302	28025__D3R451__DD683_03140
ERR1913247.258343__1.258343	246787__A0A139LTD3__BACCELL_01107
ERR1913247.258422__1.258422	214856__R6Y1K2__ERS852447_02306
ERR1913247.258685__1.258685	100886__R7GM72__ERS852383_04709
ERR1913247.258771__1.258771	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913247.258788__1.258788	1262911__R6H1P0__BN557_00940
ERR1913247.258922__1.258922	106588__A6P303__BACCAP_04887
ERR1913247.258818__1.258818	418240__R7CEI8__ERS852523_02541
ERR1913247.258929__1.258929	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.259293__1.259293	246787__A0A3D6AWJ7__AA416_00506
ERR1913247.259271__1.259271	562__P77183__CDL50_13955
ERR1913247.259281__1.259281	1262911__R6H1K1__BN557_00910
ERR1913247.259352__1.259352	84030__D6DKV9__B5F06_02475
ERR1913247.259444__1.259444	216816__B3DU85__APC1504_0160
ERR1913247.259502__1.259502	1262911__R6HN81__BN557_00921
ERR1913247.259681__1.259681	40518__R5DZI2__DXD93_06940
ERR1913247.259794__1.259794	246787__E2NCX3__HMPREF1062_01637
ERR1913247.259809__1.259809	246787__R6LGA6__tmoS_11
ERR1913247.259940__1.259940	1262911__R6GPI7__BN557_00907
ERR1913247.259954__1.259954	1262911__R6GKS1__BN557_00184
ERR1913247.260078__1.260078	1232426__purB
ERR1913247.260202__1.260202	10678__GeneID:2777429
ERR1913247.260274__1.260274	562__P52045__CW278_17595
ERR1913247.260354__1.260354	216816__A0A396FVC5__BL71B_00290
ERR1913247.260554__1.260554	823__D0TC25__B5F32_04575
ERR1913247.260702__1.260702	35833__S2KTV4__HMPREF0179_05216
ERR1913247.260957__1.260957	216816__A0A0A1GS44__BBG7_0558
ERR1913247.260931__1.260931	216816__A0A087BBV6__BFS26_06210
ERR1913247.260981__1.260981	10678__GeneID:2777413
ERR1913247.261056__1.261056	216816__D6DCL7__BFS26_02835
ERR1913247.261036__1.261036	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913247.261037__1.261037	28118__R6F390__ypdA_1
ERR1913247.261124__1.261124	47678__A5ZEP5__CGC64_03450
ERR1913247.261162__1.261162	10678__GeneID:2777481
ERR1913247.261453__1.261453	216816__D6DBD5__DXC32_04335
ERR1913247.261456__1.261456	84030__D4MSL5__B5F06_03945
ERR1913247.261606__1.261606	216816__A0A2N0SME6__BLIF_1881
ERR1913247.261560__1.261560	1262930__R5ZWP2__BN693_01542
ERR1913247.261668__1.261668	1263030__R5CUH1__BN705_00716
ERR1913247.261690__1.261690	1262911__R6GKS1__BN557_00184
ERR1913247.262137__1.262137	100886__E2NWE4__ERS852383_03670
ERR1913247.262186__1.262186	508460__GCF_000585335.1_00181
ERR1913247.262306__1.262306	487175__D9Y312__HMPREF9439_01467
ERR1913247.262443__1.262443	214856__I3YPP9__Alfi_2707
ERR1913247.262545__1.262545	216816__B7GQ29__APC1465_1199
ERR1913247.262576__1.262576	216816__D6DBD5__DXC32_04335
ERR1913247.262577__1.262577	487174__R5F3K6__DDY40_04230
ERR1913247.262794__1.262794	35833__E5Y9Q1__HMPREF0179_02829
ERR1913247.262825__1.262825	1851568__A0A1B8YKN4__Phpb_01224
ERR1913247.262847__1.262847	10678__GeneID:2777406
ERR1913247.262892__1.262892	214856__R6XTZ7__ERS852447_02314
ERR1913247.262904__1.262904	1263044__GCA_000433375.1_03399
ERR1913247.262910__1.262910	214856__R6XKW1__ERS852559_01141
ERR1913247.262934__1.262934	562__C6EBU6__ESQG_00710
ERR1913247.263012__1.263012	10678__GeneID:2777466
ERR1913247.263188__1.263188	214856__R6Y6H8__ERS852447_01719
ERR1913247.263235__1.263235	487174__K0X524__DDY40_09270
ERR1913247.263253__1.263253	214856__R6Y6H8__ERS852447_01719
ERR1913247.263309__1.263309	562__C6EBU6__ESQG_00710
ERR1913247.263381__1.263381	214856__R6XTZ7__ERS852447_02314
ERR1913247.263430__1.263430	246787__A0A0P0GET5__AA416_04410
ERR1913247.263480__1.263480	10678__GeneID:2777434
ERR1913247.263580__1.263580	328814__GCA_004558275.1_01393
ERR1913247.263509__1.263509	10678__GeneID:2777406
ERR1913247.263828__1.263828	216816__D6ZXB6__BBL306_0063
ERR1913247.263850__1.263850	357276__I8WPR6__EL88_06675
ERR1913247.264081__1.264081	10678__GeneID:2777476
ERR1913247.264423__1.264423	10678__GeneID:2777476
ERR1913247.264433__1.264433	216816__A0A087BBV6__BFS26_06210
ERR1913247.264436__1.264436	214856__I3YPN9__ERS852447_01389
ERR1913247.264616__1.264616	100886__E2NW10__ERS852383_04483
ERR1913247.264620__1.264620	1501391__GCA_000786575.1_00036
ERR1913247.264769__1.264769	47678__R5UG22__ERS852558_01514
ERR1913247.264811__1.264811	84030__D4MQ19__B5F06_05065
ERR1913247.264970__1.264970	100886__E2NP92__CATMIT_00376
ERR1913247.265644__1.265644	40518__R5DYU1__DXD86_01160
ERR1913247.266001__1.266001	246787__A0A3D6AS39__ina
ERR1913247.266059__1.266059	562__P46855__PU39_09885
ERR1913247.266270__1.266270	10678__GeneID:2777481
ERR1913247.266228__1.266228	1262873__R6XN34__BN605_01173
ERR1913247.266341__1.266341	1501391__GCA_000786575.1_00095
ERR1913247.266684__1.266684	214856__I3YPI7__pepD_1
ERR1913247.266734__1.266734	10678__GeneID:2777437
ERR1913247.266820__1.266820	216816__B7GPH6__DXC74_08225
ERR1913247.266881__1.266881	10678__GeneID:2777481
ERR1913247.266899__1.266899	1432052__A0A1E3ABI2__BEI63_16840
ERR1913247.266916__1.266916	471189__GCA_003340385.1_00061
ERR1913247.266981__1.266981	357276__A0A076INK2__BSEG_04225
ERR1913247.267112__1.267112	216816__D6DCQ7__HMPREF1312_1623
ERR1913247.267213__1.267213	357276__B6VYT9__HMPREF1063_05030
ERR1913247.267516__1.267516	823__A0A174LWY0__lepB
ERR1913247.267475__1.267475	214856__R6Y6H8__ERS852447_01719
ERR1913247.267642__1.267642	40518__R5E4X5__RB5AMG_01438
ERR1913247.267658__1.267658	357276__A0A076IN30__DXD47_09350
ERR1913247.267823__1.267823	823__A0A173TMY6__M096_4753
ERR1913247.267825__1.267825	1262911__R6H212__BN557_01031
ERR1913247.268138__1.268138	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913247.268206__1.268206	1124654__GeneID:14005781
ERR1913247.268362__1.268362	291645__I8WZT8__HMPREF1068_04327
ERR1913247.268547__1.268547	84030__D4MSP6__B5F06_01680
ERR1913247.268713__1.268713	40518__R5DUU2__yvhJ_2
ERR1913247.268773__1.268773	47678__R5UET0__BACCAC_02656
ERR1913247.268807__1.268807	136841__W1MIZ9__AO892_04665
ERR1913247.268824__1.268824	563769__GeneID:6973158
ERR1913247.268837__1.268837	47678__R5U3A7__ERS852494_02965
ERR1913247.268839__1.268839	1965576__A0A1Y4L6Q9__B5F19_14475
ERR1913247.268853__1.268853	39492__D4JQS6__ykoD
ERR1913247.268957__1.268957	169435__A0A3E3IT08__B5F10_05180
ERR1913247.268961__1.268961	292800__H1C6M9__ERS852518_00105
ERR1913247.269069__1.269069	40520__A5ZTQ5__ERS852533_02495
ERR1913247.269231__1.269231	39491__D6E118__DXB69_05765
ERR1913247.269292__1.269292	1262911__R6GPM2__BN557_00937
ERR1913247.269324__1.269324	418240__A0A174G147__toxA_4
ERR1913247.269332__1.269332	1354__I6T632__BH740_11640
ERR1913247.269658__1.269658	28118__F9ZCN1__B5F99_10605
ERR1913247.269840__1.269840	10678__GeneID:2777379
ERR1913247.269844__1.269844	562__P32704__COD56_15900
ERR1913247.270117__1.270117	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913247.270460__1.270460	10678__GeneID:2777404
ERR1913247.270477__1.270477	357276__A0A0P0M2G3__BACDOR_03913
ERR1913247.270534__1.270534	214856__I3YPR6__Alfi_2724
ERR1913247.270621__1.270621	246787__A0A108T429__BACCELL_00192
ERR1913247.270814__1.270814	10678__GeneID:2777405
ERR1913247.271009__1.271009	357276__I8WPR6__EL88_06675
ERR1913247.271077__1.271077	10678__GeneID:2777481
ERR1913247.271234__1.271234	40520__A0A174HSN4__ltaS1_2
ERR1913247.271267__1.271267	84030__D4CFQ6__B5F06_11280
ERR1913247.271371__1.271371	1262911__R6H0S8__BN557_01079
ERR1913247.271702__1.271702	216816__A0A395XZB7__DXD37_04075
ERR1913247.271849__1.271849	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.271948__1.271948	214856__I3YPN0__ERS852447_01398
ERR1913247.271963__1.271963	10678__GeneID:2777381
ERR1913247.271993__1.271993	216816__C2GSX7__DD678_03555
ERR1913247.272180__1.272180	1262911__R6GPM2__BN557_00937
ERR1913247.272590__1.272590	1262911__R6GVB3__BN557_01690
ERR1913247.272988__1.272988	246787__A0A3D6B182__HMPREF1062_00600
ERR1913247.273076__1.273076	1262911__R6GMH5__BN557_00511
ERR1913247.273226__1.273226	357276__B6W1J2__BACDOR_03380
ERR1913247.273410__1.273410	1262911__R6GT76__BN557_01150
ERR1913247.273547__1.273547	10678__GeneID:2777386
ERR1913247.273705__1.273705	10678__GeneID:2777385
ERR1913247.273795__1.273795	214856__I3YMC8__ERS852447_02666
ERR1913247.273957__1.273957	2011081__GeneID:1260708
ERR1913247.274137__1.274137	508460__GCF_000585335.1_00091
ERR1913247.274179__1.274179	40518__R5E426__DXD93_04485
ERR1913247.274226__1.274226	214856__R5UN64__ERS852447_02669
ERR1913247.274303__1.274303	357276__D1K3K9__EL88_23995
ERR1913247.274306__1.274306	418240__R7CMK4__ERS852478_03653
ERR1913247.274387__1.274387	10678__GeneID:2777413
ERR1913247.274327__1.274327	216816__D6DBD5__DXC32_04335
ERR1913247.274347__1.274347	216816__A0A3D8U0T6__BN57_1990
ERR1913247.274445__1.274445	39492__D4JQM9__EUBSIR_00669
ERR1913247.274446__1.274446	487174__K0XDZ0__HMPREF9448_02863
ERR1913247.274501__1.274501	487175__R5E5C4__HMPREF9439_00381
ERR1913247.274558__1.274558	357276__I8WPR6__EL88_06675
ERR1913247.274626__1.274626	214856__R6XP73__ERS852447_00886
ERR1913247.274740__1.274740	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913247.274806__1.274806	357276__D1JZM4__HMPREF1065_01278
ERR1913247.274813__1.274813	418240__C6J8M5__yiaD
ERR1913247.274873__1.274873	1262743__R5C054__BN727_01980
ERR1913247.274874__1.274874	508460__GCF_000585335.1_00124
ERR1913247.274888__1.274888	47678__A5ZL09__BACCAC_03608
ERR1913247.275163__1.275163	357276__A0A076IS73__GV66_00410
ERR1913247.275210__1.275210	246787__A0A3D6AWM8__BACCELL_01963
ERR1913247.275289__1.275289	357276__I9R994__BACDOR_04044
ERR1913247.275331__1.275331	823__K6A253__DHP27_13535
ERR1913247.275425__1.275425	818__A0A0N7IB02__BT_3500
ERR1913247.275444__1.275444	39492__D4JR43__ERS852540_02379
ERR1913247.275594__1.275594	638849__D1Y886__HMPREF7215_1734
ERR1913247.275731__1.275731	487174__K0XL35__DDY40_11955
ERR1913247.275771__1.275771	10678__GeneID:2777402
ERR1913247.275875__1.275875	84030__D6DIG1__B5F06_09505
ERR1913247.276198__1.276198	562__P77183__CDL50_13955
ERR1913247.276267__1.276267	1124654__GeneID:14005781
ERR1913247.276272__1.276272	10678__GeneID:2777482
ERR1913247.276369__1.276369	1965576__A0A1Y4LW31__B5F19_01850
ERR1913247.276384__1.276384	10678__GeneID:2777386
ERR1913247.276335__1.276335	357276__I9R994__BACDOR_04044
ERR1913247.276336__1.276336	216816__C2GW26__chb
ERR1913247.276474__1.276474	10678__GeneID:2777481
ERR1913247.276509__1.276509	357276__C3RA36__HMPREF1065_03270
ERR1913247.276638__1.276638	28116__E5CH94__NCTC11153_03344
ERR1913247.276824__1.276824	1262911__R6HIV6__BN557_01807
ERR1913247.276804__1.276804	1099853__G9S6U1__NSB1T_01770
ERR1913247.276900__1.276900	39496__A5Z5I2__EUBVEN_00963
ERR1913247.277248__1.277248	823__A0A395YS82__M091_1569
ERR1913247.277601__1.277601	216816__A0A2N0SME6__BLIF_1881
ERR1913247.277702__1.277702	28118__R6FC01__fepE
ERR1913247.278029__1.278029	10678__GeneID:2777427
ERR1913247.278217__1.278217	1262911__R6H2J2__BN557_01228
ERR1913247.278278__1.278278	1354__I6T8B8__UAE_02554
ERR1913247.278359__1.278359	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913247.278373__1.278373	28118__F9Z4U0__B5F99_17595
ERR1913247.278419__1.278419	47678__R5V127__HMPREF1061_04334
ERR1913247.278594__1.278594	562__P77183__CDL50_13955
ERR1913247.278709__1.278709	1262911__R6GPA9__BN557_00286
ERR1913247.278804__1.278804	28118__F9Z4Y7__DF785_06945
ERR1913247.279292__1.279292	84030__D6DJ14__B5F06_08810
ERR1913247.279520__1.279520	487174__K0X4Y9__DDY40_09115
ERR1913247.279644__1.279644	216816__C2GV16__APC1504_1666
ERR1913247.279617__1.279617	10678__GeneID:2777431
ERR1913247.280003__1.280003	216816__V6XY04__APK78_02285
ERR1913247.279969__1.279969	47678__R5U9X5__BACCAC_01339
ERR1913247.280066__1.280066	626932__G5H9U8__HMPREF9450_01413
ERR1913247.280220__1.280220	216816__A0A087BBV6__BFS26_06210
ERR1913247.280351__1.280351	216816__D6DC09__BLIC_a02334
ERR1913247.280408__1.280408	1124654__GeneID:14005781
ERR1913247.280489__1.280489	169435__A0A174MDB5__braC_1
ERR1913247.280512__1.280512	357276__D1JYA3__BSEG_00395
ERR1913247.280516__1.280516	357276__A0A076IN30__DXD47_09350
ERR1913247.280556__1.280556	357276__A0A076IN30__DXD47_09350
ERR1913247.280602__1.280602	562__A0A377AAV3__CDL32_10800
ERR1913247.280841__1.280841	78257__A0A087CZ67__BSAE_0324
