ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.298369__1.298369	214856__R6Z288__ERS852447_00734
ERR1913216.298376__1.298376	204516__U6R8I1__HMPREF1534_03341
ERR1913216.298471__1.298471	46503__R6WTN6__PARMER_00136
ERR1913216.298583__1.298583	46503__A7AII9__ERS852463_00984
ERR1913216.298595__1.298595	454155__G5SQF3__HMPREF9442_01149
ERR1913216.298811__1.298811	357276__I9RAC4__BSEG_00561
ERR1913216.298900__1.298900	39492__B0MM84__lgt
ERR1913216.298987__1.298987	47678__R5UXY0__CGC64_03535
ERR1913216.299548__1.299548	1262888__R6P8R6__BN582_00498
ERR1913216.299597__1.299597	1262886__R6QHD5__BN563_00547
ERR1913216.299750__1.299750	823__A0A174MNW4__M091_0199
ERR1913216.299892__1.299892	357276__I8WC65__EL88_00520
ERR1913216.300083__1.300083	1262945__R6YT88__BN600_00074
ERR1913216.300115__1.300115	1547597__A0A318N8J3__IE90_11545
ERR1913216.300787__1.300787	40518__R5DU52__RB5AMG_02245
ERR1913216.300916__1.300916	1262886__R6QHS7__BN563_00615
ERR1913216.301002__1.301002	1262935__R5GH23__BN773_00804
ERR1913216.301202__1.301202	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913216.301411__1.301411	310298__B3JQJ5__BACCOP_04231
ERR1913216.301621__1.301621	165179__A0A174SA26__PREVCOP_05758
ERR1913216.301754__1.301754	40518__R5DYF6__RBL263_01812
ERR1913216.301777__1.301777	1262889__R7HBI6__BN634_00794
ERR1913216.301801__1.301801	47678__A5ZB44__C5Z00_17730
ERR1913216.302174__1.302174	1262889__R7HCF6__BN634_01122
ERR1913216.302238__1.302238	1262935__R5GLV1__BN773_00773
ERR1913216.302286__1.302286	1776045__A0A0U5J7K7__BN3456_00132
ERR1913216.303014__1.303014	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913216.303642__1.303642	1680__A0A173XYA2__B0703_0121
ERR1913216.303853__1.303853	357276__C3R5A0__B5F00_02960
ERR1913216.304402__1.304402	2094__A0A0C6G6L1__MARG_2280
ERR1913216.304441__1.304441	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913216.304454__1.304454	821__A0A0P0L8F8__ERS852509_03705
ERR1913216.304762__1.304762	28118__R6FC74__DHW44_13330
ERR1913216.304832__1.304832	239935__B2UL21__CXT98_03395
ERR1913216.304860__1.304860	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.304963__1.304963	1297617__A0A0S2W7Q1__C7373_1173
ERR1913216.304969__1.304969	28117__B0MSS1__ALIPUT_00273
ERR1913216.305009__1.305009	28111__R5JN40__HMPREF1016_01803
ERR1913216.305012__1.305012	1262935__R5GDG4__BN773_01363
ERR1913216.305412__1.305412	46503__R6X2Z6__PARMER_01597
ERR1913216.305888__1.305888	28111__E5WXQ8__NCTC11155_03183
ERR1913216.305966__1.305966	28118__F9Z3G8__B5F99_01835
ERR1913216.306132__1.306132	487174__R5EUJ8__DDY40_00460
ERR1913216.306694__1.306694	1263022__R6RSI1__BN652_00133
ERR1913216.306966__1.306966	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.306967__1.306967	291644__I9TL83__HMPREF1532_00872
ERR1913216.307058__1.307058	1263006__R6LUX0__BN515_01610
ERR1913216.307547__1.307547	61171__B9Y5T8__HOLDEFILI_01170
ERR1913216.308303__1.308303	165179__D1PER3__DXB80_11525
ERR1913216.308304__1.308304	820__A0A3E4GA19__SAMN05444418_10562
ERR1913216.308338__1.308338	2108523__A0A2P2F3I3__LAWASA_548
ERR1913216.308351__1.308351	165179__A0A229I7F5__DXB80_02650
ERR1913216.308405__1.308405	39492__D4JV38__EUBSIR_01205
ERR1913216.308423__1.308423	1501391__GCA_000786575.1_00080
ERR1913216.308887__1.308887	357276__A0A0K2HDV9__DXD47_02600
ERR1913216.309369__1.309369	821__A0A396F598__CUU_3259
ERR1913216.309383__1.309383	454155__F3QX32__HMPREF9442_02766
ERR1913216.310018__1.310018	39492__A0A174ZP27__EUBSIR_00033
ERR1913216.310019__1.310019	1262935__R5GUZ2__BN773_00533
ERR1913216.310540__1.310540	454154__G5SQ56__HMPREF9441_01493
ERR1913216.310956__1.310956	821__A0A3E4WAR6__DXD64_10735
ERR1913216.311469__1.311469	291644__I9HP97__HMPREF1532_00061
ERR1913216.311776__1.311776	204516__U6RAM4__HMPREF1534_03439
ERR1913216.311809__1.311809	823__A0A174VBJ5__M091_5021
ERR1913216.311833__1.311833	487174__K0X773__DIT83_07170
ERR1913216.312058__1.312058	745368__A0A1T4Y4V1__SAMN02745178_02745
ERR1913216.312190__1.312190	357276__B6W1Y1__BSEG_03960
ERR1913216.312910__1.312910	357276__C3RDQ5__HMPREF1065_03827
ERR1913216.313692__1.313692	46228__V8C7P7__HMPREF1202_01523
ERR1913216.313934__1.313934	291644__I9I2F9__HMPREF1532_01625
ERR1913216.314338__1.314338	418240__A0A174DNS5__ERS852478_02290
ERR1913216.314875__1.314875	28118__F9Z408__NCTC10826_01194
ERR1913216.315385__1.315385	823__A0A078TL61__ERS852429_00610
ERR1913216.315976__1.315976	1262988__R7N2E4__BN816_01431
ERR1913216.316170__1.316170	2108523__A0A2P2F586__LAWASA_1166
ERR1913216.316831__1.316831	823__A0A073I748__M096_3057
ERR1913216.316839__1.316839	1262935__R5GVS8__BN773_00775
ERR1913216.317202__1.317202	454155__F3QVD3__HMPREF9442_02159
ERR1913216.317317__1.317317	39492__D4JW10__pppA
ERR1913216.317589__1.317589	1262886__R6QHF8__BN563_00567
ERR1913216.317778__1.317778	46228__B5CPV4__DXD17_07415
ERR1913216.317890__1.317890	291644__I9TLE2__HMPREF1071_00556
ERR1913216.317926__1.317926	46228__B5CTE4__DXD17_12795
ERR1913216.318333__1.318333	46503__R6WZ80__PARMER_04397
ERR1913216.318467__1.318467	1263006__R6LU28__BN515_01365
ERR1913216.319033__1.319033	357276__I8WBQ9__HMPREF1065_03212
ERR1913216.319128__1.319128	28117__B0MXG8__ALIPUT_01814
ERR1913216.319213__1.319213	28117__B0MU58__BHV66_05630
ERR1913216.319335__1.319335	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.319555__1.319555	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.319585__1.319585	1263107__GCA_000436995.1_00236
ERR1913216.319697__1.319697	1501391__GCA_000786575.1_00085
ERR1913216.319932__1.319932	2293125__A0A374C5Y6__DW917_09105
ERR1913216.320025__1.320025	821__A0A396EVC9__DXB90_03525
ERR1913216.320311__1.320311	291644__I8Z4N9__HMPREF1532_01310
ERR1913216.320454__1.320454	1262888__R6PLQ1__BN582_00215
ERR1913216.320574__1.320574	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913216.320779__1.320779	820__A0A3E4QZJ7__C801_01798
ERR1913216.321009__1.321009	291644__I9SQZ5__ERS852428_01656
ERR1913216.320995__1.320995	165179__A0A174SA26__PREVCOP_05758
ERR1913216.321460__1.321460	166486__D4L1P2__ROSINTL182_05240
ERR1913216.321567__1.321567	1262889__R7HAY6__BN634_02225
ERR1913216.321719__1.321719	28117__B0MTI4__ALIPUT_00084
ERR1913216.322113__1.322113	487174__K0X3V7__DIT83_01400
ERR1913216.322287__1.322287	338188__A0A174ETX3__ERS852397_01955
ERR1913216.322297__1.322297	821__D4VD59__BHV80_04260
ERR1913216.322711__1.322711	1501391__GCA_000786575.1_00147
ERR1913216.322814__1.322814	39486__R6TK96__DXB12_05650
ERR1913216.322869__1.322869	28116__A0A1G6G9R4__CUY_0131
ERR1913216.323148__1.323148	1262935__R5GHA4__BN773_00035
ERR1913216.323319__1.323319	1262889__R7HAE5__BN634_02047
ERR1913216.323442__1.323442	291644__I8YFE9__HMPREF1071_02973
ERR1913216.323398__1.323398	357276__A0A076ISJ4__B5F95_19420
ERR1913216.323484__1.323484	1262935__R5GR54__BN773_00986
ERR1913216.323561__1.323561	820__R9HUV5__HMPREF2141_02582
ERR1913216.323683__1.323683	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.323791__1.323791	1262889__R7HBR7__BN634_00170
ERR1913216.324305__1.324305	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.324682__1.324682	28117__B0N028__BHV66_05935
ERR1913216.324956__1.324956	821__A0A174WBC9__ERS852556_03145
ERR1913216.324974__1.324974	820__A0A3E4GA19__SAMN05444418_10562
ERR1913216.324977__1.324977	39492__D4MIY5__EUBSIR_00233
ERR1913216.325118__1.325118	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913216.325780__1.325780	1263006__R6LZM6__BN515_01762
ERR1913216.325959__1.325959	357276__A0A076J8M3__ABI39_13695
ERR1913216.326447__1.326447	28116__D7J6A7__NCTC11153_02798
ERR1913216.326544__1.326544	28118__F9ZCH6__DHW44_07090
ERR1913216.326775__1.326775	28118__R6F0X5__NCTC10826_02952
ERR1913216.326990__1.326990	28116__F7M1Q5__CUY_1584
ERR1913216.327024__1.327024	46506__R6B8Z4__SAMN05444283_11711
ERR1913216.327156__1.327156	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913216.327213__1.327213	487174__K0XH97__HMPREF9448_01909
ERR1913216.327267__1.327267	671267__R9I7B5__C802_04018
ERR1913216.327283__1.327283	357276__A0A076IYG1__B5F95_22465
ERR1913216.327338__1.327338	820__A7UYX8__DXD40_11635
ERR1913216.328204__1.328204	1262935__R5GEM8__BN773_01536
ERR1913216.328370__1.328370	371601__A0A3E4NKK5__B5E52_17685
ERR1913216.328503__1.328503	1263006__R6MQA3__BN515_02104
ERR1913216.328529__1.328529	853__A0A174UDE9__C4N25_12775
ERR1913216.328591__1.328591	1262935__R5GRP8__BN773_01395
ERR1913216.328950__1.328950	1897011__A0A1Q6RH37__BHW41_01795
ERR1913216.329114__1.329114	823__A6LER2__ERS852513_00365
ERR1913216.329466__1.329466	40520__A0A174MK43__DXC87_03315
ERR1913216.330126__1.330126	28117__B0MU76__ALIPUT_00202
ERR1913216.330207__1.330207	28111__E5X428__HMPREF1016_03686
ERR1913216.330411__1.330411	47678__R5U3L4__C5Z00_12600
ERR1913216.330500__1.330500	1262886__R6RCU2__BN563_00491
ERR1913216.330653__1.330653	1262886__R6QD45__BN563_01703
ERR1913216.330630__1.330630	821__A0A397WGD6__M098_0084
ERR1913216.330634__1.330634	626932__G5H6Y6__HMPREF9450_00829
ERR1913216.331453__1.331453	936548__J0SP62__HMPREF1136_1057
ERR1913216.331603__1.331603	418240__C6JGW8__ERS852523_02296
ERR1913216.331838__1.331838	28118__F9Z750__Odosp_3044
ERR1913216.332133__1.332133	291644__I8YWU4__HMPREF1532_01473
ERR1913216.332278__1.332278	357276__A0A076IN21__BSEG_03078
ERR1913216.332457__1.332457	823__A6L930__DDY96_14995
ERR1913216.332664__1.332664	821__A0A396F9T7__M097_3427
ERR1913216.332679__1.332679	357276__I8WBQ9__HMPREF1065_03212
ERR1913216.332757__1.332757	39492__D4JTF2__mutS2
ERR1913216.332768__1.332768	1262743__R5C054__BN727_01980
ERR1913216.332871__1.332871	820__A0A3E4VXP2__yesR
ERR1913216.332986__1.332986	165179__A0A3E5EAM5__DXC61_07785
ERR1913216.333306__1.333306	1262889__R7HCA8__BN634_01668
ERR1913216.333494__1.333494	1262911__R6GPC5__BN557_00852
ERR1913216.333598__1.333598	357276__I9QBT7__BSEG_03340
ERR1913216.334539__1.334539	291644__I9SJB6__HMPREF1532_04086
ERR1913216.334676__1.334676	357276__A0A0M1W9N4__GV66_05135
ERR1913216.335277__1.335277	357276__B6VUQ5__B5F00_10940
ERR1913216.335373__1.335373	1897011__A0A1Q6RE52__BHW41_04690
ERR1913216.335703__1.335703	46228__V8CBX9__HMPREF1202_00568
ERR1913216.335818__1.335818	39492__D4JRL2__ERS852540_01608
ERR1913216.335927__1.335927	291644__I8Y011__HMPREF1071_04228
ERR1913216.336192__1.336192	454155__F3QTG9__HMPREF9442_01487
ERR1913216.336209__1.336209	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.336262__1.336262	357276__G5SMD3__BSEG_02959
ERR1913216.336287__1.336287	820__A0A174KKV6__DXC07_02635
ERR1913216.336329__1.336329	371601__C3QXN6__ERS852396_01055
ERR1913216.336390__1.336390	1262935__R5GTJ9__BN773_01876
ERR1913216.336974__1.336974	1262935__R5GEB1__BN773_01644
ERR1913216.336987__1.336987	1262889__R7HD81__BN634_00648
ERR1913216.337095__1.337095	291644__I9TBY1__HMPREF1532_01991
ERR1913216.337034__1.337034	671267__R9I7B5__C802_04018
ERR1913216.337115__1.337115	28111__E5WUX3__HMPREF1016_00550
ERR1913216.337458__1.337458	35833__E5Y720__HMPREF0179_01984
ERR1913216.337448__1.337448	46506__S3YU07__AA415_02597
ERR1913216.337610__1.337610	1262888__R6P690__BN582_00491
ERR1913216.337930__1.337930	1262743__R5C054__BN727_01980
ERR1913216.338051__1.338051	46228__V8CDM9__HMPREF1202_00303
ERR1913216.338095__1.338095	2293125__A0A374BSW4__DW917_13420
ERR1913216.338143__1.338143	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913216.338149__1.338149	823__A0A174LWY0__lepB
ERR1913216.338208__1.338208	291644__R5JG91__HMPREF1532_01961
ERR1913216.338429__1.338429	35833__E5Y8N1__HMPREF0179_02549
ERR1913216.338433__1.338433	821__A0A0P0L952__M097_4235
ERR1913216.338653__1.338653	384638__B7AVU0__BACPEC_02840
ERR1913216.338769__1.338769	1262935__R5GDB4__BN773_01091
ERR1913216.339027__1.339027	28117__R7JJM9__ALIPUT_00662
ERR1913216.339085__1.339085	357276__I8WPR6__EL88_06675
ERR1913216.339889__1.339889	357276__I9R994__BACDOR_04044
ERR1913216.339904__1.339904	46506__R5JSP7__AA415_01143
ERR1913216.340074__1.340074	357276__I9RHT4__EL88_09235
ERR1913216.340226__1.340226	39492__D4JUN0__EUBSIR_02705
ERR1913216.340417__1.340417	46506__R6L6Y9__wza_1
ERR1913216.340428__1.340428	40518__R5E1X3__clcA
ERR1913216.340458__1.340458	821__A0A396F1N0__M099_1553
ERR1913216.340553__1.340553	1501391__GCA_000786575.1_00074
ERR1913216.340665__1.340665	357276__D1K526__GV66_17250
ERR1913216.340686__1.340686	371601__I9UUB0__SAMN04487924_11836
ERR1913216.340695__1.340695	291644__I9T2C4__HMPREF1071_02429
ERR1913216.340974__1.340974	1262935__R5GIL8__BN773_01483
ERR1913216.341081__1.341081	1262935__R5GIS0__BN773_01547
ERR1913216.341399__1.341399	1262911__R6H2J2__BN557_01228
ERR1913216.341465__1.341465	823__A0A174XJM9__CEQ22_007230
ERR1913216.341568__1.341568	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913216.341900__1.341900	487174__K0XBH1__DIT83_01445
ERR1913216.341917__1.341917	823__A0A355XLS2__ERS852380_02644
ERR1913216.342101__1.342101	40518__R5DME2__DXD86_07315
ERR1913216.342126__1.342126	357276__A0A076IR37__DXD47_07890
ERR1913216.342366__1.342366	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913216.342373__1.342373	1262888__R6PKL8__BN582_01372
ERR1913216.342382__1.342382	39492__D4JVG1__ERS852540_00951
ERR1913216.342541__1.342541	1628085__A0A396QCK7__C7386_10670
ERR1913216.342584__1.342584	1262935__R5GH23__BN773_00804
ERR1913216.342744__1.342744	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913216.342884__1.342884	820__A7V780__adaA_3
ERR1913216.343016__1.343016	1262889__R7H9H9__BN634_02436
ERR1913216.343030__1.343030	301301__A0A395VAR4__yieL
ERR1913216.343109__1.343109	357276__I9R002__HMPREF1064_01826
ERR1913216.343175__1.343175	1263006__R6MLL2__BN515_00946
ERR1913216.343449__1.343449	165179__A0A3E5AER8__DXB80_07075
ERR1913216.344037__1.344037	291644__I9I0P6__HMPREF1532_01982
ERR1913216.344192__1.344192	1262825__R5DZJ1__BN724_00084
ERR1913216.344541__1.344541	216816__A0A1S2VTC3__BLIC_e00847
ERR1913216.344600__1.344600	46228__B5CP91__RUMLAC_01282
ERR1913216.344673__1.344673	39492__D4MIX3__ERS852540_01230
ERR1913216.344984__1.344984	46503__A7AG53__DD461_14240
ERR1913216.345274__1.345274	357276__I8WHY2__HMPREF1063_00555
ERR1913216.345626__1.345626	1263000__R5EKG2__BN466_02040
ERR1913216.345726__1.345726	1262935__R5GEN3__BN773_01757
ERR1913216.346131__1.346131	35833__S2KWP6__HMPREF0179_05248
ERR1913216.346144__1.346144	1262935__R5GTF2__BN773_00142
ERR1913216.346280__1.346280	820__A0A139KEW8__DXB64_06405
ERR1913216.346544__1.346544	28111__E5X429__BACEGG_00952
ERR1913216.346577__1.346577	28118__R6F2P2__NCTC10826_02131
ERR1913216.346831__1.346831	487174__K0X429__HMPREF9448_00932
ERR1913216.347129__1.347129	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.347917__1.347917	39492__D4JR04__phoU
ERR1913216.348005__1.348005	216816__C2GV16__APC1504_1666
ERR1913216.348374__1.348374	1262935__R5GLG0__BN773_00612
ERR1913216.348612__1.348612	1262873__R6W6D9__BN605_02180
ERR1913216.348991__1.348991	216816__R5MZK3__DPC6320_1630
ERR1913216.349096__1.349096	1262945__R6YUZ8__BN600_01525
ERR1913216.349118__1.349118	1262992__R5CXM8__BN795_01024
ERR1913216.349267__1.349267	1262889__R7HCA8__BN634_01668
ERR1913216.349611__1.349611	454155__F3QXB7__HMPREF9442_02852
ERR1913216.349567__1.349567	239935__B2UNC5__B5G29_07685
ERR1913216.350203__1.350203	357276__C3R5C9__HMPREF1063_00213
ERR1913216.350524__1.350524	46506__A0A120A0V1__DXC41_00280
ERR1913216.350981__1.350981	46228__V8CHJ4__RUMLAC_00753
ERR1913216.351418__1.351418	357276__I9R4T1__IY41_06800
ERR1913216.351584__1.351584	291644__I8Y792__ERS852428_01843
ERR1913216.351611__1.351611	410072__A0A173SR68__ERS852525_01153
ERR1913216.351832__1.351832	821__A0A396F9T7__M097_3427
ERR1913216.351983__1.351983	853__A8SCP3__C4N26_07960
ERR1913216.352096__1.352096	1262935__R5GSZ0__BN773_01827
ERR1913216.353013__1.353013	39492__B0MLV5__EUBSIR_00804
ERR1913216.353050__1.353050	33039__R6PAH6__ERS852577_01830
ERR1913216.353309__1.353309	39486__G1WQ06__DXD84_02875
ERR1913216.353574__1.353574	291644__I8YWU4__HMPREF1532_01473
ERR1913216.353652__1.353652	1263107__GCA_000436995.1_00031
ERR1913216.354069__1.354069	28117__B0MWC6__BHV66_00965
ERR1913216.354144__1.354144	487174__K0WRR5__DDY40_06130
ERR1913216.354159__1.354159	33039__D4M6E9__ERS852390_02866
ERR1913216.354210__1.354210	28116__A0A1Y4PWN5__M088_3731
ERR1913216.354253__1.354253	46228__B5CR74__HMPREF1202_02190
ERR1913216.354531__1.354531	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913216.354595__1.354595	1262911__R6H1D2__BN557_00855
ERR1913216.354641__1.354641	1262935__R5GQM6__BN773_00997
ERR1913216.354776__1.354776	418240__C6J8B6__ERS852523_03677
ERR1913216.355050__1.355050	821__A0A174WBC9__ERS852556_03145
ERR1913216.355164__1.355164	39492__D4JWA3__ERS852540_01332
ERR1913216.355210__1.355210	2173__A0A1D2WTZ3__frhB
ERR1913216.355390__1.355390	823__A0A174U5E4__BDI_3390
ERR1913216.355829__1.355829	39491__A0A396FP46__cobD_2
ERR1913216.356055__1.356055	454154__G5SSX4__HMPREF9441_02474
ERR1913216.356215__1.356215	39492__D4JUN0__EUBSIR_02705
ERR1913216.356686__1.356686	28118__R6F045__B5F99_10560
ERR1913216.356752__1.356752	46228__B5CM12__DXD17_00945
ERR1913216.356887__1.356887	28111__E5WZE2__NCTC11155_00550
ERR1913216.357012__1.357012	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913216.357048__1.357048	291644__I9HGG9__HMPREF1071_03600
ERR1913216.357204__1.357204	46506__S3YGB4__DXC41_06355
ERR1913216.357426__1.357426	204516__U6R9E7__HMPREF1534_03313
ERR1913216.357958__1.357958	371601__C3QR34__DXD03_22980
ERR1913216.357997__1.357997	28117__R7JLP2__ALIPUT_00416
ERR1913216.358139__1.358139	46503__R6Y4W3__DXB85_01650
ERR1913216.358251__1.358251	357276__I9QBT7__BSEG_03340
ERR1913216.358447__1.358447	1262886__R6QNU3__BN563_00612
ERR1913216.358739__1.358739	246787__A0A3D6AQP8__AA416_04153
ERR1913216.358878__1.358878	46228__V8C7P7__HMPREF1202_01523
ERR1913216.358907__1.358907	33039__D4M6I2__ERS852424_02124
ERR1913216.359090__1.359090	39492__D4JVG1__ERS852540_00951
ERR1913216.359247__1.359247	357276__A0A1Y3ZD00__B5F00_16730
ERR1913216.359295__1.359295	39492__A0A174ZHV5__msbA_2
ERR1913216.359645__1.359645	820__A7V092__hldE
ERR1913216.359745__1.359745	823__C7XA51__BDI_0499
ERR1913216.359903__1.359903	1262889__R7HDT7__BN634_01583
ERR1913216.360069__1.360069	28116__D7J6B1__B5F02_07870
ERR1913216.360163__1.360163	1262911__R6H2J2__BN557_01228
ERR1913216.360564__1.360564	291644__I9T9Y0__HMPREF1071_01813
ERR1913216.360948__1.360948	28117__B0MXU0__BHV66_07550
ERR1913216.360963__1.360963	28117__B0MWC6__BHV66_00965
ERR1913216.361115__1.361115	487174__K0WZU7__HMPREF9448_01154
ERR1913216.361479__1.361479	1263000__R5EKG2__BN466_02040
ERR1913216.361529__1.361529	165179__A0A3E5EA43__DXC61_07775
ERR1913216.361926__1.361926	39492__A0A174ZG93__EUBSIR_00254
ERR1913216.361981__1.361981	28118__F9Z5L6__Odosp_1662
ERR1913216.361987__1.361987	821__E5UY21__C800_02204
ERR1913216.362051__1.362051	46228__V8BRH7__RUMLAC_01261
ERR1913216.362184__1.362184	1262935__R5GG37__BN773_00249
ERR1913216.362563__1.362563	820__A0A173WUD7__DXB48_08055
ERR1913216.362586__1.362586	28118__F9ZCN9__DHW44_07820
ERR1913216.363126__1.363126	1160721__W0U3I6__RBI_I00579
ERR1913216.363199__1.363199	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913216.363214__1.363214	1262935__R5GG37__BN773_00249
ERR1913216.363235__1.363235	165179__A0A3E5EAM5__DXC61_07785
ERR1913216.363607__1.363607	1263000__R5ER22__BN466_01180
ERR1913216.363616__1.363616	246787__A0A0P0GS73__HMPREF1062_06327
ERR1913216.363680__1.363680	357276__A0A076INK2__BSEG_04225
ERR1913216.363756__1.363756	291644__I9TLT3__inlJ_2
ERR1913216.364000__1.364000	40518__R5E2F3__artQ
ERR1913216.364580__1.364580	823__A0A355XIK0__CEQ22_011965
ERR1913216.364898__1.364898	357276__I9FGI3__EL88_12385
ERR1913216.365005__1.365005	1262935__R5GRK6__BN773_01192
ERR1913216.365037__1.365037	291644__I9SXJ9__ERS852428_02285
ERR1913216.365200__1.365200	39488__A0A285PQE3__DXD91_00180
ERR1913216.366652__1.366652	487174__K0X694__DIT83_09060
ERR1913216.366725__1.366725	204516__U6RDD8__HMPREF1534_02559
ERR1913216.366809__1.366809	821__A6L0C7__ERS852556_03520
ERR1913216.367052__1.367052	246787__A0A0P0GET5__AA416_04410
ERR1913216.367686__1.367686	1263000__R5EKG2__BN466_02040
ERR1913216.367769__1.367769	357276__I8WAB8__B5F00_08100
ERR1913216.368042__1.368042	823__A0A174PLE5__DXD05_03010
ERR1913216.368276__1.368276	823__A6LBY1__ERS852380_00510
ERR1913216.368301__1.368301	1501391__GCA_000786575.1_00081
ERR1913216.368341__1.368341	39492__D4JWY7__EUBSIR_01655
ERR1913216.368768__1.368768	384638__B7AT14__BACPEC_01282
ERR1913216.368840__1.368840	28118__A0A1Q6IM78__B5F99_09295
ERR1913216.369038__1.369038	357276__A0A076IRZ5__BACDOR_00630
ERR1913216.369088__1.369088	357276__I9FGI3__EL88_12385
ERR1913216.369231__1.369231	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.369204__1.369204	820__A0A173WZS4__DXD90_10250
ERR1913216.369505__1.369505	1262935__R5GEM8__BN773_01536
ERR1913216.369592__1.369592	384638__B7APR1__BACPEC_00667
ERR1913216.370027__1.370027	28117__B0MY40__BHV66_05170
ERR1913216.370230__1.370230	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913216.370272__1.370272	291644__I8Y0K6__HMPREF1532_04085
ERR1913216.370329__1.370329	454155__F3QSG2__HMPREF9442_01120
ERR1913216.370353__1.370353	1262911__R6GPC5__BN557_00852
ERR1913216.370590__1.370590	2293125__A0A374BSW4__DW917_13420
ERR1913216.370815__1.370815	46228__B5CP87__HMPREF1202_02330
ERR1913216.370762__1.370762	1262889__R7HAC7__BN634_01118
ERR1913216.370770__1.370770	357276__A0A174L570__GV66_05720
ERR1913216.370892__1.370892	454155__F3QST7__HMPREF9442_01251
ERR1913216.371011__1.371011	821__A0A3E4WAR6__DXD64_10735
ERR1913216.371062__1.371062	1262889__R7H9H9__BN634_02436
ERR1913216.371157__1.371157	1262825__R5EER7__BN724_00148
ERR1913216.371193__1.371193	371601__I9UNU3__DXD03_06250
ERR1913216.371349__1.371349	39488__A0A174CJ01__DXD91_03830
ERR1913216.371461__1.371461	1262935__R5GIS0__BN773_01547
