ERR1913252.674__1.674	1262924__R7HST1__BN585_00215
ERR1913252.800311__1.800311	46503__R6WU62__PARMER_00182
ERR1913252.800685__1.800685	166486__D4KUM5__afr
ERR1913252.800748__1.800748	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.801045__1.801045	818__A0A3E5GY47__SAMN02910322_02002
ERR1913252.801254__1.801254	1262930__R6AQL4__BN693_01311
ERR1913252.801561__1.801561	820__A0A1T4IYF4__mprA_1
ERR1913252.801636__1.801636	821__A0A3E4KIM1__M097_3660
ERR1913252.801703__1.801703	818__A0A0P0F004__SAMN02910322_02925
ERR1913252.801993__1.801993	310298__B3JJ24__BACCOP_01886
ERR1913252.802091__1.802091	1262930__R5ZWP2__BN693_01542
ERR1913252.802251__1.802251	28116__I8YA52__M088_0798
ERR1913252.802269__1.802269	310298__B3JI31__BACCOP_01543
ERR1913252.802500__1.802500	46503__R6X5W5__HMPREF1078_03156
ERR1913252.802515__1.802515	544644__GCA_001915615.1_00029
ERR1913252.802734__1.802734	853__A0A174C5M1__CGS58_04460
ERR1913252.802823__1.802823	820__A0A3E4G493__ERS417307_00253
ERR1913252.802922__1.802922	165179__R6B8D8__DXC61_09245
ERR1913252.802899__1.802899	165179__D1PHC0__PREVCOP_06640
ERR1913252.803060__1.803060	384639__GCA_003096855.1_00972
ERR1913252.803127__1.803127	1262930__R6A8N0__BN693_02179
ERR1913252.803204__1.803204	2293125__A0A374CMK5__DW917_00330
ERR1913252.803371__1.803371	357276__A0A076IYG1__B5F95_22465
ERR1913252.803396__1.803396	818__A0A139L1D5__BT_2967
ERR1913252.803452__1.803452	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913252.803556__1.803556	487174__K0WV13__DIT83_10890
ERR1913252.803715__1.803715	387661__K6AET8__HMPREF1077_00420
ERR1913252.803904__1.803904	310298__B3JFS5__BACCOP_00726
ERR1913252.803994__1.803994	1262930__R6AQL4__BN693_01311
ERR1913252.803939__1.803939	29361__B6FRT6__CLONEX_02860
ERR1913252.804067__1.804067	357276__A0A174L570__GV66_05720
ERR1913252.804120__1.804120	1262948__R7E9Q4__BN671_02001
ERR1913252.804538__1.804538	310298__B3JQJ5__BACCOP_04231
ERR1913252.804638__1.804638	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.804642__1.804642	1262930__R6AQM8__BN693_01323
ERR1913252.804785__1.804785	310298__B3JMG0__BACCOP_03099
ERR1913252.805005__1.805005	147206__GCF_000156215.1_01777
ERR1913252.805150__1.805150	1262948__R7EHS8__BN671_01226
ERR1913252.805419__1.805419	853__A0A173T751__C4N24_10280
ERR1913252.805495__1.805495	410072__A0A3E4GQ67__sigV_1
ERR1913252.805639__1.805639	821__C6Z087__DXB90_00750
ERR1913252.805728__1.805728	410072__A0A173YGR9__ERS852389_00952
ERR1913252.805777__1.805777	1735__B7CCE4__EUBIFOR_01871
ERR1913252.806024__1.806024	165179__A0A229I2W6__PREVCOP_04332
ERR1913252.806035__1.806035	821__A0A395US34__C5Z04_18975
ERR1913252.806101__1.806101	1735__B7CBP2__EUBIFOR_01617
ERR1913252.806191__1.806191	1262930__R6AQM8__BN693_01323
ERR1913252.806249__1.806249	33025__A0A395J8P0__C8D73_1144
ERR1913252.806259__1.806259	310298__B3JQL6__BACCOP_04252
ERR1913252.806394__1.806394	1308__Q5M2A2__STN4L_01810
ERR1913252.806474__1.806474	165179__R6B8D8__DXC61_09245
ERR1913252.806554__1.806554	165179__R6B8D8__DXC61_09245
ERR1913252.806641__1.806641	820__A0A374Q351__DXD40_05850
ERR1913252.806678__1.806678	1262924__R7HNN4__BN585_01505
ERR1913252.806753__1.806753	166486__D4KWL4__ROSINTL182_06052
ERR1913252.806922__1.806922	2293125__A0A374BUM7__DW917_12980
ERR1913252.806949__1.806949	28118__R6F4F9__Odosp_1027
ERR1913252.806951__1.806951	39488__A0A173TCD3__lytR_1
ERR1913252.807030__1.807030	1796613__A0A1C7GYE7__ADH74_04570
ERR1913252.807178__1.807178	310298__B3JQD7__BACCOP_04095
ERR1913252.807449__1.807449	204516__U6R9H3__HMPREF1534_03348
ERR1913252.807461__1.807461	821__A0A3E4WAR6__DXD64_10735
ERR1913252.807469__1.807469	1262930__R6A0L1__BN693_02245
ERR1913252.807768__1.807768	39488__A0A374NRX1__licR_1
ERR1913252.808011__1.808011	818__A0A139KE06__HMPREF2534_02512
ERR1913252.808017__1.808017	166486__D4KVZ2__cbiT
ERR1913252.808051__1.808051	1262930__R5ZRJ3__BN693_00633
ERR1913252.808091__1.808091	46503__K5ZM81__DCY29_16460
ERR1913252.808220__1.808220	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.808235__1.808235	357276__I8WC65__EL88_00520
ERR1913252.808528__1.808528	2293125__A0A374BSW4__DW917_13420
ERR1913252.808484__1.808484	823__A0A173UDF6__CEQ22_003270
ERR1913252.808664__1.808664	39496__A5Z9X3__EUBVEN_02520
ERR1913252.808711__1.808711	1262930__R6AES4__BN693_02093
ERR1913252.808768__1.808768	218538__C9LPE5__GCWU000321_01424
ERR1913252.808786__1.808786	33039__D4M1J4__ERS852390_02215
ERR1913252.809339__1.809339	2293125__A0A374CMK5__DW917_00330
ERR1913252.809381__1.809381	1262930__R6A468__BN693_01366
ERR1913252.809466__1.809466	310298__B3JED9__BACCOP_00230
ERR1913252.810000__1.810000	310298__B3JQJ5__BACCOP_04231
ERR1913252.810115__1.810115	310298__B3JGJ2__BACCOP_00994
ERR1913252.810099__1.810099	357276__A0A0K2HKT7__B5F95_21090
ERR1913252.810344__1.810344	165179__A0A174UTZ7__DXC61_06705
ERR1913252.810497__1.810497	820__R9I3Q7__HMPREF1072_01668
ERR1913252.810550__1.810550	328814__GCA_004558275.1_00199
ERR1913252.811213__1.811213	166486__D4KUL4__pemA
ERR1913252.811388__1.811388	1262930__R5ZWP2__BN693_01542
ERR1913252.811549__1.811549	487174__K0WV13__DIT83_10890
ERR1913252.812008__1.812008	853__A0A2A7B9I6__DW855_13690
ERR1913252.812080__1.812080	39488__C0EWW6__mreD
ERR1913252.812559__1.812559	165179__D1PGU8__PREVCOP_06463
ERR1913252.812659__1.812659	487174__R5EP60__DIT83_09045
ERR1913252.812660__1.812660	1262924__R7HPG6__BN585_00099
ERR1913252.812759__1.812759	410072__C0B8G7__ERS852525_00626
ERR1913252.812762__1.812762	371601__A0A395W6D8__BXY_21530
ERR1913252.812772__1.812772	166486__D4KZ45__ROSINTL182_05738
ERR1913252.812810__1.812810	1262930__R6A8N0__BN693_02179
ERR1913252.812812__1.812812	165179__A0A3E5AAM8__DXB80_10240
ERR1913252.812825__1.812825	818__A0A3E5HVG2__C5Z03_11060
ERR1913252.812910__1.812910	338188__A0A174ETX3__ERS852397_01955
ERR1913252.813092__1.813092	216816__D6DD25__APC1482_1109
ERR1913252.813229__1.813229	2293125__A0A374CBD1__DW917_06995
ERR1913252.813246__1.813246	33025__A0A395J910__C8D73_11128
ERR1913252.813183__1.813183	357276__I9QBT7__BSEG_03340
ERR1913252.813410__1.813410	1735__B7C932__EUBIFOR_00689
ERR1913252.813420__1.813420	1262930__R5ZZI5__BN693_01682
ERR1913252.813679__1.813679	88431__A0A174LBC0__DORLON_00105
ERR1913252.813909__1.813909	33039__D4M398__ERS852530_00575
ERR1913252.814086__1.814086	487174__K0WYI1__DDY40_08675
ERR1913252.814202__1.814202	46503__R6X8Q3__fepA_2
ERR1913252.814327__1.814327	556259__E5C614__BSGG_0177
ERR1913252.814383__1.814383	165179__R6B8D8__DXC61_09245
ERR1913252.814348__1.814348	818__A0A3E5HN72__C799_03359
ERR1913252.814540__1.814540	823__D0TGD9__hpt
ERR1913252.814579__1.814579	165179__A0A174SA26__PREVCOP_05758
ERR1913252.814696__1.814696	818__A0A3E5GY47__SAMN02910322_02002
ERR1913252.814770__1.814770	820__A0A173WUD7__DXB48_08055
ERR1913252.814771__1.814771	418240__R7CMR9__yehU_7
ERR1913252.814917__1.814917	2293125__A0A374BSW4__DW917_13420
ERR1913252.815203__1.815203	310298__B3JMZ2__BACCOP_03297
ERR1913252.815400__1.815400	28118__F9Z8E3__SAMEA44545918_03282
ERR1913252.815766__1.815766	46503__R6WYJ8__DXB85_13825
ERR1913252.815798__1.815798	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.815803__1.815803	1262930__R5ZWP2__BN693_01542
ERR1913252.815912__1.815912	823__A6LGI3__DXB14_09215
ERR1913252.815970__1.815970	39488__C0ET55__tauA
ERR1913252.816236__1.816236	371601__A0A1H4GP73__B5E50_17960
ERR1913252.816348__1.816348	310298__B3JMG0__BACCOP_03099
ERR1913252.816457__1.816457	357276__I9FRW5__B5F95_21685
ERR1913252.816562__1.816562	1099853__U5CNF1__NSB1T_01130
ERR1913252.816596__1.816596	1099853__G9S3J8__NSB1T_03290
ERR1913252.816632__1.816632	2293125__A0A374BY09__DW917_11855
ERR1913252.816710__1.816710	310298__B3JJX9__BACCOP_02203
ERR1913252.816951__1.816951	165179__A0A174SA26__PREVCOP_05758
ERR1913252.816930__1.816930	165179__R6PU83__CFT61_14275
ERR1913252.817234__1.817234	820__A0A139KJR5__M093_4469
ERR1913252.817341__1.817341	853__A0A2A7B9I6__DW855_13690
ERR1913252.817398__1.817398	165179__D1PAV8__DXB80_13055
ERR1913252.817540__1.817540	1680__A0A174BEE7__BSTER_1311
ERR1913252.817505__1.817505	1262930__R6A6G2__BN693_00683
ERR1913252.817595__1.817595	310298__B3JQJ5__BACCOP_04231
ERR1913252.817792__1.817792	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.817898__1.817898	165179__D1PGU8__PREVCOP_06463
ERR1913252.818207__1.818207	166486__A0A173VSA0__ROSINTL182_06124
ERR1913252.818124__1.818124	1099853__G9S456__NSB1T_03840
ERR1913252.818127__1.818127	820__A0A3E4VZY4__ERS852554_01211
ERR1913252.818500__1.818500	214856__A0A174ZER9__ERS852559_00614
ERR1913252.818748__1.818748	33025__A0A395J947__C8D73_11315
ERR1913252.818758__1.818758	821__A6L0C7__ERS852556_03520
ERR1913252.819516__1.819516	1262948__R7EH03__BN671_01092
ERR1913252.819541__1.819541	33025__A0A395JEW1__C8D73_101668
ERR1913252.819567__1.819567	371601__A0A1Y4V1T2__DXD80_18495
ERR1913252.819568__1.819568	1099853__R7DH49__NSB1T_05240
ERR1913252.819659__1.819659	1262924__R7HRW9__BN585_00665
ERR1913252.819622__1.819622	165179__D1PHM6__DXC61_06700
ERR1913252.819754__1.819754	487174__R5ER56__HMPREF9448_02812
ERR1913252.819870__1.819870	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.820121__1.820121	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.820347__1.820347	357276__A0A076ISJ4__B5F95_19420
ERR1913252.820296__1.820296	39488__A0A374NGR8__soj_6
ERR1913252.820376__1.820376	820__A0A174DZ97__SAMN05444418_101240
ERR1913252.820437__1.820437	310298__B3JLC6__BACCOP_02712
ERR1913252.820515__1.820515	418240__C6JFD7__ERS852523_02475
ERR1913252.820523__1.820523	33039__D4M6R8__bglB_8
ERR1913252.820628__1.820628	821__A0A174T998__DXB82_10860
ERR1913252.820695__1.820695	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.820970__1.820970	853__A0A173YYY4__DWZ04_09420
ERR1913252.820971__1.820971	2293125__A0A374BUM7__DW917_12980
ERR1913252.821006__1.821006	310298__B3JEE8__BACCOP_00239
ERR1913252.821123__1.821123	166486__D4L2T9__lytM
ERR1913252.821071__1.821071	33025__A0A395JBA6__C8D73_1039
ERR1913252.821292__1.821292	166486__D4KWL4__ROSINTL182_06052
ERR1913252.821305__1.821305	544644__GCA_001915615.1_02373
ERR1913252.821372__1.821372	821__A0A174V2F3__NCTC10583_01474
ERR1913252.821427__1.821427	487174__K0WUM9__HMPREF9448_02608
ERR1913252.821396__1.821396	166486__D4L0Q4__ERS852572_03675
ERR1913252.821478__1.821478	39488__A0A173SKQ5__DXD91_03870
ERR1913252.821558__1.821558	1262930__R6A8N0__BN693_02179
ERR1913252.821627__1.821627	46506__A0A108TCV1__AA415_00106
ERR1913252.822009__1.822009	823__D0TCC2__HMPREF1075_01590
ERR1913252.822153__1.822153	1262743__R5C054__BN727_01980
ERR1913252.822202__1.822202	357276__A0A076INK2__BSEG_04225
ERR1913252.822208__1.822208	165179__A0A3E5E8M8__DXB80_11580
ERR1913252.822352__1.822352	2293125__A0A374CJ42__DW917_03305
ERR1913252.822415__1.822415	1262930__R6ALR2__BN693_00077
ERR1913252.822442__1.822442	821__C6ZAA5__ERS852556_00403
ERR1913252.822633__1.822633	2293125__A0A374BSW4__DW917_13420
ERR1913252.822801__1.822801	39488__C0EY66__prkC_1
ERR1913252.823352__1.823352	2293125__A0A374CBD1__DW917_06995
ERR1913252.823358__1.823358	823__A0A355XN73__DXC05_07000
ERR1913252.823439__1.823439	166486__D4L334__mcp3_1
ERR1913252.823712__1.823712	818__A0A3E5HGB5__ERS852511_02145
ERR1913252.823735__1.823735	821__A0A0P0LQT3__DXC03_05050
ERR1913252.823745__1.823745	338188__A0A174ETX3__ERS852397_01955
ERR1913252.823828__1.823828	165179__D1PHC0__PREVCOP_06640
ERR1913252.823995__1.823995	853__A0A173YYY4__DWZ04_09420
ERR1913252.824003__1.824003	204516__U6RDD8__HMPREF1534_02559
ERR1913252.824010__1.824010	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.824065__1.824065	821__A0A174V2F3__NCTC10583_01474
ERR1913252.824078__1.824078	1262930__R6AQL4__BN693_01311
ERR1913252.824204__1.824204	572010__aspS
ERR1913252.824370__1.824370	46506__S3YVF9__BACSTE_02487
ERR1913252.824479__1.824479	853__A0A329UEG4__CHR60_00585
ERR1913252.824525__1.824525	649756__E5VJS7__mecR1_3
ERR1913252.824681__1.824681	1263107__GCA_000436995.1_00142
ERR1913252.824781__1.824781	1150298__R7JU23__ERS852498_02342
ERR1913252.824790__1.824790	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.825729__1.825729	301301__A0A395V8C2__rhaR_3
ERR1913252.825823__1.825823	821__A0A0P0LJ37__DXB82_14270
ERR1913252.825846__1.825846	820__A0A139K5E7__DXC68_09550
ERR1913252.826041__1.826041	165179__A0A3E5AAM8__DXB80_10240
ERR1913252.826154__1.826154	1262930__R6AQM8__BN693_01323
ERR1913252.826355__1.826355	820__A0A3E5BMG9__DXD40_05130
ERR1913252.826483__1.826483	166486__D4L457__ROSINTL182_07087
ERR1913252.826864__1.826864	1735__B7C9Y8__EUBIFOR_00992
ERR1913252.827074__1.827074	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.827037__1.827037	487174__K0WYI1__DDY40_08675
ERR1913252.827141__1.827141	310298__B3JFK5__BACCOP_00655
ERR1913252.827356__1.827356	328814__GCA_004558275.1_02021
ERR1913252.827365__1.827365	821__A0A395UNT8__DXD64_15275
ERR1913252.827397__1.827397	357276__I8WML9__DXD47_10570
ERR1913252.827563__1.827563	360807__C0G081__ERS852444_03377
ERR1913252.827691__1.827691	292800__G9YM38__ADH75_14815
ERR1913252.827714__1.827714	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.827834__1.827834	292800__G9YVI7__yrrB
ERR1913252.827951__1.827951	1261__D3MR67__SAMN05660467_01650
ERR1913252.828052__1.828052	357276__I9QBT7__BSEG_03340
ERR1913252.828121__1.828121	46503__R6Y9P8__evgS_3
ERR1913252.828511__1.828511	1628085__A0A374VUI1__C7386_11920
ERR1913252.828525__1.828525	821__A0A174TD86__C800_00949
ERR1913252.828529__1.828529	1263107__GCA_000436995.1_00147
ERR1913252.828583__1.828583	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.828664__1.828664	2293125__A0A374BUM7__DW917_12980
ERR1913252.828622__1.828622	1262924__R7HQS1__BN585_00657
ERR1913252.828910__1.828910	1263044__GCA_000433375.1_03400
ERR1913252.829142__1.829142	310298__B3JPN8__BACCOP_03837
ERR1913252.829170__1.829170	1262992__R5D3T4__BN795_00483
ERR1913252.829261__1.829261	487174__K0X353__DIT83_07800
ERR1913252.829438__1.829438	821__R7P1Q7__M099_2990
ERR1913252.829439__1.829439	418240__C6J8B6__ERS852523_03677
ERR1913252.829551__1.829551	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.829755__1.829755	292800__A0A174JX46__ADH75_16985
ERR1913252.830266__1.830266	1628085__A0A396QBL9__C7386_10351
ERR1913252.830271__1.830271	1262924__R7HPU8__BN585_00010
ERR1913252.830368__1.830368	556259__I0PYL9__BSGG_5205
ERR1913252.830738__1.830738	1262992__R5D733__BN795_00375
ERR1913252.830708__1.830708	1262930__R6A468__BN693_01366
ERR1913252.830813__1.830813	821__A0A174RA14__M099_1655
ERR1913252.831123__1.831123	165179__D1PGU8__PREVCOP_06463
ERR1913252.831167__1.831167	1262992__R5D733__BN795_00375
ERR1913252.831256__1.831256	820__A0A139KG04__ERS852459_01249
ERR1913252.831270__1.831270	1262930__R5ZV69__BN693_01268
ERR1913252.831531__1.831531	165179__D1PGU8__PREVCOP_06463
ERR1913252.831559__1.831559	165179__A0A3E5DN34__DXC61_07865
ERR1913252.831740__1.831740	2293125__A0A374C9I8__DW917_06795
ERR1913252.831830__1.831830	820__A0A396EUU8__luxQ_3
ERR1913252.831856__1.831856	39488__A0A285PSK3__yihY
ERR1913252.832162__1.832162	301301__A0A395V7G5__RHOM_16755
ERR1913252.832385__1.832385	166486__D4L0E1__ypdA_4
ERR1913252.832571__1.832571	1735__A0A395WAL9__EUBIFOR_01618
ERR1913252.832535__1.832535	357276__A0A076IYE6__IY41_04275
ERR1913252.832642__1.832642	310298__B3JK99__BACCOP_02328
ERR1913252.832677__1.832677	823__A0A069S0G2__DXB14_03195
ERR1913252.833117__1.833117	39488__A0A285PS86__EUBHAL_02647
ERR1913252.833126__1.833126	166486__D4KZY5__ROSINTL182_07635
ERR1913252.833045__1.833045	166486__D4L255__mcp4_5
ERR1913252.833229__1.833229	1262930__R5ZVH8__BN693_01324
ERR1913252.833228__1.833228	2293125__A0A374BSW4__DW917_13420
ERR1913252.833457__1.833457	28116__A0A1Y4PWN5__M088_3731
ERR1913252.833547__1.833547	357276__D1JY58__BACDOR_04277
ERR1913252.833803__1.833803	1262930__R6AHR6__BN693_00452
ERR1913252.834118__1.834118	1150298__R7JRK4__ERS852406_01648
ERR1913252.834223__1.834223	28116__A0A1G8P076__AA414_01051
ERR1913252.834323__1.834323	46503__A7AG59__ERS852463_00349
ERR1913252.834423__1.834423	1304__J7TU69__A6J87_07685
ERR1913252.834394__1.834394	1735__B7CBP5__EUBIFOR_01620
ERR1913252.834544__1.834544	1262930__R6AQF3__BN693_01271
ERR1913252.834840__1.834840	310298__B3JJ24__BACCOP_01886
ERR1913252.834922__1.834922	166486__D4KW49__ROSINTL182_07746
ERR1913252.834944__1.834944	357276__I8WEZ6__BACDOR_02323
ERR1913252.834973__1.834973	46503__R6X6Y1__DCY29_15600
ERR1913252.835019__1.835019	1262924__R7HQK6__BN585_00186
ERR1913252.835031__1.835031	39496__A5Z3W2__EUBVEN_00367
ERR1913252.835482__1.835482	2293125__A0A374C9I8__DW917_06795
ERR1913252.835664__1.835664	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913252.835737__1.835737	2293125__A0A374C9I8__DW917_06795
ERR1913252.836001__1.836001	46503__R6X1R0__ERS852463_00596
ERR1913252.836002__1.836002	165179__A0A3E5DV57__DXB80_11400
ERR1913252.836106__1.836106	1262992__R5DCM8__BN795_01561
ERR1913252.836182__1.836182	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.836333__1.836333	384638__B7ASI3__BACPEC_02038
ERR1913252.836430__1.836430	46503__R6XAG6__DXB85_14995
ERR1913252.836526__1.836526	28132__D9RV83__HMPREF0660_00835
ERR1913252.836664__1.836664	487174__K0X2W8__HMPREF9448_02611
ERR1913252.837261__1.837261	357276__A0A0K2HDP3__IY41_00705
ERR1913252.837381__1.837381	310298__B3JQJ5__BACCOP_04231
ERR1913252.837383__1.837383	1628085__A0A2U1BGX7__C7386_101149
ERR1913252.837431__1.837431	1263022__R6RSI1__BN652_00133
ERR1913252.837461__1.837461	821__A0A173XDD3__DXB82_17180
ERR1913252.837723__1.837723	821__A6L0C7__ERS852556_03520
ERR1913252.837788__1.837788	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913252.837857__1.837857	823__A0A355XLH0__fepA_1
ERR1913252.837925__1.837925	310298__B3JFH4__BACCOP_00624
ERR1913252.838009__1.838009	1796613__A0A1C7GYE7__ADH74_04570
ERR1913252.838116__1.838116	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.838395__1.838395	310298__B3JFK5__BACCOP_00655
ERR1913252.838498__1.838498	310298__B3JQR0__BACCOP_04272
ERR1913252.838641__1.838641	166486__D4L2T9__lytM
ERR1913252.838680__1.838680	853__A0A173T0Y8__CGS54_07215
ERR1913252.838744__1.838744	1965576__A0A1Y4L4M7__B5F19_14830
ERR1913252.838887__1.838887	360807__C0FUN2__ERS852444_01353
ERR1913252.838993__1.838993	165179__R6B8D8__DXC61_09245
ERR1913252.839347__1.839347	2293125__A0A374BUM7__DW917_12980
ERR1913252.839273__1.839273	2293125__A0A374BUM7__DW917_12980
ERR1913252.839570__1.839570	1262924__R7HSV3__BN585_00240
ERR1913252.839676__1.839676	166486__A0A173RAP7__ROSINTL182_07969
ERR1913252.839689__1.839689	166486__A0A173RAP7__ROSINTL182_07969
ERR1913252.839922__1.839922	1262992__R5D3B5__BN795_00427
ERR1913252.839890__1.839890	853__A0A174BA00__DW905_01145
ERR1913252.840105__1.840105	2293125__A0A374BSW4__DW917_13420
ERR1913252.840368__1.840368	1262992__R5CZ75__BN795_01422
ERR1913252.840608__1.840608	410072__A0A173YNZ0__ERS852481_00766
ERR1913252.840763__1.840763	820__E5VA63__DXC80_01025
ERR1913252.840835__1.840835	1262992__R5CXM8__BN795_01024
ERR1913252.840850__1.840850	853__A8S882__C4N23_07600
ERR1913252.840904__1.840904	1735__B7CDA5__EUBIFOR_02186
ERR1913252.841071__1.841071	166486__D4L378__hcaR
ERR1913252.841081__1.841081	820__A0A173WUD7__DXB48_08055
ERR1913252.841172__1.841172	1262930__R6A090__BN693_00649
ERR1913252.841175__1.841175	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.841309__1.841309	357276__B6W1Y1__BSEG_03960
ERR1913252.841511__1.841511	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.841804__1.841804	166486__D4KZY5__ROSINTL182_07635
ERR1913252.841903__1.841903	1262924__R7HQ73__BN585_02030
ERR1913252.841880__1.841880	2293125__A0A374BSW4__DW917_13420
ERR1913252.842129__1.842129	1262924__R7HRJ9__BN585_00557
ERR1913252.842175__1.842175	1263044__GCA_000433375.1_03395
ERR1913252.842199__1.842199	823__A0A355XKQ8__DHP27_04010
ERR1913252.842409__1.842409	166486__R6AZI2__ydaF
ERR1913252.842778__1.842778	853__D4KAK8__C4N21_13380
ERR1913252.842762__1.842762	204516__U6R7Y8__HMPREF1534_03942
ERR1913252.842830__1.842830	1262992__R5D3X7__BN795_00539
ERR1913252.842852__1.842852	165179__A0A3E5DN34__DXC61_07865
ERR1913252.842915__1.842915	204516__U6RPN2__HMPREF1534_00368
ERR1913252.842968__1.842968	301301__A0A395V7P2__ERS852391_05080
ERR1913252.843167__1.843167	2293125__A0A374CMK5__DW917_00330
ERR1913252.843320__1.843320	818__A0A139JVX2__ERS852557_01101
ERR1913252.843365__1.843365	626929__F3PIP0__B5F97_02200
ERR1913252.843459__1.843459	853__A0A173XRA8__CGS56_09290
ERR1913252.843488__1.843488	310298__B3JFK5__BACCOP_00655
ERR1913252.843537__1.843537	446660__GCA_003428235.1_01044
ERR1913252.843608__1.843608	33039__D4M6E9__ERS852390_02866
ERR1913252.843557__1.843557	818__A0A1H7L4U6__BSIG_3287
ERR1913252.843647__1.843647	29361__B6FRT6__CLONEX_02860
ERR1913252.843831__1.843831	820__A0A174M9V5__M093_0237
ERR1913252.844101__1.844101	166486__D4L1L1__ROSINTL182_05277
ERR1913252.844395__1.844395	1262739__R6MRD4__BN659_02013
ERR1913252.844499__1.844499	1680__A0A087DLC6__C8077_00815
ERR1913252.844682__1.844682	357276__A0A0K2HDP3__IY41_00705
ERR1913252.844661__1.844661	39488__A0A285PMW6__ERS852450_00808
ERR1913252.844721__1.844721	357276__A0A0K2HG61__BACDOR_02028
ERR1913252.844772__1.844772	301301__G2SXA1__frc_2
ERR1913252.845214__1.845214	1735__B7C8J4__EUBIFOR_00498
ERR1913252.845462__1.845462	1263044__GCA_000433375.1_00353
ERR1913252.845725__1.845725	820__A0A3E4VXP2__yesR
ERR1913252.845796__1.845796	2108523__A0A2P2F507__LAWASA_1081
ERR1913252.846181__1.846181	2293125__A0A374BSW4__DW917_13420
ERR1913252.846211__1.846211	214856__A0A174FY71__ERS852559_01033
ERR1913252.846236__1.846236	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.846262__1.846262	544645__A0A1Y3W0T0__DXC42_17695
ERR1913252.846408__1.846408	39496__A5Z9A6__EUBVEN_02301
