ERR1913315.80__1.80	649756__L1Q8X1__DCR88_03995
ERR1913315.173120__1.173120	28116__I8YA07__C5Z02_15915
ERR1913315.173133__1.173133	204516__U6RAM4__HMPREF1534_03439
ERR1913315.173135__1.173135	821__A0A396F9T7__M097_3427
ERR1913315.173170__1.173170	28026__C0BQX5__DXC71_03265
ERR1913315.173198__1.173198	820__A0A139KH21__DXC80_01780
ERR1913315.173273__1.173273	187327__G4Q5F1__Acin_2129
ERR1913315.173306__1.173306	187327__G4Q785__oadA
ERR1913315.173439__1.173439	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913315.173561__1.173561	818__R7KWE7__HMPREF2534_03255
ERR1913315.173606__1.173606	823__D7IUM6__M091_1082
ERR1913315.173625__1.173625	28116__D4WPD7__HMPREF1069_02183
ERR1913315.173810__1.173810	671267__R9ICM6__C802_00589
ERR1913315.173951__1.173951	328813__A0A1Y3QVP6__B5G41_04655
ERR1913315.174076__1.174076	39491__A0A396FRE7__EUR_27520
ERR1913315.174102__1.174102	1776081__A0A1B8WSY2__A0U42_02410
ERR1913315.174215__1.174215	165179__A0A174IPI3__CFT61_10940
ERR1913315.174225__1.174225	418240__C6JFJ7__ERS852523_01165
ERR1913315.174230__1.174230	820__A0A3E4VXP2__yesR
ERR1913315.174277__1.174277	853__A0A173XRA8__CGS56_09290
ERR1913315.174349__1.174349	40518__R5DZ88__DXD93_06320
ERR1913315.174450__1.174450	821__E5UPR6__SAMN04487923_101768
ERR1913315.174560__1.174560	820__A0A1T4IYF4__mprA_1
ERR1913315.174737__1.174737	1776081__A0A1B8WTQ8__A0U42_10610
ERR1913315.174759__1.174759	28116__E5C458__BACOV975_02730
ERR1913315.174781__1.174781	487174__K0WV63__DIT83_11035
ERR1913315.174811__1.174811	47678__A5ZL09__BACCAC_03608
ERR1913315.175013__1.175013	46506__S3YS03__DXC34_03445
ERR1913315.175251__1.175251	187327__G4Q449__ACDG_01773
ERR1913315.175228__1.175228	626932__G5H9U8__HMPREF9450_01413
ERR1913315.175316__1.175316	853__A0A173XRA8__CGS56_09290
ERR1913315.175320__1.175320	28026__A0A267WJP6__AW18_01035
ERR1913315.175293__1.175293	820__A0A139K8N1__ERS852554_00951
ERR1913315.175449__1.175449	820__A0A139KG04__ERS852459_01249
ERR1913315.175492__1.175492	820__A0A3E4VZS7__DXC07_14435
ERR1913315.175525__1.175525	1776081__A0A1B8WT32__A0U42_02705
ERR1913315.175626__1.175626	187327__G4Q682__Acin_1672
ERR1913315.175632__1.175632	46506__B0NM94__HMPREF1181_03250
ERR1913315.175712__1.175712	357276__I9QBT7__BSEG_03340
ERR1913315.175856__1.175856	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.175982__1.175982	46506__S3YT03__AA415_01895
ERR1913315.176045__1.176045	28116__A7LXT7__HMPREF1070_00356
ERR1913315.175995__1.175995	820__A0A139KJ23__celCCA
ERR1913315.175998__1.175998	1776081__A0A1B8WT32__A0U42_02705
ERR1913315.176093__1.176093	820__A0A174TRB5__DXD40_11305
ERR1913315.176126__1.176126	821__A0A395UNT8__DXD64_15275
ERR1913315.176155__1.176155	820__A0A1T4IY80__ERS852554_01621
ERR1913315.176160__1.176160	821__A0A174T998__DXB82_10860
ERR1913315.176364__1.176364	40518__R5DS37__DXD93_01965
ERR1913315.176405__1.176405	28117__B0MYW5__ALIPUT_02334
ERR1913315.176431__1.176431	28116__A7LSB9__DXF98_11950
ERR1913315.176783__1.176783	40518__R5DR39__mreB_2
ERR1913315.176909__1.176909	820__R9HP61__DXC91_01090
ERR1913315.177028__1.177028	187327__G4Q3B5__arcB
ERR1913315.177253__1.177253	40518__R5DY98__mepA_5
ERR1913315.177282__1.177282	40518__R5DX93__DXD93_03055
ERR1913315.177301__1.177301	820__A0A3E4RU03__M093_0563
ERR1913315.177542__1.177542	820__A0A1T4IY80__ERS852554_01621
ERR1913315.177645__1.177645	820__A0A3E4W984__pssA
ERR1913315.177854__1.177854	821__A0A3E4WAR6__DXD64_10735
ERR1913315.177983__1.177983	39488__A0A285PPV7__DXD91_14610
ERR1913315.178003__1.178003	820__A0A396EUV1__B5G17_06465
ERR1913315.178004__1.178004	823__A0A355XN36__DXB14_02385
ERR1913315.178019__1.178019	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913315.178104__1.178104	47678__R5UER2__CGC64_00710
ERR1913315.178111__1.178111	1965537__A0A1Y4WL53__B5E42_05890
ERR1913315.178215__1.178215	821__A6L0C7__ERS852556_03520
ERR1913315.178249__1.178249	39488__C0EX25__DXD91_11965
ERR1913315.178291__1.178291	187327__G4Q446__ACDG_01775
ERR1913315.178292__1.178292	187327__G4Q446__ACDG_01775
ERR1913315.178382__1.178382	487174__R5EV44__HMPREF9448_01630
ERR1913315.178390__1.178390	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913315.178480__1.178480	821__A0A174AYT0__DXC02_03530
ERR1913315.178673__1.178673	28117__B0MYP3__BHV66_04995
ERR1913315.178793__1.178793	39488__C0EZ49__ERS852578_00234
ERR1913315.178882__1.178882	821__A0A174JYD3__ERS852457_02610
ERR1913315.178905__1.178905	649756__B0P3X0__DCR88_11535
ERR1913315.179145__1.179145	820__A0A139K426__B5G17_09115
ERR1913315.179080__1.179080	649756__D4MWR2__sigA
ERR1913315.179184__1.179184	28116__A0A395VUS9__DXD69_03560
ERR1913315.179425__1.179425	823__A0A174EFT7__luxQ_5
ERR1913315.179437__1.179437	820__A7UYX8__DXD40_11635
ERR1913315.179492__1.179492	187327__G4Q5K5__Acin_0879
ERR1913315.179688__1.179688	820__A0A139KH21__DXC80_01780
ERR1913315.179689__1.179689	820__A0A374Q1D8__SAMN05444418_112114
ERR1913315.179809__1.179809	820__A0A374QGD2__ERS852421_02382
ERR1913315.179836__1.179836	40518__R5E2F3__artQ
ERR1913315.179940__1.179940	28026__A0A267WJP6__AW18_01035
ERR1913315.180083__1.180083	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913315.180327__1.180327	626929__F3PF45__B5F24_16795
ERR1913315.180369__1.180369	820__A0A3E4W4Y7__B5G17_02055
ERR1913315.180370__1.180370	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913315.180418__1.180418	820__A0A396CMY7__HMPREF1072_03009
ERR1913315.180477__1.180477	47678__R5UET0__BACCAC_02656
ERR1913315.180669__1.180669	853__A0A2A7B1Y7__C7K05_11930
ERR1913315.180680__1.180680	820__A0A174M9V5__M093_0237
ERR1913315.180802__1.180802	28116__C3QMW4__BACOVA_04147
ERR1913315.180920__1.180920	39491__C4ZAT2__ERE_28440
ERR1913315.181009__1.181009	28116__C3QMW5__M089_4133
ERR1913315.181122__1.181122	292800__H1C6M9__ERS852518_00105
ERR1913315.181144__1.181144	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913315.181266__1.181266	187327__R6MTJ8__Acin_0940
ERR1913315.181279__1.181279	649756__E5VM13__CL2_26690
ERR1913315.181318__1.181318	328814__GCA_004558275.1_00834
ERR1913315.181616__1.181616	301302__R5UK77__M72_08681
ERR1913315.181690__1.181690	39488__A0A374NPE4__EUBHAL_00845
ERR1913315.181725__1.181725	2108523__A0A2P2F8G3__LAWASA_2336
ERR1913315.181866__1.181866	187327__G4Q3P2__ACDG_00349
ERR1913315.181917__1.181917	821__A0A174WBC9__ERS852556_03145
ERR1913315.181930__1.181930	1150298__A0A174E950__ERS852498_02096
ERR1913315.181954__1.181954	1680__A7A7Z9__AAX71_05385
ERR1913315.181981__1.181981	387090__S0F8B2__BACCOPRO_02129
ERR1913315.182054__1.182054	820__A0A1T4IY80__ERS852554_01621
ERR1913315.182073__1.182073	821__A0A396F9T7__M097_3427
ERR1913315.182090__1.182090	820__A0A3E4XDK3__ERS852554_03650
ERR1913315.182185__1.182185	820__A0A3E4WCC2__lptB_1
ERR1913315.182138__1.182138	39486__B0G7N0__DXC93_07990
ERR1913315.182314__1.182314	820__A0A1T4IYF4__mprA_1
ERR1913315.182341__1.182341	820__A0A3E4W4W5__ERS852554_02179
ERR1913315.182449__1.182449	187327__G4Q3P7__Acin_0528
ERR1913315.182506__1.182506	820__A0A3E5BMG9__DXD40_05130
ERR1913315.182518__1.182518	1550024__G9RPC6__TQ39_05630
ERR1913315.182526__1.182526	216816__E8MW20__DD674_07905
ERR1913315.182588__1.182588	28116__F7L4N5__BACOVA_00137
ERR1913315.182631__1.182631	820__A0A174LIN6__HMPREF1072_03144
ERR1913315.182691__1.182691	28116__I9ST00__M088_5588
ERR1913315.182845__1.182845	1262743__R5C054__BN727_01980
ERR1913315.182997__1.182997	820__A0A174R952__DXB48_02570
ERR1913315.183010__1.183010	1776081__A0A1B8WVB2__A0U42_08515
ERR1913315.183062__1.183062	28052__R7NDG4__ERS852499_01797
ERR1913315.183095__1.183095	39491__A0A0M6WWT1__dus_2
ERR1913315.183273__1.183273	626929__F3PKF4__SAMN05444376_0707
ERR1913315.183338__1.183338	394340__DmdB
ERR1913315.183426__1.183426	40518__R5E1J7__RBL236_02062
ERR1913315.183453__1.183453	821__C6Z451__BHV80_04265
ERR1913315.183460__1.183460	820__A7V9F9__B5G17_14640
ERR1913315.183578__1.183578	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.183527__1.183527	1262911__R6H1K1__BN557_00910
ERR1913315.183625__1.183625	39491__A0A174EQV2__DXB69_10230
ERR1913315.183686__1.183686	187327__R6MTJ8__Acin_0940
ERR1913315.183778__1.183778	820__A0A3E4QZJ7__C801_01798
ERR1913315.183812__1.183812	47678__R5U3D5__DW706_05635
ERR1913315.183834__1.183834	216816__Q8G4D7__DD721_10575
ERR1913315.183859__1.183859	820__I9J701__ERS852510_01809
ERR1913315.184177__1.184177	187327__G4Q6A3__ACDG_01732
ERR1913315.184216__1.184216	818__A0A0P0FLV3__ERS852430_01650
ERR1913315.184219__1.184219	74426__rpoB
ERR1913315.184276__1.184276	28116__C3R1N5__SAMN05444282_12443
ERR1913315.184300__1.184300	216816__C2GSX7__DD678_03555
ERR1913315.184337__1.184337	820__A0A3E4VZY4__ERS852554_01211
ERR1913315.184368__1.184368	821__D4VD59__BHV80_04260
ERR1913315.184411__1.184411	1150298__A0A174E950__ERS852498_02096
ERR1913315.184594__1.184594	74426__pta
ERR1913315.184751__1.184751	820__A0A3E4G826__C801_01612
ERR1913315.184865__1.184865	1262869__R7CU17__BN625_00773
ERR1913315.184908__1.184908	187327__G4Q6A3__ACDG_01732
ERR1913315.185081__1.185081	292800__A0A174NZG5__appA_1
ERR1913315.185089__1.185089	1896974__A0A1Q6H2H7__BHV77_11215
ERR1913315.185160__1.185160	1550024__A0A0W7TR16__TQ39_07995
ERR1913315.185131__1.185131	216816__C2GTV2__BLIF_0674
ERR1913315.185247__1.185247	40518__R5DVX3__RBL263_01584
ERR1913315.185396__1.185396	40518__R5DYP7__envC
ERR1913315.185456__1.185456	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913315.185424__1.185424	820__A0A139KJ23__celCCA
ERR1913315.185542__1.185542	214856__R6XTZ7__ERS852447_02314
ERR1913315.185574__1.185574	166486__R6AY46__ROSINTL182_06128
ERR1913315.185580__1.185580	820__A7VAS1__HMPREF2141_03259
ERR1913315.185608__1.185608	820__A7VAR9__ERS852421_00197
ERR1913315.185614__1.185614	626930__F3PVE3__HMPREF9446_02721
ERR1913315.185692__1.185692	820__A0A174CG08__DXB62_13215
ERR1913315.185717__1.185717	820__A0A078S4C2__ERS417307_00828
ERR1913315.185767__1.185767	214856__A0A175A1E6__ERS852447_01907
ERR1913315.185655__1.185655	820__A0A1T4IYF4__mprA_1
ERR1913315.185872__1.185872	820__R9HUV5__HMPREF2141_02582
ERR1913315.185878__1.185878	820__A0A3E5BMG9__DXD40_05130
ERR1913315.185888__1.185888	820__A0A3E4WCX3__C801_02709
ERR1913315.185956__1.185956	821__A0A396F598__CUU_3259
ERR1913315.186017__1.186017	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913315.186019__1.186019	823__A6LH14__B5F32_11640
ERR1913315.186042__1.186042	820__A0A3E4G493__ERS417307_00253
ERR1913315.186117__1.186117	1150298__A0A174BR70__ERS852535_01666
ERR1913315.186175__1.186175	556259__I0PYM3__BSGG_5385
ERR1913315.186180__1.186180	649756__A0A173SZT9__ptsG_1
ERR1913315.186259__1.186259	357276__B6W1J2__BACDOR_03380
ERR1913315.186298__1.186298	1150298__A0A174LYE0__ERS852535_00529
ERR1913315.186211__1.186211	246787__A0A3D6AWM8__BACCELL_01963
ERR1913315.186410__1.186410	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.186544__1.186544	820__A7V8C2__ERS852554_01338
ERR1913315.186527__1.186527	820__A7V470__HMPREF1072_02076
ERR1913315.186649__1.186649	820__A0A174M9V5__M093_0237
ERR1913315.186662__1.186662	626929__F3PKG7__SAMN05444376_0720
ERR1913315.186680__1.186680	820__A0A3E4WA06__ERS852554_03404
ERR1913315.186897__1.186897	2108523__A0A2P2FC18__LAWASA_3564
ERR1913315.186900__1.186900	46506__A0A108TCU0__etk
ERR1913315.186949__1.186949	649756__L1QA71__HMPREF0369_00510
ERR1913315.187033__1.187033	1680__A1A1R1__BIFADO_00076
ERR1913315.187089__1.187089	39488__C0ERS5__EHLA_2242
ERR1913315.187178__1.187178	820__A0A139K8X8__DXC80_17665
ERR1913315.187244__1.187244	1262743__R5C054__BN727_01980
ERR1913315.187472__1.187472	1160721__W0U8M9__RBI_II00386
ERR1913315.187621__1.187621	187327__G4Q6A3__ACDG_01732
ERR1913315.187726__1.187726	821__A0A3E4XY72__NCTC10583_01067
ERR1913315.187732__1.187732	820__A0A139K8N1__ERS852554_00951
ERR1913315.187775__1.187775	818__A0A174VIU7__ERS852557_03640
ERR1913315.187884__1.187884	820__A0A173YYG4__evgS_3
ERR1913315.187850__1.187850	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913315.187853__1.187853	821__A0A174NM17__lacZ_6
ERR1913315.187865__1.187865	246787__A0A0P0G254__axeA1_2
ERR1913315.187947__1.187947	47678__A5ZI88__BACCAC_02617
ERR1913315.188017__1.188017	820__A0A139KG04__ERS852459_01249
ERR1913315.188050__1.188050	74426__group_4823
ERR1913315.188055__1.188055	820__A0A139KG60__M094_2679
ERR1913315.188220__1.188220	214856__R5UN64__ERS852447_02669
ERR1913315.188263__1.188263	39488__C0EVP9__ERS852450_03163
ERR1913315.188286__1.188286	28116__A7LXU0__HMPREF1070_00358
ERR1913315.188392__1.188392	360807__A0A173SE91__murR
ERR1913315.188457__1.188457	820__A0A174A6K0__M093_0079
ERR1913315.188515__1.188515	649756__D4MV98__ERS852475_00895
ERR1913315.188650__1.188650	820__A0A139KIL9__DXC68_05945
ERR1913315.188664__1.188664	39488__A0A173T8Z7__hemZ_2
ERR1913315.188669__1.188669	28118__R6F7E0__SAMEA44545918_02355
ERR1913315.188685__1.188685	28117__B0MY40__BHV66_05170
ERR1913315.188787__1.188787	187327__G4Q682__Acin_1672
ERR1913315.188855__1.188855	187327__G4Q5J0__apbA
ERR1913315.188861__1.188861	187327__G4Q8Z0__Acin_0446
ERR1913315.188823__1.188823	820__A0A3E4VXP2__yesR
ERR1913315.188839__1.188839	820__I9A4U7__DHU98_12785
ERR1913315.188869__1.188869	187327__G4Q3P2__ACDG_00349
ERR1913315.188878__1.188878	40518__R5DS23__DXD86_01715
ERR1913315.189031__1.189031	487174__K0WUM9__HMPREF9448_02608
ERR1913315.189191__1.189191	820__I9A4U7__DHU98_12785
ERR1913315.189434__1.189434	246787__E2N7F5__AA416_04404
ERR1913315.189460__1.189460	821__A0A396EVC9__DXB90_03525
ERR1913315.189544__1.189544	821__A0A3E4KIM1__M097_3660
ERR1913315.189568__1.189568	187327__R6M966__Acin_0193
ERR1913315.189683__1.189683	1655__J3ABX6__CYJ18_02305
ERR1913315.189695__1.189695	820__A0A173YYG4__evgS_3
ERR1913315.189744__1.189744	821__A0A174T998__DXB82_10860
ERR1913315.189748__1.189748	820__A0A374Q854__HMPREF1073_03281
ERR1913315.189751__1.189751	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913315.189796__1.189796	40520__A5ZSL9__DXC87_07025
ERR1913315.189958__1.189958	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.190009__1.190009	28116__F7LC60__AA414_00422
ERR1913315.190048__1.190048	216816__B3DRU6__DPC6323_0992
ERR1913315.190075__1.190075	649756__A0A174FNS3__trkA
ERR1913315.190055__1.190055	28116__A0A1Y4Q114__DXF98_00470
ERR1913315.190065__1.190065	1263107__GCA_000436995.1_00040
ERR1913315.190135__1.190135	626929__F3PGX4__B5F97_10765
ERR1913315.190178__1.190178	821__A0A3E4HP25__SAMN04487923_102450
ERR1913315.190258__1.190258	187327__G4Q600__ACDG_00661
ERR1913315.190433__1.190433	328814__GCA_004558275.1_00067
ERR1913315.190481__1.190481	360807__A0A173WJE3__mcp4_4
ERR1913315.190507__1.190507	1680__A0A3E4SB79__BAD_1517
ERR1913315.190631__1.190631	74426__nifJ
ERR1913315.190637__1.190637	187327__G4Q7K1__ACDG_00798
ERR1913315.190639__1.190639	28116__A7LXU0__HMPREF1070_00358
ERR1913315.190650__1.190650	823__A0A395YRX4__ERS852513_03444
ERR1913315.190684__1.190684	820__A0A139K8N1__ERS852554_00951
ERR1913315.190695__1.190695	1262911__R6GTG0__BN557_01247
ERR1913315.190732__1.190732	821__I9R3W6__DXC16_12455
ERR1913315.190840__1.190840	47678__A5ZF31__DXB67_11050
ERR1913315.190979__1.190979	28116__A0A078QF71__HMPREF1070_01231
ERR1913315.190994__1.190994	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.190999__1.190999	40518__R5DVR2__RBL236_00303
ERR1913315.191081__1.191081	821__A0A174K302__CUU_3129
ERR1913315.191083__1.191083	28117__B0MXW9__ALIPUT_01981
ERR1913315.191155__1.191155	649756__E5VJ94__CL2_21810
ERR1913315.191150__1.191150	292800__A0A174NR96__HMPREF0372_02342
ERR1913315.191209__1.191209	187327__G4Q2R6__Acin_2204
ERR1913315.191328__1.191328	216816__B3DRU6__DPC6323_0992
ERR1913315.191352__1.191352	40518__R5DUG7__sbcC
ERR1913315.191478__1.191478	820__A7V470__HMPREF1072_02076
ERR1913315.191570__1.191570	649756__A0A173RGN8__DO83_04830
ERR1913315.191617__1.191617	39491__C4ZF05__vpr
ERR1913315.191648__1.191648	165179__A0A174MTF2__DXC61_13200
ERR1913315.191701__1.191701	820__A0A173YYG4__evgS_3
ERR1913315.191752__1.191752	39488__R6GBC5__DXD91_06450
ERR1913315.191786__1.191786	1965538__A0A1Y4W5L7__B5E43_09895
ERR1913315.191827__1.191827	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913315.191897__1.191897	46506__R6ALX0__HMPREF1181_01042
ERR1913315.191956__1.191956	820__A0A139K426__B5G17_09115
ERR1913315.192033__1.192033	40518__R5E4X1__DXD93_05270
ERR1913315.192161__1.192161	46506__A0A108TBL0__BACSTE_01998
ERR1913315.192308__1.192308	1262911__R6GPI7__BN557_00907
ERR1913315.192319__1.192319	820__A0A139KEW8__DXB64_06405
ERR1913315.192428__1.192428	301302__R5UJB0__M72_12831
ERR1913315.192517__1.192517	820__A0A139K1Y6__DXB48_02610
ERR1913315.192583__1.192583	1550024__A0A0D8IUW2__TQ39_17855
ERR1913315.192755__1.192755	40518__R5DQW8__sipW_2
ERR1913315.192779__1.192779	84030__D6DM16__B5F06_12875
ERR1913315.192955__1.192955	820__A0A174CK74__DXB48_07060
ERR1913315.192994__1.192994	820__A0A139K024__B5G17_02060
ERR1913315.193041__1.193041	39488__A0A174BSK2__ERS852450_01031
ERR1913315.193147__1.193147	821__D4VD59__BHV80_04260
ERR1913315.193164__1.193164	823__A0A355XGQ3__prmC
ERR1913315.193234__1.193234	820__A7VAS1__HMPREF2141_03259
ERR1913315.193292__1.193292	820__R9HVB9__DXC68_17285
ERR1913315.193319__1.193319	820__A7V092__hldE
ERR1913315.193337__1.193337	214856__A0A173YE57__ERS852559_00126
ERR1913315.193425__1.193425	2108523__A0A2P2FC94__LAWASA_3667
ERR1913315.193449__1.193449	820__A0A139KJ23__celCCA
ERR1913315.193450__1.193450	28116__A0A078QGJ1__AA414_00533
ERR1913315.193452__1.193452	626929__R6L317__HMPREF9445_00686
ERR1913315.193502__1.193502	1680__A0A1X3A951__AL0462_1583
ERR1913315.193536__1.193536	818__A0A1H7S810__BJP75_003270
ERR1913315.193540__1.193540	46506__B0NU77__AA415_02810
ERR1913315.193559__1.193559	301301__A0A395VA49__RHOM_13895
ERR1913315.193571__1.193571	820__A0A3E4WCC2__lptB_1
ERR1913315.193590__1.193590	820__A0A139K2N9__DXB62_12420
ERR1913315.193794__1.193794	40518__R5DS37__DXD93_01965
ERR1913315.193769__1.193769	820__A0A139K1Y6__DXB48_02610
ERR1913315.193841__1.193841	823__A0A173W404__DHP27_04905
ERR1913315.193860__1.193860	823__D7IT19__DHP27_03495
ERR1913315.194040__1.194040	821__A0A0P0LQT3__DXC03_05050
ERR1913315.194202__1.194202	1150298__A0A174I2L4__ERS852535_01377
ERR1913315.194220__1.194220	820__A0A139KIL9__DXC68_05945
ERR1913315.194350__1.194350	820__R9I2U8__DXC68_09590
ERR1913315.194426__1.194426	31971__R7G8W9__ptbA
ERR1913315.194512__1.194512	74426__nifJ
ERR1913315.194485__1.194485	28116__A7LS06__HMPREF2532_04668
ERR1913315.194653__1.194653	187327__G4Q5F1__Acin_2129
ERR1913315.194677__1.194677	820__A0A3E4WA06__ERS852554_03404
ERR1913315.194718__1.194718	40518__R5E6X1__DXD83_01720
ERR1913315.194754__1.194754	823__A0A395YVY3__ERS852513_03204
ERR1913315.194803__1.194803	40518__R5DYT8__mscS
ERR1913315.194825__1.194825	39488__A0A285PNU6__ERS852578_01621
ERR1913315.194998__1.194998	40518__R5E6Y7__DXD83_08230
ERR1913315.195026__1.195026	820__A0A174EV88__HMPREF1072_01427
ERR1913315.195251__1.195251	187327__G4Q4X9__ACDG_00100
ERR1913315.195238__1.195238	28118__R6FD01__B5F99_06665
ERR1913315.195287__1.195287	821__A0A0P0L8F8__ERS852509_03705
ERR1913315.195310__1.195310	820__A0A3E4VZT7__DXB48_16145
ERR1913315.195349__1.195349	292800__G9YSF9__ERS852504_03368
ERR1913315.195394__1.195394	821__A0A395UNT8__DXD64_15275
ERR1913315.195399__1.195399	823__A0A355XF06__B5F32_11480
ERR1913315.195487__1.195487	246787__A0A0P0GCR8__xynD_3
ERR1913315.195573__1.195573	820__A0A174LJB2__HMPREF1072_04112
ERR1913315.195703__1.195703	214856__I3YK71__ERS852559_02472
ERR1913315.195942__1.195942	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.196089__1.196089	39491__A0A395ZDC6__addB
ERR1913315.196183__1.196183	820__A0A174KKV6__DXC07_02635
ERR1913315.196251__1.196251	1603888__A0A133SK63__HMPREF3201_00350
ERR1913315.196260__1.196260	28116__A7LS02__DXF98_24100
ERR1913315.196377__1.196377	1680__R5GPK0__B0487_0620
ERR1913315.196429__1.196429	74426__gap
ERR1913315.196390__1.196390	387090__S0F8B2__BACCOPRO_02129
ERR1913315.196522__1.196522	40518__R5DUU2__yvhJ_2
ERR1913315.196530__1.196530	187327__G4Q5M4__ACDG_00271
ERR1913315.196585__1.196585	47678__R5USS6__C5Z00_03300
ERR1913315.196613__1.196613	649756__A0A173TB83__HMPREF0369_01758
ERR1913315.196617__1.196617	821__A0A078R9Y9__M097_2119
ERR1913315.196726__1.196726	1262954__R7F9E8__BN611_01218
ERR1913315.196741__1.196741	1603888__A0A133SCD1__HMPREF3201_02162
ERR1913315.196772__1.196772	626929__R6L8P6__HMPREF9445_03047
ERR1913315.196790__1.196790	40518__R5E7S2__RBL263_00671
ERR1913315.196886__1.196886	823__A6LB62__B5F32_04550
ERR1913315.196926__1.196926	360807__C0FN02__ERS852392_01841
ERR1913315.197097__1.197097	39491__A0A174K1W6__DXB99_15020
ERR1913315.197078__1.197078	820__A0A139KH21__DXC80_01780
ERR1913315.197089__1.197089	187327__G4Q707__Acin_2297
ERR1913315.197140__1.197140	28117__B0MU53__ALIPUT_00569
ERR1913315.197210__1.197210	187327__G4Q908__Acin_0464
ERR1913315.197345__1.197345	820__I9TWZ7__DXC80_10550
ERR1913315.197269__1.197269	387090__S0F8B2__BACCOPRO_02129
ERR1913315.197443__1.197443	239935__A0A139TPU7__CXT91_06575
ERR1913315.197413__1.197413	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.197550__1.197550	292800__A0A174UZY4__B5F52_18185
ERR1913315.197646__1.197646	208479__R5F954__HMPREF1095_00077
ERR1913315.197588__1.197588	821__I9R3W6__DXC16_12455
ERR1913315.197677__1.197677	487174__R5G1E8__DIT83_00510
ERR1913315.197694__1.197694	820__A0A3E4G2R7__DXC07_00510
ERR1913315.197708__1.197708	820__A0A1Y3V743__M093_0235
ERR1913315.197769__1.197769	28116__I8YA07__C5Z02_15915
ERR1913315.197783__1.197783	39491__A0A395ZKJ0__DXD13_11010
ERR1913315.197883__1.197883	820__R9I3Q7__HMPREF1072_01668
ERR1913315.197884__1.197884	28118__F9Z667__NCTC10826_00403
ERR1913315.197908__1.197908	820__A0A3E4IGA7__DXD40_07110
ERR1913315.197914__1.197914	820__A0A3E4WCX3__C801_02709
ERR1913315.198020__1.198020	40518__R5E426__DXD93_04485
ERR1913315.198028__1.198028	292800__A0A174N232__ADH75_10840
