ERR1913048.648__1.648	166486__D4KZH8__ERS852572_00419
ERR1913048.1392535__1.1392535	214856__A0A173YXX1__ERS852559_01651
ERR1913048.1392550__1.1392550	39496__A5Z5I2__EUBVEN_00963
ERR1913048.1392626__1.1392626	35833__S2KTV4__HMPREF0179_05216
ERR1913048.1392738__1.1392738	28117__B0MY41__BHV66_05165
ERR1913048.1393121__1.1393121	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913048.1393176__1.1393176	901__B6WXH2__DESPIGER_1643
ERR1913048.1393330__1.1393330	901__B6WPV3__DESPIGER_1124
ERR1913048.1393933__1.1393933	39491__A0A174EQV2__DXB69_10230
ERR1913048.1394101__1.1394101	1263000__R5EGY7__BN466_01478
ERR1913048.1394296__1.1394296	901__B6WRI8__DHV46_05150
ERR1913048.1394927__1.1394927	1263000__R5EGY6__BN466_00973
ERR1913048.1395042__1.1395042	901__B6WY50__DESPIGER_1446
ERR1913048.1395087__1.1395087	853__R6QDR1__C4N27_08170
ERR1913048.1395095__1.1395095	106588__A6P303__BACCAP_04887
ERR1913048.1395201__1.1395201	487174__K0X694__DIT83_09060
ERR1913048.1395409__1.1395409	901__B6WQE3__DHV46_07200
ERR1913048.1395367__1.1395367	1780376__A0A143XQT4__BN3659_01658
ERR1913048.1395751__1.1395751	1501391__GCA_000786575.1_00059
ERR1913048.1395948__1.1395948	301301__A0A395VA63__sbcC
ERR1913048.1396065__1.1396065	292800__A0A096CPP2__yfkN_3
ERR1913048.1396151__1.1396151	1897011__A0A1Q6RI93__BHW41_01175
ERR1913048.1396443__1.1396443	28117__B0MVL5__BHV66_01660
ERR1913048.1396467__1.1396467	1099853__R7DFM0__NSB1T_03310
ERR1913048.1396472__1.1396472	166486__D4KZ78__ROSINTL182_05698
ERR1913048.1396526__1.1396526	626929__F3PIN4__SAMN05444376_2010
ERR1913048.1396587__1.1396587	39491__A0A395ZGE4__ERS852497_01269
ERR1913048.1397026__1.1397026	820__A0A3E4WCX3__C801_02709
ERR1913048.1397339__1.1397339	166486__A0A173VSA0__ROSINTL182_06124
ERR1913048.1397387__1.1397387	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913048.1397417__1.1397417	147206__GCF_000156215.1_01774
ERR1913048.1397519__1.1397519	46228__V8BRH7__RUMLAC_01261
ERR1913048.1397897__1.1397897	901__A0A1K1LG50__DESPIG_01817
ERR1913048.1397985__1.1397985	39491__A0A395ZDC6__addB
ERR1913048.1398009__1.1398009	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.1398067__1.1398067	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.1398379__1.1398379	28117__B0MTW8__ALIPUT_00502
ERR1913048.1398380__1.1398380	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.1398459__1.1398459	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.1398705__1.1398705	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913048.1398764__1.1398764	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913048.1399001__1.1399001	901__B6WVR4__DESPIGER_2125
ERR1913048.1399081__1.1399081	28052__R7NDB2__ERS852451_01735
ERR1913048.1399144__1.1399144	39485__R6AKA4__rssA
ERR1913048.1399270__1.1399270	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.1399667__1.1399667	901__B6WUY7__DHV46_11425
ERR1913048.1400306__1.1400306	1739406__A0A1S1EGF1__HMPREF2902_02565
ERR1913048.1400574__1.1400574	301301__A0A395V5B0__ERS852391_02078
ERR1913048.1400820__1.1400820	901__B6WPV3__DESPIGER_1124
ERR1913048.1400833__1.1400833	33025__A0A395J947__C8D73_11315
ERR1913048.1400934__1.1400934	214856__I3YPQ3__Alfi_2711
ERR1913048.1400997__1.1400997	1263000__R5EC87__BN466_00713
ERR1913048.1401474__1.1401474	166486__D4L0E1__ypdA_4
ERR1913048.1401599__1.1401599	28117__B0MWP2__ALIPUT_01468
ERR1913048.1401901__1.1401901	1235835__R9LCU2__C814_02677
ERR1913048.1401961__1.1401961	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.1402030__1.1402030	166486__D4L457__ROSINTL182_07087
ERR1913048.1402471__1.1402471	817__D1JR15__M117_0303
ERR1913048.1402527__1.1402527	821__A0A3E4XY72__NCTC10583_01067
ERR1913048.1403085__1.1403085	1299998__GCA_001494635.1_00295
ERR1913048.1403255__1.1403255	328814__GCA_004558275.1_00289
ERR1913048.1403474__1.1403474	360807__A0A396ADM2__ERS852392_02872
ERR1913048.1403599__1.1403599	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913048.1404347__1.1404347	821__C6ZAA5__ERS852556_00403
ERR1913048.1404306__1.1404306	1262743__R5C9G8__BN727_01341
ERR1913048.1404512__1.1404512	1150298__A0A174GH24__ERS852406_02992
ERR1913048.1404587__1.1404587	853__A0A174C5M1__CGS58_04460
ERR1913048.1404776__1.1404776	821__C6ZAA5__ERS852556_00403
ERR1913048.1404941__1.1404941	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913048.1405007__1.1405007	901__B6WWB4__DESPIGER_2273
ERR1913048.1405153__1.1405153	74426__infB
ERR1913048.1405219__1.1405219	28117__B0MTV5__BHV66_06415
ERR1913048.1405408__1.1405408	74426__rpoB
ERR1913048.1405640__1.1405640	1796646__A0A1B1S8E7__ADH68_13145
ERR1913048.1405836__1.1405836	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.1405840__1.1405840	901__B6WUY7__DHV46_11425
ERR1913048.1406197__1.1406197	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.1406295__1.1406295	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.1406302__1.1406302	216816__A0A3D8U0T6__BN57_1990
ERR1913048.1406323__1.1406323	901__B6WXA0__aroE
ERR1913048.1406376__1.1406376	28117__B0MVL5__BHV66_01660
ERR1913048.1406570__1.1406570	853__A0A2A7B1Y7__C7K05_11930
ERR1913048.1406641__1.1406641	1263000__R5EH44__BN466_01492
ERR1913048.1406604__1.1406604	147206__GCF_000156215.1_01773
ERR1913048.1406764__1.1406764	1263044__GCA_000433375.1_02420
ERR1913048.1406777__1.1406777	487174__K0X3U2__DIT83_02455
ERR1913048.1407030__1.1407030	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.1407059__1.1407059	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.1407063__1.1407063	821__A0A3E4WAR6__DXD64_10735
ERR1913048.1407339__1.1407339	901__B6WWB4__DESPIGER_2273
ERR1913048.1407388__1.1407388	166486__D4KUM5__afr
ERR1913048.1407536__1.1407536	214856__I3YPI7__pepD_1
ERR1913048.1407868__1.1407868	1263000__R5EGY6__BN466_00973
ERR1913048.1407898__1.1407898	901__B6WRB3__DESPIGER_0300
ERR1913048.1408028__1.1408028	1262911__R6GP58__BN557_00798
ERR1913048.1408042__1.1408042	1896974__A0A1Q6H018__BHV77_13175
ERR1913048.1408176__1.1408176	1262927__R7EX56__BN677_00089
ERR1913048.1408221__1.1408221	552398__F4XCQ4__HMPREF0866_01621
ERR1913048.1408224__1.1408224	901__B6WTW8__DESPIGER_1202
ERR1913048.1408463__1.1408463	1150298__R7JUS2__ERS852498_02193
ERR1913048.1409159__1.1409159	1150298__R7JUW7__ERS852406_02089
ERR1913048.1409424__1.1409424	74426__nrdD
ERR1913048.1409489__1.1409489	39492__D4JV38__EUBSIR_01205
ERR1913048.1409515__1.1409515	901__B6WXK8__DESPIG_02835
ERR1913048.1409981__1.1409981	47678__R5U7X5__ERS852558_01354
ERR1913048.1409996__1.1409996	1263000__R5ESM1__BN466_01440
ERR1913048.1410685__1.1410685	1262700__R5XBD0__BN695_00459
ERR1913048.1410780__1.1410780	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.1410967__1.1410967	1262927__R7EX56__BN677_00089
ERR1913048.1411106__1.1411106	46228__B5CKX6__RUMLAC_00090
ERR1913048.1411219__1.1411219	446660__GCA_003428235.1_00881
ERR1913048.1411247__1.1411247	39488__A0A285PPV7__DXD91_14610
ERR1913048.1411294__1.1411294	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.1411539__1.1411539	214856__R6Y1K2__ERS852447_02306
ERR1913048.1412081__1.1412081	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1913048.1412253__1.1412253	460384__A0A1I0AS27__SAMN05216313_101160
ERR1913048.1412590__1.1412590	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.1413083__1.1413083	28117__B0MWX3__BHV66_03010
ERR1913048.1413546__1.1413546	1262927__R7EX56__BN677_00089
ERR1913048.1413517__1.1413517	901__B6WPV3__DESPIGER_1124
ERR1913048.1413950__1.1413950	166486__D4KXA6__ROSINTL182_05897
ERR1913048.1414403__1.1414403	853__E2ZGD9__C7J97_11715
ERR1913048.1414614__1.1414614	1263000__R5EGY6__BN466_00973
ERR1913048.1414977__1.1414977	853__A0A2A7B1Y7__C7K05_11930
ERR1913048.1415103__1.1415103	301301__G2T3Q2__ERS852391_00522
ERR1913048.1415141__1.1415141	821__I9R3W6__DXC16_12455
ERR1913048.1415212__1.1415212	166486__A0A1Q6SA53__ROSINTL182_05714
ERR1913048.1415475__1.1415475	39491__A0A395ZHW3__ERS852417_01359
ERR1913048.1415620__1.1415620	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913048.1415717__1.1415717	901__B6WTQ4__DESPIGER_1255
ERR1913048.1415753__1.1415753	47678__A5ZG68__ERS852494_02968
ERR1913048.1415829__1.1415829	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.1415832__1.1415832	204516__U6RFU0__HMPREF1534_02545
ERR1913048.1415957__1.1415957	28052__R7NCE0__ERS852499_00449
ERR1913048.1416101__1.1416101	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.1416175__1.1416175	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913048.1416451__1.1416451	1262927__R7EX56__BN677_00089
ERR1913048.1416613__1.1416613	1262927__R7EX56__BN677_00089
ERR1913048.1416623__1.1416623	1897011__A0A1Q6RI77__BHW41_01180
ERR1913048.1416852__1.1416852	47678__A5ZEP5__CGC64_03450
ERR1913048.1417110__1.1417110	1501391__GCA_000786575.1_00077
ERR1913048.1417465__1.1417465	901__B6WTG1__glpB
ERR1913048.1417583__1.1417583	821__R7P1Q7__M099_2990
ERR1913048.1418014__1.1418014	166486__D4KUE4__ROSINTL182_08606
ERR1913048.1418098__1.1418098	1628085__A0A3E2XTK8__C7386_10217
ERR1913048.1418168__1.1418168	28117__B0MXU6__ALIPUT_01958
ERR1913048.1418279__1.1418279	1262911__R6GN99__BN557_01784
ERR1913048.1418394__1.1418394	28117__B0MXD0__ALIPUT_01669
ERR1913048.1419091__1.1419091	28117__B0MXL6__ALIPUT_01851
ERR1913048.1419155__1.1419155	901__B6WRI8__DHV46_05150
ERR1913048.1419352__1.1419352	39491__A0A173VYV1__DXC13_02710
ERR1913048.1419460__1.1419460	204516__U6R838__HMPREF1534_03867
ERR1913048.1419603__1.1419603	1262911__R6H2J2__BN557_01228
ERR1913048.1419693__1.1419693	28117__B0MXG8__ALIPUT_01814
ERR1913048.1420077__1.1420077	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.1420389__1.1420389	1501391__GCA_000786575.1_00040
ERR1913048.1420450__1.1420450	1262927__R7EX56__BN677_00089
ERR1913048.1420690__1.1420690	1262927__R7EX56__BN677_00089
ERR1913048.1420819__1.1420819	74426__nifJ
ERR1913048.1420872__1.1420872	357276__A0A076IYG1__B5F95_22465
ERR1913048.1421029__1.1421029	360807__A0A174CZ42__RIL183_11251
ERR1913048.1421604__1.1421604	446660__GCA_003428235.1_01320
ERR1913048.1421919__1.1421919	853__A8SCP3__C4N26_07960
ERR1913048.1421985__1.1421985	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913048.1422065__1.1422065	901__B6WUW8__DESPIGER_1921
ERR1913048.1422457__1.1422457	674529__A0A174PUY5__SAMN05444400_103201
ERR1913048.1422540__1.1422540	106588__A6P303__BACCAP_04887
ERR1913048.1422720__1.1422720	901__B6WUL1__DESPIG_01755
ERR1913048.1422969__1.1422969	1263000__R5ELA0__BN466_02255
ERR1913048.1423033__1.1423033	166486__D4L1D8__ROSINTL182_06455
ERR1913048.1423164__1.1423164	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913048.1423271__1.1423271	46228__V8CDQ4__RUMLAC_02769
ERR1913048.1423760__1.1423760	360807__A0A174F8N1__ERS852444_00648
ERR1913048.1423813__1.1423813	745368__A0A1T4X705__SAMN02745178_01472
ERR1913048.1423822__1.1423822	376805__F0R8B1__Bacsa_3573
ERR1913048.1423909__1.1423909	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.1423985__1.1423985	47678__A5ZEA3__ERS852558_00257
ERR1913048.1424740__1.1424740	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913048.1425364__1.1425364	46228__V8CCX0__HMPREF1202_00620
ERR1913048.1425327__1.1425327	821__I9R3W6__DXC16_12455
ERR1913048.1425358__1.1425358	39491__A0A174LTW7__DXD13_08720
ERR1913048.1425883__1.1425883	1263000__R5EFJ5__BN466_01372
ERR1913048.1426293__1.1426293	1263000__R5EPJ2__BN466_00954
ERR1913048.1426443__1.1426443	817__Q64YX2__HMPREF0101_02486
ERR1913048.1426448__1.1426448	1150298__A0A174HYM9__ERS852406_01664
ERR1913048.1426392__1.1426392	384638__B7APN3__BACPEC_00639
ERR1913048.1426584__1.1426584	1262927__R7EX56__BN677_00089
ERR1913048.1426696__1.1426696	46228__V8C8N0__RUMLAC_01038
ERR1913048.1426862__1.1426862	901__B6WWW5__DESPIGER_2454
ERR1913048.1427038__1.1427038	28117__R7JJM9__ALIPUT_00662
ERR1913048.1427394__1.1427394	901__B6WTW8__DESPIGER_1202
ERR1913048.1427459__1.1427459	901__B6WUL1__DESPIG_01755
ERR1913048.1427488__1.1427488	1262911__R6H2J2__BN557_01228
ERR1913048.1427516__1.1427516	28117__B0MUX7__ALIPUT_00918
ERR1913048.1427578__1.1427578	823__A0A395YRW4__DD466_15895
ERR1913048.1427628__1.1427628	28117__B0N028__BHV66_05935
ERR1913048.1427782__1.1427782	901__B6WXF1__DESPIGER_1660
ERR1913048.1427819__1.1427819	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.1427946__1.1427946	216816__D6D9A3__BLNIAS_01911
ERR1913048.1428209__1.1428209	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913048.1428643__1.1428643	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.1428788__1.1428788	901__B6WTT7__DESPIG_01494
ERR1913048.1428980__1.1428980	1263030__R5CXA0__BN705_00395
ERR1913048.1428985__1.1428985	901__B6WQH5__DESPIG_00299
ERR1913048.1429069__1.1429069	1897011__A0A1Q6RC11__BHW41_06365
ERR1913048.1429052__1.1429052	901__B6WPS9__DHV46_04165
ERR1913048.1429650__1.1429650	410072__C0BF38__DXD67_15395
ERR1913048.1429728__1.1429728	246787__R6KK25__HMPREF1062_01860
ERR1913048.1429950__1.1429950	394340__thrZ
ERR1913048.1430296__1.1430296	1262927__R7EX56__BN677_00089
ERR1913048.1430338__1.1430338	1150298__A0A174HEB6__ypdC_2
ERR1913048.1430445__1.1430445	46228__B5CL89__RUMLAC_00210
ERR1913048.1431191__1.1431191	901__B6WUI5__DESPIGER_1817
ERR1913048.1431326__1.1431326	901__B6WTW8__DESPIGER_1202
ERR1913048.1431465__1.1431465	901__B6WXH2__DESPIGER_1643
ERR1913048.1431668__1.1431668	901__B6WRI9__DESPIGER_0385
ERR1913048.1432141__1.1432141	301301__G2T5S1__gsiA_1
ERR1913048.1432351__1.1432351	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913048.1432578__1.1432578	853__A0A173RZ39__C4N22_01650
ERR1913048.1432757__1.1432757	1262886__R6Q824__BN563_00941
ERR1913048.1432978__1.1432978	39491__C4Z9K0__DXD95_07445
ERR1913048.1433124__1.1433124	853__A8SCP3__C4N26_07960
ERR1913048.1433336__1.1433336	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913048.1433470__1.1433470	166486__D4KRN9__ERS852572_01822
ERR1913048.1433540__1.1433540	28117__B0MSL1__BHV66_06710
ERR1913048.1433589__1.1433589	820__A0A374QGD2__ERS852421_02382
ERR1913048.1433692__1.1433692	1262927__R7EX56__BN677_00089
ERR1913048.1434791__1.1434791	384638__B7APN3__BACPEC_00639
ERR1913048.1434898__1.1434898	166486__D4L0L8__ROSINTL182_08063
ERR1913048.1434966__1.1434966	1262911__R6H2J2__BN557_01228
ERR1913048.1435164__1.1435164	649756__A0A174K9U9__HMPREF0369_00778
ERR1913048.1435520__1.1435520	1897011__A0A1Q6RH97__BHW41_01945
ERR1913048.1435604__1.1435604	853__A0A2A7B9I6__DW855_13690
ERR1913048.1435554__1.1435554	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913048.1435921__1.1435921	1297617__A0A0S2W8C3__C7373_10789
ERR1913048.1436025__1.1436025	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.1436299__1.1436299	853__A0A173YYY4__DWZ04_09420
ERR1913048.1436428__1.1436428	394340__eno
ERR1913048.1436556__1.1436556	166486__C7G7A6__ROSINTL182_05773
ERR1913048.1436661__1.1436661	1262911__R6H1A6__BN557_01286
ERR1913048.1436814__1.1436814	1262886__R6RFE5__BN563_01256
ERR1913048.1436949__1.1436949	901__B6WXA0__aroE
ERR1913048.1436994__1.1436994	1263000__R5EH44__BN466_01492
ERR1913048.1437003__1.1437003	394340__gatA
ERR1913048.1437250__1.1437250	820__A0A3E5BMG9__DXD40_05130
ERR1913048.1437352__1.1437352	1262927__R7EX56__BN677_00089
ERR1913048.1437463__1.1437463	901__B6WXF1__DESPIGER_1660
ERR1913048.1437565__1.1437565	626932__G5H617__HMPREF9450_00377
ERR1913048.1438164__1.1438164	33039__R6P284__spoIIIE
ERR1913048.1438169__1.1438169	817__A0A396EMI5__M134_2664
ERR1913048.1438310__1.1438310	821__A0A174AYT0__DXC02_03530
ERR1913048.1438464__1.1438464	901__B6WUN6__DHV46_11020
ERR1913048.1438483__1.1438483	821__A0A396F9T7__M097_3427
ERR1913048.1438631__1.1438631	360807__C0FYZ7__ERS852444_03522
ERR1913048.1438970__1.1438970	901__B6WRB3__DESPIGER_0300
ERR1913048.1439575__1.1439575	901__B6WVE1__DESPIGER_2036
ERR1913048.1439724__1.1439724	301301__G2T5V7__RHOM_15795
ERR1913048.1439697__1.1439697	28117__B0MXG8__ALIPUT_01814
ERR1913048.1439698__1.1439698	28118__F9ZAE2__NCTC10826_03559
ERR1913048.1440096__1.1440096	28117__R7JJM9__ALIPUT_00662
ERR1913048.1440193__1.1440193	28117__B0MZ22__BHV66_04430
ERR1913048.1440268__1.1440268	204516__U6RDD8__HMPREF1534_02559
ERR1913048.1440442__1.1440442	1263000__R5EMW8__BN466_00256
ERR1913048.1440559__1.1440559	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.1440636__1.1440636	1263000__R5EGY7__BN466_01478
ERR1913048.1441747__1.1441747	1501391__GCA_000786575.1_00076
ERR1913048.1442204__1.1442204	28117__R7JJM9__ALIPUT_00662
ERR1913048.1442283__1.1442283	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913048.1442455__1.1442455	853__A0A173RZ39__C4N22_01650
ERR1913048.1442752__1.1442752	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913048.1443335__1.1443335	147206__GCF_000156215.1_01108
ERR1913048.1443458__1.1443458	1262911__R6GTZ0__BN557_01437
ERR1913048.1443487__1.1443487	166486__A0A173VSA0__ROSINTL182_06124
ERR1913048.1443542__1.1443542	1262927__R7EX56__BN677_00089
ERR1913048.1443951__1.1443951	216816__B3DNW2__BL171B_07980
ERR1913048.1444222__1.1444222	33025__A0A395JBB5__C8D73_107104
ERR1913048.1444282__1.1444282	28117__R7JJM9__ALIPUT_00662
ERR1913048.1444528__1.1444528	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913048.1444636__1.1444636	901__B6WUI5__DESPIGER_1817
ERR1913048.1444912__1.1444912	853__A8SCP3__C4N26_07960
ERR1913048.1444918__1.1444918	106588__A6P303__BACCAP_04887
ERR1913048.1444973__1.1444973	853__D4K7X0__DW905_09540
ERR1913048.1445104__1.1445104	901__B6WVE0__DESPIG_02056
ERR1913048.1445182__1.1445182	1263000__R5EGY7__BN466_01478
ERR1913048.1445215__1.1445215	1262927__R7EX56__BN677_00089
ERR1913048.1445224__1.1445224	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913048.1445705__1.1445705	901__B6WS90__DHV46_08165
ERR1913048.1445840__1.1445840	28117__B0MY41__BHV66_05165
ERR1913048.1445854__1.1445854	28117__B0MXG8__ALIPUT_01814
ERR1913048.1446015__1.1446015	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.1446088__1.1446088	1897011__A0A1Q6RC19__BHW41_06415
ERR1913048.1446252__1.1446252	246787__A0A3D6AS39__ina
ERR1913048.1446401__1.1446401	292800__A0A174Y0J1__HMPREF0372_03035
ERR1913048.1446508__1.1446508	147206__GCF_000156215.1_01776
ERR1913048.1446742__1.1446742	39491__A0A395ZHW9__DXC13_02590
ERR1913048.1446896__1.1446896	216816__A0A374SVM3__BLSL_0492
ERR1913048.1446970__1.1446970	46228__V8C6B2__DXD17_09805
ERR1913048.1447010__1.1447010	1263000__R5ESM1__BN466_01440
ERR1913048.1447247__1.1447247	821__A0A0P0M6M0__M097_4734
ERR1913048.1447353__1.1447353	1262911__R6GN99__BN557_01784
ERR1913048.1448369__1.1448369	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913048.1448665__1.1448665	853__A0A329UEG4__CHR60_00585
ERR1913048.1448774__1.1448774	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.1448988__1.1448988	901__B6WUH5__DESPIGER_1779
ERR1913048.1448963__1.1448963	28117__R7JJM9__ALIPUT_00662
ERR1913048.1449033__1.1449033	1235835__R9LCU2__C814_02677
ERR1913048.1449061__1.1449061	1262927__R7EX56__BN677_00089
ERR1913048.1449259__1.1449259	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913048.1449532__1.1449532	1263000__R5EF60__BN466_01316
ERR1913048.1449535__1.1449535	1150298__A0A174SLE6__mlc_1
ERR1913048.1449580__1.1449580	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.1449920__1.1449920	1501391__GCA_000786575.1_00062
ERR1913048.1449963__1.1449963	901__B6WXI0__DHV46_02055
ERR1913048.1450053__1.1450053	28117__B0MYW7__ALIPUT_02336
ERR1913048.1450258__1.1450258	28117__B0MSR5__BHV66_02095
ERR1913048.1450227__1.1450227	821__A0A174WBC9__ERS852556_03145
ERR1913048.1450443__1.1450443	46228__V8C7M2__RUMLAC_01453
ERR1913048.1450506__1.1450506	901__A0A1K1LG50__DESPIG_01817
ERR1913048.1450655__1.1450655	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913048.1450755__1.1450755	901__B6WVN3__DHV46_02690
ERR1913048.1451359__1.1451359	471189__GCA_003340385.1_00459
ERR1913048.1451393__1.1451393	1393034__GCA_001552785.1_00516
ERR1913048.1451397__1.1451397	821__A0A174T998__DXB82_10860
ERR1913048.1451503__1.1451503	166486__D4KUE4__ROSINTL182_08606
ERR1913048.1451674__1.1451674	853__A0A173YYY4__DWZ04_09420
ERR1913048.1451727__1.1451727	166486__D4KWZ7__cph2_5
ERR1913048.1451791__1.1451791	853__A0A173RZ39__C4N22_01650
ERR1913048.1451919__1.1451919	1550024__A0A0W7TR16__TQ39_07995
ERR1913048.1452183__1.1452183	901__A0A1K1LG50__DESPIG_01817
ERR1913048.1452230__1.1452230	1263000__R5EGY6__BN466_00973
ERR1913048.1452244__1.1452244	328814__GCA_004558275.1_00007
ERR1913048.1452931__1.1452931	39496__A5Z5I2__EUBVEN_00963
ERR1913048.1452983__1.1452983	454155__F3QV78__HMPREF9442_02103
ERR1913048.1453027__1.1453027	1262889__R7HBH6__BN634_02400
ERR1913048.1453128__1.1453128	1501391__GCA_000786575.1_00082
ERR1913048.1453185__1.1453185	1262992__R5D1X3__BN795_00176
ERR1913048.1453279__1.1453279	214856__A0A175A6T5__ERS852447_02658
ERR1913048.1453291__1.1453291	901__B6WXI1__DESPIGER_1636
ERR1913048.1453324__1.1453324	1262922__R6EVQ0__BN487_00762
ERR1913048.1453341__1.1453341	1263000__R5EIH8__BN466_01210
ERR1913048.1453507__1.1453507	1262911__R6GTB9__BN557_01187
ERR1913048.1453885__1.1453885	1262927__R7EX56__BN677_00089
ERR1913048.1453860__1.1453860	39492__D4JTL0__EUBSIR_01428
ERR1913048.1453958__1.1453958	246787__A0A108TGJ4__AA416_00453
ERR1913048.1453962__1.1453962	204516__U6RDD8__HMPREF1534_02559
ERR1913048.1454334__1.1454334	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913048.1454501__1.1454501	1262927__R7EX56__BN677_00089
ERR1913048.1454598__1.1454598	74426__nifJ
ERR1913048.1454671__1.1454671	28117__R7JJM9__ALIPUT_00662
ERR1913048.1454723__1.1454723	1262927__R7EX56__BN677_00089
ERR1913048.1455293__1.1455293	166486__D4KZA5__ERS852572_03317
ERR1913048.1455564__1.1455564	817__D1JRG3__M076_0507
ERR1913048.1455607__1.1455607	394340__group_3358
ERR1913048.1455709__1.1455709	821__A0A396F9T7__M097_3427
ERR1913048.1455938__1.1455938	1262927__R7EX56__BN677_00089
ERR1913048.1456008__1.1456008	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.1456350__1.1456350	46228__V8CAH7__HMPREF1202_00795
ERR1913048.1456357__1.1456357	1628085__A0A2U1BG30__C7386_102206
ERR1913048.1456678__1.1456678	901__B6WXI1__DESPIGER_1636
ERR1913048.1456735__1.1456735	1897011__A0A1Q6RI93__BHW41_01175
ERR1913048.1456801__1.1456801	1263000__R5EF60__BN466_01316
ERR1913048.1456882__1.1456882	28117__B0MVL5__BHV66_01660
ERR1913048.1456951__1.1456951	853__D4K7X0__DW905_09540
ERR1913048.1457027__1.1457027	1263000__R5EBJ1__BN466_00540
ERR1913048.1457043__1.1457043	1263000__R5ETL6__BN466_01607
ERR1913048.1457097__1.1457097	853__A0A174UDE9__C4N25_12775
ERR1913048.1457098__1.1457098	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913048.1458290__1.1458290	1501391__GCA_000786575.1_00057
ERR1913048.1458405__1.1458405	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913048.1458415__1.1458415	1897011__A0A1Q6RI37__BHW41_00895
