ERR1912995.212__1.212	301302__A0A173RZU9__M72_23561
ERR1912995.2399903__1.2399903	45851__D4RWS3__BUTYVIB_00110
ERR1912995.2400133__1.2400133	2022527__A0A264YA09__CHL74_03035
ERR1912995.2400115__1.2400115	1262936__R7J1S4__BN799_01918
ERR1912995.2400378__1.2400378	39491__C4ZAT2__ERE_28440
ERR1912995.2400358__1.2400358	74426__purL
ERR1912995.2400530__1.2400530	74426__rpoC
ERR1912995.2400578__1.2400578	1262911__R6GS70__BN557_00854
ERR1912995.2400586__1.2400586	1680__A0A374QDL4__LMG18897_0432
ERR1912995.2400638__1.2400638	74426__rpoC
ERR1912995.2400649__1.2400649	454155__F3QPC5__HMPREF9442_00012
ERR1912995.2400863__1.2400863	1897011__A0A1Q6REV3__BHW41_04080
ERR1912995.2401109__1.2401109	901__B6WYD7__DESPIG_03118
ERR1912995.2401118__1.2401118	418240__A0A174MZV1__ERS852523_01489
ERR1912995.2401125__1.2401125	1628085__A0A1C5ZCR8__C7386_10447
ERR1912995.2401126__1.2401126	2022527__A0A264YB77__CHL74_00090
ERR1912995.2401130__1.2401130	216816__C5E9A6__mutT4
ERR1912995.2401297__1.2401297	410072__A0A173S1W0__COPCOM_00541
ERR1912995.2401415__1.2401415	901__B6WX14__mviN
ERR1912995.2401560__1.2401560	1680__A0A374QDL4__LMG18897_0432
ERR1912995.2401827__1.2401827	384639__GCA_003096855.1_01176
ERR1912995.2402372__1.2402372	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.2402457__1.2402457	28111__R5K3D9__NCTC11155_02788
ERR1912995.2402531__1.2402531	301302__R5UMB9__M72_25011
ERR1912995.2402548__1.2402548	853__A0A173XRA8__CGS56_09290
ERR1912995.2402945__1.2402945	2022527__A0A264Y8G4__CHL74_05770
ERR1912995.2403219__1.2403219	1263000__R5EXT3__BN466_02213
ERR1912995.2403245__1.2403245	1263000__R5EMC8__BN466_00317
ERR1912995.2403274__1.2403274	1262936__R7J1I2__BN799_01776
ERR1912995.2403405__1.2403405	239935__A0A2N8IRH4__CXT92_05605
ERR1912995.2403754__1.2403754	630129__A0A087B617__BKAS_1320
ERR1912995.2404138__1.2404138	394340__gyrB
ERR1912995.2404346__1.2404346	39491__A0A395UYA6__EUBREC_0408
ERR1912995.2404381__1.2404381	544580__A0A1Q8WXV0__AXE84_02935
ERR1912995.2404599__1.2404599	1897011__A0A1Q6RHB1__BHW41_01830
ERR1912995.2404766__1.2404766	1680__A0A0B5BKZ3__DXD60_01450
ERR1912995.2404895__1.2404895	178339__GCA_001746855.1_01351
ERR1912995.2404938__1.2404938	1680__A0A087DHN0__AL0462_1532
ERR1912995.2405009__1.2405009	40518__R5DR96__RBATCC27255_01185
ERR1912995.2405013__1.2405013	1262936__R7IY41__BN799_00608
ERR1912995.2405053__1.2405053	39491__A0A396FSK3__ERS852417_00383
ERR1912995.2405492__1.2405492	901__B6WXA0__aroE
ERR1912995.2405960__1.2405960	301302__A0A0M6X038__M72_18501
ERR1912995.2406457__1.2406457	1680__A0A3E4SB79__BAD_1517
ERR1912995.2406587__1.2406587	1262936__R7J5J9__BN799_00247
ERR1912995.2406673__1.2406673	74426__groL
ERR1912995.2406683__1.2406683	2022527__A0A264Y8G4__CHL74_05770
ERR1912995.2406820__1.2406820	39491__A0A173U130__ERE_16110
ERR1912995.2407537__1.2407537	1262959__R5YEU3__BN680_00855
ERR1912995.2407697__1.2407697	1897011__A0A1Q6RDX0__BHW41_05325
ERR1912995.2407785__1.2407785	1897011__A0A1Q6RDB1__BHW41_05850
ERR1912995.2407992__1.2407992	552398__F4XCR9__HMPREF0866_01636
ERR1912995.2408158__1.2408158	2173__A5ULL1__Msm_0884
ERR1912995.2408424__1.2408424	1263000__R5EFJ5__BN466_01372
ERR1912995.2408542__1.2408542	1897011__A0A1Q6RDX0__BHW41_05325
ERR1912995.2408698__1.2408698	901__B6WQD5__DESPIG_00255
ERR1912995.2408898__1.2408898	1262936__R7IY41__BN799_00608
ERR1912995.2409061__1.2409061	88431__A0A174EJA6__DXB16_03345
ERR1912995.2409123__1.2409123	1262936__R7IY33__BN799_00622
ERR1912995.2409246__1.2409246	301302__R5UKF2__M72_19701
ERR1912995.2409628__1.2409628	301302__R5UPH9__M72_00521
ERR1912995.2409632__1.2409632	1550024__A0A0D8IWU5__TQ39_13940
ERR1912995.2409708__1.2409708	1547__G9R3A9__CLORAM_00743
ERR1912995.2409820__1.2409820	45851__D4RYI3__BHV86_01630
ERR1912995.2409964__1.2409964	45851__D4RWC8__BHV86_07020
ERR1912995.2410234__1.2410234	1628085__A0A3E2Y0H4__C7386_101347
ERR1912995.2410250__1.2410250	1680__A0A174BEE7__BSTER_1311
ERR1912995.2410213__1.2410213	1689__W2VI73__BIFDEN_00496
ERR1912995.2410311__1.2410311	216816__B3DNW2__BL171B_07980
ERR1912995.2410744__1.2410744	39486__R6SE83__DXD82_03080
ERR1912995.2410864__1.2410864	1262882__R5MYI1__BN519_00416
ERR1912995.2410971__1.2410971	1897011__A0A1Q6RG59__BHW41_02475
ERR1912995.2411019__1.2411019	544581__G9PQ59__HMPREF1549_00504
ERR1912995.2411208__1.2411208	40518__R5E4V5__RBL263_01242
ERR1912995.2411228__1.2411228	572010__aspS
ERR1912995.2411754__1.2411754	1680__A0A174BEE7__BSTER_1311
ERR1912995.2411822__1.2411822	1680__A0A374QDL4__LMG18897_0432
ERR1912995.2411891__1.2411891	1262816__R6C903__BN687_01306
ERR1912995.2412005__1.2412005	28052__R7NCE0__ERS852499_00449
ERR1912995.2412099__1.2412099	40520__U2ENY9__C4886_17680
ERR1912995.2412142__1.2412142	239935__A0A2N8HAQ1__DEF40_05290
ERR1912995.2412285__1.2412285	1897011__A0A1Q6RGB4__BHW41_02795
ERR1912995.2412484__1.2412484	29361__B6FRT6__CLONEX_02860
ERR1912995.2412515__1.2412515	1262911__R6GP58__BN557_00798
ERR1912995.2412750__1.2412750	39491__A0A2U2EK03__ERE_28780
ERR1912995.2412969__1.2412969	28052__A0A174M373__speA_2
ERR1912995.2413087__1.2413087	74426__asnS
ERR1912995.2413302__1.2413302	1262911__R6H2J2__BN557_01228
ERR1912995.2413329__1.2413329	1897011__A0A1Q6REW8__BHW41_04435
ERR1912995.2413556__1.2413556	1262882__R5MFR3__BN519_00473
ERR1912995.2413764__1.2413764	39485__C4Z6J9__ERS852492_02049
ERR1912995.2413794__1.2413794	2022527__A0A264YAJ7__CHL74_00810
ERR1912995.2413798__1.2413798	1262919__R5P5T3__BN465_00797
ERR1912995.2413836__1.2413836	74426__rpoB
ERR1912995.2413937__1.2413937	818__A0A174N1L6__ERS852511_02039
ERR1912995.2414162__1.2414162	901__B6WQM5__cobM
ERR1912995.2414206__1.2414206	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912995.2414519__1.2414519	39491__A0A395UUN5__EUBREC_0291
ERR1912995.2414804__1.2414804	28052__R7NEM3__fabD
ERR1912995.2414825__1.2414825	1680__A0A087DHN0__AL0462_1532
ERR1912995.2414950__1.2414950	901__B6WWW2__DESPIG_02583
ERR1912995.2415073__1.2415073	1262936__R7J049__BN799_01347
ERR1912995.2415115__1.2415115	165179__A0A3E5AGH1__DXB80_05820
ERR1912995.2415261__1.2415261	1263027__R6ZFP7__BN699_00330
ERR1912995.2415345__1.2415345	1680__A0A173Y6N7__yhaH
ERR1912995.2415501__1.2415501	1680__A0A087DHN0__AL0462_1532
ERR1912995.2415627__1.2415627	147207__adhE_1
ERR1912995.2415847__1.2415847	1262911__R6H2J2__BN557_01228
ERR1912995.2416034__1.2416034	901__B6WPV2__DHV46_04070
ERR1912995.2416047__1.2416047	28052__A0A174MKP3__ERS852451_02483
ERR1912995.2416181__1.2416181	1262911__R6GQM3__BN557_01245
ERR1912995.2416321__1.2416321	1262911__R6GTF7__BN557_01242
ERR1912995.2416578__1.2416578	147206__GCF_000156215.1_01776
ERR1912995.2416683__1.2416683	1263006__R6LWV2__BN515_00272
ERR1912995.2416729__1.2416729	33039__R6P284__spoIIIE
ERR1912995.2416732__1.2416732	1262936__R7IY41__BN799_00608
ERR1912995.2416855__1.2416855	45851__D4RYQ2__BUTYVIB_00960
ERR1912995.2416886__1.2416886	1150298__A0A174HYM9__ERS852406_01664
ERR1912995.2416965__1.2416965	901__B6WXH2__DESPIGER_1643
ERR1912995.2417177__1.2417177	1680__A0A173Y6N7__yhaH
ERR1912995.2417382__1.2417382	1262911__R6GHG8__BN557_01301
ERR1912995.2417609__1.2417609	1897011__A0A1Q6RE22__BHW41_04590
ERR1912995.2417615__1.2417615	1680__A0A087CWH8__ERS852382_00646
ERR1912995.2417659__1.2417659	1262911__R6HLR5__BN557_00628
ERR1912995.2417867__1.2417867	901__B6WXX4__DESPIGER_1515
ERR1912995.2417978__1.2417978	45851__R5LTE7__BHV86_04805
ERR1912995.2418001__1.2418001	1897011__A0A1Q6RH85__BHW41_01750
ERR1912995.2418044__1.2418044	1550024__A0A0D8J179__ASJ35_09245
ERR1912995.2418138__1.2418138	1262882__R5MLP0__BN519_01597
ERR1912995.2418331__1.2418331	1262911__R6GS52__BN557_00834
ERR1912995.2418389__1.2418389	301302__A0A173RZU9__M72_23561
ERR1912995.2418478__1.2418478	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912995.2418488__1.2418488	572010__nifJ
ERR1912995.2418509__1.2418509	901__B6WTW8__DESPIGER_1202
ERR1912995.2418548__1.2418548	901__B6WTT7__DESPIG_01494
ERR1912995.2418562__1.2418562	216816__C2GSX7__DD678_03555
ERR1912995.2418608__1.2418608	1262911__R6GHG8__BN557_01301
ERR1912995.2418665__1.2418665	39485__C4Z6F3__EUBELI_20400
ERR1912995.2419161__1.2419161	147206__GCF_000156215.1_01777
ERR1912995.2419305__1.2419305	1262936__R7J247__BN799_01051
ERR1912995.2419734__1.2419734	1262919__R5PRH9__BN465_00856
ERR1912995.2419800__1.2419800	1262919__R5PRH9__BN465_00856
ERR1912995.2420498__1.2420498	1262911__R6H1D2__BN557_00855
ERR1912995.2420520__1.2420520	1262936__R7J3N4__BN799_00434
ERR1912995.2420593__1.2420593	2317__Q2NHI4__Msp_0017
ERR1912995.2420849__1.2420849	1262924__R7HQD9__BN585_00129
ERR1912995.2420909__1.2420909	552398__F4XCR9__HMPREF0866_01636
ERR1912995.2421000__1.2421000	1680__A7A7Z9__AAX71_05385
ERR1912995.2421143__1.2421143	74426__rpoC
ERR1912995.2421162__1.2421162	45851__D4RXA4__BUTYVIB_00455
ERR1912995.2421347__1.2421347	239935__A0A2N8IHY1__CXU06_00035
ERR1912995.2421580__1.2421580	901__B6WUG8__DHV46_10540
ERR1912995.2421722__1.2421722	74426__pdxS
ERR1912995.2421912__1.2421912	745368__A0A1T4XF62__SAMN02745178_01833
ERR1912995.2421947__1.2421947	1262959__R5YCZ2__BN680_00156
ERR1912995.2421954__1.2421954	147207__adhE_1
ERR1912995.2422393__1.2422393	1628085__A0A2U1AX94__C7386_1283
ERR1912995.2423030__1.2423030	39491__A0A395ZBQ4__cph2_2
ERR1912995.2423245__1.2423245	552398__F4XCR9__HMPREF0866_01636
ERR1912995.2423431__1.2423431	301302__A0A173UAS4__M72_15061
ERR1912995.2423461__1.2423461	1262936__R7IY78__BN799_00717
ERR1912995.2423597__1.2423597	1680__A0A087DHN0__AL0462_1532
ERR1912995.2423655__1.2423655	901__B6WQ99__BHW59_02695
ERR1912995.2424120__1.2424120	28111__R5K5Y3__BACEGG_03205
ERR1912995.2424226__1.2424226	1680__R5GSL8__DXD60_03315
ERR1912995.2424742__1.2424742	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912995.2424799__1.2424799	901__B6WRI9__DESPIGER_0385
ERR1912995.2425015__1.2425015	626940__R6WR72__HMPREF9443_00288
ERR1912995.2425221__1.2425221	1262911__R6GS70__BN557_00854
ERR1912995.2425381__1.2425381	1262936__R7J5X5__BN799_00356
ERR1912995.2425445__1.2425445	172901__A0A2U1B0G1__C8D82_11268
ERR1912995.2425691__1.2425691	901__B6WXI0__DHV46_02055
ERR1912995.2425704__1.2425704	45851__D4RZ82__BHV86_03550
ERR1912995.2425788__1.2425788	39491__A0A2U2EI54__DXD95_12010
ERR1912995.2425804__1.2425804	1262746__R5SLP4__BN750_01973
ERR1912995.2425922__1.2425922	1628085__A0A2U1AX94__C7386_1283
ERR1912995.2426006__1.2426006	45851__D4RY78__BUTYVIB_00783
ERR1912995.2426051__1.2426051	1680__A1A2N8__LMG10734_1314
ERR1912995.2426284__1.2426284	853__A0A3E2V168__FAEPRAM212_00929
ERR1912995.2426363__1.2426363	508460__GCF_000585335.1_00172
ERR1912995.2426480__1.2426480	471189__GCA_003340385.1_00591
ERR1912995.2426571__1.2426571	1680__A0A173XYA2__B0703_0121
ERR1912995.2426649__1.2426649	45851__R5LHP6__BUTYVIB_00994
ERR1912995.2426755__1.2426755	1262936__R7IYJ1__BN799_00810
ERR1912995.2427172__1.2427172	1262882__R5MSI5__BN519_01596
ERR1912995.2427603__1.2427603	216816__B7GN29__BL72_08765
ERR1912995.2427624__1.2427624	1262936__R7IYH4__BN799_00795
ERR1912995.2427629__1.2427629	1262882__R5MFA5__BN519_00331
ERR1912995.2427819__1.2427819	1680__A0A087DHN0__AL0462_1532
ERR1912995.2427903__1.2427903	1262936__R7IYH4__BN799_00795
ERR1912995.2427925__1.2427925	357276__B6VT86__IY41_22515
ERR1912995.2428002__1.2428002	1262936__R7IYH4__BN799_00795
ERR1912995.2428027__1.2428027	2022527__A0A264Y4S4__CHL74_12270
ERR1912995.2428167__1.2428167	1262936__R7J1E6__BN799_01664
ERR1912995.2428313__1.2428313	901__B6WUH5__DESPIGER_1779
ERR1912995.2428449__1.2428449	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1912995.2428452__1.2428452	1680__A0A174BEE7__BSTER_1311
ERR1912995.2428561__1.2428561	1262882__R5MLA4__BN519_01536
ERR1912995.2428755__1.2428755	74426__asnS
ERR1912995.2428853__1.2428853	147206__GCF_000156215.1_01776
ERR1912995.2429025__1.2429025	901__B6WTT7__DESPIG_01494
ERR1912995.2429085__1.2429085	301302__A0A0M6WIU8__M72_26811
ERR1912995.2429140__1.2429140	1262882__R5MFA5__BN519_00331
ERR1912995.2429191__1.2429191	239935__R6JAS2__CXU02_10725
ERR1912995.2429278__1.2429278	39485__C4Z0T2__ykvU
ERR1912995.2429505__1.2429505	853__A0A2A7A628__CGS57_13755
ERR1912995.2429538__1.2429538	1263000__R5EXT3__BN466_02213
ERR1912995.2429601__1.2429601	1680__A0A374QDL4__LMG18897_0432
ERR1912995.2429839__1.2429839	39485__R5ZPP8__EUBELI_20334
ERR1912995.2430175__1.2430175	1680__A1A0V3__C8077_03025
ERR1912995.2430192__1.2430192	1680__A7A7Z9__AAX71_05385
ERR1912995.2430254__1.2430254	1262936__R7J360__BN799_00345
ERR1912995.2430281__1.2430281	1262882__R5N3H1__BN519_01121
ERR1912995.2430429__1.2430429	853__C7H7F8__yccM_1
ERR1912995.2430632__1.2430632	2022527__A0A264YA09__CHL74_03035
ERR1912995.2430886__1.2430886	239935__R7E524__CXT91_06180
ERR1912995.2431160__1.2431160	88431__A0A3D0F2C1__DORLON_02135
ERR1912995.2431231__1.2431231	39488__A0A374NTX6__DXD91_03400
ERR1912995.2431347__1.2431347	1262936__R7J360__BN799_00345
ERR1912995.2431388__1.2431388	1262924__R7HST1__BN585_00215
ERR1912995.2431537__1.2431537	45851__D4RZF5__BUTYVIB_01221
ERR1912995.2431959__1.2431959	39491__A0A396FIZ8__ERE_20410
ERR1912995.2432046__1.2432046	901__B6WTQ4__DESPIGER_1255
ERR1912995.2432177__1.2432177	1262882__R5MSP5__BN519_01637
ERR1912995.2432278__1.2432278	2022527__A0A264Y4S4__CHL74_12270
ERR1912995.2432506__1.2432506	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.2433008__1.2433008	1262882__R5N3H1__BN519_01121
ERR1912995.2433066__1.2433066	1262936__R7J1T7__BN799_01864
ERR1912995.2433172__1.2433172	74426__group_1871
ERR1912995.2433250__1.2433250	1299998__GCA_001494635.1_01836
ERR1912995.2433257__1.2433257	74426__purL
ERR1912995.2433406__1.2433406	74426__purL
ERR1912995.2433407__1.2433407	74426__purL
ERR1912995.2434088__1.2434088	328814__GCA_004558275.1_00035
ERR1912995.2434261__1.2434261	301302__R5VCU3__cbiK_2
ERR1912995.2434527__1.2434527	1262936__R7J1E6__BN799_01664
ERR1912995.2434638__1.2434638	1680__A0A2R4G1K8__BBMN23_0315
ERR1912995.2434651__1.2434651	74426__purL
ERR1912995.2434757__1.2434757	74426__group_4808
ERR1912995.2435015__1.2435015	1262882__R5MXW0__BN519_00317
ERR1912995.2435096__1.2435096	2173__A0A1D2WSZ3__Msm_1724
ERR1912995.2435079__1.2435079	74426__pflB_2
ERR1912995.2435164__1.2435164	45851__D4RWN6__BUTYVIB_00072
ERR1912995.2435434__1.2435434	1262919__R5P502__BN465_00550
ERR1912995.2435589__1.2435589	901__B6WXG9__DESPIG_02795
ERR1912995.2435784__1.2435784	39485__A0A174ZBK4__ERS852490_01585
ERR1912995.2435872__1.2435872	1550024__A0A0D8IY61__ASJ35_05690
ERR1912995.2435959__1.2435959	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912995.2436028__1.2436028	1680__A0A3E4SB79__BAD_1517
ERR1912995.2436284__1.2436284	40518__R5E500__RBL263_01193
ERR1912995.2436302__1.2436302	1628085__A0A1C5ZCR8__C7386_10447
ERR1912995.2436431__1.2436431	572010__rpoB
ERR1912995.2436637__1.2436637	1628085__A0A1C6CQE7__C7386_12126
ERR1912995.2436816__1.2436816	1262911__R6H2J2__BN557_01228
ERR1912995.2436928__1.2436928	45851__D4S0P6__BUTYVIB_01665
ERR1912995.2436931__1.2436931	28111__E5WVI9__BACEGG_03583
ERR1912995.2436982__1.2436982	45851__D4RWZ9__murF
ERR1912995.2437111__1.2437111	1680__A0A374QDL4__LMG18897_0432
ERR1912995.2437492__1.2437492	1550024__A0A0D8IZK5__TQ39_07980
ERR1912995.2437519__1.2437519	1628085__A0A1C6CQE7__C7386_12126
ERR1912995.2437648__1.2437648	1262936__R7IY18__BN799_00607
ERR1912995.2437590__1.2437590	2022527__A0A264Y5Y7__CHL74_10300
ERR1912995.2437591__1.2437591	1897011__A0A1Q6RC30__BHW41_06700
ERR1912995.2437885__1.2437885	147206__GCF_000156215.1_01777
ERR1912995.2438237__1.2438237	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912995.2438566__1.2438566	45851__D4RWD3__BHV86_07045
ERR1912995.2438605__1.2438605	45851__D4S2J5__BUTYVIB_02317
ERR1912995.2438644__1.2438644	1262936__R7J0K5__BN799_01232
ERR1912995.2438685__1.2438685	1263000__R5EUM2__BN466_01747
ERR1912995.2438692__1.2438692	45851__D4RZ84__BUTYVIB_01149
ERR1912995.2438814__1.2438814	901__B6WX66__BHW59_05845
ERR1912995.2439277__1.2439277	216816__D6D9H5__APC1466_0493
ERR1912995.2439442__1.2439442	147206__GCF_000156215.1_01777
ERR1912995.2439869__1.2439869	147206__GCF_000156215.1_01774
ERR1912995.2439898__1.2439898	147206__GCF_000156215.1_01774
ERR1912995.2440137__1.2440137	45851__D4S366__BUTYVIB_02552
ERR1912995.2440152__1.2440152	901__B6WVE0__DESPIG_02056
ERR1912995.2440313__1.2440313	1263000__R5EXT3__BN466_02213
ERR1912995.2440370__1.2440370	1623__E7FS54__HMPREF0542_11731
ERR1912995.2440604__1.2440604	1628085__A0A396MGZ2__C7386_12111
ERR1912995.2440678__1.2440678	1680__A0A173Y6N7__yhaH
ERR1912995.2440715__1.2440715	136841__A0A3E1N8M9__AJ68_05404
ERR1912995.2440746__1.2440746	820__A0A174QLF0__SAMN05444418_109151
ERR1912995.2440956__1.2440956	1628085__A0A374VV54__C7386_11332
ERR1912995.2441136__1.2441136	1680__A0A087DHN0__AL0462_1532
ERR1912995.2441194__1.2441194	28052__A0A174Z2D5__mcp2_3
ERR1912995.2441218__1.2441218	357276__A0A0K2HI25__DXD47_04465
ERR1912995.2441242__1.2441242	901__B6WUL1__DESPIG_01755
ERR1912995.2441297__1.2441297	901__B6WVN9__DESPIG_02157
ERR1912995.2441436__1.2441436	147206__GCF_000156215.1_01772
ERR1912995.2441573__1.2441573	147206__GCF_000156215.1_01777
ERR1912995.2441574__1.2441574	853__A0A173RZ39__C4N22_01650
ERR1912995.2441575__1.2441575	204516__U6RPN2__HMPREF1534_00368
ERR1912995.2441613__1.2441613	147206__GCF_000156215.1_01775
ERR1912995.2441699__1.2441699	1735__B7CAL3__EUBIFOR_01234
ERR1912995.2441769__1.2441769	1680__A0A087DHN0__AL0462_1532
ERR1912995.2441822__1.2441822	1680__R5GR82__AD0028_0014
ERR1912995.2442029__1.2442029	147206__GCF_000156215.1_01777
ERR1912995.2442102__1.2442102	28052__A0A174GFL5__ERS852451_00478
ERR1912995.2442313__1.2442313	1263011__R6E160__BN553_01386
ERR1912995.2442472__1.2442472	1897011__A0A1Q6REU9__BHW41_04345
ERR1912995.2442655__1.2442655	1262936__R7J1Q2__BN799_01767
ERR1912995.2442702__1.2442702	39485__A0A174Z8V5__fliU_2
ERR1912995.2442855__1.2442855	39485__C4Z6F3__EUBELI_20400
ERR1912995.2442905__1.2442905	216816__A0A1V8RHV4__DXD44_06445
ERR1912995.2442939__1.2442939	1897011__A0A1Q6RH58__BHW41_01950
ERR1912995.2443070__1.2443070	1262936__R7J144__BN799_01386
ERR1912995.2443315__1.2443315	1262911__R6GKS1__BN557_00184
ERR1912995.2443409__1.2443409	1299998__GCA_001494635.1_00049
ERR1912995.2443716__1.2443716	74426__rpoC
ERR1912995.2443765__1.2443765	901__B6WRB3__DESPIGER_0300
ERR1912995.2444084__1.2444084	1262911__R6GS70__BN557_00854
ERR1912995.2444463__1.2444463	39492__D4JU79__EUBSIR_01975
ERR1912995.2444708__1.2444708	28111__R5JUK8__NCTC11155_02515
ERR1912995.2445195__1.2445195	39491__C4ZF05__vpr
ERR1912995.2445453__1.2445453	1680__A0A174BEE7__BSTER_1311
ERR1912995.2445465__1.2445465	2022527__A0A264Y5Y7__CHL74_10300
ERR1912995.2445625__1.2445625	1262936__R7IY18__BN799_00607
ERR1912995.2446121__1.2446121	853__A0A2A7B9I6__DW855_13690
ERR1912995.2446065__1.2446065	1262924__R7HSB4__BN585_00816
ERR1912995.2446128__1.2446128	446660__GCA_003428235.1_00249
ERR1912995.2446244__1.2446244	1262936__R7J0K5__BN799_01232
ERR1912995.2446563__1.2446563	45851__D4RZ17__BUTYVIB_01081
ERR1912995.2446568__1.2446568	1262911__R6H0S8__BN557_01079
ERR1912995.2447093__1.2447093	1680__A0A3E4SB79__BAD_1517
ERR1912995.2447131__1.2447131	165179__D1PCY7__DXB80_02765
ERR1912995.2447331__1.2447331	301302__R5UKF2__M72_19701
ERR1912995.2447800__1.2447800	39491__A0A174IJH1__DXB76_01865
ERR1912995.2447901__1.2447901	2022527__A0A264Y5L2__CHL74_10875
ERR1912995.2448002__1.2448002	1262882__R5MYI1__BN519_00416
ERR1912995.2448119__1.2448119	2022527__A0A264Y9X6__CHL74_02935
ERR1912995.2448410__1.2448410	1680__R5GRA4__ERS852382_01548
ERR1912995.2448545__1.2448545	45851__D4S2F2__BHV86_00830
ERR1912995.2448740__1.2448740	39492__D4JRP0__yetF
ERR1912995.2449946__1.2449946	1262927__R7F4R4__BN677_00060
ERR1912995.2449967__1.2449967	45851__D4RZC5__BUTYVIB_01191
ERR1912995.2450197__1.2450197	1680__A0A087DHN0__AL0462_1532
ERR1912995.2450199__1.2450199	39491__A0A395ZM93__DXD13_03490
ERR1912995.2450312__1.2450312	1262882__R5MZ58__BN519_00525
ERR1912995.2450323__1.2450323	39491__A0A395UWZ1__DXC13_02175
ERR1912995.2450810__1.2450810	626929__F3PIZ9__B5F24_03600
ERR1912995.2450896__1.2450896	1262936__R7IYJ1__BN799_00810
ERR1912995.2450955__1.2450955	1680__A1A1R1__BIFADO_00076
ERR1912995.2451078__1.2451078	1680__A7A7Z9__AAX71_05385
ERR1912995.2451387__1.2451387	1262936__R7J172__BN799_01663
ERR1912995.2451566__1.2451566	1263011__R6E1R7__BN553_01923
ERR1912995.2451609__1.2451609	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.2452067__1.2452067	1263006__R6LI44__BN515_01329
ERR1912995.2452258__1.2452258	147206__GCF_000156215.1_02003
ERR1912995.2453056__1.2453056	901__B6WQ97__DHV46_07025
ERR1912995.2453130__1.2453130	1262936__R7J0Z2__BN799_00650
ERR1912995.2453306__1.2453306	1262936__R7J1X7__BN799_01807
ERR1912995.2453894__1.2453894	1262992__R5D749__BN795_01063
ERR1912995.2453950__1.2453950	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912995.2454092__1.2454092	45851__D4S0B1__BHV86_10120
ERR1912995.2454183__1.2454183	1680__A0A174BEE7__BSTER_1311
ERR1912995.2454377__1.2454377	216816__C5E9A6__mutT4
ERR1912995.2454514__1.2454514	1262959__R5XZD4__BN680_00969
ERR1912995.2454558__1.2454558	1550024__G9RT86__ASJ35_16935
ERR1912995.2454702__1.2454702	1897011__A0A1Q6RG48__BHW41_02345
ERR1912995.2454845__1.2454845	1735__B7CCE4__EUBIFOR_01871
ERR1912995.2455021__1.2455021	1628085__A0A2U1B7S9__C7386_11634
ERR1912995.2455027__1.2455027	572010__hgdC_1
ERR1912995.2455258__1.2455258	1660__D4TWL2__APY09_09675
ERR1912995.2455511__1.2455511	1262936__R7J3L8__BN799_00414
ERR1912995.2455786__1.2455786	74426__groL
ERR1912995.2456021__1.2456021	1263000__R5EMU9__BN466_00667
ERR1912995.2456117__1.2456117	1263027__R6ZI16__BN699_01371
ERR1912995.2456149__1.2456149	40518__R5DVL2__penA
ERR1912995.2456446__1.2456446	1262911__R6H2J2__BN557_01228
ERR1912995.2456629__1.2456629	28116__A7LS06__HMPREF2532_04668
ERR1912995.2456977__1.2456977	45851__D4S2U9__BHV86_05685
ERR1912995.2457122__1.2457122	28111__R5JQQ7__NCTC11155_02278
ERR1912995.2457574__1.2457574	1628085__A0A1C6ALV9__C7386_101366
ERR1912995.2457771__1.2457771	2022527__A0A264YA19__CHL74_03075
ERR1912995.2458073__1.2458073	1680__A0A1X3A951__AL0462_1583
ERR1912995.2458218__1.2458218	820__A0A3E4GA19__SAMN05444418_10562
ERR1912995.2458197__1.2458197	45851__D4S1R9__BHV86_08150
ERR1912995.2458360__1.2458360	74426__rpoB
