ERR1913185.233__1.233	487174__K0WYG8__HMPREF9448_01522
ERR1913185.255213__1.255213	410072__A0A3E4GMB7__COPCOM_03357
ERR1913185.255220__1.255220	487175__R5E4E1__HMPREF9439_00344
ERR1913185.255271__1.255271	40518__R5E1J7__RBL236_02062
ERR1913185.255273__1.255273	39483__D4JCG1__B5G15_04330
ERR1913185.255435__1.255435	1262911__R6H2J2__BN557_01228
ERR1913185.255590__1.255590	818__A0A1H7L4U6__BSIG_3287
ERR1913185.255635__1.255635	39491__A0A174K1W6__DXB99_15020
ERR1913185.255650__1.255650	46503__R6Y8M7__ERS852463_01228
ERR1913185.255662__1.255662	487174__R5F3K6__DDY40_04230
ERR1913185.255679__1.255679	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913185.255749__1.255749	1680__A0A174BEE7__BSTER_1311
ERR1913185.255807__1.255807	39483__D4JFI9__HMPREF0367_00044
ERR1913185.255850__1.255850	46506__B0NUC3__SAMN05444283_1019
ERR1913185.255876__1.255876	1680__A0A3E4SB79__BAD_1517
ERR1913185.255962__1.255962	487174__R5EUJ8__DDY40_00460
ERR1913185.256021__1.256021	1262882__R5MIC9__BN519_00834
ERR1913185.256052__1.256052	1262882__R5N5H2__BN519_01493
ERR1913185.256111__1.256111	820__A0A174GYA8__DXB64_07370
ERR1913185.256152__1.256152	544645__A0A1Y3VSG8__DXC42_08680
ERR1913185.256089__1.256089	1262882__R5MYI1__BN519_00416
ERR1913185.256100__1.256100	454154__G5SPR9__HMPREF9441_01352
ERR1913185.256166__1.256166	1160721__W0U2P8__RBI_I00340
ERR1913185.256331__1.256331	39491__A0A395ZG96__DXB69_15120
ERR1913185.256492__1.256492	187327__G4Q2R6__Acin_2204
ERR1913185.256968__1.256968	454154__G5SPP3__HMPREF9441_01326
ERR1913185.257036__1.257036	820__A0A1Q6IDS8__chtA
ERR1913185.257111__1.257111	74426__groL
ERR1913185.257127__1.257127	187327__G4Q4A5__ACDG_01070
ERR1913185.257238__1.257238	1680__A0A3E4SB79__BAD_1517
ERR1913185.257254__1.257254	1263107__GCA_000436995.1_00065
ERR1913185.257587__1.257587	357276__A0A0K2HKT7__B5F95_21090
ERR1913185.257721__1.257721	39491__A0A395ZEN3__DXD95_12655
ERR1913185.257809__1.257809	214856__R5UN64__ERS852447_02669
ERR1913185.257814__1.257814	39491__C4Z8Y4__ERS852417_00909
ERR1913185.257787__1.257787	28117__B0MU76__ALIPUT_00202
ERR1913185.257865__1.257865	1262882__R5MFA5__BN519_00331
ERR1913185.257834__1.257834	39491__A0A174LTW7__DXD13_08720
ERR1913185.257898__1.257898	292800__A0A174RMP1__yhjX_3
ERR1913185.258086__1.258086	820__A0A139K8X8__DXC80_17665
ERR1913185.258132__1.258132	357276__A0A0P0M2G3__BACDOR_03913
ERR1913185.258143__1.258143	216816__C5E8I1__yciB
ERR1913185.258355__1.258355	187327__G4Q720__ACDG_00890
ERR1913185.258370__1.258370	1262911__R6H092__BN557_00938
ERR1913185.258374__1.258374	487174__K0X3V7__DIT83_01400
ERR1913185.258377__1.258377	39491__A0A396FFW0__ERE_10580
ERR1913185.258601__1.258601	47678__R5V1A3__BACCAC_02796
ERR1913185.258914__1.258914	821__A0A395VLM8__BvMPK_3650
ERR1913185.259093__1.259093	907__G0VMQ1__MELS_2227
ERR1913185.259188__1.259188	907__A0A2S0M7P4__SAMN04488492_11270
ERR1913185.259210__1.259210	1262882__R5MN65__BN519_00771
ERR1913185.259217__1.259217	39491__A0A396FRE7__EUR_27520
ERR1913185.259305__1.259305	1262882__R5MT42__BN519_01729
ERR1913185.259376__1.259376	187327__G4Q7V3__ACDG_00549
ERR1913185.259349__1.259349	410072__A0A174DEZ0__COPCOM_01936
ERR1913185.259360__1.259360	1262911__R6HN87__BN557_00926
ERR1913185.259407__1.259407	1262986__R6A8Q9__BN492_00460
ERR1913185.259472__1.259472	821__A0A395UNT8__DXD64_15275
ERR1913185.259622__1.259622	187327__G4Q682__Acin_1672
ERR1913185.259705__1.259705	1681__A0A1V8R046__AYW85_06770
ERR1913185.259809__1.259809	1681__E4V8F2__DXC37_01270
ERR1913185.259850__1.259850	1262986__R5ZUC3__BN492_00941
ERR1913185.259880__1.259880	907__G0VS95__C6362_09630
ERR1913185.259921__1.259921	626930__F3PVE3__HMPREF9446_02721
ERR1913185.259886__1.259886	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.259948__1.259948	454155__F3QVD3__HMPREF9442_02159
ERR1913185.259986__1.259986	821__A0A0P0L8F8__ERS852509_03705
ERR1913185.260060__1.260060	46506__R6L6Y9__wza_1
ERR1913185.260116__1.260116	1262911__R6H1A6__BN557_01286
ERR1913185.260100__1.260100	1680__A7A4N3__ERS852382_00779
ERR1913185.260106__1.260106	1160721__W0U811__RBI_II00162
ERR1913185.260087__1.260087	649756__L1Q1Y2__DO83_04045
ERR1913185.260199__1.260199	1262911__R6GPL1__BN557_00927
ERR1913185.260244__1.260244	218538__C9LQG6__GCWU000321_01798
ERR1913185.260230__1.260230	46503__K5ZM81__DCY29_16460
ERR1913185.260408__1.260408	1262911__R6HN81__BN557_00921
ERR1913185.260409__1.260409	1262911__R6HN72__BN557_00911
ERR1913185.260457__1.260457	1262986__R6ACU6__BN492_00089
ERR1913185.260459__1.260459	1378168__V2YA11__N510_02528
ERR1913185.260418__1.260418	301301__A0A395VA63__sbcC
ERR1913185.260471__1.260471	40518__R5E282__DXD86_08940
ERR1913185.260545__1.260545	46506__R6ALX0__HMPREF1181_01042
ERR1913185.260580__1.260580	46506__B0NU72__DXC41_00075
ERR1913185.260659__1.260659	907__G0VQV7__JY94_08330
ERR1913185.260666__1.260666	46506__R6ALX0__HMPREF1181_01042
ERR1913185.260800__1.260800	1262882__R5N048__BN519_00502
ERR1913185.260918__1.260918	46506__S3YD95__AA415_02538
ERR1913185.260952__1.260952	1262911__R6H174__BN557_01246
ERR1913185.260956__1.260956	46506__A0A108TAK3__fepA_3
ERR1913185.261049__1.261049	40518__R5E6K5__speA
ERR1913185.261135__1.261135	106588__A6P303__BACCAP_04887
ERR1913185.261258__1.261258	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.261276__1.261276	39491__A0A173TAZ5__DXB99_09520
ERR1913185.261445__1.261445	853__A0A3E2V168__FAEPRAM212_00929
ERR1913185.261530__1.261530	1262911__R6HN81__BN557_00921
ERR1913185.261531__1.261531	487174__R5F2W8__HMPREF9448_01730
ERR1913185.261663__1.261663	820__A0A3E4W980__M093_3873
ERR1913185.261705__1.261705	1262986__R6A1C5__BN492_00996
ERR1913185.261742__1.261742	28117__B0MSS1__ALIPUT_00273
ERR1913185.261864__1.261864	487174__R5FN40__HMPREF9448_01366
ERR1913185.261890__1.261890	1262882__R5N4D8__BN519_01497
ERR1913185.261891__1.261891	328813__A0A1Y3QZ64__B5G41_14235
ERR1913185.261923__1.261923	820__A7UYG6__M094_0070
ERR1913185.262010__1.262010	1262882__R5MIW5__BN519_00945
ERR1913185.262050__1.262050	820__A0A173WZS4__DXD90_10250
ERR1913185.262054__1.262054	46506__S3YGB4__DXC41_06355
ERR1913185.262134__1.262134	39491__A0A395UWZ1__DXC13_02175
ERR1913185.262171__1.262171	39483__D4JFB8__HMPREF0367_00606
ERR1913185.262238__1.262238	301302__R5VE75__M72_12161
ERR1913185.262212__1.262212	1262911__R6H1P0__BN557_00940
ERR1913185.262295__1.262295	1262882__R5N0J9__BN519_00773
ERR1913185.262306__1.262306	820__A0A139K4T0__ERS852510_03146
ERR1913185.262475__1.262475	165179__A0A3E5E920__DXB80_11625
ERR1913185.262463__1.262463	853__C7H7F5__DWZ46_01780
ERR1913185.262575__1.262575	823__A0A174UI22__CF162_13840
ERR1913185.262661__1.262661	1680__A0A0C2YPV2__AL0462_1474
ERR1913185.262748__1.262748	74426__infB
ERR1913185.262759__1.262759	46506__B0NRL4__HMPREF1181_00205
ERR1913185.262823__1.262823	1262882__R5MRS7__BN519_01490
ERR1913185.262830__1.262830	1262882__R5N678__BN519_01604
ERR1913185.262960__1.262960	1262911__R6GXS5__BN557_00160
ERR1913185.262987__1.262987	1680__A0A1X2ZKM8__B5789_0981
ERR1913185.263029__1.263029	1681__A0A0H2P2G3__B0085_1927
ERR1913185.263031__1.263031	100886__A0A174K0P2__cysA_2
ERR1913185.263040__1.263040	487174__K0XA48__DDY40_03955
ERR1913185.263073__1.263073	46506__R6LAK5__SAMN05444283_11231
ERR1913185.263102__1.263102	357276__A0A076IIL0__EL88_03065
ERR1913185.263107__1.263107	853__A0A173TAZ8__DWZ46_14590
ERR1913185.263301__1.263301	1262936__R7J360__BN799_00345
ERR1913185.263399__1.263399	116085__D4J7I3__DW747_10245
ERR1913185.263454__1.263454	28117__B0MXI8__BHV66_08505
ERR1913185.263464__1.263464	46506__B0NRL4__HMPREF1181_00205
ERR1913185.263496__1.263496	301302__A0A0M6WXK9__chtA
ERR1913185.263503__1.263503	410072__A0A173S5D4__DXD67_06215
ERR1913185.263537__1.263537	1262954__R7FFU5__BN611_00800
ERR1913185.263604__1.263604	46506__B0NRL5__DXC34_10445
ERR1913185.263619__1.263619	39492__D4JSS2__EUBSIR_00553
ERR1913185.263702__1.263702	301302__R5V7D6__tagA
ERR1913185.263890__1.263890	1262743__R5C054__BN727_01980
ERR1913185.263905__1.263905	454154__G5SUF2__HMPREF9441_03012
ERR1913185.263933__1.263933	1262986__R6AU40__BN492_00194
ERR1913185.263950__1.263950	47678__R5UZM4__DW706_15680
ERR1913185.264049__1.264049	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913185.264050__1.264050	187327__G4Q8D7__ACDG_00525
ERR1913185.264083__1.264083	1262911__R6GY78__BN557_00532
ERR1913185.264150__1.264150	1262882__R5N2E1__BN519_01117
ERR1913185.264253__1.264253	39491__A0A396FP46__cobD_2
ERR1913185.264226__1.264226	39491__A0A396FNY7__LD38_16155
ERR1913185.264280__1.264280	820__A0A174QT76__B5G17_18060
ERR1913185.264509__1.264509	301301__A0A395V7G5__RHOM_16755
ERR1913185.264638__1.264638	214856__I3YPR6__Alfi_2724
ERR1913185.264722__1.264722	28111__E5WZE2__NCTC11155_00550
ERR1913185.264772__1.264772	1262986__R6AT92__BN492_00084
ERR1913185.264789__1.264789	187327__G4Q446__ACDG_01775
ERR1913185.264932__1.264932	1262744__R6FST0__BN744_00381
ERR1913185.265009__1.265009	1262986__R5ZWR2__BN492_01638
ERR1913185.265177__1.265177	1262882__R5N3T7__BN519_01188
ERR1913185.265280__1.265280	1262986__R6ANS8__BN492_01119
ERR1913185.265302__1.265302	214856__A0A174ZLY7__ERS852447_02456
ERR1913185.265310__1.265310	46506__A0A108TAK3__fepA_3
ERR1913185.265466__1.265466	1262882__R5ML49__BN519_01361
ERR1913185.265796__1.265796	1680__A0A1X3A951__AL0462_1583
ERR1913185.265879__1.265879	563769__GeneID:6973158
ERR1913185.265859__1.265859	39491__D6E408__EUBREC_1466
ERR1913185.265872__1.265872	218538__C9LPE5__GCWU000321_01424
ERR1913185.265903__1.265903	216816__E5XYF2__APC1480_0509
ERR1913185.265980__1.265980	823__A0A395YZ10__NCTC11152_02955
ERR1913185.265984__1.265984	1262986__R5ZUP0__BN492_01284
ERR1913185.266277__1.266277	1680__A0A0C2YNK5__BADO_0780
ERR1913185.266282__1.266282	39496__A5Z5I2__EUBVEN_00963
ERR1913185.266261__1.266261	487174__K0WV13__DIT83_10890
ERR1913185.266330__1.266330	187327__G4Q2R6__Acin_2204
ERR1913185.266378__1.266378	40518__R5E2Z2__DXD93_09295
ERR1913185.266386__1.266386	39491__A0A395V2Y7__DXB72_13970
ERR1913185.266392__1.266392	187327__G4Q600__ACDG_00661
ERR1913185.266432__1.266432	187327__G4Q8Z0__Acin_0446
ERR1913185.266454__1.266454	1262882__R5MPY4__BN519_01128
ERR1913185.266519__1.266519	187327__G4Q3P2__ACDG_00349
ERR1913185.266699__1.266699	39491__A0A395V0H6__ERS852580_02570
ERR1913185.266834__1.266834	169435__A0A174RPK1__B5F10_10580
ERR1913185.266874__1.266874	1897011__A0A1Q6RIP1__BHW41_00455
ERR1913185.266959__1.266959	47678__R5U2W6__CGC64_03455
ERR1913185.267027__1.267027	1262986__R5ZXJ8__BN492_01438
ERR1913185.266977__1.266977	28117__B0MT86__BHV66_02450
ERR1913185.266993__1.266993	820__A0A3E5E9Y8__DXD90_09110
ERR1913185.267228__1.267228	39491__C4ZCV5__DXB99_11855
ERR1913185.267301__1.267301	46506__A0A108TBL0__BACSTE_01998
ERR1913185.267302__1.267302	1160721__W0U3K4__RBI_I00339
ERR1913185.267461__1.267461	818__C6IEV5__ERS852430_00644
ERR1913185.267515__1.267515	820__A0A396EXA7__DXB37_15530
ERR1913185.267599__1.267599	39491__A0A395UXH0__EUBREC_0021
ERR1913185.267642__1.267642	1681__A0A0H2PGZ6__DXD34_05075
ERR1913185.267668__1.267668	2173__R7PWI5__rplJ
ERR1913185.267698__1.267698	39483__D4JCC9__B5G15_05015
ERR1913185.267887__1.267887	40518__R5E5I9__yvhJ_2
ERR1913185.267953__1.267953	39483__D4JCV9__B5F14_08130
ERR1913185.268022__1.268022	328813__A0A1Y3QUG7__B5G41_09450
ERR1913185.268232__1.268232	28118__R6F6C0__Odosp_0731
ERR1913185.268248__1.268248	47678__A5ZEX0__DW706_08045
ERR1913185.268348__1.268348	46503__R6XDP9__ERS852463_01752
ERR1913185.268388__1.268388	165179__A0A3E4SB80__DXC61_12880
ERR1913185.268586__1.268586	214856__R6Z7Q9__ERS852447_02172
ERR1913185.268715__1.268715	1681__A0A3E4TVZ7__DD715_06415
ERR1913185.268685__1.268685	454155__F3QY50__HMPREF9442_03142
ERR1913185.268822__1.268822	39491__A0A395V5L2__ERE_28270
ERR1913185.268869__1.268869	88431__A6BGH9__ERS852408_02691
ERR1913185.268937__1.268937	1308__G6ERN5__A9497_05625
ERR1913185.269124__1.269124	39491__A0A396FRE7__EUR_27520
ERR1913185.269161__1.269161	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913185.269176__1.269176	357276__A0A076ISJ4__B5F95_19420
ERR1913185.269216__1.269216	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913185.269271__1.269271	1550024__A0A0W7TRR8__TQ39_03380
ERR1913185.269275__1.269275	1680__A0A374QDL4__LMG18897_0432
ERR1913185.269305__1.269305	187327__G4Q8Y0__Acin_0436
ERR1913185.269352__1.269352	301302__R5V7K8__M72_11711
ERR1913185.269529__1.269529	357276__A0A0K2HJA6__DXD47_07320
ERR1913185.269493__1.269493	39491__A0A396FJJ9__DXB76_11995
ERR1913185.269571__1.269571	820__A0A3E4WCC2__lptB_1
ERR1913185.269703__1.269703	39491__A0A173SH34__EUR_24920
ERR1913185.269715__1.269715	39483__D4JCG1__B5G15_04330
ERR1913185.269764__1.269764	357276__A0A076IS46__BACDOR_03265
ERR1913185.269819__1.269819	46506__S3YS03__DXC34_03445
ERR1913185.269822__1.269822	1262911__R6GT99__BN557_01335
ERR1913185.269902__1.269902	292800__A0A174Y0J1__HMPREF0372_03035
ERR1913185.269925__1.269925	39491__C4ZC33__DXC13_11585
ERR1913185.269992__1.269992	47678__R5UT79__ERS852558_03890
ERR1913185.270084__1.270084	187327__U2VMS3__ACDG_00972
ERR1913185.270207__1.270207	1262882__R5N5C3__BN519_01664
ERR1913185.270240__1.270240	28052__A0A174NHE1__spoIIIE
ERR1913185.270328__1.270328	1262882__R5MEN2__BN519_00200
ERR1913185.270270__1.270270	46506__R6B663__BACSTE_02258
ERR1913185.270352__1.270352	1262882__R5MLP0__BN519_01597
ERR1913185.270347__1.270347	820__A0A174B4N2__M093_2531
ERR1913185.270429__1.270429	1262911__R6GTZ0__BN557_01437
ERR1913185.270481__1.270481	371601__D0TUU4__BXY_31970
ERR1913185.270485__1.270485	1262882__R5N678__BN519_01604
ERR1913185.270548__1.270548	626929__F3PJ28__B5F24_03465
ERR1913185.270611__1.270611	1262882__R5MH82__BN519_00752
ERR1913185.270741__1.270741	40518__R5E1J7__RBL236_02062
ERR1913185.270746__1.270746	40518__R5DLU0__fmt
ERR1913185.270757__1.270757	907__G0VL65__C6362_02490
ERR1913185.270845__1.270845	187327__G4Q3J1__ACDG_01977
ERR1913185.270952__1.270952	1262986__R5ZUP0__BN492_01284
ERR1913185.270895__1.270895	187327__R6M6U9__xseA
ERR1913185.271001__1.271001	1262882__R5MYP8__BN519_00439
ERR1913185.271016__1.271016	820__A0A139K2N9__DXB62_12420
ERR1913185.271035__1.271035	820__R9I2U8__DXC68_09590
ERR1913185.271163__1.271163	1681__A0A292G7V3__BBIF_1776
ERR1913185.271141__1.271141	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913185.271152__1.271152	818__A0A0P0F7K1__ERS852461_02719
ERR1913185.271210__1.271210	46506__B0NPF6__BACSTE_01357
ERR1913185.271240__1.271240	39491__A0A173TM76__DXB72_10535
ERR1913185.271341__1.271341	1680__A0A087DLC6__C8077_00815
ERR1913185.271390__1.271390	39491__A0A396FE96__EUR_00280
ERR1913185.271391__1.271391	39492__D4JU94__ispE
ERR1913185.271454__1.271454	1262911__R6HN87__BN557_00926
ERR1913185.271500__1.271500	410072__A0A174AMX4__dacB_1
ERR1913185.271559__1.271559	1160721__R6T2Y3__RBI_II00189
ERR1913185.271730__1.271730	371601__D6CXF7__BN891_50120
ERR1913185.271739__1.271739	46506__B0NLK0__AA415_02543
ERR1913185.271752__1.271752	39483__U2QTL5__B5F14_03660
ERR1913185.271799__1.271799	907__G0VP55__JY94_05150
ERR1913185.271903__1.271903	1680__R5GR82__AD0028_0014
ERR1913185.271961__1.271961	187327__G4Q2M9__ACDG_01875
ERR1913185.271972__1.271972	821__D4VC51__M099_1508
ERR1913185.272114__1.272114	1262911__R6HHR1__BN557_01622
ERR1913185.272135__1.272135	47678__R5UU25__DXB67_16190
ERR1913185.272140__1.272140	1262986__R5ZWR9__BN492_01296
ERR1913185.272223__1.272223	1262986__R6A297__BN492_00796
ERR1913185.272330__1.272330	46506__A0A108TDB0__DXC34_12240
ERR1913185.272486__1.272486	46506__R5K437__DXC34_00685
ERR1913185.272500__1.272500	1262882__R5N0J9__BN519_00773
ERR1913185.272502__1.272502	820__A0A3E4VZY4__ERS852554_01211
ERR1913185.272937__1.272937	301301__A0A395V3Q5__sufB
ERR1913185.272974__1.272974	216816__A0A0A0UDU9__BL1246
ERR1913185.273125__1.273125	187327__G4Q8Y0__Acin_0436
ERR1913185.273190__1.273190	187327__G4Q3P2__ACDG_00349
ERR1913185.273279__1.273279	1160721__W0U4D5__RBI_I01230
ERR1913185.273333__1.273333	907__G0VMD0__SAMN02910401_01607
ERR1913185.273444__1.273444	1160721__R6THG6__RBI_I00012
ERR1913185.273454__1.273454	40518__A0A373KL92__RBATCC27255_01378
ERR1913185.273514__1.273514	853__A0A173YYY4__DWZ04_09420
ERR1913185.273502__1.273502	1681__E4VBF7__DD684_05570
ERR1913185.273584__1.273584	1262954__R7FB91__BN611_01809
ERR1913185.273618__1.273618	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913185.273586__1.273586	823__A0A355XN36__DXB14_02385
ERR1913185.273657__1.273657	214856__A0A174EJT5__mnmA
ERR1913185.273738__1.273738	39485__A0A1Q6PGI7__pehX_3
ERR1913185.273889__1.273889	762212__A0A087A2N3__BBIA_1009
ERR1913185.273909__1.273909	1262936__R7J2L3__BN799_01877
ERR1913185.274025__1.274025	1262911__R6H1A6__BN557_01286
ERR1913185.274227__1.274227	1160721__R6TF33__sig6
ERR1913185.274304__1.274304	39491__C4ZC33__DXC13_11585
ERR1913185.274314__1.274314	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913185.274391__1.274391	1235835__R9LCU2__C814_02677
ERR1913185.274401__1.274401	39491__A0A173U130__ERE_16110
ERR1913185.274575__1.274575	821__A0A0P0M5Z6__BVU_0429
ERR1913185.274708__1.274708	156456__G9YIG0__HMPREF0080_01452
ERR1913185.274688__1.274688	46503__A7AH78__DD461_04085
ERR1913185.274759__1.274759	28117__B0MTV5__BHV66_06415
ERR1913185.274993__1.274993	1655__A0A1R1H997__BKH08_10440
ERR1913185.275085__1.275085	1160721__W0U611__BHW50_08625
ERR1913185.275110__1.275110	187327__G4Q909__Acin_0465
ERR1913185.275262__1.275262	46506__R6B663__BACSTE_02258
ERR1913185.275347__1.275347	39483__D4JDT1__HMPREF0367_01249
ERR1913185.275448__1.275448	410072__A0A174KCA8__DXD67_01455
ERR1913185.275396__1.275396	28117__B0MYI9__BHV66_05415
ERR1913185.275400__1.275400	1262954__R7FAZ0__BN611_01719
ERR1913185.275620__1.275620	39491__C4Z9K7__EUBREC_0050
ERR1913185.275623__1.275623	39491__A0A396FKG5__DXB76_07455
ERR1913185.275596__1.275596	1262882__R5MHZ2__BN519_00742
ERR1913185.275726__1.275726	46506__B0NRL5__DXC34_10445
ERR1913185.275700__1.275700	820__R9I2U8__DXC68_09590
ERR1913185.275824__1.275824	39496__A5Z5I2__EUBVEN_00963
ERR1913185.275887__1.275887	74426__nifJ
ERR1913185.275917__1.275917	39491__A0A395ZBQ4__cph2_2
ERR1913185.275938__1.275938	1262911__R6GPM2__BN557_00937
ERR1913185.276251__1.276251	39491__A0A395UZZ5__htpG_1
ERR1913185.276325__1.276325	821__E5UY21__C800_02204
ERR1913185.276344__1.276344	1262882__R5MRT2__BN519_01494
ERR1913185.276391__1.276391	1680__R5GKP2__DXD60_06200
ERR1913185.276406__1.276406	1680__A0A0C2YPV2__AL0462_1474
ERR1913185.276519__1.276519	1680__A0A374QDL4__LMG18897_0432
ERR1913185.276692__1.276692	39491__C4ZHS4__EUR_24420
ERR1913185.276705__1.276705	46506__B0NQN6__AA415_00632
ERR1913185.276758__1.276758	907__G0VNR7__JY94_04450
ERR1913185.276826__1.276826	39483__U2PD17__B5G15_04095
ERR1913185.276879__1.276879	487175__D9Y3Z4__HMPREF9439_02213
ERR1913185.276962__1.276962	39483__D4JEJ6__HMPREF0367_00468
ERR1913185.277047__1.277047	46506__A0A120A0V1__DXC41_00280
ERR1913185.277051__1.277051	1262882__R5MIC9__BN519_00834
ERR1913185.277116__1.277116	39491__A0A396FP46__cobD_2
ERR1913185.277215__1.277215	187327__G4Q5D1__ACDG_00464
ERR1913185.277205__1.277205	39491__A0A395ZBQ4__cph2_2
ERR1913185.277243__1.277243	1776081__A0A1B8WUK0__A0U42_10075
ERR1913185.277249__1.277249	827__S3YL71__NCTC10941_00183
ERR1913185.277277__1.277277	28117__B0MZ50__ALIPUT_02424
ERR1913185.277401__1.277401	1262882__R5MSQ8__BN519_01647
ERR1913185.277421__1.277421	907__G0VL65__C6362_02490
ERR1913185.277427__1.277427	39491__A0A2U2EKL1__ERS852580_00911
ERR1913185.277495__1.277495	357276__A0A076INK2__BSEG_04225
ERR1913185.277538__1.277538	907__G0VN08__C6362_04585
ERR1913185.277750__1.277750	1262911__R6GPM2__BN557_00937
ERR1913185.277804__1.277804	1263000__R5ETL6__BN466_01607
ERR1913185.277828__1.277828	1680__A0A0C2YPV2__AL0462_1474
ERR1913185.277923__1.277923	46506__B0NUC3__SAMN05444283_1019
ERR1913185.277956__1.277956	1262882__R5MXW0__BN519_00317
ERR1913185.277989__1.277989	1262954__R7FCJ4__BN611_01800
ERR1913185.277998__1.277998	28118__F9ZBW3__Odosp_3541
ERR1913185.278062__1.278062	1262911__R6H2J2__BN557_01228
ERR1913185.278197__1.278197	46503__R6WRM8__HMPREF1060_03046
ERR1913185.278308__1.278308	39483__D4JEK3__HMPREF0367_00712
ERR1913185.278278__1.278278	907__G0VL65__C6362_02490
ERR1913185.278336__1.278336	1160721__W0U633__BHW50_00240
ERR1913185.278363__1.278363	1262882__R5N4P6__BN519_01346
ERR1913185.278366__1.278366	292800__A0A174FQS4__HMPREF9460_01263
ERR1913185.278332__1.278332	218538__C9LQG5__GCWU000321_01796
ERR1913185.278393__1.278393	39491__A0A396FNY7__LD38_16155
ERR1913185.278425__1.278425	820__A0A173YYG4__evgS_3
ERR1913185.278432__1.278432	487174__K0XLV6__DIT83_00940
ERR1913185.278447__1.278447	1680__A1A0V3__C8077_03025
ERR1913185.278470__1.278470	28118__R6FBE6__DHW44_11635
ERR1913185.278480__1.278480	291644__I9SRU1__ERS852428_04178
ERR1913185.278518__1.278518	1262929__R6ETQ6__BN691_00919
ERR1913185.278603__1.278603	39491__C4Z9K0__DXD95_07445
ERR1913185.278535__1.278535	46506__A0A108TBL0__BACSTE_01998
ERR1913185.278853__1.278853	487174__K0X835__DIT83_09510
ERR1913185.278966__1.278966	46506__R6L6Y9__wza_1
ERR1913185.278990__1.278990	47678__R5UAI1__BACCAC_01922
ERR1913185.279048__1.279048	394340__uvrB
ERR1913185.279075__1.279075	1262882__R5MZZ3__BN519_00482
ERR1913185.279139__1.279139	1262882__R5MQ63__BN519_01173
ERR1913185.279154__1.279154	46506__B0NQN6__AA415_00632
ERR1913185.279264__1.279264	46503__R5DDT4__DD461_14650
ERR1913185.279360__1.279360	487174__K0XIX0__DDY40_06625
ERR1913185.279433__1.279433	46506__B0NU77__AA415_02810
ERR1913185.279523__1.279523	39491__A0A396FJJ9__DXB76_11995
ERR1913185.279604__1.279604	1680__A1A0V3__C8077_03025
ERR1913185.279730__1.279730	28117__B0MWC6__BHV66_00965
ERR1913185.279815__1.279815	1262986__R5EI06__BN492_00739
