ERR1913259.103__1.103	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.224062__1.224062	267818__A0A0R1P3S0__FC93_GL001926
ERR1913259.224300__1.224300	28111__R5K3D9__NCTC11155_02788
ERR1913259.224386__1.224386	28117__B0MXG8__ALIPUT_01814
ERR1913259.224414__1.224414	1263107__GCA_000436995.1_00070
ERR1913259.224522__1.224522	239935__R7E524__CXT91_06180
ERR1913259.224525__1.224525	1262942__R7QY93__BN520_00249
ERR1913259.224633__1.224633	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913259.224635__1.224635	626940__E8LC93__DCQ00_09725
ERR1913259.225018__1.225018	1262924__R7HM17__BN585_01318
ERR1913259.225056__1.225056	821__E5UY21__C800_02204
ERR1913259.225234__1.225234	40518__R5DXP6__DXD83_06110
ERR1913259.225292__1.225292	39491__A0A396FRE7__EUR_27520
ERR1913259.225491__1.225491	39491__A0A3E4YFT8__DXB69_10940
ERR1913259.225863__1.225863	1262911__R6H0U7__BN557_01104
ERR1913259.226051__1.226051	1262911__R6H2J2__BN557_01228
ERR1913259.226124__1.226124	1150298__A0A174DSD1__dacB_3
ERR1913259.226318__1.226318	1099853__G9S6N8__NSB1T_13280
ERR1913259.226416__1.226416	74426__group_4823
ERR1913259.226477__1.226477	301302__A0A0M6WPH4__ERS852420_01173
ERR1913259.226569__1.226569	820__A0A1T4IY80__ERS852554_01621
ERR1913259.226584__1.226584	39491__A0A173VYV1__DXC13_02710
ERR1913259.226598__1.226598	28117__B0MY34__BHV66_05195
ERR1913259.226740__1.226740	1681__A0A0H3E8X1__B0324_0530
ERR1913259.226871__1.226871	1550024__A0A3B9WJ68__TQ39_07150
ERR1913259.226965__1.226965	1262924__R7HPG6__BN585_00099
ERR1913259.226929__1.226929	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913259.227185__1.227185	1680__A0A0B5BKZ3__DXD60_01450
ERR1913259.227636__1.227636	1550024__G9RP69__ASJ35_11625
ERR1913259.227567__1.227567	204516__U6RN30__HMPREF1534_00370
ERR1913259.227694__1.227694	1262736__R5Y2T3__BN496_01142
ERR1913259.227769__1.227769	39491__A0A395ZGE4__ERS852497_01269
ERR1913259.227838__1.227838	39491__C4ZAT2__ERE_28440
ERR1913259.227815__1.227815	626933__H1DGX0__HMPREF9449_01506
ERR1913259.228028__1.228028	187327__G4Q8Y0__Acin_0436
ERR1913259.228085__1.228085	1680__A1A2N8__LMG10734_1314
ERR1913259.228232__1.228232	1318__U5PC68__NCTC12854_00994
ERR1913259.228282__1.228282	1262911__R6GTF7__BN557_01242
ERR1913259.228335__1.228335	457421__C5ERC0__CBFG_04276
ERR1913259.228717__1.228717	1150298__A0A173X9I5__ERS852498_01823
ERR1913259.228840__1.228840	821__A0A3E4HP25__SAMN04487923_102450
ERR1913259.228864__1.228864	39491__A0A395ZHW9__DXC13_02590
ERR1913259.228869__1.228869	39485__A0A174ZBK4__ERS852490_01585
ERR1913259.228913__1.228913	371601__E4VPR2__BXY_44130
ERR1913259.229035__1.229035	1897011__A0A1Q6REX0__BHW41_04225
ERR1913259.229302__1.229302	28117__B0MXG8__ALIPUT_01814
ERR1913259.229332__1.229332	28117__B0MWP2__ALIPUT_01468
ERR1913259.229838__1.229838	556499__U2RLI3__HMPREF0682_2789
ERR1913259.230040__1.230040	116085__D4JAV2__DW747_16210
ERR1913259.230151__1.230151	649756__D4MTX1__DCR88_05080
ERR1913259.230317__1.230317	239935__A0A2N8IHY1__CXU06_00035
ERR1913259.230498__1.230498	820__R9I3Q7__HMPREF1072_01668
ERR1913259.230433__1.230433	39491__D6E4H2__DXB99_00485
ERR1913259.230537__1.230537	1681__A0A0H2PIV6__APS66_03240
ERR1913259.231038__1.231038	418240__C6JAX8__ERS852478_02355
ERR1913259.231089__1.231089	28052__R7NBT0__mltF
ERR1913259.231201__1.231201	28025__D3R458__GU89_02585
ERR1913259.231206__1.231206	301301__A0A395VDE1__ERS852391_03099
ERR1913259.231313__1.231313	745368__A0A1T4Y4V4__SAMN02745178_02738
ERR1913259.231347__1.231347	820__A0A173YYG4__evgS_3
ERR1913259.231534__1.231534	1262882__R5MJM8__BN519_01064
ERR1913259.231570__1.231570	39491__C4ZAT2__ERE_28440
ERR1913259.231944__1.231944	214856__A0A173YDP1__ERS852559_00120
ERR1913259.231969__1.231969	823__E1YSG0__DHP27_00465
ERR1913259.232324__1.232324	1150298__R7JT16__ERS852498_00500
ERR1913259.232333__1.232333	1680__R5GZF2__DXC60_01925
ERR1913259.232401__1.232401	1262924__R7HLJ5__BN585_01491
ERR1913259.232508__1.232508	301301__G2SX00__RHOM_09015
ERR1913259.232574__1.232574	1308__A0A2X3U861__CV713_04305
ERR1913259.232723__1.232723	216816__R5MZK3__DPC6320_1630
ERR1913259.233099__1.233099	2173__A0A1D2WU59__Msm_1444
ERR1913259.233140__1.233140	39488__A0A173UYZ4__EHLA_0662
ERR1913259.233149__1.233149	39491__A0A0M6WWT1__dus_2
ERR1913259.233261__1.233261	39491__A0A395ZEN3__DXD95_12655
ERR1913259.233380__1.233380	1262924__R7HMW0__BN585_01951
ERR1913259.233423__1.233423	1262924__R7HNA9__BN585_00137
ERR1913259.233448__1.233448	239935__A0A2N8HHY4__DEF40_10850
ERR1913259.233771__1.233771	1235790__S0J8L6__C805_00148
ERR1913259.233874__1.233874	39491__A0A396FKI0__DXC13_11560
ERR1913259.233899__1.233899	239935__A0A2N8HH03__CXU09_08875
ERR1913259.234050__1.234050	820__A0A174B4N2__M093_2531
ERR1913259.234164__1.234164	28052__R7NCD4__ERS852451_00170
ERR1913259.234204__1.234204	216816__A0A2N0SME6__BLIF_1881
ERR1913259.234309__1.234309	1680__R5GR82__AD0028_0014
ERR1913259.234311__1.234311	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913259.234493__1.234493	45851__D4RWR5__BHV86_06295
ERR1913259.234598__1.234598	1263006__R6LLP6__BN515_01041
ERR1913259.234825__1.234825	1262736__R5YXP7__BN496_01309
ERR1913259.234953__1.234953	28025__A0A315T518__BLA_0169
ERR1913259.235149__1.235149	853__A0A2A7B1Y7__C7K05_11930
ERR1913259.235358__1.235358	74426__rpoC
ERR1913259.235465__1.235465	1681__K2I8N0__DXD62_05100
ERR1913259.235496__1.235496	2173__A0A1D2WS51__METSMIALI_00230
ERR1913259.235546__1.235546	2173__A5UK74__pyrP
ERR1913259.235593__1.235593	88431__A0A3D0EYE9__rafA
ERR1913259.235843__1.235843	28025__D3R3F0__BLAC_01270
ERR1913259.235913__1.235913	39488__A0A285PPV7__DXD91_14610
ERR1913259.236009__1.236009	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913259.236078__1.236078	357276__A0A0K2HDV9__DXD47_02600
ERR1913259.236114__1.236114	1262924__R7HPX8__BN585_00310
ERR1913259.236181__1.236181	1681__E4VAB6__DD699_00955
ERR1913259.236256__1.236256	1262924__R7HRW9__BN585_00665
ERR1913259.236415__1.236415	74426__argF
ERR1913259.236485__1.236485	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913259.236736__1.236736	1550024__A0A3B9WI04__ASJ35_06105
ERR1913259.236833__1.236833	39486__B0G1X2__DXC93_11150
ERR1913259.236866__1.236866	184870__A0A2I1YBU1__Q618_VCMC00001G1121
ERR1913259.237139__1.237139	820__A7VAR9__ERS852421_00197
ERR1913259.237495__1.237495	1681__A0A0H2NPR5__BBBF_1287
ERR1913259.237505__1.237505	239935__A0A2N8HMQ8__pgsA
ERR1913259.237577__1.237577	39491__A0A395ZDC6__addB
ERR1913259.237631__1.237631	39496__A5Z3H5__EUBVEN_00221
ERR1913259.237990__1.237990	239935__A0A2N8I9P4__CXT85_05050
ERR1913259.238184__1.238184	1681__A0A0H2PP44__BBTM_02041
ERR1913259.238234__1.238234	1680__A0A174BEE7__BSTER_1311
ERR1913259.238336__1.238336	1262848__R6VEX2__BN818_01244
ERR1913259.238358__1.238358	853__A0A173YYY4__DWZ04_09420
ERR1913259.238495__1.238495	216816__B3DQ11__APC1466_1528
ERR1913259.238508__1.238508	40520__R7D3V1__RUMOBE_00518
ERR1913259.238672__1.238672	2081702__A0A2S0LNR2__C3V41_07365
ERR1913259.238867__1.238867	39491__A0A173SH34__EUR_24920
ERR1913259.238952__1.238952	821__A0A3E4KIM1__M097_3660
ERR1913259.239081__1.239081	39491__A0A396FUZ3__phoR_1
ERR1913259.239157__1.239157	651822__GCA_000210715.1_02028
ERR1913259.239131__1.239131	88431__A0A3D0F0E5__ERS852526_03216
ERR1913259.239380__1.239380	1680__A0A3E4SB79__BAD_1517
ERR1913259.239468__1.239468	1681__A0A292FUY6__DD684_00535
ERR1913259.239480__1.239480	1262848__R6UEX2__BN818_00035
ERR1913259.239573__1.239573	239935__A0A2N8I8X8__B5G29_00185
ERR1913259.239593__1.239593	39491__A0A2U2EED4__ERS852580_01584
ERR1913259.239603__1.239603	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913259.239786__1.239786	1680__A7A4N3__ERS852382_00779
ERR1913259.239836__1.239836	39488__A0A374NRX1__licR_1
ERR1913259.239844__1.239844	246787__R6LCL3__AA416_03522
ERR1913259.239856__1.239856	1680__A1A0V3__C8077_03025
ERR1913259.239936__1.239936	1897011__A0A1Q6RI77__BHW41_01180
ERR1913259.239938__1.239938	116085__D4JAP6__DW747_11490
ERR1913259.240088__1.240088	40518__R5DY98__mepA_5
ERR1913259.240363__1.240363	39491__A0A396FMT0__EUBREC_3020
ERR1913259.240769__1.240769	1680__A0A2R4G1K8__BBMN23_0315
ERR1913259.240824__1.240824	40518__R5E426__DXD93_04485
ERR1913259.240932__1.240932	1680__A7A7Z9__AAX71_05385
ERR1913259.240952__1.240952	301302__R5VGE0__ERS852420_00121
ERR1913259.240962__1.240962	301301__A0A395VA49__RHOM_13895
ERR1913259.241029__1.241029	116085__D4J8F8__DW747_09060
ERR1913259.241000__1.241000	301301__A0A173Z4D5__RHOM_00975
ERR1913259.241490__1.241490	28117__B0MXG8__ALIPUT_01814
ERR1913259.241505__1.241505	1262924__R7HQD9__BN585_00129
ERR1913259.241942__1.241942	301302__R5UUM8__ganB_1
ERR1913259.242004__1.242004	29361__B6FPC9__CLONEX_01992
ERR1913259.242092__1.242092	1262924__R7HSF6__BN585_00844
ERR1913259.242338__1.242338	46228__B5CKX6__RUMLAC_00090
ERR1913259.242418__1.242418	1262848__R6U3P5__BN818_00966
ERR1913259.242466__1.242466	1680__R5GRA4__ERS852382_01548
ERR1913259.242626__1.242626	218139__GCA_002259595.1_01323
ERR1913259.242852__1.242852	1680__A0A173X776__B0070_1318
ERR1913259.243022__1.243022	2173__A0A1D2WY02__BK798_00680
ERR1913259.242966__1.242966	1965604__A0A1Y4EXM5__B5F54_15370
ERR1913259.243040__1.243040	40518__R5E642__RBATCC27255_00729
ERR1913259.243308__1.243308	39491__A0A395V464__EUBREC_1509
ERR1913259.243384__1.243384	1680__A0A0C2YPV2__AL0462_1474
ERR1913259.243407__1.243407	28052__A0A174LZK5__ERS852451_02148
ERR1913259.243499__1.243499	88431__A0A174EJA6__DXB16_03345
ERR1913259.243647__1.243647	1680__A0A174BEE7__BSTER_1311
ERR1913259.244152__1.244152	357276__I9R994__BACDOR_04044
ERR1913259.244196__1.244196	384638__B7APR0__BACPEC_00666
ERR1913259.244693__1.244693	45851__D4RZM2__BUTYVIB_01288
ERR1913259.244987__1.244987	2173__A0A1D2WXE6__Msm_0136
ERR1913259.245078__1.245078	820__A0A3E4G2R7__DXC07_00510
ERR1913259.245145__1.245145	1550024__A0A3B9WLJ1__TQ39_10125
ERR1913259.245248__1.245248	28111__E5WUX1__HMPREF1016_00548
ERR1913259.245320__1.245320	28025__D3R7N9__DD695_06270
ERR1913259.245651__1.245651	239935__A0A2N8HPS5__Amuc_0950
ERR1913259.245677__1.245677	853__D4JY61__C4N21_10560
ERR1913259.245678__1.245678	1550024__A0A0D8J3P2__TQ39_00965
ERR1913259.245899__1.245899	410072__A0A174BWR4__ERS852389_00309
ERR1913259.245970__1.245970	1680__A0A3E4SB79__BAD_1517
ERR1913259.246070__1.246070	39491__A0A395ZG74__licR
ERR1913259.246776__1.246776	357276__B6VT86__IY41_22515
ERR1913259.246812__1.246812	40518__R5DP21__RBATCC27255_00348
ERR1913259.247019__1.247019	216816__A0A0A1GS44__BBG7_0558
ERR1913259.247117__1.247117	39491__A0A395V297__EUR_01010
ERR1913259.247448__1.247448	40520__A0A3E5EFD7__ERS852394_01582
ERR1913259.247517__1.247517	40520__R7D6C0__RUMOBE_01488
ERR1913259.247919__1.247919	301301__A0A395VA63__sbcC
ERR1913259.248222__1.248222	821__A0A3E4WAR6__DXD64_10735
ERR1913259.248397__1.248397	649756__L1Q1A0__ERS852425_01427
ERR1913259.248408__1.248408	360807__A0A173VUT6__RIL183_10071
ERR1913259.248367__1.248367	239935__A0A2N8IIB9__CXU04_01970
ERR1913259.248526__1.248526	1681__K2HUZ1__B0085_0362
ERR1913259.248547__1.248547	1262848__R6U148__BN818_00289
ERR1913259.248638__1.248638	1262924__R7HLK0__BN585_01496
ERR1913259.248919__1.248919	216816__B3DRU6__DPC6323_0992
ERR1913259.248869__1.248869	1262848__R6UGM0__BN818_00635
ERR1913259.249024__1.249024	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913259.249041__1.249041	239935__R7E524__CXT91_06180
ERR1913259.249315__1.249315	39485__C4Z0B2__EUBELI_01024
ERR1913259.249507__1.249507	1550024__G9RX76__ASJ35_12355
ERR1913259.249546__1.249546	820__A0A174Q0F0__DXB48_08080
ERR1913259.249636__1.249636	1263107__GCA_000436995.1_00047
ERR1913259.249993__1.249993	1262882__R5N678__BN519_01604
ERR1913259.250055__1.250055	1262848__R6U6L1__BN818_00132
ERR1913259.250248__1.250248	1393034__GCA_001552785.1_00506
ERR1913259.250460__1.250460	1680__A0A0B5BME4__DXD63_05015
ERR1913259.250746__1.250746	1262848__R6U9X1__BN818_01687
ERR1913259.250848__1.250848	1262924__R7HRW9__BN585_00665
ERR1913259.250963__1.250963	1308__V8LZ20__amtB
ERR1913259.251057__1.251057	28117__B0MTV0__BHV66_06395
ERR1913259.251122__1.251122	1262848__R6UQS8__BN818_01702
ERR1913259.251435__1.251435	1965587__A0A1Y4HVC6__B5F35_09360
ERR1913259.251455__1.251455	1262736__R5YWX2__BN496_01074
ERR1913259.251535__1.251535	2173__A0A1D2WST6__METSMIALI_00213
ERR1913259.251551__1.251551	818__A0A2J6AAG0__C5Z03_04510
ERR1913259.251640__1.251640	1680__A0A087DLC6__C8077_00815
ERR1913259.251643__1.251643	28117__B0MWP2__ALIPUT_01468
ERR1913259.251671__1.251671	1262848__R6UEX2__BN818_00035
ERR1913259.251649__1.251649	246787__I8V2S2__BACCELL_02524
ERR1913259.251872__1.251872	1680__A0A174BEE7__BSTER_1311
ERR1913259.252114__1.252114	28025__A0A0L7CV69__BLC1_1290
ERR1913259.252309__1.252309	40520__R7DEU2__ERS852394_00085
ERR1913259.252327__1.252327	1262882__R5MLP0__BN519_01597
ERR1913259.252434__1.252434	216816__Q8G4D7__DD721_10575
ERR1913259.252476__1.252476	239935__R7DVW2__CXU02_03915
ERR1913259.252525__1.252525	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913259.252642__1.252642	45851__D4RXK7__BUTYVIB_00558
ERR1913259.252766__1.252766	1680__A0A0B5BL52__ERS852382_00480
ERR1913259.252773__1.252773	39491__C4Z872__LD38_07250
ERR1913259.253153__1.253153	1262924__R7HMZ4__BN585_01629
ERR1913259.253352__1.253352	301301__G2T5Z5__RHOM_15985
ERR1913259.253356__1.253356	1550024__G9RX78__TQ39_04855
ERR1913259.253403__1.253403	216816__C2GSX7__DD678_03555
ERR1913259.253651__1.253651	204516__U6RDX3__HMPREF1534_02093
ERR1913259.253763__1.253763	28025__A0A0L7CV24__BAAM0499_01305
ERR1913259.253728__1.253728	28111__E5X333__NCTC11155_03016
ERR1913259.254081__1.254081	239935__R7E524__CXT91_06180
ERR1913259.254255__1.254255	1150298__A0A174SLE6__mlc_1
ERR1913259.254303__1.254303	1150298__A0A174DSD1__dacB_3
ERR1913259.254433__1.254433	39491__A0A395ZE48__DXB76_02395
ERR1913259.254487__1.254487	1262911__R6H1B2__BN557_00840
ERR1913259.254865__1.254865	1680__A0A374QDL4__LMG18897_0432
ERR1913259.254945__1.254945	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913259.255121__1.255121	820__A0A374Q1D8__SAMN05444418_112114
ERR1913259.255170__1.255170	301302__A0A0M6X0D2__cpsB_2
ERR1913259.255224__1.255224	1680__A0A087DLC6__C8077_00815
ERR1913259.255243__1.255243	45851__D4RYD2__BUTYVIB_00837
ERR1913259.255445__1.255445	39491__D4JM76__DXC13_02150
ERR1913259.255446__1.255446	39491__D4JM76__DXC13_02150
ERR1913259.255405__1.255405	239935__A0A2N8I3G2__CXT89_00720
ERR1913259.255421__1.255421	1262848__R6V7V7__BN818_00495
ERR1913259.255480__1.255480	39488__A0A173RDQ1__EUBHAL_02348
ERR1913259.255649__1.255649	39492__B0MM84__lgt
ERR1913259.256060__1.256060	1550024__A0A3B9WFY5__ASJ35_10340
ERR1913259.256226__1.256226	239935__A0A2N8HEH9__CXU07_11710
ERR1913259.256615__1.256615	28117__B0MWZ9__ALIPUT_01735
ERR1913259.256658__1.256658	239935__A0A2N8IRW0__A4V05_11620
ERR1913259.256873__1.256873	246787__I8V2S2__BACCELL_02524
ERR1913259.256971__1.256971	39488__A0A285PQ61__ERS852578_00704
ERR1913259.257133__1.257133	39491__A0A395UWA3__DXB69_11805
ERR1913259.257209__1.257209	28117__B0MYI9__BHV66_05415
ERR1913259.257324__1.257324	552398__F4XHN7__HMPREF0866_03141
ERR1913259.257329__1.257329	1262882__R5MGI7__BN519_00643
ERR1913259.257359__1.257359	2173__A0A1D2WS87__BK798_03170
ERR1913259.257429__1.257429	216816__B3DRY8__DPC6320_0936
ERR1913259.257503__1.257503	1680__A0A173YLK6__BAD_0868
ERR1913259.257464__1.257464	39491__A0A0M6WLC7__ERS852497_00640
ERR1913259.257574__1.257574	33043__A8SPT5__yfiN_2
ERR1913259.257575__1.257575	1262882__R5MT08__BN519_01706
ERR1913259.257629__1.257629	357276__A0A076IYE6__IY41_04275
ERR1913259.257849__1.257849	1262924__R7HP98__BN585_02065
ERR1913259.257909__1.257909	357276__B6W1Y5__IY41_11405
ERR1913259.258009__1.258009	33043__D5HGR0__rpfC_2
ERR1913259.258032__1.258032	39488__A0A285PWQ3__DXD91_13870
ERR1913259.258097__1.258097	418240__A0A174SL99__ERS852478_00007
ERR1913259.258137__1.258137	357276__I9F327__DXD47_22495
ERR1913259.258586__1.258586	1681__A0A0H2PIV6__APS66_03240
ERR1913259.258596__1.258596	1689__D2Q733__SAMN05192536_1205
ERR1913259.258630__1.258630	418240__C6JET3__ERS852478_01564
ERR1913259.258956__1.258956	357276__I8WPR6__EL88_06675
ERR1913259.259082__1.259082	820__A0A3E4RU03__M093_0563
ERR1913259.259197__1.259197	39492__D4JR58__EUBSIR_02090
ERR1913259.259323__1.259323	239935__R6JCH3__CXT95_08205
ERR1913259.259341__1.259341	626929__F3PDV5__HMPREF9445_00163
ERR1913259.259589__1.259589	88431__A0A3D0EWY9__ERS852423_01238
ERR1913259.259698__1.259698	39491__A0A396FNY7__LD38_16155
ERR1913259.259745__1.259745	1550024__G9RZN9__ASJ35_05735
ERR1913259.259994__1.259994	116085__D4JAR2__DW747_11385
ERR1913259.260091__1.260091	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913259.260184__1.260184	39491__A0A174K9A3__DXB69_07785
ERR1913259.260401__1.260401	39491__A0A396FEV5__EUR_24750
ERR1913259.260721__1.260721	1681__K2I6D7__DD698_01445
ERR1913259.260859__1.260859	1550024__G9RPC6__TQ39_05630
ERR1913259.260895__1.260895	28111__E5X3N9__NCTC11155_00170
ERR1913259.261094__1.261094	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913259.261061__1.261061	649756__A0A173ZZA2__ERS852571_01882
ERR1913259.261274__1.261274	1262736__R5YXD5__BN496_01230
ERR1913259.261624__1.261624	1681__K2IQE2__uvrD
ERR1913259.262070__1.262070	357276__A0A0K2HDP3__IY41_00705
ERR1913259.262164__1.262164	1262848__R6UEX2__BN818_00035
ERR1913259.262307__1.262307	1263000__R5EHB0__BN466_01647
ERR1913259.262508__1.262508	820__A0A174QLF0__SAMN05444418_109151
ERR1913259.262546__1.262546	28116__A0A1Y4Q112__evgS_13
ERR1913259.262600__1.262600	820__A0A174M9V5__M093_0237
ERR1913259.262660__1.262660	820__A0A3E4PYB0__yejM
ERR1913259.262664__1.262664	88431__A6BDR0__DXB16_07995
ERR1913259.262755__1.262755	820__A0A3E4GE89__DXB48_02565
ERR1913259.262777__1.262777	39485__C4Z0B2__EUBELI_01024
ERR1913259.262829__1.262829	239935__R7DVL7__CXT93_01180
ERR1913259.262842__1.262842	28111__E5WVZ4__NCTC11155_02635
ERR1913259.262911__1.262911	39491__A0A3E4YFT8__DXB69_10940
ERR1913259.263234__1.263234	1680__A0A1X3A951__AL0462_1583
ERR1913259.263320__1.263320	39491__A0A395UYL9__ERS852417_00624
ERR1913259.263359__1.263359	1262736__R5YMQ1__BN496_00619
ERR1913259.263429__1.263429	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913259.263492__1.263492	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913259.263469__1.263469	216816__A0A2U0BT35__BL1206_1860
ERR1913259.263487__1.263487	387090__S0F8B2__BACCOPRO_02129
ERR1913259.263578__1.263578	39492__D4JR58__EUBSIR_02090
ERR1913259.263671__1.263671	28117__B0MWP2__ALIPUT_01468
ERR1913259.263735__1.263735	1680__A0A087DHN0__AL0462_1532
ERR1913259.263934__1.263934	301301__A0A395V944__ERS852391_00514
ERR1913259.263967__1.263967	39491__A0A174A751__DXB69_15525
ERR1913259.264512__1.264512	418240__A0A174G147__toxA_4
ERR1913259.264651__1.264651	1683__C4FEL6__BBAG_0673
ERR1913259.264860__1.264860	39488__A0A374N3K6__EHLA_0222
ERR1913259.265233__1.265233	246787__A0A3D6AWM8__BACCELL_01963
ERR1913259.265244__1.265244	1550024__A0A0D8IY45__ASJ35_05575
ERR1913259.265471__1.265471	1262992__R5CXL2__BN795_00996
ERR1913259.265515__1.265515	74426__nifJ
ERR1913259.265583__1.265583	239935__A0A2N8IHY1__CXU06_00035
ERR1913259.265644__1.265644	1262924__R7HMZ4__BN585_01629
ERR1913259.265751__1.265751	39491__A0A396FMT0__EUBREC_3020
ERR1913259.265939__1.265939	820__A0A139KJ23__celCCA
ERR1913259.266068__1.266068	45851__D4RYK6__BHV86_00465
ERR1913259.266078__1.266078	239935__R6JAS2__CXU02_10725
ERR1913259.266489__1.266489	853__A0A2A7ATM9__DWZ89_13645
ERR1913259.266779__1.266779	649756__A0A174FNS3__trkA
ERR1913259.266780__1.266780	2144175__A0A346B2I3__DKB62_01515
ERR1913259.266764__1.266764	1263006__R6MLL2__BN515_00946
ERR1913259.266959__1.266959	1150298__R7JVR8__ERS852498_01126
ERR1913259.267034__1.267034	301302__A0A173TWC1__phoR_7
ERR1913259.267259__1.267259	187327__G4Q3B5__arcB
ERR1913259.267601__1.267601	357276__B6W1Y1__BSEG_03960
ERR1913259.267854__1.267854	39485__A0A174YYW2__benM
ERR1913259.267993__1.267993	28025__A0A315RY44__AL0646_0492
ERR1913259.268006__1.268006	46503__A0A3E4ZQE0__DCY29_09200
ERR1913259.268097__1.268097	1262736__R5Y6X9__BN496_00558
ERR1913259.268486__1.268486	1262848__R6U9D6__BN818_01628
ERR1913259.268504__1.268504	39491__C4Z872__LD38_07250
ERR1913259.268532__1.268532	239935__A0A139TMG9__CXU07_10650
ERR1913259.268830__1.268830	649756__R7C0E8__ERS852387_01288
ERR1913259.268955__1.268955	1262882__R5N2A9__BN519_00921
ERR1913259.269019__1.269019	40518__R5DUG7__sbcC
ERR1913259.269116__1.269116	39488__A0A174JJ33__EHLA_1099
ERR1913259.269135__1.269135	46503__K5ZAK9__NCTC13052_03308
ERR1913259.269106__1.269106	39491__C4ZC33__DXC13_11585
ERR1913259.269170__1.269170	28117__B0MVL5__BHV66_01660
ERR1913259.269232__1.269232	39491__A0A395V1R3__T1815_08181
ERR1913259.269235__1.269235	28025__B8DTX8__BASA_0721
ERR1913259.269332__1.269332	1262911__R6H2B5__BN557_01151
ERR1913259.269454__1.269454	1262848__R6U1W9__BN818_00751
ERR1913259.269509__1.269509	1150298__R7JTX5__ERS852535_01291
ERR1913259.269594__1.269594	419015__U1QQ03__HMPREF3214_00275
ERR1913259.269711__1.269711	649756__D4MU45__ERS852425_01466
ERR1913259.269895__1.269895	46503__B7BG40__ERS852463_01623
ERR1913259.269925__1.269925	931074__GCA_000769695.1_00022
ERR1913259.270195__1.270195	216816__D6DBD5__DXC32_04335
ERR1913259.270305__1.270305	1550024__A0A0D8IY45__ASJ35_05575
ERR1913259.270511__1.270511	1262911__R6GYH2__BN557_00590
ERR1913259.270649__1.270649	1681__I3WKG9__BBJK_01327
ERR1913259.270760__1.270760	239935__A0A2N8HL50__CXT98_09135
ERR1913259.271094__1.271094	39488__A0A174IFL3__DXD91_00270
ERR1913259.271225__1.271225	39491__A0A395ZBW8__DXC13_08840
ERR1913259.271293__1.271293	39491__A0A395V5R3__EUBREC_1883
ERR1913259.271375__1.271375	820__A0A396CMY7__HMPREF1072_03009
ERR1913259.271389__1.271389	1262882__R5N5J6__BN519_01504
ERR1913259.271392__1.271392	1262736__R5Y5M4__BN496_00634
ERR1913259.271429__1.271429	820__A0A3E4G8F8__ERS852421_01645
ERR1913259.271589__1.271589	1680__A7A7Z9__AAX71_05385
