ERR1913271.7__1.7	1628085__A0A396QTT4__C7386_103139
ERR1913271.284103__1.284103	458033__GCA_001482755.1_02203
ERR1913271.284251__1.284251	28116__D7J6A7__NCTC11153_02798
ERR1913271.284306__1.284306	817__E1WN51__M137_2771
ERR1913271.284511__1.284511	649756__A0A1Q2C724__CL2_20160
ERR1913271.284565__1.284565	166486__D4KWT3__ROSINTL182_05973
ERR1913271.284846__1.284846	28116__A0A3D2LPA1__CUY_3388
ERR1913271.284928__1.284928	28116__A0A1Y4PWN5__M088_3731
ERR1913271.285224__1.285224	33038__A7AYC4__CDL21_13075
ERR1913271.285431__1.285431	853__A0A2A7B9I6__DW855_13690
ERR1913271.285560__1.285560	649756__D4MZ50__CL2_08760
ERR1913271.285753__1.285753	166486__D4KJ39__ERS852572_02622
ERR1913271.285884__1.285884	1393034__GCA_001552785.1_00510
ERR1913271.286152__1.286152	817__Q64VX6__M085_5191
ERR1913271.286167__1.286167	818__D7IK38__ERS852430_03017
ERR1913271.286328__1.286328	214856__A0A174ZEW0__ERS852447_00985
ERR1913271.286406__1.286406	166486__D4KZI1__ERS852572_00422
ERR1913271.286442__1.286442	821__C3RB94__DXC03_15585
ERR1913271.286706__1.286706	39485__A0A174YKY3__EUBELI_00877
ERR1913271.286753__1.286753	487174__W0ES49__HMPREF9448_00709
ERR1913271.286897__1.286897	28116__A7LS06__HMPREF2532_04668
ERR1913271.286926__1.286926	218139__GCA_002259595.1_01048
ERR1913271.287037__1.287037	33038__A0A396G851__tig
ERR1913271.287104__1.287104	821__A0A3E4XY72__NCTC10583_01067
ERR1913271.287220__1.287220	166486__D4KZP0__ERS852572_00486
ERR1913271.287370__1.287370	214856__A0A174H3U9__ERS852559_00612
ERR1913271.287512__1.287512	487174__K0WRI1__DIT83_06780
ERR1913271.287957__1.287957	1965604__A0A1Y4F611__B5F54_00690
ERR1913271.287936__1.287936	156456__G9YIG0__HMPREF0080_01452
ERR1913271.288082__1.288082	214856__A0A174FWM7__ERS852559_00590
ERR1913271.288276__1.288276	166486__D4KZI1__ERS852572_00422
ERR1913271.288470__1.288470	817__A0A395WJ05__M121_3983
ERR1913271.288737__1.288737	214856__A0A175A6T5__ERS852447_02658
ERR1913271.288855__1.288855	818__A0A3E5HDS4__BJP75_002620
ERR1913271.289013__1.289013	166486__D4L337__msbA_4
ERR1913271.289174__1.289174	487174__R5F2W8__HMPREF9448_01730
ERR1913271.289219__1.289219	818__A0A1H7S810__BJP75_003270
ERR1913271.289279__1.289279	818__A0A174VV39__BT_3492
ERR1913271.289373__1.289373	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.289556__1.289556	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913271.289627__1.289627	166486__D4KXA3__ROSINTL182_05894
ERR1913271.289867__1.289867	166486__D4L456__rpfG_10
ERR1913271.289914__1.289914	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913271.290108__1.290108	487174__K0WRZ5__HMPREF9448_02826
ERR1913271.290241__1.290241	1965604__A0A1Y4EYQ2__B5F54_00715
ERR1913271.290273__1.290273	1262948__R7E7S9__BN671_01345
ERR1913271.290388__1.290388	28117__B0MU76__ALIPUT_00202
ERR1913271.290475__1.290475	214856__A0A174ZB00__ERS852559_00631
ERR1913271.291149__1.291149	544581__G9PQT6__HMPREF1549_01315
ERR1913271.291286__1.291286	28117__B0MXL6__ALIPUT_01851
ERR1913271.291290__1.291290	818__A0A174VV39__BT_3492
ERR1913271.291434__1.291434	28116__A0A1Y4Q112__evgS_13
ERR1913271.291456__1.291456	28117__B0MU76__ALIPUT_00202
ERR1913271.291597__1.291597	28116__F7L4X5__M089_2857
ERR1913271.291689__1.291689	166486__D4KZ04__ERS852572_01569
ERR1913271.291937__1.291937	74426__sufB
ERR1913271.292038__1.292038	166486__D4L1H3__sacC
ERR1913271.292045__1.292045	28117__R7JPX7__BHV66_00900
ERR1913271.292189__1.292189	166486__D4L2Y9__ROSINTL182_06221
ERR1913271.292204__1.292204	28118__F9ZBL7__DER54_00840
ERR1913271.292279__1.292279	166486__D4L1P2__ROSINTL182_05240
ERR1913271.292360__1.292360	218538__C9LQR2__GCWU000321_01894
ERR1913271.292455__1.292455	166486__D4KZA5__ERS852572_03317
ERR1913271.292464__1.292464	818__A0A3E5HNS1__BSIG_0465
ERR1913271.292571__1.292571	487174__R5FN40__HMPREF9448_01366
ERR1913271.292674__1.292674	166486__D4KWZ7__cph2_5
ERR1913271.292865__1.292865	166486__D4L273__ERS852572_01638
ERR1913271.293018__1.293018	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.293271__1.293271	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.293286__1.293286	649756__A0A173ULA5__atpH_1
ERR1913271.293334__1.293334	166486__C7GCP5__ROSINTL182_07683
ERR1913271.293349__1.293349	338188__A0A174ETX3__ERS852397_01955
ERR1913271.293492__1.293492	821__A0A395UNT8__DXD64_15275
ERR1913271.293503__1.293503	216816__A0A083X5W4__HMPREF0177_01593
ERR1913271.293800__1.293800	172901__A0A2U1AYH6__C8D82_11494
ERR1913271.294036__1.294036	1262873__R6XLH6__BN605_00653
ERR1913271.293980__1.293980	166486__D4KZH8__ERS852572_00419
ERR1913271.294088__1.294088	818__A0A174LEN9__BJP75_006595
ERR1913271.294184__1.294184	1262992__R5D6G0__BN795_00277
ERR1913271.294477__1.294477	166486__D4L2C3__ERS852572_01686
ERR1913271.294661__1.294661	818__A0A1H7S810__BJP75_003270
ERR1913271.294994__1.294994	28116__A7M617__SAMN05192582_105025
ERR1913271.295095__1.295095	649756__D4MV02__CL2_23590
ERR1913271.295289__1.295289	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913271.295560__1.295560	487174__R5FN40__HMPREF9448_01366
ERR1913271.295662__1.295662	821__A0A173XDD3__DXB82_17180
ERR1913271.295746__1.295746	166486__D4KUK5__thiM
ERR1913271.295879__1.295879	487174__K0WRR5__DDY40_06130
ERR1913271.295999__1.295999	821__A0A174JYD3__ERS852457_02610
ERR1913271.295956__1.295956	166486__D4KZY5__ROSINTL182_07635
ERR1913271.295962__1.295962	39485__C4Z2I5__ERS852492_02214
ERR1913271.296228__1.296228	166486__D4KZ14__inlA_1
ERR1913271.296460__1.296460	418240__A0A174C465__ydaM
ERR1913271.297108__1.297108	1262992__R5DG08__BN795_00475
ERR1913271.297181__1.297181	817__Q64VX6__M085_5191
ERR1913271.297271__1.297271	166486__D4L449__ROSINTL182_08802
ERR1913271.297291__1.297291	166486__D4KZ14__inlA_1
ERR1913271.297385__1.297385	166486__D4KUK5__thiM
ERR1913271.297419__1.297419	458033__GCA_001482755.1_02203
ERR1913271.297452__1.297452	166486__D4KQG8__ERS852572_02379
ERR1913271.297435__1.297435	28116__A7LS06__HMPREF2532_04668
ERR1913271.297552__1.297552	1262992__R5DE88__BN795_00202
ERR1913271.297571__1.297571	166486__D4KUM5__afr
ERR1913271.297605__1.297605	28117__B0MXJ1__BHV66_08445
ERR1913271.297693__1.297693	1735__B7CC21__EUBIFOR_01746
ERR1913271.297923__1.297923	487174__K0WX28__HMPREF9448_02178
ERR1913271.298174__1.298174	853__A0A329UEG4__CHR60_00585
ERR1913271.298185__1.298185	166486__D4KV78__aroA
ERR1913271.298208__1.298208	817__E1WPG4__M133_4264
ERR1913271.298262__1.298262	166486__D4L337__msbA_4
ERR1913271.298544__1.298544	821__R6F3Y1__SAMN04487923_104318
ERR1913271.298555__1.298555	166486__D4KYB5__mcp3_2
ERR1913271.298884__1.298884	166486__D4KPQ7__ROSINTL182_09065
ERR1913271.299213__1.299213	818__A0A139L1D5__BT_2967
ERR1913271.299505__1.299505	706562__GCA_900112995.1_02104
ERR1913271.299567__1.299567	818__A0A0N7I9M6__Btheta7330_00939
ERR1913271.299699__1.299699	166486__D4KXK8__xynB_1
ERR1913271.299791__1.299791	853__E2ZGD9__C7J97_11715
ERR1913271.299863__1.299863	166486__A0A173V5I7__ERS852572_02640
ERR1913271.299898__1.299898	821__A0A174MBW9__SAMN04487923_10272
ERR1913271.300049__1.300049	817__Q8VST0__M115_3890
ERR1913271.300342__1.300342	649756__A0A173SUE5__HMPREF0369_00853
ERR1913271.300374__1.300374	28118__F9Z7M2__B5F99_10065
ERR1913271.300431__1.300431	817__A0A2M9UXF4__M141_1081
ERR1913271.300573__1.300573	28117__B0MUX7__ALIPUT_00918
ERR1913271.300599__1.300599	166486__D4L346__ROSINTL182_06263
ERR1913271.300712__1.300712	818__A0A3E5GX69__NCTC13706_00796
ERR1913271.300824__1.300824	166486__D4L1D8__ROSINTL182_06455
ERR1913271.300826__1.300826	817__A0A139TB74__M116_3004
ERR1913271.300921__1.300921	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913271.300965__1.300965	853__C7H7F8__yccM_1
ERR1913271.301186__1.301186	218538__C9LQR2__GCWU000321_01894
ERR1913271.301309__1.301309	818__A0A0P0F2P7__BT_1771
ERR1913271.301397__1.301397	487174__R5F2W8__HMPREF9448_01730
ERR1913271.301670__1.301670	166486__D4KUE4__ROSINTL182_08606
ERR1913271.301673__1.301673	1318__I1ZJ19__tilS
ERR1913271.301785__1.301785	817__E1WTM7__M121_2859
ERR1913271.302162__1.302162	166486__D4L458__ROSINTL182_07088
ERR1913271.302334__1.302334	649756__A0A173SJN7__fgs_1
ERR1913271.302614__1.302614	626932__G5H4Z9__HMPREF9450_00009
ERR1913271.302676__1.302676	649756__A0A173WMV6__cysG
ERR1913271.302804__1.302804	39485__C4Z5L2__ERS852490_00659
ERR1913271.303222__1.303222	818__A0A139KMC9__C799_02694
ERR1913271.303308__1.303308	853__A0A173T0Y8__CGS54_07215
ERR1913271.303389__1.303389	821__R6F3Y1__SAMN04487923_104318
ERR1913271.303615__1.303615	166486__D4L0L8__ROSINTL182_08063
ERR1913271.303690__1.303690	166486__C7GAX1__ERS852572_03188
ERR1913271.303940__1.303940	39485__R5ZVC3__ERS852490_00250
ERR1913271.304064__1.304064	818__D7I7V5__BJP75_001030
ERR1913271.304284__1.304284	821__A0A174NM17__lacZ_6
ERR1913271.304287__1.304287	218538__C9LPS8__GCWU000321_01558
ERR1913271.304459__1.304459	214856__A0A174ZEW0__ERS852447_00985
ERR1913271.304412__1.304412	649756__A0A173ZZA2__ERS852571_01882
ERR1913271.304425__1.304425	166486__D4KWV3__ROSINTL182_07514
ERR1913271.304853__1.304853	1385385__GeneID:17526503
ERR1913271.305083__1.305083	818__A0A1H7S810__BJP75_003270
ERR1913271.305232__1.305232	239935__R6J4Y4__CXU17_09810
ERR1913271.305244__1.305244	1304__T0T9N5__CQA85_09935
ERR1913271.305255__1.305255	1262743__R5C054__BN727_01980
ERR1913271.305264__1.305264	817__A0A2M9USQ1__M110_1782
ERR1913271.305290__1.305290	166486__D4L458__ROSINTL182_07088
ERR1913271.305391__1.305391	216816__C2GSX7__DD678_03555
ERR1913271.305519__1.305519	216816__E8MVM4__APC1480_1562
ERR1913271.305526__1.305526	487174__K0X524__DDY40_09270
ERR1913271.305454__1.305454	166486__D4KXJ6__ERS852572_00336
ERR1913271.305577__1.305577	166486__D4KZ24__ROSINTL182_05766
ERR1913271.305761__1.305761	28117__B0MSS1__ALIPUT_00273
ERR1913271.305778__1.305778	357276__B6W1J2__BACDOR_03380
ERR1913271.306369__1.306369	28118__F9Z667__NCTC10826_00403
ERR1913271.306390__1.306390	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.306467__1.306467	166486__D4KZC1__btr_1
ERR1913271.306956__1.306956	1263044__GCA_000433375.1_02420
ERR1913271.307003__1.307003	292800__A0A174TQ47__HMPREF0372_00674
ERR1913271.307009__1.307009	384638__B7APN3__BACPEC_00639
ERR1913271.307597__1.307597	818__A0A139KMR0__Btheta7330_03958
ERR1913271.307640__1.307640	166486__D4L082__yicI_5
ERR1913271.307599__1.307599	671267__R9ICM6__C802_00589
ERR1913271.307610__1.307610	33043__A0A173ZEP9__araC_1
ERR1913271.307806__1.307806	166486__D4KVZ0__ERS852572_03130
ERR1913271.308050__1.308050	649756__D4MWV5__coaE
ERR1913271.308499__1.308499	156456__G9YIG0__HMPREF0080_01452
ERR1913271.308587__1.308587	853__C7H1R8__DW905_06675
ERR1913271.308738__1.308738	166486__D4L0L1__ROSINTL182_08075
ERR1913271.308863__1.308863	28117__B0MTY2__BHV66_06485
ERR1913271.309112__1.309112	166486__R6AY46__ROSINTL182_06128
ERR1913271.309151__1.309151	817__A0A396EMA4__M108_0298
ERR1913271.309239__1.309239	28116__F7L4N5__BACOVA_00137
ERR1913271.309353__1.309353	853__A8S882__C4N23_07600
ERR1913271.309403__1.309403	821__A0A3E4KIM1__M097_3660
ERR1913271.309671__1.309671	28117__B0MY41__BHV66_05165
ERR1913271.309857__1.309857	166486__D4L2C5__ERS852572_01688
ERR1913271.309964__1.309964	821__A0A3E4HP25__SAMN04487923_102450
ERR1913271.310015__1.310015	487174__R5FN40__HMPREF9448_01366
ERR1913271.310022__1.310022	487174__R5G1E8__DIT83_00510
ERR1913271.310204__1.310204	821__A0A174NM17__lacZ_6
ERR1913271.310251__1.310251	166486__R6AY46__ROSINTL182_06128
ERR1913271.310253__1.310253	166486__D4KUE4__ROSINTL182_08606
ERR1913271.310312__1.310312	166486__A0A173VTG0__ROSINTL182_06283
ERR1913271.310384__1.310384	1547__G9R3A9__CLORAM_00743
ERR1913271.310473__1.310473	817__A0A015NVK9__HMPREF1204_01972
ERR1913271.310531__1.310531	817__A0A396EEF1__HMPREF2533_00532
ERR1913271.310643__1.310643	821__A0A173XDD3__DXB82_17180
ERR1913271.310930__1.310930	817__A0A396BRW8__gldM
ERR1913271.310969__1.310969	818__A0A0P0FBI1__NCTC10582_00163
ERR1913271.310989__1.310989	166486__C7G7A6__ROSINTL182_05773
ERR1913271.310998__1.310998	818__A0A3E5HXH0__NCTC13706_02166
ERR1913271.311095__1.311095	166486__D4L3D1__ERS852572_03371
ERR1913271.311201__1.311201	28116__A0A1Y4PUF8__DXF98_07610
ERR1913271.311362__1.311362	821__A0A174AYT0__DXC02_03530
ERR1913271.311353__1.311353	821__A0A3E4KIM1__M097_3660
ERR1913271.311642__1.311642	818__R6VB25__BSIG_5053
ERR1913271.311649__1.311649	166486__D4KJ71__ERS852572_03479
ERR1913271.311850__1.311850	649756__A0A173SUE5__HMPREF0369_00853
ERR1913271.312073__1.312073	821__A0A174V2F3__NCTC10583_01474
ERR1913271.312273__1.312273	487174__K0XRP0__DDY40_09260
ERR1913271.312330__1.312330	166486__D4KNM9__ERS852572_00072
ERR1913271.312542__1.312542	216816__C5E9A6__mutT4
ERR1913271.312924__1.312924	384638__B7ASI3__BACPEC_02038
ERR1913271.312942__1.312942	884684__GCA_002892425.1_00699
ERR1913271.313250__1.313250	166486__C7GFD3__ERS852572_00983
ERR1913271.313307__1.313307	1262948__R7ECV8__BN671_00727
ERR1913271.313572__1.313572	28117__B0MY40__BHV66_05170
ERR1913271.313851__1.313851	28116__A0A3D2LPA1__CUY_3388
ERR1913271.314284__1.314284	821__A0A3E4WAR6__DXD64_10735
ERR1913271.314368__1.314368	649756__D4MXW9__ERS852520_02286
ERR1913271.314512__1.314512	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913271.314696__1.314696	649756__L1Q987__ERS852520_02359
ERR1913271.314750__1.314750	487174__K0WXI5__DDY40_07185
ERR1913271.314779__1.314779	821__A0A0P0M2J4__DXD46_10295
ERR1913271.314859__1.314859	102148__E7MM98__HMPREF9430_00698
ERR1913271.314896__1.314896	1735__B7C9V5__EUBIFOR_00959
ERR1913271.314936__1.314936	166486__D4KQG8__ERS852572_02379
ERR1913271.315051__1.315051	74426__purL
ERR1913271.315069__1.315069	818__A0A139JW76__BJP75_002555
ERR1913271.315121__1.315121	166486__C7GCP5__ROSINTL182_07683
ERR1913271.315228__1.315228	818__A0A1H7TGM1__BJP75_010615
ERR1913271.315231__1.315231	28117__B0MTH2__ALIPUT_00061
ERR1913271.315324__1.315324	166486__A0A1Q6SA53__ROSINTL182_05714
ERR1913271.315333__1.315333	487174__K0WYG8__HMPREF9448_01522
ERR1913271.315570__1.315570	292800__A0A174TQ47__HMPREF0372_00674
ERR1913271.315682__1.315682	821__D4VC51__M099_1508
ERR1913271.315690__1.315690	818__A0A3E5HDS4__BJP75_002620
ERR1913271.315749__1.315749	1262893__R5GK54__BN782_01557
ERR1913271.315784__1.315784	853__C7H7F5__DWZ46_01780
ERR1913271.315835__1.315835	1262992__R5D1U8__BN795_00158
ERR1913271.315818__1.315818	853__C7H1R8__DW905_06675
ERR1913271.315920__1.315920	28117__B0MSR5__BHV66_02095
ERR1913271.315933__1.315933	1262992__R5D1Y3__BN795_00199
ERR1913271.316100__1.316100	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913271.316200__1.316200	1735__B7C7S7__EUBIFOR_00227
ERR1913271.316460__1.316460	166486__C7G6A9__ROSINTL182_05422
ERR1913271.316656__1.316656	166486__D4KRN9__ERS852572_01822
ERR1913271.316922__1.316922	74426__pta
ERR1913271.316995__1.316995	28117__R7JIJ8__BHV66_01635
ERR1913271.317281__1.317281	166486__D4L458__ROSINTL182_07088
ERR1913271.317399__1.317399	166486__D4KUM5__afr
ERR1913271.317467__1.317467	166486__D4L458__ROSINTL182_07088
ERR1913271.317624__1.317624	818__A0A0P0FI06__BJP75_017205
ERR1913271.317690__1.317690	1262899__R7J6U8__BN657_01620
ERR1913271.317698__1.317698	28117__B0MXQ6__ALIPUT_01917
ERR1913271.317909__1.317909	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913271.317995__1.317995	28052__A0A174IP79__gmr_4
ERR1913271.318042__1.318042	818__C6IIW4__dapH_1
ERR1913271.318360__1.318360	28118__F9Z4U0__B5F99_17595
ERR1913271.318668__1.318668	166486__C7G6A9__ROSINTL182_05422
ERR1913271.318755__1.318755	818__A0A1H7TGM1__BJP75_010615
ERR1913271.318738__1.318738	853__A0A329UEG4__CHR60_00585
ERR1913271.318811__1.318811	818__A0A3E5HHE1__Btheta7330_00796
ERR1913271.318896__1.318896	853__A0A3E2V168__FAEPRAM212_00929
ERR1913271.319059__1.319059	28118__R6FBF6__Odosp_2396
ERR1913271.319102__1.319102	166486__D4KRN9__ERS852572_01822
ERR1913271.319119__1.319119	166486__D4L456__rpfG_10
ERR1913271.319164__1.319164	218538__C9LQU2__GCWU000321_01924
ERR1913271.319229__1.319229	166486__D4KZI1__ERS852572_00422
ERR1913271.319406__1.319406	818__A0A174VV39__BT_3492
ERR1913271.319543__1.319543	166486__D4KUC4__arcB_1
ERR1913271.319595__1.319595	216816__B7GQF0__CE170_00160
ERR1913271.319672__1.319672	1512__E7GGZ2__amaB1_3
ERR1913271.319674__1.319674	818__A0A3E5HVB7__Btheta7330_02386
ERR1913271.319929__1.319929	166486__D4KPQ7__ROSINTL182_09065
ERR1913271.319955__1.319955	817__A0A015ZG63__M138_3555
ERR1913271.320034__1.320034	1150298__R7JTX5__ERS852535_01291
ERR1913271.320112__1.320112	853__A0A2A7A4A9__C4N21_14870
ERR1913271.320725__1.320725	166486__D4KUL4__pemA
ERR1913271.320654__1.320654	1735__B7CBI6__EUBIFOR_01561
ERR1913271.320831__1.320831	649756__L1Q4N9__CL2_26970
ERR1913271.320855__1.320855	166486__D4KWM6__ERS852572_00729
ERR1913271.320928__1.320928	649756__D4MY23__ERS852571_00200
ERR1913271.320962__1.320962	28117__B0MUX7__ALIPUT_00918
ERR1913271.320997__1.320997	487174__R5EUJ8__DDY40_00460
ERR1913271.321006__1.321006	28117__B0MTV3__BHV66_06405
ERR1913271.321039__1.321039	1262911__R6GKS1__BN557_00184
ERR1913271.321314__1.321314	166486__D4KWP5__ROSINTL182_06014
ERR1913271.321318__1.321318	818__R6VB25__BSIG_5053
ERR1913271.321342__1.321342	166486__D4KYW5__ROSINTL182_05595
ERR1913271.321361__1.321361	818__C6IEV5__ERS852430_00644
ERR1913271.321788__1.321788	338188__C9L1Z5__ERS852397_00647
ERR1913271.321907__1.321907	487174__K0X1V7__DIT83_03020
ERR1913271.322031__1.322031	166486__D4L1H3__sacC
ERR1913271.322080__1.322080	166486__D4L301__ROSINTL182_06234
ERR1913271.322093__1.322093	166486__D4KZ69__ERS852572_01502
ERR1913271.322190__1.322190	166486__D4KZ69__ERS852572_01502
ERR1913271.322622__1.322622	821__A6L0C7__ERS852556_03520
ERR1913271.322765__1.322765	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913271.322777__1.322777	821__D4VD59__BHV80_04260
ERR1913271.322833__1.322833	1628085__A0A374VLK9__C7386_1227
ERR1913271.323038__1.323038	818__A0A3E5HVB7__Btheta7330_02386
ERR1913271.323041__1.323041	166486__D4KV38__ROSINTL182_06841
ERR1913271.323171__1.323171	166486__D4L3V9__ROSINTL182_07680
ERR1913271.323254__1.323254	166486__D4KZP0__ERS852572_00486
ERR1913271.323302__1.323302	649756__D4MTV5__sorC
ERR1913271.323794__1.323794	166486__D4L334__mcp3_1
ERR1913271.323753__1.323753	39485__R5ZYJ0__ERS852492_00222
ERR1913271.323823__1.323823	28117__R7JIJ8__BHV66_01635
ERR1913271.324041__1.324041	853__A0A2A7B9I6__DW855_13690
ERR1913271.324211__1.324211	649756__A0A173UBD8__ytpA
ERR1913271.324241__1.324241	166486__D4KWN4__ERS852572_01865
ERR1913271.324426__1.324426	821__A0A174NM17__lacZ_6
ERR1913271.324739__1.324739	487174__K0X3U2__DIT83_02455
ERR1913271.324949__1.324949	818__A0A139K9H8__C5Z03_23905
ERR1913271.325015__1.325015	818__A0A3E5HWN5__BSIG_3066
ERR1913271.325018__1.325018	166486__R6B4E4__sinR_2
ERR1913271.325108__1.325108	166486__D4KVZ2__cbiT
ERR1913271.325056__1.325056	28116__A7LXU0__HMPREF1070_00358
ERR1913271.325254__1.325254	166486__D4KZ45__ROSINTL182_05738
ERR1913271.325491__1.325491	1739491__J1DK07__HMPREF2987_07410
ERR1913271.325508__1.325508	28117__B0MXU0__BHV66_07550
ERR1913271.325653__1.325653	166486__D4L1P3__ERS852572_00760
ERR1913271.325715__1.325715	218538__C9LQU3__GCWU000321_01925
ERR1913271.325636__1.325636	821__A0A396FEL8__C5Z04_06030
ERR1913271.325809__1.325809	214856__A0A174A257__ERS852447_01007
ERR1913271.326062__1.326062	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.326197__1.326197	818__A0A139K9H8__C5Z03_23905
ERR1913271.326231__1.326231	817__A0A396C3S8__CQW36_02929
ERR1913271.326279__1.326279	166486__D4KQG8__ERS852572_02379
ERR1913271.326310__1.326310	28116__A7LXT7__HMPREF1070_00356
ERR1913271.326382__1.326382	817__F7LL02__M110_0756
ERR1913271.326468__1.326468	818__A0A3E5HN77__HMPREF2534_00072
ERR1913271.326673__1.326673	853__A0A173XRA8__CGS56_09290
ERR1913271.326680__1.326680	1262992__R5DE38__BN795_00174
ERR1913271.326717__1.326717	28117__B0MWX3__BHV66_03010
ERR1913271.326793__1.326793	166486__D4L0G5__ROSINTL182_08176
ERR1913271.327106__1.327106	649756__D4MY23__ERS852571_00200
ERR1913271.327243__1.327243	817__A0A396C3S8__CQW36_02929
ERR1913271.327297__1.327297	487174__K0WRI1__DIT83_06780
ERR1913271.327417__1.327417	1262992__R5DA07__BN795_01576
ERR1913271.327481__1.327481	45634__E8JSA5__TW70_00796
ERR1913271.327444__1.327444	28117__B0MU76__ALIPUT_00202
ERR1913271.327772__1.327772	28116__A0A078Q9S5__DXD69_13430
ERR1913271.328033__1.328033	218538__C9LPF0__GCWU000321_01429
ERR1913271.328036__1.328036	556259__E5C8S0__BSGG_1769
ERR1913271.328105__1.328105	166486__D4KZ14__inlA_1
ERR1913271.328180__1.328180	1262992__R5D4D2__BN795_00592
ERR1913271.328258__1.328258	166486__A0A173T114__ROSINTL182_05085
ERR1913271.328633__1.328633	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.328641__1.328641	1318__A0A3E4U9L8__CYK20_04255
ERR1913271.328873__1.328873	166486__D4KZC1__btr_1
ERR1913271.329272__1.329272	214856__A0A174FWM7__ERS852559_00590
ERR1913271.329332__1.329332	166486__D4KWZ7__cph2_5
ERR1913271.329341__1.329341	166486__D4KZY5__ROSINTL182_07635
ERR1913271.329440__1.329440	853__A0A174UDE9__C4N25_12775
ERR1913271.329451__1.329451	28117__B0MY40__BHV66_05170
ERR1913271.329543__1.329543	818__A0A139L1D5__BT_2967
ERR1913271.329478__1.329478	216816__Q8G5T7__HMPREF0175_0394
ERR1913271.329612__1.329612	1739406__A0A1S1ED65__HMPREF2902_04060
ERR1913271.330076__1.330076	28116__D7K2E0__endOF2_3
ERR1913271.330350__1.330350	166486__C7GAX1__ERS852572_03188
ERR1913271.330702__1.330702	1150298__A0A174R918__ERS852535_01749
ERR1913271.330791__1.330791	1318__I1ZJB7__HMPREF8577_1638
ERR1913271.331013__1.331013	649756__E5VM13__CL2_26690
ERR1913271.331166__1.331166	28117__R7JIJ8__BHV66_01635
ERR1913271.331570__1.331570	626930__F3PVE3__HMPREF9446_02721
ERR1913271.331704__1.331704	28118__R6F6C0__Odosp_0731
ERR1913271.331870__1.331870	821__A0A395UNT8__DXD64_15275
