ERR1913199.530__1.530	544645__A0A3E4TGD2__DXC42_03440
ERR1913199.716764__1.716764	823__D7IV95__DXC05_09565
ERR1913199.716765__1.716765	820__A0A139K4T0__ERS852510_03146
ERR1913199.716885__1.716885	166486__C7GFD3__ERS852572_00983
ERR1913199.716969__1.716969	166486__D4KVA1__ROSINTL182_06909
ERR1913199.716984__1.716984	820__A0A174B4N2__M093_2531
ERR1913199.717000__1.717000	487174__K0X6A4__HMPREF9448_00105
ERR1913199.717270__1.717270	1680__R5GR82__AD0028_0014
ERR1913199.717536__1.717536	357276__I9FRW5__B5F95_21685
ERR1913199.717462__1.717462	820__A0A173YYG4__evgS_3
ERR1913199.717618__1.717618	454155__F3QX32__HMPREF9442_02766
ERR1913199.717630__1.717630	357276__B6W5Q9__HMPREF1063_03125
ERR1913199.717884__1.717884	821__A0A3E4KIM1__M097_3660
ERR1913199.717916__1.717916	556259__I0PXW0__BSGG_5187
ERR1913199.717935__1.717935	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913199.717937__1.717937	1150298__A0A174R4D7__tmpC_2
ERR1913199.718161__1.718161	1628085__A0A2U1B8P2__C7386_11431
ERR1913199.718181__1.718181	116085__D4JBZ2__DW747_00595
ERR1913199.718243__1.718243	649756__L1QBG9__ERS852520_01392
ERR1913199.718220__1.718220	357276__I9QBT7__BSEG_03340
ERR1913199.718301__1.718301	821__A0A0P0M2J4__DXD46_10295
ERR1913199.718312__1.718312	166486__D4KZY4__ERS852572_03347
ERR1913199.718359__1.718359	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913199.718363__1.718363	33039__A0A174XW11__RTO_07780
ERR1913199.718448__1.718448	853__A0A2A7AXC8__C4N21_14120
ERR1913199.718629__1.718629	1680__A0A087DSA4__B5789_0495
ERR1913199.718732__1.718732	47678__R5U9M8__CGC64_07665
ERR1913199.718747__1.718747	821__A0A174NM17__lacZ_6
ERR1913199.718791__1.718791	39491__A0A0M6WPN4__DXB69_06325
ERR1913199.718799__1.718799	310298__B3JMA0__BACCOP_03051
ERR1913199.718855__1.718855	357276__I9R1V6__DXD47_04125
ERR1913199.718881__1.718881	47678__R5UGC2__ERS852494_02070
ERR1913199.718882__1.718882	671267__R9ICM6__C802_00589
ERR1913199.719015__1.719015	1262921__R5LTL7__BN473_02537
ERR1913199.719153__1.719153	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.719356__1.719356	28116__I8YA52__M088_0798
ERR1913199.719449__1.719449	47678__R5UER2__CGC64_00710
ERR1913199.719496__1.719496	853__E2ZGD9__C7J97_11715
ERR1913199.719539__1.719539	39496__A5Z3H5__EUBVEN_00221
ERR1913199.719581__1.719581	301302__A0A0M6WH46__M72_23101
ERR1913199.719722__1.719722	821__A0A174NM17__lacZ_6
ERR1913199.719728__1.719728	820__A0A139KIL9__DXC68_05945
ERR1913199.719757__1.719757	821__C3RB94__DXC03_15585
ERR1913199.719841__1.719841	310298__B3JQJ5__BACCOP_04231
ERR1913199.720058__1.720058	821__A0A0P0LH09__ERS852457_03390
ERR1913199.720213__1.720213	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.720250__1.720250	301302__A0A0M6WG68__ERS852420_02421
ERR1913199.720342__1.720342	818__A0A0N7IB02__BT_3500
ERR1913199.720370__1.720370	820__A0A174FUF0__HMPREF1073_03308
ERR1913199.720454__1.720454	853__A0A3E2U7E6__ERS852582_01640
ERR1913199.720545__1.720545	821__A0A0P0L8F8__ERS852509_03705
ERR1913199.720588__1.720588	39491__A0A395UWZ1__DXC13_02175
ERR1913199.720643__1.720643	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.720679__1.720679	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.720730__1.720730	74426__group_4851
ERR1913199.720903__1.720903	821__R9HFW2__DXD01_00365
ERR1913199.720914__1.720914	216816__A0A2N0SME6__BLIF_1881
ERR1913199.720999__1.720999	33039__R6P284__spoIIIE
ERR1913199.721067__1.721067	820__A0A374QGD2__ERS852421_02382
ERR1913199.721050__1.721050	820__A0A174F0C1__nreB
ERR1913199.721127__1.721127	357276__I9QBT7__BSEG_03340
ERR1913199.721323__1.721323	820__A0A139K5A6__DXB48_12175
ERR1913199.721357__1.721357	818__A0A0P0FT56__BSIG_1453
ERR1913199.721423__1.721423	1735__B7C9Y8__EUBIFOR_00992
ERR1913199.721448__1.721448	166486__R6B4E4__sinR_2
ERR1913199.721485__1.721485	39486__B0G7Q6__DXD18_07840
ERR1913199.721614__1.721614	46503__A7AHD3__DXB85_00810
ERR1913199.721662__1.721662	487174__K0X6Z7__DDY40_11525
ERR1913199.721778__1.721778	487174__K0X2Q8__DDY40_04590
ERR1913199.721848__1.721848	1628085__A0A2U1BD76__C7386_10691
ERR1913199.721957__1.721957	1686__B6XS54__BCAT_0916
ERR1913199.721977__1.721977	46503__K6A7H7__DCY29_03460
ERR1913199.722419__1.722419	387090__S0FDW2__BACCOPRO_02252
ERR1913199.722514__1.722514	74426__pflB_2
ERR1913199.722671__1.722671	39492__D4JUJ6__ssuB_2
ERR1913199.722759__1.722759	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913199.722939__1.722939	166486__C7GCP5__ROSINTL182_07683
ERR1913199.722949__1.722949	1150298__R7JNQ8__ERS852406_00857
ERR1913199.723099__1.723099	301302__A0A0M6WVS7__ERS852420_01704
ERR1913199.723385__1.723385	820__A0A174A6K0__M093_0079
ERR1913199.723396__1.723396	820__A0A174M9V5__M093_0237
ERR1913199.723468__1.723468	458033__GCA_001482755.1_02203
ERR1913199.723525__1.723525	39491__A0A396FMT0__EUBREC_3020
ERR1913199.723514__1.723514	216816__B3DR71__CE159_04070
ERR1913199.723634__1.723634	28116__A0A3A9HTT7__BACOVA_05446
ERR1913199.723801__1.723801	823__D7IUM6__M091_1082
ERR1913199.723802__1.723802	216816__B7GNA5__BL71B_04625
ERR1913199.724013__1.724013	166486__D4KZY4__ERS852572_03347
ERR1913199.724100__1.724100	39492__D4JWI6__EUBSIR_01073
ERR1913199.724200__1.724200	357276__I8WAB8__B5F00_08100
ERR1913199.724227__1.724227	820__A0A374QGD2__ERS852421_02382
ERR1913199.724364__1.724364	46503__K5ZM81__DCY29_16460
ERR1913199.724425__1.724425	328813__A0A1Y3QSX5__B5G41_09440
ERR1913199.724471__1.724471	47678__R5U7X8__C5Z00_18270
ERR1913199.724455__1.724455	39486__B0G5R7__DXD84_02680
ERR1913199.724511__1.724511	74426__rpoB
ERR1913199.724482__1.724482	166486__D4KWL4__ROSINTL182_06052
ERR1913199.724669__1.724669	820__A0A3E4FWC8__DXC91_14635
ERR1913199.724621__1.724621	357276__A0A076IYG1__B5F95_22465
ERR1913199.724793__1.724793	820__A0A396EWL3__ERS417307_03868
ERR1913199.724883__1.724883	33039__D4M1J4__ERS852390_02215
ERR1913199.724886__1.724886	357276__B6W1J2__BACDOR_03380
ERR1913199.724985__1.724985	214856__A0A173YE57__ERS852559_00126
ERR1913199.725042__1.725042	821__I9R3W6__DXC16_12455
ERR1913199.725133__1.725133	28026__A0A396BEF1__DXD43_08450
ERR1913199.725188__1.725188	821__A0A173WG51__BVU_2549
ERR1913199.725175__1.725175	357276__A0A076J0Y3__IY41_06810
ERR1913199.725180__1.725180	39491__A0A395ZDC6__addB
ERR1913199.725277__1.725277	39491__A0A395V5R3__EUBREC_1883
ERR1913199.725336__1.725336	1735__B7CEC3__EUBIFOR_02567
ERR1913199.725364__1.725364	853__A0A3E2U7E6__ERS852582_01640
ERR1913199.725403__1.725403	821__A0A0P0L8F8__ERS852509_03705
ERR1913199.725545__1.725545	166486__D4KZP0__ERS852572_00486
ERR1913199.725633__1.725633	216816__A0A087AWM6__APK78_00765
ERR1913199.725712__1.725712	410072__A0A173Y8R3__rng
ERR1913199.725804__1.725804	166486__D4L1L1__ROSINTL182_05277
ERR1913199.726041__1.726041	357276__A0A076IYE6__IY41_04275
ERR1913199.726148__1.726148	1628085__A0A2U1B935__C7386_11439
ERR1913199.726162__1.726162	88431__A0A3E5GJ50__DORLON_02273
ERR1913199.726289__1.726289	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913199.726202__1.726202	823__A0A073I5R7__cloSI
ERR1913199.726329__1.726329	820__A7V049__DXB48_04755
ERR1913199.726405__1.726405	820__A0A174F0C1__nreB
ERR1913199.726438__1.726438	47678__R5UXY0__CGC64_03535
ERR1913199.726604__1.726604	820__A0A139K4W1__M093_0353
ERR1913199.726547__1.726547	1680__A0A174BEE7__BSTER_1311
ERR1913199.726555__1.726555	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.726684__1.726684	46503__R6WWH2__DXB85_00365
ERR1913199.726667__1.726667	410072__C0BBL2__DXD67_02635
ERR1913199.726788__1.726788	818__R9H646__SAMN02910322_03387
ERR1913199.727106__1.727106	39488__A0A173SMQ7__EUBHAL_00819
ERR1913199.727498__1.727498	821__D4VC51__M099_1508
ERR1913199.727500__1.727500	649756__A0A174J035__DO83_03925
ERR1913199.727444__1.727444	33039__A0A173TYC0__cobB_2
ERR1913199.727573__1.727573	28026__C0BR63__DXC48_06735
ERR1913199.727580__1.727580	166486__R6AY46__ROSINTL182_06128
ERR1913199.727709__1.727709	357276__C3RDQ5__HMPREF1065_03827
ERR1913199.727780__1.727780	33039__D4M149__ERS852390_03118
ERR1913199.727939__1.727939	46503__R5DDT4__DD461_14650
ERR1913199.727929__1.727929	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913199.728133__1.728133	47678__A5ZEX0__DW706_08045
ERR1913199.728300__1.728300	46503__R6WWH2__DXB85_00365
ERR1913199.728259__1.728259	821__A6L0C7__ERS852556_03520
ERR1913199.728387__1.728387	1680__A1A1R1__BIFADO_00076
ERR1913199.728574__1.728574	360807__C0FPV5__ERS852444_03160
ERR1913199.728595__1.728595	853__A0A174C5M1__CGS58_04460
ERR1913199.728642__1.728642	820__A0A139KHD8__ERS417307_00569
ERR1913199.728728__1.728728	33039__A0A3D0EY88__ERS852390_03120
ERR1913199.728828__1.728828	39492__D4MMZ8__ERS852540_01407
ERR1913199.728857__1.728857	216816__B7GNA5__BL71B_04625
ERR1913199.728870__1.728870	39491__D4JMW8__ERS852497_01971
ERR1913199.728883__1.728883	47678__R5U8D1__CGC64_17595
ERR1913199.729081__1.729081	626929__F3PHN6__B5F24_06330
ERR1913199.729003__1.729003	821__A0A395VLM8__BvMPK_3650
ERR1913199.729348__1.729348	301302__R5V671__M72_27831
ERR1913199.729313__1.729313	47678__A5ZEP5__CGC64_03450
ERR1913199.729397__1.729397	1628085__A0A3E2Y1L0__C7386_11254
ERR1913199.729403__1.729403	301302__A0A0M6WJB3__ERS852420_02173
ERR1913199.729456__1.729456	39491__A0A395V5R3__EUBREC_1883
ERR1913199.729467__1.729467	820__A0A374Q854__HMPREF1073_03281
ERR1913199.729544__1.729544	823__A0A355XEX9__ERS852560_03521
ERR1913199.729546__1.729546	1735__B7CDQ5__EUBIFOR_02338
ERR1913199.729612__1.729612	821__A0A396F598__CUU_3259
ERR1913199.729649__1.729649	1262743__R5C054__BN727_01980
ERR1913199.729651__1.729651	371601__D7J4W7__CW3_3382
ERR1913199.729713__1.729713	821__A0A174JYD3__ERS852457_02610
ERR1913199.729903__1.729903	821__C6ZAA5__ERS852556_00403
ERR1913199.729904__1.729904	1680__A0A174BEE7__BSTER_1311
ERR1913199.729921__1.729921	301302__A0A0M6WJW1__ERS852420_02245
ERR1913199.729945__1.729945	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913199.729964__1.729964	853__A0A3E2V168__FAEPRAM212_00929
ERR1913199.729973__1.729973	1680__A0A1X3A7D3__AD0028_1139
ERR1913199.730046__1.730046	357276__A0A076IN30__DXD47_09350
ERR1913199.730097__1.730097	820__A0A139KJR5__M093_4469
ERR1913199.730148__1.730148	39491__A0A395ZEN3__DXD95_12655
ERR1913199.730200__1.730200	387090__S0FAH0__BACCOPRO_02960
ERR1913199.730206__1.730206	39491__A0A395V0E5__ERE_31370
ERR1913199.730239__1.730239	418240__R7CMR9__yehU_7
ERR1913199.730299__1.730299	47678__R5UZM4__DW706_15680
ERR1913199.730306__1.730306	371601__C3QXN6__ERS852396_01055
ERR1913199.730356__1.730356	823__A0A395YSW8__CF162_05645
ERR1913199.730368__1.730368	166486__D4KXJ6__ERS852572_00336
ERR1913199.730385__1.730385	47678__R5UTE7__DXB67_12885
ERR1913199.730515__1.730515	387090__S0FA01__BACCOPRO_02772
ERR1913199.730536__1.730536	40518__R5DQJ0__DXD93_03790
ERR1913199.730546__1.730546	1262743__R5C054__BN727_01980
ERR1913199.730636__1.730636	301302__R5VCU3__cbiK_2
ERR1913199.730808__1.730808	820__A0A174FUG6__DXC91_11265
ERR1913199.730854__1.730854	39491__A0A396FNY7__LD38_16155
ERR1913199.730918__1.730918	47678__A5ZHJ2__DXB67_12405
ERR1913199.730883__1.730883	28118__R6F6B2__B5F99_03180
ERR1913199.731030__1.731030	39486__B0G7S5__DXD50_04355
ERR1913199.731040__1.731040	33039__A0A3D0EY88__ERS852390_03120
ERR1913199.731057__1.731057	823__A0A355XIK0__CEQ22_011965
ERR1913199.731179__1.731179	47678__R5UZR6__HMPREF1061_03971
ERR1913199.731397__1.731397	1263107__GCA_000436995.1_00071
ERR1913199.731422__1.731422	39491__A0A395ZHV7__ykvU
ERR1913199.731523__1.731523	410072__A0A173Y221__spoIIIAE
ERR1913199.731554__1.731554	820__A0A174QLF0__SAMN05444418_109151
ERR1913199.731582__1.731582	39491__A0A3E4YFT8__DXB69_10940
ERR1913199.731596__1.731596	357276__I9QWD4__DXD47_15075
ERR1913199.731777__1.731777	823__A0A355XKQ8__DHP27_04010
ERR1913199.731909__1.731909	821__A0A0P0LJ37__DXB82_14270
ERR1913199.731984__1.731984	360807__C0FVK8__ERS852392_00397
ERR1913199.732057__1.732057	39486__B0G7W4__DXD50_04530
ERR1913199.732065__1.732065	820__A0A3E4GA19__SAMN05444418_10562
ERR1913199.732318__1.732318	216816__C2GSX7__DD678_03555
ERR1913199.732648__1.732648	204516__U6RAM4__HMPREF1534_03439
ERR1913199.732767__1.732767	216816__A0A133LD41__NL89_06245
ERR1913199.732933__1.732933	384638__B7AVU0__BACPEC_02840
ERR1913199.733078__1.733078	46503__R6X6Y1__DCY29_15600
ERR1913199.733089__1.733089	1680__A7A7Z9__AAX71_05385
ERR1913199.733100__1.733100	40518__R5DS23__DXD86_01715
ERR1913199.733105__1.733105	166486__C7GE31__ganB_3
ERR1913199.733208__1.733208	1150298__R7JT16__ERS852498_00500
ERR1913199.733265__1.733265	387090__S0FEJ2__BACCOPRO_03269
ERR1913199.733281__1.733281	357276__A0A076IKP2__HMPREF1063_00218
ERR1913199.733330__1.733330	820__A0A174F0C1__nreB
ERR1913199.733352__1.733352	820__R9I3Q7__HMPREF1072_01668
ERR1913199.733440__1.733440	821__A0A395VIK7__BVU_1225
ERR1913199.733556__1.733556	39496__A5Z671__EUBVEN_01204
ERR1913199.733613__1.733613	166486__D4KZA5__ERS852572_03317
ERR1913199.733625__1.733625	418240__C6JH11__ERS852523_02507
ERR1913199.733729__1.733729	387090__S0F5L4__BACCOPRO_00315
ERR1913199.733870__1.733870	357276__B6W5Q9__HMPREF1063_03125
ERR1913199.733948__1.733948	39491__A0A395V0H3__ERS852417_01192
ERR1913199.734285__1.734285	820__A0A1T4IY80__ERS852554_01621
ERR1913199.734406__1.734406	33039__D4M5E1__ERS852577_03873
ERR1913199.734399__1.734399	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913199.734571__1.734571	33039__D4M5E1__ERS852577_03873
ERR1913199.734773__1.734773	418240__C6JDJ1__ERS852478_02876
ERR1913199.734812__1.734812	47678__R5U206__C5Z00_07065
ERR1913199.734827__1.734827	821__E5UY21__C800_02204
ERR1913199.734853__1.734853	820__A0A139KHX1__HMPREF2141_00289
ERR1913199.734935__1.734935	820__A0A374QGD2__ERS852421_02382
ERR1913199.734966__1.734966	28116__A0A3A9HSJ8__DXD69_15065
ERR1913199.734997__1.734997	301302__A0A0M6WIX9__ERS852420_01972
ERR1913199.735163__1.735163	820__R9I3Q7__HMPREF1072_01668
ERR1913199.735176__1.735176	820__A0A174RFI5__SAMN05444418_12240
ERR1913199.735429__1.735429	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.735453__1.735453	33039__D4M1V6__bioA
ERR1913199.735479__1.735479	820__A0A139K0J1__HMPREF2141_03205
ERR1913199.735546__1.735546	853__A0A3E2V168__FAEPRAM212_00929
ERR1913199.735552__1.735552	74426__pflB_2
ERR1913199.735594__1.735594	853__A0A174BZY1__xerD_1
ERR1913199.735671__1.735671	329854__R5MR15__BACINT_04809
ERR1913199.735748__1.735748	78345__A0A087BJN2__BMERY_1596
ERR1913199.735858__1.735858	47678__A0A174TQR6__CGC64_14735
ERR1913199.736098__1.736098	821__D4VC51__M099_1508
ERR1913199.736102__1.736102	821__A0A0P0M5Z6__BVU_0429
ERR1913199.736056__1.736056	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913199.736178__1.736178	218538__C9LNE0__GCWU000321_01061
ERR1913199.736227__1.736227	487174__K0WT60__DDY40_05170
ERR1913199.736528__1.736528	1262777__R5WBJ1__BN512_00713
ERR1913199.736624__1.736624	818__R7KV41__Btheta7330_04616
ERR1913199.736686__1.736686	39491__C4Z9K0__DXD95_07445
ERR1913199.736712__1.736712	823__A0A355XP97__M092_2525
ERR1913199.736751__1.736751	310298__B3JQJ5__BACCOP_04231
ERR1913199.736901__1.736901	216816__A0A2N0SME6__BLIF_1881
ERR1913199.736957__1.736957	821__I9R3W6__DXC16_12455
ERR1913199.736996__1.736996	360807__A0A0M6X184__ERS852392_03203
ERR1913199.737015__1.737015	357276__I9R002__HMPREF1064_01826
ERR1913199.737099__1.737099	360807__C0FP30__ROSEINA2194_00482
ERR1913199.737200__1.737200	821__U6RDC2__DXD46_15675
ERR1913199.737192__1.737192	218538__C9LNQ3__GCWU000321_01176
ERR1913199.737291__1.737291	47678__R5UFW6__ERS852558_01575
ERR1913199.737284__1.737284	39491__D6E2U1__EUBREC_3278
ERR1913199.737468__1.737468	46503__K5ZX50__dnaG_1
ERR1913199.737535__1.737535	487174__K0X028__DIT83_00950
ERR1913199.737545__1.737545	301302__R5UV35__M72_02721
ERR1913199.737566__1.737566	47678__I8UYF7__DW706_16415
ERR1913199.737582__1.737582	165179__A0A174IPI3__CFT61_10940
ERR1913199.737584__1.737584	823__A0A174VBJ5__M091_5021
ERR1913199.737838__1.737838	1680__A0A174BEE7__BSTER_1311
ERR1913199.737890__1.737890	39488__A0A374NKN1__ltaS_2
ERR1913199.738026__1.738026	301302__R5UK77__M72_08681
ERR1913199.738203__1.738203	820__A0A3E4WCC2__lptB_1
ERR1913199.738232__1.738232	47678__A5ZI88__BACCAC_02617
ERR1913199.738371__1.738371	823__A0A173TMY6__M096_4753
ERR1913199.738561__1.738561	33905__A0A0C2Z570__CQR47_0419
ERR1913199.738771__1.738771	357276__I8WBQ9__HMPREF1065_03212
ERR1913199.738845__1.738845	823__A0A174DZM1__DDY96_10310
ERR1913199.738965__1.738965	39492__D4JX87__EUBSIR_00361
ERR1913199.738969__1.738969	1680__A0A087DHN0__AL0462_1532
ERR1913199.739027__1.739027	823__A0A173TL14__M095_0764
ERR1913199.739117__1.739117	821__A0A174WBC9__ERS852556_03145
ERR1913199.739085__1.739085	371601__A0A174IMZ2__HMPREF1074_04317
ERR1913199.739143__1.739143	853__A0A2A7B1Y7__C7K05_11930
ERR1913199.739215__1.739215	853__A0A2A7A4A9__C4N21_14870
ERR1913199.739380__1.739380	360807__A0A0M6WXP1__ROSEINA2194_03223
ERR1913199.739518__1.739518	74426__rpoC
ERR1913199.739573__1.739573	39491__A0A395ZKJ0__DXD13_11010
ERR1913199.739831__1.739831	46503__R6X8Q3__fepA_2
ERR1913199.739836__1.739836	853__A0A174C5M1__CGS58_04460
ERR1913199.739839__1.739839	823__A0A355XLT7__HMPREF1075_03402
ERR1913199.739865__1.739865	39491__A0A395UZ82__EUR_31520
ERR1913199.739880__1.739880	357276__A0A076IYE6__IY41_04275
ERR1913199.739925__1.739925	218538__C9LQZ7__GCWU000321_01979
ERR1913199.739994__1.739994	47678__R5V1A3__BACCAC_02796
ERR1913199.740079__1.740079	28116__F7LEX0__CUY_5042
ERR1913199.740171__1.740171	387090__S0FEJ2__BACCOPRO_03269
ERR1913199.740201__1.740201	820__A0A3E4RU03__M093_0563
ERR1913199.740355__1.740355	1262743__R5C054__BN727_01980
ERR1913199.740602__1.740602	47678__R5U2I4__ERS852558_03712
ERR1913199.740752__1.740752	357276__I9F327__DXD47_22495
ERR1913199.740969__1.740969	39491__A0A173RA59__EUR_24800
ERR1913199.740924__1.740924	394340__mfd
ERR1913199.741063__1.741063	216816__C5E9A6__mutT4
ERR1913199.741017__1.741017	39496__A5Z867__EUBVEN_01907
ERR1913199.741130__1.741130	166486__D4KUC8__ERS852572_00958
ERR1913199.741280__1.741280	166486__R6AY46__ROSINTL182_06128
ERR1913199.741295__1.741295	357276__A0A076ITU4__EL88_22160
ERR1913199.741304__1.741304	1628085__A0A2U1BFT1__C7386_102103
ERR1913199.741316__1.741316	360807__A0A0M6X0M8__ERS852444_00740
ERR1913199.741424__1.741424	820__A0A139K426__B5G17_09115
ERR1913199.741487__1.741487	40520__A0A174JSI5__ERS852394_00345
ERR1913199.741518__1.741518	1262992__R5CXM7__BN795_01016
ERR1913199.741552__1.741552	821__A0A174T998__DXB82_10860
ERR1913199.741566__1.741566	1262948__R7EG87__BN671_00624
ERR1913199.741692__1.741692	821__A0A395VMG0__DXC44_18080
ERR1913199.741809__1.741809	387090__S0F4V5__BACCOPRO_00731
ERR1913199.741761__1.741761	39491__A0A395UYL9__ERS852417_00624
ERR1913199.741832__1.741832	357276__A0A076INK2__BSEG_04225
ERR1913199.741919__1.741919	39486__B0G6T5__DXD50_07965
ERR1913199.741976__1.741976	1735__B7CBP5__EUBIFOR_01620
ERR1913199.741982__1.741982	28116__A0A1Y4PHM7__DXA80_25130
ERR1913199.741990__1.741990	166486__D4L0G5__ROSINTL182_08176
ERR1913199.742023__1.742023	818__A0A3E5H5M0__SAMN05216253_12081
ERR1913199.742038__1.742038	418240__C6JFK4__ERS852523_01172
ERR1913199.742057__1.742057	818__A0A0P0F2P7__BT_1771
ERR1913199.742125__1.742125	1862672__GCA_001945605.1_01217
ERR1913199.742282__1.742282	818__A0A0P0FSA3__ERS852557_00283
ERR1913199.742313__1.742313	820__A0A174NUS8__DXC80_12885
ERR1913199.742359__1.742359	1680__A0A0B5BL52__ERS852382_00480
ERR1913199.742590__1.742590	1262743__R5C054__BN727_01980
ERR1913199.742695__1.742695	821__A0A0P0LJ37__DXB82_14270
ERR1913199.742702__1.742702	301302__R5UMP3__lytC_3
ERR1913199.742658__1.742658	39488__A0A174BS94__DXD91_16570
ERR1913199.742739__1.742739	820__A0A139K2N9__DXB62_12420
ERR1913199.742842__1.742842	820__A0A139KJ23__celCCA
ERR1913199.742946__1.742946	1680__A0A1X3A951__AL0462_1583
ERR1913199.743018__1.743018	387090__S0F470__BACCOPRO_00167
ERR1913199.743280__1.743280	301302__R5VE56__M72_25941
ERR1913199.743420__1.743420	823__A6LHU5__M092_0203
ERR1913199.743421__1.743421	39491__C4Z872__LD38_07250
ERR1913199.743486__1.743486	47678__R5V127__HMPREF1061_04334
ERR1913199.743682__1.743682	410072__A0A173YQW3__dtpT_1
ERR1913199.743693__1.743693	357276__A0A0M1W1I8__ABI39_13620
ERR1913199.743779__1.743779	166486__D4L082__yicI_5
ERR1913199.743884__1.743884	28026__A0A267WP56__DXD43_06910
ERR1913199.743905__1.743905	357276__A0A076IRX4__ABI39_13585
ERR1913199.743980__1.743980	818__A0A139KMR0__Btheta7330_03958
ERR1913199.744060__1.744060	820__A0A173YYG4__evgS_3
ERR1913199.744203__1.744203	821__A0A0P0LQT3__DXC03_05050
ERR1913199.744227__1.744227	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913199.744355__1.744355	1628085__A0A396QC65__C7386_101113
ERR1913199.744368__1.744368	821__A0A0P0M405__DXC02_15075
ERR1913199.744392__1.744392	47678__R5UXJ2__DW706_08325
ERR1913199.744642__1.744642	820__A0A139KIL9__DXC68_05945
ERR1913199.744790__1.744790	1735__B7CDA5__EUBIFOR_02186
ERR1913199.744837__1.744837	820__A0A1T4IYF4__mprA_1
ERR1913199.745179__1.745179	823__K6A718__CEQ22_003390
ERR1913199.745184__1.745184	301302__R5VEI6__cysA_2
ERR1913199.745225__1.745225	853__A0A173YYY4__DWZ04_09420
ERR1913199.745351__1.745351	166486__D4KWM9__ROSINTL182_06036
ERR1913199.745602__1.745602	39491__A0A0M6WWT1__dus_2
ERR1913199.745616__1.745616	74426__rpoC
ERR1913199.745820__1.745820	1680__A0A174BEE7__BSTER_1311
ERR1913199.746219__1.746219	821__A0A174WBC9__ERS852556_03145
ERR1913199.746227__1.746227	1262743__R5C054__BN727_01980
ERR1913199.746158__1.746158	1628085__A0A2U1BGZ9__C7386_101169
ERR1913199.746177__1.746177	47678__R5UG30__ERS852558_03525
ERR1913199.746317__1.746317	821__A0A0P0L952__M097_4235
ERR1913199.746337__1.746337	166486__D4KVX6__ROSINTL182_06735
ERR1913199.746412__1.746412	820__A0A396EUU8__luxQ_3
