ERR1913196.134__1.134	301302__R5UIY5__M72_17461
ERR1913196.293970__1.293970	165179__D1P9T6__PREVCOP_04016
ERR1913196.294280__1.294280	821__A0A174NM17__lacZ_6
ERR1913196.294339__1.294339	33043__A0A174GPT0__plsC_2
ERR1913196.294496__1.294496	418240__C6J850__ERS852478_02463
ERR1913196.294729__1.294729	2293125__A0A374C955__DW917_08135
ERR1913196.295511__1.295511	301302__R5UNJ6__M72_26701
ERR1913196.295624__1.295624	39491__D4JMW8__ERS852497_01971
ERR1913196.296107__1.296107	410072__C0BAZ4__ERS852574_02324
ERR1913196.296075__1.296075	166486__D4L337__msbA_4
ERR1913196.296240__1.296240	363265__R6F6E7__HMPREF0673_02119
ERR1913196.296195__1.296195	649756__B0P1Y8__ERS852571_00196
ERR1913196.296459__1.296459	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.296396__1.296396	165179__R6CJG8__DXC61_09290
ERR1913196.296408__1.296408	418240__A0A173WPF0__spoIIIAE
ERR1913196.296698__1.296698	649756__D4MTV5__sorC
ERR1913196.297063__1.297063	165179__A0A174SR12__DXB80_04410
ERR1913196.297029__1.297029	165179__A0A3E5AER8__DXB80_07075
ERR1913196.297008__1.297008	165179__A0A3E5DZA5__DXB80_12550
ERR1913196.297115__1.297115	39491__A0A173TAZ5__DXB99_09520
ERR1913196.297395__1.297395	165179__A0A174SA26__PREVCOP_05758
ERR1913196.297520__1.297520	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.297536__1.297536	853__E2ZGD9__C7J97_11715
ERR1913196.297609__1.297609	214851__D1PSM4__SUBVAR_07407
ERR1913196.297611__1.297611	165179__R6BPK1__DXB80_04445
ERR1913196.297618__1.297618	165179__A0A229I4J4__proA
ERR1913196.297590__1.297590	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913196.297777__1.297777	165179__D1PCT4__DXB80_09470
ERR1913196.297819__1.297819	165179__A0A3E5DZD8__DXB80_09150
ERR1913196.298241__1.298241	301302__R5UNJ6__M72_26701
ERR1913196.298424__1.298424	649756__A0A173TWP5__DCR88_07775
ERR1913196.298532__1.298532	165179__A0A3E5DRA5__PREVCOP_06668
ERR1913196.298561__1.298561	823__A0A355XEX9__ERS852560_03521
ERR1913196.298987__1.298987	165179__A0A3E5DY64__CFT61_10025
ERR1913196.299171__1.299171	1262882__R5MYP8__BN519_00439
ERR1913196.299352__1.299352	165179__A0A174SA26__PREVCOP_05758
ERR1913196.299398__1.299398	165179__A0A174SA26__PREVCOP_05758
ERR1913196.300006__1.300006	39488__A0A174CJ01__DXD91_03830
ERR1913196.300138__1.300138	33043__D5HIK4__ERS852400_01112
ERR1913196.301013__1.301013	165179__R6CNX7__DXB80_02200
ERR1913196.301122__1.301122	1262919__R5PMG4__BN465_00428
ERR1913196.301088__1.301088	1262882__R5N3T7__BN519_01188
ERR1913196.301207__1.301207	901__B6WW20__DESPIGER_2207
ERR1913196.301226__1.301226	165179__D1P8Q2__trpF
ERR1913196.301151__1.301151	1263022__R6RSI1__BN652_00133
ERR1913196.301371__1.301371	165179__A0A3E5EBM5__DXC61_02170
ERR1913196.301500__1.301500	301302__R5UM41__M72_15921
ERR1913196.301567__1.301567	165179__R6C5D6__PREVCOP_04658
ERR1913196.301693__1.301693	1262882__R5N1T9__BN519_00804
ERR1913196.301774__1.301774	1262911__R6GZX7__BN557_00838
ERR1913196.302025__1.302025	165179__D1PCL6__DXB80_13435
ERR1913196.302168__1.302168	1262882__R5MLT4__BN519_01496
ERR1913196.302195__1.302195	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.302198__1.302198	1284775__A0A096A9I3__HMPREF1640_07195
ERR1913196.302306__1.302306	165179__D1P9T6__PREVCOP_04016
ERR1913196.302365__1.302365	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.302406__1.302406	1262882__R5MRT2__BN519_01494
ERR1913196.302411__1.302411	100886__E2NRN8__CATMIT_01243
ERR1913196.302673__1.302673	100886__R7GJP9__amiC
ERR1913196.303227__1.303227	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.303292__1.303292	1160721__R6T2Y3__RBI_II00189
ERR1913196.303273__1.303273	165179__A0A174SA26__PREVCOP_05758
ERR1913196.303428__1.303428	1262929__R6EV27__BN691_00137
ERR1913196.303482__1.303482	165179__D1PES9__DXB80_11585
ERR1913196.303613__1.303613	165179__D1P9T6__PREVCOP_04016
ERR1913196.303699__1.303699	165179__A0A3E5E7J5__DXC61_10360
ERR1913196.303785__1.303785	33043__A0A173WPI1__ERS852400_02100
ERR1913196.304223__1.304223	2024223__A0A255TFB9__CIL02_01190
ERR1913196.304234__1.304234	328814__GCA_004558275.1_00992
ERR1913196.304287__1.304287	1262929__R6FSA0__BN691_01738
ERR1913196.304361__1.304361	33043__A0A174FIJ8__ERS852445_02217
ERR1913196.304407__1.304407	46503__R6WU62__PARMER_00182
ERR1913196.304748__1.304748	165179__D1PES9__DXB80_11585
ERR1913196.304874__1.304874	1262882__R5MQ63__BN519_01173
ERR1913196.304993__1.304993	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.305057__1.305057	360807__A0A1Q6T7T2__artP
ERR1913196.305244__1.305244	165179__R6PNJ9__PREVCOP_04730
ERR1913196.305407__1.305407	1284775__A0A096A9I3__HMPREF1640_07195
ERR1913196.305428__1.305428	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.305637__1.305637	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913196.305969__1.305969	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.306007__1.306007	301302__A0A173UT39__M72_23901
ERR1913196.306029__1.306029	1262882__R5MM90__BN519_01721
ERR1913196.306072__1.306072	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913196.306219__1.306219	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913196.306255__1.306255	418240__C6JGG3__ERS852523_00073
ERR1913196.306465__1.306465	40518__R5DW64__RBL236_01394
ERR1913196.306606__1.306606	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.306724__1.306724	100886__A0A174IZK3__CATMIT_02888
ERR1913196.306861__1.306861	165179__D1P9T6__PREVCOP_04016
ERR1913196.306881__1.306881	2293125__A0A374BRU5__DW917_14365
ERR1913196.306892__1.306892	165179__A0A3E4SID1__DXB80_01945
ERR1913196.307381__1.307381	102148__E7MM98__HMPREF9430_00698
ERR1913196.307425__1.307425	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.307509__1.307509	40518__R5DU38__DXD83_06770
ERR1913196.307779__1.307779	165179__R6CNX7__DXB80_02200
ERR1913196.307718__1.307718	165179__A0A174NK27__PREVCOP_06433
ERR1913196.307898__1.307898	626940__E8LC41__BN587_00878
ERR1913196.307948__1.307948	165179__A0A174SR12__DXB80_04410
ERR1913196.308157__1.308157	1262930__R5ZWP2__BN693_01542
ERR1913196.308108__1.308108	820__A0A3E5BMG9__DXD40_05130
ERR1913196.308303__1.308303	28118__R6FI57__DF785_14020
ERR1913196.308261__1.308261	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.308474__1.308474	820__R9I324__HMPREF2141_02414
ERR1913196.308514__1.308514	1262930__R5ZWP2__BN693_01542
ERR1913196.308522__1.308522	165179__A0A3E5DZ45__DXC61_02820
ERR1913196.308525__1.308525	1284775__A0A095Y5I6__HMPREF1640_07260
ERR1913196.308590__1.308590	410072__A0A174DFS8__ERS852574_01251
ERR1913196.308676__1.308676	165179__R6B8D8__DXC61_09245
ERR1913196.308804__1.308804	301302__R5UKE6__M72_05651
ERR1913196.308921__1.308921	301302__A0A0M6WPH4__ERS852420_01173
ERR1913196.308928__1.308928	649756__B0P4T3__ERS852520_01352
ERR1913196.309312__1.309312	1262929__R6F7V9__BN691_01817
ERR1913196.309569__1.309569	165179__R6C5D6__PREVCOP_04658
ERR1913196.309596__1.309596	1262992__R5DC57__BN795_01509
ERR1913196.309729__1.309729	33039__D4M378__cysL_1
ERR1913196.309812__1.309812	165179__A0A3E4S980__PREVCOP_04626
ERR1913196.310105__1.310105	418240__C6JGM0__ERS852478_02067
ERR1913196.310223__1.310223	2293125__A0A374BNR6__DW917_15660
ERR1913196.310241__1.310241	40518__R5DS17__RBATCC27255_00416
ERR1913196.310559__1.310559	2024223__A0A255TFB9__CIL02_01190
ERR1913196.310656__1.310656	165179__D1PGU8__PREVCOP_06463
ERR1913196.310719__1.310719	165179__A0A3E4SID1__DXB80_01945
ERR1913196.310674__1.310674	165179__A0A174UTZ7__DXC61_06705
ERR1913196.310687__1.310687	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.310844__1.310844	1623__E7FPQ0__DXD09_06645
ERR1913196.310954__1.310954	165179__A0A174MTF2__DXC61_13200
ERR1913196.311053__1.311053	165179__A0A3E5E2B6__DXB80_02820
ERR1913196.311106__1.311106	28117__R7JMT0__BHV66_05875
ERR1913196.311165__1.311165	165179__A0A174W369__PREVCOP_04548
ERR1913196.311182__1.311182	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.311304__1.311304	853__A8SGX8__C4N21_08625
ERR1913196.311423__1.311423	165179__R6XIF8__DXC61_07265
ERR1913196.311488__1.311488	165179__A0A3E5EDV6__DXC61_03365
ERR1913196.311808__1.311808	1262882__R5N3T7__BN519_01188
ERR1913196.311925__1.311925	1284775__A0A095Y653__HMPREF1640_07170
ERR1913196.312190__1.312190	1262882__R5MND9__BN519_00831
ERR1913196.312197__1.312197	1262882__R5MEK3__BN519_00296
ERR1913196.312360__1.312360	418240__A0A174NZX7__tagF_1
ERR1913196.312362__1.312362	28118__R6FJY6__DF785_09470
ERR1913196.312537__1.312537	301302__A0A173SCU7__M72_12871
ERR1913196.312828__1.312828	358743__G5HKN3__SAMN05216568_108145
ERR1913196.312804__1.312804	165179__A0A174SA26__PREVCOP_05758
ERR1913196.312981__1.312981	418240__A0A174VMW5__ERS852478_01082
ERR1913196.313139__1.313139	28052__R7NCK3__ERS852499_02382
ERR1913196.313140__1.313140	33043__D5HEY0__ERS852386_01426
ERR1913196.313274__1.313274	301302__R5USI9__prsA3
ERR1913196.313315__1.313315	418240__C6JFI7__ERS852523_01130
ERR1913196.313376__1.313376	214851__D1PSM7__SUBVAR_07410
ERR1913196.313388__1.313388	165179__R6CNX7__DXB80_02200
ERR1913196.313551__1.313551	1262924__R7HNL2__BN585_01068
ERR1913196.313576__1.313576	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.313708__1.313708	1262929__R6F4F7__BN691_01167
ERR1913196.313752__1.313752	1262924__R7HRW7__BN585_01894
ERR1913196.313833__1.313833	165179__A0A174MTF2__DXC61_13200
ERR1913196.313937__1.313937	1262929__R6F0P0__BN691_00563
ERR1913196.313983__1.313983	360807__C0FTG2__RIL183_32211
ERR1913196.314342__1.314342	1262882__R5MS31__BN519_01529
ERR1913196.314683__1.314683	301302__A0A0M6WG68__ERS852420_02421
ERR1913196.314686__1.314686	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.314906__1.314906	418240__A0A174AX68__ERS852478_00844
ERR1913196.314928__1.314928	1262929__R6EXT3__BN691_00303
ERR1913196.315027__1.315027	1262929__R6FUB1__BN691_00386
ERR1913196.315206__1.315206	165179__A0A3E5AF88__DXC61_14960
ERR1913196.315353__1.315353	165179__A0A3E5A554__DXB80_13805
ERR1913196.315356__1.315356	165179__A0A3E5EA43__DXC61_07775
ERR1913196.315675__1.315675	39485__C4Z5L2__ERS852490_00659
ERR1913196.315623__1.315623	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913196.315690__1.315690	165179__A0A3E5EDV6__DXC61_03365
ERR1913196.315886__1.315886	901__B6WQS6__DESPIGER_0020
ERR1913196.316170__1.316170	1262929__R6FRR0__BN691_00154
ERR1913196.316193__1.316193	2293125__A0A374BSW4__DW917_13420
ERR1913196.316223__1.316223	165179__D1PE06__DXC61_05975
ERR1913196.316292__1.316292	1262930__R6AST5__BN693_01722
ERR1913196.316646__1.316646	165179__A0A3E5AE59__DXC61_12885
ERR1913196.316728__1.316728	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913196.316776__1.316776	1235835__R9LCU2__C814_02677
ERR1913196.317031__1.317031	214856__A0A173Z1B0__ERS852447_00765
ERR1913196.317117__1.317117	1262929__R6ETI0__BN691_00865
ERR1913196.317335__1.317335	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913196.317898__1.317898	301302__A0A0M6WKN8__M72_27741
ERR1913196.317932__1.317932	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.317907__1.317907	40520__R7DC40__ERS852394_02152
ERR1913196.318002__1.318002	1262882__R5N5J6__BN519_01504
ERR1913196.318068__1.318068	165179__A0A3E5DZ45__DXC61_02820
ERR1913196.318114__1.318114	418240__A0A174EFK2__ERS852478_02213
ERR1913196.318095__1.318095	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913196.318134__1.318134	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913196.318141__1.318141	165179__D1PCT4__DXB80_09470
ERR1913196.318451__1.318451	165179__A0A3E5DV57__DXB80_11400
ERR1913196.318519__1.318519	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.318706__1.318706	544645__A0A3E4TJQ9__DXC42_00310
ERR1913196.318720__1.318720	165179__A0A3E5E920__DXB80_11625
ERR1913196.318913__1.318913	165179__A0A174SA26__PREVCOP_05758
ERR1913196.319026__1.319026	165179__A0A3E4SID1__DXB80_01945
ERR1913196.319151__1.319151	418240__A0A173XCL4__ERS852523_02725
ERR1913196.319256__1.319256	626940__A0A1Q6R3R5__BHW43_07895
ERR1913196.319271__1.319271	39491__A0A395V0H6__ERS852580_02570
ERR1913196.319468__1.319468	165179__A0A3E5E7J5__DXC61_10360
ERR1913196.319688__1.319688	147206__GCF_000156215.1_01772
ERR1913196.320064__1.320064	165179__D1PDG7__DXB80_11180
ERR1913196.320066__1.320066	821__I9R3W6__DXC16_12455
ERR1913196.320087__1.320087	1735__B7C934__EUBIFOR_00691
ERR1913196.320119__1.320119	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.320140__1.320140	301302__A0A0M6WWS5__M72_14631
ERR1913196.320151__1.320151	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.320189__1.320189	1262929__R6EXT3__BN691_00303
ERR1913196.320390__1.320390	33043__D5HIC8__vspIM
ERR1913196.320400__1.320400	301302__R5UKP4__cbiT
ERR1913196.320454__1.320454	165179__W1I4H6__DXB80_13655
ERR1913196.320607__1.320607	165179__D1PHM6__DXC61_06700
ERR1913196.321188__1.321188	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.321326__1.321326	165179__A0A3E5AER8__DXB80_07075
ERR1913196.321420__1.321420	165179__A0A3E5AER8__DXB80_07075
ERR1913196.321548__1.321548	1680__A0A087DHN0__AL0462_1532
ERR1913196.321487__1.321487	165179__A0A3E5E920__DXB80_11625
ERR1913196.321507__1.321507	1535__A7VY32__CLOLEP_03508
ERR1913196.321621__1.321621	301302__A0A173RZU9__M72_23561
ERR1913196.321829__1.321829	33043__D5HFE3__lacR
ERR1913196.321869__1.321869	33043__D5HEL7__ERS852400_00347
ERR1913196.322012__1.322012	165179__R6B8D8__DXC61_09245
ERR1913196.322227__1.322227	301302__R5UQK8__M72_11501
ERR1913196.322273__1.322273	301302__R5VGE0__ERS852420_00121
ERR1913196.322387__1.322387	165179__A0A3E5E2C8__folA
ERR1913196.322577__1.322577	165179__D1PDJ4__DXB80_08505
ERR1913196.322760__1.322760	1262882__R5N0H9__BN519_00764
ERR1913196.323066__1.323066	301302__A0A173SCU7__M72_12871
ERR1913196.323510__1.323510	165179__A0A3E5E3D6__DXC61_05750
ERR1913196.323711__1.323711	820__A0A3E5E9Y8__DXD90_09110
ERR1913196.323679__1.323679	165179__D1PGJ6__DXC61_07300
ERR1913196.323682__1.323682	165179__A0A3E5DZA5__DXB80_12550
ERR1913196.323774__1.323774	338188__R6S8N0__BACFIN_06127
ERR1913196.323984__1.323984	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913196.324129__1.324129	901__B6WQT6__DESPIG_00415
ERR1913196.324348__1.324348	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.324378__1.324378	33043__A0A173WCG7__ERS852575_01602
ERR1913196.324424__1.324424	165179__W1I4H6__DXB80_13655
ERR1913196.324541__1.324541	28117__B0MY40__BHV66_05170
ERR1913196.324565__1.324565	165179__A0A3E5A832__DXC61_13685
ERR1913196.324576__1.324576	33043__A0A173QUA9__ERS852400_01795
ERR1913196.324779__1.324779	1262929__R6EYF9__BN691_01816
ERR1913196.324908__1.324908	172901__A0A2U1ARD1__C8D82_12318
ERR1913196.325227__1.325227	39488__A0A285PT25__EUBHAL_01908
ERR1913196.325360__1.325360	165179__D1PAJ7__PREVCOP_04222
ERR1913196.325618__1.325618	1262882__R5MMP8__BN519_01654
ERR1913196.325674__1.325674	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913196.325691__1.325691	2022527__A0A264Y3X7__CHL74_13910
ERR1913196.325720__1.325720	113107__E7SAI2__HMPREF9421_1199
ERR1913196.326005__1.326005	301302__A0A173UN64__manA_2
ERR1913196.326070__1.326070	1262929__R6F558__BN691_01421
ERR1913196.326367__1.326367	165179__A0A3E5E920__DXB80_11625
ERR1913196.326405__1.326405	165179__D1PHM6__DXC61_06700
ERR1913196.326468__1.326468	853__D4K7X0__DW905_09540
ERR1913196.326486__1.326486	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913196.326536__1.326536	360807__C0FSM3__ROSEINA2194_01739
ERR1913196.326518__1.326518	165179__A0A3E5EB26__CFT61_02800
ERR1913196.326661__1.326661	165179__A0A3E5E643__DXB80_06030
ERR1913196.327045__1.327045	301302__R5UQK8__M72_11501
ERR1913196.327088__1.327088	1262882__R5MPL0__BN519_01038
ERR1913196.327353__1.327353	2293125__A0A374BSW4__DW917_13420
ERR1913196.327339__1.327339	301302__R5UIY5__M72_17461
ERR1913196.327427__1.327427	626940__E8LE59__HMPREF9443_01130
ERR1913196.327570__1.327570	33043__A0A173SQ62__ERS852575_01610
ERR1913196.327720__1.327720	165179__A0A174SA26__PREVCOP_05758
ERR1913196.327805__1.327805	1262882__R5MQW1__BN519_01295
ERR1913196.327773__1.327773	1160721__R6T2Y3__RBI_II00189
ERR1913196.328071__1.328071	165179__A0A3E5EB26__CFT61_02800
ERR1913196.328167__1.328167	1262929__R6F5I2__BN691_01051
ERR1913196.328635__1.328635	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.328656__1.328656	626940__R6WNN9__BHW43_04575
ERR1913196.328668__1.328668	1262929__R6F8F6__BN691_02017
ERR1913196.329226__1.329226	165179__A0A174W369__PREVCOP_04548
ERR1913196.329232__1.329232	28052__A0A174LHM7__ERS852451_02351
ERR1913196.329361__1.329361	626940__E8LFI9__BN587_00710
ERR1913196.329498__1.329498	33043__A0A174AEP1__apr
ERR1913196.329660__1.329660	33039__D4M2F6__RTO_06900
ERR1913196.329802__1.329802	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913196.329909__1.329909	1262882__R5N4I8__BN519_01293
ERR1913196.330034__1.330034	214856__A0A173ZZ16__umuC_2
ERR1913196.330276__1.330276	165179__A0A3E5DX15__DXC61_00345
ERR1913196.330292__1.330292	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.330186__1.330186	40518__R5E4V5__RBL263_01242
ERR1913196.330496__1.330496	165179__A0A3E5EA83__DXC61_07750
ERR1913196.330752__1.330752	100886__A0A174GLQ1__ERS852383_03653
ERR1913196.331012__1.331012	1262882__R5N3T7__BN519_01188
ERR1913196.331215__1.331215	454154__G5SPC2__HMPREF9441_01204
ERR1913196.331349__1.331349	165179__D1PEW8__DXB80_13775
ERR1913196.331403__1.331403	1262882__R5MT08__BN519_01706
ERR1913196.331700__1.331700	214856__A0A174FWM7__ERS852559_00590
ERR1913196.331661__1.331661	165179__A0A3E5AAM8__DXB80_10240
ERR1913196.331867__1.331867	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913196.331872__1.331872	165179__A0A174W369__PREVCOP_04548
ERR1913196.331990__1.331990	165179__A0A229I740__DXC61_10430
ERR1913196.332489__1.332489	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.332509__1.332509	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.332529__1.332529	165179__A0A229I2W6__PREVCOP_04332
ERR1913196.332555__1.332555	33043__A0A173ZDC4__malL_1
ERR1913196.332731__1.332731	1262882__R5MFA5__BN519_00331
ERR1913196.332960__1.332960	165179__D1P8V8__DXC61_01940
ERR1913196.332994__1.332994	165179__A0A3E5DY64__CFT61_10025
ERR1913196.333010__1.333010	301302__A0A0M6W9I4__M72_19871
ERR1913196.333080__1.333080	40518__R5DLW4__thiN
ERR1913196.333214__1.333214	1683__C4FCR8__Bang102_001370
ERR1913196.333553__1.333553	301302__R5UJW6__ERS852420_01698
ERR1913196.333568__1.333568	165179__A0A3E5DV57__DXB80_11400
ERR1913196.333788__1.333788	1680__A0A0C2YPV2__AL0462_1474
ERR1913196.333993__1.333993	40518__R5DR72__RBL236_02110
ERR1913196.334067__1.334067	2022527__A0A264Y834__CHL74_06340
ERR1913196.334193__1.334193	165179__D1PAJ7__PREVCOP_04222
ERR1913196.334146__1.334146	39491__A0A2U2EK03__ERE_28780
ERR1913196.334432__1.334432	901__B6WTQ4__DESPIGER_1255
ERR1913196.334513__1.334513	165179__A0A174UTZ7__DXC61_06705
ERR1913196.334520__1.334520	165179__A0A3E5DRA5__PREVCOP_06668
ERR1913196.334688__1.334688	165179__D1PGU8__PREVCOP_06463
ERR1913196.334708__1.334708	165179__A0A174SA26__PREVCOP_05758
ERR1913196.334799__1.334799	292800__A0A1C7FV36__A4U99_10420
ERR1913196.334896__1.334896	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913196.334923__1.334923	360807__A0A173UZ94__ssuC_2
ERR1913196.335040__1.335040	706562__GCA_900112995.1_02503
ERR1913196.335093__1.335093	1262929__R6F8F6__BN691_02017
ERR1913196.335099__1.335099	39488__A0A285PVA5__ERS852450_01472
ERR1913196.335163__1.335163	1304__A0A1W5ZCY0__CKU37_03270
ERR1913196.335206__1.335206	2022527__A0A264YA64__CHL74_01995
ERR1913196.335330__1.335330	165179__A0A174SA26__PREVCOP_05758
ERR1913196.335333__1.335333	165179__A0A3E5EAT2__DXC61_07585
ERR1913196.335382__1.335382	165179__D1PHV2__PREVCOP_06822
ERR1913196.335600__1.335600	165179__D1PGU8__PREVCOP_06463
ERR1913196.335652__1.335652	1262882__R5MHQ8__BN519_00707
ERR1913196.335790__1.335790	1680__A0A1X3A951__AL0462_1583
ERR1913196.335752__1.335752	301302__A0A173TNM6__luxQ
ERR1913196.335812__1.335812	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.335921__1.335921	33043__A8SPT5__yfiN_2
ERR1913196.335967__1.335967	165179__A0A174SA26__PREVCOP_05758
ERR1913196.336370__1.336370	165179__A0A229I4J4__proA
ERR1913196.336549__1.336549	165179__A0A174SA26__PREVCOP_05758
ERR1913196.336504__1.336504	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.336474__1.336474	1262882__R5MEI8__BN519_00283
ERR1913196.336594__1.336594	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.336617__1.336617	552398__F4XCR9__HMPREF0866_01636
ERR1913196.336636__1.336636	649756__B0NYW1__DCR88_01045
ERR1913196.336724__1.336724	165179__A0A3E5A554__DXB80_13805
ERR1913196.336943__1.336943	33043__A0A173WU55__ganB_2
ERR1913196.337161__1.337161	626940__R6WJH0__BN587_01516
ERR1913196.337215__1.337215	301302__R5ULQ3__ERS852420_02626
ERR1913196.337223__1.337223	357276__B6W1J2__BACDOR_03380
ERR1913196.337317__1.337317	165179__A0A3E5DR10__DXC61_03505
ERR1913196.337343__1.337343	626940__E8LD25__DCQ00_00460
ERR1913196.337365__1.337365	28117__B0MU76__ALIPUT_00202
ERR1913196.337489__1.337489	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913196.337678__1.337678	165179__D1PAJ7__PREVCOP_04222
ERR1913196.337627__1.337627	301302__A0A173TNM6__luxQ
ERR1913196.337629__1.337629	1262929__R6FSA0__BN691_01738
ERR1913196.337685__1.337685	2022527__A0A264YA42__CHL74_01870
ERR1913196.337801__1.337801	165179__A0A174K816__DXB80_12000
ERR1913196.337952__1.337952	165179__A0A3E5E5H1__DXC61_07220
ERR1913196.338150__1.338150	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.338397__1.338397	40518__R5E282__DXD86_08940
ERR1913196.338465__1.338465	626940__E8LDM4__mreC
ERR1913196.338486__1.338486	165179__A0A3E5DZD8__DXB80_09150
ERR1913196.338487__1.338487	165179__A0A3E5DZ45__DXC61_02820
ERR1913196.338491__1.338491	1262882__R5MSI5__BN519_01596
ERR1913196.338582__1.338582	33043__A0A173QUA9__ERS852400_01795
ERR1913196.338544__1.338544	39485__C4Z355__ERS852490_01971
ERR1913196.338634__1.338634	563038__E9FQ87__HMPREF0851_01969
ERR1913196.338942__1.338942	301302__A0A173UT39__M72_23901
ERR1913196.338993__1.338993	165179__R6CNX7__DXB80_02200
ERR1913196.339069__1.339069	165179__A0A3E5E8M8__DXB80_11580
ERR1913196.339132__1.339132	165179__A0A3E5ECZ7__PREVCOP_06006
