ERR1913062.179__1.179	33039__D4M2F6__RTO_06900
ERR1913062.290656__1.290656	166486__D4KZ69__ERS852572_01502
ERR1913062.290781__1.290781	1735__B7CEC3__EUBIFOR_02567
ERR1913062.290724__1.290724	544644__GCA_001915615.1_00723
ERR1913062.290857__1.290857	821__A0A3E4WAR6__DXD64_10735
ERR1913062.290935__1.290935	2293125__A0A374C9I8__DW917_06795
ERR1913062.290968__1.290968	487174__K0XRP0__DDY40_09260
ERR1913062.291280__1.291280	1262924__R7HSF6__BN585_00844
ERR1913062.291313__1.291313	165179__A0A3E5AER8__DXB80_07075
ERR1913062.291320__1.291320	2293125__A0A374CCM7__DW917_05375
ERR1913062.291408__1.291408	357276__A0A1Y3Z6X3__GV66_07715
ERR1913062.291459__1.291459	1703337__A0A2U0U7Q7__C7379_11089
ERR1913062.291557__1.291557	1262930__R5ZZI5__BN693_01682
ERR1913062.291670__1.291670	28118__F9ZB50__Odosp_2374
ERR1913062.291726__1.291726	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.291701__1.291701	820__A0A139K4T0__ERS852510_03146
ERR1913062.291822__1.291822	166486__D4KZW9__degS
ERR1913062.291877__1.291877	357276__B6VW91__BACDOR_01584
ERR1913062.292089__1.292089	310298__B3JFK6__BACCOP_00656
ERR1913062.292680__1.292680	1262930__R6A468__BN693_01366
ERR1913062.292685__1.292685	2293125__A0A374BUM7__DW917_12980
ERR1913062.292747__1.292747	46503__R5DM05__DD461_09230
ERR1913062.292755__1.292755	33039__D4M5E1__ERS852577_03873
ERR1913062.292925__1.292925	2293125__A0A374BSW4__DW917_13420
ERR1913062.292942__1.292942	166486__D4L255__mcp4_5
ERR1913062.292974__1.292974	1263044__GCA_000433375.1_03392
ERR1913062.292997__1.292997	820__A0A374QGD2__ERS852421_02382
ERR1913062.293368__1.293368	820__A0A374QGD2__ERS852421_02382
ERR1913062.293407__1.293407	820__A0A374QGD2__ERS852421_02382
ERR1913062.293461__1.293461	371601__A0A1H4GXQ8__CW1_1432
ERR1913062.293500__1.293500	165179__D1PHC0__PREVCOP_06640
ERR1913062.293608__1.293608	357276__A0A076IRX4__ABI39_13585
ERR1913062.293744__1.293744	818__R7KWE7__HMPREF2534_03255
ERR1913062.293781__1.293781	2293125__A0A374BUM7__DW917_12980
ERR1913062.294137__1.294137	821__U6RDC2__DXD46_15675
ERR1913062.294226__1.294226	853__A8SGX8__C4N21_08625
ERR1913062.294256__1.294256	310298__B3JFQ2__BACCOP_00703
ERR1913062.294278__1.294278	39486__B0G1X2__DXC93_11150
ERR1913062.294333__1.294333	853__A0A174BZY1__xerD_1
ERR1913062.294425__1.294425	1535__A7VUI1__CH238_07280
ERR1913062.294426__1.294426	46228__V8C4T8__RUMLAC_02058
ERR1913062.294466__1.294466	357276__I8W1E1__B5F00_10785
ERR1913062.294471__1.294471	821__A0A174V2F3__NCTC10583_01474
ERR1913062.294651__1.294651	1262992__R5D6J2__BN795_00288
ERR1913062.294681__1.294681	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.294753__1.294753	165179__D1PAV8__DXB80_13055
ERR1913062.294857__1.294857	46503__K5ZAK9__NCTC13052_03308
ERR1913062.295109__1.295109	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.295102__1.295102	218538__C9LPD3__GCWU000321_01411
ERR1913062.295161__1.295161	39491__A0A396FIU1__DXC13_07905
ERR1913062.295857__1.295857	357276__I9FU68__HMPREF1063_00557
ERR1913062.296023__1.296023	165179__D1PGU8__PREVCOP_06463
ERR1913062.296096__1.296096	821__A0A0P0M3U7__DXB90_14325
ERR1913062.296173__1.296173	1262924__R7HNF7__BN585_01769
ERR1913062.296349__1.296349	1099853__G9S871__NSB1T_02700
ERR1913062.296392__1.296392	823__A0A173W404__DHP27_04905
ERR1913062.296454__1.296454	818__A0A3E5HDU6__C799_04515
ERR1913062.296553__1.296553	46503__R6Y9P8__evgS_3
ERR1913062.296792__1.296792	165179__D1PHD6__DXC61_03380
ERR1913062.296900__1.296900	853__A0A174BA00__DW905_01145
ERR1913062.297319__1.297319	1262930__R6AYA7__BN693_00428
ERR1913062.297279__1.297279	1535__A7VQJ4__CH238_12335
ERR1913062.297455__1.297455	2293125__A0A374C4C8__DW917_09805
ERR1913062.297504__1.297504	46503__K6A7H7__DCY29_03460
ERR1913062.297514__1.297514	166486__D4L402__ROSINTL182_05182
ERR1913062.297650__1.297650	310298__B3JNH3__BACCOP_03486
ERR1913062.297822__1.297822	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.297964__1.297964	357276__I8WHY2__HMPREF1063_00555
ERR1913062.298087__1.298087	1262930__R5ZZI5__BN693_01682
ERR1913062.298220__1.298220	418240__R7CMZ7__ERS852523_03210
ERR1913062.298366__1.298366	1263044__GCA_000433375.1_00023
ERR1913062.298565__1.298565	821__A0A3E4WAR6__DXD64_10735
ERR1913062.298611__1.298611	2293125__A0A374BSW4__DW917_13420
ERR1913062.298602__1.298602	853__A0A2A7B9I6__DW855_13690
ERR1913062.298647__1.298647	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.298660__1.298660	357276__D1JYA3__BSEG_00395
ERR1913062.298853__1.298853	1262924__R7HQD4__BN585_02072
ERR1913062.298873__1.298873	46503__R6WUV4__DD461_04535
ERR1913062.298888__1.298888	28052__R7NCD4__ERS852451_00170
ERR1913062.298938__1.298938	487174__K0X4Y9__DDY40_09115
ERR1913062.299039__1.299039	820__A0A174GK47__ERS852421_00200
ERR1913062.299083__1.299083	310298__B3JQL6__BACCOP_04252
ERR1913062.299370__1.299370	1628085__A0A2U1BE42__C7386_104118
ERR1913062.299386__1.299386	166486__A0A173T114__ROSINTL182_05085
ERR1913062.299440__1.299440	1262930__R5ZWP2__BN693_01542
ERR1913062.299457__1.299457	165179__D1PHC0__PREVCOP_06640
ERR1913062.299465__1.299465	1735__B7CEC3__EUBIFOR_02567
ERR1913062.299691__1.299691	76517__A7I129__fokIM_1
ERR1913062.299664__1.299664	818__A0A139K9H8__C5Z03_23905
ERR1913062.299824__1.299824	165179__R6B8D8__DXC61_09245
ERR1913062.299807__1.299807	1262930__R6AHV3__BN693_00495
ERR1913062.299880__1.299880	39488__A0A173RH64__EUBHAL_01712
ERR1913062.299901__1.299901	1262930__R5ZWP2__BN693_01542
ERR1913062.299937__1.299937	2293125__A0A374BSW4__DW917_13420
ERR1913062.300167__1.300167	310298__B3JQJ5__BACCOP_04231
ERR1913062.300351__1.300351	820__A7V049__DXB48_04755
ERR1913062.300469__1.300469	39488__C0EY66__prkC_1
ERR1913062.300588__1.300588	84109__J5Y9W0__HMPREF0762_01740
ERR1913062.300716__1.300716	1262930__R6A8N0__BN693_02179
ERR1913062.300915__1.300915	487174__K0XA11__DDY40_03585
ERR1913062.300948__1.300948	39488__C0F0P8__EUBHAL_03272
ERR1913062.301051__1.301051	1263044__GCA_000433375.1_03391
ERR1913062.301136__1.301136	292800__A0A174VWN6__HMPREF9460_03556
ERR1913062.301155__1.301155	166486__D4KZH8__ERS852572_00419
ERR1913062.301214__1.301214	820__A0A3E4WA06__ERS852554_03404
ERR1913062.301308__1.301308	310298__B3JNG7__BACCOP_03480
ERR1913062.301402__1.301402	1262930__R6A2C3__BN693_02165
ERR1913062.301386__1.301386	1735__B7C8T4__EUBIFOR_00588
ERR1913062.301538__1.301538	2293125__A0A374CCM7__DW917_05375
ERR1913062.301592__1.301592	166486__D4L3K7__ERS852572_00904
ERR1913062.301625__1.301625	1262930__R6A468__BN693_01366
ERR1913062.301558__1.301558	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.302440__1.302440	88431__A6BGH9__ERS852408_02691
ERR1913062.302541__1.302541	823__A0A069SAX6__ERS852380_00710
ERR1913062.302665__1.302665	853__D4JY61__C4N21_10560
ERR1913062.302693__1.302693	166486__D4KWX0__ERS852572_01785
ERR1913062.302680__1.302680	310298__B3JQ37__BACCOP_04069
ERR1913062.302720__1.302720	1262930__R6A759__BN693_00811
ERR1913062.302773__1.302773	166486__D4KZA5__ERS852572_03317
ERR1913062.302885__1.302885	821__A0A0P0M405__DXC02_15075
ERR1913062.302913__1.302913	820__A0A139K5A6__DXB48_12175
ERR1913062.302961__1.302961	1262930__R6A8N0__BN693_02179
ERR1913062.303032__1.303032	1262948__R7EBX1__BN671_01946
ERR1913062.303210__1.303210	2293125__A0A374BUM7__DW917_12980
ERR1913062.303294__1.303294	823__A0A174XJM9__CEQ22_007230
ERR1913062.303360__1.303360	2293125__A0A374BUM7__DW917_12980
ERR1913062.303457__1.303457	310298__B3JFK6__BACCOP_00656
ERR1913062.303474__1.303474	820__A0A174A6K0__M093_0079
ERR1913062.303555__1.303555	165179__D1PAV8__DXB80_13055
ERR1913062.303655__1.303655	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.303881__1.303881	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.303941__1.303941	165179__A0A3E5E4T9__DXB80_08030
ERR1913062.303945__1.303945	357276__B6W1J2__BACDOR_03380
ERR1913062.304112__1.304112	310298__B3JFQ2__BACCOP_00703
ERR1913062.304214__1.304214	46503__R6Y901__HMPREF1060_01754
ERR1913062.304384__1.304384	2293125__A0A374BSW4__DW917_13420
ERR1913062.304468__1.304468	165179__D1PGU8__PREVCOP_06463
ERR1913062.304607__1.304607	301301__A0A395VAJ9__RHOM_06125
ERR1913062.304580__1.304580	165179__A0A174IPI3__CFT61_10940
ERR1913062.304629__1.304629	1263044__GCA_000433375.1_03403
ERR1913062.304649__1.304649	410072__A0A174J5N8__sbcC
ERR1913062.304805__1.304805	39486__B0G7W4__DXD50_04530
ERR1913062.304811__1.304811	821__A0A0P0M2J4__DXD46_10295
ERR1913062.304858__1.304858	357276__I8VQA2__HMPREF1065_04183
ERR1913062.304921__1.304921	166486__D4L2T9__lytM
ERR1913062.304935__1.304935	418240__A0A174NZX7__tagF_1
ERR1913062.305025__1.305025	1263044__GCA_000433375.1_00023
ERR1913062.305144__1.305144	166486__D4KYW5__ROSINTL182_05595
ERR1913062.305215__1.305215	821__A0A396EVC9__DXB90_03525
ERR1913062.305630__1.305630	40520__A0A174HSN4__ltaS1_2
ERR1913062.305668__1.305668	853__A0A173XRA8__CGS56_09290
ERR1913062.305671__1.305671	1735__B7CEC3__EUBIFOR_02567
ERR1913062.305682__1.305682	1262930__R5ZV69__BN693_01268
ERR1913062.305716__1.305716	820__A0A173YYG4__evgS_3
ERR1913062.305745__1.305745	853__A0A173YYY4__DWZ04_09420
ERR1913062.306029__1.306029	823__A0A355XN73__DXC05_07000
ERR1913062.306036__1.306036	1262743__R5C054__BN727_01980
ERR1913062.306068__1.306068	357276__B6W1Y1__BSEG_03960
ERR1913062.306191__1.306191	1262930__R6A2C3__BN693_02165
ERR1913062.306234__1.306234	1262924__R7HML0__BN585_01508
ERR1913062.306258__1.306258	357276__I8VLL2__HMPREF1065_03395
ERR1913062.306267__1.306267	853__A0A173YYY4__DWZ04_09420
ERR1913062.306377__1.306377	552398__T5S086__HMPREF0866_01580
ERR1913062.306401__1.306401	357276__I9QBT7__BSEG_03340
ERR1913062.306550__1.306550	1262930__R6AQL4__BN693_01311
ERR1913062.306572__1.306572	821__A0A174NM17__lacZ_6
ERR1913062.306581__1.306581	360807__C0FVL1__ERS852392_00394
ERR1913062.306649__1.306649	1262988__R7N3Y4__BN816_00210
ERR1913062.306710__1.306710	1735__B7CEC3__EUBIFOR_02567
ERR1913062.307096__1.307096	2293125__A0A374BV30__DW917_13395
ERR1913062.307106__1.307106	360807__A0A0M6WZV0__ERS852392_03150
ERR1913062.307171__1.307171	818__A0A174WSX6__Btheta7330_01915
ERR1913062.307357__1.307357	544645__A0A1Y3VSG8__DXC42_08680
ERR1913062.307405__1.307405	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913062.307419__1.307419	1262924__R7HRI6__BN585_00824
ERR1913062.307470__1.307470	820__A0A374MMF0__HMPREF1073_03811
ERR1913062.307659__1.307659	357276__I9FRW5__B5F95_21685
ERR1913062.307710__1.307710	357276__I9R2M6__BSEG_03499
ERR1913062.307742__1.307742	2293125__A0A374BV30__DW917_13395
ERR1913062.308003__1.308003	204516__U6REI9__HMPREF1534_02357
ERR1913062.308072__1.308072	821__A0A174NSU0__BVU_3144
ERR1913062.308154__1.308154	820__A0A174DZ97__SAMN05444418_101240
ERR1913062.308210__1.308210	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913062.308244__1.308244	487174__K0X591__DDY40_01805
ERR1913062.308654__1.308654	823__A0A355XKQ8__DHP27_04010
ERR1913062.308694__1.308694	853__A0A173YYY4__DWZ04_09420
ERR1913062.308665__1.308665	166486__D4KY48__gmr_5
ERR1913062.308706__1.308706	820__A0A396EWL3__ERS417307_03868
ERR1913062.308920__1.308920	165179__D1PGU8__PREVCOP_06463
ERR1913062.308926__1.308926	39488__A0A374N0M3__EUBHAL_02860
ERR1913062.309118__1.309118	1263044__GCA_000433375.1_03404
ERR1913062.309191__1.309191	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.309253__1.309253	410072__A0A173S248__ERS852525_02992
ERR1913062.309323__1.309323	357276__D1K3K9__EL88_23995
ERR1913062.309343__1.309343	165179__A0A3E5DN34__DXC61_07865
ERR1913062.309369__1.309369	46503__R6XDP9__ERS852463_01752
ERR1913062.309398__1.309398	33025__A0A395JB30__C8D73_1034
ERR1913062.309520__1.309520	35833__S2KTV4__HMPREF0179_05216
ERR1913062.309546__1.309546	39491__A0A395UXH0__EUBREC_0021
ERR1913062.309625__1.309625	853__C7H7F5__DWZ46_01780
ERR1913062.309656__1.309656	357276__B6W1J2__BACDOR_03380
ERR1913062.309664__1.309664	1263044__GCA_000433375.1_03400
ERR1913062.309741__1.309741	166486__D4L1P3__ERS852572_00760
ERR1913062.310068__1.310068	544644__GCA_001915615.1_02130
ERR1913062.310317__1.310317	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.310398__1.310398	2293125__A0A374BUM7__DW917_12980
ERR1913062.310428__1.310428	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.310450__1.310450	39486__B0G1Y1__DXD82_09465
ERR1913062.310488__1.310488	1735__B7CBP5__EUBIFOR_01620
ERR1913062.310706__1.310706	46503__R6X5I4__ERS852463_01136
ERR1913062.310860__1.310860	1262930__R6AUL9__BN693_02008
ERR1913062.310869__1.310869	166486__D4KYM4__ERS852572_02981
ERR1913062.310897__1.310897	28118__F9Z9Z6__DHW44_15190
ERR1913062.310964__1.310964	310298__B3JKM0__BACCOP_02451
ERR1913062.311091__1.311091	818__A0A0P0FLN9__NCTC13706_01794
ERR1913062.311174__1.311174	165179__A0A3E5AER8__DXB80_07075
ERR1913062.311270__1.311270	2293125__A0A374BUM7__DW917_12980
ERR1913062.311399__1.311399	1262930__R6ALR2__BN693_00077
ERR1913062.311521__1.311521	1262746__R5SN04__BN750_02419
ERR1913062.311532__1.311532	1304__A0A0F3HJ73__RSSL_01900
ERR1913062.311748__1.311748	2293125__A0A374C9I8__DW917_06795
ERR1913062.311773__1.311773	823__A0A174XJM9__CEQ22_007230
ERR1913062.311806__1.311806	310298__B3JNH3__BACCOP_03486
ERR1913062.311865__1.311865	357276__I8WPR6__EL88_06675
ERR1913062.312068__1.312068	357276__A0A0K2HDV9__DXD47_02600
ERR1913062.312097__1.312097	166486__D4L346__ROSINTL182_06263
ERR1913062.312100__1.312100	823__C7XBX3__HMPREF1059_03212
ERR1913062.312167__1.312167	821__I9R3W6__DXC16_12455
ERR1913062.312345__1.312345	820__A0A396EUU8__luxQ_3
ERR1913062.312503__1.312503	39488__A0A174CJ01__DXD91_03830
ERR1913062.312532__1.312532	39488__C0EX25__DXD91_11965
ERR1913062.312639__1.312639	166486__R6AZI2__ydaF
ERR1913062.312653__1.312653	310298__B3JED9__BACCOP_00230
ERR1913062.312690__1.312690	357276__I9QWD4__DXD47_15075
ERR1913062.312708__1.312708	310298__B3JGJ2__BACCOP_00994
ERR1913062.313050__1.313050	360807__C0FTG2__RIL183_32211
ERR1913062.313117__1.313117	322505__xre_3
ERR1913062.313163__1.313163	46503__R6WQ01__PARMER_03826
ERR1913062.313184__1.313184	46503__R6WWC9__PARMER_03215
ERR1913062.313251__1.313251	46503__R6X0L4__DXB61_05325
ERR1913062.313268__1.313268	671267__R9IB12__C802_00696
ERR1913062.313429__1.313429	823__A0A395YSW8__CF162_05645
ERR1913062.313544__1.313544	46506__A0A3E4UIV1__DXC34_17755
ERR1913062.313669__1.313669	165179__A0A3E5DN34__DXC61_07865
ERR1913062.313681__1.313681	310298__B3JFK4__BACCOP_00654
ERR1913062.313798__1.313798	544644__GCA_001915615.1_00037
ERR1913062.313723__1.313723	357276__I9R4T1__IY41_06800
ERR1913062.313895__1.313895	357276__C3REQ8__GV66_09740
ERR1913062.313906__1.313906	853__D4JY61__C4N21_10560
ERR1913062.314006__1.314006	204516__U6RAM4__HMPREF1534_03439
ERR1913062.314224__1.314224	166486__D4L1H3__sacC
ERR1913062.314254__1.314254	165179__R6PU83__CFT61_14275
ERR1913062.314288__1.314288	2108523__A0A2P2F7L3__LAWASA_1995
ERR1913062.314545__1.314545	165179__D1PGU8__PREVCOP_06463
ERR1913062.314623__1.314623	28118__F9Z9X9__DF785_11470
ERR1913062.314714__1.314714	823__A0A395YQ63__B5F32_15335
ERR1913062.314787__1.314787	88431__A0A174LBC0__DORLON_00105
ERR1913062.315012__1.315012	823__A0A355XF06__B5F32_11480
ERR1913062.315043__1.315043	39491__A0A396FPV7__ERS852580_01177
ERR1913062.315077__1.315077	165179__R6XLJ7__CFT61_06250
ERR1913062.315318__1.315318	46506__A0A108TCU0__etk
ERR1913062.315327__1.315327	165179__A0A229I7F5__DXB80_02650
ERR1913062.315470__1.315470	2293125__A0A374C4C8__DW917_09805
ERR1913062.315782__1.315782	46503__K5ZM81__DCY29_16460
ERR1913062.315852__1.315852	46506__A0A108TCU0__etk
ERR1913062.315877__1.315877	1535__A7VXR0__CLOLEP_03385
ERR1913062.316023__1.316023	410072__A0A173XQG6__ERS852574_01620
ERR1913062.316041__1.316041	46503__K5ZM81__DCY29_16460
ERR1913062.316047__1.316047	46503__R6Y4M7__HMPREF1078_03269
ERR1913062.316190__1.316190	1262930__R6AQM8__BN693_01323
ERR1913062.316281__1.316281	818__A0A3E5HDU6__C799_04515
ERR1913062.316431__1.316431	820__A0A173W419__DXC68_17760
ERR1913062.316506__1.316506	39486__R6SFA1__DXC93_11325
ERR1913062.316587__1.316587	310298__B3JQJ5__BACCOP_04231
ERR1913062.316600__1.316600	626933__H1DGX0__HMPREF9449_01506
ERR1913062.316798__1.316798	1735__B7C9Y8__EUBIFOR_00992
ERR1913062.317100__1.317100	487174__K0XLC3__HMPREF9448_01065
ERR1913062.317252__1.317252	1735__B7CDY0__EUBIFOR_02415
ERR1913062.317391__1.317391	310298__B3JNG7__BACCOP_03480
ERR1913062.317543__1.317543	357276__I8WPR6__EL88_06675
ERR1913062.317638__1.317638	357276__I9R994__BACDOR_04044
ERR1913062.317652__1.317652	1263044__GCA_000433375.1_00023
ERR1913062.317933__1.317933	33025__A0A395JBA6__C8D73_1039
ERR1913062.317971__1.317971	1262911__R6H2J2__BN557_01228
ERR1913062.318023__1.318023	46503__A7AG59__ERS852463_00349
ERR1913062.318056__1.318056	1304__A0A0Y1V0J7__CQA85_06265
ERR1913062.318036__1.318036	166486__D4KWT3__ROSINTL182_05973
ERR1913062.318038__1.318038	28052__R7NB47__msbA_2
ERR1913062.318239__1.318239	818__A0A0P0FBH7__ERS852557_03343
ERR1913062.318269__1.318269	544645__A0A1Y3W0T0__DXC42_17695
ERR1913062.318340__1.318340	649756__B0NYW1__DCR88_01045
ERR1913062.318395__1.318395	853__C7H7F8__yccM_1
ERR1913062.318789__1.318789	487174__K0X6Z7__DDY40_11525
ERR1913062.318870__1.318870	818__R7KV41__Btheta7330_04616
ERR1913062.319032__1.319032	338188__A0A174ETX3__ERS852397_01955
ERR1913062.319086__1.319086	821__A0A174V2F3__NCTC10583_01474
ERR1913062.319120__1.319120	410072__A0A174DIZ5__ERS852574_01258
ERR1913062.319147__1.319147	818__A0A3E5HPU8__ERS852430_01891
ERR1913062.319274__1.319274	2293125__A0A374CBD1__DW917_06995
ERR1913062.319305__1.319305	165179__A0A174UTZ7__DXC61_06705
ERR1913062.319337__1.319337	1262930__R6A8N0__BN693_02179
ERR1913062.319526__1.319526	39488__C0EY66__prkC_1
ERR1913062.319504__1.319504	39491__A0A2U2EK03__ERE_28780
ERR1913062.319644__1.319644	1262992__R5CXL2__BN795_00996
ERR1913062.319833__1.319833	410072__A0A173XQG6__ERS852574_01620
ERR1913062.319901__1.319901	2293125__A0A374BV30__DW917_13395
ERR1913062.319952__1.319952	1262924__R7HQD4__BN585_02072
ERR1913062.319967__1.319967	2293125__A0A374C4C8__DW917_09805
ERR1913062.320013__1.320013	1262924__R7HRE7__BN585_00055
ERR1913062.319984__1.319984	1262992__R5DDW9__BN795_00572
ERR1913062.319986__1.319986	1262924__R7HTA4__BN585_00391
ERR1913062.320017__1.320017	166486__D4KY48__gmr_5
ERR1913062.320107__1.320107	1262930__R6A468__BN693_01366
ERR1913062.320152__1.320152	487174__K0X1H0__DDY40_11080
ERR1913062.320258__1.320258	166486__D4KJ71__ERS852572_03479
ERR1913062.320409__1.320409	487174__K0WV19__HMPREF9448_01820
ERR1913062.320449__1.320449	823__D0TDY6__DHP27_09090
ERR1913062.320525__1.320525	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.320752__1.320752	544644__GCA_001915615.1_01047
ERR1913062.320757__1.320757	544644__GCA_001915615.1_01797
ERR1913062.320773__1.320773	820__A0A3E4VZY4__ERS852554_01211
ERR1913062.320885__1.320885	28118__A0A3D4ZFP4__DHW44_00270
ERR1913062.321171__1.321171	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.321197__1.321197	360807__C0FW52__RIL183_10551
ERR1913062.321406__1.321406	2108523__A0A2P2F504__LAWASA_1087
ERR1913062.321502__1.321502	1262924__R7HLJ5__BN585_01491
ERR1913062.321562__1.321562	165179__D1PCL6__DXB80_13435
ERR1913062.321586__1.321586	310298__B3JFK5__BACCOP_00655
ERR1913062.321631__1.321631	1262924__R7HLK0__BN585_01496
ERR1913062.321663__1.321663	28118__F9Z4Q2__Odosp_2759
ERR1913062.321691__1.321691	2293125__A0A374BUM7__DW917_12980
ERR1913062.321957__1.321957	165179__D1PHC0__PREVCOP_06640
ERR1913062.322004__1.322004	820__A0A374Q351__DXD40_05850
ERR1913062.322043__1.322043	39496__A5Z8R4__EUBVEN_02106
ERR1913062.322079__1.322079	357276__C3RA36__HMPREF1065_03270
ERR1913062.322151__1.322151	39488__A0A374NJP4__DXD91_10845
ERR1913062.322518__1.322518	410072__A0A173XQG6__ERS852574_01620
ERR1913062.322679__1.322679	823__A0A174GGT1__queG
ERR1913062.322791__1.322791	544644__GCA_001915615.1_01402
ERR1913062.323239__1.323239	310298__B3JQJ5__BACCOP_04231
ERR1913062.323391__1.323391	853__R6QDR1__C4N27_08170
ERR1913062.323406__1.323406	291645__I8XPK0__HMPREF1068_01554
ERR1913062.323815__1.323815	2293125__A0A374CCM7__DW917_05375
ERR1913062.323850__1.323850	74426__nifJ
ERR1913062.323858__1.323858	88431__A0A174JYP5__DORLON_02789
ERR1913062.323991__1.323991	820__A0A3E5BMG9__DXD40_05130
ERR1913062.324033__1.324033	820__A0A1Q6IDS8__chtA
ERR1913062.324225__1.324225	46503__R6X8Q3__fepA_2
ERR1913062.324469__1.324469	1262920__R5KD76__BN467_01465
ERR1913062.324511__1.324511	310298__B3JFS5__BACCOP_00726
ERR1913062.325213__1.325213	47678__R5U2B3__ERS852558_04029
ERR1913062.325191__1.325191	2108523__A0A2P2FAG7__LAWASA_3009
ERR1913062.325233__1.325233	1235793__R9KSF0__C809_01679
ERR1913062.325302__1.325302	1735__B7CCH2__EUBIFOR_01900
ERR1913062.325561__1.325561	821__A0A396F9T7__M097_3427
ERR1913062.325731__1.325731	821__A0A174V2F3__NCTC10583_01474
ERR1913062.325715__1.325715	820__A7VAR9__ERS852421_00197
ERR1913062.325799__1.325799	1262924__R7HQ14__BN585_00419
ERR1913062.326036__1.326036	310298__B3JI31__BACCOP_01543
ERR1913062.326127__1.326127	487174__K0XA48__DDY40_03955
ERR1913062.326133__1.326133	821__A0A0P0LFP6__C5Z04_13890
ERR1913062.326185__1.326185	310298__B3JF96__BACCOP_00544
ERR1913062.326265__1.326265	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913062.326267__1.326267	821__A0A174WBC9__ERS852556_03145
ERR1913062.326343__1.326343	2293125__A0A374BSW4__DW917_13420
ERR1913062.326446__1.326446	166486__D4KZ69__ERS852572_01502
ERR1913062.326483__1.326483	310298__B3JJX9__BACCOP_02203
ERR1913062.326511__1.326511	371601__D0TQ02__CW3_2465
ERR1913062.326720__1.326720	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.326802__1.326802	46503__R6WWC9__PARMER_03215
ERR1913062.326992__1.326992	410072__A0A3E4GRE0__DXD67_07105
ERR1913062.327108__1.327108	165179__A0A3E5AER8__DXB80_07075
