ERR1913155.341__1.341	387661__R5DFX1__PRABACTJOHN_01199
ERR1913155.602125__1.602125	28118__F9Z7P4__B5F99_17665
ERR1913155.602168__1.602168	823__A0A355XF06__B5F32_11480
ERR1913155.602301__1.602301	39491__D6E408__EUBREC_1466
ERR1913155.602387__1.602387	33025__A0A395J9X4__C8D73_109106
ERR1913155.602400__1.602400	74426__group_4851
ERR1913155.602516__1.602516	1150298__A0A174DX06__ERS852498_00491
ERR1913155.602551__1.602551	39490__U2P932__ERS852448_00304
ERR1913155.602628__1.602628	301302__A0A173TNM6__luxQ
ERR1913155.602689__1.602689	1150298__A0A174DTK6__ERS852498_00510
ERR1913155.602661__1.602661	820__A0A1T4IY71__HMPREF2141_02402
ERR1913155.602798__1.602798	239935__A0A2N8HWS3__CXU19_10285
ERR1913155.602834__1.602834	301302__A0A0M6WIX9__ERS852420_01972
ERR1913155.603042__1.603042	46503__R6X0L4__DXB61_05325
ERR1913155.603054__1.603054	360807__A0A0M6X184__ERS852392_03203
ERR1913155.603168__1.603168	1150298__R7JRU1__degA_3
ERR1913155.603263__1.603263	1262886__R6Q824__BN563_00941
ERR1913155.603268__1.603268	823__D7IT19__DHP27_03495
ERR1913155.603434__1.603434	1680__A0A2R4G1K8__BBMN23_0315
ERR1913155.603473__1.603473	28116__A7LS02__DXF98_24100
ERR1913155.603584__1.603584	1150298__A0A174KW35__cbbX
ERR1913155.603659__1.603659	820__R9HP61__DXC91_01090
ERR1913155.603705__1.603705	328814__GCA_004558275.1_02279
ERR1913155.603733__1.603733	28111__R5K3D9__NCTC11155_02788
ERR1913155.603819__1.603819	394340__nrdD
ERR1913155.603885__1.603885	40518__R5DXI4__DXD86_07420
ERR1913155.603866__1.603866	33043__A8SWM2__ERS852575_01910
ERR1913155.603902__1.603902	1160721__W0U5X6__RBI_I01796
ERR1913155.603996__1.603996	338188__C9L213__ERS852397_00630
ERR1913155.604075__1.604075	28111__R5K5V1__NCTC11155_02461
ERR1913155.604149__1.604149	216816__C2GW26__chb
ERR1913155.604165__1.604165	1262886__R6Q7L1__BN563_00804
ERR1913155.604230__1.604230	46503__K5ZKR1__dnaB
ERR1913155.604335__1.604335	1680__A0A3E4SB79__BAD_1517
ERR1913155.604418__1.604418	33043__A0A173WTR4__ERS852386_00324
ERR1913155.604420__1.604420	820__A0A174GYA8__DXB64_07370
ERR1913155.604352__1.604352	88431__A0A173XSN2__ERS852526_00723
ERR1913155.604509__1.604509	821__A0A0P0M3U7__DXB90_14325
ERR1913155.604543__1.604543	40518__R5DZ16__DXD86_01455
ERR1913155.604581__1.604581	40518__R5DU92__DXD93_03170
ERR1913155.604686__1.604686	1262911__R6GIB9__BN557_01439
ERR1913155.604851__1.604851	39491__A0A395ZL98__DXB99_00620
ERR1913155.605112__1.605112	33043__A0A174CC83__ERS852575_02077
ERR1913155.605290__1.605290	418240__C6J8A2__ERS852478_02512
ERR1913155.605391__1.605391	821__R9HFW2__DXD01_00365
ERR1913155.605420__1.605420	823__A0A174L7J4__CF162_00380
ERR1913155.605422__1.605422	40518__R5E0G0__RBATCC27255_01787
ERR1913155.605503__1.605503	40520__A0A396A356__DXB81_07630
ERR1913155.605697__1.605697	1160721__W0U2H8__BHW50_07775
ERR1913155.605873__1.605873	40518__A0A1C6H844__DXD93_02510
ERR1913155.605920__1.605920	853__A0A2A7B1Y7__C7K05_11930
ERR1913155.606085__1.606085	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913155.606107__1.606107	820__A7V8C2__ERS852554_01338
ERR1913155.606221__1.606221	1262886__R6Q989__BN563_01287
ERR1913155.606344__1.606344	820__A0A3E4W4Y7__B5G17_02055
ERR1913155.606387__1.606387	301302__R5V5K3__M72_10541
ERR1913155.606427__1.606427	40518__R5DXH2__DXD83_10135
ERR1913155.606404__1.606404	626929__F3PKF4__SAMN05444376_0707
ERR1913155.606447__1.606447	39492__D4JRX7__EUBSIR_01480
ERR1913155.606548__1.606548	40518__R5E426__DXD93_04485
ERR1913155.606691__1.606691	47678__A5ZF31__DXB67_11050
ERR1913155.606693__1.606693	33025__A0A395J9X4__C8D73_109106
ERR1913155.606885__1.606885	40518__R5DV58__htrA
ERR1913155.606942__1.606942	47678__A0A174H7W9__ERS852494_00524
ERR1913155.606984__1.606984	301302__A0A173UN42__lytR_3
ERR1913155.607114__1.607114	823__C7XA51__BDI_0499
ERR1913155.607186__1.607186	823__A0A174UR44__M095_2641
ERR1913155.607187__1.607187	40518__R5DVV1__RBATCC27255_00999
ERR1913155.607336__1.607336	410072__A0A174J5N8__sbcC
ERR1913155.607396__1.607396	357276__A0A076IYG1__B5F95_22465
ERR1913155.607449__1.607449	28117__R7JN92__BHV66_00550
ERR1913155.607454__1.607454	216816__D6DCQ7__HMPREF1312_1623
ERR1913155.607569__1.607569	100886__A0A174JPG5__CATMIT_00078
ERR1913155.607649__1.607649	40518__R5E6X5__sbcD
ERR1913155.607625__1.607625	28111__R5JVV2__BACEGG_02950
ERR1913155.607766__1.607766	371601__D6D747__CW3_0796
ERR1913155.607788__1.607788	1262980__R5BSE1__BN814_02439
ERR1913155.607809__1.607809	239935__A0A2N8HL91__holA
ERR1913155.607844__1.607844	820__R9I3Q7__HMPREF1072_01668
ERR1913155.607871__1.607871	116085__D4J6E9__DW747_15845
ERR1913155.607940__1.607940	40518__R5DVH6__DXD86_08955
ERR1913155.608054__1.608054	39492__D4MIY5__EUBSIR_00233
ERR1913155.608068__1.608068	301302__A0A0M6W9I4__M72_19871
ERR1913155.608136__1.608136	216816__A0A061M1M5__HMPREF0177_01046
ERR1913155.608140__1.608140	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913155.608630__1.608630	487174__K0X3V7__DIT83_01400
ERR1913155.608660__1.608660	33043__D5HHY4__luxQ_1
ERR1913155.608784__1.608784	33043__A0A174BPV6__ERS852445_01773
ERR1913155.608808__1.608808	28116__D7J6A7__NCTC11153_02798
ERR1913155.609053__1.609053	1262886__R6QPB0__BN563_00812
ERR1913155.609118__1.609118	1262924__R7HU74__BN585_00690
ERR1913155.609415__1.609415	40518__R5E4Y8__RBATCC27255_01448
ERR1913155.609457__1.609457	239935__A0A139TT05__CXU09_03335
ERR1913155.609483__1.609483	1150298__A0A174MSM0__toxA_2
ERR1913155.609704__1.609704	47678__R5UU99__C5Z00_11925
ERR1913155.610015__1.610015	418240__A0A174G147__toxA_4
ERR1913155.610136__1.610136	387090__S0F8B2__BACCOPRO_02129
ERR1913155.610179__1.610179	40518__R5E550__aroK
ERR1913155.610181__1.610181	88431__A0A174NWK4__DORLON_02346
ERR1913155.610304__1.610304	40518__R5DQR9__DXD83_00030
ERR1913155.610312__1.610312	820__A0A3E4GA19__SAMN05444418_10562
ERR1913155.610365__1.610365	418240__A0A174VMW5__ERS852478_01082
ERR1913155.610415__1.610415	820__A0A396EWL3__ERS417307_03868
ERR1913155.610468__1.610468	310298__B3JQJ5__BACCOP_04231
ERR1913155.610501__1.610501	823__A0A355XN73__DXC05_07000
ERR1913155.610544__1.610544	166486__D4KZW9__degS
ERR1913155.610587__1.610587	46228__V8C989__HMPREF1202_01036
ERR1913155.610645__1.610645	301302__A0A173T8V6__ERS852420_01966
ERR1913155.610713__1.610713	823__A0A355XF06__B5F32_11480
ERR1913155.610865__1.610865	301302__A0A173UPG6__ERS852420_03127
ERR1913155.610992__1.610992	46228__V8CB83__RUMLAC_02479
ERR1913155.611004__1.611004	33043__A0A173YUV6__ERS852386_00507
ERR1913155.611049__1.611049	820__A0A3E5E0T0__ERS852554_00312
ERR1913155.611032__1.611032	820__A0A3E4VZT7__DXB48_16145
ERR1913155.611219__1.611219	39491__C4ZC33__DXC13_11585
ERR1913155.611287__1.611287	820__A7V470__HMPREF1072_02076
ERR1913155.611348__1.611348	46228__V8BRK8__RUMLAC_01169
ERR1913155.611373__1.611373	301302__A0A173SCU7__M72_12871
ERR1913155.611404__1.611404	301302__A0A0M6WU48__M72_10411
ERR1913155.611490__1.611490	821__E5UMZ6__BVU_1450
ERR1913155.611528__1.611528	820__A0A3E4RU03__M093_0563
ERR1913155.611542__1.611542	1262924__R7HRI6__BN585_00824
ERR1913155.611627__1.611627	1150298__A0A174RP87__uppP_1
ERR1913155.611635__1.611635	216816__A0A133LQN7__BL15B_00780
ERR1913155.611748__1.611748	1628085__A0A2U1BGQ7__C7386_101108
ERR1913155.611895__1.611895	821__A0A0P0L8F8__ERS852509_03705
ERR1913155.611901__1.611901	820__A0A173XIP7__B5G17_16050
ERR1913155.611918__1.611918	544645__A0A3D2DVR9__DXC42_05855
ERR1913155.612035__1.612035	338188__A0A174JXM7__ERS852397_03350
ERR1913155.612174__1.612174	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913155.612441__1.612441	40518__R5DU92__DXD93_03170
ERR1913155.612602__1.612602	33025__A0A395JAF6__C8D73_10758
ERR1913155.612682__1.612682	28116__A0A1Y4PWX5__rpoE_4
ERR1913155.612709__1.612709	301302__A0A173SCU7__M72_12871
ERR1913155.612732__1.612732	454155__F3QQI3__HMPREF9442_00425
ERR1913155.612856__1.612856	40518__R5E1X3__clcA
ERR1913155.613036__1.613036	40518__R5E2Z2__DXD93_09295
ERR1913155.613046__1.613046	301302__A0A0M6W9I4__M72_19871
ERR1913155.613053__1.613053	40518__R5DVL2__penA
ERR1913155.613238__1.613238	46228__V8C458__DXD17_08090
ERR1913155.613244__1.613244	100886__E2NQ04__CATMIT_00655
ERR1913155.613355__1.613355	301302__A0A0M6W9N8__tig_2
ERR1913155.613333__1.613333	1262924__R7HQL9__BN585_00607
ERR1913155.613408__1.613408	33043__A0A173YEP6__ERS852575_00888
ERR1913155.613479__1.613479	40518__R5DXP6__DXD83_06110
ERR1913155.613630__1.613630	328814__GCA_004558275.1_00036
ERR1913155.613784__1.613784	40518__R5E1J2__DXD93_04070
ERR1913155.613910__1.613910	28117__B0MTI4__ALIPUT_00084
ERR1913155.614053__1.614053	40518__R5DS17__RBATCC27255_00416
ERR1913155.614130__1.614130	216816__A0A087AWM6__APK78_00765
ERR1913155.614133__1.614133	706562__GCA_900112995.1_01884
ERR1913155.614212__1.614212	384639__GCA_003096855.1_01173
ERR1913155.614221__1.614221	40518__R5DMZ0__DXD83_05610
ERR1913155.614228__1.614228	28111__E5WZI1__BACEGG_01444
ERR1913155.614243__1.614243	28111__E5WZI1__BACEGG_01444
ERR1913155.614300__1.614300	33025__A0A395JIJ9__C8D73_101350
ERR1913155.614324__1.614324	820__R9HP61__DXC91_01090
ERR1913155.614393__1.614393	216816__C5E9A6__mutT4
ERR1913155.614449__1.614449	820__A0A139KHX1__HMPREF2141_00289
ERR1913155.614500__1.614500	216816__C2GUV2__APC1478_0430
ERR1913155.614553__1.614553	40518__R5DW64__RBL236_01394
ERR1913155.614676__1.614676	74426__nifJ
ERR1913155.614801__1.614801	301302__R5UQ61__M72_23071
ERR1913155.614802__1.614802	39491__A0A395ZKJ0__DXD13_11010
ERR1913155.614821__1.614821	40518__R5E6X5__sbcD
ERR1913155.614832__1.614832	28117__B0MXD0__ALIPUT_01669
ERR1913155.614839__1.614839	301302__A0A0M6WPH4__ERS852420_01173
ERR1913155.614897__1.614897	1262911__R6GTE6__BN557_01358
ERR1913155.614963__1.614963	1550024__G9RQ35__ASJ35_06570
ERR1913155.615050__1.615050	40518__R5DUU8__DXD86_08440
ERR1913155.615224__1.615224	301302__A0A0M6X0D2__cpsB_2
ERR1913155.615333__1.615333	487174__W0ES49__HMPREF9448_00709
ERR1913155.615354__1.615354	40518__R5DVQ2__DXD93_00365
ERR1913155.615357__1.615357	39496__A5Z5I2__EUBVEN_00963
ERR1913155.615497__1.615497	1965604__A0A1Y4ESK1__B5F54_08490
ERR1913155.615544__1.615544	47678__R5UZM4__DW706_15680
ERR1913155.615618__1.615618	28117__B0MXX3__BHV66_07695
ERR1913155.615665__1.615665	40518__R5E2U9__RBL263_01292
ERR1913155.615781__1.615781	40518__R5DZI2__DXD93_06940
ERR1913155.615896__1.615896	820__A0A139KH21__DXC80_01780
ERR1913155.615979__1.615979	487174__K0WU53__DDY40_07650
ERR1913155.615983__1.615983	39491__C4ZCH3__EUR_17560
ERR1913155.616240__1.616240	33043__A0A173WZE5__ERS852386_00374
ERR1913155.616212__1.616212	28052__A0A174GR15__mcp3_1
ERR1913155.616286__1.616286	853__A0A174C5M1__CGS58_04460
ERR1913155.616328__1.616328	410072__A0A174IQI6__ERS852574_01030
ERR1913155.616348__1.616348	301302__R5VFU2__xynA1
ERR1913155.616401__1.616401	40518__R5E1X3__clcA
ERR1913155.616562__1.616562	1680__A7A4N3__ERS852382_00779
ERR1913155.616581__1.616581	487174__R5FN40__HMPREF9448_01366
ERR1913155.616784__1.616784	28117__B0MSS9__BHV66_06085
ERR1913155.616821__1.616821	1262911__R6H174__BN557_01246
ERR1913155.616891__1.616891	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913155.616903__1.616903	40518__A0A373KL92__RBATCC27255_01378
ERR1913155.616909__1.616909	823__A6LHU5__M092_0203
ERR1913155.616969__1.616969	820__A0A3E4WA06__ERS852554_03404
ERR1913155.617133__1.617133	116085__D4J6G4__DW747_13800
ERR1913155.617160__1.617160	28111__R5JUE8__HMPREF1016_02680
ERR1913155.617186__1.617186	216816__C2GUV2__APC1478_0430
ERR1913155.617298__1.617298	40518__R5E7G3__DXD86_03405
ERR1913155.617469__1.617469	39491__A0A396FQV7__T1815_10751
ERR1913155.617538__1.617538	88431__A0A3D0F0I7__DORLON_00967
ERR1913155.617540__1.617540	1432052__A0A1E3AWC1__BEI64_32410
ERR1913155.617552__1.617552	1897011__A0A1Q6RIA6__BHW41_01370
ERR1913155.617757__1.617757	1262824__R6S1J4__BN719_01997
ERR1913155.618075__1.618075	487174__K0WX10__DIT83_10030
ERR1913155.618121__1.618121	853__A0A173RZ39__C4N22_01650
ERR1913155.618201__1.618201	820__A0A174FUG6__DXC91_11265
ERR1913155.618204__1.618204	338188__R6RPM1__BACFIN_05401
ERR1913155.618246__1.618246	40518__R5DXI4__DXD86_07420
ERR1913155.618287__1.618287	301302__A0A173RYX5__ERS852420_00973
ERR1913155.618331__1.618331	820__A7VAR9__ERS852421_00197
ERR1913155.618447__1.618447	28111__R5JN40__HMPREF1016_01803
ERR1913155.618672__1.618672	46228__B5CTE4__DXD17_12795
ERR1913155.618734__1.618734	745368__A0A1T4X705__SAMN02745178_01472
ERR1913155.618825__1.618825	88431__A0A174UW18__lytR_4
ERR1913155.618966__1.618966	1263044__GCA_000433375.1_01140
ERR1913155.618973__1.618973	820__A0A173YYG4__evgS_3
ERR1913155.619026__1.619026	387661__B7B704__B5F96_16210
ERR1913155.619115__1.619115	88431__A0A174KC10__ERS852423_00293
ERR1913155.619057__1.619057	1262886__R6RGH6__BN563_01505
ERR1913155.619171__1.619171	214856__R6Z288__ERS852447_00734
ERR1913155.619261__1.619261	1965604__A0A1Y4EPS9__B5F54_11500
ERR1913155.619339__1.619339	28117__B0MTY2__BHV66_06485
ERR1913155.619403__1.619403	821__A0A174NM17__lacZ_6
ERR1913155.619422__1.619422	39491__D6E118__DXB69_05765
ERR1913155.619526__1.619526	46503__K5ZKR1__dnaB
ERR1913155.619561__1.619561	216816__A0A395XYV2__APC1468_1887
ERR1913155.619737__1.619737	28118__F9Z667__NCTC10826_00403
ERR1913155.619806__1.619806	853__A0A2A7A4A9__C4N21_14870
ERR1913155.619837__1.619837	1262911__R6GT12__BN557_01070
ERR1913155.620037__1.620037	1262886__R6QR12__BN563_01295
ERR1913155.620209__1.620209	39491__A0A396FP46__cobD_2
ERR1913155.620272__1.620272	46228__B5CTC0__RUMLAC_02743
ERR1913155.620389__1.620389	239935__A0A2N8I693__CXU17_08410
ERR1913155.620424__1.620424	40518__R5DP91__RBL236_00890
ERR1913155.620494__1.620494	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913155.620558__1.620558	84030__D6DGY7__B5F06_04560
ERR1913155.620575__1.620575	821__A0A0P0L8F8__ERS852509_03705
ERR1913155.620680__1.620680	1680__A0A0B5BL52__ERS852382_00480
ERR1913155.620867__1.620867	100886__A0A174HSW5__supH
ERR1913155.620852__1.620852	39491__A0A396FEW6__T1815_18721
ERR1913155.620918__1.620918	33025__A0A395J9X4__C8D73_109106
ERR1913155.620955__1.620955	40518__R5DME2__DXD86_07315
ERR1913155.621045__1.621045	33043__D5HHY4__luxQ_1
ERR1913155.621069__1.621069	47678__R5UER2__CGC64_00710
ERR1913155.621097__1.621097	821__A0A0P0M405__DXC02_15075
ERR1913155.621129__1.621129	40518__R5E6K5__speA
ERR1913155.621446__1.621446	46503__R6WYJ8__DXB85_13825
ERR1913155.621563__1.621563	820__A0A174CK74__DXB48_07060
ERR1913155.621747__1.621747	328814__GCA_004558275.1_00059
ERR1913155.621875__1.621875	28118__R6FCY1__DER54_07335
ERR1913155.621918__1.621918	33043__A0A174B6N5__ERS852445_02414
ERR1913155.621999__1.621999	40518__R5DQD6__DXD83_09060
ERR1913155.622125__1.622125	328814__GCA_004558275.1_00035
ERR1913155.622516__1.622516	292800__G9YLB2__HMPREF0372_00277
ERR1913155.622495__1.622495	46228__V8C989__HMPREF1202_01036
ERR1913155.622584__1.622584	1262886__R6QP39__BN563_00737
ERR1913155.622655__1.622655	28117__B0MT86__BHV66_02450
ERR1913155.622723__1.622723	820__A7VAR9__ERS852421_00197
ERR1913155.622765__1.622765	328814__GCA_004558275.1_00034
ERR1913155.622832__1.622832	40518__R5DR39__mreB_2
ERR1913155.622958__1.622958	820__A0A374QGD2__ERS852421_02382
ERR1913155.623329__1.623329	820__A0A3E4VZY4__ERS852554_01211
ERR1913155.623336__1.623336	1262911__R6GT76__BN557_01150
ERR1913155.623429__1.623429	853__A0A173XRA8__CGS56_09290
ERR1913155.623532__1.623532	301302__R5UNJ6__M72_26701
ERR1913155.623553__1.623553	821__A0A0P0L952__M097_4235
ERR1913155.623636__1.623636	47678__A5ZHL2__DXB67_12495
ERR1913155.623779__1.623779	823__K6AMD2__B5F32_04565
ERR1913155.624091__1.624091	239935__A0A2N8I6R6__CXU04_04335
ERR1913155.624239__1.624239	310298__B3JQJ5__BACCOP_04231
ERR1913155.624291__1.624291	39491__A0A3E4YFT8__DXB69_10940
ERR1913155.624334__1.624334	40518__R5DV58__htrA
ERR1913155.624432__1.624432	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913155.624560__1.624560	626933__H1DGX0__HMPREF9449_01506
ERR1913155.624633__1.624633	39492__D4JUD7__EUBSIR_01877
ERR1913155.624683__1.624683	626933__H1DGX0__HMPREF9449_01506
ERR1913155.624842__1.624842	47678__R5U3V5__DW706_14455
ERR1913155.625000__1.625000	39492__D4JVC7__yfgF
ERR1913155.625218__1.625218	301302__A0A0M6WPH4__ERS852420_01173
ERR1913155.625175__1.625175	46506__S3YS03__DXC34_03445
ERR1913155.625364__1.625364	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913155.625370__1.625370	39491__A0A395V5L2__ERE_28270
ERR1913155.625380__1.625380	823__A0A078SYK6__DXB14_02485
ERR1913155.625383__1.625383	487174__K0X1D9__HMPREF9448_00919
ERR1913155.625431__1.625431	410072__R6LKC9__ERS852525_01807
ERR1913155.625618__1.625618	239935__A0A2N8I390__CXU16_10675
ERR1913155.625663__1.625663	28111__E5WZE2__NCTC11155_00550
ERR1913155.625753__1.625753	28111__E5X333__NCTC11155_03016
ERR1913155.625805__1.625805	28111__E5WUE9__NCTC11155_01729
ERR1913155.625911__1.625911	39491__A0A395V0E5__ERE_31370
ERR1913155.625915__1.625915	376805__F0R8H8__Bacsa_0435
ERR1913155.626012__1.626012	1150298__R7JTY5__ERS852406_02079
ERR1913155.626185__1.626185	40518__R5E7S2__RBL263_00671
ERR1913155.626249__1.626249	106588__A6NUL8__BACCAP_01900
ERR1913155.626380__1.626380	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913155.626329__1.626329	39485__C4Z069__EUBELI_00981
ERR1913155.626331__1.626331	820__A0A173W419__DXC68_17760
ERR1913155.626382__1.626382	823__A0A355XEX9__ERS852560_03521
ERR1913155.626480__1.626480	166486__D4KXZ7__ROSINTL182_05052
ERR1913155.626749__1.626749	360807__A0A174CZ42__RIL183_11251
ERR1913155.626835__1.626835	301302__R5VFU2__xynA1
ERR1913155.627096__1.627096	1262911__R6GTF7__BN557_01242
ERR1913155.627394__1.627394	46503__R6X0F0__DD461_05620
ERR1913155.627396__1.627396	40518__R5E1J7__RBL236_02062
ERR1913155.627522__1.627522	1262924__R7HUR1__BN585_00057
ERR1913155.627534__1.627534	47678__R5UU99__C5Z00_11925
ERR1913155.627817__1.627817	40519__U2MCQ8__RUMCAL_00556
ERR1913155.627954__1.627954	47678__R5UAF6__ERS852494_02966
ERR1913155.627975__1.627975	823__A0A073I5R7__cloSI
ERR1913155.627990__1.627990	28117__R7JIJ8__BHV66_01635
ERR1913155.628086__1.628086	1262980__R5BZ40__BN814_00028
ERR1913155.628095__1.628095	40518__R5E642__RBATCC27255_00729
ERR1913155.628190__1.628190	28116__A0A1Y4PHM7__DXA80_25130
ERR1913155.628234__1.628234	239935__A0A2N8IMC9__CXU09_02095
ERR1913155.628308__1.628308	301302__R5VF67__M72_01841
ERR1913155.628476__1.628476	216816__D6D9H5__APC1466_0493
ERR1913155.628501__1.628501	28116__A0A1Y4Q363__Bovatus_00608
ERR1913155.628513__1.628513	39491__A0A395ZG74__licR
ERR1913155.628644__1.628644	820__A0A139JRH8__HMPREF2141_04326
ERR1913155.628832__1.628832	40518__R5DZC6__mreC
ERR1913155.629045__1.629045	40518__R5DW64__RBL236_01394
ERR1913155.629107__1.629107	418240__C6J8B6__ERS852523_03677
ERR1913155.629127__1.629127	47678__R5UES7__sipS
ERR1913155.629135__1.629135	376805__F0R8H8__Bacsa_0435
ERR1913155.629139__1.629139	487174__K0X3U2__DIT83_02455
ERR1913155.629410__1.629410	39491__A0A395ZKJ0__DXD13_11010
ERR1913155.629460__1.629460	39490__R5U5S2__ERS852448_00874
ERR1913155.629463__1.629463	40518__R5DX31__DXD86_09775
ERR1913155.629509__1.629509	33043__D5HF43__ERS852445_00477
ERR1913155.629534__1.629534	820__R9I3Q7__HMPREF1072_01668
ERR1913155.629551__1.629551	47678__R5U2W6__CGC64_03455
ERR1913155.629650__1.629650	40518__R5DUJ5__DXD83_01635
ERR1913155.629727__1.629727	820__A0A174Q0F0__DXB48_08080
ERR1913155.629732__1.629732	28117__B0MXJ1__BHV66_08445
ERR1913155.629864__1.629864	39491__A0A174K9A3__DXB69_07785
ERR1913155.630040__1.630040	116085__D4JC45__DW747_00315
ERR1913155.630177__1.630177	823__A0A174VHT1__DHP27_04775
ERR1913155.630192__1.630192	454155__F3QQI3__HMPREF9442_00425
ERR1913155.630205__1.630205	40518__R5E6X1__DXD83_01720
ERR1913155.630290__1.630290	357276__B6VT86__IY41_22515
ERR1913155.630342__1.630342	39491__A0A173SH34__EUR_24920
ERR1913155.630304__1.630304	28052__A0A174JVY9__ERS852451_01194
ERR1913155.630389__1.630389	39492__D4JRZ7__smc
ERR1913155.630394__1.630394	823__A0A355XF06__B5F32_11480
ERR1913155.630399__1.630399	301302__R5UQW7__ERS852420_02102
ERR1913155.630410__1.630410	40518__R5DP61__DXD86_06345
ERR1913155.630455__1.630455	301302__A0A173R048__M72_22311
ERR1913155.630484__1.630484	301302__R5V4M3__ERS852420_01171
ERR1913155.630517__1.630517	853__A0A173XRA8__CGS56_09290
ERR1913155.630575__1.630575	1150298__A0A173ZI89__ERS852498_03535
ERR1913155.630653__1.630653	1262911__R6GTZ0__BN557_01437
ERR1913155.630797__1.630797	823__D7ILK2__ERS852380_00031
ERR1913155.630862__1.630862	40518__R5DP21__RBATCC27255_00348
ERR1913155.630920__1.630920	821__A0A174V2F3__NCTC10583_01474
ERR1913155.630948__1.630948	216816__A0A2U0BT35__BL1206_1860
ERR1913155.631143__1.631143	40518__R5DXH2__DXD83_10135
ERR1913155.631150__1.631150	1150298__R7JNQ8__ERS852406_00857
ERR1913155.631183__1.631183	384639__GCA_003096855.1_01617
ERR1913155.631257__1.631257	88431__A0A173WD09__zntR_1
ERR1913155.631378__1.631378	1262886__R6QAR9__BN563_00973
ERR1913155.631576__1.631576	820__A0A139JRS5__HMPREF1073_04025
ERR1913155.631721__1.631721	823__A6LHJ7__ERS852380_00253
ERR1913155.631761__1.631761	46503__R6X0L4__DXB61_05325
ERR1913155.631792__1.631792	33025__A0A395JBU5__C8D73_10423
ERR1913155.631936__1.631936	46503__R6X6L7__HMPREF1060_00291
ERR1913155.631930__1.631930	39496__A5Z8N9__EUBVEN_02081
ERR1913155.632101__1.632101	40519__U2MCQ8__RUMCAL_00556
ERR1913155.632426__1.632426	40518__R5DVH6__DXD86_08955
ERR1913155.632457__1.632457	46503__R6X5W5__HMPREF1078_03156
ERR1913155.632577__1.632577	853__A8S882__C4N23_07600
ERR1913155.632620__1.632620	46228__V8BPL7__DXD17_00445
ERR1913155.632782__1.632782	310298__B3JQJ5__BACCOP_04231
ERR1913155.632898__1.632898	371601__A0A139LNL6__ERS852396_04350
ERR1913155.632852__1.632852	216816__D6DCL7__BFS26_02835
