ERR1913249.568__1.568	1680__A0A374QDL4__LMG18897_0432
ERR1913249.255776__1.255776	1680__R5GPK0__B0487_0620
ERR1913249.256096__1.256096	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913249.256097__1.256097	853__C7H7F5__DWZ46_01780
ERR1913249.256018__1.256018	239935__R6JD78__CXU05_09250
ERR1913249.256215__1.256215	1780376__A0A143XEY2__BN3659_00222
ERR1913249.256326__1.256326	239935__A0A139TPD4__CXT86_06450
ERR1913249.256861__1.256861	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.256880__1.256880	216816__C2GSX7__DD678_03555
ERR1913249.257365__1.257365	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.257404__1.257404	1262992__R5CXM8__BN795_01024
ERR1913249.257651__1.257651	853__A0A173YYY4__DWZ04_09420
ERR1913249.257653__1.257653	1262911__R6HHR1__BN557_01622
ERR1913249.257832__1.257832	1680__A7A2Y2__NCTC11814_00537
ERR1913249.257831__1.257831	1680__A0A087DLC6__C8077_00815
ERR1913249.258227__1.258227	40518__R5E1X3__clcA
ERR1913249.258233__1.258233	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.258332__1.258332	84112__F0HQ18__Elen_3101
ERR1913249.258383__1.258383	239935__A0A2N8HAQ1__DEF40_05290
ERR1913249.258478__1.258478	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.258668__1.258668	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.258765__1.258765	1550024__A0A3B9WIB6__TQ39_08435
ERR1913249.259179__1.259179	214856__A0A174ZLW6__ERS852559_01424
ERR1913249.259143__1.259143	28117__B0MWZ3__BHV66_03240
ERR1913249.259400__1.259400	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.259326__1.259326	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.259729__1.259729	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.259956__1.259956	239935__A0A2N8IKW7__pstA
ERR1913249.260126__1.260126	216816__C2GUV2__APC1478_0430
ERR1913249.260322__1.260322	239935__A0A2N8HS88__CXU19_12255
ERR1913249.260551__1.260551	1263107__GCA_000436995.1_00169
ERR1913249.260554__1.260554	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.260622__1.260622	1150298__A0A174HYM9__ERS852406_01664
ERR1913249.260788__1.260788	1262911__R6H1A6__BN557_01286
ERR1913249.261183__1.261183	820__A0A174A6K0__M093_0079
ERR1913249.261252__1.261252	239935__R7DVW2__CXU02_03915
ERR1913249.261334__1.261334	239935__A0A2N8J2P6__ADH72_06730
ERR1913249.261377__1.261377	1501391__GCA_000786575.1_00119
ERR1913249.261844__1.261844	1501391__GCA_000786575.1_00027
ERR1913249.261848__1.261848	1262911__R6GTF7__BN557_01242
ERR1913249.261963__1.261963	28117__B0MVL5__BHV66_01660
ERR1913249.262075__1.262075	1965549__A0A1Y4TLK0__B5E65_04435
ERR1913249.262463__1.262463	1680__A0A174BEE7__BSTER_1311
ERR1913249.262715__1.262715	1680__A0A0C2YNK5__BADO_0780
ERR1913249.262725__1.262725	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.262804__1.262804	239935__A0A2N8ITG2__Amuc_0335
ERR1913249.262746__1.262746	239935__A0A2N8IKW7__pstA
ERR1913249.263262__1.263262	214856__A0A174ZLY7__ERS852447_02456
ERR1913249.263572__1.263572	1262911__R6H2J2__BN557_01228
ERR1913249.263531__1.263531	1262869__R7CRV8__BN625_00418
ERR1913249.263628__1.263628	239935__A0A2N8I5A2__DEF40_08455
ERR1913249.263714__1.263714	214856__R6YC22__ERS852447_01215
ERR1913249.264133__1.264133	216816__D6DBD5__DXC32_04335
ERR1913249.264196__1.264196	1150298__R7JRJ7__ERS852406_01438
ERR1913249.264282__1.264282	630129__A0A087AXF3__BBKW_0099
ERR1913249.264291__1.264291	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.264687__1.264687	214856__R5UN64__ERS852447_02669
ERR1913249.264695__1.264695	820__A0A3E4WCX3__C801_02709
ERR1913249.265018__1.265018	823__K6AMD2__B5F32_04565
ERR1913249.265139__1.265139	239935__A0A2N8HB50__CXU17_02615
ERR1913249.265654__1.265654	1150298__A0A174DSD1__dacB_3
ERR1913249.265980__1.265980	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.265941__1.265941	239935__A0A2N8HT68__ADH72_00510
ERR1913249.265984__1.265984	853__C7H1R8__DW905_06675
ERR1913249.266132__1.266132	239935__B2UL21__CXT98_03395
ERR1913249.266138__1.266138	239935__A0A2N8IV82__CXT99_06735
ERR1913249.266237__1.266237	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.266391__1.266391	1550024__A0A3B9WI73__ASJ35_03410
ERR1913249.266424__1.266424	216816__D6ZW33__azlC
ERR1913249.266532__1.266532	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913249.266551__1.266551	1150298__A0A174HB98__ERS852406_02617
ERR1913249.266631__1.266631	239935__R6JD78__CXU05_09250
ERR1913249.266672__1.266672	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913249.266720__1.266720	28117__B0MXU0__BHV66_07550
ERR1913249.267224__1.267224	40518__R5E4Y8__RBATCC27255_01448
ERR1913249.267890__1.267890	239935__A0A2N8IL82__CXU02_11740
ERR1913249.268017__1.268017	239935__A0A139TT05__CXU09_03335
ERR1913249.268019__1.268019	28117__B0MTY2__BHV66_06485
ERR1913249.268060__1.268060	74426__nifJ
ERR1913249.268132__1.268132	239935__A0A2N8IF99__lpdA
ERR1913249.268260__1.268260	1681__E4VBF7__DD684_05570
ERR1913249.268386__1.268386	1681__A0A292G5S9__BBPR_1493
ERR1913249.268463__1.268463	817__A0A396C3S8__CQW36_02929
ERR1913249.269033__1.269033	817__A0A139TB74__M116_3004
ERR1913249.269118__1.269118	1263044__GCA_000433375.1_03429
ERR1913249.269126__1.269126	216816__D6DC91__DXC72_07710
ERR1913249.269346__1.269346	1501391__GCA_000786575.1_00123
ERR1913249.269291__1.269291	1501391__GCA_000786575.1_00123
ERR1913249.269300__1.269300	239935__A0A2N8IG27__CXT85_07805
ERR1913249.269320__1.269320	1550024__G9RWG1__ASJ35_03770
ERR1913249.269577__1.269577	39491__A0A396FI89__DXD95_01300
ERR1913249.269653__1.269653	239935__A0A2N8I791__CXT99_09415
ERR1913249.269877__1.269877	239935__A0A139TVJ4__CXT86_02020
ERR1913249.269916__1.269916	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.270015__1.270015	28117__B0MXD0__ALIPUT_01669
ERR1913249.270134__1.270134	1680__R5GKP2__DXD60_06200
ERR1913249.270410__1.270410	817__A0A139TB74__M116_3004
ERR1913249.271059__1.271059	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.271185__1.271185	1680__A0A174BH90__B0487_1759
ERR1913249.271599__1.271599	239935__B2UNF6__CXU17_03450
ERR1913249.271727__1.271727	239935__A0A139TVJ4__CXT86_02020
ERR1913249.271730__1.271730	1680__A0A0B5BHY4__DXD63_03525
ERR1913249.271824__1.271824	1550024__G9RP69__ASJ35_11625
ERR1913249.271831__1.271831	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.271777__1.271777	239935__R7DVL7__CXT93_01180
ERR1913249.271780__1.271780	208479__A8S5V6__CGC65_15930
ERR1913249.271798__1.271798	239935__A0A2N8I7W6__CXT90_04245
ERR1913249.271972__1.271972	239935__A0A139TMD2__CXU18_02250
ERR1913249.272103__1.272103	239935__A0A139TLF5__CXU18_06685
ERR1913249.272118__1.272118	61171__B9Y5T8__HOLDEFILI_01170
ERR1913249.272134__1.272134	40518__R5DVL2__penA
ERR1913249.272058__1.272058	1262911__R6HG22__BN557_01336
ERR1913249.272135__1.272135	239935__A0A2N8INZ4__CXU08_03560
ERR1913249.272483__1.272483	1680__A0A3E4SB79__BAD_1517
ERR1913249.272471__1.272471	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.272523__1.272523	28117__B0MYW7__ALIPUT_02336
ERR1913249.272986__1.272986	28117__B0MYI9__BHV66_05415
ERR1913249.273097__1.273097	1262911__R6GT99__BN557_01335
ERR1913249.273436__1.273436	1680__A0A0C2YNK5__BADO_0780
ERR1913249.273449__1.273449	28117__B0MVL5__BHV66_01660
ERR1913249.273567__1.273567	239935__B2UNC5__B5G29_07685
ERR1913249.273702__1.273702	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.273819__1.273819	820__R9I2U8__DXC68_09590
ERR1913249.273923__1.273923	28117__B0MWX3__BHV66_03010
ERR1913249.274117__1.274117	28117__B0MY40__BHV66_05170
ERR1913249.274246__1.274246	853__A0A2A7A4A9__C4N21_14870
ERR1913249.274267__1.274267	821__A0A395UNT8__DXD64_15275
ERR1913249.274379__1.274379	239935__A0A2N8HT44__CXT84_11035
ERR1913249.274671__1.274671	239935__A0A2N8HB50__CXU17_02615
ERR1913249.274765__1.274765	239935__R6J776__CXU07_02355
ERR1913249.274782__1.274782	853__A0A2A6Z8X1__FPR_03410
ERR1913249.275028__1.275028	1965631__A0A1Y4AIV0__B5F90_04660
ERR1913249.275098__1.275098	1550024__A0A3B9WKW6__TQ39_07780
ERR1913249.275220__1.275220	820__A0A3E4GA19__SAMN05444418_10562
ERR1913249.275302__1.275302	1262911__R6GTF7__BN557_01242
ERR1913249.275541__1.275541	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.275608__1.275608	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.275990__1.275990	239935__A0A2N8HT44__CXT84_11035
ERR1913249.276128__1.276128	328814__GCA_004558275.1_00035
ERR1913249.276426__1.276426	239935__A0A139TPD4__CXT86_06450
ERR1913249.276471__1.276471	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.276547__1.276547	39491__A0A395ZL98__DXB99_00620
ERR1913249.276625__1.276625	328814__GCA_004558275.1_01621
ERR1913249.276722__1.276722	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.277137__1.277137	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.277214__1.277214	214856__A0A173Z0E2__ERS852447_00764
ERR1913249.277616__1.277616	1550024__G9RPC6__TQ39_05630
ERR1913249.277875__1.277875	216816__C2GUV2__APC1478_0430
ERR1913249.278216__1.278216	1680__A1A132__B0703_0684
ERR1913249.278243__1.278243	216816__D6DBD5__DXC32_04335
ERR1913249.278532__1.278532	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.278707__1.278707	239935__A0A2N8INK7__Amuc_0521
ERR1913249.278845__1.278845	239935__A0A2N8J2P6__ADH72_06730
ERR1913249.278955__1.278955	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913249.278981__1.278981	1263064__GCA_000431175.1_03546
ERR1913249.279049__1.279049	239935__A0A2N8IZ16__CXT84_05850
ERR1913249.279818__1.279818	74426__group_4823
ERR1913249.279902__1.279902	853__A0A174C5M1__CGS58_04460
ERR1913249.280333__1.280333	823__D7IT19__DHP27_03495
ERR1913249.280289__1.280289	1680__A0A174BEE7__BSTER_1311
ERR1913249.280686__1.280686	1197717__A0A1B2I7W1__BED41_13740
ERR1913249.280801__1.280801	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.280823__1.280823	74426__argF
ERR1913249.280928__1.280928	1262911__R6GPB5__BN557_00842
ERR1913249.280948__1.280948	10680__GeneID:1261099
ERR1913249.281019__1.281019	239935__A0A2N8I368__CXT95_04550
ERR1913249.281092__1.281092	853__A0A2A7B9I6__DW855_13690
ERR1913249.281114__1.281114	239935__R7DVW2__CXU02_03915
ERR1913249.281522__1.281522	239935__A0A2N8IU14__ADH72_05655
ERR1913249.281693__1.281693	1550024__G9RXH7__TQ39_11565
ERR1913249.281981__1.281981	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.282114__1.282114	239935__A0A2N8HHY4__DEF40_10850
ERR1913249.282198__1.282198	1197717__A0A1B2I8I6__BED41_14995
ERR1913249.282233__1.282233	239935__A0A2N8IV82__CXT99_06735
ERR1913249.282423__1.282423	817__Q64RY5__M122_2555
ERR1913249.282428__1.282428	239935__A0A2N8I694__CXU04_06245
ERR1913249.282648__1.282648	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.282819__1.282819	820__A7VAS1__HMPREF2141_03259
ERR1913249.282898__1.282898	216816__D6DD25__APC1482_1109
ERR1913249.282985__1.282985	329854__R5M856__DXD27_09575
ERR1913249.283006__1.283006	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.283356__1.283356	1393034__GCA_001552785.1_00515
ERR1913249.283403__1.283403	1550024__A0A3B9WIA4__TQ39_14495
ERR1913249.283565__1.283565	28117__B0MYI9__BHV66_05415
ERR1913249.283608__1.283608	1680__A7A2Y2__NCTC11814_00537
ERR1913249.283610__1.283610	239935__A0A2N8IU45__DEF40_02365
ERR1913249.283837__1.283837	1197717__A0A1B2I270__BED41_02545
ERR1913249.284220__1.284220	216816__C2GUV2__APC1478_0430
ERR1913249.284323__1.284323	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.284523__1.284523	239935__R6JD78__CXU05_09250
ERR1913249.284682__1.284682	1680__A0A2R4G1K8__BBMN23_0315
ERR1913249.284731__1.284731	214856__R6YC22__ERS852447_01215
ERR1913249.284817__1.284817	239935__A0A2N8HHB6__B5G29_11500
ERR1913249.284829__1.284829	1262911__R6GTN3__BN557_01365
ERR1913249.284852__1.284852	1680__R5GZF2__DXC60_01925
ERR1913249.285240__1.285240	239935__B2UPZ6__CXU03_03800
ERR1913249.285828__1.285828	853__A0A174UDE9__C4N25_12775
ERR1913249.285942__1.285942	1520815__A0A1I3I8B3__SAMN02910435_00065
ERR1913249.285971__1.285971	821__A0A396F598__CUU_3259
ERR1913249.286000__1.286000	823__D7ILK2__ERS852380_00031
ERR1913249.286080__1.286080	1550024__G9RUM6__TQ39_16565
ERR1913249.286319__1.286319	239935__A0A2N8ITG2__Amuc_0335
ERR1913249.286375__1.286375	1680__A0A087DLC6__C8077_00815
ERR1913249.286579__1.286579	1550024__G9RYS9__TQ39_01815
ERR1913249.286679__1.286679	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.287251__1.287251	239935__B2UPZ6__CXU03_03800
ERR1913249.287643__1.287643	820__A0A174CG08__DXB62_13215
ERR1913249.287785__1.287785	239935__A0A2N8IU14__ADH72_05655
ERR1913249.287805__1.287805	1680__A0A087DHN0__AL0462_1532
ERR1913249.288031__1.288031	1520815__A0A1I3NTF6__SAMN02910435_01400
ERR1913249.288142__1.288142	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.288152__1.288152	216816__A0A2U0BLP0__tsaB
ERR1913249.288242__1.288242	820__A0A3E4QZJ7__C801_01798
ERR1913249.288317__1.288317	1680__A0A174BEE7__BSTER_1311
ERR1913249.288421__1.288421	1683__C4FFP8__BIFANG_03162
ERR1913249.288581__1.288581	40518__R5DXH2__DXD83_10135
ERR1913249.288645__1.288645	46503__K5ZAK9__NCTC13052_03308
ERR1913249.288629__1.288629	239935__A0A2N8HL50__CXT98_09135
ERR1913249.288690__1.288690	44742__A0A0X8JIK8__AXF13_04875
ERR1913249.288762__1.288762	239935__A0A2N8HZW2__A4V05_11120
ERR1913249.288798__1.288798	292800__A0A1C7FI72__ERS852504_01815
ERR1913249.289428__1.289428	239935__A0A2N8HSC0__CXU06_05505
ERR1913249.289564__1.289564	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.289755__1.289755	33043__A0A173ZXG0__ERS852400_00169
ERR1913249.289884__1.289884	28117__B0MTW8__ALIPUT_00502
ERR1913249.290157__1.290157	343516__GeneID:3952999
ERR1913249.290258__1.290258	74426__purL
ERR1913249.290543__1.290543	328814__GCA_004558275.1_00035
ERR1913249.290909__1.290909	216816__A0A2U0BLP0__tsaB
ERR1913249.290957__1.290957	28117__B0MWZ9__ALIPUT_01735
ERR1913249.290967__1.290967	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.290977__1.290977	28116__A0A1G8H1M8__DXF98_11065
ERR1913249.291334__1.291334	28117__B0MTW8__ALIPUT_00502
ERR1913249.291377__1.291377	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913249.291607__1.291607	239935__A0A3F3K985__CXT98_05805
ERR1913249.291745__1.291745	239935__R6JAS2__CXU02_10725
ERR1913249.291790__1.291790	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.291873__1.291873	1262911__R6GZW9__BN557_00833
ERR1913249.291891__1.291891	853__A0A3E2V168__FAEPRAM212_00929
ERR1913249.292062__1.292062	239935__A0A2N8IKW7__pstA
ERR1913249.292199__1.292199	239935__A0A139TPG3__CXT86_08810
ERR1913249.292469__1.292469	1150298__A0A174DU21__toxA_3
ERR1913249.292584__1.292584	1550024__A0A0D8IU01__TQ39_19670
ERR1913249.292529__1.292529	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913249.292843__1.292843	214856__R6Y2Y4__ERS852447_01086
ERR1913249.292971__1.292971	28117__B0MYZ8__BHV66_04535
ERR1913249.293024__1.293024	239935__A0A2N8HW65__CXU09_08515
ERR1913249.293061__1.293061	1550024__G9RWW8__TQ39_12140
ERR1913249.293379__1.293379	853__A0A174C5M1__CGS58_04460
ERR1913249.293342__1.293342	357276__A0A0K2HG61__BACDOR_02028
ERR1913249.293624__1.293624	216816__A0A1S2VTC3__BLIC_e00847
ERR1913249.293742__1.293742	214856__A0A173YE57__ERS852559_00126
ERR1913249.293754__1.293754	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.293822__1.293822	1680__R5GMB5__AD0028_1137
ERR1913249.293963__1.293963	239935__A0A2N8I791__CXT99_09415
ERR1913249.294058__1.294058	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.294166__1.294166	1780376__A0A143XCS5__resA_1
ERR1913249.294193__1.294193	1680__A0A374QDL4__LMG18897_0432
ERR1913249.294253__1.294253	28117__B0MTH2__ALIPUT_00061
ERR1913249.294420__1.294420	853__A0A173T6P2__DWZ46_14595
ERR1913249.294451__1.294451	239935__R6JAS2__CXU02_10725
ERR1913249.294560__1.294560	239935__A0A139TM51__CXT91_12120
ERR1913249.294816__1.294816	239935__A0A2N8I694__CXU04_06245
ERR1913249.295182__1.295182	28117__B0MTW8__ALIPUT_00502
ERR1913249.295276__1.295276	572010__rplB
ERR1913249.295289__1.295289	552398__F4XHU2__HMPREF0866_03196
ERR1913249.295390__1.295390	853__A0A173SUU8__CGS54_06840
ERR1913249.296459__1.296459	239935__R7DVL7__CXT93_01180
ERR1913249.296782__1.296782	28117__B0MXG8__ALIPUT_01814
ERR1913249.297577__1.297577	1550024__A0A0D8IZK5__TQ39_07980
ERR1913249.297611__1.297611	387090__S0F8B2__BACCOPRO_02129
ERR1913249.297807__1.297807	239935__A0A2N8IL82__CXU02_11740
ERR1913249.298498__1.298498	216816__C2GSX7__DD678_03555
ERR1913249.298573__1.298573	239935__A0A139TQT9__Amuc_1197
ERR1913249.298805__1.298805	216816__V6XWW6__RY67_1738
ERR1913249.298834__1.298834	1680__A0A174BEE7__BSTER_1311
ERR1913249.299024__1.299024	817__D1JRG3__M076_0507
ERR1913249.299251__1.299251	853__A0A174BZY1__xerD_1
ERR1913249.299346__1.299346	1262911__R6GLA5__BN557_01456
ERR1913249.299329__1.299329	1965604__A0A1Y4EZ24__B5F54_13575
ERR1913249.299616__1.299616	1263006__R6MQA3__BN515_02104
ERR1913249.299620__1.299620	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.299622__1.299622	1262869__R7CPQ0__BN625_01575
ERR1913249.299890__1.299890	214856__R6Y6H8__ERS852447_01719
ERR1913249.299955__1.299955	46503__A7AB27__DXB85_00430
ERR1913249.300230__1.300230	394340__ddhA_1
ERR1913249.300246__1.300246	28117__B0MVL5__BHV66_01660
ERR1913249.300433__1.300433	562__P69229__G746_02312
ERR1913249.300629__1.300629	214856__A0A173W3Y5__ERS852559_02032
ERR1913249.300631__1.300631	1550024__G9RXY7__TQ39_00100
ERR1913249.300642__1.300642	28117__B0N007__BHV66_10275
ERR1913249.300791__1.300791	1628085__A0A374VUP1__C7386_10971
ERR1913249.300968__1.300968	1262869__R7CV70__BN625_00699
ERR1913249.301134__1.301134	820__A7V470__HMPREF1072_02076
ERR1913249.301117__1.301117	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.301398__1.301398	214856__I3YPI7__pepD_1
ERR1913249.301486__1.301486	1680__A0A087DHN0__AL0462_1532
ERR1913249.301906__1.301906	239935__A0A139TMG9__CXU07_10650
ERR1913249.302146__1.302146	1262911__R6GZ01__BN557_00641
ERR1913249.302501__1.302501	817__Q64W73__M108_1440
ERR1913249.302541__1.302541	853__A0A2A7B9I6__DW855_13690
ERR1913249.302581__1.302581	239935__B2UPZ6__CXU03_03800
ERR1913249.302717__1.302717	1262869__R7CPN9__BN625_01440
ERR1913249.302983__1.302983	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.303014__1.303014	817__Q64W73__M108_1440
ERR1913249.303152__1.303152	239935__R6J776__CXU07_02355
ERR1913249.303337__1.303337	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.303464__1.303464	817__R5RHL6__AC239_05800
ERR1913249.303598__1.303598	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.303692__1.303692	1147152__GeneID:14181982
ERR1913249.303775__1.303775	239935__A0A2N8IU14__ADH72_05655
ERR1913249.304092__1.304092	239935__A0A2N8IL82__CXU02_11740
ERR1913249.304343__1.304343	239935__R6JAS2__CXU02_10725
ERR1913249.304423__1.304423	820__A0A374QGD2__ERS852421_02382
ERR1913249.304628__1.304628	239935__A0A2N8IUW6__Amuc_1525
ERR1913249.304803__1.304803	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.304867__1.304867	1681__E4V7T9__BJL93_02365
ERR1913249.305138__1.305138	853__A0A3E2V168__FAEPRAM212_00929
ERR1913249.306086__1.306086	1299998__GCA_001494635.1_00311
ERR1913249.306115__1.306115	46503__R6WRM8__HMPREF1060_03046
ERR1913249.306160__1.306160	853__A0A174C5M1__CGS58_04460
ERR1913249.306862__1.306862	853__A0A2A7B9I6__DW855_13690
ERR1913249.306868__1.306868	216816__E8MVM4__APC1480_1562
ERR1913249.306882__1.306882	46503__R6XDP9__ERS852463_01752
ERR1913249.306888__1.306888	823__A0A078S9Y4__M096_1441
ERR1913249.306977__1.306977	1262911__R6GHG8__BN557_01301
ERR1913249.307077__1.307077	1680__A0A087DHN0__AL0462_1532
ERR1913249.307200__1.307200	216816__A0A1S2VTC3__BLIC_e00847
ERR1913249.307576__1.307576	1262992__R5D6G0__BN795_00277
ERR1913249.307663__1.307663	239935__R7DVL7__CXT93_01180
ERR1913249.307951__1.307951	208479__A0A3E2UVM9__HMPREF1096_00651
ERR1913249.307996__1.307996	239935__A0A2N8IUW6__Amuc_1525
ERR1913249.308001__1.308001	218139__GCA_002259595.1_01323
ERR1913249.308028__1.308028	28117__R7JR95__ALIPUT_01367
ERR1913249.308189__1.308189	1262992__R5CXM7__BN795_01016
ERR1913249.308398__1.308398	239935__A0A2N8IF99__lpdA
ERR1913249.308542__1.308542	328814__GCA_004558275.1_00014
ERR1913249.308636__1.308636	216816__Q8G6X1__DD674_00140
ERR1913249.308695__1.308695	552398__F4XCR9__HMPREF0866_01636
ERR1913249.308865__1.308865	33043__D5HFD3__ybbD
ERR1913249.308899__1.308899	28117__B0MY41__BHV66_05165
ERR1913249.308904__1.308904	28118__F9Z408__NCTC10826_01194
ERR1913249.308987__1.308987	853__A0A174C5M1__CGS58_04460
ERR1913249.308957__1.308957	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.309137__1.309137	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.309332__1.309332	239935__A0A2N8HL50__CXT98_09135
ERR1913249.309454__1.309454	239935__A0A139TVJ4__CXT86_02020
ERR1913249.309536__1.309536	1550024__G9RYX6__ASJ35_10025
ERR1913249.309744__1.309744	216816__C2GW26__chb
ERR1913249.309760__1.309760	1550024__G9RPI3__ASJ35_09180
ERR1913249.309902__1.309902	239935__A0A2N8IVK9__CXU08_03750
ERR1913249.309918__1.309918	1660__A7BC67__ACTODO_01245
ERR1913249.309986__1.309986	1262911__R6GY22__BN557_00023
ERR1913249.310332__1.310332	817__Q5LEA1__M126_2047
ERR1913249.310427__1.310427	1680__A0A3E4SB79__BAD_1517
ERR1913249.310542__1.310542	46503__K5ZX50__dnaG_1
ERR1913249.310945__1.310945	820__R7E9Z4__DXC68_06065
ERR1913249.311037__1.311037	239935__A0A2N8HPX2__CXT90_09930
ERR1913249.311114__1.311114	33043__D5HGR0__rpfC_2
ERR1913249.311473__1.311473	820__A0A139KHX1__HMPREF2141_00289
ERR1913249.311703__1.311703	239935__A0A2N8IIB9__CXU04_01970
ERR1913249.311734__1.311734	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.312133__1.312133	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.312278__1.312278	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.312322__1.312322	1262911__R6GR13__BN557_00618
ERR1913249.312750__1.312750	47678__A5ZEA3__ERS852558_00257
ERR1913249.312910__1.312910	239935__A0A2N8I3Z7__CXU05_10555
ERR1913249.312885__1.312885	216816__D6DC91__DXC72_07710
ERR1913249.312948__1.312948	1680__A0A174BEE7__BSTER_1311
ERR1913249.313310__1.313310	1550024__A0A0D8IY61__ASJ35_05690
ERR1913249.313519__1.313519	239935__A0A2N8HT44__CXT84_11035
ERR1913249.313562__1.313562	239935__B2URG6__CXU02_00030
ERR1913249.313911__1.313911	74426__rpoB
ERR1913249.313967__1.313967	239935__A0A2N8HT18__CXT93_06135
ERR1913249.314272__1.314272	239935__A0A2N8HB50__CXU17_02615
ERR1913249.314322__1.314322	1150298__R7JU58__ssuC_2
ERR1913249.314400__1.314400	328814__GCA_004558275.1_00296
ERR1913249.314473__1.314473	1299998__GCA_001494635.1_00422
