ERR1913283.120__1.120	820__A0A139K426__B5G17_09115
ERR1913283.340449__1.340449	28116__A0A078Q626__HMPREF1070_02735
ERR1913283.340741__1.340741	239935__A0A2N8HPS5__Amuc_0950
ERR1913283.340794__1.340794	1262889__R7HFS7__BN634_01527
ERR1913283.340829__1.340829	1262700__R5XDY1__BN695_01269
ERR1913283.340879__1.340879	1262911__R6H2B5__BN557_01151
ERR1913283.340976__1.340976	39492__D4JVC7__yfgF
ERR1913283.341478__1.341478	820__A0A3E4G3J9__ERS852459_02265
ERR1913283.342015__1.342015	1262889__R7HAP4__BN634_00533
ERR1913283.341974__1.341974	39491__A0A396FNY7__LD38_16155
ERR1913283.342068__1.342068	357276__A0A0M1W1I8__ABI39_13620
ERR1913283.342046__1.342046	1262700__R5XTC7__BN695_00355
ERR1913283.342159__1.342159	1263044__GCA_000433375.1_01441
ERR1913283.342298__1.342298	1262743__R5C054__BN727_01980
ERR1913283.342423__1.342423	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913283.342576__1.342576	39491__D6E4H2__DXB99_00485
ERR1913283.342633__1.342633	239935__A0A3F3K9J9__DEF40_00940
ERR1913283.342682__1.342682	544644__GCA_001915615.1_01913
ERR1913283.342704__1.342704	28117__B0MY40__BHV66_05170
ERR1913283.342879__1.342879	39492__D4JRV7__EUBSIR_01513
ERR1913283.343063__1.343063	47678__R5UME6__BACCAC_01239
ERR1913283.343141__1.343141	338188__A0A174JDF2__BACFIN_08537
ERR1913283.343270__1.343270	1262777__R5VSE0__BN512_00126
ERR1913283.343305__1.343305	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913283.343371__1.343371	820__A0A174CK74__DXB48_07060
ERR1913283.343414__1.343414	823__D7IV95__DXC05_09565
ERR1913283.343442__1.343442	239935__A0A2N8I791__CXT99_09415
ERR1913283.343495__1.343495	626929__F3PKF4__SAMN05444376_0707
ERR1913283.343510__1.343510	165179__A0A229I9X5__CFT61_01205
ERR1913283.343631__1.343631	29466__A0A100YN65__HMPREF1865_00339
ERR1913283.343611__1.343611	626929__F3PHN9__HMPREF9445_01527
ERR1913283.343843__1.343843	39492__D4JU49__ERS852540_00175
ERR1913283.344354__1.344354	74426__group_4823
ERR1913283.344369__1.344369	1262700__R5Y750__BN695_00786
ERR1913283.344399__1.344399	823__D0TDY6__DHP27_09090
ERR1913283.344685__1.344685	239935__B2UQB8__CXT86_01740
ERR1913283.344779__1.344779	2173__A0A1D2WRY2__Msm_1736
ERR1913283.344931__1.344931	853__A0A173YYY4__DWZ04_09420
ERR1913283.344958__1.344958	357276__I8WEY2__ABI39_04185
ERR1913283.344967__1.344967	39492__D4MM10__EUBSIR_01460
ERR1913283.345072__1.345072	1263044__GCA_000433375.1_01144
ERR1913283.345178__1.345178	39492__D4JRZ7__smc
ERR1913283.345123__1.345123	1262889__R7H8W0__BN634_02256
ERR1913283.345274__1.345274	28117__B0MWP2__ALIPUT_01468
ERR1913283.345284__1.345284	823__D7ILK2__ERS852380_00031
ERR1913283.345485__1.345485	154046__D3AFT6__DXD79_03375
ERR1913283.345478__1.345478	39492__D4JWX2__accB
ERR1913283.345703__1.345703	239935__A0A2N8IVR0__CXT87_07115
ERR1913283.345740__1.345740	28117__B0MXU6__ALIPUT_01958
ERR1913283.345748__1.345748	1096246__A0A2V3Y8E1__DFR60_105350
ERR1913283.345800__1.345800	1262736__R5Y1K8__BN496_00775
ERR1913283.345933__1.345933	28117__B0MT86__BHV66_02450
ERR1913283.345938__1.345938	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913283.346102__1.346102	1262889__R7H9H9__BN634_02436
ERR1913283.346197__1.346197	820__A0A139K1Y6__DXB48_02610
ERR1913283.346296__1.346296	820__A7V049__DXB48_04755
ERR1913283.346349__1.346349	39492__D4JU56__hemZ
ERR1913283.346411__1.346411	40518__R5E2F3__artQ
ERR1913283.346463__1.346463	28117__B0MZ22__BHV66_04430
ERR1913283.346561__1.346561	39491__A0A395ZGU6__ERS852417_01456
ERR1913283.346550__1.346550	820__A0A1T4IYF4__mprA_1
ERR1913283.346779__1.346779	1262911__R6GKS1__BN557_00184
ERR1913283.346928__1.346928	820__A0A3E4G826__C801_01612
ERR1913283.347081__1.347081	28117__B0MWZ9__ALIPUT_01735
ERR1913283.347312__1.347312	1150298__A0A174BC67__ERS852498_00837
ERR1913283.347577__1.347577	328814__GCA_004558275.1_00018
ERR1913283.347524__1.347524	1262700__R5XVC6__BN695_01077
ERR1913283.347843__1.347843	1235835__R9LCU2__C814_02677
ERR1913283.348063__1.348063	853__A0A173XRA8__CGS56_09290
ERR1913283.348071__1.348071	1262536__GeneID:16385454
ERR1913283.348219__1.348219	626932__G5H9Q9__HMPREF9450_01374
ERR1913283.348317__1.348317	39491__A0A174EQV2__DXB69_10230
ERR1913283.348369__1.348369	39492__D4JUL4__ERS852540_01381
ERR1913283.348375__1.348375	823__A6LH14__B5F32_11640
ERR1913283.348630__1.348630	487174__R5EUJ8__DDY40_00460
ERR1913283.348649__1.348649	820__A0A174RFI5__SAMN05444418_12240
ERR1913283.348565__1.348565	853__A0A2A7B1Y7__C7K05_11930
ERR1913283.348586__1.348586	820__A0A174CK74__DXB48_07060
ERR1913283.348661__1.348661	28117__B0MT84__ALIPUT_00402
ERR1913283.348687__1.348687	338188__K5CL54__HMPREF1057_02531
ERR1913283.348743__1.348743	239935__A0A2N8J1K0__CXT97_05765
ERR1913283.348879__1.348879	823__A0A395YQ63__B5F32_15335
ERR1913283.349031__1.349031	1262743__R5C054__BN727_01980
ERR1913283.349382__1.349382	239935__B2UPZ6__CXU03_03800
ERR1913283.349566__1.349566	1262743__R5C054__BN727_01980
ERR1913283.350189__1.350189	821__I9R3W6__DXC16_12455
ERR1913283.350304__1.350304	39492__D4JQS6__ykoD
ERR1913283.350311__1.350311	39492__D4JVG7__ERS852540_00946
ERR1913283.350460__1.350460	487174__K0WUJ8__DIT83_08050
ERR1913283.350528__1.350528	1263000__R5EKG2__BN466_02040
ERR1913283.350553__1.350553	1683__C4FF87__BBAG_0886
ERR1913283.350574__1.350574	40518__R5DVR2__RBL236_00303
ERR1913283.350677__1.350677	1262777__R5WE01__BN512_01503
ERR1913283.350864__1.350864	823__A6LC27__DXB14_11470
ERR1913283.350883__1.350883	1262992__R5CXL4__BN795_01001
ERR1913283.351093__1.351093	39492__D4JRR5__ERS852540_02089
ERR1913283.351166__1.351166	552398__F4XCQ4__HMPREF0866_01621
ERR1913283.351299__1.351299	1263044__GCA_000433375.1_03400
ERR1913283.351324__1.351324	166486__D4L0L1__ROSINTL182_08075
ERR1913283.351363__1.351363	1262889__R7HD12__BN634_00607
ERR1913283.351367__1.351367	820__A0A174LJB2__HMPREF1072_04112
ERR1913283.351611__1.351611	1681__A0A0H2PP44__BBTM_02041
ERR1913283.351616__1.351616	28117__R7JR95__ALIPUT_01367
ERR1913283.351752__1.351752	28117__B0MU58__BHV66_05630
ERR1913283.351893__1.351893	28117__B0MTW8__ALIPUT_00502
ERR1913283.351968__1.351968	338188__R6S0J1__BACFIN_08786
ERR1913283.352949__1.352949	357276__I8WEY2__ABI39_04185
ERR1913283.352918__1.352918	33025__A0A395JBB5__C8D73_107104
ERR1913283.353011__1.353011	47678__R5UAF6__ERS852494_02966
ERR1913283.352972__1.352972	820__A7VAR9__ERS852421_00197
ERR1913283.352993__1.352993	1150298__R7JRK4__ERS852406_01648
ERR1913283.353287__1.353287	357276__A0A0K2HDP3__IY41_00705
ERR1913283.353780__1.353780	410072__C0BAH4__COPCOM_02077
ERR1913283.353837__1.353837	853__A0A173YYY4__DWZ04_09420
ERR1913283.353856__1.353856	39491__A0A174IJH1__DXB76_01865
ERR1913283.354085__1.354085	328814__GCA_004558275.1_01570
ERR1913283.354213__1.354213	39492__A0A174ZP27__EUBSIR_00033
ERR1913283.354250__1.354250	1150298__A0A173YHI7__ERS852406_00466
ERR1913283.354285__1.354285	1263044__GCA_000433375.1_03400
ERR1913283.354706__1.354706	1263044__GCA_000433375.1_03640
ERR1913283.354894__1.354894	28118__F9Z4Y7__DF785_06945
ERR1913283.355123__1.355123	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913283.355189__1.355189	239935__A0A2N8HB50__CXU17_02615
ERR1913283.355511__1.355511	823__A0A174GGT1__queG
ERR1913283.355529__1.355529	1262736__R5YXD5__BN496_01230
ERR1913283.355502__1.355502	1262889__R7H927__BN634_00660
ERR1913283.355997__1.355997	40518__R5DZI2__DXD93_06940
ERR1913283.356059__1.356059	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1913283.356117__1.356117	1160721__R6TH82__BHW50_00835
ERR1913283.356127__1.356127	823__A0A173VS36__M091_4727
ERR1913283.356256__1.356256	820__A0A174F696__macB_13
ERR1913283.356390__1.356390	626932__G5H9X8__HMPREF9450_01443
ERR1913283.356518__1.356518	28117__R7JIJ8__BHV66_01635
ERR1913283.356628__1.356628	39491__C4ZC33__DXC13_11585
ERR1913283.357021__1.357021	28117__B0MTI4__ALIPUT_00084
ERR1913283.357150__1.357150	39485__C4Z6V7__walK
ERR1913283.357173__1.357173	301302__R5V7K8__M72_11711
ERR1913283.357228__1.357228	46503__K5ZAK9__NCTC13052_03308
ERR1913283.357919__1.357919	552398__F4XHN7__HMPREF0866_03141
ERR1913283.358022__1.358022	1262700__R5XLN1__BN695_01615
ERR1913283.358753__1.358753	39491__A0A174EQV2__DXB69_10230
ERR1913283.359018__1.359018	1262739__R6MRD4__BN659_02013
ERR1913283.359039__1.359039	40518__R5DX93__DXD93_03055
ERR1913283.359055__1.359055	301301__A0A173WYG1__ERS852391_00117
ERR1913283.359061__1.359061	487174__K0X1V7__DIT83_03020
ERR1913283.359223__1.359223	1262911__R6GU62__BN557_01488
ERR1913283.359411__1.359411	329854__R7E3J6__BACINT_00489
ERR1913283.359532__1.359532	823__A0A174GGT1__queG
ERR1913283.359659__1.359659	239935__A0A2N8HT44__CXT84_11035
ERR1913283.359987__1.359987	39491__A0A174EQV2__DXB69_10230
ERR1913283.360009__1.360009	1262889__R7HF25__BN634_01246
ERR1913283.360021__1.360021	239935__A0A139TVJ4__CXT86_02020
ERR1913283.360203__1.360203	1262911__R6HN72__BN557_00911
ERR1913283.360277__1.360277	46503__A7ABE8__ERS852463_00185
ERR1913283.360304__1.360304	338188__A0A174JDF2__BACFIN_08537
ERR1913283.360484__1.360484	820__A7V470__HMPREF1072_02076
ERR1913283.360515__1.360515	338188__A0A173XHS4__BACFIN_08438
ERR1913283.360679__1.360679	853__C7H1R8__DW905_06675
ERR1913283.360890__1.360890	820__A0A173YYG4__evgS_3
ERR1913283.361128__1.361128	1262777__R5VLR4__BN512_00267
ERR1913283.361337__1.361337	1520815__A0A1I3Q068__SAMN02910435_01666
ERR1913283.361477__1.361477	239935__R6J776__CXU07_02355
ERR1913283.361600__1.361600	1262942__R7QX36__BN520_01383
ERR1913283.361739__1.361739	33025__A0A395JJE3__C8D73_101669
ERR1913283.361842__1.361842	823__A0A173VPM3__DHW69_17170
ERR1913283.361927__1.361927	239935__A0A2N8HBM4__CXT85_06270
ERR1913283.362084__1.362084	28117__B0MSR5__BHV66_02095
ERR1913283.362309__1.362309	823__D0TBY4__M090_0431
ERR1913283.362473__1.362473	218538__C9LQ77__GCWU000321_01709
ERR1913283.362605__1.362605	1262777__R5W3H1__BN512_01087
ERR1913283.362578__1.362578	1262777__R5VJS3__BN512_00127
ERR1913283.362592__1.362592	47678__A5ZEP5__CGC64_03450
ERR1913283.362698__1.362698	218538__C9LQG6__GCWU000321_01798
ERR1913283.362718__1.362718	39492__D4JR08__ERS852540_02467
ERR1913283.363414__1.363414	40518__R5E7G3__DXD86_03405
ERR1913283.363343__1.363343	28117__B0MYA9__BHV66_07790
ERR1913283.363419__1.363419	39491__C4Z9E9__T1815_12341
ERR1913283.363679__1.363679	239935__R6JCH3__CXT95_08205
ERR1913283.363747__1.363747	820__A0A174DZ97__SAMN05444418_101240
ERR1913283.363946__1.363946	487174__K0WXG8__DIT83_09300
ERR1913283.363974__1.363974	1262889__R7H9H9__BN634_02436
ERR1913283.364014__1.364014	1262700__R5XCA0__BN695_00029
ERR1913283.364029__1.364029	39491__A0A395UXH0__EUBREC_0021
ERR1913283.364045__1.364045	39491__A0A174K9A3__DXB69_07785
ERR1913283.364063__1.364063	1681__E4VAB6__DD699_00955
ERR1913283.364082__1.364082	40520__R7D341__RUMOBE_03081
ERR1913283.364159__1.364159	39491__A0A396FPV7__ERS852580_01177
ERR1913283.364233__1.364233	166486__D4L449__ROSINTL182_08802
ERR1913283.364249__1.364249	1262911__R6GPM2__BN557_00937
ERR1913283.364307__1.364307	239935__A0A3F3K9J9__DEF40_00940
ERR1913283.364368__1.364368	338188__C9KSV8__BACFIN_05392
ERR1913283.364487__1.364487	239935__A0A2N8ILG3__CXT93_10135
ERR1913283.364493__1.364493	39492__D4JWT3__ERS852540_00301
ERR1913283.364863__1.364863	820__A0A3E4W984__pssA
ERR1913283.364920__1.364920	239935__R6JWJ7__CXT94_02580
ERR1913283.364935__1.364935	338188__A0A1Q6HA80__ERS852397_00522
ERR1913283.365183__1.365183	820__A0A174TRB5__DXD40_11305
ERR1913283.365304__1.365304	28117__R7JJM9__ALIPUT_00662
ERR1913283.365532__1.365532	360807__A0A0M6X0S9__RIL183_10591
ERR1913283.365706__1.365706	487174__K0X3V7__DIT83_01400
ERR1913283.365757__1.365757	1262700__R5XIA6__BN695_00438
ERR1913283.365794__1.365794	820__A0A174TRB5__DXD40_11305
ERR1913283.365851__1.365851	1160721__R6T3X1__BHW50_03685
ERR1913283.366032__1.366032	338188__R6S7Z0__BACFIN_08441
ERR1913283.366055__1.366055	823__A0A174DZM1__DDY96_10310
ERR1913283.366116__1.366116	28132__D9RV83__HMPREF0660_00835
ERR1913283.366199__1.366199	39491__D6E2U1__EUBREC_3278
ERR1913283.366313__1.366313	338188__R6RV06__HMPREF1057_00250
ERR1913283.366455__1.366455	28117__B0MUY3__BHV66_00515
ERR1913283.366543__1.366543	239935__A0A2N8IV82__CXT99_06735
ERR1913283.366562__1.366562	239935__A0A2N8ITX2__CXT86_11265
ERR1913283.366708__1.366708	39485__A0A174ZNZ2__ERS852492_02345
ERR1913283.366802__1.366802	820__A0A1T4IY80__ERS852554_01621
ERR1913283.366837__1.366837	487174__K0WRR5__DDY40_06130
ERR1913283.366879__1.366879	239935__B2URG6__CXU02_00030
ERR1913283.367010__1.367010	1262911__R6H092__BN557_00938
ERR1913283.367199__1.367199	40518__R5DUG7__sbcC
ERR1913283.367218__1.367218	39485__A0A174YTF7__ERS852490_01271
ERR1913283.367315__1.367315	39491__C4Z9K0__DXD95_07445
ERR1913283.367442__1.367442	1262700__R5XK32__BN695_00091
ERR1913283.367458__1.367458	47678__R5U878__ERS852494_03300
ERR1913283.367805__1.367805	39491__C4ZF05__vpr
ERR1913283.367882__1.367882	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913283.367773__1.367773	74426__purL
ERR1913283.367919__1.367919	28117__B0MXG8__ALIPUT_01814
ERR1913283.367938__1.367938	329854__A0A3E4KYM8__DXD27_06860
ERR1913283.368043__1.368043	338188__R6S1A3__spsA_1
ERR1913283.368083__1.368083	28117__B0MXX3__BHV66_07695
ERR1913283.368456__1.368456	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913283.368475__1.368475	239935__A0A2N8I5H6__CXT92_05565
ERR1913283.368487__1.368487	1262889__R7HGV8__BN634_01881
ERR1913283.368519__1.368519	33025__A0A395J8P0__C8D73_1144
ERR1913283.368737__1.368737	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913283.368953__1.368953	820__A0A3E4GA19__SAMN05444418_10562
ERR1913283.369035__1.369035	338188__C9L0Q6__HMPREF1057_02405
ERR1913283.369101__1.369101	820__A0A3E4VZT7__DXB48_16145
ERR1913283.369166__1.369166	1263044__GCA_000433375.1_03387
ERR1913283.369202__1.369202	853__A0A2A7B1Y7__C7K05_11930
ERR1913283.369238__1.369238	487174__K0XDI7__DIT83_12065
ERR1913283.369243__1.369243	1262911__R6H1K1__BN557_00910
ERR1913283.369450__1.369450	1263044__GCA_000433375.1_00546
ERR1913283.369577__1.369577	823__A0A174U5E4__BDI_3390
ERR1913283.369825__1.369825	338188__R6RPM1__BACFIN_05401
ERR1913283.369833__1.369833	39492__D4JUN0__EUBSIR_02705
ERR1913283.369792__1.369792	166486__D4KV78__aroA
ERR1913283.370082__1.370082	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913283.370165__1.370165	28117__R7JIJ8__BHV66_01635
ERR1913283.370114__1.370114	28117__B0MWC6__BHV66_00965
ERR1913283.370238__1.370238	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913283.370280__1.370280	1262700__R5X9G7__BN695_00632
ERR1913283.370348__1.370348	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913283.370460__1.370460	2137880__A0A316NWV0__DBY21_03470
ERR1913283.370478__1.370478	823__A0A395YQ63__B5F32_15335
ERR1913283.370537__1.370537	487174__R5F2W8__HMPREF9448_01730
ERR1913283.370777__1.370777	33039__R6NZL9__RTO_21970
ERR1913283.370742__1.370742	39491__A0A396FUZ3__phoR_1
ERR1913283.370829__1.370829	1262889__R7HCF6__BN634_01122
ERR1913283.370878__1.370878	28118__F9Z6D1__DER54_04565
ERR1913283.370970__1.370970	820__A0A174RFI5__SAMN05444418_12240
ERR1913283.371171__1.371171	310297__B5D0X9__BACPLE_02656
ERR1913283.371466__1.371466	47678__R5U2I4__ERS852558_03712
ERR1913283.371653__1.371653	1262911__R6HH15__BN557_01507
ERR1913283.371782__1.371782	46503__R6Y449__ERS852463_00137
ERR1913283.371910__1.371910	1262736__R5YKN2__BN496_01817
ERR1913283.371984__1.371984	823__D7IKW8__DXD05_10310
ERR1913283.372063__1.372063	1262777__R5W6L8__BN512_00248
ERR1913283.372159__1.372159	39485__A0A174YYW2__benM
ERR1913283.372259__1.372259	338188__A0A173WKZ0__BACFIN_07292
ERR1913283.372333__1.372333	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913283.372343__1.372343	1262700__R5XCN1__BN695_01554
ERR1913283.372385__1.372385	1262911__R6H1P0__BN557_00940
ERR1913283.372468__1.372468	166486__D4L457__ROSINTL182_07087
ERR1913283.372638__1.372638	40518__R5DYT8__mscS
ERR1913283.372801__1.372801	1262889__R7HAE5__BN634_02047
ERR1913283.372825__1.372825	823__A0A174LWY0__lepB
ERR1913283.372973__1.372973	1263006__R6LG93__BN515_00770
ERR1913283.373349__1.373349	338188__A0A174IDH7__ERS852397_02952
ERR1913283.373440__1.373440	39491__A0A395ZG74__licR
ERR1913283.373495__1.373495	487174__K0XDZ0__HMPREF9448_02863
ERR1913283.373655__1.373655	33025__A0A395JE11__C8D73_101318
ERR1913283.373698__1.373698	820__A0A374Q854__HMPREF1073_03281
ERR1913283.373700__1.373700	487174__K0WZP2__DDY40_04000
ERR1913283.373709__1.373709	820__A0A374QGD2__ERS852421_02382
ERR1913283.373857__1.373857	239935__A0A2N8I6R6__CXU04_04335
ERR1913283.373874__1.373874	39491__C4Z9D4__DXD95_00055
ERR1913283.373882__1.373882	1535__A7VS87__CLOLEP_01425
ERR1913283.374114__1.374114	39492__R6RYB8__ERS852540_00322
ERR1913283.374155__1.374155	371601__D0TLK9__BN890_11250
ERR1913283.374186__1.374186	39491__A0A396FUZ3__phoR_1
ERR1913283.374260__1.374260	1262911__R6GZX7__BN557_00838
ERR1913283.374400__1.374400	820__R9I324__HMPREF2141_02414
ERR1913283.374732__1.374732	39488__A0A174BSK2__ERS852450_01031
ERR1913283.374832__1.374832	40518__R5E1J7__RBL236_02062
ERR1913283.375064__1.375064	39491__D4JMW8__ERS852497_01971
ERR1913283.375075__1.375075	239935__R7E524__CXT91_06180
ERR1913283.375557__1.375557	1262736__R5YZ60__BN496_01783
ERR1913283.375686__1.375686	239935__A0A139TTZ7__CXU14_07900
ERR1913283.375781__1.375781	166486__C7G849__ERS852572_00697
ERR1913283.375816__1.375816	487174__K0X3L3__DDY40_11345
ERR1913283.375880__1.375880	28117__R7JIY2__BHV66_06465
ERR1913283.375852__1.375852	820__A0A139JRS5__HMPREF1073_04025
ERR1913283.375975__1.375975	357276__A0A0K2HJA6__DXD47_07320
ERR1913283.375995__1.375995	1263044__GCA_000433375.1_00680
ERR1913283.376245__1.376245	218538__C9LM11__GCWU000321_00543
ERR1913283.376296__1.376296	818__A0A139KY34__ERS852461_03898
ERR1913283.376257__1.376257	1262700__R5XLR5__BN695_01665
ERR1913283.376408__1.376408	39488__A0A374N483__ERS852578_01412
ERR1913283.376488__1.376488	338188__A0A1Q6HLG8__ERS852397_03417
ERR1913283.376681__1.376681	33025__A0A395JHB7__C8D73_101754
ERR1913283.376858__1.376858	1680__A0A0B5BKZ3__DXD60_01450
ERR1913283.376998__1.376998	33025__A0A395JBU5__C8D73_10423
ERR1913283.377102__1.377102	1262911__R6HJZ1__BN557_00331
ERR1913283.377117__1.377117	166486__D4KUC8__ERS852572_00958
ERR1913283.377471__1.377471	823__A0A355XLT7__HMPREF1075_03402
ERR1913283.377474__1.377474	28116__C3QZB5__M088_3811
ERR1913283.377547__1.377547	39491__A0A395V464__EUBREC_1509
ERR1913283.377899__1.377899	1262777__R5VLP6__BN512_00469
ERR1913283.377904__1.377904	820__A0A174M9V5__M093_0237
ERR1913283.377982__1.377982	310298__B3JLT0__BACCOP_02877
ERR1913283.378093__1.378093	39491__A0A396FP46__cobD_2
ERR1913283.378146__1.378146	28117__B0MZ22__BHV66_04430
ERR1913283.378286__1.378286	216816__C5E9A6__mutT4
ERR1913283.378517__1.378517	820__A0A173XIP7__B5G17_16050
ERR1913283.378650__1.378650	820__A0A1T4IYF4__mprA_1
ERR1913283.378618__1.378618	357276__I8WPR6__EL88_06675
ERR1913283.378620__1.378620	239935__A0A3F3KBB8__CXU16_06755
ERR1913283.379170__1.379170	1262945__R6YT88__BN600_00074
ERR1913283.379347__1.379347	39492__D4JWP8__EUBSIR_00699
ERR1913283.379414__1.379414	1262700__R5XJI9__BN695_00813
ERR1913283.379555__1.379555	239935__R7E524__CXT91_06180
ERR1913283.379568__1.379568	338188__C9L0Q9__HMPREF1057_02408
ERR1913283.379703__1.379703	820__A0A173WUD7__DXB48_08055
ERR1913283.380056__1.380056	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913283.380174__1.380174	28117__B0MU53__ALIPUT_00569
ERR1913283.380326__1.380326	1262761__R6QU78__BN606_01972
ERR1913283.380388__1.380388	820__A0A396EUU8__luxQ_3
ERR1913283.380853__1.380853	39492__D4JSS2__EUBSIR_00553
ERR1913283.380972__1.380972	1262911__R6HGD7__BN557_00108
ERR1913283.381020__1.381020	1262889__R7H8U5__BN634_02236
ERR1913283.381165__1.381165	458033__GCA_001482755.1_02203
ERR1913283.381242__1.381242	1608898__A0A1B0WR25__HMPREF3279_07985
ERR1913283.381288__1.381288	246787__R6KIG0__BcellWH2_02358
ERR1913283.381396__1.381396	328814__GCA_004558275.1_00985
ERR1913283.381366__1.381366	239935__R7DVL7__CXT93_01180
ERR1913283.381536__1.381536	360807__C0FPW0__ROSEINA2194_00763
ERR1913283.381711__1.381711	39491__A0A396FEV5__EUR_24750
ERR1913283.381812__1.381812	853__A0A174BA00__DW905_01145
ERR1913283.382044__1.382044	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913283.382098__1.382098	1262700__R5XLR5__BN695_01665
ERR1913283.382112__1.382112	820__A0A174QT76__B5G17_18060
ERR1913283.382116__1.382116	39492__D4JTF2__mutS2
ERR1913283.382144__1.382144	823__A0A395YSW8__CF162_05645
ERR1913283.382255__1.382255	47678__R5UG30__ERS852558_03525
ERR1913283.382295__1.382295	40518__R5DT93__DXD86_08730
ERR1913283.382369__1.382369	39488__A0A174IFL3__DXD91_00270
ERR1913283.382356__1.382356	28117__B0MXJ1__BHV66_08445
ERR1913283.382905__1.382905	820__A0A374Q854__HMPREF1073_03281
ERR1913283.382991__1.382991	310298__B3JJ24__BACCOP_01886
ERR1913283.383198__1.383198	1105031__J1H3W2__HMPREF1141_2783
ERR1913283.383330__1.383330	39491__A0A174K1W6__DXB99_15020
ERR1913283.383556__1.383556	820__A0A174KKV6__DXC07_02635
ERR1913283.383907__1.383907	338188__A0A174FX32__BACFIN_08981
ERR1913283.383932__1.383932	301302__A0A0M6WU48__M72_10411
ERR1913283.384057__1.384057	218538__C9LQ77__GCWU000321_01709
ERR1913283.384274__1.384274	246787__A0A0P0G254__axeA1_2
ERR1913283.384784__1.384784	821__A0A174V2F3__NCTC10583_01474
ERR1913283.384880__1.384880	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913283.385132__1.385132	357276__A0A076INK2__BSEG_04225
ERR1913283.385312__1.385312	360807__C0FVL1__ERS852392_00394
ERR1913283.385325__1.385325	823__A0A355XLS2__ERS852380_02644
ERR1913283.385496__1.385496	820__A0A173WUD7__DXB48_08055
ERR1913283.385507__1.385507	1262736__R5Z0U2__BN496_00382
ERR1913283.385434__1.385434	1263006__R6LLQ1__BN515_01046
