ERR1913168.436__1.436	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913168.367145__1.367145	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913168.367258__1.367258	821__A6L0C7__ERS852556_03520
ERR1913168.367457__1.367457	1897011__A0A1Q6RC92__BHW41_06320
ERR1913168.367589__1.367589	39496__A5ZAD6__EUBVEN_02683
ERR1913168.367768__1.367768	33038__A7AYC4__CDL21_13075
ERR1913168.367846__1.367846	487174__K0XRL3__HMPREF9448_00669
ERR1913168.367928__1.367928	1160721__A0A1C6DCM8__RBI_I01997
ERR1913168.368420__1.368420	28116__A0A395VZB9__Bovatus_03205
ERR1913168.368541__1.368541	292800__A0A174NIK9__rbsC_3
ERR1913168.368630__1.368630	39485__C4Z0I4__ERS852492_00258
ERR1913168.368801__1.368801	214856__A0A174FZ29__ERS852559_00600
ERR1913168.368918__1.368918	853__A0A2A7B9I6__DW855_13690
ERR1913168.369365__1.369365	360807__C0G083__ROSEINA2194_04432
ERR1913168.369446__1.369446	1262986__R5ZVI0__BN492_01121
ERR1913168.369420__1.369420	39485__A0A174ZBJ8__speA_2
ERR1913168.369523__1.369523	239935__A0A2N8IIB9__CXU04_01970
ERR1913168.369552__1.369552	487174__K0X347__DIT83_07775
ERR1913168.369568__1.369568	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913168.369588__1.369588	1262921__R5MG79__BN473_00711
ERR1913168.369614__1.369614	328814__GCA_004558275.1_01745
ERR1913168.369765__1.369765	165179__A0A3E5E9I4__DXB80_09745
ERR1913168.369912__1.369912	28116__A7LUQ0__CUY_2205
ERR1913168.370118__1.370118	33038__A0A2N5NXH5__CDL27_14300
ERR1913168.370125__1.370125	239935__A0A139TMG9__CXU07_10650
ERR1913168.370218__1.370218	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.370261__1.370261	40519__U2MCQ8__RUMCAL_00556
ERR1913168.370715__1.370715	360807__C0FZM4__RIL183_06871
ERR1913168.370728__1.370728	360807__C0FVL1__ERS852392_00394
ERR1913168.370824__1.370824	823__A6LDT7__CEQ22_002595
ERR1913168.371104__1.371104	28116__A0A078Q626__HMPREF1070_02735
ERR1913168.371154__1.371154	239935__A0A2N8I1R3__CXU05_06075
ERR1913168.371203__1.371203	28052__A0A174GS61__ERS852451_00341
ERR1913168.371386__1.371386	360807__C0G0A1__ERS852444_02410
ERR1913168.371848__1.371848	552398__F4XCR9__HMPREF0866_01636
ERR1913168.372165__1.372165	338188__A0A174ETX3__ERS852397_01955
ERR1913168.372271__1.372271	818__A0A174N1L6__ERS852511_02039
ERR1913168.372554__1.372554	39492__D4JUN0__EUBSIR_02705
ERR1913168.372583__1.372583	2292352__A0A374URU2__DXC23_04195
ERR1913168.372627__1.372627	301301__G2T207__cph2_5
ERR1913168.373265__1.373265	820__A0A174DZ97__SAMN05444418_101240
ERR1913168.373291__1.373291	46503__R6X0L4__DXB61_05325
ERR1913168.373238__1.373238	820__A0A174F696__macB_13
ERR1913168.373613__1.373613	74426__rpoC
ERR1913168.373655__1.373655	329854__R5M3H0__DXD57_06945
ERR1913168.373868__1.373868	820__A0A3E4RUC4__DHU98_02635
ERR1913168.373875__1.373875	39485__R5ZSH7__EUBELI_00953
ERR1913168.374160__1.374160	1262911__R6GTZ0__BN557_01437
ERR1913168.374144__1.374144	329854__R5LXT8__DXD57_15625
ERR1913168.374488__1.374488	1965555__A0A1Y4SCI3__B5E77_06315
ERR1913168.374945__1.374945	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913168.375111__1.375111	552398__F4XCR9__HMPREF0866_01636
ERR1913168.375440__1.375440	216816__B3DRY8__DPC6320_0936
ERR1913168.375411__1.375411	74426__groL
ERR1913168.375550__1.375550	487174__K0X3L3__DDY40_11345
ERR1913168.375865__1.375865	239935__A0A2N8IMC3__CXT96_03840
ERR1913168.376406__1.376406	1160721__A0A1C6CMR2__BHW50_00085
ERR1913168.376496__1.376496	823__D7IT19__DHP27_03495
ERR1913168.376518__1.376518	74426__group_4823
ERR1913168.376673__1.376673	671266__GCA_004801615.1_01312
ERR1913168.377132__1.377132	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.377234__1.377234	820__R9I3Q7__HMPREF1072_01668
ERR1913168.377178__1.377178	821__A0A174NSU0__BVU_3144
ERR1913168.377536__1.377536	28052__R7NDB2__ERS852451_01735
ERR1913168.377629__1.377629	165179__A0A3E5E4T9__DXB80_08030
ERR1913168.377686__1.377686	487174__K0X3E9__DDY40_04905
ERR1913168.377950__1.377950	821__A0A174RA14__M099_1655
ERR1913168.378081__1.378081	1297617__A0A0S2W146__IB211_00701
ERR1913168.378267__1.378267	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913168.378383__1.378383	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913168.378421__1.378421	2292352__A0A374UNM1__DXC23_01675
ERR1913168.378444__1.378444	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.378757__1.378757	384638__B7ASI3__BACPEC_02038
ERR1913168.378796__1.378796	384639__GCA_003096855.1_01623
ERR1913168.379532__1.379532	329854__R5MN53__DXK01_22200
ERR1913168.379684__1.379684	446660__GCA_003428235.1_00878
ERR1913168.379770__1.379770	33038__A7B7G7__CDL25_12200
ERR1913168.379841__1.379841	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.379861__1.379861	301301__A0A395V8G6__RHOM_11005
ERR1913168.379914__1.379914	820__A0A374Q8T2__DXB64_16190
ERR1913168.379946__1.379946	552398__F4XCR9__HMPREF0866_01636
ERR1913168.380105__1.380105	301302__A0A173RZU9__M72_23561
ERR1913168.380112__1.380112	329854__R5MCJ1__DXD57_00165
ERR1913168.380154__1.380154	360807__A0A173XR05__RIL183_10401
ERR1913168.380213__1.380213	360807__A0A1Q6T326__appA_1
ERR1913168.380246__1.380246	239935__A0A2N8HQY4__CXT99_03170
ERR1913168.380299__1.380299	817__F7LL02__M110_0756
ERR1913168.380733__1.380733	165179__D1PHC0__PREVCOP_06640
ERR1913168.381056__1.381056	1262986__R5ZW93__BN492_01240
ERR1913168.381090__1.381090	29361__B6FQU0__CLONEX_02510
ERR1913168.381186__1.381186	501571__R8W599__SAMN02745978_02203
ERR1913168.381147__1.381147	821__I9R3W6__DXC16_12455
ERR1913168.381325__1.381325	487174__R5FJY1__DDY40_07045
ERR1913168.381367__1.381367	29361__B6FJ25__CLONEX_00110
ERR1913168.381585__1.381585	33038__A0A2N5NRJ3__CDL20_13245
ERR1913168.381640__1.381640	39485__A0A174ZA72__glgB_1
ERR1913168.381742__1.381742	28052__A0A174GQI3__ERS852451_00394
ERR1913168.381839__1.381839	357276__B6VXX7__HMPREF1063_02683
ERR1913168.381843__1.381843	487174__R5FJY1__DDY40_07045
ERR1913168.382012__1.382012	29361__B6FVU9__CLONEX_04296
ERR1913168.381993__1.381993	564886__GeneID:6973115
ERR1913168.382049__1.382049	1262921__R5LMK9__BN473_01331
ERR1913168.382059__1.382059	165179__A0A229I1J2__DXB80_03950
ERR1913168.382202__1.382202	33038__F7JZ41__CCY17_00135
ERR1913168.382211__1.382211	820__A0A3E4VZS7__DXC07_14435
ERR1913168.382267__1.382267	33038__A0A2N5NVF0__CDL23_09615
ERR1913168.382301__1.382301	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913168.382317__1.382317	39485__A0A1Q6PH92__cbbX
ERR1913168.382283__1.382283	28052__A0A174I4I1__ERS852499_00646
ERR1913168.382326__1.382326	820__I9A4U7__DHU98_12785
ERR1913168.382394__1.382394	33038__A7B3I2__DXD36_11565
ERR1913168.382400__1.382400	33038__A0A396G855__CDL23_11555
ERR1913168.382630__1.382630	88431__A0A174KC10__ERS852423_00293
ERR1913168.382752__1.382752	165179__A0A3E5EB26__CFT61_02800
ERR1913168.382708__1.382708	246787__A0A3D6ARN8__yehU_6
ERR1913168.382988__1.382988	820__A0A3E4XM43__DXC91_13960
ERR1913168.383033__1.383033	821__A0A0P0M405__DXC02_15075
ERR1913168.383354__1.383354	394340__purL
ERR1913168.383403__1.383403	29361__B6FJF7__CLONEX_00243
ERR1913168.383458__1.383458	33038__A0A2N5PQU6__RUMGNA_01940
ERR1913168.383516__1.383516	165179__A0A3E5AER8__DXB80_07075
ERR1913168.383594__1.383594	28117__B0MTV3__BHV66_06405
ERR1913168.383728__1.383728	28117__B0MWP2__ALIPUT_01468
ERR1913168.383973__1.383973	301301__A0A395VCJ3__cbiT
ERR1913168.384113__1.384113	821__A0A174WBC9__ERS852556_03145
ERR1913168.384176__1.384176	821__A0A174MBW9__SAMN04487923_10272
ERR1913168.384472__1.384472	853__A0A2A7B9I6__DW855_13690
ERR1913168.384736__1.384736	239935__A0A2N8J1K0__CXT97_05765
ERR1913168.384904__1.384904	33038__A7AZD2__CDL27_05250
ERR1913168.384949__1.384949	33038__A7B7G7__CDL25_12200
ERR1913168.385016__1.385016	671267__R9IB12__C802_00696
ERR1913168.384982__1.384982	1262921__R5LSI3__BN473_01312
ERR1913168.385032__1.385032	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.385167__1.385167	360807__C0FPW0__ROSEINA2194_00763
ERR1913168.385359__1.385359	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.385362__1.385362	1897011__A0A1Q6REX8__BHW41_04475
ERR1913168.385400__1.385400	329854__A0A3D6AT76__DXD57_12190
ERR1913168.385757__1.385757	1147152__GeneID:14181982
ERR1913168.385917__1.385917	28118__F9Z750__Odosp_3044
ERR1913168.386383__1.386383	216816__Q8G585__APC1473_0508
ERR1913168.386476__1.386476	33038__A0A2N5P082__CDL24_08780
ERR1913168.386460__1.386460	33038__F7JZ41__CCY17_00135
ERR1913168.386526__1.386526	28052__R7N9Y1__spoIIE
ERR1913168.386752__1.386752	487174__R5G1E8__DIT83_00510
ERR1913168.386804__1.386804	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913168.386877__1.386877	821__A0A3E4XY72__NCTC10583_01067
ERR1913168.386969__1.386969	394340__uvrC
ERR1913168.386999__1.386999	357276__I9R2M6__BSEG_03499
ERR1913168.387052__1.387052	29361__B6FQ82__CLONEX_02301
ERR1913168.387398__1.387398	649756__A0A173S8W9__DCR88_01065
ERR1913168.387533__1.387533	360807__A0A0M6X0S9__RIL183_10591
ERR1913168.387782__1.387782	552398__F4XCR9__HMPREF0866_01636
ERR1913168.387890__1.387890	328814__GCA_004558275.1_00291
ERR1913168.387897__1.387897	33038__A0A2N5NWJ7__CDL25_16350
ERR1913168.387933__1.387933	853__A0A173SUU8__CGS54_06840
ERR1913168.388112__1.388112	1297617__A0A0S2W6G4__IB211_02516c
ERR1913168.388649__1.388649	329854__R5LZK1__DXD27_00590
ERR1913168.388687__1.388687	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913168.388798__1.388798	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.389094__1.389094	301301__A0A395VC27__adaA_5
ERR1913168.389447__1.389447	33038__F7JZ41__CCY17_00135
ERR1913168.389623__1.389623	446660__GCA_003428235.1_02337
ERR1913168.389806__1.389806	165179__D1PHC0__PREVCOP_06640
ERR1913168.389905__1.389905	165179__A0A3E5AGH1__DXB80_05820
ERR1913168.390603__1.390603	2108523__A0A2P2F6U5__LAWASA_1727
ERR1913168.390774__1.390774	329854__R5MB40__DXD27_08105
ERR1913168.391005__1.391005	33038__A0A2N5P2X7__CDL26_06080
ERR1913168.391076__1.391076	394340__purB
ERR1913168.391140__1.391140	1263109__GCA_000438135.1_00659
ERR1913168.391186__1.391186	329854__R7DQV0__DXD57_13335
ERR1913168.391436__1.391436	820__A7UYX8__DXD40_11635
ERR1913168.391630__1.391630	328814__GCA_004558275.1_00293
ERR1913168.391598__1.391598	360807__C0FVL5__ERS852392_00391
ERR1913168.391600__1.391600	31971__A8R953__EUBDOL_00488
ERR1913168.391679__1.391679	39485__A0A174ZLH6__EUBELI_01564
ERR1913168.391965__1.391965	820__A0A3E4HWJ4__DXD40_05945
ERR1913168.392036__1.392036	821__A0A396F598__CUU_3259
ERR1913168.392014__1.392014	1235835__R9LCU2__C814_02677
ERR1913168.392192__1.392192	446660__GCA_003428235.1_01040
ERR1913168.392277__1.392277	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.392299__1.392299	165179__A0A3E5A554__DXB80_13805
ERR1913168.392302__1.392302	1263000__R5ER22__BN466_01180
ERR1913168.392347__1.392347	821__C6ZAA5__ERS852556_00403
ERR1913168.392378__1.392378	821__A0A174NM17__lacZ_6
ERR1913168.392446__1.392446	239935__A0A2N8HT68__ADH72_00510
ERR1913168.392679__1.392679	28117__B0MTY2__BHV66_06485
ERR1913168.392714__1.392714	671267__R9IB12__C802_00696
ERR1913168.392775__1.392775	39485__A0A175A403__EUBELI_20577
ERR1913168.392922__1.392922	239935__A0A2N8HB50__CXU17_02615
ERR1913168.393007__1.393007	1262824__R6RN98__BN719_00497
ERR1913168.393164__1.393164	360807__C0FWL1__RIL183_24711
ERR1913168.393321__1.393321	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.393406__1.393406	821__A0A173XDD3__DXB82_17180
ERR1913168.393615__1.393615	33038__A0A2N5P0V0__CDL19_10970
ERR1913168.394024__1.394024	150055__S5R2N5__KE3_2021
ERR1913168.394049__1.394049	706562__GCA_900112995.1_01428
ERR1913168.394393__1.394393	1432052__F7KDQ4__BEI63_00665
ERR1913168.394520__1.394520	821__A0A3E4KIM1__M097_3660
ERR1913168.394655__1.394655	40519__U2MCQ8__RUMCAL_00556
ERR1913168.394960__1.394960	33038__F7JT04__CDL21_01120
ERR1913168.395019__1.395019	292800__A0A174RGQ5__HMPREF0372_03387
ERR1913168.395187__1.395187	39485__C4Z6V7__walK
ERR1913168.395209__1.395209	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.395344__1.395344	39485__C4Z355__ERS852490_01971
ERR1913168.395513__1.395513	28052__R7NCK3__ERS852499_02382
ERR1913168.395526__1.395526	74426__group_4851
ERR1913168.395620__1.395620	33038__A0A2N5PIQ0__CDL22_01285
ERR1913168.395695__1.395695	33038__A7B7G7__CDL25_12200
ERR1913168.395786__1.395786	821__E5UY21__C800_02204
ERR1913168.395802__1.395802	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.395877__1.395877	40519__U2MCQ8__RUMCAL_00556
ERR1913168.395880__1.395880	487174__K0WUW8__DDY40_02615
ERR1913168.395984__1.395984	214856__A0A174A0P3__ERS852447_00994
ERR1913168.396083__1.396083	165179__A0A229I1J2__DXB80_03950
ERR1913168.396185__1.396185	39492__D4JRM9__bglB_2
ERR1913168.396187__1.396187	817__F7LJ87__HMPREF1067_00952
ERR1913168.396344__1.396344	706562__GCA_900112995.1_02230
ERR1913168.396346__1.396346	165179__A0A3E5AHY4__CFT61_07675
ERR1913168.396466__1.396466	487174__K0X7X4__DIT83_09125
ERR1913168.397143__1.397143	329854__R5MCA8__DXD57_18415
ERR1913168.397581__1.397581	329854__R5M1Z2__DXD57_10480
ERR1913168.397612__1.397612	1262743__R5C054__BN727_01980
ERR1913168.398053__1.398053	33038__A0A2N5NYI5__C5Y99_09140
ERR1913168.398253__1.398253	649756__D4MU45__ERS852425_01466
ERR1913168.398461__1.398461	165179__A0A3E5DN34__DXC61_07865
ERR1913168.398527__1.398527	301301__G2SXA1__frc_2
ERR1913168.398588__1.398588	674529__A0A174UNM4__DXB21_18930
ERR1913168.398688__1.398688	28116__A0A078Q626__HMPREF1070_02735
ERR1913168.398929__1.398929	292800__G9YXR5__ERS852504_02958
ERR1913168.399325__1.399325	487174__R5FMM3__DDY40_00820
ERR1913168.399522__1.399522	1263000__R5EUG9__BN466_01476
ERR1913168.399574__1.399574	329854__A0A3E4IPA9__BACINT_02342
ERR1913168.399633__1.399633	1263000__R5EUG9__BN466_01476
ERR1913168.400086__1.400086	501571__R8W0N4__B5F17_01895
ERR1913168.400077__1.400077	239935__A0A2N8J1K0__CXT97_05765
ERR1913168.400034__1.400034	33038__A7B2B8__CDL19_04760
ERR1913168.400168__1.400168	562__P0AFH7__oppC
ERR1913168.400248__1.400248	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.400384__1.400384	39485__A0A174ZLN0__EUBELI_00120
ERR1913168.400542__1.400542	1263000__R5EAZ0__BN466_00537
ERR1913168.400596__1.400596	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913168.401057__1.401057	33038__F7JZ41__CCY17_00135
ERR1913168.401131__1.401131	35517__V1CS63__HMPREF9089_00076
ERR1913168.401526__1.401526	1628085__A0A374VQ80__C7386_10352
ERR1913168.401619__1.401619	39485__C4Z2I5__ERS852492_02214
ERR1913168.402367__1.402367	301301__G2T3Q2__ERS852391_00522
ERR1913168.402444__1.402444	418240__A0A174E8U8__sigM_3
ERR1913168.402658__1.402658	820__A0A3E4PYB0__yejM
ERR1913168.402732__1.402732	418240__C6JAJ9__ERS852523_02796
ERR1913168.402854__1.402854	28116__F7M1Q5__CUY_1584
ERR1913168.402885__1.402885	39485__C4Z1S0__ERS852492_00886
ERR1913168.402887__1.402887	820__R9HP61__DXC91_01090
ERR1913168.403383__1.403383	384638__B7AT21__BACPEC_01289
ERR1913168.403852__1.403852	239935__A0A2N8HPS5__Amuc_0950
ERR1913168.404030__1.404030	328814__GCA_004558275.1_00079
ERR1913168.404481__1.404481	33038__A0A2N5P678__CDL25_02225
ERR1913168.404484__1.404484	106588__A6NUL8__BACCAP_01900
ERR1913168.404540__1.404540	360807__A0A0M6WAF4__ERS852392_02663
ERR1913168.405214__1.405214	39485__A0A174YIY1__cheY_1
ERR1913168.405216__1.405216	39492__R6SPM9__pheT
ERR1913168.405405__1.405405	2292352__A0A374UL49__DXC23_11310
ERR1913168.405650__1.405650	360807__A0A173XR05__RIL183_10401
ERR1913168.405927__1.405927	823__A0A174U5E4__BDI_3390
ERR1913168.406125__1.406125	39485__C4Z2J8__ERS852490_02044
ERR1913168.406198__1.406198	1262986__R6A1E4__BN492_00289
ERR1913168.406290__1.406290	301302__A0A173UN64__manA_2
ERR1913168.406307__1.406307	39485__C4Z069__EUBELI_00981
ERR1913168.406558__1.406558	360807__A0A173VD35__suhB
ERR1913168.406654__1.406654	28052__R7NDB6__ERS852499_00304
ERR1913168.406816__1.406816	39485__A0A174ZNZ2__ERS852492_02345
ERR1913168.407052__1.407052	28116__D7K7K3__SAMN05192581_103348
ERR1913168.407261__1.407261	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913168.407367__1.407367	39485__C4Z069__EUBELI_00981
ERR1913168.407632__1.407632	360807__A0A396ADY6__RIL183_17001
ERR1913168.407753__1.407753	1776045__A0A0U5J7K7__BN3456_00132
ERR1913168.407767__1.407767	817__A0A395WMP7__M107_2481
ERR1913168.408495__1.408495	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.408628__1.408628	239935__A0A2N8HS88__CXU19_12255
ERR1913168.408699__1.408699	821__E5UMZ6__BVU_1450
ERR1913168.408720__1.408720	329854__R7E3J6__BACINT_00489
ERR1913168.408976__1.408976	649756__L1Q2A2__CL2_18610
ERR1913168.409193__1.409193	556259__I0PYM3__BSGG_5385
ERR1913168.409524__1.409524	246787__A0A0P0G254__axeA1_2
ERR1913168.409713__1.409713	239935__A0A2N8HT18__CXT93_06135
ERR1913168.409730__1.409730	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.409836__1.409836	328814__GCA_004558275.1_00025
ERR1913168.409804__1.409804	410072__A0A174QHJ5__COPCOM_03116
ERR1913168.409974__1.409974	329854__R5LZ68__BACINT_01603
ERR1913168.410140__1.410140	360807__A0A174F8N1__ERS852444_00648
ERR1913168.410597__1.410597	40519__U2MCQ8__RUMCAL_00556
ERR1913168.410720__1.410720	29361__B6FKH5__CLONEX_00621
ERR1913168.410722__1.410722	1531__A0A0E2H6D5__NCTC11224_00665
ERR1913168.410827__1.410827	329854__B3C787__BACINT_00778
ERR1913168.411255__1.411255	28118__F9Z7B3__SAMEA44545918_00670
ERR1913168.411359__1.411359	487174__R5FJH0__DDY40_07055
ERR1913168.411613__1.411613	1550024__A0A3B9WIW5__TQ39_04755
ERR1913168.411648__1.411648	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.411711__1.411711	328814__GCA_004558275.1_00296
ERR1913168.411717__1.411717	214856__A0A174A1J3__ERS852447_01000
ERR1913168.411676__1.411676	239935__A0A2N8IXN0__CXT95_01765
ERR1913168.411828__1.411828	329854__R5M7M9__DXD27_11505
ERR1913168.412025__1.412025	39485__C4Z684__ERS852492_01895
ERR1913168.412122__1.412122	821__A0A174NSU0__BVU_3144
ERR1913168.412206__1.412206	39485__R6A1W2__ERS852490_01584
ERR1913168.412286__1.412286	487174__K0WY34__DDY40_07435
ERR1913168.412237__1.412237	165179__D1PHD6__DXC61_03380
ERR1913168.412598__1.412598	552398__F4XCR9__HMPREF0866_01636
ERR1913168.412966__1.412966	357276__B6W1J2__BACDOR_03380
ERR1913168.412979__1.412979	820__A0A139KEW8__DXB64_06405
ERR1913168.413368__1.413368	357276__I9QBT7__BSEG_03340
ERR1913168.413458__1.413458	671267__R9IB12__C802_00696
ERR1913168.413627__1.413627	820__A0A174F0C1__nreB
ERR1913168.413866__1.413866	410072__A0A173XQG6__ERS852574_01620
ERR1913168.413878__1.413878	28117__B0MY82__BHV66_04755
ERR1913168.413912__1.413912	292800__A0A174IVH2__zraR_1
ERR1913168.413998__1.413998	328814__GCA_004558275.1_00018
ERR1913168.414164__1.414164	501571__R8W4R2__SAMN02745978_00682
ERR1913168.414218__1.414218	1235835__R9LCU2__C814_02677
ERR1913168.414343__1.414343	33038__A0A2N5NRF9__tetC
ERR1913168.414548__1.414548	487174__K0WRR5__DDY40_06130
ERR1913168.414615__1.414615	165179__D1PES9__DXB80_11585
ERR1913168.414654__1.414654	165179__D1PEQ5__PREVCOP_05711
ERR1913168.414688__1.414688	28052__R7N9Y1__spoIIE
ERR1913168.414881__1.414881	1160721__R6SZN5__BHW50_07705
ERR1913168.415149__1.415149	328814__GCA_004558275.1_01395
ERR1913168.415491__1.415491	28116__F7LEX0__CUY_5042
ERR1913168.415616__1.415616	820__A0A139KG60__M094_2679
ERR1913168.415895__1.415895	357276__A0A076ISJ4__B5F95_19420
ERR1913168.416116__1.416116	1262911__R6GLA5__BN557_01456
ERR1913168.416665__1.416665	820__A0A173YYG4__evgS_3
ERR1913168.416704__1.416704	649756__D4MTV5__sorC
ERR1913168.416777__1.416777	329854__R5MR15__BACINT_04809
ERR1913168.417362__1.417362	246787__A0A120A2E7__HMPREF1062_06329
ERR1913168.417533__1.417533	39485__A0A174ZNW9__luxQ_1
ERR1913168.417672__1.417672	39491__A0A396FMF1__EUR_28700
ERR1913168.417679__1.417679	626933__H1DGX0__HMPREF9449_01506
ERR1913168.417929__1.417929	239935__A0A2N8HL50__CXT98_09135
ERR1913168.418033__1.418033	10680__GeneID:1261092
ERR1913168.418092__1.418092	821__A6L0C7__ERS852556_03520
ERR1913168.418148__1.418148	33038__A0A396G729__RUMGNA_01796
ERR1913168.418235__1.418235	33038__A0A2N5P082__CDL24_08780
ERR1913168.418241__1.418241	1262700__R5XLR7__BN695_01670
ERR1913168.418465__1.418465	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913168.418613__1.418613	33038__A0A396G387__HMPREF1201_01180
ERR1913168.418665__1.418665	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.418689__1.418689	239935__A0A2N8HL50__CXT98_09135
ERR1913168.419082__1.419082	387090__S0F8B2__BACCOPRO_02129
ERR1913168.419110__1.419110	1262824__R6RL63__BN719_02160
ERR1913168.419391__1.419391	28052__R7NCE8__cph2_1
ERR1913168.419404__1.419404	562__A0A376L0A6__CQA14_19985
ERR1913168.419535__1.419535	820__A0A3E4G826__C801_01612
ERR1913168.419504__1.419504	33038__A7AXY7__CDL27_09020
ERR1913168.419978__1.419978	329854__R5LT64__BACINT_03703
ERR1913168.420374__1.420374	329854__R5LXT8__DXD57_15625
ERR1913168.420392__1.420392	239935__A0A2N8IVK9__CXU08_03750
ERR1913168.420542__1.420542	28117__B0MST8__ALIPUT_00310
ERR1913168.420592__1.420592	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.420740__1.420740	2108523__A0A2P2F6E4__LAWASA_1598
ERR1913168.420903__1.420903	28052__R7N8I1__pimB_4
ERR1913168.421043__1.421043	33038__F7JV68__C5Y99_05575
ERR1913168.421122__1.421122	821__E5UY21__C800_02204
ERR1913168.421146__1.421146	33038__A0A2N5P082__CDL24_08780
ERR1913168.421234__1.421234	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913168.421803__1.421803	329854__R5M856__DXD27_09575
ERR1913168.422751__1.422751	39485__C4Z0R8__EUBELI_01181
ERR1913168.423035__1.423035	28052__A0A174YNE8__ERS852451_00845
ERR1913168.423200__1.423200	1304__J7TYF2__hk13_3
ERR1913168.423244__1.423244	301301__G2T4K1__RHOM_14310
ERR1913168.423566__1.423566	821__A0A3E4KIM1__M097_3660
ERR1913168.423922__1.423922	204516__U6RAM4__HMPREF1534_03439
ERR1913168.424171__1.424171	384639__GCA_003096855.1_01622
ERR1913168.424263__1.424263	28052__A0A174K6D6__ERS852451_01708
ERR1913168.424474__1.424474	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.424699__1.424699	1463165__A6TC48__DP204_07400
ERR1913168.424978__1.424978	458033__GCA_001482755.1_02203
