ERR1913166.89__1.89	1262743__R5C7C5__BN727_00596
ERR1913166.210864__1.210864	820__A7V9F9__B5G17_14640
ERR1913166.210965__1.210965	1262882__R5MHQ8__BN519_00707
ERR1913166.211060__1.211060	1297617__A0A0S2W899__BIV19_10510
ERR1913166.211375__1.211375	820__A7V9F9__B5G17_14640
ERR1913166.211316__1.211316	28117__B0MY40__BHV66_05170
ERR1913166.211341__1.211341	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.211398__1.211398	301301__A0A395V396__RHOM_09170
ERR1913166.211470__1.211470	204516__U6RFU0__HMPREF1534_02545
ERR1913166.211525__1.211525	820__A0A174A6K0__M093_0079
ERR1913166.211581__1.211581	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913166.211697__1.211697	1262882__R5N5J6__BN519_01504
ERR1913166.211961__1.211961	338188__R6RT73__HMPREF1057_02828
ERR1913166.211925__1.211925	820__A0A139K337__ERS852459_02375
ERR1913166.212107__1.212107	1262746__R5SS80__BN750_02125
ERR1913166.212142__1.212142	28111__R5K5X6__NCTC11155_02508
ERR1913166.212223__1.212223	1262882__R5MFM2__BN519_00460
ERR1913166.212267__1.212267	39491__C4ZHS4__EUR_24420
ERR1913166.212339__1.212339	820__A7V9F9__B5G17_14640
ERR1913166.212449__1.212449	820__R9I3Q7__HMPREF1072_01668
ERR1913166.212469__1.212469	47678__R5UER2__CGC64_00710
ERR1913166.212750__1.212750	301301__A0A395V8M7__ERS852391_00967
ERR1913166.212778__1.212778	292800__G9YMI4__ERS852518_06919
ERR1913166.212856__1.212856	1262882__R5N511__BN519_01592
ERR1913166.212886__1.212886	39492__D4JR58__EUBSIR_02090
ERR1913166.212961__1.212961	204516__U6R7Y8__HMPREF1534_03942
ERR1913166.212966__1.212966	1297617__A0A0S2W1Z3__BIV19_01060
ERR1913166.213032__1.213032	820__A0A139K426__B5G17_09115
ERR1913166.213260__1.213260	487173__H1D1M7__HMPREF9453_01515
ERR1913166.213225__1.213225	820__A0A3E4VXP2__yesR
ERR1913166.213289__1.213289	1262882__R5MKL9__BN519_00353
ERR1913166.213303__1.213303	239935__A0A2N8ITG2__Amuc_0335
ERR1913166.213330__1.213330	1262882__R5N5S3__BN519_00085
ERR1913166.213404__1.213404	820__A0A139K1Y6__DXB48_02610
ERR1913166.213649__1.213649	820__A0A139KA34__B5G17_05520
ERR1913166.213768__1.213768	39492__D4JT67__EUBSIR_01784
ERR1913166.213774__1.213774	40518__R5DMZ0__DXD83_05610
ERR1913166.213816__1.213816	820__A0A3E4WCX3__C801_02709
ERR1913166.213900__1.213900	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913166.213998__1.213998	820__R9I2U8__DXC68_09590
ERR1913166.214197__1.214197	1262911__R6GKS1__BN557_00184
ERR1913166.214201__1.214201	39491__A0A396FEW6__T1815_18721
ERR1913166.214162__1.214162	47678__R5USS6__C5Z00_03300
ERR1913166.214168__1.214168	820__A0A174F696__macB_13
ERR1913166.214300__1.214300	410072__A0A3E4GMB7__COPCOM_03357
ERR1913166.214344__1.214344	1262882__R5MNC1__BN519_00818
ERR1913166.214350__1.214350	821__A0A173XDD3__DXB82_17180
ERR1913166.214328__1.214328	820__A0A173YYG4__evgS_3
ERR1913166.214330__1.214330	329854__R7DRH1__DXD27_19880
ERR1913166.214413__1.214413	1262743__R5C7B5__BN727_00586
ERR1913166.214874__1.214874	47678__A5ZGW9__HMPREF1061_01068
ERR1913166.214889__1.214889	1262882__R5MHZ2__BN519_00742
ERR1913166.214953__1.214953	214851__D1PRQ8__SUBVAR_07067
ERR1913166.214917__1.214917	674529__R6W053__DXB21_21335
ERR1913166.214934__1.214934	1318__K8MWD6__CYK20_04200
ERR1913166.215013__1.215013	820__A0A396EUV1__B5G17_06465
ERR1913166.215220__1.215220	820__A7V9F9__B5G17_14640
ERR1913166.215259__1.215259	1262882__R5N0F4__BN519_00593
ERR1913166.215452__1.215452	28117__B0MTH2__ALIPUT_00061
ERR1913166.215478__1.215478	821__A6L0C7__ERS852556_03520
ERR1913166.215486__1.215486	46503__R6Y4M7__HMPREF1078_03269
ERR1913166.215523__1.215523	820__A0A3E4FWC8__DXC91_14635
ERR1913166.215740__1.215740	820__A0A3E4WCC2__lptB_1
ERR1913166.215879__1.215879	328814__GCA_004558275.1_00296
ERR1913166.215900__1.215900	487173__H1CY53__HMPREF9453_00291
ERR1913166.215904__1.215904	1263044__GCA_000433375.1_03282
ERR1913166.216119__1.216119	165179__D1PCL6__DXB80_13435
ERR1913166.216181__1.216181	1262882__R5MPY4__BN519_01128
ERR1913166.216240__1.216240	1262924__R7HLU6__BN585_01291
ERR1913166.216215__1.216215	821__R6F3Y1__SAMN04487923_104318
ERR1913166.216275__1.216275	820__A7VAS1__HMPREF2141_03259
ERR1913166.216330__1.216330	1262882__R5N4F5__BN519_01266
ERR1913166.216434__1.216434	371601__D6CXF7__BN891_50120
ERR1913166.216605__1.216605	28118__R6F7E3__ompH_2
ERR1913166.216697__1.216697	1262992__R5D749__BN795_01063
ERR1913166.216758__1.216758	371601__D0TRG1__HMPREF1074_04676
ERR1913166.216816__1.216816	820__A0A1Y3V743__M093_0235
ERR1913166.216892__1.216892	1262882__R5MF51__BN519_00287
ERR1913166.217062__1.217062	204516__U6RH18__HMPREF1534_01847
ERR1913166.216994__1.216994	454154__G5SNM5__HMPREF9441_00956
ERR1913166.217267__1.217267	1262992__R5DAK8__BN795_01248
ERR1913166.217330__1.217330	820__A0A078S4C2__ERS417307_00828
ERR1913166.217401__1.217401	1263107__GCA_000436995.1_00213
ERR1913166.217473__1.217473	39492__B0MNL5__phoR_1
ERR1913166.217524__1.217524	1262924__R7HPZ6__BN585_00681
ERR1913166.217495__1.217495	821__A0A0P0L952__M097_4235
ERR1913166.217576__1.217576	820__A0A174LJB2__HMPREF1072_04112
ERR1913166.217614__1.217614	371601__D7IYQ1__BN890_32720
ERR1913166.217842__1.217842	820__A0A173YYG4__evgS_3
ERR1913166.217904__1.217904	2107999__A0A366KH48__LK7_008315
ERR1913166.217929__1.217929	820__A0A174KKV6__DXC07_02635
ERR1913166.218008__1.218008	820__A0A139KH21__DXC80_01780
ERR1913166.218098__1.218098	204516__U6RN30__HMPREF1534_00370
ERR1913166.218145__1.218145	28111__R5K5Y3__BACEGG_03205
ERR1913166.218634__1.218634	1262882__R5MRT2__BN519_01494
ERR1913166.218673__1.218673	820__A0A139K1Y6__DXB48_02610
ERR1913166.218680__1.218680	823__A0A395YX30__M090_4590
ERR1913166.218700__1.218700	329854__R5M4V3__DXK01_22225
ERR1913166.218778__1.218778	820__A0A139KJR5__M093_4469
ERR1913166.218971__1.218971	820__A0A139JRH8__HMPREF2141_04326
ERR1913166.219047__1.219047	28117__R7JIJ8__BHV66_01635
ERR1913166.219133__1.219133	1262882__R5N3T7__BN519_01188
ERR1913166.219442__1.219442	384639__GCA_003096855.1_00996
ERR1913166.219443__1.219443	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.219458__1.219458	2173__A0A1D2WX16__METSMIALI_00508
ERR1913166.219540__1.219540	39492__D4MMZ8__ERS852540_01407
ERR1913166.219566__1.219566	216816__B3DNW2__BL171B_07980
ERR1913166.219672__1.219672	338188__C9KS28__BACFIN_05109
ERR1913166.219694__1.219694	820__A0A174P0L5__glcK_3
ERR1913166.219847__1.219847	1262882__R5MRT2__BN519_01494
ERR1913166.219912__1.219912	820__A7V092__hldE
ERR1913166.219863__1.219863	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913166.220077__1.220077	820__A0A174G065__DXB62_08975
ERR1913166.220313__1.220313	820__A0A139K1Y6__DXB48_02610
ERR1913166.220436__1.220436	214856__A0A174ZLY7__ERS852447_02456
ERR1913166.220519__1.220519	1262882__R5MGK3__BN519_00655
ERR1913166.220468__1.220468	1262882__R5MM90__BN519_01721
ERR1913166.220875__1.220875	820__R9I3Q7__HMPREF1072_01668
ERR1913166.220845__1.220845	823__A0A355XN73__DXC05_07000
ERR1913166.220852__1.220852	820__A0A3E4FZM1__adaA_2
ERR1913166.220853__1.220853	818__A0A3E5GY47__SAMN02910322_02002
ERR1913166.220918__1.220918	204516__U6RAM4__HMPREF1534_03439
ERR1913166.220921__1.220921	1262882__R5MHQ8__BN519_00707
ERR1913166.220899__1.220899	1628085__A0A2U1BCV0__C7386_1063
ERR1913166.221116__1.221116	1262882__R5N5J6__BN519_01504
ERR1913166.221175__1.221175	820__A0A174M9V5__M093_0237
ERR1913166.221232__1.221232	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.221198__1.221198	820__A0A139JUD3__DXC91_19380
ERR1913166.221293__1.221293	820__A0A3E4WA06__ERS852554_03404
ERR1913166.221342__1.221342	1262882__R5MIW5__BN519_00945
ERR1913166.221507__1.221507	239935__A0A2N8HB50__CXU17_02615
ERR1913166.221603__1.221603	626931__K9E1F3__DXB65_00005
ERR1913166.221657__1.221657	820__A0A078S4C2__ERS417307_00828
ERR1913166.221819__1.221819	239935__A0A2N8J2P6__ADH72_06730
ERR1913166.221866__1.221866	820__A0A139JY23__B5G17_06330
ERR1913166.221875__1.221875	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.221952__1.221952	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.222028__1.222028	487174__K0X9T7__HMPREF9448_00996
ERR1913166.222069__1.222069	216816__B7GPE8__I118_0062
ERR1913166.222240__1.222240	820__A0A174CK74__DXB48_07060
ERR1913166.222195__1.222195	1262882__R5N1R4__BN519_00788
ERR1913166.222272__1.222272	1262882__R5MEN9__BN519_00201
ERR1913166.222276__1.222276	371601__D6CXF8__DXD80_06045
ERR1913166.222422__1.222422	1263044__GCA_000433375.1_01822
ERR1913166.222524__1.222524	820__A0A3E4G826__C801_01612
ERR1913166.222599__1.222599	39491__A0A396FQV7__T1815_10751
ERR1913166.222694__1.222694	39492__D4JT68__spoIIIE
ERR1913166.222707__1.222707	1262882__R5MYP2__BN519_00435
ERR1913166.222715__1.222715	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.222724__1.222724	674529__A0A174J9J9__SAMN05444400_1069
ERR1913166.222775__1.222775	387090__S0F8B2__BACCOPRO_02129
ERR1913166.223004__1.223004	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913166.223024__1.223024	820__A0A3E4VZT7__DXB48_16145
ERR1913166.223104__1.223104	487174__R5F4K8__HMPREF9448_01532
ERR1913166.223202__1.223202	820__A0A174CK74__DXB48_07060
ERR1913166.223169__1.223169	47678__R5UAF6__ERS852494_02966
ERR1913166.223224__1.223224	239935__A0A3F3KBB8__CXU16_06755
ERR1913166.223363__1.223363	820__A0A139KEW8__DXB64_06405
ERR1913166.223368__1.223368	820__A0A3E4G8F8__ERS852421_01645
ERR1913166.223424__1.223424	820__A0A374MXK3__HMPREF1072_00166
ERR1913166.223456__1.223456	674529__R6UXI6__DXB21_03540
ERR1913166.223527__1.223527	28117__B0MUX7__ALIPUT_00918
ERR1913166.223649__1.223649	1796613__A0A1C7GYD6__A4V03_03700
ERR1913166.223955__1.223955	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.224245__1.224245	820__A7V470__HMPREF1072_02076
ERR1913166.224268__1.224268	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.224306__1.224306	28117__B0MY34__BHV66_05195
ERR1913166.224330__1.224330	820__A0A139JRH8__HMPREF2141_04326
ERR1913166.224350__1.224350	820__A0A3E4W9W8__C801_01069
ERR1913166.224400__1.224400	820__A7VAR9__ERS852421_00197
ERR1913166.224428__1.224428	823__A0A173TL14__M095_0764
ERR1913166.224496__1.224496	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.224538__1.224538	818__A0A174VV39__BT_3492
ERR1913166.224789__1.224789	674529__A0A174EXC1__DXB21_01255
ERR1913166.224974__1.224974	820__A0A174CK74__DXB48_07060
ERR1913166.225092__1.225092	28111__R5JQQ7__NCTC11155_02278
ERR1913166.225268__1.225268	820__A0A396CMY7__HMPREF1072_03009
ERR1913166.225424__1.225424	1262743__R5C7B5__BN727_00586
ERR1913166.225495__1.225495	487174__K0WS78__HMPREF9448_02825
ERR1913166.225513__1.225513	214856__R6Z7Q9__ERS852447_02172
ERR1913166.225645__1.225645	1262882__R5MS31__BN519_01529
ERR1913166.225665__1.225665	820__A0A174F0C1__nreB
ERR1913166.225698__1.225698	239935__A0A2N8IG27__CXT85_07805
ERR1913166.225715__1.225715	820__A0A078S569__gmhB
ERR1913166.225771__1.225771	818__D7IK38__ERS852430_03017
ERR1913166.225778__1.225778	820__A0A3E4W984__pssA
ERR1913166.225782__1.225782	1262743__R5C3P9__BN727_00587
ERR1913166.225807__1.225807	820__A0A139KIL9__DXC68_05945
ERR1913166.225816__1.225816	820__A0A3E4WA06__ERS852554_03404
ERR1913166.226091__1.226091	820__A0A173W419__DXC68_17760
ERR1913166.226103__1.226103	39492__D4MM10__EUBSIR_01460
ERR1913166.226169__1.226169	1262882__R5MLA4__BN519_01536
ERR1913166.226184__1.226184	820__A0A396EUU8__luxQ_3
ERR1913166.226138__1.226138	454155__F3QXB7__HMPREF9442_02852
ERR1913166.226237__1.226237	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.226353__1.226353	1262882__R5MN65__BN519_00771
ERR1913166.226590__1.226590	820__A0A139K1Y6__DXB48_02610
ERR1913166.226664__1.226664	820__E5VEH7__ERS852459_01300
ERR1913166.226777__1.226777	820__A7VAR9__ERS852421_00197
ERR1913166.227158__1.227158	39491__D4JMW8__ERS852497_01971
ERR1913166.227194__1.227194	820__A7V9F9__B5G17_14640
ERR1913166.227237__1.227237	1262882__R5MZF2__BN519_00592
ERR1913166.227240__1.227240	357276__A0A076IXE0__HMPREF1064_04364
ERR1913166.227361__1.227361	1262882__R5N0J9__BN519_00773
ERR1913166.227844__1.227844	1262882__R5N1T9__BN519_00804
ERR1913166.227915__1.227915	820__A7UYG6__M094_0070
ERR1913166.227972__1.227972	454155__F3QX23__HMPREF9442_02757
ERR1913166.227990__1.227990	544645__A0A1U7L710__DXC42_05105
ERR1913166.228113__1.228113	40518__R5E304__thiT
ERR1913166.228173__1.228173	820__A0A3E4RUC4__DHU98_02635
ERR1913166.228352__1.228352	820__A0A174Q0F0__DXB48_08080
ERR1913166.228684__1.228684	47678__R5U2I4__ERS852558_03712
ERR1913166.228855__1.228855	487174__K0X429__HMPREF9448_00932
ERR1913166.229032__1.229032	820__A7VAS1__HMPREF2141_03259
ERR1913166.229076__1.229076	1262882__R5MLE6__BN519_01423
ERR1913166.229133__1.229133	1263044__GCA_000433375.1_01822
ERR1913166.229233__1.229233	239935__A0A139TT05__CXU09_03335
ERR1913166.229242__1.229242	1262882__R5MFY4__BN519_00529
ERR1913166.229263__1.229263	1150298__A0A174PXR1__ERS852406_02747
ERR1913166.229265__1.229265	820__A0A139K0K1__DXB37_05460
ERR1913166.229277__1.229277	1262882__R5MGK3__BN519_00655
ERR1913166.229304__1.229304	301302__A0A0M6WF57__M72_22681
ERR1913166.229375__1.229375	39492__R6SA81__EUBSIR_00402
ERR1913166.229405__1.229405	820__A7V859__ERS852462_00341
ERR1913166.229414__1.229414	239935__A0A2N8HAQ1__DEF40_05290
ERR1913166.229560__1.229560	1262882__R5MLT4__BN519_01496
ERR1913166.229740__1.229740	487173__H1D1P5__HMPREF9453_01533
ERR1913166.229756__1.229756	820__A0A139KHD8__ERS417307_00569
ERR1913166.229806__1.229806	1262992__R5CX54__BN795_00843
ERR1913166.229773__1.229773	820__A0A174KKV6__DXC07_02635
ERR1913166.229831__1.229831	820__A7V8C2__ERS852554_01338
ERR1913166.229889__1.229889	1150298__R7JU23__ERS852498_02342
ERR1913166.230028__1.230028	1262980__R5C0H7__BN814_00054
ERR1913166.230176__1.230176	820__A0A174F696__macB_13
ERR1913166.230331__1.230331	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.230438__1.230438	47678__A5ZEA3__ERS852558_00257
ERR1913166.230533__1.230533	818__A0A0P0F7K1__ERS852461_02719
ERR1913166.230651__1.230651	820__A0A3E4PYB0__yejM
ERR1913166.230689__1.230689	820__A0A174A6K0__M093_0079
ERR1913166.230708__1.230708	1262882__R5MLA4__BN519_01536
ERR1913166.230799__1.230799	823__A0A173UDF6__CEQ22_003270
ERR1913166.230804__1.230804	821__A0A0P0M2J4__DXD46_10295
ERR1913166.230812__1.230812	487173__H1D1P5__HMPREF9453_01533
ERR1913166.230890__1.230890	1262882__R5N5W2__BN519_00074
ERR1913166.230855__1.230855	1262743__R5C7D3__BN727_00606
ERR1913166.231095__1.231095	818__A0A174SHK6__ERS852511_01161
ERR1913166.231260__1.231260	1262882__A0A356PSJ4__BN519_01180
ERR1913166.231275__1.231275	1680__A0A087DHN0__AL0462_1532
ERR1913166.231683__1.231683	820__A7VAR9__ERS852421_00197
ERR1913166.231774__1.231774	1596__A0A133PEZ8__HMPREF0890_1127
ERR1913166.231821__1.231821	328814__GCA_004558275.1_01743
ERR1913166.231827__1.231827	626932__G5H9W8__HMPREF9450_01433
ERR1913166.231942__1.231942	1262882__R5N3T7__BN519_01188
ERR1913166.231946__1.231946	820__A0A173YYG4__evgS_3
ERR1913166.232048__1.232048	1262746__R5SS80__BN750_02125
ERR1913166.232143__1.232143	204516__U6R7Y8__HMPREF1534_03942
ERR1913166.232285__1.232285	39492__D4JSU6__dacB_3
ERR1913166.232359__1.232359	820__A0A174F696__macB_13
ERR1913166.232374__1.232374	626929__F3PKE9__HMPREF9445_02506
ERR1913166.232514__1.232514	820__A7V470__HMPREF1072_02076
ERR1913166.232482__1.232482	820__A0A139KJ23__celCCA
ERR1913166.232518__1.232518	820__A7V470__HMPREF1072_02076
ERR1913166.232613__1.232613	1262882__R5MEK3__BN519_00296
ERR1913166.232666__1.232666	674529__A0A174EXC1__DXB21_01255
ERR1913166.232712__1.232712	820__A0A078S569__gmhB
ERR1913166.232727__1.232727	1262882__R5MRT2__BN519_01494
ERR1913166.232728__1.232728	820__A7VAR9__ERS852421_00197
ERR1913166.232806__1.232806	820__A0A3E4G2R7__DXC07_00510
ERR1913166.232860__1.232860	820__A0A139K0J1__HMPREF2141_03205
ERR1913166.232894__1.232894	1550024__G9RT56__TQ39_09200
ERR1913166.232955__1.232955	454155__F3QXY1__HMPREF9442_03071
ERR1913166.232982__1.232982	214856__A0A175A6T5__ERS852447_02658
ERR1913166.233019__1.233019	457421__C5ERC0__CBFG_04276
ERR1913166.233217__1.233217	1262980__R5C0H7__BN814_00054
ERR1913166.233242__1.233242	387090__S0F7Y3__BACCOPRO_02028
ERR1913166.233321__1.233321	820__R9I2U8__DXC68_09590
ERR1913166.233382__1.233382	53443__A0A173U2S8__RUMHYD_02330
ERR1913166.233459__1.233459	1262924__R7HRJ9__BN585_00557
ERR1913166.233476__1.233476	28111__E5WWI4__HMPREF1016_01032
ERR1913166.233615__1.233615	1262882__R5MIW5__BN519_00945
ERR1913166.233810__1.233810	820__R9HP61__DXC91_01090
ERR1913166.233839__1.233839	820__A0A396EUU8__luxQ_3
ERR1913166.233986__1.233986	1262882__R5MSI7__BN519_01601
ERR1913166.234036__1.234036	39492__B0MN61__epsF_2
ERR1913166.234053__1.234053	47678__R5U8Y1__BACCAC_02615
ERR1913166.234066__1.234066	454155__F3QXY1__HMPREF9442_03071
ERR1913166.234173__1.234173	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.234198__1.234198	1262743__R5C7B5__BN727_00586
ERR1913166.234355__1.234355	246787__A0A108T4D5__HMPREF1062_06346
ERR1913166.234426__1.234426	239935__A0A2N8IF99__lpdA
ERR1913166.234464__1.234464	487173__H1CYC1__HMPREF9453_00359
ERR1913166.234668__1.234668	1965639__A0A1Y3XS30__B5G03_01875
ERR1913166.234721__1.234721	820__A0A173XIP7__B5G17_16050
ERR1913166.234913__1.234913	1393034__GCA_001552785.1_00728
ERR1913166.234942__1.234942	820__A0A139JUD3__DXC91_19380
ERR1913166.234954__1.234954	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913166.235230__1.235230	239935__A0A2N8IVR0__CXT87_07115
ERR1913166.235291__1.235291	40518__R5E6Y7__DXD83_08230
ERR1913166.235319__1.235319	1262882__R5N4I5__BN519_01288
ERR1913166.235354__1.235354	820__R9HVB9__DXC68_17285
ERR1913166.235527__1.235527	1262992__R5CX54__BN795_00843
ERR1913166.235722__1.235722	820__A0A374Q351__DXD40_05850
ERR1913166.235671__1.235671	820__A0A139JUD3__DXC91_19380
ERR1913166.235815__1.235815	1262882__R5MLP5__BN519_01602
ERR1913166.235897__1.235897	823__D7IUM6__M091_1082
ERR1913166.236320__1.236320	820__A0A1Y3V743__M093_0235
ERR1913166.236383__1.236383	454154__G5SVN0__HMPREF9441_03447
ERR1913166.236438__1.236438	39492__D4JSA4__ERS852540_00596
ERR1913166.236680__1.236680	246787__A0A108TE61__HMPREF1062_02205
ERR1913166.236681__1.236681	818__A0A3E5GY47__SAMN02910322_02002
ERR1913166.236709__1.236709	204516__U6RFU0__HMPREF1534_02545
ERR1913166.236836__1.236836	820__A0A173WUD7__DXB48_08055
ERR1913166.237092__1.237092	820__A7VAR9__ERS852421_00197
ERR1913166.237150__1.237150	853__A0A2A7A4A9__C4N21_14870
ERR1913166.237221__1.237221	820__A0A078S4C2__ERS417307_00828
ERR1913166.237233__1.237233	820__A0A396CMY7__HMPREF1072_03009
ERR1913166.237238__1.237238	338188__R6RUN2__BACFIN_08442
ERR1913166.237274__1.237274	487174__K0X4V9__DDY40_12220
ERR1913166.237357__1.237357	487174__K0X6A4__HMPREF9448_00105
ERR1913166.237519__1.237519	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.237606__1.237606	487173__H1D082__HMPREF9453_01020
ERR1913166.237877__1.237877	820__A0A3E4VXP2__yesR
ERR1913166.237962__1.237962	239935__A0A2N8IV82__CXT99_06735
ERR1913166.238117__1.238117	820__A0A139JY23__B5G17_06330
ERR1913166.238090__1.238090	820__A0A139KA34__B5G17_05520
ERR1913166.238141__1.238141	1262882__R5N3T7__BN519_01188
ERR1913166.238163__1.238163	47678__R5U9Z6__HMPREF1061_03205
ERR1913166.238194__1.238194	46503__R6WZC3__DCY29_09820
ERR1913166.238243__1.238243	626933__H1DGX0__HMPREF9449_01506
ERR1913166.238195__1.238195	821__I9R3W6__DXC16_12455
ERR1913166.238216__1.238216	823__A0A174GGT1__queG
ERR1913166.238219__1.238219	674529__A0A174P761__SAMN05444400_106145
ERR1913166.238371__1.238371	1262882__R5MRS7__BN519_01490
ERR1913166.238423__1.238423	28116__F7LEX0__CUY_5042
ERR1913166.238548__1.238548	820__A0A374Q351__DXD40_05850
ERR1913166.238708__1.238708	1472761__GCA_002159295.1_00731
ERR1913166.238739__1.238739	823__A0A173RD26__B5F32_03910
ERR1913166.238898__1.238898	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.238948__1.238948	821__R6F3Y1__SAMN04487923_104318
ERR1913166.238922__1.238922	454155__F3QXB7__HMPREF9442_02852
ERR1913166.239118__1.239118	28117__B0MY82__BHV66_04755
ERR1913166.239481__1.239481	1160721__A0A1C6DCM8__RBI_I01997
ERR1913166.239499__1.239499	818__A0A174VDI6__BSIG_1023
ERR1913166.239574__1.239574	820__A7V470__HMPREF1072_02076
ERR1913166.239602__1.239602	2107999__A0A1V3Y225__LK7_008245
ERR1913166.239605__1.239605	487174__R5EP60__DIT83_09045
ERR1913166.239614__1.239614	1262882__R5N678__BN519_01604
ERR1913166.239542__1.239542	1262882__R5MF51__BN519_00287
ERR1913166.239796__1.239796	820__A0A174DZ97__SAMN05444418_101240
ERR1913166.239817__1.239817	1099853__R7DEQ7__NSB1T_12415
ERR1913166.239905__1.239905	1318__I1ZPN1__NCTC12854_02060
ERR1913166.239921__1.239921	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913166.239937__1.239937	301302__A0A173RZU9__M72_23561
ERR1913166.240125__1.240125	820__A0A1T4IY80__ERS852554_01621
ERR1913166.240334__1.240334	820__R9I324__HMPREF2141_02414
ERR1913166.240434__1.240434	820__A7V859__ERS852462_00341
ERR1913166.240466__1.240466	39492__D4JVC7__yfgF
ERR1913166.240551__1.240551	28117__B0MST6__BHV66_06090
ERR1913166.240851__1.240851	820__A0A3E4VZY4__ERS852554_01211
ERR1913166.240912__1.240912	1262882__R5MFM2__BN519_00460
ERR1913166.240959__1.240959	1472761__GCA_002159295.1_00731
ERR1913166.240960__1.240960	820__A0A173WUD7__DXB48_08055
ERR1913166.241249__1.241249	821__R7P1Q7__M099_2990
ERR1913166.241365__1.241365	39491__A0A173SH34__EUR_24920
ERR1913166.241429__1.241429	1262882__R5MM10__BN519_01679
ERR1913166.241409__1.241409	1262743__R5C7D3__BN727_00606
ERR1913166.241465__1.241465	820__A0A1T4IY80__ERS852554_01621
ERR1913166.241540__1.241540	820__A0A3E4W7J3__DXC07_00330
ERR1913166.241763__1.241763	1262992__R5D3X7__BN795_00539
ERR1913166.241808__1.241808	239935__A0A2N8HT44__CXT84_11035
ERR1913166.241909__1.241909	357276__A0A0K2HJA6__DXD47_07320
ERR1913166.242022__1.242022	820__A0A3E4VZY4__ERS852554_01211
