ERR1912964.104__1.104	1680__A0A087DKM6__B0042_0664
ERR1912964.262587__1.262587	1161942__araP_2
ERR1912964.262653__1.262653	165179__A0A3E5AG99__DXB80_04390
ERR1912964.262791__1.262791	1680__A0A2R4G1K8__BBMN23_0315
ERR1912964.262905__1.262905	1262961__R6DSZ1__BN710_01276
ERR1912964.262884__1.262884	165179__A0A174IHQ2__PREVCOP_05478
ERR1912964.262976__1.262976	1680__A0A087DLC6__C8077_00815
ERR1912964.263047__1.263047	357276__I9QBT7__BSEG_03340
ERR1912964.263320__1.263320	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1912964.263573__1.263573	239935__A0A2N8I1R3__CXU05_06075
ERR1912964.263582__1.263582	1263027__R7A314__BN699_00650
ERR1912964.264005__1.264005	239935__A0A2N8I694__CXU04_06245
ERR1912964.264424__1.264424	239935__A0A2N8IRH4__CXT92_05605
ERR1912964.264396__1.264396	572010__nifJ
ERR1912964.264467__1.264467	944036__A0A196SIU9__AV274_2183
ERR1912964.264713__1.264713	454155__F3QUJ2__HMPREF9442_01865
ERR1912964.264870__1.264870	1262761__R6QWS5__BN606_02019
ERR1912964.264834__1.264834	328814__GCA_004558275.1_00236
ERR1912964.264838__1.264838	39488__C0EWW6__mreD
ERR1912964.264887__1.264887	1262761__R6QXE4__BN606_02110
ERR1912964.265185__1.265185	239935__A0A2N8HQR1__Amuc_0287
ERR1912964.265275__1.265275	901__B6WXH2__DESPIGER_1643
ERR1912964.265315__1.265315	165179__D1PES9__DXB80_11585
ERR1912964.265316__1.265316	33043__A0A173YLD4__ERS852575_00535
ERR1912964.265385__1.265385	1262761__R6RNL8__BN606_00387
ERR1912964.265746__1.265746	1686__B6XST0__BCAT_0261
ERR1912964.265862__1.265862	33043__A0A174EI47__inlJ
ERR1912964.266525__1.266525	1262869__R7CRP7__BN625_01723
ERR1912964.266784__1.266784	239935__A0A2N8IYM5__CXT84_05130
ERR1912964.266891__1.266891	165179__A0A3E4SID1__DXB80_01945
ERR1912964.266956__1.266956	1262915__R6HRT0__BN574_00012
ERR1912964.267013__1.267013	1150298__A0A174R918__ERS852535_01749
ERR1912964.267100__1.267100	239935__B2UQB8__CXT86_01740
ERR1912964.267362__1.267362	1263027__R6ZNP9__BN699_00649
ERR1912964.267388__1.267388	216816__A0A061M1M5__HMPREF0177_01046
ERR1912964.267534__1.267534	33043__A0A173WPI1__ERS852400_02100
ERR1912964.267662__1.267662	28117__B0N007__BHV66_10275
ERR1912964.267732__1.267732	1262988__R7MZP9__BN816_01364
ERR1912964.267846__1.267846	1262961__R6EF25__BN710_00125
ERR1912964.267851__1.267851	1161942__aroE
ERR1912964.268118__1.268118	360807__A0A1Q6T5F3__ERS852392_00510
ERR1912964.268222__1.268222	39488__A0A173TCD3__lytR_1
ERR1912964.268288__1.268288	39488__A0A374NU13__mtnK_2
ERR1912964.268311__1.268311	328814__GCA_004558275.1_00035
ERR1912964.268481__1.268481	239935__B2UNC5__B5G29_07685
ERR1912964.268633__1.268633	1161942__celE_1
ERR1912964.268805__1.268805	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1912964.268811__1.268811	39492__D4JRR5__ERS852540_02089
ERR1912964.269316__1.269316	39496__A5Z5I2__EUBVEN_00963
ERR1912964.269346__1.269346	1262761__R6RXA7__BN606_01380
ERR1912964.269602__1.269602	39485__C4Z1J7__ERS852490_01574
ERR1912964.269743__1.269743	328814__GCA_004558275.1_00834
ERR1912964.269840__1.269840	301301__A0A395VEJ3__hupR1
ERR1912964.269938__1.269938	39496__A5Z776__EUBVEN_01559
ERR1912964.270037__1.270037	165179__A0A3E5EA43__DXC61_07775
ERR1912964.270236__1.270236	239935__R6J776__CXU07_02355
ERR1912964.270314__1.270314	239935__A0A2N8I3Z7__CXU05_10555
ERR1912964.270609__1.270609	216816__A0A061M1M5__HMPREF0177_01046
ERR1912964.270626__1.270626	1262761__R6QKZ0__BN606_00913
ERR1912964.270682__1.270682	823__K6AMD2__B5F32_04565
ERR1912964.270698__1.270698	1263027__R6ZE67__BN699_02172
ERR1912964.270980__1.270980	1520815__A0A1I3L347__SAMN02910435_00746
ERR1912964.271475__1.271475	820__A0A3E4XDK3__ERS852554_03650
ERR1912964.271507__1.271507	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912964.271538__1.271538	239935__A0A2N8INK7__Amuc_0521
ERR1912964.271825__1.271825	552398__F4XCQ4__HMPREF0866_01621
ERR1912964.271942__1.271942	33043__D5HHY4__luxQ_1
ERR1912964.271974__1.271974	33043__A0A173S5P8__ERS852445_00566
ERR1912964.271969__1.271969	28117__B0MY40__BHV66_05170
ERR1912964.272005__1.272005	820__A0A3E4HWJ4__DXD40_05945
ERR1912964.272192__1.272192	1263027__R7A011__BN699_02150
ERR1912964.272232__1.272232	1262961__R6EMW7__BN710_01172
ERR1912964.272325__1.272325	33043__A0A173YQY3__ERS852445_01438
ERR1912964.272544__1.272544	552398__F4XCR9__HMPREF0866_01636
ERR1912964.272621__1.272621	39485__C4Z1Y9__EUBELI_00143
ERR1912964.272834__1.272834	853__A0A173YYY4__DWZ04_09420
ERR1912964.273089__1.273089	33043__A0A173YUV6__ERS852386_00507
ERR1912964.273263__1.273263	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.273372__1.273372	214856__R6Y7P0__ERS852447_00307
ERR1912964.273421__1.273421	1262761__R6R3I7__BN606_01771
ERR1912964.273440__1.273440	165179__D1P9T6__PREVCOP_04016
ERR1912964.273469__1.273469	1680__A0A087DKM6__B0042_0664
ERR1912964.273568__1.273568	33043__D5HDZ9__ERS852386_00394
ERR1912964.273612__1.273612	28117__B0MTV0__BHV66_06395
ERR1912964.273615__1.273615	39492__D4JRV7__EUBSIR_01513
ERR1912964.273854__1.273854	165179__A0A3E5E3D6__DXC61_05750
ERR1912964.274031__1.274031	572010__lepA
ERR1912964.274044__1.274044	1262761__R6RZF9__BN606_01803
ERR1912964.274167__1.274167	33043__D5HGZ8__nnr
ERR1912964.274124__1.274124	39492__D4JQU6__ERS852540_02194
ERR1912964.274168__1.274168	1161942__cadA_1
ERR1912964.274374__1.274374	165179__A0A174IHQ2__PREVCOP_05478
ERR1912964.274391__1.274391	1680__A0A0B5BKZ3__DXD60_01450
ERR1912964.274392__1.274392	239935__A0A2N8I3G2__CXT89_00720
ERR1912964.274531__1.274531	165179__A0A174IYW3__DXC61_01235
ERR1912964.274553__1.274553	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912964.274790__1.274790	216816__E8MVM4__APC1480_1562
ERR1912964.274941__1.274941	1161942__cshA
ERR1912964.274971__1.274971	1262915__R6IAV2__BN574_01227
ERR1912964.274981__1.274981	239935__A0A2N8HB50__CXU17_02615
ERR1912964.275124__1.275124	1262869__R7CQI7__BN625_01450
ERR1912964.275147__1.275147	301302__A0A173R6H4__M72_21671
ERR1912964.275311__1.275311	1262961__R6DV64__BN710_01224
ERR1912964.275743__1.275743	853__A0A173YYY4__DWZ04_09420
ERR1912964.275809__1.275809	165179__A0A229I1J2__DXB80_03950
ERR1912964.275904__1.275904	384638__B7APN3__BACPEC_00639
ERR1912964.276011__1.276011	1262761__R6QYZ5__BN606_00402
ERR1912964.276302__1.276302	1263000__R5EGY6__BN466_00973
ERR1912964.276384__1.276384	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.276415__1.276415	33043__A0A173WTV6__ERS852400_02153
ERR1912964.276488__1.276488	1383__GCA_001438885.1_01185
ERR1912964.276749__1.276749	33043__A0A374K1H3__ykoD_2
ERR1912964.276820__1.276820	165179__R6C3K4__PREVCOP_05795
ERR1912964.276893__1.276893	1262761__R6RY17__BN606_01538
ERR1912964.276928__1.276928	239935__A0A2N8IMD6__CXU03_05585
ERR1912964.277371__1.277371	1297617__A0A0S2W6X3__C7373_105197
ERR1912964.277891__1.277891	33043__D5HJB7__ERS852400_01485
ERR1912964.277992__1.277992	1161942__clpX
ERR1912964.277995__1.277995	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.278137__1.278137	1262986__R6A745__BN492_00966
ERR1912964.278210__1.278210	1262761__R6QV93__BN606_01806
ERR1912964.278307__1.278307	1681__E4V7T9__BJL93_02365
ERR1912964.278546__1.278546	78346__A0A087D3Y1__BRUM_1576
ERR1912964.278608__1.278608	239935__A0A139TSG7__CXU17_09600
ERR1912964.278664__1.278664	239935__A0A2N8IUQ8__CXU09_01665
ERR1912964.278655__1.278655	28116__A0A139KS89__HMPREF2532_04387
ERR1912964.279079__1.279079	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.279325__1.279325	1262761__R6RU22__BN606_01110
ERR1912964.279367__1.279367	1262761__R6R4Y1__BN606_02001
ERR1912964.279373__1.279373	301301__G2T152__RHOM_05005
ERR1912964.279538__1.279538	33043__A0A173WXS1__ERS852445_00262
ERR1912964.279617__1.279617	1520815__A0A1I3QWI4__SAMN02910435_01917
ERR1912964.279755__1.279755	1897011__A0A1Q6RG48__BHW41_02345
ERR1912964.279882__1.279882	1262761__R6QU88__BN606_01983
ERR1912964.280586__1.280586	1262761__R6RU22__BN606_01110
ERR1912964.280551__1.280551	239935__A0A2N8I9N0__CXT97_09915
ERR1912964.280600__1.280600	1263000__R5EKT2__BN466_02168
ERR1912964.281000__1.281000	310297__B5CXJ7__DXB87_06645
ERR1912964.281148__1.281148	239935__A0A139TPG3__CXT86_08810
ERR1912964.281309__1.281309	1262915__R6HP23__BN574_01084
ERR1912964.281429__1.281429	239935__A0A2N8I1R3__CXU05_06075
ERR1912964.281711__1.281711	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.281898__1.281898	39492__D4JW28__spoVFA
ERR1912964.281979__1.281979	1680__R5GKP2__DXD60_06200
ERR1912964.282034__1.282034	28117__B0MY40__BHV66_05170
ERR1912964.282191__1.282191	216816__Q8G4X6__DXD52_09895
ERR1912964.282377__1.282377	33043__D5HI09__ERS852575_02656
ERR1912964.282497__1.282497	46503__R6WQ01__PARMER_03826
ERR1912964.282624__1.282624	239935__A0A139TMG9__CXU07_10650
ERR1912964.282763__1.282763	1262889__R7HGV8__BN634_01881
ERR1912964.282855__1.282855	39485__C4Z6B7__EUBELI_20364
ERR1912964.282868__1.282868	944036__A0A196SBY8__AV274_4511
ERR1912964.282989__1.282989	39485__A0A174YVL0__xynZ_2
ERR1912964.283000__1.283000	239935__A0A2N8HT68__ADH72_00510
ERR1912964.283103__1.283103	33043__D5HIV9__pstS_2
ERR1912964.283205__1.283205	1680__A7A7Z9__AAX71_05385
ERR1912964.283317__1.283317	239935__A0A2N8I6R6__CXU04_04335
ERR1912964.283515__1.283515	239935__A0A2N8IKW7__pstA
ERR1912964.283669__1.283669	28117__B0MY40__BHV66_05170
ERR1912964.283714__1.283714	1161942__aspS_5
ERR1912964.283722__1.283722	901__B6WV59__feoB
ERR1912964.283777__1.283777	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.283784__1.283784	1161942__cadA_1
ERR1912964.283835__1.283835	1262915__R6HEI9__BN574_00480
ERR1912964.283873__1.283873	165179__A0A174W369__PREVCOP_04548
ERR1912964.284057__1.284057	1263000__R5ESM1__BN466_01440
ERR1912964.284263__1.284263	28117__B0MXR4__BHV66_08025
ERR1912964.284577__1.284577	39485__R6A1W2__ERS852490_01584
ERR1912964.284787__1.284787	1235793__R9KSF0__C809_01679
ERR1912964.284940__1.284940	239935__A0A2N8ILG3__CXT93_10135
ERR1912964.285036__1.285036	1161942__corC_3
ERR1912964.285057__1.285057	901__B6WXF1__DESPIGER_1660
ERR1912964.285090__1.285090	853__A0A173XRA8__CGS56_09290
ERR1912964.285189__1.285189	1161942__araQ_2
ERR1912964.285164__1.285164	40518__R5DWQ2__DXD93_03810
ERR1912964.285315__1.285315	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1912964.285427__1.285427	39485__A0A174YMI9__cph2_5
ERR1912964.285531__1.285531	853__C7H7F5__DWZ46_01780
ERR1912964.285603__1.285603	239935__A0A2N8I3G2__CXT89_00720
ERR1912964.285723__1.285723	1680__A0A2R4G1K8__BBMN23_0315
ERR1912964.286007__1.286007	239935__A0A2N8HH03__CXU09_08875
ERR1912964.286047__1.286047	165179__A0A174UTZ7__DXC61_06705
ERR1912964.286172__1.286172	165179__A0A3E5DZ45__DXC61_02820
ERR1912964.286444__1.286444	384638__B7ATG4__BACPEC_01434
ERR1912964.286487__1.286487	1262761__R6QS21__BN606_00301
ERR1912964.286503__1.286503	239935__B2UQP8__CXU15_01110
ERR1912964.286599__1.286599	74426__rpoC
ERR1912964.286704__1.286704	33043__A0A174B5C6__acm_3
ERR1912964.286828__1.286828	944036__A0A196SCB7__AV274_3601
ERR1912964.287251__1.287251	1262761__R6QYZ5__BN606_00402
ERR1912964.287257__1.287257	936548__J1LNM6__HMPREF1136_1528
ERR1912964.287228__1.287228	239935__A0A2N8HEH9__CXU07_11710
ERR1912964.287511__1.287511	39485__A0A174YSU1__ERS852492_00576
ERR1912964.287597__1.287597	28117__B0MTH2__ALIPUT_00061
ERR1912964.288068__1.288068	239935__A0A2N8IL82__CXU02_11740
ERR1912964.288271__1.288271	239935__A0A139TT05__CXU09_03335
ERR1912964.288414__1.288414	33043__D5HHY4__luxQ_1
ERR1912964.288587__1.288587	1680__A7A7Z9__AAX71_05385
ERR1912964.288825__1.288825	1263027__R6ZXJ6__BN699_00767
ERR1912964.288866__1.288866	1262961__R6DXU7__BN710_00284
ERR1912964.288913__1.288913	1161942__celE_2
ERR1912964.288987__1.288987	33043__D5HI50__smf
ERR1912964.289099__1.289099	239935__A0A2N8HBP0__CXT94_04450
ERR1912964.289230__1.289230	165179__D1PEW8__DXB80_13775
ERR1912964.289232__1.289232	33043__A0A173QUA9__ERS852400_01795
ERR1912964.289271__1.289271	1263006__R6MQA3__BN515_02104
ERR1912964.289352__1.289352	1262761__R6RMH1__BN606_00005
ERR1912964.289353__1.289353	74426__thrZ
ERR1912964.289361__1.289361	39492__D4JVZ6__truB
ERR1912964.289511__1.289511	1897011__A0A1Q6RIF5__BHW41_01365
ERR1912964.289633__1.289633	239935__A0A2N8IEP3__CXT84_03735
ERR1912964.289720__1.289720	239935__A0A139TQT9__Amuc_1197
ERR1912964.290068__1.290068	1262761__R6QHS8__BN606_00445
ERR1912964.290106__1.290106	33043__A0A174H1Y6__ERS852575_02698
ERR1912964.290236__1.290236	1262915__R6IAH7__BN574_01095
ERR1912964.290369__1.290369	1262986__R6AR20__BN492_01540
ERR1912964.290384__1.290384	1897011__A0A1Q6RH29__BHW41_01570
ERR1912964.290551__1.290551	1680__A0A0C2YNK5__BADO_0780
ERR1912964.290614__1.290614	1262761__R6R4V4__BN606_00113
ERR1912964.290657__1.290657	823__D7IT19__DHP27_03495
ERR1912964.290786__1.290786	1680__A0A2R4G1K8__BBMN23_0315
ERR1912964.291033__1.291033	239935__A0A139TPD4__CXT86_06450
ERR1912964.291141__1.291141	116085__D4J832__DW747_06245
ERR1912964.291345__1.291345	1262761__R6QU78__BN606_01972
ERR1912964.291363__1.291363	944036__A0A196SGL1__AV274_3870
ERR1912964.291477__1.291477	1262761__R6QV93__BN606_01806
ERR1912964.291667__1.291667	1735__B7C9Q6__EUBIFOR_00916
ERR1912964.291754__1.291754	239935__A0A2N8HT18__CXT93_06135
ERR1912964.291820__1.291820	944036__A0A196S9J5__AV274_5314
ERR1912964.291863__1.291863	33043__A0A174B5C6__acm_3
ERR1912964.292303__1.292303	901__B6WUN6__DHV46_11020
ERR1912964.292401__1.292401	165179__A0A229I2W6__PREVCOP_04332
ERR1912964.292629__1.292629	1161942__albF
ERR1912964.292753__1.292753	1897011__A0A1Q6RC92__BHW41_06320
ERR1912964.292839__1.292839	1262761__R6RU22__BN606_01110
ERR1912964.293035__1.293035	239935__A0A2N8HT44__CXT84_11035
ERR1912964.293099__1.293099	901__B6WX14__mviN
ERR1912964.293107__1.293107	172901__A0A2U1AS17__C8D82_12226
ERR1912964.293137__1.293137	1105031__J1H3W2__HMPREF1141_2783
ERR1912964.293499__1.293499	1262869__R7CSQ8__BN625_00058
ERR1912964.293562__1.293562	165179__A0A3E5E8M8__DXB80_11580
ERR1912964.293637__1.293637	1263000__R5EXT3__BN466_02213
ERR1912964.293739__1.293739	1262915__R6HBE0__BN574_01103
ERR1912964.293798__1.293798	1262915__R6ID43__BN574_00300
ERR1912964.294005__1.294005	1262915__R6HF63__BN574_01629
ERR1912964.294034__1.294034	39485__R5ZPP8__EUBELI_20334
ERR1912964.294308__1.294308	165179__R6CNX7__DXB80_02200
ERR1912964.294341__1.294341	165179__A0A3E5AAM8__DXB80_10240
ERR1912964.294390__1.294390	47678__R5UT83__DW706_09750
ERR1912964.294565__1.294565	39491__C4ZF05__vpr
ERR1912964.294542__1.294542	74426__nifJ
ERR1912964.294664__1.294664	165179__A0A3E5DZ45__DXC61_02820
ERR1912964.294627__1.294627	1897011__A0A1Q6RE76__BHW41_04850
ERR1912964.294632__1.294632	901__B6WR27__lnt
ERR1912964.294769__1.294769	39485__A0A174YTF7__ERS852490_01271
ERR1912964.294781__1.294781	1263030__R5CUH1__BN705_00716
ERR1912964.294996__1.294996	1262700__R5XC07__BN695_01332
ERR1912964.295020__1.295020	1262915__R6HNX3__BN574_00253
ERR1912964.295045__1.295045	239935__B2UNF6__CXU17_03450
ERR1912964.295137__1.295137	40518__R5DN55__RBATCC27255_01652
ERR1912964.295338__1.295338	384638__B7AN75__BACPEC_00127
ERR1912964.295393__1.295393	33043__D5HGK4__ERS852445_01371
ERR1912964.295411__1.295411	33043__D5HIC8__vspIM
ERR1912964.295415__1.295415	1262761__R6QWS5__BN606_02019
ERR1912964.295500__1.295500	1263027__R6ZNP9__BN699_00649
ERR1912964.295509__1.295509	1262869__R7CRC3__BN625_00209
ERR1912964.295521__1.295521	165179__A0A3E5DZ45__DXC61_02820
ERR1912964.295615__1.295615	853__A8SB03__C4Q21_07960
ERR1912964.295856__1.295856	1680__A0A087DHN0__AL0462_1532
ERR1912964.296448__1.296448	1262761__R6QJJ2__BN606_00358
ERR1912964.296738__1.296738	239935__A0A2N8ITG2__Amuc_0335
ERR1912964.296860__1.296860	74426__purC
ERR1912964.296866__1.296866	165179__A0A3E5E7J5__DXC61_10360
ERR1912964.297051__1.297051	310298__B3JII2__BACCOP_01694
ERR1912964.297096__1.297096	33043__A0A173SS22__yceG
ERR1912964.297141__1.297141	39491__C4ZGN3__DXB99_14175
ERR1912964.297184__1.297184	33043__D5HJ22__ERS852575_02302
ERR1912964.297219__1.297219	944036__A0A196SEQ5__AV274_2738
ERR1912964.297324__1.297324	853__E2ZGD9__C7J97_11715
ERR1912964.297299__1.297299	1897011__A0A1Q6RGC4__BHW41_02800
ERR1912964.297907__1.297907	239935__A0A2N8HW65__CXU09_08515
ERR1912964.297926__1.297926	33043__D5HJ22__ERS852575_02302
ERR1912964.298005__1.298005	1262761__R6QUP0__BN606_01674
ERR1912964.298228__1.298228	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.298435__1.298435	33043__A0A173X520__ERS852575_01617
ERR1912964.298610__1.298610	745368__A0A1T4Y178__SAMN02745178_02628
ERR1912964.298671__1.298671	33043__D5HHE4__ERS852445_02332
ERR1912964.298961__1.298961	1262961__R6DW08__BN710_00228
ERR1912964.299011__1.299011	165179__R6C5D6__PREVCOP_04658
ERR1912964.298979__1.298979	165179__A0A174IHQ2__PREVCOP_05478
ERR1912964.298989__1.298989	1161942__addA_3
ERR1912964.299183__1.299183	28116__A0A1Y4PWE4__M089_4352
ERR1912964.299225__1.299225	33043__A0A374K1H3__ykoD_2
ERR1912964.299362__1.299362	291645__I8XPK0__HMPREF1068_01554
ERR1912964.299503__1.299503	1680__A1A132__B0703_0684
ERR1912964.299586__1.299586	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.299831__1.299831	1262761__R6QUP0__BN606_01674
ERR1912964.300238__1.300238	853__E2ZGD9__C7J97_11715
ERR1912964.300247__1.300247	853__A0A173YYY4__DWZ04_09420
ERR1912964.300262__1.300262	1262911__R6H1B2__BN557_00840
ERR1912964.300453__1.300453	165179__A0A3E5DX33__PREVCOP_05190
ERR1912964.300550__1.300550	1262992__R5D749__BN795_01063
ERR1912964.300581__1.300581	1150298__A0A174B7I7__ERS852535_01258
ERR1912964.300667__1.300667	33043__A0A173WXS1__ERS852445_00262
ERR1912964.301195__1.301195	165179__D1PCT4__DXB80_09470
ERR1912964.301263__1.301263	239935__A0A2N8IHY1__CXU06_00035
ERR1912964.301352__1.301352	1897011__A0A1Q6RE83__BHW41_04925
ERR1912964.301391__1.301391	33043__A8SPT5__yfiN_2
ERR1912964.301432__1.301432	165179__D1PCT4__DXB80_09470
ERR1912964.301500__1.301500	1680__A0A0B5BKZ3__DXD60_01450
ERR1912964.301588__1.301588	239935__A0A2N8HT44__CXT84_11035
ERR1912964.301597__1.301597	1262700__R5XC07__BN695_01332
ERR1912964.301617__1.301617	239935__A0A2N8HQR1__Amuc_0287
ERR1912964.302127__1.302127	1262992__R5CXL2__BN795_00996
ERR1912964.302297__1.302297	1780376__A0A143XQT4__BN3659_01658
ERR1912964.302385__1.302385	1262761__R6QU88__BN606_01983
ERR1912964.302403__1.302403	1262761__R6RZF9__BN606_01803
ERR1912964.302519__1.302519	1150298__R7JU97__ERS852498_02579
ERR1912964.302456__1.302456	328814__GCA_004558275.1_00074
ERR1912964.302467__1.302467	1262761__R6R804__BN606_01411
ERR1912964.302621__1.302621	1680__A0A173Y6N7__yhaH
ERR1912964.302640__1.302640	33043__A0A173YUV6__ERS852386_00507
ERR1912964.302715__1.302715	1262761__R6QXL2__BN606_02127
ERR1912964.302827__1.302827	1262992__R5CXM7__BN795_01016
ERR1912964.302978__1.302978	33043__D5HIU3__ERS852386_01914
ERR1912964.302984__1.302984	820__A0A3E5E0T0__ERS852554_00312
ERR1912964.303069__1.303069	40518__R5DV66__DXD83_04215
ERR1912964.303285__1.303285	239935__A0A2N8ITX2__CXT86_11265
ERR1912964.303318__1.303318	901__B6WVN9__DESPIG_02157
ERR1912964.303348__1.303348	28117__B0MXG8__ALIPUT_01814
ERR1912964.303371__1.303371	823__A0A174PLE5__DXD05_03010
ERR1912964.303468__1.303468	901__B6WYD7__DESPIG_03118
ERR1912964.303478__1.303478	116085__D4J5M3__DW747_05085
ERR1912964.303646__1.303646	1262761__R6QSF1__BN606_01341
ERR1912964.303690__1.303690	853__A0A2A7B9I6__DW855_13690
ERR1912964.303805__1.303805	1262761__R6RU22__BN606_01110
ERR1912964.303929__1.303929	214856__I3YPQ4__Alfi_2712
ERR1912964.304025__1.304025	357276__B6VYT9__HMPREF1063_05030
ERR1912964.304226__1.304226	1680__A0A3E4SB79__BAD_1517
ERR1912964.304234__1.304234	239935__A0A2N8HT18__CXT93_06135
ERR1912964.304374__1.304374	165179__A0A174SR12__DXB80_04410
ERR1912964.304391__1.304391	1161942__argD
ERR1912964.304481__1.304481	1262761__R6QU78__BN606_01972
ERR1912964.304495__1.304495	1262743__R5C054__BN727_01980
ERR1912964.304694__1.304694	1680__R5GKP2__DXD60_06200
ERR1912964.304712__1.304712	1262761__R6QU78__BN606_01972
ERR1912964.304773__1.304773	33043__A0A173WTR4__ERS852386_00324
ERR1912964.305085__1.305085	1263027__R6ZPV4__BN699_00818
ERR1912964.305113__1.305113	116085__D4J7V4__DW747_05820
ERR1912964.305415__1.305415	40518__R5DME2__DXD86_07315
ERR1912964.305452__1.305452	33043__A0A174AEP1__apr
ERR1912964.305574__1.305574	1262869__R7CMD6__BN625_01130
ERR1912964.306465__1.306465	1262915__R6HRF2__BN574_00152
ERR1912964.306522__1.306522	1263027__R6ZXJ6__BN699_00767
ERR1912964.306525__1.306525	821__U6RDC2__DXD46_15675
ERR1912964.306697__1.306697	1263027__R6ZXJ6__BN699_00767
ERR1912964.307004__1.307004	901__B6WR17__DHV46_00835
ERR1912964.307198__1.307198	1735__A0A395W638__EUBIFOR_00262
ERR1912964.307259__1.307259	33043__D5HI36__ERS852400_02168
ERR1912964.307627__1.307627	39492__D4JRZ7__smc
ERR1912964.307726__1.307726	853__A0A174BZY1__xerD_1
ERR1912964.307766__1.307766	33043__D5HHY4__luxQ_1
ERR1912964.308111__1.308111	1263000__R5ER22__BN466_01180
ERR1912964.308157__1.308157	1262761__R6QR72__BN606_01181
ERR1912964.308211__1.308211	901__B6WRI8__DHV46_05150
ERR1912964.308310__1.308310	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1912964.308350__1.308350	116085__D4J595__DW747_06900
ERR1912964.308440__1.308440	1680__A0A3E4SB79__BAD_1517
ERR1912964.308460__1.308460	1263000__R5F0L3__BN466_00284
ERR1912964.309110__1.309110	33043__D5HI50__smf
ERR1912964.309133__1.309133	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.309378__1.309378	328814__GCA_004558275.1_00996
ERR1912964.309551__1.309551	239935__R7E524__CXT91_06180
ERR1912964.309700__1.309700	384638__B7APN3__BACPEC_00639
ERR1912964.309883__1.309883	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.309943__1.309943	820__A0A139KHX1__HMPREF2141_00289
ERR1912964.309986__1.309986	239935__A0A2N8ITX2__CXT86_11265
ERR1912964.309988__1.309988	33039__R6P9Z4__ERS852502_00114
ERR1912964.310023__1.310023	239935__A0A2N8INZ4__CXU08_03560
