ERR1913306.253__1.253	821__A0A396F9T7__M097_3427
ERR1913306.199859__1.199859	33043__D5HJ22__ERS852575_02302
ERR1913306.199988__1.199988	820__R9I2U8__DXC68_09590
ERR1913306.200106__1.200106	2293125__A0A374BRU5__DW917_14365
ERR1913306.200148__1.200148	47678__A5ZHL2__DXB67_12495
ERR1913306.200208__1.200208	28117__R7JLP2__ALIPUT_00416
ERR1913306.200254__1.200254	33043__A0A174CLG4__hemA
ERR1913306.200661__1.200661	820__A0A174QT76__B5G17_18060
ERR1913306.200794__1.200794	1263000__R5ES99__BN466_01121
ERR1913306.200842__1.200842	28117__R7JJM9__ALIPUT_00662
ERR1913306.200866__1.200866	1262889__R7HCP6__BN634_01556
ERR1913306.200875__1.200875	28117__B0MXW9__ALIPUT_01981
ERR1913306.200963__1.200963	33043__A0A173WXS1__ERS852445_00262
ERR1913306.201195__1.201195	40518__R5DUG7__sbcC
ERR1913306.201297__1.201297	216816__U2TWA1__DD678_00805
ERR1913306.201368__1.201368	165179__D1PES9__DXB80_11585
ERR1913306.201343__1.201343	1262959__R5Y6G5__BN680_01429
ERR1913306.201492__1.201492	2173__A0A1D2WTP5__BK798_02785
ERR1913306.201499__1.201499	821__A0A3E4KIM1__M097_3660
ERR1913306.201508__1.201508	33043__A0A173YSY7__tilS
ERR1913306.201592__1.201592	165179__A0A174MTF2__DXC61_13200
ERR1913306.201632__1.201632	39488__A0A174BS94__DXD91_16570
ERR1913306.201657__1.201657	46228__B5CT56__RUMLAC_02679
ERR1913306.202021__1.202021	853__A0A174UDE9__C4N25_12775
ERR1913306.202143__1.202143	39485__A0A174YVL0__xynZ_2
ERR1913306.202233__1.202233	820__A0A3E4WA06__ERS852554_03404
ERR1913306.202527__1.202527	28117__R7JIY2__BHV66_06465
ERR1913306.202654__1.202654	853__A0A3E2U7E6__ERS852582_01640
ERR1913306.202874__1.202874	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913306.203025__1.203025	33043__A0A174BZH6__ERS852400_01477
ERR1913306.203136__1.203136	165179__D1PES9__DXB80_11585
ERR1913306.203244__1.203244	165179__A0A174SR12__DXB80_04410
ERR1913306.203429__1.203429	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913306.203479__1.203479	39485__C4Z355__ERS852490_01971
ERR1913306.203497__1.203497	33043__A0A173YLD4__ERS852575_00535
ERR1913306.203599__1.203599	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.203912__1.203912	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913306.204047__1.204047	165179__A0A174W369__PREVCOP_04548
ERR1913306.204020__1.204020	821__A0A3E4KIM1__M097_3660
ERR1913306.204209__1.204209	1262959__R5YH27__BN680_01611
ERR1913306.204230__1.204230	1262886__R6QH63__BN563_00498
ERR1913306.204331__1.204331	28117__B0MXG8__ALIPUT_01814
ERR1913306.204638__1.204638	1680__A0A174BEE7__BSTER_1311
ERR1913306.204827__1.204827	165179__A0A174NK27__PREVCOP_06433
ERR1913306.205509__1.205509	1501391__GCA_000786575.1_00103
ERR1913306.205683__1.205683	33043__A0A174H5E3__ERS852400_02880
ERR1913306.205803__1.205803	2049043__A0A316MS55__DBY37_06885
ERR1913306.206069__1.206069	329854__A0A3D6AT76__DXD57_12190
ERR1913306.206160__1.206160	28117__B0MYI9__BHV66_05415
ERR1913306.206234__1.206234	39485__C4Z434__tilS
ERR1913306.206403__1.206403	1262911__R6H0U7__BN557_01104
ERR1913306.206431__1.206431	33043__D5HDL8__ERS852575_02529
ERR1913306.206770__1.206770	291644__I9T317__ERS852428_03619
ERR1913306.207188__1.207188	301301__G2SXA1__frc_2
ERR1913306.207713__1.207713	214856__E4MF20__Alfi_0697
ERR1913306.207768__1.207768	1897011__A0A1Q6RC54__BHW41_06555
ERR1913306.207964__1.207964	40518__R5DTP7__DXD83_02415
ERR1913306.208108__1.208108	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913306.208335__1.208335	2049043__A0A316MPN7__DBY37_08650
ERR1913306.208384__1.208384	1501391__GCA_000786575.1_00156
ERR1913306.208418__1.208418	28117__B0MXG8__ALIPUT_01814
ERR1913306.208495__1.208495	39485__C4Z2S3__EUBELI_00292
ERR1913306.208668__1.208668	2173__A0A1D2WT40__METSMIALI_00302
ERR1913306.208873__1.208873	40518__R5E6Y7__DXD83_08230
ERR1913306.209117__1.209117	823__E1YR62__HMPREF1059_02331
ERR1913306.209136__1.209136	1501391__GCA_000786575.1_00128
ERR1913306.209171__1.209171	46228__V8CAH7__HMPREF1202_00795
ERR1913306.209274__1.209274	1263000__R5EQY7__BN466_01150
ERR1913306.209315__1.209315	821__A0A174NVL6__NCTC10583_01782
ERR1913306.209356__1.209356	626940__E8LF94__DCQ00_07860
ERR1913306.209496__1.209496	1262959__R5XX46__BN680_00280
ERR1913306.209624__1.209624	33043__A0A174A3W6__ERS852445_00349
ERR1913306.210175__1.210175	28117__B0MWC6__BHV66_00965
ERR1913306.210242__1.210242	1965604__A0A1Y4EU10__B5F54_10830
ERR1913306.210327__1.210327	823__A0A173W404__DHP27_04905
ERR1913306.210347__1.210347	1263109__GCA_000438135.1_01430
ERR1913306.210539__1.210539	246787__I8V2S2__BACCELL_02524
ERR1913306.210509__1.210509	46228__B5CPX5__RUMLAC_01520
ERR1913306.211059__1.211059	853__A0A173YYY4__DWZ04_09420
ERR1913306.211094__1.211094	40518__R5DU52__RB5AMG_02245
ERR1913306.211347__1.211347	165179__A0A3E5E4P9__DXB80_07930
ERR1913306.211460__1.211460	853__A0A174C5M1__CGS58_04460
ERR1913306.211575__1.211575	818__A0A174SHK6__ERS852511_01161
ERR1913306.211600__1.211600	1262959__R5XX65__BN680_00785
ERR1913306.211615__1.211615	165179__R6CNX7__DXB80_02200
ERR1913306.211986__1.211986	1535__A7VS87__CLOLEP_01425
ERR1913306.211995__1.211995	1262736__R5Y2D8__BN496_00132
ERR1913306.212063__1.212063	165179__A0A174IYW3__DXC61_01235
ERR1913306.212235__1.212235	626940__R6X4V5__DCQ00_10410
ERR1913306.212315__1.212315	165179__D1PCT4__DXB80_09470
ERR1913306.212394__1.212394	33043__A0A174GGF8__dcuS_1
ERR1913306.212590__1.212590	214856__I3YMN6__Alfi_1938
ERR1913306.212796__1.212796	706562__GCA_900112995.1_02127
ERR1913306.212977__1.212977	1262992__R5DE88__BN795_00202
ERR1913306.213211__1.213211	1501391__GCA_000786575.1_00056
ERR1913306.213234__1.213234	2049043__A0A316MZ91__DBY37_03760
ERR1913306.213380__1.213380	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913306.213523__1.213523	1501391__GCA_000786575.1_00064
ERR1913306.213569__1.213569	1501391__GCA_000786575.1_00087
ERR1913306.213645__1.213645	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.213777__1.213777	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.213938__1.213938	165179__A0A3E5EBM5__DXC61_02170
ERR1913306.213989__1.213989	35833__E5Y1Y5__HMPREF0179_00194
ERR1913306.214053__1.214053	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913306.214067__1.214067	1501391__GCA_000786575.1_00084
ERR1913306.214387__1.214387	2173__A0A1D2WXE6__Msm_0136
ERR1913306.214437__1.214437	33043__D5HDZ9__ERS852386_00394
ERR1913306.214808__1.214808	165179__D1PES9__DXB80_11585
ERR1913306.214824__1.214824	28117__B0MTV3__BHV66_06405
ERR1913306.215072__1.215072	40518__R5E6Y7__DXD83_08230
ERR1913306.215075__1.215075	33043__D5HFA1__ERS852400_02183
ERR1913306.215331__1.215331	1897011__A0A1Q6RE56__BHW41_04765
ERR1913306.215338__1.215338	46228__V8CG89__RUMLAC_00663
ERR1913306.215469__1.215469	626940__E8LE43__BN587_02187
ERR1913306.215591__1.215591	853__A0A174C5M1__CGS58_04460
ERR1913306.215676__1.215676	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.215829__1.215829	823__A6LC27__DXB14_11470
ERR1913306.215839__1.215839	28117__B0N007__BHV66_10275
ERR1913306.216130__1.216130	165179__D1PDG7__DXB80_11180
ERR1913306.216199__1.216199	39496__A5Z774__EUBVEN_01557
ERR1913306.216290__1.216290	33043__A0A173YQY3__ERS852445_01438
ERR1913306.216314__1.216314	823__A0A174UI22__CF162_13840
ERR1913306.216330__1.216330	165179__D1PGD2__DXC61_10875
ERR1913306.216464__1.216464	40518__R5DUG7__sbcC
ERR1913306.216905__1.216905	291644__I8Z2C6__HMPREF1071_00595
ERR1913306.217078__1.217078	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913306.217159__1.217159	165179__D1PHM6__DXC61_06700
ERR1913306.217260__1.217260	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.217354__1.217354	1304__J7SIV6__pspA_3
ERR1913306.217530__1.217530	47678__R5UZM4__DW706_15680
ERR1913306.217634__1.217634	28117__B0MUX7__ALIPUT_00918
ERR1913306.217857__1.217857	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913306.217964__1.217964	2293125__A0A374BIB7__DW917_16550
ERR1913306.218023__1.218023	1501391__GCA_000786575.1_00058
ERR1913306.218078__1.218078	165179__A0A229I1J2__DXB80_03950
ERR1913306.218121__1.218121	165179__D1PGD2__DXC61_10875
ERR1913306.218170__1.218170	1262886__R6Q824__BN563_00941
ERR1913306.218321__1.218321	1262911__R6GZX7__BN557_00838
ERR1913306.218328__1.218328	39485__C4Z538__EUBELI_00734
ERR1913306.218349__1.218349	626940__E8LGH5__BHW43_03625
ERR1913306.218539__1.218539	28118__F9Z3U6__B5F99_03365
ERR1913306.218548__1.218548	820__A0A173YYG4__evgS_3
ERR1913306.218804__1.218804	28117__B0MXW9__ALIPUT_01981
ERR1913306.218896__1.218896	301302__R5VE56__M72_25941
ERR1913306.219042__1.219042	2293125__A0A374CIC9__DW917_02045
ERR1913306.219420__1.219420	165179__D1PE06__DXC61_05975
ERR1913306.219486__1.219486	1262886__R6Q6Q1__BN563_00546
ERR1913306.219541__1.219541	823__E1YSG0__DHP27_00465
ERR1913306.219708__1.219708	853__A0A173TAZ8__DWZ46_14590
ERR1913306.220263__1.220263	33043__D5HFD3__ybbD
ERR1913306.220239__1.220239	165179__A0A3E4SID1__DXB80_01945
ERR1913306.220248__1.220248	165179__D1PGU8__PREVCOP_06463
ERR1913306.220297__1.220297	28117__B0MSS1__ALIPUT_00273
ERR1913306.220305__1.220305	74426__group_4823
ERR1913306.220516__1.220516	165179__A0A174IPI3__CFT61_10940
ERR1913306.220615__1.220615	165179__D1PCT4__DXB80_09470
ERR1913306.220617__1.220617	626940__E8LE41__DCQ00_06695
ERR1913306.220966__1.220966	387661__K5ZKG7__HMPREF1077_01304
ERR1913306.221012__1.221012	39492__A0A174ZHV5__msbA_2
ERR1913306.221535__1.221535	371601__D7K3R0__CW3_1453
ERR1913306.221550__1.221550	28118__R6FD01__B5F99_06665
ERR1913306.221734__1.221734	28117__B0MXU0__BHV66_07550
ERR1913306.221768__1.221768	28117__B0MYI9__BHV66_05415
ERR1913306.221893__1.221893	165179__A0A3E5DZA5__DXB80_12550
ERR1913306.221960__1.221960	853__A0A2J4JL53__CRH10_10795
ERR1913306.222015__1.222015	1547597__A0A0C3RGK7__DMB45_11390
ERR1913306.222181__1.222181	1796652__atpA
ERR1913306.222176__1.222176	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.222334__1.222334	2049043__A0A316N4L0__DBY37_09745
ERR1913306.222500__1.222500	246787__R6KBH9__HMPREF1062_04676
ERR1913306.222522__1.222522	40518__R5DU92__DXD93_03170
ERR1913306.222529__1.222529	1262886__R6QH06__BN563_00448
ERR1913306.223019__1.223019	165179__W1I4H6__DXB80_13655
ERR1913306.223145__1.223145	301302__A0A0M6WZT5__M72_18331
ERR1913306.223210__1.223210	216816__E8MW20__DD674_07905
ERR1913306.223231__1.223231	820__A7V8C2__ERS852554_01338
ERR1913306.223476__1.223476	626940__E8LGC1__HMPREF9443_01937
ERR1913306.223600__1.223600	853__A8SCP3__C4N26_07960
ERR1913306.223715__1.223715	458033__GCA_001482755.1_02203
ERR1913306.223787__1.223787	33043__A0A173XL07__nadD
ERR1913306.224143__1.224143	28117__R7JLL3__ALIPUT_02219
ERR1913306.224227__1.224227	1299998__GCA_001494635.1_00176
ERR1913306.224349__1.224349	291644__I9TA29__HMPREF1532_02081
ERR1913306.224433__1.224433	40518__R5DNY7__RBATCC27255_00367
ERR1913306.224517__1.224517	47678__R5UAI1__BACCAC_01922
ERR1913306.224749__1.224749	1535__A7VTI7__CLOLEP_01879
ERR1913306.224806__1.224806	165179__A0A3E5E2C8__folA
ERR1913306.224909__1.224909	387661__K5ZVM2__HMPREF1077_00246
ERR1913306.225085__1.225085	28117__B0MTV3__BHV66_06405
ERR1913306.225221__1.225221	165179__D1P8K1__DXB80_06045
ERR1913306.225259__1.225259	853__A0A173T6P2__DWZ46_14595
ERR1913306.225356__1.225356	1550024__A0A3B9WIW5__TQ39_04755
ERR1913306.225401__1.225401	39485__C4Z5L8__ERS852490_00665
ERR1913306.225665__1.225665	853__A0A173YYY4__DWZ04_09420
ERR1913306.225755__1.225755	39485__A0A174ZBK4__ERS852490_01585
ERR1913306.225840__1.225840	28117__B0MU58__BHV66_05630
ERR1913306.225990__1.225990	165179__A0A3E5A554__DXB80_13805
ERR1913306.226245__1.226245	821__A0A0P0M6M0__M097_4734
ERR1913306.226329__1.226329	301302__R5V5K3__M72_10541
ERR1913306.226342__1.226342	28117__R7JN92__BHV66_00550
ERR1913306.226466__1.226466	47678__R5UES3__CGC64_00760
ERR1913306.226630__1.226630	165179__A0A229I6N7__DXC61_06720
ERR1913306.226790__1.226790	165179__R6CNX7__DXB80_02200
ERR1913306.226907__1.226907	626940__E8LC93__DCQ00_09725
ERR1913306.227064__1.227064	28117__B0MU76__ALIPUT_00202
ERR1913306.227217__1.227217	1262899__R7JDZ7__BN657_00077
ERR1913306.227428__1.227428	100884__E7GFK8__HMPREF9488_03551
ERR1913306.227946__1.227946	2293125__A0A374BMF4__DW917_15260
ERR1913306.228225__1.228225	820__A0A174M9V5__M093_0237
ERR1913306.228321__1.228321	165179__A0A3E5AI09__DXC61_05815
ERR1913306.228420__1.228420	33043__D5HIL5__ERS852445_01761
ERR1913306.228560__1.228560	165179__D1PAJ7__PREVCOP_04222
ERR1913306.228712__1.228712	39485__C4Z434__tilS
ERR1913306.228907__1.228907	165179__D1PAJ7__PREVCOP_04222
ERR1913306.228974__1.228974	556259__E5CGP2__BSGG_4615
ERR1913306.229301__1.229301	165179__A0A3E5A554__DXB80_13805
ERR1913306.229380__1.229380	165179__A0A3E4SG51__DXC61_10575
ERR1913306.229567__1.229567	165179__D1PDG7__DXB80_11180
ERR1913306.229605__1.229605	823__A0A395YQ63__B5F32_15335
ERR1913306.229614__1.229614	301302__A0A0M6WVU2__M72_13551
ERR1913306.229842__1.229842	47678__A5ZEP5__CGC64_03450
ERR1913306.229980__1.229980	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.229954__1.229954	165179__D1PCL6__DXB80_13435
ERR1913306.230027__1.230027	363265__G6AZB1__HMPREF0673_01975
ERR1913306.230094__1.230094	28132__D9RV83__HMPREF0660_00835
ERR1913306.230101__1.230101	165179__A0A3E5DN34__DXC61_07865
ERR1913306.230112__1.230112	33043__D5HIK4__ERS852400_01112
ERR1913306.230147__1.230147	39492__B0MPL6__EUBSIR_01779
ERR1913306.230250__1.230250	853__A0A2A7AXC8__C4N21_14120
ERR1913306.230275__1.230275	2173__A0A1D2WVA1__Msm_0411
ERR1913306.230310__1.230310	165179__W1I4H6__DXB80_13655
ERR1913306.230336__1.230336	28117__B0MWP2__ALIPUT_01468
ERR1913306.230395__1.230395	165179__A0A174W369__PREVCOP_04548
ERR1913306.230683__1.230683	165179__A0A174IYW3__DXC61_01235
ERR1913306.230715__1.230715	165179__A0A229I1J2__DXB80_03950
ERR1913306.230817__1.230817	1318__A0A380L8D7__HMPREF9626_0877
ERR1913306.230828__1.230828	338188__C9KXT4__ERS852397_00312
ERR1913306.231117__1.231117	33043__A0A174B7D6__ERS852400_01331
ERR1913306.231297__1.231297	820__A0A3E4XDK3__ERS852554_03650
ERR1913306.231459__1.231459	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913306.231444__1.231444	33043__A0A174B7D6__ERS852400_01331
ERR1913306.231533__1.231533	1628085__A0A374VPP0__C7386_11442
ERR1913306.231620__1.231620	33043__A0A173YEP6__ERS852575_00888
ERR1913306.231862__1.231862	33043__A8SPT5__yfiN_2
ERR1913306.231978__1.231978	626940__E8LF01__HMPREF9443_01436
ERR1913306.232160__1.232160	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.232234__1.232234	33043__A0A174AEP1__apr
ERR1913306.232219__1.232219	28117__R7JJM9__ALIPUT_00662
ERR1913306.232566__1.232566	46228__B5CP96__RUMLAC_01287
ERR1913306.232807__1.232807	106588__A6NPX7__BACCAP_00246
ERR1913306.232939__1.232939	1263000__R5EQY7__BN466_01150
ERR1913306.233232__1.233232	165179__A0A3E5DX15__DXC61_00345
ERR1913306.233553__1.233553	28116__A0A1Y4Q112__evgS_13
ERR1913306.233722__1.233722	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.234006__1.234006	165179__A0A174NK27__PREVCOP_06433
ERR1913306.234089__1.234089	2137880__A0A316NQX2__DBY21_08720
ERR1913306.234151__1.234151	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.234186__1.234186	1897011__A0A1Q6RF71__BHW41_03215
ERR1913306.234278__1.234278	165179__D1PGD2__DXC61_10875
ERR1913306.234501__1.234501	165179__D1PCL6__DXB80_13435
ERR1913306.234732__1.234732	33043__A0A374K1H3__ykoD_2
ERR1913306.234800__1.234800	165179__A0A3E5DZA5__DXB80_12550
ERR1913306.234889__1.234889	165179__D1PCU4__PREVCOP_05029
ERR1913306.234909__1.234909	1262886__R6QHT6__BN563_00625
ERR1913306.235022__1.235022	626940__E8LE49__DCQ00_07135
ERR1913306.235093__1.235093	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913306.235153__1.235153	2293125__A0A374BIB7__DW917_16550
ERR1913306.235319__1.235319	33043__D5HGR0__rpfC_2
ERR1913306.235424__1.235424	853__A0A173YYY4__DWZ04_09420
ERR1913306.235506__1.235506	1501391__GCA_000786575.1_00036
ERR1913306.235626__1.235626	823__A6LER2__ERS852513_00365
ERR1913306.236154__1.236154	40518__R5DPI9__DXD83_07375
ERR1913306.236183__1.236183	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.236287__1.236287	33043__A0A173WXS1__ERS852445_00262
ERR1913306.236363__1.236363	1501391__GCA_000786575.1_00050
ERR1913306.236428__1.236428	1501391__GCA_000786575.1_00082
ERR1913306.236957__1.236957	28117__B0MTV5__BHV66_06415
ERR1913306.237124__1.237124	1263000__R5ESM1__BN466_01440
ERR1913306.237218__1.237218	823__A0A069S0G2__DXB14_03195
ERR1913306.237247__1.237247	572010__ppdK
ERR1913306.237237__1.237237	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.237433__1.237433	818__Q8A335__HMPREF2534_01154
ERR1913306.237682__1.237682	165179__D1PAV8__DXB80_13055
ERR1913306.237748__1.237748	204516__U6R8I1__HMPREF1534_03341
ERR1913306.237810__1.237810	1501391__GCA_000786575.1_00083
ERR1913306.237821__1.237821	46228__B5CNG6__RUMLAC_01002
ERR1913306.238135__1.238135	1680__A0A0B5BL52__ERS852382_00480
ERR1913306.238301__1.238301	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.238215__1.238215	165179__A0A3E5E7J5__DXC61_10360
ERR1913306.238363__1.238363	33043__A0A173YSY7__tilS
ERR1913306.238442__1.238442	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913306.238520__1.238520	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913306.238573__1.238573	2108523__A0A2P2F8F2__LAWASA_2325
ERR1913306.239004__1.239004	165179__A0A174SR12__DXB80_04410
ERR1913306.239257__1.239257	33043__A0A173WXS1__ERS852445_00262
ERR1913306.239449__1.239449	100884__E7GFK8__HMPREF9488_03551
ERR1913306.239619__1.239619	165179__A0A174IYW3__DXC61_01235
ERR1913306.239646__1.239646	165179__D1P9T6__PREVCOP_04016
ERR1913306.239726__1.239726	165179__A0A3E5DX15__DXC61_00345
ERR1913306.239796__1.239796	165179__D1PES9__DXB80_11585
ERR1913306.239798__1.239798	28117__B0MUL5__ALIPUT_00722
ERR1913306.239809__1.239809	40518__R5DVH6__DXD86_08955
ERR1913306.239865__1.239865	1197717__A0A1B2I197__BED41_00430
ERR1913306.239882__1.239882	820__A0A1Y3V743__M093_0235
ERR1913306.240066__1.240066	823__A6LBY1__ERS852380_00510
ERR1913306.240149__1.240149	820__A0A139KG04__ERS852459_01249
ERR1913306.240260__1.240260	165179__D1PES9__DXB80_11585
ERR1913306.240267__1.240267	1262873__R6WEP7__BN605_00075
ERR1913306.240618__1.240618	853__A0A174CVG7__CGS58_09335
ERR1913306.241065__1.241065	204516__U6RPN2__HMPREF1534_00368
ERR1913306.241101__1.241101	2173__A0A1D2WXY3__BK798_04185
ERR1913306.241360__1.241360	39485__A0A174ZQT9__EUBELI_20278
ERR1913306.241419__1.241419	28117__B0MST8__ALIPUT_00310
ERR1913306.241581__1.241581	165179__R6BQP4__DXC61_02015
ERR1913306.241612__1.241612	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913306.241801__1.241801	165179__A0A3E5A5E5__DXC61_13965
ERR1913306.241826__1.241826	1535__A7VS87__CLOLEP_01425
ERR1913306.242209__1.242209	823__A0A395YRW4__DD466_15895
ERR1913306.242528__1.242528	291644__R5JG91__HMPREF1532_01961
ERR1913306.242851__1.242851	410072__A0A3E4GSQ6__cusS
ERR1913306.242904__1.242904	301301__A0A395V747__ERS852391_01535
ERR1913306.242911__1.242911	33043__D5HI39__baeS_1
ERR1913306.242939__1.242939	28117__B0MZ50__ALIPUT_02424
ERR1913306.243113__1.243113	28117__R7JIJ8__BHV66_01635
ERR1913306.243320__1.243320	1501391__GCA_000786575.1_00128
ERR1913306.243364__1.243364	651822__GCA_000210715.1_00753
ERR1913306.243455__1.243455	2173__A0A1D2WQU0__METSMIALI_00792
ERR1913306.243679__1.243679	47678__R5UES3__CGC64_00760
ERR1913306.243774__1.243774	1965586__A0A1Y4HU56__B5F34_03425
ERR1913306.244135__1.244135	165179__A0A3E5EAT2__DXC61_07585
ERR1913306.244224__1.244224	214856__A0A174G1M7__ERS852559_00594
ERR1913306.244489__1.244489	33043__D5HFD3__ybbD
ERR1913306.244627__1.244627	820__A0A3E4RUC4__DHU98_02635
ERR1913306.244981__1.244981	1897011__A0A1Q6REW8__BHW41_04435
ERR1913306.245261__1.245261	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.245269__1.245269	47678__R5UG22__ERS852558_01514
ERR1913306.245237__1.245237	33043__D5HIS6__ERS852575_02019
ERR1913306.245311__1.245311	28117__B0MSS1__ALIPUT_00273
ERR1913306.245380__1.245380	33043__A0A173XM20__ERS852445_01573
ERR1913306.245454__1.245454	338188__R6RT73__HMPREF1057_02828
ERR1913306.245775__1.245775	291644__I9I0Q4__HMPREF1532_01992
ERR1913306.245945__1.245945	1099853__G9S6K9__NSB1T_13415
ERR1913306.246130__1.246130	1150298__R7JU23__ERS852498_02342
ERR1913306.246269__1.246269	291644__I8YXS6__HMPREF1071_01285
ERR1913306.246294__1.246294	1263000__R5EET9__BN466_01245
ERR1913306.246302__1.246302	33039__D4M379__selB
ERR1913306.246530__1.246530	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.246584__1.246584	165179__A0A174UTZ7__DXC61_06705
ERR1913306.246750__1.246750	165179__D1P9T6__PREVCOP_04016
ERR1913306.246809__1.246809	2049043__A0A316MJY4__DBY37_11080
ERR1913306.246927__1.246927	33043__A0A173YYE7__ERS852445_00670
ERR1913306.246967__1.246967	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.247221__1.247221	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.247229__1.247229	572010__tgt
ERR1913306.247419__1.247419	2049043__A0A316MQG3__DBY37_11410
ERR1913306.247508__1.247508	165179__A0A3E4S980__PREVCOP_04626
ERR1913306.247530__1.247530	165179__D1PGJ6__DXC61_07300
ERR1913306.247559__1.247559	33043__A0A173WU55__ganB_2
ERR1913306.247625__1.247625	33043__A0A174DSP1__essC_2
ERR1913306.247738__1.247738	39485__A0A174YMD0__EUBELI_01093
ERR1913306.247832__1.247832	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.247930__1.247930	357276__D1JYA3__BSEG_00395
ERR1913306.248021__1.248021	853__A0A174C5M1__CGS58_04460
ERR1913306.248286__1.248286	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.248349__1.248349	1262959__R5XZD4__BN680_00969
ERR1913306.248317__1.248317	165179__A0A3E5EBQ2__DXC61_01930
ERR1913306.248574__1.248574	39485__A0A174YMI9__cph2_5
ERR1913306.248675__1.248675	562__C6EBU6__ESQG_00710
ERR1913306.248745__1.248745	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.248767__1.248767	74426__argF
ERR1913306.248806__1.248806	39485__A0A174YWE7__EUBELI_00979
ERR1913306.248903__1.248903	387661__K5ZF01__HMPREF1077_00426
ERR1913306.248883__1.248883	165179__A0A3E5EA83__DXC61_07750
