ERR1913205.32__1.32	649756__D4MXW8__gpr
ERR1913205.296086__1.296086	214856__E4MF20__Alfi_0697
ERR1913205.296163__1.296163	214856__R6Z288__ERS852447_00734
ERR1913205.296517__1.296517	1501391__GCA_000786575.1_00081
ERR1913205.296551__1.296551	214856__R6XP73__ERS852447_00886
ERR1913205.296622__1.296622	649756__A0A173TB83__HMPREF0369_01758
ERR1913205.296792__1.296792	487174__R5F4K8__HMPREF9448_01532
ERR1913205.296807__1.296807	1235835__R9LCU2__C814_02677
ERR1913205.296970__1.296970	214856__I3YPP0__ERS852447_01388
ERR1913205.297015__1.297015	214856__R6XNE7__ERS852447_02267
ERR1913205.298105__1.298105	214856__R6Y8K1__ERS852447_02509
ERR1913205.298141__1.298141	214856__R6XP73__ERS852447_00886
ERR1913205.298184__1.298184	214856__A0A174CRY5__ERS852559_01060
ERR1913205.298191__1.298191	410072__C0BF75__ERS852389_02248
ERR1913205.298271__1.298271	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.298322__1.298322	214856__R6YC22__ERS852447_01215
ERR1913205.298380__1.298380	649756__D4MZ13__DCR88_08760
ERR1913205.298621__1.298621	189722__E0NQU7__HMPREF0658_0548
ERR1913205.298640__1.298640	410072__A0A174QU55__luxQ
ERR1913205.298648__1.298648	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.298656__1.298656	214856__R6Z7Q9__ERS852447_02172
ERR1913205.298752__1.298752	214856__A0A174EJT5__mnmA
ERR1913205.298775__1.298775	214856__I3YMN6__Alfi_1938
ERR1913205.298798__1.298798	239935__A0A2N8HT68__ADH72_00510
ERR1913205.298932__1.298932	214856__R6Z4Q8__ERS852447_00885
ERR1913205.299035__1.299035	239935__A0A2N8I694__CXU04_06245
ERR1913205.299088__1.299088	214856__I3YMC8__ERS852447_02666
ERR1913205.299226__1.299226	1262911__R6GMS3__BN557_00579
ERR1913205.299383__1.299383	214856__A0A175A6T5__ERS852447_02658
ERR1913205.299434__1.299434	487174__K0XA68__DDY40_04135
ERR1913205.299697__1.299697	1501391__GCA_000786575.1_00042
ERR1913205.299798__1.299798	214856__A0A175A6T5__ERS852447_02658
ERR1913205.299977__1.299977	239935__A0A2N8IUW6__Amuc_1525
ERR1913205.300104__1.300104	214856__A0A174ZEW0__ERS852447_00985
ERR1913205.300183__1.300183	214856__R6XTZ7__ERS852447_02314
ERR1913205.300196__1.300196	214856__I3YMB7__Alfi_1811
ERR1913205.300215__1.300215	214856__I3YPN9__ERS852447_01389
ERR1913205.300384__1.300384	214856__A0A174EJT5__mnmA
ERR1913205.300393__1.300393	214856__R6Z7Q9__ERS852447_02172
ERR1913205.300405__1.300405	1262882__R5MYP8__BN519_00439
ERR1913205.300567__1.300567	214856__R6YBX3__msbA_2
ERR1913205.300799__1.300799	33025__A0A395JIJ9__C8D73_101350
ERR1913205.300938__1.300938	239935__A0A139TPD4__CXT86_06450
ERR1913205.301047__1.301047	239935__A0A2N8HBP0__CXT94_04450
ERR1913205.301110__1.301110	1262882__R5N3T7__BN519_01188
ERR1913205.301392__1.301392	214856__R6Y7P0__ERS852447_00307
ERR1913205.301480__1.301480	239935__A0A2N8IMC3__CXT96_03840
ERR1913205.301484__1.301484	214856__R6XQX8__ERS852559_02550
ERR1913205.301525__1.301525	1262882__R5MEI8__BN519_00283
ERR1913205.301668__1.301668	1262882__R5N708__BN519_00095
ERR1913205.301743__1.301743	214856__A0A174CRY5__ERS852559_01060
ERR1913205.301793__1.301793	214856__R6Y7P0__ERS852447_00307
ERR1913205.301754__1.301754	1501391__GCA_000786575.1_00036
ERR1913205.301829__1.301829	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.301961__1.301961	47678__R5U7X8__C5Z00_18270
ERR1913205.302002__1.302002	214856__R6XNE7__ERS852447_02267
ERR1913205.302029__1.302029	214856__R6Y2Y4__ERS852447_01086
ERR1913205.302030__1.302030	214856__A0A173YXX1__ERS852559_01651
ERR1913205.302348__1.302348	487174__K0WRP3__HMPREF9448_02660
ERR1913205.302427__1.302427	214856__R6XKT4__ERS852559_01719
ERR1913205.302409__1.302409	310298__B3JFI7__BACCOP_00636
ERR1913205.302636__1.302636	487174__K0WZ94__HMPREF9448_00984
ERR1913205.302923__1.302923	214856__R6YD52__ERS852447_02171
ERR1913205.302868__1.302868	487174__K0X7X4__DIT83_09125
ERR1913205.302969__1.302969	1262882__R5N1Z9__BN519_01020
ERR1913205.302996__1.302996	214856__I3YMC8__ERS852447_02666
ERR1913205.303146__1.303146	1262777__R5WDX9__BN512_01473
ERR1913205.303205__1.303205	1262882__R5N1N6__BN519_00968
ERR1913205.303455__1.303455	214856__R6YD52__ERS852447_02171
ERR1913205.303491__1.303491	39492__D4MIX3__ERS852540_01230
ERR1913205.303758__1.303758	1262882__R5MEN2__BN519_00200
ERR1913205.304014__1.304014	410072__C0BBR9__yqeC
ERR1913205.304085__1.304085	487174__K0WT60__DDY40_05170
ERR1913205.304167__1.304167	214856__I3YMN6__Alfi_1938
ERR1913205.304191__1.304191	291645__I9SGK8__HMPREF1068_00004
ERR1913205.304312__1.304312	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913205.304243__1.304243	1262992__R5CY89__BN795_01227
ERR1913205.304354__1.304354	1262992__R5D6G0__BN795_00277
ERR1913205.304398__1.304398	214856__I3YPR6__Alfi_2724
ERR1913205.304425__1.304425	487174__K0X1D9__HMPREF9448_00919
ERR1913205.304494__1.304494	214856__R6Y8K1__ERS852447_02509
ERR1913205.304642__1.304642	853__A0A173RZ39__C4N22_01650
ERR1913205.304719__1.304719	239935__R6IZU4__CXT87_08085
ERR1913205.304830__1.304830	1262882__R5N3T7__BN519_01188
ERR1913205.304804__1.304804	1262882__R5MYP8__BN519_00439
ERR1913205.304777__1.304777	214856__I3YPI7__pepD_1
ERR1913205.304998__1.304998	214856__R6XQX8__ERS852559_02550
ERR1913205.305067__1.305067	1262882__R5MXW3__BN519_00319
ERR1913205.305139__1.305139	1262882__R5N1N6__BN519_00968
ERR1913205.305283__1.305283	1262882__R5MHA1__BN519_00763
ERR1913205.305406__1.305406	487174__K0X694__DIT83_09060
ERR1913205.305485__1.305485	214856__R6YD52__ERS852447_02171
ERR1913205.305494__1.305494	1262882__R5MK03__BN519_01277
ERR1913205.305688__1.305688	214856__I3YPP3__Alfi_2701
ERR1913205.305824__1.305824	239935__R7DVW2__CXU02_03915
ERR1913205.305846__1.305846	818__Q8AAE0__Btheta7330_02023
ERR1913205.306053__1.306053	214856__D4IMT6__Alfi_1830
ERR1913205.306405__1.306405	1262882__R5MIW5__BN519_00945
ERR1913205.306792__1.306792	214856__I3YPN0__ERS852447_01398
ERR1913205.306795__1.306795	1262882__R5MIW5__BN519_00945
ERR1913205.306938__1.306938	1262882__R5N4G2__BN519_01273
ERR1913205.306999__1.306999	214856__R6XUN2__rcsC_1
ERR1913205.307150__1.307150	487174__K0XLV6__DIT83_00940
ERR1913205.307152__1.307152	1150298__R7JRU1__degA_3
ERR1913205.307253__1.307253	214856__R6XUN2__rcsC_1
ERR1913205.307255__1.307255	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.307262__1.307262	487175__D9Y5Q5__HMPREF9439_00681
ERR1913205.307335__1.307335	1262882__R5MEK3__BN519_00296
ERR1913205.307447__1.307447	214856__R6Z288__ERS852447_00734
ERR1913205.307480__1.307480	1235835__R9LCU2__C814_02677
ERR1913205.307566__1.307566	1262882__R5MF51__BN519_00287
ERR1913205.307751__1.307751	214856__I3YPN0__ERS852447_01398
ERR1913205.307857__1.307857	817__A0A1C0WW19__macB_12
ERR1913205.308225__1.308225	214856__I3YPQ4__Alfi_2712
ERR1913205.308309__1.308309	239935__R7DVW2__CXU02_03915
ERR1913205.308489__1.308489	214856__R6YC22__ERS852447_01215
ERR1913205.308500__1.308500	853__A0A173XRA8__CGS56_09290
ERR1913205.308674__1.308674	214856__R6Z186__ERS852447_00718
ERR1913205.308623__1.308623	214856__I3YK71__ERS852559_02472
ERR1913205.308830__1.308830	1262882__R5MKU2__BN519_01271
ERR1913205.308781__1.308781	649756__D4MY23__ERS852571_00200
ERR1913205.308790__1.308790	214856__I3YK71__ERS852559_02472
ERR1913205.308882__1.308882	1262882__R5MPY4__BN519_01128
ERR1913205.308930__1.308930	39492__A0A174ZYY6__EUBSIR_02510
ERR1913205.308901__1.308901	214856__R6XUN2__rcsC_1
ERR1913205.308974__1.308974	214856__I3YPP3__Alfi_2701
ERR1913205.309064__1.309064	487174__K0WV13__DIT83_10890
ERR1913205.309095__1.309095	214856__R6Y1K2__ERS852447_02306
ERR1913205.309112__1.309112	39488__A0A374NRX1__licR_1
ERR1913205.309115__1.309115	1262882__R5N1N6__BN519_00968
ERR1913205.309176__1.309176	1262882__R5N3H1__BN519_01121
ERR1913205.309180__1.309180	214856__I3YPP9__Alfi_2707
ERR1913205.309212__1.309212	487174__W0ES49__HMPREF9448_00709
ERR1913205.309237__1.309237	552398__F4XHU2__HMPREF0866_03196
ERR1913205.309339__1.309339	818__A0A139KCA0__SAMN05216253_102371
ERR1913205.309283__1.309283	1262919__R5P9H7__BN465_02339
ERR1913205.309423__1.309423	214856__I3YPP0__ERS852447_01388
ERR1913205.309446__1.309446	487174__R5FN40__HMPREF9448_01366
ERR1913205.309464__1.309464	239935__A0A2N8IEP3__CXT84_03735
ERR1913205.309502__1.309502	301302__A0A173RZU9__M72_23561
ERR1913205.309643__1.309643	47678__R5U9Z0__HMPREF1061_03210
ERR1913205.309664__1.309664	47678__R5U332__C5Z00_16810
ERR1913205.309744__1.309744	214856__R5UN64__ERS852447_02669
ERR1913205.309876__1.309876	239935__A0A2N8IMC3__CXT96_03840
ERR1913205.310297__1.310297	214856__I3YMB7__Alfi_1811
ERR1913205.310352__1.310352	214856__R6XUN2__rcsC_1
ERR1913205.310460__1.310460	1472761__GCA_002159295.1_00744
ERR1913205.310578__1.310578	328814__GCA_004558275.1_00035
ERR1913205.310666__1.310666	214856__I3YPR6__Alfi_2724
ERR1913205.310678__1.310678	1262882__R5N0C3__BN519_00731
ERR1913205.310987__1.310987	487174__K0X3H8__HMPREF9448_02822
ERR1913205.311004__1.311004	214856__A0A174ZLX0__ERS852559_00738
ERR1913205.311028__1.311028	1897011__A0A1Q6REP0__BHW41_04040
ERR1913205.311503__1.311503	214856__I3YPN5__Alfi_2693
ERR1913205.311589__1.311589	214856__A0A173YDP1__ERS852559_00120
ERR1913205.311675__1.311675	487174__K0XRL3__HMPREF9448_00669
ERR1913205.311756__1.311756	1262882__R5MT42__BN519_01729
ERR1913205.311795__1.311795	818__Q8A3I3__HMPREF2534_00068
ERR1913205.311893__1.311893	214856__R6YD52__ERS852447_02171
ERR1913205.311932__1.311932	1262882__R5N5C3__BN519_01664
ERR1913205.312029__1.312029	1262882__R5MRT2__BN519_01494
ERR1913205.312295__1.312295	214856__I3YMN6__Alfi_1938
ERR1913205.312310__1.312310	216816__E8MVM4__APC1480_1562
ERR1913205.312483__1.312483	239935__A0A2N8I9P4__CXT85_05050
ERR1913205.312493__1.312493	214856__R6XNE7__ERS852447_02267
ERR1913205.312519__1.312519	214856__R6XTZ7__ERS852447_02314
ERR1913205.312584__1.312584	1262882__R5MGJ7__BN519_00652
ERR1913205.312597__1.312597	214856__R6YD52__ERS852447_02171
ERR1913205.312671__1.312671	214856__I3YPP3__Alfi_2701
ERR1913205.312637__1.312637	214856__A0A173YXX1__ERS852559_01651
ERR1913205.312769__1.312769	214856__I3YPR5__ERS852447_01364
ERR1913205.312992__1.312992	214856__R6Z288__ERS852447_00734
ERR1913205.313088__1.313088	214856__I3YPQ4__Alfi_2712
ERR1913205.313246__1.313246	328813__A0A1Y3QQ66__B5G41_14240
ERR1913205.313198__1.313198	214856__R5UN64__ERS852447_02669
ERR1913205.313560__1.313560	214856__I3YPP0__ERS852447_01388
ERR1913205.313665__1.313665	214856__R6YD52__ERS852447_02171
ERR1913205.313688__1.313688	1262882__R5MGX3__BN519_00046
ERR1913205.313806__1.313806	1262882__A0A356PSJ4__BN519_01180
ERR1913205.313842__1.313842	239935__A0A2N8HHY4__DEF40_10850
ERR1913205.313853__1.313853	1262882__R5N5D7__BN519_01676
ERR1913205.313938__1.313938	1262882__R5ML49__BN519_01361
ERR1913205.313966__1.313966	357276__B6W1J2__BACDOR_03380
ERR1913205.314117__1.314117	457421__C5ERC0__CBFG_04276
ERR1913205.314211__1.314211	214856__I3YMC8__ERS852447_02666
ERR1913205.314332__1.314332	821__E5UY21__C800_02204
ERR1913205.314378__1.314378	487174__K0WS78__HMPREF9448_02825
ERR1913205.314516__1.314516	214856__A0A175A6T5__ERS852447_02658
ERR1913205.314564__1.314564	1262882__R5N3T7__BN519_01188
ERR1913205.314718__1.314718	1262882__R5MPY4__BN519_01128
ERR1913205.314757__1.314757	487174__K0WV96__HMPREF9448_01901
ERR1913205.314770__1.314770	1897011__A0A1Q6RE92__BHW41_04980
ERR1913205.314921__1.314921	214856__R6XTZ7__ERS852447_02314
ERR1913205.314882__1.314882	1262911__R6GP58__BN557_00798
ERR1913205.314891__1.314891	214856__A0A173YXX1__ERS852559_01651
ERR1913205.314961__1.314961	487174__K0XLC3__HMPREF9448_01065
ERR1913205.314984__1.314984	1262882__R5MZF2__BN519_00592
ERR1913205.315235__1.315235	818__A0A174TXD9__C799_03229
ERR1913205.315291__1.315291	1262911__R6H2J2__BN557_01228
ERR1913205.315438__1.315438	1262882__R5MND9__BN519_00831
ERR1913205.315407__1.315407	106588__A6NPX7__BACCAP_00246
ERR1913205.315729__1.315729	1262882__R5MGS8__BN519_00565
ERR1913205.315760__1.315760	47678__R5U9Z0__HMPREF1061_03210
ERR1913205.315773__1.315773	649756__D4MY23__ERS852571_00200
ERR1913205.315834__1.315834	1897011__A0A1Q6RE92__BHW41_04980
ERR1913205.315809__1.315809	214856__I3YPQ8__ERS852447_01371
ERR1913205.315812__1.315812	1262882__R5N5J6__BN519_01504
ERR1913205.315964__1.315964	214856__R6XS02__ERS852447_01685
ERR1913205.315939__1.315939	239935__A0A2N8I5H6__CXT92_05565
ERR1913205.316019__1.316019	1235835__R9LCU2__C814_02677
ERR1913205.316037__1.316037	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913205.316068__1.316068	214856__R5UN64__ERS852447_02669
ERR1913205.316201__1.316201	410072__A0A173T062__oxyR
ERR1913205.316279__1.316279	487174__K0X694__DIT83_09060
ERR1913205.316308__1.316308	487174__K0WZ94__HMPREF9448_00984
ERR1913205.316423__1.316423	214856__R6XNE7__ERS852447_02267
ERR1913205.316602__1.316602	301301__A0A395V9V2__nplT_1
ERR1913205.316752__1.316752	818__A0A1H7S810__BJP75_003270
ERR1913205.317019__1.317019	239935__A0A2N8HUU6__CXT90_06150
ERR1913205.317100__1.317100	1262882__R5MGJ7__BN519_00652
ERR1913205.317255__1.317255	291645__I8WZT8__HMPREF1068_04327
ERR1913205.317307__1.317307	1262882__R5N1T9__BN519_00804
ERR1913205.317312__1.317312	214856__A0A174C683__ERS852559_00523
ERR1913205.317392__1.317392	1501391__GCA_000786575.1_00059
ERR1913205.317399__1.317399	239935__A0A2N8HHB6__B5G29_11500
ERR1913205.317428__1.317428	189722__E0NQU7__HMPREF0658_0548
ERR1913205.317525__1.317525	487174__K0WTV8__DIT83_04385
ERR1913205.317550__1.317550	214856__I3YMB7__Alfi_1811
ERR1913205.317714__1.317714	853__A0A174CVG7__CGS58_09335
ERR1913205.317831__1.317831	239935__A0A2N8IHY1__CXU06_00035
ERR1913205.318059__1.318059	214856__R6Y7P0__ERS852447_00307
ERR1913205.318095__1.318095	214856__R6Y7P0__ERS852447_00307
ERR1913205.318108__1.318108	1501391__GCA_000786575.1_00144
ERR1913205.318121__1.318121	39492__D4JVC7__yfgF
ERR1913205.318171__1.318171	821__U6RDC2__DXD46_15675
ERR1913205.318266__1.318266	1262882__R5MM25__BN519_00600
ERR1913205.318369__1.318369	487174__K0X3V7__DIT83_01400
ERR1913205.318418__1.318418	1262882__R5MJZ4__BN519_01269
ERR1913205.318700__1.318700	1235835__R9LCU2__C814_02677
ERR1913205.318706__1.318706	214856__I3YPR6__Alfi_2724
ERR1913205.318800__1.318800	47678__R5U7T0__CGC64_00755
ERR1913205.318931__1.318931	1263006__R6LRF6__BN515_00540
ERR1913205.319017__1.319017	1235835__R9LCU2__C814_02677
ERR1913205.319207__1.319207	239935__A0A2N8I368__CXT95_04550
ERR1913205.319242__1.319242	818__R7KWE7__HMPREF2534_03255
ERR1913205.319417__1.319417	214856__I3YK71__ERS852559_02472
ERR1913205.319519__1.319519	1501391__GCA_000786575.1_00103
ERR1913205.319911__1.319911	239935__A0A139TQT9__Amuc_1197
ERR1913205.320017__1.320017	214856__I3YMB7__Alfi_1811
ERR1913205.320058__1.320058	214856__I3YPP0__ERS852447_01388
ERR1913205.320455__1.320455	214856__I3YPN3__ERS852447_01395
ERR1913205.320535__1.320535	487174__K0WVG2__DDY40_00285
ERR1913205.320560__1.320560	1262882__R5MM90__BN519_01721
ERR1913205.320614__1.320614	28118__R6FCY1__DER54_07335
ERR1913205.320808__1.320808	214856__R6XS02__ERS852447_01685
ERR1913205.320739__1.320739	1262882__R5MF43__BN519_00282
ERR1913205.320838__1.320838	47678__R5UU25__DXB67_16190
ERR1913205.321394__1.321394	820__A0A139K8X8__DXC80_17665
ERR1913205.321471__1.321471	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913205.321489__1.321489	106588__A6NPX7__BACCAP_00246
ERR1913205.321802__1.321802	328814__GCA_004558275.1_01621
ERR1913205.321826__1.321826	1262882__R5MSX6__BN519_01697
ERR1913205.322114__1.322114	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913205.322120__1.322120	47678__R5UG96__C5Z00_12630
ERR1913205.322164__1.322164	1501391__GCA_000786575.1_00011
ERR1913205.322193__1.322193	239935__A0A2N8ITX2__CXT86_11265
ERR1913205.322275__1.322275	214856__R6YC22__ERS852447_01215
ERR1913205.322324__1.322324	1262744__R6FST0__BN744_00381
ERR1913205.322337__1.322337	328814__GCA_004558275.1_01002
ERR1913205.322576__1.322576	214856__I3YPP9__Alfi_2707
ERR1913205.322589__1.322589	239935__A0A139TVJ4__CXT86_02020
ERR1913205.322608__1.322608	1897011__A0A1Q6RI93__BHW41_01175
ERR1913205.322866__1.322866	821__A0A0P0L952__M097_4235
ERR1913205.322825__1.322825	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.322990__1.322990	487174__K0WZP2__DDY40_04000
ERR1913205.323205__1.323205	214856__R6XQX8__ERS852559_02550
ERR1913205.323351__1.323351	28118__A0A1Q6IM78__B5F99_09295
ERR1913205.323458__1.323458	1160721__R6U5L6__RBI_I01802
ERR1913205.323664__1.323664	39485__C4Z390__EUBELI_01689
ERR1913205.324006__1.324006	214856__R6XP73__ERS852447_00886
ERR1913205.324017__1.324017	214856__A0A174CRY5__ERS852559_01060
ERR1913205.324088__1.324088	1262882__R5MIC9__BN519_00834
ERR1913205.324180__1.324180	818__Q8AAE0__Btheta7330_02023
ERR1913205.324266__1.324266	214856__R6XNE7__ERS852447_02267
ERR1913205.324267__1.324267	214856__I3YPP0__ERS852447_01388
ERR1913205.324556__1.324556	214856__R6XP73__ERS852447_00886
ERR1913205.324532__1.324532	214856__I3YPR2__Alfi_2720
ERR1913205.324667__1.324667	1501391__GCA_000786575.1_00067
ERR1913205.324674__1.324674	239935__A0A2N8HSC0__CXU06_05505
ERR1913205.324856__1.324856	1262882__R5MYI1__BN519_00416
ERR1913205.324975__1.324975	214856__R6XS02__ERS852447_01685
ERR1913205.325096__1.325096	214856__R6Y6H8__ERS852447_01719
ERR1913205.325216__1.325216	1262882__R5N587__BN519_01643
ERR1913205.325248__1.325248	214856__R6Z186__ERS852447_00718
ERR1913205.325313__1.325313	1262882__R5MND9__BN519_00831
ERR1913205.325669__1.325669	1501391__GCA_000786575.1_00130
ERR1913205.325724__1.325724	239935__A0A2N8HPS5__Amuc_0950
ERR1913205.325890__1.325890	1965604__A0A1Y4F5S5__B5F54_00140
ERR1913205.326131__1.326131	33025__A0A395JHD9__C8D73_101774
ERR1913205.326239__1.326239	239935__A0A139TPD4__CXT86_06450
ERR1913205.326354__1.326354	1262882__R5MF58__BN519_00393
ERR1913205.326416__1.326416	214856__R6XUN2__rcsC_1
ERR1913205.326489__1.326489	214856__I3YPP3__Alfi_2701
ERR1913205.326655__1.326655	239935__A0A2N8IVK9__CXU08_03750
ERR1913205.326718__1.326718	239935__A0A2N8IMC3__CXT96_03840
ERR1913205.326749__1.326749	214856__I3YMB7__Alfi_1811
ERR1913205.326864__1.326864	214856__R6YBX3__msbA_2
ERR1913205.327425__1.327425	239935__A0A2N8HH03__CXU09_08875
ERR1913205.327585__1.327585	1262882__R5MKF5__BN519_00316
ERR1913205.327711__1.327711	47678__R5U8P0__DW706_15950
ERR1913205.327907__1.327907	1262882__R5N2U9__BN519_01221
ERR1913205.328028__1.328028	214856__R6XS46__ERS852559_00812
ERR1913205.328001__1.328001	1501391__GCA_000786575.1_00118
ERR1913205.328098__1.328098	1262882__R5MJZ4__BN519_01269
ERR1913205.328123__1.328123	1262882__R5ML49__BN519_01361
ERR1913205.328314__1.328314	214856__A0A174CRY5__ERS852559_01060
ERR1913205.328543__1.328543	214856__I3YPQ6__Alfi_2714
ERR1913205.329125__1.329125	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913205.329620__1.329620	214856__R5UN64__ERS852447_02669
ERR1913205.329637__1.329637	853__A0A2A7A628__CGS57_13755
ERR1913205.329723__1.329723	47678__R5U9X5__BACCAC_01339
ERR1913205.329796__1.329796	33025__A0A395JBU5__C8D73_10423
ERR1913205.329932__1.329932	487174__K0WXG8__DIT83_09300
ERR1913205.330109__1.330109	28118__R6F7E0__SAMEA44545918_02355
ERR1913205.330178__1.330178	239935__R6JCH3__CXT95_08205
ERR1913205.330227__1.330227	410072__A0A174DFS8__ERS852574_01251
ERR1913205.330299__1.330299	818__A0A3E5HGB5__ERS852511_02145
ERR1913205.330317__1.330317	328814__GCA_004558275.1_00035
ERR1913205.330447__1.330447	1262882__R5MZ06__BN519_00492
ERR1913205.330685__1.330685	1501391__GCA_000786575.1_00098
ERR1913205.331185__1.331185	1262882__R5N4I8__BN519_01293
ERR1913205.331463__1.331463	487174__K0X665__DIT83_12000
ERR1913205.331533__1.331533	28118__R6FD01__B5F99_06665
ERR1913205.331541__1.331541	1501391__GCA_000786575.1_00079
ERR1913205.331719__1.331719	239935__A0A139TMG9__CXU07_10650
ERR1913205.331752__1.331752	301302__A0A173UN64__manA_2
ERR1913205.331797__1.331797	487174__K0WYI1__DDY40_08675
ERR1913205.331950__1.331950	239935__A0A2N8J1K0__CXT97_05765
ERR1913205.331961__1.331961	214856__I3YPN3__ERS852447_01395
ERR1913205.331999__1.331999	214856__I3YPP9__Alfi_2707
ERR1913205.331975__1.331975	487174__K0XL35__DDY40_11955
ERR1913205.331987__1.331987	1262911__R6GP58__BN557_00798
ERR1913205.332127__1.332127	214856__I3YMN6__Alfi_1938
ERR1913205.332129__1.332129	1262882__R5MMD8__BN519_01576
ERR1913205.332297__1.332297	626932__G5HAM4__HMPREF9450_01689
ERR1913205.332387__1.332387	487174__K0X7X4__DIT83_09125
ERR1913205.332697__1.332697	214856__I3YPP0__ERS852447_01388
ERR1913205.332893__1.332893	1262882__R5MIQ8__BN519_01036
ERR1913205.333402__1.333402	214856__I3YMB7__Alfi_1811
ERR1913205.333573__1.333573	487174__K0XES7__HMPREF9448_00566
ERR1913205.333696__1.333696	214856__R6XS46__ERS852559_00812
ERR1913205.333834__1.333834	189722__E0NQU7__HMPREF0658_0548
ERR1913205.333840__1.333840	649756__A0A173SZT9__ptsG_1
ERR1913205.333809__1.333809	239935__A0A2N8HW65__CXU09_08515
ERR1913205.333813__1.333813	214856__A0A174EQR4__rsmA
ERR1913205.333982__1.333982	818__Q8A2L4__Btheta7330_05011
ERR1913205.334021__1.334021	214856__R5UN64__ERS852447_02669
ERR1913205.334113__1.334113	239935__A0A2N8IMD6__CXU03_05585
ERR1913205.334200__1.334200	1262882__R5MND9__BN519_00831
ERR1913205.334236__1.334236	214856__R6Z288__ERS852447_00734
ERR1913205.334304__1.334304	239935__A0A139TMD2__CXU18_02250
ERR1913205.334410__1.334410	28118__R6FX99__Odosp_1660
ERR1913205.334418__1.334418	357276__A0A076IS26__EL88_15950
ERR1913205.334510__1.334510	214856__I3YPQ8__ERS852447_01371
