ERR1913221.832__1.832	33043__A0A173X520__ERS852575_01617
ERR1913221.854997__1.854997	2173__A0A1D2WTV4__Msm_1285
ERR1913221.855089__1.855089	33043__A0A173WWJ5__ERS852386_00339
ERR1913221.855192__1.855192	1262741__R6CXE4__BN697_02447
ERR1913221.855254__1.855254	45851__D4RYC5__BHV86_01930
ERR1913221.855498__1.855498	1263107__GCA_000436995.1_00193
ERR1913221.855689__1.855689	45851__D4S013__BHV86_10590
ERR1913221.856023__1.856023	853__A0A2A7B1Y7__C7K05_11930
ERR1913221.856026__1.856026	28130__U2KK66__HMPREF0653_01951
ERR1913221.856322__1.856322	1262760__R5LA92__BN758_01569
ERR1913221.856435__1.856435	1262825__R5E978__BN724_00307
ERR1913221.856483__1.856483	45851__D4RWJ0__BHV86_05915
ERR1913221.856623__1.856623	165179__D1P8K1__DXB80_06045
ERR1913221.856867__1.856867	1262882__R5MYX5__BN519_00333
ERR1913221.857004__1.857004	165179__D1PDJ4__DXB80_08505
ERR1913221.856964__1.856964	1262886__R6QP39__BN563_00737
ERR1913221.857039__1.857039	165179__D1P9T6__PREVCOP_04016
ERR1913221.857051__1.857051	671267__R9IB12__C802_00696
ERR1913221.857537__1.857537	165179__A0A3E5E4P9__DXB80_07930
ERR1913221.857540__1.857540	45851__D4RWC3__BUTYVIB_00254
ERR1913221.857766__1.857766	33043__D5HGR0__rpfC_2
ERR1913221.857791__1.857791	39485__C4Z434__tilS
ERR1913221.857797__1.857797	853__A0A174BA00__DW905_01145
ERR1913221.858022__1.858022	45851__R5LGC3__BHV86_03695
ERR1913221.858083__1.858083	39485__A0A174YZE2__spoIIE
ERR1913221.858138__1.858138	45851__D4RW73__BHV86_06745
ERR1913221.858154__1.858154	45851__D4S317__BUTYVIB_02469
ERR1913221.858238__1.858238	357276__C3R5C9__HMPREF1063_00213
ERR1913221.858272__1.858272	2173__A0A1D2WU72__BK798_05485
ERR1913221.858372__1.858372	1150298__R7JRC9__ERS852535_00719
ERR1913221.858450__1.858450	1547597__A0A0C3ME36__DMB45_11075
ERR1913221.858419__1.858419	1262961__R6E0C8__BN710_00049
ERR1913221.858587__1.858587	2173__A0A1D2WU59__Msm_1444
ERR1913221.859160__1.859160	46503__A7A9H8__DD461_05910
ERR1913221.859227__1.859227	46503__A7A9H8__DD461_05910
ERR1913221.859386__1.859386	1262882__R5MLE6__BN519_01423
ERR1913221.859428__1.859428	166486__D4KZ45__ROSINTL182_05738
ERR1913221.859525__1.859525	45851__D4S283__BUTYVIB_02205
ERR1913221.859615__1.859615	29361__B6FKH5__CLONEX_00621
ERR1913221.859925__1.859925	1262961__R6E0C8__BN710_00049
ERR1913221.860420__1.860420	1262825__R5E8D2__BN724_02151
ERR1913221.860514__1.860514	39485__R5ZYJ0__ERS852492_00222
ERR1913221.860750__1.860750	45851__D4RYQ0__BUTYVIB_00958
ERR1913221.860800__1.860800	45851__D4RYU3__BUTYVIB_01007
ERR1913221.861359__1.861359	39485__C4Z637__ERS852490_00218
ERR1913221.861565__1.861565	39485__R5ZT06__EUBELI_20526
ERR1913221.861600__1.861600	39492__D4JRV7__EUBSIR_01513
ERR1913221.861659__1.861659	33039__D4M6I1__nadB_2
ERR1913221.861852__1.861852	2173__A0A1D2WRY2__Msm_1736
ERR1913221.861894__1.861894	821__E5UY21__C800_02204
ERR1913221.862151__1.862151	626940__E8LD58__BHW43_06055
ERR1913221.862248__1.862248	39485__A0A174YVB5__lyc
ERR1913221.862388__1.862388	45851__D4RWC1__BHV86_06985
ERR1913221.862703__1.862703	1262760__R5L4T1__BN758_00546
ERR1913221.862706__1.862706	33039__D4M6E9__ERS852390_02866
ERR1913221.862793__1.862793	39491__A0A396FNY7__LD38_16155
ERR1913221.862948__1.862948	39491__A0A396FM36__DXB99_00820
ERR1913221.863082__1.863082	45851__D4RWN7__BHV86_06150
ERR1913221.863172__1.863172	1262911__R6H0U7__BN557_01104
ERR1913221.863153__1.863153	1262961__R6DW08__BN710_00228
ERR1913221.863626__1.863626	1897011__A0A1Q6RF20__BHW41_02930
ERR1913221.863676__1.863676	544645__A0A3E4T7C6__DXC42_09005
ERR1913221.863805__1.863805	39488__A0A173RDQ1__EUBHAL_02348
ERR1913221.864140__1.864140	853__A0A174C5M1__CGS58_04460
ERR1913221.864142__1.864142	239935__A0A2N8IKW7__pstA
ERR1913221.864301__1.864301	1897011__A0A1Q6RG62__BHW41_02455
ERR1913221.864367__1.864367	1262825__R5E7C9__BN724_01626
ERR1913221.864587__1.864587	1262825__R5ED15__BN724_00006
ERR1913221.864692__1.864692	1262760__R5LMK7__BN758_00632
ERR1913221.864721__1.864721	165179__A0A3E5E4P9__DXB80_07930
ERR1913221.864921__1.864921	1262825__R5E8D2__BN724_02151
ERR1913221.865528__1.865528	45851__D4S1N9__BHV86_08300
ERR1913221.865533__1.865533	39491__A0A396FFW0__ERE_10580
ERR1913221.865571__1.865571	45851__D4RXM8__BHV86_03015
ERR1913221.865813__1.865813	39485__R5ZSH7__EUBELI_00953
ERR1913221.865893__1.865893	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913221.866052__1.866052	39485__R5ZX10__ERS852492_02330
ERR1913221.866060__1.866060	165179__D1PE06__DXC61_05975
ERR1913221.866131__1.866131	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1913221.866351__1.866351	1262825__R5E9U6__BN724_00394
ERR1913221.866542__1.866542	165179__A0A3E4SG51__DXC61_10575
ERR1913221.866624__1.866624	1262882__R5N3T7__BN519_01188
ERR1913221.866592__1.866592	39485__A0A174YWE7__EUBELI_00979
ERR1913221.866752__1.866752	1262825__R5EA87__BN724_01038
ERR1913221.866918__1.866918	418240__A0A174QSP2__kinA_1
ERR1913221.867028__1.867028	39491__A0A395UYA6__EUBREC_0408
ERR1913221.867085__1.867085	45851__D4S2F3__BUTYVIB_02275
ERR1913221.867290__1.867290	39485__A0A174YS20__EUBELI_20202
ERR1913221.867474__1.867474	1262930__R6AQF3__BN693_01271
ERR1913221.867583__1.867583	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913221.867650__1.867650	1262760__R5LTZ6__BN758_01715
ERR1913221.867806__1.867806	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913221.867876__1.867876	39491__C4ZF05__vpr
ERR1913221.867918__1.867918	147207__purL
ERR1913221.868167__1.868167	39491__C4ZAT2__ERE_28440
ERR1913221.868199__1.868199	45851__D4RWC5__BHV86_07005
ERR1913221.868311__1.868311	1262961__R6DZ72__BN710_00832
ERR1913221.868349__1.868349	45851__D4RWC1__BHV86_06985
ERR1913221.868556__1.868556	371601__A0A174LAP7__BN891_21300
ERR1913221.868625__1.868625	45851__D4RW43__BUTYVIB_00173
ERR1913221.868787__1.868787	39492__D4JQY4__EUBSIR_01325
ERR1913221.869568__1.869568	1262761__R6R4X3__BN606_01996
ERR1913221.870119__1.870119	39485__A0A174ZG70__ERS852492_00929
ERR1913221.870528__1.870528	1262961__R6DXP5__BN710_00616
ERR1913221.870667__1.870667	1262760__R5LC36__BN758_01814
ERR1913221.870693__1.870693	1262825__R5E6F3__BN724_01497
ERR1913221.870793__1.870793	45851__D4RYU0__BHV86_05340
ERR1913221.870831__1.870831	45851__D4S288__BHV86_04325
ERR1913221.870941__1.870941	384639__GCA_003096855.1_00971
ERR1913221.871063__1.871063	1262886__R6QH52__BN563_00488
ERR1913221.871362__1.871362	45851__R5LYT8__BUTYVIB_02538
ERR1913221.871412__1.871412	165179__A0A3E5A832__DXC61_13685
ERR1913221.871694__1.871694	821__A0A173XDD3__DXB82_17180
ERR1913221.871870__1.871870	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913221.871945__1.871945	39485__R5ZT20__ERS852490_00975
ERR1913221.872001__1.872001	45851__D4RWC5__BHV86_07005
ERR1913221.872055__1.872055	1262761__R6QU78__BN606_01972
ERR1913221.872277__1.872277	1150298__A0A174IJY8__ERS852498_03324
ERR1913221.872470__1.872470	745368__A0A1T4XIF3__SAMN02745178_01889
ERR1913221.873053__1.873053	2173__A0A1D2WT15__BK798_04490
ERR1913221.873345__1.873345	33039__D4M379__selB
ERR1913221.873569__1.873569	39491__A0A395V5R3__EUBREC_1883
ERR1913221.873608__1.873608	33043__A0A173YLD4__ERS852575_00535
ERR1913221.873612__1.873612	821__A0A174V2F3__NCTC10583_01474
ERR1913221.874067__1.874067	39485__R6AKA4__rssA
ERR1913221.874135__1.874135	45851__D4RYS4__BHV86_05460
ERR1913221.874232__1.874232	2022527__A0A264Y4M8__CHL74_12675
ERR1913221.874303__1.874303	45851__D4S0D7__BUTYVIB_01556
ERR1913221.874401__1.874401	45851__D4S1N9__BHV86_08300
ERR1913221.874638__1.874638	357276__A0A076ISJ4__B5F95_19420
ERR1913221.874652__1.874652	45851__D4RWI9__BHV86_05910
ERR1913221.874798__1.874798	45851__D4RYC5__BHV86_01930
ERR1913221.874886__1.874886	165179__D1P8V8__DXC61_01940
ERR1913221.874899__1.874899	853__A0A2A7A628__CGS57_13755
ERR1913221.874938__1.874938	45851__D4RZ40__BHV86_03390
ERR1913221.875009__1.875009	357276__I8WAB8__B5F00_08100
ERR1913221.875266__1.875266	39486__B0G7C0__DXD10_08735
ERR1913221.875427__1.875427	45851__D4S317__BUTYVIB_02469
ERR1913221.875680__1.875680	45851__D4S1P9__BUTYVIB_02021
ERR1913221.875704__1.875704	1262929__R6F638__BN691_01259
ERR1913221.875849__1.875849	1262760__R5LR70__BN758_01365
ERR1913221.876154__1.876154	39485__R5ZRT8__gmr_6
ERR1913221.876306__1.876306	1262961__R6EK01__BN710_00862
ERR1913221.876278__1.876278	1262760__R5LP78__BN758_00891
ERR1913221.876381__1.876381	1262945__R6YF74__BN600_00974
ERR1913221.876557__1.876557	45851__D4RWI2__BHV86_07325
ERR1913221.876762__1.876762	165179__A0A174K816__DXB80_12000
ERR1913221.876768__1.876768	39485__R5ZNS8__rsmG
ERR1913221.876876__1.876876	1284775__A0A095Y637__HMPREF1640_07040
ERR1913221.876919__1.876919	1262886__R6QHF8__BN563_00567
ERR1913221.876948__1.876948	39485__A0A174YWE7__EUBELI_00979
ERR1913221.877186__1.877186	1262886__R6RDI4__BN563_00643
ERR1913221.877592__1.877592	1262882__R5MFT7__BN519_00494
ERR1913221.877606__1.877606	45851__D4S288__BHV86_04325
ERR1913221.877578__1.877578	45851__D4RWN7__BHV86_06150
ERR1913221.877587__1.877587	165179__A0A3E4SID1__DXB80_01945
ERR1913221.877694__1.877694	45851__D4RZ69__BUTYVIB_01134
ERR1913221.877964__1.877964	45851__D4RWN6__BUTYVIB_00072
ERR1913221.878369__1.878369	1262882__R5MRT2__BN519_01494
ERR1913221.878514__1.878514	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913221.878600__1.878600	45851__D4RYA4__BHV86_02030
ERR1913221.878639__1.878639	165179__A0A174W369__PREVCOP_04548
ERR1913221.878769__1.878769	1262761__R6RU22__BN606_01110
ERR1913221.878817__1.878817	1262882__R5MYX5__BN519_00333
ERR1913221.878825__1.878825	853__A0A173YYY4__DWZ04_09420
ERR1913221.878856__1.878856	45851__D4RZC9__BUTYVIB_01195
ERR1913221.878880__1.878880	165179__A0A229I6N7__DXC61_06720
ERR1913221.879009__1.879009	2173__A0A1D2WTP5__BK798_02785
ERR1913221.879079__1.879079	39485__A0A174YMC1__recN
ERR1913221.879165__1.879165	1262886__R6QNJ6__BN563_00594
ERR1913221.879211__1.879211	45851__D4S069__spoIVA
ERR1913221.879489__1.879489	1262882__R5MYP8__BN519_00439
ERR1913221.879503__1.879503	33039__A0A174ZX07__dapE_1
ERR1913221.879570__1.879570	165179__D1PCU4__PREVCOP_05029
ERR1913221.879734__1.879734	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913221.879805__1.879805	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913221.879846__1.879846	39485__C4Z0F4__ERS852490_00945
ERR1913221.880088__1.880088	39485__C4Z6V1__ERS852492_02640
ERR1913221.880571__1.880571	1262882__R5MND9__BN519_00831
ERR1913221.880832__1.880832	1263006__R6LZM6__BN515_01762
ERR1913221.880907__1.880907	1262961__R6DJH7__BN710_01796
ERR1913221.880961__1.880961	165179__A0A3E5E920__DXB80_11625
ERR1913221.881166__1.881166	45851__D4S2F2__BHV86_00830
ERR1913221.881414__1.881414	1262886__R6QAC3__BN563_01576
ERR1913221.881526__1.881526	165179__A0A3E5AEF7__DXC61_05000
ERR1913221.881726__1.881726	39485__R6A1W2__ERS852490_01584
ERR1913221.882038__1.882038	165179__D1P9T6__PREVCOP_04016
ERR1913221.882694__1.882694	1262816__R6BTG4__BN687_00120
ERR1913221.882704__1.882704	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913221.883608__1.883608	39485__A0A174ZLH6__EUBELI_01564
ERR1913221.883613__1.883613	39485__C4Z6F3__EUBELI_20400
ERR1913221.883579__1.883579	1262886__R6QBQ5__BN563_01294
ERR1913221.883750__1.883750	45851__D4RYI3__BHV86_01630
ERR1913221.883908__1.883908	1262882__R5MND9__BN519_00831
ERR1913221.883922__1.883922	45851__D4RXA4__BUTYVIB_00455
ERR1913221.884015__1.884015	45851__D4RXA4__BUTYVIB_00455
ERR1913221.884189__1.884189	45851__D4RWR5__BHV86_06295
ERR1913221.884694__1.884694	39488__C0EUW7__ERS852578_01381
ERR1913221.884808__1.884808	1262760__R5LR70__BN758_01365
ERR1913221.884837__1.884837	39485__R5ZX10__ERS852492_02330
ERR1913221.885097__1.885097	853__A0A173T751__C4N24_10280
ERR1913221.885224__1.885224	165179__A0A3E5DY64__CFT61_10025
ERR1913221.885371__1.885371	384638__B7ARU3__BACPEC_01797
ERR1913221.885397__1.885397	165179__A0A229I6N7__DXC61_06720
ERR1913221.885540__1.885540	33043__D5HDY1__cdd
ERR1913221.885780__1.885780	165179__A0A174W369__PREVCOP_04548
ERR1913221.885883__1.885883	39485__C4Z390__EUBELI_01689
ERR1913221.886068__1.886068	39485__A0A174YTF8__EUBELI_20448
ERR1913221.886224__1.886224	165179__R6CNX7__DXB80_02200
ERR1913221.886293__1.886293	1262886__R6QHU6__BN563_00640
ERR1913221.886297__1.886297	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1913221.886311__1.886311	39491__A0A173QT73__alaS_2
ERR1913221.886427__1.886427	39485__A0A174ZLN0__EUBELI_00120
ERR1913221.886476__1.886476	46506__R6ALX0__HMPREF1181_01042
ERR1913221.886528__1.886528	418240__A0A174FAS2__btr_1
ERR1913221.886622__1.886622	1262882__R5MHQ8__BN519_00707
ERR1913221.886691__1.886691	45851__D4S2F3__BUTYVIB_02275
ERR1913221.886698__1.886698	39485__A0A174ZPH7__ERS852490_01992
ERR1913221.886957__1.886957	165179__D1PHM6__DXC61_06700
ERR1913221.887251__1.887251	1262911__R6H2J2__BN557_01228
ERR1913221.887254__1.887254	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913221.887535__1.887535	357276__B6W1J2__BACDOR_03380
ERR1913221.887617__1.887617	165179__A0A3E5EDV6__DXC61_03365
ERR1913221.887727__1.887727	39485__A0A175A403__EUBELI_20577
ERR1913221.887754__1.887754	2173__A0A1D2WVA1__Msm_0411
ERR1913221.888073__1.888073	1263027__R7AUR3__BN699_02071
ERR1913221.888408__1.888408	821__I9R3W6__DXC16_12455
ERR1913221.888391__1.888391	1262992__R5D3X7__BN795_00539
ERR1913221.888643__1.888643	165179__A0A3E4SEG4__DXC61_11235
ERR1913221.888646__1.888646	1262825__R5E8F3__BN724_02174
ERR1913221.889010__1.889010	1547597__A0A318N0N6__DMB45_13335
ERR1913221.889072__1.889072	384638__B7APN3__BACPEC_00639
ERR1913221.889195__1.889195	45851__R5LYV2__BHV86_00590
ERR1913221.889226__1.889226	2173__A5ULV3__Msm_0976
ERR1913221.889515__1.889515	1262886__R6QSD5__BN563_01674
ERR1913221.889695__1.889695	45851__D4RW73__BHV86_06745
ERR1913221.889778__1.889778	1262882__R5N4D8__BN519_01497
ERR1913221.890301__1.890301	901__B6WXI0__DHV46_02055
ERR1913221.890357__1.890357	1262882__R5MYX5__BN519_00333
ERR1913221.890739__1.890739	1965576__A0A1Y4LM34__B5F19_03815
ERR1913221.890853__1.890853	1262816__R6BYM7__BN687_00318
ERR1913221.891246__1.891246	45851__D4RWG7__BUTYVIB_00298
ERR1913221.891255__1.891255	45851__D4S1R9__BHV86_08150
ERR1913221.891218__1.891218	165179__R6CNX7__DXB80_02200
ERR1913221.891424__1.891424	45851__D4RXL5__BHV86_02950
ERR1913221.891474__1.891474	39485__A0A174YMC1__recN
ERR1913221.891738__1.891738	45851__D4S283__BUTYVIB_02205
ERR1913221.891663__1.891663	1262825__R5E8W5__BN724_02207
ERR1913221.892328__1.892328	45851__D4S069__spoIVA
ERR1913221.892544__1.892544	165179__A0A174SA26__PREVCOP_05758
ERR1913221.892656__1.892656	165179__D1PEW8__DXB80_13775
ERR1913221.893122__1.893122	165179__A0A3E5EBY9__CFT61_01220
ERR1913221.893535__1.893535	706562__GCA_900112995.1_00651
ERR1913221.893649__1.893649	165179__A0A3E5DX15__DXC61_00345
ERR1913221.893731__1.893731	39485__C4Z1Y6__EUBELI_00140
ERR1913221.893810__1.893810	357276__I9QBT7__BSEG_03340
ERR1913221.893838__1.893838	39485__C4Z2I5__ERS852492_02214
ERR1913221.894062__1.894062	1263006__R6M2F7__BN515_00608
ERR1913221.894095__1.894095	147206__GCF_000156215.1_00437
ERR1913221.894117__1.894117	1262825__R5E8Z9__BN724_02329
ERR1913221.894380__1.894380	100886__E2NPD3__ERS852383_04249
ERR1913221.894443__1.894443	45851__D4S288__BHV86_04325
ERR1913221.894458__1.894458	39485__A0A174YTX0__mro
ERR1913221.894994__1.894994	45851__D4RWC1__BHV86_06985
ERR1913221.895181__1.895181	1262886__R6QKQ6__BN563_01547
ERR1913221.895327__1.895327	386414__D1VX16__HMPREF9304_07470
ERR1913221.895361__1.895361	2173__A0A1D2WU72__BK798_05485
ERR1913221.895365__1.895365	821__A0A174NM17__lacZ_6
ERR1913221.895450__1.895450	45851__D4RXC9__BUTYVIB_00480
ERR1913221.895412__1.895412	1262882__R5N5S3__BN519_00085
ERR1913221.895850__1.895850	1262825__R5E1G0__BN724_01308
ERR1913221.895870__1.895870	45851__D4S141__BHV86_05760
ERR1913221.896266__1.896266	39485__C4Z058__ERS852492_00130
ERR1913221.896382__1.896382	2173__A5UNC4__METSMIALI_00562
ERR1913221.896506__1.896506	45851__D4S0T7__BHV86_09275
ERR1913221.896708__1.896708	2293125__A0A374BIB7__DW917_16550
ERR1913221.896790__1.896790	2173__A0A1D2WU59__Msm_1444
ERR1913221.897033__1.897033	410072__A0A173Y8R3__rng
ERR1913221.897155__1.897155	116085__D4J6S8__DW747_08260
ERR1913221.897427__1.897427	39485__C4Z2J8__ERS852490_02044
ERR1913221.897606__1.897606	1262882__R5N587__BN519_01643
ERR1913221.897797__1.897797	1262961__R6E1C5__BN710_01058
ERR1913221.897894__1.897894	1262882__R5MT08__BN519_01706
ERR1913221.898459__1.898459	1735__B7CE14__EUBIFOR_02449
ERR1913221.898498__1.898498	33043__A0A173YQY3__ERS852445_01438
ERR1913221.898585__1.898585	1262760__R5LFS9__BN758_01687
ERR1913221.898607__1.898607	1263000__R5EXT3__BN466_02213
ERR1913221.898743__1.898743	165179__A0A3E5DZ45__DXC61_02820
ERR1913221.898862__1.898862	39485__A0A174YWE7__EUBELI_00979
ERR1913221.898868__1.898868	74426__purC
ERR1913221.899036__1.899036	1262959__R5Y160__BN680_01630
ERR1913221.899038__1.899038	39485__A0A174ZA72__glgB_1
ERR1913221.899188__1.899188	1262760__R5LR70__BN758_01365
ERR1913221.899372__1.899372	39485__A0A174ZJ84__EUBELI_00107
ERR1913221.899416__1.899416	1262825__R5E8W5__BN724_02207
ERR1913221.899605__1.899605	33043__D5HEY0__ERS852386_01426
ERR1913221.899712__1.899712	1262882__R5ML49__BN519_01361
ERR1913221.899864__1.899864	1262911__R6GT12__BN557_01070
ERR1913221.899970__1.899970	2022527__A0A264YCN5__CHL74_00255
ERR1913221.900174__1.900174	328814__GCA_004558275.1_00035
ERR1913221.900217__1.900217	165179__A0A3E5E7J5__DXC61_10360
ERR1913221.900264__1.900264	45851__D4S1R7__BUTYVIB_02039
ERR1913221.900281__1.900281	45851__D4RZD5__BUTYVIB_01201
ERR1913221.900920__1.900920	45851__D4RXN5__BUTYVIB_00586
ERR1913221.900944__1.900944	1262760__R5LZD3__BN758_00335
ERR1913221.901178__1.901178	45851__D4RYB8__BHV86_01965
ERR1913221.901308__1.901308	165179__D1P9T6__PREVCOP_04016
ERR1913221.901384__1.901384	853__A0A174BZY1__xerD_1
ERR1913221.901506__1.901506	46503__R6X1R0__ERS852463_00596
ERR1913221.901762__1.901762	45851__D4S2J5__BUTYVIB_02317
ERR1913221.901857__1.901857	1897011__A0A1Q6RF20__BHW41_02930
ERR1913221.901973__1.901973	165179__A0A174W369__PREVCOP_04548
ERR1913221.902000__1.902000	1262882__R5MZ58__BN519_00525
ERR1913221.902010__1.902010	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913221.902105__1.902105	165179__A0A229I443__DXB80_10950
ERR1913221.902154__1.902154	39491__A0A396FMF1__EUR_28700
ERR1913221.902165__1.902165	39485__A0A174Z8V5__fliU_2
ERR1913221.902168__1.902168	45851__D4RWN7__BHV86_06150
ERR1913221.902235__1.902235	165179__D1PGU8__PREVCOP_06463
ERR1913221.902278__1.902278	45851__D4RWZ9__murF
ERR1913221.902530__1.902530	33043__D5HEQ5__gluP_2
ERR1913221.902598__1.902598	1263000__R5EKG2__BN466_02040
ERR1913221.902552__1.902552	33043__D5HDY1__cdd
ERR1913221.902656__1.902656	1262959__R5Y7B4__BN680_01714
ERR1913221.903293__1.903293	1262825__R5E0J0__BN724_01159
ERR1913221.903537__1.903537	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913221.903499__1.903499	2022527__A0A264Y9Y7__CHL74_02905
ERR1913221.903544__1.903544	1262825__R5E8Z9__BN724_02329
ERR1913221.903562__1.903562	1262816__R6C2E4__BN687_01567
ERR1913221.903767__1.903767	1262882__R5MRT2__BN519_01494
ERR1913221.903882__1.903882	45851__D4S0J9__BUTYVIB_01618
ERR1913221.904056__1.904056	853__A0A173SUU8__CGS54_06840
ERR1913221.904145__1.904145	1262886__R6Q673__BN563_00372
ERR1913221.904386__1.904386	853__A0A173XRA8__CGS56_09290
ERR1913221.904706__1.904706	47678__A5ZF31__DXB67_11050
ERR1913221.904743__1.904743	387090__S0FBK4__BACCOPRO_01365
ERR1913221.904748__1.904748	165179__D1PGU8__PREVCOP_06463
ERR1913221.905002__1.905002	45851__D4RYG8__BUTYVIB_00874
ERR1913221.905190__1.905190	39485__A0A174ZBK4__ERS852490_01585
ERR1913221.905214__1.905214	165179__D1PE06__DXC61_05975
ERR1913221.905302__1.905302	2173__A5UK74__pyrP
ERR1913221.905460__1.905460	363265__R6F4I0__HMPREF0673_00778
ERR1913221.905872__1.905872	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913221.906007__1.906007	328814__GCA_004558275.1_00036
ERR1913221.906086__1.906086	45851__D4RW43__BUTYVIB_00173
ERR1913221.906155__1.906155	39485__C4Z6I9__ERS852492_02038
ERR1913221.906653__1.906653	88431__A0A173UIQ4__lip2
ERR1913221.906699__1.906699	39485__C4Z0T2__ykvU
ERR1913221.906763__1.906763	45851__D4RYR7__BHV86_05495
ERR1913221.907156__1.907156	40520__A0A174HSN4__ltaS1_2
ERR1913221.907260__1.907260	1262816__R6CDS9__BN687_01538
ERR1913221.907328__1.907328	821__A0A174NVL6__NCTC10583_01782
ERR1913221.907468__1.907468	363265__G6AYV3__HMPREF0673_01814
ERR1913221.907433__1.907433	1262760__R5LR70__BN758_01365
ERR1913221.907513__1.907513	1262886__R6QAI4__BN563_00898
ERR1913221.907532__1.907532	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913221.907708__1.907708	39485__R5ZNS8__rsmG
ERR1913221.907715__1.907715	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913221.907895__1.907895	45851__D4RWC5__BHV86_07005
ERR1913221.907929__1.907929	39485__R5ZT06__EUBELI_20526
ERR1913221.908055__1.908055	39485__A0A174YZE2__spoIIE
ERR1913221.908077__1.908077	1262761__R6RY17__BN606_01538
ERR1913221.908217__1.908217	45851__D4S2F3__BUTYVIB_02275
ERR1913221.908395__1.908395	39491__A0A396FTE5__ERS852417_01346
ERR1913221.908577__1.908577	310298__B3JQJ5__BACCOP_04231
ERR1913221.908753__1.908753	1262961__R6DWA0__BN710_00347
ERR1913221.908837__1.908837	45851__D4S1P9__BUTYVIB_02021
ERR1913221.909002__1.909002	410072__A0A174L0Z1__ERS852525_00863
ERR1913221.909051__1.909051	45851__D4RWN7__BHV86_06150
ERR1913221.909234__1.909234	39485__A0A174Z9M2__yhbU_1
ERR1913221.909305__1.909305	45851__D4RY08__BUTYVIB_00711
ERR1913221.909821__1.909821	1262825__R5EKX2__BN724_00503
ERR1913221.909921__1.909921	45851__D4S1P9__BUTYVIB_02021
ERR1913221.909956__1.909956	821__A0A395UNT8__DXD64_15275
ERR1913221.909960__1.909960	1262992__R5D6J2__BN795_00288
ERR1913221.910061__1.910061	45851__R5LHP6__BUTYVIB_00994
ERR1913221.910689__1.910689	165179__R6CNX7__DXB80_02200
ERR1913221.910706__1.910706	1262761__R6QYZ5__BN606_00402
ERR1913221.910889__1.910889	301302__A0A173TWC1__phoR_7
ERR1913221.910902__1.910902	1262760__R5LUS8__BN758_01845
