ERR1913040.45__1.45	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913040.315182__1.315182	69974__A0A090FEL8__MPL3365_630008
ERR1913040.315358__1.315358	69974__A0A090FEL8__MPL3365_630008
ERR1913040.315430__1.315430	204516__U6RR05__HMPREF1534_00736
ERR1913040.315406__1.315406	39485__A0A174YMC1__recN
ERR1913040.315539__1.315539	69974__A0A090FEL8__MPL3365_630008
ERR1913040.315918__1.315918	410072__A0A174ND44__ERS852389_01731
ERR1913040.315943__1.315943	33039__A0A174ZQJ6__ERS852530_06709
ERR1913040.315997__1.315997	1262743__R5C054__BN727_01980
ERR1913040.316099__1.316099	39485__A0A174YTW2__EUBELI_20520
ERR1913040.316147__1.316147	1796652__ltrA_3
ERR1913040.316201__1.316201	821__A0A174WBC9__ERS852556_03145
ERR1913040.316323__1.316323	310298__B3JED9__BACCOP_00230
ERR1913040.316483__1.316483	165179__R6C330__DXC61_04975
ERR1913040.316520__1.316520	1680__A0A076JNS9__BIFADO_02309
ERR1913040.316500__1.316500	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913040.316545__1.316545	39491__A0A395ZDC6__addB
ERR1913040.316562__1.316562	39488__A0A374MV67__DXD91_15895
ERR1913040.316817__1.316817	88431__A0A3D0EYA4__atpH
ERR1913040.317119__1.317119	1323__A0A380LMG1__cdsA
ERR1913040.317199__1.317199	69974__A0A090FEL8__MPL3365_630008
ERR1913040.317221__1.317221	147206__GCF_000156215.1_00452
ERR1913040.317366__1.317366	69974__A0A090FEL8__MPL3365_630008
ERR1913040.317417__1.317417	40518__R5E2F3__artQ
ERR1913040.317529__1.317529	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.317696__1.317696	40518__R5E426__DXD93_04485
ERR1913040.317707__1.317707	821__A0A0P0M3U7__DXB90_14325
ERR1913040.317812__1.317812	384638__B7ASI3__BACPEC_02038
ERR1913040.318015__1.318015	39485__R5ZT06__EUBELI_20526
ERR1913040.318020__1.318020	88431__A0A174EJA6__DXB16_03345
ERR1913040.318061__1.318061	39485__C4Z1Y9__EUBELI_00143
ERR1913040.318170__1.318170	40520__R7DCR4__DXB81_00490
ERR1913040.318157__1.318157	204516__U6RA51__HMPREF1534_03959
ERR1913040.318185__1.318185	69974__A0A090FEL8__MPL3365_630008
ERR1913040.318218__1.318218	853__A0A173T751__C4N24_10280
ERR1913040.318438__1.318438	69974__A0A090FEL8__MPL3365_630008
ERR1913040.318483__1.318483	28117__B0MXG7__BHV66_08620
ERR1913040.318493__1.318493	28117__B0MTW8__ALIPUT_00502
ERR1913040.318502__1.318502	410072__C0B8D2__DXD67_01675
ERR1913040.318508__1.318508	165179__D1PGU8__PREVCOP_06463
ERR1913040.318556__1.318556	204516__U6R921__HMPREF1534_03932
ERR1913040.318582__1.318582	853__E2ZJT1__C4N23_03535
ERR1913040.318584__1.318584	39485__A0A174Z501__EUBELI_00678
ERR1913040.318632__1.318632	69974__A0A090FEL8__MPL3365_630008
ERR1913040.318639__1.318639	69974__A0A090FEL8__MPL3365_630008
ERR1913040.318660__1.318660	301302__R5VGE0__ERS852420_00121
ERR1913040.318690__1.318690	1323__A0A380LLK1__yokD
ERR1913040.318751__1.318751	28117__B0N007__BHV66_10275
ERR1913040.318828__1.318828	28118__R6FX99__Odosp_1660
ERR1913040.318972__1.318972	2293125__A0A374CIC9__DW917_02045
ERR1913040.318992__1.318992	39491__A0A395UZ82__EUR_31520
ERR1913040.319004__1.319004	39491__A0A395ZG74__licR
ERR1913040.319016__1.319016	821__A6L0C7__ERS852556_03520
ERR1913040.319042__1.319042	69974__A0A090FEL8__MPL3365_630008
ERR1913040.319110__1.319110	1680__A0A1X2ZFB6__AD0028_0856
ERR1913040.319215__1.319215	69974__A0A090FEL8__MPL3365_630008
ERR1913040.319240__1.319240	1262743__R5C054__BN727_01980
ERR1913040.319444__1.319444	40518__R5E5W1__RBL263_01034
ERR1913040.319483__1.319483	357276__A0A076IR37__DXD47_07890
ERR1913040.319507__1.319507	69974__A0A090FEL8__MPL3365_630008
ERR1913040.319537__1.319537	310298__B3JQC6__BACCOP_04084
ERR1913040.319551__1.319551	69974__A0A090FEL8__MPL3365_630008
ERR1913040.319757__1.319757	626933__H1DGX0__HMPREF9449_01506
ERR1913040.319896__1.319896	88431__A0A174EMW0__thiD_1
ERR1913040.319935__1.319935	853__A0A173T0Y8__CGS54_07215
ERR1913040.320011__1.320011	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913040.320015__1.320015	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913040.320028__1.320028	69974__A0A090FEL8__MPL3365_630008
ERR1913040.320112__1.320112	216816__A0A1S2VTC3__BLIC_e00847
ERR1913040.320142__1.320142	853__A0A2A7B9I6__DW855_13690
ERR1913040.320211__1.320211	39496__A5Z5I2__EUBVEN_00963
ERR1913040.320313__1.320313	69974__A0A090FEL8__MPL3365_630008
ERR1913040.320413__1.320413	853__A8S882__C4N23_07600
ERR1913040.320495__1.320495	165179__A0A3E5DR10__DXC61_03505
ERR1913040.320542__1.320542	69974__A0A090FEL8__MPL3365_630008
ERR1913040.320574__1.320574	821__A0A0P0LQT3__DXC03_05050
ERR1913040.320551__1.320551	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913040.320634__1.320634	165179__A0A3E5DR10__DXC61_03505
ERR1913040.320832__1.320832	371601__F7M1V2__DXD80_13245
ERR1913040.320942__1.320942	28118__R6FJY6__DF785_09470
ERR1913040.320944__1.320944	39491__A0A396FIU1__DXC13_07905
ERR1913040.320950__1.320950	69974__A0A090FEL8__MPL3365_630008
ERR1913040.321067__1.321067	39485__C4Z6K2__ERS852490_00407
ERR1913040.321034__1.321034	853__A0A2A7B9I6__DW855_13690
ERR1913040.321109__1.321109	301302__R5UMN4__M72_24341
ERR1913040.321144__1.321144	28118__F9Z751__DHW44_02965
ERR1913040.321154__1.321154	626933__H1DGX0__HMPREF9449_01506
ERR1913040.321206__1.321206	165179__D1PGU8__PREVCOP_06463
ERR1913040.321244__1.321244	1262913__R7J6B7__BN646_00856
ERR1913040.321271__1.321271	410072__A0A174LAX8__DXD67_10655
ERR1913040.321373__1.321373	165179__A0A3E5E8M8__DXB80_11580
ERR1913040.321374__1.321374	69974__A0A090FEL8__MPL3365_630008
ERR1913040.321452__1.321452	39491__A0A395ZBQ4__cph2_2
ERR1913040.321556__1.321556	204516__U6R9L2__HMPREF1534_03110
ERR1913040.321648__1.321648	310298__B3JQ37__BACCOP_04069
ERR1913040.321697__1.321697	40520__R7D6X4__addA
ERR1913040.321752__1.321752	310298__B3JGJ2__BACCOP_00994
ERR1913040.321761__1.321761	626933__H1DGX0__HMPREF9449_01506
ERR1913040.322031__1.322031	69974__A0A090FEL8__MPL3365_630008
ERR1913040.322079__1.322079	39491__A0A395UYA6__EUBREC_0408
ERR1913040.322068__1.322068	69974__A0A090FEL8__MPL3365_630008
ERR1913040.322119__1.322119	1262911__R6H212__BN557_01031
ERR1913040.322147__1.322147	820__R9HXK9__DXB62_08265
ERR1913040.322307__1.322307	165179__A0A3E5EA43__DXC61_07775
ERR1913040.322319__1.322319	853__A8SB03__C4Q21_07960
ERR1913040.322459__1.322459	69974__A0A090FEL8__MPL3365_630008
ERR1913040.322526__1.322526	487174__K0WVG2__DDY40_00285
ERR1913040.322622__1.322622	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.322628__1.322628	165179__A0A3E5EB26__CFT61_02800
ERR1913040.322655__1.322655	1897011__A0A1Q6RG93__BHW41_02645
ERR1913040.322763__1.322763	626933__H1DGX0__HMPREF9449_01506
ERR1913040.322783__1.322783	69974__A0A090FEL8__MPL3365_630008
ERR1913040.322822__1.322822	310298__B3JH76__BACCOP_01230
ERR1913040.322830__1.322830	626933__H1DGX0__HMPREF9449_01506
ERR1913040.323010__1.323010	165179__A0A229I1J2__DXB80_03950
ERR1913040.323030__1.323030	69974__A0A090FEL8__MPL3365_630008
ERR1913040.323212__1.323212	39485__C4Z684__ERS852492_01895
ERR1913040.323232__1.323232	39485__A0A174YSS6__trxB_2
ERR1913040.323363__1.323363	28118__R6FX99__Odosp_1660
ERR1913040.323373__1.323373	1262911__R6H2J2__BN557_01228
ERR1913040.323481__1.323481	69974__A0A090FEL8__MPL3365_630008
ERR1913040.323486__1.323486	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.323670__1.323670	69974__A0A090FEL8__MPL3365_630008
ERR1913040.323689__1.323689	39491__A0A395V5L2__ERE_28270
ERR1913040.323724__1.323724	204516__U6RPN2__HMPREF1534_00368
ERR1913040.323730__1.323730	1262924__R7HTA4__BN585_00391
ERR1913040.323828__1.323828	853__A0A173TAZ8__DWZ46_14590
ERR1913040.323898__1.323898	69974__A0A090FEL8__MPL3365_630008
ERR1913040.324015__1.324015	310298__B3JPR1__BACCOP_03861
ERR1913040.324069__1.324069	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913040.324107__1.324107	69974__A0A090FEL8__MPL3365_630008
ERR1913040.324114__1.324114	165179__A0A3E5EB26__CFT61_02800
ERR1913040.324170__1.324170	28117__B0MWH8__BHV66_01330
ERR1913040.324330__1.324330	214856__A0A174G0N0__ERS852447_02436
ERR1913040.324374__1.324374	69974__A0A090FEL8__MPL3365_630008
ERR1913040.324529__1.324529	1262992__R5CXL9__BN795_01014
ERR1913040.324569__1.324569	40518__R5DU52__RB5AMG_02245
ERR1913040.324627__1.324627	69974__A0A090FEL8__MPL3365_630008
ERR1913040.324685__1.324685	40518__R5DSI5__fieF
ERR1913040.324717__1.324717	1262924__R7HPZ6__BN585_00681
ERR1913040.324783__1.324783	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.324874__1.324874	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913040.324889__1.324889	69974__A0A090FEL8__MPL3365_630008
ERR1913040.324892__1.324892	39491__A0A395V1R3__T1815_08181
ERR1913040.325026__1.325026	165179__A0A3E5AAM8__DXB80_10240
ERR1913040.325369__1.325369	204516__U6RFV1__HMPREF1534_02560
ERR1913040.325504__1.325504	165179__A0A174UTZ7__DXC61_06705
ERR1913040.325648__1.325648	69974__A0A090FEL8__MPL3365_630008
ERR1913040.325659__1.325659	69974__A0A090FEL8__MPL3365_630008
ERR1913040.325779__1.325779	69974__A0A090FEL8__MPL3365_630008
ERR1913040.325830__1.325830	821__A0A395UNT8__DXD64_15275
ERR1913040.325870__1.325870	487173__H1D020__HMPREF9453_00958
ERR1913040.325877__1.325877	853__A0A173T6P2__DWZ46_14595
ERR1913040.325951__1.325951	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913040.325999__1.325999	39485__C4Z389__ERS852490_01920
ERR1913040.326092__1.326092	165179__A0A3E5DY64__CFT61_10025
ERR1913040.326180__1.326180	28117__R7JQW0__ALIPUT_01453
ERR1913040.326233__1.326233	39485__C4Z1J7__ERS852490_01574
ERR1913040.326292__1.326292	165179__A0A174SA26__PREVCOP_05758
ERR1913040.326376__1.326376	69974__A0A090FEL8__MPL3365_630008
ERR1913040.326391__1.326391	39485__A0A174YVS4__EUBELI_00620
ERR1913040.326474__1.326474	39491__A0A395ZG74__licR
ERR1913040.326524__1.326524	69974__A0A090FEL8__MPL3365_630008
ERR1913040.326724__1.326724	28117__B0MTW8__ALIPUT_00502
ERR1913040.326726__1.326726	821__D4VC51__M099_1508
ERR1913040.326775__1.326775	69974__A0A090FEL8__MPL3365_630008
ERR1913040.326811__1.326811	1262913__R7J556__BN646_00655
ERR1913040.326839__1.326839	69974__A0A090FEL8__MPL3365_630008
ERR1913040.326968__1.326968	626933__H1DGX0__HMPREF9449_01506
ERR1913040.327049__1.327049	853__C7H1R8__DW905_06675
ERR1913040.327067__1.327067	165179__A0A229I7F5__DXB80_02650
ERR1913040.327089__1.327089	39491__A0A396FJJ9__DXB76_11995
ERR1913040.327091__1.327091	884684__GCA_002892425.1_01408
ERR1913040.327109__1.327109	1263109__GCA_000438135.1_00299
ERR1913040.327161__1.327161	39485__A0A174YYW2__benM
ERR1913040.327164__1.327164	39488__A0A285PT56__ERS852450_02640
ERR1913040.327229__1.327229	69974__A0A090FEL8__MPL3365_630008
ERR1913040.327323__1.327323	853__A0A173T8T3__DW882_06555
ERR1913040.327319__1.327319	487173__H1D020__HMPREF9453_00958
ERR1913040.327393__1.327393	39491__A0A395V0E5__ERE_31370
ERR1913040.327404__1.327404	40518__R5DZB1__DXD83_08840
ERR1913040.327433__1.327433	820__A7V780__adaA_3
ERR1913040.327443__1.327443	39485__A0A174YTF8__EUBELI_20448
ERR1913040.327473__1.327473	1262924__R7HLJ5__BN585_01491
ERR1913040.327477__1.327477	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.327609__1.327609	1262924__R7HM98__BN585_01697
ERR1913040.327631__1.327631	47678__A5ZHJ2__DXB67_12405
ERR1913040.327693__1.327693	301301__G2SX14__RHOM_09085
ERR1913040.327706__1.327706	39491__A0A174K9A3__DXB69_07785
ERR1913040.327825__1.327825	28117__B0MZ14__ALIPUT_02383
ERR1913040.327877__1.327877	1262924__R7HRW9__BN585_00665
ERR1913040.327916__1.327916	1262924__R7HLU6__BN585_01291
ERR1913040.327978__1.327978	1262924__R7HUR1__BN585_00057
ERR1913040.328024__1.328024	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913040.328072__1.328072	165179__D1PHV2__PREVCOP_06822
ERR1913040.328139__1.328139	69974__A0A090FEL8__MPL3365_630008
ERR1913040.328147__1.328147	165179__A0A3E5DR10__DXC61_03505
ERR1913040.328150__1.328150	69974__A0A090FEL8__MPL3365_630008
ERR1913040.328189__1.328189	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.328321__1.328321	2293125__A0A374CIC9__DW917_02045
ERR1913040.328418__1.328418	165179__A0A3E5EB26__CFT61_02800
ERR1913040.328492__1.328492	2292284__A0A374V9L1__DXC10_09375
ERR1913040.328497__1.328497	39485__C4Z6R3__mcp2_1
ERR1913040.328650__1.328650	301302__R5V671__M72_27831
ERR1913040.328691__1.328691	823__A0A355XKR1__DHP27_04035
ERR1913040.328748__1.328748	69974__A0A090FEL8__MPL3365_630008
ERR1913040.328711__1.328711	1323__A0A3E3DXJ0__DXC78_10525
ERR1913040.328856__1.328856	39491__A0A396FGM9__fliU_1
ERR1913040.329050__1.329050	310298__B3JNG7__BACCOP_03480
ERR1913040.329120__1.329120	1262924__R7HU74__BN585_00690
ERR1913040.329158__1.329158	204516__U6RJY4__HMPREF1534_01494
ERR1913040.329264__1.329264	204516__U6R9H3__HMPREF1534_03348
ERR1913040.329462__1.329462	28116__A0A3E5HUC8__DHW41_21025
ERR1913040.329486__1.329486	820__A0A139KHX1__HMPREF2141_00289
ERR1913040.329599__1.329599	853__A0A174AML0__FPR_08640
ERR1913040.329851__1.329851	165179__D1PGU8__PREVCOP_06463
ERR1913040.329920__1.329920	165179__A0A3E5EB26__CFT61_02800
ERR1913040.329945__1.329945	39488__A0A285PP42__cobQ
ERR1913040.329985__1.329985	165179__A0A3E5A5E5__DXC61_13965
ERR1913040.330065__1.330065	39485__C4Z434__tilS
ERR1913040.330074__1.330074	853__A8S882__C4N23_07600
ERR1913040.330154__1.330154	39491__A0A395ZBW8__DXC13_08840
ERR1913040.330255__1.330255	69974__A0A090FEL8__MPL3365_630008
ERR1913040.330257__1.330257	310298__B3JK97__BACCOP_02326
ERR1913040.330300__1.330300	69974__A0A090FEL8__MPL3365_630008
ERR1913040.330304__1.330304	310298__B3JPN8__BACCOP_03837
ERR1913040.330425__1.330425	28116__A7LXT4__DXF98_03755
ERR1913040.330535__1.330535	821__D4VC51__M099_1508
ERR1913040.330633__1.330633	39485__A0A174YTF7__ERS852490_01271
ERR1913040.330706__1.330706	39492__D4JQS6__ykoD
ERR1913040.330675__1.330675	28116__A0A395VZB9__Bovatus_03205
ERR1913040.330803__1.330803	310298__B3JH76__BACCOP_01230
ERR1913040.330880__1.330880	69974__A0A090FEL8__MPL3365_630008
ERR1913040.330938__1.330938	310298__B3JNG7__BACCOP_03480
ERR1913040.331034__1.331034	823__A0A174PDQ0__DXC05_08200
ERR1913040.331107__1.331107	165179__D1PGU8__PREVCOP_06463
ERR1913040.331229__1.331229	310298__B3JNR4__BACCOP_03579
ERR1913040.331196__1.331196	310298__B3JFK5__BACCOP_00655
ERR1913040.331212__1.331212	2293125__A0A374CIC9__DW917_02045
ERR1913040.331240__1.331240	301302__A0A0M6W9I4__M72_19871
ERR1913040.331301__1.331301	28117__B0MSS1__ALIPUT_00273
ERR1913040.331270__1.331270	39488__A0A174IFL3__DXD91_00270
ERR1913040.331335__1.331335	853__A0A173YYY4__DWZ04_09420
ERR1913040.331344__1.331344	28117__B0MXG7__BHV66_08620
ERR1913040.331426__1.331426	853__A0A173TAZ8__DWZ46_14590
ERR1913040.331432__1.331432	310298__B3JGJ2__BACCOP_00994
ERR1913040.331505__1.331505	1262929__R6F6C8__BN691_01344
ERR1913040.331602__1.331602	69974__A0A090FEL8__MPL3365_630008
ERR1913040.331740__1.331740	28117__B0MTH2__ALIPUT_00061
ERR1913040.331831__1.331831	310298__B3JGJ2__BACCOP_00994
ERR1913040.332144__1.332144	39485__A0A174Z9M2__yhbU_1
ERR1913040.332212__1.332212	69974__A0A090FEL8__MPL3365_630008
ERR1913040.332215__1.332215	39485__C4Z6K2__ERS852490_00407
ERR1913040.332196__1.332196	69974__A0A090FEL8__MPL3365_630008
ERR1913040.332280__1.332280	544645__A0A1U7LFJ1__DXC42_14695
ERR1913040.332345__1.332345	40518__R5E2F3__artQ
ERR1913040.332528__1.332528	39485__A0A174ZNZ2__ERS852492_02345
ERR1913040.332592__1.332592	39485__C4Z6F3__EUBELI_20400
ERR1913040.332679__1.332679	1308__G6EP88__BEN14_03280
ERR1913040.332758__1.332758	47678__R5U8S9__DW706_06260
ERR1913040.332834__1.332834	69974__A0A090FEL8__MPL3365_630008
ERR1913040.332946__1.332946	39491__A0A395ZF49__DXB69_05290
ERR1913040.332983__1.332983	69974__A0A090FEL8__MPL3365_630008
ERR1913040.333021__1.333021	204516__U6R9E6__HMPREF1534_03149
ERR1913040.333081__1.333081	310298__B3JFK5__BACCOP_00655
ERR1913040.333230__1.333230	820__R9I324__HMPREF2141_02414
ERR1913040.333299__1.333299	821__A0A395UNT8__DXD64_15275
ERR1913040.333303__1.333303	820__A0A174DZ97__SAMN05444418_101240
ERR1913040.333423__1.333423	69974__A0A090FEL8__MPL3365_630008
ERR1913040.333568__1.333568	357276__B6W1J2__BACDOR_03380
ERR1913040.333573__1.333573	69974__A0A090FEL8__MPL3365_630008
ERR1913040.333694__1.333694	69974__A0A090FEL8__MPL3365_630008
ERR1913040.333716__1.333716	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.333839__1.333839	69974__A0A090FEL8__MPL3365_630008
ERR1913040.333859__1.333859	818__A0A0P0F391__BJP75_009470
ERR1913040.333961__1.333961	626933__H1DGX0__HMPREF9449_01506
ERR1913040.334025__1.334025	40518__R5DR96__RBATCC27255_01185
ERR1913040.334068__1.334068	69974__A0A090FEL8__MPL3365_630008
ERR1913040.334104__1.334104	154288__A0A0X1TK78__ERS852466_01724
ERR1913040.334119__1.334119	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.334159__1.334159	310298__B3JLC6__BACCOP_02712
ERR1913040.334176__1.334176	165179__D1PGU8__PREVCOP_06463
ERR1913040.334243__1.334243	69974__A0A090FEL8__MPL3365_630008
ERR1913040.334246__1.334246	39491__A0A395V1R3__T1815_08181
ERR1913040.334249__1.334249	216816__B3DNW2__BL171B_07980
ERR1913040.334460__1.334460	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.334499__1.334499	69974__A0A090FEL8__MPL3365_630008
ERR1913040.334562__1.334562	69974__A0A090FEL8__MPL3365_630008
ERR1913040.334628__1.334628	820__A0A173WUD7__DXB48_08055
ERR1913040.334738__1.334738	165179__D1PHM6__DXC61_06700
ERR1913040.334748__1.334748	1262913__R7JEY4__BN646_02004
ERR1913040.334827__1.334827	301301__A0A395V9P9__ERS852391_00747
ERR1913040.334838__1.334838	487173__H1D2L5__HMPREF9453_01853
ERR1913040.335013__1.335013	40518__R5DZ88__DXD93_06320
ERR1913040.335021__1.335021	1262924__R7HML0__BN585_01508
ERR1913040.335257__1.335257	853__A0A173SUU8__CGS54_06840
ERR1913040.335311__1.335311	28117__B0MUY3__BHV66_00515
ERR1913040.335332__1.335332	165179__A0A3E5AER8__DXB80_07075
ERR1913040.335411__1.335411	626933__H1DGX0__HMPREF9449_01506
ERR1913040.335389__1.335389	39485__C4Z0T2__ykvU
ERR1913040.335470__1.335470	1262924__R7HTA4__BN585_00391
ERR1913040.335500__1.335500	28117__B0MTV0__BHV66_06395
ERR1913040.335697__1.335697	853__A0A173T6P2__DWZ46_14595
ERR1913040.335773__1.335773	712121__L1PJT9__HMPREF9061_00713
ERR1913040.335777__1.335777	204516__U6R838__HMPREF1534_03867
ERR1913040.335857__1.335857	39491__A0A173U130__ERE_16110
ERR1913040.335879__1.335879	69974__A0A090FEL8__MPL3365_630008
ERR1913040.336160__1.336160	820__A0A374Q351__DXD40_05850
ERR1913040.336358__1.336358	626933__H1DGX0__HMPREF9449_01506
ERR1913040.336341__1.336341	69974__A0A090FEL8__MPL3365_630008
ERR1913040.336343__1.336343	310298__B3JGJ2__BACCOP_00994
ERR1913040.336428__1.336428	39491__A0A2U2EKL1__ERS852580_00911
ERR1913040.336540__1.336540	165179__A0A3E5EA43__DXC61_07775
ERR1913040.336547__1.336547	39491__C4Z8S1__DXB76_06750
ERR1913040.336782__1.336782	371601__D6CXF8__DXD80_06045
ERR1913040.336893__1.336893	69974__A0A090FEL8__MPL3365_630008
ERR1913040.336915__1.336915	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.336924__1.336924	39485__C4Z434__tilS
ERR1913040.337024__1.337024	165179__A0A3E5DN34__DXC61_07865
ERR1913040.337039__1.337039	39485__R5ZHA7__ERS852490_00039
ERR1913040.337042__1.337042	487173__H1D115__HMPREF9453_02150
ERR1913040.337067__1.337067	69974__A0A090FEL8__MPL3365_630008
ERR1913040.337180__1.337180	1262924__R7HMW0__BN585_01951
ERR1913040.337281__1.337281	853__A0A2A7B9I6__DW855_13690
ERR1913040.337313__1.337313	820__A0A3E4VZT7__DXB48_16145
ERR1913040.337329__1.337329	1262948__R7E9D9__BN671_01880
ERR1913040.337432__1.337432	310298__B3JNG7__BACCOP_03480
ERR1913040.337672__1.337672	165179__A0A3E5DN34__DXC61_07865
ERR1913040.337699__1.337699	853__A0A2A7B9I6__DW855_13690
ERR1913040.337717__1.337717	1263107__GCA_000436995.1_00030
ERR1913040.337821__1.337821	39491__A0A174G6M3__DXD13_14470
ERR1913040.337945__1.337945	1262924__R7HNA9__BN585_00137
ERR1913040.337959__1.337959	820__A0A1T4IYF4__mprA_1
ERR1913040.338039__1.338039	28117__B0MZ14__ALIPUT_02383
ERR1913040.338095__1.338095	1262992__R5D3X7__BN795_00539
ERR1913040.338196__1.338196	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.338130__1.338130	204516__U6RH18__HMPREF1534_01847
ERR1913040.338252__1.338252	40518__R5DS23__DXD86_01715
ERR1913040.338462__1.338462	853__A0A2A6Z8X1__FPR_03410
ERR1913040.338563__1.338563	69974__A0A090FEL8__MPL3365_630008
ERR1913040.338609__1.338609	328814__GCA_004558275.1_00234
ERR1913040.338718__1.338718	1160721__R6TIT8__BHW50_03275
ERR1913040.338727__1.338727	1262924__R7HUR1__BN585_00057
ERR1913040.338846__1.338846	1262924__R7HST1__BN585_00215
ERR1913040.338989__1.338989	556259__I0PYM3__BSGG_5385
ERR1913040.338998__1.338998	106588__A6NXS6__BACCAP_03021
ERR1913040.339091__1.339091	28117__B0MST8__ALIPUT_00310
ERR1913040.339111__1.339111	69974__A0A090FEL8__MPL3365_630008
ERR1913040.339193__1.339193	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.339195__1.339195	47678__R5UPZ8__ERS852494_01752
ERR1913040.339282__1.339282	69974__A0A090FEL8__MPL3365_630008
ERR1913040.339320__1.339320	310298__B3JNH3__BACCOP_03486
ERR1913040.339382__1.339382	1262924__R7HRT1__BN585_00630
ERR1913040.339466__1.339466	39491__A0A396FSR4__ERS852580_02287
ERR1913040.339586__1.339586	165179__D1PCY7__DXB80_02765
ERR1913040.339605__1.339605	216816__A0A396FVC5__BL71B_00290
ERR1913040.339652__1.339652	626933__H1DGX0__HMPREF9449_01506
ERR1913040.339729__1.339729	69974__A0A090FEL8__MPL3365_630008
ERR1913040.339708__1.339708	47678__R5U3A7__ERS852494_02965
ERR1913040.339857__1.339857	39491__A0A396FJA4__DXB99_05435
ERR1913040.340026__1.340026	371601__A0A1H4AKU1__BXY_45200
ERR1913040.340213__1.340213	820__A7VAS1__HMPREF2141_03259
ERR1913040.340234__1.340234	165179__D1PGU8__PREVCOP_06463
ERR1913040.340388__1.340388	853__D4JY61__C4N21_10560
ERR1913040.340441__1.340441	39491__A0A3E4YFT8__DXB69_10940
ERR1913040.340452__1.340452	1735__B7CD84__EUBIFOR_02163
ERR1913040.340559__1.340559	39485__A0A174ZA72__glgB_1
ERR1913040.340563__1.340563	410072__A0A3E4GT65__ERS852574_02325
ERR1913040.340572__1.340572	39491__D4JIB6__ERS852417_01685
