ERR1913022.106__1.106	454154__G5SMG6__HMPREF9441_00541
ERR1913022.1277729__1.1277729	28117__B0MTY2__BHV66_06485
ERR1913022.1277740__1.1277740	487174__K0WT60__DDY40_05170
ERR1913022.1277958__1.1277958	1501391__GCA_000786575.1_00081
ERR1913022.1278041__1.1278041	357276__A0A076IRX7__HMPREF1064_00526
ERR1913022.1278198__1.1278198	820__A7V859__ERS852462_00341
ERR1913022.1278485__1.1278485	371601__C3R084__DXD80_12980
ERR1913022.1278567__1.1278567	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.1279327__1.1279327	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913022.1279418__1.1279418	357276__A0A076J8D4__HMPREF1064_00553
ERR1913022.1279508__1.1279508	1262889__R7H8U0__BN634_00239
ERR1913022.1279557__1.1279557	1262825__R5E978__BN724_00307
ERR1913022.1279531__1.1279531	291644__I9TJP2__ERS852428_00842
ERR1913022.1279583__1.1279583	853__E2ZJT1__C4N23_03535
ERR1913022.1279617__1.1279617	204516__U6RFV1__HMPREF1534_02560
ERR1913022.1279933__1.1279933	291644__I9SMF9__HMPREF1532_02933
ERR1913022.1280051__1.1280051	1262935__R5GGB1__BN773_00342
ERR1913022.1280273__1.1280273	166486__D4L1P5__ERS852572_00758
ERR1913022.1280278__1.1280278	28117__B0MXG8__ALIPUT_01814
ERR1913022.1280289__1.1280289	820__R9HP61__DXC91_01090
ERR1913022.1280527__1.1280527	1262945__R6YVE4__BN600_01657
ERR1913022.1280700__1.1280700	371601__A0A139LNM6__BN891_32770
ERR1913022.1280817__1.1280817	410072__A0A174J5N8__sbcC
ERR1913022.1280880__1.1280880	454155__F3QXB7__HMPREF9442_02852
ERR1913022.1280936__1.1280936	1735__B7CE14__EUBIFOR_02449
ERR1913022.1280991__1.1280991	1262935__R5GR54__BN773_00986
ERR1913022.1281014__1.1281014	371601__C3QR34__DXD03_22980
ERR1913022.1281610__1.1281610	1262980__R5BIJ7__BN814_02293
ERR1913022.1281739__1.1281739	357276__A0A1Y3Z6X3__GV66_07715
ERR1913022.1281742__1.1281742	821__A0A396F9T7__M097_3427
ERR1913022.1281901__1.1281901	821__A0A0P0M2J4__DXD46_10295
ERR1913022.1281958__1.1281958	357276__A0A0K2HJA6__DXD47_07320
ERR1913022.1282067__1.1282067	820__I9A4U7__DHU98_12785
ERR1913022.1282032__1.1282032	458033__GCA_001482755.1_02203
ERR1913022.1282043__1.1282043	487174__K0X6A4__HMPREF9448_00105
ERR1913022.1282074__1.1282074	2293125__A0A374CJZ2__DW917_00735
ERR1913022.1282211__1.1282211	40518__R5DQR9__DXD83_00030
ERR1913022.1282216__1.1282216	1262825__R5EKZ9__BN724_00513
ERR1913022.1282618__1.1282618	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.1282886__1.1282886	204516__U6R9E7__HMPREF1534_03313
ERR1913022.1282977__1.1282977	487174__K0X3H8__HMPREF9448_02822
ERR1913022.1283030__1.1283030	1262889__R7HB69__BN634_01104
ERR1913022.1283034__1.1283034	39492__D4JR08__ERS852540_02467
ERR1913022.1283179__1.1283179	46228__V8C4V0__HMPREF1202_01552
ERR1913022.1283801__1.1283801	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.1283837__1.1283837	1680__A7A4N3__ERS852382_00779
ERR1913022.1283904__1.1283904	1262888__R6PKD8__BN582_01951
ERR1913022.1283940__1.1283940	1262888__R6P7H6__BN582_00267
ERR1913022.1283991__1.1283991	1227276__U2K7J0__HMPREF9148_02764
ERR1913022.1284015__1.1284015	820__A0A174M9V5__M093_0237
ERR1913022.1284146__1.1284146	1262935__R5GH23__BN773_00804
ERR1913022.1284416__1.1284416	291644__I8Y2A3__HMPREF1532_03851
ERR1913022.1284462__1.1284462	1628085__A0A3E2XXJ5__C7386_10966
ERR1913022.1284626__1.1284626	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.1284859__1.1284859	216816__A0A396FVC5__BL71B_00290
ERR1913022.1284962__1.1284962	28116__A0A1Y4Q112__evgS_13
ERR1913022.1284973__1.1284973	1262935__R5GU54__BN773_00232
ERR1913022.1285125__1.1285125	28116__A0A139LKF7__DXA80_16100
ERR1913022.1285187__1.1285187	821__A0A174NM17__lacZ_6
ERR1913022.1285256__1.1285256	39496__A5Z5I2__EUBVEN_00963
ERR1913022.1285346__1.1285346	853__A0A173T6P2__DWZ46_14595
ERR1913022.1285566__1.1285566	821__D4VC51__M099_1508
ERR1913022.1285574__1.1285574	46228__V8BLW9__DXD17_14090
ERR1913022.1285582__1.1285582	39492__B0MPL6__EUBSIR_01779
ERR1913022.1286036__1.1286036	46506__A0A108TCU0__etk
ERR1913022.1286183__1.1286183	1262889__R7HA79__BN634_01068
ERR1913022.1286397__1.1286397	28111__R5K5X6__NCTC11155_02508
ERR1913022.1286443__1.1286443	4932__P35203__CTF13
ERR1913022.1286708__1.1286708	46228__B5CQI6__RUMLAC_01732
ERR1913022.1286837__1.1286837	357276__B6W5Q7__DXD47_13945
ERR1913022.1286906__1.1286906	28117__B0MTY2__BHV66_06485
ERR1913022.1287019__1.1287019	301301__A0A395V8C2__rhaR_3
ERR1913022.1287173__1.1287173	2293125__A0A374C3L4__DW917_09100
ERR1913022.1287243__1.1287243	1262825__R5EMY8__BN724_00542
ERR1913022.1287317__1.1287317	820__A0A174I980__gldH
ERR1913022.1287465__1.1287465	40518__R5E6K4__RB5AMG_02070
ERR1913022.1287730__1.1287730	35833__E5Y2V2__HMPREF0179_00466
ERR1913022.1287740__1.1287740	821__C6Z451__BHV80_04265
ERR1913022.1287886__1.1287886	291644__I9SRU1__ERS852428_04178
ERR1913022.1287914__1.1287914	1547597__A0A0C3RHM7__BA92_02615
ERR1913022.1288626__1.1288626	410072__A0A3E4GRE0__DXD67_07105
ERR1913022.1288644__1.1288644	820__A0A174A6K0__M093_0079
ERR1913022.1288713__1.1288713	1262889__R7HAH9__BN634_01158
ERR1913022.1288840__1.1288840	487175__D9Y5Q5__HMPREF9439_00681
ERR1913022.1288900__1.1288900	1262935__R5GU54__BN773_00232
ERR1913022.1288921__1.1288921	818__A0A174VV39__BT_3492
ERR1913022.1289027__1.1289027	410072__A0A173WD04__penA_2
ERR1913022.1289549__1.1289549	821__A0A0P0M2J4__DXD46_10295
ERR1913022.1289607__1.1289607	821__D4VC51__M099_1508
ERR1913022.1289706__1.1289706	46228__V8C4S2__HMPREF1202_01829
ERR1913022.1289721__1.1289721	357276__C3R5C9__HMPREF1063_00213
ERR1913022.1289846__1.1289846	821__U6RDC2__DXD46_15675
ERR1913022.1289893__1.1289893	46503__R6X8Q3__fepA_2
ERR1913022.1290163__1.1290163	487174__R5FJH0__DDY40_07055
ERR1913022.1290276__1.1290276	165179__A0A174SA26__PREVCOP_05758
ERR1913022.1290301__1.1290301	1262886__R6QPN8__BN563_00914
ERR1913022.1290321__1.1290321	39491__A0A396FP46__cobD_2
ERR1913022.1290514__1.1290514	371601__I9JHG7__DXD80_12945
ERR1913022.1290566__1.1290566	291644__I9TEJ3__luxQ_1
ERR1913022.1290628__1.1290628	1262886__R6QI91__BN563_00800
ERR1913022.1290724__1.1290724	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913022.1290913__1.1290913	46506__R6B8Z4__SAMN05444283_11711
ERR1913022.1291033__1.1291033	1547597__A0A0C3MH78__DMB45_01045
ERR1913022.1291141__1.1291141	291644__I8YWR0__HMPREF1071_01375
ERR1913022.1291198__1.1291198	1262935__R5GDU9__BN773_01301
ERR1913022.1291344__1.1291344	357276__A0A076IN30__DXD47_09350
ERR1913022.1291480__1.1291480	1262889__R7HF25__BN634_01246
ERR1913022.1291501__1.1291501	487174__R5F2W8__HMPREF9448_01730
ERR1913022.1291538__1.1291538	28111__E5X205__NCTC11155_00661
ERR1913022.1291553__1.1291553	818__A0A0N7IAB5__SAMN05216253_10880
ERR1913022.1291618__1.1291618	626930__F3PVE2__HMPREF9446_02720
ERR1913022.1291621__1.1291621	487174__K0WYC5__HMPREF9448_01493
ERR1913022.1291688__1.1291688	1262889__R7HA49__BN634_00677
ERR1913022.1291707__1.1291707	1262888__R6P508__BN582_01699
ERR1913022.1291797__1.1291797	357276__I8WEZ6__BACDOR_02323
ERR1913022.1291886__1.1291886	28037__Q9S4J2__HMPREF1110_1144
ERR1913022.1292061__1.1292061	28111__E5WVR8__NCTC11155_02792
ERR1913022.1292494__1.1292494	28111__R5JUK8__NCTC11155_02515
ERR1913022.1292598__1.1292598	371601__W6P7Q9__BN890_32770
ERR1913022.1292642__1.1292642	39492__D4JR58__EUBSIR_02090
ERR1913022.1292720__1.1292720	39488__A0A174CPK1__yyaC
ERR1913022.1292745__1.1292745	28117__B0MVL5__BHV66_01660
ERR1913022.1292772__1.1292772	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.1292869__1.1292869	357276__I8WHY2__HMPREF1063_00555
ERR1913022.1292990__1.1292990	1262886__R6QPP8__BN563_00924
ERR1913022.1293109__1.1293109	418240__A0A174SJB0__toxA_3
ERR1913022.1293223__1.1293223	487174__K0WX70__DDY40_01710
ERR1913022.1293252__1.1293252	46506__B0NUC8__DXC34_03410
ERR1913022.1293301__1.1293301	371601__D4WBK5__BN891_3970
ERR1913022.1293331__1.1293331	28111__E5WUU3__HMPREF1016_00520
ERR1913022.1293750__1.1293750	821__E5UMZ6__BVU_1450
ERR1913022.1293988__1.1293988	357276__A0A0K2HDP3__IY41_00705
ERR1913022.1294031__1.1294031	39492__A0A174ZP27__EUBSIR_00033
ERR1913022.1294100__1.1294100	823__A0A355XIK0__CEQ22_011965
ERR1913022.1294129__1.1294129	823__E1YT73__NCTC11152_02675
ERR1913022.1294305__1.1294305	821__E5UPR6__SAMN04487923_101768
ERR1913022.1294545__1.1294545	28116__A0A1G6G396__DXD69_22115
ERR1913022.1294830__1.1294830	418240__A0A174E8U8__sigM_3
ERR1913022.1294838__1.1294838	39492__D4MIX3__ERS852540_01230
ERR1913022.1294991__1.1294991	544645__A0A1Y3W0G8__DXC42_07680
ERR1913022.1295264__1.1295264	40518__R5E2R8__nnr_2
ERR1913022.1295367__1.1295367	821__A0A396F9T7__M097_3427
ERR1913022.1295553__1.1295553	487175__R5E1W1__HMPREF9439_00287
ERR1913022.1295613__1.1295613	1262743__R5C054__BN727_01980
ERR1913022.1295648__1.1295648	820__E5VEH7__ERS852459_01300
ERR1913022.1295917__1.1295917	823__A0A395YZG9__M092_4358
ERR1913022.1296189__1.1296189	2293125__A0A374BSW4__DW917_13420
ERR1913022.1296381__1.1296381	1263006__R6LIU9__BN515_01591
ERR1913022.1296448__1.1296448	820__A0A174P0L5__glcK_3
ERR1913022.1296563__1.1296563	821__C6ZAA5__ERS852556_00403
ERR1913022.1296586__1.1296586	853__A8S882__C4N23_07600
ERR1913022.1296650__1.1296650	357276__B6VYT9__HMPREF1063_05030
ERR1913022.1296680__1.1296680	357276__I9QDB8__B5F95_08105
ERR1913022.1296754__1.1296754	1262935__R5GH94__BN773_00883
ERR1913022.1296862__1.1296862	46506__S3YU07__AA415_02597
ERR1913022.1297137__1.1297137	357276__A0A076IKP7__BACDOR_04239
ERR1913022.1297189__1.1297189	28118__F9Z751__DHW44_02965
ERR1913022.1297398__1.1297398	357276__A0A1Y3Z3W0__IY41_20500
ERR1913022.1297476__1.1297476	357276__B6VVS0__HMPREF1064_03951
ERR1913022.1297523__1.1297523	823__A0A355XF06__B5F32_11480
ERR1913022.1297677__1.1297677	1263044__GCA_000433375.1_00023
ERR1913022.1297780__1.1297780	291644__I9HC81__HMPREF1071_04032
ERR1913022.1298204__1.1298204	1735__B7CBP2__EUBIFOR_01617
ERR1913022.1298188__1.1298188	626932__G5H617__HMPREF9450_00377
ERR1913022.1298255__1.1298255	47678__R5U8P0__DW706_15950
ERR1913022.1298292__1.1298292	1262888__R6P8S8__BN582_00978
ERR1913022.1298331__1.1298331	1262886__R6QHD5__BN563_00547
ERR1913022.1298455__1.1298455	357276__I9QWD4__DXD47_15075
ERR1913022.1298734__1.1298734	487174__K0XKD7__HMPREF9448_01550
ERR1913022.1298741__1.1298741	291644__I9I9V2__ERS852428_00583
ERR1913022.1298815__1.1298815	40518__R5DT16__ysdC_2
ERR1913022.1299280__1.1299280	487174__K0WZN5__HMPREF9448_01108
ERR1913022.1299514__1.1299514	1262889__R7HDT7__BN634_01583
ERR1913022.1299607__1.1299607	291644__I8Y2A3__HMPREF1532_03851
ERR1913022.1299898__1.1299898	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.1299856__1.1299856	46503__R6WQ76__HMPREF1078_02467
ERR1913022.1300002__1.1300002	487174__K0X455__HMPREF9448_00399
ERR1913022.1300036__1.1300036	357276__I9FRW5__B5F95_21685
ERR1913022.1300144__1.1300144	446660__GCA_003428235.1_00802
ERR1913022.1300155__1.1300155	39490__U2QKW0__ERS852448_01378
ERR1913022.1300216__1.1300216	820__A0A139K8N1__ERS852554_00951
ERR1913022.1300233__1.1300233	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913022.1300276__1.1300276	2293125__A0A374BSW4__DW917_13420
ERR1913022.1300285__1.1300285	39488__A0A173TAA3__EUBHAL_03220
ERR1913022.1300475__1.1300475	884684__GCA_002892425.1_01408
ERR1913022.1300589__1.1300589	291644__I9TER0__HMPREF1532_01526
ERR1913022.1300841__1.1300841	1628085__A0A374VSS7__C7386_101299
ERR1913022.1300993__1.1300993	357276__A0A174L570__GV66_05720
ERR1913022.1301348__1.1301348	1262992__R5CXM8__BN795_01024
ERR1913022.1301312__1.1301312	39492__D4JW10__pppA
ERR1913022.1301591__1.1301591	246787__R6KK25__HMPREF1062_01860
ERR1913022.1301651__1.1301651	291644__I9T2X5__ERS852428_03729
ERR1913022.1301701__1.1301701	821__A0A0P0LFP6__C5Z04_13890
ERR1913022.1301790__1.1301790	166486__D4KVX6__ROSINTL182_06735
ERR1913022.1301890__1.1301890	357276__A0A076IRX4__ABI39_13585
ERR1913022.1301926__1.1301926	46506__R6AEZ1__BACSTE_01801
ERR1913022.1302016__1.1302016	1263044__GCA_000433375.1_00023
ERR1913022.1302092__1.1302092	1735__B7C934__EUBIFOR_00691
ERR1913022.1302111__1.1302111	1262911__R6H1D2__BN557_00855
ERR1913022.1302343__1.1302343	454155__F3QT57__HMPREF9442_01374
ERR1913022.1302448__1.1302448	821__A0A396F9T7__M097_3427
ERR1913022.1302456__1.1302456	291644__R5JES5__HMPREF1071_02803
ERR1913022.1302464__1.1302464	357276__A0A0K2HI42__ABI39_06975
ERR1913022.1302488__1.1302488	1262958__R7GWR4__BN645_01313
ERR1913022.1302727__1.1302727	1297617__A0A2U1BI43__BIV19_10795
ERR1913022.1302764__1.1302764	46503__K5ZAK9__NCTC13052_03308
ERR1913022.1303272__1.1303272	821__A0A0P0L952__M097_4235
ERR1913022.1303391__1.1303391	39492__D4JSU6__dacB_3
ERR1913022.1303585__1.1303585	358743__G5HHQ1__DWZ14_22115
ERR1913022.1303620__1.1303620	357276__I8WPR6__EL88_06675
ERR1913022.1303753__1.1303753	487174__R5F016__DDY40_05675
ERR1913022.1303843__1.1303843	46228__V8BLW9__DXD17_14090
ERR1913022.1303949__1.1303949	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913022.1303970__1.1303970	820__A0A173YYG4__evgS_3
ERR1913022.1304206__1.1304206	821__E5UPR6__SAMN04487923_101768
ERR1913022.1304256__1.1304256	165179__A0A3E5EAM5__DXC61_07785
ERR1913022.1304340__1.1304340	33039__A0A175A099__cynR_1
ERR1913022.1304376__1.1304376	1262744__R6FST0__BN744_00381
ERR1913022.1304706__1.1304706	291644__I8Y0K6__HMPREF1532_04085
ERR1913022.1305052__1.1305052	166486__D4KY48__gmr_5
ERR1913022.1305127__1.1305127	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.1305116__1.1305116	291644__I8YWR0__HMPREF1071_01375
ERR1913022.1305155__1.1305155	821__A0A174RA14__M099_1655
ERR1913022.1305162__1.1305162	357276__B6W1Y1__BSEG_03960
ERR1913022.1305299__1.1305299	46503__K5ZV67__PARMER_03859
ERR1913022.1305473__1.1305473	39488__A0A374NPE4__EUBHAL_00845
ERR1913022.1305525__1.1305525	40518__R5DXI4__DXD86_07420
ERR1913022.1305648__1.1305648	820__A0A173XIP7__B5G17_16050
ERR1913022.1305760__1.1305760	454155__G5SQI6__HMPREF9442_00585
ERR1913022.1305793__1.1305793	40518__R5DLU0__fmt
ERR1913022.1305893__1.1305893	1262958__R7GQI3__BN645_00849
ERR1913022.1306001__1.1306001	820__A0A139K0J1__HMPREF2141_03205
ERR1913022.1306063__1.1306063	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.1306074__1.1306074	47678__A0A174H7W9__ERS852494_00524
ERR1913022.1306118__1.1306118	1262935__R5GIL8__BN773_01483
ERR1913022.1306195__1.1306195	39491__A0A396FPV7__ERS852580_01177
ERR1913022.1306342__1.1306342	291644__I9SIM2__evgS_11
ERR1913022.1306411__1.1306411	1262743__R5C054__BN727_01980
ERR1913022.1306514__1.1306514	46503__K5ZKR1__dnaB
ERR1913022.1306544__1.1306544	357276__A0A076IYG1__B5F95_22465
ERR1913022.1306546__1.1306546	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913022.1306560__1.1306560	820__A0A374Q854__HMPREF1073_03281
ERR1913022.1306696__1.1306696	821__R6F3Y1__SAMN04487923_104318
ERR1913022.1306764__1.1306764	46506__B0NUC8__DXC34_03410
ERR1913022.1306800__1.1306800	1150298__R7JUS5__soxS_1
ERR1913022.1307001__1.1307001	40518__R5DX17__DXD86_01230
ERR1913022.1307048__1.1307048	818__E5C5U7__SAMN05216253_101163
ERR1913022.1307164__1.1307164	1262889__R7H967__BN634_00445
ERR1913022.1307324__1.1307324	40518__R5DUU0__DXD93_03985
ERR1913022.1307357__1.1307357	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913022.1307421__1.1307421	291644__R5JCI3__HMPREF1532_04074
ERR1913022.1307463__1.1307463	39491__A0A396FRE7__EUR_27520
ERR1913022.1307502__1.1307502	39492__D4JR58__EUBSIR_02090
ERR1913022.1307510__1.1307510	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913022.1307724__1.1307724	821__A0A173XDD3__DXB82_17180
ERR1913022.1307736__1.1307736	820__A0A3E4G8F8__ERS852421_01645
ERR1913022.1307737__1.1307737	487174__K0WUZ1__DIT83_10815
ERR1913022.1307852__1.1307852	1262889__R7HD87__BN634_01680
ERR1913022.1308263__1.1308263	40518__R5E5W1__RBL263_01034
ERR1913022.1308663__1.1308663	28111__E5WXT0__BACEGG_00796
ERR1913022.1308767__1.1308767	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913022.1308889__1.1308889	1547597__A0A318N000__IE90_09035
ERR1913022.1309057__1.1309057	357276__I8WAB8__B5F00_08100
ERR1913022.1309129__1.1309129	821__A0A173WG51__BVU_2549
ERR1913022.1309389__1.1309389	28118__F9Z9B0__SAMEA44545918_02179
ERR1913022.1309679__1.1309679	1262889__R7H773__BN634_02377
ERR1913022.1309770__1.1309770	487174__K0X1V7__DIT83_03020
ERR1913022.1309789__1.1309789	1547597__A0A318N9I7__DMB45_02875
ERR1913022.1309881__1.1309881	39491__A0A3E4YFT8__DXB69_10940
ERR1913022.1309905__1.1309905	820__A0A374Q8T2__DXB64_16190
ERR1913022.1310102__1.1310102	544644__GCA_001915615.1_01909
ERR1913022.1310085__1.1310085	46228__V8BY98__RUMLAC_00452
ERR1913022.1310155__1.1310155	2173__A0A1D2WST6__METSMIALI_00213
ERR1913022.1310274__1.1310274	1262889__R7HGL8__BN634_01776
ERR1913022.1310275__1.1310275	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913022.1310314__1.1310314	357276__I9QBT7__BSEG_03340
ERR1913022.1310395__1.1310395	1263000__R5ESM1__BN466_01440
ERR1913022.1310674__1.1310674	46228__B5CPY3__DXD17_03535
ERR1913022.1310653__1.1310653	39491__R6TNE7__T1815_09811
ERR1913022.1310749__1.1310749	239935__A0A2N8HAQ1__DEF40_05290
ERR1913022.1310811__1.1310811	291644__I8Z037__ERS852428_00495
ERR1913022.1310825__1.1310825	357276__B6W1J2__BACDOR_03380
ERR1913022.1310934__1.1310934	357276__A0A0K2HG61__BACDOR_02028
ERR1913022.1310978__1.1310978	29361__B6FRT6__CLONEX_02860
ERR1913022.1311058__1.1311058	371601__C3R2J2__ERS852396_04353
ERR1913022.1311004__1.1311004	1262958__R7GY92__BN645_01668
ERR1913022.1311219__1.1311219	28118__F9Z3G8__B5F99_01835
ERR1913022.1311507__1.1311507	40518__R5DT93__DXD86_08730
ERR1913022.1311517__1.1311517	487174__K0X773__DIT83_07170
ERR1913022.1311527__1.1311527	357276__I9RCD3__IY41_15070
ERR1913022.1311677__1.1311677	39492__D4JRM4__tap_5
ERR1913022.1311746__1.1311746	1227276__U2KRT8__HMPREF9148_01214
ERR1913022.1311790__1.1311790	357276__B6W1J2__BACDOR_03380
ERR1913022.1312045__1.1312045	2173__A5UKK6__BK798_01380
ERR1913022.1312275__1.1312275	47678__R5UXJ2__DW706_08325
ERR1913022.1312405__1.1312405	1262886__R6QPP8__BN563_00924
ERR1913022.1312406__1.1312406	28111__R5K5Y3__BACEGG_03205
ERR1913022.1312566__1.1312566	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.1312705__1.1312705	39492__D4JSG7__EUBSIR_01006
ERR1913022.1312938__1.1312938	821__A0A174JYD3__ERS852457_02610
ERR1913022.1312941__1.1312941	357276__B6VW91__BACDOR_01584
ERR1913022.1313128__1.1313128	487174__K0WZ94__HMPREF9448_00984
ERR1913022.1313159__1.1313159	357276__B6VT86__IY41_22515
ERR1913022.1313219__1.1313219	291644__R5JSX2__HMPREF1071_01120
ERR1913022.1313405__1.1313405	487174__R5EUJ8__DDY40_00460
ERR1913022.1313501__1.1313501	204516__U6RFU0__HMPREF1534_02545
ERR1913022.1313517__1.1313517	291645__I8XPK0__HMPREF1068_01554
ERR1913022.1313541__1.1313541	28117__B0MXR4__BHV66_08025
ERR1913022.1313602__1.1313602	28118__F9Z9H9__DF785_03070
ERR1913022.1313693__1.1313693	1263109__GCA_000438135.1_01104
ERR1913022.1313867__1.1313867	1262988__R7N3G4__BN816_02057
ERR1913022.1313926__1.1313926	626932__G5H7M7__HMPREF9450_00680
ERR1913022.1314001__1.1314001	204516__U6REI9__HMPREF1534_02357
ERR1913022.1314140__1.1314140	1381__group_451
ERR1913022.1314173__1.1314173	823__K6AS99__ERS852429_01856
ERR1913022.1314303__1.1314303	823__E1YRQ7__M095_0737
ERR1913022.1314371__1.1314371	1262911__R6H2J2__BN557_01228
ERR1913022.1314454__1.1314454	357276__A0A076ISD9__EL88_07480
ERR1913022.1314493__1.1314493	39492__B0MPL6__EUBSIR_01779
ERR1913022.1314606__1.1314606	357276__C3REQ8__GV66_09740
ERR1913022.1314609__1.1314609	46228__V8CBW1__HMPREF1202_00636
ERR1913022.1315099__1.1315099	821__A0A174NM17__lacZ_6
ERR1913022.1315111__1.1315111	35833__E5YA05__HMPREF0179_03023
ERR1913022.1315168__1.1315168	357276__I9RAC4__BSEG_00561
ERR1913022.1315546__1.1315546	204516__U6R9E6__HMPREF1534_03149
ERR1913022.1315614__1.1315614	357276__C3R5A0__B5F00_02960
ERR1913022.1315594__1.1315594	820__A0A3E4GA19__SAMN05444418_10562
ERR1913022.1315687__1.1315687	1262929__R6FAA0__BN691_00664
ERR1913022.1315706__1.1315706	291644__I8Z2C6__HMPREF1071_00595
ERR1913022.1315669__1.1315669	823__A0A173W8N5__ERS852513_00780
ERR1913022.1315717__1.1315717	357276__A0A076IN30__DXD47_09350
ERR1913022.1315814__1.1315814	649756__D4MTV5__sorC
ERR1913022.1315817__1.1315817	1262958__R7GT89__BN645_00981
ERR1913022.1315849__1.1315849	1262935__R5GG03__BN773_00437
ERR1913022.1315923__1.1315923	246787__A0A108T429__BACCELL_00192
ERR1913022.1316203__1.1316203	39492__D4JV48__ERS852540_00852
ERR1913022.1316259__1.1316259	357276__A0A076INK2__BSEG_04225
ERR1913022.1316358__1.1316358	1262935__R5GEB1__BN773_01644
ERR1913022.1316532__1.1316532	28111__E5WUH3__BACEGG_02112
ERR1913022.1316562__1.1316562	821__A0A396F598__CUU_3259
ERR1913022.1316641__1.1316641	820__A0A374MMF0__HMPREF1073_03811
ERR1913022.1316647__1.1316647	821__A0A0P0L952__M097_4235
ERR1913022.1316669__1.1316669	46228__V8BPQ7__HMPREF1202_02326
ERR1913022.1316735__1.1316735	1262886__R6QH23__BN563_00463
ERR1913022.1316746__1.1316746	46228__B5CLQ5__RUMLAC_00379
ERR1913022.1316901__1.1316901	1284680__A0A095YWD2__HMPREF1627_04970
ERR1913022.1316971__1.1316971	28111__R5K5X6__NCTC11155_02508
ERR1913022.1317020__1.1317020	357276__I8W0U0__BACDOR_02820
ERR1913022.1317208__1.1317208	39492__D4JRL2__ERS852540_01608
ERR1913022.1317373__1.1317373	823__A0A078SYK6__DXB14_02485
ERR1913022.1317838__1.1317838	39777__E1LA61__VAHSUH02_07635
ERR1913022.1317952__1.1317952	291644__I9SRU1__ERS852428_04178
ERR1913022.1318412__1.1318412	47678__A5ZH12__DXB67_04890
ERR1913022.1318440__1.1318440	357276__I8VN48__ABI39_07855
ERR1913022.1318499__1.1318499	1262889__R7HEB0__BN634_01682
ERR1913022.1318528__1.1318528	626932__G5H4Z9__HMPREF9450_00009
ERR1913022.1318543__1.1318543	884684__GCA_002892425.1_01408
ERR1913022.1318819__1.1318819	821__E5UY21__C800_02204
ERR1913022.1318965__1.1318965	204516__U6RDD8__HMPREF1534_02559
ERR1913022.1319032__1.1319032	165179__A0A3E5AER8__DXB80_07075
ERR1913022.1319159__1.1319159	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913022.1319314__1.1319314	1262935__R5GVS8__BN773_00775
ERR1913022.1319581__1.1319581	204516__U6RFU0__HMPREF1534_02545
ERR1913022.1319778__1.1319778	821__A0A174NVL6__NCTC10583_01782
ERR1913022.1320016__1.1320016	1547597__A0A0C3MLB2__BA92_00380
ERR1913022.1320228__1.1320228	1547597__A0A0C3MGR5__DMB45_01965
ERR1913022.1320197__1.1320197	47678__A5ZEX0__DW706_08045
ERR1913022.1320337__1.1320337	818__A0A0P0F004__SAMN02910322_02925
ERR1913022.1320516__1.1320516	820__A0A173YYG4__evgS_3
