ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.784669__1.784669	33043__D5HHT2__ERS852445_02796
ERR1913139.784671__1.784671	1262954__R7FE57__BN611_02150
ERR1913139.784710__1.784710	1304__A0A074JI15__NCTC7366_01891
ERR1913139.784820__1.784820	1262936__R7J0Q9__BN799_01513
ERR1913139.784880__1.784880	165179__A0A229I1J2__DXB80_03950
ERR1913139.785136__1.785136	901__B6WTQ4__DESPIGER_1255
ERR1913139.785325__1.785325	823__A0A069SAX6__ERS852380_00710
ERR1913139.785402__1.785402	166486__D4KWN4__ERS852572_01865
ERR1913139.785691__1.785691	165179__A0A3E5DZA5__DXB80_12550
ERR1913139.785882__1.785882	10680__GeneID:1261100
ERR1913139.785980__1.785980	823__A6LBY1__ERS852380_00510
ERR1913139.786002__1.786002	39491__A0A396FJJ9__DXB76_11995
ERR1913139.786006__1.786006	847__C3XAC0__OFBG_01174
ERR1913139.786120__1.786120	901__B6WR27__lnt
ERR1913139.786179__1.786179	1357825__GeneID:17494397
ERR1913139.786682__1.786682	901__B6WVW1__DHV46_02970
ERR1913139.786698__1.786698	820__A7VAR9__ERS852421_00197
ERR1913139.786786__1.786786	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.787003__1.787003	563769__GeneID:6973158
ERR1913139.787067__1.787067	165179__D1PE06__DXC61_05975
ERR1913139.787125__1.787125	165179__D1PB89__DXC61_08425
ERR1913139.787090__1.787090	165179__D1PCY7__DXB80_02765
ERR1913139.787142__1.787142	706562__GCA_900112995.1_02127
ERR1913139.787191__1.787191	165179__D1PE06__DXC61_05975
ERR1913139.787219__1.787219	39492__D4JUP6__ERS852540_01404
ERR1913139.787365__1.787365	187979__A0A173XSR0__ERS852385_00724
ERR1913139.787410__1.787410	39491__A0A395ZHW9__DXC13_02590
ERR1913139.787601__1.787601	344022__GeneID:3837332
ERR1913139.787612__1.787612	33043__A0A174B6N5__ERS852445_02414
ERR1913139.787718__1.787718	820__A0A3E4W084__BACUNI_04042
ERR1913139.788208__1.788208	823__A6LBY1__ERS852380_00510
ERR1913139.788225__1.788225	194966__GeneID:3837307
ERR1913139.788404__1.788404	1262911__R6HN81__BN557_00921
ERR1913139.788582__1.788582	820__A0A396EXA7__DXB37_15530
ERR1913139.788786__1.788786	328814__GCA_004558275.1_00075
ERR1913139.789033__1.789033	165179__A0A3E5EA43__DXC61_07775
ERR1913139.789072__1.789072	1262911__R6HN81__BN557_00921
ERR1913139.789278__1.789278	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.789350__1.789350	165179__A0A3E5E9I4__DXB80_09745
ERR1913139.789496__1.789496	1262886__R6Q824__BN563_00941
ERR1913139.789691__1.789691	905__D2RJV7__SAMN02910455_00064
ERR1913139.790099__1.790099	1147152__GeneID:14181982
ERR1913139.790140__1.790140	166486__D4L082__yicI_5
ERR1913139.790383__1.790383	1262882__R5N587__BN519_01643
ERR1913139.790437__1.790437	33043__A8STG7__ERS852575_00353
ERR1913139.790457__1.790457	1090133__GeneID:14008340
ERR1913139.790512__1.790512	853__D4JY61__C4N21_10560
ERR1913139.790570__1.790570	165179__D1PER3__DXB80_11525
ERR1913139.790537__1.790537	1628085__A0A1C5ZB13__C7386_10421
ERR1913139.790824__1.790824	74426__sufB
ERR1913139.790897__1.790897	165179__A0A174W369__PREVCOP_04548
ERR1913139.790903__1.790903	1262936__R7J1I2__BN799_01776
ERR1913139.790945__1.790945	33043__D5HFA0__glfT2
ERR1913139.791066__1.791066	74426__rpoC
ERR1913139.791096__1.791096	214856__A0A174G1M7__ERS852559_00594
ERR1913139.791181__1.791181	2173__A0A1D2WTP5__BK798_02785
ERR1913139.791250__1.791250	626940__E8LC18__BHW43_04640
ERR1913139.791488__1.791488	1263000__R5EFY3__BN466_01416
ERR1913139.791639__1.791639	165179__D1P9T6__PREVCOP_04016
ERR1913139.791662__1.791662	39485__C4Z6Z5__EUBELI_20593
ERR1913139.791892__1.791892	165179__D1PGD2__DXC61_10875
ERR1913139.791909__1.791909	357276__A0A076IXE0__HMPREF1064_04364
ERR1913139.792089__1.792089	626940__E8LE57__HMPREF9443_01128
ERR1913139.792243__1.792243	39491__R6TQ09__DXC13_03010
ERR1913139.792329__1.792329	905__D2RID4__SAMN05216495_12126
ERR1913139.792438__1.792438	823__A0A355XLQ9__DXC05_02185
ERR1913139.792520__1.792520	414970__GeneID:5204371
ERR1913139.792560__1.792560	853__E2ZGD9__C7J97_11715
ERR1913139.792575__1.792575	39491__A0A174K9A3__DXB69_07785
ERR1913139.792944__1.792944	418240__C6JFJ7__ERS852523_01165
ERR1913139.793026__1.793026	853__A0A3E2V168__FAEPRAM212_00929
ERR1913139.793002__1.793002	626940__R6WJ89__HMPREF9443_01234
ERR1913139.793219__1.793219	820__A0A396EXA7__DXB37_15530
ERR1913139.793525__1.793525	853__D4JY61__C4N21_10560
ERR1913139.793615__1.793615	39491__C4ZCV5__DXB99_11855
ERR1913139.793713__1.793713	165179__A0A229I1J2__DXB80_03950
ERR1913139.793719__1.793719	1262936__R7IZD7__BN799_01020
ERR1913139.793731__1.793731	28117__B0MVL5__BHV66_01660
ERR1913139.793828__1.793828	590739__GeneID:7353026
ERR1913139.793964__1.793964	28117__B0MTV0__BHV66_06395
ERR1913139.794053__1.794053	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.794399__1.794399	33043__A0A173YSY7__tilS
ERR1913139.794465__1.794465	357276__I8WPR6__EL88_06675
ERR1913139.794513__1.794513	165179__A0A3E5A554__DXB80_13805
ERR1913139.794638__1.794638	1262936__R7J2M9__BN799_00249
ERR1913139.794734__1.794734	1262886__R6Q7L1__BN563_00804
ERR1913139.794793__1.794793	363265__G6AWS7__HMPREF0673_01076
ERR1913139.794833__1.794833	823__A0A355XN73__DXC05_07000
ERR1913139.794837__1.794837	1262936__R7J2G9__BN799_01824
ERR1913139.794859__1.794859	39491__A0A396FGM9__fliU_1
ERR1913139.794894__1.794894	820__A0A3E4RUC4__DHU98_02635
ERR1913139.794939__1.794939	39485__A0A1Q6PGI7__pehX_3
ERR1913139.795082__1.795082	1262988__R7N3I4__BN816_01805
ERR1913139.795252__1.795252	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.795874__1.795874	165179__A0A229I740__DXC61_10430
ERR1913139.796029__1.796029	821__A0A3E4HP25__SAMN04487923_102450
ERR1913139.796149__1.796149	901__B6WUN6__DHV46_11020
ERR1913139.796120__1.796120	165179__A0A229I4J4__proA
ERR1913139.796275__1.796275	905__D2RNB4__SAMN02910455_00421
ERR1913139.796248__1.796248	39492__D4JR20__trmD
ERR1913139.796507__1.796507	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.796559__1.796559	823__K6APS3__DDY96_02400
ERR1913139.796812__1.796812	626940__E8LFF6__BHW43_06155
ERR1913139.796836__1.796836	166486__D4L458__ROSINTL182_07088
ERR1913139.796870__1.796870	1262936__R7IYH4__BN799_00795
ERR1913139.796895__1.796895	328814__GCA_004558275.1_01006
ERR1913139.797127__1.797127	1263109__GCA_000438135.1_00036
ERR1913139.797176__1.797176	39491__C4ZGN3__DXB99_14175
ERR1913139.797233__1.797233	2292352__A0A374UMB7__DXC23_09370
ERR1913139.797242__1.797242	820__R9I2U8__DXC68_09590
ERR1913139.797280__1.797280	155148__GeneID:921005
ERR1913139.797285__1.797285	39492__D4JV86__spoIIE
ERR1913139.797297__1.797297	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913139.797329__1.797329	1262936__R7J049__BN799_01347
ERR1913139.797401__1.797401	357276__A0A076J9V8__BACDOR_01395
ERR1913139.797411__1.797411	823__A0A173RD26__B5F32_03910
ERR1913139.797559__1.797559	853__A0A2A7B9I6__DW855_13690
ERR1913139.797823__1.797823	165179__A0A3E5AF88__DXC61_14960
ERR1913139.797856__1.797856	1262936__R7J144__BN799_01386
ERR1913139.797884__1.797884	33043__A8SQU6__ERS852386_01237
ERR1913139.797934__1.797934	905__D2RMC9__SAMN05216495_1193
ERR1913139.798122__1.798122	1262936__R7J2N8__BN799_01236
ERR1913139.798381__1.798381	165179__A0A3E5EBQ2__DXC61_01930
ERR1913139.798432__1.798432	820__A7VAR9__ERS852421_00197
ERR1913139.798535__1.798535	46503__B7BG40__ERS852463_01623
ERR1913139.798641__1.798641	820__A0A174Q0F0__DXB48_08080
ERR1913139.798652__1.798652	1262886__R6QHZ9__BN563_00710
ERR1913139.798676__1.798676	410072__C0B830__ERS852525_01946
ERR1913139.798813__1.798813	39491__A0A395UWA3__DXB69_11805
ERR1913139.799034__1.799034	244366__A0A0B7GCL1__sucC
ERR1913139.799164__1.799164	821__A0A174NM17__lacZ_6
ERR1913139.799296__1.799296	905__D2RL46__SAMN02910455_01759
ERR1913139.799925__1.799925	33043__A0A173YSY7__tilS
ERR1913139.799980__1.799980	39491__A0A395UYA6__EUBREC_0408
ERR1913139.800762__1.800762	165179__A0A3E5E2C8__folA
ERR1913139.800777__1.800777	1263006__R6LRF6__BN515_00540
ERR1913139.800844__1.800844	1262936__R7J169__BN799_00083
ERR1913139.801444__1.801444	39485__A0A174ZLH6__EUBELI_01564
ERR1913139.801548__1.801548	166486__D4KZ24__ROSINTL182_05766
ERR1913139.801628__1.801628	165179__D1PGD2__DXC61_10875
ERR1913139.801775__1.801775	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913139.801863__1.801863	165179__R6C3K4__PREVCOP_05795
ERR1913139.802247__1.802247	33043__A0A173X5R2__ERS852445_01329
ERR1913139.802365__1.802365	39491__A0A395V5R3__EUBREC_1883
ERR1913139.802641__1.802641	357276__A0A076IRZ5__BACDOR_00630
ERR1913139.802836__1.802836	165179__D1PCL6__DXB80_13435
ERR1913139.802897__1.802897	820__A0A139JRS5__HMPREF1073_04025
ERR1913139.803054__1.803054	1262741__R6CTF0__BN697_02386
ERR1913139.803140__1.803140	907__G0VNW2__SAMN04488492_11029
ERR1913139.803166__1.803166	33043__D5HJC5__ERS852386_02144
ERR1913139.803287__1.803287	371601__E5CE41__ERS852396_04351
ERR1913139.803379__1.803379	626940__E8LCG7__DCQ00_01770
ERR1913139.803426__1.803426	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913139.803575__1.803575	165179__A0A174SA26__PREVCOP_05758
ERR1913139.803598__1.803598	853__A0A173XRA8__CGS56_09290
ERR1913139.803689__1.803689	1262882__R5MIC9__BN519_00834
ERR1913139.803786__1.803786	1897011__A0A1Q6RF20__BHW41_02930
ERR1913139.803858__1.803858	166486__D4KX83__ERS852572_01103
ERR1913139.804016__1.804016	39496__A5Z5I2__EUBVEN_00963
ERR1913139.804110__1.804110	853__A0A173XRA8__CGS56_09290
ERR1913139.804209__1.804209	40520__A5ZSL9__DXC87_07025
ERR1913139.804136__1.804136	147207__adhE_1
ERR1913139.804186__1.804186	39491__A0A396FSN2__EUBREC_0707
ERR1913139.804375__1.804375	39492__D4JWB3__EUBSIR_00040
ERR1913139.804397__1.804397	357276__B6VT86__IY41_22515
ERR1913139.804519__1.804519	1263000__R5EXT3__BN466_02213
ERR1913139.804600__1.804600	820__A7UYX8__DXD40_11635
ERR1913139.804746__1.804746	821__A0A0P0L8F8__ERS852509_03705
ERR1913139.804812__1.804812	227940__GeneID:1260616
ERR1913139.804849__1.804849	1262959__R5YD16__BN680_00186
ERR1913139.804875__1.804875	33043__D5HI09__ERS852575_02656
ERR1913139.805004__1.805004	853__D4JY61__C4N21_10560
ERR1913139.805006__1.805006	1147151__GeneID:14182075
ERR1913139.805141__1.805141	905__D2RM99__Acfer_1847
ERR1913139.805511__1.805511	33043__A0A174H5E3__ERS852400_02880
ERR1913139.805735__1.805735	1262959__R5XZD4__BN680_00969
ERR1913139.805797__1.805797	74426__rpoC
ERR1913139.805869__1.805869	626940__R6XYY7__DCQ00_03935
ERR1913139.806040__1.806040	544645__A0A3E4T9T0__DXC42_08535
ERR1913139.806197__1.806197	2292352__A0A374UIX0__DXC23_12260
ERR1913139.806207__1.806207	626940__E8LEB7__DCQ00_02550
ERR1913139.806308__1.806308	165179__D1PFV4__PREVCOP_06112
ERR1913139.806270__1.806270	907__G0VQT5__SAMN02910401_00502
ERR1913139.806457__1.806457	360807__A0A173WJE3__mcp4_4
ERR1913139.806672__1.806672	1150298__A0A174LKY6__ERS852535_00447
ERR1913139.806712__1.806712	357276__B6W1Y1__BSEG_03960
ERR1913139.806753__1.806753	999425__K8MKF4__HMPREF9186_02013
ERR1913139.806764__1.806764	165179__A0A3E5E189__PREVCOP_06699
ERR1913139.806815__1.806815	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.806833__1.806833	901__B6WUG8__DHV46_10540
ERR1913139.806842__1.806842	626940__E8LC65__HMPREF9443_00431
ERR1913139.806946__1.806946	2292352__A0A374UL63__DXC23_08410
ERR1913139.806990__1.806990	1262936__R7IZZ2__BN799_01307
ERR1913139.807085__1.807085	165179__A0A174SA26__PREVCOP_05758
ERR1913139.807111__1.807111	1262911__R6H2J2__BN557_01228
ERR1913139.807076__1.807076	1262882__R5N4F5__BN519_01266
ERR1913139.807077__1.807077	562__P0ABQ5__COD41_16240
ERR1913139.807175__1.807175	1262936__R7J048__BN799_01270
ERR1913139.807250__1.807250	821__A0A395UNT8__DXD64_15275
ERR1913139.807305__1.807305	204516__U6RFV1__HMPREF1534_02560
ERR1913139.807340__1.807340	1262741__R6CQA8__BN697_01006
ERR1913139.807495__1.807495	39491__A0A0M6WLC7__ERS852497_00640
ERR1913139.807621__1.807621	129861__GeneID:5955699
ERR1913139.807724__1.807724	10680__GeneID:1261099
ERR1913139.807764__1.807764	1263109__GCA_000438135.1_01224
ERR1913139.808143__1.808143	905__D2RKU4__SAMN02910455_01054
ERR1913139.808166__1.808166	39492__B0MPL6__EUBSIR_01779
ERR1913139.808240__1.808240	1262929__R6F573__BN691_00942
ERR1913139.808279__1.808279	1262803__R6NL95__BN649_00814
ERR1913139.808332__1.808332	165179__R6C3K4__PREVCOP_05795
ERR1913139.808476__1.808476	39491__A0A395V297__EUR_01010
ERR1913139.808534__1.808534	165179__A0A3E5E8N5__DXC61_13460
ERR1913139.808545__1.808545	328814__GCA_004558275.1_00996
ERR1913139.808674__1.808674	821__D4VD59__BHV80_04260
ERR1913139.808789__1.808789	1147154__GeneID:14182936
ERR1913139.808955__1.808955	33043__A0A173WWJ5__ERS852386_00339
ERR1913139.809160__1.809160	1318__K8MWD6__CYK20_04200
ERR1913139.809162__1.809162	166486__D4KZ27__ROSINTL182_05762
ERR1913139.809502__1.809502	1262988__R7N3Z1__BN816_00044
ERR1913139.809570__1.809570	165179__A0A3E5DY64__CFT61_10025
ERR1913139.809827__1.809827	328814__GCA_004558275.1_01006
ERR1913139.809848__1.809848	227940__GeneID:1260616
ERR1913139.809989__1.809989	1318__A0A359YHY5__HMPREF9626_1667
ERR1913139.810066__1.810066	165179__D1PES9__DXB80_11585
ERR1913139.810154__1.810154	165179__A0A3E4SG51__DXC61_10575
ERR1913139.810302__1.810302	39491__A0A395ZHW3__ERS852417_01359
ERR1913139.810348__1.810348	165179__A0A3E5AEF7__DXC61_05000
ERR1913139.810420__1.810420	1262936__R7IZC2__BN799_01006
ERR1913139.810518__1.810518	28117__R7JG17__ALIPUT_01859
ERR1913139.810541__1.810541	1262936__R7IYY7__BN799_00701
ERR1913139.810610__1.810610	2293125__A0A374C0J1__DW917_10575
ERR1913139.810825__1.810825	10680__GeneID:1261099
ERR1913139.810908__1.810908	626940__E8LGH2__DCQ00_03540
ERR1913139.811088__1.811088	2292352__A0A374UMB7__DXC23_09370
ERR1913139.811136__1.811136	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.811144__1.811144	39491__A0A2U2EED4__ERS852580_01584
ERR1913139.811543__1.811543	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.811547__1.811547	165179__A0A3E5E4P9__DXB80_07930
ERR1913139.811638__1.811638	165179__A0A3E5A832__DXC61_13685
ERR1913139.811888__1.811888	823__D0TC25__B5F32_04575
ERR1913139.812020__1.812020	165179__D1P9T6__PREVCOP_04016
ERR1913139.812913__1.812913	823__D0TC25__B5F32_04575
ERR1913139.812925__1.812925	33043__A0A173WZE5__ERS852386_00374
ERR1913139.813089__1.813089	1262936__R7J1I2__BN799_01776
ERR1913139.813123__1.813123	165179__R6CNX7__DXB80_02200
ERR1913139.813349__1.813349	33043__A0A174B6N5__ERS852445_02414
ERR1913139.813445__1.813445	165179__A0A229I9X5__CFT61_01205
ERR1913139.813520__1.813520	165179__D1PCT4__DXB80_09470
ERR1913139.813616__1.813616	823__A0A395YRW4__DD466_15895
ERR1913139.813605__1.813605	562__A0A376L0A6__CQA14_19985
ERR1913139.813906__1.813906	10680__GeneID:1261099
ERR1913139.813963__1.813963	853__A0A173TAZ8__DWZ46_14590
ERR1913139.813998__1.813998	165179__A0A174W369__PREVCOP_04548
ERR1913139.814067__1.814067	1262882__R5MHQ8__BN519_00707
ERR1913139.814221__1.814221	165179__A0A3E5DY64__CFT61_10025
ERR1913139.814299__1.814299	165179__A0A3E5A5E5__DXC61_13965
ERR1913139.814334__1.814334	33043__D5HFA0__glfT2
ERR1913139.814356__1.814356	165179__A0A174W369__PREVCOP_04548
ERR1913139.814380__1.814380	165179__A0A229I9X5__CFT61_01205
ERR1913139.814473__1.814473	165179__D1PGU8__PREVCOP_06463
ERR1913139.814474__1.814474	165179__D1PE06__DXC61_05975
ERR1913139.814546__1.814546	1150298__A0A174S4G4__dacB_1
ERR1913139.814627__1.814627	39486__G1WVT6__DXD50_09980
ERR1913139.814604__1.814604	165179__A0A3E5EA43__DXC61_07775
ERR1913139.814656__1.814656	1262959__R5XZD4__BN680_00969
ERR1913139.814751__1.814751	328813__A0A1Y3QUU7__B5G41_06970
ERR1913139.814920__1.814920	2292352__A0A374UMB7__DXC23_09370
ERR1913139.814979__1.814979	165179__A0A3E5EBM5__DXC61_02170
ERR1913139.815176__1.815176	907__A0A2S0M5P1__AZ49_01645
ERR1913139.815182__1.815182	74426__rpoC
ERR1913139.815351__1.815351	1262959__R5XYX0__BN680_00040
ERR1913139.815438__1.815438	2293125__A0A374BUJ0__DW917_13495
ERR1913139.815446__1.815446	823__A0A173W1W2__M095_4076
ERR1913139.816240__1.816240	360807__A0A0M6X184__ERS852392_03203
ERR1913139.816757__1.816757	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.817317__1.817317	33043__A0A173QUI0__ERS852386_00036
ERR1913139.817504__1.817504	165179__R6PU83__CFT61_14275
ERR1913139.817594__1.817594	360807__C0FPV5__ERS852444_03160
ERR1913139.818164__1.818164	10680__GeneID:1261100
ERR1913139.818188__1.818188	901__B6WYC3__DESPIG_03104
ERR1913139.818315__1.818315	165179__D1P8V8__DXC61_01940
ERR1913139.818380__1.818380	360807__A0A396AFY2__ERS852444_00427
ERR1913139.818389__1.818389	821__A0A173WG51__BVU_2549
ERR1913139.818561__1.818561	165179__A0A174IPI3__CFT61_10940
ERR1913139.818563__1.818563	1262936__R7J0K5__BN799_01232
ERR1913139.818604__1.818604	564886__GeneID:6973115
ERR1913139.818671__1.818671	165179__A0A3E5AI09__DXC61_05815
ERR1913139.818698__1.818698	165179__A0A3E5EBQ2__DXC61_01930
ERR1913139.819048__1.819048	61171__B9Y6I7__HOLDEFILI_01427
ERR1913139.820118__1.820118	1628085__A0A2U1BGI3__C7386_10130
ERR1913139.820347__1.820347	1262936__R7IY18__BN799_00607
ERR1913139.820599__1.820599	28117__R7JN92__BHV66_00550
ERR1913139.820669__1.820669	301302__A0A0M6WKN8__M72_27741
ERR1913139.820835__1.820835	1262911__R6GPI7__BN557_00907
ERR1913139.820896__1.820896	1262743__R5C054__BN727_01980
ERR1913139.820942__1.820942	562__P0AF07__motB_2
ERR1913139.820958__1.820958	33043__A0A173QUA9__ERS852400_01795
ERR1913139.821037__1.821037	1262936__R7J3L8__BN799_00414
ERR1913139.821056__1.821056	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913139.821170__1.821170	116085__D4J4T6__DW747_02705
ERR1913139.821235__1.821235	821__A0A395UNT8__DXD64_15275
ERR1913139.821290__1.821290	165179__D1PDJ4__DXB80_08505
ERR1913139.821347__1.821347	165179__D1PDJ4__DXB80_08505
ERR1913139.821498__1.821498	1407493__GeneID:17503248
ERR1913139.821597__1.821597	28117__R7JQW0__ALIPUT_01453
ERR1913139.821754__1.821754	165179__A0A174SR12__DXB80_04410
ERR1913139.821801__1.821801	165179__D1PGD2__DXC61_10875
ERR1913139.821886__1.821886	823__A6LEQ6__DXB14_05705
ERR1913139.821924__1.821924	214856__A0A173Z1B0__ERS852447_00765
ERR1913139.822207__1.822207	301301__A0A395VAD5__RHOM_06975
ERR1913139.822279__1.822279	2292352__A0A374UKJ4__DXC23_09360
ERR1913139.822291__1.822291	165179__R6BQP4__DXC61_02015
ERR1913139.822353__1.822353	853__A0A173YYY4__DWZ04_09420
ERR1913139.822491__1.822491	1780376__A0A143XSC4__BN3659_01663
ERR1913139.822661__1.822661	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.822771__1.822771	39491__A0A396FUZ3__phoR_1
ERR1913139.822963__1.822963	33039__D4M149__ERS852390_03118
ERR1913139.823118__1.823118	39491__A0A173QT73__alaS_2
ERR1913139.823395__1.823395	1262936__R7J2K7__BN799_00229
ERR1913139.823530__1.823530	1263000__R5EDV4__BN466_01097
ERR1913139.823564__1.823564	166486__D4KUT4__ERS852572_01421
ERR1913139.823651__1.823651	821__A0A0P0M2J4__DXD46_10295
ERR1913139.823757__1.823757	1262911__R6GPA3__BN557_00827
ERR1913139.823894__1.823894	33043__D5HFX2__ERS852445_02161
ERR1913139.823899__1.823899	33043__D5HFX2__ERS852445_02161
ERR1913139.823934__1.823934	1262959__R5Y093__BN680_01301
ERR1913139.823911__1.823911	901__B6WYD2__DESPIGER_1361
ERR1913139.824215__1.824215	39491__A0A396FEV5__EUR_24750
ERR1913139.824236__1.824236	39491__A0A395V1R3__T1815_08181
ERR1913139.824293__1.824293	1262886__R6Q989__BN563_01287
ERR1913139.824498__1.824498	1407493__GeneID:17503248
ERR1913139.824520__1.824520	10680__GeneID:1261099
ERR1913139.824582__1.824582	39491__R6TNE2__LD38_07270
ERR1913139.824645__1.824645	33043__A0A173X520__ERS852575_01617
ERR1913139.824687__1.824687	165179__D1P9T6__PREVCOP_04016
ERR1913139.824695__1.824695	1263000__R5EFY3__BN466_01416
ERR1913139.824710__1.824710	1262741__R6CI04__BN697_01912
ERR1913139.824759__1.824759	410072__C0B5M9__hcp_1
ERR1913139.824770__1.824770	39491__A0A396FNY7__LD38_16155
ERR1913139.824916__1.824916	165179__A0A3E4SID1__DXB80_01945
ERR1913139.824928__1.824928	165179__D1PAJ7__PREVCOP_04222
ERR1913139.825109__1.825109	562__P23837__phoQ
ERR1913139.825162__1.825162	626940__R6X4D9__HMPREF9443_00471
ERR1913139.825216__1.825216	165179__D1PES9__DXB80_11585
ERR1913139.825529__1.825529	39491__C4ZAT2__ERE_28440
ERR1913139.825662__1.825662	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.825940__1.825940	214856__I3YMC8__ERS852447_02666
ERR1913139.826005__1.826005	1262936__R7IY78__BN799_00717
ERR1913139.826142__1.826142	564886__GeneID:6973115
ERR1913139.826163__1.826163	901__B6WV59__feoB
ERR1913139.826250__1.826250	10680__GeneID:1261092
ERR1913139.826527__1.826527	155148__GeneID:921005
ERR1913139.826593__1.826593	10680__GeneID:1261100
ERR1913139.827118__1.827118	1262936__R7J048__BN799_01270
ERR1913139.827185__1.827185	626940__E8LDK5__DCQ00_02560
ERR1913139.827202__1.827202	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913139.827308__1.827308	33043__A0A174EI47__inlJ
ERR1913139.827456__1.827456	165179__A0A174IYW3__DXC61_01235
ERR1913139.827552__1.827552	563769__GeneID:6973158
ERR1913139.827709__1.827709	820__A0A174VD39__DXD90_12235
ERR1913139.827814__1.827814	820__A0A3E4W984__pssA
ERR1913139.828077__1.828077	1262959__R5Y113__BN680_01545
ERR1913139.828104__1.828104	384638__B7ASI3__BACPEC_02038
ERR1913139.828113__1.828113	905__D2RK00__SAMN05216495_10217
ERR1913139.828185__1.828185	165179__D1P8V8__DXC61_01940
ERR1913139.828377__1.828377	100886__E2NSF9__rpoB
ERR1913139.828599__1.828599	165179__A0A3E5AHY4__CFT61_07675
ERR1913139.828568__1.828568	33043__A0A374K1H3__ykoD_2
ERR1913139.828583__1.828583	39491__A0A396FPV7__ERS852580_01177
ERR1913139.828662__1.828662	1262886__R6QNU9__BN563_00617
ERR1913139.828699__1.828699	907__S7HGC9__C6Y28_02850
ERR1913139.828847__1.828847	360807__C0FN02__ERS852392_01841
ERR1913139.828907__1.828907	39491__A0A0M6WNS5__DXC13_02015
