ERR1913163.20__1.20	47678__R5UU99__C5Z00_11925
ERR1913163.422310__1.422310	47678__R5UAY9__DW706_07200
ERR1913163.422402__1.422402	374840__GeneID:2546403
ERR1913163.422354__1.422354	823__K6A718__CEQ22_003390
ERR1913163.422373__1.422373	69974__A0A090FEL8__MPL3365_630008
ERR1913163.422374__1.422374	671267__R9I7B5__C802_04018
ERR1913163.422540__1.422540	820__A0A173YYG4__evgS_3
ERR1913163.422469__1.422469	2108523__A0A2P2F586__LAWASA_1166
ERR1913163.422673__1.422673	28111__R5JN40__HMPREF1016_01803
ERR1913163.422762__1.422762	1680__A0A374QDL4__LMG18897_0432
ERR1913163.422789__1.422789	820__A7UYX8__DXD40_11635
ERR1913163.422914__1.422914	292800__A0A1C7FR40__ERS852518_06781
ERR1913163.422936__1.422936	823__A0A395YRW4__DD466_15895
ERR1913163.422960__1.422960	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913163.423094__1.423094	821__R7P1Q7__M099_2990
ERR1913163.423192__1.423192	28116__E5CCI2__M089_3437
ERR1913163.423263__1.423263	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913163.423507__1.423507	1550024__G9RW35__ASJ35_04635
ERR1913163.423743__1.423743	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913163.423813__1.423813	69974__A0A090FEL8__MPL3365_630008
ERR1913163.423830__1.423830	28111__R5K5Y0__NCTC11155_03071
ERR1913163.423905__1.423905	28111__R5JQQ7__NCTC11155_02278
ERR1913163.423920__1.423920	374840__GeneID:2546403
ERR1913163.424092__1.424092	820__A0A174A6K0__M093_0079
ERR1913163.424208__1.424208	820__A0A139KH21__DXC80_01780
ERR1913163.424235__1.424235	214856__R6XTZ7__ERS852447_02314
ERR1913163.424358__1.424358	28111__R5K5Y0__NCTC11155_03071
ERR1913163.424311__1.424311	821__A0A0P0M6M0__M097_4734
ERR1913163.424503__1.424503	46506__R5JSP7__AA415_01143
ERR1913163.424504__1.424504	46506__R5JSP7__AA415_01143
ERR1913163.424817__1.424817	28111__R5K5X6__NCTC11155_02508
ERR1913163.424796__1.424796	47678__R5UPG7__C5Z00_18695
ERR1913163.424864__1.424864	820__A7VAR9__ERS852421_00197
ERR1913163.424900__1.424900	28111__E5X120__NCTC11155_02427
ERR1913163.424972__1.424972	214856__R6Z186__ERS852447_00718
ERR1913163.425014__1.425014	1112008__GeneID:12978640
ERR1913163.425027__1.425027	1680__A0A174BEE7__BSTER_1311
ERR1913163.425302__1.425302	626933__H1DGX0__HMPREF9449_01506
ERR1913163.425689__1.425689	106588__A6NXS6__BACCAP_03021
ERR1913163.425683__1.425683	820__A0A174A6K0__M093_0079
ERR1913163.425809__1.425809	46506__B0NM94__HMPREF1181_03250
ERR1913163.425823__1.425823	28116__C3R1N5__SAMN05444282_12443
ERR1913163.425859__1.425859	1550024__A0A3B9WIA4__TQ39_14495
ERR1913163.425883__1.425883	47678__R5U8Y1__BACCAC_02615
ERR1913163.426045__1.426045	28111__E5X123__BACEGG_03115
ERR1913163.426203__1.426203	28111__R5K5Y3__BACEGG_03205
ERR1913163.426213__1.426213	69974__A0A090FEL8__MPL3365_630008
ERR1913163.426214__1.426214	820__A0A174DZ97__SAMN05444418_101240
ERR1913163.426177__1.426177	821__A0A0P0M5Z6__BVU_0429
ERR1913163.426190__1.426190	28111__E5WXT0__BACEGG_00796
ERR1913163.426288__1.426288	818__A0A3E5HEU1__NCTC10582_02468
ERR1913163.426430__1.426430	820__A0A139JRH8__HMPREF2141_04326
ERR1913163.426438__1.426438	511969__GeneID:3959334
ERR1913163.426554__1.426554	1262743__R5C054__BN727_01980
ERR1913163.426610__1.426610	28111__E5WYP5__BACEGG_00185
ERR1913163.426632__1.426632	10726__GeneID:2777589
ERR1913163.426708__1.426708	214856__I3YPP9__Alfi_2707
ERR1913163.426768__1.426768	28111__R5JUJ8__nanA_2
ERR1913163.426808__1.426808	69974__A0A090FEL8__MPL3365_630008
ERR1913163.426867__1.426867	1112008__GeneID:12978731
ERR1913163.426932__1.426932	1550024__A0A3B9WIA4__TQ39_14495
ERR1913163.427005__1.427005	28111__E5WYC3__NCTC11155_03517
ERR1913163.427056__1.427056	820__R9HP61__DXC91_01090
ERR1913163.427083__1.427083	1550024__G9RWR2__TQ39_04385
ERR1913163.427096__1.427096	820__A7V049__DXB48_04755
ERR1913163.427184__1.427184	28111__R5JQQ7__NCTC11155_02278
ERR1913163.427581__1.427581	357276__I9QBT7__BSEG_03340
ERR1913163.427741__1.427741	28111__E5X118__NCTC11155_02425
ERR1913163.427822__1.427822	292800__G9YVI7__yrrB
ERR1913163.428044__1.428044	214856__I3YMN6__Alfi_1938
ERR1913163.427981__1.427981	544644__GCA_001915615.1_00060
ERR1913163.428065__1.428065	1550024__A0A0D8J259__TQ39_04100
ERR1913163.428342__1.428342	46506__A0A108TAK3__fepA_3
ERR1913163.428459__1.428459	1796652__atpE
ERR1913163.428605__1.428605	1112008__GeneID:12978583
ERR1913163.428723__1.428723	46506__B0NUC3__SAMN05444283_1019
ERR1913163.428856__1.428856	1262924__R7HM72__BN585_01169
ERR1913163.429012__1.429012	69974__A0A090FEL8__MPL3365_630008
ERR1913163.429157__1.429157	1112008__GeneID:12978677
ERR1913163.429207__1.429207	28111__R5K5Y3__BACEGG_03205
ERR1913163.429280__1.429280	572010__group_1977
ERR1913163.429686__1.429686	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913163.429750__1.429750	69974__A0A090FEL8__MPL3365_630008
ERR1913163.430062__1.430062	1112008__GeneID:10324196
ERR1913163.430032__1.430032	820__A0A174Q0F0__DXB48_08080
ERR1913163.430048__1.430048	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.430191__1.430191	47678__A5ZL09__BACCAC_03608
ERR1913163.430271__1.430271	820__A0A3E4RUC4__DHU98_02635
ERR1913163.430293__1.430293	820__A0A1T4IYF4__mprA_1
ERR1913163.430361__1.430361	820__A0A174A6K0__M093_0079
ERR1913163.430411__1.430411	28111__R5K3D9__NCTC11155_02788
ERR1913163.430575__1.430575	1262924__R7HQB3__BN585_00435
ERR1913163.430808__1.430808	189722__E0NQU7__HMPREF0658_0548
ERR1913163.430904__1.430904	818__C6IJ09__SAMN05216253_102150
ERR1913163.431009__1.431009	820__A0A3E4VXP2__yesR
ERR1913163.431080__1.431080	820__A0A174CG08__DXB62_13215
ERR1913163.431100__1.431100	1112008__GeneID:2777686
ERR1913163.431132__1.431132	1550024__G9RZ38__ASJ35_12765
ERR1913163.431216__1.431216	329854__R7E733__DXD57_00120
ERR1913163.431339__1.431339	1112008__GeneID:2777686
ERR1913163.431420__1.431420	214856__R6Z186__ERS852447_00718
ERR1913163.431474__1.431474	357276__B6W1J2__BACDOR_03380
ERR1913163.431545__1.431545	47678__R5U7A9__C5Z00_03635
ERR1913163.431637__1.431637	821__A0A395UNT8__DXD64_15275
ERR1913163.431765__1.431765	820__A0A174Q0F0__DXB48_08080
ERR1913163.431791__1.431791	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913163.431870__1.431870	821__A0A395UNT8__DXD64_15275
ERR1913163.431949__1.431949	821__A0A174AYT0__DXC02_03530
ERR1913163.432097__1.432097	1262924__R7HUG0__BN585_00790
ERR1913163.432023__1.432023	292800__G9YSV5__HMPREF9460_03325
ERR1913163.432026__1.432026	820__A0A139KHD8__ERS417307_00569
ERR1913163.432227__1.432227	28111__E5WYP5__BACEGG_00185
ERR1913163.432308__1.432308	821__R7P1Q7__M099_2990
ERR1913163.432507__1.432507	374840__GeneID:2546403
ERR1913163.432644__1.432644	820__A0A1T4IY71__HMPREF2141_02402
ERR1913163.432826__1.432826	28111__E5WUH3__BACEGG_02112
ERR1913163.432983__1.432983	1550024__A0A3B9WIB6__TQ39_08435
ERR1913163.433120__1.433120	292800__G9YUZ6__B5F52_01460
ERR1913163.433215__1.433215	821__A0A0P0M5Z6__BVU_0429
ERR1913163.433333__1.433333	28111__E5WVG5__pspE
ERR1913163.433277__1.433277	47678__A5ZEA3__ERS852558_00257
ERR1913163.433579__1.433579	820__A7V9F9__B5G17_14640
ERR1913163.433636__1.433636	69974__A0A090FEL8__MPL3365_630008
ERR1913163.433675__1.433675	28116__C3QSX8__SAMN05444282_101331
ERR1913163.433793__1.433793	511969__GeneID:3959334
ERR1913163.433803__1.433803	820__A0A174G065__DXB62_08975
ERR1913163.433817__1.433817	1112008__GeneID:2777502
ERR1913163.433940__1.433940	823__A6LEQ6__DXB14_05705
ERR1913163.434040__1.434040	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913163.434240__1.434240	821__C6ZAA5__ERS852556_00403
ERR1913163.434251__1.434251	511969__GeneID:3959334
ERR1913163.434237__1.434237	821__A0A0P0LQT3__DXC03_05050
ERR1913163.434345__1.434345	291645__I8WZT8__HMPREF1068_04327
ERR1913163.434483__1.434483	820__A0A174G065__DXB62_08975
ERR1913163.434495__1.434495	820__A0A174VD39__DXD90_12235
ERR1913163.434557__1.434557	28111__E5WWI8__HMPREF1016_01036
ERR1913163.434785__1.434785	292800__G9YLJ8__ADH75_09915
ERR1913163.434812__1.434812	820__A0A3E4G826__C801_01612
ERR1913163.434773__1.434773	820__A0A374Q8T2__DXB64_16190
ERR1913163.434978__1.434978	28111__R5K5X6__NCTC11155_02508
ERR1913163.435139__1.435139	28111__R5K5Y0__NCTC11155_03071
ERR1913163.435244__1.435244	28111__E5X0X9__HMPREF1016_02597
ERR1913163.435257__1.435257	338188__A0A174ETX3__ERS852397_01955
ERR1913163.435314__1.435314	820__A7VAR9__ERS852421_00197
ERR1913163.435317__1.435317	28111__E5WYC3__NCTC11155_03517
ERR1913163.435440__1.435440	818__A0A1H7S810__BJP75_003270
ERR1913163.435474__1.435474	47678__R5UU99__C5Z00_11925
ERR1913163.435489__1.435489	214856__I3YPP3__Alfi_2701
ERR1913163.435601__1.435601	28111__E5WYC3__NCTC11155_03517
ERR1913163.435804__1.435804	820__A0A174F0C1__nreB
ERR1913163.435948__1.435948	818__A0A0N7I9M6__Btheta7330_00939
ERR1913163.436009__1.436009	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913163.436097__1.436097	28111__E5WUE9__NCTC11155_01729
ERR1913163.436068__1.436068	374844__GeneID:1260912
ERR1913163.436105__1.436105	818__A0A139KMR0__Btheta7330_03958
ERR1913163.436137__1.436137	214856__A0A173YXX1__ERS852559_01651
ERR1913163.436232__1.436232	820__A0A174CG08__DXB62_13215
ERR1913163.436361__1.436361	47678__R5U7T0__CGC64_00755
ERR1913163.436674__1.436674	29361__B6FKH5__CLONEX_00621
ERR1913163.436711__1.436711	820__A0A139K5A6__DXB48_12175
ERR1913163.436910__1.436910	28116__A0A3D2LPA1__CUY_3388
ERR1913163.437252__1.437252	28111__E5WUX1__HMPREF1016_00548
ERR1913163.437227__1.437227	821__A0A0P0M2J4__DXD46_10295
ERR1913163.437480__1.437480	820__A0A139K8X8__DXC80_17665
ERR1913163.437601__1.437601	820__A0A174F0C1__nreB
ERR1913163.437607__1.437607	820__A0A3E4W6P0__gmhA
ERR1913163.437627__1.437627	28111__R5JUK8__NCTC11155_02515
ERR1913163.437762__1.437762	1099853__G9S5I8__NSB1T_01205
ERR1913163.437778__1.437778	28111__E5WYC3__NCTC11155_03517
ERR1913163.438020__1.438020	820__A0A174KKV6__DXC07_02635
ERR1913163.438050__1.438050	47678__R5U7L8__DXB67_16595
ERR1913163.438347__1.438347	28111__R5JN40__HMPREF1016_01803
ERR1913163.438362__1.438362	28111__E5WWI8__HMPREF1016_01036
ERR1913163.438404__1.438404	28116__A7LYG5__M089_5828
ERR1913163.438546__1.438546	820__A0A3E4RU03__M093_0563
ERR1913163.438631__1.438631	28111__E5X1H4__HMPREF1016_02781
ERR1913163.438642__1.438642	214856__I3YPQ4__Alfi_2712
ERR1913163.438767__1.438767	28111__E5X1H4__HMPREF1016_02781
ERR1913163.438833__1.438833	820__A0A3E4W084__BACUNI_04042
ERR1913163.439034__1.439034	28111__E5X333__NCTC11155_03016
ERR1913163.439248__1.439248	47678__R5U8S9__DW706_06260
ERR1913163.439647__1.439647	292800__A0A1C7FN63__ERS852544_00989
ERR1913163.439653__1.439653	820__A0A3E4PYB0__yejM
ERR1913163.439661__1.439661	28111__R5K5V1__NCTC11155_02461
ERR1913163.439717__1.439717	1262924__R7HNZ2__BN585_02017
ERR1913163.439729__1.439729	28111__R5K5Y3__BACEGG_03205
ERR1913163.439857__1.439857	189722__E0NQU7__HMPREF0658_0548
ERR1913163.439876__1.439876	357276__I9QBT7__BSEG_03340
ERR1913163.439914__1.439914	28116__F7L4X5__M089_2857
ERR1913163.439961__1.439961	28111__E5WUU3__HMPREF1016_00520
ERR1913163.440101__1.440101	821__A0A0P0M5Z6__BVU_0429
ERR1913163.440032__1.440032	374840__GeneID:2546403
ERR1913163.440034__1.440034	511969__GeneID:3959334
ERR1913163.440065__1.440065	28116__D7J6A7__NCTC11153_02798
ERR1913163.440251__1.440251	28116__A7LYG5__M089_5828
ERR1913163.440708__1.440708	1550024__A0A3B9WI04__ASJ35_06105
ERR1913163.440777__1.440777	69974__A0A090FEL8__MPL3365_630008
ERR1913163.440903__1.440903	821__A0A174NSU0__BVU_3144
ERR1913163.440890__1.440890	374840__GeneID:2546403
ERR1913163.441025__1.441025	818__D7I7V5__BJP75_001030
ERR1913163.441078__1.441078	214856__R6XUN2__rcsC_1
ERR1913163.441169__1.441169	820__A0A174QLF0__SAMN05444418_109151
ERR1913163.441333__1.441333	820__A0A173WZS4__DXD90_10250
ERR1913163.441442__1.441442	374844__GeneID:1260912
ERR1913163.441655__1.441655	820__A0A139K5E7__DXC68_09550
ERR1913163.441733__1.441733	28111__R5JPB6__NCTC11155_02514
ERR1913163.441908__1.441908	28111__R5JUK8__NCTC11155_02515
ERR1913163.442012__1.442012	33039__D4M6R8__bglB_8
ERR1913163.442045__1.442045	69974__A0A090FEL8__MPL3365_630008
ERR1913163.442066__1.442066	28118__R6FH70__NCTC10826_02742
ERR1913163.442233__1.442233	28111__E5X120__NCTC11155_02427
ERR1913163.442238__1.442238	214856__R6YC22__ERS852447_01215
ERR1913163.442370__1.442370	1550024__G9RPI3__ASJ35_09180
ERR1913163.442523__1.442523	328814__GCA_004558275.1_00990
ERR1913163.442536__1.442536	28116__A0A078QGJ1__AA414_00533
ERR1913163.442592__1.442592	821__C6ZAA5__ERS852556_00403
ERR1913163.442706__1.442706	821__A0A174AYT0__DXC02_03530
ERR1913163.442842__1.442842	47678__R5U3U1__BACCAC_03593
ERR1913163.443071__1.443071	820__A0A174Q0F0__DXB48_08080
ERR1913163.443114__1.443114	214856__R6Z288__ERS852447_00734
ERR1913163.443185__1.443185	1262924__R7HPZ6__BN585_00681
ERR1913163.443200__1.443200	820__A0A173WUD7__DXB48_08055
ERR1913163.443273__1.443273	821__E5UPR6__SAMN04487923_101768
ERR1913163.443330__1.443330	46506__A0A3E4USX2__BACSTE_03107
ERR1913163.443334__1.443334	28111__E5WUH3__BACEGG_02112
ERR1913163.443258__1.443258	1796652__atpA
ERR1913163.443412__1.443412	214856__R6XTZ7__ERS852447_02314
ERR1913163.443510__1.443510	28116__C3QN68__BACOVA_04250
ERR1913163.443656__1.443656	46506__S3YS03__DXC34_03445
ERR1913163.443669__1.443669	820__A0A174GK47__ERS852421_00200
ERR1913163.443676__1.443676	28116__A7LS02__DXF98_24100
ERR1913163.443692__1.443692	28111__R5JUJ8__nanA_2
ERR1913163.443822__1.443822	818__A0A139JW76__BJP75_002555
ERR1913163.443934__1.443934	214856__I3YPQ8__ERS852447_01371
ERR1913163.444223__1.444223	821__A0A174NM17__lacZ_6
ERR1913163.444308__1.444308	214856__A0A174EJT5__mnmA
ERR1913163.444461__1.444461	823__A0A073I5R7__cloSI
ERR1913163.444529__1.444529	214856__I3YPQ8__ERS852447_01371
ERR1913163.444752__1.444752	820__A0A139K4W5__HMPREF2141_02394
ERR1913163.444891__1.444891	487175__R5E5C4__HMPREF9439_00381
ERR1913163.444963__1.444963	544644__GCA_001915615.1_00036
ERR1913163.445020__1.445020	47678__R5U2W6__CGC64_03455
ERR1913163.445173__1.445173	69974__A0A090FEL8__MPL3365_630008
ERR1913163.445376__1.445376	1550024__G9RWR2__TQ39_04385
ERR1913163.445329__1.445329	820__R7E9Z4__DXC68_06065
ERR1913163.445500__1.445500	28111__R5K5X6__NCTC11155_02508
ERR1913163.445625__1.445625	491003__GeneID:6216244
ERR1913163.445686__1.445686	820__A7V049__DXB48_04755
ERR1913163.445651__1.445651	69974__A0A090FEL8__MPL3365_630008
ERR1913163.445766__1.445766	357276__I8VN30__HMPREF1065_03051
ERR1913163.445803__1.445803	511969__GeneID:3959334
ERR1913163.445856__1.445856	214856__I3YK71__ERS852559_02472
ERR1913163.445865__1.445865	1112008__GeneID:10324162
ERR1913163.445881__1.445881	1262924__R7HUI3__BN585_00815
ERR1913163.445897__1.445897	47678__R5U3A7__ERS852494_02965
ERR1913163.445996__1.445996	823__E1YR62__HMPREF1059_02331
ERR1913163.446072__1.446072	371601__D7IYQ1__BN890_32720
ERR1913163.446337__1.446337	454155__F3QUC0__HMPREF9442_01790
ERR1913163.446672__1.446672	292800__G9YVG8__HMPREF0372_03533
ERR1913163.446796__1.446796	374840__GeneID:2546403
ERR1913163.446823__1.446823	410072__C0B8G3__DXD67_01535
ERR1913163.446884__1.446884	28111__E5X120__NCTC11155_02427
ERR1913163.446991__1.446991	28111__E5WZR2__HMPREF1016_02168
ERR1913163.447088__1.447088	47678__A0A3E5BQM1__DXB67_08970
ERR1913163.447083__1.447083	28111__E5X0X9__HMPREF1016_02597
ERR1913163.447395__1.447395	1550024__G9RPP6__ASJ35_08860
ERR1913163.447477__1.447477	291645__I8XPK0__HMPREF1068_01554
ERR1913163.447521__1.447521	69974__A0A090FEL8__MPL3365_630008
ERR1913163.447772__1.447772	823__A0A355XLH0__fepA_1
ERR1913163.447841__1.447841	28111__R5K222__bglX_7
ERR1913163.447871__1.447871	291645__I9S9U4__HMPREF1068_01740
ERR1913163.447985__1.447985	1112008__GeneID:12978640
ERR1913163.448287__1.448287	820__A0A174A6K0__M093_0079
ERR1913163.448346__1.448346	820__A0A139K4W5__HMPREF2141_02394
ERR1913163.448438__1.448438	214856__A0A173YXX1__ERS852559_01651
ERR1913163.448449__1.448449	1262924__R7HPU8__BN585_00010
ERR1913163.448482__1.448482	820__A0A396EUV1__B5G17_06465
ERR1913163.448494__1.448494	69974__A0A090FEL8__MPL3365_630008
ERR1913163.448591__1.448591	47678__R5U7A9__C5Z00_03635
ERR1913163.448600__1.448600	1308__V8LTD7__DIS31_06390
ERR1913163.448602__1.448602	28111__E5WZE2__NCTC11155_00550
ERR1913163.448606__1.448606	39490__A0A173V908__LG34_03065
ERR1913163.448723__1.448723	129861__GeneID:5955699
ERR1913163.448812__1.448812	853__A0A2A7B1Y7__C7K05_11930
ERR1913163.448857__1.448857	820__A7V049__DXB48_04755
ERR1913163.448904__1.448904	820__A0A139KIL9__DXC68_05945
ERR1913163.448896__1.448896	33039__A0A174ZX07__dapE_1
ERR1913163.449036__1.449036	214856__R6YD52__ERS852447_02171
ERR1913163.449098__1.449098	820__A0A3E4GA19__SAMN05444418_10562
ERR1913163.449171__1.449171	28118__R6G2E8__DHW44_05790
ERR1913163.449212__1.449212	214856__I3YPI7__pepD_1
ERR1913163.449269__1.449269	292800__A0A174SPT3__HMPREF0372_02343
ERR1913163.449376__1.449376	1262920__R5KD76__BN467_01465
ERR1913163.449472__1.449472	820__A0A139K4T0__ERS852510_03146
ERR1913163.449595__1.449595	28111__E5WYP5__BACEGG_00185
ERR1913163.450063__1.450063	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913163.450030__1.450030	28116__A0A3D2LPA1__CUY_3388
ERR1913163.450031__1.450031	818__A0A3E5HXH0__NCTC13706_02166
ERR1913163.450121__1.450121	28111__E5WYC1__BACEGG_00354
ERR1913163.450176__1.450176	46506__B0NUC3__SAMN05444283_1019
ERR1913163.450187__1.450187	28111__E5WVR8__NCTC11155_02792
ERR1913163.450348__1.450348	214856__R6Z4Q8__ERS852447_00885
ERR1913163.450438__1.450438	1262924__R7HNT3__BN585_00018
ERR1913163.450498__1.450498	28111__R5JUJ8__nanA_2
ERR1913163.450510__1.450510	1262959__R5YR34__BN680_00084
ERR1913163.450519__1.450519	820__A0A3E4G493__ERS417307_00253
ERR1913163.450734__1.450734	46506__S3YT03__AA415_01895
ERR1913163.450817__1.450817	292800__A0A174RGQ5__HMPREF0372_03387
ERR1913163.450791__1.450791	47678__R5U4P2__CGC64_17185
ERR1913163.450792__1.450792	357276__I9QBT7__BSEG_03340
ERR1913163.450858__1.450858	28116__A7M0W7__SAMN05444282_11172
ERR1913163.450899__1.450899	214856__R6YD52__ERS852447_02171
ERR1913163.450993__1.450993	28111__R5JVV2__BACEGG_02950
ERR1913163.451045__1.451045	818__A0A0P0F4D0__BT_2503
ERR1913163.451135__1.451135	28111__E5X205__NCTC11155_00661
ERR1913163.451163__1.451163	39490__A0A173QWQ2__bga
ERR1913163.451350__1.451350	374844__GeneID:1260912
ERR1913163.451496__1.451496	28111__E5WXQ8__NCTC11155_03183
ERR1913163.451667__1.451667	820__A0A139KG04__ERS852459_01249
ERR1913163.451800__1.451800	374844__GeneID:1260912
ERR1913163.451819__1.451819	214856__I3YPQ4__Alfi_2712
ERR1913163.451962__1.451962	47678__R5UZM4__DW706_15680
ERR1913163.451964__1.451964	820__A0A174Q0F0__DXB48_08080
ERR1913163.452053__1.452053	28111__E5WUX1__HMPREF1016_00548
ERR1913163.452192__1.452192	674529__R6V9C9__DXB21_16435
ERR1913163.452233__1.452233	820__A0A3E4QZJ7__C801_01798
ERR1913163.452471__1.452471	1550024__G9RTD6__TQ39_10825
ERR1913163.452547__1.452547	821__A0A173WG51__BVU_2549
ERR1913163.452648__1.452648	28116__A0A1Y4PHM7__DXA80_25130
ERR1913163.452654__1.452654	818__R7KVH8__SAMN02910322_00597
ERR1913163.452691__1.452691	671267__R9IEN1__C802_02405
ERR1913163.452967__1.452967	820__A7V9F9__B5G17_14640
ERR1913163.453070__1.453070	214856__I3YPQ4__Alfi_2712
ERR1913163.453389__1.453389	820__A0A374QGD2__ERS852421_02382
ERR1913163.453426__1.453426	357276__I8WEY2__ABI39_04185
ERR1913163.453645__1.453645	214856__R6XKT4__ERS852559_01719
ERR1913163.453666__1.453666	820__A0A078STJ8__DXC68_04690
ERR1913163.453739__1.453739	28111__R5JN40__HMPREF1016_01803
ERR1913163.453770__1.453770	292800__A0A174DY95__HMPREF0372_02254
ERR1913163.453786__1.453786	28111__E5X3F5__BACEGG_02868
ERR1913163.453861__1.453861	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913163.454133__1.454133	28111__R5K5Y0__NCTC11155_03071
ERR1913163.454215__1.454215	821__A0A0P0M2J4__DXD46_10295
ERR1913163.454265__1.454265	820__R9I2U8__DXC68_09590
ERR1913163.454277__1.454277	820__A0A3E4PYB0__yejM
ERR1913163.454430__1.454430	2054594__A0A061Y5E3__CWM52_20975
ERR1913163.454630__1.454630	1262924__R7HTA4__BN585_00391
ERR1913163.454805__1.454805	821__A0A174NSU0__BVU_3144
ERR1913163.454778__1.454778	374840__GeneID:2546403
ERR1913163.454885__1.454885	374840__GeneID:2546403
ERR1913163.455016__1.455016	821__A0A396F598__CUU_3259
ERR1913163.455029__1.455029	511969__GeneID:3959334
ERR1913163.455030__1.455030	69974__A0A090FEL8__MPL3365_630008
ERR1913163.455176__1.455176	1262924__R7HP98__BN585_02065
ERR1913163.455238__1.455238	820__A0A3E4RU03__M093_0563
ERR1913163.455280__1.455280	818__Q8A3A6__Btheta7330_00071
ERR1913163.455329__1.455329	189722__E0NQU7__HMPREF0658_0548
ERR1913163.455503__1.455503	821__A0A396F598__CUU_3259
ERR1913163.455628__1.455628	821__U6RDC2__DXD46_15675
ERR1913163.455731__1.455731	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913163.455892__1.455892	818__A0A139K2A0__SAMN02910322_00898
ERR1913163.455900__1.455900	1262743__R5C054__BN727_01980
ERR1913163.455934__1.455934	823__A0A355XEX9__ERS852560_03521
ERR1913163.456001__1.456001	28116__A0A1Y4PWE4__M089_4352
ERR1913163.456028__1.456028	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913163.456071__1.456071	47678__R5U3U1__BACCAC_03593
ERR1913163.456118__1.456118	1262924__R7HMF7__BN585_01507
ERR1913163.456163__1.456163	820__A0A3E4RU03__M093_0563
ERR1913163.456331__1.456331	820__A0A1Q6IDS8__chtA
ERR1913163.456448__1.456448	820__A0A3E4RU03__M093_0563
ERR1913163.456462__1.456462	374840__GeneID:2546403
ERR1913163.456520__1.456520	821__E5UMZ6__BVU_1450
ERR1913163.456799__1.456799	28111__E5WV85__BACEGG_02306
ERR1913163.456826__1.456826	820__A7V859__ERS852462_00341
ERR1913163.456902__1.456902	28111__E5WTR3__BACEGG_01888
ERR1913163.456863__1.456863	820__A0A139KA34__B5G17_05520
