ERR1913291.5__1.5	823__A0A174W1A8__panE
ERR1913291.218110__1.218110	1150298__A0A174SLE6__mlc_1
ERR1913291.218114__1.218114	853__D4JY61__C4N21_10560
ERR1913291.218129__1.218129	28116__A0A1Y4Q114__DXF98_00470
ERR1913291.218222__1.218222	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913291.218430__1.218430	357276__A0A0M1W9N4__GV66_05135
ERR1913291.218502__1.218502	823__A0A355XN36__DXB14_02385
ERR1913291.218626__1.218626	328814__GCA_004558275.1_02278
ERR1913291.218638__1.218638	2108523__A0A2P2F3I3__LAWASA_548
ERR1913291.218687__1.218687	310298__B3JQJ5__BACCOP_04231
ERR1913291.218694__1.218694	821__A0A174V2F3__NCTC10583_01474
ERR1913291.218900__1.218900	820__A0A174M9V5__M093_0237
ERR1913291.218795__1.218795	39491__A0A174EQV2__DXB69_10230
ERR1913291.218981__1.218981	39492__A0A174ZHV5__msbA_2
ERR1913291.219060__1.219060	28116__A0A1Y4PNX5__DXF98_26515
ERR1913291.219160__1.219160	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913291.219312__1.219312	28116__F7M1Q5__CUY_1584
ERR1913291.219385__1.219385	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.219461__1.219461	823__A0A355XLH0__fepA_1
ERR1913291.219547__1.219547	28116__A7M4E1__NCTC11153_01558
ERR1913291.219647__1.219647	28116__I9T1P7__BACOV975_02228
ERR1913291.219821__1.219821	821__A0A174NM17__lacZ_6
ERR1913291.219877__1.219877	301301__A0A395V821__RHOM_13080
ERR1913291.219984__1.219984	28116__D4WLZ3__C5Z02_24105
ERR1913291.220195__1.220195	28116__A0A1Y4Q112__evgS_13
ERR1913291.220261__1.220261	28116__D7K2E0__endOF2_3
ERR1913291.220304__1.220304	39491__C4ZCH3__EUR_17560
ERR1913291.220344__1.220344	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.220424__1.220424	820__A0A174GYA8__DXB64_07370
ERR1913291.220407__1.220407	674529__R6UPX3__DXB21_06190
ERR1913291.220575__1.220575	820__A0A174LJB2__HMPREF1072_04112
ERR1913291.220843__1.220843	556259__E5C690__BSGG_1431
ERR1913291.220938__1.220938	33025__A0A395J947__C8D73_11315
ERR1913291.221167__1.221167	821__A0A173XDD3__DXB82_17180
ERR1913291.221178__1.221178	817__A0A0E2SQU5__M067_3544
ERR1913291.221423__1.221423	246787__A0A3D6AQP8__AA416_04153
ERR1913291.221434__1.221434	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913291.221637__1.221637	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913291.221745__1.221745	28116__I8YA52__M088_0798
ERR1913291.221904__1.221904	28116__I9SW74__BACOVA_04237
ERR1913291.221930__1.221930	28116__E5CH94__NCTC11153_03344
ERR1913291.221931__1.221931	1262882__R5MLP0__BN519_01597
ERR1913291.222111__1.222111	1628085__A0A2U1BC41__C7386_10839
ERR1913291.222163__1.222163	29361__B6FRT6__CLONEX_02860
ERR1913291.222458__1.222458	39492__D4JUD7__EUBSIR_01877
ERR1913291.222623__1.222623	1262911__R6GPQ2__BN557_00967
ERR1913291.222803__1.222803	28116__A0A1Y4Q112__evgS_13
ERR1913291.222753__1.222753	28116__F7L4X5__M089_2857
ERR1913291.222907__1.222907	28116__A7M019__HMPREF1070_01109
ERR1913291.223095__1.223095	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913291.223115__1.223115	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913291.223124__1.223124	28116__I9T1P7__BACOV975_02228
ERR1913291.223211__1.223211	1262992__R5D3X7__BN795_00539
ERR1913291.223216__1.223216	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.223291__1.223291	821__A0A174NVL6__NCTC10583_01782
ERR1913291.223424__1.223424	821__A0A396F9T7__M097_3427
ERR1913291.223751__1.223751	246787__A0A108T429__BACCELL_00192
ERR1913291.223798__1.223798	821__R7P1Q7__M099_2990
ERR1913291.223959__1.223959	1262882__R5N211__BN519_01033
ERR1913291.223932__1.223932	39492__D4JQU2__EUBSIR_01294
ERR1913291.224117__1.224117	28117__B0MY40__BHV66_05170
ERR1913291.224254__1.224254	357276__B6W1J2__BACDOR_03380
ERR1913291.224310__1.224310	39485__C4Z637__ERS852490_00218
ERR1913291.224444__1.224444	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913291.224474__1.224474	28116__D4WLZ3__C5Z02_24105
ERR1913291.224680__1.224680	823__A0A355XJT5__ERS852429_03504
ERR1913291.224627__1.224627	28116__A7M4E1__NCTC11153_01558
ERR1913291.224745__1.224745	817__E1WQT1__AC239_39370
ERR1913291.224848__1.224848	820__R9HP61__DXC91_01090
ERR1913291.225098__1.225098	28116__A0A395VUS9__DXD69_03560
ERR1913291.225142__1.225142	28118__F9Z3G8__B5F99_01835
ERR1913291.225162__1.225162	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.225163__1.225163	28116__D4WJ30__DHW41_06080
ERR1913291.225182__1.225182	818__A0A174P8N7__BSIG_4141
ERR1913291.225253__1.225253	1150298__A0A174RJU1__gsiA_4
ERR1913291.225216__1.225216	28116__A7LUQ0__CUY_2205
ERR1913291.225275__1.225275	39491__D6E4H2__DXB99_00485
ERR1913291.225390__1.225390	821__A0A3E4WAR6__DXD64_10735
ERR1913291.225354__1.225354	28116__A0A1Y4P7B7__M088_2098
ERR1913291.225537__1.225537	821__A0A0P0M4G3__M099_3092
ERR1913291.225716__1.225716	39492__D4JT68__spoIIIE
ERR1913291.225902__1.225902	556259__E5C9G2__BSGG_2011
ERR1913291.225933__1.225933	1042156__F7V3A8__HipB
ERR1913291.226098__1.226098	28116__A0A1G6G5G9__SAMN05192581_101892
ERR1913291.226119__1.226119	820__A0A3E4VZY4__ERS852554_01211
ERR1913291.226222__1.226222	28116__A0A139LD88__CUY_2408
ERR1913291.226224__1.226224	371601__A0A1H4AKU1__BXY_45200
ERR1913291.226259__1.226259	821__A0A0P0LJ37__DXB82_14270
ERR1913291.226285__1.226285	1263044__GCA_000433375.1_03553
ERR1913291.226603__1.226603	371601__G1UK36__HMPREF1074_03496
ERR1913291.226723__1.226723	371601__C3R2J2__ERS852396_04353
ERR1913291.226689__1.226689	28116__D4WLZ3__C5Z02_24105
ERR1913291.226771__1.226771	28116__A0A1G6G9R4__CUY_0131
ERR1913291.226915__1.226915	33043__D5HEE1__ERS852386_01671
ERR1913291.227008__1.227008	1262743__R5C054__BN727_01980
ERR1913291.227138__1.227138	28116__A0A395VSP8__ERS852555_02642
ERR1913291.227146__1.227146	28116__A0A1Y4PUF8__DXF98_07610
ERR1913291.227222__1.227222	820__A0A3E4W984__pssA
ERR1913291.227306__1.227306	28116__A0A1Y4Q114__DXF98_00470
ERR1913291.227393__1.227393	39492__D4JR04__phoU
ERR1913291.227553__1.227553	28116__E5CHV5__B5F02_08530
ERR1913291.227709__1.227709	33025__A0A395JBU5__C8D73_10423
ERR1913291.227738__1.227738	823__A0A173VS36__M091_4727
ERR1913291.228046__1.228046	1680__A0A1X3A951__AL0462_1583
ERR1913291.227982__1.227982	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.228052__1.228052	820__A0A3E4PYB0__yejM
ERR1913291.228178__1.228178	46503__A7ADV9__ERS852463_01504
ERR1913291.228190__1.228190	818__D7IK38__ERS852430_03017
ERR1913291.228379__1.228379	1262743__R5C054__BN727_01980
ERR1913291.228281__1.228281	821__A0A173XDD3__DXB82_17180
ERR1913291.228290__1.228290	28116__C3QZB5__M088_3811
ERR1913291.228391__1.228391	487174__K0WUZ1__DIT83_10815
ERR1913291.228554__1.228554	487174__K0X250__DDY40_03675
ERR1913291.228627__1.228627	28116__I9T1P7__BACOV975_02228
ERR1913291.228628__1.228628	556259__E5C690__BSGG_1431
ERR1913291.228966__1.228966	556259__I0PYM3__BSGG_5385
ERR1913291.228979__1.228979	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.228989__1.228989	674529__A0A174IYM6__SAMN05444400_107161
ERR1913291.229025__1.229025	301301__A0A395VAR4__yieL
ERR1913291.229148__1.229148	28116__R6JI94__ERS852555_01222
ERR1913291.229167__1.229167	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913291.229189__1.229189	28118__R6FFC1__Odosp_2660
ERR1913291.229513__1.229513	820__A7V049__DXB48_04755
ERR1913291.229551__1.229551	853__A0A173T0Y8__CGS54_07215
ERR1913291.229725__1.229725	1262743__R5C054__BN727_01980
ERR1913291.229768__1.229768	1262743__R5C054__BN727_01980
ERR1913291.229783__1.229783	821__A0A3E4KIM1__M097_3660
ERR1913291.229890__1.229890	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.229941__1.229941	166486__A0A173V5I7__ERS852572_02640
ERR1913291.229887__1.229887	28116__D7K7K3__SAMN05192581_103348
ERR1913291.229972__1.229972	360807__C0FQD4__codY
ERR1913291.229973__1.229973	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913291.230097__1.230097	745368__A0A1T4X337__SAMN02745178_01357
ERR1913291.230158__1.230158	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.230172__1.230172	28116__A7LXT7__HMPREF1070_00356
ERR1913291.230177__1.230177	821__R7P1Q7__M099_2990
ERR1913291.230212__1.230212	821__A0A396EVC9__DXB90_03525
ERR1913291.230353__1.230353	28116__C3QXZ9__DXA80_15295
ERR1913291.230392__1.230392	28116__A0A1Y4PWN5__M088_3731
ERR1913291.230794__1.230794	28116__A0A078QGJ1__AA414_00533
ERR1913291.230829__1.230829	821__U6RDC2__DXD46_15675
ERR1913291.230914__1.230914	39486__B0G7H8__DXB12_04950
ERR1913291.231119__1.231119	556259__I0PXW0__BSGG_5187
ERR1913291.231252__1.231252	817__F7LJ87__HMPREF1067_00952
ERR1913291.231217__1.231217	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913291.231323__1.231323	1897011__A0A1Q6RE47__BHW41_04715
ERR1913291.231361__1.231361	216816__A0A0M0VK23__BLGT_09805
ERR1913291.231476__1.231476	28116__A0A139LD88__CUY_2408
ERR1913291.231557__1.231557	28116__A0A3D2LPA1__CUY_3388
ERR1913291.231533__1.231533	853__A0A3E2U7E6__ERS852582_01640
ERR1913291.231715__1.231715	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913291.231849__1.231849	214851__D1PSM7__SUBVAR_07410
ERR1913291.232052__1.232052	28116__R6DIL2__DXD69_10970
ERR1913291.232147__1.232147	823__A0A174RH99__ERS852380_00691
ERR1913291.232154__1.232154	166486__D4KU79__ROSINTL182_06970
ERR1913291.232235__1.232235	821__A0A0P0L952__M097_4235
ERR1913291.232330__1.232330	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.232331__1.232331	823__A0A174XJM9__CEQ22_007230
ERR1913291.232334__1.232334	39491__A0A396FF17__EUR_31400
ERR1913291.232509__1.232509	28116__I9SW74__BACOVA_04237
ERR1913291.232515__1.232515	28116__A0A1G8P076__AA414_01051
ERR1913291.232545__1.232545	357276__B6W1J2__BACDOR_03380
ERR1913291.232602__1.232602	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.232712__1.232712	823__A6LB63__M095_1847
ERR1913291.232730__1.232730	821__A0A174V2F3__NCTC10583_01474
ERR1913291.232762__1.232762	820__A0A174CK74__DXB48_07060
ERR1913291.233088__1.233088	28116__C3QSX8__SAMN05444282_101331
ERR1913291.233193__1.233193	821__A0A0P0M5Z6__BVU_0429
ERR1913291.233194__1.233194	821__A0A0P0M5Z6__BVU_0429
ERR1913291.233267__1.233267	328814__GCA_004558275.1_01976
ERR1913291.233342__1.233342	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.233344__1.233344	28116__A0A1G6G396__DXD69_22115
ERR1913291.233417__1.233417	820__A0A174LJB2__HMPREF1072_04112
ERR1913291.233532__1.233532	821__A0A174K302__CUU_3129
ERR1913291.233597__1.233597	28116__A0A1Y4PWE4__M089_4352
ERR1913291.233630__1.233630	820__A0A174A6K0__M093_0079
ERR1913291.233553__1.233553	39496__A5Z937__EUBVEN_02230
ERR1913291.233567__1.233567	371601__F7LA63__HMPREF1074_04288
ERR1913291.233654__1.233654	820__A7V049__DXB48_04755
ERR1913291.233749__1.233749	46503__R6Y9P8__evgS_3
ERR1913291.233811__1.233811	28116__A7M019__HMPREF1070_01109
ERR1913291.233832__1.233832	28116__A0A395VUS9__DXD69_03560
ERR1913291.233842__1.233842	1262992__R5CX54__BN795_00843
ERR1913291.233996__1.233996	853__A0A173YYY4__DWZ04_09420
ERR1913291.234106__1.234106	39491__A0A395ZEI6__ERE_07950
ERR1913291.234147__1.234147	40520__A0A395XAI7__DXB81_16005
ERR1913291.234156__1.234156	28116__A7M019__HMPREF1070_01109
ERR1913291.234163__1.234163	818__A0A174TT69__SAMN02910322_02680
ERR1913291.234171__1.234171	821__A0A396F9T7__M097_3427
ERR1913291.234187__1.234187	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913291.234242__1.234242	292800__A0A174W8M9__B5F52_06450
ERR1913291.234322__1.234322	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913291.234437__1.234437	28116__F7LEX0__CUY_5042
ERR1913291.234442__1.234442	820__A7UYX8__DXD40_11635
ERR1913291.234444__1.234444	817__A0A0E2T2A5__M103_4787
ERR1913291.234477__1.234477	853__A0A2A7A4A9__C4N21_14870
ERR1913291.234616__1.234616	28116__E5CHV5__B5F02_08530
ERR1913291.234982__1.234982	28116__A0A1Y4PH15__DXA80_17985
ERR1913291.235004__1.235004	28116__A0A1Y4PH15__DXA80_17985
ERR1913291.235020__1.235020	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913291.235066__1.235066	33025__A0A395JIJ9__C8D73_101350
ERR1913291.235176__1.235176	246787__A0A3D6AXU9__BACCELL_01366
ERR1913291.235287__1.235287	28116__A0A078Q9S5__DXD69_13430
ERR1913291.235288__1.235288	28116__D7J6B1__B5F02_07870
ERR1913291.235338__1.235338	1897011__A0A1Q6RET2__BHW41_04000
ERR1913291.235412__1.235412	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.235587__1.235587	1263044__GCA_000433375.1_00346
ERR1913291.235668__1.235668	28116__C3QXZ9__DXA80_15295
ERR1913291.235746__1.235746	28116__A0A395VSP8__ERS852555_02642
ERR1913291.235810__1.235810	28116__A0A1Y4PEX5__DXF98_25295
ERR1913291.236058__1.236058	1262882__R5MFM2__BN519_00460
ERR1913291.236624__1.236624	28116__D4WLZ3__C5Z02_24105
ERR1913291.236615__1.236615	1897011__A0A1Q6RE52__BHW41_04690
ERR1913291.236753__1.236753	820__A0A174NUS8__DXC80_12885
ERR1913291.236881__1.236881	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.236909__1.236909	39492__D4JRZ7__smc
ERR1913291.236913__1.236913	246787__A0A108T1Y3__fepA_8
ERR1913291.237039__1.237039	821__A0A0P0M4G3__M099_3092
ERR1913291.237186__1.237186	28116__W6P631__HMPREF2532_01084
ERR1913291.237277__1.237277	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.237331__1.237331	821__A0A0P0M6M0__M097_4734
ERR1913291.237350__1.237350	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913291.237358__1.237358	28116__A0A1Y4PNX5__DXF98_26515
ERR1913291.237457__1.237457	39492__D4MN06__EUBSIR_02672
ERR1913291.237484__1.237484	28116__A7LXU0__HMPREF1070_00358
ERR1913291.237593__1.237593	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.237628__1.237628	28116__R6K4N7__ERS852555_03750
ERR1913291.237671__1.237671	28118__F9ZAE1__DF785_04930
ERR1913291.237703__1.237703	28116__D4WLZ3__C5Z02_24105
ERR1913291.237803__1.237803	1262824__R6SR17__BN719_01913
ERR1913291.237852__1.237852	487174__K0X1H0__DDY40_11080
ERR1913291.237959__1.237959	28117__R7JIJ8__BHV66_01635
ERR1913291.237968__1.237968	487174__R5EXS5__HMPREF9448_02541
ERR1913291.238029__1.238029	28116__A7M019__HMPREF1070_01109
ERR1913291.238047__1.238047	1550024__G9RVD5__ASJ35_04350
ERR1913291.238058__1.238058	28116__A0A1G6G9R4__CUY_0131
ERR1913291.238346__1.238346	820__A0A396CMY7__HMPREF1072_03009
ERR1913291.238469__1.238469	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.238482__1.238482	338188__A0A174EU88__BACFIN_08820
ERR1913291.238577__1.238577	39492__D4JT91__EUBSIR_01750
ERR1913291.238609__1.238609	823__A0A355XNV2__DXB14_15920
ERR1913291.238728__1.238728	821__A0A174V2F3__NCTC10583_01474
ERR1913291.238907__1.238907	821__A6L0C7__ERS852556_03520
ERR1913291.239140__1.239140	674529__R6W6E8__DXB21_01245
ERR1913291.239156__1.239156	384638__B7APN3__BACPEC_00639
ERR1913291.239189__1.239189	821__A0A173WG51__BVU_2549
ERR1913291.239297__1.239297	28116__E5CHV5__B5F02_08530
ERR1913291.239301__1.239301	556259__I0PXW0__BSGG_5187
ERR1913291.239347__1.239347	821__A0A173WG51__BVU_2549
ERR1913291.239353__1.239353	817__Q64ZG0__CQW35_00939
ERR1913291.239614__1.239614	246787__A0A3D6AV26__BcellWH2_02579
ERR1913291.240051__1.240051	821__A0A0P0LJ37__DXB82_14270
ERR1913291.240212__1.240212	328813__A0A1Y3QZ64__B5G41_14235
ERR1913291.240284__1.240284	556259__E5C690__BSGG_1431
ERR1913291.240216__1.240216	214856__A0A175A6T5__ERS852447_02658
ERR1913291.240229__1.240229	821__A0A174NSU0__BVU_3144
ERR1913291.240316__1.240316	821__C6Z087__DXB90_00750
ERR1913291.240321__1.240321	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.240376__1.240376	817__A0A2M9UV73__HMPREF1018_04087
ERR1913291.240408__1.240408	39492__D4JRM9__bglB_2
ERR1913291.240477__1.240477	40520__A0A174IJ62__DXC87_06795
ERR1913291.240629__1.240629	28116__A0A3A9HTT7__BACOVA_05446
ERR1913291.240839__1.240839	35833__E5Y6B3__HMPREF0179_01726
ERR1913291.240973__1.240973	674529__R6UPX3__DXB21_06190
ERR1913291.241154__1.241154	821__A6L0C7__ERS852556_03520
ERR1913291.241168__1.241168	820__A0A374Q854__HMPREF1073_03281
ERR1913291.241178__1.241178	357276__I9QBT7__BSEG_03340
ERR1913291.241213__1.241213	28116__A0A139L3C0__C5Z02_05550
ERR1913291.241305__1.241305	39492__D4MIY5__EUBSIR_00233
ERR1913291.241315__1.241315	357276__I9QBT7__BSEG_03340
ERR1913291.241366__1.241366	28116__A0A139LKF7__DXA80_16100
ERR1913291.241368__1.241368	28116__F7LC60__AA414_00422
ERR1913291.241539__1.241539	239935__A0A3F3K985__CXT98_05805
ERR1913291.241555__1.241555	28117__B0MY82__BHV66_04755
ERR1913291.241727__1.241727	28116__I9ST00__M088_5588
ERR1913291.241848__1.241848	28116__A7LTW7__BACOV975_02866
ERR1913291.242004__1.242004	28116__E5CH91__B5F02_11815
ERR1913291.241968__1.241968	371601__A0A1H4AKU1__BXY_45200
ERR1913291.242104__1.242104	357276__A0A0M1W9N4__GV66_05135
ERR1913291.242243__1.242243	28116__A0A1Y4Q363__Bovatus_00608
ERR1913291.242250__1.242250	821__A0A174JYD3__ERS852457_02610
ERR1913291.242274__1.242274	214851__D1PSL1__SUBVAR_07394
ERR1913291.242363__1.242363	410072__C0BBP9__ERS852525_00825
ERR1913291.242456__1.242456	28116__F7L4X5__M089_2857
ERR1913291.242590__1.242590	820__A0A139KA34__B5G17_05520
ERR1913291.242682__1.242682	674529__R6V187__DXB21_21665
ERR1913291.242684__1.242684	28118__R6FFC1__Odosp_2660
ERR1913291.242827__1.242827	28116__F7L4X5__M089_2857
ERR1913291.242951__1.242951	853__A0A2A7B9I6__DW855_13690
ERR1913291.242970__1.242970	301301__A0A395V8E1__RHOM_11160
ERR1913291.243117__1.243117	1262882__R5MEW7__BN519_00010
ERR1913291.243162__1.243162	821__A0A0P0M2J4__DXD46_10295
ERR1913291.243225__1.243225	39492__D4JQL8__ywpJ
ERR1913291.243436__1.243436	28116__F7M1Q5__CUY_1584
ERR1913291.243456__1.243456	357276__A0A0M1W9N4__GV66_05135
ERR1913291.243474__1.243474	556259__E5C8S0__BSGG_1769
ERR1913291.243506__1.243506	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913291.243509__1.243509	1262743__R5C054__BN727_01980
ERR1913291.243534__1.243534	28116__A0A139LKF7__DXA80_16100
ERR1913291.243585__1.243585	820__A0A174F0C1__nreB
ERR1913291.243631__1.243631	820__A0A139KEW8__DXB64_06405
ERR1913291.243721__1.243721	821__A0A174TD86__C800_00949
ERR1913291.243802__1.243802	28116__F7L4N5__BACOVA_00137
ERR1913291.243822__1.243822	28116__I9SW74__BACOVA_04237
ERR1913291.243951__1.243951	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.243904__1.243904	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.243965__1.243965	214851__D1PSM4__SUBVAR_07407
ERR1913291.243973__1.243973	820__A0A3E4VZY4__ERS852554_01211
ERR1913291.243997__1.243997	823__A0A173TL14__M095_0764
ERR1913291.244401__1.244401	39491__A0A396FTE5__ERS852417_01346
ERR1913291.244435__1.244435	820__A0A139KHD8__ERS417307_00569
ERR1913291.244474__1.244474	28116__F7L4N5__BACOVA_00137
ERR1913291.244535__1.244535	28116__R6DIL2__DXD69_10970
ERR1913291.244742__1.244742	817__A0A1C0W965__HMPREF1056_03052
ERR1913291.244968__1.244968	28116__A0A3E5HUC8__DHW41_21025
ERR1913291.244997__1.244997	28117__B0MWP2__ALIPUT_01468
ERR1913291.245037__1.245037	39488__A0A374MV67__DXD91_15895
ERR1913291.245069__1.245069	820__A0A174TRB5__DXD40_11305
ERR1913291.245075__1.245075	823__C7XA51__BDI_0499
ERR1913291.245092__1.245092	28116__A0A3D2LPA1__CUY_3388
ERR1913291.245279__1.245279	28116__A7M018__M089_5540
ERR1913291.245406__1.245406	817__A0A0E2TD90__BWP07_06930
ERR1913291.245490__1.245490	1150298__A0A174L6T3__cobD
ERR1913291.245758__1.245758	39492__R6SPM9__pheT
ERR1913291.245907__1.245907	853__A0A2A7B9I6__DW855_13690
ERR1913291.245979__1.245979	820__R9I324__HMPREF2141_02414
ERR1913291.246062__1.246062	246787__A0A108T1Y3__fepA_8
ERR1913291.246118__1.246118	28116__I8YA52__M088_0798
ERR1913291.246277__1.246277	821__A0A174JYD3__ERS852457_02610
ERR1913291.246390__1.246390	1550024__G9RTW4__TQ39_08265
ERR1913291.246457__1.246457	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.246669__1.246669	821__D4VC51__M099_1508
ERR1913291.246948__1.246948	418240__C6JH11__ERS852523_02507
ERR1913291.247159__1.247159	821__A0A396F9T7__M097_3427
ERR1913291.247210__1.247210	28116__A0A139LKF7__DXA80_16100
ERR1913291.247214__1.247214	28116__A7LYG5__M089_5828
ERR1913291.247399__1.247399	216816__D6ZXD1__APC1461_0104
ERR1913291.247490__1.247490	28116__I8YA07__C5Z02_15915
ERR1913291.247742__1.247742	28026__A0A174CDN1__DXC83_09100
ERR1913291.247653__1.247653	39491__A0A396FQV7__T1815_10751
ERR1913291.247661__1.247661	556259__E5C690__BSGG_1431
ERR1913291.247671__1.247671	820__A0A174I980__gldH
ERR1913291.247796__1.247796	246787__A0A0P0GCH1__BACCELL_02793
ERR1913291.247822__1.247822	1262992__R5D4Q0__BN795_01630
ERR1913291.247833__1.247833	820__A0A3E4PYB0__yejM
ERR1913291.247866__1.247866	357276__B6VYT9__HMPREF1063_05030
ERR1913291.247877__1.247877	328814__GCA_004558275.1_00235
ERR1913291.247913__1.247913	28116__A0A3D2LPA1__CUY_3388
ERR1913291.247972__1.247972	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.247976__1.247976	471189__GCA_003340385.1_00701
ERR1913291.248136__1.248136	28117__B0MXQ6__ALIPUT_01917
ERR1913291.248162__1.248162	821__A6L0C7__ERS852556_03520
ERR1913291.248237__1.248237	338188__R6RT73__HMPREF1057_02828
ERR1913291.248245__1.248245	28116__A7LXT4__DXF98_03755
ERR1913291.248345__1.248345	40520__A0A395X2X5__C4886_03165
ERR1913291.248361__1.248361	28116__F7L4N5__BACOVA_00137
ERR1913291.248369__1.248369	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913291.248371__1.248371	28116__R6DIL2__DXD69_10970
ERR1913291.248402__1.248402	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913291.248421__1.248421	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913291.248679__1.248679	410072__A0A174K1D5__hscC
ERR1913291.248694__1.248694	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913291.248837__1.248837	246787__A0A3D6AXU9__BACCELL_01366
ERR1913291.248849__1.248849	471189__GCA_003340385.1_00722
ERR1913291.248866__1.248866	39491__A0A395ZKJ0__DXD13_11010
ERR1913291.248978__1.248978	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.249025__1.249025	1897011__A0A1Q6RE67__BHW41_04635
ERR1913291.249059__1.249059	39492__D4JR20__trmD
ERR1913291.249193__1.249193	28118__F9Z4Y7__DF785_06945
ERR1913291.249414__1.249414	28117__R7JJM9__ALIPUT_00662
ERR1913291.249501__1.249501	246787__A0A3D6AZX0__BACCELL_00122
ERR1913291.249517__1.249517	556259__I0PYM3__BSGG_5385
ERR1913291.249571__1.249571	28116__E5C3L8__DXF98_06270
ERR1913291.249595__1.249595	817__A0A016CCS1__CQW33_01259
ERR1913291.249640__1.249640	820__A0A139KG04__ERS852459_01249
ERR1913291.249612__1.249612	28118__F9Z8K4__Odosp_0843
