ERR1913279.29__1.29	363265__G6AYV3__HMPREF0673_01814
ERR1913279.150748__1.150748	820__A0A139KHX1__HMPREF2141_00289
ERR1913279.150754__1.150754	820__A0A139KJR5__M093_4469
ERR1913279.150761__1.150761	1262743__R5C054__BN727_01980
ERR1913279.150918__1.150918	214856__R6Z590__ERS852447_01059
ERR1913279.151078__1.151078	820__A0A3E4W9D9__B5G17_12400
ERR1913279.151256__1.151256	39492__D4JV86__spoIIE
ERR1913279.151215__1.151215	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913279.151540__1.151540	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913279.151573__1.151573	823__A0A395YZ10__NCTC11152_02955
ERR1913279.151698__1.151698	1262882__R5N1N6__BN519_00968
ERR1913279.151760__1.151760	817__D1JRG3__M076_0507
ERR1913279.151819__1.151819	33039__D4M6E9__ERS852390_02866
ERR1913279.152072__1.152072	214856__A0A174EJT5__mnmA
ERR1913279.152081__1.152081	39492__D4JX40__EUBSIR_00020
ERR1913279.152231__1.152231	853__A0A174C5M1__CGS58_04460
ERR1913279.152367__1.152367	820__A0A374Q854__HMPREF1073_03281
ERR1913279.152374__1.152374	214856__A0A174G1M7__ERS852559_00594
ERR1913279.152565__1.152565	1263000__R5EIH8__BN466_01210
ERR1913279.152647__1.152647	39492__D4JRM9__bglB_2
ERR1913279.152984__1.152984	216816__A0A396FVC5__BL71B_00290
ERR1913279.153191__1.153191	239935__A0A2N8HHY4__DEF40_10850
ERR1913279.153156__1.153156	84030__D4MSL7__B5F06_03920
ERR1913279.153481__1.153481	1735__B7CBP2__EUBIFOR_01617
ERR1913279.153562__1.153562	820__A0A3E4QZJ7__C801_01798
ERR1913279.153563__1.153563	1262929__R6EZP7__BN691_00230
ERR1913279.153661__1.153661	39492__D4JRL2__ERS852540_01608
ERR1913279.154293__1.154293	39492__D4JX87__EUBSIR_00361
ERR1913279.154451__1.154451	818__A0A3E5HGB5__ERS852511_02145
ERR1913279.154640__1.154640	239935__B2UNC5__B5G29_07685
ERR1913279.154744__1.154744	28052__A0A174IKM0__ERS852499_00833
ERR1913279.154874__1.154874	820__A0A174LJB2__HMPREF1072_04112
ERR1913279.155277__1.155277	820__A0A3E4W7J3__DXC07_00330
ERR1913279.155484__1.155484	1150298__R7JL35__ERS852498_02809
ERR1913279.155712__1.155712	821__A0A173XDD3__DXB82_17180
ERR1913279.155877__1.155877	28117__B0MVL2__BHV66_01645
ERR1913279.155960__1.155960	39492__B0MNQ2__EUBSIR_01459
ERR1913279.156051__1.156051	820__A7VAS1__HMPREF2141_03259
ERR1913279.156093__1.156093	39488__A0A174IFL3__DXD91_00270
ERR1913279.156229__1.156229	1263000__R5EKG2__BN466_02040
ERR1913279.156559__1.156559	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913279.156636__1.156636	239935__A0A2N8HTZ8__CXU09_01270
ERR1913279.156667__1.156667	165179__A0A229I9X5__CFT61_01205
ERR1913279.156680__1.156680	239935__A0A2N8I694__CXU04_06245
ERR1913279.156683__1.156683	820__A0A174QLF0__SAMN05444418_109151
ERR1913279.156907__1.156907	626940__E8LC93__DCQ00_09725
ERR1913279.157144__1.157144	33039__D4M6I1__nadB_2
ERR1913279.157243__1.157243	39492__B0MPL6__EUBSIR_01779
ERR1913279.157268__1.157268	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913279.157282__1.157282	214856__R6XKW1__ERS852559_01141
ERR1913279.157480__1.157480	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913279.157500__1.157500	33039__A0A174ZKC1__RTO_00250
ERR1913279.157555__1.157555	1160721__W0U979__BHW50_09935
ERR1913279.157697__1.157697	214856__A0A174A1J3__ERS852447_01000
ERR1913279.157743__1.157743	1463165__A0A1D3U1W6__BME69_03315
ERR1913279.157792__1.157792	818__A0A0N7I9H8__ERS852461_00040
ERR1913279.158047__1.158047	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913279.158112__1.158112	165179__R6BQP4__DXC61_02015
ERR1913279.158442__1.158442	165179__D1PGU8__PREVCOP_06463
ERR1913279.158773__1.158773	1896974__A0A1Q6H018__BHV77_13175
ERR1913279.158781__1.158781	823__A0A174DZM1__DDY96_10310
ERR1913279.158826__1.158826	1550024__G9RXY7__TQ39_00100
ERR1913279.158982__1.158982	1680__A0A087DHN0__AL0462_1532
ERR1913279.158961__1.158961	74426__nrdD
ERR1913279.159124__1.159124	46228__V8BLL4__HMPREF1202_02582
ERR1913279.159162__1.159162	28117__B0MT84__ALIPUT_00402
ERR1913279.159615__1.159615	214851__D1PSM4__SUBVAR_07407
ERR1913279.159673__1.159673	1262741__R6CHA1__BN697_01641
ERR1913279.159686__1.159686	28117__B0MXX2__ALIPUT_01984
ERR1913279.159718__1.159718	1680__A0A174BEE7__BSTER_1311
ERR1913279.159732__1.159732	1628085__A0A374VUP1__C7386_10971
ERR1913279.159866__1.159866	74426__groL
ERR1913279.160326__1.160326	360807__A0A396AJN5__ERS852392_00126
ERR1913279.160396__1.160396	39492__D4JR08__ERS852540_02467
ERR1913279.160424__1.160424	820__A0A174G065__DXB62_08975
ERR1913279.160484__1.160484	626932__G5H9D2__HMPREF9450_02218
ERR1913279.160589__1.160589	39492__B0MNL5__phoR_1
ERR1913279.160736__1.160736	39492__D4JV38__EUBSIR_01205
ERR1913279.160741__1.160741	418240__A0A174DNS5__ERS852478_02290
ERR1913279.160757__1.160757	28117__B0MXW9__ALIPUT_01981
ERR1913279.160769__1.160769	820__A0A3E4QZJ7__C801_01798
ERR1913279.160776__1.160776	28117__B0MTH2__ALIPUT_00061
ERR1913279.160929__1.160929	40518__R5DXI4__DXD86_07420
ERR1913279.161121__1.161121	239935__R6J9Y2__CXT85_07000
ERR1913279.161134__1.161134	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913279.161280__1.161280	28117__B0MYZ8__BHV66_04535
ERR1913279.161443__1.161443	28117__B0MT73__ALIPUT_00412
ERR1913279.161616__1.161616	1680__A0A0B5BKZ3__DXD60_01450
ERR1913279.161712__1.161712	214856__I3YMN6__Alfi_1938
ERR1913279.161881__1.161881	1535__A7VPV5__CLOLEP_00582
ERR1913279.162074__1.162074	216816__A0A2N0SME6__BLIF_1881
ERR1913279.162098__1.162098	47678__R5U2I4__ERS852558_03712
ERR1913279.162242__1.162242	40518__R5DZC6__mreC
ERR1913279.162438__1.162438	1680__A0A173Y6N7__yhaH
ERR1913279.162658__1.162658	33039__R6P284__spoIIIE
ERR1913279.162668__1.162668	1660__A7BAM0__NCTC9935_00774
ERR1913279.162771__1.162771	216816__A0A133LQN7__BL15B_00780
ERR1913279.162857__1.162857	74426__asnS
ERR1913279.162872__1.162872	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913279.162877__1.162877	1393034__GCA_001552785.1_00728
ERR1913279.163126__1.163126	214856__A0A173ZZ16__umuC_2
ERR1913279.163306__1.163306	1150298__A0A174DSD1__dacB_3
ERR1913279.163360__1.163360	28116__F7LC60__AA414_00422
ERR1913279.163449__1.163449	1680__R5GPK0__B0487_0620
ERR1913279.163472__1.163472	1463165__A0A1D3U2A3__B6J19_09080
ERR1913279.163573__1.163573	28117__B0MXR1__BHV66_08035
ERR1913279.163612__1.163612	39492__D4JUL3__nreC_2
ERR1913279.163908__1.163908	1262911__R6HG37__BN557_01341
ERR1913279.163947__1.163947	820__R9I2U8__DXC68_09590
ERR1913279.163961__1.163961	823__D0TCC2__HMPREF1075_01590
ERR1913279.164065__1.164065	1463165__A0A377U318__evgS
ERR1913279.164287__1.164287	28117__B0MXG8__ALIPUT_01814
ERR1913279.164320__1.164320	544644__GCA_001915615.1_00036
ERR1913279.164821__1.164821	214856__A0A175A6T5__ERS852447_02658
ERR1913279.164908__1.164908	214856__A0A174Z2J8__ERS852447_00942
ERR1913279.165113__1.165113	138595__GCF_000468755.1_01311
ERR1913279.165351__1.165351	214856__A0A174H3U9__ERS852559_00612
ERR1913279.165353__1.165353	1262741__R6CK48__BN697_00486
ERR1913279.165404__1.165404	487174__R5FN40__HMPREF9448_01366
ERR1913279.165387__1.165387	1535__A7VRY3__CH238_12035
ERR1913279.165488__1.165488	818__A0A2J6AAG0__C5Z03_04510
ERR1913279.166131__1.166131	214856__A0A174FWM7__ERS852559_00590
ERR1913279.166222__1.166222	820__A0A174QLF0__SAMN05444418_109151
ERR1913279.166673__1.166673	214856__A0A174A257__ERS852447_01007
ERR1913279.166813__1.166813	46228__B5CP91__RUMLAC_01282
ERR1913279.166925__1.166925	820__A0A174M9V5__M093_0237
ERR1913279.166975__1.166975	853__A0A2A7B1Y7__C7K05_11930
ERR1913279.167020__1.167020	544644__GCA_001915615.1_02006
ERR1913279.167146__1.167146	246787__A0A0P0G254__axeA1_2
ERR1913279.167185__1.167185	823__A0A395Z0N9__DHW69_05890
ERR1913279.167268__1.167268	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913279.167712__1.167712	214856__R6XKT4__ERS852559_01719
ERR1913279.167881__1.167881	820__A0A173YYG4__evgS_3
ERR1913279.167897__1.167897	39491__C4ZC33__DXC13_11585
ERR1913279.167964__1.167964	39492__A0A174ZL16__EUBSIR_01269
ERR1913279.168009__1.168009	214856__I3YMC8__ERS852447_02666
ERR1913279.168536__1.168536	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913279.168580__1.168580	47678__R5U8P0__DW706_15950
ERR1913279.168653__1.168653	39485__R5ZZA6__ERS852490_00168
ERR1913279.168714__1.168714	820__A0A174LJB2__HMPREF1072_04112
ERR1913279.168872__1.168872	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913279.168935__1.168935	46228__B5CPX5__RUMLAC_01520
ERR1913279.169131__1.169131	47678__A5ZEP5__CGC64_03450
ERR1913279.169134__1.169134	820__A0A174CK74__DXB48_07060
ERR1913279.169182__1.169182	357276__A0A0K2HG61__BACDOR_02028
ERR1913279.169231__1.169231	1262989__R6Y8C1__BN815_01420
ERR1913279.169341__1.169341	626940__E8LE49__DCQ00_07135
ERR1913279.169350__1.169350	46228__V8BLJ0__DXD17_08675
ERR1913279.169643__1.169643	1262882__R5MKW1__BN519_00390
ERR1913279.169831__1.169831	28117__B0MTS2__ALIPUT_00159
ERR1913279.169895__1.169895	28117__B0N028__BHV66_05935
ERR1913279.169971__1.169971	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913279.170088__1.170088	818__A0A174N1L6__ERS852511_02039
ERR1913279.170110__1.170110	820__A0A139KG60__M094_2679
ERR1913279.170121__1.170121	116085__D4J7I0__DW747_10260
ERR1913279.170138__1.170138	216816__D6DC91__DXC72_07710
ERR1913279.170271__1.170271	33039__R6P9Z4__ERS852502_00114
ERR1913279.170349__1.170349	214856__I3YMC8__ERS852447_02666
ERR1913279.170357__1.170357	1550024__G9RTA6__TQ39_10970
ERR1913279.170435__1.170435	39492__R6SPM9__pheT
ERR1913279.170568__1.170568	216816__A0A083X5W4__HMPREF0177_01593
ERR1913279.170776__1.170776	28117__B0MWX3__BHV66_03010
ERR1913279.171012__1.171012	28117__B0MU76__ALIPUT_00202
ERR1913279.170921__1.170921	33039__A0A174YIE5__soxS_4
ERR1913279.171034__1.171034	214856__A0A174A1J3__ERS852447_01000
ERR1913279.171093__1.171093	1550024__G9RTW5__TQ39_08270
ERR1913279.171214__1.171214	544644__GCA_001915615.1_00013
ERR1913279.171262__1.171262	853__D4JY61__C4N21_10560
ERR1913279.171271__1.171271	1150298__R7JUS5__soxS_1
ERR1913279.171457__1.171457	1680__A0A174BEE7__BSTER_1311
ERR1913279.171549__1.171549	28117__B0MUX7__ALIPUT_00918
ERR1913279.171654__1.171654	74426__infB
ERR1913279.171666__1.171666	820__A0A174TRB5__DXD40_11305
ERR1913279.171787__1.171787	328814__GCA_004558275.1_00074
ERR1913279.171853__1.171853	820__R9HUV5__HMPREF2141_02582
ERR1913279.172131__1.172131	1262911__R6H2B5__BN557_01151
ERR1913279.172081__1.172081	1965537__A0A1Y4WP85__B5E42_07245
ERR1913279.172177__1.172177	820__A0A174G065__DXB62_08975
ERR1913279.172189__1.172189	820__A0A174RFI5__SAMN05444418_12240
ERR1913279.172238__1.172238	40518__R5DSI5__fieF
ERR1913279.172278__1.172278	820__A0A174TRB5__DXD40_11305
ERR1913279.172449__1.172449	410072__C0BAS6__ERS852481_01274
ERR1913279.172659__1.172659	33039__D4M379__selB
ERR1913279.172882__1.172882	33039__A0A174VX97__ERS852530_02623
ERR1913279.173030__1.173030	239935__R7E524__CXT91_06180
ERR1913279.173200__1.173200	818__A0A3E5HHL6__C799_04659
ERR1913279.173215__1.173215	1680__A0A087DKM6__B0042_0664
ERR1913279.173317__1.173317	1262929__R6F825__BN691_00333
ERR1913279.173470__1.173470	853__A0A173YYY4__DWZ04_09420
ERR1913279.173540__1.173540	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913279.173715__1.173715	28117__R7JR95__ALIPUT_01367
ERR1913279.173802__1.173802	40518__R5DME2__DXD86_07315
ERR1913279.173912__1.173912	1680__A0A374QDL4__LMG18897_0432
ERR1913279.173926__1.173926	33039__R6PAH6__ERS852577_01830
ERR1913279.174115__1.174115	1535__A7VPV5__CLOLEP_00582
ERR1913279.174341__1.174341	28117__B0MZ50__ALIPUT_02424
ERR1913279.174420__1.174420	446660__GCA_003428235.1_01642
ERR1913279.174429__1.174429	46228__B5CP87__HMPREF1202_02330
ERR1913279.174650__1.174650	328814__GCA_004558275.1_00035
ERR1913279.174621__1.174621	214856__A0A174FZ29__ERS852559_00600
ERR1913279.174630__1.174630	214856__I3YPI7__pepD_1
ERR1913279.174681__1.174681	762211__A0A087DH98__BSTEL_1561
ERR1913279.174785__1.174785	28117__B0MTY2__BHV66_06485
ERR1913279.174790__1.174790	214856__A0A174FY71__ERS852559_01033
ERR1913279.174809__1.174809	46228__V8BLW9__DXD17_14090
ERR1913279.174961__1.174961	33039__A0A174ZHW3__ERS852424_00452
ERR1913279.175023__1.175023	1550024__G9RXY7__TQ39_00100
ERR1913279.175188__1.175188	214856__A0A174H3U9__ERS852559_00612
ERR1913279.175232__1.175232	820__R9I2U8__DXC68_09590
ERR1913279.175446__1.175446	1680__A0A174BEE7__BSTER_1311
ERR1913279.175545__1.175545	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913279.175647__1.175647	823__D7IUM6__M091_1082
ERR1913279.175703__1.175703	39492__D4JQU2__EUBSIR_01294
ERR1913279.175839__1.175839	1262911__R6GIB9__BN557_01439
ERR1913279.175855__1.175855	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913279.175787__1.175787	853__A0A2A7B1Y7__C7K05_11930
ERR1913279.176089__1.176089	820__A0A139KA34__B5G17_05520
ERR1913279.176178__1.176178	28117__R7JPX7__BHV66_00900
ERR1913279.176203__1.176203	39492__D4JU81__xseA
ERR1913279.176274__1.176274	165179__A0A3E5E643__DXB80_06030
ERR1913279.176342__1.176342	820__I9A4U7__DHU98_12785
ERR1913279.176352__1.176352	74426__groL
ERR1913279.176387__1.176387	165179__D1PHM6__DXC61_06700
ERR1913279.176412__1.176412	39491__A0A395ZG74__licR
ERR1913279.176416__1.176416	1263107__GCA_000436995.1_00213
ERR1913279.176571__1.176571	818__A0A3E5HDS4__BJP75_002620
ERR1913279.176576__1.176576	28117__B0MSR5__BHV66_02095
ERR1913279.176694__1.176694	820__A0A374Q854__HMPREF1073_03281
ERR1913279.176717__1.176717	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913279.177367__1.177367	33039__A0A173RPT9__ERS852502_02389
ERR1913279.177445__1.177445	1262911__R6H174__BN557_01246
ERR1913279.177548__1.177548	214856__A0A174ZJU0__ERS852559_00619
ERR1913279.177617__1.177617	626940__E8LDK5__DCQ00_02560
ERR1913279.177814__1.177814	853__A0A173YYY4__DWZ04_09420
ERR1913279.177847__1.177847	1262911__R6H0U7__BN557_01104
ERR1913279.178221__1.178221	363265__R7H4Q1__HMPREF0673_02505
ERR1913279.178316__1.178316	1262911__R6GMS3__BN557_00579
ERR1913279.178339__1.178339	28117__B0MXW9__ALIPUT_01981
ERR1913279.178451__1.178451	28117__B0MWC6__BHV66_00965
ERR1913279.178864__1.178864	820__A0A174M9V5__M093_0237
ERR1913279.178897__1.178897	2026240__group_591
ERR1913279.179053__1.179053	820__A0A3E4W980__M093_3873
ERR1913279.179064__1.179064	46228__B5CL07__DXD17_04190
ERR1913279.179300__1.179300	328814__GCA_004558275.1_00234
ERR1913279.179343__1.179343	78535__A0A380M958__NCTC1080_01999
ERR1913279.179520__1.179520	820__A7VAR9__ERS852421_00197
ERR1913279.179613__1.179613	216816__C2GTH2__CE159_03580
ERR1913279.179624__1.179624	1263000__R5EKG2__BN466_02040
ERR1913279.179765__1.179765	2108523__A0A2P2F3W3__LAWASA_692
ERR1913279.179766__1.179766	46228__V8CE24__thiD
ERR1913279.179872__1.179872	1150298__A0A174CCD5__ERS852406_01310
ERR1913279.179916__1.179916	817__D1JL38__M147_1752
ERR1913279.180155__1.180155	626940__E8LBE7__BN587_01102
ERR1913279.180318__1.180318	1262924__R7HLK0__BN585_01496
ERR1913279.180376__1.180376	626940__E8LG74__BN587_01686
ERR1913279.180418__1.180418	2108523__A0A2P2FE85__LAWASA_4404
ERR1913279.180420__1.180420	239935__R6JCH3__CXT95_08205
ERR1913279.180520__1.180520	357276__B6W5Q7__DXD47_13945
ERR1913279.180636__1.180636	853__A0A173SUU8__CGS54_06840
ERR1913279.180800__1.180800	214856__A0A175A6T5__ERS852447_02658
ERR1913279.180917__1.180917	28117__R7JIJ8__BHV66_01635
ERR1913279.181106__1.181106	35833__E5Y305__HMPREF0179_00566
ERR1913279.181117__1.181117	820__A0A139KG04__ERS852459_01249
ERR1913279.181311__1.181311	239935__A0A2N8I694__CXU04_06245
ERR1913279.181447__1.181447	410072__C0B8H9__ERS852481_01810
ERR1913279.181539__1.181539	214856__A0A174FZ29__ERS852559_00600
ERR1913279.181561__1.181561	1550024__G9RZ99__TQ39_02720
ERR1913279.181634__1.181634	820__A0A174F696__macB_13
ERR1913279.181693__1.181693	239935__A0A2N8I6R6__CXU04_04335
ERR1913279.181913__1.181913	820__A0A174CG08__DXB62_13215
ERR1913279.182067__1.182067	28116__I9SW74__BACOVA_04237
ERR1913279.182616__1.182616	46228__V8CAH7__HMPREF1202_00795
ERR1913279.182662__1.182662	246787__R6KCH8__csbC
ERR1913279.182721__1.182721	165179__A0A3E5EBV0__DXB80_01745
ERR1913279.182734__1.182734	28117__B0MU58__BHV66_05630
ERR1913279.182746__1.182746	387661__B7B994__HMPREF1077_03140
ERR1913279.182775__1.182775	626940__E8LCL7__BN587_01653
ERR1913279.182892__1.182892	214856__A0A174EJT5__mnmA
ERR1913279.182982__1.182982	214856__A0A174FZ29__ERS852559_00600
ERR1913279.183644__1.183644	328814__GCA_004558275.1_01744
ERR1913279.183756__1.183756	823__D7IV95__DXC05_09565
ERR1913279.184014__1.184014	487174__K0WUM9__HMPREF9448_02608
ERR1913279.184197__1.184197	214856__R6XUN2__rcsC_1
ERR1913279.184267__1.184267	820__A0A3E4QZJ7__C801_01798
ERR1913279.184620__1.184620	1680__A1A0V3__C8077_03025
ERR1913279.184645__1.184645	1099853__G9S127__NSB1T_01845
ERR1913279.184855__1.184855	1680__A0A087DHN0__AL0462_1532
ERR1913279.184948__1.184948	357276__A0A076J726__IY41_15030
ERR1913279.185075__1.185075	1262989__R6YB09__BN815_02223
ERR1913279.185192__1.185192	214856__R6Z5D0__resA_4
ERR1913279.185361__1.185361	214856__A0A174G0N0__ERS852447_02436
ERR1913279.185383__1.185383	165179__A0A3E5EAI4__DXC61_10445
ERR1913279.185526__1.185526	820__A0A139KH21__DXC80_01780
ERR1913279.185489__1.185489	487174__K0WZA7__DDY40_11890
ERR1913279.185923__1.185923	1680__R5GZJ8__BSTER_1195
ERR1913279.185964__1.185964	544644__GCA_001915615.1_01047
ERR1913279.186079__1.186079	28117__B0MXQ6__ALIPUT_01917
ERR1913279.186081__1.186081	1849041__A0A3E2SN96__DW086_14205
ERR1913279.186233__1.186233	374840__GeneID:2546403
ERR1913279.186248__1.186248	820__A0A174A6K0__M093_0079
ERR1913279.186378__1.186378	626940__E8LG81__BHW43_02530
ERR1913279.186477__1.186477	1896974__A0A1Q6H018__BHV77_13175
ERR1913279.186665__1.186665	823__A0A174MNW4__M091_0199
ERR1913279.186965__1.186965	1160721__R6TF33__sig6
ERR1913279.187458__1.187458	214856__A0A173ZZ16__umuC_2
ERR1913279.187714__1.187714	1680__A0A1V8QAM8__BIFADO_02272
ERR1913279.187806__1.187806	357276__I9R994__BACDOR_04044
ERR1913279.187872__1.187872	39492__D4JRY3__EUBSIR_01473
ERR1913279.188029__1.188029	40518__R5E426__DXD93_04485
ERR1913279.188062__1.188062	820__A0A374Q8T2__DXB64_16190
ERR1913279.188172__1.188172	1262736__R5Y5R3__BN496_00674
ERR1913279.188209__1.188209	28117__R7JG17__ALIPUT_01859
ERR1913279.188315__1.188315	40518__R5DZC6__mreC
ERR1913279.188443__1.188443	214856__A0A174EQR4__rsmA
ERR1913279.188925__1.188925	147206__GCF_000156215.1_01776
ERR1913279.188997__1.188997	820__R7E9Z4__DXC68_06065
ERR1913279.188960__1.188960	820__A0A374Q4X1__HMPREF2141_02370
ERR1913279.189159__1.189159	572010__group_1550
ERR1913279.189251__1.189251	40518__R5DZC6__mreC
ERR1913279.189291__1.189291	853__A0A329UEG4__CHR60_00585
ERR1913279.189309__1.189309	821__A0A0P0L952__M097_4235
ERR1913279.189439__1.189439	165179__A0A174SA26__PREVCOP_05758
ERR1913279.189498__1.189498	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913279.189509__1.189509	387661__K5ZQY6__B5F96_11410
ERR1913279.189524__1.189524	165179__R6CNX7__DXB80_02200
ERR1913279.189779__1.189779	33039__R6PZ42__mprA_2
ERR1913279.189965__1.189965	357276__I9QBT4__GV66_09000
ERR1913279.189972__1.189972	214856__A0A173YXX1__ERS852559_01651
ERR1913279.189867__1.189867	1965537__A0A1Y4WD37__B5E42_14210
ERR1913279.190049__1.190049	1680__A0A2R4G1K8__BBMN23_0315
ERR1913279.190134__1.190134	28117__B0MT86__BHV66_02450
ERR1913279.190241__1.190241	820__A0A3E5BMG9__DXD40_05130
ERR1913279.190276__1.190276	387661__K5YII0__PRABACTJOHN_03131
ERR1913279.190441__1.190441	820__R9HXK9__DXB62_08265
ERR1913279.190449__1.190449	1262929__R6FQI0__BN691_01125
ERR1913279.190644__1.190644	28117__B0MUL5__ALIPUT_00722
ERR1913279.190926__1.190926	817__A0A395WHI5__M113_3549
ERR1913279.190982__1.190982	39492__D4JSU6__dacB_3
ERR1913279.191214__1.191214	291645__I8WZT8__HMPREF1068_04327
ERR1913279.191428__1.191428	1262911__R6GKS1__BN557_00184
ERR1913279.191539__1.191539	1262989__R6YGB8__BN815_00667
ERR1913279.191556__1.191556	246787__A0A0P0GK12__BcellWH2_04154
ERR1913279.191607__1.191607	374840__GeneID:2546403
ERR1913279.191621__1.191621	214856__R6XUN2__rcsC_1
ERR1913279.191944__1.191944	820__A0A3E4RUC4__DHU98_02635
ERR1913279.192012__1.192012	1262929__R6ETI0__BN691_00865
ERR1913279.192223__1.192223	817__A0A015NVK9__HMPREF1204_01972
ERR1913279.192460__1.192460	410072__C0B733__ERS852525_00482
ERR1913279.192471__1.192471	166486__D4L337__msbA_4
ERR1913279.192551__1.192551	820__R9I2U8__DXC68_09590
ERR1913279.192560__1.192560	363265__R6F9Q7__HMPREF0673_00179
ERR1913279.192829__1.192829	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.192886__1.192886	1550024__A0A3B9WIB6__TQ39_08435
ERR1913279.193000__1.193000	1680__R5GMB5__AD0028_1137
ERR1913279.193164__1.193164	626932__G5HA68__HMPREF9450_01533
ERR1913279.193218__1.193218	28117__B0MY36__BHV66_05185
ERR1913279.193256__1.193256	328814__GCA_004558275.1_00835
ERR1913279.193358__1.193358	820__A0A396EUV1__B5G17_06465
ERR1913279.193413__1.193413	394340__hgdC
ERR1913279.193557__1.193557	28117__B0MWP2__ALIPUT_01468
ERR1913279.193832__1.193832	28117__B0MTY2__BHV66_06485
ERR1913279.193961__1.193961	374840__GeneID:2546403
ERR1913279.194056__1.194056	74426__group_1871
ERR1913279.194286__1.194286	817__F7LVE5__HMPREF1066_03880
ERR1913279.194367__1.194367	1499973__S1LIV6__C4A13_03464
ERR1913279.194505__1.194505	147206__GCF_000156215.1_01773
ERR1913279.194513__1.194513	853__A0A2A7B9I6__DW855_13690
ERR1913279.194523__1.194523	29361__B6FLM7__CLONEX_01049
ERR1913279.194653__1.194653	28117__B0MTI4__ALIPUT_00084
ERR1913279.194744__1.194744	28117__B0MYI9__BHV66_05415
ERR1913279.194885__1.194885	165179__A0A174W369__PREVCOP_04548
ERR1913279.195098__1.195098	301302__A0A173QV75__M72_03601
ERR1913279.195078__1.195078	823__A0A174UR44__M095_2641
ERR1913279.195115__1.195115	33039__A0A173TYC0__cobB_2
ERR1913279.195124__1.195124	823__C7XBX3__HMPREF1059_03212
ERR1913279.195381__1.195381	821__A0A174V2F3__NCTC10583_01474
ERR1913279.195643__1.195643	1150298__A0A174IJY8__ERS852498_03324
ERR1913279.195767__1.195767	823__A0A174UI22__CF162_13840
