ERR1913264.104__1.104	487174__K0X079__DIT83_00640
ERR1913264.237843__1.237843	1262922__R6E5W2__BN487_01361
ERR1913264.237964__1.237964	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913264.238117__1.238117	1262933__R7PA35__BN736_00496
ERR1913264.238178__1.238178	160404__R6PN04__B5G26_15035
ERR1913264.238286__1.238286	1965537__A0A1Y4WPK4__B5E42_06685
ERR1913264.238253__1.238253	39491__A0A396FNY7__LD38_16155
ERR1913264.238254__1.238254	821__E5UY21__C800_02204
ERR1913264.238525__1.238525	33039__D4M4Y2__ERS852390_00147
ERR1913264.238608__1.238608	46503__R6WUT7__NCTC13052_01657
ERR1913264.238669__1.238669	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913264.238842__1.238842	39491__A0A174K9A3__DXB69_07785
ERR1913264.239133__1.239133	39491__A0A395ZGU6__ERS852417_01456
ERR1913264.239237__1.239237	487174__K0X1D9__HMPREF9448_00919
ERR1913264.239286__1.239286	1262933__R7P924__BN736_01166
ERR1913264.239464__1.239464	46503__R6Y0Q3__DCY29_15880
ERR1913264.239485__1.239485	39491__D6E408__EUBREC_1466
ERR1913264.239537__1.239537	487174__K0WZ94__HMPREF9448_00984
ERR1913264.239543__1.239543	357276__B6W1J2__BACDOR_03380
ERR1913264.239892__1.239892	1263000__R5EHB0__BN466_01647
ERR1913264.239931__1.239931	39491__A0A396FIU1__DXC13_07905
ERR1913264.240044__1.240044	1262933__R7P8U6__BN736_01079
ERR1913264.240616__1.240616	1150298__A0A174C0B7__ERS852406_01193
ERR1913264.240686__1.240686	328812__A0A0F5JH27__HMPREF1535_01537
ERR1913264.240856__1.240856	28117__B0MTY2__BHV66_06485
ERR1913264.240973__1.240973	410072__C0BC38__ERS852574_02017
ERR1913264.240979__1.240979	853__E2ZJT1__C4N23_03535
ERR1913264.241142__1.241142	28116__I9ST00__M088_5588
ERR1913264.241191__1.241191	823__A0A395Z066__M091_0663
ERR1913264.241471__1.241471	1262922__R6E0Y8__BN487_00893
ERR1913264.241551__1.241551	28117__B0MTV3__BHV66_06405
ERR1913264.241817__1.241817	39491__A0A173U0X0__DXB72_05865
ERR1913264.242005__1.242005	39491__D6E555__DXB99_06765
ERR1913264.242077__1.242077	39485__A0A174ZJ84__EUBELI_00107
ERR1913264.242081__1.242081	28117__B0MYI9__BHV66_05415
ERR1913264.242090__1.242090	39491__A0A396FGM9__fliU_1
ERR1913264.242122__1.242122	1262933__R7PCN5__BN736_00717
ERR1913264.242138__1.242138	1150298__R7JRT0__ERS852498_01068
ERR1913264.242262__1.242262	2108523__A0A2P2FCM1__LAWASA_3821
ERR1913264.242296__1.242296	301302__A0A0M6WCT0__M72_03221
ERR1913264.242477__1.242477	39491__A0A396FKI6__mltF
ERR1913264.242767__1.242767	1965660__A0A1Y3SHM7__B5G34_10405
ERR1913264.242743__1.242743	39491__A0A396FMT0__EUBREC_3020
ERR1913264.242803__1.242803	301302__R5V5K3__M72_10541
ERR1913264.242821__1.242821	1262922__R6E4S1__BN487_00090
ERR1913264.242877__1.242877	39491__A0A395V5R3__EUBREC_1883
ERR1913264.242894__1.242894	1965538__A0A1Y4W145__B5E43_13055
ERR1913264.242956__1.242956	357276__C3R9Y0__HMPREF1064_01889
ERR1913264.242970__1.242970	46503__R6X0L4__DXB61_05325
ERR1913264.243004__1.243004	40518__R5DW64__RBL236_01394
ERR1913264.243086__1.243086	28117__R7JIJ8__BHV66_01635
ERR1913264.243438__1.243438	28117__R7JJM9__ALIPUT_00662
ERR1913264.243662__1.243662	39491__A0A0M6WNS5__DXC13_02015
ERR1913264.243701__1.243701	1262989__R6ZJ45__BN815_01698
ERR1913264.243754__1.243754	1262922__R6E4Q0__BN487_01510
ERR1913264.243980__1.243980	487174__K0X177__HMPREF9448_00818
ERR1913264.244045__1.244045	1262922__R6ECX9__BN487_01332
ERR1913264.244175__1.244175	301302__A0A173T929__M72_26841
ERR1913264.244441__1.244441	46228__B5CQI4__RUMLAC_01730
ERR1913264.244549__1.244549	1501391__GCA_000786575.1_00151
ERR1913264.244612__1.244612	487174__R5FJY1__DDY40_07045
ERR1913264.244625__1.244625	1262922__R6DZK5__BN487_00713
ERR1913264.244574__1.244574	1262922__R6EDI1__BN487_01092
ERR1913264.244671__1.244671	1262933__R7PF93__BN736_00841
ERR1913264.244885__1.244885	39491__A0A395UYL9__ERS852417_00624
ERR1913264.244899__1.244899	1262873__R6W9X8__BN605_00063
ERR1913264.244968__1.244968	214856__A0A173YE57__ERS852559_00126
ERR1913264.245121__1.245121	1262922__R6EAK5__BN487_00566
ERR1913264.245193__1.245193	556259__I0PXW0__BSGG_5187
ERR1913264.245254__1.245254	820__A0A374Q8T2__DXB64_16190
ERR1913264.245304__1.245304	160404__A0A1M6L7L3__SAMN02745138_00301
ERR1913264.245460__1.245460	821__A0A395UNT8__DXD64_15275
ERR1913264.245470__1.245470	39491__A0A395ZHH5__ERS852497_02076
ERR1913264.245497__1.245497	39491__A0A174EQV2__DXB69_10230
ERR1913264.245499__1.245499	1150298__R7JRT0__ERS852498_01068
ERR1913264.245507__1.245507	28117__B0MWP2__ALIPUT_01468
ERR1913264.245805__1.245805	39491__A0A396FSR4__ERS852580_02287
ERR1913264.245807__1.245807	1262989__R6Y7N9__BN815_01311
ERR1913264.245808__1.245808	1262992__R5DCV6__BN795_00412
ERR1913264.246025__1.246025	39491__A0A173SH34__EUR_24920
ERR1913264.246080__1.246080	39491__A0A395UZ82__EUR_31520
ERR1913264.246129__1.246129	39491__C4ZGN3__DXB99_14175
ERR1913264.246215__1.246215	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913264.246367__1.246367	46228__B5CPF2__RUMLAC_01345
ERR1913264.246339__1.246339	39491__A0A0M6WWT1__dus_2
ERR1913264.247089__1.247089	823__A0A174PDQ0__DXC05_08200
ERR1913264.247216__1.247216	1262922__R6E219__BN487_00678
ERR1913264.247295__1.247295	292800__A0A174J0P6__ADH75_07005
ERR1913264.247565__1.247565	823__A0A395YSW8__CF162_05645
ERR1913264.247608__1.247608	823__K6AMD2__B5F32_04565
ERR1913264.247710__1.247710	1501391__GCA_000786575.1_00065
ERR1913264.247719__1.247719	39491__A0A395ZHW9__DXC13_02590
ERR1913264.247865__1.247865	823__A0A355XGQ3__prmC
ERR1913264.247892__1.247892	821__I9R3W6__DXC16_12455
ERR1913264.248167__1.248167	821__A0A396ER29__ERS852457_02298
ERR1913264.248242__1.248242	1965537__A0A1Y4WQC6__B5E42_02480
ERR1913264.248294__1.248294	823__D7IV95__DXC05_09565
ERR1913264.248527__1.248527	823__A0A078TL61__ERS852429_00610
ERR1913264.248767__1.248767	821__A0A174WBC9__ERS852556_03145
ERR1913264.248809__1.248809	328814__GCA_004558275.1_00129
ERR1913264.248844__1.248844	1262922__R6EEH5__BN487_01593
ERR1913264.248881__1.248881	39491__A0A395ZHV7__ykvU
ERR1913264.248824__1.248824	823__D0TCC2__HMPREF1075_01590
ERR1913264.249026__1.249026	1150298__A0A174HYM9__ERS852406_01664
ERR1913264.249233__1.249233	39491__C4ZCH3__EUR_17560
ERR1913264.249269__1.249269	39491__A0A396FF17__EUR_31400
ERR1913264.249854__1.249854	39491__A0A395ZHW9__DXC13_02590
ERR1913264.249963__1.249963	291645__I8WZT8__HMPREF1068_04327
ERR1913264.249988__1.249988	28117__B0MY45__ALIPUT_02164
ERR1913264.250118__1.250118	40518__R5DNI6__RBATCC27255_00844
ERR1913264.250181__1.250181	39491__A0A396FGM9__fliU_1
ERR1913264.250327__1.250327	1501391__GCA_000786575.1_00115
ERR1913264.251019__1.251019	818__A0A3E5HHE1__Btheta7330_00796
ERR1913264.251056__1.251056	823__E1YSG0__DHP27_00465
ERR1913264.251105__1.251105	1262980__R5C0H7__BN814_00054
ERR1913264.251113__1.251113	853__R6QDR1__C4N27_08170
ERR1913264.251246__1.251246	556259__E5CDE4__BSGG_3467
ERR1913264.251377__1.251377	1262933__R7PCZ4__BN736_00844
ERR1913264.251430__1.251430	1262922__R6E3S7__BN487_01394
ERR1913264.251516__1.251516	1501391__GCA_000786575.1_00131
ERR1913264.251684__1.251684	214856__I3YPI7__pepD_1
ERR1913264.251926__1.251926	39491__C4ZD70__LD38_03510
ERR1913264.252697__1.252697	39491__D4JMW8__ERS852497_01971
ERR1913264.252760__1.252760	1262933__R7PCN4__BN736_01780
ERR1913264.252926__1.252926	39491__A0A396FP46__cobD_2
ERR1913264.252959__1.252959	28117__B0MYW7__ALIPUT_02336
ERR1913264.252946__1.252946	1965537__A0A1Y4WGE4__B5E42_12740
ERR1913264.253284__1.253284	28117__B0MTV3__BHV66_06405
ERR1913264.253328__1.253328	147206__GCF_000156215.1_01108
ERR1913264.253415__1.253415	821__A0A395UNT8__DXD64_15275
ERR1913264.253659__1.253659	44742__A0A0X8JL56__AXF13_10980
ERR1913264.253714__1.253714	46228__B5CPY3__DXD17_03535
ERR1913264.253747__1.253747	1501391__GCA_000786575.1_00115
ERR1913264.253759__1.253759	823__A0A355XIK0__CEQ22_011965
ERR1913264.253826__1.253826	1262922__R6EG11__BN487_01517
ERR1913264.253884__1.253884	40518__R5DZB3__RB5AMG_01719
ERR1913264.254053__1.254053	1262911__R6H177__BN557_01251
ERR1913264.254568__1.254568	1150298__R7JTY5__ERS852406_02079
ERR1913264.254493__1.254493	853__A0A2A7B9I6__DW855_13690
ERR1913264.254498__1.254498	853__A0A173T751__C4N24_10280
ERR1913264.254658__1.254658	46503__R6X0R5__DXB85_12380
ERR1913264.254668__1.254668	1262933__R7PAM8__BN736_01657
ERR1913264.254820__1.254820	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913264.254876__1.254876	39491__D6E555__DXB99_06765
ERR1913264.255111__1.255111	823__C7XA51__BDI_0499
ERR1913264.255269__1.255269	39491__A0A396FNY7__LD38_16155
ERR1913264.255289__1.255289	2108523__A0A2P2FCF6__LAWASA_3740
ERR1913264.255339__1.255339	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913264.255347__1.255347	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913264.255516__1.255516	487174__R5EP60__DIT83_09045
ERR1913264.255679__1.255679	1150298__R7JRU1__degA_3
ERR1913264.255858__1.255858	39485__A0A174Z7G5__EUBELI_01168
ERR1913264.255941__1.255941	544645__A0A1U7LAX8__DXC42_11245
ERR1913264.256017__1.256017	39491__C4ZC33__DXC13_11585
ERR1913264.256153__1.256153	2137880__A0A316NM61__DBY21_08225
ERR1913264.256199__1.256199	46503__R6X5E7__PARMER_00245
ERR1913264.256790__1.256790	39491__A0A396FJJ9__DXB76_11995
ERR1913264.257198__1.257198	1262922__R6ETB6__BN487_00396
ERR1913264.257281__1.257281	33039__D4M0U9__mucD
ERR1913264.257347__1.257347	1262922__R6E9J4__BN487_00738
ERR1913264.257765__1.257765	28117__B0MTY2__BHV66_06485
ERR1913264.258056__1.258056	46503__A7AFM3__HMPREF1078_00209
ERR1913264.258345__1.258345	39491__A0A396FRK0__ERS852417_00541
ERR1913264.258349__1.258349	1262922__R6E3S7__BN487_01394
ERR1913264.258496__1.258496	172901__A0A2U1ARD1__C8D82_12318
ERR1913264.258519__1.258519	853__A8SCP3__C4N26_07960
ERR1913264.258616__1.258616	106588__A6P303__BACCAP_04887
ERR1913264.258904__1.258904	214856__I3YMN6__Alfi_1938
ERR1913264.258939__1.258939	821__A0A174NVL6__NCTC10583_01782
ERR1913264.259075__1.259075	46503__R6X0L4__DXB61_05325
ERR1913264.259300__1.259300	410072__C0BEV2__ERS852525_03010
ERR1913264.259377__1.259377	28117__B0MY40__BHV66_05170
ERR1913264.259566__1.259566	39485__C4Z6N2__EUBELI_20479
ERR1913264.259662__1.259662	39491__D4JMW8__ERS852497_01971
ERR1913264.259696__1.259696	1550024__A0A0W7TT94__TQ39_11150
ERR1913264.259983__1.259983	2137880__A0A316NQX2__DBY21_08720
ERR1913264.260187__1.260187	1263000__R5EI35__BN466_01649
ERR1913264.260198__1.260198	1965537__A0A1Y4WET0__B5E42_13755
ERR1913264.260210__1.260210	552398__F4XCR9__HMPREF0866_01636
ERR1913264.260284__1.260284	1262933__R7PF86__BN736_00896
ERR1913264.260326__1.260326	1550024__A0A3B9WJ68__TQ39_07150
ERR1913264.260454__1.260454	853__A0A173XRA8__CGS56_09290
ERR1913264.260480__1.260480	39491__C4ZHS4__EUR_24420
ERR1913264.260702__1.260702	39491__A0A173RJ81__DXB76_01570
ERR1913264.260901__1.260901	487174__K0WYI1__DDY40_08675
ERR1913264.260986__1.260986	1150298__A0A174PHI0__ERS852498_00826
ERR1913264.261004__1.261004	1501391__GCA_000786575.1_00074
ERR1913264.261052__1.261052	853__A0A3E2V168__FAEPRAM212_00929
ERR1913264.261382__1.261382	823__A0A395YZG9__M092_4358
ERR1913264.261448__1.261448	39491__A0A396FPV7__ERS852580_01177
ERR1913264.261458__1.261458	160404__R6QV73__B5G26_08415
ERR1913264.261751__1.261751	1262922__R6E8Y1__BN487_01778
ERR1913264.261797__1.261797	1150298__A0A174KW35__cbbX
ERR1913264.261839__1.261839	821__A0A3E4HP25__SAMN04487923_102450
ERR1913264.261982__1.261982	823__A0A355XKQ8__DHP27_04010
ERR1913264.262524__1.262524	46503__R6Y901__HMPREF1060_01754
ERR1913264.262651__1.262651	360807__A0A173VD35__suhB
ERR1913264.262694__1.262694	821__A0A173XDD3__DXB82_17180
ERR1913264.262957__1.262957	1262922__R6EG39__BN487_01800
ERR1913264.263030__1.263030	1262922__R6EXS9__BN487_01090
ERR1913264.263071__1.263071	2137880__A0A316NXQ9__DBY21_05070
ERR1913264.263340__1.263340	39491__A0A173TFQ1__rsmF
ERR1913264.263703__1.263703	28118__F9Z4Q7__DER54_08070
ERR1913264.263706__1.263706	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913264.263724__1.263724	28117__B0N028__BHV66_05935
ERR1913264.263756__1.263756	39491__A0A396FMF1__EUR_28700
ERR1913264.263828__1.263828	39491__C4Z9K7__EUBREC_0050
ERR1913264.264008__1.264008	39491__C4Z872__LD38_07250
ERR1913264.264226__1.264226	39488__A0A374NKN1__ltaS_2
ERR1913264.264287__1.264287	214856__I3YMN6__Alfi_1938
ERR1913264.264321__1.264321	328814__GCA_004558275.1_00288
ERR1913264.264492__1.264492	487174__K0X694__DIT83_09060
ERR1913264.264662__1.264662	214856__A0A174Z9Y8__ERS852559_00247
ERR1913264.265146__1.265146	39485__C4Z2I5__ERS852492_02214
ERR1913264.265190__1.265190	328814__GCA_004558275.1_00293
ERR1913264.265346__1.265346	821__C3RB94__DXC03_15585
ERR1913264.265364__1.265364	823__A0A355XLS2__ERS852380_02644
ERR1913264.265385__1.265385	39491__A0A395V5R3__EUBREC_1883
ERR1913264.265544__1.265544	1262922__R6ECP0__BN487_01268
ERR1913264.265606__1.265606	820__A0A174CK74__DXB48_07060
ERR1913264.265868__1.265868	46503__R6Y2Q2__DCY29_15375
ERR1913264.265888__1.265888	40518__R5DU52__RB5AMG_02245
ERR1913264.265905__1.265905	28116__C3QVY2__SAMN05444282_12234
ERR1913264.266009__1.266009	39491__A0A396FQ67__DXB99_07505
ERR1913264.266060__1.266060	301302__A0A173RMN7__ERS852420_00721
ERR1913264.266190__1.266190	853__A0A2A7B9I6__DW855_13690
ERR1913264.266173__1.266173	1262922__R6EDI1__BN487_01092
ERR1913264.266686__1.266686	1262922__R6EDI1__BN487_01092
ERR1913264.266701__1.266701	1262933__R7P835__BN736_01586
ERR1913264.266779__1.266779	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913264.266873__1.266873	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913264.266994__1.266994	1262922__R6EDI1__BN487_01092
ERR1913264.267171__1.267171	33039__A0A174YJ10__ERS852502_01829
ERR1913264.267232__1.267232	1262945__R6YL13__BN600_00850
ERR1913264.267371__1.267371	853__A0A2J4JL53__CRH10_10795
ERR1913264.267543__1.267543	40518__R5E2F3__artQ
ERR1913264.267776__1.267776	1501391__GCA_000786575.1_00019
ERR1913264.267832__1.267832	1262882__R5MIW5__BN519_00945
ERR1913264.267886__1.267886	1262922__R6E9C2__BN487_00401
ERR1913264.267900__1.267900	39491__C4ZAT2__ERE_28440
ERR1913264.267911__1.267911	1150298__R7JTH7__ERS852498_00177
ERR1913264.268060__1.268060	39491__A0A173TFQ1__rsmF
ERR1913264.268118__1.268118	39492__D4JTG7__EUBSIR_00572
ERR1913264.268207__1.268207	1262922__R6E290__BN487_01114
ERR1913264.268233__1.268233	821__A0A396ER29__ERS852457_02298
ERR1913264.268433__1.268433	39491__A0A2U2EED4__ERS852580_01584
ERR1913264.268608__1.268608	39491__A0A174LTW7__DXD13_08720
ERR1913264.268620__1.268620	1262933__R7PAJ4__BN736_00159
ERR1913264.268719__1.268719	39491__A0A396FF17__EUR_31400
ERR1913264.268695__1.268695	1150298__A0A174DX06__ERS852498_00491
ERR1913264.268757__1.268757	1262922__R6E5H3__BN487_01250
ERR1913264.268797__1.268797	1262873__R6WB29__BN605_02128
ERR1913264.268914__1.268914	39491__A0A395UWZ1__DXC13_02175
ERR1913264.269149__1.269149	39491__A0A174K265__DXB76_05915
ERR1913264.269650__1.269650	39491__A0A395ZBQ4__cph2_2
ERR1913264.269678__1.269678	39491__A0A395ZG74__licR
ERR1913264.269746__1.269746	1501391__GCA_000786575.1_00075
ERR1913264.269839__1.269839	821__A0A0P0L952__M097_4235
ERR1913264.270081__1.270081	239935__A0A3F3K9J9__DEF40_00940
ERR1913264.270304__1.270304	1501391__GCA_000786575.1_00064
ERR1913264.270417__1.270417	821__R7P1Q7__M099_2990
ERR1913264.270421__1.270421	39491__A0A395ZG74__licR
ERR1913264.270649__1.270649	357276__I8VN48__ABI39_07855
ERR1913264.270663__1.270663	214856__I3YMN6__Alfi_1938
ERR1913264.270817__1.270817	1262922__R6EHA3__BN487_01987
ERR1913264.271454__1.271454	28117__R7JR95__ALIPUT_01367
ERR1913264.271573__1.271573	1965629__A0A1Y4B8Y3__B5F88_18835
ERR1913264.271641__1.271641	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.271737__1.271737	28117__B0MUX7__ALIPUT_00918
ERR1913264.271967__1.271967	1965588__A0A1Y4HAD7__B5F36_01590
ERR1913264.272264__1.272264	1262945__R6YP45__BN600_01845
ERR1913264.272423__1.272423	39491__A0A395V297__EUR_01010
ERR1913264.272553__1.272553	28117__B0MZ14__ALIPUT_02383
ERR1913264.272602__1.272602	1262922__R6E0J0__BN487_00426
ERR1913264.272724__1.272724	1263005__R6FL85__BN497_00432
ERR1913264.272896__1.272896	214856__A0A173YE57__ERS852559_00126
ERR1913264.272938__1.272938	39485__A0A174ZJ84__EUBELI_00107
ERR1913264.273027__1.273027	1263000__R5EHI3__BN466_01684
ERR1913264.273090__1.273090	39491__A0A395ZHV7__ykvU
ERR1913264.273108__1.273108	823__D0TJX4__M095_1560
ERR1913264.273163__1.273163	387090__S0FBZ8__BACCOPRO_01470
ERR1913264.273192__1.273192	39491__C4Z8S1__DXB76_06750
ERR1913264.273258__1.273258	1262922__R6EXS9__BN487_01090
ERR1913264.273388__1.273388	487174__R5F016__DDY40_05675
ERR1913264.273393__1.273393	39491__A0A395V5R3__EUBREC_1883
ERR1913264.273948__1.273948	1262922__R6F3R3__BN487_01995
ERR1913264.274006__1.274006	39491__C4Z8Y4__ERS852417_00909
ERR1913264.274120__1.274120	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.274215__1.274215	39491__A0A173U130__ERE_16110
ERR1913264.274422__1.274422	1262989__R6Y631__BN815_01131
ERR1913264.274465__1.274465	46503__A7AG53__DD461_14240
ERR1913264.274533__1.274533	39483__D4JCP4__B5F14_02780
ERR1913264.274559__1.274559	39491__A0A395ZE48__DXB76_02395
ERR1913264.274571__1.274571	1262922__R6E290__BN487_01114
ERR1913264.274577__1.274577	360807__C0G083__ROSEINA2194_04432
ERR1913264.274908__1.274908	1262933__R7PDE9__BN736_00222
ERR1913264.274941__1.274941	1262922__R6EHA3__BN487_01987
ERR1913264.275049__1.275049	39491__A0A395ZG74__licR
ERR1913264.275342__1.275342	823__A0A395YX30__M090_4590
ERR1913264.275391__1.275391	626933__H1DGX0__HMPREF9449_01506
ERR1913264.275519__1.275519	1965537__A0A1Y4WMR9__B5E42_08475
ERR1913264.275540__1.275540	39491__A0A395V0H6__ERS852580_02570
ERR1913264.275628__1.275628	1263000__R5EGP9__BN466_01419
ERR1913264.275741__1.275741	166486__D4KY48__gmr_5
ERR1913264.275836__1.275836	1263000__R5EHB0__BN466_01647
ERR1913264.275902__1.275902	1262922__R6EXS9__BN487_01090
ERR1913264.275977__1.275977	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.275997__1.275997	28117__B0MWH8__BHV66_01330
ERR1913264.276072__1.276072	1262933__R7PCS3__BN736_01852
ERR1913264.276207__1.276207	39491__A0A3E4YFT8__DXB69_10940
ERR1913264.276541__1.276541	39488__C0EVP9__ERS852450_03163
ERR1913264.276557__1.276557	39491__D6E555__DXB99_06765
ERR1913264.276665__1.276665	1262989__R6ZJ29__BN815_01679
ERR1913264.276775__1.276775	823__A0A069SAX6__ERS852380_00710
ERR1913264.277053__1.277053	853__A0A174AML0__FPR_08640
ERR1913264.277056__1.277056	28117__R7JN92__BHV66_00550
ERR1913264.277059__1.277059	1465754__A0A1H4AV40__SAMN05444145_103130
ERR1913264.277091__1.277091	2108523__A0A2P2FCZ3__LAWASA_3939
ERR1913264.277276__1.277276	853__A0A173XRA8__CGS56_09290
ERR1913264.277517__1.277517	328814__GCA_004558275.1_00293
ERR1913264.277755__1.277755	39491__C4ZCH3__EUR_17560
ERR1913264.277939__1.277939	823__A0A173VPM3__DHW69_17170
ERR1913264.277991__1.277991	328814__GCA_004558275.1_00061
ERR1913264.278055__1.278055	39491__C4Z8S1__DXB76_06750
ERR1913264.278039__1.278039	1262922__R6E5U1__BN487_01344
ERR1913264.278149__1.278149	487174__K0WXG8__DIT83_09300
ERR1913264.278172__1.278172	39491__A0A395UYA6__EUBREC_0408
ERR1913264.278268__1.278268	214856__A0A173XTZ8__ERS852447_00498
ERR1913264.278434__1.278434	39485__R5ZPP8__EUBELI_20334
ERR1913264.278437__1.278437	39491__D4JM76__DXC13_02150
ERR1913264.278628__1.278628	39491__A0A173TAZ5__DXB99_09520
ERR1913264.278706__1.278706	1263000__R5EKR3__BN466_00099
ERR1913264.278733__1.278733	1262922__R6EXS9__BN487_01090
ERR1913264.278795__1.278795	39491__A0A395ZBW8__DXC13_08840
ERR1913264.279014__1.279014	1262933__R7PE99__BN736_00515
ERR1913264.279036__1.279036	1150298__A0A174SLE6__mlc_1
ERR1913264.279342__1.279342	1262824__R6RFC2__BN719_00120
ERR1913264.279672__1.279672	823__A6LEF3__ERS852560_01356
ERR1913264.279774__1.279774	1262922__R6ECX9__BN487_01332
ERR1913264.280182__1.280182	823__D7IPM3__DER51_17585
ERR1913264.280384__1.280384	1262922__R6EDI1__BN487_01092
ERR1913264.280431__1.280431	1262922__R6ECX9__BN487_01332
ERR1913264.280511__1.280511	39491__A0A396FP46__cobD_2
ERR1913264.280552__1.280552	39491__A0A173TFQ1__rsmF
ERR1913264.280564__1.280564	823__A0A355XGQ3__prmC
ERR1913264.280669__1.280669	1262922__R6E8V3__BN487_01763
ERR1913264.280692__1.280692	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913264.280745__1.280745	1262922__R6E4W9__BN487_01554
ERR1913264.280764__1.280764	2137880__A0A316NV06__DBY21_04265
ERR1913264.280855__1.280855	39491__A0A395ZE48__DXB76_02395
ERR1913264.281264__1.281264	1262920__R5KD76__BN467_01465
ERR1913264.281294__1.281294	1262922__R6E290__BN487_01114
ERR1913264.281449__1.281449	216816__B3DRY8__DPC6320_0936
ERR1913264.281621__1.281621	39491__A0A395UZZ5__htpG_1
ERR1913264.281654__1.281654	39491__A0A396FRK0__ERS852417_00541
ERR1913264.281962__1.281962	39491__A0A396FMF1__EUR_28700
ERR1913264.281970__1.281970	28117__R7JJM9__ALIPUT_00662
ERR1913264.282031__1.282031	28117__B0MWX3__BHV66_03010
ERR1913264.282093__1.282093	1744__A0A2C8A7J2__PFR_JS11_1831
ERR1913264.282111__1.282111	39483__D4JES3__B5G15_06270
ERR1913264.282162__1.282162	823__A6L9D3__ERS852560_03374
ERR1913264.282491__1.282491	28117__B0MVL5__BHV66_01660
ERR1913264.282481__1.282481	28117__R7JR95__ALIPUT_01367
ERR1913264.282571__1.282571	1501391__GCA_000786575.1_00052
ERR1913264.282538__1.282538	1965586__A0A1Y4HM59__B5F34_07730
ERR1913264.282736__1.282736	39491__A0A174EQV2__DXB69_10230
ERR1913264.282743__1.282743	823__A0A073I5R7__cloSI
ERR1913264.282855__1.282855	214856__A0A173YE57__ERS852559_00126
ERR1913264.282857__1.282857	46503__R6Y2Q2__DCY29_15375
ERR1913264.283012__1.283012	1262922__R6E9U7__BN487_01899
ERR1913264.283119__1.283119	39491__A0A395UYA6__EUBREC_0408
ERR1913264.283217__1.283217	1262922__R6E195__BN487_00989
