ERR1913293.45__1.45	216816__B3DQ11__APC1466_1528
ERR1913293.268712__1.268712	1262736__R5Y4Y8__BN496_00388
ERR1913293.268813__1.268813	901__B6WWE5__DHV46_10030
ERR1913293.269004__1.269004	1304__F8HDB1__CYK22_03350
ERR1913293.269196__1.269196	1262917__R5AP22__BN456_00201
ERR1913293.269316__1.269316	40518__R5E4Y8__RBATCC27255_01448
ERR1913293.269358__1.269358	39491__C4Z9E9__T1815_12341
ERR1913293.269369__1.269369	1262917__R5B101__BN456_01330
ERR1913293.269642__1.269642	820__A0A174GYA8__DXB64_07370
ERR1913293.269749__1.269749	239935__A0A2N8ITG2__Amuc_0335
ERR1913293.269917__1.269917	1262917__R5AYV2__BN456_00612
ERR1913293.270186__1.270186	1897011__A0A1Q6RE59__BHW41_04605
ERR1913293.270939__1.270939	1680__A0A0C2YPV2__AL0462_1474
ERR1913293.271246__1.271246	33043__A0A173WT47__ERS852400_02101
ERR1913293.271198__1.271198	1262917__R5AWQ2__BN456_01907
ERR1913293.271325__1.271325	1235835__R9LCU2__C814_02677
ERR1913293.271454__1.271454	29361__B6FKH5__CLONEX_00621
ERR1913293.271593__1.271593	165179__A0A3E5A5E5__DXC61_13965
ERR1913293.271594__1.271594	1262917__R5APN9__BN456_02126
ERR1913293.271714__1.271714	820__A0A3E4VXP2__yesR
ERR1913293.271761__1.271761	1262917__R5AJ42__BN456_01672
ERR1913293.272031__1.272031	214856__R6Y0B9__ERS852559_00164
ERR1913293.272046__1.272046	39491__A0A395ZG74__licR
ERR1913293.272436__1.272436	820__A0A139K1Y6__DXB48_02610
ERR1913293.272569__1.272569	1262917__R5AKS2__BN456_02142
ERR1913293.272666__1.272666	1262917__R5AP34__BN456_00216
ERR1913293.272998__1.272998	1263000__R5EKR3__BN466_00099
ERR1913293.273302__1.273302	1262917__R5AKQ6__BN456_02122
ERR1913293.273412__1.273412	1262911__R6H1B2__BN557_00840
ERR1913293.273608__1.273608	1262917__R5AKS2__BN456_02142
ERR1913293.274025__1.274025	1262917__R5AXP5__BN456_02173
ERR1913293.274049__1.274049	39485__C4Z6B7__EUBELI_20364
ERR1913293.274219__1.274219	1897011__A0A1Q6RE47__BHW41_04715
ERR1913293.274500__1.274500	820__R7E9Z4__DXC68_06065
ERR1913293.274516__1.274516	45851__D4RXA4__BUTYVIB_00455
ERR1913293.274586__1.274586	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913293.274778__1.274778	1263000__R5F0H8__BN466_00254
ERR1913293.275015__1.275015	1262917__R5ARE2__BN456_00150
ERR1913293.275161__1.275161	820__A0A3E4W9D9__B5G17_12400
ERR1913293.275165__1.275165	853__A0A173YYY4__DWZ04_09420
ERR1913293.275447__1.275447	820__A0A174TRB5__DXD40_11305
ERR1913293.275459__1.275459	1897011__A0A1Q6RET2__BHW41_04000
ERR1913293.275570__1.275570	1262917__R5ATC3__BN456_01418
ERR1913293.276028__1.276028	418240__A0A174S4S6__adaA_5
ERR1913293.276246__1.276246	214856__I3YPP3__Alfi_2701
ERR1913293.276302__1.276302	1262992__R5DCV6__BN795_00412
ERR1913293.276380__1.276380	1262917__R5AT79__BN456_01363
ERR1913293.276391__1.276391	40518__R5DVL2__penA
ERR1913293.276539__1.276539	310298__B3JQL6__BACCOP_04252
ERR1913293.276531__1.276531	572010__hgdC_1
ERR1913293.276602__1.276602	487174__R5EXS5__HMPREF9448_02541
ERR1913293.276803__1.276803	454154__G5SMP1__HMPREF9441_00617
ERR1913293.276915__1.276915	301301__A0A395VA65__eutA
ERR1913293.276990__1.276990	821__A0A396F1N0__M099_1553
ERR1913293.277019__1.277019	1262917__R5AQA1__BN456_01377
ERR1913293.277255__1.277255	310298__B3JMG4__BACCOP_03103
ERR1913293.277309__1.277309	301301__A0A395VBD1__bcrC_1
ERR1913293.277340__1.277340	1263000__R5EBF6__BN466_00505
ERR1913293.277465__1.277465	1263000__R5EC30__BN466_00683
ERR1913293.277673__1.277673	823__K6A253__DHP27_13535
ERR1913293.277892__1.277892	239935__R7DVL7__CXT93_01180
ERR1913293.277994__1.277994	1680__A0A0B5BKZ3__DXD60_01450
ERR1913293.278091__1.278091	239935__A0A2N8HDT1__CXT94_05270
ERR1913293.278231__1.278231	1263000__R5EQI3__BN466_00125
ERR1913293.278313__1.278313	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913293.278514__1.278514	853__E2ZGD9__C7J97_11715
ERR1913293.279092__1.279092	39491__A0A395UUN5__EUBREC_0291
ERR1913293.279103__1.279103	1262917__R5AM07__BN456_02175
ERR1913293.279184__1.279184	847__C3X8S9__OFBG_00633
ERR1913293.279147__1.279147	39491__A0A173RA59__EUR_24800
ERR1913293.279398__1.279398	1262917__R5AP22__BN456_00201
ERR1913293.279396__1.279396	1262917__R5AWS1__BN456_01932
ERR1913293.279520__1.279520	1680__A0A3E4SB79__BAD_1517
ERR1913293.279677__1.279677	45851__R5LYT8__BUTYVIB_02538
ERR1913293.279645__1.279645	1897011__A0A1Q6REX8__BHW41_04475
ERR1913293.279818__1.279818	1262911__R6GZX7__BN557_00838
ERR1913293.280136__1.280136	820__A0A174M9V5__M093_0237
ERR1913293.280512__1.280512	1262917__R5AV78__BN456_01458
ERR1913293.280715__1.280715	43675__C6R4B4__HMPREF0737_00265
ERR1913293.280783__1.280783	853__A0A174C5M1__CGS58_04460
ERR1913293.281085__1.281085	1263000__R5EXT3__BN466_02213
ERR1913293.281183__1.281183	1897011__A0A1Q6RI93__BHW41_01175
ERR1913293.281222__1.281222	39491__A0A395V1R3__T1815_08181
ERR1913293.281266__1.281266	1099853__G9S7T1__NSB1T_02425
ERR1913293.281301__1.281301	39491__A0A173TFQ1__rsmF
ERR1913293.281340__1.281340	1262917__R5B074__BN456_00067
ERR1913293.281432__1.281432	1262736__R5YHF2__BN496_00766
ERR1913293.281718__1.281718	1262917__R5ANI9__BN456_01166
ERR1913293.281847__1.281847	1262917__R5APL3__BN456_01119
ERR1913293.281875__1.281875	853__A0A173RZ39__C4N22_01650
ERR1913293.282711__1.282711	1628085__A0A2U1BGX7__C7386_101149
ERR1913293.283096__1.283096	1262988__R7N5Z7__BN816_02182
ERR1913293.283112__1.283112	853__A0A174C5M1__CGS58_04460
ERR1913293.283167__1.283167	1263000__R5EV67__BN466_01611
ERR1913293.283217__1.283217	301301__A0A395V3C0__mcpC_6
ERR1913293.283262__1.283262	1263000__R5EDV4__BN466_01097
ERR1913293.283376__1.283376	45851__D4RWZ9__murF
ERR1913293.283417__1.283417	418240__A0A174FAS2__btr_1
ERR1913293.283421__1.283421	1263000__R5EFJ5__BN466_01372
ERR1913293.283444__1.283444	1262917__R5B074__BN456_00067
ERR1913293.283465__1.283465	853__A0A2J4JL53__CRH10_10795
ERR1913293.283497__1.283497	1263000__R5ER71__BN466_00316
ERR1913293.283544__1.283544	1897011__A0A1Q6RIP1__BHW41_00455
ERR1913293.283552__1.283552	1897011__A0A1Q6REU9__BHW41_04345
ERR1913293.283750__1.283750	384638__B7AWP7__BACPEC_03147
ERR1913293.283974__1.283974	1263000__R5ESM1__BN466_01440
ERR1913293.284269__1.284269	47678__R5UHH8__HMPREF1061_02584
ERR1913293.284277__1.284277	1897011__A0A1Q6RF88__BHW41_03295
ERR1913293.284333__1.284333	1262917__R5AY58__BN456_00376
ERR1913293.284604__1.284604	33043__A0A173QUA9__ERS852400_01795
ERR1913293.284940__1.284940	239935__A0A2N8I3Z7__CXU05_10555
ERR1913293.284976__1.284976	1262917__R5AMI0__BN456_01476
ERR1913293.285109__1.285109	820__A7V780__adaA_3
ERR1913293.285181__1.285181	1262988__R7N4U5__BN816_00495
ERR1913293.285248__1.285248	310297__B5CU49__DXD04_00310
ERR1913293.285679__1.285679	1262911__R6GI18__BN557_01377
ERR1913293.285724__1.285724	301301__A0A395VBK1__RHOM_05255
ERR1913293.285810__1.285810	357276__E5UTL1__HMPREF1065_03551
ERR1913293.285812__1.285812	487174__K0X3V7__DIT83_01400
ERR1913293.286365__1.286365	1262917__R5AY58__BN456_00376
ERR1913293.286608__1.286608	40518__R5DR72__RBL236_02110
ERR1913293.287076__1.287076	116085__D4J694__DW747_12745
ERR1913293.287152__1.287152	40518__R5E2R8__nnr_2
ERR1913293.287526__1.287526	1965662__A0A1Y3S0D4__B5G38_01265
ERR1913293.287706__1.287706	820__A7UYG6__M094_0070
ERR1913293.288029__1.288029	39491__C4Z9K0__DXD95_07445
ERR1913293.288618__1.288618	820__A0A3E4RU03__M093_0563
ERR1913293.288702__1.288702	1262917__R5AS71__BN456_00179
ERR1913293.288725__1.288725	301301__A0A395VA99__rpfG_5
ERR1913293.288768__1.288768	40518__R5E7G3__DXD86_03405
ERR1913293.289371__1.289371	39491__A0A174K9A3__DXB69_07785
ERR1913293.289486__1.289486	1263000__R5ED23__BN466_00881
ERR1913293.290046__1.290046	301301__G2T0A9__RHOM_03910
ERR1913293.290425__1.290425	1263006__R6LPA6__BN515_01864
ERR1913293.290484__1.290484	39491__C4Z9D4__DXD95_00055
ERR1913293.290592__1.290592	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913293.290741__1.290741	853__A0A2A7B9I6__DW855_13690
ERR1913293.290887__1.290887	39491__A0A395ZG74__licR
ERR1913293.291230__1.291230	1262917__R5B101__BN456_01330
ERR1913293.291584__1.291584	310298__B3JED9__BACCOP_00230
ERR1913293.291608__1.291608	28117__B0MTV5__BHV66_06415
ERR1913293.291618__1.291618	40518__R5DLJ7__lytR_4
ERR1913293.291619__1.291619	572010__rplB
ERR1913293.291693__1.291693	1262917__R5AMI0__BN456_01476
ERR1913293.291754__1.291754	1262963__R6C7W6__BN718_00713
ERR1913293.291872__1.291872	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913293.292023__1.292023	649756__D4N1B6__HMPREF0369_02032
ERR1913293.292189__1.292189	1262917__R5B074__BN456_00067
ERR1913293.292867__1.292867	1262917__R5AX10__BN456_00253
ERR1913293.292781__1.292781	1262917__R5AQA1__BN456_01377
ERR1913293.292987__1.292987	45851__R5LAF0__BHV86_08225
ERR1913293.293006__1.293006	1262917__R5AQK0__BN456_00018
ERR1913293.293068__1.293068	1263030__R5D2F0__BN705_00268
ERR1913293.293143__1.293143	1263000__R5EFY3__BN466_01416
ERR1913293.293276__1.293276	944036__A0A196SEQ5__AV274_2738
ERR1913293.293648__1.293648	820__A0A3E4HWJ4__DXD40_05945
ERR1913293.293800__1.293800	1735__B7CC21__EUBIFOR_01746
ERR1913293.293769__1.293769	33043__D5HF09__ERS852575_02732
ERR1913293.293874__1.293874	1680__A0A0C2YNK5__BADO_0780
ERR1913293.294057__1.294057	384638__B7APR0__BACPEC_00666
ERR1913293.294252__1.294252	165179__A0A3E5AEF7__DXC61_05000
ERR1913293.294600__1.294600	1262917__R5AM07__BN456_02175
ERR1913293.294580__1.294580	1263030__R5CUH1__BN705_00716
ERR1913293.294809__1.294809	1262911__R6H2J2__BN557_01228
ERR1913293.294873__1.294873	1262917__R5AVU6__BN456_01673
ERR1913293.295047__1.295047	1262917__R5AN63__BN456_00147
ERR1913293.295187__1.295187	1262911__R6GZX7__BN557_00838
ERR1913293.295259__1.295259	853__A0A3E2V168__FAEPRAM212_00929
ERR1913293.295573__1.295573	246787__A0A0P0G254__axeA1_2
ERR1913293.295581__1.295581	1378168__V2YA11__N510_02528
ERR1913293.295665__1.295665	1262917__R5B101__BN456_01330
ERR1913293.295738__1.295738	357276__A0A1Y3Z3W0__IY41_20500
ERR1913293.295849__1.295849	820__A0A3E4RU03__M093_0563
ERR1913293.296211__1.296211	33043__D5HI39__baeS_1
ERR1913293.296208__1.296208	1262917__R5AR72__BN456_01614
ERR1913293.296239__1.296239	1628085__A0A2U1BCN9__C7386_10764
ERR1913293.296652__1.296652	1262917__R5ANP2__BN456_01221
ERR1913293.296590__1.296590	821__I9R3W6__DXC16_12455
ERR1913293.296785__1.296785	45851__D4S0P6__BUTYVIB_01665
ERR1913293.297444__1.297444	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913293.298094__1.298094	33043__D5HF50__ERS852386_02415
ERR1913293.298172__1.298172	1262736__R5Y3F9__BN496_01794
ERR1913293.298344__1.298344	33043__D5HHY4__luxQ_1
ERR1913293.298440__1.298440	572010__group_1977
ERR1913293.298455__1.298455	626932__G5H517__HMPREF9450_00027
ERR1913293.298496__1.298496	1262917__R5AK62__BN456_00212
ERR1913293.298755__1.298755	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913293.298772__1.298772	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913293.298897__1.298897	820__A0A3E4QZJ7__C801_01798
ERR1913293.298993__1.298993	1262746__R5SS80__BN750_02125
ERR1913293.299008__1.299008	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913293.299041__1.299041	40518__R5E1J2__DXD93_04070
ERR1913293.299916__1.299916	28118__R6FDR5__B5F93_17520
ERR1913293.300150__1.300150	1262917__R5AVJ4__BN456_00135
ERR1913293.300204__1.300204	626932__G5H8A5__HMPREF9450_01165
ERR1913293.300223__1.300223	1262917__R5AJ42__BN456_01672
ERR1913293.300224__1.300224	820__A0A3E4RU03__M093_0563
ERR1913293.300878__1.300878	39491__A0A173TAZ5__DXB99_09520
ERR1913293.300932__1.300932	1262917__R5AP22__BN456_00201
ERR1913293.300969__1.300969	821__A0A174MBW9__SAMN04487923_10272
ERR1913293.301056__1.301056	40518__R5DXI4__DXD86_07420
ERR1913293.301481__1.301481	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913293.301783__1.301783	1262917__R5AP22__BN456_00201
ERR1913293.302280__1.302280	820__A0A3E4G2R7__DXC07_00510
ERR1913293.302384__1.302384	901__B6WPV2__DHV46_04070
ERR1913293.302532__1.302532	1262917__R5AMI0__BN456_01476
ERR1913293.302754__1.302754	944036__A0A196S727__AV274_6149
ERR1913293.302804__1.302804	944036__A0A196SHE3__AV274_2913
ERR1913293.302993__1.302993	1263000__R5EUM2__BN466_01747
ERR1913293.303010__1.303010	853__A0A174C5M1__CGS58_04460
ERR1913293.303021__1.303021	239935__A0A3F3K9J9__DEF40_00940
ERR1913293.303144__1.303144	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913293.303367__1.303367	820__A7V470__HMPREF1072_02076
ERR1913293.303316__1.303316	853__A0A2A7B9I6__DW855_13690
ERR1913293.303330__1.303330	487174__K0X347__DIT83_07775
ERR1913293.303470__1.303470	821__A6L0C7__ERS852556_03520
ERR1913293.303643__1.303643	674529__R6UPX3__DXB21_06190
ERR1913293.304902__1.304902	1262917__R5B101__BN456_01330
ERR1913293.304992__1.304992	820__A0A174LJB2__HMPREF1072_04112
ERR1913293.305243__1.305243	310298__B3JQL6__BACCOP_04252
ERR1913293.305419__1.305419	239935__B2UNC5__B5G29_07685
ERR1913293.305661__1.305661	1262917__R5AKS2__BN456_02142
ERR1913293.305699__1.305699	1897011__A0A1Q6RJU7__BHW41_00015
ERR1913293.306038__1.306038	820__A0A3E5E0T0__ERS852554_00312
ERR1913293.306097__1.306097	246787__R6KQ08__AA416_01934
ERR1913293.306308__1.306308	45851__D4S1R9__BHV86_08150
ERR1913293.306458__1.306458	454154__G5ST89__HMPREF9441_02589
ERR1913293.306750__1.306750	1262917__R5AJ42__BN456_01672
ERR1913293.306788__1.306788	39491__A0A174LTW7__DXD13_08720
ERR1913293.307184__1.307184	45851__R5LTE7__BHV86_04805
ERR1913293.307796__1.307796	384638__B7APR0__BACPEC_00666
ERR1913293.307802__1.307802	454155__F3QXY1__HMPREF9442_03071
ERR1913293.307826__1.307826	1262917__R5AQA1__BN456_01377
ERR1913293.308069__1.308069	28118__R6FAT1__DHW44_00720
ERR1913293.308294__1.308294	944036__A0A196SFH8__AV274_3411
ERR1913293.308304__1.308304	821__A0A174AYT0__DXC02_03530
ERR1913293.308488__1.308488	853__A0A2J4JL53__CRH10_10795
ERR1913293.308558__1.308558	357276__A0A0K2HG61__BACDOR_02028
ERR1913293.308649__1.308649	1262917__R5AWQ2__BN456_01907
ERR1913293.308828__1.308828	1897011__A0A1Q6RF20__BHW41_02930
ERR1913293.309173__1.309173	853__A0A3E2U7E6__ERS852582_01640
ERR1913293.309317__1.309317	1263011__R6EIF3__BN553_01079
ERR1913293.309726__1.309726	1262911__R6GXS5__BN557_00160
ERR1913293.309779__1.309779	1262917__R5AQX1__BN456_00592
ERR1913293.309829__1.309829	820__A0A3E4PYB0__yejM
ERR1913293.309833__1.309833	1262911__R6GPC5__BN557_00852
ERR1913293.309955__1.309955	376805__F0R6K5__Bacsa_2345
ERR1913293.310183__1.310183	40518__R5DS23__DXD86_01715
ERR1913293.310626__1.310626	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.310660__1.310660	821__A0A174T998__DXB82_10860
ERR1913293.310979__1.310979	40518__R5DZE2__DXD86_07400
ERR1913293.311075__1.311075	820__A7VAR9__ERS852421_00197
ERR1913293.311578__1.311578	1262917__R5AP34__BN456_00216
ERR1913293.312209__1.312209	40520__R7DA92__DXC87_13515
ERR1913293.312645__1.312645	310298__B3JQL6__BACCOP_04252
ERR1913293.312702__1.312702	246787__A0A0P0GV75__HMPREF1062_00095
ERR1913293.312740__1.312740	1680__A0A3E4SB79__BAD_1517
ERR1913293.312809__1.312809	820__A0A3E4VXP2__yesR
ERR1913293.312887__1.312887	1262917__R5AMV7__BN456_01591
ERR1913293.312962__1.312962	853__A0A174C5M1__CGS58_04460
ERR1913293.312985__1.312985	39491__A0A396FFW0__ERE_10580
ERR1913293.313349__1.313349	1735__B7CCQ2__EUBIFOR_01980
ERR1913293.313446__1.313446	1263000__R5EC87__BN466_00713
ERR1913293.314032__1.314032	821__A0A173XDD3__DXB82_17180
ERR1913293.314037__1.314037	1150298__A0A174F5Z9__cpsB
ERR1913293.314265__1.314265	165179__A0A229I6N7__DXC61_06720
ERR1913293.314353__1.314353	1235793__R9KSF0__C809_01679
ERR1913293.314864__1.314864	1262992__R5CXM8__BN795_01024
ERR1913293.314915__1.314915	1262917__R5AMI0__BN456_01476
ERR1913293.314897__1.314897	853__A0A173XRA8__CGS56_09290
ERR1913293.315118__1.315118	1897011__A0A1Q6RE54__BHW41_04745
ERR1913293.315401__1.315401	820__A0A174CG08__DXB62_13215
ERR1913293.315556__1.315556	1262917__R5AK62__BN456_00212
ERR1913293.315595__1.315595	674529__A0A174P1K0__SAMN05444400_14316
ERR1913293.315898__1.315898	674529__A0A174IYM6__SAMN05444400_107161
ERR1913293.315967__1.315967	1262917__R5APB4__BN456_02020
ERR1913293.316144__1.316144	28117__R7JLL3__ALIPUT_02219
ERR1913293.316232__1.316232	45851__D4RWC1__BHV86_06985
ERR1913293.316370__1.316370	310297__R5VC78__DXB87_16390
ERR1913293.316628__1.316628	1263000__R5EKR3__BN466_00099
ERR1913293.316729__1.316729	1262746__R5SS80__BN750_02125
ERR1913293.316745__1.316745	39491__A0A174K9A3__DXB69_07785
ERR1913293.316951__1.316951	820__A0A3E4G3J9__ERS852459_02265
ERR1913293.317126__1.317126	1263000__R5EDV4__BN466_01097
ERR1913293.317310__1.317310	1263000__R5EUM2__BN466_01747
ERR1913293.317757__1.317757	853__A0A173XRA8__CGS56_09290
ERR1913293.317727__1.317727	1235793__R9KSF0__C809_01679
ERR1913293.317783__1.317783	310297__R5VFU0__DXD04_13360
ERR1913293.317863__1.317863	39486__G1WNZ7__DXB36_05440
ERR1913293.317869__1.317869	1262917__R5AWS1__BN456_01932
ERR1913293.317916__1.317916	820__A0A173YYG4__evgS_3
ERR1913293.318104__1.318104	820__A0A3E4WCX3__C801_02709
ERR1913293.318386__1.318386	1262917__R5AQA1__BN456_01377
ERR1913293.318465__1.318465	1263000__R5EI35__BN466_01649
ERR1913293.318413__1.318413	847__C3X922__OFBG_00726
ERR1913293.318700__1.318700	1628085__A0A374VKR8__C7386_1272
ERR1913293.318826__1.318826	853__A0A2A7B9I6__DW855_13690
ERR1913293.318887__1.318887	310298__B3JED9__BACCOP_00230
ERR1913293.319021__1.319021	1472761__GCA_002159295.1_00744
ERR1913293.319126__1.319126	1262917__R5AP22__BN456_00201
ERR1913293.319070__1.319070	820__A0A1Q6IDS8__chtA
ERR1913293.319112__1.319112	1262917__R5AQ91__BN456_00384
ERR1913293.319267__1.319267	165179__A0A174WRI9__DXB80_04870
ERR1913293.319270__1.319270	1262917__R5AQK0__BN456_00018
ERR1913293.319711__1.319711	40518__R5E1X3__clcA
ERR1913293.319863__1.319863	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.320082__1.320082	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913293.320122__1.320122	1262917__R5AJ42__BN456_01672
ERR1913293.320139__1.320139	853__A0A174C5M1__CGS58_04460
ERR1913293.320176__1.320176	301301__A0A395VAX9__ERS852391_01264
ERR1913293.320277__1.320277	46503__K5ZV67__PARMER_03859
ERR1913293.320340__1.320340	301301__A0A395VGH2__dltB_2
ERR1913293.320743__1.320743	1262917__R5ATI8__BN456_00325
ERR1913293.320828__1.320828	1680__A0A173Y6N7__yhaH
ERR1913293.320961__1.320961	40518__R5DVQ2__DXD93_00365
ERR1913293.320972__1.320972	458033__GCA_001482755.1_02203
ERR1913293.321209__1.321209	1262917__R5AMI0__BN456_01476
ERR1913293.321383__1.321383	820__A0A3E4WCC2__lptB_1
ERR1913293.321433__1.321433	310297__R5VA64__DXD04_05100
ERR1913293.321757__1.321757	1262917__R5AL85__BN456_00375
ERR1913293.321900__1.321900	821__A0A395VIK7__BVU_1225
ERR1913293.322267__1.322267	1263000__R5EMC8__BN466_00317
ERR1913293.322263__1.322263	1897011__A0A1Q6RET2__BHW41_04000
ERR1913293.322421__1.322421	1150298__R7JSM7__ERS852535_02465
ERR1913293.322689__1.322689	387090__S0F5E9__BACCOPRO_00982
ERR1913293.322862__1.322862	818__A0A139JW76__BJP75_002555
ERR1913293.323139__1.323139	1262917__R5AWQ2__BN456_01907
ERR1913293.323603__1.323603	33043__A0A173YUV6__ERS852386_00507
ERR1913293.323748__1.323748	1262917__R5ATI8__BN456_00325
ERR1913293.323787__1.323787	1262917__R5ALZ5__BN456_00616
ERR1913293.324063__1.324063	674529__R6V7P0__SAMN05444400_102331
ERR1913293.324113__1.324113	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913293.324235__1.324235	28118__R6F6F1__B5F93_10805
ERR1913293.324320__1.324320	454155__F3QY50__HMPREF9442_03142
ERR1913293.324423__1.324423	301301__A0A395VDE1__ERS852391_03099
ERR1913293.324504__1.324504	1262917__R5AP34__BN456_00216
ERR1913293.324780__1.324780	46228__B5CKX6__RUMLAC_00090
ERR1913293.325206__1.325206	454155__F3QX58__HMPREF9442_02792
ERR1913293.325218__1.325218	45851__D4RWZ9__murF
ERR1913293.325461__1.325461	40519__U2KYL3__RUMCAL_00170
ERR1913293.325595__1.325595	1262917__R5AM67__BN456_00686
ERR1913293.325580__1.325580	1262917__R5AJD3__BN456_01751
ERR1913293.325588__1.325588	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913293.325654__1.325654	821__U6RDC2__DXD46_15675
ERR1913293.325662__1.325662	1262917__R5ARE2__BN456_00150
ERR1913293.325862__1.325862	1263000__R5EBJ6__BN466_00543
ERR1913293.325972__1.325972	1263011__R6DQB4__BN553_01080
ERR1913293.326254__1.326254	33043__D5HHT2__ERS852445_02796
ERR1913293.326293__1.326293	1262736__R5YZ60__BN496_01783
ERR1913293.326296__1.326296	1262917__R5AP22__BN456_00201
ERR1913293.326360__1.326360	1262736__R5YMQ1__BN496_00619
ERR1913293.326379__1.326379	1262917__R5AVI7__BN456_00983
ERR1913293.326661__1.326661	820__A0A174QLF0__SAMN05444418_109151
ERR1913293.326570__1.326570	1263000__R5F0H4__BN466_00249
ERR1913293.327094__1.327094	1262917__R5ARE2__BN456_00150
ERR1913293.327129__1.327129	901__B6WR13__DHV46_00815
ERR1913293.327201__1.327201	28117__B0MTI4__ALIPUT_00084
ERR1913293.327170__1.327170	33039__A0A173VTT4__frdB_1
ERR1913293.327134__1.327134	301301__A0A173ZW33__RHOM_02600
ERR1913293.327249__1.327249	1262917__R5AM07__BN456_02175
ERR1913293.327256__1.327256	40518__R5DUU8__DXD86_08440
ERR1913293.327351__1.327351	239935__A0A139TMG9__CXU07_10650
ERR1913293.327321__1.327321	454155__F3QXY1__HMPREF9442_03071
ERR1913293.327412__1.327412	45851__R5LYR7__BHV86_03710
ERR1913293.327684__1.327684	458033__GCA_001482755.1_02203
ERR1913293.327893__1.327893	1381__group_451
ERR1913293.328033__1.328033	1262736__R5Y3F9__BN496_01794
ERR1913293.328183__1.328183	1304__A0A1V0GJ60__Ssal_01637
ERR1913293.328705__1.328705	1262917__R5AP22__BN456_00201
ERR1913293.328771__1.328771	1262917__R5AVX2__BN456_01103
ERR1913293.328798__1.328798	39491__A0A395ZG74__licR
ERR1913293.328899__1.328899	820__A0A173WUD7__DXB48_08055
ERR1913293.329058__1.329058	39491__A0A395ZG74__licR
ERR1913293.329121__1.329121	1262917__R5ATC3__BN456_01418
ERR1913293.329311__1.329311	28117__B0MTV0__BHV66_06395
